global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	c_comp_cor_14	c_comp_cor_15	c_comp_cor_16	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
790.059639714526	n/a	n/a	624194.2343058467	957.925071820756	n/a	n/a	917620.4432228004	688.4334029526273	n/a	473940.55030093447	n/a	772.4332079541266	669.3777449998522	n/a	n/a	n/a	n/a	-0.115209421	-0.062395592	-0.0331923494	-0.0903592741	0.0107626623	-0.0501093535	0.0154679635	-0.0369812956	0.1106739172	-0.0367951281	0.2720119043	-0.1595607721	0.2529461794	-0.3309904385	0.0886968657	-0.2229828912	0.1984480328	0.1065293558	-0.1194189813	0.0253983446	-0.1337600981	0.1372733878	0.1469601708	-0.2146789491	0.0205466342	-0.0886714064	0.0085718071	-0.0461479594	0.0848359678	-0.0864976816	0.0386156242	-0.0350961452	0.0589237948	-0.0530384753	0.1198953843	-0.0135205557	0.0175328791	-0.0301942328	0.106280734	-0.0748811443	0.0820642106	-0.1184100095	0.038465953	-0.0415821624	-0.0449372584	0.0955504278	-0.1268241987	0.0948410127	0.0784119327	-0.064514449	0.1027786785	0.0032850546	0.0670756107	-0.0681866651	-0.0389885636	0.0613212719	0.0226410176	-0.0954771351	0.0152817864	0.0287995804	0.0253102357	-0.0589303834	-0.0091723534	-0.0281055619	-0.0804377187	0.0707336916	0.0852615973	-0.0422618076	-0.1001496349	0.0180961575	-0.0607414508	0.1337909107	-0.042840902	-0.0063371766	0.065614793	-0.1967992356	0.1197093137	-0.2011608427	0.3146478762	-0.1287967149	-0.1496153244	0.0733621876	-0.0553640577	0.187430932	-0.121437202	0.0244386506	-0.0516883033	0.0715168846	-0.1033376302	0.070654755	-0.0125770042	0.0255430236	-0.0443519881	0.0073952492	0.0958574962	-0.0449983858	0.0936696884	0.0890726446	-0.1073633012	-0.0711647273	0.0841485621	0.1001544414	-0.0042114799	-0.0028150086	-0.0376527921	-0.0377711518	0.102552804	-0.1374188634	0.1143688255	0.0047190692	0.1272619572	-0.1064055362	-0.1268527793	0.079904404	0.0509965169	0.1147017419	0.1146833673	0.1146527451	2.69721e-05	n/a	7.274941784099999e-10	n/a	-4.61854e-05	n/a	2.13309117316e-09	n/a	0.0177003	n/a	0.0003133006200899	n/a	-0.00117723	n/a	1.3858704729e-06	n/a	-0.000686832	n/a	4.71738196224e-07	n/a	0.0	n/a	0.0	n/a
790.3597980722874	0.3001583577613473	0.090095039733989	624668.6104088669	955.1385512133346	-2.78652060742138	7.764697095584018	912289.6520139078	689.5147473049143	1.081344352287033	475430.5867509598	1.1693056082230628	773.0519576823872	696.766869812229	1.216511	25.008596	0.070411835092	0.0453813	0.0446479817	-0.0377746687	0.0690071542	0.0164832793	0.1235390949	-0.045065848	0.0191894125	-0.0306143012	-0.0537662665	0.1297130418	0.103605163	-0.0936172736	0.1424297011	0.0719961427	-0.0157292195	0.004297961	0.0897414831	0.0272405749	-0.0198825886	0.1124780881	0.0360602957	0.0128170365	0.2595937352	-0.1041651623	0.0836666017	-0.0247640579	-0.1622367414	0.047685006	0.0132313085	0.0209541573	-0.0084051776	-0.069487801	0.0446248409	0.0200893117	0.0350900891	0.006333833	0.0068961548	-0.0268090357	0.1647885567	-0.0222549207	0.0146490594	0.0470710747	0.0012932283	0.019740048	-0.0632997722	-0.0612196478	0.0435884278	0.0127220138	0.0080919149	-0.0292500684	-0.0542730232	0.0383055936	0.0649709282	0.1009209849	-0.0292708872	-0.1681722823	-0.0735880242	-0.0242601048	-0.0640768721	-0.129009984	0.0025801967	0.0620975757	0.0811507617	-0.084213801	-0.0105565339	-0.0386381732	-0.0597321421	0.0804749386	0.0464422283	-0.0784713578	-0.0260868946	0.024682002	0.0505968674	0.1220703923	0.1484406645	-0.1733480297	0.0378040242	-0.1568135026	0.0376458796	-0.0118514698	-0.0665049765	-0.0293119258	-0.0071614871	0.0253294269	0.1027320507	-0.0990352413	-0.0731891403	-0.0366013598	-0.0604810717	-0.0772758921	-0.0666038365	0.0392529541	-0.010829829	0.0803487839	0.0755557774	-0.0758331951	-0.1760802882	0.0523079648	-0.0103279906	-0.0210114528	-0.1111727706	0.1479062454	0.1244012479	0.0448493547	-0.0602761854	-0.0985559448	0.0713088004	0.0436852718	0.0097131575	-0.0313382825	0.1081330501	-0.024011605	0.0157499426	-0.0495628113	-0.0053983346	0.1146527451	0.1144874327	0.1142120884	6.024080000000001e-07	-2.6369692e-05	3.628953984640001e-13	6.953606561748637e-10	0.0410307	0.0410768854	0.00168351834249	0.0016873105141647	0.00867668	-0.0090236199999999	7.528477582240001e-05	8.142571790439996e-05	-0.00148446	-0.0003072299999999	2.2036214916e-06	9.439027289999996e-08	-0.000722973	-3.614100000000006e-05	5.226899587290001e-07	1.306171881000004e-09	6.23282e-05	6.23282e-05	3.884804515240001e-09	3.884804515240001e-09
789.9892035810253	-0.370594491262068	0.137340276953791	624082.9417745827	950.7399666643588	-4.398584548975805	19.347546034488683	903906.484212946	689.8965203693604	0.3817730644460653	475957.20881775126	0.1457506727365395	771.5182936684341	677.4213965688751	1.112	22.860106	0.074066610808	0.0397862	0.0240839019	0.0971479325	-0.0828693371	0.0095842821	-0.1367092836	0.0511621701	-0.0117645287	-0.0413021115	-0.0744408054	0.0871815608	-0.0611408128	-0.0697947089	0.0978887723	0.0466168761	-0.0244766687	0.0941344713	0.1110886506	0.0852558103	0.0794748726	0.0433826197	0.0932594216	0.0059905592	0.1641133853	-0.0120311977	-0.1134211515	0.1850432527	0.0023673296	0.0005629774	-0.0063149683	-0.1082272617	0.0431118239	-0.0212901288	0.0046840868	0.0803963396	-0.1167980898	-0.0652081271	0.0189502976	0.0970006218	-0.0267225047	-0.0620617272	0.0124302953	0.0486341889	-0.0646313806	0.1065808064	-0.0230121948	0.0526587858	0.0132102299	0.0426951097	-0.0474660249	0.0741732669	0.1225542802	0.0411179644	-0.0017479476	-0.0119811244	0.0230201466	0.0499031488	0.0783576085	0.1379347565	-0.0121272395	-0.051842438	0.098070067	0.1695869906	-0.030841381	0.0121670976	-0.2037381327	-0.1427181439	-0.0918752791	-0.0122401549	0.022777141	0.1038882785	0.0975444496	-0.1254990488	-0.0147165828	0.0417195736	0.1623368719	-0.0783154024	0.0492132896	0.0766395279	-0.0515057699	0.0005781677	0.036311354	0.1013307195	-0.0622431586	-0.0301986952	0.0907292999	-0.0355217601	0.0015483318	0.0915879024	-0.0040420079	0.0036008363	0.0206422119	0.0927007765	0.0581775369	0.1132536966	0.0083293287	0.0052196459	0.0179607444	0.0563947012	0.0153264679	-0.1217923595	-0.0017358182	-0.1602352883	0.1004927614	0.1142905492	0.0151801756	-0.0214263615	-0.0025984835	0.0070496563	-0.0238490721	0.0274570923	0.00436284	-0.0609601648	-0.0201116889	-0.0385604561	-0.1333279625	0.1145547726	0.1140958982	0.1133324686	-3.12896e-05	-3.1892008e-05	9.7903906816e-10	1.017100174272064e-09	0.0132073	-0.0278234	0.0001744327732899	0.00077414158756	-1.05788e-05	-0.0086872588	1.1191100943999997e-10	7.546846545817744e-05	-0.00106445	0.0004200099999999	1.1330538025e-06	1.7640840009999996e-07	-0.00045483	0.000268143	2.068703289e-07	7.190066844900003e-08	0.0	-6.23282e-05	0.0	3.884804515240001e-09
789.4825015900145	-0.5067019910108002	0.256746907694309	623282.6203168273	952.7630995901018	2.0231329257429707	4.093066835225312	907757.5239405382	689.286596898266	-0.609923471094362	475116.01266359264	0.372006640591795	772.2204972662938	688.3414590371168	1.128907	23.207666	0.0553970881	0.0333738	-0.1340582541	0.0895110362	-0.0122996755	-0.1088014002	0.0228023008	-0.0073079539	0.0451120132	0.082384459	0.0002248954	-0.049475266	0.0555621083	-0.0708101148	0.0019505782	0.2170535496	0.0444701735	0.1613696977	0.0016400826	0.1556987617	0.1797613303	0.0103842461	-0.1364855538	0.0642569312	0.146044101	0.1438106784	-0.0536978564	0.1295484438	0.1185337484	0.0980660498	0.1134280821	0.0681622542	-0.015254378	0.0032467349	-0.0189059969	0.0583066841	0.0089790985	-0.033937723	0.0093172353	0.0732589721	-0.0724050197	-0.1059181023	0.0278688625	0.0942763772	-0.0132604464	0.0323475222	0.0586951086	-0.0417818184	-0.0793901825	0.0210818404	0.0491255587	0.1148630072	0.0958223317	0.0160499779	0.0705138505	0.0546793839	-0.0743430173	-0.0740322378	0.0343780972	0.1390193524	-0.0395260641	-0.0401391492	0.037033074	-0.1614139743	0.1398507681	-0.0413087997	-0.0855905236	-0.05148925	-0.1129932303	-0.0865737961	-0.1147388041	-0.0164373485	0.0480951302	-0.0035105063	0.0420402417	0.0373553655	-0.0596159376	-0.2138721373	0.029168152	0.1113251447	-0.0684343051	0.0156848032	-0.0709401779	-0.020025338	-0.1415261685	-0.0337403277	0.0959769767	-0.0866579901	0.0659683652	0.0117232087	0.0763151872	0.1005669706	-0.0139010783	-0.1030893825	0.0543948905	-0.1306689605	-0.0466622941	0.0625566393	0.0382246416	-0.0152226815	0.045192447	-0.0241709302	-0.0120320101	-0.0093018808	-0.0168056376	0.0500349231	-0.1415272683	0.0309575432	-0.0429145966	0.0387211735	-0.0801636506	0.0609103475	-0.0903340863	-0.1185681929	0.0583483234	-0.0303043777	-0.1329686602	0.1144078661	0.1135094328	0.1120172664	-2.24727e-05	8.8169e-06	5.0502224529e-10	7.773772561e-11	0.0410588	0.0278515	0.00168582505744	0.00077570605225	-0.0150454	-0.0150348212	0.00022636406116	0.0002260458485159	-0.00102597	3.8480000000000025e-05	1.0526144409e-06	1.480710400000002e-09	-0.000666389	-0.000211559	4.44074299321e-07	4.4757210481e-08	0.0	0.0	0.0	0.0
788.841760494924	-0.6407410950905614	0.4105491509378519	622271.323100731	952.5646114719572	-0.1984881181446098	0.0393975330445886	907379.3390287207	690.1281307457789	0.841533847512892	476276.83684666286	0.7081792165098513	772.2964642641809	678.913606788033	1.337602	27.497953	0.1732973596699999	0.0895501999999999	0.1175602265	-0.0866252857	0.0425477716	0.0906433666	0.0583097916	-0.0589931386	0.0112928518	-0.0414169968	0.038065739	0.1341337565	-0.0504349418	0.0976715289	-0.0408010164	-0.0941124022	-0.0692241849	0.0160561385	-0.0090853022	-0.0040089554	0.0413237141	-0.0288426085	0.0905125482	-0.1063321137	0.0781456676	-0.024493587	-0.0316812135	-0.156402448	-0.0878681867	-0.063125312	-0.0317639404	-0.0063524592	-0.0158346213	0.0004096362	0.0610886425	-0.012165552	-0.2073884299	-0.0798963326	-0.0850697593	-0.0071768064	0.0426837472	0.0875451411	0.0084399118	-0.0788764095	0.0092144958	-0.0759941609	-0.0007459803	-0.0001934953	0.0113369677	0.0566274572	-0.0154057397	-0.0396150166	-0.059649495	-0.0346193429	0.0236968264	0.0275565896	0.0499897037	-0.0459476042	-0.0445083781	-0.0287935973	-0.017553975	0.0094672444	0.098089121	0.0047037194	-0.0276040105	0.0116100265	0.0434895406	-0.0973605162	-0.0807404523	-0.0055453303	0.1032090655	-0.0551986706	-0.0541116913	0.0030776046	0.059980972	-0.035732006	0.1020245908	-0.0247959216	0.0056428693	-0.0114417644	0.0212380832	0.0009703311	0.0115185084	-0.0345806084	0.0734092805	-0.0779064897	0.0115104221	0.1766982573	-0.2403048821	0.0201180884	0.0357172268	0.0997289966	0.0515409669	-0.0461545294	-0.1164201403	0.0442257208	-0.0218071905	-0.0143875914	0.0769839302	0.0579417847	0.1255626305	0.074907413	-0.0753396752	0.1135502276	0.0174162833	0.0280680498	0.0210099692	-0.0691681856	0.0631705523	-0.1097391964	-0.0788834204	0.1208774604	-0.021554835	0.0113242183	-0.0198295268	-0.0017911084	-0.0240570863	0.1142120884	0.1127290384	0.1102715368	-7.72303e-06	1.4749669999999998e-05	5.964519238090001e-11	2.1755276510889998e-10	0.0206395	-0.0204192999999999	0.00042598896025	0.0004169478124899	0.046362	0.0614074	0.002149435044	0.00377086877476	-9.96918e-05	0.0009262782	9.938454987240002e-09	8.579913037952399e-07	0.000236451	0.00090284	5.5909075401e-08	8.151200656e-07	0.0	0.0	0.0	0.0
789.4420905549347	0.6003300600107195	0.3603961809524741	623218.8143397457	953.2356642014884	0.6710527295311977	0.4503117658112707	908658.2315056528	690.4938841501889	0.365753404410043	476781.8040488145	0.1337755528375364	772.6457020795544	685.323584663852	1.171847	24.090414	0.13867461697	0.0710542	0.0383344726	0.0930835482	-0.0796610372	0.0382700552	-0.1166815593	0.0714200452	-0.0228875511	-0.0261586148	-0.1247822049	0.0435741704	0.034747819	-0.0978833811	-0.0854358344	0.0468081755	-0.0363289868	0.0427766057	-0.0151884676	-0.0249610218	-0.0122505034	-0.1157116118	0.0095069988	0.0593953034	0.0164465904	0.0902812033	0.0205756711	0.0073985964	-0.0476433016	0.0177163379	-0.0915604245	-0.0453493039	0.0157718917	-0.0633333415	0.0928197435	0.0479778751	-0.1624709342	0.0736572538	0.1905288591	0.0016870455	0.0269327932	0.1256810737	0.0264800401	-0.1319838098	-0.0563187235	-0.1213408313	0.075088179	0.1511470838	0.069453114	-0.1046517907	-0.0577009415	-0.0326748666	0.0623808028	0.0188195611	-0.0203192427	0.1952122997	0.0399616472	0.1881114708	-0.1163948487	-0.0647588083	-0.0647345519	-0.074524327	-0.0198485126	-0.073278466	-0.0448269141	0.1254982724	0.0924774264	-0.0617799127	0.0248439905	0.0607109592	0.030113953	0.0966061344	0.12836161	-0.0221485505	-0.044783897	0.0274650613	0.0152534483	-0.0892256912	0.0099162821	0.0145193331	-0.0522515362	0.1294537987	0.0398335443	-0.2049740829	0.106053029	-0.0219343291	0.0234496787	0.069798506	-0.1937530637	-0.0645766923	0.1407685532	-0.1054838652	0.0986152139	-0.0310057631	0.0371362967	0.0606425046	0.0006423822	-0.1059726049	0.0068667911	0.0558387909	0.075046508	0.0091850337	0.0998265768	-0.0298264008	-0.0836623091	-0.0413531461	0.1583968084	-0.0422119437	0.0728108713	-0.0225882614	0.0830466471	-0.0649439448	-0.0184377845	-0.0808100095	-0.0765512739	0.0738040672	0.1457408907	0.1139675232	0.1117560484	0.1081019891	-0.00643893	-0.00643120697	4.14598195449e-05	4.136042309097658e-05	0.0463214	0.0256818999999999	0.00214567209796	0.0006595599876099	-0.011033	-0.057395	0.0001217270889999	0.003294186025	-0.000545776	-0.0004460842	2.97871442176e-07	1.9899111348964e-07	-0.000300795	-0.000537246	9.047763202500003e-08	2.88633264516e-07	0.0	0.0	0.0	0.0
788.7962997485201	-0.6457908064145386	0.41704576564954	622199.6024969573	952.5204114899086	-0.7152527115797511	0.5115864414221867	907295.1343049048	689.45156825691	-1.0423158932788965	475343.4649719127	1.086422421381784	771.7364957601052	677.3484097307272	1.167761	24.006424	0.05845451	0.0322414	-0.1125437665	-0.0141355432	-0.0053072941	-0.0899458343	0.0048976682	0.0438747201	0.0389749123	0.0389102224	0.1114642629	-0.0328528105	-0.0557150152	0.0030065567	0.0380709031	0.0511763873	-0.0659897396	-0.098628643	0.09553369	-0.0360451964	-0.0137184709	0.0796038026	-0.1172478972	0.0639056464	-0.0072523753	0.0318720192	-0.0660063753	-0.0870579947	-0.0502685622	-0.093307124	-0.0427911218	-0.1089776419	-0.149919479	0.0344897257	-0.1114344755	0.0788951616	-0.0701832759	-0.057162573	-0.0006741059	-0.0543734958	0.067007613	0.0422699364	-0.149837853	0.0815757391	-0.06125287	0.0535897737	0.0261617674	-0.0394349084	0.0194094443	0.0007554535	-0.1036143892	-0.0683759953	-0.0466509881	-0.0071038937	0.1166279098	-0.057600495	-0.037100369	-0.0967858914	0.0096279658	0.0768607721	-0.034130586	0.1348440056	-0.0730016747	-0.0275352103	-0.0912727699	-0.0919294939	0.0418176832	0.0332585732	0.1278193068	0.0192903693	-0.0931527011	0.0032850145	-0.0186221801	-0.0125705474	0.0137634771	-0.0619930388	-0.0307150301	-0.023059858	0.1797356137	-0.1245366711	-0.0145052977	0.048366316	0.0893804116	-0.0370023147	0.1181672323	-0.1196565931	0.0396895768	0.0542071013	0.078917654	-0.0478098636	-0.0479896687	-0.0148542399	0.0558152397	-0.0918416301	0.0746515842	-0.0769868051	-0.0078817747	-0.0171080859	0.0285326594	-0.2169379673	0.0248706118	0.0766686624	-0.0927862537	-0.1056908064	0.0332378838	0.0318883317	-0.0351102058	-0.0500003936	-0.1009462035	0.0875202381	-0.084981012	0.0471893832	0.0849557057	0.111217442	0.0068174442	0.1349912374	-0.0057417612	0.1136742748	0.110592125	0.105516962	-0.00481942	0.00161951	2.32268091364e-05	2.6228126401000005e-06	0.0318307	-0.0144906999999999	0.00101319346249	0.0002099803864899	0.0144347	0.0254677	0.00020836056409	0.00064860374329	-0.000692736	-0.00014696	4.79883165696e-07	2.159724160000001e-08	-0.000491367	-0.000190572	2.414415286890001e-07	3.631768718400001e-08	0.0	0.0	0.0	0.0
790.4548147530286	1.6585150045084447	2.750672020179646	624818.8141662447	954.5915878744	2.071176384491423	4.289771615674964	911245.0996405684	689.8108515178498	0.3592832609397192	475839.010871781	0.1290844615914783	772.6418194250097	694.8003431929845	1.17917	24.240961	0.04089281	0.026533	0.0769825591	-0.0905512161	0.0088419912	0.0778587157	0.090365465	-0.0839203416	-0.0009263297	0.0380414901	0.0128049319	0.115598412	0.13179636	-0.1027715315	0.0614007679	0.1200308724	-0.0212640523	-0.0310218551	-0.098104331	-0.0636290949	-0.0766190267	0.025897779	0.0480271173	-0.0621108125	0.0820419272	0.0085279344	0.0026105208	-0.1595400065	0.0737919205	-0.0337769222	0.0188070698	-0.0616837197	-0.0777419733	-0.0466226436	0.0805733393	0.0272372349	0.1121653632	-0.0601556985	-0.094007293	-0.0480816025	0.0385742645	0.0561482867	0.0293603895	0.0385891636	0.1519821856	-0.0392180232	-0.0148890738	-0.0494475487	0.0644842214	-0.0410505565	0.0612664967	-0.0147323922	-0.047304367	0.0152284941	-0.040050519	-0.0264420799	0.0831269719	-0.0223766892	0.1079495623	-0.1464215001	-0.2062722769	-0.1016879388	0.0015181741	-0.1344626524	0.1118599841	0.1361397886	0.0377196064	0.0404586513	0.0495440505	-0.0646501434	0.0865382854	-0.0405404657	-0.0890895494	0.093699886	0.1631320735	0.1157831479	0.0090607464	-0.0468596149	0.1014804213	-0.1120648207	0.0528297716	0.0221106406	0.0228194477	0.0196091337	0.0330798524	0.0180611675	-0.1514805877	0.0139240804	0.1211750211	-0.0678298335	-0.0736834368	-0.0498906354	0.0449393906	-0.0455203524	0.0207712578	0.0444915187	0.0673944285	0.0917825105	-0.0560921263	-0.0485049321	0.0957468558	0.0572512714	-0.0272988879	-0.0272055386	-0.0471215132	-0.0409770593	0.085063671	0.0317169152	0.0541620017	0.059228499	0.1553610876	-0.018356168	0.0777330962	-0.0203413333	0.0203627168	-0.0505817251	-0.1052205482	0.1133324686	0.1092392569	0.1025263906	-0.00613439	-0.00131497	3.76307406721e-05	1.729146100900001e-06	0.0410582	0.0092275	0.00168577578724	8.514675624999999e-05	-0.00971769	-0.02415239	9.44334989361e-05	0.0005833379427121	-0.000692736	0.0	4.79883165696e-07	0.0	-0.000615326	-0.0001239589999999	3.78626086276e-07	1.5365833680999997e-08	0.0	0.0	0.0	0.0
790.609849446846	0.1550346938174698	0.0240357562870766	625063.9340423646	950.5528259536142	-4.038761920785873	16.311597852789998	903550.674928402	690.0582393564205	0.2473878385707166	476180.3737036829	0.0612007426726909	771.5506233417357	676.4742148772518	1.144084	23.519682	0.06191333	0.0318883	-0.0370579332	-0.0046488398	-0.0822720426	-0.0584474626	-0.1010857259	0.0065707942	0.0064108999	-0.0703094656	-0.0724046309	0.148790887	-0.0891745124	-0.0075722185	0.1117792785	0.0586227942	0.0349940015	0.1211187388	0.0583963055	-0.0161845377	0.0887148008	-0.0619695223	0.0292184233	0.1244721014	0.0173785498	0.1066251623	0.1610034177	0.097995885	0.0541512547	-0.0548543637	-0.0466351512	-0.069260148	0.1616871928	0.017023272	-0.0202637169	0.0300340263	-0.0806908196	0.0273444876	0.0006192415	0.0472164849	0.1344613696	-0.0885446421	0.0977236043	0.1648246215	-0.052559569	-0.0001532518	-0.0530361954	0.1147297641	0.0137253356	0.192803974	-0.1102366999	0.0315998152	-0.0400802539	-0.0835468491	0.0199809259	-0.0263075074	0.0252952143	-0.0410384402	0.0130063005	0.0232497919	-0.0108802721	0.060578236	-0.1026351717	-0.0771671315	-0.0038064798	-0.0470153607	-0.0346075831	0.0692785307	0.1060688986	0.0411301017	-0.0559789692	0.0888009516	0.0135514901	-0.111133366	0.004451769	0.0041160395	0.1189797712	-0.0221644652	-0.0328386998	0.0780351465	-0.1663381792	-0.0445826983	0.0705435616	-0.1178529718	-0.114381984	0.1496090321	0.0492170553	0.0657861433	0.0709868049	-0.009867718	-0.2207723308	0.0136710405	0.0892336278	0.0154881312	0.2195330388	-0.0167102834	-0.0491748942	-0.0615463848	-0.0551590566	0.0369882602	-0.0822474071	-0.0955241717	-0.0843147836	-0.0079162137	-0.0597063444	0.0898044391	-0.0336456637	-0.0420656111	-0.1268169469	-0.0346414583	-0.0261448907	0.0485400531	0.0553564982	-0.0683341415	0.1922535186	-0.0958067013	0.0257820386	0.1129422506	0.1076997553	0.099141769	0.00117072	0.00730511	1.3705853184000002e-06	5.33646321121e-05	0.0220749	-0.0189833	0.00048730121001	0.00036036567889	-0.00665122	0.0030664699999999	4.4238727488400005e-05	9.403238260899994e-06	-0.000438529	0.000254207	1.92307683841e-07	6.4621198849e-08	-0.000218364	0.000396962	4.7682836496e-08	1.5757882944400006e-07	0.0	0.0	0.0	0.0
791.2448155184312	0.6349660715851542	0.4031819120642831	626068.3580847962	954.0484680121656	3.495642058551425	12.219513401513645	910208.47931636	690.0784801795763	0.0202408231558592	476208.308806954	0.0004096909220267	773.2630905584128	693.6621250217166	1.139348	23.422312	0.0563652399999999	0.0279836	-0.0405857438	0.1199401507	0.0953830326	-0.0869170943	0.0614324294	0.0623980509	-0.0135859727	0.1233857521	-0.128991912	0.0141870203	0.0745748237	0.1210798888	-0.0878685319	-0.050243097	-0.090834208	0.0729078911	-0.0599808375	-0.0483407594	-0.1107871309	0.1227250063	-0.0371442219	-0.0852907131	0.1224399117	-0.059711174	-0.0125830296	-0.0158175303	0.1351241653	-0.0695096251	0.0703560511	0.0452252898	0.012592807	-0.0103205802	-0.1376247421	0.0867909476	0.0740954515	0.1265678835	0.0229723894	-0.0504926108	0.0416813291	-0.0555538383	0.0170412556	-0.025263869	-0.0716343267	0.0262327999	0.0034918841	0.0283750599	-0.1241519484	0.0395284926	-0.0504137496	-0.1213647488	-0.0639849372	0.0518407206	-0.0236273743	-0.0521365348	-0.0498052825	0.1215963235	-0.1061098542	0.0917538331	-0.0248885563	0.0518289965	0.069130061	0.0318613125	0.0001361427	0.1541756974	-0.0511545334	0.0924210194	-0.1017141485	0.1784305838	-0.0611926097	-0.0889386199	0.1197580425	0.0201706114	0.0316871307	0.1379936998	0.0078861502	-0.0429581512	-0.0342394687	0.0411383614	0.0233217452	-0.0440641769	0.1893147796	0.0779407413	-0.1665591837	0.0331845383	-0.0599079423	-0.0823148424	-0.0313573377	-0.0092127149	-0.1020982757	-0.0261902587	-0.1235834144	0.0433797338	-0.1233247909	-0.1274395142	0.021023428	-0.0392088756	0.1601170718	-0.0607168259	0.0382219875	0.0122318229	-0.0351175259	-0.189643555	-0.0625877795	-0.2098332318	0.0079306408	0.07269332	-0.0419901535	-0.0036563527	-0.0662463893	0.1053743916	0.0359234995	-0.0664581546	-0.0306881063	0.1519755265	0.0114151023	0.1125037874	0.1059762505	0.0953761056	-0.00390509	-0.00507581	1.52497279081e-05	2.57638471561e-05	0.041065	0.0189900999999999	0.0016863342249999	0.0003606238980099	-0.0190562	-0.01240498	0.00036313875844	0.0001538835288003	-0.000545611	-0.0001070819999999	2.97691363321e-07	1.1466554723999998e-08	-0.000509169	-0.000290805	2.59253070561e-07	8.4567548025e-08	0.0	0.0	0.0	0.0
