global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	w_comp_cor_49	w_comp_cor_50	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
684.2162328940791	n/a	n/a	468151.8533557647	759.2990351883595	n/a	576535.0248379736	n/a	649.8499926707292	n/a	n/a	422305.0129741468	664.1006892593239	468.1888908750043	n/a	n/a	n/a	n/a	-0.0889343805	0.0221245617	-0.0618538583	0.126982472	-0.0687481485	0.1784536006	-0.0284523104	0.0215652679	-0.0277801274	0.0688898009	-0.0932109928	-0.0359585639	0.0797845543	-0.0441496801	0.111040765	-0.089984729	0.0993056156	-0.035205506	0.1299589408	-0.0850496047	-0.0337242348	0.0821254677	-0.0082216728	0.0331781945	-0.1124343093	0.0367965523	-0.027369613	0.0560593832	-0.0718736519	0.1731693408	-0.0540702932	0.0713884532	-0.224601502	2.84234e-05	0.0661919562	-0.073710103	0.0387798668	-0.0238744953	0.0189071621	-0.0582169253	0.0431645794	0.0599212027	-0.0831794952	0.0509295817	-0.147822873	0.0598681847	0.0198145539	-0.0751725003	-0.0050344368	-0.0118823868	-0.0735139405	0.0413205903	-0.0136654321	-0.046403096	-0.0149181563	0.0416353714	0.1575708806	-0.1320736864	-0.0039385783	0.0542443202	0.021065222	-0.0962748595	-0.0019563612	-0.1125000015	0.0075503862	0.0381540088	0.0379007489	0.1507332747	-0.0359547411	0.0500376299	-0.1110593137	0.1122769427	-0.0157868571	0.0567394129	-0.0273459707	0.1118968913	-0.0667222672	0.0800056047	0.0088675164	-0.1388461437	0.1234037015	-0.0873110459	0.0096865755	-0.0194111281	0.0586195571	-0.0221623858	0.0115614434	-0.0011544527	0.047577005	-0.1236048943	0.101150514	-0.1074768662	0.036740887	-0.0973586407	-0.0106058326	-0.0667076254	0.0101370561	0.052759467	-0.0004000927	-0.0393561501	0.0523631354	0.0788450821	-0.1417814798	-0.0586269618	0.1707931122	-0.1076481219	-0.0126184725	-0.0844952415	0.0651562039	0.1036359333	-0.0249299285	-0.019576426	-0.017259127	-0.0383255571	0.0402525802	0.0518378035	0.0657281348	0.1147017419	0.1146833673	0.1146527451	-0.0332223	n/a	0.00110372121729	n/a	-0.0375643	n/a	0.00141107663449	n/a	-0.0353331	n/a	n/a	0.0012484279556099	-0.00150887	n/a	2.2766886769e-06	n/a	-0.00019985	n/a	3.99400225e-08	n/a	0.00011388	n/a	n/a	1.2968654400000001e-08
683.1175580992656	-1.098674794813519	1.207086304758528	466649.5981835035	751.5445384004283	-7.754496787931203	564819.1931995129	60.13222043403534	649.5681575974417	-0.2818350732875387	0.0794310085349923	421938.7913645348	662.7544065257554	447.4922094634846	1.080964	23.900421	0.234773135	0.129978	-0.1651501877	-0.0902484199	-0.0517885151	-0.0330468574	-0.0203365857	0.0824884047	0.155552237	-0.0938416471	0.0340962758	0.0588711362	-0.0582116169	-0.0520982763	-0.1034105638	0.1900160161	0.0473223489	0.0346411386	0.1076411249	-0.0829359359	-0.08072314	-0.0798957235	0.0560105789	0.111076205	0.0493866308	0.0105501734	0.0450790913	-0.0184976301	0.0371841988	0.2062229843	-0.03669601	0.1520497785	-0.0621818755	0.0624033678	0.0203537498	0.0579642158	0.0282793251	0.1061356565	-0.0262440703	0.052455792	0.0236740037	-0.0732365755	0.0840730694	0.0226095584	-0.1014573424	-0.0402354916	-0.1131221986	-0.0389195738	-0.020354296	-0.0770632042	0.1216857073	-0.066609746	0.1087373983	0.1049010491	0.1092985618	-0.0792032092	-0.0027311823	-0.0872556124	0.0356712648	-0.046224766	0.1387050867	-0.0149045115	0.0974256821	0.0374354686	-0.0453152575	0.1860881528	0.0525751577	0.0644000876	0.0224135046	-0.00440232	-0.0301981677	-0.1128498998	-0.1409351619	0.1503016612	-0.0258094028	0.1143903608	0.0355039273	0.0383256455	-0.0703182174	0.1063488463	0.0890840304	0.0255450082	0.152562973	0.005474618	-0.0283737468	0.0138448914	-0.0937525489	-0.1254207172	0.0698366805	0.1201676858	0.0228702023	-0.1575901611	0.1017593237	-0.0972328135	-0.0306726151	0.0090647589	-0.134336148	-0.0834969824	-0.0732310687	0.0872199172	0.0403873279	0.0193424537	-0.0978817052	0.0720610622	-0.0397047225	0.1112042902	0.0272262168	0.0205724293	0.0377891294	0.1105330495	0.0304462612	0.1851095342	-0.1576336602	0.0394967545	0.0355845308	0.1163823481	0.0209628637	0.0429814349	0.1042893989	0.1146527451	0.1144874327	0.1142120884	-0.0332188	3.5000000000035003e-06	0.00110348867344	1.2250000000024502e-11	-0.0731104	-0.0355461	0.00534513058816	0.00126352522521	0.0780379999999999	0.1133710999999998	0.0128530063152099	0.0060899294439999	9.59857e-05	0.0016048557	9.21325460449e-09	2.5755618178224904e-06	-0.000111979	8.7871e-05	1.2539296441000002e-08	7.721312641e-09	0.000138202	2.4322e-05	5.915596840000001e-10	1.9099792804e-08
683.722460528435	0.6049024291694423	0.3659069488150921	467476.4030310574	753.0375081494199	1.492969748991527	567065.4886798876	2.228958671403823	648.8148715796029	-0.7532860178387182	0.5674398246713136	420960.7375828567	662.2587092539964	457.97018918217407	0.910156	20.12381	0.060905485	0.0448189	-0.1507952196	-0.0326109424	0.0226680449	-0.0660563908	-0.079212932	0.0370910274	0.0898753627	-0.0813497472	0.1023149452	-0.033472116	0.0185578032	-0.0226685115	-0.0227629822	0.0238615238	-0.1591517298	0.0861067388	0.1750138696	-0.0740510183	-0.0416050716	0.0519794448	0.0207830422	-0.0748387772	-0.0531161077	-0.0611500425	-0.0509553003	-0.0516101862	-0.0670384583	0.0754823468	0.0625801852	0.1978354963	-0.1019642354	-0.0683584862	0.0082888054	-0.0945499125	0.0222159523	0.0879898822	0.0421561342	-0.0477454838	0.0749172809	0.0066723625	0.0136408274	0.0630193484	0.2049365167	-0.0405046249	0.0397130686	0.0189663708	-0.0326210502	-0.0078228796	-0.0846412942	0.0032401957	0.1107127779	-0.0585138248	0.0553435435	0.0165066497	0.0189458314	-0.1280766954	0.0367271718	-0.0272893814	-0.0067872013	-0.1483231629	-0.0132764514	0.0208552186	0.0422439548	-0.02583665	0.0437019622	0.0604184143	-0.0523559001	-0.0090864195	-0.1330968025	-0.1203311287	-0.0800109649	0.0177686665	-0.0186594865	-0.1407911167	0.0834331643	-0.0033487142	-0.1045254422	0.1434337295	0.0505053295	0.0726190922	0.1194154966	-0.0242357181	-0.0194699024	0.0423007406	-0.0161252423	0.0280370395	0.0024765528	0.20269303	-0.0014238897	0.1217691438	-0.0328080618	-0.0723499604	0.0175460347	-0.1323375417	0.0619254526	-0.0618916491	0.1029773054	-0.0388922087	-0.0486996166	0.0624949565	-0.0240318805	-0.0161550824	0.0062680067	0.0278838253	0.0064282002	-0.0117981918	-0.0079685217	0.0452040468	-0.150363232	0.0810114986	-0.0794996293	-0.0081479138	-0.0092498975	-0.1625326595	-0.0125923853	-0.0774292965	-0.1245584826	0.1145547726	0.1140958982	0.1133324686	-0.0332385	-1.9699999999997497e-05	0.0011047978822499	3.8808999999990136e-10	-0.0293736	0.0437368	0.00086280837696	0.00191290767424	0.0780821	4.410000000010239e-05	1.9448100000090308e-09	0.00609681434041	-0.000102373	-0.0001983587	1.0480231129e-08	3.934617386569001e-08	-0.000222277	-0.000110298	4.9407064729e-08	1.2165648804e-08	0.000104761	-3.344100000000001e-05	1.1183004810000006e-09	1.0974867121e-08
682.7781266755613	-0.9443338528736832	0.8917664256832549	466185.9702665889	750.9946568450724	-2.042851304347437	563992.9746098481	4.173241451674024	648.8352268274251	0.0203552478221809	0.0004143361139024	420987.1515721962	662.0865386693861	455.4840085565435	0.8891759999999999	19.659939	0.05362585	0.0312458	-0.1355829117	-0.0460189217	0.0205717643	-0.0369476024	-0.0649244032	0.0690192508	0.0860950501	-0.0293200401	0.0836000277	-0.1347716082	0.1128500555	0.0169599212	0.0113588412	0.0205185412	0.0820565616	-0.0492522945	0.1369140189	-0.0787930026	-0.0729468744	-0.0865278577	-0.0495007911	-0.0398389237	0.0009862798	0.04880002	0.1039817451	0.0961307058	-0.1511728624	-0.0468261546	-0.0838563172	0.0472991039	-0.0261254138	0.0525643571	0.0563486989	0.055241154	-0.0911796718	-0.0189192265	0.03234278	-0.1111467407	0.0228473707	0.0979006042	0.0845842787	-0.030789328	0.0584959121	0.1720505586	-0.0089400362	0.0672890466	0.120174648	-0.0325175044	-0.0573932833	0.0469526307	-0.2073846775	0.117879464	-0.142331498	-0.0767418165	-0.0377274975	-0.1355310609	0.0573312706	0.0413673142	0.098572902	0.1174204277	-0.0566281423	-0.1634620466	-0.0320709041	-0.0701341406	-0.1965121145	-0.1234195485	-0.0098617801	-0.0047474377	-0.0762610711	-0.0755959139	-0.1065352107	0.035518668	-0.1212752553	-0.0878395342	0.0002661591	-0.1186834595	-0.012669799	0.0178100619	-0.0897825098	-0.0495188517	-0.0916445883	-0.0615043853	-0.0733948805	-0.0071215863	-0.1020815214	-0.0671879508	0.1327606135	-0.0866592054	0.0655721029	-0.0050373394	-0.0423716934	0.016398386	-0.0582584335	-0.0614184286	0.1053612948	0.0718631568	-0.0333964179	-0.0759278149	-0.0529700051	-0.1270257977	-0.0999525704	-0.0537699648	0.0146453886	-0.0078419885	0.204572076	-0.0015673163	-0.0543993672	-0.245229409	-0.0148718006	-0.1000110699	0.132585804	-0.2244573471	-0.0923938935	0.0861458993	-0.0497059056	-0.188937872	0.0275567496	0.1144078661	0.1135094328	0.1120172664	-0.0332423	-3.800000000005188e-06	0.00110505050929	1.4440000000039427e-11	-0.039339	-0.0099654	0.0015475569209999	9.930919716e-05	0.0552225	-0.0228596	0.00052256131216	0.00304952450625	0.000155609	0.000257982	2.4214160881e-08	6.655471232400003e-08	-0.000222277	0.0	4.9407064729e-08	0.0	0.00026272	0.000157959	2.4951045681e-08	6.902179839999998e-08
683.9113585155048	1.1332318399435053	1.2842144030617424	467734.7463065234	753.3136644035686	2.319007558496196	567481.4769771324	5.377796056362488	649.4946978485502	0.659471021125114	0.4349020277038006	421843.3625333796	662.6899172116438	453.1020313388329	0.931438	20.594351	0.0203025994999999	0.0126013	-0.0993999472	-0.1138654251	0.0603727141	-0.0248445237	-0.058210559	0.0321515083	0.1504402029	0.0284742732	0.0383379806	-0.1807706197	0.1063095264	-0.0279961753	0.0235896329	0.082324048	0.0825515534	0.0516400711	0.0979820118	-0.0059086755	-0.0934275444	-0.009159098	-0.0196394093	-0.107026646	0.0275391359	0.0250061946	-0.039570746	-0.0161157259	0.0913057164	0.0688911643	-0.0268435979	0.0086119212	-0.0155200631	-0.0763697754	-0.0785043969	0.1510317861	0.0063046709	-0.0955224173	-0.0006455081	-0.0022500815	0.0933967564	-0.1247396375	-0.0951366992	-0.1105818312	-0.1045553258	0.091035703	0.184165251	0.2045097764	0.0686243695	0.168020369	-0.1507689171	0.0614677482	-0.0098913743	0.1075101659	-0.0504098618	0.0642290105	0.0956026057	0.0716357052	-0.0773027216	0.0353629475	0.0067718578	0.0626022824	-0.0005612444	0.0332291569	-0.0756690901	-0.06823799	0.123350269	0.20307801	0.070207645	-0.0738014171	-0.0255755406	-0.0319081923	-0.0996531537	-0.0145479141	-0.1883015851	-0.1225454555	-0.0281695932	0.0058307038	0.041355162	0.0470885994	0.1058445619	0.0267709253	0.0044198557	-0.0522065217	0.0733982374	0.0162849659	-0.0975638475	-0.0736824484	-0.1465770928	-0.1274016454	-0.0696299345	0.0527640904	0.1543049935	0.0581886641	-0.0116123202	0.0564501913	0.220252714	0.0372000321	0.0369615235	-0.0440927716	0.0657639705	-0.2291757547	-0.0362870659	0.0834987487	0.057793901	-0.0418210442	-0.0068578021	-0.0087313436	-0.0495627799	0.0761914771	0.1417408822	-0.0431879255	-0.0353818956	-0.0911936054	0.028367702	0.0384429131	-0.0066281897	-0.0373736453	-0.1646957012	0.1142120884	0.1127290384	0.1102715368	-0.033247	-4.699999999996374e-06	0.001105363009	2.2089999999965916e-11	-0.0293464	0.0099925999999999	0.00086121119296	9.985205475999997e-05	0.0552183	-4.200000000002813e-06	1.7640000000023626e-11	0.0030490606548899	9.01301e-06	-0.00014659599	8.12343492601e-11	2.1490384284080096e-08	-0.000222277	0.0	4.9407064729e-08	0.0	0.000203294	-5.942599999999998e-05	3.531449475999998e-09	4.1328450436e-08
685.8828788061385	1.9715202906336344	3.8868922563801305	470435.323439396	754.5004556295844	1.186791226015771	569270.9375452504	1.4084734141480166	649.8229528162615	0.3282549677112456	0.1077513238271109	422269.8700068452	662.9045427319086	458.957692950952	0.960134	21.228834	0.1442507505	0.103564	-0.0356178978	-0.0872629555	0.073048189	0.0494102707	-0.0657289695	-0.0322320372	0.0383289529	-0.024143862	0.0099591169	-0.1536440364	0.1507097945	-0.0649381045	0.0080350727	0.0736670269	0.0177061059	-0.0575482888	0.0931780143	0.0852240442	0.0297210542	-0.0192684368	-0.0069672333	-0.1035779486	0.0670663323	0.1202597587	-0.0581563899	0.0010548403	0.0607142868	0.0594675626	-0.028393134	0.1149368433	-0.0919876012	0.0522314275	-0.0361659878	-0.0784065846	0.0780921455	-0.2888048388	-0.1051884808	-0.0196601703	0.0899686334	-0.0812725046	0.1281012663	0.1796200278	-0.0661159443	-0.016577472	-0.0603421674	-0.009231299	0.0508425021	-0.0450445423	-0.1249344712	-0.0282751807	0.1688282993	-0.0059677438	0.0402464764	0.1485428904	-0.1544989693	0.1050173476	0.0808679665	0.0307246742	-0.0795505018	0.0877847361	-0.061215058	0.0107031483	0.0600579159	0.0056483721	0.0095279067	-0.0107276222	-0.1162468498	-0.0415552677	-0.0611572014	0.0683086162	-0.0706770666	-0.0331330189	-0.1535109723	-0.0739659349	0.0447775239	0.0883197576	-0.0961507911	-0.0777228911	-0.0497528573	0.0991103076	0.1863616221	0.0066521742	0.0820937512	-0.0745067683	0.1128896076	0.1120566479	-0.0874288373	0.0227546019	0.1305154847	-0.0548205263	0.0781758083	-0.1629465549	-0.0447519229	0.0697352334	0.0962407291	0.0037438387	0.0433220124	0.041638662	0.0392493689	0.0364399224	0.0514276464	-0.0980029365	-0.0058977322	-0.1232169671	0.0648042216	-0.0875351469	0.2440899029	0.0675623407	-0.0496222272	-0.0807653421	0.0433229708	0.1390684797	-0.0480283179	0.0159032116	0.0465358923	0.1589184577	0.0189026176	0.1139675232	0.1117560484	0.1081019891	-0.033247	0.0	0.001105363009	0.0	-0.0183998	0.0109466	0.00033855264004	0.00011982805156	-0.0498127	-0.105031	0.011031510961	0.00248130508129	-0.00055645	-0.00056546301	3.096366025e-07	3.1974841567826005e-07	-0.000222277	0.0	4.9407064729e-08	0.0	0.000203294	0.0	0.0	4.1328450436e-08
688.9534734886026	3.070594682464161	9.428551703977185	474656.8886320107	763.5833466523709	9.082891022786498	583059.5272848348	82.49890933181555	651.9107664711551	2.08781365489358	4.358965857560088	424987.6474410089	665.4827302056825	489.0178503851422	1.239711	27.410374	0.15274379	0.10103	0.0339522545	0.0484686699	0.0168487192	0.2707045369	-0.0332055263	0.0580010085	-0.0740337448	0.0985923415	-0.1714993496	-0.1200147713	-0.0929696099	0.045721393	0.0656423837	-0.0906749124	0.0405885263	-0.0376109571	-0.0871127536	0.0587958534	0.2057676175	0.050006175	0.0355644582	0.0761596316	0.0155884418	-0.0575638326	-0.0109384353	-0.0437228088	0.0020902698	0.0242966049	-0.1540586312	-0.06963633	0.1167786146	0.0575133372	-0.0532912477	0.2716609296	-0.1126250342	-0.0358865098	-0.0093643301	-0.059783679	-0.0861811565	0.1443291652	0.105257414	0.2529691392	0.0934556484	-0.0988290469	0.0196836242	-0.0357707385	-0.0201045546	0.1520918189	0.0115340957	-0.0093021638	0.0411673059	-0.092087602	-0.0359854671	0.0107991184	0.1069312271	-0.1726721115	-0.0278628067	-0.112656518	0.0803274762	-0.0569416696	-0.0645578846	0.0637292567	0.031390893	-0.0638341396	-0.1426139276	-0.0293932616	0.0357281889	0.1238616874	0.0171916689	0.1940562504	0.1011500387	-0.0547941718	0.0708994587	0.051926799	-0.0900738678	0.1357931012	0.0844674976	0.1245797128	-0.0559053158	-0.0005586104	-0.0065003043	-0.1588187696	-0.0445532785	0.1571499426	-0.0485642004	-0.1192625667	-0.0422187153	-0.2257743568	0.0122547571	-0.016409081	-0.0999046818	-0.1252013685	-0.0567184343	-0.0192792605	0.0571712602	0.0603958518	-0.0590203271	0.0335905701	-0.068060779	0.155197094	-0.0760457831	-0.0163454309	0.1154277699	-0.0070230399	-0.0213802824	-0.1047008087	-0.1251265955	-0.004979358	-0.1894005958	-0.0737407974	-0.0114542289	-0.0029533688	0.1472423602	-0.0183503679	-0.0724585309	0.0061167265	-0.0224788702	0.1136742748	0.110592125	0.105516962	-0.033247	0.0	0.001105363009	0.0	-0.00987731	0.00852249	9.75612528361e-05	7.26328358001e-05	-0.149348	-0.0995353	0.00990727594609	0.022304825104	-0.00145017	-0.00089372	2.1029930289e-06	7.987354384e-07	-0.000222277	0.0	4.9407064729e-08	0.0	0.000203294	0.0	0.0	4.1328450436e-08
690.1514108988584	1.197937410255804	1.4350540388903823	476308.9699656849	763.3065826599868	-0.2767639923840761	582636.9391320673	0.0765983074803729	653.4696096484527	1.5588431772976037	2.429992051407288	427022.5307341011	667.2381865184416	471.4987900496306	1.17939	26.076651	0.14237284	0.0907511	0.0699555691	-0.0627555792	-0.0523881271	0.1602145805	0.0974642713	-3.36812e-05	0.0393124276	0.1123624202	-0.1943637598	0.0920491274	0.0269561615	-0.0272096836	-0.0064137277	-0.0649570258	0.0561475904	-0.1451928583	-0.2117440135	0.0323093074	0.1028221203	-0.0717559734	-0.0633870773	0.0990543182	-0.0283906995	-0.0823280217	-0.1040454735	0.0531658124	-0.0544181538	-0.0534393097	-0.1448112719	-0.0507559474	0.1282230141	0.0619352119	-0.1246243022	-0.075368936	-0.019256071	0.0157093133	-0.0109427834	0.1447684395	-0.0321860527	0.1157070885	-0.0425038823	0.1120649395	-0.0060435418	-0.097473307	-0.0195789183	0.1063709203	-0.1449572481	-0.0810003512	0.140111198	0.0098889804	-0.0361368141	0.1576279423	0.0779229169	-0.0734424682	-0.0069578674	0.0054468853	-0.0918914827	0.1129617359	-0.0662574503	0.0753707462	0.0553963193	0.0681321407	-0.0002612569	-0.0264654605	0.1225758812	0.1140549937	-0.044428279	0.0717755739	0.2048300298	0.1233091581	0.0827641583	0.0584960741	0.1362258838	-0.0129880447	-0.0925599214	0.0563778574	0.0919257646	0.0795129631	-0.0993793516	-0.0386738108	-0.0475637451	-0.0487326335	0.0587720652	0.0003179378	-0.0024497937	0.1203399034	0.0548446837	-0.0157006908	0.1025470386	-0.0357286862	-0.0218373302	-0.1290499551	0.114591533	0.0737182531	-0.1604970997	0.1105038693	0.0220469544	0.023611673	0.101530524	0.0341645199	-0.0449927472	0.1383659702	-0.0299991754	0.1254881888	0.13436945	0.0506803583	-0.1192762427	0.0104794381	0.0911462899	-0.1274370087	0.013379863	0.0769205178	-0.0119250412	-0.0849913283	-0.1930568917	-0.0705076563	-0.0405368401	0.1133324686	0.1092392569	0.1025263906	-0.0313716	0.0018753999999999	0.00098417728656	3.517125159999997e-06	-0.0947655	-0.08488819	0.00898049999025	0.0072060048014761	-0.121915	0.027433	0.000752569489	0.0148632672249999	-0.000886645	0.0005635249999999	7.861393560250001e-07	3.17560425625e-07	-0.000222277	0.0	4.9407064729e-08	0.0	0.000203294	0.0	0.0	4.1328450436e-08
689.4580187821784	-0.6933921166800019	0.4807926274739733	475352.3596630467	761.0137078456113	-2.292874814375523	579141.8635289255	5.2572749143975885	652.0714452653754	-1.398164383077301	1.9548636421059296	425197.1697304754	665.1996888298165	470.930042797702	1.097461	24.265181	0.1939396	0.148922	0.1007759665	-0.0722900803	-0.0276687419	-0.0355398126	-0.0035138641	-0.1127948334	0.037114497	-0.0144322638	-0.0469019939	0.0246810142	0.067429052	0.0102434567	0.1057849534	0.0255581445	-0.0963162362	0.0424178181	-0.1324601013	0.02624123	-0.0592009901	-0.0334600552	-0.1535810136	0.0322000147	0.036833495	-0.1445962705	0.0838879281	0.0018525883	0.0410914071	-0.0453675767	-0.1216994497	0.1569674799	0.0507162281	0.0557909642	0.0212225286	0.0166177605	0.0446262474	-0.0768776495	-0.0202109676	-0.0778292676	-0.0034516003	-0.005658946	-0.0145579403	-0.0606073799	-0.2168129446	-0.0035814839	-0.0584309103	-0.1090948031	0.0772745852	-0.0033390293	0.0632077937	-0.1597140652	0.0831919466	-0.0172728735	-0.0529412366	-0.1159925527	0.0599060548	-0.0709003688	-0.0003534307	0.0605266514	-0.0470255753	-0.2191704516	-0.1885368498	-0.1697450386	-0.0082558358	0.0856414613	0.0960286615	-0.0601852829	-0.0132700057	-0.0941564121	0.1593073201	-0.0386770361	0.0614970937	0.0871363784	-0.0401868421	-0.0597528471	0.0190426823	-0.0569432532	0.0244732968	0.1354570259	-0.0955822131	0.0169516796	0.0295028519	0.0770881242	0.1425939298	-0.0312186955	-0.0521435888	-0.0614528144	-0.0364902837	-0.0535237109	-0.014136136	-0.28465586	-0.0080407247	0.1646714128	0.0345030821	0.1431051027	0.0306323502	0.003780718	-0.0985663533	0.0566521863	-0.0408537992	0.0814642543	-0.0710803878	-0.099226843	-0.025040344	-0.0573084466	0.1174805399	0.0542101685	0.0903132766	-0.0470403552	-0.2083647703	0.0889955738	-0.1597384693	-0.0130509844	-0.0658987079	-0.0028653873	0.0278800701	-0.0564428794	-0.0767497667	0.1129422506	0.1076997553	0.099141769	-0.026909	0.0044626	0.000724094281	1.991479876000001e-05	-0.0910746	0.0036908999999999	0.00829458276516	1.3622742809999978e-05	0.0300223	0.1519373	0.02308494313129	0.0009013384972899	-0.000209669	0.000676976	4.3961089561000004e-08	4.58296504576e-07	-0.000222277	0.0	4.9407064729e-08	0.0	0.000203294	0.0	0.0	4.1328450436e-08
686.989441270149	-2.4685775120294693	6.093874932897605	471954.4924166715	756.0018121662239	-5.011895679387408	571538.7399986144	25.119098301062163	650.0871632237518	-1.984282041623601	3.9373752207099257	422613.31978830486	662.8275748943571	475.2993972552137	0.890955	19.699265	0.09472115	0.0634183	0.1142775014	-0.0396897001	-0.0392620062	-0.0580920678	-0.0344714763	-0.0509792223	-0.0278912224	-0.0365510061	-0.0290634638	-0.0988910591	0.0458243313	0.053327582	0.0526219399	0.0549965832	-0.0592210866	0.1015610295	0.0793642989	0.0535015974	-0.0609420337	0.0571999219	-0.0645510583	0.0149299059	0.0676829575	-0.1584391065	0.0705043261	-0.0040693496	0.0440770523	-0.0755682082	0.0616644985	-0.080279992	-0.0323487939	-0.0204777081	-0.0319560722	-0.0656582429	0.0608595838	-0.1671349368	-0.0519670836	-0.0092425683	0.0469680926	0.0348247414	-0.0964708263	-0.1756007445	-0.1407241265	-0.0961163287	0.0178977779	-0.0513730355	-0.0923802678	-0.0922737742	0.0400731923	0.1004006458	0.0295872504	0.0734130187	0.0875719497	0.0554903576	-0.0282156368	-0.0427900796	-0.0795309033	-0.039224498	-0.0516775895	0.0321994298	-0.1674988732	0.0511503607	0.0868015708	0.0264105851	-0.1793970921	0.0636275499	0.012708889	-0.0995769575	-0.0830350798	-0.0119354847	0.0424858283	0.0338087965	-0.0583518734	-0.0462245212	-0.0726804421	-0.0815268865	0.1192614809	-0.0341609331	-0.0340433797	0.0547836438	0.0389079511	0.1348026697	0.147478616	-0.092605758	0.018467485	0.0163680294	-0.1069271744	-0.0794244028	-0.0843391449	-0.0627914173	-0.1137146174	-3.1597e-06	0.0593945701	0.0164780488	-0.0570377413	0.0850431537	0.1695981285	0.0689893469	0.1365037644	-0.0680452277	0.0129148913	0.0357617875	-0.047375841	0.0348671053	-0.0492545429	-0.0181774436	0.1140470192	0.0223224163	0.0021034437	-0.0047159115	0.0236931581	0.0493609314	0.0442285499	0.0819495468	-0.1099805551	-0.0604320795	-0.0068919299	0.1125037874	0.1059762505	0.0953761056	-0.0134619	0.0134470999999999	0.00018122275161	0.0001808244984099	-0.0311367	0.0599379	0.00096949408689	0.00359255185641	0.0409296	0.0109072999999999	0.0001189691932899	0.0016752321561599	-1.092e-06	0.000208577	1.1924640000000002e-12	4.3504364929e-08	-0.000222277	0.0	4.9407064729e-08	0.0	0.000203294	0.0	0.0	4.1328450436e-08
