global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
742.7797319382445	0.6337452051552646	551721.7301782503	0.4016329850572883	826.6233905258445	-4.013197604581592	16.105755013419426	683306.2297644428	708.6985873435357	1.875527196823441	3.517602266024394	502253.6877027231	718.4288946873662	542.1149544772946	1.092113	24.577618	0.11191148	0.0540192	-9.65335e-05	-0.0513358754	0.0471608704	0.1237320451	0.0246950576	0.0174659898	-0.0197692546	-0.0039639009	0.0536825867	-0.1252866395	-0.040983361	0.0379331187	0.0097469113	0.0718196343	0.0450227215	-0.061996758	-0.0039594048	-0.0985165428	0.0627641193	0.0144472899	0.0762046907	0.0311598987	-0.0559114043	0.0080193668	-0.1677398942	-0.0840173225	-0.1620247714	0.0596756529	0.0870066058	0.034781179	0.0676902842	-0.1048116955	0.0441478122	0.0373991123	0.0131354333	-0.0977392571	-0.0066358776	-0.1229271989	-0.0471758191	0.081507175	-0.0198360014	0.0668324265	0.0014104177	0.0873911786	-0.0099845005	0.064343999	0.0987696816	-0.0454189205	-0.0489077172	0.2343085366	-0.0729550226	-0.0072065164	0.088173891	-0.0970465282	0.0360585998	0.0243640269	0.0665312305	-0.0830709085	-0.2997482839	-0.0505008595	0.0024203203	0.0519990928	-0.0619662985	-0.0853920764	0.0671919051	-0.0718775078	0.0639301489	0.0919380993	-0.1545756747	-0.0634717244	0.1107704019	-0.0239852018	0.0056693239	-0.0294213597	0.0045924905	0.1365256418	-0.0328802622	-0.1475491179	0.0240463147	-0.0185231503	0.0847320051	-0.0097735532	-0.0909121599	-0.0885803579	0.0086897615	0.0063542964	0.0395082917	0.0296671168	0.0238846027	0.1979874803	-0.0486063432	-0.0640376965	0.0359010354	-0.0713557641	0.0447822377	-0.0965412552	0.1042589243	-0.0042290373	0.0095622588	0.1516021342	0.0881998396	0.1003129872	0.0607412226	0.0059244253	-0.00429953	0.01333707	1.8485958220900003e-05	0.0001778774361849	-0.0422297	-0.03670519	0.00178334756209	0.0013472709729361	-0.0422452	-0.0306696999999999	0.0017846569230399	0.0009406304980899	-0.000202956	0.0002067379999999	4.2740600644e-08	4.1191137936e-08	5.88173e-05	-0.0003362307	1.1305108362249e-07	3.4594747792899995e-09	0.000109087	8.102169999999999e-05	1.1899973569e-08	6.564515870889999e-09	0.0	0.0	0.0	0.0	0.0
741.6909149381335	-1.0888170001110211	550105.4133017656	1.1855224597307634	827.2144809200801	0.5910903942356072	0.3493878541576055	684283.7974438776	708.2372466192141	-0.4613407243215306	0.2128352639175145	501599.9974987656	718.4744737425946	543.5145272937028	1.065718	23.983624	0.1544400599999999	0.0959932	0.0082224941	0.1444224677	0.024762242	0.0385935398	-0.0095306279	0.0532438862	-0.0287102574	0.0017612789	-0.0204894928	0.0606906991	-0.0996891861	-0.1509057626	0.0606284538	-0.0262921288	-0.0524542598	-0.0550381628	0.0619199307	-0.0934186669	-0.0053998108	0.0427827133	0.1736139147	0.0773445381	0.0995759304	0.0840472836	0.0180861773	-0.1085440594	0.0441351762	0.0369355771	-0.1040287908	-0.0266797641	0.0095313965	-0.0681262608	0.1433548898	0.0524156751	-0.0758108778	-0.0918912704	0.1201367662	0.081648015	0.0197989729	-0.0367701642	0.0437241886	0.0479479036	0.1219147976	0.0447859011	0.0570099564	0.1027620896	-0.0808334213	0.0205786554	0.0516302674	0.0769069614	-0.0190563854	0.0474521449	0.1443425448	0.0049380005	-0.0150243061	0.1043632559	0.0490535338	-0.054124365	0.1058943644	-0.0639265577	0.0541789628	-0.0151463866	-0.1010945327	0.079604144	0.081961337	0.0245685521	-0.0559442064	0.1179927235	0.0092371659	-0.0467390864	-0.0203995014	0.0028640006	0.1095367247	0.06892387	-0.0463585718	0.0228166403	0.0798171811	0.0933253618	-0.0262594576	-0.1096609344	-0.0263600157	0.0547437734	-0.1246676632	0.0850483995	0.0509781558	0.0189463948	0.0099389	0.1209773787	0.0675067681	0.1018868013	0.0055491133	0.0066493163	0.0132726972	-0.1185181099	0.0571743514	0.0188876933	-0.105350817	-0.1587596508	0.0466812841	0.0006597819	0.0219892921	0.099141769	0.0566681795	-0.0011853914	-0.00921336	-0.00491383	8.488600248960001e-05	2.41457252689e-05	0.0341656	0.0763953	0.0011672882233599	0.00583624186209	0.0116028	0.0538479999999999	0.00013462496784	0.0028996071039999	-0.000508017	-0.000305061	9.306221372100001e-08	2.58081272289e-07	2.97347e-05	-2.90826e-05	8.4579762276e-10	8.841523840899999e-10	0.000160602	5.151500000000001e-05	2.5793002404000006e-08	2.653795225000001e-09	0.0	0.0	0.0	0.0	0.0
742.4754414253547	0.7845264872212283	551269.7811197753	0.61548180915168	829.7982191473776	2.5837382272975447	6.6757032271986585	688565.0845001594	708.9837246426152	0.7464780234010959	0.5572294394208072	502657.9218081157	719.4723376760954	536.3892036867414	0.996752	22.431568	0.136619635	0.0793684	0.0360314143	0.1173298058	0.0502354617	-0.0055099414	-0.0170876771	0.0737789336	-0.0405173408	-0.0314174305	-0.0422932464	0.0618043687	-0.0757883802	0.0425315089	0.0178751956	-0.0454972306	-0.1181484057	-0.0639468468	0.0512771894	0.0676061943	-0.0792091652	0.0460060889	0.0845162414	-0.0674959265	0.0789440317	0.0230662014	-0.0163608393	0.0274756601	-0.0104704534	0.0169263391	-0.0857428596	0.0073669846	-0.0606734093	0.144010952	0.0645397741	-0.1223208215	-0.2274619708	-0.0174438964	-0.0316228612	-0.0697128708	-0.0481942284	0.027176904	0.0602106206	-0.1021935915	-0.0214605281	-0.0504267479	0.1048760558	0.0178996684	-0.0136278605	0.0642043188	0.0286551955	-0.0553257376	0.1434658814	0.1075201426	0.130766794	-0.0396636205	-0.0104993085	-0.0229265942	-0.194992468	0.0092601318	-0.0563040845	-0.0720590025	0.0625167211	-0.0546138721	0.0823368648	0.0320702207	0.0829364654	-0.0230914033	-0.047224068	-0.0936877307	0.012755655	-0.0229264974	0.0427979246	0.129691307	0.0793192682	-0.0094770466	-0.0038289416	0.0136447417	0.010861977	-0.0134660927	-0.032460745	-0.1044395477	-0.1408071744	0.058991793	-0.0868798062	-0.0838991063	0.0640448049	0.0119490263	-0.03049396	-0.1271267371	-0.0686332691	-0.0146933798	0.0005044444	-0.0410551971	-0.0105243863	-0.1495315039	0.0478805746	0.0331897625	-0.1009639433	0.0197923464	0.0677811614	-0.055712459	-0.029201629	0.0979282008	0.0524983198	-0.0082906521	-0.00437866	0.0048347	1.9172663395600005e-05	2.337432409e-05	-0.0274703	-0.0616358999999999	0.00075461738209	0.0037989841688099	0.00732248	-0.00428032	5.361871335040001e-05	1.83211393024e-05	0.000375239	0.000883256	7.80141161536e-07	1.40804307121e-07	0.000437345	0.0004076103	1.6614615666609005e-07	1.91270649025e-07	0.000134094	-2.650800000000001e-05	1.7981200835999997e-08	7.026740640000005e-10	0.0	0.0	0.0	0.0	0.0
742.5773900973769	0.1019486720222175	551421.1802838319	0.0103935317270936	829.563299806472	-0.2349193409056624	0.0551870967315508	688175.2683858025	709.040201292273	0.0564766496577249	0.0031896119565614	502738.00704858697	719.4733754835484	546.4020180544651	1.016086	22.866657	0.1157671549999999	0.0567633	-0.0169173164	0.1116672433	-0.021632305	-0.0190487104	-0.0317139392	0.0821561102	0.0023042424	-0.0472330709	0.0318353992	0.00499571	-0.09023764	-0.1009888552	0.0259772416	-0.0473112883	-0.0316074249	-0.0691059477	0.0546180246	0.0120916546	-0.1227413301	-0.1156383025	0.0407184351	0.0355402988	0.009409412	-0.0069118807	0.1013844966	-0.0775450218	0.0498576449	0.1323267491	0.0458579976	0.1450085602	-0.0116947746	-0.1049708369	0.0392219521	0.1306892842	-0.100434474	-0.0691131645	0.026496614	-0.0185643901	0.0983756473	0.0462518233	-0.0391873959	0.0786512854	0.2215958024	-0.0217863137	0.0288433571	-0.0282973001	0.1001652883	0.0379530442	-0.0658911946	-0.1404493993	-0.0622175584	-7.78301e-05	0.1232424246	0.1009152005	-0.0963552048	-0.095883661	0.0207447166	0.1414176596	-0.1131341315	-0.0743581472	0.0726430928	0.0097730633	-0.0049567766	-0.0651430213	0.082223112	0.0669108636	-0.0564597571	0.0454399274	0.0902925781	-0.0226890066	-0.0769846213	-0.0636948849	-0.1235356995	0.0743771396	0.0479312888	0.0079260378	-0.0293414704	0.0120429626	-0.0558672896	-0.1334215237	-0.0311835703	0.0759496803	-0.0576567302	0.0647923865	0.1430932846	0.0619177513	-0.018631456	0.0532560664	0.0509782555	0.1182088633	-0.0517708523	-0.0176375171	-0.0912425036	0.0082057197	0.0040553152	0.0167009211	0.0780120139	-0.0525515734	0.0485807512	0.097259522	0.1360440633	0.0966728009	0.0482387676	-0.0153640485	-0.00430269	7.597000000000072e-05	1.85131412361e-05	5.771440900000111e-09	-0.0433283	-0.015858	0.00187734158089	0.000251476164	-0.0348435	-0.04216598	0.00121406949225	0.0017779698693604	-0.000286114	-0.0006613529999999	4.373877906089999e-07	8.186122099600002e-08	1.03299e-05	-0.0004270151	1.8234189562801002e-07	1.0670683401e-10	0.00019907	6.497600000000001e-05	3.96288649e-08	4.221880576000001e-09	0.0	0.0	0.0	0.0	0.0
740.5642570053001	-2.013133092076828	548435.4187538121	4.05270484641481	826.4033584608273	-3.1599413456445973	9.985229307914189	682942.5108753347	708.1298758552848	-0.9103254369881596	0.828692401227684	501447.92107882106	718.5113279747013	543.70331316633	1.043332	23.479834	0.120432435	0.0598823	0.0134329769	-0.029701506	-0.1296208065	-0.0344986652	-0.009479489	0.0256106367	-0.0594537497	0.0371706301	0.0173210429	0.006445313	0.0824426409	0.0087951828	0.0903259831	-0.0630935037	-0.0710361309	-0.032139524	-0.0391132743	-0.0359351497	0.0425719822	0.0006156549	0.0908759108	-0.1253891084	0.0230220789	0.0662809092	-0.1279596839	0.0328352534	0.0181517078	0.0141981705	-0.0116074677	-0.0618190918	0.0696582871	-0.0630714975	-0.1175869334	-0.0265056098	0.0716923051	-0.0011974116	0.0620455611	-0.0821377155	-0.0740821819	0.0304423037	0.0228949317	0.0437708424	-0.1095954197	-0.0966914123	-0.0491184527	0.0482010911	-0.0373314088	-0.0388141936	-0.1180615855	0.127282606	0.0173417034	0.1311748011	0.0018831227	-0.0683639995	-0.054668451	-0.0601881474	0.0913730297	0.0953701748	-0.0366222408	-0.0435303459	-0.0100808964	-0.0510120069	-0.061953614	-0.0342538262	0.0056027065	0.0041650888	-0.0226433327	-0.0687773672	-0.0250588313	0.0269226495	0.150153242	-0.0259930224	0.0699242439	0.039207528	0.1080382062	0.0210152485	0.0946862707	-0.0957983786	0.0207075471	0.1536453119	0.1339701013	0.0722797051	0.1179511698	-0.0928730632	-0.0182728916	-0.1117063533	-0.0247866567	-0.0525850327	-0.0722666106	0.0262209702	0.1587479326	0.0180415696	-0.0124922601	-0.0395842374	0.1361550948	-0.0030154484	-0.0035307952	0.1354494967	0.0228232077	0.0459808025	0.0410571516	0.0953761056	0.0438968002	-0.0223783947	0.0136549	0.01795759	0.0001864562940099	0.000322475038608	-0.00461705	0.03871125	2.13171507025e-05	0.0014985608765625	-0.028551	0.0062924999999999	0.000815159601	3.959555625e-05	0.000105169	0.000391283	1.5310238608900004e-07	1.1060518560999998e-08	-0.00011735	-0.0001276799	1.6302156864010005e-08	1.3771022500000002e-08	0.0008295289999999	0.0006304589999999	6.881183618408341e-07	3.9747855068087406e-07	0.0	0.0	0.0	0.0	0.0
740.7361114870968	0.1718544817966858	548689.9868610246	0.0295339629136074	822.1269650542189	-4.276393406608463	18.28754056808433	675892.7466692608	707.9428423113934	-0.1870335438914026	0.0349815465405772	501183.0679799345	717.7897380391877	528.4354088763887	1.096474	24.675776	0.069370045	0.0543382	0.0517473732	0.0739302954	-0.022502802	-0.0477130357	0.0349487154	0.0134908001	-0.0572838261	0.0169486425	-0.0191953118	0.0088717072	-0.0819521579	-0.0033032909	-0.0462628075	-0.0129781743	0.0004686542	-0.030623066	-0.0630571462	0.0520326252	0.0371332236	-0.0663240672	0.1460954256	0.0360694005	0.0462925017	0.0911203901	-0.0385122074	0.0147198775	0.1756630301	-0.0358095773	0.0755722741	-0.0597050329	-0.0798558202	0.102475709	-0.0521540136	0.0394377765	0.136248375	0.1202345068	0.0476718396	-0.0033769183	-0.1110727197	0.0960623537	-0.0614129323	0.1028518138	-0.0473328245	-0.1582905957	-0.0848705246	-0.1218728838	-0.0203580991	0.0253590074	-0.1218711143	-0.1814264898	0.0833017375	-0.0348940317	0.0007216359	0.0123082984	0.0724904813	-0.1738927927	-0.0064172449	-0.0057937705	0.049058342	-0.029104838	-0.0047323982	-0.0948277528	0.0402744258	0.0004901325	0.0308095032	0.049070901	-0.0601332029	0.0324733459	-0.0579427051	-0.1209029437	0.0260733958	-0.0040830116	-0.0103495093	0.1004098275	0.0342172512	-0.1608949163	-0.054350823	0.0337111823	0.0914735474	0.0587649109	0.1116438287	0.0400819883	-0.06238288	0.046340228	-0.1182105291	-0.0080706477	-0.137716051	0.0760221283	0.0816122716	-0.1566138893	-0.1015848758	0.0558501265	0.0951261372	-0.068096542	0.0690280471	0.0325695925	-0.0132662469	0.1346455354	0.0384092057	-0.0847739321	0.0085050317	0.0940386689	0.0394798359	-0.0293067317	0.0128672	-0.0007876999999999	0.00016556483584	6.204712899999982e-07	-0.0578732	-0.05325615	0.0033493072782399	0.0028362175128225	-0.0361278	-0.0075768	0.00130521793284	5.740789824000003e-05	-4.98189e-05	-0.0001549879	2.402124914641e-08	2.4819227972099997e-09	-0.00011735	0.0	0.0	1.3771022500000002e-08	0.0008295289999999	0.0	6.881183618408341e-07	0.0	0.0	0.0	0.0	0.0	0.0
740.119343470072	-0.6167680170248104	547776.6425785703	0.3804027868247168	819.7156008829623	-2.411364171256537	5.814677166419725	671933.666330916	707.2088877757088	-0.7339545356845747	0.5386892604519596	500144.4109489551	717.1119652997381	537.1235804170893	1.094005	24.620207	0.060179345	0.0371659	0.0409399016	-0.0270982808	-0.0553740618	0.0122758439	-0.187021771	-0.0094288783	-0.0487278924	0.0789981466	0.1176115038	0.1460492741	-0.0407476803	0.0187216618	-0.0062630234	0.0086418415	-0.0093991928	-0.0048585117	-0.0500837587	-0.0043025455	-0.0235867617	-0.0505991011	0.0343352396	0.1560892381	0.025901423	0.0397696749	-0.0245792832	-0.0694837456	0.1885229098	0.0035626941	0.0006570268	-0.022104168	0.1206274972	0.2215226	-0.1184687282	0.0722529347	0.0628277884	-0.0255204388	-0.0574975566	0.0267800399	-0.0985481089	-0.0778211018	-0.1341536225	0.158138444	0.030916244	-0.0102981128	0.1225177547	-0.0944734879	0.0014716053	-0.0907617294	0.0144464173	-0.0073892462	0.0513737431	0.0497765061	0.1432928851	-0.1318107648	0.0710483774	-0.0495563274	0.1161686997	0.0392882304	-0.0406960953	-0.0102919595	-0.0220603561	-0.0311108883	-0.0327306112	0.0979626193	0.0197156154	0.1605905379	0.0403013801	-0.0996281444	-0.0993664111	-0.0768428854	-0.0909912244	-0.0579342982	0.0300125961	0.1695518023	0.0029826834	-0.1487862472	-0.1541724592	-0.0029912977	-0.032335431	0.005313414	0.0286742736	-0.0398120579	0.1096057032	0.1844375479	-0.0873046657	-0.0245600142	0.0570812021	0.0817356835	0.1080589805	-0.014788918	0.0244586346	-0.0021194067	0.05092833	-0.117159199	0.1456320031	-0.0504517308	-0.0496531523	-0.0401795037	-0.0586317859	0.0913229181	0.1216587258	0.092661062	0.034995421	-0.0361224311	0.024177	0.0113098	0.000584527329	0.00012791157604	-0.0297675	0.0281057	0.00088610405625	0.00078993037249	-0.0360984	2.939999999999887e-05	0.00130309448256	8.643599999999335e-10	0.00036487	0.0004146889	1.7196688378321001e-07	1.331301169e-07	-0.00011735	0.0	0.0	1.3771022500000002e-08	0.0008295289999999	0.0	6.881183618408341e-07	0.0	0.0	0.0	0.0	0.0	0.0
741.6863905813397	1.5670471112676978	550098.7019735755	2.4556366489324364	824.3778462640116	4.662245381049274	21.73653199311529	679598.8334108904	708.7657824611351	1.5568946854263004	2.423921061508659	502348.9343877451	718.5990227044722	533.5795647136927	1.151362	25.911013	0.09823943	0.0678553	0.0622420665	0.0217526185	0.0364926978	0.1354580546	0.130148457	-0.0127307634	-0.0642449707	-0.0471480547	-0.067502893	-0.0295726218	0.0113872949	-0.0136894924	0.0595290689	0.0644195546	0.069704687	-0.0487621931	-0.0068532902	-0.1345521458	0.0438215223	0.0665176026	0.0450037872	0.1442655311	-0.0391029574	-0.0768677076	-0.0942903428	-0.0879939182	0.0700355136	-0.0164658103	-0.0052035192	-0.0307776156	0.1741848085	-0.004495218	-0.0436778745	-0.0560760535	-0.0185103232	-0.0095265947	0.0512876012	-0.0667501722	0.0231070964	0.1032372529	0.0420412791	0.0349397045	0.0024057183	0.0156984926	0.015823401	-0.0729311704	-0.0476884366	-0.1761128349	0.0480407924	0.0221076796	0.0659446489	-0.0176768455	-0.0213911236	0.0251433791	-0.0025911402	-0.0773926875	-0.1130621437	-0.0299538947	-0.0148641404	-0.0401020547	-0.0249045971	0.0419134806	-0.0311135339	0.0408950938	0.0404129349	-0.1057271853	0.0935637344	0.1472691078	-0.1187303509	-0.0076592208	0.073409617	-0.0571353738	0.1432804295	0.1303782526	0.0412022321	0.0431811156	0.0573991056	-0.1156079028	0.0294925071	-0.154730506	0.0551458768	-0.031113821	0.1198211993	-0.0205542267	0.1628728433	0.010071541	-0.0146403683	-0.0525942017	0.0568969552	-0.0692176382	0.0450802168	-0.1180608885	0.0350486884	-0.0424365339	0.018009898	-0.0087444282	0.028159359	-0.0061131723	-0.1260896367	0.039861176	-0.0044961731	0.0912438734	0.030451217	-0.0427992974	0.024177	0.0	0.000584527329	0.0	0.0235695	0.0533369999999999	0.00055552133025	0.0028448355689999	0.00606638	0.04216478	3.68009663044e-05	0.0017778686724483	0.000419623	5.4753e-05	2.9978910089999995e-09	1.76083462129e-07	-0.00011735	0.0	0.0	1.3771022500000002e-08	0.0008295289999999	0.0	6.881183618408341e-07	0.0	0.0	0.0	0.0	0.0	0.0
739.4362310096241	-2.250159571715585	546765.9397297181	5.063218098183265	825.7352100285028	1.357363764491197	1.8424363891537132	681838.6370808156	707.1599847657251	-1.6057976954100468	2.5785862385842173	500075.2440538605	717.9096530701128	539.5059142389313	1.119391	25.191517	0.129848665	0.0773029999999999	0.0188145214	0.0795694103	-0.0690666191	0.0464230465	-0.0026124928	0.0316752223	-0.0157976972	0.0377841765	-0.0475160447	-0.0088443325	-0.1551723943	-0.0286902173	-0.1478092473	0.0785375358	0.0375869744	0.0038455275	0.056766497	-0.0015620881	0.01766411	-0.0211449052	0.0166124932	-0.0198651593	-0.0136576258	0.0569390789	0.1062480802	-0.1336283965	-0.1712974609	-0.0097499221	-0.0866238771	-0.0630529448	0.0950498169	0.058643811	-0.0208676608	0.0790618223	-0.0319282919	0.0291235369	-0.0319029876	-0.0072285835	-0.0177277974	-0.0412661731	0.1497566995	-0.0038151076	-0.0055148221	0.136571331	-0.1221027696	0.0295245998	0.0497538194	-0.0491006913	0.0695797079	0.1184273418	-0.0583163122	0.0400512344	-0.1829039975	0.099390405	0.0790982724	-0.1380092903	0.2189285191	0.0175740977	-0.124059329	-0.0214413903	0.0899886555	-0.1038224068	0.0232291246	-0.0517313545	0.0265145656	0.0077861059	-0.0152341699	0.0327849005	-0.0459012621	0.019526806	-0.1483931624	-0.0088654443	0.119982636	-0.1011396199	-0.1279674448	0.1344113452	0.0233295169	0.0380314943	-0.0271917819	-0.0373201386	0.0526032696	0.0912193368	0.0289103777	-0.0762919915	-0.1019845114	0.1169002596	-0.0017127853	0.0991001535	0.0267237078	0.0101264456	0.0440249098	-0.0521236326	-0.0839177511	-0.0073261933	-0.1204536006	-0.115357674	0.0143613631	-0.0300964422	0.1038182306	0.2065042458	0.0675653019	0.0897877085	0.0258549876	-0.0493116688	0.0241781	1.1000000000004062e-06	0.00058458051961	1.2100000000008937e-12	-0.0408893	-0.0644588	0.00167193485449	0.00415493689744	-0.0327152	-0.0387815799999999	0.00107028431104	0.0015040109472963	1.64291e-05	-0.0004031938999999	1.6256532099721e-07	2.6991532681000006e-10	1.15998e-05	0.0001289498	1.6628050920040002e-08	1.3455536004e-10	0.0008295289999999	0.0	6.881183618408341e-07	0.0	0.0	0.0	0.0	0.0	0.0
737.5981508359207	-1.8380801737033607	544051.0321165696	3.378538724961377	818.9658065099167	-6.769403518586159	45.82482399744668	670704.9922324383	705.8954660669291	-1.264518698795996	1.5990075396047188	498288.4090138471	715.3512525507061	513.1873916653911	1.111863	25.022091	0.165366375	0.103911	0.1448832476	0.0423998996	-0.0823566659	-0.0410979076	0.0816646746	-0.0616853113	-0.1926604158	0.08363909	0.0231951657	-0.0445582025	0.0275609469	-0.1251298781	0.0218145863	-0.1146117828	-0.0305490494	0.0338796562	-0.0954358111	-0.1100458396	0.0537325334	-0.0710129634	0.0538220351	-0.0651697791	0.0910227922	-0.0230084035	0.0019648542	0.0993994659	0.0329020074	-0.1324024131	-0.251214859	0.1344646296	0.1700764132	-0.1834757221	0.1244425363	-0.0365020403	-0.0461309309	-0.111624432	-0.0145832438	0.0416896518	0.0562894112	-0.1435887303	-0.0457821464	-0.0201504602	-0.0436065815	-0.013738934	-0.0238918871	-0.0225196787	0.1660729211	-0.0278773425	0.0014748958	0.0187554675	0.0274342035	-0.0167108775	-0.0598298351	0.016980849	0.0515713201	0.0050170062	0.0743565053	-0.1422110913	0.0855040873	0.0300746205	-0.0685095161	-0.0708758917	-0.1693934111	0.0033707978	0.0303787959	0.0426039826	-0.0563603991	0.0033450734	0.1004568322	0.1178488311	0.1721031948	-0.1588216029	0.0690876668	0.1593018484	-0.0318499078	-0.0248065839	0.0558149758	0.1607025013	-0.1339214615	0.0743867518	-0.0169749613	-0.102338322	0.0768601829	-0.0389119095	0.1202156906	0.1023365106	0.1037394587	0.1064273488	-0.0190310295	0.1119675477	0.0765977241	-0.1517436469	0.0597121704	0.0875155834	-0.0340553308	-0.1054036976	-0.0116752615	-0.0325647255	0.0876801505	0.0120439624	0.0032141124	0.0882931893	0.0212145853	-0.0556345156	0.0341335	0.0099553999999999	0.0011650958222499	9.910998915999992e-05	0.0343851	0.0752744	0.00118233510201	0.00566623529536	0.0379159	0.0706311	0.00143761547281	0.00498875228721	7.75888e-05	6.11597e-05	3.7405089040899995e-09	6.0200218854400014e-09	-0.00011735	-0.0001289498	1.6628050920040002e-08	1.3771022500000002e-08	0.0008295289999999	0.0	6.881183618408341e-07	0.0	0.0	0.0	0.0	0.0	0.0
741.4146933008067	3.81654246488597	549695.7474423292	14.565996386277874	819.1327499873317	0.1669434774150886	0.0278701246514422	670978.4621018085	706.9138135636417	1.0183474967126358	1.037031624060892	499727.1398070912	716.8518859250277	516.2389429731428	1.230543	27.692938	0.072408145	0.0412089	0.1214319574	0.0407461734	0.0841888061	-0.078357794	-0.0303547336	-0.0405677046	-0.082612	-0.0985905609	-0.0967368649	0.1636870021	-0.1222024737	0.0404517694	-0.1640786747	0.0417242236	-0.1241538617	0.0035899312	-0.0499346363	0.0760831141	-0.0806856344	0.0530628586	0.0437163372	-0.0261597149	0.0763364926	-0.0046289111	-0.1045442783	-0.0467870582	0.0537226839	0.1206924785	-0.0944791614	0.0740476755	-0.0768551026	-0.0393377407	0.1018828075	0.0585860395	-0.0175999132	0.0412204241	-0.0052607998	-0.0828303931	0.0187126931	-0.056531985	-0.0701412886	-0.1222664049	-0.0754982811	0.0561407258	-0.1122625016	-0.062437009	0.0683151589	0.0550992801	0.0927527467	0.0585307018	0.0828220318	-0.0325011459	-0.0241559479	0.1176683966	-0.097791183	0.0797105357	0.0807187539	0.0039846669	-0.047886811	0.0076288595	-0.0771820621	-0.0481590835	0.1310970746	0.1071802437	0.1296744763	-0.016590431	-0.0747802063	-0.0009849336	0.0628546674	-0.0503973838	0.0023290699	0.0022876409	-0.0228041529	0.0308084641	-0.0422524321	-0.0839528581	0.0935180544	-0.0216244122	-0.0935844301	-0.0059640461	-0.0898707718	0.0358904827	-0.0348378792	-0.0341587698	-0.0496703308	0.0579952609	0.2118428055	-0.0714020571	0.0995892775	-0.0392036972	0.0552791308	-0.0187459266	-0.0560060997	-0.035308387	-0.0518854643	0.1313926163	0.1943978653	0.0413083927	-0.0515273401	0.0906059665	-0.019950934	0.0867609543	0.0165379384	-0.0617435365	0.0348929	0.0007594	0.0012175144704099	5.766883600000006e-07	0.00210053	-0.03228457	4.412226280900001e-06	0.0010422934600849	0.0264415	-0.0114744	0.00069915292225	0.00013166185536	0.000469898	0.0003923092	1.5390650840464e-07	2.20804130404e-07	4.81363e-05	0.0001654863	2.738571548769e-08	2.31710337769e-09	0.0008295289999999	0.0	6.881183618408341e-07	0.0	0.0	0.0	0.0	0.0	0.0
