global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00
704.3841580191868	-3.048775708684616	496157.0420683987	9.295033321865382	798.2109382358638	-7.631014701058234	58.23238536776689	637140.7019193779	694.6541301391908	-0.6409469020455845	482544.3605194358	0.410812931241832	710.3756199336241	519.8060789578548	1.167439	26.986155	0.0706092	0.0337076	0.1031506136	-0.0345468832	0.1279741146	-0.0352141125	0.0704082843	0.0682503354	0.1053105886	-0.0452245616	0.1797586761	0.0212112286	-0.0840665461	-0.049971628	0.0481297984	0.0544850753	-0.1206591663	-0.0609553947	0.0597325135	0.0508871658	0.0970288969	0.0633733377	-0.0376460218	0.1027637465	0.0350917739	-0.1464704527	-0.0332657447	0.0361647267	0.0117370998	-0.0086599204	0.093526735	0.0388432424	-0.066895002	-0.1088300843	0.009537253	-0.0545713192	-0.1214586248	-0.1285641458	0.0078197039	0.0510000394	0.0680677832	0.0927986054	-0.0657483399	-0.0944323026	-0.0553013479	0.0527225923	0.0763933963	0.0038453245	-0.1094578197	0.0685529873	-0.0925204595	-0.0618717963	-0.1714011417	0.0876980103	0.0727981956	-0.0559058798	0.0178863193	0.0506918123	-0.0219480915	0.0729838269	-0.0220175489	0.0945791815	0.1643406269	-0.0247975838	-0.0933940152	-0.0670215664	-0.010765259	-0.006354616	0.0010893557	0.0016462191	-0.0928187866	-0.0085089926	-0.0725459735	-0.0314322108	0.0070286996	-0.0629821703	-0.0484860241	-0.0670361333	0.0632683639	-0.0463593038	0.0403061614	-0.0109436123	-0.09529785	-0.1210287763	0.0340608463	0.0276393362	-0.0798497555	0.1105897976	-0.0046943616	0.1380140369	-0.0905482622	0.0111198184	0.1022928115	0.1088453001	-0.0362379048	0.0646949293	-0.0599993484	0.0706181111	0.0532359537	0.0833416924	0.004835384	-0.0763617167	0.0	0.0	0.0387045	0.013413	0.000179908569	0.00149803832025	0.16217	0.022716	0.0262991089	0.000516016656	0.778242	0.0105490000000001	0.000111281401	0.605660610564	-0.00413017	0.00025433	1.7058304228899998e-05	6.468374890000027e-08	-0.000491505	9.573999999999932e-06	2.415771650250001e-07	9.166147599999869e-11	-0.00227785	0.0002147199999999	5.188600622500001e-06	4.610467839999993e-08	0.0
703.4941493759748	-0.8900086432120133	494904.0182062263	0.7921153849920889	795.7690723654121	-2.441865870451693	5.962708929276804	633248.4165333085	692.6296157985036	-2.024514340687233	479735.78468118265	4.098658315648262	707.8706301033851	516.6895904419114	1.08023	24.970272	0.2111306	0.127737	0.0577519215	0.1313411157	0.0313550533	0.0493803816	0.0623582447	0.0381284521	0.0312500393	0.1800436106	0.0267984366	0.0738711259	-0.0797945894	0.0084274879	0.1168405561	0.0810728015	0.0090846701	0.1372650576	-0.1058902018	0.0583856095	0.1414271221	0.0643668897	0.0265384843	0.0887377206	0.1538682675	-0.1345461671	0.1069052351	0.1513087425	0.0309919454	0.0632555079	0.0219068723	-0.0312295341	-0.1106907967	0.0694510009	-0.0902126872	0.0676228246	-0.1128330938	0.0932491318	-0.0154052402	-0.0739977293	-0.1442629005	-0.1107308363	-0.0481387841	-0.0146658243	0.031410742	-0.0922170338	0.0268555629	0.0085964629	-0.0031187251	0.0455097522	-0.0474424766	0.0054621859	-0.1266384725	-0.0147696805	-0.0414384286	0.093290258	-0.0752689148	-0.0867457074	-0.0401028943	0.0684540075	-0.0745555371	-0.1420007837	0.0089780814	0.0052672454	-0.1829598262	-0.1701869478	0.0409965076	0.0212767377	-0.011190704	-0.1419288834	-0.0355528127	0.0256208654	-0.0593012501	0.0270206529	0.0608411394	0.0819537314	0.0201293036	-0.0306949541	-0.0325328645	-0.111801441	0.0641570496	-0.0580687723	-0.0427589287	-0.0413351073	-0.0341564149	0.0203011411	-0.0070430682	-0.1052834943	-0.0204538471	-0.0694156319	-0.0591246191	0.0139139824	-0.1272769173	-0.1211294885	-0.1869693244	0.0727062734	-0.0345025673	-0.1586423736	0.078540856	0.0816496581	0.0	-0.0816496581	0.0	0.0	0.0434886	0.0047840999999999	2.288761281e-05	0.00189125832996	0.255243	0.0930729999999999	0.065148989049	0.0086625833289999	0.85822	0.079978	0.0063964804839999	0.7365415684	-0.00462405	-0.00049388	2.13818384025e-05	2.439174544000004e-07	-0.000630835	-0.0001393299999999	3.979527972249999e-07	1.9412848899999973e-08	-0.00224515	3.270000000000009e-05	5.0406985225e-06	1.069290000000006e-09	0.0
705.1419155063319	1.6477661303571267	497225.1210039389	2.7151332203520995	793.5836530258047	-2.1854193396073924	4.776057689930012	629775.0143497807	693.4411355172521	0.8115197187485137	480860.608427456	0.6585642539176668	708.1082731885735	511.64810627254445	1.034215	23.906595	0.2316942	0.141639	0.0551941854	0.0515569388	0.0355629449	-0.1641459291	-0.0962353089	0.0862936671	-0.0801539852	0.0898487074	0.0288181467	0.0493872396	-0.0464325471	-0.0194599593	-0.004172051	0.0699683683	0.0727016569	-0.0461025193	-0.1559314974	-0.0773105594	-0.0443777579	0.027428236	0.0361971051	0.0188698428	-0.0124470259	-0.1861681496	-0.0854599788	0.0498198218	0.0176525885	-0.0033796242	-0.0518659134	0.0184492919	0.0117844696	0.1839770177	0.066426071	-0.1209486346	-0.1348193178	-0.0401731008	0.0739739687	0.0214650583	-0.1097764395	-0.0274331282	0.1459517311	0.0401205317	-0.0293535963	0.0077657205	-0.0184583245	0.099205778	-0.0284336084	-0.0587271794	0.1120262541	-0.0181375097	-0.0115783796	-0.0997749584	-0.0155353674	-0.0512103282	0.0124595759	-0.0219498882	0.0430177093	-0.0670289938	-0.0912001794	0.032068669	-0.1118013451	2.39214e-05	-0.0962267857	-0.0892249738	-0.0672079397	0.0680051599	-0.0070645771	-0.0929476263	-0.126475539	-0.1575917513	-0.0226477785	0.0222378582	0.0306583216	0.091829336	0.0384165879	0.0132410334	0.0039615475	0.0697789916	-0.1439738681	-0.0969417467	-0.0827907973	-0.0474529066	0.0333762019	-0.036885951	0.0545921156	0.006462442	0.0360039529	0.1115026836	-0.1107581461	-0.1531298674	-0.2213305577	-0.0321721309	0.09566651	0.0232912504	0.1130986681	0.0453215424	-0.0168151159	0.0799218096	-0.004835384	-0.0866153656	0.0	0.0	0.0362083	-0.0072803	5.300276809000005e-05	0.00131104098889	0.132323	-0.12292	0.0175093763289999	0.0151093264	0.8021	-0.0561199999999999	0.0031494543999999	0.6433644100000001	-0.00391662	0.00070743	1.53399122244e-05	5.004572049000003e-07	-0.000446107	0.0001847279999999	1.99011455449e-07	3.4124433983999985e-08	-0.00222983	1.532000000000009e-05	4.9721418289e-06	2.347024000000028e-10	0.0
705.0971717631164	-0.0447437432154629	497162.0216283457	0.0020020025569312	790.5406432632119	-3.04300976259276	9.259908415234849	624954.5086510129	692.7916429802108	-0.649492537041283	479960.2605832198	0.4218405556723223	706.2171004136583	518.5023457646038	1.071712	24.773365	0.1461420499999999	0.0845487	0.0769596787	-0.0143388563	0.071157542	0.0445341979	0.1158467258	0.0609882986	-0.1407077011	0.0723982326	0.0154400091	0.0664395508	-0.0718666054	0.0742882157	0.0091949962	0.116603855	-0.1194266889	0.0748033258	-0.0504672307	-0.0068329505	-0.0461787607	-0.0422213136	0.0738395529	-0.0387444683	0.1111185104	0.1422520552	-0.0748838159	0.086412491	0.0372393812	-0.2269023955	-0.0973495857	0.0149802054	-0.0560556104	0.0240399194	0.0023949497	0.2622223225	-0.039549433	-0.1275017178	-0.0613210092	0.0211764589	0.1168616133	-0.1030836668	-0.1868480719	0.0424167744	-0.0594781266	-0.0743820209	-0.0222172745	-0.0661967927	-0.0746904579	0.0600930804	0.0037625713	0.0091181294	0.0269170894	0.042898698	-0.0853472087	-0.0680065551	-0.0717823598	-0.0261816075	0.0010742839	0.1535482542	-0.0846533514	-0.0037245423	-0.1300852682	-0.0157344795	-0.0368218856	0.029785371	0.09127254	0.0290205798	-0.0648522357	0.0122634102	0.0789159456	0.0421936233	-0.0859955791	-0.1003755958	-0.0298036452	0.1897405581	-0.0948295078	0.0333471441	0.0462049331	0.1125185736	-0.0743961155	0.0960598473	0.0034828812	-0.1116566885	-0.0091764859	0.1298183466	-0.0159223347	-0.0999459771	-0.0664835159	0.0255352848	0.0923578664	0.2140347025	-0.0343282633	-0.001479308	-0.000838054	-0.045766188	-0.1007682557	-0.0166276352	0.0257870106	0.0781589047	-0.0096622851	-0.0912392418	0.0	0.0	0.0242353	-0.0119729999999999	0.0001433527289999	0.00058734976609	0.201948	0.0696249999999999	0.0407829947039999	0.0048476406249999	0.8092549999999998	0.0071549999999998	5.119402499999715e-05	0.6548936550249997	-0.00481929	-0.00090267	2.3225556104100003e-05	8.148131289000007e-07	-0.000507208	-6.110099999999998e-05	2.57259955264e-07	3.733332200999998e-09	-0.00241384	-0.00018401	5.8266235456e-06	3.3859680100000026e-08	0.0
705.7876895033089	0.6905177401924902	498136.2626544192	0.4768147495205434	792.0786302849016	1.5379870216896734	2.365404078885872	627388.5565540058	694.6697647668533	1.8781217866425093	482566.0820812353	3.527341445461252	708.9016535245745	515.5312231222518	1.15519	26.703024	0.15288736	0.0851474	0.0485874561	0.1044660435	-0.0215925965	-0.1047764828	-0.106318877	0.0745994156	-0.0734055697	0.0889910625	-0.0473078497	-0.0340666293	0.0795736946	-0.0605850747	-0.1023447993	0.0854000123	0.1312395826	-0.0215162264	0.0449689797	-0.0880487075	-0.0420201125	0.0693388923	-0.0170214279	-0.1088188673	-0.0394710815	0.1291356881	-0.0620253471	0.0305623327	-0.0178815674	-0.0327073635	0.0964458046	-0.0349277913	-0.025353601	0.0406991974	0.0087184122	-0.0710725558	0.121185542	-0.0710294524	0.2261833799	0.092860325	0.1046738821	0.0420828568	-0.0547670299	-0.0909121799	0.0356294853	0.0437358595	0.0020287628	-0.0522725974	-0.0965610982	0.03275461	0.0171093816	0.0466539664	-0.0669117003	0.010807486	0.1047799704	-0.056336057	-0.1425310332	-0.0717452741	-0.0336532797	-0.1036900775	-0.1320808023	-0.0455978347	-0.0473724669	-0.1153111073	0.0413593416	0.0771203418	0.0592187782	-0.0743116093	0.0392596657	0.1161475832	0.0042351532	-0.0042531922	-0.0724101105	0.0398362989	-0.0661411157	-0.005690855	0.072136542	-0.0400236615	-0.0158603563	0.0610474743	0.0939819198	-0.0518479752	0.0785395101	0.0367773607	0.084203599	-0.1411982215	0.0305412248	0.0633521587	-0.1403024882	0.0737052762	0.0785542628	0.0065367216	-0.0190114676	0.1412419629	-0.0406486298	-0.0193475833	-0.0550304046	-0.0399484971	-0.0086088447	0.0763617167	-0.0144722352	-0.0955030384	0.0	0.0	0.0190291	-0.0052062	2.7104518440000013e-05	0.00036210664681	0.179604	-0.0223439999999999	0.032257596816	0.0004992543359999	0.881978	0.0727230000000002	0.005288634729	0.7778851924840001	-0.00506942	-0.0002501299999999	2.56990191364e-05	6.256501689999974e-08	-5.73448e-05	0.0004498631999999	3.28842608704e-09	2.0237689871423998e-07	-0.00276613	-0.0003522899999999	7.6514751769e-06	1.2410824409999994e-07	0.0
705.846001401724	0.0583118984151269	498218.5776948026	0.003400277496776	793.5938624356021	1.5152321507005126	2.2959284705165013	629791.2184954573	695.0573772905478	0.3876125236945427	483104.7577260149	0.1502434685248524	709.0480047014134	518.6626588977357	1.190666	27.523081	0.10231739	0.065773	0.0958749565	-0.1454750127	0.0243217417	-0.0368475646	0.0835848947	0.0730660383	-0.0971381772	-0.0366723579	0.0351878234	-0.098719692	0.038159203	0.0113858434	-0.0374903901	0.0392703914	-0.1315893737	-0.0382831987	0.0133705937	-0.1032060162	-0.0241754964	0.0702591256	-0.0162493611	-0.0576961123	0.0433018496	-0.0178122881	0.0922455237	-0.0412707402	-0.0840729784	0.0787640155	-0.1018809178	-0.0163921904	0.0139585178	-0.0892406443	-0.0469874301	-0.0939236093	0.098411694	-0.0802211364	0.0527701915	-0.0384401742	0.1569138079	-0.1443939436	-0.0084876503	0.1467267758	-0.084621851	-0.0369208503	0.0348738868	0.0894898495	0.0622687181	-0.0730564964	0.0535030769	-0.0252385882	-0.0267202977	0.0800048869	-0.0223757727	-0.0447654272	-0.1059000858	-0.0329911899	-0.0409890108	0.0872330017	-0.019411934	0.1136599026	-0.0206361071	-0.1282478081	0.0303449337	-0.0053424969	0.0920215068	0.0504418796	-0.0022832037	-0.0071527046	0.0438723602	0.0849954387	0.0480313911	0.0072025817	-0.0543261885	-0.0696947836	-0.0648314012	-0.1265003661	0.0572180041	0.019197825	-0.0564618008	0.0829384918	0.0561446724	0.0034175246	-0.1066333547	-0.1178160045	0.0443695289	0.0738470909	-0.0593631467	0.010271565	-0.041409022	-0.0267772849	-0.0180407293	-0.0915661862	0.0524444263	-0.0259145371	0.0721909928	0.0100087196	-0.0051280275	0.074531034	-0.0192567962	-0.0993899282	0.0	0.0	0.0309308	0.0119017	0.00014165046289	0.00095671438864	0.164518	-0.015086	0.027066172324	0.000227587396	0.818137	-0.063841	0.004075673281	0.669348150769	-0.00522738	-0.00015796	2.7325501664400003e-05	2.4951361600000125e-08	-4.4991e-05	1.2353800000000004e-05	2.024190081e-09	1.526163744400001e-10	-0.00282559	-5.9459999999999895e-05	7.983958848099999e-06	3.5354915999999874e-09	0.0
705.1979163121554	-0.6480850895686672	497304.1011710057	0.4200142833212273	791.9591455821027	-1.6347168534994123	2.67229919111502	627199.2882711341	693.1074430370953	-1.9499342534525117	480397.9275934203	3.8022435927874025	707.8559825725395	522.5184177330115	1.167367	26.984489	0.1856505124999999	0.119963	0.0345814016	0.0625049817	-0.1579328019	0.0326170087	-0.015507407	0.041653488	0.0168779693	0.078882766	-0.1371082896	-0.0550990989	-0.0420198598	0.0371845825	-0.0136731453	0.1227520355	0.0942082297	0.0484023329	-0.0261770797	0.0027759814	-0.1094056851	0.0905852589	-0.0910679429	-0.0024374411	-0.0221708531	0.0447326947	0.0923651343	0.0244913205	-0.0055039724	-0.0004701878	-0.1143852472	-0.1119894848	0.0601445413	-0.064887393	0.1424384645	-0.0329823374	0.0997625559	-0.091835899	-0.0062745452	0.1043196838	-0.0230282157	0.1141654502	-0.0920241683	0.1219354753	0.0425806512	0.0086526153	-0.0601559362	0.0570748781	0.0701568504	0.0824365161	-0.0405284319	-0.0684977648	0.0302072928	0.0552698498	0.0056219293	0.1149419665	-0.0172028944	0.0615475108	-0.0253017883	-0.0142523966	-0.1184109419	-0.100389855	0.0036910504	-0.0150179221	0.1212740267	-0.0970756492	0.0299032912	0.0058947819	0.0232958383	0.022706749	0.0568518631	-0.00493585	0.0827021971	-0.0507316626	-0.0470983166	0.02763076	-0.0706381561	-0.1178135349	0.0219488492	0.0407130642	0.041988784	0.1120188435	-0.1042145892	0.0717001828	0.0250840586	0.006423619	0.120372932	0.0209950386	0.0127998139	0.0210114306	-0.0295531791	0.0063918652	0.0690735682	-0.0370481635	0.025610848	-0.0615931928	-0.0950198226	-0.0663760681	-0.0446767164	0.0726676594	-0.0240075741	-0.1028845713	0.0	0.0	0.0260708	-0.00486	2.36196e-05	0.00067968661264	0.242054	0.077536	0.058590138916	0.0060118312959999	0.90889	0.0907529999999999	0.0082361070089999	0.8260810321	-0.00525609	-2.87099999999995e-05	2.76264820881e-05	8.242640999999712e-10	-5.09075e-06	3.990025e-05	2.5915735562500003e-11	1.5920299500624996e-09	-0.00264417	0.0001814199999999	6.9916349889e-06	3.291321639999994e-08	0.0
705.9996201974504	0.8017038852950691	498435.4637189443	0.6427291196972093	796.4241184804667	4.464972898364067	19.93598298312562	634291.3764973886	694.0670547259388	0.959611688843438	481729.07645593927	0.9208545933649552	709.2993022645089	520.2737922972935	1.122646	25.95075	0.2697038374999999	0.158551	0.0641216691	-0.1267264976	-0.0473140951	-0.1236445761	-0.0424185849	0.0930435132	-0.0385063808	-0.0997284278	0.055761514	-0.1012291373	-0.0438247194	0.0929789451	0.089620381	0.0529207115	-0.0928967772	-0.1415021132	-0.0146567452	0.0431169338	-0.074564874	0.0760785721	0.0251838229	-0.0457140143	0.0286207831	0.0032403508	0.0411752314	0.045053484	0.0274839811	0.0194016987	-0.0525006834	0.1134188516	0.0117306587	-0.0930769834	0.0742939721	0.067303212	-0.0541334238	-0.1429606777	0.0891732461	0.0477286351	-0.0502913959	0.082696767	0.1171305221	0.0708153538	0.0141302114	0.150386435	0.0037392929	-0.0701463311	-0.0526686621	-0.1184283859	-0.0387070095	-0.0151579221	-0.0999201755	0.1141331751	-0.0608723635	-0.0295454475	0.2599253946	0.1166481721	0.053489528	-0.0218948073	-0.0426815856	0.1775757139	0.0230970082	-0.0290808636	0.0360766124	-0.0647810696	0.0386613502	0.048955302	-0.1070847535	-0.0566687624	-0.0203415316	0.0132721916	0.0092035535	0.0248030225	-0.0087189766	0.0253632591	-0.0164746768	-0.0601148764	0.0134178403	0.1425553938	-0.0990127331	0.0994008793	-0.10143491	0.1057657824	0.05879144	-0.0439323073	0.0693362637	-0.0053505636	9.1164e-06	0.0722630723	0.0100212173	0.0352200412	0.0799537372	-0.0032181935	-0.1077713272	-0.0018649124	0.0005901614	0.0310099076	-0.2239674972	0.0707724105	-0.0287162347	-0.105973176	0.0	0.0	0.0256214	-0.0004494	2.019603600000023e-07	0.0006564561379599	0.112999	-0.1290549999999999	0.012768774001	0.0166551930249999	0.828451	-0.0804389999999999	0.0064704327209999	0.686331059401	-0.00466587	0.0005902199999999	2.17703428569e-05	3.483596483999998e-07	0.000399328	0.00040441875	1.59462851584e-07	1.6355452535156254e-07	-0.00284474	-0.00020057	8.0925456676e-06	4.0228324900000073e-08	0.0
703.7515311550528	-2.2480890423976234	495266.21760308126	5.053904342548264	791.3765170602722	-5.047601420194496	25.478280097149497	626276.7917544474	693.7885204352995	-0.2785342906392998	481342.511087802	0.0775813510619379	708.1468229519572	525.6819825673863	1.109353	25.643469	0.231905985	0.127004	0.0601558886	-0.0442324	-0.0785530489	0.1354433457	0.1266799758	0.0013030925	0.0172878234	0.0004863573	-0.1573181462	-0.1232732745	-0.1407448364	-0.0625314894	-3.65403e-05	0.0443142594	-0.0865495448	0.1378496956	0.0367450902	0.0768233394	-0.1224324558	0.0770257871	-0.0450497791	-0.0076369808	0.050233137	-0.0586466126	0.0527507311	0.0761089266	0.0083248712	0.0301021139	-0.0335907013	0.0735394057	-0.1048207058	0.1234831489	-0.0963054115	0.0471717776	0.0044517453	0.1311795837	0.0375266744	0.0644936343	-0.0820453288	-0.0244817617	0.0547390382	0.0058224642	-0.1364600885	-0.099587142	-0.0795190823	-0.0464507515	-0.0121008686	0.0228065294	0.0676927811	0.0025007872	0.1403021949	0.0078947873	0.036244913	-0.0300043835	-0.0403504225	0.0436674872	0.0427150138	0.1368115331	-0.0181935357	-0.0571332087	0.0658758493	0.0038521756	0.101327735	-0.0415438505	0.1457596576	-0.0614960265	-0.0524570858	-0.0551255927	-0.0262894191	-0.0123177698	-0.0794581936	-0.0022796133	-0.0457244322	0.0983120861	0.0020305652	0.0097559376	-0.0113029809	-0.0313321328	-0.0285661764	-0.0733313483	-0.1026798442	-0.1415701047	-0.0326185752	-0.1499957942	-0.009803937	-0.0295123893	-0.0207701662	-0.1143399911	0.1003674149	0.0818599592	-0.0860034626	-0.1044308785	0.0061860143	-0.105454092	0.0849484974	0.0360818237	0.0257574948	0.0688461184	-0.0333745172	-0.108643553	0.0	0.0	0.0362656	0.0106442	0.00011329899364	0.00131519374336	0.217625	0.104626	0.047360640625	0.010946599876	0.886202	0.057751	0.003335178001	0.7853539848040001	-0.00519325	-0.00052738	2.69698455625e-05	2.7812966440000005e-07	-2.15377e-05	-0.0004208657	4.638725212899999e-10	1.7712793743649e-07	-0.00261529	0.0002294499999999	6.839741784100001e-06	5.2647302499999994e-08	0.0
703.7821075261709	0.0305763711180588	495309.25487397873	0.0009349144707492	794.1431805949579	2.7666635346856765	7.654427114159441	630663.3912854759	692.7622916372854	-1.0262287980140172	479919.59271454334	1.0531455458732946	707.7145001135805	513.2789277796181	1.086619	25.117952	0.1184731649999999	0.0726445	0.0698110569	0.0361650338	-0.0436692971	-0.0705141836	-0.0879120222	0.1430939029	0.0920276551	-0.0320655038	-0.0216848688	0.0251192597	0.0376789528	-0.0685503292	0.0342739219	0.1199161264	0.0730273085	-0.0443235536	0.0393396529	0.1343371262	-0.0070446282	0.0713713923	0.0787212393	0.0475693568	-0.1059783209	0.0795136481	-0.0865380142	0.1435920475	-0.1012747674	0.0411261843	-0.0962538414	0.0427389227	-0.1074545442	0.0202540136	0.0314304985	0.0518815943	0.0690185103	-0.00232159	0.0644415408	-0.0217173703	0.1123062897	-0.0179588018	0.1226224245	-0.0271762617	-0.004563477	0.1014189132	0.0918805049	0.0450244566	0.0148500072	0.1054603145	-0.0479300598	0.0807413303	-0.0100874592	-0.10675237	-0.0414307687	-0.0420016322	-0.1096370534	-0.1146701319	0.0958049232	-0.0776153287	-0.1448828336	0.030811444	0.0616485833	0.0388555374	0.039946985	-0.0363564461	-0.0508264773	-0.1050823566	-0.1706322263	0.1547394158	0.0979145794	-0.0227106308	0.0251940129	-0.0180768924	-0.1057115424	0.0800415382	-0.1052998902	0.0047182439	-0.0594987213	0.0829434421	0.0534504011	-0.0981341121	0.0155884347	0.0792689984	-0.0894420663	-0.054395856	-0.0535900565	0.0506879161	0.1025073085	0.0967683961	0.011274375	-0.0073449187	0.1343597731	-0.0047335346	0.0478299124	0.0417228101	0.0321824327	0.0702457636	0.0667443411	0.0668896282	-0.0379742494	-0.1108851636	0.0	0.0	0.0410248	0.0047591999999999	2.2649984639999983e-05	0.00168303421504	0.22902	0.0113949999999999	0.0524501604	0.0001298460249999	0.955328	0.0691259999999999	0.0047784038759999	0.912651587584	-0.00506507	0.00012818	2.56549341049e-05	1.6430112400000078e-08	-0.000200937	-0.0001793993	4.0375677969e-08	3.218410884049e-08	-0.00225901	0.00035628	5.103126180100001e-06	1.2693543840000005e-07	0.0
704.850953419006	1.0688458928351563	496814.8665356818	1.1424315426305829	795.7027112017287	1.5595306067707495	2.432135713454743	633142.8046137816	693.9415892666846	1.179297629399116	481554.929313972	1.3907428987063748	709.1646332521015	518.721904399187	0.943333	21.805798	0.1807133999999999	0.0994685	0.0676886293	0.0104534407	0.0645305966	0.0096644278	0.0443938354	0.0481998047	0.1406700782	-0.0025885781	0.0819609779	0.1485319896	-0.0974283493	0.0416092329	-0.0608932694	0.0709610856	-0.0065359619	-0.0261261688	0.02398432	0.024646484	0.0651543717	0.0784959879	0.0017863066	0.034532561	0.0732731491	-0.0917682885	-0.067200946	0.0897052168	-0.0469316269	-0.0824152642	0.1606244143	-0.036209586	-0.041638636	-0.1125550131	0.0802249084	0.099511374	-0.0555701821	0.0166268399	-0.0316868615	0.0546239792	0.1411336966	-0.081444973	0.0532789724	-0.0736920819	-0.0508502255	-0.0697246734	-0.123471386	0.007871106	-0.0930917979	-0.0128398807	0.0161796022	-0.0286272366	-0.0695542458	0.0239354103	0.0380714034	-0.0637205192	0.1336120997	-0.0321783236	0.0120359813	0.0271706345	-0.0377463276	0.0025604145	0.1217098033	0.0426128019	-0.1112136808	-0.044284842	0.0016849398	0.0555033944	-0.0102880325	0.0394868067	-0.0358106183	-0.0281280355	-0.1521390619	0.0016463025	-0.1731181659	0.0341894078	-0.0532573619	-0.0741407518	0.1118988195	0.1471086641	0.1874439721	0.0575383859	0.0138423203	-0.0693717865	-0.1149366835	0.0124987901	-0.0522179644	0.0845016329	0.0625234226	-0.1034943201	0.0289527514	0.0147256389	-0.0336987953	0.1016045732	-0.107844654	0.1553629826	0.0511180648	0.0271455638	-0.0551660596	0.0649037979	-0.0425073619	-0.112689161	0.0	0.0	0.0500154	0.0089906	8.083088836000002e-05	0.00250154023716	0.181163	-0.047857	0.032820032569	0.002290292449	0.868947	-0.0863809999999999	0.0074616771609999	0.755068888809	-0.00556353	-0.00049846	3.0952866060899995e-05	2.4846237160000004e-07	-0.000404263	-0.0002033259999999	1.6342857316899997e-07	4.1341462276e-08	-0.00230692	-4.7909999999999967e-05	5.3218798864e-06	2.2953680999999966e-09	0.0
