global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
685.7076891720584	n/a	n/a	470195.0349896842	850.7349035627545	n/a	n/a	723749.8761399293	636.0277628184772	n/a	404531.31507587706	n/a	658.357952317942	527.9021634802868	n/a	n/a	n/a	n/a	-0.009754924	0.04738709	-0.0885670733	-0.0392224214	0.0269865167	-0.0151914827	0.0600381617	-0.0300563194	0.0590049363	-0.1746729025	-0.1328927249	0.0286063751	-0.067710694	0.1291056336	-0.0167529259	-0.0101559705	-0.0218772247	0.0041929791	-0.0695991023	-0.0244495247	0.0194082486	-0.0230517751	0.0574979421	-0.034793603	0.0001229397	-0.0049833201	-0.011512205	0.1178424469	-0.0805746548	0.104670338	-0.0452133374	0.0608558509	-0.0384380203	0.0229408213	-0.056748022	0.0653307074	-0.0686828173	0.0523888004	-0.013934299	0.1150087518	-0.0221312323	0.1381749959	-0.0042839923	-0.0341626281	0.1204073549	-0.0605405751	-0.0342456723	-0.0154596988	0.0623855721	0.0846828395	-0.0500570185	-0.1197874008	0.0637469057	0.0220977279	-0.1207611519	0.1011737418	0.0235198553	0.1442447734	-0.112316278	-0.1069235846	0.0898497279	0.142039753	-0.0306271394	-0.0206345774	0.0063053305	-0.0367013316	0.0456961305	-0.0346843357	-0.0055374426	0.0510348736	-0.0701801206	0.014316429	-0.079146235	0.0398907418	-0.1080231696	0.0925740787	0.0157740493	-0.0796897528	0.0042182223	-0.1996363186	0.0691928614	-0.0309099049	0.0317104393	-0.0952464515	0.0441367583	-0.0074041018	0.1900901404	-0.0606512888	0.057107802	-0.1318184767	0.0621591218	-0.037786615	-0.0010575234	-0.0148903038	0.0579853261	-0.0755407822	-0.0298538833	-0.0410771854	0.0343212318	0.0121591249	-0.0669193314	0.0670868449	0.0395227686	0.0185897495	-0.1455209758	-0.0279134741	0.0386285162	0.1147017419	0.1146833673	0.1146527451	0.0254942	n/a	n/a	0.00064995423364	-0.0586882	n/a	n/a	0.00344430481924	-0.101768	n/a	n/a	0.0103567258239999	-0.000239283	n/a	n/a	5.7256354089e-08	0.000487033	n/a	2.37201143089e-07	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
684.9463561261906	-0.7613330458677865	0.5796280067303211	469151.51077054633	845.9136360341564	-4.821267528598128	23.2446205823147	715569.8796285272	636.106952955479	0.079190137001774	404632.0555983039	0.0062710777983597	657.0145253036876	529.7126451063327	0.99435	22.8465	0.21027738	0.108202	-0.0054411311	-0.0839678864	-0.0848205961	-0.0442141623	0.0025767016	-0.019397693	-0.0523178661	0.0714001901	0.0895594325	-0.0054366327	0.1118895713	-0.0143476608	0.0573294818	0.0061662021	-0.0200694777	0.0058901101	0.0921324769	0.0432089818	-0.0268705691	-0.0207935497	-0.0707381282	-0.104329566	0.0925314503	0.0812772044	0.0272632675	-0.1060034766	0.0375361705	0.1138298755	-0.0418581617	0.1362958794	0.1084242865	-0.0313764167	-0.0101673006	-0.0043350535	0.0740004055	-0.062973496	-0.124278536	-0.014167578	0.0370648345	-0.019149067	0.0342169317	0.0334471401	0.0390481182	0.1377945751	0.0972260754	0.0688351311	-0.1315441345	-0.0853449732	-0.0466340317	0.0526607029	-0.0492507263	-0.0392285782	0.0355894408	0.0735087122	-0.1219845922	0.013389198	-0.0241657791	0.0015912283	-0.0878660962	-0.0090233998	-0.0090978144	-0.0379454996	0.0217009204	-0.0009531982	-0.0235275882	0.0260081575	0.0127812684	-0.1659610476	-0.0075759864	0.0014094858	0.0612674596	0.125177412	-0.1043646431	-0.0160631973	-0.0518852563	-0.038854812	0.159205325	-0.0535333001	-0.0753154687	0.0578371709	-0.0062413903	-0.0486839857	-0.0504901607	-0.1323651958	-0.1492054676	-0.0259048311	-0.0497586397	0.0323960768	0.0050035549	-0.0354822402	0.06924102	0.0604946518	-0.0048523477	0.0473038131	0.0630420992	-0.0749631729	0.0083413591	0.0294976158	-0.0482187008	0.1132253226	-0.0830864271	0.1012454742	0.043538075	0.004022642	-0.0515284653	0.0805109436	-0.0805714353	0.1146527451	0.1144874327	0.1142120884	0.0255048	1.05999999999995e-05	1.1235999999998938e-10	0.00065049482304	0.00703618	0.06572438	0.0043196941263844	4.950782899240001e-05	-0.02472	0.077048	0.005936394304	0.0006110784	0.000629386	0.000868669	7.54585831561e-07	3.96126736996e-07	0.000968252	0.0004812189999999	9.37511935504e-07	2.3157172596100002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
684.8005207864364	-0.1458353397541714	0.0212679463212146	468951.75326937455	847.8712971570129	1.957661122856507	3.8324370719438	718885.7365427157	635.764168392734	-0.3427845627450097	404196.0778121045	0.1175012564562874	657.5406833470514	540.0306251219754	1.105117	25.391514	0.181196935	0.0980967	-0.0232376073	-0.1031636318	0.0610486	-0.003107565	0.0532854427	-0.0413583782	0.0458119182	0.0897129647	0.1530011762	-0.0238401777	-0.105594135	-0.0215554252	-0.0250045886	-0.129762372	0.0346191985	-0.0243407261	0.0948352983	0.005583856	0.0329524337	0.1419909186	0.0434749643	0.0682650327	-0.0428362053	-0.0547257852	-0.0331572278	-0.094073344	-0.0295371841	-0.1204612127	0.1416401285	-0.0663854165	0.0442191425	-0.1511433745	0.0616576878	0.0171927706	0.1024285346	-0.1317853224	-0.0844927625	-0.0627565516	-0.0506691162	0.0446979844	0.1270811905	-0.005107007	-0.0625805154	-0.0550559335	0.085160078	-0.0080567224	0.1039470666	0.0570854633	-0.0313685366	-0.0660326282	-0.0582952483	-0.0867103378	0.004556049	0.0329778303	-0.009777426	0.1165073587	-0.0012879326	-0.0634459602	0.0053052809	0.0148442432	-0.1871308556	0.1177546294	-0.0022022118	0.0508303775	0.0390005379	0.0467202197	-0.1260052179	-0.0381788196	-0.055874701	-0.0143660575	-0.1348429235	0.0234206039	-0.0660462521	-0.0355486887	0.1489636042	-0.0542017878	0.0251664368	0.1061942749	0.0067379892	0.2228400597	-0.131745698	0.0216540313	0.0500109056	-0.0387482924	0.080056355	-0.0691238107	0.0492071604	-0.0414837049	-0.0021986117	-0.0360082885	0.0067859007	0.0818338165	0.0476749918	0.1283476993	0.0225888337	0.0278516546	0.0721543269	-0.1100312023	0.0619513143	0.0305059573	-0.0111778102	-0.1107932035	-0.0717889168	-0.0827002673	0.1568877811	0.0262023304	0.057489952	0.1145547726	0.1140958982	0.1133324686	0.0155677	-0.0099371	9.874595641000002e-05	0.00024235328329	0.0741938999999999	0.0671577199999998	0.0045101593555983	0.0055047347972099	-0.042619	-0.0178989999999999	0.0003203742009999	0.0018163791609999	-0.000790496	-0.001419882	2.016064893924e-06	6.24883926016e-07	0.00074328	-0.0002249719999999	5.524651584e-07	5.0612400783999977e-08	-7.92083e-05	-7.92083e-05	6.27395478889e-09	6.27395478889e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
685.0237192257297	0.2231984392932418	0.0498175433029389	469257.4959018513	844.4073934106632	-3.463903746349729	11.998629163975687	713023.8460465905	636.0960312954955	0.3318629027615998	404618.16102988005	0.110132986229355	657.4492582813535	534.8467484500663	1.220421	28.040771	0.1193621049999999	0.073257	-0.0129287405	0.05080154	0.0741044881	-0.0182612815	-0.0376021909	-0.0348079236	-0.0149948917	-0.0843937121	-0.0857691054	0.127843642	0.0360034458	-0.0908252795	0.0669640447	0.0618892483	0.0954138199	-0.0099563382	-0.1333185212	0.0150497069	0.1191564878	-0.0500333612	0.0054601929	-0.1024951917	0.1407610544	-0.0095933656	-0.0853461964	-0.0002757891	0.0350957302	-0.0501232717	-0.091666553	0.0836606963	-0.0078955296	-0.0113838512	-0.0620204087	-0.0736188654	-0.0987872512	0.0404616243	-0.0135292565	0.0912538929	-0.0907002096	-0.0860500305	0.0170397831	-0.0138597494	-0.127024131	0.0714154806	-0.0212413447	-0.107184207	-0.1010620952	-0.0615375738	0.0488065331	0.1130972856	-0.1279799476	0.0358720653	-0.1071124385	0.0348459012	0.1846642627	-0.0603266388	0.063846026	-0.0517664092	0.1048253472	0.0203916191	-0.0483710752	0.0251035458	-0.0624446542	-0.1016924064	-0.0073494711	-0.0125826576	0.0162288057	0.1147322146	0.0659744434	0.0737759046	0.0864972873	0.1538668293	0.063202473	0.0444046777	0.0387984101	0.0610483304	0.0670194045	-0.0301405359	0.0043937449	-0.0336034575	-0.0421651971	0.0136032533	0.0877824293	0.0380728574	-0.0722952982	0.047713384	0.0972064242	0.0667311767	0.0117906958	-0.0811877401	0.0805879279	-0.0232862936	-0.1025339866	0.0122140364	-0.2895375782	-0.0265826814	-0.0851496603	0.1015000827	0.0366175359	0.0678009824	0.0386335318	-0.0197723359	0.1463543498	-0.0054087274	-0.1251327362	-0.0363715177	-0.0601516225	0.1144078661	0.1135094328	0.1120172664	0.0102442	-0.0053235	2.833965225e-05	0.00010494363364	0.00683356	-0.0673603399999999	0.0045374154049155	4.66975422736e-05	-0.0409664	0.0016525999999999	2.7310867599999905e-06	0.00167824592896	-0.000408581	0.000381915	1.4585906722500002e-07	1.66938433561e-07	0.00118267	0.00043939	1.3987083289e-06	1.9306357210000002e-07	0.0	7.92083e-05	6.27395478889e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
684.4502476611502	-0.5734715645794495	0.3288696353812017	468472.14152340987	844.983780873127	0.5763874624637992	0.3322225068854575	713997.5899386447	635.4273631957661	-0.6686680997294161	403767.9338979241	0.4471170275957483	656.6942317522874	536.3009334256644	1.151526	26.457827	0.11731066	0.0662928	-0.0208993799	0.0086887848	0.0215333546	0.1148869175	0.0175351796	-0.0498005367	-0.0174431587	0.0102005347	-0.0732853592	-0.0343104541	0.0454395746	-0.0726165383	-0.0260434874	0.1355470272	-0.0536872261	-0.0326594902	0.0552725349	0.0539938733	0.0892664464	0.0655879182	-0.0001698294	0.1510239317	-0.0187213169	-0.0708131958	-0.0005487998	-0.0042517339	0.0756337531	0.0430348637	-0.0532097394	-0.1200918382	-0.0094890602	0.1255971515	0.031529888	-0.1219803976	0.0192752793	-0.0424700822	0.0348058104	-0.0880091208	-0.0269606978	-0.0474054897	-0.0292318539	0.0150837617	0.037696443	0.0325684303	0.0210256406	0.0017156171	-0.038835347	0.0353096095	-0.0421200272	0.0224675219	0.1071074549	0.0783934554	0.0654145451	0.0807827191	0.0265536975	0.0246339506	-0.2450232339	-0.0768852005	-0.0007933277	0.1244509705	0.0332502105	0.0059119783	-0.0082140917	0.0540340085	0.0101724544	0.0986153634	0.031665137	0.0948703886	-0.030486455	0.0167954786	-0.130598739	-0.0616540022	0.1175263309	0.0044096162	-0.0175106613	-0.0223923022	-0.0141074884	-0.0811670133	0.0754412337	0.0568400825	-0.024867301	-0.0417791574	-0.145216731	-0.041115436	0.0496796838	0.0382430207	-0.1379393902	-0.0382748737	-0.0199601242	0.015097971	0.0754606469	0.0199459853	-0.0615521086	0.0999336119	-0.0607097312	0.0202173044	0.142676355	0.1045851816	0.0384729535	0.0020351978	0.040865393	0.0495465184	-0.007387882	-0.0096193318	-0.0247265663	-0.0153291919	0.0993125744	0.1142120884	0.1127290384	0.1102715368	0.022222	0.0119777999999999	0.0001434676928399	0.000493817284	-0.0298407	-0.03667426	0.0013450013465476	0.00089046737649	-0.0629748	-0.0220083999999999	0.0004843696705599	0.00396582543504	0.000487113	0.000895694	8.022677416360001e-07	2.37279074769e-07	0.00121998	3.7310000000000034e-05	1.4883512004e-06	1.3920361000000026e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
684.6552757779713	0.2050281168210403	0.0420365286871821	468752.8466506099	844.9474378583477	-0.0363430147792769	0.0013208147232467	713936.1727433864	636.7761071825074	1.3487439867412832	405483.8106785082	1.8191103417707704	657.9121164663263	525.6395792758331	1.073452	24.663971	0.13412448	0.0697797	0.0030336236	0.0878898527	-0.0096744894	0.0497393574	-0.0722362131	0.1329291428	0.0504970755	-0.0408325242	-0.0045357828	-0.046597769	-0.0562736781	-0.0188673632	-0.0689755214	-0.0187913965	0.1028128669	-0.0158643102	-0.0281556583	-0.033023829	-0.1748781603	0.0042505558	-0.0309040978	-0.0441849673	0.0766001974	-0.0062489371	-0.0509597543	-0.0282819505	-0.0738014696	-0.0534762091	0.0109073325	-0.0257778657	-0.1065828953	-0.035943067	-0.0649146475	0.0376243304	-0.0244332233	0.0331680734	0.0425322211	-0.0268079708	0.1664528	-0.1003922875	-0.0678925118	-0.2127994051	-0.0777287378	-0.0832960616	-0.0143411325	0.0531325167	0.0809464168	0.0111553846	0.1224429182	0.0287186216	0.0393937259	-0.0129655548	-0.0217041817	0.1028694659	0.0649074605	0.0015737607	-0.0079680948	0.0289943437	-0.1114115942	0.122383144	-0.0599656896	-0.0180905335	0.0460248705	0.095489664	-0.0596316778	-0.1316514028	0.0409279146	0.0187801575	0.011854851	0.0159427571	0.0223794413	0.0936020116	0.0160071642	0.1038400825	0.0060475427	-0.0484855792	-0.0662002686	0.0509258331	-0.0169741697	-0.1072745729	-0.0012151913	-0.0723776421	0.0678477318	0.1048051984	-0.0304202487	0.069237017	0.0331634805	0.0042922503	-0.0607760054	0.0530599572	-0.1327016908	-0.057641934	-0.1340113084	0.1235064422	-0.0014655943	-0.0862026032	0.1648019235	0.0322193489	-0.0291743046	-0.098703319	0.067304541	0.0280652052	-0.0145143652	0.1018250308	0.0066392495	-0.0375777385	-0.0714650849	0.1139675232	0.1117560484	0.1081019891	0.0050709	-0.0171511	0.0002941602312099	2.571402681e-05	0.030972	0.0608127	0.00369818448129	0.0009592647839999	-0.0833016	-0.0203268	0.00041317879824	0.00693915656256	-1.11546e-05	-0.0004982676	2.482706012097601e-07	1.2442510116e-10	0.00100157	-0.00021841	1.0031424649e-06	4.7702928100000025e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
684.904698168202	0.2494223902307339	0.0622115287484125	469094.4455728759	843.8371428169231	-1.1102950414245925	1.2327550790120374	712061.1235974283	636.1698902364519	-0.6062169460554969	404712.12924345926	0.3674989856848533	657.4469464784677	516.4621813531729	1.077384	24.754322	0.12274148	0.0584453	0.0165870465	0.0166391435	-0.1153515813	-0.1395019101	0.0028509415	0.0210571818	-0.0139832398	0.0170557383	-0.0232177951	-0.0025596205	0.1244724248	-0.1114607057	-0.043796023	0.0204797179	0.0345051879	0.000406553	0.0030989501	0.0165560983	0.0492322783	-0.0572066261	-0.1050657775	-0.0135112791	0.1422176876	-0.006823758	0.0408566091	-0.1141307441	-0.0609621796	-0.0456982121	0.0907637448	-0.0419784572	0.1040359917	0.0347105721	-0.0163292232	-0.0983235559	0.0912506478	-0.081404405	0.0801707349	-0.1099438133	0.0021885751	-0.097191639	-0.0597829552	0.0626802009	0.007227689	-0.0136187584	-0.025173353	-0.0734004666	0.1654708985	-0.0143680669	-0.0517007975	-0.0323836407	0.0397165516	0.0200516084	-0.0123578908	0.0058193408	-0.0691121998	-0.0568529994	0.0517424377	0.0324667393	0.1366483743	0.0094064178	0.0177305372	0.0443332942	-0.0481474309	-0.0783648308	-0.0038243194	0.009506834	0.097366969	-0.1247623496	-0.036471667	0.059741484	0.0362949409	0.1243888447	-0.0323495958	-0.0419948751	0.0153313684	0.0283811876	0.0374729649	0.0740202098	0.0134792219	0.1590397556	-0.0134240806	0.0374109659	-0.0448822829	0.0737121594	0.0076070666	0.0282723371	-0.1505588442	-0.0608867957	0.0018422118	0.0303972072	-0.045261848	-0.1134104471	-0.0571536066	-0.0432528757	-0.0259351077	-0.0444962748	-0.0354292364	-0.0086193185	0.0298754394	0.0154977545	0.1178439802	-0.1064352447	-0.0283767111	0.0273116148	0.0959144683	0.1238664511	-0.1287085809	0.1136742748	0.110592125	0.105516962	0.0154885	0.0104176	0.00010852638976	0.00023989363225	-0.00392895	-0.03490095	0.0012180763109025	1.5436648102499998e-05	-0.067382	0.0159196	0.00025343366416	0.0045403339239999	0.000802572	0.0008137266	6.621509795475599e-07	6.44121815184e-07	0.00141791	0.00041634	2.0104687681e-06	1.7333899560000005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
684.5513731415805	-0.3533250266215191	0.1248385744370971	468610.58247002336	846.6930980616586	2.855955244735469	8.156480359932033	716889.2023052494	635.8141098705811	-0.355780365870828	404259.58231051936	0.1265796687391802	657.3452582519761	534.1300125243412	1.166674	26.805876	0.04519855	0.037208	0.0015253673	-0.1227545836	0.0613044912	0.0642664052	0.0688588818	-0.0407218657	-0.0105974249	0.0636549115	0.0318617129	-0.0097053887	-0.0025236821	0.0570276734	0.0018538961	-0.1510328721	-0.0626665202	-0.0018384783	0.0523312993	0.0295908438	0.0714844953	0.0552168177	0.0470332052	0.0653049626	-0.1068092907	-0.0445008109	0.0446685501	0.1172704836	-0.018081018	0.0738217045	0.053397963	0.1159911537	-0.0455925168	-0.0244711001	0.0104780915	0.0961649452	0.0990886319	0.0094906834	0.0415290654	0.0044248404	0.0063764897	0.0959955495	0.0078803916	-0.0195719895	0.0530511023	-0.0438323533	0.1098017613	0.0729392572	-0.1123758788	0.0262257709	-0.0215893041	0.0167655774	0.0230591998	0.0616549286	0.0132172825	-0.045765755	-0.1040026951	-0.1276757027	0.0240267043	-0.1703307133	0.0289219226	0.1503727404	0.0006725564	0.0827669458	0.0186562047	0.0275317594	0.0291197645	0.0855314761	-0.1165903603	-0.01302254	-0.0561779829	-0.019420576	-0.0599033921	-0.0776447038	0.0403261778	-0.084173894	0.1198266015	-0.0064473392	0.0101868134	-0.0476970437	0.0115106208	-0.049224634	-0.0073579027	-0.0600976105	0.0193790674	-0.004317444	0.035881905	0.0580155835	0.0384683288	-0.0460511231	0.1853011571	0.0095946651	-0.0399370803	0.113503484	0.0231911156	-0.0445234581	0.1465220454	0.0318500761	-0.1061195139	-0.0369520338	-0.0080885442	0.0282529508	-0.0376955877	-0.0514662042	0.1585473798	0.135925552	0.0982648151	0.0042828157	-0.1066209793	0.1133324686	0.1092392569	0.1025263906	0.0177289	0.0022403999999999	5.0193921599999925e-06	0.0003143138952099	0.0327739	0.03670285	0.0013470991981225	0.00107412852121	-0.0730457999999999	-0.0056637999999998	3.2078630439998864e-05	0.0053356888976399	0.000802572	0.0	0.0	6.44121815184e-07	0.00142974	1.183e-05	2.0441564676000005e-06	1.399489e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
684.4909631929928	-0.0604099485876759	0.0036493618883656	468527.878692871	845.6861733934109	-1.0069246682477342	1.0138972875258097	715185.1038687902	636.6605385192995	0.8464286487184154	405336.6413076845	0.7164414573712826	657.9677448711948	534.5062185060592	1.115794	25.636831	0.09443083	0.0603101	-0.0227879877	0.0413009466	0.1180743546	0.0239522036	-0.0329085127	-0.0072157943	0.051087993	-0.0881555161	0.0545804642	0.0933731989	0.0249302392	-0.07334649	-0.0123505082	-0.0046493057	0.0822269456	-0.0157247338	-0.0048958589	-0.0001165129	-0.0671950425	0.0750183037	0.0872370252	-0.096304475	-0.0024587516	0.0261939025	-0.0210423754	0.0444122204	0.0301435292	-0.046040494	-0.0287614959	-0.0622219189	-0.049239734	-0.0911982815	-0.1616000658	-0.0113809724	-0.0901642294	-0.0421712148	-0.0455068765	0.1085148147	0.2003647708	-0.0461322702	0.1020552778	-0.1940450339	-0.0813455174	-0.1217294922	-0.0416413607	-0.0157502393	-0.0028358245	0.0774716572	-0.0669841461	-0.0996673129	0.090680753	0.1028061822	0.0328788315	0.0931061289	0.0378406461	-0.0510957751	-0.0623751329	0.0490246239	0.0124006643	0.0482933422	0.1342656167	0.0132032206	0.0080120841	0.0512528497	-0.0283972564	-0.0650100769	-0.0834072233	0.0874667071	0.0100447049	0.0514342394	0.0341631495	0.0749139873	0.0330786408	0.0493607547	-0.0244695709	-0.0082774592	0.0575610738	0.0724513931	-0.1032525564	-0.0494120883	0.0929694339	-0.0284807325	0.0542916348	0.146284213	-0.141630978	0.0520860343	0.1097473484	0.0659644305	-0.0839634728	-0.0586056651	-0.097948598	0.0186093008	0.0337170688	0.1117901498	0.1119351448	-0.0907763541	0.0333942435	0.0377972939	0.0863602497	-0.010931896	0.1513226094	0.0093713424	-0.0530385236	-0.1249327557	0.0613122192	-0.0996967483	-0.0920916536	0.1129422506	0.1076997553	0.099141769	0.00507952	-0.0126493799999999	0.0001600068143843	2.58015234304e-05	0.0411513	0.0083774	7.018083076e-05	0.00169342949169	-0.0639114	0.0091343999999999	8.343726335999825e-05	0.0040846670499599	-0.000267801	-0.001070373	1.1456983591289997e-06	7.171737560100003e-08	0.00121472	-0.00021502	1.4755446784000005e-06	4.6233600400000014e-08	-5.293960000000001e-23	-5.293960000000001e-23	2.802601248160001e-45	2.802601248160001e-45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
685.3819154135698	0.8909522205769917	0.7937958593510726	469748.36997597374	846.6178616450981	0.9316882516872056	0.8680429983319617	716761.8036565183	636.44539478102	-0.2151437382794938	405062.7405379684	0.0462868281208753	657.4923946571749	538.0251309778362	1.089921	25.04236	0.11908698	0.0741831	-0.0341344362	0.1235486629	-0.0328755478	-0.0534117677	-0.0263548405	-0.0135435761	-0.0444226665	-0.0949712375	-0.1319644832	-0.0351269694	0.021459203	0.0590969262	0.0601580509	0.0311689391	-0.0146714182	-0.0211409935	-0.0667291144	-0.0112089414	0.0705371301	0.0550113647	-0.1645739912	0.06664546	-0.014906419	0.0500977857	-0.070083347	-0.0128214004	0.0647424228	-0.0869286111	0.0454175773	-0.1557339866	-0.1266986151	0.0013852073	-0.0085418615	0.0174369309	-0.0583193589	-0.0961326679	-0.0284160814	-0.0395063107	-0.0793101705	-0.1110787354	0.0269368128	-0.0910749539	0.008545347	0.1706574167	0.0240261855	-0.0512623638	0.0119065064	-0.0268371962	-0.0462055927	-0.1289684173	0.0379572211	-0.1527755702	-0.0571112971	-0.1192396416	-0.0419343474	0.1176972574	-0.0141625471	0.0292849665	0.1126145013	-0.1773528502	-0.0585116863	-0.0884011136	-0.0590892519	-0.0720121027	0.007594493	-0.0098900337	0.1121338125	0.0681108587	-0.0413066105	-0.1318814864	-0.0449958107	-0.0032870597	0.1048849067	0.0452701769	-0.017430519	0.055331854	-0.0862133369	0.0805025263	-0.020856681	0.1023871898	-0.0799214376	-0.0078776223	-0.082850823	-0.0430910604	0.0771732212	0.09463809	-0.0021177055	0.0029181006	-0.224474317	-0.061276915	0.0035560011	0.0190374214	0.0225368914	-0.0445714989	-0.0389375233	-0.0370248513	-0.0762356517	-0.1264279457	-0.0892410689	-0.0921710133	0.0218606344	-0.0044058458	-0.137553035	-0.1008254969	0.0147276217	0.0292907674	0.1999595172	0.1125037874	0.1059762505	0.0953761056	0.0172553	0.01217578	0.0001482496186084	0.00029774537809	-0.0203185	-0.0614698	0.00377853631204	0.0004128414422499	-0.0635152	0.0003961999999999	1.569744399999995e-07	0.0040341806310399	0.000538933	0.000806734	6.50819746756e-07	2.904487784890001e-07	0.00130889	9.416999999999996e-05	1.7131930321000002e-06	8.867988899999995e-09	-1.05879e-22	-5.29394e-23	2.8025800723599998e-45	1.1210362640999999e-44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
