global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	c_comp_cor_14	c_comp_cor_15	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06
784.3631440837513	n/a	615225.5417969476	n/a	963.399325917917	n/a	928138.261179097	n/a	739.2232075061847	n/a	n/a	546450.9505157318	785.038221361393	680.3448789975151	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0259843	n/a	n/a	0.0006751838464899	-0.804942	n/a	0.6479316233640001	n/a	-0.0935276	n/a	n/a	0.00874741196176	-0.0167306	n/a	n/a	0.00027991297636	0.00321651	n/a	n/a	1.03459365801e-05	-0.00432055	n/a	1.86671523025e-05	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0
797.185181169571	12.822037085819716	635504.2130763618	164.40463503013615	1020.0449869197352	56.6456610018181	1040491.7753400828	3208.730910332896	749.4292076034576	10.206000097272865	104.16243798553369	561644.1372091464	800.3727797470979	696.1428479581837	5.950415	123.356613	0.89196015	0.471566	-0.0680368056	0.1965784218	0.3497191718	-0.108824169	0.0509163956	-0.8443118476	0.0276888073	-0.1528208714	0.1698827061	-0.0157772368	0.0131358065	-0.0874070231	0.0995502814	-0.195391411	0.0805826287	-0.0493346442	0.0761206321	-0.0711479073	0.1251143356	-0.0174802188	0.0477799671	-0.2047019023	0.7565422194	-0.3744233129	0.2584440366	-0.014212207	0.0723700517	-0.1729226515	0.0119011565	-0.0278156872	0.0569969489	-0.0595920599	0.0156398319	-0.0354729721	0.0203213471	-0.0272664309	0.0310603237	-0.0037093865	0.0459027856	-0.0454885105	0.0142061943	-0.0208208674	0.0023129916	-0.0393855837	0.0391902361	-0.0325238548	0.0403999433	-0.0041527287	-0.0058527917	0.0051860563	0.0553914783	-0.0366785467	0.0224261561	0.0122875649	-0.0281262537	-0.0086635875	-0.0114445826	0.0235778337	-0.039127842	-0.0027084434	-0.0493679392	0.0308396927	0.0132493533	-0.0079134683	-0.0071091881	-0.0086292153	-0.011673886	0.0156022065	0.0465265257	-0.1935442823	0.9040776526	-0.0482762123	0.0225621368	-0.0804320386	0.0822007268	-0.0496969045	0.0330411783	-0.0957168214	0.0111042922	-0.1532436633	0.0751215299	-0.0073771483	0.0156611604	-0.0341056386	0.0127211292	-0.0235918637	0.0204114385	-0.0442619208	0.0025967076	-0.0121739997	0.0472511276	-0.0037949978	0.0229270647	-0.0172643746	0.0104926995	-0.0049353127	0.0007482167	0.0002135273	-0.0123914911	-0.0461147721	0.0222626431	-0.0131222556	0.0153772525	-0.0010757972	-0.001822787	-0.0219905108	0.0264265992	0.0042698557	-0.0123424106	-0.006921039	-0.0155169938	0.02791416	0.0297892436	-0.039368146	0.1150808405	0.1150621602	0.1150310286	0.0	0.0899617	0.115946	0.013443474916	0.00809310746689	-0.762541	0.042401	0.581468776681	0.001797844801	-0.337062	-0.2435343999999999	0.0593090039833599	0.1136107918439999	-0.0118082	0.0049224	2.423002176000002e-05	0.0001394335872399	0.00367286	0.0004563499999999	2.082553224999999e-07	1.34899005796e-05	0.000102275	0.004422825	1.0460175625000001e-08	1.9561380980625e-05	1.0	0.0	0.0	0.0	0.0	0.0	0.0
805.2684428207945	8.083261651223438	648457.2650030272	65.33911892213946	1013.3335794372522	-6.711407482482969	1026844.9432151138	45.04299039592838	757.6516405710737	8.2224329676161	67.60840390694011	574036.0084600395	805.2891595251012	692.5103906861673	3.117815	64.634659	1.014598	0.66981	0.08279125	0.181000412	0.2696914073	-0.0898899047	0.0203221441	-0.2495935758	-0.2002590849	0.0699834309	-0.2419493382	0.1215605289	-0.1205421819	-0.1726995831	0.0314968273	0.092874001	-0.386972727	0.3057449854	-0.10229952	0.1625708921	-0.1424462297	-0.1780227845	0.0313667207	-0.1203598639	-0.2314394438	0.0152505234	0.0874701931	-0.1990588352	0.1986976496	-0.2340131718	0.0906441669	-0.104502186	0.1932477803	0.0875816245	0.0404255152	-0.0974757124	0.0087943813	0.0664898108	0.1791065649	0.0094175298	-0.1015339927	-0.0743685916	-0.0273942282	-0.1077667648	0.0289756165	-0.0514005798	-0.0217197953	-0.0848707536	-0.1042475578	0.0983072733	0.0910799322	0.054989931	0.0960515693	-0.1124023842	0.0411547634	-0.0545215723	0.0624105324	-0.0047364725	0.0801803798	-0.0154429924	-0.0699475152	0.0185443614	-0.0403002323	-0.0883577228	0.0206488605	0.0156389898	0.0381431659	-0.0835923866	-0.030205602	-0.0166359246	-0.0213590395	-0.1537680625	0.0389648044	-0.1095702182	0.2235288263	0.1755806947	-0.1334719689	-0.1923546634	0.2897663216	0.2216004087	0.2832721656	0.1881372969	-0.12310331	-0.2406919953	-0.1456416925	-0.0713494066	-0.130237419	0.047787486	0.0209391741	0.2885563667	-0.0079738903	-0.1573584905	-0.0690934444	0.0666971273	-0.1173145462	0.1025272784	-0.0302038995	-0.020391322	-0.0592014872	-0.032915647	-0.0757132605	0.0159289451	0.0177927824	0.0102820456	0.0376995705	0.0097183943	-0.0115127879	0.0480301189	-0.0843106833	-0.0697058771	0.0970705259	0.0123840617	-0.0361154125	0.0097297701	-0.0606003746	0.0729582508	0.1150310286	0.1148629665	0.1145830448	0.0	0.0459497	-0.044012	0.001937056144	0.00211137493009	-0.501942	0.260599	0.251945771364	0.067911838801	-0.45658	-0.119518	0.014284552324	0.2084652964	-0.000658072	0.0111501279999999	0.0001243253544163	4.33058757184e-07	0.00324741	-0.0004254499999999	1.810077025e-07	1.05456717081e-05	-0.000131527	-0.000233802	1.7299351728999996e-08	5.4663375204e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0
792.5276332077647	-12.740809613029796	628100.0493979012	162.32822959547246	1009.4241101114512	-3.909469325800956	1018937.0340742952	15.283950409378578	753.3400886405452	-4.311551930528481	18.589480049643868	567521.2891529446	802.9293292388521	667.2536134788222	1.855615	38.468307	0.277451865	0.152749	0.0852091541	0.023112758	0.1244138139	-0.0950866907	-0.0811474383	-0.0126643194	-0.1658441615	0.0337791334	-0.1939925098	0.1710692428	0.0797432158	0.1642928684	0.1998114082	0.2040526303	-0.1368676215	0.0091742658	0.0908821227	-0.1295792725	-0.1176989566	0.3739295793	0.1622300924	-0.1394131801	-0.0691858358	0.0432508181	0.0705163283	-0.0149021088	-0.079862271	-0.0861433409	0.1546295059	-0.0762890381	0.0078032086	0.0094476923	-0.187649357	0.047389154	0.0879899505	0.0070190269	0.0702641224	-0.1073167481	-0.0434941279	0.0942886872	0.0068966668	-0.0115555631	-0.0848778327	0.0729479771	0.0427073204	-0.0090618744	-0.0017921484	0.0024366612	-0.068846184	-0.0737638639	0.0661068962	0.0470058292	0.0806345498	0.0949552245	-0.0260774608	-0.0762080429	0.0125894922	-0.176419348	0.0263626654	0.1232808112	-0.0860377257	-0.0315161901	-0.0540734497	0.0026202073	-0.13932565	0.0889590904	0.0709297452	0.0034953681	0.0052112844	-0.144058178	-0.0309411729	-0.1082016768	0.2005743902	0.0441504436	-0.1924139697	0.0115913982	-0.1837095236	0.1151403583	0.0262388896	0.1216363009	0.1170303968	0.246399777	0.0021756478	0.1863837062	-0.2692358951	-0.0896327832	-0.0616690532	-0.0598403798	0.1623377435	-0.108232556	0.0890751555	-0.2219067171	0.2186079352	-0.0106014591	0.0884547415	-0.0449229543	0.0214952717	0.2056667122	0.0674333228	0.1737732543	0.0445763251	-0.1705625817	-0.0412947006	-0.00596534	-0.1516116406	0.0358131732	0.055164945	0.0701649683	0.0025014165	0.0111658334	0.0386583967	0.0158410613	0.0081420777	0.0119908687	0.1149314264	0.1144649238	0.1136888217	0.0	0.00897621	-0.03697349	0.0013670389627801	8.05723459641e-05	-0.368255	0.133687	0.135611745025	0.017872213969	-0.405219	0.0513609999999999	0.0026379523209999	0.164202437961	1.75155e-05	0.0006755875	4.5641847015625e-07	3.0679274024999997e-10	0.00281439	-0.00043302	1.875063204000001e-07	7.9207910721e-06	-0.000131527	0.0	1.7299351728999996e-08	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
792.265192733033	-0.2624404747316475	627684.1356163099	0.0688750027773725	1004.5690912811856	-4.855018830265635	1009159.059157507	23.571207842233896	752.916045089221	-0.4240435513241891	0.1798129334196302	566882.5709527939	800.57153691056	629.0508631821449	1.492269	30.935865	0.2357045	0.162844	0.2003008384	-0.1188317679	-0.030604415	-0.0595921621	-0.0125716768	0.0099750516	-0.2161212261	-0.1929623876	-0.1238813429	0.137431981	0.0287920627	0.134126951	0.1341899727	0.0591899546	0.1318612715	-0.1407147865	-0.1014634254	0.0057313358	0.1942859098	0.0857730268	-0.3535144324	-0.1865935684	-0.1000695534	0.0908738772	0.0012519459	-0.0506685217	-0.0962805444	-0.0385195234	0.0397267724	0.0156617018	-0.0587352827	0.0320258909	-0.0131423098	-0.047126883	0.0669939724	0.0134891022	0.0329913791	0.0363749838	-0.0557312171	0.1037661902	0.0797042688	0.0898803906	-0.0156986899	0.0004704136	-0.0468133606	-0.0487905911	0.0525692434	0.0405253951	0.0645890947	-0.0012454928	0.0977494004	-0.001903589	-0.0277654108	-0.058494721	0.1044845394	-0.0955382263	-0.1148109745	0.0434667223	0.0287800034	0.0470509671	0.0138245226	0.0265891661	-0.0434332516	-0.0158642638	-0.0738513361	-0.0603432674	0.1005417617	-0.1084326741	-0.1091998808	-0.2026072565	-0.058021937	-0.0516985107	0.0388333368	0.0329109527	-0.1103135707	-0.071776397	-0.1410880731	-0.0713742976	0.0607574166	0.1790541201	-0.0524378717	0.0056090668	0.1348767233	-0.0648978082	0.0011204713	-0.06764319	-0.0261883292	0.0161299841	-0.0388849208	-0.0433656843	0.1315818746	0.0200151822	0.1418559762	0.1033301343	-0.1504267778	0.0164640528	-0.056906087	0.0152060056	-0.1388725673	-0.1411265273	-0.0479922255	0.1650494341	0.0555075581	-0.0131099294	0.1776240271	-0.0178271906	0.0652564898	0.02390019	0.0265355211	-0.0154988028	0.0579400215	-0.0967973358	0.0818438807	0.0199224249	0.1147820769	0.1138687213	0.1123518419	0.0	-0.00364039	-0.0126166	0.00015917859556	1.32524393521e-05	-0.522926	-0.154671	0.273451601476	0.023923118241	-0.448597	-0.043378	0.001881650884	0.201239268409	-5.02425e-05	-6.7758e-05	4.5911465639999996e-09	2.52430880625e-09	0.00324741	0.00043302	1.875063204000001e-07	1.05456717081e-05	-0.000131527	0.0	1.7299351728999996e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
790.5113657913896	-1.7538269416434105	624908.2194453682	3.0759089412342786	1005.5530437335016	0.9839524523159752	1011136.9237617094	0.9681624284186215	752.124460819708	-0.7915842695130095	0.6266056557404449	565691.2045633364	800.1678086872879	615.6386794382381	1.09957	22.794914	0.147474415	0.106356	0.1903346491	-0.1682226743	-0.0738452151	-0.0167320123	-0.0343806849	0.0950712701	-0.1655972949	-0.0990162342	0.0303044871	0.0463470612	-0.0418086051	0.230892426	0.0501239141	0.026375947	0.1235029558	-0.0116333779	0.0050471827	-0.0435626773	0.1370199432	-0.1261437191	-0.0163722552	-0.158987034	-0.0207051416	0.0491604893	0.0196566024	-0.0587350882	-0.1450519648	0.0243406913	0.051909217	0.0972018869	-0.0832489857	-0.0026386626	-0.019679048	0.0592142682	-0.0788567984	0.0240297787	-0.008875301	-0.1224226938	0.0385725623	-0.1353307041	-0.0415301459	0.0930688383	0.033290236	0.1248455864	0.0981227771	-0.0241177997	-0.1320048819	0.0432832227	0.0192290437	0.0369391218	-0.0141630698	-0.0076239659	-0.0814691827	-0.1239369354	-0.0896088396	0.0893778908	0.026769883	0.0775378159	-0.0978842278	0.0591734963	-0.0253089329	-0.0026135028	0.047537653	-0.1684721182	0.0947229754	-0.1077653236	-0.143448833	0.0460511021	0.1044616635	-0.1594445192	-0.0849214511	-0.0079293013	0.0247097733	0.0033944172	-0.0379289661	0.0789690223	-0.1921245503	-0.1391750086	-0.0276507376	-0.0084347533	-0.0039650676	0.0506853118	0.0457245531	-0.0887497919	0.0270875901	-0.0083893843	0.0799306178	0.1505110633	-0.0624706626	0.1298292239	-0.0419115736	-0.0291871485	-0.0535420788	-0.0299210979	0.1060604459	-0.1981673302	-0.0179973872	0.0263534326	0.0261077819	-0.1927828588	0.0205972205	0.1488855338	-0.0714709112	-0.1362439006	0.0036662482	-0.0223475313	0.0304988478	-0.0582619598	0.0076439665	-0.0247485839	-0.0300728742	-0.105873903	0.0085815493	0.1244508931	0.1145830448	0.1130753912	0.1105773123	0.0	-0.0156214	-0.01198101	0.0001435446006201	0.00024402813796	-0.419996	0.10293	0.1763966400159999	0.0105945849	-0.425849	0.022748	0.000517471504	0.1813473708009999	6.69926e-05	0.0001172350999999	1.3744068672009996e-08	4.48800845476e-09	0.00324741	0.0	0.0	1.05456717081e-05	-0.0002106	-7.907300000000001e-05	4.435236e-08	6.252539329000001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
793.0010237251523	2.4896579337627145	628850.6236291396	6.198396627147629	1007.5747784111892	2.0217346776876184	1015206.934090357	4.087411106964658	753.513863217312	1.3894023976039307	1.9304390224675512	567783.1420606779	802.1422273662599	613.6918121731075	1.060071	21.976068	0.07924933	0.0391662	0.1922709746	-0.1673564122	-0.1044635688	-0.0240595177	0.0023750423	0.1206064376	-0.1115906014	-0.0950183773	0.1081289401	0.0450916756	-0.0966094565	0.069491295	0.0412668351	-0.0354437334	-0.0356092993	0.0302412285	-0.0614247219	0.0154203526	-0.0127070305	-0.0510697126	-0.0332096642	-0.1077148346	-0.0692544613	0.0501765865	0.0284530685	-0.0400094335	0.0157169853	0.1184756838	0.0701525021	0.1652777951	0.0176954466	0.0485010757	-0.1093174969	0.0608476867	0.0269884064	0.0444561677	-0.0662401205	0.0829809511	0.0348973794	0.0536821642	0.0552529534	0.046408485	-0.0734709336	0.0236939397	0.110332879	0.0292148627	-0.0379176575	0.002933939	0.0729504441	0.0458534332	-0.1025799458	-0.0333589127	-0.0581488152	-0.0494496923	0.0468061254	0.0754112434	-0.0128259741	0.0300623972	-0.0783318599	0.0212700667	-0.0898511882	0.0827350881	0.027017807	0.0461159652	-0.0617711803	0.1166751807	-0.0992959057	-0.0084908199	-0.0792454745	-0.1303971148	-0.1099502095	-0.0223741911	-0.0120484133	0.0421276431	0.0212828615	0.127376292	-0.0502867575	-0.1224037415	0.0271936476	0.0159049949	0.0752632736	-0.0722315084	-0.025041464	-0.0641128234	-0.0169120522	-0.0902113758	0.0786821548	0.0050486305	-0.0654890252	0.038240035	-0.0161894702	0.1143399312	-0.0534894352	0.0361712762	-0.0348685588	0.041902415	-0.0837385404	-0.0781382603	-0.1022695485	0.0778141675	-0.0695698557	0.0135664144	-0.0483607221	0.0693549514	0.1419063852	-0.0619267117	0.133525596	-0.0073392382	-0.1296168579	-0.0292292262	0.0546383115	-0.0584180545	-0.0815166024	-0.1262792168	0.1143344162	0.1120863067	0.1083721437	0.0	-0.0207618	-0.0051404	2.642371216e-05	0.00043105233924	-0.444497	-0.0245009999999999	0.1975775830089999	0.0006002990009999	-0.42669	-0.000841	7.072810000000609e-07	0.1820643561	-0.000293724	-0.0003607165999999	1.3011646551555996e-07	8.6273788176e-08	0.00295694	-0.00029047	8.437282090000008e-08	8.7434941636e-06	-0.000534752	-0.0003241519999999	2.85959701504e-07	1.0507451910399998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
793.3127878718764	0.3117641467240446	629345.1794010487	0.0971968831825716	1005.9014602219122	-1.6733181892769835	1011837.7476765752	2.7999937625652027	751.6270316610107	-1.8868315563012172	3.5601333218540745	564943.1947235421	798.999646185143	614.0107155007887	1.072723	22.238352	0.12303143	0.0729835	0.2214532702	-0.1521183649	-0.0493901082	0.0252454146	0.0148812436	0.1004454886	-0.1641596962	-0.0544044154	0.1586228912	-0.0806503934	-0.023499475	0.0732989033	0.0206139829	-0.0386787131	0.0180764464	-0.0828092011	0.0169960814	-0.0911021673	0.0874887448	-0.0132612044	0.0610871702	-0.174564968	0.0203891257	0.040810913	-0.0141432926	-0.0032968432	-0.0978191844	0.1535739286	0.0326282738	-0.0050747372	-0.0801373857	0.004950809	-0.0431412537	0.0069826236	-0.0191277201	0.0131303306	0.0801750864	0.0714652642	0.0263844333	0.0316514411	0.1120266097	-0.0006756427	-0.1025884986	-0.1053198916	-0.057968534	-0.0634601886	-0.0604530462	-0.040003559	0.0117528187	0.1304245198	0.0628735149	-0.0506633472	0.0324897621	0.0502449258	0.0630405632	0.0131580778	0.0743913598	-0.0046863837	0.0617703218	-0.0430509093	-0.0195793092	-0.0442827865	-0.1033883378	-0.0436255389	-0.0949812597	-0.2170552326	0.0141872858	-0.0613220167	-0.0699788791	-0.174312116	-0.0753219974	0.0458436735	-0.0946969705	-0.015444925	0.1058061071	0.0334313297	-0.1840487997	-0.0850962943	-0.0245243853	0.0575465921	0.0487541574	-0.0079244086	-0.0196339816	-0.0144212348	0.0115304015	-0.107952959	-0.008532687	-0.0080059109	-0.0702730303	-0.0420469869	0.0918460807	-0.0011327578	-0.0444864445	0.0751489907	0.0255270824	0.1302815465	0.0637951943	-0.0533553371	0.0822903324	-0.0102304402	-0.1260246515	-0.0769266519	0.100175394	-0.0086814653	0.0551544114	-0.0150315959	-0.0775475833	0.0514618457	0.0732581637	0.1461601354	0.0045435059	-0.0634292372	-0.0298570521	-0.037917516	0.1140362989	0.1109031803	0.1057449239	0.0	-0.0213739	-0.0006121	3.74666410000001e-07	0.00045684360121	-0.507711	-0.063214	0.257770459521	0.003996009796	-0.455542	-0.0288519999999999	0.0008324379039999	0.207518513764	-2.98204e-05	0.0002639036	6.964511009296e-08	8.8925625616e-10	0.00324741	0.00029047	8.437282090000008e-08	1.05456717081e-05	-0.000587445	-5.269300000000003e-05	3.45091628025e-07	2.7765522490000034e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
798.647607109795	5.334819237918623	637838.0003422014	28.46029630126664	1010.2738984190304	4.372438197118186	1020653.3498267854	19.11821578761813	754.1747194459849	2.547687784974187	6.490713049706678	568779.5074514301	802.2312723758955	640.7806807552184	1.195016	24.773582	0.13811302	0.0957808	0.159887842	-0.0362067967	0.0296319779	-0.0063906166	-0.0217462357	0.0568586294	-0.127904219	0.1119549099	0.1608913993	-0.0195786491	-0.0910635055	0.0608549081	-0.0046933508	-0.0661627514	-0.0107098709	0.0317483535	-0.0181874045	-0.0268044525	-0.0870059391	-0.02097114	0.0569364145	-0.1182573056	-0.0467300663	0.0459484229	-0.0225695234	-0.0579789662	0.020070625	0.0831268066	-0.0105051136	-0.0324022218	-0.0222627146	-0.0979688641	0.0786063991	-0.0385359867	-0.0197797755	-0.0208189345	0.0692507501	-0.0108041031	-0.0957407405	-0.0758826052	-0.0157386007	0.049953707	0.0667236579	0.0496611607	-0.0026198177	0.1269464787	0.0422690071	-0.1036619342	0.0214570753	-0.0222629845	-0.0565472427	-0.1118423689	-0.0965410197	0.0218057936	-0.0112264784	-0.0376014439	-0.0085992039	-0.0693373307	0.0338971365	0.0910980843	0.0684349946	-0.0119837154	0.0106181906	-0.0085686448	-0.008460482	0.2039357154	-0.0559635425	0.0611779264	0.0209228851	-0.1355996181	-0.0814523261	0.0168244306	-0.00317026	0.0603085357	0.1129773113	0.1015441265	-0.0200811569	0.0332741379	-0.0644881168	-0.0694674013	0.019445927	-0.066559519	-0.0566383543	-0.066336296	0.0308941293	0.0829656241	-0.0790053061	0.092760513	-0.0334649736	0.0293680195	-0.0872960728	-0.0421980311	-0.0509535064	-0.1369069387	-0.0567133014	0.0071426435	0.0221047498	-0.0986860876	0.057981424	0.0753513026	0.0905860363	-0.0500803889	0.002104228	0.1832064668	-0.0868873204	0.0202122518	0.0395082129	0.0584600826	-0.0448767835	0.0938551278	0.1192708059	0.1806590596	-0.064564842	-0.0847682816	0.1136888217	0.1095280601	0.1027058847	0.0	-0.0280447	-0.0066707999999999	4.449957263999997e-05	0.00078650519809	-0.415869	0.091842	0.172947025161	0.008434952964	-0.44665	0.008892	7.90676640000002e-05	0.1994962225	0.000143224	0.0001730444	2.9944364371360007e-08	2.0513114176000003e-08	0.00280629	-0.00044112	1.9458685440000013e-07	7.8752635641e-06	-0.000587445	0.0	3.45091628025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
797.2750742161941	-1.3725328936009191	635647.5439664378	1.883846544016512	1010.6781961200196	0.4042977009892183	1021470.4161124168	0.1634566310251674	753.4230048462784	-0.7517145997064745	0.5650748394118652	567646.2242315953	801.9093625383375	633.1120173801262	1.027987	21.310938	0.0672501	0.0338465	0.1711705866	-0.0669018834	-0.0215274775	-0.0140942092	0.037330265	0.0827130524	-0.1459185321	0.0767230665	0.1867618252	0.0240651181	-0.0750264007	0.04052687	-0.0719118745	-0.0546711771	-0.0414741079	0.0400207874	0.0943846121	-0.1012526788	0.0357481222	-0.0449429232	-0.0469320947	-0.1289306743	-0.0090916184	0.0233016823	-0.0216761244	-0.0576636297	0.0268574517	0.1200290567	-0.0118324348	-0.0162904353	0.0250470613	0.0411957435	0.0009340414	-0.0127244757	-0.0162455275	-0.0791296455	-0.0369193722	0.0388900973	0.0375060628	-0.0496754873	0.0227740666	0.0650846217	0.2225591344	-0.0812689252	0.004966187	0.1242398808	-0.0205241101	-0.1173821736	-0.0278833084	-0.0532014859	-0.0739680628	0.1013966795	0.0290414079	0.1686602762	0.0677660103	0.0008238711	0.0097003546	0.1203814982	0.1308781725	-0.0137057629	0.2065421984	0.0153987491	0.0035914814	0.1362186015	-0.0110854914	0.0394223757	-0.102300089	-0.0759648164	0.0456724716	-0.1458623596	-0.081605946	0.0051884532	-0.0334441781	0.0490555816	0.0782080799	0.0975797259	0.0108991956	0.0026714882	-0.024349604	-0.0690475793	0.1104859365	-0.032457834	-0.0122737465	-0.0393552223	0.1190172252	0.0486024239	0.0008908146	-0.1435648239	0.0269902625	0.1256023705	-0.1816968627	-0.0683638717	-0.1162217051	0.0268906119	-0.0570318644	0.0118942861	-0.0010921173	-0.0606358821	0.1209120735	0.0291217913	-0.0474753621	-0.0847645527	0.0018113	0.0289884668	-0.0902664521	0.0053572795	-0.0121236474	0.0430838274	0.0423731136	-0.010840273	-0.0143751938	-0.0451619424	0.0218029697	-0.0603110243	0.1132921352	0.1079633266	0.0992668614	0.0	-0.0282978	-0.0002531	6.405961000000133e-08	0.00080076548484	-0.434857	-0.018988	0.189100610449	0.000360544144	-0.451565	-0.004915	2.4157225000000025e-05	0.203910949225	0.000408953	0.000265729	7.061190144099998e-08	1.67242556209e-07	0.00234953	-0.00045676	2.086296976000001e-07	5.520291220899999e-06	-0.000448054	0.000139391	2.00752386916e-07	1.9429850881000012e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
