global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	w_comp_cor_49	w_comp_cor_50	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
698.8196353078414	n/a	n/a	488348.88269178447	856.1820743978666	n/a	n/a	733047.744520234	687.299051607219	n/a	472379.98634018266	n/a	698.6755658290494	573.4792525572766	n/a	n/a	n/a	n/a	0.03701484	-0.0171590567	0.1002538736	-0.0911521991	0.002003844	-0.0153641547	0.0362828032	-0.0228600339	0.2025505339	-0.009711928	0.0471734486	-0.093120932	0.2150959799	-0.0304572806	0.0692041057	-0.0217967764	0.0699002545	-0.0567779464	0.0464639071	-0.014966429	-0.1681496936	0.0042139742	-0.1345243504	0.083622633	-0.0537502638	0.1433995783	-0.0297908367	0.0584631921	-0.0333342599	0.0467432315	0.1022449134	-0.053395125	0.0972428711	-0.0252008629	0.1496270936	-0.0301331127	0.0195648309	-0.0282809758	0.1168952807	-0.0143412079	0.1284271806	-0.0436489191	0.0534734125	-0.016147966	-0.0021679122	0.0375054774	0.0003934268	-0.0216469489	-0.117118212	0.1362971539	-0.0115546589	-0.0857786709	0.0399541575	0.1339660685	-0.1295035324	-0.025107102	-0.0597209758	0.0893406389	0.1290358561	-0.0405886915	-0.0532220509	-0.0100820999	0.0180494662	0.0509239671	-0.0619698771	-0.1462095647	0.094404579	0.0282213351	-0.0517564233	-0.0132176292	-0.0558162545	0.0157743322	-0.0194544249	0.1736800463	-0.1145174866	0.0930870936	-0.1723938184	-0.1035871547	0.0090022725	-0.1263483494	0.0787697511	-0.040801411	0.0155004393	0.0238410824	-0.1287670364	0.0719815852	-0.012604897	0.0217571791	-0.0863756207	0.0348296897	-0.1089507452	0.111404576	-0.0229270642	0.1306969819	-0.0922459469	0.1315850301	-0.0671908657	0.024251191	-0.1345205617	-0.1096861091	0.0350902136	-0.0053455192	-0.0867930171	0.064521778	0.0382891186	0.0019747117	-0.0443202276	-0.0809116107	0.0393634133	0.0632891332	0.2169662143	-0.0874488193	0.0792787795	0.0640721153	0.0605907708	-0.0168859718	-0.0309380601	-0.0471890122	0.0494339929	0.0586310045	0.1147017419	0.1146833673	0.1146527451	-0.0253871	n/a	0.00064450484641	n/a	-0.0818887999999999	n/a	n/a	0.0067057755654399	-0.100754	n/a	n/a	0.0101513685159999	0.000503588	n/a	n/a	2.53600873744e-07	0.000646524	n/a	4.17993282576e-07	n/a	-0.00040951	n/a	n/a	1.6769844009999997e-07
694.1936095043591	-4.626025803482321	21.40011473448425	481904.7674766906	847.7139981243888	-8.468076273477777	71.70831577343728	718619.0226160362	683.8071759399082	-3.491875667310751	467592.2538669126	12.193195675956902	694.3785223610294	561.3989498551344	1.06858	24.924009	0.0917218699999999	0.0472377	0.0815781382	-0.0476986348	-0.0009463139	0.0063387346	-0.1047479065	-0.0005296582	0.0225118162	-0.0679290385	-0.1274967364	0.026447043	0.0600589798	-0.1068460172	0.0307678428	-0.066289952	-0.0132299045	-0.0173008318	0.1093572658	-0.0020978793	-0.08351976	0.0339826323	0.1581763598	-0.1536955418	0.0065588599	0.0363487148	-0.0435516228	0.0238100117	-0.1388920377	-0.0517055299	0.0190249436	-0.1143375854	0.02439043	-0.029920436	0.0351953195	0.0425464338	0.0339592832	0.11623165	0.0186731422	0.0403599429	0.1209151576	-0.0054928878	0.1524786336	-0.0019025906	-0.1105775511	0.0200546675	0.0050026995	0.0804726344	-0.0285518224	-0.0987469805	-0.0099452265	0.130525777	-0.0275644308	-0.0730364609	-0.0463881235	0.1171928086	-0.0625690168	0.0754503197	0.1363112898	-0.1651953132	0.0311167161	0.1043815108	-0.0145360808	0.1194973237	-0.1696488992	-0.0108341094	-0.1296472651	-0.0175873449	-0.1485518637	-0.0163835179	0.0158165131	-0.0936589977	-0.0971603205	0.0766821142	-0.0017679594	-0.1641749519	0.0023388388	0.0405440289	-0.0814889271	0.0223608727	-0.0738217062	-0.2010407736	-0.0554050724	-0.0371397076	0.040166501	-0.14552482	-0.0613482887	-0.0608280474	0.1155676914	-0.0121507751	-0.0154004622	-0.023493292	-0.0380656553	-0.0252663044	-0.0574866704	0.1222752059	-0.0359141486	0.2392050124	-0.0712822643	-0.0577233351	-0.0044407509	0.012027678	0.0125621161	0.1667165436	0.1029870318	0.0529641009	0.1055883231	0.0523108427	0.0055954064	0.1191139955	-0.0485822641	0.078854846	-0.0746220552	0.0216147047	-0.0185440391	0.0627176348	-0.0052806668	0.0576071805	0.186773605	-0.0168814476	-0.0710609947	-0.2071227946	0.1146527451	0.1144874327	0.1142120884	-0.0254434	-5.630000000000218e-05	0.00064736660356	3.1696900000002453e-09	-0.0799751999999999	0.0019136	3.6618649600000055e-06	0.0063960326150399	-0.0685805	0.0321734999999999	0.0010351341022499	0.00470328498025	0.00098331	0.000479722	2.3013319728400002e-07	9.668985561e-07	0.000438659	-0.000207865	1.92421718281e-07	4.3207858225e-08	5.44724e-05	0.0004639823999999	2.1527966750975998e-07	2.9672423617599996e-09
695.1459485675765	0.9523390632174368	0.9069496913298652	483227.8898099157	849.3226708634274	1.6086727390386386	2.587827981326076	721348.999242586	685.4869468660028	1.679770926094534	469892.3543236741	2.821630364152488	696.7298230194801	553.6024380379375	1.169301	27.273262	0.4181116799999999	0.237304	0.0550006891	-0.0682875228	0.0137465625	-0.017738999	0.0032874918	0.03448501	-0.0528381323	0.0153053813	0.0753258617	0.0112914813	0.1190188805	0.1018750146	-0.0138681126	0.0066215324	0.0846402505	-0.0170251509	-0.019976971	0.1028212491	0.0470929267	0.0456456835	-0.0276225906	0.0633985451	0.1384714847	-0.069561675	-0.0583638648	-0.0581481268	0.0155707227	-0.0691690439	-0.0241790557	-0.0680303559	0.0412062441	0.0878433494	-0.0993871223	0.0647255281	-0.0268689391	0.1001177728	0.011314302	-0.0543863456	-0.0221835058	0.1290980098	-0.0891505743	-0.0067899258	-0.0774613039	0.0296664949	0.1276849178	0.0523861611	-0.0027070121	-0.0733079206	-0.0985669306	-0.0425069881	-0.1163820572	0.0830345678	0.0335113625	-0.0049118298	0.1469658459	0.0722048402	0.0255779584	-0.0815762038	0.0653871161	-0.2638757273	0.0601917803	-0.1888020442	-0.141572586	-0.0464603238	-0.0230444906	-0.0740259257	-0.0044801328	-0.0173610077	0.0527051209	-0.0171706869	0.0178015255	-0.0516144667	-0.0639757294	0.1007181952	0.0244515256	-0.1158609717	0.0680669897	0.0623598387	-0.0682690264	0.0416202609	-0.0946050929	0.0512463441	0.0168012009	-0.0806864912	-0.0518202607	-0.0643733444	0.0460476728	0.0245886215	-0.1399438119	-0.0332551454	0.0727673087	-0.1469811397	0.0982107426	-0.118514654	-0.0120143061	0.0476686661	0.042772878	-0.0763304063	0.0097427161	0.0470410377	-0.0075260679	0.1014959339	0.1297727562	-0.1466688469	-0.0378880559	-0.0976025401	-0.0145544461	0.1127683922	0.139929455	0.1306156743	0.0462984802	-0.0033361925	0.0994995184	0.0842732191	-0.0837789191	-0.0279879638	0.0363706319	0.1293279642	0.0714436836	-0.0473372361	0.1145547726	0.1140958982	0.1133324686	0.00323456	0.02867796	1.04623783936e-05	0.0008224253897616	0.117912	0.1978871999999999	0.0391593439238399	0.013903239744	0.0449413	0.1135218	0.01288719907524	0.00201972044569	-0.000402397	-0.001385707	1.920183889849e-06	1.6192334560899998e-07	0.000318344	-0.000120315	1.0134290233599998e-07	1.4475699225000004e-08	0.0	-5.44724e-05	2.9672423617599996e-09	0.0
695.7689726582464	0.6230240906699009	0.3881590175550569	484094.4633139116	851.8492840223399	2.5266131589124825	6.383774054789714	725647.2026893732	685.3143654620775	-0.1725814039252782	469655.7795086899	0.02978434098082	696.2970244157232	563.2436039307534	1.140917	26.611216	0.31108372	0.199517	0.0834680544	-0.0433822084	-0.0451596852	-0.0718077558	-0.0138805007	-0.0116422042	0.1076016652	0.0491763742	0.063651487	0.0354722907	0.1716017638	0.0348679495	0.0416918566	-0.0807230626	-0.1515957249	-0.0441413717	0.0211225931	0.0149056651	0.0027853179	0.1071629145	0.0225958022	0.003119605	-0.0668051164	0.0875157668	-0.058018242	-0.0673195783	-0.1120427015	0.0460394247	0.2013558839	0.0539475858	-0.0257832502	-0.0535399249	-0.0068435114	0.0085918938	0.0983052168	-0.0852991034	-0.1066879451	-0.2423730299	0.0214127432	0.1201756601	0.0573941633	0.0382293115	-0.0279892458	-0.0444876185	0.1568843796	0.1754073702	0.0650844019	-0.0828091548	-0.0021539886	-0.0038687142	-0.0679672798	0.0770720695	-0.0469965841	-0.0364923081	0.04389667	0.0231625726	0.0188052875	0.0626313425	-0.0057260873	-0.0664395505	0.0409126623	-0.1477972344	-0.0114954218	0.023744113	0.0384784513	-0.0113211346	-0.0453633341	-0.0670306306	0.1457103395	-0.0427663185	0.071068786	-0.0679367854	-0.0174984081	-0.0117054376	-0.0106066286	0.0572667615	-0.1611756944	-0.0324717195	0.0152639384	-0.0353654092	-0.1294522448	0.0305655403	-0.0033304499	-0.0957148807	0.0630929608	0.1001320067	-0.0069531749	0.1110936964	-0.0823423969	0.0048080006	-0.1068732465	-0.0494647032	0.2735372273	-0.0164213094	0.0649521919	-0.1574037876	-0.0989180273	0.0907154345	-0.0014364706	0.0725040091	0.0707524553	0.1604379966	-0.060938476	-0.0083778911	-0.0786025104	0.0164024223	-0.1309944347	-0.0231309535	0.111128635	0.1350989929	0.0747595435	-0.0041576507	0.0651420857	-0.0142836085	-0.0138081227	-0.1097481437	0.0152342067	0.0381379533	0.0277732309	-0.0832535746	0.1144078661	0.1135094328	0.1120172664	0.00866603	0.00543147	7.51000759609e-05	2.95008663609e-05	-0.066764	-0.184676	0.034105224976	0.004457431696	-0.0213372	-0.0662785	0.00439283956225	0.00045527610384	-0.000590701	-0.000188304	3.5458396416000015e-08	3.48927671401e-07	0.000646524	0.00032818	4.17993282576e-07	1.0770211240000001e-07	0.000577471	0.000577471	3.33472755841e-07	3.33472755841e-07
693.9354701646351	-1.8335024936112632	3.36173139407872	481546.4367526132	845.6682226217256	-6.18106140061434	38.2055200381645	715154.7427521885	684.9819495969912	-0.3324158650863182	469200.2712736949	0.1105003073610853	694.7546852916939	556.3517692913218	1.034736	24.134611	0.12845204	0.0726383	0.035063665	-0.0623558118	-0.0392321879	-0.0237732607	-0.0671118312	0.013224242	-0.0441366879	-0.0046771246	-0.1090011616	-0.0567157899	0.0863974331	-0.091868803	-0.0925000916	-0.0822581364	0.0402982156	0.0317189186	0.1772378113	0.0276815099	0.0068512786	0.1339530111	0.0010791088	-0.0712752036	0.0586300083	-0.0459877444	-0.1089915735	-0.0978263502	0.0279480808	0.0189849428	8.96332e-05	-0.001580971	-0.0566900687	0.0604223606	-0.06503175	0.0215412462	-0.0335422433	-0.0390372642	0.0471389379	0.11228415	-0.0741908467	0.0958909118	0.0245741717	0.0792929461	0.0490601401	-0.0688223523	-0.035620795	-0.0651730776	0.0225320156	-0.1778293466	-0.0116402006	0.0013855111	-0.1572299217	-0.1543064375	0.0490244933	0.0412323866	-0.0388766245	-0.1579260595	0.0290761493	0.0595485305	-0.2041567827	0.053556439	-0.0055274178	-0.0313511357	-0.0899731634	-0.0935715233	0.073387907	-0.0312034395	-0.015934416	-0.1671977477	-0.0847184037	0.0664953328	0.091823615	0.0511451103	0.0613317874	-0.062612897	-0.0091192271	-0.0939109235	0.0234983474	0.1174020888	-0.0081462711	-0.12016792	-0.0028452339	0.0711012607	-0.0059975123	-0.0504932519	0.0633209963	0.0410179511	0.0012236764	0.0415543026	0.107655504	-0.0712694225	0.1170344369	0.0049152491	-0.0601836289	-0.2130700442	-0.0454135435	0.0186274094	-0.0815239113	-0.0164298151	-0.084968984	-0.0504634047	-0.0802973678	-0.0230322484	-0.0020762333	0.0376808691	0.090369479	0.0703865731	0.1289663674	9.88159e-05	0.0697682647	-0.1321026506	0.0473841236	-0.0629158269	-0.0268815354	-0.0453369169	0.0541362887	-0.0108540453	0.0479231263	0.0714305115	0.0150362223	-0.0658926405	0.1142120884	0.1127290384	0.1102715368	0.0086558299999999	-1.0200000000100752e-05	7.492339298889826e-05	1.0404000000205536e-10	-0.0246841	0.0420799	0.00177071798401	0.00060930479281	0.00782449	0.02916169	0.0008504041636561	6.12226437601e-05	0.000358855	0.000949556	9.01656597136e-07	1.28776911025e-07	0.000646525	1.000000000015745e-09	4.17994575625e-07	1.0000000000314906e-18	0.000771919	0.000194448	3.7810024704000026e-08	5.958589425610001e-07
695.5178598637755	1.5823896991403217	2.5039571599453976	483745.0933894864	851.4881634549077	5.819940833182159	33.87171130174104	725032.0925038117	686.3967960274972	1.4148464305060315	471140.5615968136	2.0017904219156586	698.1458507891366	558.7057141402004	1.06488	24.837698	0.24882833	0.135217	0.0847565471	-0.0482898026	-0.0005163259	0.0196461307	-0.0290023082	0.0939139964	0.0165206381	0.0330607376	0.0524662676	0.0413500698	0.0615585478	0.1625344444	-0.0302974066	0.0697540203	0.0128007392	0.1238374426	-0.002001073	0.0793882474	-0.0650596549	0.0140659425	-0.0188876022	0.0996085228	0.0996324528	-0.0767804924	-0.0106151378	-0.0407324091	-0.0205003552	0.0252026402	-0.0208153887	-0.0593325132	-0.0343517946	0.047596169	-0.1332637681	-0.0814618815	0.0563149929	-0.090891383	0.1774246585	-0.0958958827	-0.1311011176	-0.0057453287	0.0499037314	-0.027090419	0.2448454208	-0.1124240119	-0.019649057	-0.072989333	-0.02461015	0.0191733014	0.0488068608	-0.0478949849	0.0383387647	0.1154583428	-0.1014395036	0.0678863575	-0.0017973138	0.003400283	-0.0011454972	-0.058311767	0.036327433	-0.0361326001	-0.0271260253	0.1241459398	-0.0003921859	-0.1468667062	0.0227855669	-0.0317567051	0.043785604	-0.0322607891	0.1246055724	0.0719074142	-0.0212750759	-0.0546424975	-0.1357313651	0.0835966433	0.0351334645	-0.0617046912	0.057174656	0.120738798	-0.0341693069	0.0406247806	-0.0215641025	-0.0902484222	0.0782086693	-0.0394551177	-0.0708087263	0.033794128	0.0219075792	-0.0194616132	0.0430430946	-0.1496443467	0.0232800299	-0.0428569648	-0.0962927166	-0.0324895524	-0.0670949837	-0.1852997551	0.0496645111	-0.0692456747	-0.1915876365	0.125474867	0.0297490227	-0.0667731017	0.0217403149	0.0473015373	-0.0451340813	-0.0125183995	0.0300218408	-0.0771846953	-0.0954669181	0.0445348133	0.0734326301	0.139508562	-0.0963457105	-0.0192743309	-0.0838798634	0.002131613	0.0969766405	0.2322238419	-0.0425534047	-0.0120722268	0.1139675232	0.1117560484	0.1081019891	0.0195452	0.0108893700000001	0.0003820148430399	0.0001185783789969	0.0892499999999999	0.1139340999999999	0.0129809791428099	0.0079655624999999	0.0592683	0.05144381	0.0026464655873161	0.00351273138489	-0.000672413	-0.001031268	1.063513687824e-06	4.52139242569e-07	0.000226572	-0.000419953	5.1334871184e-08	1.7636052220900005e-07	0.000771919	0.0	0.0	5.958589425610001e-07
694.7991787127443	-0.7186811510312054	0.5165025968475383	482745.89873990393	850.4571523370286	-1.0310111178791883	1.062983925190494	723277.3679612078	685.0533260548378	-1.3434699726593635	469298.059538796	1.804911567437351	695.0007513964829	562.0010537836392	1.173067	27.361099	0.23652257	0.164102	-0.0043559787	-0.0011427523	-0.159259198	-0.0534069359	-0.021828255	0.002150073	0.1048584877	0.0520671514	-0.0374402922	0.0191338462	0.0622462208	0.0170310329	-0.0521845075	-0.1395149636	-0.0833527998	-0.1368840992	0.0366266435	0.1033588532	-0.1774313508	0.023874028	0.0553505669	-0.096870041	0.0919767258	0.0322793536	0.0056059465	-0.0528967607	0.0551265434	0.033987651	0.0534965593	0.0143350677	-0.1174132987	-0.1011091703	-0.0269414092	-0.0274427492	0.0061794776	-0.2105317424	0.019879275	-0.0065345454	-0.0825506945	0.0041349344	0.0260686808	-0.1079946549	0.0102817683	-0.0552514313	-0.0756980243	-0.0016947149	0.140231729	0.0211686221	0.1199179629	0.1234973576	0.0026863614	-0.0589487453	0.0793796295	-0.0749093937	-0.1192326165	-0.0675888216	0.2066767743	0.0133245965	0.0380530585	-0.1008667442	0.1258295596	0.0195531014	0.0913199343	0.004094207	-0.0211494667	-0.0938163844	0.078557156	0.115728171	-0.0198074341	0.0098286469	0.0364528593	-0.0255177418	0.0677595525	-0.0611616552	0.0925979092	-0.0116137511	-0.1152701974	0.046162507	-0.0658669344	0.0416476431	-0.152330202	0.0486823301	0.1900158125	-0.0105504894	0.0933009739	0.0702368048	-0.0418368025	-0.0809535992	0.0874504445	0.0403303549	0.0679799719	0.0046589245	0.156733455	0.0625518208	-0.0346554416	-0.128811702	-0.1014282231	-0.0272256647	0.0041215435	-0.0565880394	0.0591917789	-0.0639091376	-0.0945655688	0.0454372348	0.1260753355	-0.0108952607	0.0618879975	-0.0638210104	-0.1421692832	-0.0192541126	-0.0633043438	-0.0460955856	0.0650434023	-0.0626098843	-0.1188562414	0.1332234698	-0.0332107416	0.083129305	0.0204323711	0.0084586113	0.1136742748	0.110592125	0.105516962	0.0086558299999999	-0.0108893700000001	7.492339298889826e-05	0.0001185783789969	-0.071404	-0.1606539999999999	0.0258097077159999	0.0050985312159999	0.0345767	-0.0246916	0.00060967511056	0.00119554818289	-0.000286615	0.0003857979999999	1.4884009680399997e-07	8.2148158225e-08	0.000646525	0.000419953	4.17994575625e-07	1.7636052220900005e-07	0.00077192	1.000000000015745e-09	1.0000000000314906e-18	5.958604864000001e-07
693.2407908074211	-1.5583879053231158	2.4285728634573687	480582.79403929866	847.5248631759836	-2.9322891610449915	8.59831972398194	718298.3937014696	684.6916275403785	-0.3616985144593627	468802.6248238924	0.1308258153621098	695.6858799100846	555.5355334206233	1.052277	24.543758	0.19526998	0.137092	-0.0182528754	-0.0588170743	-0.1182686724	0.0247467807	-0.0044987047	0.0788399324	0.109814774	0.0653327138	-0.0455968036	-0.0721165224	0.0553876049	0.0531027705	-0.0785699642	0.0059872918	-0.0115079402	0.0666089538	0.0431154806	0.1847529019	-0.0785112655	-0.0597373773	0.0774672649	-0.0412470579	0.1280692464	-0.0330802563	0.0764369997	-0.1485251727	0.0155045729	0.0591718557	-0.0972380376	0.1136623058	-0.0672191231	0.2519765795	-0.0658315405	0.0261945834	0.0189798201	-0.1054022535	0.0918093379	-0.0923539661	0.0768862423	0.008198248	-0.1184500575	-0.0048017542	0.061370224	-0.0498077706	-0.0421418764	0.0784660263	-0.0596851153	0.1502181727	0.0990411739	-0.0476574083	-0.0443485696	-0.0753496631	-0.1419350755	-0.0016887487	-0.0779876484	0.0296033086	0.01358904	0.0530482782	0.0253698173	-0.0375034812	-0.0439399375	-0.0608775399	-0.0256175462	0.2276257818	0.1641706737	0.0575018912	-0.0025577428	0.0496502476	-0.0154427475	0.0190569152	-0.0952991035	-0.0282083886	0.0122957001	-0.0183996189	0.0855495273	0.0011689503	0.0861195695	0.2527286658	0.0269954882	-0.0431081423	0.0297927091	0.107131521	0.0093616471	0.0146355113	0.0260111417	0.0781343943	0.0761654344	-0.0172554426	0.0491035686	-0.1359648673	0.032544351	-0.0100938138	-0.0390067717	0.1880861439	-0.2084045333	-0.1055193664	0.064628842	0.070508041	0.0818684428	0.1428091067	-0.0247202598	-0.0289341092	-0.1689347379	-0.1620255709	-0.0028886031	0.0387682591	0.0025466525	0.0662897341	-0.0349167396	0.1591042127	0.0511166536	-0.0782349412	0.0750294414	-0.1119180626	0.0227231183	0.072947199	-0.0932767844	-0.1213552437	-0.0252333076	-0.0552278031	0.1133324686	0.1092392569	0.1025263906	0.00867791	2.2080000000101324e-05	7.530612196810001e-05	4.875264000044745e-10	0.0593104	0.1307144	0.01708625436736	0.00351772354816	0.0658947	0.031318	0.0009808171239999	0.00434211148809	-0.000151733	0.000134882	1.8193153924e-08	2.3022903289e-08	0.000198153	-0.000448372	3.9264611409e-08	2.01037450384e-07	0.000690864	-8.105600000000003e-05	6.570075136000005e-09	4.772930664960001e-07
695.6360212671718	2.395230459750678	5.737128955317445	483909.4740844211	850.7324442033624	3.2075810273788647	10.288576047200854	723745.6916202272	686.7801033391364	2.0884757987579405	471666.9103425149	4.361731161997618	697.4927523838587	551.6939195314975	1.010289	23.564407	0.11530419	0.0606823	-0.0832162116	-0.0799706795	-0.1210548209	-0.0033688246	0.0023138872	0.0856979272	0.0341967967	0.0565504658	0.0607646192	-0.0900312666	0.0371197122	0.0821866884	-0.0168532168	0.0713789903	-0.1270001224	0.1623951746	-0.044876569	-0.0700545374	0.0169608799	-0.0841639736	-0.0645375138	-0.0218781941	0.0320495715	0.0465605041	0.1678391346	0.0061636034	0.0679951351	0.1947495371	0.0206905172	-0.0050099385	-0.0807947188	0.0441989847	0.0294637634	-0.0010252503	-0.1491104314	0.028545808	-0.0259187936	0.0808738733	0.0051570426	-0.0996304863	-0.0085443897	0.0034704648	0.0777667046	-0.1181416349	-0.0096116961	0.0294361847	-0.174432709	0.0086024037	-0.0416801856	0.0026547687	-0.0807830594	0.0141468187	-0.0045433692	0.0520153714	-0.0197823393	0.1784590155	-0.0806271642	-0.0796889611	-0.1112277197	-0.0772909969	-0.0866391292	0.0169177696	-0.0591153706	-0.1148947084	-0.0085138038	0.1203897978	0.0139845123	-0.0615333395	0.1269593732	-0.0001768163	0.0710912413	-0.0273939139	0.0212881393	0.0865478902	0.0910311328	0.0581306518	-0.0612669253	0.130128042	0.0526131393	0.1058938803	0.0994428058	-0.0688892024	-0.1122124497	0.0542084342	0.0184141944	0.07811639	-0.013787516	0.0209104769	0.0529808302	0.0514349779	-0.0161675137	-0.013707158	-0.1756693474	-0.0253605492	0.0590161509	-0.0747508453	-0.1053027351	-0.0489593151	-0.0062265753	-0.0294803772	-0.1177263565	0.08482742	-0.023302075	-0.0881113006	-0.0176709101	-0.1093309271	0.1263417831	-0.0635370653	0.022212074	0.0645976405	-0.0480947833	-0.0015285186	-0.1243911463	0.0250141874	-0.1640536233	-0.0730349393	-0.1060539911	-0.016953665	-0.0660988952	-0.0619134908	0.1129422506	0.1076997553	0.099141769	0.0086582199999999	-1.9690000000099905e-05	7.496477356839828e-05	3.8769610000393424e-10	0.0394345	-0.0198759	0.00039505140081	0.0015550797902499	0.0203751	-0.0455196	0.00207203398416	0.00041514470001	-0.000777331	-0.000625598	3.91372857604e-07	6.04243483561e-07	0.00048928	0.000291127	2.393949184e-07	8.475493012900001e-08	0.000771919	8.105500000000002e-05	6.569913025000003e-09	5.958589425610001e-07
695.6206185784732	-0.0154026886986002	0.0002372428191459	483888.0449914977	845.4201727522986	-5.312271451063793	28.22022796978742	714735.2684965265	684.5239586861835	-2.256144652952912	468573.0500154039	5.090188695048016	693.9546750379532	557.7812159480591	1.021206	23.819036	0.17640418	0.104609	-0.0609193154	-0.00792718	-0.1087943049	0.0781016866	0.0436685058	0.0339618436	0.0695529412	0.0074030829	-0.1579062246	-0.0683636203	-0.0523005857	-0.010989094	-0.0198390186	-0.0028436099	-0.1323827742	0.0432319586	0.0363083539	0.0091606433	0.0625136367	0.0458924653	0.1303431374	-0.0603882627	-0.0279706528	0.0077149093	0.168294976	0.028201511	0.0850924057	-0.1311535313	-0.0680501075	-0.0845371628	0.0393378441	-0.039004876	-0.0030812261	0.0002127395	-0.00116329	-0.080957146	-0.0463694917	-0.0483255699	-0.1719076619	0.020896174	0.0825698955	-0.0838237377	-0.0080435802	-0.0197846773	-0.0505208602	0.0885923129	0.0637748364	-9.67376e-05	0.0603112235	-0.0078919809	-0.1127601667	-0.0422563133	0.0952679257	-0.0543765104	-0.0853913439	0.059477787	-0.0708388163	-0.1279932244	0.1153709987	0.056241454	0.1402161822	0.0966201526	0.0512612782	-0.0418311539	-0.0801704775	0.1315132131	-0.0544603537	-0.1378000264	-0.1325354358	0.0686522024	0.0412441856	0.0117558936	0.0360443688	-0.1569547636	0.0580121404	0.0872740192	0.0342218323	0.0505029348	0.0223883589	0.1322772616	0.0166267267	0.1734044148	0.017253053	0.0173246297	-0.1192054634	-0.1644283085	-0.0380182177	0.0102096496	0.1072292018	0.0220707691	0.0537726977	0.0355384248	0.1280888205	0.0226465913	0.0543678253	0.0144276098	-0.0241820885	0.0502839856	-0.0850859678	-0.0933451128	0.0197784843	-0.1068092621	0.0425294016	-0.002688019	0.0075920032	-0.0003505369	-0.0130404841	-0.1139918377	0.0485473851	-0.0784508666	-0.0536395239	-0.077275212	-0.1769509958	0.0633090111	-0.1750978125	-0.0806664874	0.0669867721	-0.0624065093	0.0356787328	0.0132570999	0.1125037874	0.1059762505	0.0953761056	0.0181248	0.0094665800000001	0.00032850837504	8.961613689640188e-05	-0.0346623	-0.0740967999999999	0.0054903357702399	0.00120147504129	0.0207873	0.0004122	1.699088400000012e-07	0.00043211184129	0.000765774	0.001543105	2.381173041025e-06	5.86409819076e-07	0.000183813	-0.000305467	3.3787218969e-08	9.331008808900001e-08	0.000771919	0.0	0.0	5.958589425610001e-07
