global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	c_comp_cor_14	c_comp_cor_15	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
800.5248777594438	n/a	n/a	640840.0799117725	916.3986993109536	n/a	839786.5760988075	n/a	778.8156343751832	n/a	n/a	606553.7923472191	808.5388308935655	622.892807741256	n/a	n/a	n/a	n/a	-0.0266223586	-0.1008724794	0.0749221595	-0.0431524017	0.1376718298	-0.0913650565	0.0267382709	-0.1763967648	0.1084286227	-0.1446520275	-0.1538239419	0.0097679206	-0.1161202051	0.0844966104	-0.0471602817	0.0180899403	-0.1189649161	0.3533333157	-0.1896948153	0.0591568305	-0.0414617531	0.1970077483	-0.0446276284	0.040309335	-0.0361956698	0.0844716325	0.1322756756	-0.0410163132	0.0364624141	-0.1148196485	0.0797644088	-0.0414820027	0.0098268899	-0.010338472	0.0625258607	-0.0170694678	0.0253101061	-0.0908688213	0.0942973323	-0.0137399673	0.1515386032	-0.0195171424	-0.0539387928	0.1092194923	-0.0183991248	0.0410475672	-0.0613135052	-0.0209791551	-0.0298931272	0.0792530076	0.0229087857	-0.0732125246	0.0407713126	0.0806863473	-0.2187782884	0.0640717978	0.0012723086	0.038553618	-0.0346360163	-0.0482552464	-0.1003970211	0.1082728433	0.0535321141	-0.070899114	-0.1126057029	0.1772746891	0.0533185953	0.0076047963	-0.0602411993	-0.0410997992	0.0365437302	-0.1381782391	0.1227097569	0.0153731485	-0.0978070559	0.2436735597	-0.1575379502	0.0859870715	-0.124300387	-0.0767000561	0.082201769	-0.1160032343	0.0738553783	-0.1069498688	0.0376696456	-0.0085770049	0.0983551824	-0.0616030687	0.1368854034	-0.095980603	0.0575156611	-0.0936968593	0.0308091069	-0.0071805098	-0.1520221132	0.1610975608	-0.1325567991	0.1369426686	-0.0155983569	-0.1174128442	-0.0599031013	0.122728551	-0.0863822787	-0.031927382	-0.0343989247	-0.0138470618	0.0983041213	-0.0816295935	-0.0504107608	-0.0653347498	0.0930412642	0.08950426	0.0439793038	-0.0342832129	-0.1958369152	0.0722211161	0.0004366584	0.1147017419	0.1146833673	0.1146527451	0.0111205	n/a	n/a	0.00012366552025	0.0342997	n/a	0.00117646942009	n/a	-0.0736324	n/a	n/a	0.00542173032976	0.000197139	n/a	3.8863785321000014e-08	n/a	5.23953e-05	n/a	n/a	2.7452674620900003e-09	-0.001737	n/a	n/a	3.0171690000000003e-06
798.9997974859376	-1.5250802735062052	2.3258698406377616	638400.6763825694	910.5884551402944	-5.810244170659189	829171.334634788	33.75893732267909	779.8985861744892	1.082951799305988	1.172784599620077	608241.8047169672	808.0365028163518	611.2578028326697	1.077157	21.037071	0.1199593149999999	0.0721138	-0.0917127398	-0.0289057417	0.1159839404	-0.1043773439	0.0073508344	-0.0857251229	-0.0106101078	-0.078166511	-0.1531948895	0.0830692835	-0.0085433942	-0.0413161998	-0.088020769	-0.1979173925	-0.0620204333	-0.0304965398	-0.0323761666	0.0888137037	0.0943937947	0.0711427833	0.0656745956	0.0998715331	0.0199169216	0.0793239551	-0.0251106796	0.0083193496	-0.0307056145	0.1083485797	0.0295824891	-0.0030969821	-0.0255224312	-0.0218074416	0.0062697732	-0.0238291409	-0.1557503598	0.0445138326	-0.1647431564	0.0203324202	-0.0809158649	-0.0002562625	0.0012860402	0.0818162235	-0.1602523611	0.1033396583	0.0256631516	0.1874528714	0.0738992535	0.0178958854	0.090468437	0.0433812785	0.0970309608	-0.079182501	-0.1262483804	0.1034371815	-0.1283143583	0.0131345394	0.16010298	-0.0192980026	-0.0528541425	-0.0185461115	0.0107939439	0.0205680238	0.0436353413	-0.1001168525	0.0277794779	0.0824632214	0.02518648	0.0568758022	0.0011966128	-0.1048096914	-0.0437276695	-0.0464736483	0.0926444304	0.0613562758	0.0909682861	-0.0593410177	-0.0752880445	-0.0077975907	-0.0605720404	-0.0167219218	-0.0273479943	-0.1448363276	-0.0971679525	0.1233970962	0.0431751086	-0.0803618292	-0.0130721477	-0.0159736764	-0.0813659313	-0.0110718921	-0.1725766496	-0.0370947808	0.1026531087	0.0046058793	0.1347654122	0.1244233996	-0.2175843136	-0.0332089913	-0.0251577598	-0.1748365774	-0.0389943459	-0.1109019625	0.0926916772	-0.0150967351	-0.0110051624	0.0576564293	-0.1312217837	0.0676497865	0.0223996879	-0.0084455189	-0.0470053248	0.006080896	-0.0019245601	0.2607766079	0.1106631215	0.0368732886	0.0896504813	0.1146527451	0.1144874327	0.1142120884	0.0213261	0.0102056	0.00010415427136	0.00045480254121	0.0343295	2.9799999999996496e-05	0.0011785145702499	8.880399999997911e-10	-0.0508243	0.0228080999999999	0.0005202094256099	0.00258310947049	-0.00099183	-0.001188969	9.837267489e-07	1.413647282961e-06	-0.000201172	-0.0002535673	6.429637562929e-08	4.0470173584e-08	-0.00144122	0.00029578	8.748580840000003e-08	2.0771150884e-06
797.9688520756235	-1.0309454103140752	1.0628484390476567	636754.2888828884	912.4036326613212	1.81517752102684	832480.3888935752	3.294869432841143	779.5575494382424	-0.3410367362467923	0.1163060554698642	607709.9728861578	809.4393580847681	607.6519855674933	0.927249	18.109329	0.099883145	0.0542898	-0.1125981374	-0.0090988414	0.1204606053	-0.1016608258	0.0184994882	-0.0688956183	0.0011494282	-0.0407154005	-0.0443653221	0.0201641944	0.165081616	-0.0245133416	0.1623259936	-0.1502648251	-0.1305342729	-0.0012121576	-0.0345543604	0.129833611	-0.0428482539	0.1015747792	-0.0286287611	0.100254923	-0.0624911825	0.177694612	0.0090658119	-0.0526236815	-0.0475636206	0.1201476764	-0.0053069499	-0.1226767508	-0.01484216	0.0030935802	0.0908707052	-0.0854271956	0.0607625519	0.0564508035	0.0347513661	0.0169062378	0.039772861	-0.0582236742	-0.0903464699	0.0870214293	0.1429713286	-0.1765492088	-0.0177102501	0.014533849	-0.0129485714	0.0445204244	0.1304117599	-0.0409903072	-0.0067855154	-0.0182376322	-0.0403392871	-0.0274655146	9.77114e-05	0.1628448365	0.1217463862	-0.0911739522	-0.1216377866	-0.0328694118	0.0503101193	0.0342724734	-0.1001270957	0.0313207625	0.0561610471	0.1318264893	0.0218234258	-0.0577234456	-0.0638695936	-0.1414064015	0.0338950185	0.0572626899	0.1395567567	0.0513872822	0.0655630916	-0.02893561	0.1158803076	-0.0859765948	-0.1110419312	0.1184961469	0.0475069533	0.0091354826	-0.1520497081	0.0580148691	-0.0307713264	0.1469238513	0.0462635552	-0.1074623434	-0.0177431398	0.0969509898	-0.0292464248	-0.0008925297	0.0360017907	-0.0256350644	-0.0329820224	0.1392003748	0.0339274813	0.0579468978	-0.0368907215	-0.0256285388	-0.0495411096	0.0090623105	-0.0243153868	0.0588858661	0.0692533306	0.1473499581	-0.0770507403	-0.0100710838	-0.0291495364	-0.0991392336	0.0464321742	-0.0157826348	-0.1607480259	-0.1398707396	-0.0335442194	-0.021331452	0.0745890059	0.1145547726	0.1140958982	0.1133324686	0.017569	-0.0037570999999999	1.4115800409999996e-05	0.000308669761	-0.00297048	-0.0372999799999999	8.823751430400001e-06	0.0013912885080003	-0.0237718	0.0270525	0.00073183775625	0.00056509847524	-0.00145246	-0.00046063	2.1096400516e-06	2.1217999690000008e-07	-2.63307e-05	0.0001748413	3.0569480185690005e-08	6.9330576249e-10	-0.00144122	0.0	0.0	2.0771150884e-06
796.0515177880606	-1.9173342875629944	3.676170770264695	633698.0189726749	911.4155803306074	-0.9880523307137992	830678.3600693779	0.9762474082289708	779.1290916937907	-0.4284577444517481	0.1835760387806795	607042.1415235912	808.6277632684611	597.3967785997028	0.9488700000000002	18.53159	0.0759128549999999	0.0339959	-0.164762622	-0.0430975943	0.1181622593	-0.0865162429	0.025271226	-0.1374063176	0.0004739623	-0.0080483897	-0.076257734	-0.0250280444	0.0220575282	0.0804365705	0.0102571942	-0.1748174089	0.0772093006	0.1620677125	-0.0734690109	-0.026572485	-0.1113244733	0.1070070599	0.0551647756	0.1979186362	-0.0748564429	0.0502713017	-0.0444240708	-0.0452731276	0.089403655	0.1453478199	-0.1090660964	-0.1575890342	0.0698889645	0.0530064904	-0.0004194374	-0.0588109834	-0.0245007509	0.0553627252	0.0423644955	-0.0092168792	0.058497082	-0.0437871611	0.1612521037	0.0261304279	0.1090238228	0.0598687096	-0.0321496552	-0.0356963851	-0.0477462977	0.0284932355	-0.1090365449	-0.0514414135	-0.1257271798	0.0193243214	0.0549791131	-0.0013846828	-0.049681771	-0.096463139	-0.0087552329	0.0130842521	-0.1619996376	0.0630293659	0.0267705747	-0.027835521	-0.0184997436	-0.0585862	0.0218095957	-0.1844485525	-0.0061738869	-0.0664687839	-0.0786062498	-0.1339714558	-0.0230170654	-0.0399731862	0.2073093502	0.0310386334	-0.0011115429	0.0593478256	-0.156620406	0.0673874727	-0.0784765371	-0.0004865515	0.0196994168	0.0042128606	0.0038634128	0.024144068	-0.0174060741	0.1494428911	0.0007914655	-0.0428320609	0.0457941292	0.0769450546	-0.0638340338	-0.0978622974	-0.0119038153	0.0057216732	-0.0369433024	-0.0208663452	0.2232738398	0.1131210638	0.0050178547	0.0712387903	0.2195572134	0.0040674665	-0.1271960284	-0.0895812082	0.0958904772	-0.0172343482	-0.1224291796	-0.0009657406	-0.0234703718	0.0602049723	-0.1224480647	0.0506517763	-0.0230064698	-0.0365190072	0.0492497899	0.019992236	-0.1526766016	0.1144078661	0.1135094328	0.1120172664	0.0103923	-0.0071767	5.150502289000002e-05	0.00010799989929	0.0135981	0.01656858	0.00018490832361	0.0002745178432163	-0.00592334	0.01784846	0.0003185675243716	3.50859567556e-05	-0.00157816	-0.0001256999999999	2.4905889856e-06	1.5800489999999963e-08	-0.000337013	-0.0003106823	9.652349153329e-08	1.13577762169e-07	-0.00169122	-0.00025	6.25e-08	2.8602250884e-06
797.2825411401105	1.2310233520499878	1.5154184932923882	635659.450406832	910.879439415917	-0.5361409146904634	829701.3531506552	0.2874470804051268	777.9792598067093	-1.1498318870814046	1.322113368549184	605251.7286893952	807.5939587642904	593.8954440726885	0.918211	17.932821	0.07911321	0.0428664	-0.1864791246	-0.022447846	0.1138857573	-0.1442712862	-0.0252993552	-0.1510587556	-0.0859029161	-0.0200591437	-0.1440750807	0.0512654332	0.1576388995	0.0399742805	-0.0178008978	-0.0264628848	0.134832181	0.0145674405	-0.0169188784	-0.0873595551	0.0659575352	-0.0289780023	0.1376072405	0.1701274049	-0.0253958962	0.0875277149	0.0086809207	-0.1606376528	0.0490040901	0.050161984	-0.0357219599	0.1058344052	0.019788463	-0.0771255355	0.0001857864	0.0905384761	-0.0839089035	0.0350929834	-0.0032676693	-0.0511249936	0.0962628843	0.1632195716	-0.0804171028	-0.0525748923	0.0050518395	-0.0733585995	0.012475185	0.0804085289	0.0257466689	-0.0555328494	-0.0720666057	0.1444279558	-0.1466534506	0.050177254	-0.0669772365	0.1118270455	0.0604673442	0.0266291247	0.0565128509	0.0329688125	0.0319898005	0.1056945755	0.0675402793	-0.0565012401	0.0432634542	0.147759925	0.0285506091	0.0449298204	-0.1357649422	-0.1532790085	0.0344645189	-0.1241768198	-0.0229876179	-0.0227186318	0.1878741612	-0.0744800145	0.0581508892	-0.2020974507	-0.1671303712	-0.0810515511	0.0300053762	-0.0709732522	-0.0542680597	0.0294862687	-0.1115216374	-0.0022888623	0.0027103229	-0.024952328	-0.0292487623	-0.0430358721	-0.0383292899	0.0911910665	-0.0474985416	0.0169834095	0.012329635	0.0316466808	0.0166686592	-0.1761295541	-0.0239587358	-0.1370888854	0.0707602369	-0.0229609968	-0.0577001594	-0.0033564008	0.0116770081	0.0928610421	0.1133324093	-0.0221781069	-0.1110548049	-0.122608737	-0.0410614053	0.0312039541	0.0009798357	-0.1115374318	0.071148214	0.0409598814	-0.1156736032	0.0139170306	0.0891081425	0.1142120884	0.1127290384	0.1102715368	0.014421	0.0040287	1.6230423689999997e-05	0.000207965241	0.0205438	0.0069457	0.00042204771844	4.824274849000001e-05	-0.0442196	-0.03829626	0.0014666035299876	0.00195537302416	-0.00176821	-0.00019005	3.1265666041000005e-06	3.611900250000008e-08	-0.000180212	0.000156801	2.4586553601e-08	3.2476364944e-08	-0.00144122	0.00025	6.25e-08	2.0771150884e-06
797.9418437891468	0.659302649036249	0.4346799830262153	636711.1860696231	909.2656064647524	-1.613832951164568	826763.943099714	2.604456794264539	776.7804457247578	-1.1988140819514683	1.4371552030851418	603387.8608603533	805.5524264548594	596.3651859801394	1.011137	19.747675	0.08232445	0.0508407	-0.1615805073	0.0647928369	0.0628091963	-0.0723561892	-0.1376073598	-0.1247451045	-0.0629539688	-0.0019602004	-0.0060412619	0.0494209585	0.06686852	0.0822103912	0.1629753109	0.1289374893	-0.0301261643	-0.0398539391	0.1096409333	0.0168828024	0.1772013757	-0.1434377936	0.0839678925	0.0245844637	-0.0279758858	0.1436011615	0.0302570214	-0.0858788296	0.0221661398	0.0496913847	-0.0486046134	0.0476273022	0.10716964	0.0281175609	-0.0280275982	0.2178598966	-0.0565113036	0.104276376	-0.0706364139	-0.0907169643	0.1410167999	0.0104586046	0.0158493319	0.0669037418	0.0721055873	0.089899853	0.0654457878	-0.2281631693	0.1174792579	0.0758804686	0.0552412522	-0.0100978227	0.0521393657	0.0384989903	-0.0695207104	0.069093816	0.0369138719	-0.0136382386	0.0408831286	-0.012552874	0.1533340138	0.0250951154	-0.0200600517	-0.0353893086	0.0007247356	-0.012247827	0.0171951778	-0.0065387251	0.0585395064	0.1323002054	0.1740138543	-0.0359202998	-0.0047800925	0.0088547874	0.1369616916	0.0232604579	0.0080070353	-0.0803608149	0.0148186727	-0.0576925616	0.0780694965	0.0006088367	0.0824340318	0.1419726522	0.0283710587	-0.1496104316	0.1714751304	-0.0024398184	-0.0095042248	-0.195203401	-0.1073553707	-0.0125216554	-0.0244731991	-0.109590712	0.1688212832	-0.0651493424	0.0016209971	-0.0899054079	0.0987777828	0.0058751692	-0.1051171769	-0.1200836359	-0.0473157096	-0.0521130836	0.109168109	0.0775183259	0.0023545988	0.050044112	0.0996387618	-0.1223978607	0.0319496337	-0.016096237	-0.0482732543	0.0168551483	-0.0402663748	0.0813735263	0.0005332158	-0.0615055519	-0.0619136964	0.1139675232	0.1117560484	0.1081019891	0.0205763	0.0061552999999999	3.788771808999999e-05	0.0004233841216899	-0.0265818	-0.0471256	0.00070659209124	0.00222082217536	-0.0375767	0.0066429	4.412812041e-05	0.0014120083828899	-0.0013913	0.00037691	1.9357156900000003e-06	1.4206114810000005e-07	-0.000109109	7.110299999999999e-05	5.055636608999998e-09	1.1904773881000001e-08	-0.00144122	0.0	0.0	2.0771150884e-06
800.7089038380723	2.767060048925486	7.6566213143595165	641134.7486855673	907.9789319189904	-1.2866745457620254	824425.7408087506	1.6555313867119146	778.2850465997858	1.504600875028018	2.263823793135077	605727.6137608307	806.6518026210146	611.0476534159696	1.036333	20.239765	0.12281458	0.0667072	-0.1115943619	0.1015988993	-0.0686874988	-0.0064259948	-0.1716445867	-0.1262470349	-0.0002380904	0.0603338832	0.0733295508	0.0676712035	0.0622576634	8.1513e-05	-0.0456645448	0.0061208946	-0.0670323825	0.0981799729	-0.1191095566	-0.1531683924	0.1849874838	-0.0632898036	0.1512983154	0.0113851471	-0.0001107614	-0.0401507664	0.040614671	0.025751578	-0.0824043421	0.0578225277	-0.0620404121	-0.0622615608	-0.1232513847	0.0940079606	-0.0884834837	0.0182037152	0.0373719715	-0.1521472851	0.0139361263	-0.0168741977	0.120631871	-0.0574893872	0.0471907778	0.087661259	-0.0567921721	-0.0770707983	0.03646992	-0.051894595	-0.0360449592	0.0980532597	0.0796253817	-0.1460607246	0.0802923296	-0.015420867	-0.1329643388	0.0321308376	0.1125392694	0.0399607269	-0.105760471	-0.085516942	0.0774637298	-0.0763624637	0.0463235895	-0.1590085761	0.0095378562	0.0634032986	-0.0176238891	-0.0062228862	-0.0177804636	-0.0183024188	0.1167520346	0.0167031178	-0.1297567476	-0.0562394477	0.0089705147	0.0010565728	-0.0658326368	-0.0590995932	0.0715674172	-0.033527958	0.0867403358	0.0575569793	0.0950646173	-0.0134700338	-0.1471243227	0.0414655511	-0.1205017365	-0.0282292115	0.1075700399	-0.076481473	-0.0834917483	-0.0827959921	0.0120053409	-0.0307334316	-0.1151791069	-0.0232183216	0.0540809932	0.0495307131	0.1318938176	-0.0533368438	-0.0654421956	0.0739238929	-0.0228050772	-0.0983931694	0.1959678051	-0.0798968326	-0.0392810886	0.0725434237	0.0924759269	0.0898781859	-0.0332527861	0.0571663218	-0.1651711469	0.013074184	0.0690208172	3.95377e-05	-0.1175217084	-0.0898560528	-0.0256740646	0.1136742748	0.110592125	0.105516962	0.00913547	-0.0114408299999999	0.0001308925910889	8.34568121209e-05	0.0166637	0.0432455	0.00027767889769	0.0018701732702499	-0.0485436	-0.0109669	0.00012027289561	0.00235648110096	-0.00238689	-0.00099559	5.6972438721e-06	9.911994481e-07	-0.000256746	-0.000147637	2.1796683769000005e-08	6.591850851600003e-08	-0.00144122	0.0	0.0	2.0771150884e-06
803.4320128611241	2.7231090230518475	7.4153227514263875	645502.9992900775	910.6528472129532	2.673915293962864	829288.6081370583	7.149822999288508	779.5325268624466	1.2474802626608152	1.5562070057282966	607670.960436551	808.8546127657404	620.6933425081605	0.994152	19.415955	0.15718173	0.0706398	-0.0263648977	0.0427996165	-0.1098664624	0.0409713336	-0.0654068267	0.0106080935	0.0326011175	0.0395405988	0.124555635	-0.1222123633	0.1699754515	-0.1515806279	0.012084146	0.0236028021	0.0499737902	0.1292589127	0.0213840536	0.0581862534	0.0410156153	-0.0153516601	-0.0655107445	-0.0845132325	0.0570976739	0.0024076945	-0.1267529685	-0.0839595143	-0.0086129756	-0.0089823821	-0.0332157517	0.0195149842	0.0348736077	0.0070253991	-0.0007406804	0.0196653344	0.031383443	0.0179354974	0.0264324642	0.1136788866	0.0834870445	-0.0705701633	0.0385105143	-0.0942071825	0.0299043275	-0.1702193659	0.1594266092	-0.0543485546	-0.0005252214	-0.0544252645	-0.009716547	0.0433344555	-0.0604675298	0.1100785106	0.0605882769	0.0346140544	-0.0469211174	0.1567797919	0.0961954612	0.1286205958	-0.1206305616	-0.0420690796	0.0103981878	-0.0602516914	0.0327389972	0.0361073481	-0.0511490544	0.1315495763	0.0123477056	-0.1078306736	-0.0360271586	0.0611876978	-0.0044615144	0.0467484566	-0.0241229903	0.0071624614	-0.1912911835	-0.0697649436	0.0216104977	-0.0399810344	-0.1012881229	0.0191488478	-0.0238183091	-0.0207563188	-0.0695415441	0.0657235037	0.0245588408	0.0925655657	0.1244494707	-0.0862680232	-0.0665612484	-0.0163936874	0.1378691755	-0.0743108681	0.0965096784	0.0998459687	-0.0129588239	-0.0913134141	0.1122490319	0.0217739315	0.0269686268	-0.0137618968	-0.0589093855	-0.0144493902	0.0233496971	-0.0189104165	0.2155571859	-0.0892577574	0.0677053696	0.0217896258	0.0544075025	-0.0528398335	0.0801863995	-0.0242118467	0.1431649121	-0.057381319	0.0604346387	0.1127834603	-0.0686072371	0.1133324686	0.1092392569	0.1025263906	0.0328366	0.02370113	0.0005617435632769	0.00107824229956	-0.0248012	-0.0414649	0.0006150995214399	0.0017193379320099	-0.0614591	-0.0129155	0.00016681014025	0.00377722097281	-0.00157752	0.00080937	2.4885693504e-06	6.550797969e-07	0.000192068	0.000448814	2.0143400659600001e-07	3.6890116624e-08	-0.0011174	0.00032382	1.0485939240000005e-07	1.24858276e-06
802.2349715276883	-1.1970413334357772	1.4329079539537035	643580.9495420309	911.0090722211704	0.3562250082171658	829937.5296692777	0.1268962564793198	779.0670380041021	-0.4654888583445427	0.2166798772429057	606945.449704485	808.5090520470727	627.1480585861295	0.959801	18.745073	0.06924895	0.0342292	0.0150910884	0.0051815545	-0.0983624658	0.094227438	-0.0150009466	0.0147179967	0.0413649508	0.1405203144	-0.1199694003	0.0437871896	0.1226319401	-0.1086067938	-0.0112437628	0.0591598332	0.0810103761	0.1827240266	0.0931915885	0.1290417848	0.0830355984	0.038739187	-0.0995203877	0.0640719085	0.0444378111	-0.1184321386	-0.0501956911	-0.0552822969	-0.0369706665	-0.0793916395	0.0176008112	0.0015791464	-0.0352357459	-0.1401093596	-0.0281847527	0.0145232353	0.0549854078	-0.0043059736	-0.0916963772	0.0458384059	-0.174066105	-0.1067588525	0.0987057009	0.0011652939	0.1683808777	0.0566444796	0.0240380529	-0.1948082127	0.0075193224	0.0378422909	-0.0293950536	0.1149399477	0.0782285233	-0.1136219525	0.0313251905	-0.1454300913	0.0380841958	-0.2015914882	0.0657058186	-0.0437035291	0.0933401457	0.210782805	-0.0515579203	-0.0719490827	0.1463197677	-0.0464874958	-0.0112484716	-4.39002e-05	-0.0889383881	-0.1122095577	-0.0964941864	0.0737692367	-0.0124695278	0.0544335702	0.0045317528	0.0945372676	0.1069993948	-0.0745996589	0.0334418291	0.0048894752	0.0138522127	-0.0206287553	0.043837693	0.0711767487	0.0356915927	-0.0645661128	0.0509975745	0.0449183417	0.0144128534	0.217667862	0.0552540049	-0.0848804174	0.1669605454	0.1055725239	0.0940123583	-0.0421584634	0.1112713996	-0.1052603885	0.1345078484	0.0977610663	-0.0357432295	-0.0623836647	0.1497145404	-0.0685978982	0.0670870959	0.0390620202	-0.066325426	0.1711369809	0.0876122734	-0.1431666322	-0.0505977076	0.1118482623	0.0821303646	-0.0101629663	0.0236193223	0.0586268969	0.085999848	0.0856230035	-0.0563901746	0.1129422506	0.1076997553	0.099141769	0.040765	0.0079284	6.285952656000003e-05	0.001661785225	-0.0248363	-3.5099999999999715e-05	0.0006168417976899	1.2320099999999801e-09	-0.0455391	0.01592	0.0002534464	0.00207380962881	-0.00115318	0.00042434	1.3298241123999998e-06	1.8006443560000006e-07	0.000271719	7.965100000000003e-05	6.344281801000004e-09	7.383121496100003e-08	-0.000714082	0.0004033179999999	1.6266540912399997e-07	5.09913102724e-07
801.3595483890508	-0.8754231386375295	0.7663656716619832	642177.1257943035	912.0194018752094	1.0103296540389692	831779.3893968146	1.0207660098305034	779.3553578326737	0.2883198285716162	0.0831283235475661	607394.7737824948	808.854887597657	619.1342621676047	1.007857	19.683613	0.1779308	0.0918231	-0.0205887679	-0.0621583404	-0.1053848513	0.0981933174	0.0280187578	-0.0431632589	0.097782912	-0.0123426814	0.0352457403	0.0036967906	0.040023098	-0.0031008227	-0.0741612331	-0.0037448651	0.0422637765	0.0263387404	0.0681201187	0.0011979024	-0.0412401092	0.0354559846	-0.0182244545	0.0124576655	0.1094872656	-0.0408100779	-0.0212741359	-0.1419083729	0.0032309808	-0.1495499375	0.0169549993	0.1291775885	-0.1155481648	-0.0996407785	0.031147426	-0.0608927778	0.0743730766	0.042914112	0.0824622444	-0.0029830021	0.099073026	-0.0120331639	-0.056712213	-0.0186286877	0.0276937366	0.0261700356	-0.1436907843	0.0297670647	-0.0464921686	-0.1395085992	-0.0101485224	-0.076219505	-0.0402359253	0.014064459	-0.0157010286	-0.0731536968	0.0591765493	-0.0885682987	0.0331796121	-0.0869746866	0.0319573735	0.0459981489	-0.1072233702	0.1856751918	0.1697344937	-0.0415680404	0.0624192408	-0.0068108027	0.0012719376	-0.052794118	-0.1026331514	0.0691373241	-0.0632572388	-0.0035632201	0.0186059808	-0.0719627007	0.0027483028	-0.0593708278	0.0166147948	-0.1318488455	-0.0013946655	-0.1002735892	-0.0573779231	0.0095298388	-0.0513709892	-0.0447381343	-0.0007900795	0.101457709	0.1536685575	0.188044324	0.0586434525	0.0397500934	0.0747933605	0.0605201569	-0.1067645422	-0.1870292016	-0.1060611524	-0.0060264166	0.0638182657	-0.126977683	0.0760108096	-0.0049673597	-0.0476690152	0.0623633571	-0.0400063061	0.021999417	-0.1042028713	-0.0495893698	-0.0591207116	-0.0028301971	-0.051423413	-0.1326901477	-0.0188581974	0.0523311314	0.0162599123	-0.0085698954	0.0516449091	0.0523498629	-0.1218685452	0.1125037874	0.1059762505	0.0953761056	0.0325321	-0.0082329	6.778064241000002e-05	0.00105833753041	0.0351849	0.0600212	0.0012379771880099	0.0036025444494399	-0.0455476	-8.500000000001562e-06	7.225000000002656e-11	0.00207458386576	-0.00204942	-0.00089624	4.200122336400001e-06	8.032461376000003e-07	-0.000675713	-0.000947432	8.97627394624e-07	4.56588058369e-07	-0.00036439	0.0003496919999999	1.2228449486399997e-07	1.3278007210000002e-07
