global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	w_comp_cor_49	w_comp_cor_50	w_comp_cor_51	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
731.7832032242683	n/a	n/a	535506.6565211707	835.8297485437787	n/a	698611.3685507564	n/a	707.2816960555903	n/a	n/a	500247.3975752724	716.1331126449137	601.1105292610941	n/a	n/a	n/a	n/a	-0.0943242557	0.128251681	-0.0300973119	0.023196136	-0.0831316647	0.0586524331	-0.0175262555	0.0145088052	-0.0721637917	0.0114258459	-0.0064675614	0.0063762384	0.1214232647	-0.0183717334	0.1568457573	-0.0540920521	0.0624349942	0.038272594	-0.0597234112	0.1084142728	-0.008675494	0.0490882697	-0.0274188457	-0.007023025	0.0911494272	-0.0218721882	0.0693695851	-0.1927240376	0.2474533272	-0.0433761144	0.0027502029	-0.0799730686	0.0229302269	-0.0865886976	0.0518917671	-0.0936524271	0.0749857693	-0.083549335	0.0886742431	-0.0034660318	-0.0016346309	-0.0427339127	0.0217639663	-0.025886985	-0.0008737879	0.0599075137	0.0235621428	0.0498650501	-0.0777271942	0.1026605082	-0.1042882176	-0.0487687177	-0.0039851761	0.1293414381	-0.0874500944	-0.0123858927	-0.0520814668	0.0085269887	0.0780644411	0.042890843	-0.0950989434	-0.1509930061	0.0227440094	0.1262157849	-0.0641680638	-0.0183400297	-0.072269921	-0.0481140417	0.0037689502	-0.0105269041	0.1009239538	-0.0361207532	0.0247171784	-0.0070728804	0.0531440688	-0.0544611786	0.0866845716	-0.0337454615	0.073074042	0.0607039956	-0.0957248207	0.0786619902	-0.0119771258	0.0462001547	-0.1834481234	0.0347156343	-0.0653715317	0.0322326679	-0.2281427942	0.0777182086	-0.103525094	0.1076348728	-0.1064811607	0.072884827	0.0066706169	-0.0806941742	0.0319415085	0.0136859771	-0.0769231969	0.0442287851	0.0186992936	0.006308449	-0.0889223894	-0.0401132244	0.03110207	0.0330364486	0.0525094914	-0.0251487625	-0.1391261983	0.2367980312	0.0007492764	-0.0634918615	-0.0895321136	0.0053888345	0.0332336607	0.0099896761	0.0001167219	0.0506091074	-0.0848064397	0.1147017419	0.1146833673	0.1146527451	-0.00853103	n/a	7.27784728609e-05	n/a	-0.0359577	n/a	0.00129295618929	n/a	-0.0374501	n/a	n/a	0.00140250999001	-0.000947846	n/a	8.98412039716e-07	n/a	-0.000823335	n/a	n/a	6.77880522225e-07	0.0	n/a	0.0	n/a
730.4639733422325	-1.3192298820357564	1.7403674816560757	533577.6163509218	836.0853472792803	0.2555987355016214	699038.7079351147	0.0653307135900278	707.1665756271336	-0.1151204284566347	0.0132527130480391	500084.5656842065	715.9659276609449	588.4325410208227	0.993654	19.965229	0.0723839243	0.0398572	-0.1282601402	-0.0062725641	-0.1216787845	-0.0040459318	-0.0759965267	-0.027501805	-0.1103890508	0.0308663717	-0.0502844109	-0.0318208203	-0.1035657731	-0.0775814806	0.0778883357	0.0501850207	0.0622160496	-0.0179423523	-0.0646810091	0.0415843233	-0.0803746627	-0.0431551576	-0.0182710185	0.0755418119	-0.0639843728	0.0516382283	0.1303245802	0.0690322878	-0.0197385566	-0.1146463975	0.2204992793	-0.2038012679	0.0853583714	-0.1361089215	-0.1171831913	0.1008638369	0.0557267102	0.0163712268	0.0948148195	0.0935638144	0.0748439906	0.0378754243	-0.0771728183	0.0433633699	0.0721105412	-0.0463126697	-0.1748472544	0.0949978048	-0.0197105261	-0.0157600039	-0.0732615926	-0.0598733738	-0.0676047217	-0.0291662352	-0.0746187882	-0.0311621212	-0.0310568626	-0.142532202	0.010780897	-0.0532774762	0.0837820609	0.0716508916	-0.0405574304	0.0849721358	0.1073434511	-0.1359997261	0.148468941	0.0044247483	-0.1289852775	0.0006111501	-0.0658852249	0.1357789804	0.0301210811	-0.0888652915	-0.0217186625	0.0046064238	-0.0236903847	-0.0503804904	0.0892106909	-0.1284215343	0.0812025117	0.0669523505	-0.1677159782	0.1472855128	-0.0155261988	0.2166521416	-0.0367564696	0.0951932365	0.0602532477	-0.1208445742	-0.0966052443	0.0073215457	-0.0345812918	-0.0133666404	-0.1408992568	0.0644868962	0.1143599658	0.0678402646	0.1666936854	0.0838637253	-0.1400867969	0.0708335494	-0.0650264951	-0.0424231446	-0.0626987692	-0.0207158873	-0.1195660849	-0.0400263493	-0.065361153	0.0759132735	0.0244718078	-0.0236131247	0.003863131	0.007844148	0.0085860164	-0.0127731377	0.0319493772	0.0718382713	0.0057306127	0.0425306909	-0.0462481039	0.1146527451	0.1144874327	0.1142120884	-1.19587e-05	0.0085190713	1.4301050568999998e-10	7.257457581448369e-05	-0.0359411	1.66000000000055e-05	0.0012917626692099	2.755600000001826e-10	0.000102303	0.037552403	0.0014101829710744	1.0465903809e-08	-0.000617691	0.000330155	3.8154217148100005e-07	1.0900232402500005e-07	-0.000627573	0.000195762	3.8322760644000025e-08	3.93847870329e-07	5.293960000000001e-23	5.293960000000001e-23	2.802601248160001e-45	2.802601248160001e-45
730.7318075229545	0.267834180721934	0.0717351483629896	533968.9745257641	839.0872568900693	3.001909610788971	704067.4246753011	9.01146131134719	706.7320073579435	-0.4345682691900947	0.1888495805868746	499470.1302241883	715.9043080926442	591.0040046410671	0.962039	19.329994	0.0840140675399999	0.0646837	-0.1512022362	-0.0869081787	0.0075080171	-0.0579556078	0.0910605543	0.0773526604	-0.019934627	0.0170445596	-0.0218549385	0.0728963446	-0.0930480602	-0.0809395834	0.0467637965	0.0697993839	0.1042930704	-0.0492572793	-0.1197266833	-0.0729735894	-0.0464481195	-0.0501593636	0.0994232534	-0.0864094913	-0.0426058306	-0.0066214058	0.1490343139	0.0544731893	0.0569251288	-0.0468151587	-0.0322155894	-0.0230733875	0.0204501064	-0.0676304891	0.0935818128	-0.0979600496	0.0036560768	0.0096000683	-0.1008302656	0.1453796765	-0.0066799887	-0.0863061485	-0.1188904344	0.004000798	0.0035052406	0.0337240813	-0.0593328441	-0.122769783	0.0885598214	0.097381008	0.0345417629	-0.1343412535	0.0623977898	-0.1313830408	0.1140817015	0.0421459804	0.0961896867	-0.021707489	-0.0021127323	0.057091087	-0.150080185	-0.0952140274	-0.0711090263	0.044246884	-0.0528498724	0.0561535179	-0.0687624762	-0.1587701318	-0.0363084126	0.0916090138	0.0820493655	0.0386191479	-0.0115800072	-0.0156049736	-0.005372543	-0.0639828404	-0.0917198552	-0.0420881049	-0.0847401801	-0.0450395386	0.0266221673	0.1060901881	-0.0435821065	-0.0137461639	0.0113879076	-0.031876584	-0.0348010213	0.2249388825	0.0111889601	0.037496099	-0.0831860305	-0.1546359487	-0.0805320664	-0.1572394659	-0.0045227453	0.0182806528	-0.1450704231	0.0630190332	-0.1255262651	0.008005176	0.0099371184	0.0680581637	-0.1152620657	-0.0004073889	-0.039306291	0.007684453	0.1202851572	0.0824556315	-0.0072702634	0.0493334982	0.0202232158	-0.1152091857	0.0393331742	-0.1194440564	0.1274165702	-0.0143117651	-0.0205914002	-0.1455251869	-0.0818621795	0.0750044959	0.0584892399	0.1145547726	0.1140958982	0.1133324686	-9.59416e-06	2.36454e-06	9.204790610559997e-11	5.5910494116000006e-12	0.0271802	0.0631212999999999	0.00073876327204	0.0039842985136899	-0.0112352	-0.011337503	0.000128538974275	0.00012622971904	-0.000756616	-0.000138925	5.72467771456e-07	1.9300155625000013e-08	-0.00057544	5.2133e-05	2.7178496889999996e-09	3.311311936e-07	0.0	-5.293960000000001e-23	0.0	2.802601248160001e-45
731.5198893911142	0.788081868159793	0.6210730309222293	535121.3485747881	832.7861978474115	-6.301059042657812	693532.851325148	39.70334505905978	706.2580064441354	-0.4740009138081404	0.2246768662909522	498800.3716664444	714.3213318210759	592.1356815518175	0.920106	18.487453	0.06348850584	0.0498182	-0.1164380749	0.0160234142	0.0522245203	-0.0667777396	-0.0246293825	0.1302521555	0.0443275591	0.0642162379	0.0054456073	-0.0057799485	-0.0847449137	0.0374510655	0.0821181431	0.006172488	0.075370332	-0.1192613367	0.0568636677	-0.0067719851	-0.0782968371	0.0214735592	0.0644294274	-0.1206581516	-0.0514357723	-0.0578465127	0.1101929675	-0.0409010836	0.0592839489	-0.0712026743	0.0210552908	0.1554871189	0.0487880545	-0.1007845763	0.0399098674	-0.0256586207	-0.1214668328	0.0362956386	0.080109593	0.1014511628	0.0266702671	-0.0650065708	-0.1301615868	0.0584195927	0.0300458366	0.0536984472	0.0033434019	0.0229963608	-0.0099180233	0.0134230058	-0.0861533431	0.1486999613	0.0747284597	-0.198587909	0.0751722997	-0.1012050734	-0.0117291972	0.2226824411	-0.0052844568	0.0255382734	0.0082575917	0.0472759813	0.1433215906	-0.0479560169	-0.0489401722	0.0416800279	0.0899181645	-0.0563835208	0.0087051954	-0.0859203034	0.116082769	-0.0004936564	0.0236479029	-0.0694859225	-0.0998079787	-0.0677869067	-0.073146047	0.038253276	0.0246183241	-0.0110058249	0.062505292	0.0272422558	0.0273535484	-0.0502109664	-0.0435560198	-0.0504780552	0.0268718938	0.0565430985	-0.0289943241	-0.034388058	-0.2036379994	-0.171993306	-0.0452528547	-0.0105105236	-0.0570928306	0.0954089999	0.0034607482	0.0347051395	-0.0396454716	0.002061114	-0.0847477557	-0.1108623479	0.0548343877	-0.0139488262	-0.1050731871	0.115699921	0.1244035872	-0.0692524414	-0.2251014438	0.0791607567	0.1169248453	0.0409438211	0.0048429899	-0.105432393	0.0920879473	-0.096198629	-0.0735978367	0.0301263259	0.0197731853	-0.0066893211	0.1741635761	0.1144078661	0.1135094328	0.1120172664	-0.00429045	-0.00428085584	1.84079612025e-05	1.8325726722862102e-05	-0.0218982	-0.0490784	0.0004795311632399	0.00240868934656	-0.0135722	-0.0023369999999999	5.461568999999995e-06	0.0001842046128399	-0.0007707309999999	-1.411499999990002e-05	5.940262743608458e-07	1.9923322499717754e-10	-0.00071717	-0.00014173	2.008739290000002e-08	5.143328089e-07	-1.05879e-22	-1.05879e-22	1.1210362640999999e-44	1.1210362640999999e-44
732.7741005521864	1.254211161072135	1.5730456365579129	536957.8824400657	834.0451841825536	1.25898633514214	695631.3692581098	1.5850465920746368	706.5854276524493	0.3274212083139218	0.1072046476537486	499262.9665707947	714.6731931620322	606.9633917746394	1.007329	20.24	0.07561874	0.048233	-0.0247158002	0.1293960048	-0.0092472829	0.028013462	-0.1160134601	0.0308103665	0.053944045	0.0001034698	-0.1043145911	-0.0275599452	0.0466611704	-0.0598075433	0.0858669822	-0.0696543198	0.0249529766	-0.1073191687	0.0456466623	0.0158346682	0.0355859975	0.0292346954	-0.0624551935	0.0234940233	-0.0337016677	-0.0739185016	0.028860434	0.0180703316	0.0702344137	-0.0245400503	-0.1662397943	-0.14407938	0.0982684042	-0.0657426302	-0.1588867412	0.07510765	0.0838164481	-0.0097653978	0.1724807417	-0.0639871496	0.1400447446	0.0796831419	0.0160767099	-0.0169709977	0.0230617126	-0.0174673762	0.0098112402	-0.0066041324	0.0037617143	0.1786727616	0.2323320504	0.0237815848	0.1091221158	-0.0543347565	-0.0094706657	0.0785317838	0.0285272551	0.0213937635	0.0391463345	-0.2170079036	0.1541088834	-0.1526794105	0.0792397999	-0.0116678269	0.0819302184	0.0766945446	0.202201623	-0.0418581538	0.0177388288	-0.1383299443	0.0467865113	0.0245473395	-0.0509862637	0.0456405103	-0.0835658224	0.0093271176	0.0696877062	0.0174441404	0.0859274393	-0.0010873836	0.049476728	0.1184607641	0.0358769948	-0.0627987193	-0.0002669648	0.1979161678	-0.0252403688	-0.0352579642	0.1786731693	0.0017245298	-0.043088416	0.0397923956	-0.1281836089	0.1515326779	0.107160554	0.0175313824	0.0429447118	0.0071717856	-0.0416137335	-0.074739043	-0.1626799018	-0.0069500492	-0.1486509207	-0.0582593371	0.068060388	-0.1392367419	-0.0291686819	-0.0460904321	0.009757503	0.0490201914	-0.0515420006	-0.0589768374	0.0686959808	-0.0706027071	0.0741909448	-0.033017732	-0.0210624449	0.0675237299	0.1000380369	-0.1564489788	-0.0464839939	0.1142120884	0.1127290384	0.1102715368	-0.00419006	0.00010039	1.7556602803599997e-05	1.007815210000011e-08	0.0221218	0.04402	0.00048937403524	0.0019377604	-0.0191371	-0.0055649	3.096811201000001e-05	0.00036622859641	-0.00102793	-0.0002571990000001	1.0566400849e-06	6.615132560105145e-08	-0.000638838	7.833200000000008e-05	6.1359022240000124e-09	4.0811399024400006e-07	0.000183138	0.000183138	3.3539527044000006e-08	3.3539527044000006e-08
732.514687470863	-0.2594130813233732	0.067295146761687	536577.7673605361	835.1319790016558	1.086794819102238	697445.4223512221	1.181122978827466	706.5384953056518	-0.0469323467974618	0.0022026451759172	499196.6453487746	715.0246337001092	604.6970420895791	1.041645	20.929514	0.07188311486	0.0397594	-0.0278294428	-0.0353259175	-0.1302973049	0.0063108824	-0.0617944645	-0.0249713235	-0.1368300348	-0.07792102	-0.0456782415	-0.0046540792	-0.1185552288	-0.0029546268	0.1068090423	0.0725899464	-0.0165603273	-0.0821504997	0.0166735877	-0.0077533942	-0.0899053571	-0.1817948324	-0.0513506263	-0.0624345858	0.1062247828	-0.0915203023	-0.0110032007	0.0598120276	0.149121511	0.0886548523	-0.0347498854	0.0108156892	0.0449692884	-0.0652106113	0.0105392069	0.0189322147	-0.0073505249	-0.074736995	0.0175350859	0.0532572876	-0.0070711731	-0.1029136124	0.0037135148	0.0178515426	0.0354110704	0.0178703595	0.0266537026	-0.0243162914	-0.1642958142	-0.0874131614	-0.0840518885	0.0513332644	0.0473375483	0.0385372641	-0.025806292	0.2008025135	-0.0149336296	-0.025162622	0.0562528901	-0.0185749875	0.0139820892	0.0695894963	-0.0491239643	-0.0142825449	-0.0821567217	-0.1036344268	-0.0366089469	0.0544838199	-0.1512453269	-0.0656412984	-0.01505841	0.1758039405	-0.0625023561	-0.0413732979	0.0107255572	0.020282136	-0.0366469898	-0.0157511867	-0.1355959238	-0.0179038471	0.0566538094	0.1182844362	0.048251278	0.0244407419	-0.0689142016	-0.0444467303	0.1089222798	0.0240159281	0.0270926233	-0.1826985389	-0.0659411598	0.0748034003	0.0036360435	0.0826955932	0.0425687367	-0.0395903944	0.0254600487	-0.0264886117	0.0350432185	-0.112883274	0.0934707326	0.0263611904	0.0261764745	-0.0452638915	0.0465707231	0.0877599999	0.0054733847	0.0201416294	-0.039879705	0.0247944137	0.0011326071	0.0861639864	0.0457148927	0.0397529733	-0.0020194414	-0.0326319454	0.0217988633	-0.0033734287	-0.2171251634	-0.0264245143	-0.1767825855	0.1139675232	0.1117560484	0.1081019891	-2.09514e-06	0.00418796486	4.3896116196e-12	1.7539049668594818e-05	-0.0133083	-0.0354301	0.00017711084889	0.00125529198601	-0.0112912	0.0078459	6.155814681000001e-05	0.0001274911974399	-0.000907182	0.000120748	8.22979181124e-07	1.4580079504000012e-08	-0.000823335	-0.000184497	3.4039143009000023e-08	6.77880522225e-07	0.0	-0.000183138	0.0	3.3539527044000006e-08
733.0924537320858	0.5777662612227914	0.3338138526073628	537424.5457189303	842.9688813268143	7.836902325158462	710596.5348853808	61.41703805407411	706.5667376051755	0.0282422995236402	0.000797627482383	499236.5546900209	715.4940252852704	601.8084388846517	1.052112	21.139814	0.07059959221	0.0416948	-0.0563901156	-0.0782433129	0.0560197077	-0.0792794874	0.0630088988	-0.0201169554	0.0314440384	0.0033519589	0.0671366977	0.0463595909	-0.1243741853	-0.1457090238	-0.0175102597	0.0819734843	0.0898836744	-0.1060552904	-0.0789787998	-0.1125843037	0.0405550839	-0.0870525773	-0.0587755382	0.0423059808	-0.0835610784	0.0327802986	-0.0096408003	0.0429720225	-0.0531557112	0.0033498185	0.0724291262	-0.0228293477	0.0430849764	0.0287921581	-0.0458825654	0.2563603488	-0.140584711	0.0357247673	-0.0528201024	-0.0629155294	-0.0870190752	0.0432026654	0.0561866513	0.1325114011	0.0885418554	-0.0583428662	-0.0754037359	-0.0828982541	0.1331209883	-0.0006794117	-0.1011784529	0.031534061	0.0195136884	0.0195454195	-0.1376734106	0.0297138238	-0.0287118665	0.1379423145	-0.0352109522	0.0713667004	0.0312147017	0.0769193034	-0.0329021671	0.0055857016	-0.1311745052	-0.0357750206	-0.1356752414	0.1296703941	0.0109335761	-0.000111875	0.1010576328	0.0595502228	-0.1225727704	0.0171879065	-0.0709892427	0.0258878685	-0.0941223001	-0.0813918787	0.0456891617	-0.0697627223	-0.056352482	-0.0321636898	-0.0396410317	0.0723889207	0.0297516971	0.1288828272	0.0376612688	0.1659670697	-0.1391664922	-0.0547747989	0.1737866671	-0.0851969433	0.0361999929	0.1310510391	-0.0413428036	-0.080865341	0.1098014365	0.0931064331	0.05917809	-0.0899142769	0.0469254006	-0.0730297881	0.1501531583	0.0447133586	-0.0591656312	-0.0139072253	0.048719199	0.0585602904	0.1463755953	0.0383310083	-0.0257661965	-0.0441145911	-0.0084936295	-0.1046627147	-0.0118519694	-0.0034392149	0.0317860971	0.0215990501	-0.0263413213	0.1130851551	-0.0975268334	0.1136742748	0.110592125	0.105516962	-6.69735e-06	-4.60221e-06	4.485449702250001e-11	2.1180336884100004e-11	0.0190334	0.0323417	0.0003622703155599	0.00104598555889	0.00633244	0.01762364	0.0003105926868496	4.00997963536e-05	-0.000915548	-8.365999999999994e-06	8.382281403039999e-07	6.998995599999989e-11	-0.000419108	0.000404227	1.63399467529e-07	1.75651515664e-07	0.0	0.0	0.0	0.0
734.6277030471022	1.5352493150163582	2.356990459258197	539677.8620842613	837.8705368820306	-5.09834444478372	702027.0365749822	25.993116077657017	707.7817288303848	1.21499122520936	1.4762036773357416	500954.9756661285	716.3648347638135	607.6573350436253	1.066813	21.435207	0.17790128265	0.0819369999999999	-0.0295741093	-0.0419732355	0.0610779242	-0.1367415889	0.0241437969	0.08272055	0.0673272089	-0.0478113606	-0.0752924213	0.0829085273	0.0412921891	0.0833167719	0.0583290952	0.0298780539	-0.0246484388	-0.0517752058	0.0066002129	-0.1116704968	0.108596574	0.0126585678	-0.045442248	-0.0149096995	0.0019656257	0.0241424358	-0.0119678652	-0.0132533621	-0.0364751028	-0.0786286995	-0.1609504318	-0.0683395826	0.0377623807	-0.0255866422	0.0675126579	-0.1189966031	-0.0408998234	0.0070869247	-0.0258208723	0.0697279709	-0.0855942465	-0.0479831395	0.0403315057	0.0603304504	-0.0068858972	0.0168651989	-0.0237865173	-0.0026794493	-0.0617175898	-0.061901006	0.1354853902	0.0769551046	-0.1695656842	-0.0593294227	0.0012705511	-0.1181672101	0.0513084589	-0.0239407931	-0.0246001301	0.036102824	0.0721126013	0.0506695743	0.0252503463	0.0540449939	-0.1502123719	0.0760275193	0.081594902	0.0181375618	0.0543667454	-0.0154648823	0.1176925107	-0.0778579415	-0.1053096335	0.0758231383	0.0678973622	0.0321222491	-0.0028071092	-0.0015671799	-0.045510928	0.0461563946	0.0609774038	-0.0341864713	0.0546298762	-0.0327855822	0.0217853932	-0.0189275654	0.0301392139	0.0360416049	0.1503895606	0.0740427683	-0.0245950388	-0.0394076323	-0.0426309492	-0.0639007231	0.0286609324	-0.0831062974	0.0409790244	0.0873841678	-0.0424698185	0.0187242328	0.0594682894	-0.04821846	-0.0215627949	0.0581259962	-0.056923804	0.0224676542	-0.0063749842	-0.0033487859	-0.1011300446	-0.078153452	-0.1647012243	-0.1120769832	-0.0351361326	0.0264803921	-0.0637883492	0.0744515172	0.1534062635	0.122626479	-0.0660975266	0.1259352578	-0.0111512911	0.1133324686	0.1092392569	0.1025263906	-0.00571394	-0.0057072426499999	3.26491103236e-05	3.2572618665979014e-05	0.0451727	0.0261393	0.00204057282529	0.00068326300449	-0.0515701	-0.05790254	0.0033527041384516	0.00265947521401	-0.00196496	-0.001049412	3.8610678016e-06	1.101265545744e-06	-0.000131224	0.000287884	8.287719745600002e-08	1.7219738175999997e-08	0.000425748	0.000425748	1.81261359504e-07	1.81261359504e-07
737.5158776155191	2.8881745684169573	8.341552337650478	543929.6697349894	838.1865339488666	0.3159970668359619	702556.6656932144	0.0998541462489314	708.1305636620274	0.3488348316425345	0.1216857397670753	501448.8951923006	716.1255662466106	617.509548823194	1.091536	21.931944	0.1600986258999999	0.105468	0.0801490197	-0.0015578437	0.0655445429	-0.0947179447	-0.0035287956	-0.0051066369	0.1397991596	-0.0807037846	-0.0085713666	-0.1426035245	-0.0829790001	0.0617859206	0.1116865074	-0.0848913195	-0.0711096816	0.0079416413	0.0712581245	-0.0910500243	-0.0134628535	0.0901789171	-0.0973736272	-0.0590871474	0.038271933	0.0772502226	-0.0336957868	-0.0483460732	0.1698272586	0.027348511	0.0313860342	0.0097118377	0.0199647393	0.0715447708	0.0082844573	0.0543899826	0.0387740303	0.1735233591	0.0414841007	0.064336444	-0.1808731224	-0.0724078821	0.0225440693	-0.0626629156	-0.0862730957	0.0822244933	-0.036287972	0.0636430912	-0.0460324955	-0.0249904212	-0.0076345072	0.0049986386	-0.1409340971	0.0189987878	0.011086333	-0.0278127789	0.1233996432	-0.0593676144	-0.0101835885	0.0947845787	0.0054143997	0.0091411376	-0.1409547075	0.024760351	-0.1061432352	-0.1367949551	0.0953053851	0.0778192927	0.0256214332	-0.0702772118	0.0476964397	-0.1303796756	-0.0597841217	-0.104779445	0.0052767042	0.0800668267	0.0266138734	0.0159123535	0.0246934438	-0.0045954281	0.1611567042	0.1234435044	0.0606661888	-0.0527764976	0.0255253867	0.0343061934	0.006344436	-0.0747933737	-0.0564913888	0.01944643	-0.0367619404	-0.017672803	0.1136895025	-0.0572672572	0.1097534816	-0.0419502938	0.0655702364	0.2601991172	0.0970425651	0.0184975699	0.1307046473	-0.0263813974	-0.0455623441	-0.040050446	0.0741144863	-0.0638270178	0.0675657535	-0.0649521505	-0.0578884856	-0.1116593069	0.092966739	-0.0452853593	-0.1450695478	0.1981771127	-0.0774959186	0.0209633393	0.0744296887	-0.1048246582	-0.0288834739	0.0469570758	0.0451515656	0.1129422506	0.1076997553	0.099141769	4.17859e-05	0.0057557259	1.7460614388100003e-09	3.312838063593081e-05	-0.0398439	-0.0850166	0.00158753636721	0.0072278222755599	-0.0688756	-0.0173054999999999	0.0002994803302499	0.00474384827536	-0.000939451	0.001025509	8.82568181401e-07	1.051668709081e-06	-0.00014203	-1.0806000000000005e-05	1.167696360000001e-10	2.01725209e-08	0.000421647	-4.101000000000007e-06	1.77786192609e-07	1.6818201000000057e-11
736.4720107620003	-1.0438668535188071	1.089658007875255	542391.0226358239	838.9113139248781	0.7247799760115186	703772.1926311654	0.5253060136272574	708.6894493628733	0.5588857008459627	0.3123532266100828	502240.73563825263	716.9159041878579	629.5339324643779	1.029792	20.691343	0.0635492759	0.0317972	0.1450158822	0.0254028967	-0.0703547934	0.0482345069	-0.0810541246	-0.0987491418	0.0283709753	-0.0398096614	0.0184864787	-0.0463684218	0.0230131098	0.0396027191	0.0842655937	-0.028895421	0.0394638824	0.0625107541	0.1138958253	0.0395202976	-0.0386259018	-0.0038413293	-0.0100190002	-0.0273765465	-0.0015839204	0.0038175876	0.0922235313	-0.1916286037	-0.0125351101	0.0233580016	-0.0967221672	0.0164733523	-0.0021521484	0.0665900442	0.150916941	-0.0640795481	0.1386833937	0.0261172619	0.0245664629	-0.0577166135	0.0511962251	0.0273891075	0.0974813736	0.0436520119	0.0639783669	-0.0938236412	-0.0442239945	0.0896320031	0.0395246068	0.0510953905	-0.0969805016	-0.0673425354	0.0965573254	0.1049824147	-0.003002108	-0.0377469498	-0.0730155112	-0.0190320548	-0.0533088214	0.0541785394	-0.0264261096	-0.0192148846	0.0070051749	0.010029488	0.0188673182	-0.0261339504	-0.0042064411	-0.1271097727	0.0376594977	-0.0927239409	-0.1004620757	-0.0419363032	-0.0280114559	-0.0563298601	-0.0315461517	0.0326682752	0.0248120496	0.0519663256	0.0112857257	-0.0991880524	0.0387224115	-0.0138271171	0.1455541767	-0.0176336142	0.0770328527	-0.1020618638	-0.1081500677	0.0196599919	0.0965420416	0.0362826828	0.0379180985	0.0010600725	0.0082928103	-0.0154251722	0.0077994461	0.1492123022	-0.1182216308	-0.0990112415	0.1236461902	0.020641557	-0.0275297518	-0.0016861375	0.067926969	-0.0113245305	0.0119225375	-0.0011394954	0.0358208057	-0.0672691871	0.255132533	0.0556754356	0.0201251742	-0.0765846175	-0.0698768622	-0.0760874643	-0.0555427903	0.0439989157	-0.103670084	0.0664784831	0.0189825838	-0.0810866311	0.0158110503	0.1125037874	0.1059762505	0.0953761056	-0.00443429	-0.0044760758999999	1.96629278041e-05	2.0035255462560804e-05	-0.0174471	0.0223968	0.00030440129841	0.00050161665024	-0.0546284	0.0142471999999999	0.0002029827078399	0.00298426208656	-0.000531751	0.0004077	2.82759126001e-07	1.6621928999999998e-07	-0.000147436	-5.406000000000009e-06	2.9224836000000094e-11	2.1737374096e-08	0.000386169	-3.5477999999999974e-05	1.4912649656100001e-07	1.258688483999998e-09
