global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
795.4241089976438	2.272943189585021	632699.5131746954	5.166270743080929	817.936228187536	-2.0985152683097112	669019.673381653	4.403766331328979	759.266426494796	0.0208411289854666	576485.5064021774	0.0004343526573888	749.7312740027011	588.3348273242893	0.98496	27.190985	0.10344503	0.0483736	-0.0080958991	0.0444519798	0.052137689	-0.0951900104	0.0565707728	-0.0308657117	-0.1569031934	-0.0301196479	-0.0461991929	0.0382934377	-0.0604664248	0.0287489465	0.1723120735	0.0501239185	-0.043905977	-0.0789036019	-0.0586085483	-0.0332702753	-0.0114192489	-0.0936218384	0.0453130896	0.0192166981	0.0388373932	0.0953298857	0.0883460905	-0.000766787	0.0434396106	-0.0442593589	-0.0513307028	0.0769762595	-0.1285950865	0.0587765139	0.0186871248	-0.0185242651	-0.0086514012	-0.0611462138	-0.1061043256	-0.0588564338	0.0530722848	0.072122678	-0.116460117	0.024119745	-0.0486327633	-0.057632836	-0.0242738873	-0.0759868793	0.089131507	-0.0762905499	-0.2143285666	-0.0032586059	-0.1155229244	0.0356345557	-0.0549796365	-0.0435006409	-0.0754137018	-0.0474986084	-0.0506070743	-0.0934243256	0.0637198424	0.076971593	0.0272463187	0.0117340201	-0.0201175523	-0.0231700828	0.156485611	0.0645024831	0.0614331674	0.0379371612	-0.0137801233	-0.087964825	-0.0207426674	-0.0451880053	0.0333111062	-0.0229576748	-0.0894776407	0.0713788699	-0.0548988295	0.0005288047	-0.1756981711	0.0045782764	0.0975275327	0.0208709987	0.0060409683	-0.1032224258	-0.0068297995	0.028357029	-0.0641114975	0.0665627308	-0.0965496983	-0.0735734632	-0.0843814505	0.0153935059	-0.0135739991	0.0867119149	-0.0745376686	-0.1176982059	0.1142779131	-0.0188429536	-0.0578020656	0.0732270951	-0.0212145853	-0.1003129872	-0.0529603	-0.0178461	0.00031848328521	0.00280479337609	0.0638214	0.0271194999999999	0.0007354672802499	0.00407317109796	0.0676649	0.028845	0.00457853869201	0.000832034025	0.000689911	-0.000316909	4.7597718792100006e-07	1.0043131428100005e-07	2.84725e-05	-3.376469999999999e-05	1.1400549660899994e-09	8.106832562499998e-10	-0.000209043	-0.0002420149	5.8571211822010006e-08	4.3698975849e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
798.5250224775706	3.1009134799268168	637642.2115228046	9.61566440999184	815.3285515342918	-2.607676653244198	664760.6469470063	6.799977527874861	760.7452674176328	1.4788409228368664	578733.3618983256	2.1869704750569947	750.5141803940245	607.4621045565383	1.046529	28.890678	0.01605884	0.00952355	-0.1457087274	-0.01526363	-0.0434037611	0.0500146047	0.0397278688	0.0355936575	-0.1039986581	-0.0573340426	-0.0491658209	0.0291160516	-0.1837979387	0.0715816114	0.1610201194	-0.0173332451	0.1289663566	0.0428682838	-0.0203033884	0.0434255063	0.0402708834	0.0038811545	-0.0261889878	0.1224096258	-0.0121692828	0.0284003248	0.110250222	0.0592598413	-0.0825680319	-0.0952992099	-0.072965951	0.1079692783	-0.0606922168	-0.0143077335	-0.0309463863	-0.0981468031	0.1698916903	0.0742459991	-0.1312262362	0.0701023931	0.0349314709	0.0678892275	-0.112081668	-0.0718512104	0.0333927934	0.0519940994	0.0658039532	0.0217079399	-0.0050903619	-0.1788659168	-0.0851848335	-0.1902472083	0.0936788274	0.1556425989	0.0149644754	0.0306474162	-0.0892755096	-0.0562260792	0.0406792383	0.173815927	-0.0520348861	0.0865073739	-0.0428957236	-0.0235715873	-0.0873606676	0.0985436624	0.1044088793	0.1305953359	0.0058846853	0.1300229704	0.0081527651	-0.0070766222	0.0366362955	-0.0194563866	-0.0327672326	0.1277074556	-0.1441203923	0.1595723418	-0.0453341555	-0.0333744575	-0.1108662624	-0.0892540623	-0.0791891644	0.005916893	-0.0674331649	-0.1608547011	0.0147996182	-0.095932754	-0.1324071384	0.0051410714	0.0315891655	-0.0397310671	0.0403631594	-0.0444956912	-0.1208586153	0.0517319494	-0.1227196446	0.1671776707	-0.0151222225	-0.072894185	0.120288304	0.0713867084	-0.0258549876	-0.1035676303	-0.0529625	-2.2000000000008124e-06	4.840000000003575e-12	0.00280502640625	0.0632431	-0.0005783	3.344308900000044e-07	0.0039996896976099	0.0680273	0.0003623999999999	0.00462771354529	1.3133375999999916e-07	0.000544711	-0.0001451999999999	2.967100735210001e-07	2.1083039999999987e-08	-3.11693e-05	-5.96418e-05	3.5571443072399993e-09	9.7152526249e-10	-0.000111566	9.747700000000002e-05	9.501765529000004e-09	1.2446972355999998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
800.4470249466364	1.9220024690657735	640715.4397459211	3.6940934910949306	826.4138254312579	11.0852738969661	682959.8108639256	122.883297370758	761.4045635073815	0.6592960897486364	579736.9093298661	0.434671333957842	752.9495484293728	610.8877876589623	1.056573	29.167957	0.079990515	0.0391294	-0.0288086361	-0.0363626102	-0.1140195775	0.1117356123	0.0649349692	-0.14063479	0.0039521584	-0.0925893431	-0.0616101509	0.1473671064	-0.1318114226	0.0682080698	0.0408393224	-0.0755816108	-0.0637901549	0.0710357115	0.0210624018	0.0842555171	0.0030298518	0.0199614449	-0.0156749171	0.148833476	0.1028212224	0.0272301861	0.1366708775	0.0799499258	0.004639242	-0.1324959597	0.1434454165	0.1252570758	-0.0407985991	-0.0033694832	0.1164862467	-0.0376357321	-0.0086148264	0.0184049529	-0.0203362061	0.0934269719	-0.0879694039	0.1161778722	-0.0609862264	-0.1021528321	0.0139410684	-0.0473595807	-0.0725039039	-0.098620582	0.0442393983	0.1545507774	-0.004243892	0.0262088334	-0.0251442358	-0.1354276369	0.1306015306	-0.0135239152	0.1235478602	-0.0983087354	0.0756172269	-0.0615603154	0.0414947553	0.0524002681	-0.0816610853	-0.0887951246	-0.0194673668	0.0530390349	0.0849535517	-0.0062255538	-0.009298324	0.1578837145	-0.1102594216	-0.0418439935	-0.0060579772	-0.0176990873	-0.0441948224	0.0797009765	0.0732327975	0.0777254464	-0.1936047478	0.0608412864	0.0137716775	0.0716895884	0.089529384	-0.0362986674	-0.0528633458	0.0124812867	-0.0650008225	0.0095560732	-0.1027002659	0.0374716607	-0.0482718117	0.0846032481	-0.0174202707	-0.007226176	0.1965120228	-0.0022641408	0.0917923917	-0.0721504378	0.0743455308	0.0147155838	-0.0538720179	0.0695158277	-0.030451217	-0.1064242213	-0.0439037	0.0090588	8.20618574400001e-05	0.0019275348736899	0.0670118	0.0037687	1.4203099689999998e-05	0.0044905813392399	0.0732526	0.0052253	0.00536594340676	2.7303760090000024e-05	0.000252659	-0.000292052	6.383657028100001e-08	8.5294370704e-08	0.000401064	0.0004322333	1.8682562562889e-07	1.6085233209600004e-07	0.000402903	0.0005144689999999	2.646783519609999e-07	1.62330827409e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
799.946724050407	-0.5003008962293052	639914.761318978	0.250300986767846	822.6039019901351	-3.809923441122805	676677.1795693958	14.51551662721704	762.6505699423341	1.2460064349526192	581635.891833367	1.5525320359433357	752.8938269477335	604.9379790205376	1.153083	31.832218	0.366801565	0.192788	0.0854637521	-0.1267430575	-0.0988454066	0.072142068	0.034868404	-0.0883998149	-0.076542819	-0.0546144239	-0.031500518	0.1439653436	-0.1061038739	-0.0574618537	-0.0069030126	0.0585218472	-0.0378932211	0.1616494891	0.0724175451	-0.0280864571	0.0641889787	-0.0002035477	-0.1368458454	0.0998683158	0.027168427	0.0513374286	0.0346683391	-0.0395011512	0.0820200576	-0.1077104597	-0.0556331929	0.0643223225	-0.0503108926	0.0001797203	0.0064554081	-0.0331726946	-0.1183066617	-0.0146138335	-0.1673531062	0.014600604	0.0548073605	-0.0515630189	0.0555619585	-0.0812227955	0.1115840759	0.0320399061	-0.1001150599	0.0194630809	-0.0562850496	0.0232597466	0.0712860655	-7.369e-05	0.1074788267	0.1565741538	-0.0890461106	0.12256899	0.0997067189	0.213285164	0.1456310135	0.0143039235	-0.1200975031	-0.022247014	-0.0562838942	-0.0530220901	0.0982493042	0.0782062512	0.0863052717	-0.0833442973	0.0490713516	0.182951757	-0.00641062	-0.012066376	0.0058902149	-0.0027712952	-0.0198750233	0.0410291154	-0.011216018	-0.1184415946	-0.0725697896	-0.0532242251	-0.1061358726	-0.0174157038	0.0001753953	-0.1827246953	-0.1563285947	0.0923593012	0.0073673947	0.0971642903	-0.068454353	0.1264921065	-0.0806430144	0.0804546325	0.2017440945	0.0845014796	-0.0298244707	-0.0660807699	0.0261480621	0.0656149627	0.0184950859	0.0147323506	-0.0259889495	0.0676152521	-0.034995421	-0.108871781	-0.0566001	-0.0126964	0.00016119857296	0.00320357132001	-0.0691151	-0.1361269	0.0185305329036099	0.00477689704801	-0.039541	-0.1127936	0.001563490681	0.0127223962009599	-0.0012412	-0.001493859	1.54057744e-06	2.2316147118810003e-06	-9.81793e-05	-0.0004992433	2.4924387259489e-07	9.63917494849e-09	0.000292312	-0.000110591	1.2230369281e-08	8.5446305344e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
798.3242515752607	-1.62247247514631	637321.6106532002	2.6324169326073936	820.1121408011206	-2.491761189014482	672583.9234893972	6.208873823078868	762.3682377731095	-0.2823321692245599	581205.3299652764	0.0797114537790455	755.0130701838518	637.5262117781916	1.19342	32.945774	0.237065265	0.126167	0.0703740424	-0.1777711345	0.0853906755	0.0283488743	0.1115190135	0.0233916877	-0.0083058082	0.0450827461	0.1030122638	0.110549612	-0.0346575871	-0.0816966887	0.0851154295	0.0041412857	-0.1466636187	0.001585842	0.1023267469	-0.0421938078	-0.0093787504	-0.0335738656	-0.0717809105	0.0429917293	0.0289391733	-0.1239088959	-0.1076036894	0.1083906417	0.0874194624	-0.0315134572	0.1089665871	0.050761921	-0.1700357758	0.0989575697	0.1045093195	0.0147785941	0.07258991	-0.1570155657	0.0277883409	-0.0220967193	0.0969021858	0.0110623945	0.1707161573	0.0276727873	0.0560814786	-0.0544143323	0.0409890686	0.0401747544	0.0591016415	-0.1015998018	0.0968648391	0.0392603765	-0.0012995024	-0.1748567526	0.0416828083	0.0395352843	0.0711341409	0.0479845419	0.0803185598	0.041355204	0.0110579802	-0.1264790425	0.0211447223	0.0091112115	0.1109891012	0.0314192827	0.0726585892	0.0368591593	-0.0682814442	0.0349434996	-0.0725415336	-0.0170930887	-0.0933733133	0.1131796972	-0.043875554	-0.0094182709	0.1225832634	-0.1190782149	-0.0531009096	-0.0080609876	-0.1370087977	0.0005668054	0.2629220879	-0.0518139279	0.0346098807	-0.1934447833	0.1006652564	-0.0049600918	-0.027238599	-0.0324802684	0.0275255338	-0.0102379489	0.0323263563	0.0965068504	-0.0227515007	-0.1074650566	0.1021590224	-0.1321419473	-0.0691667344	0.0093972972	-0.0932248645	0.0656857936	-0.0394798359	-0.1109009027	-0.0474664	0.0091337	8.342447569000002e-05	0.0022530591289599	-0.045506	0.0236091	0.00055738960281	0.0020707960359999	-0.111649	-0.072108	0.012465499201	0.005199563664	0.000166827	0.001408027	2.7831247929000003e-08	1.982540032729e-06	0.000101515	0.0001996943	3.987781345249e-08	1.0305295225e-08	0.00132888	0.0010365679999999	1.0744732186239995e-06	1.7659220544e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
799.1818170501732	0.8575654749124624	638691.5767036165	0.7354185437618371	830.719067808316	10.606927007195395	690094.1696203175	112.50690053597106	763.8588018310006	1.490564057891106	583480.2691346919	2.221781210676801	755.9856514547132	622.1339868032662	1.224925	33.815514	0.4150467499999999	0.244245	0.0574569529	-0.1073570964	0.1387280789	-0.0222396906	0.0598451186	-0.0118889307	-0.0720842012	0.1575981443	0.0388891978	0.0987763988	-0.0281007958	0.1479580077	0.0532817348	-0.0483813827	-0.0491325695	-0.0025160949	0.1332393261	-0.0262660184	-0.0631961407	0.0711723079	0.1737066043	0.0261406908	0.1311134502	-0.0316792019	-0.156734067	0.1056565086	-0.02376421	-0.0178024265	-0.0633891507	-0.0189788951	-0.0906195618	-0.0505091608	0.0080943668	-0.0397817589	0.1393831123	-0.0503054823	0.0546771444	0.0896395904	0.0252824025	0.0374468764	-0.0846887063	-0.0197037688	-0.0389644171	-0.0416877178	0.0258149643	0.062026637	0.0499551158	-0.0376756561	-0.0479178269	-0.055444798	-0.0536681402	-0.1309824646	-0.1046892317	-0.0509349864	0.0117079371	0.0195473752	-0.1437818248	-0.0521907533	0.1665410851	-0.1436062627	0.107056303	-0.1088266956	-0.0959751728	-0.0106990825	-0.0225717971	-0.0220427855	-0.0048238484	0.0293245978	-0.1603226569	-0.0509732505	-0.1076632543	0.2050232939	-0.0178045565	0.0608044072	-0.0317619172	0.0766614455	0.0617123327	0.0130940719	-0.0309294735	-0.0469744814	0.0868496669	0.1223392762	0.0375636744	-0.135642109	0.0012611211	-0.0342980428	0.0481881513	-0.0843556864	0.0938857499	0.0146901544	-0.0605372225	-0.0728255087	-0.0178767466	-0.0072468615	-0.0272981439	-0.0427025674	-0.0541398606	-0.0202360753	-0.0131547019	0.0637282764	-0.0438968002	-0.1125037874	-0.0287791	0.0186873	0.00034921518129	0.00082823659681	0.142066	0.187572	0.0351832551839999	0.020182748356	0.0426992	0.1543482	0.00182322168064	0.0238233668432399	0.000466356	0.000299529	2.1748791873600002e-07	8.971762184099999e-08	0.000837581	0.000736066	5.417931563559999e-07	7.01541931561e-07	0.00127569	-5.319000000000005e-05	2.829176100000005e-09	1.6273849760999997e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
798.2957199307889	-0.886097119384317	637276.0564598165	0.7851681049811845	820.4359337385849	-10.28313406973109	673115.1213695038	105.7428462960643	761.5846113232571	-2.274190507743469	580011.1202043967	5.171942465510499	752.7014334166713	620.6893345721293	1.324187	36.555748	0.127708	0.0727658	-0.1328830664	-0.0822052703	0.0718009914	-0.081202575	0.1034787607	-0.1907013047	0.0262446782	-0.0082831609	0.0746020319	-0.1431108354	-0.1429896305	-0.0589105988	-0.0184382261	-0.0240119713	-0.0940286144	0.0384325703	0.0556825717	0.0565419902	0.0051249167	-0.040664922	-0.052182179	0.018464762	0.0270221225	0.0715029921	-0.0386494574	0.1960777977	-0.0692486275	0.0692052133	0.0872093815	-0.1148289633	-0.0691072022	-0.1893804703	-0.1034520134	-0.0416068994	-0.1157018851	-0.1590595195	-0.0272228424	-0.1743045768	-0.0464008977	0.0053093799	-0.0859617215	0.0165094238	0.0261768298	0.0342613926	0.0764534695	-0.088036554	-0.0188174435	0.0332316964	0.1205951467	-0.0364350871	-0.1350628776	-0.0305458863	0.1154520699	-0.1776282933	0.0567227127	-0.0547075243	0.1422574676	0.0074929415	-0.1680892013	-0.0387065483	-0.082010149	0.0198687126	0.0185423873	0.0275623826	-2.78397e-05	0.1767969459	0.0165610403	-0.0930423774	-0.1313744519	0.0179785132	-0.1052798759	-0.0310622948	-0.0659468904	-0.1069567668	-0.0626613748	0.1692433122	0.0864659699	0.0413150546	0.026289837	-0.1699901443	0.1040480283	0.1917720234	0.0376650314	0.1457239131	0.069381169	0.0691638581	0.0236495889	0.1039650463	-0.1386963611	0.0833445235	0.0447493858	0.0381385813	0.0282831426	-0.061320339	0.1712087804	0.0460915595	0.0760559863	-0.0569859163	-0.156590621	0.0617435365	-0.0482387676	-0.1136742748	-0.0235753	0.0052037999999999	2.707953443999998e-05	0.00055579477009	0.0888483999999999	-0.0532176000000001	0.00283211294976	0.0078940381825599	0.0844053	0.0417061	0.00712425466809	0.00173939877721	0.00040444	-6.191600000000002e-05	1.635717136e-07	3.833591056000003e-09	0.000447997	-0.000389584	1.5177569305600004e-07	2.00701312009e-07	0.00117558	-0.0001001099999999	1.0022012099999964e-08	1.3819883364000002e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
796.3142975628632	-1.9814223679256884	634116.4605030363	3.926034600116242	819.6040627382816	-0.8318710003032947	671750.8196570971	0.6920093611456042	760.4629026841442	-1.121708639112967	578303.8263587941	1.2582302710606643	753.2523844599527	625.0605632381187	1.214844	33.537216	0.1193911	0.0512058	-0.0916522087	-0.0505589341	-0.0834183292	0.1669669427	0.0557557686	0.0202070271	0.0295127775	-0.1538215384	0.0471086977	-0.0429709554	-0.0422355719	-0.0171675391	-0.1564998043	-0.0585479729	0.0629597059	0.0235625978	0.0249527933	0.0600895453	0.1049182117	-0.0065004266	-0.0771160368	-0.0530310325	0.0883170263	0.021665017	-0.032674809	0.0968601662	-0.0143386581	0.1118413837	-0.071962798	0.1216713678	0.0503558942	-0.1668828096	0.1912714456	-0.0505375117	-0.1316056655	0.0959935022	0.0121062032	0.0017075099	0.1085159978	-0.0749356938	0.0239435651	-0.0900942762	0.0253264134	0.0078642277	0.0880832603	0.0019576498	0.0958217326	0.0321352583	0.045447466	0.1029480048	-0.0786559628	-0.0549413779	0.1355727691	0.0055496572	0.0775264037	-0.0019702665	-0.0308049088	0.029745992	0.0339892414	0.002551597	-0.1393045397	0.0566740519	-0.0220537756	0.0775831603	-0.1115932111	-0.013822044	0.0105901363	0.0212572942	-0.0756973762	0.0643411548	-0.0231567173	0.1384336539	0.0721466686	-0.0977869471	-0.0311787708	0.0660963646	0.0159730232	0.0392737249	0.0424696822	-0.1618386517	0.0323448566	-0.2362946381	-0.0066496661	0.0702671716	-0.0080177284	-0.0038027031	-0.0613791476	0.1413147211	0.0631952567	-0.0213830163	-0.0954051466	-0.0053227344	-0.042035855	-0.0399310294	0.0812877327	-0.057167737	-0.0390821477	0.1189808121	-0.0607969379	0.0597324219	-0.0524983198	-0.1144078661	-0.0128707	0.0107046	0.0001145884611599	0.00016565491849	0.0591953	-0.0296530999999998	0.0008793063396099	0.00350408354209	0.113089	0.0286836999999999	0.0127891219209999	0.0008227546456899	0.000827543	0.000423103	6.848274168490001e-07	1.7901614860900001e-07	0.000179325	-0.0002686719999999	7.218464358399999e-08	3.2157455625e-08	0.000860361	-0.000315219	9.936301796100002e-08	7.40221050321e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
793.2608542873515	-3.053443275511654	629262.7829446988	9.32351583676734	814.4135054708704	-5.190557267411236	663269.3578933515	26.9418847462756	758.9874158805035	-1.475486803640706	576061.8974649643	2.1770613077178678	750.4860804118706	606.5641210148827	1.163327	32.115021	0.0443779	0.0251055	0.1580973841	-0.0611316557	-0.0190692378	0.0287649618	0.0344241773	0.0392281254	-0.0146289725	0.0110463676	0.0226936269	0.1759081777	0.0816408415	-0.00291949	-0.0167327741	0.0610529315	0.036674732	-0.0053684121	-0.0416049754	0.011288998	0.0539800646	-0.0558842995	0.0318056876	0.0052612954	-0.0833597998	-0.0943421482	0.0316218587	-0.0643227607	-0.0386026642	0.1037012742	-0.0248329631	-0.0758603024	-0.0041929693	-0.0178601271	0.1220634304	-0.0458536252	-0.0354094296	0.0076295757	-0.0803036845	0.0454751079	-0.0123788741	-0.1300796162	0.0044463444	0.0010711245	0.0789691234	0.0084295992	-0.0311227362	-0.0824970738	-0.1082768564	0.1112025158	0.0975684951	0.0716635724	0.0742516421	0.0007540675	-0.0022050697	0.0445248348	0.0215190477	0.0317542068	-0.090033177	0.1119180077	0.0379922601	-0.0096172319	0.0595965036	0.015021319	0.0685807218	0.0012536048	0.0593849716	-0.1639638108	-0.1437086708	-0.0921859896	0.004486126	-0.0151317115	0.1039844209	-0.0498002689	0.0780042814	-0.0402286018	-0.0155599795	0.0356869009	-0.0326336054	-0.0323908864	0.0955325966	-0.1568808086	-0.0434519585	-0.0781134174	-0.0075120502	0.0695841517	0.1081517926	-0.0051676865	0.0120045654	0.0756402188	-0.012430292	0.0367562458	0.1002477646	0.0103366451	-0.0755425705	0.0498132636	0.0878358709	0.0492148479	-0.0503659553	0.024800748	0.025136474	0.0576957916	-0.0566681795	-0.1147017419	-0.0201446	-0.0072738999999999	5.290962120999997e-05	0.0004058049091599	0.0785436	0.0193483	0.00037435671289	0.00616909710096	0.099172	-0.0139169999999999	0.009835085584	0.0001936828889999	0.000827543	0.0	6.848274168490001e-07	0.0	0.000210239	3.0914e-05	9.556753959999995e-10	4.4200437121e-08	0.000814501	-4.586e-05	2.1031395999999997e-09	6.63411879001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
792.3678201824736	-0.8930341048779837	627846.7624607248	0.7975099124752216	826.6390360580222	12.225530587151752	683332.0959349361	149.46359813738306	758.3925644692895	-0.5948514112139947	575159.2818423054	0.3538482014232809	751.5408519556107	623.8874976143359	1.115029	30.781687	0.0819915499999999	0.0386213	0.0102927001	0.0229686378	0.1624167992	0.0552719486	-0.0287096178	0.0340989342	0.1236765048	0.1311494503	0.0118270462	-0.0058163617	-0.0152299237	-0.0546317301	0.0021130436	-0.0634594423	-0.0708226213	-0.1437799259	-0.0717891317	-0.0019432042	0.0029617919	-0.0564511607	0.083212774	0.0519171481	-0.1125269061	-0.1813455044	-0.0522061874	-0.0323555736	0.00039018	0.1008381096	0.0808620038	0.0971217321	0.0011487633	0.0449200915	0.192940697	0.0148186065	0.0699047824	0.1400973045	-0.1233818361	-0.0985612593	0.0159846555	-0.0318441338	-0.010014926	0.0516976827	-0.0732687152	-0.2081848608	0.0099004265	0.05911997	-0.0076594811	0.0108409494	-0.0203678151	-0.0210976972	-0.1144149032	0.1510892868	-0.0988154672	-0.0229819325	0.0963025053	0.0734292709	-0.1386028399	0.1136264353	0.1076116705	0.0004744226	0.144246381	0.0342382284	-0.0335373169	0.0578182449	0.0295430003	0.0326069193	-0.0930435911	-0.12086819	0.0085361057	0.0906572393	0.0790282216	0.0536743999	0.1056438994	-0.0692801874	0.1271277288	-0.1028536418	-0.1754859207	0.0610027708	0.0282346947	-0.0174368586	0.0053655096	-0.0746337481	0.0733055556	-0.0516785699	0.064615331	-0.0585208796	-0.0202213703	0.0257044971	0.0770710219	-0.0582847641	0.0059187505	-0.1962897404	-0.0222902184	-0.0675783778	-0.0726302236	0.0022866622	-0.0190351895	-0.0082556913	0.0785708932	0.0556345156	-0.0607412226	-0.1145547726	-0.0194482	0.0006963999999999	4.849729599999998e-07	0.0003782324832399	0.0940962	0.0155526	0.00024188336676	0.00885409485444	0.11307	0.013898	0.0127848249	0.000193154404	0.00127297	0.000445427	1.6204526209e-06	1.9840521232900002e-07	0.000314753	0.0001045139999999	1.0923176195999994e-08	9.906945100899998e-08	0.000327551	-0.00048695	2.3712030250000006e-07	1.0728965760100001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
