global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30
763.3523760838302	n/a	582706.8500728294	n/a	863.7424617004093	n/a	n/a	746051.0401442831	731.605053591315	n/a	n/a	535245.9544403509	742.7312744261149	653.9786101052707	n/a	n/a	n/a	n/a	-0.0035019137	0.0599480702	-0.1722689251	0.0277066396	-0.1233528042	0.080534849	-0.1157858246	0.025267882	-0.015687477	0.0320621528	-0.0400791321	-0.099486664	-0.0542773311	0.1900727854	-0.089856261	0.143236028	-0.0195929708	0.2310596424	-0.2972553636	-0.2038345231	0.0116389522	-0.2756283432	0.2786353891	-0.1651671499	0.1645891016	-0.144955587	0.1624728209	-0.1740901843	0.0665932456	-0.062675266	0.0251610235	-0.0956484009	-0.0426975531	-0.0818507204	0.1222473063	-0.0906642028	0.2358014579	-0.0029073836	0.0248440337	-0.1838114517	0.0531745021	0.3293039812	-0.0495923471	0.1979385684	-0.0801467624	0.0874390559	-0.2594248644	0.2827974172	-0.172761779	0.1097375394	0.1147017419	0.1146833673	0.1146527451	-0.349378	n/a	n/a	0.122064986884	0.123383	n/a	0.015223364689	n/a	0.471433	n/a	n/a	0.222249073489	-0.00291045	n/a	8.470719202500001e-06	n/a	0.00415519	n/a	n/a	1.7265603936099998e-05	-0.0055525	n/a	n/a	3.083025625e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
752.553135067527	-10.7992410163032	566336.2210999635	116.62360652820536	836.6179569572856	-27.12450474312368	735.738757559739	699929.6059033826	728.3822948601531	-3.222758731161889	10.38617383928019	530540.7674657431	738.6899203757929	644.623546468331	2.790194	90.515388	0.73286341	0.350331	-0.1356094887	0.1727446758	-0.1509426727	0.1425557259	0.0557304528	0.0212063934	0.3664297454	0.1452198652	0.1114662986	0.1113965396	0.0216008272	0.2918898096	0.173248118	-0.3178609775	-0.3359509922	-0.0814097787	-0.1373183994	0.2504729993	-0.204310547	-0.1647473779	-0.1121337818	0.0387838727	0.1429567152	-0.0137995702	-0.0966777912	0.159240129	0.0681082081	-0.2185053757	-0.1536648424	-0.1475574143	0.0097925763	-0.0370319833	0.0162718859	0.1342770883	-0.2571165747	0.4167425759	0.187439839	0.0895691308	0.2382568312	-0.1557828903	-0.1593656484	0.0699906757	-0.0649377456	0.2852808872	0.0680498295	-0.1792282005	0.0324425609	0.1887921256	0.2490399564	0.0060443571	0.1146527451	0.1144874327	0.1142120884	-0.312405	0.036973	0.001367002729	0.097596884025	-0.00100131	-0.12438431	1.0026217161e-06	0.0154714565741761	0.28905	-0.182383	0.033263558689	0.0835499024999999	-0.000353768	0.002556682	1.2515179782400004e-07	6.536622849124001e-06	0.00850549	0.0043503	1.892511009e-05	7.234336014009999e-05	-0.00467702	0.00087548	7.664652304000009e-07	2.18745160804e-05	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
717.1170728623903	-35.43606220513675	514256.8961907228	1255.7145046063213	785.5259764510264	-51.09198050625923	2610.3904720519736	617051.0596793385	688.1756444653445	-40.20665039480866	1616.5747359703676	473585.7176352922	699.7656193106941	599.2863871721381	4.469317	144.987061	4.80897629	2.81727	-0.3358467616	0.7788642108	0.0528613881	0.1566483092	0.5447939805	0.4862308321	-0.0037126337	0.2061729803	0.3245482418	-0.024753567	0.7864351711	-0.1748647655	-0.4294005555	-0.2322256172	-0.1151417057	-0.091166539	0.0658657958	0.0658733308	0.0790298715	-0.0051672976	0.0631296349	-0.0249627213	0.0513939421	0.0189417287	-0.0223129005	-0.0009527052	-0.0194840741	0.0794115538	0.024488123	0.0233139602	-0.0010468794	0.0032002965	0.7778575202	-0.0544476227	0.4094423406	0.3242763298	-0.1527116002	0.0743816522	-0.003001569	-0.0835293758	-0.0137039922	-0.0184239847	-0.0033642385	-0.0673474316	0.032378475	0.0041007186	-0.0933586189	-0.0727612483	-0.0248687523	-0.0141855546	0.1145547726	0.1140958982	0.1133324686	-0.305443	0.0069619999999999	4.846944399999956e-05	0.093295426249	-0.780629	-0.77962769	0.609381635641	0.6078193350147361	1.02533	0.73628	0.5421082384000001	1.0513016089000002	-0.0453881	-0.045034332	0.00206007962161	0.0020280910586862	-0.00443016	-0.01293565	0.0001673310409225	1.96263176256e-05	0.00307513	0.0077521499999999	6.009582962249999e-05	9.456424516900002e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
763.2204374189956	46.10336455660536	582505.4360940431	2125.520223439255	853.0870593484989	67.56108289747249	4564.499922279149	727757.5308278693	724.7772186941604	36.601574228815934	1339.6752360275227	525302.0167380428	733.014337181646	679.9252324224365	5.079057	164.767365	3.2353426	2.089	0.0352297684	-0.0128525422	-0.0045369597	-0.1908963789	0.0201680786	0.1713826355	-0.0624545747	-0.4541130006	-0.5267856818	0.2876615883	0.0631518426	-0.0695349221	-0.0791837235	0.3728251447	-0.0353928253	0.6439821435	0.1419478221	0.014609784	-0.0345959637	0.1954566446	-0.1189127304	0.222803608	0.0468255199	0.1132646152	-0.1885182762	0.2332993372	-0.0805783666	-0.0649058839	-0.043583542	-0.0395461786	0.0340011462	-0.0842162492	0.0801625597	-0.0649680467	0.144076961	-0.2845483299	0.3632876945	-0.2638510329	-0.5647659265	-0.0030350817	-0.1842274302	0.0507995165	0.1239033756	0.0026442759	-0.0385941981	-0.157965732	0.0345670657	-0.0975279615	0.3240543781	-0.0424315395	0.1144078661	0.1135094328	0.1120172664	-0.146751	0.158692	0.025183150864	0.0215358560009999	-0.0824559	0.6981731	0.00679897544481	0.48744567756361	0.389473	-0.6358570000000001	0.4043141244490001	0.151689217729	-0.0123165	0.0330716	0.0001516961722499	0.0010937307265599	-0.00404537	0.0003847899999999	1.4806334409999957e-07	1.6365018436900003e-05	0.00167911	-0.00139602	1.9488718404000007e-06	2.8194103921e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
759.1582900294127	-4.062147389582947	576321.3093203818	16.50104141469555	824.971288741926	-28.115770606572937	790.4965568014308	680577.6272485141	727.2807261696578	2.503507475497372	6.267549679871225	528937.2546578648	735.3025765280421	665.7760869142006	2.86052	92.796829	1.76078915	1.14462	-0.0325481944	-0.0166846345	0.1483758479	-0.025639316	0.1285769314	-0.158708422	0.5508773211	-0.0083822234	-0.2083004968	0.0064426532	0.0076922241	0.2866616047	0.1666614757	-0.2974141776	0.009281178	0.0320795625	0.0271211214	0.0150945489	0.00880315	0.1745098557	-0.199770575	0.1917696366	-0.1414656887	-0.0202875396	-0.0238478205	-0.0761532831	-0.1394718454	0.1687410369	0.0348387768	0.1264668221	0.0047447958	-0.1516403508	0.0099441019	0.2292110271	-0.3485544568	0.2721186704	-0.0620612169	-0.0833827525	-0.1018603474	0.1180518646	-0.2079181104	0.0903188879	0.3540829875	-0.124801481	-0.0288744914	0.027715967	0.0995624104	-0.073728075	-0.0242668083	0.0209554785	0.1142120884	0.1127290384	0.1102715368	-0.112066	0.0346849999999999	0.0012030492249999	0.012558788356	-0.282812	-0.2003561	0.079982627344	0.04014256680721	-0.395391	-0.784864	0.616011498496	0.156334042881	0.000599741	0.0129162409999999	3.59689267081e-07	0.00016682928157	-0.00220774	0.00183763	3.3768840169000007e-06	4.874115907600001e-06	0.0016153	-6.380999999999987e-05	4.071716099999983e-09	2.6091940900000003e-06	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
766.4245011297468	7.26621110033409	587406.5159319813	52.79782375461834	846.0983711481632	21.127082406237264	446.35361099994014	715882.453659575	731.3113160523366	4.030589882678783	16.24565480235256	534816.2409862005	739.9672549647702	670.3537186873907	1.887836	61.242416	0.57901565	0.3352	0.0513993908	-0.0753128314	0.0938284091	-0.0678365795	0.0241707068	-0.0723601	-0.1620236809	-0.1023401894	-0.0328814518	-0.1049603959	-0.044685309	-0.1053348176	-0.0699904034	0.1370554092	0.1270893098	-0.0046249621	0.0668136219	0.0504926758	-0.027616032	-0.0016384818	0.0165237044	0.0683176911	-0.0580127827	0.0290983572	0.1033380175	-0.1402672522	0.020429273	-0.0103773894	-0.0046549881	0.0044912503	-0.0628775889	0.0668485491	-0.0431006874	-0.0197632365	0.1050845756	-0.1646150653	-0.0984016542	0.0094693657	-0.0667755146	0.0098568019	-0.0470560593	0.1067333379	0.1072919798	-0.0705357729	-0.0254648684	-0.0136106896	-0.0035711252	0.0713790763	-0.1532060814	0.0648097299	0.1139675232	0.1117560484	0.1081019891	-0.0856813	0.0263846999999999	0.0006961523940899	0.00734128516969	-0.148712	0.1341	0.022115258944	0.01798281	-0.138549	0.256842	0.065967812964	0.019195825401	-0.00171342	-0.002313161	2.9358080964e-06	5.350713811921001e-06	-0.00210595	0.00010179	1.0361204100000008e-08	4.4350254025000005e-06	0.000796472	-0.000818828	6.704792935840001e-07	6.34367646784e-07	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
761.9198194210176	-4.504681708729208	580521.811226556	20.292157296959505	840.1481987007688	-5.95017244739438	35.404552153731224	705848.9957801466	731.3099048703092	-0.0014111820273683	1.99143471436742e-06	534814.1769614207	739.5692598256825	658.4405803411183	1.175036	38.118793	0.1481347	0.0750013	0.037661603	-0.0249049284	0.09871752	-0.0201685999	0.0370733938	-0.0473715474	0.0070550579	-0.0427302494	0.067872007	0.0201780446	-0.0492137465	0.0546003721	0.0399518022	-0.1047404559	0.0389587945	-0.0628386925	0.043533346	0.0603342801	-0.0255963273	0.0294068998	-0.0387501201	0.0436208278	-0.1343937113	0.072688216	-0.0248060783	0.0393624311	-0.0196871874	0.0997882134	-0.0118392761	-0.0122685176	-0.007406842	0.0227379721	-0.0437795244	0.0367872707	-0.0623676423	0.0388641406	-0.0917874438	-0.0142775893	0.0423688077	-0.0385013934	-0.0859070489	-0.0330159505	-0.0082722918	0.0579312864	0.0574107895	-0.0334310006	0.138452538	-0.160525276	-0.0028132753	-0.0485970227	0.1136742748	0.110592125	0.105516962	-0.0899554	-0.0042741	1.8267930810000024e-05	0.00809197398916	-0.117808	0.030904	0.0138787248639999	0.000955057216	-0.0893904999999999	0.0491585000000001	0.00241655812225	0.0079906614902499	-0.0022774	-0.00056398	5.1865507600000006e-06	3.1807344040000017e-07	-0.00170073	0.00040522	1.6420324840000014e-07	2.8924825329e-06	0.00048971	-0.000306762	9.410292464400003e-08	2.398158841e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
766.4185497360405	4.498730315022954	587397.3933794956	20.23857444730652	854.8874642286274	14.739265527858606	217.24594830072104	730832.5764952528	732.214303207953	0.9043983376437836	0.8179363531328393	536137.7858223082	741.6602598056854	670.0153488124466	0.9756530000000002	31.650717	0.11566575	0.062484	0.0503845774	-0.0702644163	0.0703586957	-0.0513241657	-0.059358038	-0.0386463457	-0.0954887558	0.0317570945	0.0093957513	-0.0518622564	-0.0631397912	-0.0732810985	-0.0472021095	0.0774297305	0.0877131535	-0.0186086263	0.056821247	0.0390054652	-0.0168702335	-0.0369599732	0.0425439973	0.0214621885	-0.0100395352	0.0175238564	0.0422215234	-0.1416728172	-0.0041187599	0.0780750408	0.0315243509	0.0877353845	0.0372241533	0.1717213856	-0.0660925945	-0.0276710227	0.0684751139	-0.1013795782	-0.0753264012	0.0101059162	-0.0124867199	-0.0279260483	-0.0034978624	0.0807731444	0.0179613308	-0.0067756607	0.052968208	0.0157647424	-0.0719201728	-0.0346138304	-0.144431162	0.016509892	0.1133324686	0.1092392569	0.1025263906	-0.0781397999999999	0.0118156000000001	0.00013960840336	0.0061058283440399	-0.174544	-0.056736	0.030465607936	0.003218973696	-0.0667547	0.0226357999999999	0.0005123794416399	0.00445618997209	-0.00211756	0.00015984	4.4840603536000005e-06	2.5548825600000023e-08	-0.00191132	-0.00021059	4.4348148100000043e-08	3.6531441424e-06	0.000370573	-0.0001191369999999	1.4193624768999991e-08	1.3732434832900002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
765.3577584491604	-1.0607912868800895	585772.4984183233	1.1252781543207164	850.9251007685162	-3.962363460111192	15.700324190024336	724073.5271179095	732.1117102745696	-0.1025929333833346	0.0105253099801973	535987.5563211554	740.9384036462404	661.3851592859592	0.896646	29.087688	0.2818277	0.155614	0.0653344253	-0.0212284122	0.0323265985	-0.0277223173	-0.0394428895	-0.0465758661	-0.0045536015	-0.0022482057	0.0200240595	0.0018589848	-0.0560363023	-0.0093598326	0.0350134167	-0.0544497298	0.0305007524	-0.050316481	-0.0089639227	0.071745773	0.0134864582	-0.0384433152	0.0054585429	0.0258599892	-0.0852979171	0.0243789694	0.0313324577	-0.072300193	-0.0447566577	-0.0247763417	-0.0423158721	0.0407912696	0.0661802231	-0.0377507527	-0.0534774851	-0.0143832131	-0.034134547	0.0114443929	-0.0495222323	-0.0067853891	0.0749194469	-0.0336523994	-0.045552544	-0.0189656919	0.0022510263	-0.0296278883	0.0322809947	-0.0149855925	0.065105987	0.0400532433	-0.070236123	0.0374283335	0.1129422506	0.1076997553	0.099141769	-0.0664134	0.0117263999999999	0.0001375084569599	0.00441073969956	-0.0576205	0.1169235	0.0033201220202499	0.01367110485225	0.0206174	0.0873721	0.00763388385841	0.00042507718276	-0.00269237	-0.0005748099999999	7.248856216899999e-06	3.304065360999998e-07	-0.00140493	0.00050639	2.564308321e-07	1.9738283049e-06	0.000135659	-0.000234914	5.518458739600002e-08	1.8403364281e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
766.4514466657658	1.0936882166054147	587447.8200960453	1.1961539151415326	858.0534522785714	7.128351510055154	50.81339525090559	736255.7269671746	732.576299621591	0.4645893470213877	0.2158432613657594	536668.0347672631	742.6049733856664	664.7345922426067	0.780563	25.321875	0.1182036	0.0664651	0.0733202429	-0.0399998991	0.0286307604	-0.0350870092	-0.0611182349	-0.0487218575	-0.0706608164	-0.0112055712	0.0487648257	0.07383933	-0.0671512764	-0.0510515606	-0.0176650783	0.0277431828	0.0360615389	-0.0006203131	0.0368356652	0.0601037784	-0.0529755482	0.0055724982	0.1007057898	-0.0738001542	-0.0397020812	0.1232852106	0.0270639555	0.0013401476	-0.0103017466	0.0890966128	0.0197052247	-0.0318297038	-0.0740659238	0.0399747755	-0.0688300417	-0.022704317	0.0469264384	-0.0585795938	-0.013633856	-0.0234444215	0.0344172381	-0.0799508963	-0.0166782482	0.0781330857	-0.0790478957	-0.0461328343	-0.0635443419	-0.0577947796	0.0253722176	-0.0843184976	-0.0528221878	0.0210435467	0.1125037874	0.1059762505	0.0953761056	-0.0664481	-3.469999999999862e-05	1.2040899999999044e-09	0.00441534999361	-0.102725	-0.0451045	0.0105524256249999	0.00203441592025	0.0606822	0.0400648	0.0016051881990399	0.00368232939684	-0.00294237	-0.00025	8.657541216900001e-06	6.250000000000013e-08	-0.00109362	0.0003113099999999	9.691391609999998e-08	1.1960047044e-06	0.000234341	9.8682e-05	9.738137124e-09	5.4915704281e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
