global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71	motion_outlier72	motion_outlier73	motion_outlier74	motion_outlier75	motion_outlier76	motion_outlier77	motion_outlier78	motion_outlier79	motion_outlier80	motion_outlier81	motion_outlier82	motion_outlier83	motion_outlier84	motion_outlier85	motion_outlier86	motion_outlier87	motion_outlier88	motion_outlier89	motion_outlier90	motion_outlier91	motion_outlier92	motion_outlier93	motion_outlier94	motion_outlier95	motion_outlier96	motion_outlier97	motion_outlier98	motion_outlier99	motion_outlier100	motion_outlier101	motion_outlier102	motion_outlier103	motion_outlier104	motion_outlier105	motion_outlier106	motion_outlier107
738.7799008670587	n/a	n/a	545795.7419251411	925.7733944363276	n/a	n/a	857056.3778461603	765.8763219921925	n/a	586566.5405882886	n/a	787.7670611039179	606.7150631724728	n/a	n/a	n/a	n/a	-0.0121029098	0.0551562361	-0.1718452115	0.0934442365	-0.0678242083	0.0444482048	-0.0388332111	-0.0026732426	0.0506799378	-0.1757700429	0.0474618442	-0.0860978311	-0.0454314604	0.004530379	-0.0111201274	0.0794266371	-0.115289634	0.1259750152	-0.0885915894	0.0504810156	-0.0197801664	0.076056289	-0.0210480297	0.0770085677	-0.0042715761	0.0692747541	-0.0292774694	0.0014750474	0.0626820231	0.0111858288	-0.0590782481	0.0818030499	-0.0017392727	0.008115269	-0.080189406	0.0365135499	-0.0393596623	-0.0461081285	-0.03130528	0.0356448681	-0.0511354082	0.1303603185	-0.0097609308	0.0319879432	-0.1667731174	0.0514596148	0.1010410301	-0.0472570443	0.0467676567	-0.0365842844	0.0764885106	-0.0361573741	0.0201577103	-0.0116652342	0.0455799583	0.1147017419	0.1146833673	0.1146527451	0.688567	n/a	n/a	0.474124513489	-0.217302	n/a	0.0472201592039999	n/a	-0.826075	n/a	0.682399905625	n/a	-0.00941434	n/a	n/a	8.86297976356e-05	-0.0137817	n/a	n/a	0.0001899352548899	0.00713196	n/a	5.08648534416e-05	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
736.5350578719346	-2.244842995124145	5.039320072757943	542483.891474414	916.7510801304144	-9.022314305913255	81.40215543468699	840432.5429202814	764.7723836964195	-1.1039382957729913	584876.7988647035	1.2186797608741764	786.6092100529974	592.5324025663715	0.920027	36.850536	0.5496840000000001	0.266138	-0.008135786	0.076751711	-0.2072828431	0.0795931827	-0.0179753548	-0.085790352	0.0039093464	-0.0076067215	0.0083199021	-0.1838210871	0.0479232943	-0.0989029417	-0.0506404473	0.0473701549	-0.0226909762	0.0660711539	-0.1513457087	0.1315611785	-0.1098733366	-0.0027081974	-0.0580946238	0.0382601491	-0.0515920555	0.0421967518	-0.0298125809	0.0029754466	0.0364364371	0.0295763046	-0.0647601126	-0.0637359613	0.0092759163	-0.0968434638	-0.0100702462	-0.0454933508	-0.0616981361	0.0571327011	0.0079845226	-0.0348509776	-0.0526306966	0.0545227113	-0.045007239	0.1424349267	0.0126970543	0.1108113	-0.1648174815	-0.0616825721	0.0556518056	-0.0262659809	0.0746951435	-0.0121810268	-0.0183376412	-0.0628727336	-0.0047556818	-0.0261377199	-0.0129267123	0.1146527451	0.1144874327	0.1142120884	0.668132	-0.020435	0.000417589225	0.4464003694239999	-0.373958	-0.156656	0.139844585764	0.024541102336	-1.00511	-0.1790349999999999	1.0102461121	0.0320535312249999	-0.0083406	0.00107374	1.1529175876000002e-06	6.956560836e-05	-0.0159016	-0.0021198999999999	4.493976009999996e-06	0.0002528608825599	0.0078094799999999	0.0006775199999999	6.098797787039844e-05	4.590333503998649e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
737.4658895343953	0.9308316624607188	0.8664475838393854	543855.9382267569	917.4667669651468	0.7156868347324234	0.5122076454093152	841745.2684854789	765.1548442521137	0.3824605556941378	585461.9356824763	0.1462760766618687	785.9900020669871	594.5062438889914	0.722097	28.922699	0.4043499999999999	0.231318	-0.0222563851	0.068733442	-0.1933804139	0.0619378444	-0.0629608333	-0.046042975	-0.0134398427	-0.0012617071	0.0212500314	-0.1343589843	0.0488034625	-0.0966014057	-0.046293725	0.028833131	0.0178219865	0.0725407661	-0.1230125508	0.1361460671	-0.1270759746	0.0530239809	-0.0627568188	0.007803663	0.0014287242	0.0581520584	0.029878923	0.0671177178	0.0625154208	-0.0114395292	-0.005533733	0.0290892918	0.002243961	0.093467874	0.0245605506	0.0363466085	-0.0338892875	0.0415504982	-0.1131432611	-0.0353299989	-0.0339409662	0.0289293415	-0.0081254042	0.1285143105	-0.0096073738	0.0855560865	-0.1419607329	0.0025773853	0.1145705003	-0.0376195615	-0.0170829186	-0.0262102098	0.0699191015	-0.0274865527	-0.0431187727	-0.0258393596	-0.0261045203	0.1145547726	0.1140958982	0.1133324686	0.69525	0.027118	0.000735385924	0.4833725625	-0.220412	0.153546	0.048581449744	0.023576374116	-0.8334	0.1717099999999999	0.6945555600000001	0.0294843240999999	-0.00819996	0.00014064	1.9779609600000252e-08	6.723934400159999e-05	-0.0151634	0.0007381999999999	5.449392399999968e-07	0.00022992869956	0.0076488	-0.0001606799999999	5.850414144e-05	2.58180623999679e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
736.2875717708558	-1.1783177635394395	1.3884327518725863	542119.3883442231	914.8121465872906	-2.6546203778561903	7.047009350529343	836881.2635436464	763.711345207156	-1.4434990449576617	583255.0187981238	2.083689492793681	785.1718813430558	598.89752808613	0.648474	25.973831	0.301352	0.148986	-0.011383537	0.0713152529	-0.2031359344	0.0948927734	-0.0374031938	-0.0269315458	0.0029500007	-0.0115017836	0.0054363573	-0.141278402	0.0629536525	-0.0887757494	-0.0367311835	0.0569456207	0.0048120991	0.0609775521	-0.1406595718	0.1159388897	-0.1224569492	0.0368718361	-0.0750145541	0.0283874895	0.0186467734	0.018194237	0.0010311044	0.045101098	0.0065397614	0.0286258103	0.0503568037	-0.00334789	0.0571816497	0.0100338466	0.0204097185	-0.0347424546	0.0390038012	0.0566063434	-0.0195294612	-0.0234602849	-0.0571808513	0.0515496241	-0.0248822695	0.1264363842	0.0196721612	0.129155948	-0.1304856616	-0.0306129955	0.0705965441	-0.0329558867	0.0233840974	-0.0107809656	0.0179170618	-0.0399700735	0.0149583892	-0.0568522757	0.0106858055	0.1144078661	0.1135094328	0.1120172664	0.690124	-0.005126	2.6275876000000767e-05	0.4762711353759999	-0.319199	-0.098787	0.101888001601	0.009758871369	-0.92843	-0.0950299999999999	0.8619822649	0.0090307008999999	-0.00757978	0.0006201799999999	3.8462323239999853e-07	5.7453064848400006e-05	-0.0160749	-0.0009114999999999	8.308322499999984e-07	0.00025840241001	0.0081653	0.0005165	6.667212409000001e-05	2.667722500000005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
739.6929881448344	3.4054163739785963	11.59686068016153	547145.7167106342	918.9049938526808	4.092847265390219	16.751398737812195	844386.3877273954	766.8121315141111	3.100786306955115	588000.8450372145	9.61487572140034	786.7771544982554	590.1182887123839	0.738158	29.566008	0.5689224999999998	0.291922	-0.0085145408	0.0488681083	-0.1785868079	0.0219486303	-0.046047334	-0.0606059933	-0.0167649949	-0.0027557511	0.0225262102	-0.1298470793	0.0368325412	-0.084019093	-0.0575771222	-0.0127476146	-0.0271411243	0.0626419095	-0.1088159831	0.0787937179	-0.1080408891	0.090665823	-0.0563935846	0.0731264433	0.0117142465	0.0368654723	0.0552349387	0.1192491018	-0.0196989815	0.0329582746	-0.020400788	-0.0363952487	-0.0749509419	0.0409006027	0.0202076546	-0.0013338978	0.0077017823	0.0064202129	0.0665360325	-0.0384630144	-0.0170554984	0.0166705355	-0.0213814201	0.1067368629	-0.0592011135	0.0978670298	-0.0735439671	0.0741702655	0.1373683901	-0.0502796542	-0.0556682833	-0.0731816263	0.0560219119	0.0056279103	0.0493074696	-0.088647844	0.0191848701	0.1142120884	0.1127290384	0.1102715368	0.664795	-0.0253289999999999	0.0006415582409999	0.441952392025	-0.13744	0.181759	0.0188897536	0.033036334081	-0.721848	0.2065819999999999	0.5210645351040001	0.0426761227239999	-0.00798974	-0.00040996	1.680672016e-07	6.383594526760001e-05	-0.0141581	0.0019167999999999	3.674122239999999e-06	0.0002004517956099	0.00738701	-0.00077829	5.4567916740100005e-05	6.057353241000001e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
738.5478201738031	-1.1451679710313556	1.3114096818760717	545452.8826834762	916.8486066952536	-2.0563871574272525	4.228728141231736	840611.3675990278	764.2409445728958	-2.5711869412152737	584064.221361672	6.611002286675955	786.7261633757565	607.1959344484764	0.737337	29.533106	0.4116805	0.223343	0.0269702305	0.0702262461	-0.1896081508	0.0710793847	-0.0204424371	-0.0455998176	-0.0068395967	-0.0256899355	-0.0051569384	-0.1439515702	0.0717019194	-0.0403901398	-0.0470036479	0.0525762601	-0.0279500722	0.0241908846	-0.132800171	0.0880073721	-0.1245605827	0.0289302426	0.000468248	0.021191152	0.0192649116	0.103659692	-0.0195336431	0.0305207278	0.0657908721	-0.0412078518	0.0804121943	-0.0924653817	0.005825637	-0.0952440043	-0.0207791233	-0.025238703	-0.0768261252	-0.0418417041	-0.0855008674	-0.043805207	-0.0515614011	0.057586465	-0.0520434605	0.1032915281	0.0539969536	0.1212605534	-0.1187289397	-0.0316709905	0.0268963921	0.0042114476	0.0730940079	0.0033104157	-0.0020094276	-0.0091249299	-0.0027880727	-0.0260801331	-0.1181680559	0.1139675232	0.1117560484	0.1081019891	0.63222	-0.032575	0.001061130625	0.3997021284	-0.271282	-0.133842	0.073593923524	0.017913680964	-0.888119	-0.1662709999999999	0.788755358161	0.0276460454409999	-0.00765255	0.00033719	1.1369709610000017e-07	5.85615215025e-05	-0.0134781	0.00068	4.624000000000001e-07	0.00018165917961	0.00794967	0.00056266	6.319725310890001e-05	3.165862756000005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
741.6629263519607	3.115106178157589	9.703886501195582	550063.8963249539	917.170180773912	0.3215740786583865	0.1034098880649901	841201.1405008504	768.0302602305248	3.789315657629004	589870.4806297678	14.358913153152333	786.7990980463277	602.6361712007892	0.8614039999999998	34.502464	0.6032550000000001	0.317712	0.0329013472	0.0212792318	-0.1466959565	0.026768623	-0.062434628	0.0055167622	-0.0203047902	0.0148191534	-0.0007246565	-0.0728118972	0.0558585981	-0.0957535728	-0.0441526518	-0.0501620039	-0.0420298557	0.0575372855	-0.1178854356	0.0889212081	-0.032819811	0.0269453721	-0.0562753868	0.0547994326	-6.46721e-05	-0.0671005586	0.0515607165	0.0501524041	0.094441122	-0.0291498938	-0.0571779079	0.0642964823	0.0213101488	0.08060673	0.0080414399	-0.082270863	-0.044772443	-0.0029325153	0.026725952	-0.0289735562	0.0097556446	0.0035574392	-0.0260994374	0.1114798553	-0.1121866686	0.0285938471	-0.0433856526	0.0440429373	0.1599439565	-0.0400813571	-0.0405221717	-0.0408073414	0.1007151423	-0.0729414003	0.007947447	-0.0305939276	0.0135616948	0.1136742748	0.110592125	0.105516962	0.629261	-0.002959	8.755681000000266e-06	0.3959694061209999	-0.0673755	0.2039065	0.00453945800025	0.04157786074225	-0.670469	0.21765	0.449528679961	0.0473715225	-0.00717196	0.00048059	2.3096674810000038e-07	5.14370102416e-05	-0.010876	0.0026020999999999	6.7709244099999975e-06	0.000118287376	0.00745757	-0.0004921	5.5615350304900005e-05	2.4216241000000053e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
741.184365256447	-0.478561095513669	0.229020722139243	549354.2633006022	915.022803967343	-2.1473768065690138	4.611227149390536	837266.7317802585	762.5951976097253	-5.435062620799499	581551.435417416	29.53990569201192	783.9315709640076	606.2846246442828	0.909558	36.431202	0.7403639999999998	0.397713	0.0582080577	0.0500469409	-0.1729718762	0.0413208912	0.0328592413	-0.0891634774	-0.0126549677	0.021166773	-0.0404297302	-0.1144892169	0.0708613188	-0.0679157779	-0.0447174693	0.0747406718	0.0185275236	0.0190353999	-0.1391356501	0.0398040507	-0.0909198924	0.0717409807	0.0388732189	0.0088358222	-0.030556948	0.0185555272	0.0282752839	-0.0513067529	0.0065141322	0.0964731756	0.0369799552	-0.0918439854	0.0490550023	-0.0125051429	-0.0275408015	-0.0059883643	0.0335763908	-0.0747871822	0.0820869951	-0.0234679933	-0.0504309852	0.0443693875	0.0176634736	0.0989988781	0.0622296703	0.1657188615	-0.0208920897	0.0043287468	0.0237747306	-0.0070427951	0.0205621651	0.0652078924	-0.0691670785	0.0177182836	-0.0076284248	0.0035743433	0.005967624	0.1133324686	0.1092392569	0.1025263906	0.551578	-0.0776829999999999	0.0060346484889999	0.304238290084	-0.307977	-0.2406015	0.094849832529	0.05788908180225	-0.939215	-0.268746	0.882124816225	0.072224412516	-0.0051167	0.0020552599999999	4.224093667599999e-06	2.618061889e-05	-0.0111399	-0.0002638999999999	6.964320999999958e-08	0.00012409737201	0.00671006	-0.0007475099999999	4.5024905203600005e-05	5.587712000999997e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
743.6367220340354	2.4523567775884203	6.014053764583861	552995.5743575252	919.0831775224948	4.060373555151841	16.486633407376402	844713.8872048457	767.3896900202665	4.794492410541125	588886.9363494007	22.98715747473645	786.7768913861681	620.8551352745403	0.991639	39.718872	0.9547035	0.44893	0.065527919	0.0005813387	-0.0952052337	-0.0123719312	-0.016286464	0.0271012471	-0.0297222845	0.0621045175	-0.0312183736	-0.0639147389	0.0452651655	-0.0542119899	-0.0239429121	-0.0816829016	-0.000556504	0.0742443908	-0.0914052117	0.0192111227	0.0259033594	0.0440969054	-0.048358222	-0.0775089478	0.0050609901	-0.0554187779	0.0171450588	0.0151754797	-0.0774965311	0.0389435708	0.02328247	-0.0576628365	0.1435942486	0.1715572879	-0.0431721734	-0.0417702315	-0.0558295844	0.0078028793	0.071607802	-0.0313730218	0.0533626596	0.0023330175	0.023607733	0.1031664369	-0.0974221683	0.0242693146	0.007229112	0.0048579493	-0.0106951144	-0.0423484027	-0.1022090153	0.0348288824	0.063263622	-0.0481865362	-0.0253859422	-0.0594288491	0.0575874476	0.1129422506	0.1076997553	0.099141769	0.46162	-0.089958	0.008092441764	0.2130930243999999	-0.126532	0.181445	0.016010347024	0.0329222880249999	-0.579124	0.360091	0.3353846073759999	0.129665528281	-0.00416226	0.00095444	9.109557136e-07	1.73244083076e-05	-0.00809169	0.0030482099999999	9.291584204099994e-06	6.54754470561e-05	0.00424852	-0.00246154	1.8049922190400005e-05	6.0591791716e-06	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
740.8281588266565	-2.8085632073789384	7.88802728984267	548826.3609104938	908.7527420382492	-10.33043548424564	106.71789729416146	825831.5461620366	762.0185589824621	-5.371131037804389	580672.284233708	28.84904862526565	781.5006783903916	614.0066512795311	1.155528	46.283253	1.171596	0.601506	0.068048305	0.0254566488	-0.1317505073	0.0570533207	0.0630700466	-0.0604066965	0.0029936888	0.0630301448	-0.0591238712	-0.0989245946	0.0296819712	-0.0897267115	-0.0605143281	0.0884374638	0.0595235404	-0.0050238016	-0.1270955672	0.0411642266	-0.064989822	-0.0110336207	0.1153185999	0.0742096639	-0.1105731695	-0.013996152	0.0248298261	-0.1063033277	-0.0661695106	-0.0315178227	-0.0355200791	-0.0179580617	0.0826870722	0.0396885481	-0.0136775076	-0.088160403	0.1315365747	-0.0111053938	0.0145013188	-0.011295133	-0.0965762002	0.0173121489	0.02072942	0.1156028022	0.0840713879	0.0612600551	0.0188237799	0.0621966017	0.0556147524	0.0819944677	0.1274263612	0.15443766	-0.0445960538	-0.097259118	-0.0069655125	0.0472122727	0.0814374778	0.1125037874	0.1059762505	0.0953761056	0.56889	0.10727	0.0115068529	0.3236358321	-0.479804	-0.353272	0.230211878416	0.124801105984	-1.01395	-0.4348259999999999	1.0280946024999995	0.1890736502759999	-0.00297666	0.0011856	1.4056473600000004e-06	8.8605047556e-06	-0.00921163	-0.0011199399999999	1.2542656035999997e-06	8.48541272569e-05	0.00746754	0.0032190199999999	5.57641536516e-05	1.0362089760399996e-05	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
