global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46
788.2616269729155	n/a	621356.3925579877	n/a	1008.842789959538	n/a	n/a	1017763.7748533444	729.195807057623	n/a	531726.5250304182	n/a	799.4558921524136	551.0750231538801	n/a	n/a	n/a	n/a	-0.0489604069	0.0017557206	-0.0251499434	0.042870351	-0.0677044521	0.0534137222	-0.0911756397	-0.1922862465	0.1119539419	-0.0151806614	0.0366520883	-0.0322465933	0.0391607164	-0.0872646549	0.0623460106	-0.0398809976	0.0102431848	-0.0767878611	0.0685155474	-0.1063782498	0.0393030497	-0.1030918487	0.0414397325	-0.0443231518	0.0303635123	-0.0094082872	-0.0324501654	0.0466040925	-0.0111372684	0.1671139752	-0.0824992794	0.0229166189	-0.103994083	0.0305704797	-0.0220845726	0.1174526705	-0.0269085825	0.0111986294	-0.0401968178	0.0258129468	0.0357492744	-0.0407381556	0.0108667368	0.0672520067	-0.058405443	0.1208276365	-0.0285496822	-0.1502727606	0.0019393757	-0.0205734051	0.1170944311	-0.0624718679	0.0469664708	-0.047484879	0.0175280494	-0.0674839469	0.1186290731	-0.1201354473	0.1291201111	-0.0843151849	0.1257488426	-0.0443949047	0.1753291103	-0.0412517088	0.0198236281	-0.075712344	0.0760271092	-0.1816461252	0.0526467081	-0.0727953901	0.0194677209	-0.056334272	0.0549978895	-0.0859982251	0.0093736692	-0.0982473939	0.1147017419	0.1146833673	0.1146527451	-0.0213355	n/a	n/a	0.00045520356025	-0.0917776	n/a	n/a	0.00842312786176	-0.0512479	n/a	n/a	0.00262634725441	-0.00394233	n/a	1.55419658289e-05	n/a	0.00292818	n/a	n/a	8.574238112399999e-06	-0.000160282	n/a	n/a	2.5690319524e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
784.9194136079016	-3.3422133650138903	616098.4858585721	11.170390177277472	994.9292548392118	-13.913535120326172	193.58645954454985	989884.2221349092	727.8859083047715	-1.3098987528514954	529817.8955086622	1.715834742721903	795.1626752299484	548.5712122428814	0.919086	27.527031	0.1067945	0.0694076	-0.0610511945	-0.0013265364	0.0129727304	0.0368975566	0.0121351368	0.0153375077	0.0285982936	-0.0500202276	-0.0031689699	-0.0524168415	0.0487874823	-0.0638867473	0.0267985738	-0.0233191073	0.0078329904	-0.0334414163	0.0248240987	0.0163569254	0.0303681301	-0.0151792666	-0.0195066757	-0.0360733895	0.0423918008	0.0454567493	-0.1093259136	0.1214124206	-0.0663633372	-0.0009341669	0.0503396554	0.0432327406	0.0075974038	-0.0789541018	-0.0307743357	-0.0707995645	-0.0012309624	-0.0206407152	-0.0694823352	0.0245809437	0.0507242583	0.053161956	0.0334760639	0.0099179527	-0.0663387245	0.0556801976	0.0322688308	0.067192902	0.0284431755	0.0247219375	0.0690574019	0.0458413573	0.0264537545	-0.0362649904	0.0010929898	-0.0138998172	-0.0225132362	-0.0545526393	0.0555860936	-0.0439897601	-0.0126101282	-0.0369063258	0.0434791768	0.0916419497	0.0531239003	-0.0312673826	-0.0901847337	0.054066045	0.0542892326	0.0453833942	-0.004309083	-0.034112802	-0.0086118483	0.0011682121	-0.034386132	0.0301330446	-0.0071884364	0.0674102771	0.1146527451	0.1144874327	0.1142120884	-0.0401567	-0.0188211999999999	0.0003542375694399	0.0016125605548899	-0.070145	0.0216326	0.00046796938276	0.0049203210249999	-0.0623023	-0.0110543999999999	0.0001221997593599	0.00388157658529	-0.00289035	0.00105198	8.354123122499998e-06	1.1066619204000002e-06	0.00292818	0.0	0.0	8.574238112399999e-06	-0.000106536	5.374600000000001e-05	2.888632516000001e-09	1.1349919296e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
785.4539627417803	0.5345491338787269	616937.927586766	0.2857427765304971	999.8198190140038	4.890564174791962	23.917617947758583	999639.6704931952	729.6343201971737	1.748411892402146	532366.2412095917	3.056944145493253	798.0922429546985	545.2166237485621	0.8266139999999998	24.757454	0.230277	0.117297	-0.016295153	-0.0040941489	-0.0323534649	0.0309174959	0.0747690909	-0.0014398002	-0.0130792253	-0.0485212023	0.0339587372	-0.022152689	-0.0412484809	-0.0252301444	0.0021181174	0.0048911067	-0.1397037341	-0.0299551959	-0.1299699617	0.003771483	0.0386706898	0.1218042665	0.1220510364	-0.0208242988	0.1524742772	-0.0864932516	-0.067732026	0.0079391908	0.2046106253	0.1537335694	0.1565309862	0.0073182086	-0.0339320162	0.0385250416	0.1616121965	0.0017189995	0.0670970247	-0.0977509923	0.000177994	-0.1282678289	-0.0223523457	0.0661616741	0.0403197085	0.0590285496	-0.081887229	0.0409988223	0.0033350912	-0.1872902494	0.0272216313	0.1783082938	0.111782806	0.0016558311	0.0041417666	-0.035145232	-0.0068864187	-0.0602721814	0.0506447327	-0.0800878657	0.0564906665	0.091357485	0.0637452964	-0.0695642289	0.0256810519	-0.1106802985	0.0168034672	0.0210478231	-0.0023554207	-0.0024769002	-0.0582438625	-0.0270378385	0.0904952367	-0.0881290829	-0.0831831847	-0.0875552445	-0.0280230426	-0.1053831665	-0.0552325614	-0.0071015297	0.1145547726	0.1140958982	0.1133324686	-0.047783	-0.0076263	5.816045169000004e-05	0.002283215089	-0.0136036	0.0565414	0.00319692991396	0.00018505793296	0.0350283	0.0973305999999999	0.0094732456963599	0.00122698180089	-0.00196857	0.0009217799999999	3.875267844900001e-06	8.496783683999993e-07	0.00292818	0.0	0.0	8.574238112399999e-06	0.000347258	0.000453794	2.05928994436e-07	1.2058811856399998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
785.2622075610986	-0.1917551806816391	616636.73462373	0.036770049318248	997.3004285490232	-2.5193904649805745	6.347328315035036	994608.1447840652	729.613046134349	-0.0212740628246592	532335.1970894437	0.0004525857490675	796.1844665933228	547.7041906961562	0.941926	28.211088	0.4326761	0.196667	-0.0179689781	-0.0121628874	-0.0161071113	0.0100491772	-0.0584468403	-0.0127834121	0.0113686083	-0.0488380869	-0.016503282	0.043213755	0.0162661044	-0.0299489049	-0.0232433476	-0.0179829027	-0.0070978545	-0.0193958699	-0.1660413824	0.0308916592	0.0255343182	-0.0782708045	0.0887873648	0.0008960422	0.0886724245	0.0261007005	0.0597696082	-0.0171369939	-0.0076689839	0.0169245987	-0.0954636201	-0.0574981553	-0.0910433523	0.0121872858	-0.1753136106	-0.0133392602	-0.1557924921	0.0049374475	-0.0230531612	0.0538085182	0.0203793065	-0.0539397845	0.1149072537	0.065402609	-0.0345906679	0.199516671	-0.1741253132	-0.0032121889	-0.0051863146	-0.1362792672	0.0652749276	0.0347582057	0.0369642772	0.0428951497	-0.0447070876	0.0041248785	-0.0210068425	-0.048071451	0.0368515812	-0.0210550112	-0.0406231682	-0.0816836781	-0.0461715284	-0.0840258412	0.0170027197	-0.0211915474	0.0195544605	-0.0516984659	-0.0072621385	-0.0492185471	-0.0948460753	-0.0776717864	-0.0554901036	0.0150654952	0.0796157478	-0.0530661144	0.083896605	-0.022661045	0.1144078661	0.1135094328	0.1120172664	-0.0208723	0.0269107	0.0007241857744899	0.00043565290729	0.106233	0.1198365999999999	0.0143608106995599	0.0112854502889999	0.155133	0.1201047	0.0144251389620899	0.024066247689	-0.00049616	0.00147241	2.461747456000001e-07	2.1679912081000004e-06	0.00176831	-0.00115987	1.3452984169e-06	3.1269202561e-06	0.00103146	0.000684202	4.681323768040001e-07	1.0639097316000002e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
785.7045712320353	0.4423636709366292	617331.6732549164	0.1956856173645303	998.1792788420884	0.8788502930651703	0.7723778376207356	996361.8727097115	729.2876866958112	-0.3253594385378164	531860.5299661277	0.1058587642456431	797.0197308443892	544.8791063968712	0.909391	27.23665	0.37453224	0.1951	-0.0003373852	-0.0129719132	0.018629393	0.0823548525	0.0279334269	-0.0385679616	0.0033009586	0.0205572898	-0.0314670842	-0.0412917737	-0.0519439462	-0.0373035618	-0.0039402001	0.0353719544	0.0133047591	-0.0553441985	-0.0584710514	0.0230614402	0.0649796003	-0.0150472615	0.1723390194	-0.0438853404	0.004663987	-0.1437498807	0.0428400692	0.0658961199	0.0078850293	-0.0461183391	-0.0016825857	-0.20667706	-0.035595737	0.0778230051	-0.1046078101	-0.0114881161	0.0261322041	-0.1050562637	0.1021519205	0.1027919448	0.0044538721	-0.1589427051	-0.0135525305	0.1072252527	0.0597772384	-0.0882310736	0.0081804159	-0.0534479924	0.0133180879	0.0743571681	-0.0125169169	0.0185305529	-0.0180556824	-0.0396816498	-0.016674772	0.0054443434	-0.0101942259	0.022434152	0.0912496834	0.0192594593	0.08830215	0.0537846109	-0.0511955265	-0.0631227532	0.1329239439	-0.0828075416	-0.0352589891	-0.0072806159	-0.113845707	0.0868773189	-0.0198668886	-0.0374173761	-0.0322409429	0.0347240788	-0.0713291295	-0.0336175794	0.0385823047	-0.086069367	0.1142120884	0.1127290384	0.1102715368	-0.0411448	-0.0202725	0.00041097425625	0.00169289456704	-0.0089041399999999	-0.1151371399999998	0.0132565610073795	7.928370913959823e-05	0.0242984	-0.1308346	0.01711769255716	0.00059041224256	-0.00243552	-0.00193936	5.9317576704e-06	3.7611172096e-06	0.00190678	0.00013847	1.917394090000004e-08	3.6358099684e-06	0.00111939	8.792999999999995e-05	7.731684899999992e-09	1.2530339721000002e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
785.8577892636669	0.1532180316315816	617572.4649463778	0.0234757652170563	994.1253960424314	-4.053882799657004	16.433965753354904	988285.303056521	728.3148906641767	-0.972796031634516	530442.5799631716	0.9463321191638624	795.2447426508531	549.1972349877148	0.860407	25.769571	0.1287843	0.0619328	-0.0352150309	0.023251998	-0.0734014682	0.0215254143	0.0481951857	-0.0408956208	0.029517667	-0.0317272224	0.0244427523	-0.0309290271	-0.0062008007	-0.0569908241	-0.0190130653	0.0155592444	-0.104377205	-0.0489874965	0.0712977146	-0.0145952771	0.0567459777	-0.0469605395	0.0020548691	0.011603734	0.1246522743	-0.0795013359	-0.1287457126	0.0276952253	-0.0488482808	-0.0014115985	-0.108066573	0.025936905	-0.0480681845	0.1787314022	-0.0754753614	-0.1491695119	0.0065503902	0.0025682196	-0.0712649906	0.0660622255	-0.0578632089	-0.0154078749	-0.0807238398	0.0286067101	-0.0607830919	0.1839057214	-0.0943566499	0.0394229454	0.0742431112	0.1269801348	0.014539467	0.0474723008	-0.0089003038	-0.0253044558	0.0015942551	-0.0961328076	0.0350062702	-0.0615590506	0.0387959571	0.03363659	0.0066282913	0.0171716261	-0.0011185944	0.0388098288	0.0138417207	0.1232081456	-0.0055931285	-0.0637943031	0.0088541163	0.0943453104	0.0055073805	-0.1494386882	0.0057513156	-0.002729165	0.0390431832	-0.0846734079	-0.0812155225	0.0265438394	0.1139675232	0.1117560484	0.1081019891	-0.0127348	0.02841	0.0008071281	0.0001621751310399	-0.00741264	0.0014914999999999	2.224572249999704e-06	5.49472317696e-05	-0.0227874	-0.0470858	0.0022170725616399	0.00051926559876	-0.00318177	-0.00074625	1.01236603329e-05	5.568890624999999e-07	0.00198395	7.716999999999989e-05	5.955208899999982e-09	3.9360576025e-06	0.00133191	0.0002125199999999	4.516475039999996e-08	1.7739842480999998e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
786.4253398080605	0.5675505443936117	618464.8150922233	0.322113620441485	996.1751145454004	2.0497185029690854	4.2013459414138286	992364.8588395416	729.0172751223979	0.7023844582212178	531466.187426886	0.4933439271507135	796.7228829765876	546.2347771703263	1.076474	32.240852	0.23352121	0.110417	-0.050994817	-0.0374618116	-0.0427078867	0.0337380445	-0.0984590909	0.1274744474	0.0232512451	-0.1060636222	0.0104125845	-0.0824078306	-0.0190304538	-0.0413294446	0.0124215587	-0.1003430699	0.04465541	-0.0826990689	0.0050884591	-0.0332548058	0.1465655172	-0.0878017012	0.0644654047	0.0518917152	0.0199821591	-0.0306361768	-0.0301569213	0.0656395797	-0.1458260493	0.1735027441	0.0288329011	0.3210378906	-0.0901043427	0.0235098572	0.067436651	0.0155515219	0.0477898822	-0.0406775117	0.0993956573	0.0020609027	-0.0589155501	-0.0520032946	-0.0607913868	-0.0392775045	0.0496473789	-0.1763212951	0.0145171247	0.1493575747	-0.0219588635	-0.0878853445	-0.0388729016	0.0261781909	0.0715101326	-0.0764394602	0.0236046487	-0.0518514317	0.0489852579	0.0126051501	0.0496094372	-0.1026293601	0.1226156217	-0.0991560092	-0.0566759383	-0.0183123879	-0.1127815723	-0.069992125	-0.0385177371	-0.1578573745	0.0974160407	-0.0100463482	0.1050046801	-0.1295688127	0.0232108266	-0.1419643783	-0.0568955942	0.060749939	-0.0889197223	-0.0722915718	0.1136742748	0.110592125	0.105516962	-0.0200581	-0.0073233	5.363072289e-05	0.0004023273756099	-0.0577411	-0.05032846	0.0025329538859716	0.0033340346292099	-0.0912945	-0.0685071	0.00469322275041	0.00833468573025	-0.00270698	0.00047479	7.327740720399999e-06	2.254255441000001e-07	0.00283747	0.00085352	7.284963904e-07	8.0512360009e-06	0.000512973	-0.0008189369999999	6.706578099689999e-07	2.631412987290001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
783.8956922795735	-2.529647528486976	614492.4563744718	6.399116618380265	995.8075163864772	-0.3675981589232151	0.1351284064437373	991632.6096918042	728.0950505772496	-0.9222245451483104	530122.4026750877	0.850498111674008	794.1912915224784	549.7680842706391	1.573675	47.132248	0.7712560499999999	0.567404	-0.1620009767	0.1020304161	-0.0034111019	0.0312288627	0.0458473179	-0.150745155	0.0252371013	-0.0375118834	-0.0339056641	0.1105922915	0.0092825076	-0.0733264549	-0.0796634789	0.061854193	-0.0246656462	-0.0809333927	-0.0213101715	0.0195858652	-0.1452251752	-0.1832982903	-0.0264989306	0.1104756493	-0.075893271	0.1033667106	0.0020941703	-0.0405333914	-0.0131332546	-0.2055382189	-0.1625616882	0.0720507851	-0.2214550722	-0.069482213	0.0990115339	-0.0390249187	0.0687805049	-0.055194156	0.1137401637	0.1433013437	-0.0981272126	0.2196338888	0.0137627759	0.1072658885	-0.0818191657	-0.1175152258	0.1700631516	-0.0510003192	-0.0156422588	0.0077975527	-0.0618053311	0.069208269	0.0635564922	0.1043515624	-0.0086173722	-0.0255520392	-0.0558647938	0.0054357944	0.1045529473	0.0428266311	-0.2247977315	0.0754482593	-0.0106142305	0.1027938217	0.1103262294	-0.0665801891	0.128637991	-0.1734670071	0.081872042	-0.0632178306	-0.0503078666	0.1954179732	0.0893079103	-0.0926321667	0.0106643784	-0.1031565988	-0.1215777206	0.2790886347	0.1133324686	0.1092392569	0.1025263906	-0.0704763	-0.0504182	0.00254199489124	0.00496690886169	-0.125491	-0.0677499	0.00459004895001	0.0157479910809999	0.111836	0.2031305	0.04126200003025	0.012507290896	-0.0113215	-0.00861452	0.00012817636225	7.420995483040002e-05	0.00271978	-0.0001176899999999	1.3850936099999934e-08	7.397203248400001e-06	0.000246034	-0.000266939	7.1256429721e-08	6.0532729156e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
787.4294064616093	3.533714182035851	620045.0701604824	12.487135920321304	993.7271095086792	-2.0804068777980547	4.32809277718945	987493.5681724744	728.1813138628521	0.0862632856025129	530248.0258590295	0.0074413544429407	794.9056024466568	561.1459303793695	1.167588	34.969776	0.2065625	0.115981	-0.157334297	0.1144032199	-0.097833193	0.0270990819	0.0421295111	-0.0790643289	0.0315443632	0.0569585082	0.0486883995	0.0696740535	-0.070371956	-0.0504701672	-0.0445689366	0.1042385794	-0.0680218021	-0.0078819968	0.1247055863	0.0439375477	-0.0667515945	-0.1907077366	-0.2088480841	-0.1602915008	-0.0550009108	0.1010667601	-0.1823007157	-0.0613992119	0.0937543703	-0.1345839615	-0.1100533202	0.060708424	-0.0441839177	0.0712535304	0.1376983671	0.0838697892	0.0517388261	0.085057692	-0.1208860176	-0.1200970937	0.0420549713	0.0583384019	-0.0668715687	0.0420372738	-0.0416744518	0.0312091414	-0.1662626762	-0.0152428687	-0.0640748527	0.0653377709	-0.0683085189	0.0470515739	-0.0634319514	0.0259916906	-0.0142556161	-0.1060319545	-0.0208087727	-0.022714149	0.0791905239	-0.0101645443	-0.0771876116	0.1634074248	0.1182782883	0.1463003587	-0.037875557	0.1935961823	0.0712214277	-0.186144647	-0.0867058785	-0.1060670961	-0.0413955609	0.1303413749	0.0572171635	0.1130787677	0.0387822837	0.0056509724	-0.2158040785	0.1289776682	0.1129422506	0.1076997553	0.099141769	-0.108826	-0.0383497	0.00147069949009	0.011843098276	-0.0579039	0.0675870999999999	0.0045680160864099	0.00335286163521	0.108692	-0.003144	9.88473600000005e-06	0.011813950864	-0.0117032	-0.0003817	0.00013696489024	1.4569489000000032e-07	0.0029287	0.0002089199999999	4.364756639999984e-08	8.577283689999998e-06	-0.00111298	-0.001359014	1.846919052196e-06	1.2387244803999998e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
787.3861968689024	-0.043209592706944	619977.0230196739	0.0018670689018999	990.4091589591186	-3.317950549560578	11.008795849329342	980910.3021501086	729.4045116922373	1.2231978293851853	532030.9416769912	1.4962129298126288	796.0175139322392	550.0463671695699	1.184773	35.484467	0.480780175	0.27031	-0.1600757853	0.0268465957	-0.0172699507	-0.0112530355	-0.0910746584	0.0469614109	0.0691654461	-0.0773053972	0.0351416784	0.0205144829	-0.0074352739	-0.0301533106	-0.035691692	-0.0256834157	0.0781612908	-0.0532207321	-0.0860897078	0.0132094554	-0.0163293204	-0.1510584269	-0.1272187441	-0.0133114528	0.0462533395	0.1191055193	-0.0236436768	0.0238160972	0.039844074	0.0405950064	0.1087906813	0.003152318	0.051127793	-0.0036501028	-0.1128368224	0.0147557539	0.0523927851	0.0302256357	0.0478472044	-0.0897739023	0.0293873712	0.0737794745	-0.0388902807	0.1563972863	0.0419371075	-0.0923266143	-0.0258161126	-0.0684025736	-0.0400902209	0.071614028	0.1764367066	0.0377289027	0.111301052	0.0137026255	0.0421879201	0.0119547137	0.0154683112	0.0807722718	0.0679309816	-0.0345741615	0.0008009474	0.0001227331	0.0715413439	0.0586940272	-0.0990878983	-0.0623774748	-0.0289762092	-0.1185350747	0.0973875063	-0.0331087714	-0.0365834207	-0.1313631682	-0.0673215667	-0.1183977062	-0.0402389128	-0.0581707827	-0.1531982843	-0.0471355057	0.1125037874	0.1059762505	0.0953761056	-0.0407371	0.0680889	0.00463609830321	0.0016595113164099	-0.114021	-0.0561170999999999	0.0031491289124099	0.013000788441	-0.00403302	-0.11272502	0.0127069301340004	1.62652503204e-05	-0.00802622	0.00367698	6.44202074884e-05	1.3520181920399998e-05	0.00302866	9.996000000000008e-05	9.992001600000012e-09	9.172781395599998e-06	-1.29369e-05	0.0011000431	1.21009482185761e-06	1.6736338160999998e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
