global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19
767.005133132556	n/a	n/a	588296.87425169	846.2110750054502	n/a	716073.1834618796	n/a	714.4361216421037	n/a	510418.9719070108	n/a	727.2611316376708	663.924560857629	n/a	n/a	n/a	n/a	-0.0844764069	-0.0618165612	-0.1441362174	0.0759532279	-0.0723827248	0.0392039317	-0.1332386043	0.1386422523	-0.0465707114	-0.0874972635	-0.0812699942	-0.0985618672	0.0083854254	-0.1057120719	0.0627925429	0.0994045893	-0.016711172	0.0089741461	-0.0399362956	0.0025435489	-0.0200605772	0.0230420105	-0.1773614233	0.043576817	0.0400246629	-0.1445087294	0.029765435	-0.0604859148	0.015105934	-0.1025345889	0.1390938018	-0.0027141659	0.1221358731	-0.1124301164	0.0710096797	-0.021046235	-0.0872284834	0.1032763521	-0.1148009379	0.0591854755	-0.0469115223	0.0410971861	0.1175983604	-0.0159544589	0.0363896777	-0.0695697616	0.2639703199	-0.1920081073	0.0668375891	-0.0446865844	0.1140543308	-0.0224724546	0.0043366202	-0.120185522	0.0603689792	0.0730423404	-0.0110992842	0.1633723138	-0.1477563125	0.1147017419	0.1146833673	0.1146527451	0.029012	n/a	0.0008416961439999	n/a	-0.168223	n/a	0.028298977729	n/a	-0.307627	n/a	0.0946343711289999	n/a	-0.0083170199999999	n/a	6.917282168039834e-05	n/a	-0.00235554	n/a	n/a	5.548568691600001e-06	0.000480525	n/a	2.30904275625e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
762.5081889349528	-4.49694419760317	20.222507116356823	581418.7381928618	844.6555364862742	-1.5555385191760251	713442.9753169157	2.419700084640341	712.5074836412525	-1.9286380008511517	507666.91424478975	3.719644538327126	725.6515842928559	650.3813406573096	1.215585	33.746719	0.21052965	0.124325	-0.1001650975	-0.058683633	-0.0554775232	0.1550977244	-0.0796910332	-0.0203009235	0.0318516591	-0.0393596784	-0.0574904857	-0.0691511221	-0.1003423728	-0.0170422256	0.0287901147	-0.1638097583	0.0696700006	-0.0219605333	-0.0087043002	-0.043281178	-0.1078899846	0.0445366966	-0.1547616615	0.0412156104	-0.1195094054	0.0047340503	-0.0034667841	-0.1885087384	0.0966924143	0.0780943127	-0.0640254836	0.0521538157	0.0400129813	-0.0477486163	0.0439775063	-0.0200413879	0.1132557903	-0.2236611028	-0.0704859866	0.1039647697	-0.0582923552	0.0273749326	-0.1073214759	0.0756849655	0.0233821567	0.0104028048	0.1414768024	0.053464434	-0.1295494073	-0.0103360814	0.0072891373	-0.1458133095	0.1971900689	0.0206469436	0.1165818643	0.0111491263	-0.0272750253	0.1233581479	0.0755055998	-0.0766630351	-0.0855350383	0.1146527451	0.1144874327	0.1142120884	0.0194747	-0.0095372999999999	0.00037926394009	9.096009128999996e-05	-0.124048	0.044175	0.015387906304	0.001951430625	-0.198704	0.1089229999999999	0.039483279616	0.0118642199289999	-0.0085328699999999	-0.00021585	7.280987043689831e-05	4.6591222500000036e-08	-0.0020041	0.00035144	1.2351007360000013e-07	4.01641681e-06	0.000871122	0.000390597	7.58853538884e-07	1.5256601640900005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
761.1285630085805	-1.3796259263723414	1.9033676967187407	579316.6894275066	834.671188563218	-9.984347923056134	696675.9930175351	99.68720344863534	710.5564583214405	-1.9510253198120608	504890.480462309	3.806499798547754	721.8806326049022	641.6683825948977	1.02283	28.395514	0.1070508	0.0642696	-0.0962606559	-0.0538305003	-0.0233601987	0.1338332897	0.0458413285	-0.104245493	-0.0774435142	-0.0235692163	-0.0487170655	-0.0509052717	-0.0666786662	0.039785388	0.1009262641	-0.1200748541	0.0548998453	0.0212660611	0.021534856	-0.0354078821	-0.0050087956	0.1362780457	-0.1752272952	-0.0135602297	0.0748696111	0.1307972821	0.1326949626	-0.0227410176	-0.0609364512	0.0691134624	-0.0094798915	-0.019820869	-0.0865099631	-0.1284669425	-0.080771289	-0.1430377355	-0.0559920445	0.1784930482	-0.0540518128	0.0873562501	-0.006685762	-0.0622927705	-0.1451078521	0.0140519773	-0.0137324547	-0.0470822985	0.0809749845	-0.0729592062	-0.124765687	0.1462965824	0.0196491181	0.0273836578	0.0972263766	-0.0263071473	0.0736023792	-0.0953732286	-0.040670412	-0.0271010421	0.0366368757	0.0552047699	0.0698925576	0.1145547726	0.1140958982	0.1133324686	0.0144381	-0.0050366	0.00020845873161	2.5367339560000004e-05	-0.106236	0.017812	0.011286087696	0.000317267344	-0.148345	0.0503589999999999	0.022006239025	0.0025360288809999	-0.00898323	-0.00045036	8.069842123290001e-05	2.0282412960008937e-07	-0.00190091	0.0001031899999999	1.0648176099999994e-08	3.6134588281e-06	0.0007478079999999	-0.000123314	5.592168048638504e-07	1.520634259602466e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
760.2586292007036	-0.8699338078769188	0.7567848300872358	577993.1832741329	838.6833461103961	4.012157547178049	703389.7550429305	16.097408183377777	710.0956929377887	-0.4607653836517329	504235.8931287984	0.2123047387717286	722.5162320176726	633.4821669233181	1.018283	28.269278	0.0927812549999999	0.0471435	-0.1014403279	-0.0602129047	-0.0117133681	0.1416705	0.100290444	-0.0843242962	-0.0575850388	0.0228952266	-0.0278580259	-0.0484569006	-0.0445737395	0.0286842304	0.1549364947	-0.0937081822	0.0785196323	0.0951783748	0.0207873635	0.085473232	-0.0488895399	0.0777602496	0.0319623982	-0.0604887845	0.0486227746	-0.0194912949	0.0885741095	0.1008111864	-0.1701676893	-0.1035354109	0.0216252772	0.1319077494	0.0584643233	-0.0170658946	0.0509028596	-0.021614809	-0.0403929249	-0.0477986134	-0.0512500891	0.0659750508	0.004130831	-0.0989561155	-0.1609149356	0.026124115	0.0842586373	0.0820590366	0.0036822916	-0.0160712333	0.0983325634	0.1182675237	-0.0574704146	0.0170852943	-0.0101462975	0.0833626069	0.019179857	-0.0446048056	-0.0666255863	-0.0267713336	0.0666003034	0.0544887911	0.044945711	0.1144078661	0.1135094328	0.1120172664	-0.000880955	-0.015319055	7.76081712025e-07	0.000234673446093	-0.106983	-0.0007469999999999	0.0114453622889999	5.580089999999965e-07	-0.108721	0.039624	0.0118202558409999	0.001570061376	-0.00844801	0.0005352199999999	7.136887296010001e-05	2.864604483999994e-07	-0.00173197	0.00016894	2.8540723600000005e-08	2.9997200809e-06	0.000710144	-3.766399999990001e-05	5.043045007360001e-07	1.4185768959924674e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
760.8265091202256	0.5678799195220563	0.3224876029963771	578856.9769800688	835.4769403924892	-3.2064057179069323	698021.7179275949	10.28103762782627	709.9532086583583	-0.1424842794303913	504033.55848429847	0.0203017698847978	721.3262147852404	628.5878739344957	0.966644	26.835693	0.050458658	0.0306884	-0.0847125094	-0.0644972894	-0.0027382244	0.0703454475	0.0411013925	0.019633506	0.061827538	0.0894495521	-0.0934696513	-0.0441919553	-0.0442284719	0.0627605837	0.1019868741	-0.0925395803	0.0392949221	0.0728093857	0.0243791798	0.0580859608	0.0370861738	-0.0528772046	0.0041313335	-0.0300994208	-0.0399562118	-0.1213916688	0.0641670164	-0.0022748829	-0.0195381517	-0.0819446645	0.0325906517	0.0795605235	-0.0940923387	-0.1108021768	-0.0252878103	-0.0212608087	-0.1144342795	-0.1054724481	-0.0426326944	0.049720204	0.0275412664	-0.058902059	-0.1471147677	0.045149521	0.0784435013	0.0873224028	-0.0459565419	0.0806467566	-0.0131283273	-0.0327846688	-0.1134069599	-0.1173808362	0.0822470747	0.0738382623	-0.0924900486	0.1032180483	0.0543647984	-0.0842789579	0.0506908091	-0.014134976	0.0198255766	0.1142120884	0.1127290384	0.1102715368	-0.000855797	2.515799999999995e-05	7.323885052090001e-07	6.329249639999976e-10	-0.0810001	0.0259828999999999	0.00656101620001	0.0006751110924099	-0.0942064	0.0145146	0.0088748458009599	0.00021067361316	-0.00838059	6.742000000000033e-05	7.023428874810001e-05	4.545456400000044e-09	-0.00160067	0.0001313	1.7239689999999998e-08	2.5621444489e-06	0.000710144	0.0	5.043045007360001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
761.2271720438724	0.4006629236467915	0.1605307783851947	579466.8074579113	841.3909729649587	5.914032572469523	707938.7693869198	34.975781268230484	710.3134995397667	0.3602908814083321	504545.2676284301	0.1298095192259928	723.0989967068667	631.5947863313403	0.974954	27.066393	0.108439403	0.0573978	-0.0746202843	-0.0260761741	0.012090879	0.1241632335	-0.1064774763	-0.0007952159	0.1064054181	0.00468445	-0.0485291375	-0.0378565722	-0.0489625251	0.0231636626	0.1305158033	-0.062578191	0.0525608236	0.0263282634	-0.0102307476	0.0382347924	-0.0647609991	0.070109064	-0.0816244061	0.1107934498	-0.0256752327	-0.0686023205	0.0496532359	0.0974702929	-0.114390719	-0.0599554541	0.0626491069	0.0376459831	0.0385955708	-0.1245104098	-0.1351661164	-0.0323296472	-0.0615884573	0.0830691653	-0.039221234	0.0626699218	-0.0032456011	-0.0808742111	-0.0794716362	0.105846971	0.0294135516	0.031937485	0.0613884637	0.0624762638	-0.1740183116	0.0898445959	-0.1204776186	-0.0348580686	-0.0218701137	-0.0456722438	0.1866208434	0.0345364244	0.0745133891	0.0679205711	0.0360313329	0.0270842457	-0.0073995625	0.1139675232	0.1117560484	0.1081019891	-0.0189509	-0.018095103	0.00035913661081	0.0003274327525806	-0.0685058	0.0124943	0.00469304463364	0.0001561075324899	-0.0732139	0.0209924999999999	0.00536027515321	0.0004406850562499	-0.0073621399999999	0.0010184500000001	5.4201105379598526e-05	1.0372404025002043e-06	-0.00148197	0.0001187	1.4089690000000005e-08	2.1962350809e-06	0.000710144	0.0	5.043045007360001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
760.0668715607685	-1.1603004831039243	1.3462972110912002	577701.6492441738	838.1589861665578	-3.23198679840084	702510.4860917521	10.44573866503731	711.433992906757	1.1204933669903312	506138.32626325154	1.255505385469329	722.5118928481834	648.4703917065259	1.042266	28.935097	0.1373395399999999	0.0655511	-0.05152974	-0.0020831435	0.0158987098	0.0565575458	0.0185344477	-0.0696399817	-0.007026744	0.0808348033	0.0510252511	-0.0392570463	-0.0432279085	-0.0163241391	0.0917825433	0.0269355284	-0.0279465622	0.036000783	-0.0094765152	-0.0209897936	0.0143026038	0.0436383744	-0.0501388629	-0.0448550468	0.014214296	0.023435864	-0.0812722765	-0.0332234331	0.0514511732	0.0679760298	-0.0301473136	0.0232347252	-0.0014087401	-0.0599866874	0.0664967035	-0.0550847009	-0.1513008693	-0.0524693176	-0.0322179492	0.0486973263	-0.0169838663	-0.0692216338	-0.031768221	0.0280041078	0.0111728782	0.0186696227	-0.03937086	-0.0200210548	0.0030963801	0.0449341735	-0.0752642641	0.1167966067	-0.0293305215	-0.0557839873	0.0272724222	-0.1582553437	-0.0964661144	-0.067395397	-0.0733695727	0.0490537799	0.178838449	0.1136742748	0.110592125	0.105516962	-0.00577181	0.01317909	3.33137906761e-05	0.0001736884132281	-0.0422394	0.0262664	0.00178416691236	0.00068992376896	-0.047697	0.0255168999999999	0.002275003809	0.0006511121856099	-0.00632335	0.0010387899999998	3.99847552225e-05	1.0790846640997915e-06	-0.00148197	0.0	0.0	2.1962350809e-06	0.000301391	-0.000408753	9.083653488100001e-08	1.6707901500900005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
758.0661223435358	-2.000749217232737	4.002997430257412	574664.2458449645	844.1653194539523	6.006333287394455	712615.0865687933	36.07603955926268	711.4096728696123	-0.0243200371446619	506103.72265244887	0.0005914642067177	724.1629468388505	632.0055640540661	1.02848	28.552362	0.04144187	0.0201939	-0.0485181591	-0.0175808539	0.0124033645	0.1058091511	-0.0836781789	0.0044642358	0.0259359103	-0.095514232	-0.0246662978	-0.0224877775	-0.0406646611	-0.0467074437	0.0742464482	0.0198598145	-0.0968707246	0.0002361383	0.1048731694	-0.0084512889	0.1454934109	-0.022804994	0.0110079461	-0.0993010714	-0.1471786802	-0.0586295368	-0.0156636106	-0.133954959	-0.126103517	-0.0006646124	0.00299639	-0.0288553948	0.0035481561	0.0977093973	0.1837546803	0.0366467987	-0.1738716208	0.0103991787	-0.0223726404	0.0573958744	-0.0446223051	-0.0349066881	0.0109753565	0.0479427801	-0.0736778449	0.088314747	-0.0051356108	0.1534172944	0.0744050206	-0.0616564339	0.025677266	-0.0493088806	0.0902886822	0.0582598974	-0.0100391022	-0.0714707639	0.0146315329	-0.1567753763	-0.027457106	-0.0350109247	-0.0363285272	0.1133324686	0.1092392569	0.1025263906	-0.00700743	-0.00123562	4.91040752049e-05	1.5267567844000016e-06	-0.039245	0.0029944	0.001540170025	8.966431360000008e-06	-0.0521245	-0.0044274999999999	0.0027169635002499	1.9602756249999942e-05	-0.00611117	0.00021218	3.73463987689e-05	4.502035240000008e-08	-0.00123784	0.0002441299999999	5.9599456899999985e-08	1.5322478656e-06	0.000500768	0.0001993769999999	2.50768589824e-07	3.975118812899999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
759.221771168386	1.155648824850232	1.335524206377722	576417.6978160611	838.2396970858305	-5.925622368121822	702645.7897705449	35.11300044958566	711.1976107355694	-0.2120621340429807	505802.0415159824	0.0449703486948631	723.6756260949388	624.8381758577657	0.977617	27.140312	0.0456747699999999	0.0216085	-0.0513827946	0.0065558234	0.0498936917	0.0513594222	-0.0519610169	0.0214781322	0.0766767759	0.0824005799	-0.0101809497	-0.0344441298	-0.0383777848	-0.0132304069	0.1101548173	-0.001450644	0.0190030583	0.0523649687	0.0913188503	-0.1045897501	-0.0406312455	-0.0061072758	-0.0881497797	0.1554657486	0.0143355608	-0.0148301739	-0.0799305366	0.0529284088	0.036776101	-0.0193323709	-0.1538168083	0.0816471262	-0.0562812767	0.0207165254	-0.2142492727	-0.0448186864	0.0824650983	-0.0064654325	-0.0360118831	0.0689593906	-0.0163342885	-0.0942449599	-0.0113000288	0.0465861995	-0.0227900284	-0.0557012094	0.0529424282	-0.0583144415	-0.0949071177	0.0449364836	-0.1143495785	0.0476120849	0.0245637973	-0.1051309097	-0.0344945859	0.032904155	0.124261487	0.004024347	0.0726724142	0.0657259147	-0.0148703366	0.1129422506	0.1076997553	0.099141769	-0.0128772	-0.00586977	0.00016582227984	3.44541998529e-05	-0.0513093	-0.0120643	0.00263264426649	0.00014554733449	-0.0611795	-0.009055	0.00374293122025	8.199302500000001e-05	-0.00641908	-0.0003079099999999	4.12045880464e-05	9.480856809999988e-08	-0.00127963	-4.178999999999988e-05	1.74640409999999e-09	1.6374529368999998e-06	0.000524782	2.4014000000000045e-05	2.75396147524e-07	5.76672196000002e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
759.4924540064366	0.2706828380505612	0.0732691988151063	576828.7876927191	838.3812805354212	0.141583449590712	702883.1715522126	0.0200458731980056	711.3295455949138	0.1319348593444829	505989.7224362666	0.0174068071102484	723.6691351241865	643.2676591193497	1.042882	28.95219	0.06814945	0.0359013	-0.042806254	-0.0225608191	0.0298062687	0.0646452108	0.0525011277	-0.0622607134	-0.057010471	0.0434906772	0.0118552561	-0.0315641515	-0.0269235372	-0.0205844019	0.0277187143	-0.0237826761	-0.0183707576	-0.0039003782	0.0390389331	0.0006641152	-0.1055411921	-0.0385576579	0.0781068756	0.0205552487	-0.0277266569	0.0401527008	0.0065823379	-0.0107294087	-0.0027976781	-0.0402118167	-0.0235669129	-0.1226500484	0.0612288364	-0.0904559252	0.0646904937	0.0009186247	0.213107128	-0.080740365	-0.0291936368	0.0367028122	-0.0211348382	-0.0335128122	-0.0422123013	-0.0601212521	0.0051593563	0.0161107528	-0.038303572	-0.0424622232	0.1467170431	-0.0134239925	0.0118593121	0.1017456591	0.0195735947	0.0224669833	0.0587750319	-0.0210538645	0.0027395315	0.0377059669	0.1049870644	-0.000316887	-0.04262655	0.1125037874	0.1059762505	0.0953761056	-0.0106319	0.0022453	0.00011303729761	5.041372090000002e-06	-0.0579277	-0.0066183999999999	0.0033556184272899	4.380321855999995e-05	-0.038575	0.0226045	0.0014880306249999	0.00051096342025	-0.00579836	0.00062072	3.36209786896e-05	3.852933183999999e-07	-0.00123944	4.018999999999984e-05	1.6152360999999875e-09	1.5362115136000002e-06	0.000597497	7.2715e-05	3.57002665009e-07	5.287471225e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
