global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
715.3033324164801	n/a	n/a	511658.85736612143	785.3558089196644	n/a	616783.7466038604	n/a	696.6702634101963	n/a	485349.4559200323	n/a	699.751230348635	550.5969102973722	n/a	n/a	n/a	n/a	-0.0278154005	-0.057530386	-0.0104736813	0.0012369672	0.0238592228	-0.0947793526	-0.2118776582	0.1231394619	-0.027319502	0.034780103	-0.0149347553	0.1807221545	0.0296813596	-0.0512510719	0.0734379248	0.0543685385	-0.0729766812	0.0994125889	-0.031000263	0.0272032367	-0.0627529006	0.0346375478	-0.1023333354	0.0363127052	-0.0052388575	0.0764419995	-0.0010298412	0.0174000918	-0.0914592524	0.0683043245	-0.1154059663	0.0595922341	-0.026744741	0.0583648332	-0.017914894	0.0699447097	0.0434132899	-0.0796227821	0.0233540173	-0.0352942226	-0.0033974659	-0.0622209814	0.0841569421	-0.1414024855	-0.1978957777	0.0351575293	0.0128765946	0.0657512441	-0.0364643616	-0.1550461002	0.0237394713	0.0076370865	-0.1261683179	-0.0902953069	0.0301487357	0.07535472	0.1071083747	-0.0768194373	-0.0132654588	-0.0407617573	0.1826742436	-0.0216599569	-0.013339551	0.1042942809	-0.096460962	-0.0286187185	0.0107505086	-0.1741245182	0.0180379097	-0.1694077982	0.0410486532	-0.0361576165	0.1309703244	-0.036511553	0.0223247657	-0.0064474096	0.1161991525	-0.0392319572	0.0716792392	-0.0814651273	0.0720866243	-0.0039596298	0.0222314102	-0.0567561926	0.1201099098	-0.0168152663	-0.0244600117	0.1351387703	-0.0113499582	0.0519278848	-0.0567245316	-0.0751318894	0.0205730574	0.0088641812	0.0935678627	-0.1162695785	-0.0012891234	0.1513750968	0.0296207358	0.0366697018	0.0750287052	-0.0837155666	0.0546679071	0.1274253844	-0.0191353098	-0.0058985018	-0.0823930217	-0.2102239155	0.0666210944	0.0196512723	0.1147017419	0.1146833673	0.1146527451	-0.0184611	n/a	n/a	0.00034081221321	-0.0515396	n/a	n/a	0.0026563303681599	-0.107923	n/a	n/a	0.011647373929	-0.000575592	n/a	n/a	3.31306150464e-07	-0.0	n/a	0.0	n/a	0.0005041	n/a	n/a	2.5411681e-07
715.9675534378249	0.6642210213448152	0.4411895651963494	512609.5375757447	780.6442525387198	-4.7115563809445575	609405.4490217365	22.198763530819377	696.9332223043394	0.2629588941431393	485715.9163515098	0.0691473800089827	699.5698569647931	548.6017669630205	0.895687	19.272776	0.10915034	0.0497018	0.0134491188	-0.0634807654	-0.0294925461	-0.0144036347	0.0324490978	-0.1457034274	-0.1527655359	0.1563205426	-0.0486120818	0.0658208072	-0.1904766965	0.1486131353	-0.0278203003	-0.1150699996	0.0318736209	-0.0190931915	-0.1371631487	-0.0512303265	0.0222178229	0.1003438489	0.068419777	0.0582191144	0.0437614198	0.0792707883	-0.0884177923	-0.0420442181	-0.1668266996	0.0055368326	-0.0556305791	0.0519269137	0.0319643016	-0.0069359294	-0.1241531602	0.1718241342	-0.0128511486	0.0601883591	-0.0107742645	-0.1642047886	-0.0428240504	-0.1107687918	-0.0860987551	-0.13202515	-0.0221194147	0.0267822171	-0.0458655497	0.1407472021	-0.0347398599	0.0992343414	-0.0120487375	-0.1034095451	0.078849599	-0.0721510239	0.0397966845	0.0970659144	-0.0166089555	-0.0383331202	0.1116076328	-0.0255302303	0.1904219212	0.0902565072	0.0930353809	-0.0655126595	0.0320318844	0.0692584989	-0.1453320464	-0.1467357941	0.0440778548	-0.237626105	0.0331586351	-0.1084167447	0.0131322267	0.0660500152	-0.0234601243	0.0241119617	0.0657740739	0.1929699297	0.0554563913	0.0273962883	0.1809215457	0.1694900056	-0.0154519554	-0.071333243	0.1045812349	-0.1105467745	0.1528448384	-0.055418635	0.091633912	0.01990092	-0.063070897	0.0307453325	-0.087344819	0.0639031059	-0.0397735898	0.0441796666	-0.0365806288	0.0179333418	-0.0559980964	-0.0900388433	0.0059346024	0.1176527367	-0.0155528231	0.0193869761	0.0337641522	0.0491720091	0.0609504627	-0.0400338806	-0.0787084438	-0.0742333567	0.0542827455	-0.0151097459	0.1146527451	0.1144874327	0.1142120884	-0.00165696	0.01680414	0.0002823791211396	2.7455164416e-06	-0.0250077	0.0265318999999999	0.0007039417176099	0.00062538505929	-0.0837442999999999	0.0241787000000001	0.00058460953369	0.0070131077824899	-0.000935921	-0.000360329	1.2983698824100005e-07	8.75948118241e-07	0.000264025	0.000264025	6.970920062499999e-08	6.970920062499999e-08	0.000712458	0.000208358	4.3413056164000035e-08	5.07596401764e-07
717.6938105371254	1.7262570993004829	2.979963572885317	515084.4056832992	777.1411511187325	-3.5031014199872743	603948.3687621487	12.271719558716857	697.5384939140473	0.6052716097078701	486559.9504918774	0.3663537215183562	699.9568697774085	546.6880494484716	0.972518	20.925991	0.06546839	0.0317861	0.0786654117	-0.0915177237	0.0060663853	-0.016104679	0.0878892714	-0.0806564092	-0.0455386834	0.1230548074	-0.0799374758	0.0238880961	-0.2462647717	0.1314272915	-0.0684072825	-0.0207638743	0.0977762497	-0.0481583262	-0.0017113818	0.0346392206	-0.1039184117	-0.1397900063	-0.1719487332	0.024713195	0.0326706144	0.0174374018	-0.0234211101	0.075893794	0.0095811007	0.1731978386	-0.2467739313	-0.0945579728	-0.0796763947	0.0684625008	-0.0152469227	-0.1600662492	0.0189606924	0.1383442489	-0.0363672799	-0.0797991555	-0.0365569359	-0.0121699096	-0.0812870015	-0.0316817275	0.0585410543	-0.0512977151	0.1105764701	0.0098289587	-0.13803466	0.0156446881	0.0854424453	0.1364413992	0.0927884551	-0.0374081286	0.0286002569	0.0660899497	0.0651581053	-0.0239480349	-0.1205051474	0.0281378919	0.0027991577	0.0266611784	-0.0360843506	-0.1301458336	0.0451716289	0.0484999508	0.0087676386	-0.1222303118	0.0209414252	-0.1211444315	0.0743573003	-0.0766043988	0.2138678882	-0.0991726773	-0.0424526411	0.128779761	0.0545684364	-0.0678688914	0.0673961003	-0.0673060142	0.0517044034	-0.1211295551	0.1087931326	0.1520593191	0.0959641255	0.0686668591	0.0977904679	0.0810513002	-0.0024273136	-0.2332788916	-0.0975816816	0.0920583552	-0.0360782871	-0.1025700302	-0.0423137719	0.1114832849	0.0034844774	0.0596347212	-0.0372500693	-0.1563238267	0.0403133618	0.0359701997	-0.0677005893	0.0467525794	-0.0682037965	-0.0780885315	-0.129240173	0.0754371739	0.056123269	0.1105721271	0.0320337676	0.0147011398	0.1145547726	0.1140958982	0.1133324686	-0.0142504	-0.01259344	0.0001585947310335	0.00020307390016	-0.0331944	-0.0081866999999999	6.702205688999996e-05	0.0011018681913599	-0.0847773	-0.0010330000000001	1.0670890000002133e-06	0.00718719059529	-0.000553181	0.00038274	1.4648990760000001e-07	3.06009218761e-07	-5.2705e-23	-0.000264025	2.7778170250000002e-45	6.970920062499999e-08	0.000486118	-0.00022634	5.1229795600000004e-08	2.36310709924e-07
718.8160253342132	1.1222147970878495	1.2593660508029234	516696.4782772762	784.5122633710076	7.371112252275111	615459.4913795013	54.33329583564026	697.9359097076448	0.3974157935974745	487114.5340594377	0.1579393130007104	700.836232546423	547.2203252427691	0.979951	21.085918	0.07248176	0.0330552	0.0683685291	-0.0819129926	-0.0605498877	-0.0469032043	0.1016751313	-0.013164592	0.0171271757	-0.131072147	0.0231393429	-0.0639488709	-0.2077455654	0.1286360258	-0.0825999561	0.0497306251	0.157892143	-0.0061608721	0.1551429214	0.0518077572	0.0765906611	-0.0987245236	0.0410803448	-0.0609919735	0.0858577791	0.0497453379	0.0144019869	0.0962644278	-0.0071539522	0.1791092495	0.0371445	-0.0625003378	-0.1355707244	0.1350125633	-0.0430226979	0.0360527851	0.0488072071	0.0536906166	0.1084886677	0.0367619725	-0.0047947559	-0.0110713718	0.0909657628	0.0676758866	-0.0141180329	0.0410026842	0.1225207747	0.0549689911	-0.0703833419	0.1547166922	-0.126226213	-0.0125621396	0.1136662654	0.0269261866	0.0094160159	0.0185294282	0.0367664623	0.029798134	-0.0381802809	0.1747716379	-0.0906317212	0.0419045726	-0.1334605727	-0.1232088537	0.0042607597	0.0560564881	0.0834597105	0.0507918725	0.1236265361	0.0138407134	0.0396477251	-0.1421113769	0.123349559	0.0556719635	-0.1387961586	0.1914301412	4.9018e-06	-0.043339752	-0.0564549832	0.0112899203	0.070678799	-0.126031302	-0.0137132967	0.1312754652	0.0112436936	0.0722947778	0.0397358805	0.0728850392	0.0204695127	-0.0569661403	0.1736580735	-0.0252448272	-0.024479621	-0.060661443	0.1252440923	-0.0206201112	-0.0163569679	0.1556597798	-0.1093917773	0.1184023523	-0.056812505	-0.1271274304	-0.0634513827	0.0609384703	-0.0249069871	0.0376827996	-0.0222307367	-0.0516627438	0.1193080337	-0.0820360884	0.003960085	-0.0485606271	0.1144078661	0.1135094328	0.1120172664	0.00367126	0.01792166	0.0003211858971555	1.34781499876e-05	-0.0480207	-0.0148263	0.00021981917169	0.00230598762849	-0.0903425	-0.0055652	3.097145104000007e-05	0.00816176730625	-0.000341992	0.000211189	4.460079372100002e-08	1.16958528064e-07	0.000243299	0.000243299	5.9194403401e-08	5.9194403401e-08	0.000715002	0.0002288839999999	5.238788545599997e-08	5.112278600039999e-07
717.900273185326	-0.9157521488872362	0.8386019981915909	515380.8022395657	782.4534624084287	-2.058800962578971	612233.4208349383	4.238661403516097	698.4055118807289	0.4696021730841266	487770.259025383	0.220526200965334	701.4171960175927	547.407432197168	1.074513	23.120636	0.0483296899999999	0.0253559	-0.0160773093	-0.0215471856	-0.1161174821	-0.1163182694	0.0241794028	-0.032060245	-0.013207279	-0.1007778622	-0.0839712887	-0.1598216897	0.0693832922	0.0427845926	0.0492516547	0.1217740799	0.0266643356	0.1203716651	-0.0418658261	-0.103350321	0.0236342564	0.1121003465	0.0313757999	-0.1496613832	0.1058126462	0.0140187019	0.1042257045	0.0228497909	-0.0451102639	0.0204664864	0.0523993316	0.0173879527	-0.01453427	-0.1360916149	0.0358080808	0.1678949778	-0.046386995	0.0275832832	-0.1013999268	0.0688180768	-0.0744776284	0.2791352199	-0.0183300118	-0.0031520608	-0.0360802783	-0.045601252	-0.0051134854	0.0935957104	-0.0513906459	0.0191404952	0.1534952804	0.0561069765	0.182519868	0.0058702985	-0.0337142763	0.0500132458	0.0987005652	-0.0220386655	0.0213849515	-0.0586572593	-0.062822549	0.0731094925	0.009767244	0.0245693227	-0.003995855	0.0877723755	0.0892533403	0.1379052491	-0.0736800492	-0.0333647082	0.0777583232	-0.1118436748	-0.1251346463	0.0276806364	-0.08247239	-0.0356868805	-0.0326979226	0.0097946816	-0.0392415381	0.0346753449	0.0133388591	0.0296443488	-0.1578402681	-0.0323355341	0.0419659757	-0.1045204417	-0.219128216	-0.1327237102	0.2836820048	0.0523773268	-0.0103979017	0.0014227792	0.0897326143	0.022203394	0.0172446154	0.0866046054	-0.0886547768	0.0603901474	0.0436968319	-0.1403577989	0.1058267268	0.1056116182	-0.0848287634	0.1265112979	-0.0790347526	-0.0357705426	-0.1017918594	-0.0605225345	0.0085164403	0.0616737824	0.0450414566	-0.0585097072	0.1142120884	0.1127290384	0.1102715368	0.00678695	0.00311569	9.7075241761e-06	4.60626903025e-05	-0.0250644	0.0229563	0.00052699170969	0.00062822414736	-0.0951485	-0.0048059999999999	2.309763599999991e-05	0.00905323705225	-0.0004745	-0.0001325079999999	1.7558370063999996e-08	2.2515025e-07	0.00018337	-5.992899999999999e-05	3.36245569e-08	3.5914850409999983e-09	0.000558405	-0.0001565969999999	2.4522620408999992e-08	3.11816144025e-07
716.4629371208374	-1.4373360644885906	2.06593496227955	513319.140267817	782.4431893837367	-0.0102730246919691	612217.344612994	0.0001055350363218	699.4694997742664	1.063987893537501	489257.58111446246	1.1320702375943683	702.2907736351304	555.6471503907288	1.019174	21.929884	0.05035583	0.027119	-0.0748320696	-0.0216916793	-0.044014287	-0.1129656812	-0.0587558023	-0.0731846636	-0.139380392	0.0151705625	-0.1063912411	-0.0484166715	0.0581650918	0.0433846666	0.1083143469	0.0157665503	0.0593166606	0.2352914767	0.0479445587	-0.0453996089	0.0337526462	-0.0079930624	-0.0968927909	-0.1850391258	0.0074780649	0.0980576356	-0.0155883943	0.1288432712	0.0107252761	-0.0320465473	-0.0508460251	0.0262150027	-0.2470721057	0.0348076684	-0.0517234478	0.0489225233	-0.0303798835	-0.0431889219	-0.1370508349	-0.0297670821	0.1049116117	0.0044437455	-0.0695554687	-0.0336629997	-0.0511228103	0.0257160571	-0.0472263473	-0.0986314876	0.0256735178	-0.1013941832	0.0811070641	0.0866434529	-0.0937569091	0.1147644089	-0.0649683953	-0.0876326047	-0.078165702	0.0970103273	-0.0098197355	0.0699659286	0.15066211	-0.0870511802	0.0274407945	0.0922587794	0.0330642772	0.1200930459	0.0319202555	0.2217566335	-0.127844157	-0.0904579743	0.1155387067	-0.1820487588	-0.1039304243	-0.045367375	0.0452551145	0.0512248441	0.0690692161	-0.0809557888	0.1443249972	0.0385085235	-0.0137543137	-0.0570909382	-0.0618193692	-0.0671772085	-0.1354617917	0.0208593268	0.0746273404	-0.1198004058	-0.0473787771	-0.0428891757	-0.0057208152	0.0451215289	0.1202354446	-0.1128150921	-0.030468989	-0.1026217415	0.0617785743	-0.1430702616	-0.0137558555	0.0914753706	-0.0755745066	0.1114474071	-0.063109296	0.0045194691	0.1122930691	0.0449575457	-0.0223969834	0.1380554253	0.1492325214	0.0648363137	0.0383596973	0.0603248101	0.1139675232	0.1117560484	0.1081019891	-0.0086210799999999	-0.0154080299999999	0.0002374073884808	7.432302036639829e-05	-0.044095	-0.0190306	0.00036216373636	0.001944369025	-0.0963792	-0.0012307	1.514622490000003e-06	0.00928895019264	-0.000512573	-3.807300000000001e-05	1.449553329000001e-09	2.62731080329e-07	-0.0	-0.00018337	0.0	3.36245569e-08	0.000486118	-7.228699999999998e-05	5.225410368999997e-09	2.36310709924e-07
716.1108001366179	-0.3521369842195554	0.1240004556552434	512814.678072307	783.354305390579	0.9111160068423488	613643.9677739566	0.8301323779243468	698.7855479748979	-0.6839517993685149	488301.2420585784	0.4677900638594293	701.9897878019837	553.109002212882	1.033925	22.247303	0.07912638	0.0427055	-0.0686764343	-0.0309545973	-0.0075005317	0.0179087867	-0.0426455571	-0.0557330745	-0.0872587528	-0.0105306827	-0.1021867157	0.0070878442	0.1271239093	0.0351433732	0.0857216153	-0.0550247752	0.0130075591	0.240769884	0.0336530711	-0.005817368	-0.008881308	0.1160589832	0.0595389485	-0.0729981327	0.0312664179	0.0463762102	0.0479097895	0.0313726892	-0.0042196233	0.0469518205	0.1046436906	0.1927158469	-0.04109066	0.0604447372	-0.0373711728	-0.0814558531	0.1018270364	0.0476947034	0.033241009	0.1579227694	-0.0922751333	0.0097513526	-0.0395728254	0.0080302908	0.0294826124	-0.0392056219	0.145677816	0.0119127795	-0.0777193756	0.0535843142	0.0380640434	-0.2109813733	0.0482239931	-0.0527913099	0.028005282	0.065834677	0.1496661011	-0.1179350508	-0.0789987697	0.0875108205	0.091853979	-0.1187172739	0.024623073	0.0534945986	-0.0065536526	0.1163046293	-0.1006592393	0.2127072096	-0.092105222	-0.1371625755	-0.0024805972	-0.1667395162	-0.0803701609	-0.0017440581	0.0080790634	0.0116373853	-0.0752246515	0.1020067326	-0.0219333891	-0.0199669253	-0.0734002099	-0.041034556	-0.0620093056	0.0270928967	0.0823744899	0.0433358937	0.0078915737	0.0179007562	-0.0352821766	0.0136450649	-0.0275105573	-0.0426155899	-0.0977979487	0.1401696905	0.0163011107	0.0326315115	-0.004895712	0.1911843714	0.0878084333	0.0682004469	0.021593387	-0.1002765389	-0.1212797417	-0.1441497023	-0.060438863	-0.0526654141	0.0754645577	-0.0842951643	-0.0071721736	-0.0277837963	-0.0042700032	-0.1629833081	0.1136742748	0.110592125	0.105516962	-0.00216565	0.0064554299999999	4.167257648489872e-05	4.690039922499999e-06	-0.0175321	0.0265629	0.00070558765641	0.0003073745304099	-0.0680667	0.0283125	0.00080159765625	0.0046330756488899	-0.000516442	-3.868999999999986e-06	1.4969160999999888e-11	2.66712339364e-07	0.000352042	0.000352042	1.23933569764e-07	1.23933569764e-07	0.000486118	0.0	0.0	2.36310709924e-07
716.3106239714568	0.1998238348389804	0.0399295649697561	513100.91001437785	781.5161574231461	-1.838147967432974	610767.5043134396	3.378787950177973	697.5651966770452	-1.2203512978527442	486597.2036150847	1.4892572901708772	700.5540632639841	551.8680727190858	0.959029	20.635727	0.05310732	0.0250851	-0.0423462643	-0.0122674693	0.0427523549	0.0859017991	0.0050348731	0.0455456705	-0.0391842405	-0.0407383207	-0.016177205	0.1391977454	-0.0430931309	-0.0026595572	-0.0192791477	0.0069105395	-0.0767165774	0.0178567943	-0.0015876235	0.0352559756	-0.1216654386	0.0883378348	0.0569212629	0.0348149839	0.0034457678	0.0797749947	-0.1670197776	-0.1726451278	0.0533289728	0.016934836	0.0355735935	0.1138620394	0.0960310533	-0.0217463002	0.0418620147	0.006333215	0.0349493978	0.0271418335	-0.0084887151	0.0551004888	0.2357213752	-0.0730904936	-0.0147014713	0.0837841596	0.0328026099	-0.2308809979	0.0846782904	0.0988727745	0.1019005343	-0.0395167747	0.1243694741	0.013360152	-0.0849846677	0.0159411972	0.0678824268	0.076306258	0.021686146	-0.0183158638	-0.0651998606	-0.0169638474	0.0280917744	0.0218196432	-0.1318393404	-0.009328864	-0.0723784408	-0.03835651	-0.074780248	0.0354496454	-0.0465990406	0.0069445163	-0.0116172034	-0.0021914284	-0.030201861	0.0593364694	0.1068411644	0.0742425666	0.0009548366	0.1774852519	0.020217353	-0.0818948925	-0.0737903364	0.1414891696	-0.0764021589	0.1763519724	0.0307996654	0.0993492599	0.0716375179	0.113685609	0.1598548889	0.012509843	-0.1170716085	-0.1227651485	-0.0125210831	0.0318128781	-0.0557318845	-0.0342800191	0.0885944363	-0.0877718699	0.1403211141	0.0066484032	0.0222523337	-0.1639808457	0.0314318474	-0.0317859555	-0.0966798989	-0.1276157286	-0.0513310458	0.1023598528	-0.1095487324	0.1275516411	0.0216717728	0.1027568698	0.1133324686	0.1092392569	0.1025263906	-0.00217037	-4.720000000000158e-06	2.2278400000001493e-11	4.7105059369e-06	-0.0289195	-0.0113874	0.00012967287876	0.00083633748025	-0.0598292	0.0082374999999999	6.785640624999992e-05	0.0035795331726399	-0.000149232	0.00036721	1.348431841e-07	2.2270189824000005e-08	0.000481505	0.000129463	2.3184706502500001e-07	1.6760668369000004e-08	0.000313237	-0.000172881	2.9887840161e-08	9.811741816900001e-08
715.5179774136507	-0.7926465578061652	0.6282885656019624	511965.9760021215	779.8292110163214	-1.6869464068246316	608133.5983543384	2.845788179498536	697.0232195075814	-0.5419771694637348	485841.368532714	0.2937392522199218	699.5685933139586	539.0813451575667	0.995909	21.4293	0.0535817999999999	0.025673	0.0349388485	0.1191570072	-0.0044894161	0.1000478223	-0.0127030512	0.0328373541	0.0109429044	0.0138420447	0.1240551265	0.049917186	-0.005725176	-0.0293454875	0.0035587307	-0.057259136	-0.0798583147	-0.0919200209	-0.0686146122	0.1446890585	0.0317777273	-0.0928793318	0.0462621326	-0.0170355057	-0.0833963556	0.0729511527	-0.0596047686	-0.0941743843	-0.034446519	-0.0516006489	0.0496596054	0.0495596561	0.1206561779	0.0263593261	-0.0064576342	-0.0181380308	0.0249049592	-0.0619672467	-0.0137125427	-0.0913259712	0.0368867713	-0.0104450503	0.035756438	-0.0437928462	0.2174030301	0.0262997869	0.1068255352	0.0606869994	-0.0302354183	0.0878303011	0.1316665814	0.1048731086	-0.0579755949	0.0614670981	0.1047850055	-0.1029919161	-0.0245899193	-0.0395048138	0.0584243329	0.1163482959	-0.0598888644	0.0506680542	0.1140327761	0.0268710986	-0.0068759904	-0.0938159073	-0.0512939192	-0.0894773125	0.100675624	0.0326433232	0.0323945773	-0.0008456758	-0.010469933	0.1515419249	0.1645433659	-0.032421013	-0.0296236415	-0.021931755	0.046055061	0.049093078	-0.0178560133	0.0521658856	0.0297578766	-0.0287268717	0.063292502	0.0223202562	0.1071493285	0.1017023001	-0.0216448261	0.0973998798	-0.0821527383	0.0484925271	0.0025638697	0.0696393718	-0.0597535077	-0.0243586404	-0.0574524725	0.0441240957	-0.0423339565	-0.1159174738	-0.1333412346	-0.1142189162	-0.0307896244	0.0087652075	-0.0966297176	0.0777217282	-0.0505127192	-0.0055669897	0.047781035	-0.0219625211	0.0877042085	0.0458155812	0.1129422506	0.1076997553	0.099141769	0.0073253299999999	0.0094956999999999	9.016831848999812e-05	5.366045960889853e-05	-0.0197616	0.0091579	8.386713241e-05	0.00039052083456	-0.0511392	0.0086899999999999	7.551609999999994e-05	0.00261521777664	-0.000436732	-0.0002875	8.265625e-08	1.90734839824e-07	0.000417122	-6.4383e-05	1.7399076288400006e-07	4.145170689e-09	0.000486118	0.000172881	2.9887840161e-08	2.36310709924e-07
715.9963492332721	0.4783718196214295	0.2288395978079175	512650.77211537375	773.8183340475662	-6.010876968755269	598794.8141081507	36.130641933512536	696.166009619337	-0.8572098882443697	484647.11294931086	0.7348087925039248	698.5110360327327	536.06617578879	1.028858	22.138275	0.0123270699999999	0.00783181	0.1399588014	0.06983686	-0.0300211313	-0.0242359644	-0.0117910977	-0.0101746027	0.1023824991	0.0476474878	0.0626521383	-0.0091449075	-0.1081007642	-0.082494171	-0.0510083823	-0.0756126287	-0.0576287008	-0.2014975468	-0.1487597632	0.0597466596	-0.1206889327	0.0790478523	-0.0686279298	-0.0312087909	-0.0247759428	0.0363223044	0.0708173901	0.1374783678	0.0203678313	0.0565647658	0.0460255787	0.0505898649	-0.0217435222	-0.2685524099	0.0826336959	-0.0237002067	0.0713846254	-0.1239859314	-0.0225252252	-0.0035173733	-0.08406069	0.0158382243	0.0725973231	0.0608374033	0.0326838083	-0.0064413857	-0.1513285286	0.0260910932	-0.0195517617	-0.0660326526	0.0286706231	0.0586809331	0.0802442812	0.0458075133	0.0385295399	0.1599151261	0.0636569686	-0.0566903433	-0.0206366848	-0.0788996967	-0.0869488428	-0.1498533519	-0.0615083674	-0.0416482847	0.0830003187	-0.1427073772	0.0119090241	-0.1392460826	0.141375275	-0.0599008165	-0.0694105993	-0.0813068556	-0.1315890579	-0.0934419378	-0.0244454309	-0.0797348919	-0.0531396316	-0.0605563731	0.0748213662	-0.0471766228	-0.253934481	-0.0103741148	0.0187124496	0.0353528773	0.112984873	0.025791918	-0.0774005664	-0.0724629589	-0.0205993518	-0.0335272737	-0.0221520368	0.0888404259	0.0088719816	0.0383597174	0.1356389287	0.0463905019	-0.0494144816	-0.0704439035	0.0576572006	-0.0473936785	0.0162933672	0.1164932677	0.0913569706	-0.0240828301	0.0331725665	-0.0032395152	-0.0520701892	0.0801542364	-0.0140452763	-0.036576783	-0.0887478527	0.0273440143	0.1125037874	0.1059762505	0.0953761056	0.0121079	0.0047825700000001	2.2872975804900957e-05	0.0001466012424099	-0.019763	-1.3999999999986246e-06	1.959999999996149e-12	0.000390576169	-0.0451645	0.0059746999999999	3.569704008999999e-05	0.00203983206025	-0.000451959	-1.522699999999998e-05	2.3186152899999942e-10	2.04266937681e-07	0.000433263	1.6140999999999953e-05	1.87716827169e-07	2.6053188099999847e-10	0.000486118	0.0	0.0	2.36310709924e-07
