global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21
777.3430249107769	n/a	n/a	604262.1783774367	899.0783785762727	n/a	808341.9308233395	n/a	747.4327233914347	n/a	558655.675996337	n/a	741.4243383827521	671.1402414896548	n/a	n/a	n/a	n/a	-0.0202378735	-0.025975007	0.0331088719	-0.0452832642	0.0440207668	-0.0306394864	0.1057501578	-0.1758983401	0.0464019164	-0.1307161433	-0.0071945779	0.13330283	-0.1156283528	-0.0288168905	0.0846013326	-0.1686009829	0.0185882071	-0.0691096678	0.0445943173	-0.0450993997	0.0277933651	-0.0479820323	0.0232729799	-0.0985795048	0.0624705993	-0.006004869	0.0086589089	-0.0582379779	0.066037613	-0.104543324	0.023515434	-0.0971862581	0.0096810314	-0.0119733812	0.0637195108	-0.1127719311	0.0403354598	-0.1016278219	0.0191626617	-0.0224550383	0.0519626373	-0.0011865106	-0.1745067889	0.0059175928	0.0933626173	-0.0609757651	0.0297799102	0.0186603778	0.0807788273	-0.0567256648	-0.0952751287	0.0029579275	0.0649695128	0.1129020411	-0.0313228069	0.0330429598	-0.1633229334	0.0885455332	-0.0453045251	0.1021144897	-0.0764654141	-0.0770467508	0.0125428688	-0.0024896995	0.0555634783	-0.155057047	0.0138873858	-0.0922311275	0.0479547394	0.0956683699	-0.0066214327	0.0159810516	-0.0574643777	0.0469269837	-0.0496275294	0.1189871818	-0.0446888281	0.075162376	-0.0080188087	0.0768762837	-0.0273618377	0.0601562975	0.0928283806	-0.0546150697	0.1124731954	-0.0667510727	0.0903588017	-0.0070997299	-0.0466246118	-0.0487191585	0.0288851157	0.0198807323	-0.0246800887	0.1147017419	0.1146833673	0.1146527451	-0.0946717	n/a	0.0089627307808899	n/a	-0.0615402	n/a	0.00378719621604	n/a	-0.0626061	n/a	0.00391952375721	n/a	-0.00397267	n/a	n/a	1.5782106928900002e-05	0.000542436	n/a	2.94236814096e-07	n/a	-0.00204578	n/a	4.1852158084e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
776.210950338227	-1.1320745725498682	1.2815928378139667	602503.4394249736	890.5480268022746	-8.530351773998063	793075.7880414249	72.76690138815191	746.1662159371842	-1.2665074542504726	556764.0218060167	1.604041131672013	740.5091979075223	659.7781930700137	0.887345	23.946693	0.0671879999999999	0.0342671	-0.0233155477	-0.0158196901	0.0031250561	0.0107278071	0.0451851494	-0.0723706519	0.04425637	-0.1238269601	-0.103725335	0.1008901216	-0.076023515	0.100053367	-0.0645887162	-0.0492163751	0.1201061482	-0.1408066028	0.0947099106	-0.0665944044	0.0959888073	-0.0510460621	0.044632195	-0.1085664297	-0.0322538059	-0.058662553	-0.0013932848	0.0032934157	-0.0336471278	0.021486804	0.010990751	-0.0458462838	-0.0050223191	0.052371592	0.1087073552	-0.0797536874	0.0331889843	-0.0211854906	0.1198051728	0.0150479174	0.0447690572	0.0771934507	0.0615617331	-0.0559334757	-0.110386116	0.0132203078	0.0282479187	0.0293730985	0.0418045594	0.0342922946	-0.000437555	0.0742196217	0.0388243687	0.0082611189	0.070075241	-0.0020982613	-0.0453368367	0.0676680627	-0.1604740091	0.0677395772	-0.1309119551	0.0109881848	-0.0789496758	-0.1076887262	-0.072383123	-0.0359734146	0.0511702666	-0.0692248001	-0.0252291725	0.0856570763	0.002494725	-0.1030233691	0.0514277718	0.0320336297	-0.0876373118	-0.1028136257	0.0282931123	0.0386118389	-0.1008759197	-0.0285873302	0.0634414188	0.0025947097	0.0326413879	0.0027755828	0.1015467302	-0.0113798501	0.0953540018	0.0467426881	0.1071025328	0.0185979326	-0.0157278179	0.0168875775	0.0832441244	0.0495248827	-0.0499600968	0.1146527451	0.1144874327	0.1142120884	-0.0765234	0.0181482999999999	0.00585583074756	0.0003293607928899	-0.0839696999999999	-0.0224294999999998	0.0070509105180899	0.0005030824702499	-0.056627	0.0059791	0.0032066171289999	3.574963681000001e-05	-0.00397394	-1.2699999999993966e-06	1.6128999999984673e-12	1.5792199123599998e-05	0.000380814	-0.000161622	1.4501930259599998e-07	2.6121670884e-08	-0.00179605	0.00024973	3.2257956025e-06	6.236507290000006e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
778.3504551996305	2.139504861403452	4.577481051969005	605829.431109472	890.8530020374087	0.3049752351340657	793619.0712390633	0.0930098940450787	748.3151054263794	2.1488894891951986	559975.4970092934	4.617726036773601	742.4199964823277	666.3131225033632	0.896089	24.182669	0.18036664	0.104786	-0.0193786907	-0.0117348492	0.0435952932	0.0176420551	0.0361588774	0.0252114424	-0.0911874293	-0.0551821564	-0.0363153664	0.0348039158	0.0647128559	0.1014266222	0.0262367869	-0.0254814944	0.045072919	-0.1419231119	0.0352799863	-0.0458635781	0.0784216246	-0.0830743682	-0.0595555535	-0.0183798684	-0.0544624036	0.1064691558	-0.0327172401	0.0230565947	-0.1367801205	-0.112366987	0.0982281645	0.0802221094	-0.0250993828	-0.0722007663	0.0677057247	0.0317498135	0.1031941939	0.1179002273	0.0091190479	0.0061701149	-0.0327033187	0.0684739858	-0.0476147567	-0.0402522949	0.1216377815	0.0624465379	-0.1011445191	-0.0718734577	-0.12074729	-0.0620598928	0.1144631518	-0.0994219896	-0.0610158905	0.0455128338	-0.0958575529	-0.0154123799	-0.0283800979	0.0199412648	-0.0823563666	0.117372876	-0.0202905412	0.0008821531	-0.1106122828	0.0259075633	0.020046965	-0.1029594123	-0.1319670446	-0.0926908476	-0.05444829	-0.0362138058	0.0183288694	-0.0102751974	-0.0175253987	0.0567264047	-0.1106835303	-0.0373330205	-0.1804054596	-0.1478037486	0.1689787951	-0.0617234286	-0.0115463623	0.0444595522	-0.0108959353	0.025401123	-0.033928269	0.0232962285	-0.0620014777	-0.1436312893	-0.0843624315	-0.0530487559	0.0267147512	-0.047203832	-0.0327400736	-0.0653760411	-0.0172556519	0.1145547726	0.1140958982	0.1133324686	-0.0531169	0.0234065	0.00282140506561	0.00054786424225	0.00665659	0.0906262899999999	4.431019042810001e-05	0.008213124439164	-0.0410553	0.0155716999999999	0.00168553765809	0.0002424778408899	-0.00358337	0.0003905699999999	1.5254492489999989e-07	1.2840540556899998e-05	0.000243891	-0.0001369229999999	5.9482819881e-08	1.8747907928999995e-08	-0.0013083	0.0004877499999999	1.7116488900000002e-06	2.3790006249999994e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
778.019791420552	-0.3306637790784634	0.1093385347944508	605314.7958420792	888.2888562265749	-2.564145810833793	789057.0920963167	6.574843739216489	749.333856254651	1.0187508282715498	561501.228129466	1.0378532501039688	743.6882553456381	672.9799210935411	0.91519	24.698158	0.22674662	0.150159	-0.0113199938	-0.056556923	0.1007084577	-0.0018579145	0.0034748245	-0.0333482721	-0.0957508188	-0.0521485012	-0.0192021104	0.1959630548	-0.0185486602	0.1221310611	0.0160986938	-0.0029238531	0.0117641646	-0.2201523744	0.0240634169	-0.045191905	0.015522412	-0.0207236701	-0.0153065383	-0.1488264492	0.0089763701	-0.0043736299	0.033590732	0.0123237311	0.031777697	-0.0680436888	-0.0144534588	-0.1273497558	-0.0544587064	-0.1169486003	0.1118472811	-0.0981974496	-0.0749327546	0.190506396	0.0262108065	0.0867999647	-0.0704263948	-0.1132984596	0.0419099226	-0.0449595642	0.0316197741	-0.0793005618	0.0737787869	-0.2055328491	0.0839833399	0.0628895495	-0.0785261443	-0.1119781868	0.0588851784	0.0433924009	-0.030990285	0.1061893052	-0.0013741422	-0.0411820496	-0.1656617702	0.1562876876	-0.0652946761	0.0090916646	-0.0203028008	0.017919146	-0.0117924655	-0.0867226641	0.0779097578	-0.1191609859	-0.0303366931	0.0231404069	-0.0015503613	-0.0616329584	0.1338676692	-0.0060183765	-0.0217393453	-0.1624048426	0.0927207435	0.1776500122	0.1135182046	-0.1123469098	-0.1206725787	0.0442095814	-0.0394170586	0.0043330746	-0.0545206457	-0.2184616328	-0.0915933808	0.0283738332	-0.1199959775	0.0228242457	-0.1614546213	0.0232783097	-0.0926826695	0.0430615581	-0.0442797521	0.1144078661	0.1135094328	0.1120172664	-0.0448198	0.0082971	0.00200881447204	6.884186841000002e-05	-0.129559	-0.13621559	0.016785534481	0.0185546869590481	-0.101351	-0.0602956999999999	0.0102720252009999	0.0036355714384899	-0.00365578	-7.241000000000018e-05	5.243208100000027e-09	1.33647274084e-05	3.50964e-05	-0.0002087946	1.2317572929599999e-09	4.359518498916e-08	-0.00146586	-0.0001575599999999	2.1487455396e-06	2.4825153599999985e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
778.4044862834122	0.3846948628602149	0.1479901375110395	605913.5442661429	891.2880778657187	2.999221639143798	794394.4377455675	8.99533044070841	749.0632624886226	-0.2705937660283553	561095.7712100991	0.0732209862134082	743.5509417624085	674.9397051854434	0.993344	26.807281	0.28513338	0.192547	-0.014195731	-0.0366135149	0.0646581893	0.0176834767	0.0278292988	0.0310801556	-0.0924731165	-0.1165745118	-0.0317241717	-0.0293447537	-0.0295456035	0.0105390513	0.114241605	-0.0149801939	0.0361864108	-0.190862023	0.0157900522	0.0626822022	0.0310388837	-0.1309451483	-0.0851502126	-0.0620451507	-0.0565086187	-0.1673546744	-0.0200380558	-0.0664065348	0.0372457616	-0.0263868794	-0.0022704392	-0.05668869	-0.0179192542	-0.00877856	-0.0497968293	0.0318204057	-0.0153215341	0.0878664261	0.042486645	-0.1344212253	-0.0282673137	0.0176753913	-0.1910823157	0.0769082988	-0.0138238681	0.1500553657	-0.0928015381	0.0210489235	0.0771626191	-0.1712533158	-0.1269979864	-0.0271956062	0.0718549871	0.0373607799	0.0977115225	-0.1097961376	-0.0125342111	-0.0114789207	-0.0715224117	0.2173745202	0.0262200642	0.0110384253	-0.0695489462	-0.0131101937	-0.1710536956	0.0171504453	0.0275988671	0.0474062803	-0.0443372816	-0.0554676325	0.0592931285	-0.0057954235	-0.0348861817	0.0249356888	0.0158088708	-0.0386545261	-0.1190073872	0.1195569379	0.052757348	-0.0585220689	0.004460782	0.083382659	-0.0057741577	0.0206596857	0.0504581584	0.1025560243	0.1031044695	-0.0597982827	-0.1397115828	0.0824360778	0.1072739015	0.0136543095	0.0357054604	-0.0870838203	0.152748196	0.1142120884	0.1127290384	0.1102715368	-0.0437698	0.00105	0.0019157953920399	1.102500000000005e-06	0.0328096	0.1623686	0.00107646985216	0.02636356226596	-0.00413768	0.0972133199999999	1.7120395782400003e-05	0.0094504295854223	-0.00365195	3.829999999999806e-06	1.4668899999998508e-11	1.3336738802500002e-05	4.86846e-05	1.35882e-05	2.37019027716e-09	1.8463917923999999e-10	-0.000993249	0.0004726109999999	9.865435760010002e-07	2.2336115732099997e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
774.9819337096129	-3.422552573799294	11.713866120420173	600596.9975762909	885.2584206791372	-6.029657186581517	783682.4713833203	36.35676578769413	747.4274546797287	-1.635807808893901	558647.8000090179	2.675867187638265	741.6948702318169	659.3790463676849	0.964512	26.029207	0.2230658	0.147764	-0.0203169301	0.0060438522	0.0632674731	0.0223024754	-0.055039137	-0.0312605598	-0.0033713457	-0.0633849622	-0.0831597914	0.121114963	-0.095173323	0.0746630773	0.045283364	-0.0249018224	0.0269832466	-0.1669235103	0.0923081462	-0.1002621296	-0.0626731711	-0.049052494	-0.0164578078	-0.0230663524	0.035540995	-0.0361343034	0.1368400879	0.0579066091	0.036772199	0.052881526	-0.0723255498	-0.0607849758	0.1066256764	-0.0021110706	-0.0530312122	-0.0307747775	0.0234454289	0.0271385976	-0.0482572107	0.0971160862	-0.0661169636	-0.1253580055	-0.1593381226	0.0053034718	-0.0573545511	-0.0838473852	-0.0900243388	-0.0970940008	-0.0145432147	-0.067910215	0.0278185348	0.0565413988	-0.1022459443	-0.1559015551	-0.0120163869	0.0817196201	-0.0237249244	-0.0300095426	-0.1464926427	0.0899131363	-0.0969421924	0.0993648548	-0.060226177	0.0641477938	-0.0701330296	0.0481236808	0.0767274052	-0.032313806	-0.0394989007	-0.0369896759	-0.093290987	0.0570993969	0.1035363555	-0.0120228929	0.04185007	0.0039451604	0.1045086415	0.1021885613	0.0434808638	0.0430928244	0.019061382	-0.0039462433	0.0862962683	0.0765704987	-0.1020584038	-0.0272254444	-0.0481122783	0.0419602039	-0.0440658192	-0.1146053738	0.1055317564	0.0179955544	-0.0506579269	-0.1613891303	0.0063935896	0.1139675232	0.1117560484	0.1081019891	-0.0387684	0.0050013999999999	0.00150298883856	2.501400195999996e-05	-0.103104	-0.1359136	0.010630434816	0.01847250666496	-0.0588122	-0.05467452	0.00345887486884	0.0029893031372304	-0.00322088	0.00043107	1.858213449e-07	1.0374067974400002e-05	-2.787e-05	-7.65546e-05	7.767369e-10	5.86060678116e-09	-0.00103515	-4.1901e-05	1.0715355225e-06	1.7556938010000003e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
776.7256327787015	1.7436990690886205	3.0404864435405217	603302.7086154743	890.0700958129873	4.811675133850144	792224.7754605404	23.152217593711807	747.9490389706451	0.5215842909163939	559427.7648971116	0.2720501725307574	741.7213126617764	659.1383458316747	0.870954	23.504354	0.19518318	0.124242	-0.0191665621	0.0108564345	0.0023236752	0.0091650746	0.0110829008	0.0341067383	0.0621430181	-0.1112172458	-0.1072213655	-0.0232424645	-0.0557958804	-0.0349052697	0.0339957447	-0.0260918639	0.069329829	-0.1588106	0.0879296017	0.0145035207	0.0045932614	-0.1487853651	0.0090856968	-0.0628648284	-0.0701227023	-0.026593126	0.016330379	-0.0041374326	0.1029075065	-0.1788173537	0.0261505132	0.0457844408	-0.0097212063	0.0735635075	-0.1016944654	-0.0597012021	0.0906479274	-0.1470293576	0.065571785	-0.1012481241	0.0151391369	0.0360697057	-0.0360070877	-0.0853697616	-0.0345591881	-0.1486192581	0.0091330206	0.0356544524	-0.0553947865	0.0445150954	-0.0759493039	0.1387868014	0.0449943888	-0.074268643	-0.0107110364	-0.1731704525	-0.029055424	0.0441952989	-0.0818848361	0.1499326333	-0.051939181	0.0839827457	-0.0566703063	-0.0512599611	-0.1188594776	-0.0174347666	-0.0335937884	-0.0286444084	-0.0483061344	-0.0546927956	0.0038227871	-0.0904763775	-0.0634915101	-0.0984962537	-0.0498855334	-0.0295304991	-0.0960682279	0.0212982082	-0.172291782	0.0973875315	0.0871273081	-0.0342719642	0.0594882908	0.0544132208	-0.0067957651	0.0705597629	0.0900288077	0.062091334	0.0127606229	-0.0664360992	-0.0703606459	-0.041804068	0.0742491254	-0.0356996776	0.0668444624	0.1136742748	0.110592125	0.105516962	-0.030063	0.0087054	0.0009037839689999	7.578398916000003e-05	0.00706731	0.11017131	4.99468706361e-05	0.012137717547116	-0.00654885	0.05226335	4.28874363225e-05	0.0027314577532225	-0.00347377	-0.0002528899999999	6.395335209999999e-08	1.2067078012900002e-05	-2.10966e-05	6.773399999999999e-06	4.4506653156e-10	4.5878947559999976e-11	-0.000813951	0.000221199	6.62516230401e-07	4.892899760100002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
775.3163772116385	-1.4092555670630418	1.9860012532981757	601115.4847725797	888.2999857758437	-1.770110037143695	789076.864729364	3.1332895435968537	746.4613728005451	-1.4876661701000558	557204.5810832743	2.213150633660168	740.6736482824842	661.3110737061494	0.8587789999999998	23.175812	0.19130718	0.110032	-0.015377774	-0.0092508366	0.0147167636	0.0005820994	-0.0151170549	-0.0923170546	0.1135037638	-0.0200303506	-0.0585110752	0.1178965724	-0.1264845751	-0.0032362679	-0.0023922028	-0.0476872871	0.049844955	-0.1640989374	0.0920860941	-0.1561199245	-0.0317971683	-0.0540330282	0.0454594127	-0.0444480046	-0.0119002972	-0.0412263326	0.1310981951	0.0090048677	-0.0476298098	0.1579456959	0.0005175969	0.1505670673	0.0426462427	0.0245658927	-0.0472590558	0.0082753192	0.0404055075	0.0213761895	0.0309373227	0.0483298395	0.0040400624	-0.0071879329	0.0570779122	-0.0235749264	0.0351899832	0.0984484024	0.0268447558	0.098435121	0.1168718931	-0.1469763897	0.1001106251	0.0054539618	0.070133835	0.0517512408	-0.0663891162	-0.1015763081	-0.0433112366	0.0001927727	-0.1631913155	0.0568820295	-0.1254659762	0.1376385081	-0.0677248786	0.0021023852	-0.0050073303	0.1014847388	0.1163608836	0.0154639075	-0.0330473433	-0.0149182229	-0.087402907	0.0174256801	0.0341722936	0.0621807912	0.008541877	0.0227805063	0.0043148731	-0.153412031	0.0611965983	-0.0011779657	0.0513004691	0.0315209252	0.0127532702	-0.0076880057	0.1014061369	0.0516305226	-0.0086277282	-0.0867157527	0.1347696203	0.1047373008	0.0066731031	0.0202933173	-0.0889456875	-0.0082776061	0.0976701528	0.1133324686	0.1092392569	0.1025263906	-0.0227569	0.0073060999999999	0.00051787649761	5.337909720999999e-05	-0.0779278	-0.08499511	0.00607274201284	0.0072241687239121	-0.0678456	-0.06129675	0.00460302543936	0.0037572915605625	-0.00287454	0.00059923	3.590765929000001e-07	8.2629802116e-06	-0.000159044	-0.0001379474	2.5294993936e-08	1.902948516676e-08	-0.000830958	-1.700699999999998e-05	6.90491197764e-07	2.8923804899999936e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
776.3659550513779	1.049577839739413	1.1016136416720537	602744.0961628382	891.4694767262138	3.1694909503701183	794717.8279345094	10.045672884478076	747.1659994033145	0.7046266027693946	558257.0306643537	0.4964986493303382	741.3856808538511	665.1747351350957	0.8974579999999999	24.219618	0.1481466	0.0753377999999999	0.0026165594	-0.0041049628	-0.0594051824	-0.0068268594	0.0288163107	0.0081737344	0.1459752804	-0.079397282	-0.0362052768	0.0634228477	0.031220416	-0.0190369167	-0.0014043122	-0.0209067886	0.0811793573	-0.0255650884	0.0942765925	-0.0040642384	0.0079041027	-0.0360715472	0.0447177395	-0.0634045588	-0.1052034372	0.0247830024	0.0438364139	0.0917165664	0.0254298702	0.0757036044	0.0448481272	0.063165121	-0.142345807	-0.0105693349	0.0812880729	-0.0445980694	-0.0203960391	-0.1054669389	-0.0312410787	-0.1275948375	0.0612257842	0.0072145949	0.1605892188	-0.0187430239	0.0616070107	0.0037663619	-0.0070223527	0.068262542	-0.1052231455	0.1108803898	-0.0161375219	0.063038894	0.0024277783	0.0656129436	-0.049844878	-0.0849407297	-0.0227901667	0.0731477541	-0.0320508799	0.0168116372	-0.0900945525	0.0497870185	-0.0016438536	-0.0711675567	-0.0506179403	-0.0102884047	0.0168779076	-0.0348486412	-0.0554151838	0.013976811	-0.074258381	-0.017885522	-0.0284080493	-0.1865418716	-0.0867203383	0.0273734475	-0.0477392029	-0.1229049818	-0.0984050459	0.0120275383	0.0392272881	-0.0069544725	-0.1166455649	-0.1250398285	-0.0333901375	0.0596098155	-0.0016479906	0.0266713761	0.045078967	0.0284416875	-0.065779292	0.0432704906	0.0721880026	0.1791663533	-0.0820187033	0.1129422506	0.1076997553	0.099141769	-0.0123906	0.0103663	0.00015352696836	0.00010746017569	-0.0244948	0.053433	0.00059999522704	0.002855085489	-0.0285723	0.0392733	0.00081637632729	0.00154239209289	-0.00329071	-0.00041617	1.731974689e-07	1.08287723041e-05	-0.000532978	-0.000373934	2.8406554848400005e-07	1.39826636356e-07	-0.000719582	0.000111376	5.17798254724e-07	1.2404613376000011e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
775.6778611782466	-0.6880938731312654	0.4734731782407859	601676.1443220592	891.3447490188917	-0.1247277073221084	794495.4616035509	0.0155570009738295	747.8347624305405	0.6687630272260776	559256.8318995431	0.4472439865845874	742.0103230363864	662.6812479894884	0.795992	21.481375	0.14504894	0.0649694	0.0018302585	-0.0069727882	-0.0719997494	-0.0188329705	-0.0116528111	-0.0250714938	0.1040526355	0.0596775863	0.0076755405	0.0166992068	-0.1078580629	0.100512041	0.013037168	-0.0075860402	0.0541662408	-0.0059900808	0.0831313967	-0.0403347552	0.0095934929	-0.0121563023	0.1051956112	-0.0572404918	-0.0508048714	-0.0351451387	0.0200341698	-0.0224746512	-0.0620603559	-0.0240718423	0.069849921	0.0118558171	0.0434184381	-0.0581749642	-0.0057970335	0.0622445244	-0.1815195772	-0.0038054115	-0.1676794941	-0.0040100141	0.0309974273	0.0986579503	-0.0114480197	-0.0014145856	0.0963346508	0.0089431383	0.01643783	0.0831360076	0.1420388866	0.0519567736	0.0579025339	0.0934866656	0.0309441787	-0.0518292369	-0.0738875004	-0.0037842457	-0.0101891966	0.0603965316	-0.019963597	-0.012996966	-0.1129840625	0.0648605	0.024033487	-0.0578861305	0.0511969346	0.014955936	0.0848576692	-0.0017277854	-0.0665040931	-0.0095235058	-0.0219957189	0.1241236559	-0.0751766083	0.0576486569	0.1381841313	0.0008693669	-0.0887738696	-0.0716004505	-0.0255782396	0.0118557972	-0.1621142312	-0.0227240265	0.0650222531	-0.083362303	-0.0053942253	0.081656702	-0.1786387357	0.047161571	-0.0348516393	-0.0126046147	0.0625246947	0.0506863103	-0.0015505076	0.0444429756	0.0724826309	0.1125037874	0.1059762505	0.0953761056	-0.00594398	0.00644662	3.53308982404e-05	4.15589094244e-05	-0.00133863	0.02315617	1.7919302769e-06	0.0005362082090689	-0.0648623	-0.03629	0.00420711796129	0.0013169641	-0.00371171	-0.0004209999999999	1.7724099999999997e-07	1.37767911241e-05	0.000238645	0.000771623	5.6951436025000004e-08	5.95402054129e-07	-0.000329082	0.0003904999999999	1.0829496272400001e-07	1.5249024999999996e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
