global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19
716.2623229310885	n/a	513031.71525063895	n/a	801.4773429214663	n/a	n/a	642365.9312164537	669.350978915926	n/a	n/a	448030.7329757085	683.3024063170151	529.0416621877555	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0827810999999999	n/a	0.0068527105172099	n/a	-0.203822	n/a	n/a	0.041543407684	0.0418996	n/a	0.00175557648016	n/a	-0.00618661	n/a	3.827414329210001e-05	n/a	-0.00304435	n/a	n/a	9.2680669225e-06	0.00322263	n/a	1.0385344116900002e-05	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
713.1211617591031	-3.141161171985459	508541.79134865286	9.866893508389063	793.8541237275297	-7.62321919393662	58.113470878803696	630204.369759204	669.8151889957632	0.4642100798371302	0.2154909982223948	448652.3874094299	682.651486774793	524.985031187231	1.172286	33.275089	0.3845456	0.247227	-0.1130001313	-0.058337608	0.127941487	-0.1892575563	0.0443987552	0.128760909	0.0430592293	-0.049187245	0.0403239582	-0.0211862129	0.1982649707	-0.0438574571	0.1491313339	-0.1037490868	0.0419012767	-0.1326496789	0.1809264398	0.0104859055	-0.0825861995	0.1204216206	-0.1154263678	0.0845034772	-0.054533884	-0.0572006089	0.022147884	-0.0767424958	0.0242222032	-0.0546208072	0.0354735571	-0.1447908253	0.086377593	-0.1350904513	0.0091878923	-0.0635404547	0.1021170493	-0.0352851112	0.0687101906	-0.0440854876	0.0165176718	-0.0625299171	-0.013524417	0.1336348296	-0.0270137429	-0.0420358061	0.0202046819	0.0084151706	0.0398255533	-0.052971033	-0.0428547	0.0309068092	0.064474149	-0.0321909534	-0.1078773664	0.0729642185	0.019082762	0.0069948409	0.0767746012	-0.0242461844	-0.1167374478	0.047304601	-0.0408313798	0.1301345006	-0.0730286267	0.1326601573	-0.0993361494	0.0763806268	-0.0820413459	0.1168460532	-0.0868048652	0.0366384209	-0.1420126884	-0.0255356079	0.0987692646	-0.0954286987	0.0670918337	-0.0318839556	0.0675861252	-0.0599514691	0.0540495888	-0.0079281175	0.0918589571	-0.0181175625	0.0279275343	-0.0136993594	0.0173774789	-0.0008270484	-0.0662582874	0.1084439852	-0.1069220608	-0.134196148	0.0600106098	0.0076658454	-0.0546558089	-0.0254922743	0.0249813606	-0.0596074495	-0.0251711924	-0.0331555064	0.092011695	0.0235421053	0.1150808405	0.1150621602	0.1150310286	0.0	0.0714477	-0.0113333999999998	0.00510477383529	0.0001284459555599	0.0247708	0.2285928	0.05225466821184	0.00061359253264	0.136227	0.0943273999999999	0.0185577955289999	0.0088976583907599	-0.00659742	-0.0004108099999999	4.35259506564e-05	1.6876485609999946e-07	-0.00288763	0.0001567199999999	2.4561158399999985e-08	8.3384070169e-06	0.00278432	-0.00043831	7.752437862399999e-06	1.921156561000003e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
712.0040296673916	-1.1171320917114826	506949.7382626039	1.2479841103316724	798.0987002081448	4.244576480615137	18.016429499791187	636961.5352739302	668.6313733797602	-1.183815616002903	1.4014194126923327	447067.9134677044	682.4773674613513	521.8563604528839	1.162032	32.984032	0.2729050999999999	0.169301	0.065943924	0.0509480367	0.1909717826	-0.1265680692	-0.0777506713	-0.0674181418	-0.0329225931	0.0050902955	-0.0308838192	-0.0856708995	0.0892038454	-0.1179937462	0.1437778997	0.0473714124	-0.0916908683	-0.1364083222	0.1312095997	-0.0001410387	-0.0229482038	0.0227807427	-0.159298039	-0.0793313981	0.0850845328	-0.2995169783	0.0209546088	0.0471378509	0.0875798487	0.0154269773	0.0252926156	-0.0553743164	0.0795170731	0.0583961656	0.0534306058	-0.0577396737	-0.1002578414	-0.1275037926	-0.0795849694	-0.0786456756	-0.0712760562	0.1252046639	0.0111648479	0.0749232466	0.021331726	-0.024217348	0.0462669422	-0.0396024369	0.0004186305	0.019518359	-0.0857566663	-0.0089778579	0.1757700342	0.0617655998	0.1452133048	0.1066491544	-0.0448149291	0.0472503136	-0.0667411173	-0.0306793992	0.0830391489	-0.0493679528	-0.0580372243	0.1765828529	-0.0437373257	0.019108459	-0.0803318629	0.0105686295	-0.0677966407	0.0819871436	0.091661241	0.0810752165	0.0108168046	-0.1254114617	-0.0032884142	-0.124777262	-0.1523598145	0.0532951336	0.1491416215	0.0437281194	0.095556111	-0.0447118247	0.1128414081	0.1898638731	0.116849046	0.0620956531	0.0726759816	-0.1887124159	0.0235627522	0.0462622584	0.0704012661	-0.0331972529	0.1061518181	-0.0382642734	-0.008706729	-0.0447257713	0.1079617441	-0.0383819114	0.038209686	-0.0183141821	-0.0370742974	-0.0514952056	0.1150310286	0.1148629665	0.1145830448	0.0	0.051243	-0.0202047	0.0026258450489999	0.00040822990209	-0.130012	-0.1547828	0.02395771517584	0.0169031201439999	0.0733814	-0.0628455999999999	0.00538482986596	0.0039495694393599	-0.00618592	0.0004114999999999	3.82656062464e-05	1.6933224999999966e-07	-0.00271425	0.0001733799999999	3.006062439999996e-08	7.367153062500001e-06	0.00266776	-0.0001165599999999	7.1169434176e-06	1.3586233599999984e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
712.1600534034073	0.1560237360157543	507171.941663544	0.0243434062003138	794.0943905863328	-4.004309621812013	16.034495547336263	630585.9011606793	669.6545534534414	1.0231800736811465	1.0468974631781565	448437.220960928	682.4926926854184	524.9666473562071	1.040691	29.539787	0.3570806	0.2178	-0.0840184536	0.020672029	0.0994595218	-0.132262382	-0.028046185	0.0443570135	0.0561939477	0.0079118654	0.0561350057	0.0161825642	0.2450272624	0.0322477003	0.0237845356	-0.090477355	0.0165782098	-0.1093367297	0.1229915177	0.1164698457	-0.0951121841	0.044570034	-0.0412393902	-0.1349046073	0.0114012252	0.1026456259	0.0158025092	-0.0612466908	0.0807384998	0.0106380236	-0.0268026036	-0.1027475504	-0.0385311555	0.0550940764	-0.0766143585	0.1253263362	0.0340097773	0.0210837648	0.0767779043	0.0422218732	-0.0001709895	0.0508382524	0.0911034069	0.0317306953	-0.2186039462	0.1075331307	-0.01124877	0.1608551981	0.0171777114	-0.1200634291	-0.1023611954	0.1329250242	-0.0732626206	0.0259501522	0.0590771599	0.0364022452	-0.0598245586	0.0039521535	0.0474042436	-0.1501593526	-0.0944396831	-0.0067278409	-0.0045888581	0.0991152014	-0.0459694595	0.1503588502	-0.1026518628	0.0045436354	-0.0781758792	0.0764615471	0.014543363	-0.1376716975	-0.0089156472	0.1185620563	0.087084028	-0.0242433334	0.0021511206	0.0679162327	0.0058938404	-0.0971831291	0.056319362	-0.0074496942	0.0325828325	0.0816486864	0.1133421607	-0.1051581722	-0.009721656	-0.0773247238	-0.0075521517	-0.1326546248	0.0487255014	0.0087396137	-0.1008714065	-0.1074263888	0.0188223838	0.0173594393	-0.0978050243	-0.0192227252	0.1565570257	0.0416250079	-0.0179355413	0.0684485128	0.1149314264	0.1144649238	0.1136888217	0.0	0.0675683	0.0163253	0.0045654751648899	0.00026651542009	0.0643052	0.1943172	0.03775917421584	0.00413515874704	0.171579	0.0981976	0.029439353241	0.00964276864576	-0.00659006	-0.0004041399999999	4.34288908036e-05	1.633291395999999e-07	-0.00258173	0.00013252	1.756155040000003e-08	6.6653297929e-06	0.00223961	-0.0004281499999999	5.0158529521e-06	1.8331242250000002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
711.2522183705847	-0.907835032822618	505879.7181370779	0.8241644468200438	800.0931946366504	5.998804050317631	35.98565003410721	640149.120103881	667.4367174704904	-2.2178359829509877	4.918796447272172	445471.77182778326	681.489153669433	514.6308377396396	1.072589	30.445198	0.3636108	0.250535	0.0731301979	-0.0155391557	0.1700413354	-0.0673305579	-0.1706170189	-0.0032170969	-0.056605635	0.0502431196	0.060701092	-0.03235888	0.0694900397	-0.2077657633	-0.0497248462	0.0654716138	-0.0468654724	-0.1772507537	0.0222250178	0.0281819307	-0.0726458331	0.0145959169	-0.2193013501	0.1209024189	0.1078460703	-0.0793407218	-0.1112887909	-0.0573284302	-0.1171775537	0.008442212	-0.1190874482	-0.0325389124	-0.1243222822	-0.0717057815	0.0580380102	-0.0014490198	0.0199193833	-0.1019164754	-0.0783474493	0.0034791304	0.0314240695	0.088408276	-0.0269228063	0.0230954751	0.0408098321	-0.0027801388	0.1127609831	0.1835235083	0.0895974979	-0.0966130185	-0.0335410645	-0.0537669984	-0.0837142938	0.0099484109	0.0157067231	-0.0794416036	-0.0467906539	-0.0082916166	-0.2176598201	0.100342881	0.0617864307	0.0193256345	0.0051574638	0.1888401534	-0.0511158958	-0.0593600202	0.0372237785	-0.158998292	-0.175360057	0.1506467602	0.0583063539	0.1275580841	-0.0319245824	-0.0702315704	-0.1136059434	-0.1103681569	0.0736975022	-0.0122904448	-0.0282873893	-0.0525607701	-0.037868536	-0.2128344866	-0.029543358	0.126260679	0.0484342295	0.0552274654	0.0446474647	-0.0325659874	0.0605051444	0.0134293523	0.0753789702	-0.1048335367	0.0398804794	0.0520322861	-0.0687089298	-0.0325839097	-0.0762287496	0.0347467303	-0.0292942017	0.036530157	0.0027188971	-0.0655350692	0.1147820769	0.1138687213	0.1123518419	0.0	0.0613679	-0.0062003999999999	0.00376601915041	3.8444960159999935e-05	-0.152469	-0.2167742	0.04699105378564	0.023246795961	0.0484178	-0.1231612	0.0023442833568399	0.01516868118544	-0.00662117	-3.110999999999999e-05	4.38398921689e-05	9.678320999999996e-10	-0.00226334	0.00031839	1.013721921e-07	5.1227079556e-06	0.00223961	0.0	5.0158529521e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
710.8664869796703	-0.3857313909144295	505331.16231081774	0.1487887059367804	792.1664586697663	-7.926735966884166	62.83314308869506	627527.6982413984	668.6474021894627	1.2106847189722885	1.4657574887530092	447089.3484547171	681.5089835805744	516.2565371836655	1.052077	29.862968	0.3539912999999999	0.221672	-0.082724941	-0.0222043626	0.1487426522	-0.0231272483	0.0122061726	0.0494663786	0.1262889797	-0.056952281	-0.049584024	9.21221e-05	0.1578517163	-0.0091769189	0.1101401707	-0.0490000178	0.0140492636	-0.0994924621	0.0247738913	0.088727667	-0.1495347556	0.1031273402	-0.0553837987	-0.1088910451	-0.0871941035	-0.0335791761	0.0244967112	-0.0321824666	0.030330979	0.0316853675	0.0421279877	-0.0706098724	-0.0428026975	0.0492898118	0.0685035652	0.097411836	0.0076136396	-0.0096228585	0.1055915028	0.0579281105	0.0157242481	-0.021990902	0.0791690585	-0.1221727851	0.1803956739	-0.0578975844	0.010990417	0.0926526824	-0.0112216059	0.0384733543	-0.0289980212	-0.1390533214	0.104427405	-0.104801662	0.0782122205	0.0702321914	-0.0875808721	0.0573255137	0.1313287202	-0.0092458094	-0.0770066282	0.0073432532	0.0796241015	0.0720549075	0.0034294434	0.1013563175	-0.0771651846	0.0702198342	-0.1205022972	0.0378301575	0.0474193045	0.0382889118	-0.1004208942	0.0430620234	0.04437298	0.0269635867	-0.0240188921	0.1330882873	-0.1138565153	-0.0425577146	0.0485400279	0.0278722586	0.0780417297	-0.0324305074	0.0215080581	0.0089695122	0.0561875437	0.0688033727	0.0113262334	-0.051970928	0.1132850217	-0.0613662837	-0.1001141458	-0.0988140768	0.1004400716	0.1123906197	0.1295888071	0.062653152	0.1653863117	-0.1400439292	0.0519429351	0.076381111	0.1145830448	0.1130753912	0.1105773123	0.0	0.0569839	-0.004384	0.0032471648592099	1.921945600000005e-05	0.0393621	0.1918310999999999	0.0367991709272099	0.0015493749164099	0.155738	0.1073201999999999	0.0242543246439999	0.0115176253280399	-0.00651949	0.0001016799999999	4.25037498601e-05	1.0338822399999964e-08	-0.00196411	0.00029923	8.95385929000001e-08	3.857728092099999e-06	0.0016314	-0.0006082099999999	2.6614659600000005e-06	3.699194040999999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
711.8037314622787	0.9372444826084348	506664.55212362384	0.8784272201799526	799.9500283007069	7.783569630940633	60.583956199701305	639920.0477783018	667.9830636185427	-0.6643385709199947	0.4413457368120208	446201.3732812141	682.0401806147809	522.820411260261	0.966164	27.424353	0.2434769	0.144795	0.0053364096	0.0179739583	0.1044299965	-0.1149133417	-0.1840785632	0.0256681888	-0.0482327347	0.0930137286	-0.0565659983	-0.0430907199	0.0469843283	-0.1284379694	-0.0688001536	-0.0029397379	-0.0262244421	-0.1044518046	-0.0173891701	0.0598186283	-0.104027397	-0.0617189338	-0.1235988366	-0.0027566469	0.0931458769	0.027473298	-0.0585968627	-0.0405262597	-0.0009373816	-0.0203243976	-0.042998337	0.1533219277	-0.0354763407	-0.0709017667	-0.1401427383	-0.098899381	-0.1221687293	0.0282850877	0.0475823604	-0.088166439	0.0837501726	0.0113963504	-0.0541481705	0.0810793882	0.0666538849	-0.0824908407	-0.0942267289	-0.047754625	0.0711390302	0.1169295064	0.0087736416	0.0459960547	-0.0522282485	0.1771653366	-0.0711506893	-0.0288193051	-0.0448164074	0.0112637753	-0.0205045015	-0.0844784106	0.0093998517	-0.0060439647	-0.047701609	0.1017757314	0.0006139111	-0.0991719126	-0.096383669	-0.0817514253	-0.1630246866	-0.0169032706	-0.0040745473	-0.0056489525	0.0619614168	-0.0066075721	-0.0782323979	0.0408321727	-0.0104952355	-0.1317047379	-0.0179503011	-0.074710694	-0.0973417387	0.0991001677	-0.0673346815	0.1898884311	-0.0211263988	-0.0616602495	0.0644574516	0.0854352308	-0.0254382722	0.097818754	-0.0743461119	0.0036503028	0.1386714033	0.0710980818	-0.0832179737	0.0293519024	0.0691760755	0.0523943193	-0.1231694028	0.0246424874	-0.1117806163	-0.0781596834	0.1143344162	0.1120863067	0.1083721437	0.0	0.0477471	-0.0092367999999999	0.00227978555841	8.531847423999993e-05	-0.0757067	-0.1150688	0.01324082873344	0.00573150442489	0.0758147	-0.0799232999999999	0.0057478687360899	0.0063877338828899	-0.00639422	0.00012527	4.08860494084e-05	1.569257290000006e-08	-0.00163674	0.0003273699999999	1.0717111689999987e-07	2.6789178276e-06	0.00129908	-0.00033232	1.6876088464e-06	1.1043658240000006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
711.0839383814205	-0.7197930808582669	505640.3674240318	0.5181020792514355	788.6980652599423	-11.251963040764622	126.60667227073304	622044.6381447761	667.8445255971114	-0.138538021431259	0.0191927833820879	446016.3103700308	680.2221910797598	504.561949161364	0.9203420000000002	26.123709	0.1101118999999999	0.056435	-0.020064812	-0.0005130236	0.2119975133	0.056299963	-0.0065988115	-0.0435124537	0.1247433111	-0.1114287651	-0.0735588784	0.0040976494	0.1792545226	-0.1139918185	-0.0819100855	-0.013404221	-0.0291972664	-0.1121878636	-0.0141070746	0.0614615116	-0.1510905458	0.0170518238	-0.048489141	-0.0055385901	-0.0280883041	-0.0066968791	0.078039802	-0.0089227381	0.023517808	-0.014310528	0.0586352577	0.0624530582	-0.0569898982	-0.0596536363	-0.0300125669	0.0720651845	-0.0892040347	0.0466515093	0.0862167601	-0.0058520352	-0.097138069	-0.0494235464	0.0576811155	-0.115572535	-0.1082441725	-0.1014480824	0.1566469161	-0.0176751125	-0.0429380795	0.1473852019	0.0202005287	-0.0023690952	-0.1570397263	0.0832519456	-0.1793924165	0.0348595272	-0.0550919811	-0.1288228591	0.0107180668	0.0250685859	-0.0158817263	-0.0338499159	0.1684208505	0.0952110011	-0.009144092	0.0010258711	-0.1507153985	0.0353536386	-0.1293097774	0.0268984279	0.0362769254	0.0128436883	0.0659011512	-0.0869955423	0.0391802518	0.0297132814	0.0377650597	-0.0950515943	-0.0229683969	0.0402939117	-0.1299824554	0.1021141725	0.0854840239	0.0198818514	-0.1684379992	-0.0772613275	0.0182306934	0.0554760906	0.0861668841	-0.0913366864	0.1727824918	-0.012729479	-0.1052652531	-0.06112751	-0.0508680206	0.1489528725	-0.0343021282	0.0360903636	-0.171351115	0.0467701586	0.0203308162	0.082134918	0.1140362989	0.1109031803	0.1057449239	0.0	0.0295682	-0.0181789	0.0008742784512399	0.00033047240521	-0.0506325	0.0250742	0.00062871550564	0.0025636500562499	0.122623	0.0468083	0.0150364001289999	0.0021910169488899	-0.0062245	0.0001697199999999	3.874440025e-05	2.8804878399999983e-08	-0.00172618	-8.943999999999988e-05	7.999513599999978e-09	2.9796973924e-06	0.00115723	-0.00014185	1.3391812729e-06	2.0121422500000006e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
712.3187231833547	1.234784801934211	507397.9633975647	1.5246935070877086	796.6091699059823	7.91110464604003	62.58557672059615	634586.1695782982	668.6391561544135	0.7946305573020709	0.6314377225981997	447078.3211428862	682.3217777370088	519.2410488894678	0.8947119999999998	25.3962	0.1357060999999999	0.0845278	0.0078649278	0.0609250595	0.0887024902	-0.0484404631	-0.0354498975	-0.059311333	0.0152955963	-0.0054006884	-0.1167485279	-0.0058253668	0.0029185646	0.0113377597	0.0852623726	-3.74156e-05	-0.0409898047	-0.0219105402	0.0620026202	-0.0183476523	-0.034694808	-0.0089719867	-0.0262303173	-0.0136101485	0.025031548	0.0517994018	-0.0653494803	-0.0952473426	0.1051561464	-0.0657271719	-0.0325356625	-0.0615279513	0.1401156196	0.1609924552	0.1350693143	-0.1105811247	0.0233486115	0.1448283958	0.0487127734	0.0488997424	-0.0196577642	0.0517543855	-0.0660785138	-0.1232882051	-0.0517709534	-0.158857741	0.0351778805	-0.0506195412	0.0535608255	-0.0678676641	0.1386207401	-0.0410171365	-0.0775417447	-0.0050897691	-0.0775767227	-0.1732444182	0.0103906273	-0.0664793756	-0.1056927696	-0.0173583815	0.0139443236	-0.0566105694	-0.0457463031	0.0292155466	0.0077546248	-0.0117916241	-0.0900765523	0.0048298547	-0.0554156542	-0.0254618919	-0.0811322123	0.0516218674	0.0238376762	0.0204740309	-0.052148493	-0.0205171743	0.0691751385	-0.0110353283	0.0752907093	-0.0073122032	0.0539988798	0.1607017094	0.0697672059	-0.1635394954	0.1748377019	0.0513673525	-0.0321453538	-0.0696844429	-0.0190789973	-0.1156365152	-0.0412932233	0.0086393511	-0.1145696612	0.1381210525	-0.1350163515	0.2081381677	-0.0159367539	0.0328130034	0.0020648953	0.0728453322	0.0881874567	0.0242696563	0.1136888217	0.1095280601	0.1027058847	0.0	0.0295375	-3.069999999999809e-05	0.00087246390625	9.424899999998827e-10	0.0197935	0.0704259999999999	0.0049598214759999	0.0003917826422499	0.0856691	-0.0369539	0.00733919469481	0.0013655907252099	-0.00611509	0.0001094099999999	3.73943257081e-05	1.1970548099999977e-08	-0.00135691	0.0003692699999999	1.3636033289999993e-07	1.8412047481e-06	0.00107	-8.722999999999999e-05	1.1449e-06	7.609072899999999e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
712.6187184133355	0.2999952299808228	507825.4378330648	0.0899971380112467	798.0560505115369	1.446880605554611	2.093463486730078	636893.4597580727	669.4946822907731	0.8555261363595719	0.7319249699943368	448223.1296156232	683.5172690544415	517.3881754009291	0.96684	27.443544	0.11036742	0.0678026	-0.0848214238	-0.0832742382	0.1131650912	-0.045086011	-0.0287862575	0.0801057261	0.0349981213	-0.0279515888	-0.0828438495	0.0904609736	0.1055453192	-0.0954294481	0.1438480316	-0.0652437348	0.0402144718	-0.1162858469	0.094279732	0.0201003672	-0.0860195345	0.0065677198	0.0505769981	0.0872563431	-0.0115321328	-0.1012600463	0.0924028463	0.1021226477	-0.1693579209	0.1031942614	0.0237959299	0.0700624438	0.0021244892	0.0516851085	0.0770671487	0.0660201208	0.0296962146	0.0416561697	0.0045262044	0.0472920406	0.0199827379	-0.0544014073	0.0050578861	0.0011550969	0.0804415818	0.1723646328	-0.0909897471	-0.0531444884	-0.0254996761	-0.1073205762	0.0616574602	0.0672379495	0.0948455659	-0.084785897	0.0264392396	-0.0371482887	0.1662155859	0.0141147069	-0.0468348236	-0.0168484966	-0.0757402579	0.0512819935	-0.0338702657	0.1197770222	7.11091e-05	0.0932326062	-0.1069143675	0.0030581656	-0.0253143041	-0.0186990841	-0.0629915724	0.0874745197	-0.0283424275	0.0602516776	-0.0184169518	0.0197513291	-0.0713383771	0.1625426384	-0.0100518861	0.1711545623	0.0632522558	-0.0289359222	-0.0755819939	-0.0292911623	-0.1065699962	0.1541712433	-0.0250693823	0.0123153371	0.0240541868	0.028466028	-0.1299024944	0.1788263992	-0.0578331578	0.0018988917	0.0195317252	-0.1358010963	-0.1010853151	-0.0398821896	-0.0646907387	0.0175459158	0.0602897049	0.0547764133	0.1132921352	0.1079633266	0.0992668614	0.0	0.0295026	-3.49000000000009e-05	0.00087040340676	1.218010000000063e-09	0.00381088	-0.01598262	0.0002554441420644	1.45228063744e-05	0.153083	0.0674139	0.0234344048889999	0.00454463391321	-0.00595794	0.00015715	3.54970490436e-05	2.46961225e-08	-0.00115199	0.0002049199999999	4.1992206399999976e-08	1.3270809601000002e-06	0.00089335	-0.0001766499999999	7.980742225e-07	3.1205222499999994e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
