global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
757.9084333046638	n/a	574425.1932743301	n/a	843.252761830238	n/a	711075.220334324	n/a	688.776610259023	n/a	474413.21883991	n/a	694.5871066124774	595.8229609445643	n/a	n/a	n/a	n/a	-0.0182230487	0.0179401457	-0.0780284359	0.1148600972	-0.0518263273	-0.0159775824	0.0947637938	-0.136008967	0.0136120546	-0.0741769593	0.2106181614	-0.0213509782	0.0383705108	-0.0314778522	0.0384518174	-0.0055448518	0.151318186	-0.026059339	0.0263167206	-0.0817783373	0.1157055096	-0.0294056873	0.1386932962	-0.0955749413	0.0509972712	-0.1000460207	0.089256773	-0.0718512398	0.1087427242	-0.008971034	0.0166062932	-0.0180854794	0.0800342095	-0.0188393295	0.0578914694	-0.0741395725	0.1051182443	-0.0328812665	0.0080068393	0.0988467159	-0.0174727903	-0.0633738057	0.032001797	0.0476375958	-0.076349621	0.012817366	0.0795157935	-0.0685164518	0.125502341	0.0346131508	0.1119274838	-0.0190780593	-0.1479498745	0.0370381012	0.0590141109	0.0337579364	-0.0903732536	-0.0366892497	-0.0247438212	-0.0422264848	0.039139671	-0.071905249	0.1238027863	-0.1090392078	0.0181756665	-0.059999132	0.2309667621	-0.0618222136	0.0168008499	-0.0311419449	0.0793967539	-0.0527005739	0.0903856183	-0.0183585704	0.0527510147	-0.0535955336	0.1100010133	-0.0797755965	0.0189334292	-0.0297712374	0.0816277492	-0.0377390119	0.0032928451	-0.0765621442	0.0874349386	-0.0076733369	-0.0125412254	0.150901019	-0.0351002379	-0.0827102162	0.0572961592	0.13178084	-0.0671480654	-0.0554368492	0.0700246757	0.0058297188	-0.092051861	-0.0173680252	0.0529492972	0.0402480064	-0.0482729007	-0.0673255352	0.1147017419	0.1146833673	0.1146527451	-0.012744	n/a	0.000162409536	n/a	-0.156997	n/a	0.024648058009	n/a	-0.174476	n/a	n/a	0.030441874576	-0.00393211	n/a	1.5461489052099998e-05	n/a	-0.00125168	n/a	n/a	1.5667028224e-06	0.00108415	n/a	1.1753812225000002e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0
756.2108025627049	-1.6976307419589602	571854.7779125302	2.88195013604413	830.6729613441032	-12.579800486134786	690017.568708182	158.251380270957	688.8722713650134	0.0956611059904162	474545.0062555926	0.0091510471993096	693.8662300816436	569.8332336109836	0.931244	26.84	0.2172363	0.106852	-0.0083797874	0.1292223753	-0.0264853048	0.0470962558	0.0770102416	-0.0548001937	0.0799540481	-0.1371749559	0.0476181712	-0.0743794147	0.0106786051	-0.0511283344	0.0499863809	0.0617891483	0.0097723356	0.0317437176	0.0802943207	-0.0569592785	-0.0327676323	-0.0454097578	0.0884884263	0.1083694486	-0.0072869458	-0.0405814308	0.0948770757	-0.0955382472	0.0608751497	-0.0922127179	0.0605908426	-0.0780360837	0.0060907198	0.056517222	0.132213101	0.1456020542	-0.0072903574	0.0344303873	0.0667706385	-0.057711533	0.0619249666	0.0589801349	0.0311093407	-0.1125854818	-0.0353008563	0.1235094208	0.1762624265	-0.0036488664	0.0080049982	0.0193271875	0.0074336462	0.0829307709	-0.0034034003	-0.0738825795	-0.0586056137	0.0011099191	-0.0625855955	-0.1870726112	0.1329316083	-0.147838142	-0.0120038085	-0.0747782219	-0.0923293636	-0.0465896853	0.0364303734	-0.0153063312	0.0539508156	0.0265885403	0.1558594884	-0.0106846555	-0.0264306862	-0.0950704711	0.0226425117	0.0580869061	0.0813340242	-0.026968732	0.1385638557	-0.1295637396	-0.039391032	-0.009432995	0.0594304046	-0.0098080731	0.1251117741	0.1170979401	0.0176636434	-0.0312912111	0.0990662063	0.0259374646	0.0709113553	-0.0230132075	0.0222490407	0.0331602694	-0.0094796105	0.1458536804	0.0579369835	0.0177584146	0.0804753963	0.0318716645	0.0200429963	-0.0018708157	0.0188094795	0.1403298187	-0.0013214596	-0.0051618141	0.1146527451	0.1144874327	0.1142120884	0.0268358	0.0395798	0.00072016016164	0.0015665605680399	-0.182566	-0.025569	0.033330344356	0.000653773761	-0.114879	0.059597	0.003551802409	0.0131971846409999	-0.00231235	0.00161976	5.346962522499999e-06	2.6236224576e-06	-0.00141941	-0.00016773	2.8133352900000016e-08	2.0147247481e-06	0.00114647	6.231999999999982e-05	1.3143934609e-06	3.883782399999978e-09	0.0	0.0	0.0	0.0	0.0	0.0
756.0418506997203	-0.1689518629846134	571599.2800094581	0.0285447320059715	837.3200146435136	6.647053299410345	701104.8069226138	44.18331756520195	688.9974541769526	0.1251828119392257	474717.4918623219	0.0156707364050115	694.8196796002068	593.3267889542858	0.965988	27.841381	0.152495407	0.0887484	-0.0888682945	0.0309919671	0.0383355002	-0.0007957665	0.0815209871	0.0548803978	-0.0008394621	-0.115661557	-0.0231179466	-0.0559139909	0.178136543	0.0129768587	0.0092308679	0.057426322	0.0915109023	-0.135938428	0.094446931	-0.1340149722	0.0004876567	-0.1139495138	0.0236826431	0.0846045389	-0.0835061169	-0.0824511748	-0.1622138792	-0.1391895867	0.1307305307	0.0426258842	0.0463740083	0.0352019202	0.1339312735	-0.0903914933	0.0484061739	0.0559778397	-0.0456645961	0.1012298983	0.0609317173	-0.0275389398	-0.1211962514	0.0856893	-0.0773186548	0.0832410035	-0.0243647032	0.0180829075	0.0702922943	-0.0319502382	0.0334204817	-0.0186693801	0.0092629551	0.0766070907	0.0438361522	-0.0502416097	0.0430043285	0.1105220496	0.0994545622	0.0389783047	-0.0032408444	0.0994361881	0.0012422201	0.0699468218	-0.115736412	-0.0252601372	0.0650051991	-0.1073573777	0.0083996468	-0.0119909555	0.1856806689	-0.0689157605	0.0201657183	-0.0481288723	0.2124117855	0.0453288659	0.0698385887	0.0805176507	-0.0408553563	0.0540863641	-0.0381713876	-0.0712248402	0.1081022187	-0.0853463118	-0.1133975007	-0.0532468821	0.1068888409	0.0338598331	-0.0816644348	-0.1129148425	-0.0040883343	0.0121454732	-0.050416062	-0.0374365754	0.0139144226	-0.1039494526	0.1037034596	0.0207916121	-0.073453241	0.0485361467	-0.2437146078	0.1283908287	-0.1204053606	0.0272212781	-0.0665822786	-0.1430611601	0.1145547726	0.1140958982	0.1133324686	-0.000443607	-0.027279407	1.96787170449e-07	0.0007441660462716	-0.101974	0.080592	0.010398696676	0.006495070464	-0.125691	-0.010812	0.000116899344	0.015798227481	-0.00269697	-0.00038462	7.273647180899999e-06	1.479325444e-07	-0.00112779	0.00029162	8.504222440000001e-08	1.2719102841000002e-06	0.00114647	0.0	1.3143934609e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
753.4321410563823	-2.6097096433379647	567659.9911768044	6.810584422531167	830.5509397624736	-6.769074881039956	689814.8635403281	45.82037474512609	687.7894595033101	-1.2079946736424745	473054.3406038555	1.4592511315485883	693.1403869406943	598.9265033139017	0.912568	26.301727	0.194191977	0.117027	-0.1153396311	-0.0834066341	0.0325583482	0.009069385	0.0166226457	0.094365597	-0.0400454598	-0.0121020004	-0.0202034621	-0.0648386725	0.1435186475	-0.0778829168	0.0465619871	-0.0929911088	0.1158751102	-0.1140558452	0.050857777	0.0427223041	0.0114292168	0.0770762432	-0.0080055599	0.0557154082	0.0972032779	-0.1043065623	0.0719894503	-0.0567720682	0.0814905118	0.0869735447	0.0550268583	-0.03465851	0.0265667939	0.0761311037	-0.0167621059	-0.033405771	-0.020504512	-0.1141724839	-0.1034296367	0.0270976474	-0.0369443628	-0.0599666315	0.0600528111	-0.0611497335	-0.061012232	-0.0850520993	0.0289230219	0.0459825156	0.1093891932	-0.0128689084	0.0786696043	-0.1375251158	0.0137812284	0.1472370834	0.0858040906	0.0106480445	-0.0313050663	-0.0439934805	-0.0406194515	0.0876607412	-0.0648904062	0.1094925739	-0.0020988398	0.0138402656	0.1411183124	-0.0020993966	0.1343282874	-0.0426741295	-0.0104014751	-0.0586008038	0.0159159125	-0.1102786766	-0.0221611885	-0.0983612432	0.016256298	0.1199045385	0.1268777736	-0.0068595458	0.0974508085	-0.0079208342	0.0146265585	0.0728331498	0.0220277136	-0.0784864518	-0.0964820531	-0.0035382323	0.0040137147	0.0793975681	0.1504212268	0.1074234439	0.0270759161	0.0125248899	0.1025589767	0.0207655171	-0.0308353784	0.0452929656	-0.0441794196	-0.032251534	0.1176556239	0.0641909922	-0.0224870382	-0.2413219505	-0.0026605388	0.1028152834	0.1144078661	0.1135094328	0.1120172664	-0.00040468	3.8927000000000015e-05	1.6376590239999998e-07	1.515311329000001e-09	-0.17038	-0.068406	0.0290293444	0.004679380836	-0.141511	-0.01582	0.0002502724	0.020025363121	-0.000914498	0.0017824719999999	8.36306592004e-07	3.177206430784e-06	-0.000818121	0.000309669	9.589488956100005e-08	6.69321970641e-07	0.00104007	-0.0001063999999999	1.0817456048999998e-06	1.1320959999999996e-08	0.0	0.0	0.0	0.0	0.0	0.0
753.2579907552622	-0.1741503011201075	567397.6006366546	0.0303283273802241	831.6040423764632	1.0531026139896085	691565.2832968744	1.1090251155917463	689.4441421394786	1.6546826361684452	475333.2251304416	2.7379746264373552	694.9156807828775	579.9071669143298	1.024861	29.538191	0.30475118	0.177649	0.0366654475	-0.113314592	0.0043026681	-0.0488905764	-0.0497021843	0.0010782375	-0.0935349855	-0.0625418264	0.0732527783	-0.0839822214	0.0570459209	0.0216294778	-0.0298487649	-0.0463694902	-0.0228096282	-0.0264326301	0.0661250927	0.0686032883	0.1404739076	-0.0065611843	0.1235571285	0.0033477247	-0.0571623008	0.1268613288	0.0031583414	0.0716656614	0.0116466058	-0.113496918	0.0183444275	-0.0040659292	0.0161995952	-0.0286599565	0.0466460931	-0.024483305	0.017468873	0.1530319129	-0.0264503835	0.0511439659	0.0441871046	0.03139943	-0.0864907259	-0.0653355126	-0.0089363906	-0.0860971751	0.0290345881	0.0035749426	0.037740899	-0.0838793865	-0.1008517394	0.0227901003	0.0843105185	-0.057862366	0.0549691416	0.0494663833	0.2053443268	0.0188979075	0.1856562787	0.0735040799	0.0093931747	0.0429072375	0.0744802869	-0.0260501608	0.0349492916	-0.1476617405	0.0181536203	0.0035237327	0.0641488497	-0.0587687754	-0.0695693186	0.0469935565	-0.0586912078	0.0660311851	-0.0147093091	-0.1304270928	-0.0198381569	-0.1270038751	-0.100901922	-0.0548933044	0.0853678643	-0.0899322343	-0.0610371665	-0.0378056563	-0.0887628833	0.0803591885	-0.0381028131	-0.0350004783	-0.0452569639	-0.0902575447	0.1257100156	-0.0113764901	0.0193109835	0.0170613338	0.0171328254	0.0021993724	0.0301111161	-0.1057493623	-0.0627031555	0.0649512893	0.1990523946	0.2342584427	0.1095127858	0.1030537863	0.1142120884	0.1127290384	0.1102715368	-0.00126631	-0.00086163	1.6035410161000002e-06	7.424062569000003e-07	-0.0277073	0.1426727	0.00076769447329	0.02035549932529	-0.0546534	0.0868576	0.00754424267776	0.0029869941315599	-0.00173587	-0.000821372	3.0132446569e-06	6.74651962384e-07	-0.00144381	-0.000625689	3.91486724721e-07	2.0845873161e-06	0.000999946	-4.012399999999989e-05	9.99892002916e-07	1.6099353759999912e-09	0.0	0.0	0.0	0.0	0.0	0.0
752.1420738610028	-1.1159168942593851	565717.6992719303	1.2452705148935117	837.7561542043196	6.152111827856402	701835.3739072117	37.84847994245064	687.7231105171209	-1.7210316223577138	472963.0767393441	2.961949845155224	693.0983402976298	584.5081352253017	1.007743	29.044851	0.29604816	0.166712	0.0553757628	-0.0046452859	-0.123732792	0.0186675383	-0.0917505547	-0.0286022179	0.0229109193	0.0231957305	0.1463181162	-0.1645805377	0.0426652857	-0.0954985272	0.0971513844	-0.0847812949	0.0540385109	0.0389359236	0.0313830138	0.068308796	-0.0420322213	-0.0556870722	-0.1085496336	-0.0108501611	0.0830686437	-0.0373495885	-0.0217957428	-0.0005914172	0.0094358351	-0.037303005	0.1729754772	0.0767652898	-0.2079489137	-0.1099060271	-0.0384121286	-0.0653405667	0.1758732815	-0.0200248673	-0.042012265	0.0344813252	0.0136407133	0.0702824392	0.1501022621	0.1141607367	0.0191956461	0.0556601527	0.0160547287	-0.1273946896	-0.0235392046	0.0205923893	0.0839679925	-0.0815465656	0.0981936914	0.1283269442	0.1031281486	-0.049728306	-0.0160201956	0.0948934941	0.0540916231	-0.0682672417	-0.0455270354	-0.0596089433	0.0459233786	-0.0054784454	0.1615411747	-0.0215455795	0.087870342	0.0450545848	-0.0113812933	-0.0691894131	-0.0065189112	0.0736883478	0.0581877543	-0.099827808	-0.0311084901	0.0567229163	-0.064732346	0.0256799638	0.0356209523	-0.1490161457	-0.1972498327	0.0215113402	0.1171780252	0.0207535617	0.0122936695	-0.0107448769	0.1729848142	-0.0109193521	-0.0743727515	-0.0169247822	0.011516661	0.120968606	0.0416512779	-0.0597556988	0.095656655	-0.0914729698	-0.03338053	0.0295315586	0.0388870864	0.0083217938	0.1633210157	-0.1299787905	-0.2218319352	-0.1003874904	0.1139675232	0.1117560484	0.1081019891	0.0139981	0.0152644099999999	0.0001959468036099	0.000233002212648	-0.17158	-0.1438727	0.0294396964	0.02069935380529	-0.122287	-0.0676336	0.00457430384896	0.014954110369	-0.00123021	0.00050566	1.5134166441e-06	2.556920356000001e-07	-0.000848993	0.000594817	3.53807263489e-07	7.207891140490001e-07	0.000714874	-0.000285072	5.11044835876e-07	8.126604518400004e-08	0.0	0.0	0.0	0.0	0.0	0.0
752.8229118418998	0.6808379808969676	566742.3365941168	0.4635403562318596	825.9800813894433	-11.77607281487633	682243.0948521113	138.6758909412693	688.9167335692061	1.193623052085286	474606.2657916645	1.4247359904693933	693.5898352367924	581.4793011735168	0.944247	27.214779	0.3292078	0.186946	0.0347174328	0.0255463392	-0.0419286951	0.0772786668	0.0085769236	-0.0951905189	0.0860614129	0.0457551291	0.0102464816	0.0359216013	0.0781544209	0.0925868273	0.0342055774	0.0258140245	-0.0872781023	0.0452855381	0.1186549955	-0.0847569553	-0.0120293285	0.0314230929	0.0199568744	-0.0124048357	0.1294604302	-0.0496245203	-0.0011884236	0.094370349	0.0525629326	-0.1441228878	-0.0093959493	0.1139970429	0.0027664096	0.0205487159	0.0130697015	0.1280089018	-0.0633582716	0.0383774317	-0.1161164733	0.002000579	-0.0685206457	-0.091288421	-0.0260582697	0.1584636875	0.0548618096	-0.0211305078	-0.1375621146	0.0506478564	-0.0600559744	-0.0975788666	0.0480871046	-0.039173052	0.0266689151	-0.0907706333	-0.0365640243	0.0621184942	0.0544166563	-0.0003207055	0.0825452575	-0.1659690086	0.0089745773	-0.1201595383	-0.0167053135	-0.0919385025	-0.0340169595	-0.0479316352	0.1227722322	-0.0813559969	0.039017832	-0.1468913867	-0.1505250483	-0.0030908073	-0.0248318739	-0.0377951041	-0.0846530319	-0.1206465788	0.036779772	-0.0698233047	-0.0916264903	-0.0284027188	-0.019372417	-0.0638900975	-0.0054779087	-0.1834679221	-0.0507515192	0.0730360282	-0.0872904337	-0.0685746005	0.015032478	-0.0526289191	0.1282383576	-0.1404012616	-0.0196758705	0.0407998	-0.0716089818	0.0316455529	-0.0163282304	0.1116148823	0.1012272516	-0.0944201522	-0.0039810882	0.0216973581	-0.0301640298	0.0537753146	0.1136742748	0.110592125	0.105516962	0.0196866	0.0056884999999999	0.0003875622195599	3.235903224999999e-05	-0.0245342	0.1470458	0.0006019269696399	0.02162246729764	-0.0354137	0.0868733	0.00754697025289	0.00125413014769	-0.00244652	-0.00121631	5.985460110400001e-06	1.4794100161000004e-06	-0.000993091	-0.0001440979999999	2.0764233603999986e-08	9.86229734281e-07	0.00114647	0.0004315959999999	1.3143934609e-06	1.8627510721599992e-07	0.0	0.0	0.0	0.0	0.0	0.0
752.7435335280773	-0.0793783138225308	566622.8272683355	0.0063009167053081	830.9898213812938	5.009739991850552	690544.0832393146	25.097494785946765	687.1517487375859	-1.764984831620268	472177.5257931224	3.1151714558496253	692.5809152654955	573.0205512050187	1.003544	28.92382	0.2612548	0.159322	-0.0389282672	0.0663382924	0.0263719929	0.037029918	0.0867172897	-0.0105224072	0.0223217289	0.0060630155	0.087095554	-0.1674670338	-0.0051863393	-0.2102090746	0.0445968023	-0.0629939749	0.0546688013	-0.0768934346	-0.037791725	0.0106062805	-0.1538512745	-0.0245215948	-0.0189262355	-0.0058054306	0.0212242239	-0.0611520303	-0.1049518074	-0.0796629448	0.1625340783	-0.1000310861	-0.049589723	-0.0425201271	0.0489674627	-0.0749940242	-0.0080415826	-0.0413683201	0.1112964619	0.0226676422	-0.0975467725	-0.120109249	-0.1555462754	-0.143351398	0.004752496	-0.025733753	0.0773936111	0.0484987693	0.0870771198	-0.0354499089	0.0798237129	-0.0577977048	-0.0245220557	0.1104721171	-0.0152697204	0.0308264136	-0.0207829344	-0.1367699934	-0.0954703479	-0.077685369	-0.0488866263	0.0571032929	-0.007624869	0.0097369484	-0.1074661687	-0.0436118356	0.1259718255	0.1066396114	0.1599912926	0.0859991506	0.0373882942	0.0204822	-0.1218714418	0.0824053003	0.1518414989	0.1816808887	-0.0089482608	-0.0430578058	0.0917291653	0.023066925	0.0427851707	-0.079844553	0.003631979	0.2167173624	-0.0280428628	0.019250939	-0.0918177062	-0.0792754937	-0.0262752118	-0.0458576951	-0.1378338284	-0.0859162647	-0.1809943623	0.1768876507	0.0666236131	-0.0529567948	0.0307515625	0.030955779	0.030137404	-0.0991588752	-0.0565498158	-0.0738174648	-0.1297008507	-0.0662746529	0.0647471376	0.05363207	0.1133324686	0.1092392569	0.1025263906	0.0356289	0.0159423	0.00126941851521	0.00025415692929	-0.162266	-0.1377318	0.026330254756	0.0189700487312399	-0.0985412	-0.0631275	0.00398508125625	0.00971036809744	-0.00165216	0.00079436	2.7296326656e-06	6.310078096000004e-07	-0.0008983869999999	9.47040000001e-05	8.96884761601894e-09	8.070992017688203e-07	0.00114647	0.0	1.3143934609e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
754.8096207198648	2.066087191787574	569737.5635312662	4.268716284068663	835.6281648487835	4.638343467489676	698274.4298885458	21.514230122404157	688.875894211281	1.7241454736951027	474549.997625392	2.97267761446331	694.5236177771479	590.3359459927708	1.032504	29.758493	0.3294365499999999	0.181101	-0.0245978878	-0.0350960771	0.1171298235	0.0043711403	0.0640670083	0.0437855139	-0.0652685454	-0.0487564933	-0.1068714965	-0.0890255869	-0.0913660045	0.0050716001	-0.0641162307	-0.0059143388	-0.0974154358	-0.0607056472	0.0984813693	0.0010610117	0.0926217559	0.0631065431	0.0713603482	-0.0250888423	0.0381906627	0.0088027869	0.0569936484	-0.0027179611	0.0129467879	0.048412104	-0.1532363469	0.1257170687	-0.0496127384	0.0636573893	-0.0789706873	0.0884369903	0.0052548185	0.1764542748	-0.0485368662	0.0138696103	-0.0248365071	-0.074849608	0.0368075409	-0.0085466057	0.0705428403	0.0887595815	-0.0138036095	-0.019759302	-0.0169572213	-0.0990664773	0.1880226657	-0.1055646324	0.0793754188	-0.1868537374	-0.0133729256	-0.0222849895	0.0840668541	0.0469596326	-0.0741283533	0.0322298162	0.0273049575	0.0742357667	-0.025090878	-0.0308748471	-0.1062012389	-0.0050809373	0.0658587738	-0.0078858446	0.0949724341	-0.0332902892	0.0088945636	0.0063303886	-0.2185596036	-0.0948676469	-0.0144634471	-0.0633420603	0.2058275531	0.045206407	-0.1208082156	-0.0555471875	-0.0472646737	0.0455035426	-0.1518364884	-0.0483133796	-0.0224632037	0.0539759433	-0.0924358223	7.20247e-05	-0.0871093238	-0.0779393771	-0.063030556	-0.0599311867	-0.0232054414	0.0080545545	-0.022028939	0.0303972709	0.1066208138	-0.0804812065	-0.0170247811	-0.0315381082	0.0117245404	-0.0507875229	-0.1470916306	-0.1506572706	0.1129422506	0.1076997553	0.099141769	0.0496131	0.0139842	0.00246145969161	0.00019555784964	-0.0172748	0.1449912	0.00029841871504	0.0210224480774399	-0.0249998	0.0735413999999999	0.0054083375139599	0.00062499000004	-0.00294104	-0.0012888799999999	8.6497162816e-06	1.6612116543999997e-06	-0.000717622	0.0001807649999998	3.2675985224963844e-08	5.14981334884e-07	0.00161522	0.00046875	2.6089356484e-06	2.197265625e-07	0.0	0.0	0.0	0.0	0.0	0.0
753.9165223018352	-0.8930984180295809	568390.1225996936	0.7976247842869401	833.1955023805641	-2.432662468219405	694214.7451872006	5.917846684283329	688.3427968741421	-0.5330973371388836	473815.80600851646	0.2841927708645685	693.21576372634	579.4165423314062	0.990824	28.557188	0.38254605	0.203598	0.0005597671	-0.0566466748	0.0246598961	-0.0576102201	0.0422327681	-0.0055769684	-0.0632942919	-0.091547761	0.0237873901	0.0591101638	0.1042091219	-0.0295569	-0.0329068203	0.00422727	0.063416872	-0.0287536596	-0.0081531238	0.0839717124	-0.0578020108	-0.0924457842	-0.0115481941	-0.0697423298	0.0073165338	-0.036087788	-0.0813802782	-0.1165834943	-0.0085412712	-0.0436360198	0.0306730275	0.015545327	0.000445985	0.0587626791	-0.0085217058	-0.0063585983	-0.0117217266	-0.0166581295	-0.0064083384	-0.1370772049	-0.0173624521	0.0152567686	-0.0697007743	-0.1425205454	-0.0575417806	0.0267587396	-0.0894771238	-0.1186657464	-0.0224573011	0.2230313975	0.0715150694	-0.0021410921	-0.0780782055	-0.0394884736	0.056918955	-0.0001249097	0.0248291824	-0.1149030621	-0.1248510057	0.0953098124	0.0337784162	0.0663576278	0.002322681	0.0768168512	0.0991863657	-0.0053777282	0.1073195785	-0.0396158074	0.0462635743	-0.0300954728	0.0126517156	0.0680180325	0.0392785571	0.0202057272	0.0453735787	0.0612166003	-0.0257393275	0.1187309299	-0.0954142627	0.073415818	0.0945461512	-0.0121061	-0.0224814682	-0.0319654553	0.0118389258	-0.0398731914	0.014069761	0.0327457414	-0.0957284861	0.2410398167	-0.059428481	-0.0156806216	-0.2365293938	-0.0087595906	-0.0590951916	0.0680568546	-0.0309282331	-0.0060505241	-0.093015375	0.0014822022	-0.1118351851	-0.0033237754	0.130425502	0.068088985	0.1125037874	0.1059762505	0.0953761056	0.0244038	-0.0252093	0.00059554545444	0.00063550880649	-0.17288	-0.1556052	0.0298874944	0.02421297826704	-0.106612	-0.0816122	0.0066605511888399	0.011366118544	-0.00138228	0.0015587599999999	1.9106979984e-06	2.429732737599999e-06	-0.000752024	-3.4402e-05	1.183497604e-09	5.65540096576e-07	0.000805995	-0.0008092249999999	6.49627940025e-07	6.548451006249999e-07	0.0	0.0	0.0	0.0	0.0	0.0
