global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	w_comp_cor_49	w_comp_cor_50	w_comp_cor_51	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
769.2870183169861	n/a	n/a	591802.5165510388	798.0871466765801	n/a	n/a	636943.0936903651	732.8471858220163	n/a	537064.9977672489	n/a	716.9427486552485	639.9973630424183	n/a	n/a	n/a	n/a	-0.0280691094	-0.0234207665	-0.0995811498	-0.0870779	0.0153019478	-0.0458104346	0.0654952257	-0.0687836742	0.0096974235	-0.0778045706	-0.0919117804	0.0940640744	-0.0140173528	0.0065669824	-0.0748193313	0.0123100051	-0.0142036533	-0.0066400514	0.0515093375	-0.0190636652	0.1595552888	-0.0373553464	-0.021110843	0.0364690112	-0.0281124854	0.0284170531	-0.0074546338	0.0219745946	-0.0577164295	0.0393196637	-0.1259017648	0.1016745069	-0.0481875876	0.0938690741	-0.0652496371	0.0217884239	-0.0782786348	0.1016076263	-0.0579985847	-0.0415838645	0.0916257428	0.0657196576	-0.1264774519	0.0248965914	0.0123173136	0.0530508424	-0.1076515321	0.0800134599	0.1213299596	-0.003203338	-0.1041434297	0.0715475472	0.1168996023	-0.0205264468	-0.0236102441	-0.0139894264	0.1077099796	0.1290150589	-0.0738748235	-0.061434682	-0.0770988023	-0.0143862632	0.0662012906	0.0254349688	-0.0594332807	-0.0196163991	-0.0848562214	0.0300795301	-0.0152887104	0.0245460289	-0.0268871973	0.0205218472	-0.1073597949	0.0286544382	-0.0866272832	0.0630264934	-0.0609921735	-0.0001558508	0.0265344751	-0.0151705215	0.0757160689	-0.0373365693	0.0651770736	-0.0835989308	0.0984037751	-0.0114451169	0.0211260932	-0.0049802204	0.0254624121	-0.0368491739	0.0195671866	0.1533449224	-0.0511602081	0.0082990696	0.1128800811	-0.0193201545	-0.1136669977	0.0564957369	0.0851201881	-0.0474364603	0.1123859234	0.0169590058	0.1383050558	-0.0721352494	0.0425846555	0.0493049049	0.0219897489	0.1050174667	-0.0782646183	0.0331221684	0.0352180667	0.0759983345	-0.0456076735	-0.044253326	-0.0143364604	0.1218858592	0.1063441473	0.1147017419	0.1146833673	0.1146527451	-0.022202	n/a	n/a	0.0004929288039999	-0.0463021	n/a	n/a	0.00214388446441	-0.0508915	n/a	n/a	0.00258994477225	-0.00057359	n/a	n/a	3.290054881e-07	0.000448039	n/a	2.00738945521e-07	n/a	-0.000887224	n/a	7.87166426176e-07	n/a	0.0	0.0	0.0	0.0	0.0
767.48124519087	-1.805773126116037	3.260816583002885	589027.4617197283	795.2803203821182	-2.806826294461871	7.878273847282557	632470.7879870846	732.7123699226287	-0.134815899387604	536867.4170376351	0.0181753267276885	716.7769168258901	647.944132285248	1.00457	19.453186	0.04815775	0.0293185	-0.0258068584	-0.081952742	-0.003882381	-0.1159405375	0.1075581596	0.0998217703	0.095573083	0.0662721164	0.0865425381	-0.0216059462	0.0235444607	0.0759114535	-0.0272601155	-0.0360843598	-0.1193438584	-0.0270590651	0.0673796306	0.0800464857	0.0950753638	-0.0104676928	-0.0163852289	-0.0629400791	0.0033250728	-0.0387108413	-0.0107791026	0.0407831325	-0.1157756044	-0.0669734505	-0.1248189541	0.0157821832	-0.1442397505	0.0070159332	-0.0604495859	0.1213808652	-0.0440273636	0.0926273044	-0.0371109427	-0.0529538718	0.037962354	0.028077058	-0.0855379096	0.0888416443	0.1151983296	-0.0265019459	0.006205065	-0.0082994026	-0.0858728256	-0.0421329198	-0.0451055595	0.0010386599	-0.0558092795	-0.0020713099	0.0093113222	0.0017465166	-0.0162102325	-0.0453099269	0.1372950076	0.0144311688	-0.0495221088	-0.0596140437	-0.0296833253	-0.0923751506	-0.085819294	0.070353416	-0.0297915739	0.0800424199	-0.1162413326	-0.1039613919	0.0076862319	0.026270144	-0.0857081511	-0.0041073898	0.0434710831	0.0699459752	-0.0060229764	0.0978091286	-0.0209985531	0.0771409104	0.0599810387	-0.1939073252	0.030324314	0.1030468711	-0.045125421	-0.0740140538	0.0763167658	0.0038921736	-0.0725877009	0.098169442	-0.0167509727	0.0321000311	0.0001290121	0.0722470489	0.0686486066	-0.0584935268	-0.0748781997	-0.0119015553	0.0574255889	0.053608656	0.0055939178	0.0580263983	0.0125479382	-0.0155830194	-0.0453251901	0.0378924566	0.0748508368	0.0539696285	-0.036754783	-0.0076823425	-0.0388208332	0.116136065	0.0362121883	0.0760414998	0.0272478365	0.0736806392	0.0815277115	-0.020732666	0.0607180187	0.1146527451	0.1144874327	0.1142120884	-0.020098	0.0021039999999999	4.4268159999999925e-06	0.000403929604	-0.0462808	2.1300000000001876e-05	4.536900000000798e-10	0.00214191244864	-0.0450986	0.0057928999999999	3.355769040999996e-05	0.00203388372196	-0.000216838	0.000356752	1.27271989504e-07	4.701871824400001e-08	-0.0	-0.000448039	0.0	2.00738945521e-07	-0.000887224	0.0	7.87166426176e-07	0.0	0.0	0.0	0.0	0.0	0.0
765.720409053067	-1.7608361378030395	3.100543904193125	586327.7448403962	793.5662497888009	-1.7140705933173876	2.938037998875421	629747.3928038615	732.0649263640396	-0.6474435585890888	535919.0564123867	0.4191831615585028	716.0508940255523	637.0144489510815	1.039751	20.134451	0.03818675	0.0223726	0.0314339221	-0.0928643734	0.0806666742	0.0548473234	0.0340616651	0.1215491248	-0.0314711483	0.0494481861	0.0856656918	-0.0276764622	0.0677839658	-0.0218274677	-0.0355400459	-0.0109089297	0.0521603105	0.0428235358	0.1836306305	-0.033959115	-0.0577723199	-0.0830582309	-0.0767757296	-0.0314876616	-0.0063904703	0.014733047	-0.113999102	-0.0023641877	-0.0647692118	0.018471178	-0.0329764371	-0.0496309026	-0.0409192255	0.0040572869	0.0701297883	0.1575252372	-0.025523736	0.1001034396	-0.089255386	-0.0279862155	-0.0179688888	0.009163238	0.0627301188	-0.0962221037	-0.0884959582	0.0192873134	0.0119153582	0.0987213866	0.2074832222	0.1601998887	0.0386856176	-0.0892093325	-0.0326661108	-0.0041304324	0.1807342096	-0.0519478816	-0.054791914	0.0481233861	-0.0062369298	0.0111027245	0.0486472927	-0.1319011435	-0.1067371097	-0.0591499309	0.0569351245	-0.1342853329	0.111362884	-0.0805745991	0.062928126	-0.151248449	-0.0837977593	-0.058909465	0.0037854972	-0.0209471965	0.0971300295	0.0167640035	-0.0215082749	0.0096963535	0.1150455137	0.0348368217	0.0753631861	-0.0391398128	0.105610932	-0.0475467311	-0.0427126373	-0.1373527163	0.0301572082	-0.0017936449	0.0061562104	0.0807918619	-0.0209765778	-0.1104285203	-0.0067066507	-0.0519101293	-0.015604312	-0.0056527462	0.0154485871	-0.0871223867	-0.0556947709	-0.1625960828	0.0572579412	0.0579899886	0.0419757062	-0.050002038	0.093688978	-0.021728648	-0.0291506988	-0.0024347597	-0.0708466055	0.0947530192	0.0079986863	-0.1511652799	0.0534664964	0.0842104376	0.2474596066	0.052148844	-0.1178843438	0.094603386	0.0422494561	0.1145547726	0.1140958982	0.1133324686	-0.0232941	-0.0031961	1.021505521e-05	0.00054261509481	-0.0462521	2.869999999999956e-05	8.236899999999746e-10	0.0021392567544099	-0.0291926	0.015906	0.000253000836	0.0008522078947599	-0.000440432	-0.0002235939999999	4.999427683599999e-08	1.93980346624e-07	0.000157525	0.000157525	2.4814125625e-08	2.4814125625e-08	-0.000887224	0.0	7.87166426176e-07	0.0	0.0	0.0	0.0	0.0	0.0
766.1469586502378	0.4265495971708333	0.1819445588466001	586981.1622490092	795.231771231691	1.6655214428901672	2.7739616767269446	632393.5699762926	732.1332475459054	0.0683211818658264	536019.092162114	0.0046677838915433	716.6953671566012	613.6985059778879	1.221134	23.646883	0.09467952	0.0438116	0.0610866103	0.076912639	0.0990449742	0.1063944053	-0.0553811851	0.0360838286	-0.0563401634	-0.0212929026	0.0296464542	-0.0427474492	-0.0951371518	-0.0693075791	-0.056274369	0.0032614758	0.1146021208	0.0335097904	0.0458426459	-0.0189664816	0.0113827111	-0.0563748783	0.1606972487	-0.0212107864	-0.0858343801	0.0584511408	0.0824983284	0.034812593	0.1268374766	-0.110908706	0.0129510595	-0.12947477	0.0427116022	0.0079115338	0.003449357	-0.0619141141	-0.1480835469	0.0271326838	-0.146660691	-0.049786388	-0.0328081806	-0.05242203	0.024071636	-0.104960237	-0.1108806111	-0.0566444552	0.1204687322	-0.0619190231	-0.1650846806	0.0952816196	0.1218984028	0.0622866024	0.0668003998	-0.0595512898	0.0613488555	0.062661445	0.1376700742	0.1015652661	0.0176117983	-0.0630482592	0.0209409559	0.0492948396	0.0348730283	0.0927186219	-0.0499418965	-0.0415859735	-0.0397581903	-0.0836261864	0.1367917526	-0.0005545188	-0.0518116376	-0.0260665248	0.0221280729	0.0432115875	-0.1060166578	0.0390994259	-0.0872473691	0.0260563973	-0.1330145307	-0.0739304204	0.0525420874	0.0382312075	-0.025050639	0.1144217967	-0.0131773208	-0.042446505	-0.0333097697	-0.2494764752	-0.0287748551	0.0683100115	-0.0942636651	-0.0219657052	0.0584957706	0.0806724596	-0.0914883331	0.0071096052	-0.0022040096	-0.0333681727	-0.127851916	0.1220322184	0.0595601307	-0.0443350682	0.0442137613	0.026311994	0.0450587183	-0.0483452233	0.0035175311	-0.0170733705	0.1500640703	0.0016213455	-0.0538454947	-0.2134303967	-0.083651197	0.0393609871	0.0220584885	-0.0860631968	0.0680073117	-0.0517158376	0.0692889075	0.1144078661	0.1135094328	0.1120172664	-0.0379333	-0.0146392	0.00021430617664	0.00143893524889	-0.0324859	0.0137662	0.0001895082624399	0.00105533369881	-0.00387538	0.0253172199999999	0.0006409616285283	1.5018570144399998e-05	-0.000902953	-0.0004625209999999	2.1392567544100002e-07	8.15324120209e-07	0.000380779	0.000223254	1.4499264684099997e-07	4.984234851599999e-08	-0.000753861	0.000133363	5.683064073209999e-07	1.7785689769000015e-08	0.0	0.0	0.0	0.0	0.0
767.3007793921848	1.1538207419470154	1.3313023045471613	588750.4860558544	793.1105731745561	-2.1211980571349613	4.499481197593135	629024.3812812729	732.1158010062867	-0.0174465396187315	535993.5460830767	0.0003043817446679	716.0216867352112	625.2152240364859	1.021167	19.774576	0.06018707	0.0314418	0.0207407321	0.0480286503	0.0211150223	0.0638994315	0.0058992153	-0.054049029	-0.0187432847	-0.049301136	0.0026863629	0.0553210902	-0.0657118748	0.0317491067	-0.0028019423	-0.025457967	0.012952261	0.0844021856	-0.026391527	0.0519133388	-0.0787624269	-0.0726498494	-0.1130282882	0.1737732815	-0.0385448452	0.0761178549	-0.0277691646	0.0759962339	0.0594052973	-0.0491108747	0.0197866193	0.0450382767	-0.0695826282	-0.0161326984	0.0191443413	-0.0064686512	-0.0797284002	-0.0563875781	-0.0441233959	0.1196816743	0.003404084	-0.0041386786	-0.1130192013	0.0243034479	0.0518074131	-0.1018113321	-0.0138566235	-0.0119328503	-0.0697142497	0.0836842484	0.012331041	-0.1806680422	0.0055311204	-0.0229197386	-0.1484952951	0.0621657261	-0.0515583032	0.1441059473	-0.0659369355	0.0602176516	0.0510736274	0.010959923	0.0554834482	0.0343792392	-0.0227274296	-0.0070819404	0.1336322137	-0.0279568174	0.0069890242	0.0783859052	-0.0889812055	0.069485211	0.0667655481	0.0482035297	0.0510394122	-0.0911244905	0.0531198686	0.0652189944	0.0257682415	-0.1273496135	0.1250158224	-0.0735765857	-0.027265043	-0.0528451179	-0.0132135538	-0.0066317596	0.0335685278	-0.0063501395	-0.0738716785	-0.0085919316	-0.0480266683	0.0340455571	0.174889513	0.0195345574	-0.0437242675	0.0465350666	-0.0883521879	0.0383838813	-0.0020750825	0.1093433196	-0.0089411184	-0.0511961546	-0.0278175653	-0.1062894393	-0.0716696641	0.083823696	-0.0803594433	0.1308368193	0.0939428041	0.1099138509	0.0496286228	-0.0051345293	-0.0825360902	-0.1023201416	0.0870172151	0.0738749485	0.0283905612	0.0405651364	-0.0699849194	0.1142120884	0.1127290384	0.1102715368	-0.0232905	0.0146428	0.00021441159184	0.0005424473902499	-0.046224	-0.0137381	0.00018873539161	0.002136658176	-0.0245711	-0.0206957199999999	0.0004283128263183	0.0006037389552099	-0.000718218	0.000184735	3.4127020225e-08	5.15837095524e-07	0.000403351	2.2572e-05	1.62692029201e-07	5.09495184e-10	-0.000768763	-1.4902000000000014e-05	5.90996550169e-07	2.2206960400000043e-10	0.0	0.0	0.0	0.0	0.0
766.9207002695983	-0.3800791225864941	0.1444601394261192	588167.3605020111	793.0051358431577	-0.1054373313983205	0.0111170308523992	628857.145473625	731.9246881486309	-0.191112857655753	535713.7491214706	0.0365241243613481	716.0227949120277	627.3919790608458	0.966081	18.707857	0.0250635	0.0142019	0.0090509559	0.0226822131	-0.0678553991	0.0824563704	0.0326166281	-0.0704528665	-0.0149082422	-0.0471447938	0.0645144983	0.0477125281	0.0585982319	-0.0029592194	-0.0437696195	-0.0513605793	-0.0031497694	0.0690542136	-0.0538949974	-0.0396859981	-0.0363532385	-0.0170573114	0.0041468053	0.0118307984	0.0421984805	0.0341006963	-0.082960421	-0.0092210717	-0.0659089797	0.0042734515	-0.1096439033	0.0591317625	-0.0383784831	-0.0109190355	-0.0785667003	0.0243028814	-0.0120414902	0.1101166258	0.0568746533	0.0194728529	-0.0697110829	0.0273833715	-0.0289545272	-0.0572191703	-0.0691280092	0.1831053415	-0.1395509459	-0.0676472704	-0.0603505857	0.0249875167	0.0823755066	-0.1084965526	-0.0910468539	-0.2259987326	-0.0431318145	-0.0661558087	0.0012551502	-0.1039650654	0.1990598949	0.0529086314	-0.0633203636	-0.0559667005	-0.1405455654	-0.0360651266	-0.0463840971	0.1057278349	-0.0021778475	-0.0955341911	-0.0114482198	0.0726170269	-0.0724523028	-0.0760131534	-0.0032615867	-0.0272130299	0.046671996	0.0026584268	0.029393284	0.1152495526	0.0623453931	0.070987822	0.045372137	-0.0888737427	0.0568810743	-0.0078477598	0.0047166601	-0.0188727666	0.0395424036	0.0270536717	-0.0126461072	0.0364604345	-0.0071016635	0.072803105	-0.1038805419	-0.007009503	-0.0203104623	0.0340663204	0.0155491244	0.1404379108	-0.0663917194	-0.0327411165	-0.0622865423	-0.1586538439	0.0940795037	-0.0037898291	0.0482981757	0.0548555474	0.0766833529	0.1261530801	-0.2694398945	-0.0372914527	0.1986953008	0.0637658615	-0.0381814742	0.1278750217	-0.0934670292	-0.0876405962	0.0817909931	0.0961054533	-0.0737225341	0.1139675232	0.1117560484	0.1081019891	-0.023298	-7.500000000000562e-06	5.625000000000842e-11	0.0005427968039999	-0.0462224	1.6000000000043757e-06	2.5600000000140027e-12	0.00213651026176	-0.0308579	-0.0062868	3.9523854240000027e-05	0.00095220999241	-0.000518662	0.0001995559999999	3.982259713599997e-08	2.6901027024400004e-07	0.000296061	-0.0001072899999999	8.765211572100003e-08	1.1511144099999993e-08	-0.000700257	6.850599999999997e-05	4.90359866049e-07	4.693072035999996e-09	0.0	0.0	0.0	0.0	0.0
766.4638225517787	-0.4568777178196797	0.2087372490401188	587466.7912806844	792.210871742169	-0.7942641009886984	0.6308554621193853	627598.0653064874	732.0380240663069	0.113335917675954	535879.6686789029	0.0128450302354506	716.0579833210769	633.9209547680204	1.02076	19.766708	0.09899447	0.0562109	0.0221872113	-0.0250317229	-0.0954760015	0.0525711196	0.0344558465	-0.1178525868	0.0417426391	0.0102901474	0.0928913309	-0.0665755921	0.015303712	-0.026712335	0.057805931	-0.0625851892	-0.0299568969	0.0649639037	-0.0323521426	-0.0159511631	0.0723755357	-0.0360691762	-0.0705185718	0.0044283804	-0.0471750128	0.0403288949	0.0665223025	-0.0460181929	0.1223079688	0.0195433682	-0.0520793071	-0.0174515452	0.003937216	0.0416021228	-0.0288374903	0.0633168679	0.1438561414	0.0808578691	-0.0507362567	-0.0907379303	0.0804426603	0.0647105609	-0.0049315411	-0.0864401171	-0.0928073601	0.1313763434	0.0122273537	0.1318813538	0.0538431104	-0.0805169697	0.075489298	-0.0439545811	0.0613187952	-0.0679593002	-0.0784569562	0.1024690677	0.1084723713	-0.0405151403	-0.0311226636	-0.1131173524	0.0337083942	0.0648191975	0.0076424458	-0.0136165932	0.0129009321	0.0499642555	-0.0055787465	0.0787553776	-0.0527327858	0.0569900629	-0.0664361619	-0.0290346118	-0.0036119861	0.1109871234	0.0286591686	-0.019092826	-0.0188811143	-0.0742789101	0.0808899427	0.0622825506	0.0278023341	-0.0341507544	-0.0568471704	0.0421280425	0.0686121655	0.0447238886	0.0406465997	0.0245097941	0.0646742262	0.1926732267	-0.0143290095	-0.0418255103	-0.0617928652	-0.0538859267	0.0096568111	-0.115318224	0.0680385195	-0.0842877738	-0.0230511393	-0.0728267279	-0.1013096997	-0.0981602659	0.0857609894	0.0727664772	0.0194574466	0.0349328388	-0.0217269966	-0.0813977935	-0.0045673675	-0.0573022713	-0.0059296842	-0.0653921983	-0.0287623242	-0.1265177369	-0.0543993376	0.0454782104	0.0695243531	-0.14752412	-0.0451903976	0.1136742748	0.110592125	0.105516962	-0.0233309	-3.290000000000237e-05	1.082410000000156e-09	0.00054433089481	-0.0229753	0.0232470999999999	0.0005404276584099	0.00052786441009	0.00650932	0.03736722	0.0013963091305284	4.23712468624e-05	-0.00107924	-0.0005605779999999	3.14247694084e-07	1.1647589776e-06	0.000456075	0.000160014	2.0800440562500002e-07	2.5604480196e-08	-0.000653904	4.635300000000006e-05	4.27590441216e-07	2.148600609000006e-09	0.0	0.0	0.0	0.0	0.0
766.3847746622448	-0.0790478895338537	0.0062485688397563	587345.6228340998	792.5902405152718	0.379368773102783	0.1439206660055109	628199.2893600564	732.9909818377618	0.9529577714548624	537275.779455486	0.9081285141762176	716.9686921371574	619.8871908780962	1.065117	20.625669	0.03965023	0.0265845	0.0353734825	0.0458215	-0.0724483545	0.0207087305	0.0569366566	-0.0100709019	0.179455494	-0.0092955957	-0.0223077336	0.0587671891	-0.0689362755	-0.0844392972	-0.1386805352	0.1005737709	-0.0446671172	-0.0030384578	0.0862342912	0.079974204	0.0206954316	0.0081208836	-0.0502641134	0.0248512838	0.0068224735	0.1103733283	-0.0246389598	0.1120500085	-0.0280823461	0.1674655514	0.0249003028	0.0233247957	0.0385316284	0.0453520383	-0.1035650288	-0.181977558	0.1623808235	0.0736821387	0.0664055402	-0.0122276374	-0.0209955362	-0.0496754449	-0.0945579224	0.042395166	0.0868277653	0.0500893548	0.1066636507	0.040574835	-0.0424168977	0.0273568926	0.1517806118	0.0640462682	0.0566399142	0.1146063384	-0.0938345109	-0.0310048826	-0.0008346237	0.1117958794	0.0416343128	0.1869864279	-0.1108009739	-0.0537529283	-0.0432614186	0.0333817273	0.0275929032	-0.1547213749	0.0276518411	0.029430927	-0.0512051147	-0.0165037608	-0.0313998803	0.0897998552	-0.0473979254	0.0438788315	0.0262194975	-0.017795922	-0.0305362641	0.0437868226	-0.0092512276	-0.1206944658	0.0287804579	0.0104565199	0.1060612215	0.0685631229	0.0936612325	0.237141688	-0.0575943917	0.0247708271	0.0678686551	-0.059517644	0.1277438248	0.0927837291	-0.1353298548	-0.0028096298	0.0227836037	0.0149356515	0.0653901295	-0.0944959241	0.141991956	0.0216384573	0.0580915657	-0.0923037709	0.1274600572	-0.0238736628	-0.0667189703	-0.0834633717	-0.065486787	0.1260249236	0.1484094284	0.0640496331	0.0978845427	0.0817335521	-0.062745468	-0.0870903311	0.0101673606	0.0096333931	-0.0280089837	0.1253682315	-0.0188197557	0.1133324686	0.1092392569	0.1025263906	-0.0233309	0.0	0.0	0.00054433089481	-0.0462294	-0.0232540999999999	0.0005407531668099	0.0021371574243599	0.0106798	0.00417048	1.7392903430399998e-05	0.0001140581280399	-0.0008347269999999	0.0002445130000001	5.97866071690489e-08	6.96769164528833e-07	0.000456075	0.0	2.0800440562500002e-07	0.0	-0.000653904	0.0	4.27590441216e-07	0.0	0.0	0.0	0.0	0.0	0.0
768.4097392089112	2.0249645466664106	4.100481415255902	590453.5273111069	793.9090639074643	1.3188233921924848	1.7392951397940926	630291.6017544263	733.0699954463078	0.0790136085460062	537391.6182236497	0.0062431503354615	716.7153598808106	634.65199130567	1.034295	20.028797	0.05389445	0.0368742	0.0028193116	0.002741488	0.0191952851	-0.0474705454	0.0388405909	0.1235591672	0.0740627948	-0.0870014581	0.0029226021	0.0835193881	0.0380115659	-0.0024167744	0.0763657275	0.045005707	-0.0938783707	-0.0520831192	0.0317878169	-0.0396807793	0.0669482919	0.0100734833	-0.0829561596	-0.0583149064	0.0478483826	0.0435976805	0.1597689001	-0.0655099397	-0.0012495858	0.0357594711	0.0585881005	0.1325101634	0.1250898077	-0.0898033109	0.0625684385	-0.0206196702	-0.0961898333	-0.0608955429	-0.0819141067	0.0054024894	0.0071851252	-0.0053843762	-0.1150195053	0.0860109969	-0.0065438931	0.0432976236	-0.0072203933	-0.0526005784	0.0769194513	-0.0893147188	-0.0312440273	0.0890452927	-0.0049805503	0.0101022313	-0.1307289208	-0.2758349535	-0.0697081402	0.0312998365	-0.0536595725	-0.0106468305	-0.0939350889	-0.1241649925	0.0686884703	-0.0256311854	-0.0179333911	0.0435390049	0.0559165396	0.0673206277	-0.0680099291	-0.0865813455	0.0518453998	-0.0084435014	-0.1067097816	0.0522774347	0.0932553223	-0.1011612079	-0.0678944776	-0.0097124087	0.0351892037	0.0319030286	-0.0882709792	0.0185465618	-0.1472542586	0.0181808348	-0.0815005709	0.1687986853	-0.0624368424	-0.0282704269	-0.1460919904	-0.0360668014	0.0066005967	-0.0425860239	0.0454727725	0.0478821627	0.0741099589	0.1228140793	0.0272152434	-0.0046644256	-0.0149637141	-0.0524945713	-0.0221941679	0.0586687984	-0.0887837695	0.0381252285	-0.1360435879	-0.0080168465	-0.088470959	-0.0587944224	-0.0616888871	0.0987613752	0.0028718971	0.0069748214	0.0190522734	0.1134762674	-0.2086077813	0.1817804368	-0.0049449914	0.120803436	-0.0045269101	0.1129422506	0.1076997553	0.099141769	-0.0233309	0.0	0.0	0.00054433089481	-0.0255582	0.0206711999999999	0.0004272985094399	0.00065322158724	-0.0191465	-0.0298263	0.00088960817169	0.00036658846225	-0.000766788	6.793899999989997e-05	4.6157077209864085e-09	5.87963836944e-07	0.000456075	0.0	2.0800440562500002e-07	0.0	-0.000653904	0.0	4.27590441216e-07	0.0	0.0	0.0	0.0	0.0	0.0
767.5036790491541	-0.9060601597570894	0.8209450130990424	589061.897353987	796.5647595524788	2.6556956450144757	7.05271935894885	634515.4161608984	733.0718599619921	0.0018645156843604	537394.3518681346	3.476418737225978e-06	717.2543740482425	641.0860968267564	1.003544	19.433321	0.02697792	0.0182612	-0.0029767389	-0.0372378026	0.0687200953	-0.0156252569	0.0611623256	0.0955344709	-0.0393311913	-0.0439031499	-0.0372018122	-0.0434699686	-0.0322567773	-0.0339489152	-0.0032248075	-0.2074639428	-0.0339694629	-0.0394302672	0.0593009767	-0.0511241199	0.1155721864	0.0495372672	-0.0137711339	-0.0410623134	-0.0001147206	-0.0322662676	-0.0600926295	-0.0011148396	0.1286992396	0.0616381427	0.0769004477	0.0623878766	0.0468996533	-0.0118392583	0.0404660045	0.0289276083	-0.0298868978	-0.0299288808	-0.0967126471	-0.027212672	0.1150664464	-0.1052501584	-0.1753478784	-0.0318573043	0.0330701719	-0.0615390577	-0.1083783098	0.0723770024	0.1015210962	0.0570405309	0.0120727248	0.0415292059	-0.0192053022	-0.0823404758	-0.1421049559	0.0190273392	-0.131631723	-0.0479453609	-0.0449886163	-0.0498016719	0.0031603136	-0.1448634573	-0.0168535859	-0.0934411542	-0.0007097827	-0.0119943782	0.0522753842	-0.0392216368	-0.0410651284	-0.1076444463	0.0176403499	-0.0553451337	-0.0692348331	0.0834283287	-0.0758984777	0.0198845498	0.0233416879	-0.0059720804	0.0998366061	0.0772834792	0.0626669675	0.0578155987	-0.1324486891	-0.0298255641	0.0067363061	0.0838686054	-0.132398312	0.0696737587	-0.0325770084	0.0713782745	0.0257891137	0.0187804556	0.0872548539	0.0441566176	0.0230639547	-0.0331552053	-0.092506133	-0.0932428445	-0.0758730237	-0.0977578269	0.0877265701	-0.1133780663	-0.0948198836	0.0172730941	-0.1353063713	0.1330707798	-0.0289856724	-0.025757201	0.0272585901	0.0158966889	0.0311072451	-0.0109983658	0.1342146255	0.0277812096	0.0394167671	0.0380238298	-0.0313058916	0.1619872008	-0.0138304204	0.1125037874	0.1059762505	0.0953761056	-0.0233309	0.0	0.0	0.00054433089481	-0.0106839	0.0148743	0.00022124480049	0.00011414571921	-0.00915023	0.00999627	9.99254139129e-05	8.37267090529e-05	-0.000808935	-4.214699999999997e-05	1.7763696089999976e-09	6.543758342249999e-07	0.000456075	0.0	2.0800440562500002e-07	0.0	-0.000653904	0.0	4.27590441216e-07	0.0	0.0	0.0	0.0	0.0	0.0
