global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
741.5313124502263	n/a	549868.6873441552	n/a	857.3989422896194	n/a	735132.9462393582	n/a	684.1232285096384	n/a	468024.5917864509	n/a	708.0461908142136	601.5520412536242	n/a	n/a	n/a	n/a	-0.0039584903	-0.0509240901	-0.1474293498	-0.0493660527	0.004175121	-0.0149003222	0.0643839995	-0.0810471018	0.0560794599	-0.0344267713	0.132626237	0.1587076558	0.0209614482	-0.0225538539	0.0021918023	-0.0527020215	0.0719796362	-0.0595154661	0.0212529844	-0.02269647	0.0270736708	-0.1249707165	0.0351489204	-0.0595162509	0.0411516245	-0.0216667897	0.0229968159	-0.0322463343	0.0114569617	-0.0561070394	0.0023612162	-0.0761468325	0.0587419715	-0.0620116667	0.0602192459	-0.1750554002	0.1253594375	-0.0517990772	0.0273487085	0.0129531708	-0.0591857448	0.0592629513	0.0752406238	-0.1016556942	-0.0466836329	0.1251298101	-0.1074384159	-0.0291834109	0.02260408	0.0800439411	-0.0359331008	-0.0792281347	0.043841042	0.0018978137	0.021614991	0.0786080058	-0.0256418598	-0.016820099	-0.0027816923	0.0524842985	-0.0267937743	0.0759406422	-0.1147894216	0.0582219571	0.0232492956	-0.0501202918	0.1123776755	-0.0780757176	0.0641760947	-0.1986682233	0.0273370262	-0.1043558513	0.0355898561	-0.1842852857	-0.0914500577	0.0758058696	-0.0556502995	0.0113552132	-0.0235196963	0.0112416406	-0.0755147432	0.0300689074	-0.0154953684	0.0971744461	-0.0762425942	0.0546542025	-0.1239755256	0.0216034254	-0.1530406263	0.1054140029	0.0065903294	0.1051474002	-0.0281906251	0.030887844	0.0711784046	-0.0131933936	-0.0225756671	0.1147017419	0.1146833673	0.1146527451	1.59764e-05	n/a	n/a	2.5524535695999987e-10	0.0357797	n/a	0.0012801869320899	n/a	-0.0207357	n/a	0.0004299692544899	n/a	0.00543573	n/a	n/a	2.95471606329e-05	0.000344907	n/a	n/a	1.1896083864900002e-07	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
739.5582480400896	-1.973064410136772	546946.4022441267	3.8929831665483663	853.3012741259848	-4.09766816363458	728123.0644250291	16.790884379264394	682.7503741027871	-1.372854406851275	466148.0733374957	1.8847292224109653	706.7332246756599	586.8178303591334	1.267414	27.113791	0.0952090836	0.0466274	0.0251088621	-0.0534666681	-0.0661535407	-0.0322450887	-0.0250642665	0.0228872994	0.0035345717	-0.0443825079	0.0601052545	-0.0158375111	0.009987586	-0.0108590702	0.0517518385	-0.0056839524	-0.0266618068	0.0459598735	0.0193100622	-0.1798017604	-0.074240696	0.1391131696	-0.0208505982	-0.2021557749	-0.0793982987	-0.1849744113	-0.084473013	0.1599715157	-0.0587450969	-0.0260475817	0.0628940096	0.1284851559	0.0702513956	-0.0096203674	0.0035368613	-0.0622573539	-0.1328562971	-0.136908237	-0.0207103748	-0.052552021	0.1479213105	-0.0683175348	0.036882881	0.1515536896	-0.0649850434	-0.0793518058	0.0349576297	-0.0026415906	-0.1382600309	-0.0745565808	-0.0393160114	0.0010906381	0.0147438766	-0.1062555906	0.0038324655	0.0548983265	0.0770392654	0.0357846412	-0.1196107494	-0.0263258443	-0.0319167336	0.0867456842	-0.0221885184	0.0048243024	-0.0258673958	0.0240635098	-0.0835021057	0.0433622203	0.0781483709	-0.0350536846	0.1875655133	-0.1227481116	0.2928691294	-0.0164045294	0.0448243677	0.0210029596	-0.1679607976	0.1629321222	-0.0316591928	0.0124939306	-0.108620553	0.0736014321	-0.0352708116	-0.0256157656	-0.1582915817	0.0278255597	-0.0880879297	0.1590608154	0.0453414744	0.1217864992	-0.0401540665	0.0352508224	0.0541374123	0.0102904246	0.0392328701	0.0253704537	-0.1172913442	-0.063064501	0.1165416974	0.1146527451	0.1144874327	0.1142120884	0.00577291	0.0057569336	3.314228447480896e-05	3.33264898681e-05	0.0612238	0.0254441	0.00374835368644	0.00064740222481	-0.0394624	-0.0187267	0.00155728101376	0.00035068929289	0.00464464	-0.0007910899999999	6.258233880999993e-07	2.15726807296e-05	0.00023037	-0.0001145369999999	1.3118724368999997e-08	5.30703369e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
741.2428583150875	1.6846102749979082	549440.9750031208	2.837911778628528	849.4881864011068	-3.8130877248780735	721630.1788350415	14.539637997615843	683.0206765176658	0.2703024148787563	466517.2445506499	0.0730633954892872	706.1594960943255	593.6186520002352	1.208723	25.858225	0.178608765	0.117852	0.0148330149	-0.0139519165	-0.0289568527	-0.0134727548	0.0442627445	-0.0302848618	-0.0027800474	-0.0776924411	0.045706826	-0.0340947024	0.0212040752	-0.0028882131	0.0077478601	0.0475450808	-0.0589312438	0.0031768458	-0.0494942219	-0.1473045955	-0.008124451	0.0997162526	0.0371392717	-0.288340773	-0.0663732267	0.0577681016	-0.0169940465	-0.0964197919	-0.1753845654	0.036919945	0.024872793	-0.0019417714	0.1561210755	-0.0596798431	0.0288497016	-0.020288227	0.0318585026	0.0465152789	0.0421964071	0.0974009998	-0.0280024298	0.087520796	-0.1247471593	0.0164487265	-0.1029195659	0.0970744776	0.0605867494	0.1322185128	0.0771685025	-0.0182928816	-0.0686203577	-0.1090522244	-0.0615233121	-0.0562832467	0.0540228962	-0.0702745526	0.0534425503	0.0555512527	-0.1189179266	0.0094020096	-0.0560295158	0.0520776227	-0.0314891905	0.0203503473	0.045088901	0.0410878107	-0.0299999408	0.059610997	0.0164890772	-0.0850445148	0.0198108648	-0.2270483517	0.1137853212	-0.0069111465	-0.1263327374	-0.0378541327	-0.0676791736	0.0803881986	0.1557351849	-0.0407389278	0.0751127094	-0.0519111878	0.0484854719	-0.0255864248	-0.0943782316	0.0562843489	0.0695330214	0.061156283	0.0380325439	-0.2471130749	0.1058860163	0.0448982609	0.0237970501	-0.060917262	-0.0906827385	0.1067244361	-0.0349311689	-0.1503478546	0.0648284428	0.1145547726	0.1140958982	0.1133324686	0.0126736	0.00690069	4.76195224761e-05	0.00016062013696	0.0135378	-0.047686	0.0001832720288399	0.002273954596	-0.0092091	0.0302533	8.480752281e-05	0.00091526216089	0.00291662	-0.00172802	2.986053120400001e-06	8.5066722244e-06	0.000133547	-9.6823e-05	9.374693329e-09	1.7834801209e-08	-5.05325e-05	-5.05325e-05	2.55353355625e-09	2.55353355625e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
740.8505504143059	-0.3923079007815886	548859.53804918	0.1539054890156568	846.5069256952287	-2.981260705878072	716573.9752499874	8.887915396412616	683.3044298404117	0.283753322745838	466904.94383953005	0.0805159481693036	705.9934592438857	589.191915361354	0.968459	20.718258	0.0797668549999999	0.0531125	0.0055579828	-0.0371649202	0.0032344533	-0.0316867155	0.0770058202	-0.0339103632	0.0009013267	0.0323983973	0.0287072464	-0.0370662635	-0.0068955208	-0.0500017594	0.0050498722	0.018815519	0.0130208874	-0.0251103375	-0.0897253351	-0.0523380101	0.004331798	0.0633355899	-0.0121239869	-0.0142041243	0.0794778919	-0.002278038	-0.0836479033	-0.1033648217	-0.0441851409	0.0447265373	-0.0524135198	0.0613425012	-0.0236430092	0.1441910212	-0.040061587	0.0009575244	0.0150083464	0.0797548269	0.0589201032	-0.0062169562	0.0315050435	-0.0812489841	-0.2187553203	0.0212177244	0.0347274458	-0.0864062588	-0.0462430345	0.0172850412	0.0436360336	-0.0534835127	0.0486855065	-0.0815342501	0.0689596458	0.1782729938	0.104545967	0.1476743801	-0.0351345179	0.0432508118	0.0418244684	0.0096654587	-0.049584577	-0.0847901221	0.001773582	0.0091293986	0.0989148399	-0.0132336629	-0.0724413593	0.0609289732	0.0179880262	-0.0783989021	-0.0072345755	0.0934997933	0.1607193107	-0.0259458422	0.001091267	0.1293372402	-0.0112683781	-0.0552479287	-0.0094589198	-0.0737538289	0.1554576417	0.0389305354	0.0491475451	0.1273074885	0.0198650635	-0.0945374336	-0.0656750948	0.0586239614	-0.0083237525	0.0058279555	0.0448019996	-0.1636508466	0.0138512784	-0.0032439203	0.150711567	0.1128228007	-0.0525868523	-0.0651525622	0.0606670803	0.1144078661	0.1135094328	0.1120172664	0.00936587	-0.00330773	1.09410777529e-05	8.77195208569e-05	0.0227964	0.0092586	0.00051967585296	8.572167396000005e-05	0.0135004	0.0227095	0.0001822608001599	0.00051572139025	0.00210647	-0.0008101499999999	6.563430224999999e-07	4.4372158609e-06	0.000104409	-2.9138000000000005e-05	8.490230440000002e-10	1.0901239280999998e-08	0.0	5.05325e-05	2.55353355625e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
741.6641665870696	0.8136161727637727	550065.7359992926	0.6619712765827693	850.1721873590839	3.665261663855176	722792.7481589292	13.434143064526417	684.3227784732107	1.018348632799075	468297.6651372951	1.0370339379237452	707.8397106517077	604.4565185321352	1.005115	21.502438	0.04627556	0.0308456	-0.0058318975	0.0377134763	-0.0209339682	0.0085902021	0.0137476103	-0.0466263996	0.048886514	0.1249566816	0.0078555544	0.052948247	0.0036305021	0.0087548473	-0.0307804735	-0.0023107347	0.0595200564	-0.0175843764	-0.0518252271	0.0214864587	0.0568139479	-0.0047381731	0.0946061883	-0.0236775769	-0.0051546253	-0.0681067023	-0.0621459179	0.0992403077	0.0314810854	0.0209511596	-0.072377832	-0.0988321015	-0.1562589211	0.0057135992	0.0285283835	-0.0522661086	-0.1107652642	-0.0485330013	0.09647078	-0.006383568	0.0926147014	0.0714099652	0.0309208825	0.0266411755	0.0699831098	0.0269153895	-0.0530894505	0.0347611897	-0.0398197264	-0.0910223032	-0.0870185225	0.1052209878	-0.0811725661	-0.1477220214	-0.1890623032	0.0920180805	-0.0143632499	-0.0368204922	0.1165590131	0.0253626669	0.0135873969	-0.0939866142	0.046429747	-0.0142875916	0.0159730488	0.0120352881	0.0621845688	0.0683014127	0.0127697931	0.0185458431	0.0349493604	-0.1456974976	-0.0108684292	0.036776318	-0.1015622692	-0.1041879081	-0.1035543513	0.0444743805	-0.0540517497	0.0451332791	-0.0004058431	-0.0808301493	-0.0909652479	0.045917236	0.0890874557	-0.0283054277	-0.0952914262	0.0422236177	-0.0604502841	0.0882928093	0.0026322481	0.0425174836	-0.0443313717	-0.0217801181	0.0006692853	-0.052029539	0.0051530714	-0.0017184498	0.0274937561	0.1142120884	0.1127290384	0.1102715368	0.0117441	0.00237823	5.655977932900001e-06	0.00013792388481	0.0232586	0.0004621999999999	0.00054096247396	2.1362883999999946e-07	0.0126209	-0.0008795	0.0001592871168099	7.735202500000002e-07	0.00156566	-0.00054081	2.924754561000001e-07	2.4512912356e-06	-8.35576e-05	-0.0001879666	3.533144271556e-08	6.98187251776e-09	0.000122336	0.000122336	1.4966096896e-08	1.4966096896e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
740.6346115444882	-1.029555042581478	548539.6278176549	1.059983585704949	848.7734901556653	-1.3986972034185785	720416.4375910292	1.956353866850952	683.6641064408552	-0.6586720323555255	467396.610435573	0.4338488462073585	706.5632084631895	596.0980761351829	1.008311	21.570799	0.0749366265	0.0345414	-0.0023456299	0.0092167385	0.0064568258	0.0179514927	-0.0046737913	-0.0216717839	0.0453848794	0.0634254373	-0.0491710764	-0.0822964173	0.0052106242	0.0377039966	-0.0042899752	0.0417427403	0.0217722019	-0.0780786	0.0290129748	0.0940433939	-0.0760481372	0.0783466918	-0.0192303687	-0.0277225694	-0.1027996406	0.0397048588	0.0653949958	-0.0980568783	0.0594739496	0.0334082737	0.1168896395	0.0572300843	0.0128904076	-0.0886817208	-0.0921752538	-0.1488827033	0.0083207799	-0.0496177802	-0.0877671098	0.0162337975	0.077773121	0.0380233271	0.0391916069	-0.1030179229	0.1609541044	-0.003556349	-0.0057109622	0.1292824977	-0.0603836166	0.0247559183	0.0499940648	0.0475225469	-0.0357396422	0.1191882791	-0.0746419102	-0.0137633674	-0.0811490479	-0.0562315377	-0.039797787	0.0076776248	-0.0310290715	-0.0829871896	0.0299468913	-0.0494315002	-0.096015364	-0.0016043937	-0.054787955	-0.0008114084	-0.0063679927	-0.091581682	-0.0462814654	0.0752496316	0.1565361082	0.0519486173	0.1679463064	-0.0295566067	0.0853838306	-0.0793710265	0.0636181401	-0.0050412184	0.0808443357	-0.1081479068	-0.0385684651	-0.0742269064	-0.0516275671	0.0840431265	-0.0100009105	-0.040813504	-0.0802594803	0.0009725967	0.1057602814	0.1420148095	-0.0382072804	0.0400108874	-0.070053424	0.0476737454	0.0044308456	0.0664496896	-0.0706685417	0.1139675232	0.1117560484	0.1081019891	0.00604652	-0.00569758	3.246241785640001e-05	3.65604041104e-05	0.0527507	0.0294920999999999	0.0027826363504899	0.0008697839624099	0.000830323	-0.011790577	6.89436284329e-07	0.0001390177059929	0.0013031	-0.00026256	6.89377536e-08	1.69806961e-06	3.80479e-06	8.736239e-05	7.632187186512099e-09	1.44764269441e-11	0.000331541	0.000209205	4.3766732025e-08	1.09919434681e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
741.2345323502644	0.5999208057762644	549428.6319485152	0.3599049732032423	851.6211270977054	2.84763694204014	725258.5441191661	8.109036153671719	685.1404111717806	1.4763047309253352	469417.3830206365	2.1794756585525263	708.2889014437785	597.207145899582	0.941678	20.145323	0.0505895475	0.0334598	0.0036166628	0.0154580154	0.0025853575	-0.0105205027	-0.0514591099	-0.0009573184	0.0051070007	-0.0056266323	-0.0749569254	0.173857179	0.0052415426	0.0481560378	-0.0456582286	-0.0197952422	0.0520364547	-0.0630309848	0.1270296797	-0.006310762	-0.0066425459	-0.0449052888	0.0012734274	0.0063684955	0.0776670728	-0.1101810835	0.0261531524	0.1078816002	0.0239241139	0.015394961	0.0881341614	-0.0595115284	0.0997163773	0.0843868931	0.0254587515	-0.0899595297	-0.09542442	0.0158152829	0.0643684697	0.0471013444	0.1153958104	0.1084877996	0.0189124015	-0.0162320796	-0.0563861096	0.015501826	0.0427457492	0.0218510125	-0.0397096921	0.0479141366	0.0078670383	0.0366231045	-0.0971595535	0.1260824665	0.1626675814	0.1273264307	-0.0481974903	-0.0971909194	0.00693628	0.04390003	0.015947996	0.0189959659	0.0116327788	0.0749033638	-0.1186911718	-0.0101231384	0.1109200209	-0.0088804392	0.0781464913	0.0476410621	0.0983819351	0.045329279	-0.0370704887	0.0043569675	0.0128631167	-0.1320950107	-0.0441193776	-0.0811752969	0.0554075834	-0.1025019044	-0.1443704407	-0.0754609049	-0.0473708851	0.0374328734	-0.0946820733	0.035830849	-0.0200376412	0.0580394738	0.0797122802	0.0117608652	0.0578672382	-0.0158016157	0.1658225451	-0.0683539132	0.0098835669	0.0361116946	-0.0410251217	0.0881696362	0.019043017	0.1136742748	0.110592125	0.105516962	0.00603318	-1.3339999999999706e-05	1.7795559999999216e-10	3.63992609124e-05	0.0217822	-0.0309684999999999	0.00047446423684	0.0009590479922499	0.00865534	0.007825017	7.491491051559999e-05	6.1230891050289e-05	0.0013031	0.0	0.0	1.69806961e-06	8.34276e-05	7.962281000000001e-05	6.339791872296101e-09	6.96016444176e-09	0.00017551	-0.0001560309999999	2.4345672960999993e-08	3.08037601e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
740.9481858002466	-0.2863465500178108	549004.2140406768	0.0819943467071026	849.5815703229204	-2.039556774785069	721788.8446323592	4.159791837571674	683.727727883217	-1.412683288563585	467483.6058763464	1.995674073786825	707.7265120139446	592.7585447998001	0.937003	20.045305	0.04978174	0.0220195	0.0098394905	-0.0041245552	0.0174883614	-0.0166450676	-0.0205894213	-0.0148127893	-0.0270963114	-0.0669263753	0.0440220549	-0.1432024705	-0.0703598958	-0.0012867427	-0.0120525832	0.0359274612	-0.0026579939	0.0106405925	0.0759304298	-0.0116395168	-0.066565493	-0.0931615162	-0.0491469677	-0.0936295864	0.0269006932	0.0857020563	0.0520552184	0.0913629556	0.0341506188	-0.0698280898	-0.1047522213	0.0479895089	-0.0053797826	0.0314913311	-0.0362122427	-0.1287348072	-0.0493149565	0.0045588195	0.023746483	-0.0229510485	0.1080717862	0.0636717322	0.0675347628	-0.1124897929	0.0688040355	-0.0378191575	-0.0103246124	-0.1424543001	0.0880790694	-0.1423451407	0.1410921303	0.1859162114	0.0393856826	-0.0016576211	-0.1532911364	0.0661544216	-0.0999136423	0.0004347201	0.0319452928	0.0202592411	-0.0105720786	0.1005463103	-0.000244407	-0.0378902118	-0.0521526858	0.0586971353	-0.0830024931	-0.1014584855	0.0108011355	-0.0551952123	-0.0202796675	-0.0625476893	-0.0866427411	-0.0771894093	-0.0375000212	-0.1036549992	0.0401911161	-0.0358905801	-0.1154057322	-0.0039894472	-0.1525052666	-0.0513711547	-0.2005482318	0.0528248825	-0.0531182371	0.0733260428	-0.0829670598	-0.1076463052	0.0194248319	0.0767226099	0.0694826532	-0.1419447453	-0.0862171565	0.0833255161	-0.0046104563	0.0158443713	-0.0256679957	-0.0194132846	-0.1033121076	0.1133324686	0.1092392569	0.1025263906	0.0060385	5.319999999999631e-06	2.830239999999607e-11	3.646348225e-05	0.0120687	-0.0097135	0.00014565351969	9.435208225000004e-05	0.0242035	0.01554816	0.0005858094122499	0.0002417452793856	0.0014509	0.0001478	2.1844840000000003e-08	2.10511081e-06	-8.35576e-05	-0.0001669852	2.7884057019039995e-08	6.98187251776e-09	0.0	-0.00017551	3.08037601e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
741.1971773396249	0.2489915393782666	549373.2556962273	0.0619967866819589	852.7976270709707	3.2160567480503914	727263.7927378785	10.34302100668046	683.4567326451943	-0.2709952380226923	467113.1053980446	0.0734384190309756	707.6775414975273	597.6965602216287	0.941875	20.149532	0.04575308	0.0292138	-0.0007466824	0.0205559751	0.0286881842	-0.0017849035	-0.0530908335	-0.0276958279	0.0089339479	-0.0716989066	-0.0220167864	0.068981703	-0.1420843441	0.0109692325	-0.0350232711	0.0361823768	-0.01433204	0.055887984	-0.0084498538	-0.1013427887	-0.0469683913	0.0242015146	-0.0397329373	-0.0183985104	-0.0756317069	0.1168674001	-0.120131998	0.0949865684	0.0037772729	-0.0246527188	0.0303752151	0.0322184724	-0.0383083751	0.1129136487	0.0547878739	0.0773425025	-0.0024147192	0.0356149009	-0.0381915803	0.020373756	-0.0602557313	-0.030380631	0.0288831175	0.0052100442	-0.1227332729	0.1087889495	-0.0878504366	-0.0916112398	-0.0388106935	0.0393965348	-0.027474817	-0.013728241	0.0387078209	0.1038363237	-0.1273308336	-0.0539402318	-0.0184748977	0.2040207598	-0.107552312	0.040045092	0.0070515406	0.0881533199	0.0021452112	-0.0050908713	0.0258969391	0.0284764184	-0.0397368055	0.0680756089	-0.0113397914	0.0699649	0.0762641394	0.1030177883	0.0839135967	0.0547853463	-0.1129782659	-0.0445735932	-0.0350660616	0.0372912695	0.0887514404	0.1021302392	-0.0107071072	-0.0125216006	0.1352107578	0.1008281383	-0.0083460909	-0.0689444785	0.0489278796	0.0261246378	0.0713583212	-0.0485851899	0.0336875115	0.0635957081	-0.0640015326	-0.0276929063	-0.0235934762	-0.0498221115	0.0763079356	-0.0477801724	-0.0023955034	0.1129422506	0.1076997553	0.099141769	0.00603708	-1.4199999999993732e-06	2.01639999999822e-12	3.6446334926400006e-05	0.0148241	0.0027554	0.00021975394081	7.592229159999999e-06	-0.00304174	-0.02724524	9.2521822276e-06	0.0007423031026576	0.00138588	-6.502000000000005e-05	4.2276004000000065e-09	1.9206633744e-06	-0.000333558	-0.0002500004	6.250020000016003e-08	1.1126093936400003e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
740.2749818226304	-0.9221955169945204	548007.0487124957	0.8504445715647908	847.7693266595326	-5.028300411438181	718712.8312247572	25.28380502766938	683.2830537117032	-0.1736789334910327	466875.7314895904	0.0301643719385825	706.6588349691289	601.368184921857	0.950725	20.338873	0.02216974	0.0139921	0.0088145461	0.0604713396	0.0233602284	0.0343914414	-0.0045489751	-0.0497353658	0.0172283519	-0.0524959895	0.0143328871	-0.0083814937	-0.0605332012	-0.0636647735	-0.0294353411	0.0251368951	-0.0437952191	0.0887724546	-0.0713579997	-0.0676240862	-0.0158844608	-0.0312042361	0.0258111807	-0.0678768441	0.0220370998	0.0352203518	0.0221016301	0.120588341	-0.006438315	0.0624894999	-0.0229065052	-0.1065531551	-0.1455497955	0.0095575239	0.1002824207	0.0420396522	0.0246131783	-0.026934987	-0.0219701387	0.1776177364	-0.161155913	-0.0560220535	0.075301207	0.0228507988	0.0255120715	0.1491502393	-0.0228803573	-0.0263057904	0.0220930365	-0.0301869789	-0.0061793815	-0.088619867	-0.0920196409	-0.0399457957	-0.0088130515	0.1200642156	-0.0863101207	0.0622505437	0.007824964	0.0247647462	0.0067516137	0.0268714292	0.0052637638	-0.0200662368	0.1024886032	0.0372514553	0.0294526825	0.0200404602	-0.1275454638	-0.0263643146	0.0473340108	-0.1298784946	-0.0362867041	0.1070066857	-0.0520078797	-0.0481403613	-0.1192275438	0.0497010968	0.0303790206	0.0639516101	0.0433914808	-0.0564649141	0.0662505992	0.0405201087	0.1009106955	-0.0111343447	-0.0152821341	-0.1172082128	0.1030582648	-0.056601215	0.068461713	0.0899006648	-0.0061005779	-0.0241145367	-0.0249534365	-0.1374980601	-0.0120276022	0.0592092098	-0.1138365248	0.1125037874	0.1059762505	0.0953761056	0.00942828	0.0033912	1.1500237440000002e-05	8.889246375840001e-05	0.0138721	-0.0009519999999999	0.00019243515841	9.063039999999996e-07	-0.00306226	-2.052e-05	9.3774363076e-06	4.210704e-10	0.00127976	-0.0001061199999999	1.1261454399999982e-08	1.6377856576e-06	-8.35576e-05	0.0002500004	6.250020000016003e-08	6.98187251776e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
