global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
740.9567297549713	-0.6605959814583002	0.4363870507188549	549016.8753691816	935.184111938782	4.566137620076802	20.84961276548064	874569.3232227284	710.818910180365	-0.2893811539875059	505263.52307000186	0.0837414522831406	772.6204768782713	601.0297695878027	0.904413	25.843349	0.250066675	0.153023	-0.0124973768	-0.0204431473	0.0035326172	-0.0724883436	0.0419828613	-0.0313445077	-0.1040994528	-0.0833095697	-0.0357112632	0.0296285423	0.0600522401	-0.0925873172	-0.0440207973	-0.0334214798	-0.1375950934	-0.0451223611	-0.0818962895	-0.0760619067	-0.0599025716	-0.0153468208	-0.0401945799	-0.0282516837	0.040356499	0.0414563676	-0.0580471159	-0.1059045089	-0.0089386259	-0.1797155058	-0.132745426	-0.0317710614	-0.014901396	0.0284649964	-0.0052911263	-0.0946766264	-0.1152135702	-0.0073527147	0.0526399419	0.0357663654	0.0569375391	-0.026560165	-0.0425008154	0.0451584582	-0.1156909363	-0.1424567886	-0.0248423212	0.0129568085	-0.0682075644	-0.0637871564	-0.0947457851	0.0832034484	0.0235532915	0.0741554936	0.0751146744	0.1037152295	-0.0694907021	0.060618656	0.0920354196	0.001045253	0.0348072576	-0.0397115032	-0.0425762866	-0.027142323	-0.0326008891	-0.0065335729	-0.0114344335	0.0118992053	0.0112549576	0.0503926395	-0.052407804	-0.0224195246	0.0656166	-0.0861758818	-0.0722803529	-0.0271781151	0.1044964273	-0.0252889577	-0.0452924155	-0.0612631188	0.095014929	-0.0030846123	-0.0333442217	-0.0601064505	-0.1494723935	0.1096766289	0.0981976886	-0.0773272666	-0.0488811217	0.1467411702	0.012111251	0.0762565704	-0.0326919234	0.0268389355	-0.0054690283	0.0110341334	-0.0528493297	-0.0065692869	-0.1217435659	-0.0575496969	0.0007365573	0.02761013	0.0443461818	-0.1839938856	0.1003129872	0.0607412226	0.0059244253	-0.0368552	-0.0098772999999999	9.756105528999998e-05	0.0013583057670399	0.0629731	-0.1282328999999999	0.0164436766424099	0.00396561132361	0.0239178	-0.0743149999999999	0.0055227192249999	0.00057206115684	0.00056142	0.0005274901	2.7824580559801e-07	3.151924164e-07	-0.000315373	-0.0002253394	9.9460129129e-08	5.077784519236e-08	0.000149227	0.0	2.2268697529000003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
741.6532650794434	0.6965353244720518	0.4851614582373865	550049.5656029991	930.3108456806108	-4.87326625817127	23.74872402303061	865478.2695909732	708.9313399104751	-1.8875702698899204	502583.6447072616	3.562921523772307	770.3591117476174	602.8622599430772	0.8502619999999999	24.296005	0.2023137	0.12185	-0.0299208824	-0.0400744578	0.0396170085	-0.006327864	0.0140692916	0.0332309044	-0.0509540595	0.0955679664	-0.051056037	-0.007450137	-0.0478133159	0.0351982961	-0.0751968421	0.0192914369	0.0102383919	0.031527783	-0.0344557317	-0.0248801938	-0.0379798653	0.0428118318	0.0546707409	-0.0313977066	-0.0604562506	-0.1079701243	0.0551862241	0.0550944	-0.0170816074	-0.0845757777	-0.0122543833	0.0723864432	0.0062644314	0.0204857341	0.1307251135	-0.1614957045	-0.0128965835	-0.0687968888	-0.0531620451	-0.0690744832	-0.0432108304	0.0470732054	-0.0519265465	0.1226716048	0.0445142367	-0.1107441347	0.0430512752	0.0305537682	8.50693e-05	-0.0701506745	0.0786306516	0.0253551765	-0.0984318319	-0.0833984814	-0.1232408075	0.0039454695	0.0525419087	0.0239602298	0.0828832485	0.0101273995	-0.047258732	0.0120793472	0.0007209362	0.0156972842	-0.0080449005	-0.015241194	-0.0161666012	-0.0324849981	-0.0119770437	-0.0811766882	-0.1035701137	0.0677050143	-0.02973905	-0.0810324635	0.011021768	0.0338403605	-0.008225797	-0.0299815895	-0.0141506081	0.1220507282	0.0223273524	-0.0011316265	-0.102911039	-0.0343007315	-0.0397724134	0.0479772014	0.1225252291	0.069508967	0.123838155	0.0378629922	-0.0028411884	-0.0329555245	0.0770728804	0.1014907381	0.0148186912	0.0579611596	0.0691630203	0.0088271493	0.0638420685	-0.0793357084	-0.0604296197	0.0339910878	0.0237805943	0.0135520101	0.099141769	0.0566681795	-0.0011853914	-0.031031	0.0058241999999999	3.392130563999998e-05	0.000962922961	0.162104	0.0991309	0.00982693533481	0.0262777068159999	0.0868357	0.0629179	0.0039586621404099	0.00754043879449	0.000119739	-0.000441681	1.95082105761e-07	1.4337428121e-08	-6.824e-05	0.0002471329999999	4.6566975999999995e-09	6.107471968899998e-08	0.000149227	0.0	2.2268697529000003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
741.6122220928244	-0.0410429866190042	0.0016845267506077	549988.6879574567	933.6107864972996	3.2999408166888315	10.889609393648952	871629.1006641063	709.5713162375964	0.6399763271213033	503491.4528271551	0.4095696992756733	771.41086852997	600.6984731330082	0.891744	25.481352	0.24810037	0.145252	0.0036704661	-0.0129743461	0.0047397109	-0.0504056055	0.0391872596	0.0381499326	0.0714701011	-0.0236899695	0.0103522236	-0.0272202619	0.0618771042	0.0024798356	0.0232023576	-0.1334194474	-0.1345918614	-0.0710324016	0.0465113946	-0.1738665895	0.0041444676	-0.0667948609	0.0090438365	-0.0694175067	0.0315682202	-0.0226721601	-0.0616106195	0.1009345115	-0.0244691372	-0.031004451	-0.1811997262	-0.080273093	-0.142980778	-0.0797563409	0.1772560422	-0.1086897574	-0.0696484066	0.018266805	0.0253983252	-0.104289174	0.1351261175	-0.0528854895	0.0082389543	-0.1139254532	-0.0477823324	-0.01590682	-0.009837063	0.0098564531	0.0786200735	-0.0399143507	0.0454367432	0.0851914008	0.0386161773	-0.0791350036	0.0469085252	0.0311617694	-0.0230828276	0.0181621094	-0.1378388366	0.0766082193	0.010125204	-0.2042059785	0.0880996383	0.1395992241	-0.0219402755	0.0076880724	-0.0408269289	-0.0007933108	0.0109902958	0.0777455472	0.0121657452	0.0830955355	-0.0434115153	0.0591413086	-0.0591629724	-0.0925722957	0.1206349706	-0.0081595685	-0.0969438625	-0.0234885477	0.1798671967	-0.1532011404	-0.0404538755	-0.1020398777	-0.0232061775	0.1810778286	0.0865857262	-0.0163452806	0.0551039018	0.028185963	0.0405684794	0.0130777232	-0.0311388284	-0.0460302403	-0.0025542113	0.0557175612	-0.127011027	0.1331938184	0.0425663882	-0.0323771089	-0.060252354	0.1134623434	0.0382028229	0.1130315332	0.0979282008	0.0524983198	-0.0082906521	-0.0395951	-0.0085641	7.334380881000003e-05	0.00156777194401	0.0510562	-0.1110478	0.01233161388484	0.00260673555844	0.013218	-0.0736177	0.00541956575329	0.000174715524	0.00102259	0.000902851	8.151399282010001e-07	1.0456903081000005e-06	-6.824e-05	0.0	4.6566975999999995e-09	0.0	-4.53374e-05	-0.0001945644	2.0554798387599997e-09	3.785530574736001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
742.0159178935858	0.4036958007613975	0.1629702995523859	550587.6224074606	929.7840258606516	-3.826760636648032	14.644096970198852	864498.3347456409	709.5202620894738	-0.0510541481226027	503419.0023155156	0.0026065260405246	770.0865198170801	606.4603393435522	1.046042	29.890375	0.401839945	0.230023	0.0078371906	0.0615993056	0.0254538446	0.133805859	-0.0207659871	-0.0543129548	0.0288252623	0.0285046839	-0.1261713239	0.042789277	0.0218735424	0.0569435318	-0.1750395982	0.0819457388	0.0061716354	0.0984275717	-0.0771565859	0.0415608427	-0.0500875897	0.0364481544	0.107989035	-0.011348723	-0.0742755653	-0.0562858313	0.1908326972	0.0225115472	-0.0541430432	-0.0123773654	0.1172905329	0.0925689094	-0.0626863941	0.0140398613	0.0621554632	0.0291531728	0.1105034062	-0.0843424587	0.0485660065	0.0865274388	0.1021211572	0.097244124	0.0089758363	-0.0048964172	0.015461435	-0.0703685829	-0.0914657756	-0.0320099619	0.0074742525	0.1568631693	0.0601156559	0.0662318494	-0.0070848782	-0.0462719316	0.0058849977	0.0961712204	-0.0286999553	0.0189687101	0.0101008027	-0.003431458	0.0954802911	0.0778115986	-0.0823718405	-0.1816910593	0.1108015075	0.009184455	0.0831274429	0.0128176044	-0.0424787119	-0.0589204122	-0.123137043	-0.0850634163	-0.1016114377	0.0131836919	0.0099050409	0.0470052843	-0.0965762257	0.0492198306	-0.0042599549	0.0038384297	-0.0031997407	0.0008624861	-0.0754522063	0.0176393408	0.0793463604	-0.0350002153	0.1414901641	0.0334890627	0.0329278958	0.1244971574	0.0930845598	-0.0161320208	0.0023639111	-0.0747455614	-0.1158229939	-0.2022133408	-0.1293798527	-0.0288430685	0.0056464243	-0.0540306639	-0.0083752815	-0.0050231403	0.0910476367	0.2331844103	0.0966728009	0.0482387676	-0.0153640485	-0.00688027	0.03271483	0.0010702601019289	4.73381152729e-05	0.228894	0.1778378	0.03162628310884	0.0523924632359999	0.142409	0.129191	0.016690314481	0.020280323281	0.000607998	-0.000414592	1.718865264640001e-07	3.69661568004e-07	-1.09321e-05	5.73079e-05	1.1951081041e-10	3.2841954024099995e-09	0.000724689	0.0007700264	5.25174146721e-07	5.929406566969602e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
742.7467935215836	0.7308756279978752	0.5341791836012885	551672.799286594	936.4874422225352	6.703416361883569	44.93579092076835	877008.7294405061	711.5848816478313	2.0646195583574354	506353.043789758	4.262653920752052	774.436544388219	609.1887381914223	1.47098	42.032856	0.733570625	0.396103	0.0918219938	-0.1272491123	-0.1365686174	-0.1077273711	0.1012700488	0.070709339	-0.0361743099	-0.1981443991	0.0210279513	0.0591099563	-0.0292788701	-0.0198484098	0.0539393804	-0.2185973948	-0.1054306811	-0.0800745931	-0.1371861495	0.1355245404	0.2399824006	-0.1998089656	-0.1495825671	0.0084924338	0.2324365572	0.233753857	0.0281375437	-0.1894421077	-0.0380883298	0.0730844254	-0.0821741994	-0.0350183006	-0.2501138837	0.0683459965	-0.1984320298	0.0998763047	-0.007269558	0.0639898248	-0.1110340321	-0.1425490852	0.0107155053	-0.0349263399	-0.00816538	-0.0335530047	0.0098381514	-0.0284661255	0.0229499844	-0.0425665879	0.0212684882	0.0785567203	0.1959240959	-0.0667328751	-0.0794064461	-0.0259068827	-0.1248299668	0.0825670978	0.0228167221	-0.0394884975	-0.1053495967	0.0230456351	0.1116380463	-0.0223742758	-0.0083256709	0.0829957483	0.0899579815	-0.0035055712	-0.1442054225	0.0565781168	-0.0837280283	0.1354920282	0.2693882192	-0.1466986986	0.1796043013	0.0162077086	-0.2999717702	-0.0037096856	0.0167041577	-0.1030034355	0.1127890633	-0.1674896919	0.2114453454	-0.0538816435	-0.1145807671	0.0448493183	-0.035939739	0.1337864345	-0.2919480831	0.1356156801	-0.0286677547	0.043611846	0.0276029505	-0.0039980788	-0.0800206582	0.0345636569	-0.0359310669	0.062971545	0.1002431729	-0.0283676755	0.0126126336	-0.0284915227	-0.0157672517	-0.1204528972	-0.0041434989	0.0772722807	0.0953761056	0.0438968002	-0.0223783947	-0.0216681	-0.0147878299999999	0.0002186799161088	0.0004695065576099	-0.0282266	-0.2571206	0.06611100294436	0.00079674094756	-0.0867441	-0.2291531	0.05251114323961	0.00752453888481	0.00354861	0.0029406119999999	8.647198934543997e-06	1.2592632932099998e-05	-0.000639026	-0.0006280939	4.08354228676e-07	3.9450194721721e-07	-0.000356787	-0.001081476	1.27296963369e-07	1.169590338576e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
739.0829517827624	-3.663841738821248	13.4237362871287	546243.609615921	929.3310156925512	-7.156426529983946	51.21444067905807	863656.1367281489	708.7185240541088	-2.866357593722455	502281.9463374344	8.216005855090383	771.9539490079221	601.3329412279477	1.336193	38.18137	0.31130955	0.199001	0.1913398566	-0.1500815604	0.1102414463	0.0743088013	-0.080171616	0.1281445294	0.0375772294	-0.0080672076	-0.2395404162	-0.1174929321	-0.1924828457	-0.1593650114	0.0500967938	-0.0469123278	0.1812676776	-0.0135037294	-0.085922872	0.0818294316	0.3718115816	-0.1816969319	0.0051858565	0.2394593563	-0.1024577247	0.1244054875	0.1332426992	0.0231406723	0.0128560348	-0.0219644887	0.0017934253	0.0570575838	0.0215494796	-0.0120138533	-0.0084990702	-0.1887559378	-0.1189937061	-0.0288229512	0.0928129452	0.1349625954	-0.0027038623	-0.0042057541	0.1168033803	-0.0428546868	-0.0353883392	-0.1194564153	0.2038604279	0.0085774781	0.1093842668	-0.2091391014	-0.0267847761	0.1036741618	0.1151224545	0.0126572056	0.011794903	0.0093775194	-0.1316048848	-0.1802367407	-0.051849763	-0.050166423	0.020100274	-0.1557726128	-0.0274105112	-0.0928290752	0.0589466918	0.1416032296	-0.0906185418	0.109592623	-0.2448309117	-0.2298229808	0.2934902034	-0.0053688309	-0.0831326942	-0.1658503654	-0.0784158685	0.0455559834	-0.1095205515	-0.0349038102	-0.0418678782	-0.0200607053	-0.0135396568	0.016628655	0.0073935139	0.1664415097	-0.1090081203	0.0340936239	0.1733890907	-0.0008320911	0.0149721609	-0.0581800132	0.0675399649	-0.0264823371	-0.0901882527	-0.084728187	-0.0987870768	0.1933869627	-0.0945038197	0.0465620532	-0.105695132	-0.2042109642	0.0275399638	-0.0691613614	-0.119193157	-0.075156633	0.0940386689	0.0394798359	-0.0293067317	-0.0198764	0.0017917	3.2101888900000008e-06	0.0003950712769599	0.140742	0.1689686	0.02855038778596	0.019808310564	-0.0604999	0.0262442	0.00068875803364	0.00366023790001	0.00545186	0.00190325	3.6223605625000016e-06	2.97227774596e-05	-0.000256175	0.000382851	6.562563062499999e-08	1.46574888201e-07	-0.000356787	0.0	1.27296963369e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
739.0196930216056	-0.0632587611568169	0.0040016708630952	546150.1066737481	929.6163764283626	0.2853607358114232	0.0814307495428368	864186.6073237992	709.320249581545	0.6017255274362014	503135.2164664253	0.3620736103683748	769.4036051247311	606.3822756556795	1.579776	45.141682	0.5248165	0.290437	0.1576381333	0.1447510519	-0.062656713	-0.0454560686	0.0400390965	-0.1495542663	0.0008198097	0.0234242546	0.0560646558	0.1936061642	-0.0005972615	0.0389071884	0.2169988119	0.0765886676	0.1024564807	-0.0373775101	-0.0356244898	-0.119741909	-0.1022224021	0.1173337905	0.115178318	0.0658647887	0.1527872441	0.0812259595	-0.0612324002	0.0211605849	0.0271371196	-0.0299952482	-0.0482963916	0.1338039525	-0.0506130716	-0.0677036845	0.0604499602	0.0475541544	-0.0300813716	0.0121830884	0.0712025527	0.0363415629	-0.1545857651	0.0301075213	0.0055545156	0.0822603743	-0.0132011008	0.1070543924	0.1329202681	-0.0325614059	0.0442293425	0.0324034718	-0.0288597464	-0.0153959731	0.0879883753	0.0990547479	-0.0931806435	-0.0308538964	0.1782267167	-0.0300886568	0.0572500826	0.0204240988	-0.0694474976	-0.0058329468	0.0284895387	-0.1502570852	-0.1318091798	-0.1338282678	0.1204293757	0.0583180402	-0.0542766344	0.1396336362	-0.0638745836	0.1035082116	0.1098879115	0.0896884685	0.0512260072	0.0391659855	-0.0469203128	-0.1303044269	0.0495188856	0.0944972639	-0.1628979605	-0.0069454761	-0.0164559535	0.0445776733	0.0745924752	-0.0192886485	0.014119161	-0.1059982503	0.0695378836	-0.140791891	-0.111458834	0.0771230759	-0.0179140431	0.0336479679	0.1103298687	0.0562131391	-0.0132363829	-0.0228833343	-0.1144818852	-0.0963462418	0.1039172827	-0.0512011601	-0.0339026297	0.1228655447	0.092661062	0.034995421	-0.0361224311	-0.0129536	0.0069228	4.792515984e-05	0.0001677957529599	0.348038	0.207296	0.042971631616	0.121130449444	0.0893194999999999	0.1498193999999999	0.0224458526163599	0.0079779730802499	0.00327819	-0.00217367	4.7248412689000016e-06	1.0746529676099998e-05	0.000131127	0.0003873019999999	1.7194290129000002e-08	1.5000283920399997e-07	0.000297807	0.000654594	8.8689009249e-08	4.28493304836e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
741.6359756018218	2.6162825802161933	6.844934539542702	550023.9203068659	931.2915902864132	1.675213858050597	2.806341470204766	867304.0261381966	709.5912219410129	0.270972359467919	503519.70225573983	0.0734260195956111	772.5838714898244	591.6802567874059	1.594218	45.554356	0.5770314	0.397218	0.0714934015	-0.2361544083	0.0330306002	0.0304541609	-0.0793152918	0.1625738075	-0.0736513109	-0.1226610109	-0.1494030924	-0.1272222975	0.0900687293	0.0222058505	-0.0090554892	0.10649919	-0.023607253	0.0566025952	-0.0051843241	0.0304651168	0.0591566764	-0.1399775296	0.1506343037	-0.1510970303	0.0114472436	-0.0149594796	0.071885777	-0.012312967	0.0218397739	-0.0976814341	0.090358361	-0.2168353868	-0.1395315821	-0.073168449	-0.0057433757	0.0659659363	0.0575129419	0.1985552413	-0.0119651194	0.0663552949	1.13344e-05	0.0196351811	-0.1434938092	-0.0133320503	-0.0237256735	0.0313220501	-0.158297295	-0.004916309	-0.1330752799	-0.0214410875	-0.1043941497	0.0104390175	0.0552059784	-0.0175039828	0.0770144296	-0.1235365514	0.1181291655	0.0501027053	-0.0628181264	0.0416551061	0.0677969159	-0.1314393546	-0.1513540282	0.1231395056	-0.0035069606	0.167246654	-0.13431215	0.0133433088	-0.092579286	0.0790416765	-0.0860059505	-0.0753383456	-0.0879147759	-0.053860671	0.0596440606	0.0927974708	0.0701965733	0.1983776026	-0.0533012218	-0.0023106502	0.0910401474	0.0082121053	-0.0467146784	-0.0715240576	-0.0335867602	-0.1427129676	-0.1655569177	-0.219412868	0.0150762452	0.0988855079	-0.0197529329	-0.1584142632	-0.0419821721	0.084843043	-0.0359542651	0.0059443008	-0.1052533604	-0.0252021085	-0.0013143784	0.1304672015	0.0881523877	-0.19792317	0.0327976676	0.0082215229	0.0912438734	0.030451217	-0.0427992974	-0.019036	-0.0060824	3.699558976000002e-05	0.000362369296	-0.00292425	-0.35096225	0.1231745009250625	8.5512380625e-06	-0.0913939	-0.1807133999999999	0.0326573329395599	0.00835284495721	0.00364832	0.00037013	1.3699621690000017e-07	1.33102388224e-05	0.000131127	0.0	1.7194290129000002e-08	0.0	-0.00011753	-0.000415337	1.38133009e-08	1.72504823569e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
742.9826536706067	1.3466780687849678	1.8135418209464105	552023.2236554167	930.5666642633236	-0.7249260230896653	0.5255177389525979	865954.3166381691	710.2207199058557	0.6294979648428125	504413.470983592	0.3962676877412428	770.0340982919768	615.8453820654386	1.333827	38.113758	0.35904991	0.242007	0.1416121029	0.0607287533	-0.1076146041	-0.0144775267	0.071281901	-0.1114275893	0.0278208827	0.0392722775	-0.0973212453	0.0265799737	-0.181704147	0.0707323033	0.1272837885	0.1203990381	-0.0795595837	-0.0663084991	-0.1503827867	0.0078403967	-0.0657768744	0.0539908044	0.1401425576	0.0602507438	0.1448126228	0.0586633291	0.0500591662	0.0121089001	0.0117338643	0.1126350035	-0.0972437893	-0.1196936398	0.0624634313	0.0834228598	0.0563215089	-0.0159804263	0.0786083185	0.0821377092	-0.1453370947	0.1384545048	-0.0813771701	0.1369945312	0.0938399492	0.0377808628	-0.0688439737	-0.0752835343	0.0412354348	0.1074116003	0.1421425071	-0.0447599931	-0.0482591407	0.0988393829	-0.1187901621	-0.0585785066	-0.0972805574	-0.1027475978	0.0342765235	0.1503036946	0.0540119354	0.074600619	-0.0862942784	0.084479556	0.0127157525	0.0577397214	0.0594541042	-0.118316971	0.0614088377	0.0629309103	-0.1180957408	0.0731113646	-0.0798042877	0.0893915058	-0.0737472619	0.1024500135	-0.0859216857	0.0706206694	-0.1030983039	-0.0769399738	0.0267165715	-0.0506118537	-0.0898174742	-0.0121687351	0.0054641029	0.0106040059	-0.1141849324	0.0466483248	-0.063741916	-0.0612649768	0.2350187399	0.0554633419	-0.0840090963	-0.2287683238	0.0119952801	0.0096084161	-0.1265270369	0.1867643296	0.1408583143	0.1121170006	0.1238380222	0.005505698	0.0611836307	0.152379316	-0.1176309448	-0.1076236268	0.0897877085	0.0258549876	-0.0493116688	0.00285601	0.02189201	0.0004792601018401	8.156793120099999e-06	0.207583	0.2105072499999999	0.0443133023025624	0.0430907018889999	0.0253467	0.1167406	0.01362836768836	0.00064245520089	0.00368437	3.6050000000000144e-05	1.2996025000000102e-09	1.35745822969e-05	0.000131127	0.0	1.7194290129000002e-08	0.0	4.4621e-05	0.000162151	1.9910336409999997e-09	2.6292946801e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
742.6363495938303	-0.3463040767763914	0.1199265135919488	551508.7477380498	932.3515407887584	1.784876525434811	3.1857842110482437	869279.3956111717	711.2261012494527	1.0053813435969232	505842.5670984967	1.0107916460527546	773.6631679163138	608.4234587017577	1.090369	31.157003	0.29460706	0.17959	0.103480056	-0.1449268105	0.0280717105	0.0579243276	-0.0756596466	0.1276357869	-0.0320519733	-0.0545915312	-0.1322983297	0.0582839485	-0.016867041	-0.0007203434	0.0902753803	0.0333680531	-0.0952934869	-0.0330152121	0.0052956936	-0.0495585194	-0.0084956113	-0.1208554937	0.1517473716	-0.066296712	0.0208496419	0.0605919385	-0.0249522016	0.0148715179	-0.0034419576	0.0374997068	-0.0402271135	0.0979058542	-0.0418023789	0.0284644898	-0.0662262517	-0.0159048442	0.0170661598	0.0173814525	0.0527078797	0.0023029147	0.2241480409	-0.0162603862	-0.0009570565	-0.0069977621	0.0732907515	0.0217588174	-0.0703637622	0.235838368	0.0184129759	-0.0301461165	0.0416997295	0.0787651148	-0.0021975229	0.078889023	0.0760191459	-0.054592913	0.0924229176	-0.0125065606	-0.1964937467	0.0059538212	-0.0350345562	0.0758280023	0.031239503	0.0231444352	-0.0873016175	0.1232955692	-0.0726057158	0.0888007651	-0.0988279455	0.0989047851	-0.091988787	0.0371772778	-0.0236256701	-0.0381882335	-0.0635534811	-0.0609279748	0.0187107994	-0.0341360197	0.0433431719	0.0411140977	0.0195687009	0.0057673881	0.0408707518	0.0870739301	0.0009889142	-0.0122168703	0.0139737249	0.0053639024	-0.0835284166	0.0403560907	0.0299030536	-0.0573912087	0.0257826312	-0.1019121333	-0.0098878316	0.0393067522	0.0737249512	0.0531471691	0.0360350518	-0.0151093644	-0.1100598684	-0.0193268641	-0.0297617298	0.2014484218	0.0882931893	0.0212145853	-0.0556345156	-0.0136111	-0.01646711	0.0002711657117521	0.0001852620432099	0.058854	-0.148729	0.022120315441	0.0034637933159999	-0.0703219	-0.0956686	0.00915248102596	0.00494516961961	0.00388686	0.0002024899999999	4.1002200099999846e-08	1.51076806596e-05	-0.000179079	-0.000310206	3.2069288241000005e-08	9.622776243600002e-08	-0.00011753	-0.000162151	1.38133009e-08	2.6292946801e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
