global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
746.7141243354057	n/a	557581.9834819917	n/a	890.0725334861584	n/a	n/a	792229.1148664685	720.4212611006799	n/a	519006.793445894	n/a	741.5180796542992	597.0649978468228	n/a	n/a	n/a	n/a	-0.020938636	-0.0622713313	0.106773766	-0.0545048818	0.0235004757	-0.0133811386	0.1257649063	-0.0493753437	0.1415475525	-0.0897016148	0.1030670059	-0.1763437969	-0.0808623418	0.0282866007	-0.0264755067	0.0307851712	-0.0098658795	0.0852578859	-0.119347661	0.0301911736	-0.0401691414	0.0720068957	-0.1485337359	0.0095328368	-0.0976962221	0.1586972668	-0.0482418021	0.0987443217	-0.0094576949	0.0162969543	-0.0460362595	0.0999682481	-0.0231217474	0.0572011037	-0.0903839993	0.0114468675	-0.0321805942	0.0539342462	-0.0176763388	0.0284292628	0.0179260525	-0.0608854518	0.0880477351	0.1734455805	-0.0372738398	-0.0144530048	0.0450002333	0.0777995734	-0.1135422696	0.0308164452	0.0114698659	0.0381518866	-0.1165322945	-0.0842159277	0.0276218981	0.0672957905	-0.0378624805	0.0267413073	-0.0212760029	0.0004191096	-0.1382265149	0.1627954413	0.0950287027	-0.0934184778	0.014048799	-0.09556182	0.0634052929	-0.0212229317	0.0156800854	-0.1471889937	-0.1633791257	0.0631333609	-0.0448034796	0.0964215118	-0.027624151	0.0466673826	-0.03216488	0.0216905552	-0.1270293091	0.0128228264	-0.0057527469	0.0163225014	-0.0562005748	0.0914470411	-0.0150718857	-0.0053156648	0.0973632892	-0.045475609	-0.0686683534	0.0272190765	0.0239508171	0.0103151084	-0.1170356846	0.1270601778	0.1147017419	0.1146833673	0.1146527451	2.01101e-05	n/a	n/a	4.0441612201e-10	0.108355	n/a	n/a	0.011740806025	0.142543	n/a	0.020318506849	n/a	0.000984533	n/a	n/a	9.693052280889998e-07	0.000284034	n/a	8.0675313156e-08	n/a	0.00083504	n/a	6.972918016e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
743.993988522014	-2.720135813391721	553527.0549568947	7.39913884329624	884.143393422177	-5.929140063981322	35.15470189830843	781709.5401320825	720.3674413800891	-0.053819720590809	518929.2506004961	0.0028965623244727	741.6233573967967	588.8684511784741	1.035792	24.760702	0.1496738399	0.0890803	-0.038238389	0.0019757972	0.0980972585	0.0359841607	0.0055052891	0.0800965733	0.1247037903	-0.0622868621	0.1509974933	0.0019402542	-0.0117572596	0.0137439607	-0.1016680833	-0.0077788996	-0.0397989456	-0.0457837276	-0.0905911202	-0.0144763228	-0.1695422858	-0.1364773923	0.0847540653	0.0365804264	-0.0416626866	0.0867097041	0.0216109265	0.2357023846	-0.1143327377	0.1352282403	-0.1048269338	0.0964531929	0.0133439319	-0.0668532922	-0.0272398824	-0.1995485145	0.0283237812	-0.0918734971	0.0014576348	0.0445274323	0.0720802495	-0.0729281728	-0.047174423	-0.0753240096	-0.0058624769	0.0268037439	0.1385205711	-0.0431242503	-0.015614558	0.0063023116	-0.135062553	0.1213626261	0.0317186999	0.1849242619	0.0536180379	0.0320017884	-0.0707416721	0.0619471376	-0.086422009	0.0611008658	-0.0727226092	0.06343962	0.0346600195	0.0945858575	0.1825527081	2.60596e-05	0.1031546868	0.0555150919	0.0465326482	-0.0790981726	-0.073158055	-0.0903209524	-0.187740256	0.0230559146	-0.0996279373	0.0226292509	0.0044669479	0.0728785529	0.1707713058	-0.0692628576	0.0480392745	-0.0895639536	-0.1555703251	-0.1219075972	0.1347130597	0.0600969627	-0.0983139454	0.0314935735	0.0089718229	0.0185298276	-0.0443408196	-0.1153614724	-0.1239803596	-0.0253712445	0.0579518667	0.1942323382	0.1146527451	0.1144874327	0.1142120884	0.00877105	0.0087509399	7.657894913341203e-05	7.693131810250002e-05	0.110649	0.0022939999999999	5.262435999999957e-06	0.012243201201	0.217928	0.075385	0.047492613184	0.005682898225	0.000264163	-0.0007203699999999	5.189329368999999e-07	6.9782090569e-08	-0.0	-0.000284034	0.0	8.0675313156e-08	0.000574566	-0.000260474	3.30126088356e-07	6.784670467600001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
741.1242243162585	-2.869764205755473	549265.1158683759	8.235546596635341	875.0294522908595	-9.113941131317574	83.06392294512226	765676.5423764415	719.15802425509	-1.2094171249990495	517188.2638504847	1.4626897822409666	739.6290328002846	567.1445238493487	1.068691	25.547155	0.0794745599999999	0.0417014	-0.0704723771	0.0688622577	0.0938670711	0.0885421343	0.0012307027	-0.0436970024	0.0890011505	0.0152923622	0.0164049472	0.0494358502	-0.0265603659	0.0708692151	-0.0676496198	0.0882402284	-0.1211137843	0.0400074841	-0.0311366405	-0.0705367693	-0.1516109101	-0.132382753	-0.035259026	0.1527363643	-0.0544472913	0.1946080106	-0.0504804164	-0.2411448707	-0.0252992714	0.1563286301	0.019588393	0.0977019166	-0.0469635836	0.0845246891	-0.0084363984	0.0569369402	0.0053212309	-0.0671855669	-0.0797492438	-0.0310117266	-0.1314554915	0.0644397914	-0.0580859842	0.0322433024	0.0364306419	0.0187899707	0.002828115	-0.0008162887	0.0267172832	-0.075206767	0.0756772421	0.0023278704	0.0392045051	-0.0162541173	0.1144334475	0.1188886351	-0.100220221	0.0556995558	-0.0798005471	0.0156932643	0.0977926601	0.0051023465	0.063364541	0.0066077499	0.2228378557	0.1249539243	0.0558013231	0.092492033	0.0892775538	0.0747272699	0.1782191065	-0.0762180961	-0.0312311841	0.0481082877	0.1132984306	-0.1682559958	-0.0564051921	0.1203961253	-0.0888767923	0.0437261237	0.0045523969	-0.0289032414	0.0396344792	0.1002606479	0.022528221	0.0165987365	0.0048587505	-0.1331513581	-0.0596290511	0.0606205089	0.1118465743	-0.0481737968	-0.0019094882	-0.1575831793	-0.1159851176	-0.0287525065	0.1145547726	0.1140958982	0.1133324686	-0.00288846	-0.01165951	0.0001359441734401	8.3432011716e-06	0.124972	0.014323	0.000205148329	0.015618000784	0.222327	0.0043989999999999	0.049429294929	1.935120099999988e-05	-0.000425488	-0.000689651	4.75618501801e-07	1.81040038144e-07	-0.000194721	-0.000194721	3.7916267841e-08	3.7916267841e-08	0.000477077	-9.748899999999996e-05	2.2760246392900002e-07	9.504105120999996e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
739.4414067676905	-1.6828175485679822	546773.5940425812	2.831874901768353	869.3478488482976	-5.681603442561823	32.280617678530355	755765.6822971626	716.0830264371999	-3.0749978178901074	512774.9007514596	9.455611580028922	738.0814966719323	572.13106414337	1.77234	42.367935	0.9506391285	0.573799	-0.0894458067	0.0360654892	0.1623634451	0.103953208	-0.1583097418	0.0739497601	0.0198748404	-0.2030819068	-0.4454002501	-0.180818776	-0.1747650834	0.2059523276	-0.1043552551	0.3886696584	-0.1191096026	-0.2427949758	0.1462874406	0.0229661582	0.0974624112	0.0621972981	0.0520637672	0.3275009259	-0.0945822203	0.0501390758	0.051911354	-0.1198234824	-0.1098615223	-0.0630186562	0.023272386	-0.0634785782	0.110852282	0.0602161412	-0.1084757716	-0.0110581872	0.1095158859	0.056082118	-0.0241769383	-0.1885592974	0.0381318988	-0.0705127988	0.0818644661	-0.0310841454	0.0262474494	-0.0204561873	0.0742561247	0.0337022278	0.104072271	-0.0486899361	-0.0006947709	-0.0104355036	-0.0583717437	-0.0341271794	0.0355262032	0.0649719802	0.1767167442	-0.1561242297	-0.0738801779	0.0738279349	0.2043874346	0.3680840946	-0.1219320047	-0.2400491059	0.137597012	0.3444874886	-0.2041410943	0.0817701155	0.0745624382	0.000775786	0.1838301559	-0.1203394325	0.0815243982	0.0733490354	-0.0131079634	0.1311164284	0.0767257439	-0.181911406	-0.0768063316	0.011351788	0.0223887142	0.0818858546	0.1204619355	0.0559813801	-0.0142846205	0.1299157122	-0.0424869836	0.1435008326	0.034613392	-0.0742476699	-0.0756162514	0.0620478739	0.0426488013	-0.0353138559	0.0519300353	0.0539755751	0.1144078661	0.1135094328	0.1120172664	2.66185e-05	0.0029150785	8.497682661162249e-06	7.0854454225e-10	-0.0656595	-0.1906315	0.03634036879225	0.0043111699402499	-0.27273	-0.4950569999999999	0.0743816528999999	0.2450814332489999	0.00298314	0.003408628	1.1618744842384e-05	8.8991242596e-06	0.000709739	0.00090446	5.037294481210001e-07	8.180478916e-07	0.0014047	0.000927623	1.97318209e-06	8.604844301290001e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
748.1079220766702	8.666515308979683	559665.4630738733	75.10848760077921	874.7930165385449	5.445167690247217	29.64985117491221	765262.8217846068	724.1032423969566	8.020215959756683	524325.5056497857	64.32386404113582	743.6751451217895	587.0664639387213	1.872935	44.772655	0.5113237464999999	0.318456	-0.0329938852	-0.0005859567	0.0364156414	0.0696012834	0.1434693081	-0.0126070891	-0.1653279613	-0.0977627049	-0.1073495208	0.1195488316	-0.0213984501	0.1105132128	-0.0577161914	-0.1063187865	0.0414645871	-0.1685993023	-0.0324475455	0.0289280273	0.0282367184	0.0675860484	0.2181618015	-0.187472428	0.0919000464	-0.04035036	0.0216949881	-0.0151725855	-0.0805818574	-0.0934681627	-0.1181557155	0.0015093813	0.1840067372	-0.0186466191	0.0307219816	-0.1058837677	0.0801748604	0.0094455653	0.0110976465	0.0428768877	0.2183162986	0.140157913	-0.0222141823	0.016958622	0.131167479	-0.0865234999	-0.0053780029	-0.0434949547	-0.1348313512	0.1756563803	-0.0101872563	-0.0466361018	0.1309378481	0.143103964	0.173706427	-0.0569622104	-0.1473458495	0.0003545287	0.0471707955	-0.1121645314	-0.0299054883	0.1902906591	0.1119121523	0.0301446433	-0.2004502763	0.149927081	0.1750659611	0.1325697528	-0.2140986396	-0.1613704487	0.0448903428	0.1865078815	0.075834954	-0.1987632743	-0.1217978847	0.0009625461	0.0093733874	0.0021643667	0.2841936486	-0.0560147293	-0.0793229852	-0.0298112276	0.0114608907	-0.2493017877	-0.0214940595	0.0903782288	-0.0417397368	-0.0414793271	0.0018726829	0.0686244983	-0.0143895069	0.2184196418	0.0203434278	-0.0232110996	-0.0393472837	-0.0395816088	0.1142120884	0.1127290384	0.1102715368	0.00959169	0.0095650715	9.149059280011224e-05	9.20005170561e-05	0.0527747	0.1184341999999999	0.0140266597296399	0.00278516896009	0.0149494	0.2876794	0.00022348456036	0.0827594371843599	0.00260351	-0.00037963	1.4411893690000014e-07	6.778264320099999e-06	-6.75585e-05	-0.0007772975	4.56415092225e-09	6.0419140350625e-07	0.000648726	-0.000755974	4.20845423076e-07	5.714966886760002e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
749.1304734687957	1.0225513921254787	561196.466279582	1.0456113495377546	880.6902575533742	5.897241014829319	34.77745158698514	775615.3297494286	723.0029015021203	-1.1003408948363358	522733.19558048464	1.210750084849228	742.5774515276673	601.8270021207783	1.276073	30.504616	0.1232134949999999	0.0565096	0.009948616	-0.053973861	-0.0832656254	-0.0242421039	0.0165131809	-0.0506715898	-0.0152640702	0.0715046341	-0.1226289463	0.0847757164	-0.1605437246	0.0094538532	0.017257958	-0.0809200255	-0.0092823369	-0.0387825369	0.0024405481	0.0007479484	0.104813725	0.0147042962	-0.0959782491	0.0063525203	-0.0727515762	0.0346961742	-0.1107457837	-0.1219915506	0.0494908428	0.0877610073	-0.1630076451	-0.0300896133	0.091158098	-0.0367125036	-0.0596063078	0.2152757683	0.0120324201	0.0987588329	0.1112648418	-0.0092714201	0.0639619202	0.0227824368	0.0687645903	0.0033864695	0.07054837	-0.0193357591	-0.0337634851	-0.0267729898	0.012933451	0.0582456835	-0.0338156737	0.0438924681	-0.1624771726	-0.1059919805	-0.0196896026	-0.0008458725	0.1273059914	-0.0028454866	-0.0328581682	-0.0356503549	-0.0330076423	-0.0415869163	0.0289420453	-0.0950033121	-0.1091928555	0.0767345479	-0.0026311636	-0.0311932338	-0.0353129619	-0.0654424693	0.1836495931	0.0672749323	-0.038931607	0.0978724584	0.1294687834	0.0718048323	-0.1695964311	0.0353961125	-0.1375790686	-0.047251666	-0.1449980835	0.0057381983	0.0054732895	-0.0247796905	-0.0399712475	-0.1252518287	0.0202861946	0.0746511662	-0.0239769345	-0.0101851761	0.0300935093	0.1097919397	0.0451651055	0.014823365	-0.1122976737	0.0766080606	0.1139675232	0.1117560484	0.1081019891	-0.00749553	-0.01708722	0.0002919730873284	5.61829699809e-05	0.063221	0.0104462999999999	0.0001091251836899	0.003996894841	0.0436407	0.0286912999999999	0.0019045106964899	0.0008231906956899	0.00192983	-0.0006736799999999	4.538447423999998e-07	3.7242438289e-06	0.000160843	0.0002284015	2.5870470649000003e-08	5.216724520225e-08	0.000211034	-0.0004376919999999	4.4535349156e-08	1.9157428686399997e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
747.1615578799577	-1.9689155888379448	558250.3935736055	3.8766285959690703	881.7500715624004	1.0598140090262405	1.123205733728272	777483.1887002983	724.0573250157629	1.0544235136426323	524259.0099089821	1.1118089461224745	744.2211032003063	605.9090446313447	1.014566	24.253281	0.30882427	0.154067	-0.011236044	-0.0579875982	-0.0949471445	-0.012697803	0.0174339458	-0.1346087357	0.0423554283	0.0654555204	-0.0117780276	-0.0767040226	-0.022721352	-0.1102980999	-0.0183428522	-0.2128152675	-0.0714066057	0.0543728723	0.0491985287	0.0640505161	0.0479822936	-0.083143798	0.0629149248	-0.0931922432	-0.0739484923	-0.0825114775	0.0021116301	-0.1005144061	0.1067754839	-0.069476826	-0.0395316863	0.0924059887	-0.0525462187	-0.182192986	-0.0572590983	-0.0848497532	0.1111976659	0.0204966782	0.1157434581	-0.0081826445	0.0440145375	0.0804367241	0.0711755348	-0.1718080683	-0.01295361	0.0248889699	-0.1226191859	0.019056998	-0.039477289	0.0065327892	-0.079422611	0.1234039356	-0.0884797834	0.0218016381	-0.1241599549	0.1040840791	0.0427524127	0.0194486585	-0.1215627902	-0.155947647	-0.0594974305	-0.0918104437	-0.0070408363	0.0336838822	-0.2028185995	-0.0500625391	0.0433705328	0.0467751999	0.0737686859	-0.0208053398	0.0804058991	0.113336515	0.0160722522	0.0807536162	-0.0019559306	-0.0926450028	0.0940834206	0.0405906431	0.0063915173	-0.1177760342	0.0746129741	0.1483721934	-0.0458667774	-0.0066140331	-0.0995875728	-0.061657021	0.0140050652	0.0879724258	0.0563855244	0.053907642	-0.0147717455	0.042787659	-0.121174579	-0.015897447	-0.0421241589	0.0606536741	0.1136742748	0.110592125	0.105516962	-0.0326771	-0.02518157	0.0006341114676649	0.00106779286441	0.149738	0.086517	0.007485191289	0.022421468644	0.1421	0.0984593	0.02019241	0.0096942337564899	0.000645008	-0.001284822	1.6507675716840004e-06	4.16035320064e-07	0.000314488	0.0001536449999999	9.890270214399998e-08	2.360678602499999e-08	-0.000323827	-0.000534861	1.04863925929e-07	2.86076289321e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
742.1347563759781	-5.026801503979641	550763.9966212324	25.268733360411986	875.4278076166697	-6.322263945730697	39.97102139948628	766373.8463485289	720.4044686294611	-3.652856386301778	518982.5984212962	13.343359778945684	741.0286898823571	589.2930325808485	1.159346	27.714258	0.0707035	0.0466136	-0.0237191231	0.0564921709	-0.1291925012	0.0716261324	-0.0807926356	0.0791441703	0.0808626102	0.0747112231	-0.0908402269	0.1003583159	0.0466804007	-0.1287902591	0.0126992806	0.0280229994	-0.1802130536	0.0336362017	-0.1522344557	0.0601016992	0.0272606148	-0.0247189665	0.0163910022	0.1002653183	0.044466657	-0.0336286987	-0.0713897105	0.0607518536	0.0972436196	-0.0121103757	0.0473383243	-0.075464414	0.0765830355	-0.0329272223	-0.101940739	-0.0309753125	0.0452048465	-0.0757631282	0.0007358963	-0.0122071377	-0.0359058005	-0.004687426	0.0432108479	0.026569295	-0.1174221938	-0.0490560625	0.1084879668	0.1083196552	-0.0865125899	0.0691045718	0.1323028316	0.1310378858	-0.0690739847	-0.1506811044	0.0138803443	-0.1492835362	-0.0296890249	-0.0174791089	-0.1467051524	0.122682679	-0.00368887	-0.0821014333	-0.0370929595	0.0523818347	-0.0427466934	0.0883966122	-0.0927961931	0.1075153688	0.082458198	0.014009572	0.0252397881	0.1253361817	-0.0102354696	-0.0477385988	0.0803278325	0.0955184794	0.0180842292	-0.0126346851	-0.0610488598	-0.0936766333	0.036447672	0.0543413421	-0.0327475246	-0.0619603235	0.0380465792	-0.0676267871	0.0123322325	0.0300061823	-0.0739215779	-0.0798942944	0.0145597393	-0.1083785745	-0.033733218	-0.1069351182	0.1111222172	-0.0886075964	0.1133324686	0.1092392569	0.1025263906	-0.0205058	0.0121713	0.0001481405436899	0.00042048783364	0.106679	-0.043059	0.001854077481	0.011380409041	0.142165	6.50000000000095e-05	0.020210887225	4.225000000001234e-09	0.000395008	-0.0002499999999999	6.249999999999997e-08	1.56031320064e-07	0.000256324	-5.816399999999998e-05	6.5701992976e-08	3.3830508959999983e-09	-0.000323827	0.0	1.04863925929e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
741.5492797464445	-0.5854766295335594	549895.3342924707	0.3427828837299767	871.9120220153325	-3.5157856013372566	12.360748394570376	760230.5741348657	721.2530122553267	0.8485436258655454	520205.9076873824	0.7200262849970468	741.4751476554648	567.3704846392212	1.018638	24.350626	0.119628484	0.068429	-0.0650732078	0.1098565244	-0.085702128	0.1335355381	0.0365641018	-0.050083305	-0.0221254927	-0.0071169672	0.0070195613	0.0518340009	0.0484645249	0.005757631	0.0200231989	-0.0784782567	-0.083903695	0.0662227288	0.1087616781	-0.1175499447	-0.0273824103	-0.0858364546	0.137297424	0.0399001358	-0.0740733695	-0.0540010987	-0.0589170895	-0.0741162292	-0.0496973424	-0.0572908927	0.0804001633	-0.0427735546	-0.0680608003	-0.0277407147	-0.0468853962	0.0092553048	-0.1439970174	0.0402504679	0.0385525338	0.028402231	0.0157777816	-0.0735947401	-0.0607915603	0.0498147929	-0.0001656385	-0.1336717909	0.0165679576	-0.1092349542	-0.0660274612	0.0048690509	-0.0576606126	0.1046042492	0.0025287433	-0.0619969598	0.0621853579	0.1026969089	0.0746744988	0.0027441867	-0.0475266676	-0.073795927	0.0332802881	-0.0294815918	0.1432720607	0.073616724	-0.0357791705	-0.0504433204	-0.0839092683	0.1699546309	0.0674179251	0.0783061256	0.0896425849	-0.0908684134	0.053784204	0.0128326779	-0.0145902467	-0.0788228006	0.1065588585	-0.0289877084	-0.0016685299	0.0969661196	-0.1390284433	-0.0145609088	-0.0511263462	0.0477171703	-0.0097141753	-0.0971244097	0.0524024242	0.1038426674	0.0052339178	0.005836451	0.0088410352	-0.0305209017	-0.045237147	-0.0924319573	0.0411232291	0.1225129326	0.1129422506	0.1076997553	0.099141769	0.0007742839999999	0.0212800839999999	0.000452841975047	5.995157126558452e-07	0.102155	-0.004524	2.0466576000000003e-05	0.010435644025	0.193368	0.051203	0.037391183424	0.002621747209	-0.000302798	-0.000697806	4.86933213636e-07	9.1686628804e-08	0.000220593	-3.5731e-05	4.8661271649e-08	1.276704361e-09	-0.000204936	0.000118891	4.1998764096e-08	1.4135069881000002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
742.984699176927	1.4354194304825114	552026.2632110288	2.0604289414067374	875.8460679491508	3.934045933818311	15.476717409392386	767106.3347419885	719.9697202302063	-1.2832920251203177	518356.3980483616	1.646838421737406	739.8922466091783	562.5318893613365	0.911806	21.796797	0.1518576639999999	0.0761551	-0.0993941147	0.0859119867	-0.0562443755	0.0874853951	0.0394391485	0.0003088196	0.0121855807	0.0649376697	0.0622968032	-0.0256550479	0.1110257353	0.0141570233	-0.0303191834	0.0497616253	0.0178349785	0.1131427002	-0.0490080511	-0.0911476574	-0.0759093032	-0.0151198182	0.0364498095	0.0746839822	-0.0011848763	0.0063366362	-0.0347285222	-0.0216901435	0.0289258058	-0.0259246372	-0.1215438912	-0.0916152159	-0.0680655598	-0.0778857083	-0.0080316022	0.0121750638	-0.0678694813	-0.0033635836	0.0308730695	0.0419299737	-0.019987621	-0.0544950527	-0.010458428	-0.0523443902	-0.102480025	0.0478005317	-0.1521531142	0.020307452	-0.127943777	-0.0371766215	0.0050516812	-0.129808097	-0.1004254384	0.0460696113	-0.05542798	0.0317007445	-0.0959301312	0.074814741	0.0107474078	0.0591626898	0.0859965818	-0.0650461636	0.0453792715	0.0859438661	0.0327641988	-0.0634552072	-0.0216922342	-0.00124469	0.0357876002	0.0570156693	0.023658553	-0.0792254256	-0.0579179065	0.0904163953	0.0467929917	-0.0841964062	-0.0383893577	-0.0217559752	0.0739297519	-0.1115757715	-0.0030767404	-0.0430566925	0.0203346392	-0.0980750652	-0.1319546235	-0.0331947349	-0.002923461	-0.0344183103	-0.0472422253	-0.0003076135	-0.0590248186	-0.0233312047	-0.0924468332	0.0674398487	0.0019794487	-0.12184137	0.1125037874	0.1059762505	0.0953761056	-0.00979138	-0.0105656639999999	0.0001116332557608	9.58711223044e-05	0.163452	0.0612969999999999	0.0037573222089999	0.0267165563039999	0.225821	0.0324529999999999	0.050995124041	0.0010531972089999	-1.3651e-05	0.000289147	8.360598760900002e-08	1.86349801e-10	0.000763395	0.000542802	5.82771926025e-07	2.94634011204e-07	-0.000323827	-0.000118891	1.04863925929e-07	1.4135069881000002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
