global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
738.6478585347958	n/a	545600.6589180396	n/a	814.7965496300857	n/a	663893.4172890927	n/a	705.0679143368102	n/a	n/a	497120.76382725954	709.3427264374857	629.4001082374936	n/a	n/a	n/a	n/a	-0.0423421637	0.0979302204	-0.0013987038	0.028069393	-0.050045282	0.0425080695	-0.0368888213	0.0070955122	-0.0777195686	0.0155776235	-0.0321499324	0.0922232171	-0.0114573512	0.0546116894	0.0005539958	-0.0098921318	0.0200637907	-0.0680534689	0.1322265488	0.0447569884	-0.0799330325	0.0705442719	-0.0713855138	0.035339855	-0.0003409202	0.0040134465	0.1088399348	-0.0420930954	0.0083860652	-0.0622894757	0.0973262766	-0.0978985112	0.0444920296	-0.0204891175	0.0143370934	-0.0202653288	0.1721920512	-0.0094182973	0.0723217757	-0.0314688825	-0.0756276592	0.0034517599	0.0101232742	-0.0454380768	0.0840295411	0.0307880866	0.060443407	-0.0771788745	0.0297506315	0.0423036283	-0.0792404457	-0.0307089165	-0.0018911986	0.209436549	-0.0689856002	-0.1075182589	0.0424238835	0.0215277948	-0.0864528906	-0.0176137978	-0.0605229261	0.1267816059	-0.0140817712	-0.0104253749	0.1145063236	-0.0905041364	0.0618018109	-0.0448363952	0.0282448013	-0.0915482075	0.0535886258	-0.0402428121	0.0058435519	-0.0741722129	0.0300404975	-0.0650580848	-0.0200851332	0.1089454545	-0.0266909126	0.068507141	-0.0365533584	0.0359846899	-0.0974909978	0.0880143542	-0.075150172	0.0493590064	-0.0202711537	-0.0976654896	0.0482803578	-0.042880259	0.0370483949	-0.087314531	-0.0126612839	0.0648491523	0.0254347611	-0.0428576346	0.0287135164	0.1380488186	-0.0448178128	-0.0191227904	0.0410586433	0.18663154	-0.0400418182	-0.0425130809	-0.0697151999	0.1406426866	0.1147017419	0.1146833673	0.1146527451	0.0242978	n/a	n/a	0.00059038308484	-0.0835579	n/a	n/a	0.00698192265241	-0.134783	n/a	0.0181664570889999	n/a	0.000654889	n/a	n/a	4.28879602321e-07	-0.000114331	n/a	1.3071577561e-08	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0
735.4860015081905	-3.161857026605276	540939.658414506	9.997339856693156	812.5777095078308	-2.2188401222548464	660282.5339889927	4.923251488127901	703.3153198076427	-1.7525945291674816	3.0715875836677866	494652.4390761267	707.6766954395235	629.0318036664246	0.941377	22.777327	0.0462625499999999	0.0303518	-0.0216157543	0.116204726	-0.0126442502	0.004662863	0.022998781	-2.53106e-05	-0.0356540153	-0.04687405	0.0332044919	-0.1055814071	-0.0297293711	0.0072539507	0.0500425087	0.1540372258	0.1547632123	0.0043325261	0.0062468056	0.0631678442	-0.0322681759	0.0764119439	0.1148057341	0.027032118	0.0354972477	0.052077665	0.0748683327	-0.0359529262	0.0445530597	-0.1741554453	0.1409763688	-0.0326786723	0.0960899778	-0.0233403912	0.1366607547	0.0802108145	-0.0392120629	-0.0428913052	0.0827096591	0.0335384103	0.0145452147	0.0009852483	0.0356446472	-0.0918194411	0.1099389995	-0.0057558923	0.0863650479	0.0426590838	0.0071205137	-0.1473392169	-0.0475269176	0.0201379376	-0.1226200129	-0.1057182634	0.0310910147	0.0946444346	0.0323912635	0.0150536519	-0.005511588	-0.1011539653	-0.0427785548	0.0287483744	0.0616675991	-0.0501514648	0.0125434237	0.0774288901	-0.0199434444	0.0949365997	-0.0215128752	-0.0332091897	0.1529831054	-0.0639447405	-0.1018653304	-0.11101203	-0.1217544051	-0.0790597788	0.0252987075	-0.0836413078	0.0374949952	0.0693777131	0.125194428	0.1814115763	-0.0055066581	-0.0102688183	-0.0126080538	0.0032223472	0.0261204655	0.0344837995	-0.0076072703	0.0246649006	0.0333559618	-0.0238847496	-0.0348672146	-0.1164889722	0.0635026323	0.1632837836	0.0453703841	-0.0027242857	-0.0320623261	0.0082814141	-0.0170387791	0.1475148446	0.0582584325	0.0888380099	-0.1535081992	-0.0327030581	-0.0802609826	0.0102284053	0.1146527451	0.1144874327	0.1142120884	0.0183996	-0.0058982	3.478876324000003e-05	0.0003385452801599	-0.0865317	-0.0029737999999999	8.843486439999992e-06	0.00748773510489	-0.12236	0.0124229999999999	0.0149719696	0.0001543309289999	0.00017098	-0.000483909	2.34167920281e-07	2.92341604e-08	-0.000129773	-1.5441999999999992e-05	1.6841031529e-08	2.384553639999997e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
733.8621615421158	-1.6238399660746836	538553.6721432665	2.6368562354214298	808.9173100335761	-3.6603994742547457	654347.2144719566	13.39852431112442	703.7932928547617	0.4779730471190078	0.2284582337722292	495324.9990673484	708.1959749784057	613.3306079557907	0.8496679999999999	20.558361	0.0985817	0.0474493	0.0705097067	0.1208844707	-0.0435026791	0.0038892292	0.0382392481	-0.0668433411	0.0235856772	-0.0575183247	0.0806683258	0.0061488876	-0.0271538506	-0.0783853061	-0.0019795416	0.0902956037	0.0169227553	0.0160069166	-0.0397278901	0.0370880061	0.0058015519	-0.0172096508	0.0777044867	-0.12168184	-0.0683156244	0.0038329911	-0.1380070392	0.0802658842	-0.0492416038	0.1276168439	0.0336314066	-0.0128631741	-0.0444956773	-0.0580359771	0.0387856032	0.0297250604	0.029854705	-0.0516705919	-0.1112364776	-0.0392254189	0.0878292258	0.0355066158	-0.1056951997	0.0125214968	0.0519623073	0.0612227737	0.0080259271	-0.1112323902	0.0917733019	-0.0283879654	-0.1196186815	0.1054641144	-0.0840653487	-0.1099916257	0.0383182743	0.0208369464	0.0238797557	0.0757815111	0.0384317814	0.0627065071	-0.0498795668	0.0733759691	-0.0416192227	0.0326394354	0.0295030148	0.035501599	-0.0603738771	0.0604940995	-0.0434145016	0.0001101534	0.0377812191	-0.0710574567	0.1404864919	0.084052003	-0.0317456538	0.0099161518	0.0080401261	-0.0716413968	0.0227350205	-0.0688098998	0.0134185161	0.0413845817	-0.0956286583	-0.0033600232	-0.0547759186	-0.0230039113	0.1100462778	-0.1697841561	0.1826760399	0.0105970696	0.0133393988	-0.0769681573	-0.0048605956	-0.0741557301	0.0238146917	0.0066465551	0.1123127828	0.0585146652	-0.0738034572	0.0072515377	-0.0764388934	-0.0248479617	-0.0726797642	-0.0762890691	0.0421847331	-0.0453712889	-0.013885101	0.0809365596	0.1145547726	0.1140958982	0.1133324686	0.028481	0.0100814	0.00010163462596	0.000811167361	-0.119264	-0.0327322999999999	0.0010714034632899	0.014223901696	-0.133162	-0.010802	0.017732118244	0.000116683204	0.00067093	0.00049995	2.499500025000001e-07	4.501470649e-07	-0.0	0.000129773	0.0	1.6841031529e-08	0.000269597	0.000269597	7.2682542409e-08	7.2682542409e-08	0.0	0.0	0.0	0.0	0.0	0.0
733.304341607281	-0.5578199348348107	537735.2574200878	0.3111630796991125	812.0773930286099	3.160082995033804	659469.6922681433	9.986124535501816	703.5713010173989	-0.2219918373627933	0.0492803758557089	495012.57561531535	707.6300095857334	613.7817810553503	0.929838	22.498138	0.210121155	0.117866	0.0950977456	0.086061053	-0.0750785594	0.0197682863	0.0804050409	0.0082381401	0.0124247357	-0.0093426718	0.0705667107	0.0075723706	-0.0558190706	0.0308357373	-0.0668187106	0.1724600185	0.0655879612	0.0021749819	-0.0438632493	0.0164285563	-0.0681345237	-0.0762395342	0.0390439904	0.0053206887	-0.0258617471	0.1097513277	0.1497291415	0.1259367531	0.0819551475	0.0396770672	-0.0187848591	-0.0973607095	-0.0415521681	-0.0348233933	0.0598480765	-0.0347782251	0.1466622964	5.87396e-05	0.007916234	0.0102039916	-0.0821256925	-0.0115139892	-0.0785135135	0.0016319129	-0.1254076796	-0.0189672578	-0.2051620388	-0.0082460407	-0.0628456509	0.0029390021	-0.0037221888	0.0528878531	0.019644585	0.037594101	0.0513249424	0.0270839881	0.0610598512	-0.0398999945	0.0060494283	0.0729130895	-0.105844881	-0.1809784015	-0.085402438	0.1368572073	-0.004878757	0.0206735878	-0.0408071277	0.0186451994	-0.0080833658	0.0327543754	-0.0693874832	-0.006229822	-0.0750174176	-0.0444161039	-0.2020227046	0.0158399212	-0.024282115	-0.0849771782	0.0810216974	-0.0441122014	-0.094697212	-0.0098450601	-0.0735819097	-0.0134553688	-0.0671840124	0.0915984862	0.0303743187	-0.0435283987	-0.0514772712	0.0347404338	-0.1181381676	0.158709073	0.0417293094	-0.0467937044	-0.0095701097	-0.0610113552	-0.1356874866	0.0721155259	-0.0478607656	0.0170121455	-0.041349184	-0.0167668046	-0.0214269356	-0.0436426934	-0.0928753133	-0.0119984151	0.0044434067	0.1939392931	0.1144078661	0.1135094328	0.1120172664	0.00904965	-0.01943135	0.0003775773628225	8.189616512249999e-05	-0.039148	0.0801159999999999	0.0064185734559999	0.001532565904	-0.0530401	0.0801219	0.00281325220801	0.0064195188596099	0.00042093	-0.00025	6.25e-08	1.771820649e-07	-8.94411e-05	-8.94411e-05	7.99971036921e-09	7.99971036921e-09	0.0	-0.000269597	7.2682542409e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
731.278758910559	-2.02558269672204	534768.6232337675	4.102985261259732	805.2243265250819	-6.853066503527998	648386.2160277717	46.96452050177746	701.6301835735079	-1.9411174438910168	3.767936930977994	492284.9145013944	705.7083695148891	601.4485948938553	1.061428	25.68206	0.241912505	0.14484	0.1278216479	0.0910825858	-0.076820294	0.0187274687	0.1259024033	-0.0775859482	0.0881171844	-0.1398408633	0.1034360232	0.1087850034	0.0880607061	-0.1188972224	-0.0207606804	0.0022076222	0.0130334333	0.0517204552	-0.0332895501	0.1655799399	-0.1221921648	-0.0064379228	0.0917896755	-0.10171899	-0.0710801237	-0.05720156	-0.0349255746	0.0473755701	0.0408865093	-0.0828451679	0.0514412764	-0.1065215741	-0.0321017325	-0.1064836561	-0.0948174617	0.0447129526	0.0965556115	0.0835844198	0.0019330793	-0.1471179415	0.0573510025	0.0534748357	-0.0433633416	0.0645044502	-0.0241267784	-0.0847496861	-0.0940595165	-0.0419888559	-0.0478775458	0.0194586526	0.0127818839	-0.0330638221	-0.0517268992	-0.0144432723	-0.0729354268	-0.0926104252	0.0049149356	-0.0376913416	-0.1211859271	-0.0368414696	0.0646578614	0.0815887741	-0.0766117831	-0.045844415	0.0565043169	-0.0347160994	-0.1398996438	0.1856698977	0.0241997448	0.0395335848	0.002692201	0.0107277577	0.0160573164	0.1067752821	-0.0961862675	0.0266995072	0.009373517	-0.1312714921	0.1279638063	-0.0300079299	0.0535697201	-0.1017686894	-0.0094919964	0.0539618187	-0.0701087982	0.054707609	-0.0111532752	-0.0005935326	0.0523323087	-0.1259040095	-0.0370318698	0.0336154427	-0.0818437278	0.0107932477	0.0292110522	0.0334533857	-0.0230810127	0.1006859112	0.0192520007	0.0413265376	0.086196663	-0.0421266946	-0.1238031873	-0.0279650242	-0.1127499493	0.1027221756	0.0193982382	-0.1331284039	0.1142120884	0.1127290384	0.1102715368	0.024048	0.01499835	0.0002249505027225	0.000578306304	-0.148916	-0.1097679999999999	0.0120490138239999	0.0221759750559999	-0.144463	-0.0914229	0.020869558369	0.00835814664441	0.000530021	0.0001090909999999	1.1900846280999993e-08	2.80922260441e-07	-7.783719999999998e-24	8.94411e-05	6.058629703839997e-47	7.99971036921e-09	0.000315933	0.000315933	9.9813660489e-08	9.9813660489e-08	0.0	0.0	0.0	0.0	0.0	0.0
733.7731664221536	2.494407511594659	538423.0597611936	6.222068833899859	811.506414661184	6.282088136102061	658542.6610362495	39.46463134975427	704.2882806053757	2.658097031867783	7.065479830824317	496021.9821980764	708.4190312387894	604.9435632783097	0.989882	23.950941	0.285457555	0.160924	0.1358352032	0.026657743	-0.0514683057	0.004696868	0.0503112476	0.0176671333	0.0403390935	-0.0559808049	0.0598405496	0.1157685289	-0.0112553133	0.0570136379	-0.1359996949	0.0041168851	0.0070372709	-0.0115599068	-0.0428060931	-0.0512713427	-0.0532074263	-0.0967225847	-0.0819802181	0.0323426756	-0.0745213935	0.060401863	0.0417884022	0.115483817	-0.1647313008	-0.0577742025	0.0168568833	0.0267450978	0.0592872645	0.0278335073	-0.181331449	0.0697026731	-0.1597383944	-0.0865357317	0.0896396474	0.0520110851	0.0373230974	-0.0274250538	0.0392444548	0.224150024	-0.0454106558	-0.0177757024	0.023475539	-0.0888884361	0.0987493026	-0.0475597519	-0.1094448684	-0.0288240012	0.0549479551	0.0778470457	-0.0910949784	-0.0241872521	0.1434410597	0.0174933689	-0.1846474223	0.0439604886	0.0604400941	0.0384964613	-0.1541414252	0.0207760735	-0.0220042658	0.0005683615	0.0222855109	-0.0252083809	0.0172187248	0.0609356813	-0.1763566065	0.0225407219	0.0038575996	0.1042876131	-0.0885477398	0.0398215923	-0.1396197053	-0.0618194607	0.0586922721	0.0548615815	0.0387704862	-0.0246366935	0.0115482625	0.115998055	-0.060612778	-0.0779849849	-0.1060671804	0.0409401023	-0.0824064928	-0.0038119284	0.1153119921	-0.1711177286	-0.0159173884	-0.12494027	-0.0424960254	0.0911036034	0.1229952877	-0.0796703391	-0.0685268776	-0.0088047074	-0.0030833072	-0.1217234565	0.1306949123	-0.0210655297	0.0496375661	0.0925630509	-0.0249494281	-0.194967965	0.1139675232	0.1117560484	0.1081019891	-0.018125	-0.042173	0.001778561929	0.000328515625	-0.0406608	0.1082552	0.01171918832704	0.0016533006566399	-0.0372763	0.1071867	0.00138952254169	0.01148898865689	0.000192537	-0.000337484	1.13895450256e-07	3.7070496369000003e-08	4.58881e-05	4.58881e-05	2.1057177216099998e-09	2.1057177216099998e-09	0.000142452	-0.000173481	3.0095657361e-08	2.0292572304e-08	0.0	0.0	0.0	0.0	0.0	0.0
732.4100111092026	-1.363155312950994	536424.4243729824	1.858192407226522	807.3097047163974	-4.196709944786562	651748.9593292767	17.61237436067043	701.4128357493342	-2.8754448560414403	8.268183120135179	491979.96615392255	705.7946454408685	606.0047408237024	0.936664	22.6633	0.200584125	0.124529	0.0873035118	0.0398265606	-0.0672836149	0.0259890645	0.1066482646	-0.0379482457	0.0735435657	-0.0781085628	0.0613714582	0.1112898234	0.0478952287	-0.0599874371	0.0408948279	0.0672423292	-0.0343553196	0.0538846142	0.0313028214	0.1909603956	-0.1003586204	0.0839640471	0.0085362046	-0.0852844421	-0.0436164898	-0.0493065444	0.0947159222	0.0408897107	0.0580504431	-0.1036955978	0.0464363813	-0.0635856122	0.0614514946	0.1867710445	0.0512081651	0.0356115184	-0.0557832697	-0.0106790162	0.1608886209	-0.0281971033	0.0049085541	-0.0696694798	0.0553559014	0.1173403279	-0.0467203564	0.066183891	0.0585134113	0.0106845321	-0.1438457617	-0.0542200189	-0.0607901655	-0.0412576732	-0.0148722019	-0.03066283	0.1406148785	-0.0120595836	0.0178067018	0.0869410196	-0.0936504414	-0.0737996543	0.0139524366	-0.045110289	0.0717417712	-0.1624706052	0.0530031505	-0.0674698307	-0.1116991467	0.1033153296	0.0617476291	-0.0325934386	0.0474844627	-0.0003199195	-0.1043196561	0.0728016571	-0.0888750958	-0.1469155452	0.0640170066	-0.0687339981	-0.083409507	0.0904340775	0.0948252179	-0.0681541268	0.0304104326	0.0725394078	0.0102638439	0.0783793016	0.0850177922	0.038277626	-0.1394628927	0.014279707	0.0425326595	-0.2057612228	-0.1206274838	0.037448058	-0.0670600093	-0.0276750561	-0.0004986814	-0.0336886302	-0.0075178202	-0.1587278857	-0.0618695045	0.0937035774	0.0581607934	-0.0086524709	-0.0119501801	0.0070077907	0.019892093	0.0021204703	0.1136742748	0.110592125	0.105516962	0.00180453	0.0199295299999999	0.0003971861660208	3.2563285209e-06	-0.111392	-0.0707312	0.00500290265344	0.012408177664	-0.13811	-0.1008337	0.0190743721	0.01016743505569	0.000189354	-3.183e-06	1.0131488999999998e-11	3.5854937316e-08	-5.93628e-05	-0.0001052508999999	3.52394202384e-09	1.1077751950809998e-08	0.000215812	7.336000000000002e-05	5.3816896000000034e-09	4.6574819344000015e-08	0.0	0.0	0.0	0.0	0.0	0.0
734.9275765542532	2.5175654450505363	540118.5427799077	6.338135770112505	809.7564436362678	2.446738919870427	655705.4980104562	5.986531342008703	703.2931006066082	1.8802648572739145	3.5353959334992937	494621.1853608567	707.309016908781	609.5136681874931	0.9172	22.19235	0.0814105475	0.0390953	0.074373728	0.0999024478	-0.0217111781	-0.0135933395	-0.0037412912	0.0026914427	0.0760138579	-0.1572438395	0.0072522336	0.0978227821	0.06803502	0.0470194896	-0.0329090749	0.0076324949	-0.0088827724	0.0186061906	0.002127155	0.0761553166	0.077454246	-0.1012130531	-0.0133972553	-0.0175972354	-0.0806070905	-0.0723266538	-0.0588324924	0.041654024	-0.0497905964	0.0191740043	-0.1441954607	-0.1874359471	-0.1561084975	-0.1667376147	-0.0544241981	0.0529210054	-0.0185420774	0.124926079	-0.0971913066	-0.0659673824	0.0855469979	0.0974607752	0.0608775803	0.114898156	-0.0064214534	0.0121039414	0.0419591932	-0.0209813535	-0.0397907661	-0.0388038876	0.0955306652	-0.0092895579	-0.0130654948	-0.1287272643	0.0097856257	0.0552708852	0.1173815399	0.0023501993	0.0545621114	-0.0224088871	-0.0357495847	-0.0521456686	-0.0032363473	0.021717162	0.0183058928	-0.0414180516	0.0685505589	0.0819864933	0.0207018603	-0.0977554988	-0.0493463061	0.0004993768	0.1336891327	0.1001371214	-0.0314693533	-0.0488813605	0.0349662396	-0.062353567	0.0794846091	0.106371179	-0.1429360603	-0.076905357	-0.0859936342	0.1246533152	-0.0037664883	-0.1302884233	0.0071128681	-0.076757247	0.0646270049	-0.0799082255	-0.0236273973	-0.110325581	-0.0417060311	0.1019180454	0.0945247963	-0.0491526803	-0.0322909596	-0.0079231621	-0.004823118	0.0962022842	-0.0515103998	-0.0812915367	-0.1227769348	0.0273289127	0.0438574953	-0.1652511049	-0.0526879562	-0.0174093464	0.1133324686	0.1092392569	0.1025263906	0.0101382	0.00833367	6.94500556689e-05	0.00010278309924	-0.0815565	0.0298355	0.00089015706025	0.00665146269225	-0.125528	0.012582	0.015757278784	0.000158306724	-0.000150554	-0.000339908	1.1553744846399998e-07	2.2666506916000003e-08	-1.89525e-06	5.746755e-05	3.5919725625e-12	3.3025193030025003e-09	0.0	-0.000215812	4.6574819344000015e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
736.2380130783654	1.3104365241122196	542046.4119015794	1.7172438837273158	809.5243771133426	-0.2320665229252654	655329.7171407453	0.0538548710626227	704.0041350570109	0.7110344504027353	0.5055699896595198	495621.82217737	707.1469112177767	613.2255467159665	0.916577	22.17729	0.1067552275	0.0680912	0.0302796448	0.0781433768	-0.0272148625	-0.0299705955	-0.0366542871	0.0259486641	0.0447068212	-0.1135099771	-0.1068663539	0.081179836	0.0147419696	0.1541718341	-0.1148638715	-0.0688331699	-0.0735591077	0.0044846395	-0.0173896975	0.0411201673	0.0010094623	0.0036396775	0.0070889572	0.223731685	-0.1159382923	0.0267068825	-0.0143388241	0.103486173	-0.1570653916	-0.0047656098	-0.0090204563	-0.0154129279	0.0288309242	0.1079783439	-0.0904682149	-0.0250970842	0.0283913236	0.1284846025	-0.1191319812	-0.0341080492	0.0046545325	-0.0854347327	0.0330927871	-0.0317575584	-0.0752708336	-0.0458450166	-0.1580313725	-0.0617337538	-0.1810839896	-0.0187260031	0.0661542126	-0.1801598164	0.1227062746	-0.0695604661	-0.0025407421	0.0827162979	-0.066566256	-0.0401490458	0.1285357195	-0.0792583466	0.0256373015	-0.0056531217	-0.001776009	0.1153529947	-0.0085049135	-0.061517271	0.1744259177	0.0774434746	0.072179541	-0.0216708895	-0.1023825861	0.0145212398	-0.0902031823	0.0367486714	-0.0493474591	0.0196686586	-0.1568108754	-0.0605449747	-0.0072185069	-0.0783101278	-0.0286141091	-0.0332607637	0.158600965	-0.1057256213	0.0341986887	0.0259714289	0.0237632834	-0.0142311672	-0.0614400891	-0.0910404262	0.0630239799	-0.0692839145	0.0254244928	0.118734289	0.0326031817	-0.0752555827	-0.1519764481	0.0964881345	-0.036897538	-0.0767736891	0.1060850505	-0.2329884988	-0.0902839541	-0.0234185986	-0.0869421452	-0.068194522	-0.1293497124	0.063039264	0.1129422506	0.1076997553	0.099141769	0.0101288	-9.399999999999686e-06	8.835999999999409e-11	0.00010259258944	-0.0479316	0.0336249	0.00113063390001	0.00229743827856	-0.0717164	0.0538116	0.00514324202896	0.00289568829456	-0.000479273	-0.000328719	1.08056180961e-07	2.29702608529e-07	-5.93628e-05	-5.746755e-05	3.52394202384e-09	3.3025193030025003e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
737.642710279353	1.4046972009875844	544116.7680282694	1.9731742264623544	808.8102752699411	-0.7141018434014086	654174.0613822379	0.5099414427492899	703.381517012887	-0.6226180441238967	0.3876532288686665	494745.5584753503	706.8837381880128	623.6072203477274	1.199997	29.034845	0.24002715	0.147025	-0.0298977285	-0.0028482676	0.0346750755	-0.0011815976	0.040082387	-0.0634524355	0.0385393194	-0.1092241758	0.0338112301	-0.0020607707	0.0080374832	-0.1792661666	0.0800551968	-0.1791753248	-0.0265991689	0.0238107022	-0.0446060606	0.0535200045	-0.0900124411	0.0019867211	-0.0398523455	-0.1156975735	-0.0267216398	0.0111643387	-0.0876159667	-0.1803982139	0.0994225264	-0.0655877397	0.0087716584	0.0121787422	0.0339003027	0.033864144	-0.1292645915	0.0666780957	0.0107502533	-0.0648258743	0.051729635	-0.0614900515	-0.0924694283	-0.0529652678	-0.0969047593	0.1031259134	0.017982526	0.073782322	0.0548884198	0.12165672	-0.0654981478	-0.0239663104	0.0404394749	-0.0846714793	-0.0163682301	0.1628030726	-0.1911651808	-0.1825596684	-0.1436859317	-0.0563769425	0.0706759167	-0.0556455173	0.0974697429	-0.0819038801	0.0433506275	-0.1058479528	0.0485541122	-0.0281091088	-0.1369488399	0.151144187	-2.79382e-05	0.0566348384	-0.0827565412	-0.0074457145	0.037048561	0.0937401615	0.2660201181	0.1050117165	0.0669593305	-0.136618389	0.0029674595	-0.0057468271	0.084305291	-0.1013648315	-0.0191319421	0.0202674297	0.0357166586	0.0584438472	-0.047411989	0.0832533749	-0.0715713397	-0.0725747579	0.0450287705	0.0820624633	0.0335686599	0.0883212076	-0.2073437165	-0.0517131674	-0.1070825148	-0.0302460349	0.0733066712	0.0883326257	0.1490870854	0.0533143289	0.0402555986	0.0061091533	-0.0415687431	0.1098166462	0.0302821432	-0.104275393	0.1125037874	0.1059762505	0.0953761056	0.0161957	0.0060669	3.680727561e-05	0.00026230069849	-0.14476	-0.0968284	0.00937573904656	0.0209554576	-0.173475	-0.1017585999999999	0.0300935756249999	0.0103548126739599	0.000111041	0.000590314	3.48470618596e-07	1.2330103681e-08	-5.93628e-05	0.0	3.52394202384e-09	0.0	0.000117151	0.000117151	1.3724356801e-08	1.3724356801e-08	0.0	0.0	0.0	0.0	0.0	0.0
