global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	c_comp_cor_14	c_comp_cor_15	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
728.3442331109112	n/a	n/a	530485.3219059213	904.1590700426603	n/a	817503.6239404083	n/a	664.9952589597913	n/a	442218.6944389999	n/a	692.2259773310659	585.083882445858	n/a	n/a	n/a	n/a	-0.0396699896	-0.0494212298	0.165929707	0.0281770811	-0.1096029107	0.0689126598	-0.1418597938	0.2422231094	-0.0364802044	0.0425838193	0.0554999292	-0.0228359277	0.0741399373	-0.2210431115	0.0899544635	-0.1794184538	0.0628160467	-0.1328236185	0.0214718049	-0.0808551484	-0.1698358488	0.1583125542	0.0216359642	-0.0295783065	0.0160734256	-0.0471425243	0.0032738247	-0.0153192182	0.083132748	-0.0112713742	0.0595197515	-0.1515811716	0.0274249352	-0.0100683282	0.0680799282	-0.0567960087	0.027790586	-0.0011793704	0.0040118116	-0.0406126774	0.0609394587	-0.0549778695	0.0287719227	-0.0245131471	0.0967163264	0.0033559545	0.0268935726	-0.0314730196	0.0608542848	0.0400387233	-0.0983983756	-0.0102914816	0.0692946655	-0.0584871987	-0.0796701605	0.0425513365	0.009766754	0.0167672647	0.0076031763	-0.0182423692	-0.0601559553	0.050384571	0.0825295226	-0.1021499191	-0.0257203269	-0.0363330251	0.0264545449	0.0416998611	-0.0364255475	-0.0769024336	0.2089086995	-0.0719647317	0.0713670202	-0.0536058586	0.007182546	-0.0904215865	0.0007832424	-0.0764567862	0.1030296416	-0.0136573246	0.035917149	-0.0818623752	0.0789890726	-0.0838981296	0.0109788756	-0.1017518989	0.0292600789	-0.0364701544	0.0498035474	-0.060753679	0.0235370794	-0.0955374639	0.0339835228	-0.0791668154	0.0495857791	0.0070324771	-0.022470699	0.0014972985	0.09549648	-0.0253541309	-0.0377383436	0.030167689	-0.0363880168	-0.0395087529	0.0908989791	0.0309720139	0.1726257857	-0.1105833578	-0.0233545573	0.0932325005	0.0452442718	-0.0781553011	-0.0030730773	-0.0155433361	0.1147017419	0.1146833673	0.1146527451	0.153011	n/a	n/a	0.023412366121	0.0256936	n/a	n/a	0.00066016108096	0.0148601	n/a	n/a	0.00022082257201	0.00509153	n/a	2.5923677740900004e-05	n/a	-0.00702415	n/a	n/a	4.93386832225e-05	0.00316992	n/a	1.00483928064e-05	n/a
726.9257690136892	-1.4184640972219995	2.0120403951078223	528421.0736561434	899.2310537771142	-4.928016265546148	808616.4880770992	24.285344313487403	665.9665364320613	0.9712774722700032	443511.427647316	0.943379928139207	693.341456777568	588.7122386617905	1.176118	24.41885	0.1146406	0.0862604	-0.0111998131	-0.1853337404	0.0846938687	0.0898889364	0.0097217932	0.0001188977	-0.2312131765	-0.064408082	-0.1234841679	0.0651622749	0.1509308529	0.0998590809	0.0359117293	-0.1207101275	-0.0877990943	0.2007260016	0.0480643696	0.0449039298	0.1190309929	0.0056021527	-0.2220501523	0.1402188352	-0.0225922285	0.0859605005	0.0184649775	-0.1498843967	0.0851700241	0.0071863	0.0425179253	-0.0863544664	0.0216828119	-0.0075666522	0.0391461762	0.034550445	0.0829459023	-0.0512057492	-0.0811087611	0.0021930012	0.0501637749	-0.0372168853	-0.0993601018	-0.0613408714	0.119660665	0.0977671851	0.0298582458	0.0732342957	-0.0545300426	0.0673741184	0.0821040759	0.0581724654	-0.0156765432	0.0293917542	-0.0333957937	-0.1014689468	-0.0924721311	-0.0257572496	0.097830979	0.0334425341	-0.0372034232	-0.0157313095	0.0872467971	0.0280594461	0.0805781438	-0.0501894827	-0.00437268	0.0662554239	-0.176427828	-0.1388596448	0.0649268977	-0.1146258806	0.1889413733	0.0201309816	0.0715542525	-0.0385125306	-0.1421389156	0.0494734764	-0.1035717019	-0.1472118774	0.1484046081	-0.0128984262	0.0432573716	0.0173044127	0.0216142035	-0.039025345	-0.0704942002	-0.0031339858	-0.0178901049	0.0642672591	-0.0924204591	-0.0168691722	-0.0642323337	0.0579279458	-0.1278450803	-0.0611536073	0.004103354	0.0945172575	-0.0318474629	0.1102646269	0.0929067528	0.0267237419	-0.0640532645	-0.0532963972	-0.0035212495	-0.0900056377	0.0731483563	0.1478770849	-0.0212989186	-0.0813594337	0.1233073359	0.111513199	-0.0796641992	-0.067728555	-0.0874874638	0.089326057	0.1146527451	0.1144874327	0.1142120884	0.0701885	-0.0828225	0.00685956650625	0.00492642553225	0.0237985	-0.0018951	3.591404010000001e-06	0.00056636860225	0.0145166	-0.0003435	1.1799225000000005e-07	0.0002107316755599	0.00505609	-3.54400000000003e-05	2.55640460881e-05	1.2559936000000211e-09	-0.00672718	0.0002969699999999	8.819118089999984e-08	4.52549507524e-05	0.00291074	-0.0002591799999999	8.472407347600002e-06	6.717427239999995e-08
725.3828502152802	-1.542918798409005	2.3805984184838875	526180.2793864437	899.3910462345717	0.1599924574575197	808904.2540469175	0.0255975864432962	665.9296074316869	-0.0369290003743572	443462.24205412064	0.0013637510686492	693.5458985810046	580.3326061869865	1.050177	21.804047	0.14556204	0.0832655	-0.0369780013	-0.1871427805	0.0314564642	0.1423363026	0.0480416672	0.1504269453	-0.1127858701	0.0318395677	-0.0370538739	-0.0824086344	-0.0794170569	0.0687386869	-0.0404158252	0.0218553936	0.1014961314	-0.1528862652	-0.1673263595	0.0846353269	0.0241506661	0.0369788176	-0.1887126487	0.0707631088	-0.0601524701	-0.1010231993	-0.0445769432	0.019105871	0.0473426034	-0.0727710357	-0.0183066865	0.0160537658	-0.0098864578	-0.0147996903	-0.0920791022	0.0536909741	-0.0257401594	-0.0124887639	0.0373859532	-0.1026195947	0.1484944679	-0.0087337617	-0.1085039442	-0.0731246161	0.1850942324	0.0169269433	0.0225356188	0.0629015485	-0.1102066058	0.1512236424	0.1347544475	-0.1241993631	0.0326317847	0.0118845066	-0.0079093698	0.0478055294	0.095736171	0.0805496661	-0.0401883325	-0.0608149191	-0.0416036994	-0.1269420395	-0.0196384038	0.033621996	0.0574036907	-0.0199921783	0.0400670491	0.0548363082	-0.010662988	0.1305322495	0.0816938559	-0.1646904923	0.1184247226	-0.0164586144	-0.0254743418	0.0270238944	0.0376813345	-0.1218835041	0.0566602853	-0.0793945319	0.0265281564	0.0217677371	0.0199714354	0.0001296949	0.0389600127	-0.0341730475	0.0823062973	0.0500333253	-0.0306129874	0.15476279	0.0431956144	0.157357681	-0.1449947144	0.0365905989	-0.0872602393	0.0558361892	-0.1113209552	0.0922269911	0.0089663215	0.0206558716	0.139720812	0.0336897935	-0.1456897887	0.1172669791	-0.1224621572	0.0649190553	0.0748297855	-0.0230901255	-0.0962261896	0.0264736903	-0.1261429875	0.0452333936	-0.0959909529	0.0681823452	0.040093666	-0.0954642931	0.1145547726	0.1140958982	0.1133324686	0.143321	0.0731325	0.00534836255625	0.020540909041	0.0304362	0.0066377	4.405906129e-05	0.00092636227044	0.00788526	-0.0066313399999999	4.39746701956e-05	6.21773252676e-05	0.00470534	-0.00035075	2.21402245156e-05	1.2302556250000025e-07	-0.00613095	0.00059623	3.5549021290000066e-07	3.75885479025e-05	0.00267451	-0.00023623	7.153003740100001e-06	5.580461290000001e-08
724.9613714210346	-0.4214787942455587	0.17764437399869	525568.9900526673	898.6135687629858	-0.7774774715859394	807506.3459649493	0.6044712188236652	665.1426392431034	-0.7869681885835007	442414.7305392812	0.6193189298423963	692.0800700942257	573.4815126412399	1.038398	21.559477	0.13222894	0.0976261	-0.0638606575	-0.1515487524	0.0990857525	0.0912681112	-0.0599637165	0.138662488	-0.0788363307	-0.0004888058	0.1448568716	-0.0238934362	-0.0279523007	-0.060281647	-0.1223829346	-0.1243789371	0.0337286377	-0.1041041265	-0.1359036298	0.1121847229	0.1452868988	-0.0751308859	-0.1644658234	0.0667870043	-0.0309345852	-0.0524642027	0.0344273522	0.0771842513	0.0932069427	0.0024347778	-0.0914581125	0.1792085417	0.1124544617	0.0313444294	0.1156185671	0.0197054424	-0.0512127658	0.1324592406	0.0036286264	0.0855491217	-0.0036893211	0.0950980884	0.0669710033	0.0079684729	0.1240049946	-0.0337054441	-0.0268859994	0.06018951	-0.2356466242	-0.1062468735	-0.0597085467	0.1019793327	-0.1373985394	-0.072922338	0.0752622179	0.0625574818	-0.0806289594	-0.0573754442	-0.0702227628	0.0756212829	0.0647271482	-0.0613796918	0.1884841903	0.0110543013	0.012639005	-0.0006654495	0.0569938493	0.0659304144	0.081902858	0.0922271353	-0.0236571096	-0.1194351575	0.1360707079	-0.1002502848	-0.0586338976	0.1263729304	-0.0128985804	0.0097860322	-0.0711679732	0.0019010331	-0.0150846287	0.0358579238	0.1410713236	0.0734686357	-0.1402344409	-0.1415669959	-0.0368638803	-0.0614537049	-0.0522769705	0.1442539212	-0.1009509207	-0.0995142117	0.0549004204	-0.096710363	0.045936144	0.1995291463	-0.0160916801	0.046085469	-0.0040025152	-0.07671742	0.0191728546	-0.0057891802	0.0913921413	0.0618622615	0.065678726	0.0087484471	0.1598903782	0.0367166954	-0.0150501147	0.0792971172	-0.0561378128	0.0144137324	-0.0127933197	-0.0851889634	0.1999833082	-0.0316260003	0.1144078661	0.1135094328	0.1120172664	0.0498795	-0.0934415	0.00873131392225	0.00248796452025	0.0277993	-0.0026369	6.953241610000006e-06	0.0007728010804899	0.0165073	0.00862204	7.433957376159999e-05	0.0002724909532899	0.00430594	-0.0003993999999999	1.8541119283600003e-05	1.5952035999999952e-07	-0.00628212	-0.00015117	2.285236890000025e-08	3.94650316944e-05	0.00267451	0.0	7.153003740100001e-06	0.0
725.6296981403821	0.6683267193474194	0.4466606037936843	526538.458823302	898.2220617961138	-0.3915069668719297	806802.8722972617	0.1532777051092583	664.4824830036843	-0.660156239419166	441536.9702187415	0.4358062604440552	691.3117692963848	573.9931187441337	1.114037	23.129913	0.1382377	0.0861998999999999	-0.068013361	-0.0394076052	0.2099732954	0.0449818039	-0.066019554	0.1594152646	-0.0730121457	0.0173873197	-0.047580473	-0.1631151612	0.0022959517	-0.005172167	-0.1217238036	-0.0579357125	0.1126487626	0.1172853654	0.1025893596	-0.1603438286	0.1436840205	-0.0788391349	-0.1526998848	0.0705284179	-0.0253695646	-0.0202494525	-0.0148238348	0.0551735834	0.0103211505	-0.1879610179	-0.0647849143	-0.0383993109	-0.1057690974	6.88734e-05	-0.0768264872	0.0798199996	-0.0266033778	-0.0359952704	-0.0961217169	-0.1256050461	-0.0489312877	-0.065534567	-0.0931571902	-0.1108166442	-0.0231944345	0.0361193711	-0.1462948902	-0.0154992611	-0.1196134942	-0.0063683737	-0.059917292	0.1251775786	0.0710067286	0.0944852556	-0.0203006263	-0.0236742149	-0.0051705658	-0.0799081852	-0.0826713147	0.0451568597	0.0240251111	0.0998620361	-0.0608694189	0.0732483485	-0.0310224564	-0.0084616614	0.0194880734	-0.0524373599	-0.0587951199	0.0913792699	-0.039067099	-0.1154049677	0.1556842975	0.0314928637	-0.0254110948	0.048993219	0.0891380739	-0.0887564786	-0.0950871523	0.0305037911	0.0951929923	0.0685043478	0.053813742	-0.0560519353	-0.0777018995	0.0834785582	0.0899960291	-0.0403320417	-0.1832341114	0.0374090947	0.0523567745	0.0954252372	-0.0884079081	-0.0446722439	-0.0696735461	-0.0007469903	-0.0524680205	-0.1171828659	-0.0287523949	-0.0123038077	0.1418851277	0.07089602	0.0722096372	-0.2263811821	0.0543770185	-0.0542773351	-0.0985387176	0.0242803494	0.0212005798	0.0104986842	-0.0521858299	-0.0563688047	-0.0263292349	-0.15067072	-0.0391176112	-0.0700413925	0.1142120884	0.1127290384	0.1102715368	0.124619	0.0747394999999999	0.0055859928602499	0.0155298951609999	0.0486749	0.0208756	0.00043579067536	0.00236924589001	0.0263864	0.0098791	9.759661681000004e-05	0.00069624210496	0.00420263	-0.00010331	1.76620989169e-05	1.0672956100000114e-08	-0.00573056	0.00055156	3.042184336000005e-07	3.28393179136e-05	0.00267451	0.0	7.153003740100001e-06	0.0
727.4299058577935	1.8002077174114677	3.240747825827806	529154.2679362784	896.721454573307	-1.5006072228068206	804109.3670920675	2.251822037139999	664.835009479379	0.3525264756947308	442005.58982944593	0.1242749160657476	690.8787685620255	586.1601245570253	1.075289	22.325426	0.1424951199999999	0.0878030999999999	-0.0344238355	-0.0521175006	0.1767502703	-0.0102734184	-0.0784227845	0.0918048449	-0.0735991522	0.088897116	0.1103083806	0.0733827403	-0.0042179525	0.086770421	-0.0104084874	0.0161966855	0.0231067317	0.0263969321	0.0487652507	0.0592563091	0.0648959638	-0.0513228732	-0.1653829204	0.1313474082	0.019065742	-0.0600083575	0.0084076427	0.0316409746	0.0747481398	0.0155386933	-0.0765093806	-0.0386041922	0.1475221179	0.0812959596	-0.041076802	-0.0440003867	0.1194173565	0.0422998598	-0.0021980826	-0.0349721022	0.067943444	0.0379245327	-0.0478233681	-0.0262129923	-0.2548055514	-0.0241886252	0.0453820623	0.0606090691	-0.0520486662	-0.023784933	-0.101527318	-0.0010588404	0.0401283554	-0.0727569761	0.0052995425	0.1688274557	0.0674946828	0.087896689	0.0422627264	-0.0527563022	-0.0958147175	0.027168654	-0.0929600825	-0.0283840183	-0.0014517473	0.0705170884	-0.0574664684	0.0778051091	0.0720358937	-0.1200855838	-0.06455433	-0.0752515831	0.131379419	-0.1584800043	0.0432930093	0.0100194431	-0.0824082181	0.0160821874	0.0216974619	-0.0622721497	0.0098455407	0.0163127714	-0.0547428352	-0.0465740774	-0.1470845203	-0.061822785	-0.1631644248	0.0596714299	-0.0131623028	0.0399584026	0.0347252206	0.0062634514	0.1125402938	-0.0038011686	-0.0265876069	0.0665041712	-0.0774160812	-0.2546468191	0.1277139569	0.0714922044	-0.074174929	-0.0362580093	0.017043226	0.0272147117	0.0397345816	0.0008930812	-0.018985089	0.0642497463	0.0196565651	0.096646347	-0.0525096248	-0.1519256923	0.0540646639	0.1721146965	-0.152684789	0.0009180077	0.1139675232	0.1117560484	0.1081019891	0.0535245	-0.0710944999999999	0.0050544279302499	0.00286487210025	0.0383025	-0.0103723999999999	0.0001075866817599	0.00146708150625	0.00628868	-0.02009772	0.0004039183491984	3.95474961424e-05	0.00420263	0.0	1.76620989169e-05	0.0	-0.00648393	-0.0007533699999999	5.675663568999996e-07	4.20413482449e-05	0.00260927	-6.524000000000026e-05	6.8082899329e-06	4.256257600000034e-09
727.7492968703132	0.3193910125196453	0.1020106188783242	529619.0390952352	895.8340387817307	-0.887415791576359	802518.6250399874	0.7875067871390958	665.5126006832173	0.6775912038383467	442907.0216681395	0.4591298395190999	692.1988282570129	592.2582007057777	1.056846	21.942507	0.1281164199999999	0.0820363999999999	0.0101698159	-0.0961840289	0.1307148363	-0.0198917129	-0.0097708093	0.0536325832	-0.1696605119	-0.0727449089	-0.0387239486	-0.0403543046	0.0689408588	0.0433790403	0.0326869258	-0.0235516603	-0.0050041132	-0.0225396932	0.0716346382	0.109787203	-0.0226709221	-0.0238242015	-0.1483781818	0.111210291	-0.0404258801	0.0738264654	0.0419677816	-0.011246845	-0.0880413671	0.0187301633	-0.0498523588	0.0013265406	0.0254944728	-0.116164025	0.0312256786	0.0807792099	-0.0230100635	-0.1089808002	-0.0006953795	0.0403269414	0.0134980265	-0.0027858593	0.066748383	-0.04033179	-0.0868180669	0.0321387457	-0.0447504202	0.0618744577	0.0153634876	-0.0268759159	-0.0834157283	0.0544348997	0.0193980627	-0.031637363	0.1127777981	0.0352221944	0.0901755322	0.0328285444	0.1666070269	-0.0898980002	-0.065391538	0.0309699296	-0.0244693095	-0.1002315401	-0.0612960571	0.0518621054	0.2009207915	0.0441359794	0.1289249228	-0.0449403812	0.006134085	-0.0321463277	0.1752829973	0.0725766669	0.0966055653	0.0607689117	-0.0574596713	0.0017650947	-0.0271827645	-0.0006924383	0.0336748514	0.028833788	-0.0162771355	-0.0360190987	0.0025142326	0.0366430602	-0.0627438296	-0.0560401052	-0.0724650166	0.0218572722	0.0297144704	-0.0276398301	0.1057524867	-0.1032670093	-0.0078478378	-0.1169854608	0.04869795	0.0790812245	-0.0127538324	-0.0497522589	0.0442628147	0.0165907335	0.005956385	-0.0123591298	0.0952890894	-0.0634902592	-0.0674111513	-0.0134944124	0.037438641	-0.0421200586	0.1752136027	-0.0989030239	-0.0053430801	0.2716228253	-0.0308468568	-0.0190159156	0.1136742748	0.110592125	0.105516962	0.113706	0.0601815	0.0036218129422499	0.012929054436	0.0411654	0.0028628999999999	8.19619640999997e-06	0.0016945901571599	0.0069077	0.00061902	3.831857604000006e-07	4.771631929e-05	0.0045254	0.00032277	2.047924516e-05	1.041804729e-07	-0.00558288	0.0009010499999999	8.118911024999992e-07	3.1168549094400005e-05	0.00267451	6.524000000000026e-05	7.153003740100001e-06	4.256257600000034e-09
727.0805039768127	-0.6687928935004948	0.4472839343967641	528646.0592631759	897.0601956661445	1.2261568844138535	804716.9946485815	1.5034607051954887	665.5724928074609	0.0598921242435608	442986.7431819376	0.0035870665464061	692.5453285249355	592.9326351149915	1.027613	21.335556	0.09922254	0.0541433	0.0137405413	-0.1405614772	0.0650713085	-0.0093311622	0.0568711964	0.0393947417	-0.1887829597	0.0892817161	-0.0314509348	0.070425143	-0.0036710254	0.0916936128	0.1300363811	0.0212093515	-0.033377273	0.0129346123	0.0320781654	-0.047539498	0.0216658766	0.003082062	-0.1357980391	0.1704864209	0.0008665108	-0.0115059752	0.0066461894	-0.126696126	0.0008038125	-0.0550008275	-0.037304835	0.0989731194	-0.066138515	0.0357405097	-0.0274502387	-0.1360900545	0.0156566044	0.1114908412	0.1234101607	0.0168957147	-0.0397064268	-0.1163434903	-0.0511352987	0.108309519	-0.1688304552	-0.1461368452	0.0804078987	0.068899959	0.1238468487	-0.0425562927	-0.0111511644	0.0479846802	-0.0096314231	0.138781758	-0.081639713	-0.152157332	-0.0492326022	-0.0134266414	0.0296330599	0.1105028672	-0.0524423123	-0.0838180873	0.0392379284	0.1279421338	0.0343488796	0.0308840519	-0.0344805104	-0.0299573179	-0.0079580228	0.0575623835	0.0490615982	0.0031134646	0.1588765233	-0.1241333987	0.0770416103	-0.0336978705	-0.0951240477	-0.0650909676	-0.0224243996	-0.0788218176	0.0795921279	-0.0107751469	0.02230651	-0.0002482078	-0.0119986714	-0.0431085696	0.1076178579	0.1287430072	0.043015084	0.0160044848	-0.1065854017	0.1295318162	0.0916834094	-0.1314231714	-0.0131515532	-0.0005522422	0.1767974032	-0.147442732	-0.0288569946	-0.034367133	-0.1521505997	-0.0933868098	-0.038569183	0.0389937484	0.0617998355	0.0442346775	-0.0744777734	-0.1144236805	-0.0555653579	-0.0395346528	-0.0771155294	0.0035500915	-0.0273334069	-0.0665671174	0.0088270911	0.1351778358	0.1133324686	0.1092392569	0.1025263906	0.0831298	-0.0305761999999999	0.0009349040064399	0.00691056364804	0.0318042	-0.0093612	8.763206544000001e-05	0.00101150713764	0.00283956	-0.00406814	1.6549763059599997e-05	8.0631009936e-06	0.0037852	-0.0007401999999999	1.432773904e-05	5.478960399999998e-07	-0.00560653	-2.365000000000006e-05	5.593225000000029e-10	3.14331786409e-05	0.00233402	-0.00034049	5.4476493604e-06	1.159334401000001e-07
726.1777446681715	-0.9027593086411798	0.8149743693383009	527334.116851352	895.6670410048081	-1.393154661336439	802219.4483423085	1.940879910403448	664.955890407271	-0.6166024001898904	442166.3361873266	0.3801985199199338	691.8460010503642	586.6895161860217	1.044386	21.683796	0.10518234	0.0582324	-0.01046885	-0.1332517766	0.0284288316	0.0199172677	0.032587974	0.1179320242	-0.1514596094	-0.0866433033	-0.052420783	0.0259769681	0.0426362763	0.0191454073	0.0570842759	0.1201573506	-0.0752935194	0.0471343151	0.0051099147	0.0699402244	-0.1279390778	0.0085051666	-0.1109326429	0.0424060747	-0.1921701134	0.1109151363	-0.0570895817	0.0141300415	-0.0187941422	0.0396186859	-0.0366888991	-0.003904462	0.0952322222	-0.0937662887	-0.053839785	-0.0453548323	0.0263223611	0.1362316121	0.0357066825	0.0142016244	0.0226182742	0.0250048866	-0.0219731616	0.1311413324	-0.0430409561	0.0536134799	-0.1226316409	-0.1509368083	0.0600745654	-0.032177405	-0.0133900189	-0.153955903	0.0192492235	-0.0262416982	-0.0418354759	0.0489876079	0.0042171598	-0.0728060599	-0.038033659	-0.0550433859	0.0016889672	0.09269291	0.0353276472	0.1675734327	-0.069606186	-0.0169191852	-0.0310304525	-0.0288540975	-0.036874532	-0.2124069367	0.0574575201	-0.0542067193	0.0706461323	0.1144363058	0.0154890648	0.0504064797	-0.2050359559	-0.0801128444	0.0921934313	0.0190305006	-0.0178309261	0.0620882305	-0.0312200445	-0.0646005942	-0.0499443311	0.048147823	0.0533759769	-0.0525756771	-0.0400405596	0.0316509549	-0.0990609815	-0.020785537	0.1315670622	0.2020258342	0.0827893818	0.0818715272	-0.0224288871	-0.0057703192	0.0578530847	0.0239523138	-0.1228941591	0.0284370191	-0.0473941029	0.0334472256	-0.0442916038	0.0034802275	-0.1367851633	-0.0133750035	-0.1125737744	0.0536570552	0.2583716618	0.1662064972	-0.0579628223	0.0360175601	-0.108519404	0.0394581518	0.1129422506	0.1076997553	0.099141769	0.0869922	0.0038624	1.4918133760000014e-05	0.00756764286084	0.0462268	0.0144226	0.00020801139076	0.00213691703824	0.0143364	0.01149684	0.0001321773299856	0.00020553236496	0.00350574	-0.00027946	1.22902129476e-05	7.809789160000004e-08	-0.00459673	0.0010098	1.0196960399999998e-06	2.11299266929e-05	0.00211527	-0.00021875	4.474367172899999e-06	4.785156250000008e-08
726.4260767988187	0.2483321306472135	0.0616688471117847	527694.8450533233	897.4531714903236	1.786130485515514	805422.1950180401	3.1902621112878857	664.6943211785589	-0.2615692287121192	441818.5406070252	0.0684184614090529	691.3789013005064	580.2219366582372	1.072578	22.269138	0.0345658899999999	0.0163826	-0.0260086568	-0.1469046184	0.0230766489	0.0962538991	-0.0024024906	0.0808395329	0.0166972272	0.0949780848	0.0661040557	0.0575191188	-0.1342220379	-0.0111158556	0.0699893769	0.1369675084	-0.0059852959	0.053975663	0.0571238177	0.1060167364	-0.2120343362	-0.0096003497	-0.1025471163	-0.0382993083	-0.1118587135	-0.1232821673	-0.1075388447	0.0156436991	-0.052483461	-0.0020439824	0.0002388539	0.0090156784	0.0355731884	0.1039130238	-0.1481650794	0.0264288841	0.05827836	-0.0454910057	0.1432081464	0.0635889784	0.0218835191	0.0698665696	-0.0749253219	0.1037384174	0.1145492497	0.0388677939	-0.0317825093	-0.0727972092	0.1966161629	0.0043541145	-0.0607552447	-0.1917706023	0.0351260636	0.0460529244	-0.0329432534	0.0003090508	0.1095668737	0.0279584428	0.0079283476	0.092741426	-0.0108249846	0.0913450677	-0.0047279023	0.0348740235	0.1275176312	-0.0305413897	-0.0371050207	-0.0666833744	-0.0680371316	-0.0122163441	0.0082621515	-0.1495895808	-0.0154856704	-0.0568260089	-0.0455423451	-0.0172412615	-0.0249804122	-0.1828390366	0.1094890731	-0.0223159208	-0.162763897	-0.0689554871	-0.1117611092	0.0136080126	0.0273263155	0.0029239462	0.0141515466	0.1181029007	-0.0171056308	0.0210231145	0.129957288	-0.0332059644	0.0083841977	0.1299818872	0.0321350792	0.0493455328	-0.1585295023	-0.0630158423	-0.0758898117	-0.0692169349	-0.0376625483	-0.0824067187	-0.0970873977	0.0521674302	-0.0722878901	0.0851534959	-0.1372209942	-0.0167339783	0.1295922359	-0.0678744501	-0.083953125	-0.0820917343	-0.0516105581	-0.043422104	-0.1227120398	0.09789485	0.1125037874	0.1059762505	0.0953761056	0.0806632999999999	-0.0063289000000001	4.005497521000138e-05	0.0065065679668899	0.0399993	-0.0062274999999999	3.878175624999996e-05	0.00159994400049	0.00899041	-0.0053459899999999	2.8579609080099984e-05	8.082747196810001e-05	0.00360372	9.798000000000012e-05	1.29867978384e-05	9.600080400000022e-09	-0.00466515	-6.841999999999959e-05	4.681296399999944e-09	2.17636245225e-05	0.0019484	-0.0001668699999999	3.796262560000001e-06	2.7845596899999916e-08
