global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
754.4391650966176	n/a	569178.4538316814	n/a	870.3481747640972	n/a	757505.9453151955	n/a	736.5332272422792	n/a	n/a	542481.1948319268	738.6629079303269	596.4954597153063	n/a	n/a	n/a	n/a	-0.0654152821	-0.003715079	0.079902887	-0.0349767963	0.0176749311	-0.059048791	-0.080848661	0.0932072914	0.0098441976	-0.0827818844	0.023939873	-0.0699876583	0.0196096547	0.0157829636	-0.0907317658	0.0958368071	-0.0208251905	-0.000173227	0.0745912104	-0.0818340718	0.0900721864	-0.0178574783	0.0397238736	-0.0382134114	0.0748553228	-0.0676675682	0.0571438685	-0.0916192938	0.0372437441	-0.0095281616	0.1890652473	-0.0259007197	0.0514253953	-0.0643664711	0.0187179859	-0.0904166568	0.1339605962	-0.0385302738	0.0298975014	-0.0701337594	-0.0173656681	-0.0053077031	0.119672832	0.0248537943	-0.0801873988	0.0300670111	0.0059849833	-0.0093786876	0.0991563253	-0.0718549265	0.1063519399	-0.014660308	-0.0227260752	0.029579742	-0.0562131898	0.1062843769	-0.0800092262	0.0866237084	-0.0323661076	0.0085833875	-0.1256676533	0.0315775011	-0.1671392056	0.0430432107	-0.0449765133	0.0170646182	-0.014633302	0.0626519286	-0.0068976671	0.0156675126	-0.0088613659	0.1147017419	0.1146833673	0.1146527451	-0.0123192	n/a	0.00015176268864	n/a	-0.018359	n/a	0.000337052881	n/a	-0.0336993	n/a	n/a	0.00113564282049	-0.00152301	n/a	2.3195594601e-06	n/a	-0.00126006	n/a	n/a	1.5877512035999998e-06	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
753.6660203489672	-0.773144747650349	568012.4702286499	0.5977528008193219	862.5933550270842	-7.754819737013008	744067.2961368812	60.1372291535665	737.1435717354121	0.6103444931329705	0.3725204002977426	543380.6453508408	737.625553671975	594.4489864666676	1.03287	27.817745	0.1959171	0.112523	-0.0687989779	0.0047351474	0.0754226479	-0.0768138511	0.0415860383	0.0113722262	-0.0531062833	-0.0205924107	-0.087421854	-0.1372583002	-0.0646209887	-0.0791010888	0.0014569215	-0.0418206858	-0.1186998735	-0.0711115412	0.0492934526	-0.0591385035	0.0976301885	-0.0751233678	0.1667470535	-0.016343812	-0.0239798694	-0.0173228514	0.0200748515	-0.0431533797	0.028076662	-0.0096651002	0.0726225906	0.0623980261	0.1726690188	0.0142912242	0.0125270023	-0.0155693824	-0.0447338772	-0.0822006939	0.0111894588	-0.1501607326	-0.0454488188	0.0234298223	0.0994736328	-0.0664801509	0.1167265137	-0.0784913004	-0.0690297899	-0.015940262	-0.0062918253	-0.0974018423	0.0757714237	0.0056994974	-0.0784516147	-0.0939555969	-0.0756597141	0.056052941	-0.0919915325	0.0896647625	0.0296425329	0.1088499857	-0.0658639367	0.0128656379	0.0094400021	-0.0163667061	-0.1507836463	0.0816139624	-0.0547105904	-0.0008653098	0.0733458706	0.0610969356	-0.112814073	0.1640879409	0.0454629081	0.1146527451	0.1144874327	0.1142120884	-0.0203075	-0.0079882999999999	0.0004123945562499	6.381293688999998e-05	0.0721585	0.0905175	0.00520684912225	0.00819341780625	0.019735	0.0534343	0.00285522441649	0.0003894702249999	-0.00085127	0.00067174	7.246606129e-07	4.512346276e-07	-0.00105226	0.0002077999999999	4.3180839999999983e-08	1.1072511076e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
753.3696836894529	-0.2963366595142815	567565.8803023463	0.0878154157720832	865.2715889093763	2.6782338822921474	748694.9225737567	7.172936728257668	736.6586916822398	-0.4848800531723327	0.2351086659644042	542666.0280309892	738.0227734263133	587.6303920345614	0.997637	26.86883	0.26793886	0.157846	-0.0662465259	0.057452245	-0.009923909	-0.1384495349	0.0126925718	-0.0457908909	-0.0666620131	0.0183159637	-0.1498389709	0.0605538945	-0.0398553899	-0.0714986141	0.0694202341	-0.0640303147	-0.0660749842	0.072875952	-0.0144860398	-0.0685625335	-0.0070591481	0.0500565123	-0.0592212541	-0.0276127443	-0.1625099336	0.0201023999	0.023370709	-0.0737680069	-0.0120185236	-0.0323490101	0.0892323319	0.027974845	-0.0427446631	-0.0200461571	-0.079108443	-0.1185500838	0.1314309875	0.0842287116	0.0256194875	0.0638898924	0.0022496223	0.0080902335	-0.0248744872	0.1026515574	0.062873623	-0.0920256781	-0.0733162283	-0.045951364	0.0385060651	-0.0162074348	0.0974204553	0.0651202445	0.0142246757	-0.0762457862	0.1391013581	0.0534819605	-0.0043593791	0.0881732439	0.0983122083	-0.0928134439	-0.0090611461	-0.0256490596	-0.0943683559	-0.0130509282	0.0291821059	-0.1143511184	-0.0751015432	-0.0560219257	-0.097018709	0.0675605894	-0.0872217843	-0.1161707408	0.0812792936	0.1145547726	0.1140958982	0.1133324686	-0.0083724899999999	0.0119350100000001	7.009858880009831e-05	0.0001424444637001	-0.0801295	-0.152288	0.00642073677025	0.023191634944	0.0466913	0.0269563	0.0007266421096899	0.0021800774956899	-3.3663e-05	0.000817607	1.133197569e-09	6.68481206449e-07	-0.000334676	0.000717584	5.149267970559999e-07	1.12008024976e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
750.9109693575017	-2.458714331951228	563867.2839014229	6.045276166142373	853.9024213874065	-11.369167521969755	729149.345251276	129.25797014261195	735.7112909718803	-0.9474007103594886	0.8975681059896636	541271.1036635108	735.1868507420553	586.3999816601823	1.213084	32.671337	0.26452746	0.142738	0.0047709382	-0.0321326797	-0.1332810929	-0.0390164883	-0.0628232515	-0.0472028851	0.002435981	0.0364341149	-0.0612592963	0.0579944704	-0.0417460644	-0.0528154988	0.0470117711	-0.0329885574	-0.0718526582	0.2277277598	-0.057045579	0.0339175654	0.2190438054	-0.0100259771	-0.163864859	0.0643546603	0.0802938604	0.0223051526	-0.0604667209	-0.0542971053	-0.2006151874	-0.0733640778	-0.0570779318	-0.0034909661	0.0967097692	-0.1377577379	-0.1022712326	0.0244551619	0.0688494162	-0.1096837224	-0.1437370298	-0.0203794138	-0.0544019788	-0.1004548025	0.0923942704	0.0923583195	0.0998151447	-0.1381177964	-0.0352431696	0.0304839597	0.0442680697	-0.0300573531	0.1372122079	-0.1469222411	0.0327875598	0.1589938447	0.0881929358	0.0776969073	0.0140738971	0.2304535379	0.0945093831	-0.0136983474	0.0253639889	0.0280176048	-0.039710179	-0.0634379025	0.1716743138	-0.0079228966	0.0627533106	-0.2899997051	-0.0130468749	0.0280568217	0.0394269076	-0.0463875296	0.1168921815	0.1144078661	0.1135094328	0.1120172664	-0.0140504	-0.0056779100000001	0.0001974137401599	3.2238661968101135e-05	0.0445315	0.124661	0.00198305449225	0.015540364921	-0.0125891	-0.0592804	0.0035141658241599	0.00015848543881	-0.000587322	-0.000553659	3.449471316840001e-07	3.065382882810001e-07	-0.00127918	-0.000944504	8.92087806016e-07	1.6363014724e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
752.2793198395023	1.368350482000551	565924.1750581841	1.87238304159114	866.4105757940428	12.508154406636208	750667.2858477647	156.4539266602528	735.5205557792435	-0.1907351926367937	0.0363799137101948	540990.4879738073	737.8015008713143	598.2360083434877	1.400162	37.709816	0.0829609999999999	0.0466438	-0.0789187701	-0.0950783083	-0.0898094989	-0.0110992517	0.0734551916	0.0007276661	-0.0726897572	0.0127319183	0.1357640745	-0.0253591972	-0.0234619189	-0.0510871747	-0.0688243069	-0.0209561669	0.0622330316	-0.1445848868	0.0025560998	0.0427409263	0.0404606125	0.017550927	-0.1034478453	0.039106929	0.0655808712	-0.0852727297	-0.0196980446	0.1104635074	0.0583937349	-0.1099036483	0.0597346552	-0.0254972141	-0.1185186353	-0.0342530412	-0.1700149628	0.0171990398	0.1953002621	-0.0444927426	0.01610459	0.0819264253	0.0741195258	0.0516140625	-0.0670204565	-0.0263991142	-0.0721771471	0.0776496657	-0.0620530481	-0.0445704899	-0.0565893779	0.034422052	-0.0729462373	0.1092845498	-0.059155783	0.0324787801	-0.1092511671	0.0141374152	0.0236360774	-0.0061810557	-0.0607442889	0.057032468	0.1089299709	0.0609225213	-0.0910909498	0.073709758	0.1517117478	-0.1609788976	-0.1239202826	-0.0240459444	0.0114020158	-0.0945379926	-0.001865457	-0.1106004528	0.0361068582	0.1142120884	0.1127290384	0.1102715368	-0.0245746	-0.0105242	0.0006039109651599	0.0001107587856399	0.0796829	0.0351514	0.00634936455241	0.0012356209219599	-0.0145132	-0.0019240999999999	3.702160809999999e-06	0.00021063297424	-0.000628097	-4.077499999999995e-05	3.94505841409e-07	1.6626006249999955e-09	-0.0007589969999999	0.0005201830000001	2.705903534891041e-07	5.760764460088482e-07	0.000146268	0.000146268	2.1394327824e-08	2.1394327824e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
752.1576668208885	-0.1216530186137561	565741.1557574427	0.0147994569378388	861.9615505974219	-4.449025196620823	742977.714708312	19.79382520016696	736.2895077952143	0.7689520159707399	0.5912872028654651	542122.2392893189	738.0200300495234	608.3838391605059	1.232244	33.18737	0.2436237749999999	0.147022	-0.047717904	-0.0985661888	-0.0023768372	0.0341115812	0.0649265848	-0.107100153	-0.0257959029	0.0237179412	0.0641229831	0.0149764915	0.0507899444	-0.0645257451	-0.0527613586	0.0119207639	0.0756295943	0.047620928	-0.0967492768	0.0761929596	-0.0684857737	-0.0546455661	-0.1097789325	-0.0356996573	-0.0086493525	0.0493275719	0.0403419109	0.0092586821	0.0099308851	-0.1596047613	-0.1041230489	-0.1231310244	-0.0143407594	0.1204340084	0.1229302348	0.1577767207	0.0486988842	0.0013550696	0.0530901361	-0.0383815346	-0.0325417365	0.053876197	0.1227093209	0.0310715182	-0.0048334868	0.0600644749	-0.0670542285	0.0030820644	-0.0563797928	0.105643845	0.0052016665	-0.0144053472	0.030371865	0.0592643795	-0.0198231018	-0.0559786156	0.1221491109	-0.0342194295	-0.0799746808	-0.0979207538	0.0379043948	-0.0826672792	-0.01354205	0.0651107097	0.0634584962	-0.0345031801	0.0930132144	0.0322925226	-0.1138487638	-0.1492853537	-0.0492852735	0.0212165689	0.1177675339	0.1139675232	0.1117560484	0.1081019891	-0.00936	0.0152145999999999	8.760960000000001e-05	0.0002314840531599	-0.0606832	-0.1403661	0.00368245076224	0.01970264202921	-0.04692	-0.0324068	0.00105020068624	0.0022014864	-0.000137592	0.000490505	1.8931558464e-08	2.4059515502500004e-07	-0.000345061	0.0004139359999999	1.713430120959172e-07	1.1906709372100001e-07	-6.20165e-05	-0.0002082845	3.84604627225e-09	4.338243294025e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
749.0930235799325	-3.064643240956002	561140.3579761253	9.392038194337308	859.4476852332004	-2.513865364221488	738650.3236527063	6.319519069432433	734.1331765820363	-2.156331213177964	4.64976430092555	538951.5209584313	735.7765044625285	592.8859071615146	1.037473	27.941715	0.232854685	0.161501	-0.0290659911	-0.0887466097	0.1160397113	-0.0016951162	0.0349946271	0.0006407434	-0.0208943635	-0.0162595791	0.0448576106	-0.1084733889	0.1208502272	-0.029746231	-0.0375769904	-0.0397192497	0.0993271956	0.010605659	-0.0391425342	0.1129943851	0.0257886369	-0.1560844262	0.0247131854	-0.0651497021	-0.0376831775	0.0221762019	-0.0882672709	0.0187553201	-0.0741188885	-0.0880635087	0.0782487621	0.0589021317	-0.0458086083	-0.0338848668	0.0957921785	0.0375770471	0.0015164425	0.0925171024	-0.0146060271	0.0260959042	-0.113646789	-0.0393027943	0.0760089552	-0.2271494133	0.0550032798	-0.036520911	-0.0367954281	-0.0340060306	-0.0401044752	0.0963422474	-0.0075004677	-0.109127636	-0.0565467064	-0.0222425468	-0.1733084845	0.0166223631	0.122047653	-0.0541472713	-0.1477008106	0.0315853396	0.0018262095	-0.0844195621	-0.026552596	-0.0247031459	-0.050251511	0.0002022834	-0.0134776308	0.0301273165	-0.0319566536	0.0973517699	0.0037777333	-0.0067142905	-0.0641766085	0.1136742748	0.110592125	0.105516962	-0.0140367	-0.0046766999999999	0.0001970289468899	2.187152288999999e-05	0.0954699	0.1561531	0.0091145018060099	0.0243837906396099	-0.00899549	0.03792451	0.0014382684587401	8.09188403401e-05	-0.000382179	-0.000244587	1.4606078804100002e-07	5.9822800569e-08	-0.000595061	-0.00025	6.25e-08	3.540975937210001e-07	0.000125404	0.0001874205	1.5726163216e-08	3.512644382025e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
748.2794014988345	-0.8136220810979466	559922.0627074541	0.6619808908501537	860.2242954290977	0.7766101958972058	739985.8384464874	0.6031233963714964	734.5277457960204	0.3945692139841412	0.155684864624063	539531.0093441833	736.3248617478448	569.8838039313324	1.120259	30.171349	0.182817625	0.139121	0.0068078052	0.0976105301	0.0072482512	-0.0640691982	-0.0248472172	-0.0467954713	-0.0293956995	-0.0262103959	-0.0585396129	0.0627451249	-0.0459635724	-0.0406980116	-0.0485880737	0.0074370574	0.0980777513	-0.1462436299	-0.1367259996	0.0748845192	-0.0450632573	-0.0034857543	0.0622041653	0.0071063083	-0.0399551753	-0.022040698	0.0764564422	-0.0305652569	0.0186870224	0.0893122612	-0.0432005404	-0.0809240941	0.0508986222	-0.008748961	-0.040581222	0.049103803	0.1360410642	0.0606928641	-0.0156299243	0.0210148282	-0.021737061	-0.1191773272	-0.10666504	-0.0065176493	0.0505796559	0.0658796805	-0.0483078839	-0.03517002	-0.0475367165	0.054409192	-0.0529048942	0.1176481824	-0.0185049078	-0.0518447202	0.1315601683	-0.1168398109	0.1629796736	0.0287129423	-0.0335063746	0.0700457085	0.0293938548	0.0186758177	0.0132085476	0.0152945253	0.0218393044	-0.0037651748	0.0382247665	-0.0117581424	-0.0116534176	0.0801708705	-0.0091605584	0.0025999893	-0.1266577752	0.1133324686	0.1092392569	0.1025263906	-0.00241918	0.01161752	5.8524318724e-06	0.0001349667709504	-0.0439256	-0.1393955	0.00192945833536	0.01943110542025	-0.0076561299999999	0.0013393600000001	1.7938852096002682e-06	5.861632657689847e-05	4.70059e-05	0.0004291849	2.2095546348099997e-09	1.8419967838801e-07	-0.000649777	-5.471600000000001e-05	2.993840656000001e-09	4.222101497290001e-07	0.0	-0.000125404	0.0	1.5726163216e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
749.1739789353375	0.8945774365029138	561261.6507138055	0.8002687899001247	857.8773862485336	-2.346909180564012	735953.6098366157	5.507982701815641	733.3395906447848	-1.1881551512356054	1.4117126634077044	537786.9552070606	733.9886842423066	578.0805047938914	1.090271	29.363691	0.174283845	0.101799	0.00393064	0.010254833	-0.1219461269	-0.0084963184	-0.0606592027	-0.1095906403	-0.0167445126	0.0451586855	-0.0735068656	0.1142261433	-0.0089939577	-0.015169666	-0.022192013	0.0187448929	0.127119245	0.1059366656	-0.0849981278	0.2655559539	0.016652085	0.0466023543	-0.0337746026	-0.0290333644	0.0743849497	0.0383306742	-0.0118042831	-0.0352389074	-0.0004065202	-0.0429740783	-0.1179758457	-0.0197675456	0.1082496047	0.0688104882	0.1237068329	-0.0844608195	-0.197037223	-0.1123274985	-0.0377475214	-0.0482422003	-0.0035598211	0.1212386812	-0.0137434428	0.0285993796	-0.0995271492	0.0243590666	-0.0112603587	0.0320324942	-0.0128214673	0.0651759357	-0.0285406616	-0.1486033355	0.0245971745	0.2095337041	0.0766773677	-0.0493143125	0.1676403	-0.0865313264	-0.0830813555	0.0207540505	0.0194113734	-0.0379994718	0.0348521539	0.0528573459	-0.0190985646	0.0666925509	0.016042825	-0.0234952243	0.0141316883	-0.0624378293	0.0001147794	0.1241666859	0.0121733285	0.1129422506	0.1076997553	0.099141769	-0.00160925	0.0008099299999999	2.5896855625e-06	6.559866048999999e-07	0.0482512	0.0921768	0.00232817830144	0.00849656245824	-0.0512675	-0.0436113700000001	0.0019019515932769	0.00262835655625	-0.000397917	-0.0004449229	1.5833793888900005e-07	1.9795638694441005e-07	-0.000340985	0.000308792	9.535249926400004e-08	1.1627077022499999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
750.5894042504345	1.4154253150970817	563384.4537730223	2.003428822617673	855.8373742065589	-2.040012041974705	732457.6110887775	4.161649131401807	735.915957631952	2.576366987167148	6.637666852564728	541572.2966973529	736.4445233373924	591.6016639668841	1.131071	30.462536	0.04742555	0.0290749	-0.0269448776	-0.068446624	0.0281127303	0.1089480132	0.102180945	0.0208123356	-0.0019336646	-0.0166644202	0.1367724056	-0.0429640166	-0.0041176966	-0.0604733083	-0.0364819614	-0.0349847693	0.0540833299	-0.1095970189	-0.0246486938	0.1237048551	0.0269283737	-0.1518160778	0.0186312991	0.0449166021	-0.0531729532	0.0332097997	-0.0636927049	0.1036942672	-0.0275998219	0.0369369349	0.0547562739	0.0484640131	-0.0969629845	0.0581115087	0.0688578496	-0.04183257	-0.0030962742	0.0476077723	0.1233994709	0.0579506665	-0.050932934	0.0178557703	-0.1423173389	0.0211267029	-0.0980640293	-0.0213555978	-0.0511428382	-0.0045369928	-0.0247586873	0.0060969797	-0.0400256934	0.0359726153	-0.1207594774	0.0562169351	-0.1457588189	-0.0365515258	0.1695833005	-0.0456807949	-0.090969917	-0.0195321055	-0.0785593325	-0.035625212	0.0189724723	0.0512574458	0.0343889144	0.0532198905	0.0571539507	0.0073419837	0.010490839	-0.0052466195	-0.018794686	-0.0222833284	-0.030544345	0.1125037874	0.1059762505	0.0953761056	-0.0140515	-0.01244225	0.0001974446522499	0.0001548095850625	0.0475132	-0.000738	0.00225750417424	5.446440000000038e-07	-0.0512619	5.600000000001437e-06	3.1360000000016093e-11	0.00262778239161	-8.36063e-05	0.0003143107	6.990013399690001e-09	9.879121613449e-08	2.94983e-05	0.0003704832999999	1.3725787557888997e-07	8.7014970289e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
