global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
746.9963399611767	n/a	558003.5319153938	n/a	897.6639734661827	n/a	805800.6092590956	n/a	674.410328633351	n/a	454829.2913673445	n/a	705.6942155016745	630.5689902366901	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.171369	n/a	0.0293673341609999	n/a	-0.0988874	n/a	0.00977871787876	n/a	-0.0630013	n/a	0.0039691638016899	n/a	-0.00174096	n/a	3.0309417216e-06	n/a	-0.00262272	n/a	n/a	6.878660198399999e-06	0.00180899	n/a	3.2724448201e-06	n/a
743.7260927053774	-3.2702472557992905	553128.5009708076	10.69451711406279	887.5534702805181	-10.110503185664584	787751.1626069905	102.22227466733368	674.5548874991933	0.1445588658423275	455024.29624904937	0.02089726569362	704.2372605858866	621.3300405922262	1.321428	35.942146	0.3529897	0.181822	-0.0731253694	0.0203647769	-0.0322214497	0.1394005439	-0.1610326574	-0.0538636263	0.1080700281	-0.0414203043	0.0679448509	-0.0692247905	0.021366642	-0.0277837714	0.1458957004	0.0647027321	-0.1210713383	0.0174811767	-0.1430880353	0.0899384894	-0.0267219805	0.0325202798	-0.0984359804	-0.034952426	0.0044761329	-0.1279309571	0.0276126183	-0.056531313	0.1555972359	-0.0415722685	-0.0904891962	0.0132350616	-0.1077368605	0.0210808439	-0.1467032071	0.007077053	-0.0044736516	0.0371249081	-0.0402499758	0.0390093581	-0.1741047825	0.1372666374	-0.071512595	0.0558234896	-0.0505412311	-0.116403964	0.0486478378	-0.1325651852	0.082026428	0.1155103017	-0.173858585	0.0090266582	0.0452161626	-0.0316419002	-0.0493078309	-0.0763739148	0.0591860699	-0.0335969216	-0.0489706121	0.016472508	0.0215412528	0.0731837434	-0.0375327939	-0.0820913197	0.0983388637	0.0500208985	-0.0183643308	-0.0102549713	-0.0118285689	0.002422277	-0.0836294857	0.0155998976	-0.0032777767	0.0782184097	0.042295199	-0.1318844686	0.0571853328	-0.0356818289	0.0966074069	-0.042472786	0.0519479212	-0.0169606242	-0.0389966479	0.0387983369	-0.0883529816	0.0662046352	-0.0271077488	0.1427448443	-0.0539418378	0.0490147708	-0.0456550432	0.0269666147	-0.2166395748	0.0826195964	-0.0208916176	0.0761811408	-0.0460454634	-0.051588101	0.0706461575	0.0018030814	-0.047498328	-0.020950133	-0.0219152015	0.0421231692	0.0257646164	-0.1741900959	0.0240111701	0.0135470774	0.1267894487	-0.0283160495	-0.0161377427	0.1827444456	0.1150808405	0.1150621602	0.1150310286	0.0	0.124131	-0.0472379999999999	0.015408505161	0.0022314286439999	0.0448189	0.1437063	0.00200873379721	0.02065150065969	0.0340701	0.0970714	0.0011607717140099	0.00942285669796	-0.00197633	-0.00023537	3.905880268900001e-06	5.539903690000007e-08	-0.00209794	0.0005247799999999	2.753940483999999e-07	4.4013522436e-06	0.00126966	-0.00053933	1.6120365155999998e-06	2.908768489e-07
743.2665429951694	-0.4595497102079662	552445.1539359901	0.2111859361522257	882.9429154048363	-4.610554875681828	779588.1918635919	21.25721626167348	674.4308270146691	-0.1240604845241932	454856.94042769057	0.0153910038203775	704.302374354516	610.4871094483713	1.265799	34.429062	0.30367265	0.173409	-0.0048101495	-0.1434998711	0.0430099555	-0.0585639142	0.0135056904	0.0836878994	-0.0124557298	0.0044851996	0.1501900431	0.0441908701	0.060613072	0.0398595183	0.0294540014	0.1110888059	-0.1290792963	0.0828789493	0.1226990892	0.0058812159	0.0556007212	-0.0832291103	0.04008033	0.0197127381	0.0001866801	0.1232489523	-0.1783486618	0.0323735269	-0.0793994742	-0.1281714125	-0.0470821481	0.0728869706	-0.1122142739	-0.0901117313	0.0091202389	0.0588951323	-0.0288340836	-0.0747608118	0.1267804197	0.1072879603	-0.0939899666	0.1580335197	0.1642279643	-0.0877391705	-0.0558710344	-0.0136087312	-0.050495789	-0.0699024361	-0.0151289879	0.0549989798	-0.1399833102	-0.0903975267	0.0731042187	0.0050914553	-0.032975493	0.0685590792	0.0363978894	0.1238202718	0.0438529766	-0.0180489662	0.1213784179	0.0725427877	-0.0946957516	0.0304729409	0.1759602207	0.0094313663	0.0222593855	0.1186794018	0.0599779389	0.0493088608	0.0632008567	-0.1218695841	-0.0349488424	-0.066786806	0.0145278435	-0.0485544731	-0.1232511306	0.0055053634	-0.0962083897	-0.0691590257	-0.0400300221	0.0123803093	0.136893667	0.0712436547	-0.0072052164	-0.0102509341	-0.0125147034	0.1762952069	0.0455185341	-0.139370413	-0.031858489	0.2029706259	-0.1044750275	0.0228774606	-0.1264829119	-0.0626036491	-0.0250244832	-0.1313521424	0.1090940874	-0.0197783107	0.0786950216	-0.0081603443	0.0922992923	-0.1340989286	0.0742706813	-0.040470738	0.1018977867	0.1192583676	0.0388249116	0.0064447373	-0.0939399087	-0.1579221115	0.1150310286	0.1148629665	0.1145830448	0.0	0.106299	-0.017832	0.011299477401	0.000317980224	-0.0808826	-0.1257015	0.00654199498276	0.01580086710225	-0.073685	-0.1077550999999999	0.005429479225	0.0116111615760099	-0.00157474	0.00040159	2.4798060676e-06	1.6127452810000005e-07	-0.00209794	0.0	0.0	4.4013522436e-06	0.000623569	-0.0006460909999999	3.88838297761e-07	4.1743358028099997e-07
745.4011208022224	2.134577807053006	555622.8308932093	4.55642241436322	887.9133142879854	4.970398883149073	788390.0536898747	24.70486505760956	675.0298352687454	0.5990082540762387	455665.2785029495	0.3588108884514637	704.3346049831334	620.2055719654837	1.160486	31.564611	0.3055154	0.183313	-0.0716770904	0.0973477165	-0.0521375435	0.0285312539	0.0505763755	-0.127443752	0.0526761392	-0.1436497299	-0.0491720336	-0.0163431902	0.0701835106	-0.1788847705	-0.0104665253	0.0012459819	-0.0204778984	-0.0143920099	0.0329068282	0.0702916128	-0.0769460173	0.0463572318	-0.00930657	0.0068368878	-0.0722516585	0.0302166945	0.0154396148	-0.0246102524	-0.0537749693	0.0338705758	-0.043588856	-0.0485497113	0.0322354028	-0.0694596455	0.0908653713	-0.2039983857	-0.0181535819	-0.1313303157	0.0245337933	0.12870493	0.0406389064	0.1443707693	-0.0818650004	-0.1099966721	-0.1394034467	0.0594470772	-0.1514832713	0.0747735918	-0.165226227	-0.0358379267	-0.0241567103	0.0266935971	0.0845956951	-0.0295579758	0.015049529	0.0894590105	-0.0912867864	-0.2327167023	-0.0073735178	0.1014335823	-0.0170022989	-0.1245213761	-0.0203633763	0.0368933161	0.1041444219	-0.1523420999	0.0880661128	0.0682656087	-0.0846013553	-0.0765835223	-0.058757704	0.0358913865	-0.0237087767	-0.105989936	-0.0824018775	0.003931513	0.0613130851	-0.0144322518	-0.0483150793	-0.0314930834	0.0092425948	-0.0037617613	0.0933181177	0.1377001282	-0.0008476585	-0.029125531	-0.0861874041	0.0852759222	-0.2244522286	-0.0711583446	0.0741180911	-0.0471005265	0.0196705165	0.2365990704	-0.0881670009	-0.1068724724	-0.0571099575	0.1439570361	0.0691012305	-0.0518486914	-0.0014167352	-0.1212897434	-0.0938944099	0.0259126749	0.0392579221	0.1076597204	0.1165333241	-0.1321352303	0.0966808606	-0.0013850123	0.0075599272	-0.0208349001	0.1149314264	0.1144649238	0.1136888217	0.0	0.0929401	-0.0133589	0.00863786218801	0.00017846020921	0.0462883	0.1271709	0.0021426067168899	0.01617243780681	0.0512026	0.1248876	0.00262170624676	0.01559691263376	-0.0023767	-0.0008019599999999	5.648702889999999e-06	6.431398415999996e-07	-0.00209794	0.0	0.0	4.4013522436e-06	0.000623569	0.0	3.88838297761e-07	0.0
743.1969286799631	-2.2041921222593146	552341.6747993302	4.8584629118300215	890.2935949140539	2.380280626068497	792622.6851449894	5.665735858837039	675.3219440627644	0.2921087940189864	456059.7281327114	0.0853275475432266	705.7951143688861	612.8638870866123	1.037066	28.207651	0.1143885799999999	0.0711168	0.0041102432	-0.0219192076	0.0386091733	-0.025072959	-0.0692076656	-0.0028969801	0.0493952438	0.0920761079	-0.0081546025	-0.1400823729	-0.007236377	-0.0572527068	-0.0001247991	0.0302259253	-0.0933900999	-0.0624574135	0.172213369	0.0507866823	0.017230584	0.0247695539	-0.1290263647	0.1017686856	0.0158838972	-0.0198683783	-0.2041211794	0.0517494204	0.0644371068	-0.0693078757	-0.0911369227	-0.0128382375	-0.0585828795	0.0890234392	-0.0057146245	-0.0674769459	0.0212545069	-0.0568107308	-0.033602673	-0.1078590305	0.0956340305	0.0070129936	-0.1468373975	0.0441041203	-0.1195233691	0.1518021282	0.0387933136	-0.0006844301	-0.0049709845	-0.0183946249	0.0953202668	-0.0597458937	-0.0188616565	0.0697489457	0.0617777095	-0.1045386869	0.1508580251	0.034392961	0.0508447998	-0.0746454326	-0.0243105672	-0.0087612187	0.0994659287	0.0888343714	0.0117442079	0.0117893835	-0.0397007898	0.0115797467	0.0510301087	0.0292489536	-0.0776967505	-0.0545165845	0.0713971611	0.1172782388	-0.0427406283	-0.0741748664	-0.0267328361	0.0648863718	0.0096852083	-0.0355343759	-0.0788429828	0.0639966895	0.1251241766	-0.0162415206	-0.0294197698	0.023165431	0.0569314787	-0.0568472993	-0.0130269133	-0.0360333044	-0.0467741109	0.0436999301	-0.0129482468	0.063334344	-0.0690095788	0.0230267613	-0.0819418331	0.0395196726	0.0782139951	-0.0944492807	-0.0293636928	0.0445599724	-0.1418732658	0.0777253435	-0.0840380363	0.0099287887	-0.067245014	-0.199943668	-0.06834547	-0.1046226602	-0.1275084969	-0.150695005	0.1147820769	0.1138687213	0.1123518419	0.0	0.0784052999999999	-0.0145348	0.0061473910680899	0.00021126041104	0.00745218	-0.0388361199999999	5.55349867524e-05	0.0015082442166543	-0.00635456	-0.05755716	4.0380432793600006e-05	0.0033128266672656	-0.00230749	6.920999999999967e-05	5.324510100100001e-06	4.790024099999954e-09	-0.00209794	0.0	0.0	4.4013522436e-06	0.000623569	0.0	3.88838297761e-07	0.0
742.2266233440325	-0.9703053359305612	550900.3604006843	0.9414924449353196	886.4842160196354	-3.8093788944185007	785854.2652519476	14.51136756124112	674.6357285050346	-0.6862155577297244	455133.3661755189	0.4708917916703167	704.5661778427685	605.7524769800292	0.938258	25.520124	0.1493802799999999	0.0761779	-0.0189491922	0.0448902654	-0.073318222	-0.0233583078	0.0652478031	-0.0461923734	0.0199599962	-0.0620575776	-0.0178193056	0.0173801603	0.0850456793	-0.1539064497	-0.0033772839	-0.0734681192	-0.1278117173	-0.0693501443	-0.0560569941	0.0440344748	0.0165021818	0.0316334407	0.0284572907	-0.0338138253	-0.0771565191	-0.0707873844	-0.009478966	0.06942789	-0.0634847116	0.0212489707	0.0519048801	0.1303618928	0.1333919637	-0.1283072443	0.1304974883	0.0710124362	0.016032717	0.2041651618	-0.0076113068	0.1445091128	0.0402905751	-0.0334238742	-0.0774564843	0.0416721722	0.0242982805	-0.0314303792	-0.0191756452	-0.0187279721	-0.1415774427	0.0738040163	0.0107412649	0.0525249019	0.0025326756	0.0264873197	0.0229675671	-0.2178771695	-0.0055498257	0.0105878695	-0.0291900443	-0.0471513339	0.0306195193	0.0356865095	-0.014606767	-0.0362345767	0.0825365234	-0.0005442652	-0.0439920824	0.048113923	-0.0105647654	-0.0233092722	-0.031457653	0.0114699349	-0.0231851693	-0.1455296919	-0.081986004	-0.0636498609	0.0392060357	0.0215220741	0.0888644907	0.0324917416	-0.0772385312	0.1140091225	-0.1040970453	-0.1572395934	0.0346863414	-0.016062427	-0.0671358112	0.0537946743	-0.050262464	0.0189613169	0.0568421132	0.0015227433	0.0057922183	-0.0179240673	-0.0999271857	-0.2129447895	0.1229278241	-0.0250978829	-0.1139802871	-0.045985414	0.1030709002	0.006306397	0.0176324293	0.117617019	0.0264661766	-0.0345638985	-0.0692717767	-0.0398901138	0.0823627562	0.0796931111	-0.0333774071	0.0009762497	0.1145830448	0.1130753912	0.1105773123	0.0	0.0585122	-0.0198930999999999	0.00342367754884	0.0003957354276099	0.0107708	0.00331862	0.00011601013264	1.1013238704400002e-05	0.051351	0.05770556	0.002636925201	0.0033299316549136	-0.00176066	0.00054683	3.0999236356e-06	2.990230489000001e-07	-0.00280266	-0.0007047199999999	4.966302783999997e-07	7.8549030756e-06	0.000505859	-0.00011771	2.55893327881e-07	1.3855644100000007e-08
740.2305035681313	-1.9961197759012064	547941.1984127293	3.984494159743883	884.530217787996	-1.953998231639389	782393.7061800796	3.818109089249859	673.9974797084083	-0.6382487966263852	454272.6026532862	0.4073615263950289	704.7267299885187	605.1069944668222	0.998261	27.152185	0.1296635099999999	0.0829186999999999	-0.0052643457	-0.0692953112	0.006828616	0.0463354019	-0.089626378	0.0357105798	-0.0166632695	0.1291694684	-0.0503971041	-0.1493502032	-0.0751759841	-0.0734139454	-0.1184025078	-0.0589199548	-0.1131560508	0.0189959086	0.0787313107	-0.0928825496	0.0413172489	0.0460011167	0.0159552177	0.0294287756	-0.022753961	-0.1470706524	0.0407863422	-0.0468589785	-0.0519168842	0.1056156525	0.0213816366	0.0986810908	-0.1112754864	0.0924560346	-0.0314808499	0.0610207778	0.1216896764	-0.0704662273	-0.0650457701	-0.0896685567	0.1649942874	0.1175584028	0.0971505441	0.156482158	-0.0324768694	-0.0021172852	0.1094007729	-0.0065077292	0.1415850352	0.1420165011	0.0601733433	-0.058539396	-0.2027734842	-0.0574341963	-0.0847856596	0.0245249219	-0.1556032487	0.1093003871	-0.0061213082	-0.0866667895	-0.0997558533	-0.0950433089	0.003787265	0.0471421404	0.0853828729	0.0437870441	-0.0236219054	-0.0097905171	0.0570454656	0.0147428064	-0.0129280145	-0.0043720483	0.1248149859	0.0834156595	-0.0670127027	0.0163329307	0.0374429736	-0.0222639914	0.0906972229	0.1115197144	0.0402253439	0.1020364032	0.1568486761	-0.0211230914	0.0241751268	0.1025782241	0.1424245588	0.083932011	-0.0840183225	0.0212448063	-0.0105858334	0.1166630436	-0.141826591	-0.2055777788	-0.0044581976	0.0501549498	-0.0913744378	0.0447536514	-0.1954897828	0.1247916964	-0.115310713	0.1130492316	-0.0449741198	-0.1258516117	0.0983550609	0.0654373836	-0.0344985823	0.0193582553	-0.0736069453	0.037935071	-0.0020730856	0.0230062726	0.1143344162	0.1120863067	0.1083721437	0.0	0.0584682	-4.400000000000237e-05	0.00341853041124	1.9360000000002092e-09	0.00774206	-0.00302874	5.99394930436e-05	9.1732659876e-06	-0.0153779	-0.0667289	0.00023647980841	0.00445274609521	-0.00176294	-2.279999999999904e-06	3.1079574436e-06	5.198399999999561e-12	-0.00209794	0.0007047199999999	4.966302783999997e-07	4.4013522436e-06	1.56216e-05	-0.0004902374	2.4403438656e-10	2.4033270835876e-07
739.9943343614549	-0.2361692066764362	547591.6148870527	0.0557758941821772	885.5336454334358	1.0034276454398423	784169.8371946301	1.006867039632946	673.3215545027458	-0.6759252056624518	453361.9157579941	0.4568748836498278	703.0950222184741	589.0930311893875	1.077277	29.301369	0.10117576	0.0457969	0.0696849598	-0.0135440253	-0.0789988605	-0.1033115456	0.099697666	0.0427861397	-0.0115542571	-0.0025355642	-0.0294087609	0.1526075812	0.0436356814	0.0608419205	-0.0543700205	-0.030148029	-0.0537622901	0.0006526172	-0.0190676303	-0.03159867	0.1121756648	-0.0982752395	0.0131683388	-0.1382337103	-0.0045229596	0.0172874422	0.0702701171	-0.0140569801	0.0080525867	-0.1084589609	0.1347541846	0.041241787	-0.0252000257	-0.1019137352	-0.15102437	0.1393541335	0.0793447132	0.0644967412	0.0367459894	-0.0470750212	-0.0099965803	0.0083531822	0.1013417203	-0.0673133668	0.096357817	0.0260063487	0.0273365191	0.0821425457	0.078430161	-0.0393376548	-0.113017765	-0.0664886932	-0.0397700405	-0.0619474891	0.0204044525	-0.0421452509	0.0271773269	0.0286571094	0.0519488633	0.1025230757	-0.1375779326	-0.0806182725	-0.0756778115	0.0524168515	-0.0343957481	-0.0187240895	0.0387355623	-0.0804480604	0.0209972185	0.037442403	0.1082253463	0.0626792825	-0.1746324125	-0.0669152659	0.0130547827	-0.0065558615	0.0410911352	-0.0128619947	0.0940989866	-0.0037296655	-0.0580692631	0.0605434214	-0.0976339086	-0.0403072706	-0.0760279277	0.0910318836	-0.0689434278	-0.0642245257	0.196005341	0.0464616793	-0.0022894814	0.1484442146	-0.0153959821	-0.1259376298	-0.1020693809	0.0298165353	0.0263627724	-0.1163963136	0.0230373018	0.0854319064	0.0439882679	0.0445905066	0.0295746191	0.0407110268	0.0643571263	0.1504003116	0.0713204619	0.0182395997	0.0090924744	-0.2149675646	0.1090397483	-0.0313707279	0.1140362989	0.1109031803	0.1057449239	0.0	0.0467169	-0.0117513	0.00218246874561	0.0001380930516899	-0.0191186	-0.02686066	0.00036552086596	0.0007214950556356	0.0121814	0.0275593	0.00014838650596	0.00075951501649	-0.00131285	0.00045009	1.7235751224999998e-06	2.025810081e-07	-0.00234794	-0.00025	6.250000000000013e-08	5.512822243600001e-06	1.56216e-05	0.0	2.4403438656e-10	0.0
741.236834825242	1.2425004637871098	549432.0453017431	1.5438074025111828	884.208793031921	-1.3248524015148178	781825.1896749665	1.75523388579958	674.0999167331215	0.7783622303757056	454410.69773960137	0.6058477616754431	704.3186699680258	602.5485254544934	1.436092	39.060955	0.1457764999999999	0.0919029	-0.1236377936	-0.0030006582	0.0196847195	0.2029533588	-0.0630111246	-0.0198198572	-0.070900872	0.0427324287	-0.0286047718	-0.1315039812	-0.1232840818	-0.0350932985	0.1098168953	-0.1678347406	0.0587054549	0.1357359967	-0.1414639729	-0.0904747977	-0.0243159369	0.0944770759	-0.1041810113	-0.057271776	-0.0525677705	-0.1184402638	0.069987331	-0.0634123761	0.2677786369	0.0239594912	0.040387801	0.009404571	-0.0253523977	0.0658372844	0.1378411333	-0.1008427031	0.0579025149	0.0028573771	-0.1379750454	-0.0080359306	0.026436302	0.0279321313	-0.0092413588	0.026867886	0.0139528924	-0.0699648253	0.0354164922	0.0361199677	0.0754099133	-0.0952869683	-0.0005410369	-0.2309589086	0.1368135493	0.0981424929	0.0381874911	-0.0957288803	-0.0306582122	0.0834663059	-0.1244025461	-0.0081156956	0.1903039943	-0.0325394208	0.0695435449	0.1943734894	0.0031947057	-0.0760637372	0.0568774063	-0.0873204048	-0.0314403466	-0.0613550409	0.0211262394	0.0295819158	0.088486023	0.1842780546	-0.0099379616	-0.1063941172	0.0555264016	-0.0163076411	0.159097061	0.145997414	0.1390939824	-0.0481426462	-0.0792785446	0.0360565225	0.0532486917	0.1233568782	0.2205206508	-0.027096108	0.0121099803	0.0880257804	0.0035304272	0.0509154154	0.059393944	0.117341111	0.0455594052	0.1778393987	0.1071107342	-0.0006700999	-0.0288913634	-0.0486891654	-0.0169269356	-0.1080229532	0.0431691881	0.1032524097	-0.0094971268	-0.0184818024	0.1194076568	0.0044033318	-0.0670923126	0.022613216	0.1048298884	-0.0826182161	0.1136888217	0.1095280601	0.1027058847	0.0	0.0393696	-0.0073473	0.0015499654041599	5.398281729000001e-05	0.0648968	0.0840154	0.00421159465024	0.00705858743716	0.0474707	0.0352892999999999	0.0022534673584899	0.0012453346944899	-0.00161896	-0.00030611	2.6210314816e-06	9.370333210000005e-08	-0.00227156	7.638000000000002e-05	5.833904400000004e-09	5.159984833600001e-06	1.56216e-05	0.0	2.4403438656e-10	0.0
741.4427713948859	0.2059365696438817	549737.383253729	0.0424098707166893	884.4971821259708	0.2883890940497622	782335.2651887827	0.0831682695668425	674.5333189212602	0.4334021881386434	454995.19833493046	0.187837456683364	704.6283209674177	605.3713465017352	1.46591	39.871983	0.2606137	0.157583	0.0117013806	-0.1864769589	-0.0427401491	-0.1318286055	0.0208778391	0.0959640276	0.048415172	0.0990034934	0.1457390265	0.2425646846	0.0455923374	0.066279467	-0.113177668	-0.0294569276	-0.0572374066	-0.1742536436	0.0353872096	-0.0634071052	0.0642659096	-0.1313188307	-0.0316466297	0.0714188231	0.0686738973	0.0794751504	-0.1122431955	0.0814323329	-0.0240640034	-0.1488132632	0.1463046716	-0.1054257723	-0.0996185668	-0.0850763059	0.0854705917	0.1841191781	-0.0520105314	-0.0121260582	-0.0401384577	0.0016214185	0.0707899016	0.0349665206	0.0315683003	-0.019995646	-0.0586636478	-0.0275434542	0.1661693168	-0.0635304747	-0.0432499511	0.0417194199	0.1297463931	-0.0313759458	-0.0505123669	-0.124963971	0.0357428224	0.04497191	0.1732316958	-0.0451647104	-0.1186282987	-0.0873865346	0.0790114705	-0.039100798	-0.0207063646	-0.0636847881	-0.0807462638	-0.0330723514	0.1083143999	-0.1285315144	0.057010124	0.120435048	0.0203139587	-0.0611200538	-0.1569521581	-0.0439213027	0.080457144	-0.0384903417	-0.0938982592	0.0858452183	-0.0462056716	0.0610142402	-0.1837225008	0.0818826981	0.0558406222	0.0194718303	0.0388287019	0.0309871348	0.0540234721	0.001442354	0.1636114343	-0.0660942387	0.2067620652	0.0005043143	-0.0235977742	0.0167228064	-0.0194030471	0.0933266599	-0.0138295156	-0.0266646215	-0.0658886331	-0.0690394827	0.0293630064	-0.0305584864	0.0869423418	-0.0181205213	0.0701451719	-0.0715747064	0.0926174219	0.0134231782	-0.0763817976	-0.0405059183	0.0045468689	-0.052196576	0.1132921352	0.1079633266	0.0992668614	0.0	0.0372026	-0.0021669999999999	0.00138403344676	4.69588899999998e-06	-0.0643905	-0.1292873	0.00414613649025	0.0167152059412899	-0.028842	-0.0763127	0.000831860964	0.0058236281812899	-0.000576966	0.001041994	3.328897651560001e-07	1.0857514960360002e-06	-0.00225662	1.494000000000018e-05	2.232036000000053e-10	5.0923338244e-06	1.56216e-05	0.0	2.4403438656e-10	0.0
