global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
767.4403570490304	n/a	588964.7016275432	n/a	783.2527272624174	n/a	n/a	613484.8347640147	749.4954555422465	n/a	n/a	561743.4378784796	738.5434531738332	517.0661851536721	n/a	n/a	n/a	n/a	-0.138912785	-0.0034803045	0.3392259597	-0.1109291253	0.0212600937	-0.2358617726	0.0306103083	-0.174984446	0.0834945425	-0.1496992439	0.0121746638	-0.2546337235	0.0316847289	-0.0598626687	-0.0303838655	0.1084319853	-0.0801385187	-0.2287956623	0.1004924803	-0.0545035203	-0.0284423249	0.0549969079	-0.0081946965	0.0037247733	-0.1101232119	0.0341864001	-0.1007083218	0.0073236623	-0.0037960256	0.005259493	-0.0424201264	0.0320478306	-0.0294117977	0.0835226489	-0.0638364499	0.1288245686	-0.0184484845	0.1627294155	-0.1103249498	0.1853704602	-0.1368122051	0.0514808497	0.0652004947	-0.0193131675	-0.0728128054	0.0097546773	0.1008680731	-0.0940417487	0.0062506589	0.0511075058	-0.030019871	-0.0296099168	-0.0268287895	0.0515671903	0.1035484251	-0.0494429659	-0.1149950008	0.0642303245	0.0424677255	-0.0487150727	-0.018811602	-0.0097541319	-0.0891902025	-0.1552708899	0.0692689564	-0.0712831904	0.1344517367	-0.1968127289	0.0772927786	-0.140111471	0.0465858067	-0.1639713459	0.0048841185	-0.0685014382	0.008945277	-0.0902241964	0.0913691904	-0.1821951163	0.1037017765	-0.0382962543	0.1173154295	-0.155711822	0.0650922479	-0.0028361164	0.1157763588	-0.0725459867	0.0911319282	-0.0025531045	0.1631487386	-0.014196382	0.1120607557	0.0096086008	-0.1069838253	-0.0041289598	-0.0023433452	0.0848261949	-0.0216869054	-0.0231323391	-0.0324101673	0.1167676104	-0.098253403	-0.1977981031	0.06917659	0.0820724733	0.0483217345	-0.1398563843	0.1147017419	0.1146833673	0.1146527451	-0.0944352	n/a	0.00891800699904	n/a	-0.133072	n/a	0.0177081571839999	n/a	-0.153898	n/a	0.023684594404	n/a	-0.00346497	n/a	n/a	1.20060171009e-05	0.00103324	n/a	1.0675848976e-06	n/a	-0.0017243	n/a	n/a	2.97321049e-06	0.0
773.4113658571049	5.971008808074544	598165.1408369526	35.65294618610378	791.6135507601103	8.36082349769299	69.90336955957525	626652.0137470298	750.9154857994199	1.42003025717338	2.016485931287896	563874.0668133788	740.1817607926637	533.011306800262	1.21274	26.260906	0.1230779	0.0663891	-0.1204226566	0.0358638889	0.1993778657	-0.1593580805	-0.0410896411	-0.1555037591	-0.0190539465	-0.1538334974	0.0060018102	-0.0154113788	-0.0121267492	-0.0590755851	0.2002495755	-0.0624296276	-0.1391314416	0.0194276209	-0.021362095	-0.2153128663	0.0531388179	0.0490726479	0.0326150572	0.1361611637	-0.0798053619	-0.0398789663	0.0932541086	-0.0792407732	-0.1508725139	0.0599273468	0.0623800581	-0.0162362806	0.0991414647	0.0783428036	-0.1273805636	0.2064960438	0.0262704256	0.0376929401	-0.068542815	0.1825472901	-0.0419268866	-0.0213457767	0.1094437047	-0.0823047921	0.0636563569	-0.0616277332	-0.0521867527	-0.0640599494	-0.0845801526	-0.1017169469	0.0358219299	0.0396177516	0.0300904923	-0.0492391299	0.0627886738	-0.1495939853	-0.0819097304	0.0202363765	0.0912818716	-0.0999384575	-0.1240216185	-0.0126658727	0.0567736996	0.1370256386	-0.0389849404	-0.1307735281	0.0856994747	-0.1281891291	0.0344290844	-0.1500760013	-0.0020299894	0.0080501179	-0.0522724288	0.0382368549	-0.0741116664	-0.0569105868	-0.1604660838	-0.1836667881	-0.1092622184	-0.1340328736	0.2598716524	0.05605556	0.0346844989	-0.0407054184	-0.1138412624	-0.1176204954	0.1151777817	0.141044734	-0.0601337224	-0.2094675946	-0.0758673506	-0.0218876913	-0.0341354423	-0.0646514736	0.0649246871	0.0566858061	-0.0862578223	-0.0843231595	0.0265156001	-0.0276740108	0.1301232256	0.0847284168	0.0507522018	0.0481676307	0.0085145496	-0.1576657188	-0.0826594464	-0.0965361916	0.1146527451	0.1144874327	0.1142120884	-0.0846688	0.0097663999999999	0.00716880569344	9.53825689599999e-05	-0.1087	0.0243719999999999	0.01181569	0.0005939943839999	-0.099244	0.054654	0.009849371536	0.002987059716	-0.00343734	2.762999999999984e-05	7.634168999999912e-10	1.18153062756e-05	0.00165164	0.0006184	2.7279146896e-06	3.824185600000001e-07	-0.00176398	-3.968000000000005e-05	1.574502400000004e-09	3.1116254404e-06	0.0
773.7679198993349	0.3565540422299591	598716.7938653434	0.1271307850305234	789.6242633501879	-1.98928740992244	3.95726439927593	623506.4772713269	750.1916872125735	-0.723798586846442	0.5238843943209065	562787.5675628476	739.473623440195	536.2077454344798	1.137863	24.639507	0.0961494	0.0553568	-0.0473876528	0.1212713231	0.0918249737	0.0518519889	0.0393045319	-0.231884164	-0.0932235058	-0.0947944648	0.0014909618	-0.0300991369	0.0808941869	-0.0071033099	-0.0682001123	-0.2296199404	-0.0855113937	0.009159634	-0.0570567937	-0.1753994088	0.1147900188	-0.0999603865	-0.0889244511	0.0359841221	0.0436712362	0.0721707861	0.0300255254	0.0372052662	0.1043940928	0.0590580082	0.0059539044	0.0181913719	0.04565131	0.010466324	-0.0907018536	-0.0954837071	0.0049420243	-0.0107190496	-0.0227896703	0.0003143202	-0.0861710366	-0.0494554053	0.2280989187	0.0383905018	0.0438980366	0.0243686811	0.0067620211	0.094010028	0.1209041611	0.0883447614	-0.0384208771	0.0871540283	0.0768790664	0.0806532546	0.0496676024	0.082455106	-0.170054526	0.0402696476	0.0710540199	-0.0009996388	0.1078474959	-0.1090261742	0.093635818	-0.1001459542	-0.0663848511	-0.0938730125	0.0341324334	-0.1345476442	0.1493398192	-0.1310257491	0.0548237051	0.0734924959	-0.0532272284	0.0262640814	-0.0232357532	0.039664039	-0.019784269	0.1178662795	0.099132309	-0.0325352178	0.029519978	-0.1361908684	-0.1803673507	0.0355577549	-0.0400477715	-0.1279520349	0.0021551414	-0.034973434	-0.0364435788	0.0390740427	-0.0670920857	0.0721808411	0.0240917426	-0.0142595035	-8.84504e-05	0.057070675	-0.0143906594	-0.0609778568	0.117101806	-0.1074361409	-0.1652762893	-0.0114733536	0.1244548395	0.0581977023	-0.19882328	0.0995221009	-0.0299635398	0.0057049681	0.1145547726	0.1140958982	0.1133324686	-0.0854121999999999	-0.0007433999999998	0.0072952439088399	5.526435599998426e-07	-0.0624242	0.0462758	0.0038967807456399	0.00214144966564	-0.0884207999999999	0.0108232000000001	0.0078182378726399	0.00011714165824	-0.00314601	0.00029133	8.487316890000015e-08	9.8973789201e-06	0.00152401	-0.00012763	2.3226064801e-06	1.6289416900000026e-08	-0.0014168	0.00034718	1.2053395240000008e-07	2.00732224e-06	0.0
775.9042382546189	2.136318355284061	602027.3869414805	4.563856115123596	787.8528730120047	-1.7713903381832097	3.137823730208826	620712.14951327	750.8845202219596	0.6928330093861632	0.4800175788950873	563827.5627089625	740.2090960439305	550.0376071286472	0.976053	21.135643	0.1834956	0.0971088	-0.0907814839	0.0858167875	-0.0242224776	0.0266262048	-0.0170344856	-0.1485746695	-0.0946740034	-0.1155333256	0.0183484463	-0.0427462069	-0.0008745539	0.1460867569	-0.0931572892	-0.1543458178	-0.0958125418	0.0703333291	-0.0126419342	-0.2392763194	0.0497745728	-0.040655364	-0.1463366049	0.1286801196	0.0272151185	0.1102006113	0.0758010512	-0.0363500701	0.0924655997	0.2122082036	-0.0352386581	-0.0149004776	0.045701925	0.0547031774	0.1337045999	-0.0396535593	0.0559091062	-0.0187163868	0.0315228098	0.1095630642	0.0951077945	0.1720913384	0.0095318195	-0.0751295438	-0.033555006	-0.05475014	-0.0186367554	-0.0972849183	0.0464317237	0.0286368179	-0.0128802465	-0.0138111244	-0.1225268891	-0.0105385098	-0.0092365092	-0.0253642999	0.1215289998	0.0419712487	-0.0512505821	0.0610986133	-0.0525349055	0.0517797029	0.1013737902	-0.0289679716	-0.0403949002	-0.1096873181	0.0425673804	-0.1713854494	0.0443356845	-0.1747887449	0.0896579652	0.0955789891	-0.1570282759	0.0932169569	0.052424145	0.0635587384	0.0752426451	0.0309565862	0.1124277373	-0.0971721131	0.0643870254	-0.0161301846	-0.0515627258	0.0540395686	-0.0396839599	0.0372897316	-0.1128116196	-0.2064542453	0.1826113813	-0.0482195864	0.0875009281	0.0368970471	0.0892278945	-0.0610837365	0.0505361267	-0.0372018518	-0.0384337281	0.0214808954	0.0362728244	0.0304632099	0.0108132952	0.0331035995	-0.0627752802	-0.1308626419	-0.036735705	-0.0309826062	0.0262242232	0.0295277032	0.1144078661	0.1135094328	0.1120172664	-0.0742436	0.0111685999999998	0.00551211214096	0.0001247376259599	-0.13637	-0.0739457999999999	0.0185967768999999	0.0054679813376399	-0.13987	-0.0514492000000001	0.0195636168999999	0.00264702018064	-0.0026679	0.0004781099999999	2.2858917209999994e-07	7.117690409999999e-06	0.00198454	0.00046053	3.938399011599999e-06	2.120878809e-07	-0.0014168	0.0	0.0	2.00732224e-06	0.0
776.6556294774937	0.7513912228747586	603193.966799082	0.5645887698132251	795.022930971574	7.1700579595693625	51.40973114358397	632061.4607706323	750.0731407570242	-0.8113794649353849	0.6583366361188315	562609.7164851067	739.4392817537966	555.8173286587194	0.9432640000000002	20.425619	0.1604805	0.100471	-0.0593605516	0.1018751022	-0.0757278378	0.0707175612	-0.0587532845	-0.1970164219	-0.059207354	-0.0687232995	-0.0920375941	-0.0577363629	0.0387797687	0.0255727798	-0.1203415175	-0.1940431737	-0.1329724056	0.1280930112	-0.0540841723	-0.1528352821	0.0381023113	-0.1237206361	-0.0647186027	0.0899963639	-0.0738019187	-0.0101056258	0.0667334261	-0.0380559337	0.1228656678	-0.0493245508	-0.0264625131	0.0058964458	-0.0823105259	-0.0400677602	-0.0996203511	0.0565763782	0.1155736949	-0.053460587	-0.0750743239	-0.1463948442	0.0503195947	0.0071382093	-0.0699000394	-0.0730925646	-0.024405121	0.0756395589	-0.0277730894	-0.123940528	-0.1553959577	-0.0313729232	-0.0321788273	-0.0036005251	-0.018518225	0.0932096542	-0.0135874928	0.0054699031	-0.066929351	0.0412985259	0.0353858754	0.0346478471	-0.0875080265	-0.0657902243	-0.1662333026	-0.1003463417	-0.0790985588	-0.1052531661	0.0296862809	-0.0664766324	0.0956566291	-0.1631273141	-0.0533320477	0.0730911746	-0.0637816691	0.0975908128	0.0012318379	0.1205774666	-0.0726869691	0.0562922335	-0.0734935954	0.1526398494	0.0618710035	-0.0089574737	-0.1347127678	0.0997654169	-0.0014445499	-0.0369054854	-0.010584998	0.0917547038	0.0287469546	0.0883806747	0.0007735537	0.1432900512	-0.1191686916	0.0043277168	0.0281075748	0.0140023578	0.0485788122	0.1615928093	0.0505509861	0.0454531543	-0.0281650182	0.0482705712	0.0704482554	-0.0963552651	-0.0376615052	-0.0701095934	-0.0102199568	0.0870897969	0.1142120884	0.1127290384	0.1102715368	-0.0853641	-0.0111204999999999	0.0072870295688099	0.0001236655202499	-0.044361	0.092009	0.0019678983209999	0.0084656560809999	-0.104196	0.035674	0.010856806416	0.001272634276	-0.0027855	-0.0001176	1.3829760000000061e-08	7.759010250000001e-06	0.0016686	-0.00031594	2.78422596e-06	9.981808360000001e-08	-0.0014168	0.0	0.0	2.00732224e-06	0.0
777.8366578661571	1.1810283886634352	605029.8663203932	1.39482805482895	790.0130345532181	-5.009896418355993	25.099062122656207	624120.5947639841	751.668187528455	1.5950467714307024	2.5441742030515075	565005.0641423125	740.8775911895099	561.9944876559143	0.982324	21.271444	0.1299362	0.0749438999999999	-0.0538116328	0.0964455897	-0.1690701027	0.0285477145	0.0048217765	-0.1408370142	-0.1219041585	-0.0281471025	-0.0276081349	0.0124900779	-0.0329639725	0.1845900011	-0.0753419783	-0.1346629596	-0.0319056402	0.0962802818	0.0035621323	-0.1324684851	0.0014175887	0.0641635161	-0.0769953938	0.1277739332	-0.0057773633	0.0982993323	0.0355024418	0.0396781237	-0.0838372397	0.0864852409	-0.0152313214	0.0301605414	-0.1040117428	-0.0960777229	0.039470125	-0.0033542233	-0.0908172825	0.0692182394	-0.0126958597	-0.0148093886	0.0553012423	0.0546198428	0.0605792003	0.0845740627	-0.0394266253	0.0897358616	-0.0914776441	0.1956302607	-0.052442906	-0.099462465	0.0891850104	-0.0448173967	0.0763386614	0.0647133496	-0.1802570225	0.0904887814	0.1230982057	0.1213160388	0.0728356831	-0.0227429625	0.0771814044	0.0717554693	-0.1052074082	-0.0442207435	-0.027358667	-0.0336823108	0.0613631223	-0.138427023	-0.0056102947	-0.1036087484	-0.0374487907	0.0884699988	-0.1366398189	0.0688862268	0.0243571726	-0.0295795708	0.0619429148	-0.0249377229	0.0981905588	0.008700016	-0.0258709847	0.0327799594	0.1132787334	0.0416450439	0.0547494404	0.0219660837	-0.0480937049	0.1096757821	0.0977498499	0.1317252119	-0.0832828233	-0.159795693	0.0800646823	0.0083669494	0.0713001682	0.1752945059	0.0670551768	-0.0081339121	0.0168228327	0.056334244	-0.0119679719	-0.0524616141	-0.1123424988	0.1178529896	-0.0123104456	-0.016991711	0.0666999004	0.0418434202	0.1139675232	0.1117560484	0.1081019891	-0.0806898999999999	0.0046742000000001	0.0065108599620099	2.184814564000094e-05	-0.110752	-0.066391	0.012266005504	0.004407764881	-0.10451	-0.000314	0.0109223401	9.859600000000548e-08	-0.00200583	0.00077967	6.078853089000001e-07	4.0233539889e-06	0.0018183	0.0001497	3.30621489e-06	2.241009e-08	-0.00165857	-0.00024177	5.845273290000004e-08	2.7508544449e-06	0.0
776.9793289557648	-0.8573289103923116	603696.8776245506	0.7350128605944684	795.3344398662982	5.321405313080163	28.317354506077788	632556.8712374384	752.2716386599375	0.6034511314825295	0.3641532680875451	565912.6183321076	742.3527199495521	566.4934021639763	1.106626	23.963112	0.2501627	0.126673	0.0022167351	0.101212988	-0.1346487586	0.0703545697	-0.1302064571	-0.0225227142	-0.0548250465	-0.0011005401	-0.1203020086	0.0088982919	0.0488644112	0.076107383	-0.0477768371	0.0625238943	-0.0490732517	0.21797967	0.0178986717	0.0283907744	-0.0825733058	-0.0724521743	-0.0185177764	0.0153966525	-0.1206381721	-0.1024070361	0.0188116123	-0.0016045058	0.0620025315	0.0892693259	-0.010309796	-0.1836963915	0.0034667845	-0.1348012019	-0.0920685954	0.0022443052	0.0066077495	-0.2173765302	-0.0146273931	0.0829873631	0.0169626616	-0.0896326434	0.0714384932	0.0025416021	-0.1018402528	-0.1417833043	-0.0596616858	-0.0320567521	-0.0496972382	-0.0404107589	-0.0598290045	-0.0222525213	-0.0286634174	0.0087799112	-0.0034354897	0.0921411641	-0.0188615781	-0.0550617825	0.0622636328	-0.0422480027	0.0640643247	0.2493743598	0.1335667199	0.0884797387	0.0067913767	-0.0229088218	-0.0437604907	-0.0126833456	0.0194284753	0.0700773216	-0.1931022189	-0.03232486	-0.1019375284	0.1061329267	0.0894101271	0.1147142459	0.0575753637	0.0369447538	-0.2253941746	0.0634487747	-0.0109834829	-0.0428768252	0.1084981963	0.1125910195	-0.0858211187	-0.0841893396	-0.0665444538	-0.0838911183	-0.1024924186	0.0184204594	-0.0240259023	-0.0174687602	-0.1022950183	-0.1190657825	-0.0629372563	-0.0156770682	-0.1186260458	-0.082859544	0.0075281572	-0.1231797702	-0.0157653874	-0.0514716532	-0.0239655878	-0.0451373463	-0.0694393102	-0.090484665	0.0849600747	0.110127052	0.1136742748	0.110592125	0.105516962	-0.070606	0.0100838999999998	0.004985207236	0.0001016850392099	-0.0247381	0.0860139	0.00061197359161	0.00739839099321	-0.0297326	0.0747774	0.00088402750276	0.00559165955076	-0.00138482	0.00062101	3.856534201000002e-07	1.9177264324e-06	0.00109533	-0.0007229699999999	1.1997478089000002e-06	5.226856208999998e-07	-0.0014168	0.00024177	5.845273290000004e-08	2.00732224e-06	0.0
776.1808286109591	-0.7985003448056887	602456.6787031951	0.6376028006548037	795.2515348051385	-0.0829050611597495	0.0068732491659018	632425.0036099284	751.7630305025713	-0.5086081573662113	0.2586822577394528	565147.6540304099	741.8989060381045	573.6041005763678	1.10752	23.982471	0.0727276099999999	0.0361723	0.0103192149	0.0928433205	-0.1807681687	-0.0216884004	0.0684712576	-0.0471946231	-0.0932566826	0.0414402629	-0.0750342397	0.1106341375	0.0215933605	0.0342613652	-0.1775517218	-0.0235554886	0.0481299939	0.0340426973	-0.0015534325	0.0483967138	0.0817961098	-0.0176467449	-0.0635504609	0.0211632514	-0.064277832	-0.0024435297	0.1175103284	0.064401609	0.0910648315	0.0695460641	-0.1292532662	-0.0609048762	0.0769203289	0.015947948	-0.093332328	0.1096986373	0.0148071613	0.0444354741	-0.0095669413	-0.0228076252	-0.0107589532	-0.0822891876	0.020393514	-0.0451963525	-0.0410644576	-0.0470452965	0.07552342	0.0182342035	0.0071192847	0.1082101917	-0.1951923929	0.0441220962	-0.1269265575	-0.0410795336	-0.1271508668	-0.0640823339	0.0998752108	0.0236049828	-0.0972120469	0.0002761548	-0.0471194583	-0.0803525211	-0.1597993272	0.1855062137	0.0066594032	0.0784824976	0.0205465767	-0.0022741307	0.0737387967	0.0350593751	-0.0968077498	0.1160439067	0.0144767992	0.0835920635	0.11463067	0.1676629245	-0.03725427	0.0963294555	-0.066518099	-0.1057912179	0.0237631598	0.0086662936	0.0052773286	-0.118731483	-0.0412051657	-0.0724576486	0.0136445685	0.0680193201	-0.0464507271	0.0284312093	0.1349777642	0.0573266975	0.065782413	0.0607712597	0.0968129029	-0.0953688724	-0.0733546838	-0.0927307795	-0.1479537857	-0.0681246883	0.0391772324	-0.033020833	-0.0183972755	-0.0421021061	-0.0417791794	0.1185334372	0.1344887712	-0.0465862926	0.1133324686	0.1092392569	0.1025263906	-0.0741936	-0.0035875999999999	0.00550469028096	1.2870873759999972e-05	-0.0118806	0.0128575	0.00014114865636	0.0001653153062499	-0.00429609	0.02543651	1.84563892881e-05	0.0006470160409801	-0.00119048	0.0001943399999999	3.7768035599999956e-08	1.4172426304e-06	0.00151791	0.0004225799999999	2.3040507681e-06	1.785738563999999e-07	-0.0014168	0.0	0.0	2.00732224e-06	0.0
773.4531248685862	-2.72770374237291	598229.7363689808	7.440367706155177	794.888517704877	-0.3630171002614588	0.131781415082238	631847.7555790566	750.5518290787581	-1.2112014238131223	1.4670088890469348	563328.0481334694	740.5382766440671	563.3536825579725	1.109892	24.033821	0.12113571	0.0617521	0.0178311862	0.1278214295	-0.0571883701	0.055534127	0.0191646398	-0.0089490028	-0.0882638653	0.0043679256	0.0041791175	0.0578451039	0.0702122112	-0.029808446	-0.1537280014	0.0549365885	0.0565385026	0.0217864208	-0.0472001032	0.0054341576	-0.0878442712	0.0379398636	-0.0871881017	0.0082537491	-0.133168618	0.1394452159	-0.1523463045	0.0913161422	0.080800008	0.003108184	0.1332892725	-0.001770417	-0.0878978561	-0.0425801261	0.1243323493	-0.1304073436	0.063402654	-0.0067211844	0.0061642365	-0.0696686459	0.0679086597	-0.0694213656	0.0637989067	0.1263926487	0.1332978518	0.0483619609	0.1044960443	-0.0460019078	0.0952229749	-0.0420550097	-0.0276381075	0.0449778752	0.0064385846	-0.0646436091	0.0041036737	-0.0754335883	-0.1208909351	-0.2594517545	-0.0041849695	-0.0556837498	-0.1545891303	-0.0733402072	-0.1457822938	-0.0639544081	-0.0533113056	0.0383091301	-0.0332732001	-0.0655778013	-0.0577546447	0.0488848783	-0.1458291383	0.0719201834	0.0818601057	-0.1180316303	0.0674818269	0.1753457401	0.2100905064	0.0104491049	0.1370770704	-0.0600324638	-0.1693846283	-0.0364054584	-0.0507463463	-0.0928115152	0.1673779673	0.0212015251	-0.1060133557	0.0238570078	-0.0607092294	-0.1090925333	-0.0044814431	-0.0644850943	-0.0960083797	-0.0958180847	0.0339835894	-0.1515617107	0.0970121685	-0.0551012911	0.012154024	-0.0049640521	0.0146792085	0.1198353138	-0.0492901194	-0.0797511641	-0.0636191626	0.0808155415	-0.0451679461	-0.0682357334	0.1129422506	0.1076997553	0.099141769	-0.0492297	0.0249638999999999	0.00242356336209	0.0006231963032099	-0.0575587	-0.0456781	0.0033130039456899	0.0020864888196099	-0.0250843	-0.02078821	0.00062922210649	0.0004321496750041	-0.00138032	-0.0001898399999999	3.6039225599999975e-08	1.9052833024e-06	0.00111364	-0.00040427	1.2401940496e-06	1.6343423289999998e-07	-0.0014168	0.0	0.0	2.00732224e-06	0.0
774.4512537374484	0.9981288688621816	599774.7444155057	0.9962612388560982	792.4576487126515	-2.4308689922255557	5.909124057363687	627989.1250031841	751.4068101682413	0.8549810894832035	0.7309926633738857	564612.1943672115	742.3283903574142	550.8693110256177	1.133408	24.543049	0.199605965	0.10763	0.0518030592	0.0036769329	0.001964527	-0.004118561	-0.0892740766	0.0306907093	-0.0041032781	0.0399591122	-0.0400715958	-0.0186869553	-0.0304088172	0.0392360322	-0.0579298002	0.0492166691	0.0114690438	-0.0053478633	-0.0074259799	-0.0141704656	-0.0824132084	0.0251052207	-0.0021807488	0.0671974031	-0.1029221639	-0.137585569	0.0152639669	0.122258508	-0.0631443525	-0.0112456294	0.0433847744	-0.041103882	-0.0399766075	0.0908991085	0.0068224454	-0.2274240058	-0.0800427322	-0.008874841	-0.1159733592	-0.1242928929	0.0505398213	-0.0231454942	-0.0604629701	-0.0520130565	-0.1116456539	-0.0913241269	0.0102783514	0.059143463	-0.02457309	0.0823840905	0.1430404398	-0.0718221279	0.1009841238	0.1145000566	0.1795406057	-0.0138971247	-0.0793250857	-0.181809229	0.0394626926	-0.0352883722	0.0507648616	-0.116856781	0.0624955528	-0.0208065336	0.0130422286	0.0296840699	-0.0229672956	0.0204871331	-0.0017358965	-0.0399470981	-0.1310459296	-0.1610550294	0.0081136496	0.0380170035	0.0163788036	0.0868905583	-0.0766974711	-0.0380980881	-0.0787088924	-0.0914032075	0.0039520726	0.0087413212	-0.0839612124	-0.0082182518	-0.0192831986	0.1107490305	-0.0652968076	-0.0214478806	0.0507146354	0.1499437924	-0.1043534293	-0.216345098	-0.0621963187	-0.1009026547	-0.0858287887	-0.0780168221	0.1132855029	0.0181522201	-0.0204985591	0.0880575362	0.0208305795	-0.0777652919	0.0812702539	0.0824052458	0.1392837554	-0.1233663657	-0.1699454757	-0.0010179971	0.1125037874	0.1059762505	0.0953761056	0.0131581	0.0623878	0.00017313559561	0.00389223758884	-0.0386486	0.0189101	0.0014937142819599	0.0003575918820099	-0.052902	-0.0278176999999999	0.0027986216039999	0.0007738244332899	-0.00173053	-0.00035021	1.226470441000001e-07	2.9947340809000003e-06	0.000982906	-0.0001307339999999	9.66104204836e-07	1.7091378755999992e-08	-8.79367e-05	0.0013288632999999	1.7658776700868897e-06	7.73286320689e-09	0.0
