global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	c_comp_cor_14	c_comp_cor_15	c_comp_cor_16	c_comp_cor_17	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
767.8956245935248	n/a	n/a	589663.6902698795	925.327173404001	n/a	856230.377839838	n/a	713.6708479396176	n/a	n/a	509326.0791988528	748.8639102704892	653.4027291252075	n/a	n/a	n/a	n/a	-0.0673882606	-0.0797830134	0.0362694693	-0.1232126532	0.0813071422	-0.0544292555	0.0178121543	-0.0547321567	0.0907066789	-0.0156616575	0.0158654382	-0.1976822184	0.0408964054	-0.036690251	0.0646266298	-0.1578533428	0.2570378561	-0.0238652378	0.1672227171	-0.0546907481	0.0171424987	-0.1454288635	0.0037172321	-0.1959548464	-0.1291556284	-0.0861593483	0.0586612547	-0.1666161099	0.1153729957	-0.1155614676	0.0635378746	-0.013436839	0.0294534891	-0.0420904653	0.0987436757	-0.0859654931	0.0294669932	-0.006341149	0.0419375569	-0.0568801574	0.133309967	-0.0142795829	0.1040616099	-0.0021180195	0.0564833008	-0.0387954256	0.0563473449	-0.1354559367	-0.2097497717	0.1477484376	-0.0071351726	0.1524626545	0.0341129647	-0.0413576422	0.0037040832	0.0037181544	0.0207909118	-0.0516194364	-0.0025299541	-0.0067359206	-0.0148712052	0.1102534435	0.0381435849	-0.1036209982	-0.0534983023	0.1248237614	0.0157463233	-0.0105562007	-0.0224222698	-0.0227747986	0.0919903583	0.0979244185	-0.1222147485	0.0334790096	-0.0136272655	0.1223064698	-0.0562679885	0.0960535223	-0.1440087982	0.2315785299	-0.0728237962	0.0305554045	-0.1390573841	0.0162340571	-0.0099180975	-0.0429391607	0.0442733656	-0.041618242	0.0980576823	-0.0509274157	0.016275019	-0.0076533191	0.0848223176	-0.1045270666	0.0075184126	-0.1259953643	0.0608445484	-0.0062375909	-0.0055153846	0.1312422509	-0.1319292142	-0.0156394816	0.1477326422	-0.0805717685	-0.0440776107	0.0169128411	0.0230069065	0.1012675909	-0.0203071223	-0.0946394007	0.064852745	0.0257130135	-0.000322744	-0.0533181406	-0.0093663632	-0.1216824263	0.13219399	0.2131442607	0.1147017419	0.1146833673	0.1146527451	-0.00387064	n/a	n/a	1.49818540096e-05	-0.245018	n/a	0.060033820324	n/a	-0.213468	n/a	0.045568587024	n/a	-0.00247614	n/a	6.1312692996e-06	n/a	-0.00223658	n/a	n/a	5.0022900964e-06	-0.000510544	n/a	n/a	2.60655175936e-07
765.9579539284672	-1.937670665057567	3.754567606224634	586691.5871862839	923.2989231056456	-2.028250298355374	852480.9014080449	4.113799272778664	713.2422667504544	-0.4285811891631965	0.1836818357045396	508714.5310793264	748.5111998251938	657.550447543376	1.078361	29.018887	0.23805646	0.169296	-0.082922897	-0.0499843716	0.1318720413	0.1363390113	0.0123639521	-0.1121859322	-0.1333055975	0.0851545656	0.0494665092	-0.1155742919	-0.0949419087	0.0314074768	-0.0257482566	-0.020086986	0.0455643522	-0.0714210516	0.2023908427	0.0812225493	0.1289128564	-0.0771445307	-0.0236133043	0.0726013419	-0.1159803179	-0.0295350488	-0.0801300188	0.0055174104	0.0238960738	-0.1199774413	0.146574928	0.0032247854	-0.0269413829	-0.032166749	0.0452225376	0.111874592	0.1079875914	-0.0501011255	-0.1453004823	0.0719759875	-0.0324400092	0.1730099213	-0.1006980955	-0.0937240486	0.1737180486	-0.0049480964	0.0003086226	-0.0271804634	-0.056661594	0.0571951588	-0.0889288921	0.1260767567	0.0908652403	0.0898041338	-0.1132078998	-0.0891011742	0.01033561	-0.1148902336	0.025548668	-0.0552576382	-0.0500009995	-0.0865259277	-0.0492614031	0.0674911725	-0.0025244377	-0.0438445638	-0.0671898599	0.1054822588	-0.0286217457	0.1407652132	0.0196355274	-0.2150710707	0.1053036588	0.0238220497	-0.0143158938	0.0114421039	0.0523911465	-0.1472846819	-0.1189346633	0.0141774459	-0.0505306937	0.2704287437	0.0558959324	0.0826632495	-0.080429643	-0.0141993104	-0.1608855317	-0.0084048239	-0.0428982031	0.0615230161	0.0919761634	0.1689464756	0.0225585935	0.0391772978	-0.0072811685	-0.1195799899	0.0642962228	-0.1222175631	-0.0087342104	0.1332533718	0.0545284398	0.0131835596	0.0198199922	0.0170273706	-0.0095304037	0.0255790016	-0.0207234166	0.0920836321	-0.068653603	-0.0166695651	-0.0219143794	0.1513684602	-0.01244782	0.0206477001	0.0317339861	-0.1053920099	-0.0928178938	-0.1171356798	0.0787609602	0.0405429872	0.1146527451	0.1144874327	0.1142120884	-0.0123496	-0.00847896	7.189276268160001e-05	0.00015251262016	-0.0808765	0.1641415	0.00654100825225	0.02694243202225	-0.180376	0.0330919999999999	0.032535501376	0.0010950804639999	-0.00265743	-0.00018129	7.0619342049000005e-06	3.2866064100000066e-08	-0.00239252	-0.0001559399999999	2.4317283599999943e-08	5.7241519504e-06	-0.000200894	0.00030965	9.588312250000005e-08	4.0358399236e-08
766.3565009049439	0.3985469764767231	0.1588396924587377	587302.2864792693	918.3404404471607	-4.958482658484854	843349.1645606852	24.58655027449503	714.1063015105567	0.8640347601022995	0.7465560666650383	509947.8098570861	748.5369439367086	651.5301274052514	1.017525	27.381779	0.0938890499999999	0.0543243	-0.0433871431	-0.0579749645	0.0583948255	-0.0182051761	0.1704889192	0.0193170664	0.0430580952	-0.0259813958	-0.0412615961	-0.007608657	0.0587177254	-0.0492839156	0.0018584788	-0.1661426163	0.0470896943	-0.1365536913	0.1236666251	0.112108004	0.1030704784	-0.175707934	-0.0686505467	-0.0089408867	0.1173266051	-0.0568903153	-0.0251207437	-0.0190264941	0.090392851	-0.0128801267	0.0689415423	0.1527953685	0.0240414733	-0.0415401145	-0.0295977431	0.0712946436	0.0299417043	0.0683042956	-5.90359e-05	0.1623386341	0.0646891049	0.0418185989	-0.0838805055	0.0551277434	0.0540852028	0.0101045577	0.0270676721	0.1426870736	0.0733165159	0.1388580234	-0.0990379778	-0.1260664809	0.1439538773	-0.017772817	-0.0180823007	-0.0027891501	0.0976383289	-0.0343540878	0.0363208411	-0.1302703986	-0.0599414093	-0.0836425846	0.0223676052	-0.0227735602	0.0480887922	0.0297615729	-0.0432273806	0.0264912314	-0.1487257037	-0.0529333988	0.0207638801	-0.0328997961	0.1613740552	-0.0034365985	-0.0219665237	-0.0990178586	-0.0241796259	0.0230163034	-0.042519033	-0.1227564714	-0.1366464751	0.1765988489	0.0548889534	-0.0806934269	0.002009294	0.0478365476	-0.1608516136	-0.0042770856	-0.0169542313	0.0920021888	0.0711186846	0.1611846177	-0.0453355044	-0.110245082	-0.0230092226	0.0196180259	-0.0792902092	-0.0282757074	-0.0298057793	0.0062742708	0.0158306345	-0.0646309728	0.048809648	-0.0555917802	-0.0434169081	-0.0231352959	0.1329373315	-0.2396524144	-0.0717613335	0.0136605589	0.0124630269	0.0474313807	0.1330682115	0.0033325539	0.0716836039	0.017605404	-0.0531119467	-0.0154788471	-0.0641170144	0.0651134197	0.1145547726	0.1140958982	0.1133324686	-0.0199026	-0.0075529999999999	5.7047808999999984e-05	0.00039611348676	-0.122764	-0.0418874999999999	0.0150709996959999	0.0017545626562499	-0.213077	-0.0327009999999999	0.045401807929	0.0010693554009999	-0.00257508	8.235000000000013e-05	6.6310370064e-06	6.78152250000002e-09	-0.00229941	9.310999999999998e-05	8.669472099999996e-09	5.2872863481e-06	-0.000141403	5.9491e-05	3.539179081e-09	1.9994808409e-08
766.3626831227839	0.0061822178399779	3.821981742094183e-05	587311.7620831524	917.9106593904988	-0.4297810566619091	842559.9786227003	0.1847117566654271	711.6789215314914	-2.427379979065336	5.892173562767229	506486.88735222665	746.0797805828056	651.949906560066	1.059233	28.504152	0.1147638	0.0652437	-0.0534362672	-0.1536677107	0.0012573213	0.0723436954	-0.0385173069	-0.1337065663	0.0488952049	-0.0823586001	0.1074067028	-0.1198268921	-0.1533081398	-0.0081457396	0.0135310484	-0.0017055184	0.0568605111	-0.039303346	0.0920127098	0.0728642832	0.0023024232	-0.0648220245	-0.1057577767	-0.0474277985	-0.0072045429	-0.0947456328	-0.1612635645	0.0150041691	0.1157685191	-0.0900491968	0.1033708328	-0.1193735788	-0.0388157877	0.0505316873	0.1112680756	-0.0314253281	-0.0273461581	-0.0250004004	-0.0246772433	-0.0783859698	0.0283427733	0.0567558384	0.0521043404	0.0826763057	0.0568424572	0.0281435946	0.0474951168	0.0055513103	0.0256395878	-0.0133483204	-0.0184808822	0.0024058567	0.0441633969	-0.1324943359	-0.0761404484	-0.0446025792	-0.0392511978	0.1448100251	0.091533442	-0.0129231147	-0.0912872164	-0.0648708097	0.0774466466	-0.0243628306	0.0423773489	0.0495575073	0.0602821324	-0.1226664979	-0.0108778994	-0.0018128151	0.1013405677	-0.0122786325	0.0174452577	0.1581835838	-0.0558274118	0.1210819259	-0.0618802881	-0.0982186819	-0.080870526	-0.0318224349	-0.015941815	0.1682178772	0.0588794654	-0.0041556227	0.044211989	0.0139404689	-0.0686609181	0.0611620628	0.1000156731	0.0362915441	0.0003886248	-0.0008943571	0.0329398953	-0.0408524731	0.0179921339	-0.0636041079	-0.0385683464	-0.094522109	-0.0654366337	-0.0660178547	-0.066982	0.0582979131	-0.0939068478	0.0473131923	0.0844345388	-0.0535841645	-0.0003941517	-0.0329807714	-0.0422331092	-0.0048741616	0.0181303836	-0.1022599216	-0.0176026977	0.0922408101	0.0521021033	0.1435138277	0.0912979287	0.0347099403	-0.0434568066	-0.0665361969	0.1144078661	0.1135094328	0.1120172664	-0.0198701	3.249999999999781e-05	1.0562499999998575e-09	0.00039482087401	-0.181074	-0.05831	0.032787793476	0.0034000561	-0.191926	0.0211509999999999	0.036835589476	0.0004473648009999	-0.00211335	0.00046173	4.4662482225e-06	2.1319459290000006e-07	-0.00217792	0.00012149	1.4759820100000031e-08	4.7433355264e-06	-0.000263589	-0.000122186	1.4929418596e-08	6.9479160921e-08
765.7417595590566	-0.6209235637272741	0.3855460719917782	586360.4423326001	920.530184233474	2.619524842975125	847375.8200849135	6.861910402963851	713.4283380074779	1.7494164759865498	3.0604580064531985	508979.99347211217	748.1569948441132	659.3135340295132	1.064368	28.642347	0.201199475	0.125431	-0.068296679	0.0085760085	0.1067170331	0.0087295861	0.125867047	-0.0048985871	-0.0357380763	-0.0391124202	-0.0403149554	-0.0631054775	0.0684851443	-0.0624195693	0.0015554634	0.0461022951	0.0913019726	0.0689540991	0.0420514309	0.0576324893	0.13755565	0.0128262549	0.0196367166	-0.0109856557	-0.0090670523	-0.0723003279	-0.0694557719	0.0047612572	0.0170797165	-0.0865767529	0.0938047421	0.17016982	-0.0320946684	0.0224627525	0.0187345932	-0.085662874	-0.1353478588	0.0089950087	-0.0930468254	-0.0993920365	0.0131984651	0.0262217993	0.0366998018	0.0283751204	0.0620678691	0.0561424191	-0.1284979191	-0.0033514452	0.0674524478	0.0917355152	-0.0178938278	-0.1076713266	-0.0110926481	-0.0788929288	-0.0620727388	-0.1206128461	-0.0268269888	-0.0931511009	0.0620676939	0.1900130346	0.1133355601	0.0308961154	0.2203155182	-0.0511425488	-0.0313581372	-0.0054467306	-0.1259501453	-0.1456073317	-0.1286292053	-0.0167693612	-0.1482186725	-0.0010577215	0.0702722167	0.0572475046	0.002416969	-0.0988548431	0.0615211747	-0.0129607912	-0.0553756934	-0.0165457421	-0.020074766	0.1931985618	-0.0863978182	-0.0205373289	0.0407230205	0.0126960664	-0.0428925746	0.0878876145	0.0856660577	-0.0620231132	0.004313718	0.0798192845	-0.0533629481	-0.0033567298	-0.0504545417	-0.0537410469	-0.0274137021	-0.1161193635	-0.0128380586	0.0446403397	0.0904348933	-0.1124949272	0.0632536009	-0.075548414	-0.1806415547	0.0320427502	-0.1177456975	-0.0516233719	-0.0712325674	0.0700595285	0.1329218651	-0.0369312985	-0.0024837102	-0.0124247189	0.0452781352	0.1464084018	0.0365310077	0.0167938219	-0.1895910549	0.0061825542	0.1142120884	0.1127290384	0.1102715368	-0.0341592	-0.0142890999999999	0.0002041783788099	0.00116685094464	-0.0661879	0.1148861	0.0043808381064099	0.01319881597321	-0.147865	0.044061	0.021864058225	0.001941371721	-0.00233192	-0.0002185699999999	5.4378508864e-06	4.777284489999999e-08	-0.00230545	-0.00012753	1.6263900900000072e-08	5.3150997025e-06	-5.04235e-05	0.0002131655	4.543953039025e-08	2.54252935225e-09
764.7715333152693	-0.9702262437873516	0.9413389641337132	584875.498169388	919.9396538984762	-0.5905303349977657	846288.9668148481	0.3487260765525734	712.2190420850542	-1.2092959224237347	1.4623966279906715	507255.9639085522	747.2598338036746	647.2356985761257	1.000587	26.925985	0.1134659749999999	0.051703	-0.0329742288	-0.0985470582	-0.0232301493	-0.0333763604	-0.0197806721	-0.1180135041	0.0282727105	-0.0470909819	0.0736033918	-0.0366341919	-0.0161909404	-0.0204573396	-0.1077471883	-0.1236456917	0.0923888281	0.0386611294	0.0257096763	-0.0088638033	0.2005135459	0.1164612135	-0.017323667	0.1134682679	-0.0313646254	0.0864623664	-0.1469950077	0.0148384676	0.0285281313	-0.1281326023	0.1790054932	-0.0989047917	0.0176852101	-0.0392121165	0.1701514341	0.0787489273	-0.0825835995	0.0295591069	0.0587293669	0.0730078953	0.0016272361	-0.124260134	-0.0068289562	0.0637154976	-0.1079411458	0.014774452	-0.1385868017	-0.0319047478	0.0651806825	-0.01160889	0.1315204416	0.0430388332	-0.0032686223	0.0684086851	-0.0443774917	-0.0924964067	-0.0696872442	0.1132639247	-0.1128277091	0.1008872951	-0.1198507337	-0.0558089783	-0.0562070393	-0.0535615338	-0.1129501045	-0.0524426999	0.0664000948	-0.0315308359	-0.0292682255	-0.0937589591	0.0364829519	0.1552574373	-0.1260132715	0.1106963195	-0.0504735419	0.0916950344	0.0627486121	0.0054124925	-0.0275272346	-0.0265224686	-0.1355261791	0.1580626918	0.007373216	0.06034637	0.1212878229	-0.0172348404	0.1095393193	0.1207132279	-0.0065133311	-0.1018528817	-0.1418161319	-0.092954689	-0.0361503584	-0.0634789665	0.032044853	0.0231733336	-0.1264973895	0.135509895	0.0639637041	-0.0758096419	0.0889590646	0.0282322967	0.0041069924	0.0922746992	0.0647825211	-0.154580335	-0.0172166014	0.0872602614	0.0305009213	-0.1511197629	0.0974026728	-0.0365384716	-0.0359030211	0.0084747391	-0.0051682632	0.0174584406	-0.0190514036	0.0244093372	-0.0520681014	0.0066821016	0.1139675232	0.1117560484	0.1081019891	-0.0393307	-0.0051715	2.6744412250000027e-05	0.00154690396249	-0.098047	-0.0318591	0.009613214209	0.00101500225281	-0.125537	0.0223279999999999	0.015759538369	0.0004985395839999	-0.00191529	0.0004166299999999	3.6683357841e-06	1.735805568999999e-07	-0.00172903	0.00057642	3.322600164e-07	2.9895447409000005e-06	-0.000139521	-8.909750000000001e-05	7.938364506250001e-09	1.9466109441000003e-08
765.721400016678	0.9498667014087232	0.9022467504450884	586329.2624435014	921.5624960052876	1.6228421068113903	849277.4340434957	2.633616503640032	713.2567717332295	1.0377296481752865	1.0768828227020038	508735.2224233082	748.1306646401337	655.9002098210843	1.042951	28.066008	0.182472665	0.139342	-0.027311152	0.0274650993	0.1645353508	0.0640292727	0.0214869095	0.0117218522	-0.1052668067	0.0164576611	-0.05706794	-0.0817387187	0.0627859758	0.0464533257	-0.0054843774	-0.0571767536	-0.0178725716	0.0366211874	-0.0565253683	0.0372314354	0.1473358721	0.126179725	0.0170945567	0.0009139942	-0.0633999105	0.0390927344	-0.0153190453	0.070377086	-0.0698130123	-0.0652042094	0.0580361989	0.056857046	0.061636148	-0.0577511841	0.0618679475	0.0892210351	-0.1295059836	0.0451280347	0.0594774917	0.0915414002	0.0164070967	-0.0182282087	-0.087149824	-0.0121289989	0.1614963191	-0.0484626833	0.1618554098	0.1461658433	-0.0671952206	0.0834624555	0.1461995723	0.0806872036	-0.0894154778	-0.0820014017	0.0962611466	0.0439823224	0.0035514286	-0.0649956277	-0.0778106723	0.1163263287	0.1566411329	0.0429226584	-0.0366951531	0.0810593304	0.0065676278	-0.0821753795	0.1084071778	-0.0701427204	-0.0099648972	0.0647331381	-0.0566144711	0.076510457	-0.0673808773	0.0318366984	0.0465421218	-0.1252088485	0.1193503429	-0.0253393294	-0.0504053844	0.0376581132	0.0263335295	0.0772563759	-0.0317138243	0.0512825497	0.1477222969	-0.0676245051	0.0484368813	0.05637954	0.0123740231	0.0341279341	0.1016096344	0.0777013592	-0.0720376447	0.0617960792	-0.0528069982	0.0767391465	0.1289276435	0.100690253	0.0858885255	-0.0301626864	-0.0325245858	-0.1695376856	0.0762637888	0.0817157271	0.0176534526	-0.1181245891	-0.0127656382	0.0234961336	0.0574561646	0.0732073681	0.0304844383	-0.0668235379	-0.0339172763	-0.1556700569	-0.001433234	-0.1491156129	-0.0398319941	0.0899266025	0.114881571	-0.0234902436	0.1136742748	0.110592125	0.105516962	-0.0460388	-0.0067080999999999	4.4998605609999925e-05	0.00211957110544	0.0371922	0.1352392	0.00138325974084	0.01828964121664	-0.0940652	0.0314718	0.00884826185104	0.00099047419524	-0.00192253	-7.2399999999999375e-06	3.6961216009e-06	5.24175999999991e-11	-0.00167066	5.837000000000008e-05	3.407056900000009e-09	2.7911048356e-06	-2.40597e-05	0.0001154613	1.333131179769e-08	5.7886916409e-10
767.1746333559555	1.4532333392775172	2.1118871383876834	588556.9180648448	922.91314344288	1.3506474375924429	851768.670339618	1.8242485006750315	714.812727621345	1.5559558881154771	2.420998725761223	510957.2355694671	749.3380004652374	646.1370723487505	1.028411	27.674726	0.1537778849999999	0.0708812	-0.0319154184	-0.0260365339	0.0154806881	-0.1061006125	0.0461519304	0.0663709949	0.0092126084	0.0530032958	-0.0132794696	0.0221259791	0.1216778138	0.0208650362	0.0396326067	-0.1341528522	-0.0429298596	0.0238661317	0.0082587897	-0.0854702137	0.0835055261	-0.0085819158	-0.0046180303	-0.0493228828	0.0778469122	0.0094171866	0.1023271344	0.0132012208	0.0191155941	-0.1033356011	0.1354085103	0.0708796546	0.1231704737	-0.1451966779	0.0008932317	-0.0797093363	0.084191168	-0.0219395568	0.0300926645	0.0520737275	-0.0432363377	-0.1056074637	-0.0847133447	-0.0664957507	-0.1692464217	-0.0267817707	0.0041907782	-0.0378353976	-0.0017821003	0.0382202145	-0.0153434554	-0.103542248	-0.0179167679	-0.0699420636	0.0675232063	0.0310261137	0.0782010132	-0.1008402751	-0.1119012715	-0.0640850236	0.0013795578	-0.02128645	-0.0322887027	0.1533724602	-0.0753411546	-0.0059217159	-0.0303561584	-0.0806404416	0.1986027309	0.1196567579	-0.0760220273	-0.0271617265	-0.0752536078	-0.0677745848	0.0876769882	-0.0365874041	-0.0144064349	0.141038001	-0.0445338688	-0.028061848	-0.1506129608	0.0541610712	0.0376681653	0.0122516319	-0.1320073548	-0.0523469689	0.0567520218	0.0073631889	-0.0133768735	-0.0391738644	-0.0778147303	-0.0093728502	-0.0828857448	-0.0010860555	-0.1307700254	0.1266086631	0.1154202697	-0.0073314093	-0.000891182	-0.0533639631	-0.0599868901	0.0583846869	0.0379913312	-0.0610804059	0.0347505221	0.0149069682	-0.0850074904	0.0303039809	-0.0111948537	-0.1150929993	-0.137447524	0.040273155	-0.0318890369	-0.0713464842	-0.0525585523	-0.1192536334	0.1379120673	-0.0052545825	0.0322347007	0.0916963463	0.1133324686	0.1092392569	0.1025263906	-0.0306892	0.0153495999999999	0.0002356102201599	0.00094182699664	-0.0133653	-0.0505575	0.00017863124409	0.00255606080625	-0.129122	-0.0350567999999999	0.0166724908839999	0.0012289792262399	-0.00237594	-0.00045341	5.6450908836e-06	2.0558062810000002e-07	-0.00123689	0.00043377	1.881564129e-07	1.5298968721e-06	0.00014504	0.0001690997	2.859470854009e-08	2.1036601600000004e-08
766.23071576661	-0.9439175893454604	0.8909804154757451	587109.5097842115	920.4988344031505	-2.4143090397295737	847318.1041375586	5.828888139319936	712.4378027686671	-2.37492485267785	5.640268055866908	507567.6228138462	746.4683159300098	635.9958073020389	1.079849	29.058935	0.197233295	0.153124	-0.034899515	-0.1298659145	0.0714623894	0.0187491855	-0.111739934	-0.0119658333	0.0063507992	-0.0852031739	0.0466841071	-0.0851349558	-0.1567190556	0.0575949616	0.0172549439	-0.0691626304	-0.0661243653	0.0707485717	-0.0474825583	0.0616577805	-0.0357935791	3.52387e-05	-0.0542911461	0.0716594342	0.0457277468	-0.0440715154	-0.0543264752	0.0547186339	0.1367711992	0.0129188047	-0.0167884683	0.0049460925	-0.0169960101	-0.0093636895	0.1664102703	-0.0576788445	0.045162797	0.0671486776	-0.0214436759	-0.0333519745	-0.1226617175	0.0421387415	0.0437832753	-0.0592199601	-0.1099238811	0.0899239457	-0.0110182809	-0.0458932558	0.0228122753	-0.0237829708	0.1161252215	0.1185008917	-0.0289675858	-0.0376634638	-0.0190271688	0.0907134058	0.0167394036	0.0536386286	0.1137408901	-0.1120668021	-0.0815208123	0.0436775706	0.2277071373	0.0749133302	0.1857613782	0.0992593604	0.0087686914	0.0895687023	-0.0173780009	0.020863517	0.1675129759	0.1785945129	-0.1108942793	0.1305431382	-0.0097488341	0.0229824706	-0.1198347451	-0.0955373934	-0.0271386364	-0.0459794324	-0.0401849079	-0.0489681253	0.0684995958	0.1668829699	0.0278047448	0.0601365662	-0.037006426	0.0113252136	0.1322065295	-0.0905445927	-0.1671472457	-0.1284788076	0.0652071508	-0.0678915145	-0.0223188777	0.0868062213	0.0100966483	-0.06326284	0.0273270439	-0.0363073573	-0.0492015665	0.0495668142	0.0602310046	0.0506242231	-0.0434976853	0.1074041698	0.0529277618	0.0727421301	-0.0417107185	-0.127474651	-0.0890070611	-0.0613674528	-0.1213166619	-0.0221660106	-0.2344357732	0.0714431657	-0.0723977598	0.002052034	0.1092263559	0.002477987	0.1129422506	0.1076997553	0.099141769	-0.0297187	0.0009704999999999	9.418702499999984e-07	0.00088320112969	-0.165183	-0.1518177	0.027285423489	0.02304861403329	-0.116172	0.0129499999999999	0.013495933584	0.0001677024999999	-0.00197708	0.00039886	3.9088453264e-06	1.590892996e-07	-0.00110773	0.00012916	1.668230560000003e-08	1.2270657528999998e-06	4.31581e-05	-0.0001018819	1.037992154761e-08	1.8626215956100003e-09
765.9097270123395	-0.3209887542705019	0.1030337803681286	586617.7099321164	919.5326642614856	-0.9661701416648611	845540.320643826	0.9334847426446978	712.7486107958018	0.3108080271347262	0.0966016297313807	508010.5821913454	746.7499480116409	653.2905821571571	1.10833	29.825375	0.27136781	0.190396	-0.0482487496	0.030338141	0.0840043498	-0.1093538824	0.0726375601	0.0466796822	-0.0490303608	-0.0271697329	-0.0084877746	-0.0530927858	0.1456740628	0.0715460959	0.0002920114	0.1399345684	-0.0487970072	-0.0044374842	-0.0661865944	0.0360948739	-0.1054861801	-0.0093080721	-0.0161230468	0.0836637081	0.0647443797	0.102245626	-0.0047878588	0.0799486287	0.0548871056	-0.0710594731	-0.1539814012	0.1344068028	-0.0669776826	-0.0424968336	0.0358332671	-0.1353376159	-0.0021498237	0.0995839078	0.0815095253	0.0110346664	-0.0883454009	-0.025482926	0.04788712	-0.0755326247	-0.0616111655	-0.0346488232	0.0723038216	0.1285786228	0.0259938634	0.0159233708	-0.0501145759	-0.0568001927	-0.0458501478	-0.0680781613	0.0430703161	0.0211015586	-0.0408285253	0.064062668	-0.0399164074	0.0567149247	0.1490479281	-0.0218287527	0.0158467924	-0.0185227124	-0.0470393738	0.0582278215	0.1642534517	0.1175478467	0.0524932754	0.0075480158	-0.0481859821	0.0029089802	-0.0491292455	0.0599188241	0.1049552844	-0.1183364062	0.0424542638	0.0310021597	-0.0577443138	-0.0234961739	0.0755708658	-0.0506775446	-0.0264563562	-0.0256204549	-0.036291171	0.0352211348	0.0597915719	-0.0930826642	0.053201845	-0.1613010409	0.0248277641	-0.1582206989	-0.0364554954	-0.0430384128	-0.012676543	-0.0236536466	0.0103073376	0.0457286003	-0.0996379582	-0.1685014514	0.1291924926	0.0561446906	0.1353650539	-0.0045415557	-0.0549080239	0.0232262135	0.1163488853	-0.0497418151	0.0389308816	0.0670193481	-0.0190943164	0.0669216125	0.0595441319	-0.0792967902	-0.159137987	0.0728070739	0.0292151661	-0.0538100723	-0.0706657753	0.0858230566	0.1125037874	0.1059762505	0.0953761056	-0.0302735	-0.0005547999999999	3.078030399999974e-07	0.0009164848022499	0.0163107	0.1814937	0.00026603893449	0.03293996313969	-0.0649402	0.0512317999999999	0.00421722957604	0.0026246973312399	-0.00155616	0.00042092	2.4216339456e-06	1.771736464e-07	-0.00077704	0.0003306899999999	1.0935587609999997e-07	6.037911616e-07	3.30179e-05	-1.0140200000000002e-05	1.0282365604000004e-10	1.09018172041e-09
