global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
652.219220216126	n/a	425389.9112193315	n/a	724.2430056330437	n/a	n/a	524527.931208385	645.9421915226752	n/a	417241.3147891165	n/a	644.7793735575374	472.0623282275761	n/a	n/a	n/a	n/a	-0.0416606496	0.0135852216	-0.0745630775	0.0077864627	-0.1165159834	-0.0414510754	-0.0453943307	0.0075388234	-0.0259744098	0.088147432	-0.0122264811	0.0472185231	-0.046562196	0.0413330975	-0.0412795301	-0.0157610808	0.0417642157	-0.0453971269	0.097883088	-0.0769419388	0.0773938469	-0.0887688008	0.048117881	-0.016268248	0.0372178838	-0.0402232669	0.0751518683	-0.0727179446	-0.0401161242	0.0222637631	-0.0060798267	0.0594394649	-0.0574893713	0.0354872749	-0.1343797491	0.0003039776	-0.0907444088	0.1382476939	-0.0345544003	0.0922939291	-0.031619611	0.1072864637	-0.0013233442	-0.0333992695	0.0357434183	0.109512402	-0.089587138	0.0511640872	-0.0059853981	-0.0597274198	0.0375445733	0.0437935669	0.1154882954	-0.1424665924	-0.0322610765	-0.0241735583	0.0911097023	-0.0244108144	0.0382329605	-0.0572390426	0.0169405759	-0.032935329	0.0374271585	-0.0503638874	0.1027150614	-0.0316285169	0.1197944327	-0.2242348779	0.0213538691	-0.1125708043	0.0030009714	-0.0863702939	0.1307814433	-0.0943041739	0.1196717252	-0.1695977061	0.0042436082	-0.1643260346	0.1504971	-0.0542362974	0.0500666238	-0.0448558323	0.1053908254	-0.0355493933	0.0228983756	-0.0481435411	-0.0060591022	-0.0619583953	0.0112349247	0.1598620422	0.1147017419	0.1146833673	0.1146527451	-0.060271	n/a	0.003632593441	n/a	0.0476839	n/a	0.00227375431921	n/a	0.0205343	n/a	n/a	0.0004216574764899	-0.00252667	n/a	n/a	6.384061288899999e-06	0.00102345	n/a	n/a	1.0474499024999998e-06	-0.00159738	n/a	n/a	2.5516228644e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
651.3530812133909	-0.8661390027351672	424260.8364061781	0.75019677205907	722.2489477846151	-1.994057848428611	3.97626670287974	521643.5425759837	646.4836147644611	0.5414232417858784	417941.06415892416	0.2931391267459297	646.5702503441505	476.5943420888552	1.14726	31.194614	0.28011655	0.144068	0.0177315736	0.0655040196	-0.0923110255	0.0678372707	-0.0046436198	0.0627504976	-0.0717228908	0.0120139939	0.0252228823	0.0256772926	0.0510468376	-0.0061806701	0.0513432188	-0.0956738424	0.0402669314	0.0301281381	-0.0147283064	-0.1449355012	-0.0437615362	-0.0662367831	0.0311738734	-0.0889358482	0.0427349862	0.0068601138	-0.0933505687	-0.0170868126	0.0779838058	-0.0156708605	0.0410200003	0.0453909209	-0.0113013021	0.0192863348	-0.0253259138	-0.0469990104	-0.1257648396	-0.0840354659	-0.0951088103	0.0683000876	-0.0490349247	0.0988535443	0.0262491604	-0.0674608706	-0.0269724856	-0.0650858429	0.1155360943	0.1388985342	0.0968470253	0.0364133755	-0.0189034669	0.0700929783	0.0362318839	0.1180703282	-0.0643244131	0.1157107858	0.0634945453	-0.0039785713	0.107272021	-0.0426332935	0.0652448936	0.0041994977	0.0543266426	0.090254804	-0.0788550591	-0.0021459934	0.0039126348	-0.0404419658	-0.0774600016	-0.008740685	-0.0036494457	-0.104374908	0.0084652476	-0.0525485585	0.202068703	-0.0807698917	-0.0709876989	-0.1370509391	-0.0760880824	-0.1364481383	0.1556969018	-0.0940297177	0.0754874233	-0.0938479702	0.1040481063	-0.0159393055	0.0410868792	-0.0862402409	-0.0786997718	-0.1530199224	-0.1394185119	-0.0514955349	0.1146527451	0.1144874327	0.1142120884	-0.0603083	-3.7300000000004e-05	0.00363709104889	1.391290000000298e-09	-0.0130125	-0.0606964	0.0001693251562499	0.0036840529729599	-0.0802588999999999	-0.1007931999999998	0.0101592691662399	0.0064414910292099	-0.00268983	-0.0001631599999999	2.662118559999996e-08	7.235185428899999e-06	-0.000467944	-0.001491394	2.2242560632360003e-06	2.1897158713600003e-07	-0.0008801409999999	0.0007172390000001	5.144317831211435e-07	7.74648179880824e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
650.236838144638	-1.1162430687528513	422807.94568033615	1.2459985885387828	723.0881044141328	0.8391566295176744	0.7041838488634635	522856.4067452238	647.0028374475089	0.5192226830478148	418612.6716651276	0.2695921945913715	646.9747839649093	474.13697368604096	1.090879	29.661564	0.13292173	0.0664425	-0.0183346948	0.077387646	-0.1710993359	0.0028172859	-0.0525808876	0.041410177	-0.0209881924	0.0548336903	0.0783256686	-0.0416097451	0.0503927468	0.0674179632	-0.0901718175	-0.0378267909	0.030968218	0.1134522432	-0.077133582	-0.0447357279	-0.0011760175	0.0269337693	0.0805493147	-0.0115775539	0.1041191152	-0.1002043131	0.1814752285	0.0127495351	0.0376559721	-0.1605376693	0.0130553832	-0.0558528256	0.0211753179	0.1360420311	-0.0709315539	-0.0403666778	-0.1122810611	-0.0489140628	-0.1250194274	0.0627634154	-0.0068076546	0.079646046	-0.0690059169	0.016934295	0.1260824224	0.0159895438	-0.1591252525	-0.0601385248	0.0430042421	0.0106658599	0.136904809	0.0672859721	0.0271350336	-0.0457964387	0.0351828262	0.0651687249	0.0680126161	-0.0773224331	0.0384817577	0.1068699427	-0.1174889628	0.0736211778	-0.0368022324	0.0594322801	-0.0087832535	0.0412856341	-0.066995726	-0.0845498977	0.1681460281	-0.056053265	-0.0524824766	0.1052496337	-0.1023752736	-0.1307283647	0.0712341749	-0.0935237533	-0.1122456194	0.0120146324	-0.1478558218	0.0043775664	0.0130945882	-0.0794964353	-0.0017372475	-0.1516429036	0.0097390991	-0.0231900586	0.0857172042	-0.0569689769	0.1519895331	0.0491072459	-0.0051503146	-0.0683936344	0.1145547726	0.1140958982	0.1133324686	-0.0602952	1.3100000000002e-05	0.00363551114304	1.7161000000005236e-10	0.00446703	0.01747953	1.99543570209e-05	0.0003055339690209	-0.0416054	0.0386534999999998	0.0014940930622499	0.00173100930916	-0.00337257	-0.00068274	4.661339076000004e-07	1.13742284049e-05	0.00018926	0.000657204	4.31917097616e-07	3.58193476e-08	-0.000684573	0.0001955679999999	3.824684262396091e-08	4.6864019232899993e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
649.7158048480023	-0.5210332966356646	422130.62706928747	0.2714756962030284	724.2590266832461	1.1709222691133618	1.371058960305584	524551.1377321631	645.2885202635524	-1.7143171839564957	416397.2743839251	2.9388834072085293	645.7247961428992	477.2205502215599	1.257241	34.18504	0.47517182	0.237937	-0.0913945659	0.0111262947	-0.0563499784	0.0402929418	0.0164616134	-0.0764543322	-0.0560904019	0.0852426446	-0.019161547	0.079096205	-0.1103531158	-0.072193747	0.0097096978	0.0174196113	-0.1000478739	-0.0438362601	0.0163706177	0.0256891836	0.0406273924	-0.0157986794	0.130289605	-0.1230131734	0.108247154	0.2127444539	-0.1826397923	-0.0041513108	0.12480589	-0.0310128808	0.1239226808	0.0107450328	-0.0065883588	-0.1261089952	0.1292168076	0.0457957891	-0.0693624631	-0.0582728575	0.0737308808	0.1072684295	0.0613466631	0.0594565133	-0.135240751	-0.1301402233	-0.0005472788	0.0395645489	0.0197283112	0.0047762133	-0.0577955994	-0.0568356744	-0.0233518377	-0.0232425884	-0.0435106085	0.0301145486	0.044552082	-0.1180821586	-0.0693998866	0.043966137	0.0758034774	-0.1681908279	-0.0136398837	-0.060308135	0.0710382764	0.1152394283	0.0955305283	-0.1202086277	-0.0330815134	-0.0672918647	-0.0082766415	-0.030440607	0.0698761538	-0.0564646004	0.0490207577	0.0152019673	0.0728431672	0.0130979083	-0.1114219076	0.1155623634	0.1169755716	-0.2312918341	0.0633678912	0.0949320237	-0.0455051852	0.0737207718	-0.0789325385	-0.080134425	0.077736939	0.069006847	0.0097913048	0.1317246914	0.0457642419	0.1277296395	0.1144078661	0.1135094328	0.1120172664	-0.0875912999999999	-0.0272960999999999	0.0076722358356899	0.0007450770752099	0.103006	0.09853897	0.010610236036	0.0097099286086609	0.156441	0.1980464	0.03922237655296	0.0244737864809999	-0.00226913	0.00110344	1.2175798336000005e-06	5.148950956899999e-06	0.00116253	0.0009732699999999	9.472544928999998e-07	1.3514760009e-06	-0.00163367	-0.000949097	9.007851154090002e-07	2.6688776689000003e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
651.5529985087949	1.8371936607925363	424521.30986580165	3.375280547256281	725.2496471873795	0.9906205041334032	0.981328983209518	525987.0507454185	646.2953369490102	1.006816685457807	417697.6625620347	1.013679838116244	647.5137791052922	462.50039022563294	1.265279	34.403591	0.49932924	0.305822	-0.0235774112	0.0182337323	-0.1475761176	-0.0106166528	0.0099746987	0.0408207438	-0.0274684474	0.0392157369	0.1482491692	-0.0577346373	-0.0808937119	-0.0657083454	-0.0225412877	-0.0797955295	0.090841568	-0.0160784776	-0.0157074084	-0.0712655073	-0.0546323874	-0.0690625653	0.0301519394	-0.0472980771	-0.0437637141	0.0026853019	-0.0706621771	-0.0212559126	0.0935790504	-0.0488737338	0.0034484518	-0.0563131639	0.0658579823	-0.0300638018	0.0052618965	-0.0949454878	-0.0242122783	0.0313009001	-0.0243479312	-0.0612504331	-0.0133114124	-0.0346563116	0.2105532458	-0.0990769412	0.0516088882	-0.047440704	0.0724462111	-0.0631150947	-0.001664309	0.0438714861	-0.0665282004	-0.0818403895	-0.0923636342	-0.038720375	0.051958711	-0.1626278416	0.0502331392	0.0203610393	0.0385107502	0.0501858198	0.0074914779	-0.0393601528	0.1037263961	0.1397945164	-0.0700820579	0.120202045	0.0134503637	-0.0491830228	-0.0216854467	-0.0467455381	0.0179559495	0.2332542162	-0.0983340653	0.0088829766	-0.1212856702	0.0595698071	-0.0921911501	0.1045069126	0.0117098445	-0.0854354442	0.0283310762	-0.0979617892	0.0748516813	0.0038409193	-0.0396162243	0.0492729862	0.068573858	0.1153265833	-0.1327055882	-0.1150703607	-0.0591585293	-0.0494886232	0.1142120884	0.1127290384	0.1102715368	-0.0794297	0.0081615999999998	0.00630907724209	6.661171455999827e-05	-0.027439	-0.130445	0.000752898721	0.017015898025	-0.112532	-0.268973	0.072346474729	0.0126634510239999	-0.00222155	4.757999999999976e-05	2.263856399999977e-09	4.9352844025e-06	5.64862e-05	-0.0011060438	1.2233328875184398e-06	3.19069079044e-09	-0.000952301	0.000681369	4.6426371416100003e-07	9.06877194601e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
652.7110783627678	1.1580798539729358	426031.7518174872	1.3411489481779764	720.4501735481123	-4.799473639267262	23.034947214021336	519048.4525655051	644.0512660477328	-2.2440709012773823	414802.03329768754	5.035854209959883	643.5804551526975	479.7261352324569	1.288088	35.023796	0.087896585	0.0448332	0.1169164757	0.0930783888	-0.0875520224	-0.0971113565	0.1272002713	0.1117839758	-0.0400940924	0.0421835141	0.0019781043	-0.0180033631	0.0263517767	-0.1093376494	-0.0141905427	-0.0980639208	-0.1169309984	0.1425631716	0.0954741758	0.0279403091	0.097765625	-0.1576760929	-0.0905177363	-0.0810402065	0.0527782876	0.0347244917	-0.0646947938	0.0334555282	-0.0313110576	0.0561758052	-0.1312630929	0.1171902776	0.0142145765	0.0563404448	-0.0216315663	-0.1337433636	-0.0075634187	-0.152067125	-0.0556760432	-0.0849578424	-0.1136700234	0.1532206676	-0.0013653633	-0.1992646653	-0.0111282457	0.0184992642	-0.0450744119	-0.0790937424	0.024758126	-0.0002610865	0.0095806064	0.028434676	0.1368608357	0.0434367058	0.017396536	-0.0594892947	0.1123908997	-0.1415595831	-0.0084312228	-0.0016529544	0.1413945739	-0.0961111271	0.0222421916	-0.0704344665	0.0170483176	-0.0762039589	-0.075156496	-0.0066289307	-0.0611797934	-0.1847338761	0.1409426478	-0.0731461465	-0.0517713808	0.0155599429	-0.1319253681	-0.154288478	-0.0603637133	-0.0683104848	-0.0840648923	-0.1275778042	-0.1244087868	0.070044223	0.0514208479	0.0582237402	-0.0622195938	0.0203219865	-0.0699852363	-0.0233781188	-0.0047279647	0.1346359997	-0.1362703404	-0.0779690819	0.1139675232	0.1117560484	0.1081019891	-0.0480464	0.0313833	0.00230845655296	0.00098491151889	-0.0344384	-0.0069993999999999	0.00118600339456	4.899160036e-05	-0.130931	-0.018399	0.0003385232009999	0.017142926761	-0.00203033	0.00019122	3.656508840000007e-08	4.122239908899999e-06	-4.67705e-05	-0.0001032567	1.066194609489e-08	2.1874796702500004e-09	-0.00062448	0.000327821	1.0746660804100005e-07	3.899752703999999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
655.3404684894028	2.6293901266350304	429471.12963991	6.913692438045781	727.744168004021	7.293994455908773	53.202355122827925	529611.5740638648	647.6510297225842	3.599763674851374	419451.8563007237	12.95829851477947	647.0426211740503	481.03848943024286	1.287182	34.999157	0.081043025	0.0405406	-0.0130624502	0.1113324149	-0.0889293965	0.0982886528	-0.0224782453	0.0230326353	-0.0713089114	-0.0855128856	0.1378437933	-0.007406284	0.067264755	0.0065784433	-0.0570361963	-0.1175200469	-0.0273000699	0.028197202	-0.0291617852	-0.1351041455	-0.0817105138	0.0268116514	-0.071994393	0.0673325127	-0.1190028866	-0.1052881482	-0.0360376833	-0.013511842	-0.01653368	-0.0007602838	-0.0951369464	-0.021139205	0.0363490227	0.0022710577	0.018925385	0.0437881801	-0.1807150321	0.0125855995	-0.0547653111	-0.025298142	0.1115934793	-0.0032418211	-0.0774081796	-0.0175549977	0.017392883	-0.0160817578	-0.1032053027	0.113920202	0.037332349	-0.0462083847	0.000571544	-0.0541080327	-0.0255226793	-0.0552908725	0.031185193	0.0501055633	0.06118507	-0.0169370727	0.090483675	0.1129067803	0.0136072348	0.0795402403	-0.0499064543	-0.046903173	-0.1211009909	0.1102484009	0.0772781606	-0.0131297833	-0.0924417647	-0.0172710472	-0.0169110284	-0.0815257021	-0.055440811	-0.0708488909	0.0246591909	-0.0197749727	0.0627236744	-0.0130757888	-0.0648288431	-0.0414045414	0.084065935	0.0415861714	-0.0877629135	-0.1484494773	-0.0045285574	0.0415725112	0.0188622878	0.0842257825	0.0464883391	-0.1031850955	-0.0045052751	0.0440842353	0.1136742748	0.110592125	0.105516962	-0.0480073	3.9100000000000246e-05	0.00230470085329	1.528810000000019e-09	-0.0178373	0.0166011	0.00031816927129	0.00027559652121	-0.102046	0.0288849999999999	0.0008343432249999	0.010413386116	-0.00220219	-0.00017186	2.953585960000008e-08	4.849640796100001e-06	0.000335201	0.0003819715	1.4590222681225e-07	1.1235971040099998e-07	-0.000781005	-0.000156525	2.4500075625000007e-08	6.09968810025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
655.2061877537748	-0.1342807356280673	429295.1484708348	0.0180313159608149	727.3288331025591	-0.4153349014619607	0.1725030803724166	529007.2314623302	645.3966412539446	-2.254388468639604	416536.8245418729	5.082267367535219	645.8808983280492	493.13781919715433	1.312438	35.685871	0.40063075	0.219814	-0.0012249939	0.1447714278	0.0769707601	-0.0457046191	0.0195583486	-0.0886540299	-0.0387717755	-0.117779269	-0.0386328209	-0.0550579419	0.0180314526	-0.0448727578	0.0783947123	-0.0232261191	-0.0174220733	-0.1110748478	0.0699149745	-0.0531093303	0.0533638502	-0.0440603332	-0.1006086353	0.040873399	-0.0360824454	-0.0328712858	0.1205087479	-0.1249138285	0.1139565471	-0.031696102	0.0501892071	0.0708129786	-0.1432398599	0.0337819449	0.021069524	-0.0401781459	-0.0361077999	0.044112201	-0.1146205413	0.0129055285	-0.120311145	-0.2160765373	-0.1499723211	0.0124384586	-0.0511956183	0.0066972147	0.1460170561	-0.1214877408	0.0886602699	-0.0891555405	0.035661749	-0.0085162305	-0.0383154339	-0.0762768321	-0.0673266509	-0.0671733713	-0.0688045244	0.1017478613	0.0442395798	-0.0047893955	0.1092620373	-0.0108550221	-0.0892042457	-0.0668642463	-0.0911164545	-0.0613083054	-0.0536186263	-0.0005365261	0.1042127809	-0.0885482181	-0.1698796015	0.0495233739	0.0840548502	-0.0393043391	0.0332090583	-0.001095959	-0.0217586682	-0.0030870674	0.0252234682	0.0705735635	-0.1404399753	-0.1510479386	0.0720788322	0.1223782759	0.1773568169	-0.111449697	-0.006512461	0.1407382502	0.063639095	0.1187548432	0.0777715467	-0.0220454688	0.1133324686	0.1092392569	0.1025263906	-0.0881679999999999	-0.0401606999999998	0.0077735962239999	0.0016128818244899	0.123732	0.1415693	0.015309607824	0.02004186670249	0.0527457	0.1547917	0.02396047038889	0.00278210886849	-0.00215405	4.8140000000000335e-05	2.317459600000032e-09	4.639931402499999e-06	0.000723737	0.000388536	1.5096022329600004e-07	5.23795245169e-07	-0.00162651	-0.000845505	7.148787050250001e-07	2.6455347801e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
655.7287144354568	0.5225266816820522	429980.14693517686	0.2730341330696567	729.9522151229903	2.6233820204312224	6.882133225121803	532830.2363629603	647.5281439375186	2.1315026835740127	419292.6971911679	4.543303690083218	648.5398062540875	492.7666149863085	1.254584	34.112793	0.6068025	0.3294	0.064740135	0.1276730517	0.0030742548	0.0974004909	0.0357398238	0.0310209725	-0.172497956	-0.0859199837	0.0093542613	0.0661951313	-0.0124397832	-0.0849176436	-0.0969410265	-0.0640231212	0.0063887823	-0.0504875621	-0.0797996407	-0.0482287082	0.0603099951	-0.027130164	-0.0133084273	0.1355000648	-0.024497637	0.0184912931	-0.0366702361	0.0404420217	0.0102381576	0.0323367827	-0.0470315108	0.0636561012	0.0043947965	-0.077884559	0.2098227077	0.0076964424	0.0291761592	-0.1197572092	0.049575385	-0.1499491851	0.036192708	-0.0681198512	-0.0181958074	0.0323340948	0.2000607602	0.0645660484	-0.0253282229	0.0335770803	0.0934162854	0.1229851511	-0.0730125135	0.0591884545	0.0488626802	-0.0298748026	-0.1200970887	0.0528997808	0.075251913	0.0810179734	0.0594705825	-0.0443884557	0.0312117474	-0.0846525735	-0.0308939682	0.1649868995	-0.0683536645	0.1002040797	0.1084426947	0.0078406551	-0.150063221	-0.0175528955	0.1077405739	-0.0257938998	-0.0207154976	-0.0764474337	-0.0243500161	0.0521797306	-0.0096208527	-0.0930683628	-0.024627613	0.0160967442	-0.0199132566	-0.0301111062	-0.1386582802	0.1453065047	-0.1114197965	0.0627995112	0.0728700185	-0.0049661876	-0.0098675393	0.0489033258	-0.1022142849	0.0037233894	0.1129422506	0.1076997553	0.099141769	-0.0550075	0.0331604999999999	0.00302582505625	0.0010996187602499	-0.0868955	-0.2106275	0.00755082792025	0.0443639437562499	-0.186248	-0.2389937	0.05711798863969	0.034688317504	-0.00153221	0.0006218399999999	3.866849855999998e-07	2.3476674841e-06	-0.000230813	-0.00095455	9.111657025e-07	5.3274640969e-08	-0.000722484	0.000904026	8.172630086760001e-07	5.21983130256e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
653.1914260372199	-2.5372883982369103	426659.0390485369	6.437832415827626	719.7868154694637	-10.165399653526606	103.33535011591884	518093.0597236718	645.2224522546159	-2.3056916829027614	416312.0128934601	5.316214136606968	644.9717988656497	491.6385605245795	1.422572	38.68047	0.2420669625	0.130732	0.0760378499	0.1835383268	-0.0479463718	-0.0701645824	-0.1171262115	0.1395960763	0.1186413362	-0.1442616899	0.0832197341	-0.1339509604	0.2265915462	0.1189604021	0.0153097735	-0.0777335402	-0.0671056849	0.1357080829	0.03128999	-0.0119824216	-0.0863186555	-0.0665622134	-0.096490589	-0.0703348926	-0.0719552447	-0.1002103173	-0.0013968341	-0.0460019922	-0.0232232619	-0.0239602368	-0.164546571	0.0056379891	-0.0253011381	0.0872334798	0.0430618076	0.0070535516	0.0890939133	-0.0585864393	-0.0140679367	-0.145063513	0.1486266275	0.1209570298	-0.1419689876	0.000743024	-0.0021741256	0.1884459715	-0.110536203	-0.002726495	-0.2522682663	0.0772192147	-0.0333242315	0.1135829284	-0.2013501032	0.0279457763	0.0083154125	0.0195035019	0.1210855575	-0.1300475901	-0.0253589445	0.2734277823	0.0741715691	0.148384586	-0.0354343023	-0.1258900522	-0.0032303895	-0.0285762479	-0.0236959821	-0.0169442819	-0.0322530107	-0.0571870486	-0.0047403277	-0.0110534126	0.0557129756	-0.0406945581	-0.0722341267	-0.1408275684	-0.0474708685	0.0736067742	-0.0790712799	-0.0440936203	0.0127138592	0.1281594843	-0.0326641557	0.0822319892	-0.1258304822	0.0908076273	-0.1744863658	-0.1620545783	-0.031564457	0.2300374598	0.049383746	-0.0346055663	0.1125037874	0.1059762505	0.0953761056	-0.0513545	0.003653	0.0026372846702499	1.3344409000000026e-05	-0.00458279	0.08231271	2.10019641841e-05	0.0067753822275441	-0.0942413	0.0920067	0.00846523284489	0.00888142262569	-0.00224303	-0.00071082	5.052650724000001e-07	5.0311835809e-06	1.04605e-06	0.00023185905	5.37586190669025e-08	1.0942206024999998e-12	-0.000383272	0.000339212	1.1506478094400004e-07	1.46897425984e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
