global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	c_comp_cor_14	c_comp_cor_15	c_comp_cor_16	c_comp_cor_17	c_comp_cor_18	c_comp_cor_19	c_comp_cor_20	c_comp_cor_21	c_comp_cor_22	c_comp_cor_23	c_comp_cor_24	c_comp_cor_25	c_comp_cor_26	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01
792.6085696758774	n/a	n/a	628228.3447236402	1035.6892341667765	n/a	n/a	1072652.189768964	767.7776726932092	n/a	n/a	589482.5546862007	877.3508952129632	595.7373541028159	n/a	n/a	n/a	n/a	-0.118341737	-0.0108119337	-0.1616940966	0.3128742878	-0.1439994168	0.1178724817	-0.0848176476	0.0730812281	-0.2282081691	-0.0949011839	0.234724885	-0.0213143643	0.0720124984	-0.1144758356	0.0650496589	-0.1451331765	0.0937149352	-0.0168098417	-0.040791577	0.0212112724	-0.0574459558	0.1065657604	-0.0251874489	0.0392233634	-0.061929155	0.1324840122	-0.0427523265	0.1632613132	-0.0561969557	0.0536880835	0.0457066134	-0.1029228291	0.1111508999	-0.0536696485	-0.0655019604	0.0374085485	-0.1192888507	0.0603687416	-0.0279944287	-0.0379333	0.0705522725	-0.0915605994	0.0448940906	-0.1111714264	0.0876702858	-0.0408041303	0.0423927378	-0.1036782036	0.0229237253	-0.0716738449	0.1043765555	-0.0168828959	0.0172166818	-0.1183385635	0.0396851821	-0.0925452913	0.1173798848	-0.0465315659	0.0209938154	0.0481610505	-0.066895598	-0.0678064567	0.0682943877	0.0154818649	-0.014285103	-0.0359171458	-0.0333786448	0.0223803943	-0.0471850013	-0.0024430563	-0.0071959431	-0.0628144267	-0.2171732769	0.1395925394	-0.0867548833	0.1515388969	-0.1123051298	0.1974091736	0.0229367596	-0.10114495	0.0705714691	-0.2687727666	0.1116028684	-0.0430960007	0.0316388327	-0.1608621107	0.2083599205	0.0146465731	-0.1646020432	0.0097922342	-0.0959480762	0.0280109935	-0.1230089635	0.1832292089	-0.1545593923	0.0246080754	-0.0794523924	0.1012701289	-0.0949553516	0.0091553125	-0.0133217512	0.0574647488	0.0461181397	-0.0238175495	-0.0037723525	0.0872722091	-0.0610875765	-0.0126797243	0.0285054387	0.0005378911	-0.0844593179	-0.0070739021	0.1544519609	0.122340492	-0.0566286114	0.1147017419	0.1146833673	0.1146527451	-0.0524699	n/a	0.00275309040601	n/a	-0.0244481	n/a	n/a	0.00059770959361	-0.111088	n/a	0.012340543744	n/a	0.00221525	n/a	4.907332562500001e-06	n/a	-0.00248449	n/a	n/a	6.172690560099999e-06	0.0	n/a	n/a	0.0	0.0	0.0
792.1147189374731	-0.493850738404376	0.2438885518225474	627445.727957392	1030.7339253294294	-4.955308837347047	24.555085673489742	1062412.4248250138	769.2593767085102	1.481704015301034	2.1954467889592064	591759.9886539656	875.7775099273263	583.836875862457	1.09294	23.663206	0.0624705	0.0330293	-0.0040246557	-0.1178309208	-0.1812190042	0.1665452017	-0.0428147966	-0.0822365487	-0.0635013464	-0.0838992739	0.0299492947	-0.0522479356	0.0916857205	0.0293872608	0.0721751148	0.0297942905	-0.1378445603	-0.1568777314	0.0504288415	0.0259310523	-0.058299113	0.1193278499	-0.045889493	-0.0297344963	0.0063293469	-0.0112789197	-0.148502519	-0.1080375018	-0.0084531489	0.1364081735	0.1149707744	-0.0191337238	0.0054259764	-0.0440325094	0.0718705067	-0.1214588423	0.0305570219	-0.043737364	-0.2217400833	0.0370777796	0.0003175195	-0.0462371005	0.153672239	0.0264717158	-0.1056198638	-0.1508527358	-0.0209290128	-0.0937471726	0.1179257578	-0.1357683418	-0.0749592146	0.073270513	0.0338152616	0.0039084262	0.0950556873	-0.0453508586	-0.088273179	-0.0787234731	0.0290046697	0.0515168505	0.0988594151	-0.0273913465	-0.1234921184	0.0405374028	0.0024945773	0.0752042548	-0.0009526962	-0.1154252348	0.0042496584	0.0913805936	0.047412292	0.0783628198	0.0679135423	0.0366008335	-0.1596402032	-0.0867069156	-0.064833226	0.0533337788	0.0112256912	-0.0070116873	-0.0557369343	0.0048569919	0.0373409551	-0.1779347231	-0.0328270634	-0.0562132987	-0.0147759211	0.0678782291	0.1787790743	-0.1250096494	-0.0928445508	0.1560375364	-0.0201820849	-0.1113937199	0.0029253961	0.0972688045	-0.0200976333	0.1048037007	0.057046976	0.0089583132	-0.0590910641	0.0834575143	-0.0750785842	-0.0217296954	0.007069696	0.1098436625	-0.0308142187	-0.0247703412	-0.062145754	-0.0509932988	0.0694426817	-0.181442637	0.0465081755	-0.0785778716	-0.0842606241	-0.0986789161	0.019562877	0.1146527451	0.1144874327	0.1142120884	-0.0524647	5.199999999996874e-06	0.00275254474609	2.703999999996749e-11	-0.0140213	0.0104268	0.00010871815824	0.00019659685369	-0.137622	-0.0265339999999999	0.0189398148839999	0.0007040531559999	0.00196258	-0.00025267	3.851720256399999e-06	6.38421289000002e-08	-0.00274191	-0.00025742	6.62650564000002e-08	7.518070448100001e-06	0.0	0.0	0.0	0.0	0.0	0.0
793.9700034964085	1.8552845589354088	3.442080794624156	630388.366452087	1027.491198633766	-3.2427266956633503	10.51527642276775	1055738.1632698537	770.4879978797453	1.2286211712350903	1.5095099824070857	593651.7548767384	875.5697749285027	596.8682835906645	1.063795	23.032202	0.11239015	0.0733873	0.0984340555	-0.0246179878	-0.0978398245	0.0682023981	0.0486446209	-0.1042057887	0.0169681573	0.0335027514	0.0304165547	-0.0568865199	-0.0525953392	-0.0452883864	0.060756769	0.1639354691	-0.0065485999	-0.0587855897	0.0211611499	0.0693537637	-0.010491038	8.0148e-06	-0.1606338417	0.0660666261	0.0421019701	-0.1948073034	-0.0751474124	-0.0257759497	0.0062590091	-0.0403642363	-0.1757195018	0.0318064424	-0.0971750003	0.0186021864	0.0992549962	-0.0216325039	-0.018685237	-0.0045519039	-0.0908563932	0.0976246001	-0.0477081353	0.2428915653	-0.0047401594	0.0357661297	0.1182649477	-0.0546194144	-0.0291138641	-0.0101111594	-0.0100279558	0.0541339103	-0.0694703522	0.1312190631	0.1131621515	0.0166008803	-0.0644169365	0.0472760914	-0.0039705275	0.0138170536	-0.1971886163	-0.0893629545	-0.0744888774	-0.0442694057	0.1590390149	-0.1365003644	0.0196610874	-0.1394577302	0.0169814401	-0.073502302	0.139452113	0.0089882486	0.0732608165	0.095043345	0.0111687481	-0.0028534778	-0.1031502686	-0.0848683159	0.0984900753	-0.0619242506	0.0035929174	0.0620573995	-0.0364123096	0.0751602056	0.0827870952	-0.075319039	0.0899142042	0.0097173045	-0.0775163609	-0.0175975326	-0.0129674492	-0.0454413292	-0.0286405645	0.0578771289	0.0955796316	-0.1744515969	0.0709849496	0.0207971748	-0.0027257484	-0.0402149131	0.0757297143	-0.0311833625	0.1130450071	0.0632353938	0.085895443	0.0158436811	0.0441729299	-0.0970293238	-0.0333023942	-0.1134176073	0.0252052602	0.195032495	-0.0187200779	-0.0098692441	-0.0956597547	-0.1490177348	0.0513732063	-0.0670002689	-0.0166585091	0.1145547726	0.1140958982	0.1133324686	-0.0524313	3.340000000000287e-05	0.00274904121969	1.115560000000192e-09	-0.0810284	-0.0670071	0.00448995145041	0.00656560160656	-0.136555	0.0010669999999999	0.018647268025	1.1384889999999673e-06	0.00180273	-0.0001598499999999	3.2498354529e-06	2.555202249999993e-08	-0.00222014	0.00052177	2.722439329000005e-07	4.929021619599999e-06	0.000204033	0.000204033	4.1629465089e-08	4.1629465089e-08	0.0	0.0
794.4628132644185	0.4928097680100336	0.2428614674461031	631171.1616600143	1026.2357730170058	-1.2554256167602489	1.5760934792178514	1053159.8618198116	770.358303282594	-0.1296945971513423	0.0168206885302489	593451.915436437	874.6246081352742	607.5854150046912	0.980118	21.220501	0.14096749	0.0853344	0.0536063594	0.0870546635	-0.0494047683	0.0245949043	0.0545724715	0.0287616799	0.038505835	0.041694252	0.1274524593	-0.0052259568	-0.0582430145	-0.0546928111	0.0236500644	0.1135517836	-0.0354007941	0.0935093915	0.002331358	-0.00198657	-0.0303579298	-0.0661633294	0.0371191851	0.0548101219	-0.0300641741	0.0031503577	0.0193344989	-0.0584174914	0.112802045	-0.0113239334	-0.0741918989	0.0170703265	-0.0844401543	-0.0542895248	0.00133473	0.0510512387	-0.0738967146	0.0467242235	-0.061268416	0.0943661599	-0.0514904111	-0.0287476142	-0.0701267749	-0.0462402294	-0.0093514096	-0.0908995135	0.0598473797	-0.038721691	-0.0536961933	0.1192218379	0.0019957791	-0.0732850736	-0.0568311263	-0.0130740047	-0.0333797567	-0.0973203776	-0.1107597885	0.0576771553	-0.0125434849	-0.102460793	-0.0996817741	-0.0355817597	0.0134652695	0.0447490462	0.0503511182	0.0310471731	-0.0364040793	-0.1103004629	0.0168311004	-0.0284385522	-0.148746938	0.0053219729	-0.0326760366	0.0359506904	-0.0451602542	0.0360523472	0.079720854	-0.025317822	0.0131809498	-0.0389290947	-0.0329269586	0.1097009143	-0.0686125074	-0.0516233469	0.0767136578	0.0335667771	-0.0045932507	0.0230982695	-0.0405542722	0.0174379454	0.0287466166	0.0345103068	-0.0998257292	-0.0052616797	0.0453515647	-0.0017818544	-0.1170677674	0.0288531452	0.0088244339	0.0948650835	0.038330862	-0.0508525192	0.0551389862	0.047706601	0.0128247831	-0.0368366923	-0.0668037248	-0.110435753	0.0807537226	-0.2085341704	0.0370446267	0.0606651013	-0.1571308849	-0.0998229392	0.031687164	-0.0171228481	0.1157911792	0.1144078661	0.1135094328	0.1120172664	-0.0405724	0.0118588999999999	0.00164611964176	0.0001406335092099	-0.00562566	0.07540274	0.0056855731995075	3.1648050435600004e-05	-0.105076	0.031479	0.011040965776	0.000990927441	0.0014669	-0.00033583	2.15179561e-06	1.1278178890000004e-07	-0.00222014	0.0	0.0	4.929021619599999e-06	0.00031274	0.0001087069999999	1.1817211848999998e-08	9.78063076e-08	0.0	0.0
794.5673541509785	0.1045408865600165	0.0109287969627542	631337.2802824866	1026.2296552722717	-0.0061177447341833	3.7426800632628246e-05	1053147.3053602455	769.5039189525414	-0.8543843300525396	0.7299725834393268	592136.2812833195	874.2724931223148	604.9039269203585	1.028715	22.272671	0.1488572799999999	0.0679552	-0.0738690407	0.0869961152	-0.0878019244	0.0046287218	0.0623026472	0.0578054259	0.090024524	-0.0174059604	0.027219404	-0.0835807811	-0.0068903539	0.0447980376	0.0852857289	0.012794635	0.0783290189	-0.0417369477	0.0080977274	-0.0479208151	-0.0147900217	0.1802884941	-0.0355363395	-0.1536207854	-0.1393151841	0.0650648657	-0.128672707	0.0093549136	0.0136345662	0.0064665541	0.0330455265	0.0710623449	0.0200261274	-0.0749260225	0.0348836189	-0.0239505214	0.0385968478	0.0013531687	-0.042535438	0.073664497	-0.131825858	-0.16050545	0.0027304766	0.1068858045	-0.0349737042	-0.0860488789	0.0918565465	0.0038307907	-0.0687932238	0.0234305706	0.0691970132	0.200612173	-0.0783120567	-0.0819285861	0.0358868339	-0.0405064713	-0.0235526588	-0.0289183788	-0.0594858423	0.0442357486	-0.016723342	-0.0303740345	0.0709836141	-0.055502345	0.1085584811	0.0784752977	0.0444608315	-0.0553818508	-0.0136590119	-0.0930095629	0.0064862623	-0.1292089734	-0.0681906361	0.1517971555	-0.0302947305	0.1260737055	0.0235320756	-0.0099085328	-0.0174522265	-0.018474089	-0.047076219	0.0981090349	-0.0420633568	-0.0299801415	0.0286804653	-0.096345207	-0.0233069854	0.037614168	0.0470300612	-0.1787039049	0.0349215836	0.0163899523	-0.0842984488	0.0693071052	0.0694315929	0.1503065607	-0.0524249278	-0.0651940309	-0.0130939281	0.01886606	0.0657197513	0.0865797415	-0.0398402636	0.044248855	0.1291214132	0.1523686557	-0.1253463485	-0.0438055432	0.0631247305	0.0620733506	-0.1704882646	0.2136900597	0.069584046	-0.0506293292	-0.0761581732	-0.0800444042	-0.0314093638	0.1142120884	0.1127290384	0.1102715368	-0.0524051	-0.0118327	0.00274629450601	0.00014001278929	0.0355336	0.0411592599999999	0.0016940846837475	0.00126263672896	-0.0711576	0.0339184	0.00506340403776	0.00115045785856	0.00109948	-0.00036742	1.2088562703999998e-06	1.3499745640000002e-07	-0.00169672	0.0005234199999999	2.739684963999997e-07	2.8788587584000005e-06	-3.53584e-05	-0.0003480984	1.2117249608256e-07	1.2502164505599998e-09	0.0	0.0
795.2892013778774	0.7218472268988307	0.5210634189815321	632484.913828262	1025.6713949659525	-0.5582603063191982	0.311654569611605	1052001.8104514028	769.4599907186077	-0.0439282339336841	0.0019296897365324	592068.67731668	873.7943760976195	590.9980498818547	1.20084	25.999355	0.17266807	0.108002	-0.0847996439	-0.1102239049	0.0283133288	0.0191511235	0.0866952953	0.0027598203	-0.0108481922	-0.0866051073	0.0864571357	-0.0533860684	0.0544356771	0.0341259332	-0.063721112	0.0950688796	-0.0502076438	-0.100394603	-0.0638965055	-0.0458140299	-0.0753268934	-0.0335549741	0.0171597184	0.1580167221	0.0992294214	0.2145308567	0.0661539874	-0.0091216648	-0.0362527356	-0.0305703832	0.1228666322	0.0035536631	-0.0377318979	-0.1195855293	0.0598463786	-0.1108511635	-0.0010589049	-0.0303970781	-0.0092273124	0.0277848318	0.1533714357	0.0480280663	-0.0662720742	-0.0063629953	0.1386474389	0.016032499	0.0138297523	-0.0496503432	0.0102408852	-0.0112210437	0.113086197	-0.1151147751	0.0747160255	-0.0054741846	0.0480098325	-0.0132031564	0.0962033634	-0.0622110397	0.0366472692	-0.093000133	0.0612638148	-0.0589243989	0.0453768067	0.0504016225	0.0075001816	-0.0131402339	-0.035631437	-0.015084024	0.0190979672	0.0603230304	0.2179731922	-0.0459595189	0.0189542679	-0.0201716411	-0.0924541973	0.001769812	-0.0304315862	-0.0002782309	0.1352112845	-0.0611858627	-0.0507129608	-0.0346919854	0.0017161813	-0.0954042531	0.1093589502	-0.0097300656	-0.0031322752	0.0339993305	-0.1350583406	-0.1094596706	0.0793951034	-0.080825771	0.1042657409	-0.0318464431	-0.0699157546	-0.0329417228	0.0547369367	-0.0506962077	0.058793375	-0.0215500318	-0.1572199445	-0.1231966689	0.0336293638	0.0678837517	-0.0931123282	0.1660497719	0.1505411222	0.077086069	-0.0047627063	0.0502708558	-0.0015854778	-0.0456088371	0.0199915163	-0.0267177046	-0.03646017	-0.0435180513	0.0947550846	0.1139675232	0.1117560484	0.1081019891	-0.0293629	0.0230422	0.00086217989641	0.00053094298084	-0.0657543	-0.1012879	0.01025923868641	0.00432362796849	-0.0891748	-0.0180171999999999	0.00795214495504	0.0003246194958399	0.00114768	4.82000000000002e-05	1.3171693824000005e-06	2.323240000000019e-09	-0.00201071	-0.00031399	9.858972010000006e-08	4.042954704100001e-06	0.000208867	0.0002442254	5.964604600516e-08	4.3625423689e-08	0.0	0.0
796.9613427051275	1.6721413272501875	2.7960566182980195	635147.3817663598	1027.5577210580857	1.8863260921332312	3.5582261258626278	1055874.8701060866	771.223786789063	1.7637960704552142	3.110976578153255	594786.129309262	875.6940865107728	607.4613412768957	1.1156	24.153835	0.13060175	0.0993764	0.0771074066	-0.0790876871	0.0833319332	0.0007673081	-0.0038831793	-0.0257663407	-0.0878248677	-0.0181801247	0.0295853407	0.0006891032	-0.0240927335	-0.1135956517	-0.0079474884	0.1076991476	0.130519697	0.0330122528	-0.0743194187	-0.0207499548	-0.0157467476	0.0230532523	0.1106952821	0.0590081325	0.0697040618	-0.1200119977	0.0620559031	-0.002259277	0.1129873093	-0.1029903339	0.1687246472	0.0665672285	-0.1223382196	0.0286870587	-0.0754472401	-0.1269881179	-0.0121054836	-0.0157314962	-0.0307081509	-0.0437572439	0.0416527292	-0.1273464406	0.0793005396	0.0129314432	0.066969208	-0.0388823141	0.0443346604	0.0912262957	0.0637447754	-0.0319314443	-0.0004221336	0.0646743669	0.0789766624	0.0529618484	-0.1788986517	0.2036803318	0.0279359549	0.1411025544	-0.087617604	0.0037239784	0.0117137506	-0.0953226562	0.0218460189	-0.1141836615	-0.0834802037	0.1713454856	-0.018222335	-0.0596064835	-0.1063162437	-0.0425902207	0.0805104539	-0.015670344	0.0899659185	-0.0229312587	-0.0114009648	-0.1097251198	0.0098270739	0.0660647842	0.0308706537	-0.000266209	-0.0494384844	0.0623833312	-0.0674296622	-0.031242825	0.0924647341	-0.0837487405	0.0402604918	-0.0049281555	0.0390461706	-0.0498986605	0.0044286314	-0.0325990637	-0.0184523487	-0.0627804483	0.0933476259	-0.088258408	0.0083731182	0.0530384797	0.1432739423	-0.0728487196	0.1208754576	-0.1242186493	0.0319398121	-0.0154170721	0.0162871621	0.0484735054	0.0589979301	-0.101959249	-0.0241219079	0.115520334	0.0450777687	-0.0259819816	0.1231874277	0.0148323281	-0.0406222753	-0.0103475363	0.0780055623	0.1136742748	0.110592125	0.105516962	-0.0340265	-0.0046636	0.00115780270225	2.1749164960000003e-05	0.03265	0.0984043	0.00968340625849	0.0010660225	-0.0785552999999999	0.0106195000000001	0.0061709351580899	0.00011277378025	0.00134226	0.0001945799999999	1.8016619076000005e-06	3.786137639999999e-08	-0.00207895	-6.82399999999998e-05	4.656697599999972e-09	4.3220331025e-06	0.000284334	7.546700000000001e-05	5.695268089000002e-09	8.084582355600001e-08	0.0	0.0
797.7794829624391	0.8181402573115975	0.6693534806338869	636452.1034358167	1027.1495064910357	-0.4082145670499812	0.1666391327518036	1055036.1086847782	770.6673144441867	-0.5564723448762834	0.3096614706121093	593928.1095526149	874.8745027339424	611.8738357344448	0.990917	21.454308	0.086533	0.0415633	0.1029086686	0.0639478588	0.0082347408	0.0082631673	0.0256939296	0.000783064	-0.0001215882	0.1187597273	0.0967006189	0.0054812812	-0.0461552615	0.0872139076	-0.072952352	0.1123613605	-0.0071630944	0.063588743	0.0291347364	0.0020819753	-0.0404379965	-0.014471041	-0.0825950714	-0.0502936304	-0.1195541455	0.0824826998	-0.0306703285	0.1819819205	-0.1270608052	-0.1069687556	0.0019542402	-0.0962274444	-0.0449983058	0.0801458297	0.1466521866	0.0126982465	0.0669933822	0.0659798427	0.102251608	-0.0352424832	-0.0631518095	-0.0009713487	-0.0169406014	-0.0516945128	-0.0199492838	0.0272409995	0.0208130956	-0.0314392975	0.0326283778	-0.0547668591	0.0507293911	0.0693111649	0.0473478587	0.0484146285	-0.1662872249	0.0131133373	0.0468376821	-0.0496780901	0.1028632138	0.024869942	0.1081303802	0.0409634803	0.152723048	-0.0127107898	0.0124241768	-0.0331024567	-0.078745763	-0.0781951053	0.1159419172	-0.0460595074	0.0148210172	-0.0218811878	-0.0664232519	-0.0205584608	-0.0351403468	-0.0342465261	0.0232378802	-0.1247775248	-0.0559857615	0.073592619	0.0335963047	0.0776157406	-0.0251570518	0.0023899997	0.073339229	-0.021106792	0.0117680751	-0.0175200151	-0.065229075	-0.0649280866	0.0565561099	-0.0665799006	0.0170544587	-0.0814024976	0.1163533842	-0.0146588856	-0.0248856392	-0.0147752967	-0.1526362249	-0.0643250733	0.0440278906	-0.0362468963	-0.0310209888	0.0211812194	-0.1654867105	0.0115042817	0.0150709136	0.0281642763	-0.0781755934	-0.0242156019	-0.1149013706	0.0175615454	0.0873135888	-0.0597811661	-0.1139096594	-0.0812300395	-0.068315345	0.1133324686	0.1092392569	0.1025263906	-0.012346	0.0216805	0.0001524237159999	0.00047004408025	0.0119863	-0.0206637	0.00042698849769	0.00014367138769	-0.077112	0.0014432999999998	0.005946260544	2.083114889999704e-06	0.0008495939999999	-0.0004926660000001	7.2180996483583e-07	2.427197875560986e-07	-0.00179973	0.0002792199999999	7.796380839999998e-08	3.2390280729e-06	0.00020131	-8.302400000000001e-05	6.892984576000001e-09	4.0525716100000006e-08	0.0	0.0
797.6380323021572	-0.1414506602819756	0.0200082892942068	636226.4305748572	1026.6707124689474	-0.4787940220883229	0.2292437155875134	1054052.751841496	769.5354507037243	-1.131863740462336	1.2811155269733905	592184.8098897842	874.4537013818256	613.4456298870319	1.073526	23.242891	0.1303969999999999	0.0698901	-0.0657427096	0.0950066817	0.1061449606	0.0309873159	0.1062939686	0.0783317511	0.065405948	0.0469427962	-0.0050347166	-0.0450041169	-0.0037812521	0.0066406013	0.102327523	-0.0325312308	0.0758371748	-0.0970442066	-0.0698556119	0.0962378932	-0.0400428858	0.0044719103	0.0499118453	-0.0371749642	0.0528097537	0.0053362108	-0.117306287	-0.0039587229	0.1921431475	0.0015923048	0.1026651698	0.0090709004	-0.0216847872	-0.1227541396	0.1076630545	0.0172387778	-0.0304941696	0.0970385606	0.0597158011	0.0334520147	0.0372530832	-0.0401023892	-0.0433302712	0.0669426758	-0.0130049799	-0.0125245159	-0.0791174952	-0.08852784	0.0180643957	0.0780078804	-0.0001527633	0.095545895	0.0789107495	-0.0173161031	0.0024364055	0.1260224289	-0.0746395824	0.039835614	0.0009365171	-0.0829599599	0.1713486723	-0.022373029	0.1049884936	0.0012856609	-0.0614715961	-0.1262223397	-0.033639904	0.1157614204	-0.0766080827	0.1702390859	-0.0480771199	-0.0190393549	0.1610381833	-0.0296538664	-0.061672692	0.1095643675	0.0514269271	-0.0312382741	0.0134773058	-0.0032231985	0.0280831557	0.0480147473	-0.0264685998	0.0093285673	0.020533696	0.0095105076	-0.0913191301	-0.0850073425	-0.0028876032	-0.1587355314	-0.0058479983	-0.0766635598	-0.0471738672	-0.0880569385	0.1430358688	-0.0230412606	0.0743402858	-0.077788473	0.0606014903	-0.2124049359	-0.0181441469	-0.0118905847	-0.0785432652	0.047614933	0.0086300311	-0.082226807	0.1015057312	0.0677749654	0.0619469652	-0.0191032215	-0.0043126667	0.0027179833	-0.1192110033	0.1360000967	0.019586146	-0.0285561646	0.0375615635	0.1129422506	0.1076997553	0.099141769	-0.020586	-0.00824	0.000423783396	6.789760000000002e-05	-0.0496058	-0.0615921	0.0037935867824099	0.00246073539364	-0.0937556	-0.0166435999999999	0.0087901125313599	0.0002770094209599	0.0010844	0.000234806	1.17592336e-06	5.5133857636046927e-08	-0.00151137	0.00028836	8.315148960000005e-08	2.2842392769e-06	0.00055657	0.00035526	1.2620966760000002e-07	3.0977016490000005e-07	0.0	0.0
796.597378629999	-1.0406536721582142	1.082960065376376	634567.3836401859	1027.7683646688797	1.0976521999323268	1.2048403520162767	1056307.8114141433	769.9574716615566	0.4220209578322738	0.1781016888496698	592834.5081674567	875.3849690883336	605.6505835929812	1.091856	23.639734	0.1523991	0.0891478	-0.0730572473	-0.0677114306	0.0947843128	0.0928074804	0.0549659017	0.0742882977	-0.082990026	-0.100845594	0.0651224963	-0.0462457989	-0.1095651799	-0.0487819475	0.112933427	-0.0173530289	0.1371516516	0.0067305243	-0.0676029219	0.1270027409	-0.0736428972	0.063191419	-0.0200746355	-0.0080905725	0.0053945093	0.0702537961	0.0705607032	0.017010073	-0.1939035282	0.0196356712	-0.006374948	0.0117575052	0.0339799491	0.0121412966	0.0177162504	-0.1089039368	0.0873609401	0.0877510254	0.0949747186	0.0743399296	-0.0265986935	0.0442234799	0.044870476	0.0635466067	0.1715054324	0.0194939706	0.1317050833	0.0394549114	0.005585379	-0.094074746	0.0773328836	0.1064229784	-0.04482037	0.0870408308	-0.0455827245	0.1040625034	-0.0871508809	0.0522135516	0.0061591701	0.0529973662	-0.056515809	-0.0952999519	0.0382374446	0.0093167009	0.0411390685	-0.004354524	-0.0552116831	-0.0395015276	-0.0763670942	0.0118982377	0.0146466439	-0.008414234	-0.0114363549	0.0169345789	-0.1001008525	0.0217836926	-0.0980929819	0.0318765273	0.0526891602	0.0529526728	-0.0354010918	0.1461111063	-0.0047759728	0.0954708483	0.0518779191	-0.0206183903	-0.0743961845	-0.0367762329	0.0146325215	-0.0372015144	-0.0308276076	-0.0941071684	-0.0077131606	0.1127946862	0.0228917951	-0.102847565	-0.0677848923	-0.0877868968	0.0759321133	-0.0307106206	0.0816433894	-0.0449072524	-0.0183395554	-0.0844909691	0.0560733251	0.0206201414	0.0464896991	0.1403038474	-0.0789787687	0.0272265161	0.0620950648	0.0689441238	-0.0028248782	0.0701719092	0.0378390126	-0.2079693567	-0.0028306998	0.1125037874	0.1059762505	0.0953761056	-0.0259006	-0.0053145999999999	0.0006708410803599	2.824497315999999e-05	0.0322046	0.0818104	0.00669294154816	0.00103713626116	-0.118397	-0.0246414	0.014017849609	0.00060719859396	0.000681419	-0.0004029809999999	4.6433185356100006e-07	1.6239368636099998e-07	-0.00133992	0.0001714499999999	2.939510249999995e-08	1.7953856064000002e-06	0.000318347	-0.000238223	5.675019772900001e-08	1.0134481240900001e-07	0.0	0.0
