global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
765.5065038721713	n/a	n/a	586000.2074705946	927.9181907437886	n/a	861032.1687132261	n/a	714.4546400242401	n/a	n/a	510445.4326521665	750.0821926315862	540.6433512969755	n/a	n/a	n/a	n/a	-0.1358012562	-0.0140461765	-0.1256404391	0.0430766795	-0.0258731112	0.017868502	-0.0153213468	0.0975233263	-0.011837966	0.1792874451	-0.4486481323	0.1449017756	-0.5999566115	-0.1373285204	0.0498310301	-0.1372009988	0.0635212425	-0.0965674581	-0.026686206	0.1764281922	-0.2289782451	0.0515519693	-0.0148913126	0.0466572264	-0.0779679979	-0.0141363838	0.1094963444	-0.0183509361	0.0561286293	-0.096540114	0.1621095168	-0.0326109167	0.0007575928	-0.0251347193	0.0075118903	-0.1062743905	0.1074001659	-0.178001482	-0.0774102302	0.0698474996	-0.0166878196	0.1073236368	0.0695823469	-0.0655383513	0.0206300566	0.0204873723	-0.1281992	0.0411046157	0.0133358572	-0.0447513994	-0.0146457639	-0.1449075248	-0.0648432754	0.0336576883	-0.0036908735	0.1334806672	-0.0384733861	0.0068950867	-0.4078175628	0.0505192028	0.0735732441	-0.0315221872	0.0356163989	-0.3817617773	0.1136747607	-0.0379542583	0.0796330614	-0.1127991061	0.0132113111	-0.3342907994	0.1708936038	-0.064851422	0.0752700747	-0.1043349224	0.1218072717	-0.0322972892	0.0319058549	-0.02921866	0.016433343	-0.0504131577	0.1292903278	-0.0308889477	-0.026403056	0.1395732795	-0.0304623202	0.1147017419	0.1146833673	0.1146527451	-0.185081	n/a	n/a	0.0342549765609999	-0.00446193	n/a	n/a	1.99088193249e-05	-0.46928	n/a	n/a	0.2202237184	0.0107985	n/a	n/a	0.00011660760225	-0.00230044	n/a	n/a	5.2920241936e-06	-0.0015481	n/a	n/a	2.39661361e-06	0.0	0.0	0.0	0.0	0.0	0.0
766.0359899477397	0.5294860755684567	0.2803555042208854	586811.1378952136	924.3094928800972	-3.608697863691418	854348.0386282625	13.022700271411006	714.9248341865804	0.470194162340249	0.2210825502988484	511117.5185367094	751.3041139904751	566.6844247759906	1.422649	29.449083	0.27382477	0.152085	-0.1177643893	-0.0242777263	-0.1321811332	0.1633813948	-0.1151016129	-0.0357720987	0.128789641	0.0634732658	0.1269769687	0.0888751108	0.1369018763	-0.1699849502	0.187890787	-0.1001101672	0.0316659057	-0.1566490729	0.0335151435	0.0268006035	-0.0362253276	0.0937813511	-0.1811490684	0.0674149347	-0.0697216318	-0.0646020753	-0.0129819742	-0.0346789676	0.0999710044	-0.0589654258	-0.1121775833	0.0064613494	0.0008763612	0.1163626346	0.0527056659	-0.1575145808	-0.130066953	-0.1088646959	-0.1437051582	0.0782100543	0.1067233932	0.0107204723	0.1516588479	0.0338486558	0.0498502049	-0.035431523	-0.052487455	-0.0922991329	0.0110474018	0.0055444916	-0.0640829716	0.0480928871	0.1190388287	-0.1110974531	-0.0564062903	0.1013827557	-0.0689483652	0.0173688824	0.0248637592	-0.0181555396	-0.2493000168	0.0107013915	0.0980739527	0.1693807356	-0.0984747625	-0.007037784	-0.1493712129	-0.0410010946	0.0966112282	-0.1276263558	0.1010267627	0.2454111615	-0.0230632431	0.1282967468	0.0930727913	0.0219929299	-0.0289124634	0.0394874217	-0.0194668819	-0.1611115142	0.0975232423	-0.1085723608	-0.0315873613	0.0073855385	-0.0259874836	-0.1962282524	0.1048255732	0.1146527451	0.1144874327	0.1142120884	-0.150306	0.034775	0.001209300625	0.0225918936359999	-0.0232697	-0.01880777	0.0003537322123729	0.00054147893809	-0.413374	0.0559059999999999	0.0031254808359999	0.170878063876	0.00855935	-0.00223915	5.0137927225000025e-06	7.326247242250001e-05	-0.00129661	0.00100383	1.0076746689000002e-06	1.6811974920999998e-06	-0.00159184	-4.374000000000001e-05	1.913187600000001e-09	2.5339545856e-06	0.0	0.0	0.0	0.0	0.0	0.0
763.9921058771084	-2.043884070631293	4.177462094180345	583683.9378425388	931.1511230779862	6.841630197889003	867042.414009395	46.80790376466672	715.3463096625634	0.4214754759830157	0.1776415768551096	511720.342747848	753.5134374022043	563.1306411349607	1.18166	24.460569	0.0909265	0.0667904	-0.1047028097	-0.1001216026	-0.0354977231	0.0121153142	-0.0452426307	-0.1609124074	-0.0289826701	-0.0206034322	-0.0202523525	-0.0590978136	0.1195014643	-0.1151111002	-0.1384730046	-0.0644864431	0.0362041265	-0.0236633592	0.0451685983	0.0459547518	-0.2585020772	0.064310697	-0.0670791592	-0.0829870038	-0.1160911045	-0.0496184672	-0.1404536204	-0.0979566975	-0.0677804411	-0.0858271051	-0.0240289106	-0.1729800271	-0.0338059701	-0.1056959465	-0.0674958021	-0.068886102	-0.0115793175	0.0727988932	0.0577262764	0.0494755612	-0.0561389615	-0.0470963914	0.1103755422	-0.0483716365	-0.1097801381	-0.0650238555	-0.067242349	0.0377146152	0.1018019767	-0.1256537045	0.0305477216	-0.0777463246	-0.0688238667	-0.0566626406	-0.0672074998	0.0433211935	-0.0725927619	-0.1029491326	-0.0567356181	0.147774345	-0.0074768134	-0.2063877683	-0.0036870875	0.0944618858	0.0682421704	-0.1488662884	-0.1359192407	-0.1540927958	-0.0543266143	-0.0066697345	-0.0018724669	0.0989857819	0.1470195596	-0.0916203865	-0.0884909138	-0.0922313654	-0.102912094	0.1041970973	0.0778934544	-0.0092648299	-0.0583823286	0.0613442416	-0.1446272098	-0.1977284623	0.026370938	-0.1889736814	0.1180628935	0.1145547726	0.1140958982	0.1133324686	-0.150653	-0.000347	1.204090000000097e-07	0.022696326409	-0.0112542	0.0120155	0.00014437224025	0.00012665701764	-0.39449	0.018884	0.000356605456	0.1556223601	0.00742269	-0.00113666	1.2919959556000006e-06	5.50963268361e-05	-0.00135355	-5.694000000000012e-05	3.242163600000013e-09	1.8320976025e-06	-0.00159184	0.0	0.0	2.5339545856e-06	0.0	0.0	0.0	0.0	0.0	0.0
761.6370684097448	-2.3550374673636725	5.5462014726867	580091.0239757902	925.0694242390196	-6.081698838966645	855753.4396619111	36.98706076788824	714.285513222229	-1.060796440334343	1.1252890878260136	510203.7943991432	753.4725001772712	558.7496278884365	1.162816	24.07048	0.125772	0.0807157	-0.1010541442	-0.1467712751	-0.0847455144	-0.0975759558	-0.0217398852	-0.0257115368	-0.0847308646	-0.0872965863	0.0118024527	0.0122453877	0.184279633	-0.1061214956	-0.1144420275	-0.0950075223	0.1034823134	-0.064557858	-0.0149960182	-0.1620107698	-0.1945282536	-0.055102425	-0.0313673876	-0.1583965785	-0.0197274219	-0.0298783909	0.0192350418	0.0166617669	-0.0393532313	-0.0161686871	-0.023865661	0.0891274522	-0.0352836739	-0.0675508759	0.0398935876	0.0861672914	0.0013445397	-0.122312143	-0.0255957694	0.0805299101	0.0408344964	-0.0451283477	0.0219661777	-0.2958964648	-0.0193440622	0.0445692509	-0.0056213048	0.0151519174	-0.0371607481	-0.0378550286	0.2018241454	-0.0222681344	-0.0615523991	-0.0826687104	-0.0183220737	0.1216317784	0.0691813853	0.0301716688	-0.0792215332	0.1817827639	0.067579678	-0.1970205545	-0.0062388347	0.1581381149	-0.061607842	0.1322188869	0.0227376561	0.0010175172	-0.1116283711	-0.0486911439	0.1494489187	-0.0294614926	-0.0154511339	-0.0872677935	-0.0046002015	0.0456968841	-0.0322165165	-0.0456581335	0.0866451978	-0.0085513521	0.1768288707	0.1785310205	-0.0285299475	-0.0917505355	-0.101416429	0.0415413762	0.0152597562	0.1144078661	0.1135094328	0.1120172664	-0.145821	0.004832	2.3348224000000027e-05	0.021263764041	-0.0224307	-0.0111765	0.00012491415225	0.00050313630249	-0.337053	0.057437	0.003299008969	0.113604724809	0.0066009	-0.00082179	6.753388041000004e-07	4.357188081e-05	-0.00157829	-0.0002247399999999	5.050806759999999e-08	2.4909993241e-06	-0.00159184	0.0	0.0	2.5339545856e-06	0.0	0.0	0.0	0.0	0.0	0.0
761.1717663040321	-0.4653021057126807	0.2165060495806547	579382.4578184	925.2666538163704	0.1972295773508676	856118.380664543	0.0388995061820018	713.8309937676732	-0.4545194545557933	0.2065879345696959	509554.687663344	751.8363693998649	546.5081970897742	1.405433	29.092705	0.1787385	0.129712	-0.038832324	0.0422209716	-0.0433000942	-0.1179131159	0.1122576771	0.061182754	0.098639174	-0.1384992414	-0.0905796494	-0.0001582459	0.0714118148	0.0297274652	-0.166511906	-0.0280102443	0.0751421061	0.0537965099	-0.0848674655	-0.0822406543	-0.1307954718	0.1054801737	-0.0250712453	0.0415080704	0.0089573967	-0.0063476976	-0.000904983	0.1275932069	-0.0806709702	0.0425893403	-0.1726910127	0.1861037423	-0.0493099986	0.043924758	-0.0951723524	0.1621266495	-0.0255984275	-0.0667351701	0.1287568657	0.1236608272	0.005054356	-0.0460226036	0.0918869534	0.0250141625	-0.1236195176	0.1467965168	0.0992569288	0.0482880168	-0.0808008653	-0.000131476	0.0169622835	0.1619102116	-0.044955583	-0.0326280573	0.0412581341	-0.0217232118	0.12396454	-0.0865418833	0.0784386626	0.1413379253	-0.1211498964	-0.181937598	-0.0820455834	0.0185476346	-0.0501414668	0.0013356867	0.0445626293	-0.0248546975	-0.0873992312	-0.0083269729	0.050247764	0.1101806447	0.0214484617	0.1930616711	-0.0648898964	-0.1845579277	0.0179574143	-0.1027095512	0.0155959036	0.2918025302	-0.0420411116	0.0003393177	-0.0474337639	0.1783392847	0.0239114222	0.1731662156	0.0513862251	0.1142120884	0.1127290384	0.1102715368	-0.14016	0.0056609999999999	3.204692099999999e-05	0.0196448256	-0.0156622	0.0067685	4.581259225e-05	0.00024530450884	-0.236533	0.10052	0.0101042704	0.055947860089	0.00538823	-0.00121267	1.4705685288999995e-06	2.90330225329e-05	-0.00150991	6.838000000000005e-05	4.675824400000006e-09	2.2798282081e-06	-0.00162657	-3.472999999999996e-05	1.2061728999999972e-09	2.6457299649e-06	0.0	0.0	0.0	0.0	0.0	0.0
758.0698401759093	-3.1019261281227277	9.621945704330454	574669.8825843288	915.1968238476276	-10.069829968742852	837585.2263807855	101.40147559939166	712.3816716875394	-1.4493220801338111	2.1005344919633973	507487.6461563332	751.04583775005	547.3818844505122	2.238887	46.345345	1.0527453	0.675354	-0.1296612781	0.0131746727	-0.2449263508	0.0515825751	-0.2924603408	0.2785913935	-0.1170251367	0.1484285052	-0.1695023697	0.0338923557	0.0809382564	-0.1387541931	-0.0028683203	-0.2323807189	0.2372006322	-0.2815253155	-0.1126236526	0.1643860433	-0.0029686648	-0.0555889558	0.2594209201	-0.0127385818	-0.0282210525	0.0999779856	0.1915022936	0.0861211865	-0.0899974212	0.2288330753	0.0763669727	-0.0300840467	0.1137109946	0.1519384153	-0.1908011538	-0.0437243731	0.1185748375	0.1281459316	-0.0087669506	0.002654889	0.002424141	0.1084044673	0.0465137142	0.2391775977	0.0734210605	-0.1841927907	-0.0006699316	0.0975192296	0.0679522552	-0.0459490574	-0.0621778299	0.0425134247	-0.0817249645	-0.1769205317	-0.2024695359	0.382950929	0.142907367	-0.0884295468	-0.1159849917	-0.109074793	0.2742235684	0.1628482179	0.2203905228	0.0842967662	-0.1554946536	-0.2174564383	-0.0172389226	0.0251120661	-0.0045142669	0.2446231381	-0.0618352053	-0.0881158585	-0.203570367	0.1198301233	0.0514185911	0.0008529715	-0.0864090721	0.1613595209	0.0870884488	-0.0148736924	-0.1709174214	-0.0705132176	-0.0448280714	0.0642029058	0.0287624497	0.1245750114	-0.0515546775	0.1139675232	0.1117560484	0.1081019891	-0.145339	-0.0051789999999999	2.682204099999989e-05	0.021123424921	-0.123112	-0.1074498	0.01154545952004	0.015156564544	-0.628175	-0.391642	0.153383456164	0.394603830625	0.0142234	0.00883517	7.80602289289e-05	0.00020230510756	-0.00321125	-0.00170134	2.8945577956000005e-06	1.03121265625e-05	-0.00205955	-0.0004329799999999	1.8747168039999998e-07	4.241746202499999e-06	1.0	0.0	0.0	0.0	0.0	0.0
760.4004934222833	2.330653246373913	5.43194455483326	578208.9103968518	916.4659790223373	1.269155174709681	839909.8907053712	1.610754857492361	713.2185975266034	0.8369258390639516	0.7004448600928994	508680.7678578151	750.9093962192194	536.3836913383915	1.771696	36.674408	0.2168085	0.151007	-0.1609983169	-0.1559823039	-0.2842313741	8.82009e-05	-0.206833253	0.01327297	0.2395397677	-0.1486614454	-0.066470291	0.0445833615	0.1752886707	0.2223261526	0.0811559175	-0.1860620002	0.2004798547	-0.1900138932	0.050551058	-0.054891531	-0.0364216642	-0.1316009047	-0.0548322894	0.0223401989	0.0678365483	0.0743711799	0.0976791556	0.1396178163	0.1712513333	-0.129086158	0.0408968573	-0.0068571858	-0.0100443784	0.0449042912	0.1053347367	-0.02338168	0.0703594784	-0.0780287486	-0.0133688715	0.0297961663	-0.0285670966	0.0239525435	-0.1461514092	-0.032844225	0.0267804975	0.1159681825	0.0524421531	-0.0026785113	0.0024746999	-0.0373656754	-0.0096108595	-0.011707661	-0.004830487	-0.2089302369	-0.2325610491	0.2066011243	0.0276998556	0.0165364344	0.092694133	0.0136521591	-0.0181060043	-0.1323576312	0.1814443933	-0.2449046738	0.0859664843	0.3289020194	-0.0170067054	0.0685843404	0.0974248399	-0.1554533132	0.0522660713	0.0514702141	0.0475817229	-0.0689504767	0.1818175509	0.2156259389	-0.0016127758	0.0074231585	0.0229536405	0.0711215917	-0.0692500052	-0.0919017468	0.0110010829	-0.0117673969	-0.0805937522	0.0302189587	-0.0511393982	0.1136742748	0.110592125	0.105516962	-0.139418	0.005921	3.505824100000012e-05	0.0194373787239999	-0.137233	-0.0141209999999999	0.0001994026409999	0.018832896289	-0.501415	0.1267599999999999	0.0160680975999999	0.2514170022250001	0.013122	-0.0011014	1.2130819600000011e-06	0.000172186884	-0.0031276	8.365000000000022e-05	6.997322500000036e-09	9.78188176e-06	-0.00227463	-0.00021508	4.625940640000013e-08	5.173941636900001e-06	0.0	1.0	0.0	0.0	0.0	0.0
760.9699303517399	0.5694369294566286	0.3242584166289934	579075.2348995318	920.724694461292	4.2587154389547095	847733.9629908394	18.136657189991205	713.7375103753009	0.5189128486974823	0.2692705445433362	509421.2337167327	750.482843679331	541.2270296401306	1.47849	30.60499	0.4095170000000001	0.274386	-0.0987970056	-0.1388512828	-0.1671303384	-0.0809842801	-0.0675251074	-0.064654965	0.2820304867	-0.0404360014	-0.0372822968	0.0132663172	0.0578777499	0.0143828323	-0.0460281454	-0.1205840698	0.0680319921	0.0427107216	-0.0009710909	-0.0048158726	-0.0644680153	0.1343319885	-0.0729032561	0.1010463482	-0.2361432509	-0.0299961751	-0.1586487778	0.0189254658	0.0191581995	0.0449272105	-0.0108018157	-0.0367384372	-0.041982432	-0.1226494893	0.1625243667	0.0979826956	-0.0086275533	-0.0224569716	0.0950860201	-0.0480154757	0.0244258928	0.0877567404	-0.130743218	0.0509474886	-0.1054046618	0.0036221109	-0.0667146345	-0.0101325905	0.0323247793	0.0028128781	0.0811207547	0.0213253687	0.0206353414	-0.1419269557	-0.1122146206	-0.0339845123	0.0448818655	-0.1025845052	0.0149331088	0.1003791623	-0.2020825865	-0.0821453044	-0.0458247803	-0.0344343105	0.1083238195	-0.0723822159	-0.0579442656	0.1613176635	-0.0678411984	0.0746528092	-0.2073421546	0.1159864748	0.0973122329	-0.0629391316	-0.0488264037	0.033460386	0.0354572557	-0.0379667277	-0.0903016225	0.0436432937	0.0456203357	-0.027802359	0.0552552945	0.0478471149	0.1318368812	0.0046015605	-0.2694084885	0.1133324686	0.1092392569	0.1025263906	-0.101748	0.0376699999999999	0.0014190288999999	0.010352655504	-0.136033	0.0012	1.440000000000016e-06	0.0185049770889999	-0.393277	0.108138	0.011693827044	0.154666798729	0.00879973	-0.00432227	1.8682017952899995e-05	7.743524807290001e-05	-0.00278953	0.0003380699999999	1.1429132489999985e-07	7.781477620900001e-06	-0.00168479	0.00058984	3.479112256000001e-07	2.8385173441e-06	0.0	0.0	0.0	0.0	0.0	0.0
759.6710062411197	-1.2989241106201916	1.6872038451504558	577100.0377233953	921.8866570762656	1.1619626149736175	849875.0084952521	1.350157118596328	711.8334334846386	-1.9040768906622816	3.625508805554142	506706.83702652936	750.1606119606053	540.5184315550975	1.043339	21.597296	0.3067263	0.178039	-0.0931779537	-0.1200172138	-0.1126782138	-0.1448396863	-0.0514498764	-0.0798284924	-0.0261154155	-0.0106569237	-0.0650328169	0.0755580432	-0.0597344277	-0.2356568123	0.0086570713	-0.1197642873	0.1669858254	0.0724439595	-0.025704112	-0.020377996	-0.03532003	-0.0431786254	-0.0063885808	-0.1091286015	-0.073306946	0.0303059821	-0.0556155527	-0.0755608537	-0.0374329439	-0.1243132656	0.1486474503	0.025283915	0.0371501022	-0.0257624234	0.0231495181	-0.1259039517	-0.0756235113	0.077083482	-0.0536663956	-0.1197475405	-0.026326579	-0.1437213397	-0.0249399748	-0.0003858636	0.2073267309	0.1109206967	0.1390805293	0.011016359	0.0617776076	-0.0949164912	-0.0375191579	0.091254837	0.0247248648	-0.1135950867	-0.0833812516	-0.0364812297	0.1069211601	0.0212734759	-0.167535432	-0.0423867066	0.0570876849	-0.087994117	0.0136893467	0.0667091728	-0.0321219716	0.0280181341	-0.1083818804	0.0556705544	0.0210797643	-0.0510044483	0.0237490173	-0.0856015998	-0.0189672115	-0.2467924884	-0.2480814606	0.0322307078	0.0083652059	-0.0463833389	-0.0093453482	-0.0919954773	-0.0398839532	-0.0132037983	0.0081942142	0.035398166	0.0687751684	-0.0421391824	-0.0711895629	0.1129422506	0.1076997553	0.099141769	-0.0924573	0.0092906999999999	8.631710648999999e-05	0.00854835232329	-0.0648999	0.0711330999999999	0.0050599179156099	0.0042119970200099	-0.320883	0.072394	0.005240891236	0.1029658996889999	0.00630316	-0.00249657	6.2328617649e-06	3.97298259856e-05	-0.00223287	0.00055666	3.0987035560000005e-07	4.9857084369000005e-06	-0.00165985	2.4939999999999988e-05	6.220035999999993e-10	2.7551020225e-06	0.0	0.0	0.0	0.0	0.0	0.0
759.8356975756485	0.1646913345288112	0.0271232356688808	577350.2873102723	924.293047222478	2.406390146212402	854317.6371438139	5.7907135357881465	711.3284066383328	-0.5050268463057819	0.2550521154895638	505988.1020906293	749.7072047917882	544.342984133256	1.000686	20.714369	0.1463958	0.0909574	-0.0568675434	-0.0679492983	-0.0821584452	-0.0952083942	0.0325496283	-0.0584738965	0.0975137778	-0.1645990862	0.0740983824	0.0398044415	-0.0445799085	-0.0828706447	0.0911594422	-0.1094699608	0.1547960474	0.1809066248	-0.0033967652	-0.1902201399	-0.0011496089	-0.0745782513	0.0123849258	0.019597428	0.0062366693	-0.1180058724	0.0166826252	-0.0382896567	-0.0345823797	-0.0577951316	0.0397501816	0.1304714555	0.0098942695	-0.043833466	-0.1003025717	-0.0274217476	0.0057257266	-0.1543325901	-0.0231760566	0.0164002123	0.1071351015	-0.1101348073	-0.1655111532	0.0145842555	-0.1428189982	-0.111179486	-0.0185770161	0.0209099089	0.0319719435	0.1293364512	-0.0021418256	0.006919379	-0.0186893308	-0.0903174648	-0.0690561031	-0.1792414867	0.1268897497	0.1326939335	0.034438253	-0.0418994058	-0.0113284849	-0.1560850226	-0.0044531439	0.0995703321	-0.025361991	0.0019526188	0.1332750514	0.064008827	-0.1211372829	0.0071470273	0.1522491196	0.026309725	-0.0868663994	-0.0548051779	0.0098583971	0.1352805453	0.0469243872	0.0074617181	-0.0218126569	-0.0555723331	0.0571062638	0.096085058	0.1358950602	0.123441261	0.0401732582	0.0228179725	0.040082697	0.1125037874	0.1059762505	0.0953761056	-0.0923726	8.470000000000699e-05	7.1740900000011845e-09	0.00853269723076	-0.080796	-0.0158961	0.00025268599521	0.006527993616	-0.255447	0.065436	0.0042818700959999	0.0652531698089999	0.00538792	-0.00091524	8.376642576000006e-07	2.90296819264e-05	-0.0020426	0.00019027	3.620267290000007e-08	4.17221476e-06	-0.00185392	-0.0001940699999999	3.766316489999999e-08	3.4370193664e-06	0.0	0.0	0.0	0.0	0.0	0.0
