global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
793.4853006119273	n/a	629618.9222872006	n/a	912.7361701951378	n/a	n/a	833087.3163824875	722.866459335508	n/a	522535.9180322537	n/a	735.8601074683472	646.9962797161778	n/a	n/a	n/a	n/a	-0.0113725002	0.0046983504	-0.0105647031	0.0373872961	-0.0221573687	-0.0022869125	0.0549836494	-0.0030761773	0.0357951164	-0.1736749079	0.1891771783	-0.2258865125	0.0030007569	-0.0161347946	0.1401912494	-0.1663342656	0.0537808977	-0.2113282005	0.1041640862	-0.0505792825	-0.2748098765	0.3025144884	-0.1882134728	0.0333390957	-0.0928877831	0.4854570727	0.100937136	-0.0016931877	0.2048275063	-0.1099440987	0.0964249128	-0.0501559312	0.0085644542	-0.1153046505	0.059697097	-0.0620067283	0.0323259533	-0.0117725713	0.1012221087	-0.0548862091	0.0955042111	-0.1072202283	0.0130202475	-0.0769643066	0.0638381208	0.0333863837	-0.0523583724	0.0022506917	0.0812236237	0.0484144426	-0.1015832156	-0.0273560348	0.0732336038	0.1012347929	-0.0789083378	-0.018815826	0.0225908482	0.009616914	0.0248802227	0.0210843031	-0.1156266375	0.0376616931	0.0620785436	0.0728860703	-0.0164676496	-0.1462843693	-0.1431246081	0.0988556753	-0.0167012337	0.2003702983	-0.0866996282	-0.0906370722	0.0556598236	-0.1668140041	0.5722095943	-0.3382687775	0.1817027534	-0.0563396543	0.1883292833	-0.0755015939	0.0273440722	-0.0648656787	0.016365495	-0.0430014504	0.0219121382	-0.091390918	0.0339689562	-0.0656525417	0.0648224708	-0.1042565779	0.0735606293	-0.0799173325	0.0655365731	-0.061732685	-0.0096918879	-0.0592907327	0.0455137287	-0.046684932	0.0198436089	0.0155011003	0.0266132241	-0.0862971634	-0.017602718	0.045463675	0.0020195454	-0.0021597069	-0.0212067258	-0.0484012018	0.0132509295	0.0459436859	0.0428348396	-0.028387317	0.1147017419	0.1146833673	0.1146527451	0.0086932899999999	n/a	7.557329102409827e-05	n/a	0.0644738	n/a	n/a	0.0041568708864399	0.00629692	n/a	n/a	3.96512014864e-05	-0.00245005	n/a	6.0027450025e-06	n/a	0.000375793	n/a	1.41220378849e-07	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0
796.2171239649615	2.7318233530342013	633961.7084950348	7.462858832183026	912.6146524783492	-0.1215177167886167	0.0147665554935184	832865.503918178	724.5691681556615	1.7027088201534752	525000.4794417872	2.8992173262284395	737.1406650456286	649.285434054777	1.481893	29.524757	0.15243809	0.0887480999999999	-0.0039948361	0.0741729063	-0.0457337094	-0.0756356937	0.0112481321	0.022086906	0.1372559981	-0.0063204397	-0.0084217606	0.0873729333	0.1147904894	-0.0911639368	0.0985349577	-0.0537264925	0.1535963052	-0.0318178837	0.0279077647	-0.0911544527	-0.18230781	0.1423379642	-0.0431334202	0.0287653591	0.0668681425	0.010712614	-0.013263167	-0.1630270024	-0.0802132784	-0.0367363657	-0.094380194	-0.0457168422	0.0136468761	-0.0812911	0.110735931	-0.0657857767	0.0288773653	-0.0640175724	0.1321217992	-0.0525926114	0.0529234546	-0.0714469569	0.0142467133	-0.1460340152	-0.038005898	0.0572963616	0.04258728	0.0396589399	0.1039568453	-0.2193751253	-0.0625425942	-0.1403850337	-0.0013965049	0.0373949795	0.0794328632	0.0831931992	0.1034747819	0.0662364746	-0.0123635846	-0.0291273062	-0.0584871768	0.0897177391	-0.1011660847	-0.1580768042	0.1004071085	0.0611330341	0.138200804	-0.1397579739	0.1366682383	0.0387794651	-0.1411447146	-0.0973586267	0.0606733613	-0.0225695445	-0.0114930612	-0.0637607655	-0.0708478634	0.1312827723	0.0285197551	-0.013630929	-0.0130202112	-0.0651376079	0.1074391935	-0.1584294426	-0.0748456617	0.0172583294	0.0891189937	-0.1703612366	-0.0134084822	-0.0572537926	0.1107449867	-0.0870402987	0.0698271968	-0.1349990774	0.1220759465	0.1505012875	0.0617664328	0.0493924791	0.0234634677	0.0942816016	-0.0566390889	0.0126860045	0.0729409091	-0.1081714914	0.0556467737	0.0269481559	-0.1621954135	-0.0665981329	0.1140138567	-0.0419736477	-0.0301484675	0.0494945892	0.0274873228	0.024175377	0.1146527451	0.1144874327	0.1142120884	0.00709255	-0.0016007399999999	5.030426550250001e-05	2.56236854759968e-06	-0.00595228	-0.07042608	0.0049598327441664	3.54296371984e-05	-0.0143173	-0.02061422	0.0004249460662084	0.00020498507929	-0.00149696	0.00095309	2.2408892416000003e-06	9.083805481e-07	0.000132942	-0.000242851	1.7673575363999998e-08	5.8976608201000025e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
796.4270748569132	0.2099508919517347	634296.0855651393	0.044079377031329	914.3516335646244	1.7369810862752502	3.017103294077948	836038.9098022972	724.0666356030413	-0.5025325526202096	524272.49279350735	0.2525389664429837	736.3853125957944	651.6892396299094	1.082332	21.564024	0.07883287	0.0514035	0.0465927714	0.0890796371	-0.0365511641	-0.0980781707	0.07655608	0.0124680124	0.086856248	-0.0267987067	-0.0054551219	-0.0883396762	-0.0128170767	-0.0616815006	0.0251205059	-0.085662057	0.0306573741	-0.058508197	-0.0356635067	-0.1528723673	-0.0864402106	0.0164549703	0.0294030327	0.0148435761	0.0523492821	0.0072310714	-0.0025271292	-0.0916669264	0.0661317033	-0.0482043255	-0.0774156528	-0.0679604921	0.0299757057	-0.1789716995	-0.0126357697	0.1371849808	-0.0506431857	-0.0842836752	-0.0993024544	0.0026273445	-0.026694472	0.0667341544	0.0299191116	0.0544764087	-0.0984636038	0.1108824409	0.1463238216	0.0214748758	0.0435479338	0.0263163935	-0.0205436576	0.0468692455	-0.1032639363	-0.0832153021	0.0615959645	-0.0441283876	0.0297283801	-0.1514141194	0.0175236544	0.0945499383	0.0451244059	0.0843269005	0.1018782625	-0.0093724618	0.1193488397	0.0752984881	-0.169714741	-0.1346851859	0.0629963073	0.0487087889	0.0025925334	0.015962354	0.0444272541	-0.0410727659	0.0628998336	0.0609416533	0.014360938	0.1381028233	-0.0426811757	-0.1284167604	0.0104800166	-0.0049587711	0.0847169717	-0.1355128451	-0.072267084	0.0391305629	-0.0438647927	0.1063281492	-0.1169066063	0.1022679828	0.0452942504	0.0134886282	-0.0526244862	-0.0040949836	-0.1031423626	0.1086813372	0.1427251757	0.0490242722	0.1300473037	0.0116858904	0.032654979	-0.0387844187	0.0072482329	0.0016325883	0.0147091238	0.1177365012	0.0164466022	-0.0284098401	-0.0736032104	-0.0427904621	-0.0692047668	-0.1334631224	-0.0997509845	-0.0071564974	0.1145547726	0.1140958982	0.1133324686	0.00689788	-0.00019467	4.758074849440001e-05	3.7896408900000043e-08	0.00527546	0.01122774	0.0001260621455076	2.78304782116e-05	-0.0446042	-0.0302869	0.0009172963116099	0.0019895346576399	-0.000801602	0.000695358	6.42565766404e-07	4.835227481640001e-07	8.582879999999998e-05	-4.711320000000001e-05	7.366582909439997e-09	2.219653614240001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
796.2109509374357	-0.2161239194775817	633951.8783926956	0.0467095485703522	913.8871038985692	-0.4645296660552276	0.2157878106453812	835189.6386721142	725.0891636651149	1.0225280620736612	525754.2952645759	1.0455636377281172	738.4288942003228	666.8217423269627	1.039761	20.715857	0.04989376	0.0309226	0.0550733727	0.1204188177	-0.0475303916	0.0603156753	0.0363677637	0.0270572257	0.0588187713	-0.0563764547	0.0716566562	0.0688339434	-0.0332243016	-0.0127092115	0.0846157282	-0.0143829332	0.0200983905	-0.036702493	-0.009412818	-0.0659560506	-0.1076897642	0.0585962965	-0.0619910876	-0.0018031214	0.0309022778	-0.0926502575	0.0069512685	-0.1655866365	0.06175255	0.0274786084	-0.0039182223	-0.110735529	-0.022674149	0.0137114572	0.100356863	0.0319952737	0.0521052397	-0.089336264	-0.1175168987	0.0690885745	-0.0108310222	-0.1168435605	-0.0555768597	0.0774263672	-0.1120108508	-0.0443456177	0.0060222668	-0.0868736699	-0.0312426493	0.0326111174	0.0297007455	0.0755285972	0.0448849863	0.018171831	-0.047146517	0.0088046987	-0.083438689	-0.0288392285	0.0961196609	-0.151588457	0.0595114789	-0.0186994406	-0.0047144282	-0.1219680252	-0.1164383833	0.0031261962	0.0119029911	-0.0422708905	0.0751219301	0.0611257223	-0.1000069455	-0.0541406193	-0.0403462816	-0.04380889	-0.0262571755	0.0364277227	-0.0215138666	0.1127358115	0.0263400282	-0.0259030341	-0.0021273065	-0.1039198698	-0.0017011383	-0.0611482375	-0.0477022485	0.0191571835	0.0172768862	0.0772827969	0.0723974532	0.1151446866	0.0235808377	0.1597006062	-0.0797162935	0.0774992503	0.1768315575	-0.0522528355	-0.0891186078	0.0211678407	-0.0799472881	0.0382655734	-0.0971796824	0.0121944866	0.0667564565	0.0107189894	0.0848620288	0.0154532587	0.0283025273	-0.0690547444	-0.0187487469	0.0004432669	0.1014730635	-0.0617596685	-0.0252876892	-0.0025900081	0.1144078661	0.1135094328	0.1120172664	0.00986346	0.0029655799999999	9.728784317159998e-05	8.794664736399994e-06	0.0229249	0.01764944	0.0003115027323136	0.00052555104001	-0.0695915	-0.0249873	0.00062436516129	0.00484297687225	-0.000801602	0.0	6.42565766404e-07	0.0	-0.0	-8.582879999999998e-05	0.0	7.366582909439997e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
794.2395900652547	-1.9713608721809808	630816.5264270238	3.886263688366157	911.2618650493245	-2.625238849244738	6.891879015583837	830398.1866931733	724.799571981926	-0.2895916831889735	525334.4195451831	0.0838633429722228	737.5264597359632	654.199115855401	0.973757	19.40081	0.04803239851	0.0258414	0.0253594784	0.147541441	-0.0563474236	0.0263028506	0.0178913498	-0.0355039104	-0.009831952	-0.0917967857	0.0290160201	-0.0221087958	0.0303178813	-0.0033561967	0.0149989127	-0.0713815219	0.0160243885	0.0662556891	-0.0452668869	-0.0360348609	-0.0337421483	0.0956259258	0.1173723481	-0.0364558062	-0.0162734718	-0.0263276539	-0.0960806859	-0.1301108771	-0.0578367127	-0.0844742448	0.0206908548	-0.0658049877	-0.0746643437	0.0421915208	0.172006532	0.0602542607	0.0036734917	0.058320133	-0.0585577047	0.1110254108	0.2057590948	-0.1380228885	-0.1522265424	-0.0640739673	0.0199702641	-0.0875265894	0.005279832	0.0633115411	0.0430944807	0.0714907605	-0.1028050366	0.0131658849	-0.0284967157	-0.048412709	-0.2151273665	0.0358692006	-0.0286674869	0.0007732108	-0.0554615312	0.0877865524	0.0762490331	0.0579001829	-0.0591050652	0.0606695295	0.0494176791	0.0597876208	0.0312037036	-0.0381872355	0.0428176327	0.0650123901	-0.0257973637	0.0394307377	0.0179299483	-0.0028296382	-0.049055683	-0.0076147597	-0.1240069904	0.0695750837	-0.1226161737	0.0216561228	-0.0413059289	-0.1852800472	0.0570565405	-0.2055583178	-0.0351878829	0.0590773187	0.1274649043	-0.0138063377	0.0491662906	0.1166319618	-0.058798703	0.0898378631	0.1215475568	-0.0923857436	-0.085371984	-0.164474354	-0.1213729633	-0.1008117165	-0.0455568001	0.008916135	-0.1360482122	-0.0616450249	-0.0310698158	-0.0017133379	0.0487756068	0.0918358161	0.084108604	0.060697717	0.0461897957	-0.125767051	-0.0941169032	0.0233226252	-0.0361603488	-0.0548456012	0.1142120884	0.1127290384	0.1102715368	6.45149e-06	-0.00985700851	4.1621723220100005e-11	9.71606167662124e-05	0.00228643	-0.02063847	0.0004259464439409	5.2277621449e-06	-0.0577727	0.0118187999999999	0.0001396840334399	0.00333768486529	-0.00075431	4.7292e-05	5.689835761e-07	2.2365332639999993e-09	6.70704e-05	6.70704e-05	4.498438556159999e-09	4.498438556159999e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
794.0101898984826	-0.2294001667720522	630452.1816626245	0.0526244365150453	908.44959788936	-2.812267159964449	7.908846579014508	825280.6719053399	724.8798338756105	0.0802618936845647	525450.7735595327	0.0064419715778323	737.9537591497283	661.58075680523	1.052867	20.976973	0.08568139149	0.047555	-0.0144551708	0.1148970289	-0.0351059888	0.1689464103	-0.0112500686	-0.0522018705	-0.0243989467	-0.066356668	0.0119561588	0.0510681602	0.0109815749	0.1016469975	0.051616941	-0.0117448458	0.0153958773	-0.0115574985	-0.0828878383	-0.0846016268	0.0245149241	0.056013231	0.055646155	-0.0383115906	-0.1098135762	0.0316999847	-0.0310359601	-0.149170313	-0.0789907524	-0.0106034409	0.0197810513	-0.0125716869	0.0138374438	0.0704139054	-0.1166393732	-0.0789000047	-0.0651150209	0.0231488245	-0.0917221002	-0.1436871223	0.0273227991	0.1481871337	0.0346678788	0.1191981883	0.0293336742	-0.0527862643	-0.0444801829	0.1798502645	-0.0231542236	-0.0232258805	-0.0508018019	-0.1511826615	0.020616929	-0.0232743646	0.1482969703	-0.0578799363	-0.0162175382	-0.098637107	-0.0478369159	-0.0744051749	0.0243336715	0.0358487334	-0.0345995936	0.1039784262	-0.0933400002	0.0613795343	-0.0084996876	-0.0412302312	-0.0171422446	0.0891898267	-0.0480517973	0.0075592231	-0.050641712	0.016835883	-0.0726764909	-0.0129953272	-0.0887769834	0.0996054793	-0.0681659662	0.0265969942	-0.040500752	-0.0373689033	-0.050520695	0.0716874867	-0.0269352339	-0.1082504828	-0.0581574333	0.0907028792	-0.0796787953	0.0243389556	0.0873439971	-0.137388152	0.0566390225	0.0352951116	-0.0068213965	-0.0228124227	0.0615443245	0.0370154115	0.0031744856	-0.014437462	0.0471598196	-0.0889042252	-0.1636960742	0.0050830775	0.0667058029	0.0046448286	-0.0648441156	-0.0941870395	-0.0854923743	0.1486091702	-0.078283339	-0.01114462	-0.0456522235	-0.0245326512	0.1139675232	0.1117560484	0.1081019891	-0.0043454	-0.00435185149	1.888250116e-05	1.8938611391015225e-05	0.035056	0.03276957	0.0010738447179848	0.0012289231359999	-0.0355489	0.0222238	0.00049389728644	0.00126372429121	-0.000728164	2.6146000000000003e-05	5.30222810896e-07	6.836133160000001e-10	-0.000433507	-0.0005005774	1.8792831904900002e-07	2.5057773339076e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
793.1360729784496	-0.874116920032975	629064.8302596766	0.7640803898879345	909.0343781427276	0.5847802533676258	0.3419679447287047	826343.5006453355	724.7646178566973	-0.1152160189132018	525283.7512969645	0.0132747310142072	738.1554918431539	644.704971102752	1.03394	20.599888	0.0603967786999999	0.0321866	-0.0331357567	0.1178712977	-0.0482211969	0.0378635013	-0.0230169902	-0.0613983261	-0.0611451071	-0.1195620329	0.0246298398	-0.0675515869	0.076038906	-0.0362614098	0.0522866721	-0.1200242157	0.055508282	0.0025270158	-0.1658364604	-0.0763626507	-0.0020571009	0.0299420274	0.0556720983	-0.0145026525	-0.1061047671	0.0325702577	0.0860785552	-0.0619059538	-0.0083274118	-0.0387388809	-0.0092750106	-0.0004650022	-0.0562184351	0.0089356359	0.0084694953	0.0144582445	0.1595559437	-0.0738390926	-0.05966791	0.0348277602	0.0102597406	0.0891171285	0.1399864754	0.0626137433	0.085180017	0.0144566196	-0.0236641604	-0.028160203	0.0352621963	-0.0932607591	-0.1495386182	-0.0564444731	0.0207901915	-0.0514447698	0.0364688857	0.0444823817	-0.0453735143	0.176470362	-0.0011442984	-0.0889190768	0.0065105632	-0.1079859524	0.0135507623	-0.0841043405	-0.0146015248	0.0035787213	-0.0909822396	-0.0215756382	-0.0520816663	0.0818632579	-0.0543710223	0.1184232402	-0.0533183753	-0.0300891779	0.0021238749	0.0155405416	-0.1109991571	0.0548195064	0.0428813212	0.0172147654	-0.0434475999	-0.007150193	0.0511145693	-0.1060051067	-0.0592113429	-0.0397019252	0.0978700296	0.0653853338	0.0727309375	-0.1028958188	0.0189419687	0.0019286745	0.0693471435	0.0787801432	0.0959231331	0.0207870504	-0.0403729072	0.044049991	0.004544298	-0.0818161662	-0.0458284681	-0.0207443019	-0.0445768559	0.0545420447	0.0160733374	-0.0275749805	-0.0544202284	-0.1217908736	0.075452586	0.1284047072	0.0296465404	0.1856854327	-0.0098724323	-0.0180018575	0.1136742748	0.110592125	0.105516962	-1.93713e-05	0.0043260287	3.7524726369e-10	1.8714524313223688e-05	0.0172541	-0.0178018999999999	0.0003169076436099	0.00029770396681	-0.0244515	0.0110974	0.00012315228676	0.00059787585225	-0.00114099	-0.0004128259999999	1.3018581800999998e-06	1.7042530627599993e-07	-0.000302904	0.000130603	9.1750833216e-08	1.7057143609000008e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
793.8009558318162	0.664882853366521	630119.957479505	0.4420692087008066	906.6006025573696	-2.4337755853580347	5.923263599884844	821924.6525573856	725.2582355557485	0.4936176990511285	525999.5082414375	0.2436584328165305	737.7977207547766	643.8756848339183	1.117902	22.272711	0.0599951087799999	0.0321891	-0.0709892986	0.0160831561	-0.059664597	0.0345929631	-0.062843784	-0.0377203372	0.11351594	0.0139330369	0.0017934276	0.0609139503	0.1352845846	0.0698882978	-0.0387603606	0.0249360456	-0.0023452859	0.0986746178	-0.0332057791	-0.1006808541	-0.0548861913	-0.0103057011	0.0394160909	-0.0255453759	0.0102723899	-0.0296082775	0.0114115839	0.0763135001	0.0035811826	0.0602191099	0.0606700068	-0.0840469431	0.1348188296	-0.0069718177	-0.0108299662	0.0233426837	-0.1355983002	0.0212409538	-0.0187634308	0.1005708997	-0.0495333348	0.0950443158	0.0352455999	-0.0221852625	0.0935902288	0.0172260241	-0.02162526	0.0991058253	-0.1646477383	0.0759215356	0.1052768271	-0.0114036558	0.0574961861	0.0101798962	-0.1813559843	-0.0177802031	-0.0521498205	0.0028042407	-0.072513668	0.0121355965	0.0550838236	-0.0579129914	-0.1324220338	-0.026557612	0.0118242341	-0.0890521929	0.079512068	-0.1221545057	0.0267027539	0.0171101529	-0.0250277503	-0.0489700692	-0.0630981068	-0.0340247447	-0.031479434	-0.0225527839	0.0067273027	0.0004126781	0.034944485	0.0614171294	0.0531826371	-0.0613310526	0.0096713159	0.1067562895	0.0520500822	-0.0251738229	-0.146237999	-0.0142074683	-0.1451912217	-0.0489462572	0.0076772517	0.0145112478	-0.0354091023	-0.0792859707	-0.0145346647	-0.2087934169	-0.0127830554	-0.013835729	-0.0542882172	-0.146204373	0.0578226517	-0.034112552	-0.1279611882	0.067670091	0.002659501	0.0015543729	0.0306608735	-0.031711296	-0.0397059705	-0.0588502092	0.1129708127	0.0335019815	-0.0096613216	-0.053449133	0.1133324686	0.1092392569	0.1025263906	-1.20752e-06	1.816378e-05	1.4581045504e-12	3.2992290388839995e-10	0.00257217	-0.01468193	0.0002155590685249	6.6160585089e-06	-0.0229436	0.0015078999999999	2.2737624099999987e-06	0.00052640878096	-0.000666133	0.0004748569999999	4.4373317368899993e-07	2.25489170449e-07	1.3234900000000002e-23	0.000302904	1.7516257801000006e-46	9.1750833216e-08	-9.79813e-05	-9.79813e-05	9.600335149690001e-09	9.600335149690001e-09	0.0	0.0	0.0
793.8533461878542	0.0523903560380176	630203.135253653	0.0027447494057902	911.2494471804556	4.648844623086006	21.61175632959567	830375.554986686	725.5431159080955	0.2848803523470451	526412.8130416281	0.0811568151533765	738.8072407572469	654.70624675483	1.106974	22.054991	0.09963101748	0.0434204	-0.0358436053	-0.0526101698	-0.0747447455	0.1236415874	-0.0252486012	-0.0317160819	-0.043564894	-0.0808017974	-0.0087740451	-0.1273564167	-0.0076497005	-0.0094035365	0.0340575696	-0.0164409595	0.0164016612	-0.0608243269	-0.1454124507	-0.0755861414	-0.0087671013	-0.0176652048	-0.1149419826	0.0669350948	-0.0883125672	-0.0511980026	0.1162314652	-0.0826299367	0.0113751885	0.0167187971	-0.0928426424	-0.0819038169	-0.0326428355	0.107361424	-0.0220004294	0.0100484795	0.042623823	-0.0497503603	0.0285917132	-0.0514725258	0.1009862682	-0.083829277	-0.123806681	0.1407409556	0.0373239312	0.0550711526	-0.0031789456	0.1212420164	0.0615950653	-0.0014029883	0.0907010224	0.1066024857	-0.0515138738	0.0647937209	0.0297202986	-0.0735478588	0.0299357749	0.0565690162	0.021658039	0.0834498788	0.0345374514	0.0519837899	0.0241994666	0.0466865497	-0.1638881682	0.0186811322	0.0662479291	-0.0193699106	-0.0682956338	0.0304093255	-0.1205499018	0.1076913628	-0.0643637517	-0.0592051495	0.1295473596	0.0566913222	-0.0580378472	0.0305960783	0.085332656	-0.0869097088	-0.0376754946	0.0204834605	0.1338892329	0.0150126306	-0.0994977527	0.0285831615	0.0645575754	0.0214202602	0.0347095695	0.097370197	-0.1020481315	-0.017073212	0.0449488509	0.0897298047	-0.1197030925	-0.0618742993	-0.0086910553	0.0224887144	0.0225708844	0.0779326455	0.0511718594	0.051471046	0.0509520918	-0.0041446905	-0.0400269545	-0.1298635016	0.0766975364	0.0764900223	-0.2131913416	-0.0155258947	-0.0222434494	-0.0325071484	-0.0255538293	-0.0547966221	0.1129422506	0.1076997553	0.099141769	-0.00632428	-0.00632307248	3.99965175184e-05	3.998124558733335e-05	0.0296035	0.02703133	0.0007306928015689	0.00087636721225	-0.0418274	-0.0188838	0.0003565979024399	0.00174953139076	-0.00112323	-0.000457097	1.2616456329e-06	2.0893766740900005e-07	-0.000392778	-0.000392778	1.54274557284e-07	1.54274557284e-07	0.0	9.79813e-05	9.600335149690001e-09	0.0	0.0	0.0	0.0
793.3771221041328	-0.4762240837213767	629447.257878236	0.2267893779162648	909.9331530803514	-1.3162941001041872	1.732630157969092	827978.3430747503	725.04343272323	-0.4996831848654892	525687.9793350849	0.2496832852373187	737.2381983526401	633.7597579453072	1.219185	24.29064	0.1121342411	0.0651979	-0.0739608763	-0.0739477755	-0.0852343715	-0.052404821	-0.1311357907	0.0283275928	0.0872551142	-0.0170632953	-0.0145160422	0.1067885993	0.1275333652	0.0772767982	-0.0369206579	-0.0302821505	0.0127400401	0.0620115587	0.0593030071	-0.0703455679	0.0073905291	-0.0782789537	-0.0645509147	-0.0107472281	0.0773192027	-0.090290172	-0.0154255745	0.0951578581	-0.0873439863	-0.1096218904	0.0398453601	0.0169000085	-0.1064606018	0.0181471888	0.0683121558	-0.0362802415	-0.1679578264	-0.0101540733	0.0794838807	0.0173398001	-0.0128323248	0.1637361187	-0.0924504136	0.0324748183	-0.0227591186	0.1767297705	-0.1114250671	0.0283972032	-0.0259541233	0.0081355832	-0.1451877042	-0.0548241099	0.0662285378	-0.0085548336	-0.1059552095	0.1618549902	-0.0518442851	0.1777982129	0.1192239439	0.0776516539	0.0391335684	0.1348055374	0.0181257327	0.0047765818	0.0378390181	-0.0944719265	-0.0409637173	-0.1336751861	-0.038495474	-0.0838513711	-0.0092084735	-0.0907960936	0.0497815921	0.0274161832	-0.0564833625	-0.1020864659	0.0325560097	-0.0309160727	-0.0946111578	0.0115111805	-0.0406139824	-0.1306215696	0.0519289349	0.1018395762	-0.1198928126	0.0955326383	-0.0070562074	0.111547008	-0.0675904396	-0.094629115	-0.1017369009	-0.0593131972	-0.0263084225	-0.0292575315	-0.1189823045	-0.1088424331	-0.1261040339	0.0889052155	0.0045193089	0.0164036366	0.0433607165	0.0110148301	0.1492242302	0.0022456058	-0.0907534178	0.0563907547	-0.0012403622	-0.1366846679	0.1110272676	0.0363353658	-0.1904749762	0.0241366043	0.1575039282	0.0756357484	0.1125037874	0.1059762505	0.0953761056	-2.82389e-05	0.0062960411	7.974354732100001e-10	3.9640133532889214e-05	-0.0154053	-0.0450088	0.00202579207744	0.00023732326809	0.00525275	0.04708015	0.0022165405240225	2.75913825625e-05	-0.000938798	0.000184432	8.81341684804e-07	3.4015162624e-08	-0.000483331	-9.0553e-05	2.33608855561e-07	8.199845808999999e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
