global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06
767.6721454741381	n/a	n/a	589320.5229368663	924.2060409651444	n/a	n/a	854156.8061564662	753.288565022059	n/a	n/a	567443.6621929927	777.8584956170058	512.6019304421758	n/a	n/a	n/a	n/a	-0.0146234244	0.0630216089	0.0852152913	-0.0560045322	-0.0098643003	-0.219279366	0.1238229286	-0.013752286	0.0074335629	-0.0720485391	0.1759413067	-0.0517965323	0.0206839466	-0.0278242252	-0.0135450288	0.1191028911	-0.0775874916	0.0971743285	-0.0056224257	0.0474359468	-0.0416470703	0.1112686164	-0.0253672697	0.0536961286	-0.1691641875	0.0371687797	-0.0295419355	0.1123851121	-0.0324664481	0.0510516888	-0.2106918093	0.1132562787	-0.1426248189	0.0201517016	-0.0924807529	0.0816086913	-0.1146130102	0.1786626465	-0.0582167404	0.1398086384	-0.0005517334	-0.0011193614	-0.1062276725	0.1027810576	-0.0814091156	-0.0343109462	-0.1026498242	0.0527804506	-0.0657558231	0.0013223757	0.0504960308	-0.1242762374	-0.0032135043	-0.1001465485	0.1367939227	-0.028501932	-0.0682153943	-0.0098239985	-0.1056588748	0.1929771443	-0.010798437	0.0875817761	-0.099613198	0.11632949	-0.0430936525	0.0205189778	-0.070732238	0.1384443151	-0.0869369432	0.009992225	-0.002771698	0.0175017138	0.0027638671	-0.1506939936	0.1224017299	-0.0083087456	0.0029084993	-0.1478107908	0.1342943376	-0.0906548683	0.0284186747	-0.0696866187	0.0064630579	-0.1971396649	0.0662310613	-0.1633420654	0.0791769038	0.0008024585	-0.0875264494	0.0166151725	0.0568588675	-0.0714768708	-0.0249118611	0.0179726431	0.0839562801	-0.1093836934	0.1147017419	0.1146833673	0.1146527451	0.0187893	n/a	0.0003530377944899	n/a	-0.0189114	n/a	n/a	0.0003576410499599	-0.0825840999999999	n/a	0.0068201335728099	n/a	-0.000548101	n/a	3.00414706201e-07	n/a	6.13932e-05	n/a	n/a	3.76912500624e-09	0.00101718	n/a	n/a	1.0346551523999998e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
766.7696530624058	-0.9024924117322826	0.8144925532343519	587935.7008574422	914.3736627499616	-9.832378215182873	96.6756613664027	836079.1951307805	751.7091700735574	-1.5793949485015446	2.494488403352197	565066.6763726765	775.6965761675964	505.2875041894866	1.105432	25.009424	0.085315245	0.0494149	-0.0083839617	-0.016042043	0.0478132098	-0.1579268606	0.0161523708	-0.062022202	-0.0701502389	-0.1092338023	-0.0708255838	0.180530979	0.1575806863	0.0640264367	0.048767926	-0.0840706387	-0.0160315522	0.0436254741	-0.0512609389	0.0014224543	-0.0257996215	0.1156875606	0.0010250005	0.1601988846	0.0674562703	0.0183556023	0.0348989759	0.0743660195	0.0356475131	-0.0366035862	0.1350426399	-0.0254721558	-0.0151636466	0.1194269207	0.0492752493	-0.0113259317	-0.047187564	-0.0460870994	0.1344759986	-0.0908811461	-0.3502237373	-0.0470991701	-0.0218552071	0.0214925941	-0.1033814811	-0.112836098	-0.0618792281	-0.0320544348	-0.0681253794	-0.1108144713	-0.0528241859	0.0282636405	-0.0243172554	-0.0101142881	0.159299311	0.0270116787	0.0462371097	-0.193783362	0.1117178009	-0.0140500546	-0.0086775261	0.0171248697	-0.206364198	0.0226213665	0.0428912239	0.0251969005	0.0369088114	-0.0554456857	-0.096554917	0.0374934193	0.19772154	-0.0039736191	-0.0622549827	0.062321436	0.0967229042	-0.1305850569	-0.0032565636	-0.0137121166	-0.0580208685	-0.1172493528	0.0416238922	-0.0884167568	-0.063693081	-0.0745969502	0.1113837326	0.1245174283	0.0569868043	0.0958337978	-0.1153124254	0.0175335081	-0.0272136813	-0.0005829332	-0.0611577368	-0.1862312812	-0.2717056716	-0.0316800199	0.0755188293	-0.112273091	0.1146527451	0.1144874327	0.1142120884	0.0302068	0.0114175	0.0009124507662399	0.00013035930625	-0.0636217	-0.0447103	0.00199901092609	0.00404772071089	-0.090511	-0.0079269	0.008192241121	6.283574361000155e-05	-0.000303636	0.0002444649999999	9.2194820496e-08	5.976313622499999e-08	-6.54687e-05	-0.0001268619	1.6093941671610005e-08	4.28615067969e-09	0.000963296	-5.388399999999992e-05	2.9034854559999915e-09	9.27939183616e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
766.2108312427634	-0.5588218196423895	0.3122818261084313	587079.0379137265	915.2727031616516	0.8990404116900663	0.8082736618518439	837724.1211528368	749.953900942376	-1.7552691311814217	3.080969722878382	562430.8535386871	773.943283251482	505.0071381445078	0.912955	20.654799	0.077553035	0.0385174	-0.0453387292	0.0011375333	0.0602507506	-0.178373585	0.0337703496	-0.053282738	-0.1807676427	-0.0356148154	0.0552754791	-0.0516237564	0.144313286	-0.0463457634	-0.0201051883	-0.1328455317	-0.0061236245	-0.089720321	-0.0129278351	0.0373853438	-0.1131400678	0.1255208159	0.0273757965	0.0276927699	-0.0112939058	0.0989635759	-0.0119555495	-0.1899761896	-0.0950801027	-0.1278877056	-0.0268003434	0.0621998047	-0.0093949558	-0.1102052057	0.0664527496	-0.0410466355	0.1522538198	0.0252803083	-0.0593629654	-0.0650557506	-0.0832824	0.0504598492	-0.0767255037	-0.0934357406	-0.0231129397	0.0261409755	0.1038161973	0.088736311	-0.0882223846	-0.1496308954	-0.0711488986	-0.0042050607	-0.0476076525	-0.0633858591	-0.0140606631	-0.054391807	-0.0479351006	-0.0566783588	0.0378712966	-0.0550618722	0.1069608837	0.0267007669	0.0304313738	0.1054818928	-0.0516440826	0.0822534449	0.1367616954	-0.0153636182	-0.0867564524	0.0795476487	0.0754673319	0.0581665883	0.0033365371	0.0220956127	-0.128343968	-0.0070955392	-0.1242751515	0.0258970596	0.0676361588	-0.0473862779	-0.0462138706	-0.0016490054	-0.1076571106	0.0068012475	0.0047575985	0.0569431676	0.0157940668	0.0698151031	0.091316979	0.0285084943	0.1040267513	-0.0755525277	-0.090577733	-0.0767955318	0.0040076306	-0.1116127679	-0.00531035	0.2343684804	0.1145547726	0.1140958982	0.1133324686	0.0257463	-0.0044604999999999	0.00066287196369	1.9896060249999997e-05	-0.0915338	-0.0279120999999999	0.0007790853264099	0.00837843654244	-0.115437	-0.024926	0.013325700969	0.000621305476	-0.000484362	-0.000180726	2.34606547044e-07	3.266188707600001e-08	-0.0	6.54687e-05	4.28615067969e-09	0.0	0.00112219	0.0001588939999999	2.5247303235999974e-08	1.2593103960999998e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
767.2350074193275	1.024176176564083	1.048936840641424	588649.5566097356	910.309286760204	-4.963416401447603	24.63550237415907	828662.9975618714	751.1342279908533	1.180327048477352	1.3931719413672574	564202.6284594153	774.6064279358587	503.9777051229108	0.891306	20.165024	0.05425605	0.0323377	-0.0251739504	-0.0095190395	0.0596774718	-0.0694807388	0.022338115	0.0757323127	-0.0737726478	-0.0549137771	-0.0473351315	0.0323047689	0.0703316613	0.0113105419	-0.0723742256	-0.0839814032	-0.0390586868	0.0198920306	-0.0788066003	-0.0126008805	-0.0483454857	0.0737828161	0.054035046	-0.0310689889	-0.0312744456	0.0834397433	0.1228956663	-0.1771997556	-0.1500461707	-0.03776804	0.1728657947	-0.0304179215	-0.0599213871	-0.0120658664	-0.0681543058	0.040023898	-0.0512658324	-0.0609152821	0.028768793	-0.0576719592	0.0518703616	0.1993942412	-0.0102087523	-0.0112371629	-0.0323049689	-0.0712338083	0.0238536001	0.1051826991	-0.0987806891	-0.0723562666	-0.0293947752	0.0737477186	-0.0679975453	-0.077004966	-0.0491768419	0.044229914	-0.1184603644	0.0916611698	0.0626987663	-0.0389674121	0.0195292923	0.00335855	-0.0444141785	0.013052845	0.1423434908	0.0190186107	0.1499027414	0.0030690386	-0.0529483698	0.055254547	0.1037815025	0.0279440439	0.0585521149	-0.0283606506	0.0781813926	-0.1002276171	-0.0061443191	-0.2128779807	0.1230520313	-0.0139436112	-0.1352639852	0.0340714197	-0.0475243925	0.069100178	0.0132475979	-0.0695331742	-0.0912672544	0.035510577	0.1050304798	-0.0716132877	0.0634488956	0.088285526	0.0477266212	-0.0143111198	0.0171197618	0.1542030384	0.0614730394	0.0067651846	0.1144078661	0.1135094328	0.1120172664	0.018749	-0.0069973	0.0003515250009999	4.896220729000002e-05	-0.0629942	0.0285396	0.0008145087681599	0.00396826923364	-0.111089	0.004348	0.0123407659209999	1.890510400000004e-05	-0.000207959	0.000276403	4.3246945681e-08	7.639861840900002e-08	-0.0	0.0	0.0	0.0	0.00113321	1.102000000000004e-05	1.2144040000000087e-10	1.2841649041e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
768.0216255563953	0.7866181370677623	0.6187680935639569	589857.2173222878	915.9602046529442	5.6509178927401535	31.932873030490818	838983.0965078634	752.3240319283034	1.1898039374500513	1.4156334095716456	565991.4490168588	775.8641179374678	508.4749268788357	1.122445	25.394327	0.49161785	0.289304	0.0352492557	0.0466889793	0.0465825741	0.0583000918	-0.0421704616	-0.0747994152	0.0695728328	0.0726798625	-0.0444804191	-0.045215633	-0.0514839599	0.0809196304	-0.0002009644	0.0460761318	0.0202086765	0.1334454319	0.0547363227	-0.0293095158	-0.0541846914	-0.1060408116	0.0365524372	-0.0574859844	-0.0299007324	0.0214550317	-0.0254885725	0.059601755	0.0662072603	-0.0563666966	-0.1257691031	-0.0740362613	-0.1625705272	-0.0227787758	0.0125420018	0.0821039516	-0.1461348793	-0.0403920264	0.0788726028	0.0794006073	-0.0752669017	0.0051009464	-0.0160567744	-0.0684299928	-0.0100872265	0.1036573045	0.0373808447	0.0544233187	0.1096896748	-0.0101692126	0.0696747286	-0.0457596842	0.029447706	-0.0404179	-0.1307586391	0.1240579134	-0.0290965905	0.0636734889	0.1175480458	0.0463514875	-0.1435143115	0.0561617243	0.0671719949	-0.021059424	0.0227528611	-0.0728480143	-0.0038109353	0.0496356252	0.0438473054	-0.0349382453	-0.0389405883	-0.1167982671	-0.1273331401	0.0786538532	0.0092151336	-0.0671798765	0.0168999883	0.0479419538	0.0968249172	0.041092648	0.0600394655	0.0052006756	0.0313690072	0.0128364226	0.0503230003	-0.0698657867	0.0270523898	-0.0695899806	-0.1547340378	-0.0042938818	0.0872790834	-0.0442984075	0.1228403803	0.107537363	-0.0844597535	-0.0756202523	-0.0088521958	0.0227601539	0.1142120884	0.1127290384	0.1102715368	-0.0096098	-0.0283587999999999	9.234825604e-05	0.0008042215374399	0.10987	0.1728642	0.0298820316416399	0.0120714169	0.110188	0.221277	0.0121413953439999	0.048963510729	-0.0004	-0.000192041	1.6e-07	3.6879745681000015e-08	0.000158914	0.000158914	2.5253659396e-08	2.5253659396e-08	0.000101808	-0.0010314019999999	1.0637900856039995e-06	1.0364868864e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
766.8042098663702	-1.2174156900250637	1.482100962319202	587988.6962687883	909.2343738739972	-6.725830778946943	45.23679966703004	826707.1466340398	750.619814668197	-1.7042172601063612	2.9043564696444326	563430.1061725185	773.3612978896806	503.7807396448017	0.862944	19.523348	0.2881515	0.13696	0.0365866201	0.0297753707	0.0384073543	-0.0077678906	-0.0411049231	0.0815571873	0.0168820131	0.0095594088	-0.0734882664	-0.0112322902	-0.0408279544	0.0604450041	0.1195639373	0.0294146965	0.0313600467	-0.0402052727	0.0471333529	0.0353859242	-0.0197149883	-0.0635241394	-0.0267731714	-0.0174649183	-0.0082033958	-0.0969414934	-0.0163745356	0.0237865023	0.0952922507	0.0749622183	0.1351811988	0.0090584039	-0.0656726985	-0.0303592123	0.0634271564	0.117674676	-0.0873184421	-0.0589910777	0.0956348908	-0.0946031162	-0.0666516514	0.1823295268	0.0557871295	0.0925506729	-0.0161862854	0.1181977248	0.1728498386	-0.1141033782	-0.0682737465	0.0344594442	0.1465849072	-0.0658021133	-0.0993166687	0.0609010856	-0.0386804854	-0.1214788027	-0.178508027	0.0729107077	-0.0921201845	0.039462053	-0.0045959501	-0.1083398649	-0.0058209109	-0.015006661	0.0558837595	-0.0037934666	0.0019911419	-0.0247198142	0.0238425032	-0.0586465793	-0.0070881112	-0.0045434072	-0.027025687	0.0689864256	0.0807393644	0.0025385529	-0.0259933294	-0.0045333141	-0.0412253465	-0.0063382521	-0.051946008	0.0391291948	-0.0266917145	-0.0602787147	0.0832060994	-0.1921758478	0.0686655926	-0.1137443591	-0.1911866675	-0.0141334303	-0.0480350597	0.1965027629	-0.0444608158	-0.0284496612	-0.005148966	0.0861493883	0.0196147346	0.0041728837	0.1139675232	0.1117560484	0.1081019891	0.015137	0.0247468	0.0002291287689999	0.00061240411024	0.0113137	-0.0985563	0.00971334426969	0.0001279998076899	0.0292082	-0.0809797999999999	0.00085311894724	0.0065577280080399	-0.00122891	-0.00082891	1.5102197880999998e-06	6.870917881e-07	0.000393017	0.000234103	5.4804214609000014e-08	1.54462362289e-07	0.000716167	0.000614359	3.7743698088100005e-07	5.12895171889e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
766.4054226555406	-0.398787210829596	0.1590312395212486	587377.2718758179	910.3071959685489	1.0728220945516114	1.1509472465581063	828659.191032122	750.7035488241878	0.0837341559907827	0.0070114088794887	563555.8182172297	773.9473185083727	506.8250312383448	1.028552	23.270092	0.3279277	0.149357	-0.0240852974	0.1134063954	-0.0263749625	0.0101840704	0.0107698666	0.088616325	-0.0039007137	-0.0294123544	0.0952888148	-0.0248434271	0.041942253	-0.0560166404	0.0717677635	-0.0267152614	-0.0250895491	0.0185036943	0.067247442	-0.1148034678	-0.0416995221	0.1127915663	-0.0622102333	0.0523490948	-0.0082046661	0.0002462954	-0.0042638658	-0.0220347615	-0.0858742917	0.0466312494	0.058656615	0.1903219825	0.1536339536	-0.0337949235	0.0877042751	0.0396137255	-0.0069269381	0.1337124519	0.074460676	0.0815452975	0.1996765888	-0.1408523361	-0.160365193	0.0494518936	0.059141097	-0.0965300134	0.0775515551	0.0103899794	0.0488911243	-0.1146603924	-0.0380687556	-0.1201386573	-0.1138044913	-0.0262882169	0.1208256211	-0.1051686683	-0.1533207439	0.0750568861	0.0102082394	-0.0285465769	0.0285990265	-0.0417080086	-0.0146558779	0.0687961035	-0.1268747221	-0.1068527889	0.0558299966	0.1147119324	-0.0351155199	0.0539952392	0.0595555137	0.0005724729	0.1256967117	-0.0451555575	-0.0870542608	0.1967496565	-0.0291113704	-0.0103939017	0.0214549645	0.0920984654	-0.0921350051	-0.0351759841	0.0535686715	-0.0960620145	-0.1167904519	-0.0962860645	0.0727314279	0.1721383588	0.0159658444	0.1426460482	0.0776009724	-0.0905762538	-0.0537840175	-0.1274339782	0.0259066549	0.0727199853	0.0620059734	0.0148643402	0.1136742748	0.110592125	0.105516962	-0.045767	-0.060904	0.002094618289	0.003709297216	-0.0414358	-0.0527495	0.00278250975025	0.00171692552164	-0.0467379	-0.0759461	0.00218443129641	0.00576781010521	-0.000921199	0.0003077109999999	8.486075976010001e-07	9.468605952099995e-08	0.00144342	0.0010504029999999	1.1033464624089997e-06	2.0834612964e-06	-0.000692281	-0.001408448	1.983725768704e-06	4.79252982961e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
766.6498274109289	0.2444047553882455	0.0597336844563881	587751.957869207	914.7421340322356	4.434938063686786	19.6686756287379	836753.1717738486	751.6117723207944	0.908223496606638	0.8248699197883879	564920.2562912058	774.744412759153	509.9955345503986	0.88329	19.983654	0.0718109999999999	0.0375543	-0.0127895806	0.1460749919	-0.0515708307	-0.0594510952	0.0218298196	-0.044993914	0.0917255476	-0.0414999748	0.0471502764	0.0071875427	-0.0733187328	-0.0776235739	0.0945887353	-0.0209709871	-0.042801224	0.0978382093	0.0765024391	-0.0574078095	0.047391406	0.0800567336	-0.1683050622	0.0412562178	0.1431845957	-0.020967611	0.1040181369	0.0632343153	-0.0570050422	0.0003871501	-0.0558221665	-0.1239243175	0.0355088822	0.0214550159	-0.149083553	0.0431626351	0.0773252157	0.0924364638	0.0506085293	-0.0538420911	-0.0492855137	-0.2326826451	0.0676408218	-0.1803566757	-0.1115239983	0.0994406833	0.0770259308	-0.0113691439	-0.0855046943	-0.0692411317	0.0739285268	-0.0628003606	0.0808587797	-0.2164212801	-0.0733698845	-0.0296750757	0.0279439227	0.0842556657	-0.1038907557	-0.0158329458	-0.1033533203	-0.0406641499	-0.0688463356	0.0480155931	-0.099399639	-0.0679040899	-0.0650409537	0.095522417	-0.0145420189	0.0253609632	0.1405857408	0.0664143318	-0.0045513215	0.0177108173	0.0630015225	0.0157884254	0.0061022518	0.0553286083	0.0933845029	0.045833267	0.1304487504	0.104268729	0.284788886	-0.0337750924	0.0560024719	-0.0183348399	0.1178454788	0.0750200903	0.0211264491	0.0712449404	-0.0737161374	-0.1106215501	0.0900895577	0.0737512634	-0.0451386414	-0.0590185846	0.0455438896	0.063626084	0.1133324686	0.1092392569	0.1025263906	-0.0628022	-0.0170352	0.00394411632484	0.00029019803904	-0.042326	-0.0008902	7.924560400000013e-07	0.001791490276	-0.062813	-0.0160750999999999	0.0039454729689999	0.0002584088400099	-0.000733068	0.000188131	5.373886926240001e-07	3.5393273161000015e-08	0.00133394	-0.0001094799999999	1.198587039999998e-08	1.7793959236e-06	-0.00115088	-0.0004585989999999	2.1031304280100002e-07	1.3245247744e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
766.888046435986	0.2382190250571056	0.0567483038991579	588117.275766403	916.6218787179092	1.879744685673586	3.533440083318089	840195.6685443495	750.4896048101215	-1.1221675106729665	1.2592599220099618	563234.6469280523	774.4019225141212	508.9156852025177	0.890351	20.143406	0.0579215	0.0267574	-0.03429687	0.0990048265	-0.0112655284	-0.1656052306	0.0352323994	-0.1012390382	-0.0505418702	-0.1184576306	0.0987875519	-0.0523689886	0.0505374957	-0.0516705891	0.0345836284	0.0390886057	-0.0560402565	-0.042794203	0.0626642868	-0.0434189774	-0.0529729014	0.1476649371	-0.0499853367	0.1093807827	0.173900194	-0.0413362423	-0.0132877264	0.050823798	-0.0153721325	-0.0362615215	-0.078500657	0.059310487	0.1091096304	0.014830133	0.1717976392	-0.0840244104	-0.1056448287	-0.0154052434	0.1182480913	-0.1471841942	0.0668216604	0.0980323529	-0.0192247461	0.0438858485	0.0054359656	0.0120507839	-0.0624902515	-0.1790612186	-0.0053057112	0.0889794988	-0.0122031933	-0.1187425308	-0.0007346353	0.0485307849	0.1191341331	0.0259967232	0.0566044149	-0.0955271101	0.0607706236	-0.048843423	0.0265489745	0.0185002907	-0.0425828156	0.0825280894	-0.1876138026	-0.0070022649	0.0346119534	-0.0785178375	-0.1026741988	0.0464367369	0.0628289046	0.1102520462	-0.0545271814	0.0222800955	0.1140398553	0.1213143071	0.0353924046	0.0172091027	0.0043109783	0.0223167596	0.0249325894	0.1278896119	-0.1041180721	-0.1418731294	-0.0708673516	0.1729550761	-0.0124480805	0.0223724274	-0.1331877927	-0.1013185785	-0.1904319852	0.0980407944	-0.0603511062	-0.0226569818	-0.0436667134	0.0677912547	0.0576819532	-0.0108980552	0.1129422506	0.1076997553	0.099141769	-0.0589545	0.0038477	0.00347563307025	1.480479529000002e-05	-0.0551136	-0.0127875999999999	0.0001635227137599	0.0030375089049599	-0.0666061	-0.0037931	0.00443637255721	1.4387607610000055e-05	-0.000482846	0.000250222	2.33140259716e-07	6.261104928400002e-08	0.00109798	-0.00023596	5.5677121600000055e-08	1.2055600804e-06	-0.0008872	0.0002636799999999	6.952714239999999e-08	7.8712384e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
767.9650390357424	1.0769925997564087	1.159913059930068	589770.3011811693	913.4662591716508	-3.1556195462584355	9.957934720728296	834420.6066450495	751.654385866072	1.1647810559504703	1.3567149083010932	564984.3157917018	775.093244122156	507.3653404435874	0.901715	20.400505	0.1134313	0.0655539	-0.0099699391	0.1071573755	-0.0165890117	-0.0975282538	0.0045083072	-0.0296026481	-0.0119722622	-0.040787333	-0.1076528165	-0.1392310196	-0.0720938651	0.0450565864	0.0195077375	-0.03809848	-0.0288453359	0.1277970125	0.0838484705	0.0584344921	0.0440064161	0.1278115428	0.0826260322	-0.0591907202	-0.0300556291	0.1050305454	0.0131781175	0.0798601641	-0.1190523244	0.0786962815	0.0669107936	0.0406878807	0.1040871436	0.0297149859	-0.0345401136	0.0209517549	0.0957273475	-0.0222362841	0.1227071834	-0.1736288797	0.0081339899	-0.0025118817	0.1060386947	0.0617240822	-0.0441900033	-0.0067240339	-0.0773146108	0.1645401021	0.0912780822	0.1668671549	0.1274911932	-0.1133407972	0.0594387334	-0.015416169	0.0195645268	0.1548142803	0.0218605997	0.1702370595	0.0137143152	-0.0218595307	-0.053453357	0.0077660886	0.0362809396	0.1656927768	0.0999657402	-0.0430002712	0.0009319777	-0.0022175325	-0.0324064879	0.0241166894	0.0927867346	-0.0366110389	-0.0255088738	-0.0509049646	0.0239897186	0.0124101536	0.0576436156	0.0557860803	0.0645317402	-0.1521180844	-0.09092087	0.070384442	0.1006875552	-0.0770712523	-0.0568964675	-0.1030231351	0.0765118094	-0.0226695661	0.0658254951	-0.0048555365	0.0507032527	0.0214019199	-0.1323335718	0.1760555096	-0.0656327092	0.1891662101	-0.1501843112	-0.0282682281	0.1125037874	0.1059762505	0.0953761056	-0.0589835	-2.9000000000001247e-05	0.00347905327225	8.410000000000724e-10	-0.00331785	0.05179575	0.0026827997180625	1.10081286225e-05	-0.032538	0.0340681	0.0010587214439999	0.00116063543761	-0.000733068	-0.000250222	5.373886926240001e-07	6.261104928400002e-08	0.00124742	0.00014944	2.2332313600000012e-08	1.5560566563999998e-06	-0.0007360929999999	0.0001511070000001	2.2833325449030225e-08	5.418329046488527e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
