global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
764.7186153866198	n/a	n/a	584794.560718829	881.3897039370003	n/a	n/a	776847.810206153	730.5704856633113	n/a	n/a	533733.2345223265	743.1841535236645	557.4777369768858	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.02502e-06	n/a	4.1007060004e-12	n/a	4.80275e-06	n/a	2.30664075625e-11	n/a	-0.0071237	n/a	n/a	5.074710169e-05	-0.00029884	n/a	n/a	8.930534559999998e-08	-0.0	n/a	0.0	n/a	7.19281e-05	n/a	n/a	5.17365156961e-09	0.0
764.4270110791863	-0.2916043074335448	0.0850330721137973	584348.6552674584	876.2297885764617	-5.159915360538548	26.624726527921656	767778.6423887508	729.7917703402594	-0.7787153230518697	0.6063975543557779	532596.02805637	741.8907864801298	554.3204315080966	1.159473	21.358501	0.15536216567	0.0979611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-1.72384e-05	-1.926342e-05	2.9716243456e-10	3.710793500964e-10	0.0447545	0.04474969725	0.00200296527025	0.0020025354039666	0.0810149	0.0881386	0.00776841280996	0.00656341402201	-0.000166503	0.0001323369999999	1.7513081568999993e-08	2.7723249009e-08	0.000244827	0.000244827	5.9940259929e-08	5.9940259929e-08	0.0	-7.19281e-05	5.17365156961e-09	0.0	0.0
766.1200899008315	1.6930788216452584	2.8665158963036967	586939.9921496582	872.9200329743684	-3.3097556020933325	10.954482145588198	761989.3839679724	730.8955080042031	1.1037376639436616	1.2182368308078113	534208.2436207221	742.2571836851236	559.662446302623	1.232169	22.697626	0.0624042956	0.0304579	-0.0904248656	-0.3006023723	0.0517177338	-0.0869914429	0.0352401835	-0.0038291265	-0.1103951774	0.1176624328	-0.1776734832	0.1577180433	-0.0683824561	0.1340922382	-0.1131552878	-0.1724341881	0.0064729297	-0.0514647267	0.0818030971	-0.2993469675	0.0580084044	-0.0876559037	0.0448355658	-0.0885565153	0.001048334	-0.0183325355	0.1219365773	-0.0264297131	0.1583624853	-0.0278389701	0.0445099522	-0.0594878802	0.0508072219	-0.0121393465	0.0757534621	-0.13598084	0.0718476438	-0.0403312843	0.0332587476	-0.0043498849	0.0257127685	-0.0258200835	0.0134449841	-0.0883494737	-0.0148474473	0.0470427259	0.0643407433	-0.063322104	0.0036596433	0.0149409792	0.0479797379	-0.0962028863	0.0432765598	0.0533625258	0.1460913227	-0.1356718074	-0.0985277468	0.3981974387	-0.0043376966	-0.0124579994	-0.1604823386	0.0935055181	0.076903252	0.0647310783	-0.0389520511	-0.0201314784	-0.1498987767	-0.0205256265	0.1931206437	-0.1152115742	0.1748708205	-0.0203280734	0.0626334152	-0.1383719725	-0.0929096928	0.0162573518	-0.0341638969	0.1602698128	-0.0314969812	0.1499319654	0.0248659325	-0.0566447325	0.0271557383	-0.0901082334	0.0316668832	-0.0967941398	0.2362116676	-0.0862487331	0.0728180274	-0.0570986159	0.0500923271	-0.0538497092	0.0619971555	-0.0280467214	0.1330910286	-0.1236807939	-0.0128588127	0.0330338473	0.0081876305	0.0826681846	-0.1357197817	0.0983885076	0.1129967092	-0.0882910797	-0.0146447746	0.0952021529	0.0568854972	0.1099204479	-0.2308154194	0.0661986404	0.1296909674	-0.0741944171	-0.0736043802	-0.0545124171	0.1154637225	0.1154447293	0.1154130763	0.0	0.0	-3.1104e-05	-1.3865599999999998e-05	9.67458816e-10	1.9225486335999994e-10	0.0513764	0.0066219	0.00263953447696	4.384955961e-05	0.108053	0.0270380999999999	0.0007310588516099	0.011675450809	8.94945e-05	0.0002559975	6.553472000625e-08	8.009265530250001e-09	0.000470835	0.000226008	2.2168559722500002e-07	5.1079616064000024e-08	9.26031e-05	9.26031e-05	8.57533412961e-09	8.57533412961e-09	0.0
767.9776777089942	1.8575878081626345	3.4506324650344595	589789.7134592998	878.5306595649439	5.610626590575521	31.47913073887309	771816.1197956153	730.979281445216	0.0837734410129087	0.0070179894191432	534330.7099021643	742.8742127393365	566.4842486502898	1.20585	22.212818	0.089618824	0.0469135	-0.0831599165	-0.3050582138	0.0069307367	-0.0354395494	0.0705066497	-0.0317551138	-0.0108929582	-0.0164067671	-0.2277124345	-0.0084316554	-0.0160437016	0.0944032592	0.0295342346	-0.0563374675	0.1452913685	0.0044533395	0.049647573	-0.1584155579	-0.0695716792	0.0223696925	-0.0526906186	-0.0536909977	0.1067892473	0.1640420725	0.1412808034	-0.0326251987	0.0294730719	0.1810306787	0.0798201138	0.0817634235	-0.0273930931	0.2766712187	-0.0486426323	0.0202655623	-0.0599083461	0.0259870345	-0.1782933616	-0.1987976544	0.1273869266	-0.1017370523	0.0464216413	0.0697250316	0.000841542	-0.0429284187	-0.116572783	0.1841691889	0.0449521153	-0.0560328818	-0.0460185829	-0.1194086228	0.0100072201	-0.0097349002	-0.0559882456	0.0378510261	-0.03629359	0.0246378552	-0.0632147081	-0.0166155126	0.0419473289	0.0936688718	-0.0502151788	-0.1302505804	-0.0732322841	-0.0586619915	0.1685016061	-0.0381779873	0.1573587392	-0.0840461171	-0.0382247769	0.0669251349	0.0969527924	-0.0595968572	0.0021642333	0.1223158032	0.1181836796	0.1088874131	-0.0426569305	0.0286369694	0.2581907314	0.1734345138	-0.017701791	0.0652683764	0.1611977836	0.0506354363	0.0953066505	0.0861117614	-0.1207614769	0.1731286848	-0.1531138286	0.177811498	0.0574231997	-0.0846256401	-0.1615129183	-0.0284243758	0.0454401368	-0.0540215063	0.0421507783	0.1082880433	-0.0201635941	-0.0169549637	-0.0729553833	0.0292585021	-0.0401344851	0.0672041706	0.0178746423	0.2106774592	0.0022913471	0.0237357212	-0.0197551649	-0.0868875414	-0.0649955756	0.0297518519	0.1154130763	0.1152422001	0.1149575937	0.0	0.0	0.0163422	0.016373304	0.00026706750084	0.0002680850838764	0.0810391	0.0296627	0.00656733572881	0.00087987577129	0.0790333	-0.0290196999999999	0.0008421429880899	0.00624626250889	0.000179199	8.97045e-05	8.04689732025e-09	3.2112281601e-08	0.000636351	0.0001655159999999	4.04942595201e-07	2.7395546255999982e-08	0.000128645	3.604190000000001e-05	1.2990185556100006e-09	1.6549536025000002e-08	0.0
767.8594060208519	-0.118271688142272	0.0139881922160228	589608.0674146955	878.5003497267668	-0.0303098381771178	0.000918686290323	771762.8644700516	730.0449106351465	-0.9343708100694812	0.8730488107098985	532965.571544279	742.3110796576716	574.0065394886792	1.095601	20.181927	0.0516876	0.0321541	-0.0702033358	-0.2630344569	-0.0243325569	0.0021959128	0.0841535894	-0.0255520625	-0.0148641869	0.0808657175	-0.1268527111	0.0062333989	-0.1069042967	-0.0396812655	-0.0383546944	-0.1234207842	-0.0009463072	-0.2037529681	-0.0087340861	-0.139308816	-0.1683823488	-0.0941272975	-0.0892421654	-0.0358961783	-0.0102378305	0.0787442316	-0.1115091437	-0.2013136164	0.2047291475	-0.0588018819	-0.0127545755	0.3167128909	-0.1812999506	0.0137262207	-0.0097079863	0.1752215619	-0.0836851281	0.0423659867	-0.0964946093	0.1615324643	0.121614679	0.1383353772	-0.029987413	-0.1524326221	0.0477969276	-0.0424509831	-0.0306103225	0.1232445397	0.0009463821	0.0995054797	0.0723365722	0.0597946824	-0.0358961196	0.13573587	-0.10631213	0.0095974569	0.0873188706	-0.1308244874	0.129058326	-0.0757323158	0.0697887708	0.0846844212	0.0600579884	0.0621615075	-0.2153750133	0.0917491192	-0.0948238242	0.0086535139	0.1716409534	0.0463360515	0.0280528867	0.1343601091	0.0838100237	-0.0342775567	-0.0387917751	-0.0417013948	0.1708301436	0.0050604905	0.2755495117	0.0870185554	0.077277059	0.0446583893	-0.066476322	-0.2098229458	-0.1444549453	0.2006840057	-0.1675008086	0.1976878588	-0.1807995975	0.1044679709	-0.0188010075	-0.0256005489	0.0340286669	-0.0418211313	0.1037960274	-0.1550888266	0.0162305489	0.0469567746	0.1203573037	-0.309645514	-0.0653133383	-0.0328896936	-0.0281815414	-0.0325221505	-0.0464634848	-0.0373453597	-0.0656999106	-0.0605861777	-0.0436759473	-0.0475062253	-0.0010183564	0.0063726446	-0.0949707836	0.0212598557	0.1153118061	0.1148374968	0.1140484259	0.0	0.0	0.0162494	-9.280000000000052e-05	0.00026404300036	8.611840000000098e-09	0.0589909	-0.0220482	0.0034799262828099	0.00048612312324	0.0790021999999999	-3.110000000010327e-05	9.67210000006423e-10	0.0062413476048399	0.000649937	0.0004707379999999	2.2159426464399997e-07	4.224181039689999e-07	0.000738453	0.000102102	5.45312833209e-07	1.0424818404000016e-08	0.000146115	1.746999999999998e-05	3.052008999999993e-10	2.1349593225e-08	0.0
768.1915400509037	0.3321340300517477	0.1103130139184152	590118.2422057791	877.9505213895478	-0.549828337218969	0.3023112004089762	770797.1180081789	729.9225620013509	-0.1223486337955819	0.0149691881916454	532786.9465186159	741.1866924543675	569.7631398699383	1.163459	21.431932	0.10090125	0.0551933	-0.0134658878	-0.1025404995	0.0258613877	0.0761306905	0.1730649697	-0.0119985429	0.0067979617	0.1168591063	-0.0980082079	0.0807417772	-0.1288690686	-0.1110689181	0.0122100564	-0.1246943946	-0.0962668718	-0.0745531879	-0.024743216	-0.0942003731	0.0628271276	-0.219523243	-0.1773566504	0.0348516539	-0.0138916098	0.0447866332	-0.0895015385	0.059731042	0.0716759397	-0.1956122029	0.0081148437	-0.1034580045	-0.0842022113	-0.1699889361	0.025402868	0.1252024421	0.1130484922	0.039335544	-0.0757843033	-0.1707639064	-0.1593091803	-0.1346672577	0.0008518535	0.038822275	-0.1074091466	0.1246542265	0.0759492201	0.0483860929	0.0653492357	0.2321458849	-0.0910921395	-0.0737537424	0.0813421504	-0.1768660902	-0.011782014	0.0181703205	0.0117494723	0.0520331059	0.0731568086	-0.2004052825	0.1296490482	0.0826108901	0.094429386	0.0718167123	-0.0134861729	0.0025377856	0.0328186252	0.0406100528	0.0915319521	0.0578825127	0.1656932219	0.0044530131	0.2226207131	0.0208201231	0.0177775354	-0.1528372328	0.041091776	0.1841087548	-0.0513135928	-0.0427958145	-0.1106760941	-0.1714124542	-0.1659332772	-0.0031107539	-0.1299593126	-0.0949793029	0.0484137563	-0.0113266329	-0.2430531106	-0.079031544	0.1371882894	-0.0465594735	0.1171560544	-0.0646909758	-0.0950660869	0.1071991635	-0.0833290536	0.1143070035	0.039971035	0.0537346353	-0.0055751274	-0.1330470085	0.2094793445	0.0518477503	-0.01304147	-0.1158000596	-0.1099378175	0.0381518789	-0.0408590403	0.0832759382	-0.1680193935	-0.0327478474	-0.0398245632	0.0087380948	0.1151599564	0.1142313295	0.112689161	0.0	0.0	0.0228003	0.0065508999999999	0.00051985368009	4.291429080999998e-05	0.0877108999999999	0.0287199999999999	0.0076932019788099	0.0008248383999999	0.0791671999999999	0.0001649999999999	2.7224999999999498e-08	0.0062674455558399	-0.000197706	-0.0008476429999999	7.184986554489999e-07	3.9087662436e-08	0.00115805	0.000419597	1.3410798025e-06	1.7606164240900005e-07	0.000188182	4.2067000000000016e-05	1.769632489000001e-09	3.5412465124000004e-08	0.0
770.8302888210271	2.6387487701234704	6.962995071828128	594179.3341639081	875.7918310965149	-2.158690293032919	4.659943781234549	767011.3314153865	730.5001499091776	0.5775879078266826	0.3336077912676043	533630.4690173309	742.3703399150596	569.5691837879443	1.201122	22.125713	0.0831701099999999	0.0466029	0.0079082147	-0.0863107687	0.0253036196	0.0603760878	0.1039914541	-0.0148096282	-0.0916004373	0.0315638325	-0.0953598892	0.1295340315	-0.0970132353	-0.093210854	0.0956081868	-0.0765008791	-0.0398877405	0.1174767798	0.0007978481	-0.0795791673	-0.0524565335	-0.0115586456	-0.1347003816	0.1308187165	-0.0138748643	-0.0477949927	0.0607919272	0.1249568598	0.0090472707	0.0665960553	-0.2640317608	-0.0479597211	-0.1092486335	0.0752292889	0.435471927	0.0071947516	0.153230891	0.0202790604	0.0174977833	-0.0332200098	-0.0418642993	-0.0453030931	-0.1185535982	0.1325699731	0.0564927927	0.1287754468	-0.0976030792	-0.0088109923	0.0034926355	0.0495165108	-0.1088091057	-0.0451214345	-0.0117989231	0.029272337	-0.0809485762	0.1098299395	-0.1550396982	-0.1265618838	-0.1418513124	0.1037996418	-0.0824125382	0.0753559608	-0.0089543771	-0.0765240917	0.0175663336	0.0433810662	-0.0084058356	0.0121880714	0.1344968572	0.0392639182	-0.013153149	0.0300294535	0.0918040275	0.1036988137	-0.0635276033	0.0201160172	0.0063885212	0.1036629229	-0.0517848676	0.1344441767	-0.0108536337	-0.3149540901	-0.171500276	-0.0059989593	0.158139286	0.2536023275	-0.0232351289	-0.2503351381	0.0679660193	0.1612144872	0.1357081546	0.0961116523	0.0395528085	0.1797722145	-0.1390159995	0.0988634273	-0.0212228094	-0.0757814537	-0.1155334228	0.0030331324	0.0963385987	-0.0678087413	-0.1508531934	-0.0297565188	-0.0365856805	-0.0118382258	0.0484207545	-0.1514707718	0.0257157538	0.0595575339	0.0031397012	0.0966345782	0.0372721869	0.1041445705	0.1149575937	0.1134247617	0.1108851636	0.0	0.0	0.0227076	-9.269999999999765e-05	0.00051563509776	8.593289999999563e-09	0.0589616	-0.0287492999999998	0.00347647027456	0.0008265222504899	0.0791086	-5.859999999989485e-05	3.433959999987676e-09	0.00625817059396	5.56622e-05	0.0002533682	6.419544477124e-08	3.0982805088399997e-09	0.0014004	0.0002423499999999	1.96112016e-06	5.873352249999996e-08	-0.00040149	-0.000589672	3.477130675840001e-07	1.611942201e-07	0.0
773.9361350160441	3.105846195016966	9.646280587101364	598977.1410835724	883.7327725183732	7.94094142185827	63.05855066538444	780983.6132230107	733.3505679234406	2.8504180142630275	8.124882856035182	537803.0554736329	745.1122196340882	582.4154867018982	1.279733	23.573807	0.11330301	0.0625226	0.0322795853	-0.1207266017	-0.0670394813	-0.0680616303	-0.0124003801	0.0453123233	-0.0954201026	-0.0549553144	-0.1163608757	-0.1764026793	-0.0567663011	0.08035541	0.0569443651	-0.0334741123	0.1287284684	0.1318442921	0.1581682793	-0.1390796236	-0.1507456297	0.1289400173	-0.1451955589	0.05550128	-0.1173346278	-0.2296344472	-0.0459168162	-0.2566217005	0.0179507812	-0.0116071914	-0.1061607802	-0.0792306919	0.0256628748	-0.0694621148	0.0479523564	-0.0334425722	-0.0035456875	-0.0362367571	0.2274399711	0.1084766053	0.0387615683	0.1288909848	-0.1266004392	0.0347646319	-0.086383088	0.0533200667	-0.0237414683	0.0831022572	0.1817755616	-0.0279053131	0.0625389182	0.0488290094	0.0087991588	0.0073966563	0.0576078007	-0.1559170253	-0.0715863449	-0.0867549166	-0.0564343982	-0.0790412124	-0.1522619328	0.0022893942	-0.2094854121	0.0531661025	0.0558936084	0.0284977395	0.0975233326	-0.098028753	0.1543744972	-0.129336682	-0.0677530867	0.1400847179	-0.0712367165	0.1049955218	-0.0934386955	-0.1370894442	0.0167642863	-0.1909383647	0.0194899685	0.2740758365	0.126799469	-0.1554034953	0.1467923151	-0.0507701068	-0.1391181298	-0.0097682156	-0.1304850452	-0.1338191053	0.1034221725	0.0874679378	0.0976436992	0.035391617	-0.2583794155	0.0152338511	-0.0926071848	-0.0211058542	0.0375641654	0.1349505803	-0.0003859185	0.0549864932	0.0594752719	-0.0046770616	-0.0581673541	0.2214290542	0.1227180625	0.1369521199	0.0443920583	0.0720593033	-0.0556848669	-0.0787309022	-0.04643176	-0.0131189924	0.1395202303	-0.0304727441	0.1147048067	0.1124192083	0.108643553	0.0	0.0	0.0226814	-2.620000000000053e-05	0.00051444590596	6.864400000000277e-10	0.0930597	0.0340980999999999	0.00866010776409	0.0011626804236099	0.12603	0.0469214	0.00220161777796	0.0158835609	-0.000201018	-0.0002566802	6.588472507204e-08	4.0408236324e-08	0.00161913	0.00021873	2.6215819569e-06	4.784281290000004e-08	-0.000231754	0.000169736	2.8810309696000002e-08	5.3709916516e-08	0.0
772.1831305455745	-1.753004470469591	3.0730246734863718	596266.7870991637	881.0225218973684	-2.710250621004775	7.345458428656769	776200.684090399	731.3242961084403	-2.026271815000314	4.105777468264666	534835.2260785056	742.8646037572366	587.4014310799516	1.205959	22.214821	0.0647951349999999	0.0347443	0.0210395515	-0.0532244229	-0.1153761944	0.1360683759	0.0565879022	0.0314189042	-0.0472170728	0.0245659963	0.0204725735	-0.0942593774	-0.0885038396	-0.1480336058	-0.0904628688	-0.0619539274	0.0194381489	-0.0331871286	0.0260681857	-0.070775698	0.1146180939	-0.0833488297	-0.1869521658	0.0690779056	0.0289767234	0.1727766473	0.0199904078	-0.0065677993	-0.0388961227	0.0238777267	0.0236327225	-0.1207758308	0.0832539039	-0.1394028267	0.1263773612	0.1854107267	-0.1566461069	0.0659926662	0.0043946781	-0.0220602535	0.0270474724	0.1292319026	0.1130572211	0.0696133563	-0.1197330854	-0.0146330978	0.0863119746	0.08203486	-0.1664060203	-0.0620572338	0.0883248182	0.0201856198	0.154020589	0.0096952445	0.0356199719	0.0047107754	0.0549111078	0.0043035228	0.0760028658	0.0870079386	0.0228027064	-0.0702693968	-0.1166309837	0.0522718651	-0.0221385534	-0.1280280904	-0.003154268	-0.0012924502	0.0621869687	-0.0301965515	0.1348548026	0.0739987287	0.1339440257	0.1454867057	0.0876395727	0.0086930747	0.0394019992	0.0410630899	0.0131784618	-0.0498993976	-0.1259636084	0.1046808375	-0.2005518192	-0.0352714134	-0.0376162733	-4.96184e-05	-0.1452221028	-0.1027900236	0.0720626998	-0.0909647953	-0.1280545178	0.0277440842	-0.044996754	-0.0363055925	-0.0244866693	0.1298407078	-0.183405945	0.0511949238	0.0025637102	0.0596685868	-0.1706494507	0.0942057485	0.0102192539	0.0823622927	0.0474102209	0.0467894589	0.1967961167	0.1203385877	0.0481577872	-0.1546563326	0.0625189618	0.0504121834	0.112619853	0.0628620448	0.1144017065	0.1112164334	0.105973176	0.0	0.0	0.0144271	-0.0082543	0.00020814121441	6.813346849000002e-05	0.0874612	-0.0055984999999999	0.00764946150544	3.134320224999991e-05	0.101952	-0.024078	0.000579750084	0.010394210304	9.07727e-05	0.0002917907	8.514181260649e-08	8.23968306529e-09	0.00169489	7.57599999999998e-05	2.8726521121e-06	5.739577599999971e-09	-0.00040149	-0.000169736	2.8810309696000002e-08	1.611942201e-07	0.0
772.0248992329444	-0.1582313126300505	0.0250371482966287	596022.445035638	881.6183267163937	0.5958048190252612	0.3549833823737242	777250.8740022138	730.3264862796618	-0.997809828778486	0.9956244544069516	533376.776561597	742.4179077838945	589.6383213315318	1.070496	19.719473	0.087825285	0.0529467	-0.0058575955	-0.0810786521	-0.1598332949	0.1167454951	0.0479183562	0.0566699673	-0.0491675743	-0.024122795	-0.0506876151	-0.0068243993	-0.1248643919	-0.006997885	0.0388968764	0.0242029124	-0.0325549993	0.0838925936	-0.0034492357	-0.0431491579	-0.062173831	0.0078390185	-0.055939525	0.1034137243	0.146109552	0.0273891561	0.1335858947	-0.1137298693	0.2095549479	0.0086061154	0.1399502041	0.0980643557	0.1679142376	0.0981948867	-0.0181368608	-0.0107241833	-0.0282512709	-0.1206246778	0.1125066771	-0.0360620885	-0.0026338957	-0.0171827249	-0.0763161936	-0.016642007	0.0362027718	-0.1081174429	0.0154569568	-0.2133195619	0.0084506836	-0.0516882534	0.0172695132	0.0290343067	0.0575774116	0.0642181771	-0.0228531111	0.1012226521	-0.0101702434	0.0002082657	0.0337756719	0.1743927306	0.0009912638	-0.1062032443	0.2029815496	0.0543614624	-0.0351720635	0.1115701955	0.0916573773	-0.001800432	0.120689979	0.011472246	-0.0853334954	-0.0159520167	0.0789004978	0.0936448034	0.0280037054	0.0766946695	0.012779231	0.0473424271	0.032769899	0.2290300225	-0.0118217907	0.1800038164	-0.0719247043	-0.0131551692	0.0299823664	0.042029419	0.1145195462	0.1134613841	0.1056265113	-0.0870178699	-0.0292349006	0.0619353073	-0.1515168557	-0.0447043197	0.1404500302	-0.1165744504	-0.0221052642	-0.1164963743	0.0356670051	0.0476454243	0.0446814328	0.0603985504	-0.0335623324	-0.1367790018	0.016228897	-0.1770204487	-0.0887647757	-0.0912548349	0.0801148214	0.1019406291	0.1543452976	0.1699651216	0.0283850938	-0.1683390766	0.1140484259	0.1098185471	0.1028845713	0.0	0.0	0.0123584	-0.0020686999999999	0.00015273005056	4.279519689999999e-06	0.106413	0.0189517999999999	0.0113237265689999	0.0003591707232399	0.116038	0.014086	0.000198415396	0.013464817444	-0.0007757229999999	-0.0008664956999999	7.508147981183166e-07	6.017461727288448e-07	0.00188277	0.00018788	3.5448228729e-06	3.529889440000003e-08	-0.00040149	0.0	0.0	1.611942201e-07	0.0
