global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
747.7302087364397	n/a	n/a	559100.4650570397	937.939053368442	n/a	n/a	879729.6678336891	716.9327805763871	n/a	513992.61186499	n/a	744.3970656522251	610.2301738112781	n/a	n/a	n/a	n/a	-0.0514534549	-0.0496665288	0.0167939387	-0.0229686281	0.0143700169	-0.0542838165	0.1026056816	-0.0509552408	0.0534975783	-0.0512173769	0.0176174475	-0.1352263082	0.164227201	-0.0506181491	-0.1025820909	0.0410790462	-0.0421844056	0.0110792304	-0.0912803036	-0.0305779393	-0.0085066716	0.0504368624	-0.0132713749	0.0094655126	-0.034925011	0.0435132477	-0.10498301	0.0187534122	-0.0279806089	0.0734022806	-0.1036228185	0.095500323	-0.0618506133	-0.0447866846	0.1322170031	-0.012437364	0.0810618573	-0.0753375109	0.0409511215	-0.1281185047	0.0614639892	-0.0290195343	0.1186886812	-0.1791874424	0.0030217817	-0.0613899561	0.0059152928	0.137330389	-0.0846535489	0.0208327369	-0.0779039065	0.0088257804	0.0296623727	-0.0637077198	-0.0117696679	-0.0456796308	-0.0013926517	0.0077988536	-0.0299495407	0.0391771092	-0.0627160538	0.0394237991	0.0113874597	-0.0576534964	0.0739715873	-0.0791337766	0.0333145803	-0.082140731	0.0037406964	-0.1010451676	0.1138477343	-0.1840121472	0.1179367128	-0.0635867067	0.0095688498	0.0484102266	-0.0863949439	0.0013743301	-0.0757660904	0.0646676457	-0.2001196901	0.0846609583	-0.0954181464	0.0750448843	-0.0013113907	0.0200375775	-0.0290178053	0.0479626679	-0.1280368541	0.1399890588	0.1147017419	0.1146833673	0.1146527451	-0.0661761	n/a	0.00437927621121	n/a	-0.0316882	n/a	0.00100414201924	n/a	0.055467	n/a	n/a	0.003076588089	-0.00558678	n/a	3.1212110768400005e-05	n/a	-0.000858992	n/a	7.378672560640001e-07	n/a	-0.00164722	n/a	2.7133337284e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
747.112653324068	-0.6175554123717575	0.3813746873496514	558177.316756929	928.6443537666128	-9.29469960182928	86.39144068824537	862380.3357826099	717.3159486834832	0.3831681070960258	514542.1702356854	0.1468177982955514	743.9944811304433	606.6542649332856	1.031455	25.514677	0.0950245	0.0457508	-0.0750847826	-0.0492349636	-0.0348600288	0.0092224472	-0.0011171773	0.1101578654	0.0182103203	0.0074703364	-0.0243927512	0.0303415711	-0.0321121104	-0.0753489188	0.1260955529	0.0234357399	-0.0142538902	-0.060486891	-0.0933784061	0.0436005286	-0.0329741756	0.0236351939	0.114280767	0.1213505602	-0.011311926	0.1114231541	0.0622091117	-0.0309112815	0.0730524944	-0.0680933947	-0.049056783	-0.0599637689	-0.0606836166	-0.0333474951	-0.0124932413	-0.1382019961	0.1638719535	-0.0686824501	-0.1104859863	0.1637309374	0.0444461299	-0.0020667326	0.0992199298	-0.0750590462	-0.2043748329	0.0092574167	-0.1112984941	0.0063937654	0.0003068644	0.0650091826	-0.131631866	-0.0541915112	-0.0692557813	-0.0512201768	-0.1019832687	0.0064362315	-0.0376527329	-0.0187304136	-0.0140241134	-0.0278736722	0.0124583169	0.1647311122	0.0373674694	0.0043369379	0.0269676835	0.1382160085	-0.0714883271	-0.0498992962	-0.0250895046	0.0173753813	-0.1073274941	-0.0900769694	-0.0029571982	-0.0908393038	0.0694773885	-0.0023553614	0.0527931561	-0.0638052106	-0.0143050453	0.0732688702	-0.1275597345	-0.028940959	-0.0321521871	-0.0650190863	-0.0699116444	-0.162958511	-0.0575193017	0.1236074191	0.0827597368	-0.1018963792	0.0700223404	-0.0202441936	0.1146527451	0.1144874327	0.1142120884	-0.0351514	0.0310247	0.0012356209219599	0.00096253201009	-0.0115182	0.02017	0.0001326689312399	0.0004068289	0.0501413	-0.0053257	2.8363080490000027e-05	0.00251414996569	-0.00597825	-0.0003914699999999	3.57394730625e-05	1.5324876089999974e-07	-0.000999974	-0.000140982	9.99948000676e-07	1.9875924324e-08	-0.00140959	0.0002376299999999	1.9869439681e-06	5.646801689999999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
749.8056466662636	2.692993342195564	7.2522131411096336	562208.5077726137	932.674503974251	4.030150207638258	16.24211069612669	869881.7303636152	719.8879305799409	2.5719818964577144	518238.63259466976	6.615090875706221	746.6524951350998	618.3566027544055	1.089527	26.951183	0.38162412	0.185214	-0.0757184894	-0.1246352329	0.003452702	-0.030231699	-0.0249107863	0.0088221204	0.0541641141	0.0089548894	0.031141778	-0.0419865124	0.0053441479	-0.0524482742	0.0699745394	-0.0828664076	-0.1347743736	0.0039921716	-0.0227920772	-0.0233365607	-0.09444082	0.1596571235	0.2535641729	0.1123488017	-0.1523017868	-0.0773301255	0.0104493913	-0.1473357972	0.1667582311	0.0161808122	0.059545218	-0.1483047969	0.0368931262	-0.0835556586	-0.0017911445	0.0282922167	0.1440059704	0.0942909613	-0.1378242119	0.1264571986	0.0374915885	-0.2547951893	-0.0926567591	0.0796087595	-0.0374955614	-0.0252954583	-0.0419714684	-0.0137792081	-0.0282552217	0.0144953365	-0.0006127419	0.0347592323	-0.110619745	-0.0164044606	0.0435134179	0.076288691	0.0064158395	-0.0930405462	-0.1133242962	0.0034367839	0.1290384149	0.1633905395	0.0431089021	0.1825119546	0.0153826387	0.1952000422	-0.0233148845	0.0533466793	-0.013821663	0.0399656563	0.0028151134	0.0770725652	-0.0140858744	0.0757840132	0.245554224	0.1004488311	-0.0784459762	0.097367236	-0.1159496262	0.1191135934	-0.0870022277	-0.171696144	0.0751822212	-0.1310286733	-0.1844813833	-0.0918335489	-0.0001798182	0.0706350672	-0.1436147065	-0.0683704186	-0.013535735	0.0303190769	0.1145547726	0.1140958982	0.1133324686	0.00164057	0.03679197	2.6914699249e-06	0.0013536490564809	0.0990232	0.1105414	0.00980559413824	0.01221940111396	0.107596	0.0574547	0.0033010425520899	0.0115768992159999	-0.00779917	-0.00182092	6.08270526889e-05	3.3157496464000005e-06	0.000583307	0.001583281	3.402470562490001e-07	2.506778724961001e-06	-0.00127707	0.00013252	1.6309077848999998e-06	1.756155040000003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
747.7978249588375	-2.0078217074260465	4.0313480088112446	559201.5870131681	926.9357712802038	-5.738732694047258	32.9330529337269	859209.9240788262	718.0187007662491	-1.869229813691732	515550.8546500525	3.4940200963940256	744.0264966600065	622.7719856485647	1.101742	27.253338	0.3342142199999999	0.171484	-0.043689424	-0.0769325581	-0.1109128795	-0.0729095403	0.0838282124	0.0267182811	-0.0247959503	0.053428088	-0.0414326583	0.0218597226	-0.0631368855	-0.0361388004	-0.0207529693	0.0326701628	0.0537333899	-0.0771415885	0.036847895	-0.113240435	0.0391254515	0.0277903183	0.1917308629	0.0770256732	0.0024470626	-0.1262193799	0.0550130701	0.0338897019	0.1014910453	0.0008580737	0.0931412907	-0.0081005992	-0.011813443	0.0869751079	-0.093776213	-0.0757358815	0.0185118134	-0.107452156	0.0794622342	0.0491483542	-0.0314614855	0.0954540274	-0.0366319715	-0.0141931617	0.1065479596	-0.0507270725	-0.0391542547	-0.0984839271	-0.0090169361	-0.0754085464	-0.1294052325	-0.0123594582	0.1103668078	0.0146408857	-0.0269026098	-0.084012793	-0.0495568002	0.1448180344	0.0074591355	-0.0171314715	0.1253301342	0.132117186	0.1160379597	0.0207435311	-0.0292592368	0.0817311352	-0.0716001054	0.0048691908	-0.0142643011	0.0459620354	0.1125502308	0.0511206907	0.0430984215	0.0052116078	0.0773670345	-0.0738661477	-0.1000064669	0.0505114904	0.025730516	0.0616759822	0.0594676521	0.1744964145	-0.1354517787	0.0919837654	-0.0155077229	-0.0543097656	-0.05423516	0.0708470343	0.0667711646	0.0440041915	-0.0575819829	-0.1405598996	0.1144078661	0.1135094328	0.1120172664	-0.0256623	-0.02730287	0.0006585536412899	0.0007454467102369	-0.0234383	-0.1224615	0.00054935390689	0.01499681898225	0.0568613	-0.0507347	0.00257400978409	0.00323320743769	-0.00613251	0.00166666	3.76076789001e-05	2.777755555600001e-06	-0.000279026	-0.000862333	7.785550867599998e-08	7.436182028890001e-07	-0.00113176	0.0001453099999999	1.2808806976000005e-06	2.1114996099999955e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
747.3176800439173	-0.4801449149201744	0.2305391393237015	558483.7149062228	929.7468843175976	2.811113037393852	7.902356509005689	864429.2688982802	717.1376333755538	-0.881067390695307	514286.3852034903	0.7762797469466368	743.6451878510767	616.5610876374101	1.01258	25.047771	0.1726325499999999	0.0973709	-0.0263973221	-0.0411382723	0.0534000612	-0.0432935378	0.0187566134	0.122628419	0.0304110864	-0.0192381174	-0.0371029926	-0.0370542302	-0.0266918558	0.058859925	0.1174095642	-0.0719731169	0.102856652	-0.002203895	0.0535307205	-0.0083269243	0.0255863032	-0.0191454707	0.0958397384	0.0600009176	-0.0785487288	0.0642356944	-0.1093833447	0.0985585253	-0.0750344965	0.0695103037	-0.0021228065	-0.0052762406	0.0163095494	0.0174521039	0.0727551846	-0.0362917858	-0.1857049363	-0.05714024	0.0589492832	-0.0972149413	0.1115776402	0.1247912901	0.1407563073	0.0205257407	0.0710983018	-0.010333547	0.0104439264	-0.0897801941	-0.2045520941	0.0019682153	0.0425209491	-0.1492641367	-0.0339792455	-0.0936850906	-0.035476896	-0.0331190873	-0.1041219056	0.0367676614	0.0181421354	0.0071997205	-0.0610045989	0.1101065958	-0.0375685576	0.1261435571	-0.0321304231	-0.037159794	-0.0893515259	-0.0226402959	0.0006807432	-0.0863547194	-0.0702658079	0.1146141535	-0.0338700474	-0.09013672	-0.0983406521	-0.0159784048	-0.0402942549	-0.0666011038	0.0765071541	0.0089517833	1.07844e-05	0.0420959057	-0.0364972364	0.1396721785	0.0501503216	-0.0286610104	0.0025701977	-0.0494881599	0.1186647087	-0.0341562417	-0.1209817948	-0.1140497201	0.1142120884	0.1127290384	0.1102715368	-0.0346815	-0.0090191999999999	0.0012028064422499	8.134596863999997e-05	0.0374797	0.060918	0.0014047279120899	0.003711002724	0.0514275	-0.0054337999999999	2.952618243999995e-05	0.00264478775625	-0.00463454	0.0014979699999999	2.1478961011600003e-05	2.2439141208999985e-06	-0.000475856	-0.00019683	2.2643893273600003e-07	3.87420489e-08	-0.000881329	0.000250431	7.767408062410001e-07	6.271568576100005e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
745.9352364818437	-1.382443562073604	1.9111502023187543	556419.3770252242	925.8530889980776	-3.8937953195199952	15.161641990315822	857203.9424072823	717.3609716921209	0.2233383165670375	514606.7637070639	0.0498800036469982	743.1497288383684	600.4574801877295	0.969636	23.985477	0.24141515	0.127257	-0.0235338931	0.0022939474	0.0307048051	0.0688726288	0.012063914	-0.1088206074	-0.0211180068	0.0299159757	0.0092304708	0.1034325897	-0.0773230098	0.0024243323	-0.04185549	0.0559358085	-0.0788313977	0.0434116092	0.0885533453	0.0500157414	0.1014529343	0.0084861278	0.0902112608	0.0740783076	-0.0695650868	-0.0794625583	-0.1178893024	0.0308337164	-0.0256682082	0.0616715286	-0.0559565333	0.1356296631	-0.0948861178	0.0132816744	0.0008554602	-0.0241428197	-0.0466925381	-0.0597962916	-0.0213404402	-0.035183583	0.027011498	-0.0598155031	-0.1655148107	0.1114621707	-0.0162787339	0.0238074854	0.0445080088	-0.0823192182	0.0476111258	-0.0423424192	-0.0296666888	-0.0260686158	-0.019426825	-0.0636794881	-0.0171351016	0.083094645	0.1078999987	-0.0348949013	0.0010259811	-0.0392380807	0.1096092255	0.0630097166	0.0111997865	0.0148226481	-0.167915055	0.0408389431	0.0535997847	-0.0548177625	0.1360955366	-0.0302826428	0.0267310109	-0.0681867772	0.0161077984	-0.0496251182	-0.0366569683	0.0491732639	-0.1346516121	-0.0230579486	0.082350597	0.0614143885	0.035651871	-0.0836685475	0.088327568	0.009904303	-0.0540244007	0.0704220482	-0.0914837703	-0.0407151185	0.0100777267	-0.021415299	-0.0726036443	-0.0560069616	0.1139675232	0.1117560484	0.1081019891	-0.0166744	0.0180070999999999	0.00027803561536	0.0003242556504099	0.140776	0.1032963	0.019817882176	0.01067012559369	0.122193	0.0707655	0.0050077559902499	0.0149311292489999	-0.00405814	0.0005764	1.64685002596e-05	3.322369600000004e-07	-0.000166779	0.0003090769999999	2.7815234841000004e-08	9.552859192899996e-08	-0.000982777	-0.0001014479999999	9.65850631729e-07	1.0291696703999994e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
749.0563466653481	3.1211101835043564	9.741328777574598	561085.4104796381	929.4911679222336	3.638078924155934	13.2356182583876	863953.8312454377	717.6175385767756	0.2565668846547169	514974.93167299	0.0658265663014268	743.7526086760298	613.5483298912337	1.025771	25.374062	0.1280562999999999	0.0691389	-0.0174853333	-0.0109423282	-0.1464902972	-0.0340575811	0.0885765621	-0.0571460315	-0.0878056703	0.0158455981	0.0083393263	0.0148016238	-0.0312168281	-0.1218198936	0.0354285864	0.0463102718	-0.0180171093	-0.1015415866	-0.0259358953	0.0096787374	0.0378493894	0.0033204106	0.1215451694	0.0537742912	0.0239222603	-0.0654424833	0.1023141419	-0.050784639	-0.0571741262	0.0860202978	-0.0969604855	-0.0779169347	-0.0810803132	0.0716897305	0.0947258194	-0.0181555302	-0.1499017746	0.0089295224	0.0666559551	0.202813713	0.094152496	-0.0033545295	-0.1358529892	-0.0117743972	-0.1223756747	-0.0314110465	-0.0332000694	0.0629949745	0.0980551489	0.0177549071	0.0771991069	-0.0237312582	-0.0512712546	0.1103672489	0.1198918128	0.0590980754	0.0476252642	0.0690365448	0.0046145391	-0.0065316416	0.09945577	0.1364441936	0.1067666919	-0.0350248256	0.0866988819	0.0306601367	0.0703253059	-0.0187246909	0.0040407732	-0.1273161532	-0.0685381232	0.0537413971	0.1018213701	-0.1045733944	-0.0707678055	-0.0978310773	-0.0080229771	0.064734244	-0.0216952712	0.0510204744	0.071043141	0.0042503369	0.0208008874	0.0690809109	-0.0161757228	0.0016746632	0.0098121788	-0.0359739525	-0.031069588	-0.1837630637	0.0645740857	0.0173792106	0.1136742748	0.110592125	0.105516962	0.0070042	0.0236786	4.905881764000001e-05	0.00056067609796	0.0821298	-0.0586462	0.00674530404804	0.00343937677444	0.133835	0.011642	0.000135536164	0.017911807225	-0.00401955	3.8589999999999805e-05	1.6156782202500002e-05	1.489188099999985e-09	-0.000660954	-0.0004941749999999	4.3686019011600006e-07	2.442089306249999e-07	-0.000833752	0.000149025	6.95142397504e-07	2.2208450625e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
749.7211335529133	0.6647868875652421	0.4419416058786818	562081.7780958653	931.7643384947388	2.2731705725052507	5.167304451703849	868184.7824905382	718.3745753282265	0.7570367514508689	516062.0304780097	0.5731046430472847	744.5855109171766	626.295632997931	1.065198	26.349356	0.09270099	0.0525329	0.0065975385	-0.0904387296	0.0963445942	-0.0288724664	-0.0655791594	0.1308486797	-0.0450581535	-0.0155956367	0.0404200668	-0.0220839926	-0.0602264448	0.051033324	-0.0489364751	-0.111864136	-0.0457425627	0.0289768348	0.011276196	-0.0546806573	0.0173701536	-0.0018982031	0.0676539268	0.0014176409	-0.0665227108	0.0677710194	-0.0567337215	0.041097285	0.0366600768	0.0539731165	0.0058553285	-0.0993806291	0.0240945343	0.0158830245	-0.1281976954	0.1376826691	-0.1623830938	-0.0101154392	-0.0097736902	-0.2225608116	-0.0690431549	-0.0263969805	-0.0058611218	0.0867144036	0.0377726819	-0.0695729042	0.161388938	0.1321174999	-0.0502765241	0.0533167126	0.116781999	0.0245846838	0.0161641888	-0.019409303	-0.0835675533	-0.1589786251	0.1120890693	-0.1209954178	-0.0014403867	0.0207405814	-0.0206495912	0.069942851	-0.0317011326	0.089387822	-0.0723217377	-0.0190885697	-0.0063308968	0.0860116194	0.0907088583	0.017959757	-0.0949132409	0.0345301482	0.0308349815	0.046677703	-0.0802186128	0.0501794935	-0.0761818433	0.0360454294	0.0043188876	-0.1360153132	0.1475763478	-0.0322850198	-0.0036463954	0.002537832	-0.0727320033	0.0098690646	0.0263958011	-0.1049360671	-0.2548572238	0.0189080261	-0.0079980958	-0.0038108904	0.1133324686	0.1092392569	0.1025263906	0.00706309	5.888999999999981e-05	4.98872403481e-05	3.468032099999977e-09	0.088965	0.0068352	0.007914771225	4.671995904e-05	0.0966941	-0.0371409	0.00137944645281	0.00934974897481	-0.00347075	0.0005488	1.20461055625e-05	3.011814400000004e-07	-0.00107874	-0.0004177859999999	1.1636799875999995e-06	1.7454514179599997e-07	-0.000827018	6.7339999999999935e-06	6.83958772324e-07	4.534675599999992e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
749.9246339376167	0.2035003847033749	0.0414124065744216	562386.9565864684	933.6200156859773	1.855677191238442	3.443537838082593	871646.3336894844	719.2176510113812	0.8430756831547797	517274.02952632896	0.7107766075268984	744.9110134633223	613.9493906982243	1.027338	25.412832	0.0796914099999999	0.0661349	0.019990488	-0.0724718514	-0.0884657209	-0.0486250091	-0.0479259355	-0.1341829526	0.0229607215	-0.0062340118	0.0547256537	-0.0339097105	0.036432779	-0.0858659928	-0.1228981744	0.1053920526	-0.1342856418	-0.0500833059	-0.01295426	-0.0969201987	-0.0036406136	0.040616748	0.0676452896	0.0048410059	-0.0292622433	-0.0459076594	0.0789057538	0.0287335872	0.0844484709	0.2012219929	-0.0818898093	0.0559785419	-0.0261374448	0.2056817929	0.0225045958	-0.0157576857	-0.0569743575	-0.06644183	0.075659744	0.0656769728	-0.0814679664	0.0667432082	0.1305155021	0.0045475457	0.0586146402	-0.0487925458	0.0550607408	-0.0065097898	0.0359070263	-0.0214706813	0.1360400708	0.0418638727	-0.020136601	-0.0435412795	-0.0676018406	-0.1006653779	0.0311327838	-0.0838309342	-0.0138115158	0.0064726485	0.1304038769	-0.0103637041	0.1043305412	-0.0099245267	0.0217234755	0.0906498915	0.0218818773	0.0702234825	0.1838747557	-0.165781621	0.0039674936	0.0133696823	0.1034178457	-0.0515815923	-0.089257247	-0.0362585688	0.0650199525	-0.0718799285	-0.0010638916	-0.0134288441	0.0323796914	0.1919719586	-0.0372569588	0.0716598713	0.0432095966	0.0309789706	0.0501969313	0.0017769534	-0.1064074398	0.0329587953	0.1459507005	-0.0104940141	0.1129422506	0.1076997553	0.099141769	0.00723125	0.0001681599999999	5.22909765625e-05	2.8277785599999885e-08	0.0939124	0.0049473999999999	0.0088195388737599	2.4476766759999908e-05	0.0966391	-5.499999999999949e-05	3.024999999999944e-09	0.00933911564881	-0.0032621	0.0002086499999999	1.064129641e-05	4.3534822499999964e-08	0.000203027	0.0012817669999999	4.1219962729e-08	1.6429266422889997e-06	-0.000827018	0.0	6.83958772324e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
749.4203892733984	-0.5042446642182767	0.2542626813926026	561630.919858692	932.591168434454	-1.0288472515233025	1.0585266669670537	869726.28744194	718.1392535576391	-1.0783974537421273	515723.9875003231	1.1629410682375034	744.1553518026997	628.9056851580432	0.990559	24.503044	0.1013411799999999	0.0651806	0.0210062177	-0.1037919988	0.0001538494	-0.0868453132	-0.0083468188	0.0906752947	-0.0682708248	-0.0519856082	0.0406520186	-0.0135280969	-0.041026658	0.0619685204	-0.0663556707	-0.132048223	-0.0144730482	0.0078466168	-0.0775422157	-0.2541768708	0.1108507032	-0.0149435166	0.0809712393	-0.0028472955	0.0039760767	0.0048739552	-0.0301247872	-0.0519249318	0.0516972126	0.1292995142	0.0402883736	0.080821612	-0.0499315887	-0.0895144308	0.0412376378	-0.039625385	-0.1088799097	0.0362390085	0.0633260314	-0.1330135466	0.1588246833	-0.1079831702	0.0243673494	-0.1531938463	-0.0052772975	-0.0624468071	0.0917209914	-0.0784323664	0.1085415683	0.0014691588	-0.0664061512	-0.1520653744	-0.0285387825	0.0836818785	0.1731543857	-0.1299208163	-0.0280850756	0.0105840012	0.021300824	0.0160753869	0.0385126648	0.0642351641	-0.0421286664	0.0322145071	-0.0061417637	0.0751317262	-0.0243426132	0.1210484907	-0.1140920765	-0.066568726	-0.0160434008	0.0758000473	0.0117226997	-0.0910213053	-0.1226462486	0.0060820051	-0.135522438	-0.0092007043	-0.0867673128	-0.1646619144	-0.0819941396	0.0467204993	-0.0877786584	0.0509376392	0.0475673699	0.1944353357	-0.058831614	0.015995801	-0.0622555266	-0.0248943697	-0.1005271198	0.0230522026	0.1125037874	0.1059762505	0.0953761056	0.0072531799999999	2.192999999990012e-05	5.260862011239855e-05	4.809248999956193e-10	0.0803905	-0.0135218999999999	0.00646263249025	0.0001828417796099	0.0868971	-0.009742	9.4906564e-05	0.00755110598841	-0.00347075	-0.0002086499999999	1.20461055625e-05	4.3534822499999964e-08	-0.00102729	-0.0012303169999999	1.0553247441e-06	1.5136799204889998e-06	-0.000949158	-0.0001221399999999	9.00900908964e-07	1.4918179599999993e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
