global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	c_comp_cor_14	c_comp_cor_15	c_comp_cor_16	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
778.9271330716792	n/a	606727.4786352655	n/a	803.6226033476643	n/a	645809.2886112774	n/a	747.0051749177832	n/a	558016.7313539478	n/a	738.6875083593949	559.7168405255418	n/a	n/a	n/a	n/a	-0.0089946806	-0.0226591213	-0.0956019259	0.0464285281	-0.1101555973	0.1431913032	0.0920871904	-0.0431420764	0.0497258012	-0.1539621568	0.0554043228	0.022399702	-0.0356763279	0.0191025308	-0.2127632319	0.2445403215	-0.109371044	0.1509169722	-0.0999790328	0.0383215376	-0.0282085048	0.0601952793	-0.0366269965	0.0684757748	-0.2166925464	0.0683285039	-0.0248435127	0.0412106398	-0.0563664058	0.0810589704	-0.1258409545	0.0376957895	-0.0125780089	0.0113068849	-0.1238649936	0.0547496305	-0.0402648655	0.0051997455	-0.0651619357	0.0399282166	-0.0223707254	0.067457025	-0.0287437664	0.0209980017	-0.0146466603	0.1619347298	-0.0559480819	0.0274683673	0.0229869505	-0.0858188543	-0.0162878007	0.0355265603	0.053632008	-0.0622607121	-0.0268672683	0.1032502476	0.0405019155	-0.0925664968	0.1431382856	0.1169483669	-0.0290976706	-0.013673704	-0.0312246621	-0.0189379333	0.1027607033	0.0818608032	-0.1427659631	-0.0056567141	0.1169969982	0.0362741569	-0.1632610455	0.0363874506	-0.136379696	-0.0549879023	0.0699653333	-0.0094994676	0.0340152176	-0.0830711969	0.1296412508	-0.0306201208	-0.0428507273	0.0434428376	-0.0176654837	0.1386528629	-0.1179869467	0.0167000868	-0.1670338831	0.0673499911	-0.0718097517	0.0993112465	-0.0941427365	0.1246052118	-0.0959379891	0.0750974013	-0.0285658339	0.0188909946	-0.0194318428	-0.048364449	0.0053074689	0.0010331365	0.0059866939	-0.0042034575	-0.0025314264	0.1007518048	0.023043188	-0.0354446257	-0.0490787695	0.0869850922	0.1630043978	-0.1039649503	0.0967872675	0.067916738	-0.0054687275	-0.0482199538	-0.2420395335	0.0037850925	0.0825719133	-0.0318788024	-0.000197853	0.1147017419	0.1146833673	0.1146527451	0.0258394	n/a	n/a	0.00066767459236	-0.0919342	n/a	0.0084518971296399	n/a	-0.0898342	n/a	0.00807018348964	n/a	0.00126833	n/a	1.6086609889e-06	n/a	0.000418385	n/a	n/a	1.75046008225e-07	0.000957174	n/a	n/a	9.16182066276e-07
778.0516061635095	-0.8755269081697179	605364.301853617	0.7665473669292256	800.2754133543365	-3.347189993327788	640440.7372194541	11.20368085143368	746.2015762247761	-0.8035986930070749	556816.7923603404	0.645770859402679	737.0981087855887	555.2043748623151	0.998364	21.308924	0.11165615	0.0590003	-0.0057330719	0.0213660114	-0.1653237672	-0.0377401394	-0.0194468445	0.0583744637	0.165012181	-0.1568762353	-0.0203231221	-0.1687900113	0.0150182086	-0.0452778268	0.0702342822	-0.0100015532	0.1321244888	0.0306286519	-0.1007635117	-0.060920686	-0.1343696675	-0.0188530314	-0.0946757926	0.0109613365	-0.0330415101	0.0659697107	-0.2067649367	0.0843863995	0.0273757055	0.0866299139	0.0329544312	0.1533474241	-0.0867703533	0.1424028293	0.1019987619	-0.0065092833	0.0443356946	0.0110703028	-0.032388606	-0.0282232613	0.0127065446	0.036480599	-0.0386754914	-0.085987861	-0.0034180236	0.0168470033	0.0208193411	-0.0353136431	0.0021491035	-0.1179486835	0.0949995491	0.1230916811	-0.0068235174	0.1447661133	-0.0353454157	0.0379877839	-0.0793003545	0.1341915584	-0.0415812211	0.0490772387	0.0394885058	0.116314317	-0.1201972626	-0.0381905252	-0.154931832	-0.0983796838	0.0860101079	0.1007712643	0.0329557311	0.1343143242	-0.0252787792	-0.0669338158	-0.0901070575	-0.017723286	-0.1472233834	-0.146135696	0.009415755	0.0832172106	0.0428839057	0.0330742896	0.1146287513	0.0474750867	-0.0489531374	0.0293338245	-0.1480258778	0.0511665189	0.1566302855	0.0308378673	-0.0593954003	0.0861084163	0.0539733403	-0.0093295567	-0.0128077386	-0.0518341326	-0.051749858	0.0001900005	-0.0031344788	0.1163985769	0.0904725468	-0.0153952464	0.000106217	0.0928258076	0.0090252868	-0.1883313342	-0.0620850292	0.0225257851	-0.0239556926	0.0975740592	0.0063408246	0.0548005367	0.0928045595	0.0680110034	0.0547738623	0.2102827881	-0.024157737	-0.0096163856	-0.076824098	-0.1409065478	0.0144498384	0.0186536831	-0.0953022979	0.1146527451	0.1144874327	0.1142120884	0.0258494	1.0000000000003062e-05	1.0000000000006124e-10	0.00066819148036	-0.065458	0.0264761999999999	0.004284749764	0.0007009891664399	-0.0590832	0.030751	0.00349082452224	0.000945624001	0.000552176	-0.000716154	3.0489833497600004e-07	5.12876551716e-07	0.000153856	-0.000264529	6.9975591841e-08	2.3671668736e-08	0.00106487	0.000107696	1.1598428416000024e-08	1.1339481169e-06
779.9801194665612	1.928513303051659	608368.986763071	3.71916356004722	800.3443925156494	0.0689791613128818	640551.1466312438	0.0047581246954285	748.2931409719173	2.0915647471412058	559942.6248256176	4.374643091483856	738.4806321557847	559.4932265688838	1.065022	22.731672	0.04157317	0.0236959	-0.0004339272	0.014029718	-0.0238494179	-0.1563833208	0.0178090918	-0.0914279417	0.1462945207	-0.0733060274	0.0244278663	-0.2476534309	-0.0010308489	0.0758701291	0.049633943	-0.0538397612	0.0043736116	0.0022000815	0.065749131	-0.1038555826	0.0327868953	0.02622382	-0.045129687	-0.0683708073	-0.054985121	0.1087595048	0.0494357403	0.1495889499	0.0035309314	0.0293359765	-0.1528832419	0.2468636093	-0.0299840553	-0.0589216787	-0.0260047118	-0.0747506471	0.0286565803	0.0055384548	-0.0524999735	-0.0264144358	-0.0718219016	-0.136297931	-0.1251342661	0.0037205266	-0.0324171843	0.0523530387	0.0376720075	-0.0698199	0.0399494459	0.0400322322	0.1520533365	0.123612173	-0.0043909426	-0.0150586096	-0.0305317944	0.0417512424	0.069699538	-0.03975062	-0.0244838592	0.0272056131	-0.0286401845	-0.0786828457	0.0356969863	0.189510019	-0.0457683575	0.0033470612	-0.0029515031	-0.060702297	-0.049410212	-0.100267715	0.0446200976	0.0592143849	0.1190075839	-0.0627600267	-0.0915401558	-0.0753322339	0.0040593277	0.0349579538	0.1266768867	0.0039918511	0.1130727257	-0.0655150605	-0.0951178022	0.1355581666	0.0045487758	0.117612042	-0.083335716	-0.0628050445	-0.1289121712	0.0976355039	-0.0075361688	0.012791225	0.1461124835	0.0210277539	0.0870138602	0.0170686905	-0.1623782682	-0.0616361271	0.0777745233	0.1006902573	-0.0865151585	0.0137822958	0.1419754736	-0.0587009098	-0.1135641557	0.0316381498	-0.1218225057	0.0743167786	0.0258203864	-0.0326123656	-0.1010361855	-0.0388932155	-0.0101019156	0.0396674057	-0.0817275505	0.0046086004	0.0835978513	0.0320206863	-0.14203238	0.0643817158	0.0564882324	0.1145547726	0.1140958982	0.1133324686	0.0288093	0.0029598999999999	8.761008009999988e-06	0.00082997576649	-0.0813958	-0.0159378	0.00662527625764	0.00025401346884	-0.0608945	-0.0018112999999999	0.0037081401302499	3.280807689999981e-06	0.000857036	0.00030486	7.345107052960001e-07	9.29396196e-08	4.14326e-05	-0.0001124234	1.263902086756e-08	1.71666034276e-09	0.00106487	0.0	0.0	1.1339481169e-06
780.3785205942152	0.3984011276539831	608990.6354048159	0.1587234585159654	804.786405607762	4.442013092112688	647681.1586510612	19.73148031050053	749.0277054442148	0.7345644722975067	561042.5035230254	0.5395849639617144	739.6789781556057	567.3939415139779	1.094899	23.369362	0.05992103	0.0389404	0.0055282058	-0.06301858	0.1085985803	-0.0899309307	-0.0630250219	0.0057907914	0.0215407246	-0.0507052413	0.1251642791	-0.1072696853	0.0170759056	0.0009432109	-0.0446657904	0.0029514009	0.0280850855	-0.1121226992	0.0943530877	0.013379034	0.0887912593	0.2471522594	0.0775280741	0.0373703617	-0.0645671257	0.0684389371	0.0435202394	0.0696324245	0.0233317923	0.1879777944	-0.1370165964	0.0153522163	-0.045976659	0.0665276258	0.1644172424	0.1091331784	0.1243946489	0.0722124659	0.0880214751	-0.0135808738	-0.1816443434	-0.0303588273	-0.0492513682	0.0865836029	-0.0268483881	0.1987786942	-0.1009059781	0.0497102377	0.0451595485	0.1703888541	0.0323003146	-0.0698189904	0.0675359682	0.0450120956	-0.0053859043	0.0897650439	-0.015130521	0.0370689979	-0.0473679622	-0.0439535798	-0.0445107974	-0.088137405	-0.0312555491	-0.029818889	-0.0386415008	0.1114618777	-0.0522558484	-0.0425808687	0.011630272	0.0144384974	-0.0030856928	-0.0204830048	0.0108098304	-0.0096135813	-0.0705182727	0.0879333146	0.0493895207	0.0567517951	0.1764529842	-0.0388294951	0.2160040106	0.0025779211	-0.0670271907	0.0841044871	-0.0988644831	0.014004041	-0.0172718101	0.0313150392	0.0572181859	-0.1504048134	-0.1360966191	0.1144151456	-0.0219398122	0.0604104226	0.003925087	-0.0828000367	-0.1039137465	-0.1065349905	-0.0258599969	-0.0091638471	-0.0806293435	-0.0134170866	-0.1168738478	-0.0041514231	-0.0822955175	-0.1277296947	-0.0080647086	0.0560099291	0.0729423975	0.1353154488	-0.0237157387	-0.0255274821	-0.1314708398	0.0537755443	0.1023865914	0.0509413677	-0.0819894074	0.0681701913	-0.0597959537	-0.050945533	0.0458933433	0.1144078661	0.1135094328	0.1120172664	0.0274576	-0.0013517	1.8270928900000024e-06	0.0007539197977599	-0.0492136	0.0321822	0.00242197842496	0.00103569399684	-0.0660634	-0.0051688999999999	0.0043643728195599	2.671752720999997e-05	0.000451712	-0.000405324	2.04043730944e-07	1.6428754497600002e-07	2.2392e-05	-1.90406e-05	3.6254444836000007e-10	5.01401664e-10	0.00106487	0.0	0.0	1.1339481169e-06
778.8229626987159	-1.5555578954993052	606565.2072268054	2.419760366250228	802.6411128748626	-2.1452927328994065	644232.756076998	4.602280909831004	748.2349100428406	-0.7927954013741783	559855.4806068178	0.6285245484400444	739.3142528219364	562.6509604506471	1.017294	21.712971	0.0747075999999999	0.0403344	-0.0553792661	-0.0479752599	0.1015134471	-0.0498319259	-0.0678752276	0.0264805974	0.0626104849	0.0202612081	0.1628141026	0.0196946284	0.0502700652	-0.065200821	-0.0240314771	-0.1102034935	-0.0830784642	-0.0239492672	0.0056815975	0.0235628791	-0.0402132605	0.0860024946	0.1152724168	0.0034816409	-0.0368779753	0.0281354177	-0.0262268597	0.0367347779	0.1749703637	0.1665137497	-0.0514627538	-0.0143988559	-0.0227945518	0.0077366784	-0.2205491353	0.006097445	0.1095329618	-0.1145282021	0.0752438186	-0.0621582211	-0.0253922589	0.0460648825	-0.0017614377	0.034239777	0.0401199547	0.0202091492	-0.0843921695	0.023009405	-0.0650045381	-0.064311398	-0.0219724045	0.1082512142	0.078587224	-0.085039419	-0.0459121897	0.0187671377	0.0918946313	0.0678109937	-0.0718380747	0.1320668925	-0.0843104497	0.0041848771	-0.0004088154	0.0345724396	0.1571079225	0.1202334532	-0.1143695502	0.0027424624	-0.0127661034	0.1014983836	-0.0417657555	-0.0220485713	-0.031234603	0.0038138493	-0.03491882	0.0526568884	0.1900870489	-0.0300918993	0.0630151028	-0.0396587041	0.1140235366	0.0028848159	0.0804831289	0.123161982	0.0520787162	0.1097029309	0.1163935792	0.0423392683	0.101950245	-0.0794012541	0.1051315785	-0.0458317863	0.0463969001	0.0056787266	0.0727325843	0.0299236555	0.0089633153	0.0875565969	0.0102861007	-0.069994073	0.0693937367	-0.0053904626	0.1120900316	0.036509943	0.0904692853	-0.0024522957	0.0670159106	-0.030637299	0.1465905845	-0.0753858108	-0.0242307303	0.0401582894	-0.1245594902	0.0244499857	-0.0985269882	-0.1128099719	0.0341193763	0.1304391347	-0.0210456148	-0.0462099894	0.0128729152	0.1142120884	0.1127290384	0.1102715368	0.0172818	-0.0101757999999999	0.0001035469056399	0.00029866061124	-0.0813639	-0.0321503	0.00662008422321	0.00103364179009	-0.0475382	0.0185251999999999	0.00225988045924	0.0003431830350399	0.000397231	-5.4481e-05	1.57792467361e-07	2.9681793609999993e-09	-0.000200253	-0.000222645	4.9570796025e-08	4.0101264009e-08	0.00106487	0.0	0.0	1.1339481169e-06
777.0688730683022	-1.7540896304136595	603836.0334916412	3.076830431524729	803.2183881834428	0.5772753085801696	645159.7791160078	0.33324678189633	747.4419365652308	-0.7929734776098485	558669.4485363825	0.6288069361926569	738.1973779876935	554.686658768802	0.989439	21.118446	0.10259118	0.0667287	-0.1037761901	-0.0170089257	-8.48292e-05	-0.0073880043	-0.0092123442	0.0674525207	0.12313023	0.0417689696	0.1631278329	0.0567072617	-0.0154020967	-0.0258095712	-0.0033768663	-0.0340472635	0.0440309046	-0.0037059914	-0.0471968327	-0.0082697827	-0.0527438387	0.0518024987	0.0457457478	0.0930193971	-0.0974832229	-0.0300113617	-0.0347276867	0.0131829854	0.135422444	0.0559838095	-0.0819314648	0.0758939563	0.1484223428	-0.0088412439	0.0043311696	-0.0006711017	0.0555208389	-0.0331949297	0.098769812	-0.0489950927	-0.1464233192	-0.0053431878	0.0530689028	0.0373249176	-0.016151407	-0.1053042362	0.0385751175	0.0976514558	0.0196138812	-0.0316315625	0.1303565088	0.0454176784	-0.0849782664	-0.0570023404	-0.0588058472	-0.0106117571	0.1109927056	-0.0135610514	-0.0451416166	0.068889682	-0.053060276	-0.1011165594	0.0592076879	-0.0420596065	0.1522055691	-0.1177168242	0.0419324271	-0.0209010418	0.0327259017	0.0318985174	-0.0264330334	0.0332283302	-0.0292694909	0.0950669386	-0.0476355296	0.0208598241	0.0875733696	0.0016101074	0.0904367974	0.1482110766	0.0752833953	0.0542037174	-0.0418944621	0.0588969939	0.0379146961	0.0985897478	0.0212566503	-0.0584555516	0.1563728713	0.0260218999	-0.0939369706	0.0437299931	0.1360608959	0.0337513379	-0.0775070028	0.0374948926	-0.0080144625	0.1316274204	0.0522792955	0.0318512359	0.0850967025	0.0032268972	0.0761736378	-0.0335875214	-0.0217464334	0.0228851446	-0.0205440197	-0.1230446152	0.09468056	0.0176586062	-0.0324634758	-0.0534002933	0.116791463	-0.2082341795	-0.0168893516	0.0878458681	-0.0402727324	0.0799890267	0.0181453411	-0.0538769807	-0.0035218539	0.1139675232	0.1117560484	0.1081019891	0.0173079	2.610000000000112e-05	6.812100000000585e-10	0.00029956340241	-0.0226375	0.0587264	0.00051245640625	0.00344879005696	-0.0240155	0.0235227	0.0005767442402499	0.00055331741529	6.62384e-05	-0.0003309926	4.38752563456e-09	1.0955610125476e-07	-0.00027558	-7.532699999999998e-05	5.6741569289999965e-09	7.59443364e-08	0.00106487	0.0	0.0	1.1339481169e-06
776.5493912414087	-0.5194818268935251	603028.9570374024	0.2698613684726343	797.8529794940324	-5.365408689410401	636569.376887505	28.78761040440064	745.5418334508488	-1.900103114381977	555832.6254252532	3.6103918452840897	736.6905724899433	540.7260091927776	1.02518	21.881279	0.17648238	0.079721	-0.1564566902	-0.0238377751	-0.1055938497	0.0487483557	-0.028596781	0.1237998977	0.1763552259	0.0215669776	-0.0119682083	0.0472036279	-0.0390197345	0.117261224	0.0637555672	-0.0205282773	0.0074595791	-0.0621885353	0.0085527128	0.1067146592	0.1037356647	0.0504541067	0.0566013359	0.0480603632	-0.1007242407	-0.0871244408	-0.1535550911	0.0226074534	0.0315928456	0.0139749358	-0.036515775	-0.0123980445	-0.0510844375	-0.033098272	-0.0436575634	-0.1209773914	-0.0264379726	0.143991293	0.0788992363	0.1771503393	-0.0109470358	0.078794775	-0.0792980856	-0.0631371984	0.0463273851	-0.0041904996	-0.0010960786	0.0238699728	0.0299155103	0.0586543867	-0.1474265321	0.0364459585	0.1296140194	0.0161048809	0.162842279	0.0923888477	0.1079374875	0.0008760638	0.0893845423	0.1254747408	0.0165769548	-0.1440561172	-0.0072238966	0.0241736021	-0.0720794529	-0.0814512709	0.0318829519	0.1623456224	0.0679915009	0.0637885779	-0.1382328314	0.0071357123	-0.0868827019	0.1392319155	-0.0620831385	-0.0953177792	0.1221035426	0.1036694862	-0.0312612931	0.0004273959	-0.0440950738	-0.0908265396	-0.0824916404	0.0595245048	0.1190747864	-0.0096267184	0.0484621064	0.0742731013	-0.0116193468	-0.0396757741	0.0922698874	-0.0341970741	0.0256050829	-0.0421440497	-0.1645242038	0.0824077694	0.0309272207	-0.0343270058	0.1048758032	0.0478988489	-0.0613582579	-0.1070205125	-0.1273001981	0.0159345328	0.1169385331	0.0147535802	0.1402556759	0.1323223248	0.0382577753	0.0401127922	-0.1797422167	-0.0856892367	-0.1023724499	-0.0458695076	-0.0372162849	0.09467718	0.0690416856	0.0127095489	0.0524394588	-0.0633055711	-0.0811999651	0.1136742748	0.110592125	0.105516962	0.0173414	3.349999999999881e-05	1.12224999999992e-09	0.00030072415396	-0.0553109	-0.0326734	0.00305929565881	0.00106755106756	0.0243577	0.0483732	0.00059329754929	0.00233996647824	0.000819164	0.0007529256	6.71029658896e-07	5.668969591353601e-07	0.000403856	0.000679436	4.616332780960001e-07	1.6309966873600004e-07	0.000589186	-0.000475684	2.262752678560001e-07	3.47140142596e-07
779.762848289614	3.213457048205328	608030.0995727315	10.3263062006605	803.9845058508043	6.1315263567719285	646391.085648162	37.59561546378884	747.8458431471903	2.3040096963414958	559273.405112532	5.30846068083563	738.5069002401823	545.0077078407745	1.092965	23.328079	0.0924169999999999	0.0492471	-0.0972629287	0.0191049027	-0.1713782916	0.0145075975	-0.0139733303	0.064582588	0.0573768556	-0.1237008765	-0.1248291116	-0.044449203	-0.1355181448	-0.0337252741	0.0812351171	-0.0091861583	0.0308581725	0.0272791485	-0.1248758595	-0.0375116234	0.025006173	0.0565424198	-0.1052947469	0.0267161795	-0.0061280628	0.0750430181	-0.0867341475	0.0131902485	-0.0284379478	0.0621907246	-0.0845711203	0.0044439011	0.0044849111	0.0454976976	0.1132736003	-0.1509978145	0.0406706475	-0.0311235663	0.2686958958	-0.180351641	-0.0947472829	-0.0753581621	-0.0385049181	-0.043470838	-0.0977475586	-0.1290122655	0.1003195256	-0.0862210968	-0.2096925139	0.0118812142	0.0727189785	-0.0981808017	0.0626181066	-0.0059483239	0.0381614925	-0.1463258902	-0.1826066209	-0.0042830471	0.1225229005	-0.0052809376	-0.0605038905	0.061070855	-0.0218980845	0.0258294766	-0.023889194	0.0250321503	0.0330920955	0.0711665212	0.1352541749	-0.0674799065	-0.0457882137	0.1655022292	-0.0295769805	-0.0152984107	-0.1045686195	-0.0851365605	-0.1060242222	-0.0997344982	0.0119102415	-0.029534866	0.0745214683	-0.0338140618	-0.1648861401	0.160618634	-0.0745886842	-0.0584660378	0.0926925715	-0.0385471333	0.0507766263	-0.0118254772	-0.1518073104	0.0965787205	-0.0725289835	0.016919968	-0.0788564609	0.0678180611	-0.0736118247	0.0821308556	-0.0692268016	0.0675131984	0.2031080033	0.0204135881	0.0239034277	0.0984614634	-0.1175412463	0.0495960815	-0.0429193976	-0.0168209232	-0.1148864558	0.0043437001	-0.0409618689	0.0599282673	0.053305337	-0.1957629019	-0.048062619	-0.1239297536	0.09073108	-0.131696025	0.0172797595	-0.0469184278	-0.0811136564	0.1133324686	0.1092392569	0.1025263906	0.0173706	2.920000000000006e-05	8.526400000000034e-10	0.00030173774436	-0.0812462999999999	-0.0259353999999998	0.0066009612636899	0.0006726449731599	-0.0119401	-0.0362978	0.00014256598801	0.0013175302848399	0.000985961	0.000166797	9.72119093521e-07	2.7821239209e-08	0.000712807	0.0003089509999999	9.545072040099997e-08	5.080938192489999e-07	0.000461842	-0.000127344	1.6216494335999997e-08	2.13298032964e-07
782.831954861062	3.0691065714479464	612825.8695515917	9.419415146904967	809.7995715976875	5.815065746883192	655775.3461597982	33.81498964057418	750.191255568334	2.345412421143692	562786.9199311933	5.500959425255116	740.1502997767996	568.6514779669084	1.191529	25.431805	0.1617843	0.0798101999999999	0.064120898	0.0280978711	-0.0753144132	-0.0889065994	0.0548916435	-0.0982299298	-0.0642779548	-0.1188121437	-0.0197671541	-0.1277042249	-0.0441993404	-0.0053511451	0.0355478679	0.0345410293	0.0836241725	-0.024160413	-0.0409064879	-0.0206896472	-0.0513781657	-0.0421892613	0.0124260979	-0.0050935052	0.0862802649	0.0718028236	0.0538097035	0.011639342	0.0222484669	-0.0761922488	-0.095753608	0.0381557293	-0.0455378477	0.0153521804	0.1507883155	0.0079721096	0.059655411	-0.0858610972	0.1007735342	0.0523816626	0.1127132039	-0.0657433331	-0.083329644	-0.0296275859	-0.073990229	-0.0395181948	0.0928993033	0.0487592094	0.1303178128	-0.0807714531	-0.0394671151	-0.0787155097	-0.0940893211	-0.004867725	0.0813392363	-0.0515824517	-0.0102550794	0.0623001058	-0.0254448732	-0.0349261609	0.0275939622	-0.1190640723	0.1011479901	-0.0871278425	0.1139276049	-0.0339145987	0.0049716527	-0.0042972479	-0.1014398355	-0.0777822453	0.0546594373	0.115868223	0.0787269499	-0.1250892441	-0.0085097011	-0.0063742591	-0.0732246182	0.0434585632	0.0590830642	0.081245924	-0.1127501896	-0.0009622465	-0.0677818564	0.0326360332	-0.0746258854	-0.0143754471	0.021879903	0.0248464341	-0.0067935571	0.093257081	-0.1058811895	-0.0932917547	0.0314014647	0.0495078691	-0.075428539	-0.0214077397	0.0565889015	-0.0032631946	-0.0546365369	0.0164327752	-0.0521640934	0.1237810316	-0.0770979982	0.074380078	-0.0189200458	-0.0122122865	0.0401063811	0.0035637402	-0.039973711	-0.0639880958	0.1101779715	-0.0790983932	0.0506218535	0.0586538163	0.0116312887	0.0809573498	0.1208181796	0.0049424597	-0.0148980603	-0.2380008532	-0.1010772438	0.1129422506	0.1076997553	0.099141769	0.0173358	-3.4800000000001496e-05	1.211040000000104e-09	0.0003005299616399	-0.0391413	0.0421049999999999	0.0015320413656899	0.0017728310249999	-0.0338822	-0.0219421	0.00114800347684	0.0004814557524099	0.000261463	-0.000724498	6.8362900369e-08	5.248973520040001e-07	-0.000314274	-0.001027081	1.054895380561e-06	9.876814707600001e-08	0.000664311	0.000202469	4.0993695961e-08	4.41309104721e-07
782.733923754674	-0.0980311063879071	612672.3953963879	0.0096100978196371	808.5480147832569	-1.2515568144306144	653749.8922099458	1.5663944597477073	749.6508832310766	-0.540372337257395	561976.4467291333	0.2920022628730198	740.156916927831	578.5723748107475	0.995658	21.251173	0.080031775	0.0393916	0.107437407	0.01219439	0.0065333091	-0.097845931	0.0226657246	-0.0938605506	-0.060911251	-0.0353252949	0.0544865905	-0.158032958	0.0547004413	0.0635247857	0.0296395866	-0.0160231669	-0.1675619741	-0.0020714098	0.1248452627	0.1226760701	0.0756709868	0.029924795	0.0380756062	0.0298359794	-0.001541295	0.0235910272	0.0769097338	0.0400179602	0.1572080009	-0.0627720517	0.00429951	0.0154564415	0.0518776373	0.0077561341	0.0285625108	0.0217611792	-0.0868524291	0.085021753	-0.0783718121	0.0367981314	0.0258790614	0.0184259579	-0.0618206082	0.1172709335	0.0417761923	0.1363744468	0.0244726769	0.0249498222	-0.1490077043	0.0991468146	0.041673009	-0.0843334319	-0.0507376997	-0.0913540498	0.1264412987	-0.0173158008	0.1270471447	-0.0436763463	0.0839822998	0.0688944065	0.0678387272	0.0615114456	0.1188623756	-0.1165380106	-0.0681529026	0.0488166313	0.0513089577	-0.0260930876	-0.0520516663	0.0401131038	-0.1065353266	-0.0372918806	0.0536714402	-0.0426926571	0.0204053818	0.0492032062	0.0974237209	-0.0208373513	0.1057432755	-0.0300089967	-0.037702309	-0.0240890183	-0.0941125131	-0.1481446831	-0.0092095846	-0.0107292135	-0.0832446827	0.1195150545	-0.1225915925	-0.0415949149	0.0280398282	0.0378171722	-0.1055300183	-0.0103276626	0.0331047541	-0.0032812078	-0.0697009063	-0.0294722614	-0.0261578246	-0.0952182482	-0.0534225235	0.0630524017	0.1110612535	0.0094876209	0.1374014885	0.1222192724	6.93109e-05	0.1580408795	-0.0109221658	0.1085893768	0.0080517341	-0.1577596949	0.1611616336	-0.0666928258	0.1622734889	0.0760287346	0.0971586932	-0.0854947978	0.0327605701	-0.0064020187	0.0227576645	0.1125037874	0.1059762505	0.0953761056	-0.00268235	-0.02001815	0.0004007263294224	7.1950015225e-06	-0.0690768	-0.0299354999999999	0.0047716042982399	0.0008961341602499	-0.045711	-0.0118288	0.002089495521	0.00013992050944	7.60715e-05	-0.0001853914999999	5.7868731122500015e-09	3.4370008272249993e-08	-0.000134679	0.000179595	3.2254364025000014e-08	1.8138433041e-08	0.000664311	0.0	0.0	4.41309104721e-07
