global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06
746.0436716657084	n/a	n/a	556581.1600324514	819.5553309951598	n/a	671670.940562586	n/a	693.364285756223	n/a	480754.0327622373	n/a	709.7000847881039	545.6860682535797	n/a	n/a	n/a	n/a	-0.1121329653	-0.0897182585	0.0146761605	-0.0517546988	-0.0937891062	-0.0425316461	0.002076357	-0.0486222027	0.0092723751	-0.2078233595	0.1982441815	-0.0676097225	-0.0450891601	0.0255858367	-0.1417339531	-0.0972270215	0.068899301	-0.1511373868	0.026888361	-0.0151070072	0.104093887	-0.1743873363	0.1382505075	-0.0537249261	0.1028189052	-0.0482149078	0.0565341439	-0.0933845381	0.0136362397	-0.02380564	0.0715914319	-0.086779697	0.0100056347	-0.0735873168	0.0303355655	-0.0342414008	0.0551459983	-0.0066027346	0.0163701922	-0.1057677837	0.0962729098	-0.0925145215	-0.0099329584	-0.1043570331	0.0163402437	0.1776008493	-0.0268883704	-0.0148586162	0.0410790635	0.082967921	-0.0696912004	0.0326190911	0.062229954	-0.1412948058	-0.0381879839	0.1246591817	0.0892578181	-0.146923904	0.0468665622	-0.0395566363	0.0625320006	-0.0119668197	0.175253557	0.0168876336	-0.2155655915	0.0596187928	-0.0364703235	0.1564034362	-0.0363216169	-0.030747254	0.0199625496	-0.1299679671	0.0546123611	-0.0579782251	0.0545393736	-0.0087723835	0.0216011058	-0.0095817759	0.0092413487	-0.0586379469	0.0215844292	-0.0647506689	0.1373343398	-0.0347525663	0.0460193045	0.0055997514	-0.0038016404	-0.1342614548	0.0657775689	-0.0238359204	0.0026062026	0.0359099697	-0.0557548297	-0.0375166553	0.0457318503	0.0036760143	0.1677730947	-0.0835952	0.1147017419	0.1146833673	0.1146527451	-0.0755997	n/a	n/a	0.00571531464009	-0.127382	n/a	n/a	0.0162261739239999	-0.284046	n/a	n/a	0.080682130116	0.0017714	n/a	n/a	3.13785796e-06	-0.00127973	n/a	n/a	1.6377088728999998e-06	0.000398914	n/a	1.59132379396e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0
742.9151652016444	-3.128506464064003	9.78755269569025	551922.9426865866	813.1613929057494	-6.393938089410426	661231.4509124185	40.88244429121345	692.320329809958	-1.0439559462649868	479307.439068169	1.089844017742024	708.3210631245696	538.8050005957186	1.014346	24.825377	0.36878085	0.246311	-0.0398594534	-0.0030198556	0.0349443028	-0.007386714	-0.0341976005	-0.1037128685	0.0399259686	0.0519240367	-0.0015261837	-0.1415051929	0.0440352338	0.0696441447	-0.1632731798	0.0243830943	-0.0270535251	0.0735864941	0.1997915731	-0.0921334598	-0.0850060976	-0.1375983183	0.0853132015	-0.070346729	0.0304688838	-0.1429093591	0.0600427897	-0.094218943	0.0630434587	0.0565599825	-0.0441672837	0.0091778372	0.0822728481	-0.0666723888	0.0330680494	-0.0001730273	-0.0199991997	0.0259762083	-0.0459733657	0.0114352202	0.0476706053	0.0157938737	-0.0979014115	0.1282865647	0.0052959576	0.0465714466	-0.0556466342	-0.018329054	-0.0899528151	0.0285047816	-0.0195951944	0.1791111724	0.0607674886	0.0081822573	0.0601855322	0.035095564	-0.0123715103	0.0225388223	0.0095672252	-0.0393477246	-0.0115073604	-0.0577228774	0.1619223763	0.1116364869	0.0810642979	-0.0551305509	0.0745247488	-0.0617398047	-0.0716877421	0.1266829555	0.0565172064	0.0101324562	-0.1384348697	-0.1387189347	0.0704962599	-0.1230515879	0.0464628922	0.0021242861	0.0610158365	0.0342219108	-0.1333674779	0.0508133956	0.0271061337	-0.0477388708	0.0402118856	-0.0506208087	-0.0516484155	0.1636809939	0.0304382762	-0.0513820493	-0.002365388	-0.1267185085	-0.0280152947	-0.0353250593	-0.0589022476	0.0427618221	0.0206374972	-0.1433462257	0.0075142139	0.0649636395	0.1146527451	0.1144874327	0.1142120884	-0.0857518	-0.0101520999999999	0.0001030651344099	0.00735337120324	0.096439	0.223821	0.050095840041	0.009300480721	-0.185656	0.09839	0.0096805921	0.0344681503359999	0.00134053	-0.00043087	1.8564895690000008e-07	1.7970206808999998e-06	-0.00107503	0.0002046999999999	4.1902089999999976e-08	1.1556895009e-06	0.000491699	9.278499999999996e-05	2.41767906601e-07	8.609056224999993e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
744.2456331648913	1.3304679632468606	1.7701450012262494	553901.5624850099	814.0557270652304	0.8943341594809908	662686.7267677009	0.7998335888145703	692.9775690707169	0.6572392607588426	480217.9112351602	0.43196344588283	709.0150433984367	543.7312963249061	0.933413	22.844585	0.1914734599999999	0.09606	0.0447012627	-0.0265271096	0.0213980185	-0.0615364043	-0.0625575524	-0.0139059952	0.0061842749	0.0339322208	0.0475398479	-0.1368480075	-0.0206087921	0.1304717321	-0.0741223069	0.0299723159	0.0075627032	-0.0375887624	0.0992635841	-0.0900488083	0.0701119902	-0.0142657498	0.0298197217	0.0860512348	-0.0297332185	0.0209455234	-0.0832853841	0.064818127	0.04818639	0.0962016162	0.1216951701	-0.0511018074	0.0732140357	0.0780161445	0.0598830433	-0.0650275155	0.020444954	-0.0809782137	0.0781974604	-0.086245875	0.0126163994	0.0372341623	-0.0628408824	-0.0842862251	-0.0001000957	0.0283570589	-0.1462527727	0.0899471084	0.0819679231	-0.0165536114	0.0231156202	-0.039745477	-0.0066597178	-0.1402669771	0.0630844924	-0.0650364353	-0.0881822826	0.0162005133	-0.1416909535	0.0011434283	0.0865914157	-0.015494678	0.0761244889	-0.0276775037	0.1089929783	-0.0225424352	0.0458837852	-0.0506961704	0.0324505141	-0.0643451884	0.0156687639	0.080323102	-0.0182748902	0.1060838309	0.0364867202	-0.0219364915	0.0094731216	0.0154923619	0.0259295393	-0.1074855906	-0.1089751525	0.0241149628	-0.0239582585	0.0669405166	0.1247307581	0.1269172488	0.0622711738	-0.014539807	0.0128583961	-0.0728123148	0.1115252325	-0.0564453845	-0.0134826708	-0.0171443119	0.0505274604	0.1524830715	-0.0960767988	-0.0380596091	0.0038165053	0.0945613067	0.1145547726	0.1140958982	0.1133324686	-0.078437	0.0073147999999999	5.350629903999995e-05	0.006152362969	0.127186	0.0307469999999999	0.0009453780089999	0.0161762785959999	-0.141108	0.0445479999999999	0.0019845243039999	0.019911467664	2.43588e-05	-0.0013161712	1.7323066277094398e-06	5.9335113744e-10	-0.000532831	0.000542199	2.9397975560100005e-07	2.83908874561e-07	0.000172796	-0.0003189029999999	2.9858457616e-08	1.0169912340899997e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
742.5192477683	-1.7263853965912404	2.980406537563494	551334.8333064021	811.3032060892632	-2.7525209759671725	658212.8922107174	7.5763717231392755	691.6615233839357	-1.3160456867811945	478395.6629297866	1.731976249695386	707.5450667811181	528.7075924951904	1.088619	26.643147	0.36606471	0.233023	-0.1243765258	-0.0126828348	0.0484589648	0.0049454819	-0.06710098	-0.1269586284	-0.0136413737	0.0532600586	-0.0192817209	-0.1083298065	0.1016424991	0.0513345064	-0.0424415588	0.081908202	-0.1496271589	-0.1134077815	0.1300304971	-0.1631776553	-0.0034137125	0.057267317	0.129528423	-0.0779398823	0.0400541877	0.1146003627	-0.0488695176	0.0538150029	0.0467416878	-0.0141970317	-0.1118841905	-0.04000636	0.0007380593	-0.0266854377	0.0463865868	-0.1062054066	-0.0016029811	0.0435379102	0.0314511409	0.0969914877	0.0057671669	-0.0161709905	0.0448562267	-0.1201061329	0.1216222201	0.0507272652	0.113180278	-0.1133234453	0.1204709914	-0.0988488456	-0.0557920244	-0.0517287508	0.0264909913	0.0821144814	-0.0405907877	-0.0163920651	-0.0243704565	-0.0814290062	0.03849917	-0.1542516609	0.0368157252	-0.0282102593	0.1243607237	0.0903563545	0.087763522	0.0116905777	-0.1485572591	0.0520198345	-0.1703714587	0.0061195219	-0.0019331836	-0.0439284763	-0.0079639208	-0.0797565964	-0.0354432296	0.0322995451	-0.0034793484	-0.065875357	0.0477168646	-0.0314750279	0.0629177113	-0.1326432367	0.0276609237	-0.0131216026	0.0993305332	-0.0095378746	0.0502189089	0.0717971872	-0.0583656272	0.062883206	-0.0405910876	0.127020535	-0.1032265479	0.0583818331	-0.0247605775	-0.0433448038	0.0446046145	0.0266000366	-0.0624872722	0.0358692465	0.1144078661	0.1135094328	0.1120172664	-0.0789461999999999	-0.0005091999999998	2.592846399998883e-07	0.0062325024944399	-0.0911808	-0.2183668	0.04768405934224	0.00831393828864	-0.205373	-0.0642649999999999	0.0041299902249999	0.042178069129	0.000929888	0.0009055292	8.1998313205264e-07	8.64691692544e-07	-0.00103861	-0.0005057789999999	2.558123968409999e-07	1.0787107320999998e-06	0.000419962	0.000247166	1.7636808144400004e-07	6.109103155600003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
742.5935397129232	0.0742919446231553	0.0055192930358899	551445.1652233688	810.19517236234	-1.1080337269231677	656416.2173192418	1.227738739999245	692.5026060554904	0.8410826715547728	479559.8593936458	0.7074200603897138	707.405441891799	535.1919583025606	1.003257	24.553974	0.35835662	0.246283	0.0240521893	0.0408677537	0.0727608049	-0.0120725307	0.00027426	-0.0571411417	0.0573663648	0.0593620286	0.0426569828	-0.071014504	0.1387297086	0.0907186689	-0.1059143288	0.0488783412	0.051636281	0.0389443601	0.2049630593	-0.0429985831	-0.0743266228	-0.1440952117	0.0350931032	0.0546576515	-0.0237994176	0.0284890051	0.085864271	0.0167678515	-0.1049953701	0.0370646323	-0.0376070132	0.0338920722	-0.1435049518	0.0878162502	0.1492654697	0.0787583939	0.0268348798	-0.0769292765	-0.0616371877	0.076299928	0.0015369981	-0.1457644473	0.0131557941	0.0734808055	-0.0517447689	0.2136468168	0.006372236	0.0272985931	-0.0673092846	0.0122536695	-0.0526930994	-0.0851952542	0.0461776575	0.1247855228	0.0407463901	-0.0339556966	-0.0703308853	-0.0567923636	-0.0605266151	0.0437456513	-0.0120689956	-0.1043554603	0.1360430309	0.0636503307	0.121552117	-0.1318350721	0.0465100974	-0.047697206	-0.0175418049	0.0150733818	0.0015954808	0.0065303096	-0.1016285384	0.0361188199	0.0384717103	0.0353009036	0.0859234394	0.0702613327	-0.091819456	0.1104965476	0.083863543	-0.0666704365	-0.006680346	-0.0382676445	-0.0336278213	0.1619374809	-0.022918638	0.0981868415	-0.1842163246	0.1507512993	-0.028845608	0.0339105187	0.0648156686	-0.1283020264	0.0277541967	-0.0139110793	0.0912511388	-0.1299925308	-0.0078628218	0.1286944367	0.1142120884	0.1127290384	0.1102715368	-0.0760519	0.0028942999999998	8.376972489999371e-06	0.00578389149361	0.1493	0.2404808	0.05783101516864	0.0222904899999999	-0.16365	0.041723	0.001740808729	0.0267813224999999	0.000354574	-0.000575314	3.30986198596e-07	1.2572272147600005e-07	-0.000499993	0.0005386169999999	2.901082726889999e-07	2.49993000049e-07	6.87226e-05	-0.0003512394	4.72279575076e-09	1.2336911611236e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
747.2453415433413	4.651801830418094	21.63926026948113	558375.6004582248	817.1573102644955	6.962137902155519	667746.069718705	48.47136416863045	695.5627201132908	3.06011405780032	483807.4976114001	9.364298046747138	710.4818877921812	550.4000881337189	0.996949	24.39958	0.133657445	0.0674172	0.0570318156	-0.1196059255	0.0630011988	-0.0444974493	-0.110834012	0.0860973348	0.0568405672	-0.0262736774	-0.0308522457	-0.087805227	0.1481585613	-0.0049711791	-0.0167903782	0.2000209262	0.0149417881	-0.0996199075	-0.12808849	-0.0937361436	0.0749577918	-0.2389196604	-0.008887893	0.0562536541	0.1429621991	0.1126832874	0.0205493533	-0.0251191923	0.0347563409	-0.0620067775	-0.0079620406	0.0159973345	-0.0483719549	-0.1080313441	-0.0678098717	0.1612439122	0.1341087878	0.0988025174	-0.0135504317	-0.1387990992	-0.0780819092	0.0173031474	-0.0144651418	0.0323325808	0.0655952023	-0.1269865366	-0.1169942354	0.0658506644	0.0616287322	-0.0906546757	0.0994662126	-0.1238399092	0.0229398508	-0.0281033132	0.0623831585	0.0829929341	0.0963225581	0.0264503248	-0.0102819799	0.0057073854	0.0878606959	-0.0073488171	-0.1064998876	-0.0632985924	0.2081659587	-0.1464085711	-0.0526053528	-0.0224947114	0.0592239271	-0.0954076579	0.0452003396	0.0610489652	0.1534014272	0.0363883563	0.1639031676	-0.0666810077	-0.0479056421	0.0784703319	-0.0769196975	0.1203232464	-0.1323297199	-0.0477979296	-0.0394064652	-0.0193985468	0.0125180035	-0.0642677066	-0.1650153921	0.1103250984	0.0552216815	-0.027965727	0.0368925583	-0.0296967119	0.0425094678	-0.0166391191	0.0500798182	0.1457218221	0.0029479073	0.1461977477	-0.0827026557	-0.1229961969	0.1139675232	0.1117560484	0.1081019891	-0.0687279	0.007324	5.364097600000016e-05	0.0047235242384099	0.093154	-0.0561459999999999	0.0031523733159999	0.008677667716	-0.184141	-0.020491	0.000419881081	0.033907907881	-2.67703e-05	-0.0003813443	1.4542347514249002e-07	7.166489620900001e-10	-0.000132854	0.000367139	1.34791045321e-07	1.7650185316000003e-08	-0.000176723	-0.0002454456	3.1231018729e-08	6.024354255935999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
744.880486216786	-2.364855326555244	5.592540715536708	554846.9387465556	817.3289753915742	0.1716651270786542	668026.6540146405	0.0294689158549305	693.1571960606848	-2.405524052605984	480466.8984507106	5.786545967665914	709.7992558052631	540.1297489612605	1.120757	27.429703	0.307801565	0.214244	-0.1275737233	-0.0518836924	0.027376907	-0.0794402697	-0.0646820805	-0.0596238163	-0.0063652533	-0.0483333095	0.0063652416	-0.0448653142	0.1213445776	-0.0643467886	-0.0727507105	0.0131623039	-0.1145635924	-0.0142192745	0.0535567622	-0.1270193115	0.0136475338	-0.0173915426	-0.1001795051	0.0416873701	-0.0350388812	0.1013256781	-0.0087316888	0.2319833843	-0.0029644968	-0.1244548009	-0.0648334436	0.0596113971	-0.0538924388	0.0677598293	-0.016827332	-0.080260267	-0.0178272834	-0.0056552306	0.1561082121	0.0358512651	-0.1092877379	0.0364347575	0.0525612465	0.0420506774	0.0434317736	-0.0874872881	0.0262279878	-0.0296047132	0.0293035716	-0.1223364621	0.002934404	0.0331947279	-0.0523533957	-0.0118603872	-0.0437655133	0.0254466832	0.017894553	0.1013231594	0.0390134495	-0.1515814864	0.0002151988	0.008655931	0.0573151072	-0.0361590322	0.02203948	-0.0588103239	-0.0383136506	0.0588910118	-0.0611301919	-0.0027025527	0.0820821634	-0.0160194071	-0.0148774599	-0.1407475107	0.0626036637	0.0909705024	-0.0355920962	0.0473512032	-0.1375705149	-0.1485660145	0.0712155124	0.0924119398	-0.1585608108	-0.024212371	0.0382679258	0.0505002782	-0.1017916319	-0.0607248638	0.0523434621	-0.0039260124	-0.0803531511	0.0967894555	-0.058904923	0.0611891492	0.0799021625	0.037550139	0.0298558583	0.1053717912	0.0765919127	-0.0562507677	0.1136742748	0.110592125	0.105516962	-0.0608655	0.0078623999999999	6.181733375999987e-05	0.00370460909025	-0.117885	-0.211039	0.044537459521	0.013896873225	-0.204768	-0.020627	0.000425473129	0.041929933824	0.000582503	0.0006092732999999	3.7121395409288986e-07	3.39309745009e-07	-0.000499993	-0.000367139	1.34791045321e-07	2.49993000049e-07	0.000212328	0.0003890509999999	4.5083179584e-08	1.51360680601e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
743.1906020998541	-1.6898841169319212	2.855708328658779	552332.2710495436	814.1708073687429	-3.158168022831319	662874.1035714706	9.97402526043428	694.1766743780717	1.01947831738687	481881.2552505993	1.0393360396219635	709.0640506503564	534.6939996465112	1.027364	25.143984	0.38620077	0.278291	0.0055550983	0.0189044338	0.1091056212	-0.0280861266	0.019610608	-0.0444022321	0.0582025076	-0.038543869	0.1304392055	0.0314238786	0.1647586641	0.0299352921	-0.0814318932	0.0294313615	0.0079799807	0.0298496285	0.0311045985	-0.0899613366	0.0741696979	-0.0914410184	-0.053169004	-0.0520023586	0.0034363588	-0.0743002928	0.0837308002	-0.0162436572	-0.0596133283	-0.1365424659	-0.0100747095	-0.0303974139	0.1018837164	0.0447887939	0.0164365023	0.082573235	-0.0597224954	-0.0624764879	0.0212040572	-0.0574651505	0.0594321515	0.072619876	0.0370311952	0.0734985117	0.1414271954	0.0080657388	0.1258334623	-0.0633879858	-0.0194219074	-0.0834044604	0.0465451095	-0.0162576514	-0.0166147184	0.0726149152	-0.093615751	-0.1524536434	-0.0079707862	0.0425362202	-0.1633162094	-0.0036578127	-0.0034528125	-0.025592599	0.0754617725	-0.0320532589	0.0639247532	-0.1450896517	0.0054821763	0.013191168	0.0219268396	0.1424950954	-0.1011420384	0.0276018972	0.0504466403	-0.0033792304	-0.0303661637	-0.0748302291	-0.081011858	-0.0111485971	0.0269045703	-0.072775658	0.0590382691	0.0914918645	0.1710562148	-0.0076881951	-0.0550988278	0.0057262245	-0.0025408382	0.1280529442	-0.0346917435	-0.0085286279	-0.1788937728	0.0894791461	0.0329463386	-0.0815484735	-0.0219453717	0.0117390141	-0.1080992058	0.0659597017	0.160726487	0.0925255492	0.1133324686	0.1092392569	0.1025263906	-0.0651001	-0.0042345999999999	1.7931837159999924e-05	0.0042380230200099	0.154188	0.272073	0.074023717329	0.0237739393439999	-0.150872	0.053896	0.002904778816	0.022762360384	1.55286e-05	-0.0005669744	3.2145997025536e-07	2.4113741796e-10	-0.000327333	0.00017266	2.9811475599999994e-08	1.0714689288900001e-07	-0.000167981	-0.000380309	2.8217616361e-08	1.44634935481e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
748.9408451466209	5.750243046766741	33.06529509688925	560912.3895289347	819.8636815402036	5.692874171460744	672176.4563086565	32.408816332084854	695.4896976747018	1.3130232966301492	483705.9195716481	1.7240301774935047	711.7506792799371	564.6245562761558	1.176193	28.786442	0.08381819	0.0398646	0.1129825932	-0.1127839437	-0.1086517517	0.0129090689	-0.0525707063	0.1296744574	-0.0246814238	-0.0607850785	-0.1093549486	-0.0726578767	0.0837083057	-0.0105366301	0.0109075183	0.0603352002	0.1053146388	-0.0742998865	-0.1374008807	-0.0544366757	-0.0031473896	-0.2155697643	0.0040218352	0.1756348191	-0.1037801957	0.0320039136	-0.1596499877	0.0393648316	0.1374034704	0.0340233471	-0.0143847274	-0.0218551729	0.1474852182	-0.069914602	0.0716704911	-0.1072987413	-0.0668128997	0.0396123113	0.0391282778	0.0792298704	-0.038270431	0.0533212281	-0.0090960503	-0.0485899358	0.0372414873	-0.038015378	0.0401310068	0.0696241566	-0.1512077937	-0.1022251294	-0.0409144672	0.0100557905	-0.0801960002	0.0691811865	-0.0635391822	-0.0199538243	-0.0592664161	-0.0551748734	-0.0033508837	0.0563068657	0.1304563155	0.0969845251	-0.1495080984	-0.0112834146	0.1186948935	-0.182481258	0.1044128935	-0.1088445854	0.0186000937	-0.1434862967	0.0475121574	0.1380161973	-0.0696991571	0.0362088179	0.2023819994	-0.0501020862	-0.1094970717	-0.1223558735	0.0771119496	-0.1020859901	-0.1667525735	-0.0500916369	-0.1182860674	0.0353123457	0.0856038204	-0.1178686821	-0.0398771589	-0.0705307396	-0.1083957231	0.093662228	-0.1174753293	0.0396983729	0.0258847228	0.0733814221	-0.0415468234	-0.0317127031	-0.0487481286	0.0350839789	0.087964042	0.0310868333	0.1129422506	0.1076997553	0.099141769	-0.0479243	0.0171757999999999	0.0002950081056399	0.00229673853049	0.127762	-0.026426	0.000698333476	0.0163231286439999	-0.159117	-0.008245	6.798002500000003e-05	0.025318219689	-0.000348552	-0.0003640806	1.3255468329636002e-07	1.21488496704e-07	-5.19858e-05	0.0002753472	7.581608054784002e-08	2.70252340164e-09	-0.000167981	0.0	2.8217616361e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
746.1221684954787	-2.818676651142141	7.944938063693876	556698.2903203955	824.6175415876011	4.753860047397438	679994.089893979	22.599185350241576	693.646263563283	-1.8434341114187875	481145.13895530347	3.398249323142374	710.4859837768548	545.2373011341206	1.271502	31.119064	0.37500276	0.24091	-0.1152853455	-0.0827760303	-0.0119701372	-0.0581048841	-0.0580980978	0.0884704801	-0.1112899636	-0.1565792725	-0.1255093503	-0.0508062071	0.0886900586	-0.091730826	-0.105312775	-0.0178852329	-0.1033221698	-0.0545998616	-0.0777978043	-0.0976352379	0.0006153329	0.0388883536	0.0937834641	0.000760441	0.1255471667	0.0589555278	0.0361880543	0.0981410366	0.0256803819	-0.2025101125	-0.0606889876	0.0382082906	0.0681406183	0.0773491641	-0.0240374154	-0.0685393385	-0.0063690336	0.1230374479	-0.1322793857	-0.0660557072	0.1661519144	0.0381952001	0.0399523012	-0.1324603474	-0.0767694663	0.0484148442	-0.0088808505	-0.0523585423	-0.0283528414	0.0440036142	0.0142299474	-0.057904039	0.0165826266	0.0158152845	-0.09958763	0.099851663	0.0954462148	0.010252753	-0.0896291325	-0.1243731961	-0.0074192035	0.114513085	-0.091453168	-0.0294730319	0.1252446777	-0.0359788952	-0.0729928909	0.1075858125	-0.1278408222	0.1185744592	0.0285629681	0.0201494534	0.085384895	0.0069641576	0.0539405412	0.1017324008	0.0197916931	0.0788805578	0.1533466018	-0.046058739	0.1028571929	-0.0545449426	-0.0897811697	0.1005214794	-0.0668706192	0.0815573874	0.1018683049	0.0988467409	0.1671881892	0.0286863801	0.0863535444	0.0186699417	0.0645347715	0.0901754444	0.0607287931	-0.0889763575	-0.1098990054	-0.0109420512	-0.049974621	-0.2073579206	0.1125037874	0.1059762505	0.0953761056	-0.0531623	-0.005238	2.7436643999999994e-05	0.00282623014129	-0.105093	-0.2328549999999999	0.0542214510249999	0.011044538649	-0.196788	-0.0376709999999999	0.0014191042409999	0.038725516944	0.000464957	0.000813509	6.617968930810001e-07	2.16185011849e-07	-0.000749993	-0.0006980072	4.872140512518401e-07	5.62489500049e-07	0.000305278	0.0004732589999999	9.319465728399999e-08	2.2397408108099998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
