global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
708.3371415972375	n/a	n/a	501741.5061661449	899.7563401768745	n/a	809561.4716884834	n/a	670.5777632473877	n/a	n/a	449674.5365618696	684.1931409314874	506.9582530906576	n/a	n/a	n/a	n/a	-0.0205974273	-0.0130661099	-0.0764330742	0.0082898613	-0.0356591996	-0.0320067115	0.0553082242	-0.0497022238	0.1407992368	-0.3749436386	0.101998623	0.017600331	-0.166663489	0.0983418388	-0.1951179894	0.0368235802	0.1000855968	-0.0843146781	0.0397573134	-0.0314586521	0.0088537515	-0.0125109178	0.1546898382	-0.1252148257	0.0772286673	-0.0295120628	0.0803573832	0.0349996922	-0.0400554444	0.0477973528	-0.0341115221	0.0501183078	-0.06546143	0.1021253572	-0.0793696072	0.0317703844	-0.0194806441	0.0755132392	-0.0077299322	0.0180832916	-0.1189044426	0.0173946799	0.1000330392	-0.0545020318	0.1120510985	0.1392072562	-0.1131719189	0.0816287732	-0.0805284223	-0.0505792202	0.103502605	0.0194716557	-0.0861580376	-0.0245422404	-0.1239797032	0.0973358959	-0.0729859957	-0.0131187724	-0.0714289861	-0.1950574455	-0.0386499376	-0.0103504803	0.1388447588	-0.0418047804	0.0173292679	-0.1609356949	0.0011029447	-0.1850608352	0.1136552348	-0.0264897914	0.0069297243	-0.1065281909	0.0324732702	-0.0315671844	0.0415524142	-0.0140482731	0.0381492999	-0.1917652027	0.0207939728	-0.1011539263	0.0458515399	-0.1373040897	0.0064942198	-0.0802318431	0.1191888282	-0.0279714041	0.095912787	-0.1537367324	-0.0259802668	0.0728000881	-0.0105827025	-0.0394202823	0.0321939234	0.0847197686	-0.0606198503	-0.1098552721	0.1540430675	0.0152336872	0.0209940682	-0.0267627258	-0.040168902	0.1147017419	0.1146833673	0.1146527451	-0.0133088	n/a	n/a	0.00017712415744	-0.0873155999999999	n/a	n/a	0.0076240140033599	-0.103537	n/a	0.010719910369	n/a	1.32609e-05	n/a	1.7585146881e-10	n/a	-0.000148455	n/a	n/a	2.2038887025e-08	-0.000148713	n/a	n/a	2.2115556369e-08	0.0	0.0	0.0
708.0935448710453	-0.2435967261922087	0.0593393650115619	501396.4682880431	892.5923404327157	-7.163999744158787	796721.086199153	51.32289233430716	670.638386442516	0.0606231951283007	0.003675171787564	449755.8453702214	682.6449330548473	505.0806267445968	1.071751	28.655151	0.4515021950000001	0.253271	0.0247395407	-0.0262772889	0.0835682844	0.0439894027	0.0461188497	-0.1684354425	-0.0181979372	-0.0735106008	0.0564767138	0.035329073	-0.0465711309	-0.0169284031	0.1442557138	-0.1425490781	-0.0169397982	-0.0013242921	-0.0866910345	0.0984428747	0.0089805454	0.0606522019	0.111032995	0.0372090838	-0.1589883043	-0.0609075535	-0.0251390032	-0.0080768442	0.0318131252	-0.0662952498	0.0040145593	-0.0697735217	0.0732639046	0.033996375	-0.0803521809	-0.1019516857	-0.0726989755	-0.0274068481	0.0331366386	0.0688564056	-0.0939586219	0.0062651666	0.0583820354	0.0683495808	0.1096493355	-0.0666861734	-0.0119100368	0.0564278895	-0.1500042174	-0.1379386794	-0.1171419426	0.0198187621	0.0106733894	-0.0171906144	-0.1605247025	-0.1068599913	0.0990811717	-0.0371284032	-0.0599154857	-0.1046665706	-0.031616358	-0.1257539737	0.0548510087	-0.0113346112	-0.119134845	0.0291698226	-0.0444548552	-0.1201530122	-0.0504215625	0.094324269	-0.0826059481	-0.0022070078	0.056344544	-0.153156409	0.0330859946	0.0413668383	-0.0964482468	-0.0084397239	0.0485123249	-0.1623871271	0.1207168765	-0.041542741	0.0944143098	-0.1021798914	0.0269866432	-0.0414367561	-0.0767782401	-0.0666871787	0.0011744737	-0.0664033187	-0.198654789	-0.0147117264	-0.1635330052	0.1253997529	0.0344695862	0.0316428336	0.0486055065	0.0222256699	-0.037738798	0.0052399602	0.1349681585	-0.1323512086	0.0447466101	0.1146527451	0.1144874327	0.1142120884	0.0143428	0.0276516	0.0007646109825599	0.0002057159118399	0.0944918	0.1818073999999999	0.0330539306947599	0.00892870026724	0.05703	0.160567	0.0032524208999999	0.025781761489	-0.00115842	-0.0011716809	1.3419368964e-06	1.3728361314248102e-06	-0.000417313	-0.0002688579999999	7.228462416399999e-08	1.7415013996899998e-07	-0.000337698	-0.000188985	3.5715330225e-08	1.14039939204e-07	0.0	0.0	0.0
708.4735243847499	0.3799795137045976	0.1443844308351824	501934.7347541488	891.983412584499	-0.6089278482166947	795634.4083258886	0.3707931243338139	671.0120615478518	0.373675105335792	0.1396330843477153	450257.186742698	682.7702575588592	511.5828851446033	0.9476770000000002	25.337803	0.316640099	0.178465	0.0066370845	0.0951065226	0.0379233323	0.0797019073	-0.0294566555	-0.056196998	-0.1249053731	0.0254598066	-0.0205516569	-0.0510732228	-0.0019488238	-0.0019056589	-0.0938244736	0.0461382712	0.0266679591	0.0564350671	0.0063314232	0.0534965489	-0.0138477031	-0.042706122	0.0425177828	-0.0194277636	0.0854788781	-0.0163669259	0.0814135627	-0.0151559173	0.1359749412	0.0440723292	0.1098572395	0.0476386643	-0.0489942728	-0.055195092	-0.0802217542	0.0914101235	-0.0788871883	-0.0172582276	0.2022455166	0.033611431	0.0778929855	-0.0987988598	-0.1503891317	-0.0968649007	0.0159956963	0.0497118671	0.0293165699	0.0026196263	0.0019438997	-0.0151236357	0.1132539432	0.0969418907	-0.0326273962	-0.0487472374	0.0678016966	-0.0597190841	0.1552146353	0.0576129785	0.1657970654	-0.0980244908	0.1780523946	0.1187124553	-0.0184811547	-0.0334176127	-0.0457525144	-0.0816481171	-0.0641021915	-0.0040151914	-0.0050927725	-0.082403881	0.0825879104	-0.0166968846	0.1635303929	-0.0749252887	-0.0201288311	-0.0292555016	0.1124019417	0.0714161825	-0.0681889737	0.0112293025	0.0030336214	-0.028203586	0.0325779887	-0.1600696112	0.0569977172	0.0974207851	0.0456232607	-0.0967154763	-0.1447763529	-0.0645628545	0.1697355252	0.046409725	-0.0056676784	0.1124755945	0.0002142954	-0.0872921244	0.0652895333	-0.0438875157	-0.0841779849	0.0774895109	0.0361451494	0.1373430308	-0.0417208905	0.1145547726	0.1140958982	0.1133324686	0.0357902	0.0214474	0.00045999096676	0.00128093841604	-0.0648692	-0.159361	0.025395928321	0.00420801310864	0.000373551	-0.056656449	1.39540349601e-07	0.0032099532132896	-0.00161842	-0.0004599999999999	2.6192832964e-06	2.115999999999999e-07	0.000470783	0.000888096	7.88714505216e-07	2.21636633089e-07	-0.000102289	0.000235409	5.5417397281000014e-08	1.0463039521e-08	0.0	0.0	0.0
707.9891645983525	-0.4843597863973627	0.2346044026788989	501248.6571886732	888.9965354234969	-2.9868771610020985	790314.8399949807	8.921435174915956	670.5831930257141	-0.4288685221376909	0.183928209280567	449681.8187685621	681.9242867929582	516.6748413573275	0.824739	22.05085	0.241708449	0.121023	0.0615451744	0.0844696358	0.0791932243	0.0082014646	0.0470754429	0.0231880024	-0.0907539383	0.0345656202	0.0400313957	0.1197779559	-0.0661247548	0.0455593375	-0.0462883981	-0.0361353846	0.1109636502	-0.0446682953	-0.0824746067	0.0002797195	-0.0649017664	-0.0287983049	-0.036437556	-0.0160057425	-0.0257370735	-0.0981728897	0.0225670627	0.216246563	0.0429156484	0.0359295305	-0.1798668049	0.1188290227	-0.1555207707	-0.1062075937	-0.031268421	-0.0613838816	-0.0609906352	-0.0394618516	0.045683274	-0.0211326894	-0.0561359761	-0.1139250752	-0.0207596016	0.0826667624	0.0176431029	-0.0136932295	-0.0883661579	-0.0795387018	0.1004427384	0.0976171129	-0.0286454168	0.0481138978	0.011248118	0.0391378191	0.1422188464	-0.1150697586	-0.0690048754	0.0210765779	0.1315308344	-0.0477930851	0.0379588073	0.007578217	0.0287747637	0.0341575994	-0.0532779903	-0.0204335392	-0.0002695165	0.1086406353	0.1180428231	0.0225789019	0.0055962821	0.0517499834	0.0314626841	-0.0054355552	-0.0452105849	0.059098166	-0.0061534128	-0.1281129516	0.139646112	-0.2099263946	-0.0267623009	-0.0089077155	0.1459992784	-0.0099618854	-0.0722511031	0.127627119	0.0137389804	0.0051194949	-0.0972059513	0.0839470095	0.1199793801	-0.0575097771	-0.0337002776	-0.0663353766	-0.0659383216	-0.1169563851	0.0394791518	0.0820052912	-0.0942845518	-0.0592338058	-0.0990792726	0.0282571804	0.03970631	0.1144078661	0.1135094328	0.1120172664	0.021134	-0.0146562	0.00021480419844	0.000446645956	0.0253245	0.0901937	0.00813490351969	0.00064133030025	0.0522689	0.051895349	0.00273203790721	0.0026931272478318	-0.000935415	0.000683005	8.75001222225e-07	4.66495830025e-07	-0.000503586	-0.000974369	9.49394948161e-07	2.53598859396e-07	-0.000144179	-4.189000000000001e-05	1.7547721000000004e-09	2.0787584041e-08	0.0	0.0	0.0
706.6437535968131	-1.3454110015394465	1.810130763063376	499345.3944973935	890.4934974908829	1.4969620673859936	792978.669073545	2.240895431192548	669.0119439253886	-1.571249100325531	2.4688237352737903	447576.9811148272	681.3336150374449	513.1704185526039	0.8243669999999998	22.040894	0.189160656	0.0954763	-0.0168798813	0.0782511548	0.0052926862	-0.0124316126	-0.0380790682	0.0366140681	-0.0366949125	0.0246225978	-0.018927764	0.0639367497	-0.006756436	0.0483406168	-0.154189233	0.0295356022	-0.0387580426	0.1033083093	0.0437119877	-0.0539059539	-0.0427490795	-0.0906244462	-0.0258387192	-0.0853175185	-0.0905319239	0.0035691852	0.0008291116	0.0163547732	0.0112553106	-0.0362564678	-0.1246082356	-0.1197531141	-0.0860277138	0.034471459	-0.1654199541	0.0124278728	-0.0005855189	-0.1138009095	0.0553414952	-0.1190780785	0.0044376446	0.0748683752	0.010521605	-0.0024991735	-0.0220240696	-0.0864787416	0.0311197259	0.2268253226	-0.0578732235	0.2196783149	0.044758563	0.0269388243	-0.177136637	0.0381441155	0.0034104597	0.0096921748	0.04507498	-0.0336564494	0.0401946436	-0.0183183942	-0.0273842889	0.0006693581	-0.0463210004	-0.0053267787	0.0347380974	-0.0493343591	0.0453553313	0.1051663951	-0.0346181678	0.0192631429	-0.0079775075	0.0542615671	0.0685321769	0.110974707	0.0811321436	0.0106008772	0.0649404882	0.0782501889	0.1294553838	-0.0975023659	-0.060951508	0.0845060308	0.0513834876	-0.0499601181	-0.0538855528	0.0754035357	0.0527389136	0.0755719467	0.0532046796	-0.1328176664	0.1310014518	-0.0312420908	-0.0966386923	0.0476203924	0.0538700244	0.0384172275	-0.1076187149	0.0370961193	0.0604033595	0.0095384282	-0.057671452	-0.0207966782	0.0210554462	0.1142120884	0.1127290384	0.1102715368	0.0158868	-0.0052472	2.7533107840000004e-05	0.00025239041424	-0.0312047	-0.0565292	0.00319555045264	0.0009737333020899	0.000558347	-0.051710553	3.1175137240900005e-07	0.0026739812915658	-0.00123431	-0.000298895	1.5235211761e-06	8.9338221025e-08	0.000563084	0.00106667	1.1377848889e-06	3.170635910560001e-07	3.73006e-06	0.00014790906	2.18770900300836e-08	1.39133476036e-11	0.0	0.0	0.0
706.7364229998332	0.0926694030200678	0.0085876182560957	499476.3715945991	886.1943813945946	-4.29911609628823	785340.4816153483	18.482399209364555	669.8601648633188	0.8482209379302503	0.7194787595432736	448712.6404707126	681.2919038222096	509.9288704755213	0.820847	21.946783	0.19450616	0.0912475	0.0642548385	0.0027425216	0.0011578409	-0.0413935134	0.0318554699	0.1163401127	-0.0354716207	0.0211237233	-0.0592842725	0.0737628505	-0.0382229977	0.0897785958	0.0236668782	0.0397758811	0.1236089212	-0.0483238472	-0.0808750171	-0.0089086079	0.0086560305	0.0357284636	-0.1170453077	-0.0772781083	-0.03990812	0.0708767	-0.0515890392	0.0172783376	0.0583024964	0.121754183	-0.0425997255	0.1438561936	0.0454463281	0.0180671956	-0.0917101448	0.1222939712	0.1408507149	0.0932589932	-0.115764551	-0.0099914471	-0.0319009069	-0.1299960981	0.0837150764	0.096622792	-0.1806358057	-0.088669029	-0.0603670028	0.0865434134	0.0866140961	0.0222567878	-0.0442414532	0.0925346689	0.1098810491	-0.0218470328	-0.0260416297	0.1703568898	-0.031595802	0.0542681445	-0.0444840182	-0.0563373535	0.0291342834	0.0195864419	0.026922284	0.0420658644	-0.0110144966	0.0183138295	0.0164336307	0.141247696	0.0147235771	0.0431481087	-0.1382857355	-0.0062214638	-0.0139690978	-0.012727413	0.0123856484	0.066700381	0.0207338231	-0.0582163378	0.0560228517	0.0086401502	-0.1298876512	-0.0630700762	-0.0667383108	0.1478660638	-0.0433597211	0.1061546851	0.0346136821	-0.0724289159	0.1705658457	0.1157674752	0.0125487306	0.129910365	0.1025204022	0.0320953095	-0.0356370798	-0.2016491092	0.0296181988	-0.1188648973	0.1159278064	-0.0415642784	0.0587735449	-0.0518667168	-0.0477996593	0.1139675232	0.1117560484	0.1081019891	-0.000334499	-0.0162212989999999	0.0002631305412474	1.11889581001e-07	0.0302269	0.0614316	0.00377384147856	0.00091366548361	0.0535219	0.052963553	0.0028645937796099	0.0028051379463838	-0.000948642	0.000285668	8.99921644164e-07	8.1606206224e-08	-2.92341e-05	-0.0005923181	3.508407315876101e-07	8.546326028099998e-10	-0.000396078	-0.00039980806	1.598464848409636e-07	1.56877782084e-07	0.0	0.0	0.0
706.9676776754387	0.2312546756055553	0.0534787249894306	499803.297277803	886.8617644678535	0.6673830732588613	786523.7892750344	0.4454001664724425	669.3332524572779	-0.5269124060408785	0.2776366836397876	448007.0028450381	681.6685193121833	508.6623242386715	0.926332	24.76713	0.26079163	0.14787	-0.0548243611	-0.0149495875	-0.0596169006	-0.0750158188	-0.0259655582	0.1258812508	-0.0191847112	0.092029976	-0.0646041089	-0.0151346597	-0.0628524211	-0.0487574507	-0.0129415715	-0.0502698585	-0.0887866008	-0.0058445702	0.0588008909	-0.0514713448	-0.0060123105	-0.0540690726	-0.046989799	-0.1156801331	0.0168025398	0.0141958035	0.0252934216	0.0163528909	0.0748738159	0.0924738707	0.0468032334	-0.0842124752	0.0872992764	0.0801568018	0.0641809099	0.0124865039	-0.1090678663	-0.0133260039	0.0303924976	0.1050337978	0.009712218	-0.0923896989	0.0271349002	-0.1758895155	-0.1045715096	-0.0575257359	-0.1443447561	-0.065219953	-0.0697935302	-0.0037892733	0.1031647247	0.0265711963	-0.0744512636	-0.0814606725	0.1880287672	-0.0950526478	-0.1180456003	-0.0700715218	-0.1507409635	-0.0190920768	0.0614824591	-0.1574980429	-0.0466454416	-0.0035836746	0.0949547166	-0.0380960024	0.0392963131	0.1525898743	0.0289414154	-0.0718702994	0.0079862552	0.0282194855	-0.0224655621	-0.0824131872	0.1009464443	-0.0775252701	-0.0974707148	0.0823666473	-0.0699144714	0.1089883952	0.0591274671	-0.0494642262	-0.0233314113	0.0586261604	-0.0391187196	-0.096073385	0.1218970077	-0.0993738955	0.0134224549	-0.1260519119	-0.0800036045	-0.0369502336	-0.0427614345	-0.0968317123	-0.0012899424	-0.0877876859	0.0292115728	-0.002019945	0.0379198429	0.1518463793	-0.1467455689	0.1659903368	-0.014465908	0.1136742748	0.110592125	0.105516962	-0.000421324	-8.682500000000001e-05	7.538580625000001e-09	1.77513912976e-07	-0.0804678999999999	-0.1106947999999999	0.0122533387470399	0.0064750829304099	-0.0317399	-0.0852618	0.00100742125201	0.00726957453924	-0.000957209	-8.567000000000015e-06	9.16249069681e-07	7.339348900000024e-11	0.0008105099999999	0.0008397440999999	7.051701534846421e-07	6.569264600998379e-07	5.0575e-05	0.000446653	1.9949890240900007e-07	2.557830625e-09	0.0	0.0	0.0
708.1689252355219	1.201247560083175	1.442995700605781	501503.2266692342	887.1446831360915	0.2829186682380396	787025.6888166362	0.0800429728375859	671.4266838990198	2.0934314417419277	4.382455201273684	450813.79185163433	683.2430656350492	507.6949827833124	0.967647	25.871746	0.3887472105000001	0.236638	-0.0010583962	-0.0633908398	-0.0211325929	-0.1077526747	0.0392725226	0.1044336145	0.0678351429	-0.0043310674	0.0830023721	0.0761885904	-0.0985641893	0.0010508879	0.1382140915	0.1152761857	-0.0445702283	0.1279559619	-0.0688740605	0.0402350365	-0.0366782412	0.1325886169	-0.0344984898	-0.0527025032	-0.0083069137	-0.0325790678	0.0915157229	0.0045816294	0.0732465856	-0.0485981561	0.0679435918	0.0795462597	0.0264121962	0.1054859443	0.1175951228	0.0140286591	-0.2246139556	0.1018491859	0.0502720553	-0.109822787	-0.0847205278	0.0166648753	-0.1075068601	-0.0644229626	-0.129755002	-0.0520874621	-0.0655306491	0.0270068412	0.0886096156	0.0249876281	-0.0676076114	-0.0171247922	0.0986074245	0.10033608	-0.0618930138	0.0289700921	0.167201888	0.1282804319	-0.0553886906	-0.0666855817	-0.0313586219	0.1494992945	0.0612937308	0.0282961381	-0.0510711601	0.153484527	0.0306657884	0.052385621	0.0503065818	-0.034869082	0.0698047184	-0.0725489133	0.1634069165	-0.1374075733	-0.0472933215	-0.0172825289	-0.048623564	-0.0013742706	0.0256985007	0.1178563633	0.0139530198	-0.1615868714	0.1304266809	0.0996777772	0.143886084	-0.0430332375	0.0735807738	0.0385969639	0.1018445995	-0.0682031928	-0.0181968989	-0.09084174	-0.0395788981	0.1104457671	-0.036639452	-0.0010225435	0.0601652596	0.1100655158	0.0232571405	-0.0363133913	0.2129127592	0.1779103201	-0.015007604	0.1133324686	0.1092392569	0.1025263906	0.00490181	0.005323134	2.8335755581956003e-05	2.4027741276100004e-05	0.110019	0.1904868999999999	0.0362852590716099	0.012104180361	0.101056	0.1327959	0.010212315136	0.01763475105681	-0.00157758	-0.000620371	2.4887586564000005e-06	3.848601776410001e-07	0.000270883	-0.0005396269999999	2.911972991288921e-07	7.337759968899998e-08	7.747469999999998e-06	-4.2827530000000005e-05	1.8341973259009003e-09	6.002329140089997e-11	0.0	0.0	0.0
708.2219757175999	0.0530504820779924	0.0028143536487073	501578.3668893406	893.5871189758752	6.442435839783684	798497.939199605	41.5049795497293	672.566965336102	1.1402814370821943	1.3002417557542345	452346.3228614135	685.5247419815896	507.3235871736121	0.8504399999999999	22.73801	0.2467487385	0.153198	-0.0452819148	-0.0547504968	-0.0161093458	-0.0437390492	0.0189271564	0.0209117362	0.1493272637	-0.0241894486	0.1550392572	-0.0784280007	0.0696920586	0.1459036325	0.0549318015	0.0196262956	0.008363812	-0.0151286743	-0.0387832364	0.0809536598	-0.0323493544	0.1280475151	-0.0314319488	0.0075973545	0.0872123617	-0.0176929684	-0.0764889311	0.0574512448	0.2106667692	-0.0471231976	0.076682555	0.0429628442	-0.0147751521	-0.1338298928	0.0480585301	0.0017941172	0.0756370362	0.0559918314	-0.0895237325	0.1062501816	-0.0438358319	0.1097654697	-0.0265142811	0.1100083922	0.0789904124	0.0366005479	0.0504613652	-0.0214369536	0.07556956	-0.0920940774	0.0006757193	0.039575054	0.0241868818	-0.0538084012	0.0269619771	-0.1272619185	-0.0446355199	0.1217897279	-0.038694357	-0.0408450725	0.1279812974	0.0898949857	0.0261434848	0.0143906525	0.0002043395	0.1376683378	-0.0459542116	-0.118383678	-0.0350778513	-0.1797575249	-0.0112795546	0.003572043	-0.0342305219	-0.2693866853	-0.0775546309	-0.0741324122	-0.0406024978	-0.1501747108	-0.0170287126	-0.0850269148	0.046989916	0.1468707762	0.0257457588	0.0332158821	0.0698462592	0.0250322773	0.0332427758	-0.0374133661	-0.0906100001	0.150703512	-0.0534114588	0.0615457297	0.0411431302	0.0100030336	-0.0019549004	-0.0683298583	-0.0769821482	-0.0042589728	0.0924306547	-0.0635303679	-0.0175132217	0.1179795533	0.0080116787	0.1129422506	0.1076997553	0.099141769	0.00529207	0.0003902599999999	1.5230286759999992e-07	2.8006004884900003e-05	-0.0201163	-0.1301353	0.01693519630609	0.00040466552569	0.024697	-0.076359	0.000609941809	0.005830696881	-0.0019928	-0.0004152199999999	3.971251839999999e-06	1.724076483999998e-07	0.000578449	0.000307566	9.459684435600001e-08	3.34603245601e-07	-6.67501e-05	-7.449757e-05	5.5498879359049e-09	4.4555758500100006e-09	0.0	0.0	0.0
705.7021051935308	-2.51987052406912	6.34974745807238	498015.4612745812	889.4022562739876	-4.184862701887596	791036.37346526	17.51307583364995	670.386853360975	-2.180111975127033	4.752888224092295	449418.53315922944	682.7971338784929	503.1378096560521	0.883174	23.613216	0.184747315	0.0943609	0.0918728661	-0.0776299771	-0.0366673979	-0.0337484392	0.0875443244	0.0326335604	0.0586037042	-0.114094408	0.009802644	-0.1172640432	0.0773611914	-0.0693010158	0.1119571082	0.0167820942	0.1385117506	0.0361788716	-0.0169093086	-0.0710345492	0.0390540561	0.0924288632	0.0011091997	-0.0677163571	0.055637792	-0.076937231	-0.0197434518	-0.0412087095	-0.0551405287	0.0269730127	-0.0217154939	0.0412016315	-0.0625102592	-0.1288712473	-0.100343306	0.076671504	-0.0547022347	-0.0721152379	-0.1462488838	-0.0599476629	-0.0823493358	0.1219229579	-0.0589970967	-0.0728295024	0.0779589821	0.0009531802	0.0606215243	0.0314618	-0.0482339728	-0.1273886041	-0.0574769045	-0.0478221116	0.0851716202	-0.0322610305	-0.0247076622	0.0833165729	-0.038418659	0.0696744614	0.0704450207	0.0275945728	-0.0347845848	0.0021213725	0.060286971	0.0274125103	0.0748862688	0.0531246651	0.0252743338	-0.1399477683	-0.0592684436	-0.0117285637	0.0726253863	-0.0577800886	-0.1086015066	-0.0159729827	-0.0036326949	0.0867047493	0.0827597213	-0.0118894952	0.1301081509	0.0135146768	-0.0085197046	0.0567185703	0.1223553758	-0.0772527488	-0.0486721948	-0.0142341811	0.0924770021	0.1205531923	0.0147023559	0.08342589	0.0509159714	0.066791423	-0.0024378299	-0.0516935425	-0.0201793891	-0.0122902784	0.0661894054	-0.0879796344	-0.0166952937	-0.0074933575	0.0985610013	0.0514580332	0.0648738819	0.1125037874	0.1059762505	0.0953761056	-0.0261683	-0.03146037	0.0009897548805369	0.0006847799248899	-0.0183131	0.0018032	3.2515302400000048e-06	0.0003353696316099	0.03259	0.007893	0.0010621081	6.229944900000002e-05	-0.000600485	0.0013923149999999	3.60582235225e-07	1.938541059225e-06	-0.000137297	-0.000715746	5.12292336516e-07	1.8850466209000003e-08	-0.000830504	-0.0007637539	5.833200197652101e-07	6.897368940160001e-07	0.0	0.0	0.0
