global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	c_comp_cor_14	c_comp_cor_15	c_comp_cor_16	c_comp_cor_17	c_comp_cor_18	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
783.019535527045	n/a	n/a	613119.5930169893	923.2696389797446	n/a	n/a	852426.826261788	724.4767926534739	n/a	524866.6230934646	n/a	747.0011335909717	606.7904640667609	n/a	n/a	n/a	n/a	-0.0721099932	-0.0014914621	0.1704577716	-0.0044754916	0.0907974601	-0.0017027874	-0.0667552841	0.055263017	-0.1466482619	0.1235312956	-0.1558491636	0.0285471756	-0.1268635171	-0.2018655556	0.1654289754	-0.214728375	0.0797446993	-0.0479846771	0.2361423148	-0.0562260346	0.0717373157	-0.0847310549	-0.0174529649	0.1635613592	-0.0308403509	0.0214398119	-0.0395788094	0.0982787437	0.0926994227	-0.0552097694	0.1993097887	-0.0392056664	0.0609380227	0.0099433453	-0.1231331904	0.0272490448	-0.0420103367	0.0261305514	-0.0071474668	0.0195146541	-0.0493997476	0.0503247286	-0.0122666845	0.045288384	-0.0472816719	0.1061568737	-0.0414768263	0.0016564889	0.103675503	-0.0042473144	0.034053885	-0.0205047107	0.07977557	-0.0682316732	-0.0026767569	0.0572974136	0.0597507638	-0.15761616	0.117261604	0.1426507853	0.0368036973	-0.1694297262	-0.0438257907	0.1232133266	0.0487387455	-0.1020865534	-0.0447308334	0.1123317708	-0.0439144569	-0.0427968639	0.0437592422	-0.0935408063	0.144519101	-0.0093958161	0.0161184719	-0.1517061032	-0.065928108	0.075702256	-0.0062268063	0.0305846364	-0.0526091587	0.149037906	-0.1298661199	0.1082177976	-0.0203834717	0.04077657	-0.0859260245	0.0362448495	-0.0118783095	0.020462887	-0.0096751896	0.0506837757	-0.0110841342	0.1583690647	-0.1737835723	0.1072059623	-0.0438892744	6.1537e-05	0.0398804963	-0.0171645308	-0.1224669954	0.0973566852	-0.0487637244	-0.0320970362	0.0754600616	0.0803552852	-0.0556378544	0.0237326422	0.0063842311	0.1577244945	-0.1099964946	0.014765155	0.0222154656	0.0239894344	0.1147017419	0.1146833673	0.1146527451	-0.00998468	n/a	n/a	9.969383470239998e-05	-0.0905829	n/a	0.0082052617724099	n/a	-0.121178	n/a	n/a	0.0146841076839999	-0.000880204	n/a	n/a	7.747590816159999e-07	-0.000455047	n/a	2.07067772209e-07	n/a	0.00126891	n/a	1.6101325881000002e-06	n/a
781.3451800701473	-1.6743554568977288	2.8034661960432024	610500.290418851	916.4024526580208	-6.867186321723807	47.15824797727055	839793.4552376361	724.7353975740333	0.2586049205593781	525241.3964967921	0.0668765049375222	746.214197232882	605.6909550287394	0.98451	18.58568	0.07235337	0.0387141	-0.1216646807	0.0862235089	0.049195558	-0.106042592	-0.073907664	0.0328330673	0.1155161836	0.0911158161	0.0411741997	0.0040117973	0.028640485	0.0427273224	-0.1369149846	-0.0709436647	0.0326467521	0.0367690098	-0.038339035	-0.0749519394	-0.1111545998	-0.0180703346	-0.154636728	-0.0518582312	0.03201658	0.0118700962	0.1352276621	0.0778982451	-0.0481136913	0.031735861	-0.0046896394	-0.0398381605	0.1492208262	-0.0864969235	0.0361878292	0.0280744677	0.0186342134	0.0616879635	-0.0058777931	0.0449020109	0.0613346354	0.0230578164	0.0228410167	-0.0191238646	0.0085523773	-0.022994682	-0.0962388337	0.0314458585	0.0884550501	-0.0162739742	0.0388801392	0.0373737341	-0.1012819992	-0.1045150497	-0.0321947423	0.0150393867	0.0262856394	0.0896432571	-0.0875245286	-0.0874739151	-0.0025451733	0.0846681104	0.11692308	0.1295843372	-0.0146611149	0.0051265651	0.0586611966	0.2052283555	0.0581956203	-0.0596487494	0.0537519492	0.0522354045	-0.0638472896	0.0278012532	0.0721051749	-0.0761892314	-0.1179839764	-0.1462228808	0.0277302023	-0.0716080272	-0.03906578	-0.0775040312	-0.0299939202	0.0264575247	-0.1030246551	-0.0820824273	0.0251344444	0.0185696676	0.0801741976	0.1178566904	0.0121977546	-0.0799819947	-0.0825053584	0.0234132842	0.0759699104	-0.0323089159	-0.0356273947	-0.0013107011	-0.117564957	0.0025948515	-0.0398128325	0.0056416917	0.0741242683	-0.0781877874	-0.0215159534	-0.1729671581	-0.0329225159	0.0633746157	0.1033382199	-0.0046320231	0.0524350954	-0.0762722973	0.0802669545	0.0020316474	0.1297419493	0.056923249	0.1146527451	0.1144874327	0.1142120884	-0.0116246	-0.00163992	2.689337606400004e-06	0.00013513132516	-0.0582205	0.0323623999999999	0.00338962662025	0.0010473249337599	-0.12434	-0.003162	9.998244000000075e-06	0.0154604356	-0.00120045	-0.000320246	1.0255750051600005e-07	1.4410802025000002e-06	-0.000598022	-0.000142975	3.5763031248400005e-07	2.0441850625000013e-08	0.00102835	-0.00024056	1.0575037225e-06	5.7869113600000056e-08
781.4520257281446	0.1068456579972689	0.0114159946328693	610667.2685146207	921.383648045589	4.981195387568164	24.81230748913035	848947.8268857978	725.1106450724354	0.3752474984021319	525785.4475973634	0.140810685057058	747.2219297177303	600.8369106557157	1.025663	19.362576	0.10434773	0.048245	-0.1029027985	-0.0865224955	-0.0612997689	-0.0145202193	0.0700607135	0.0722986437	-0.0091805726	0.0380430546	0.0894454592	0.1427668551	-0.0002107507	0.0179685894	-0.1585711629	-0.0443824462	0.0346195629	0.1391210198	0.096339505	0.0511177367	0.0953745246	-0.0756479537	-0.05964612	-0.0886854936	-0.0183745329	0.0008704464	0.1962180535	-0.0958763346	-0.0951742319	-0.023917697	0.1651565651	-0.1087325254	0.096411469	-0.1560339454	0.0901987978	-0.0797183619	0.0204753806	-0.0298868091	0.0133737945	-0.0562601029	-0.0166530649	0.0811454693	0.0058753508	-0.0658522252	0.0611605624	-0.1586342151	-0.0103936635	0.0121282341	0.1496596651	0.0561446688	-0.0720515835	-0.0433903387	-0.1259626475	-0.0936338199	-0.0882404329	0.1806108445	-0.0414425526	0.096659529	-0.0373543671	0.071015193	-0.0838573566	0.0100940767	0.0347315367	-0.0142776282	0.0939607022	-0.0020946357	-0.0446435075	-0.04517245	-0.034522926	-0.0659370573	-0.1068043172	-0.0771404747	0.0809501716	0.0388888673	0.013371159	-0.0182257379	0.0773344523	-0.1669407251	0.1779462704	-0.0603347069	-0.1835129202	-0.028286963	0.1550458785	0.0798793031	0.0387564789	-0.0758379914	0.0306121756	-0.0664503879	0.0162886527	0.1934975364	0.0107883148	-0.0550879648	0.0852050031	0.1454351987	-0.053324962	-0.015792015	0.219954877	0.0538902471	-0.0619857574	0.0788899354	0.0888247449	-0.0320043163	0.0291192911	-0.058816547	0.1414895146	0.0350732246	-0.0321591623	0.0926851761	-0.0005953819	0.0795872736	-0.0449582106	0.0069401308	-0.1224365686	-0.1596114653	-0.0031626425	-0.0886727534	0.1145547726	0.1140958982	0.1133324686	-0.00619042	0.00543418	2.95303122724e-05	3.83212997764e-05	-0.0706088	-0.0123882999999999	0.00498560263744	0.0001534699768899	-0.086664	0.037676	0.001419480976	0.007510648896	-0.000657237	0.000543213	2.950803633690001e-07	4.3196047416900005e-07	-0.000435166	0.000162856	1.89369447556e-07	2.652207673600001e-08	0.0007574339999999	-0.000270916	5.737062643558486e-07	7.339547905605413e-08
781.3297679364848	-0.1222577916597629	0.0149469676215219	610476.2062636812	920.2797856080869	-1.10386243750213	1.218512280928144	846914.8837988663	725.3421707190364	0.2315256466009714	526121.2646234038	0.0536041250339979	747.7192357629377	596.3535323283083	0.978393	18.470211	0.0417858899999999	0.0213822	-0.1249522668	-0.110676186	-0.0069823715	0.105099003	-0.0913369539	0.0674740325	-0.0929478094	0.1347793713	-0.0716524066	0.1573905474	0.1309244621	-0.0714332766	-0.0678573543	0.0291320212	-0.0596388632	0.0537146585	0.070619391	-0.1073109956	0.0086084381	-0.0153288582	-0.1218157885	-0.0764128023	0.0524175435	-0.0329011031	-0.0447385569	-0.0772388427	-0.0634493417	0.1722997846	0.0117675113	-0.0288692684	-0.0334321323	0.0367381945	0.15841279	0.1129020511	-0.0701183866	-0.0552880548	0.0550025468	-0.0486159191	-0.0573623242	0.1004380096	0.0155679923	0.06153255	0.0944390777	-0.0637077345	0.0531647202	-0.0655565216	-0.0568498615	-0.0286196857	-0.0403991575	-0.1107339409	0.0357846877	-0.0143574624	-0.0688015103	0.0131238594	-0.0177679018	-0.0607755442	-0.0718824752	0.017164458	-0.0175663598	-0.0150643067	0.0086057818	-0.0719018713	0.0178204649	0.0495019897	-0.1344167175	0.0420836037	-0.1420533324	0.028136338	0.0875362184	-0.076580636	0.1092986495	-0.102441231	0.1270316779	-0.0665493766	-0.0261002024	0.0640751777	0.0240400697	0.0528139411	-0.0952604835	-0.0920657951	0.1631598321	0.0184053108	-0.0532096266	0.0880230908	-0.1101929961	-0.0863197526	0.0283058575	-0.1121228359	-0.0424819401	-0.0319275213	0.0516178039	0.0521630086	-0.0604722657	0.0968782266	0.0707437775	-0.0289124257	0.0387876347	-0.0446596704	-0.0421012411	-0.0345282588	-0.0568079352	-0.0474563085	0.0707306442	-0.0357907144	-0.0875127403	-0.0994793838	-0.0260737925	0.0341400572	0.0734880731	-0.0236606491	-0.0627528797	0.1028844215	0.0571271634	-0.0539957	0.1144078661	0.1135094328	0.1120172664	-0.00827346	-0.0020830399999999	4.339055641599998e-06	6.84501403716e-05	-0.0582659	0.0123428999999999	0.00339491510281	0.0001523471804099	-0.101739	-0.0150749999999999	0.0002272556249999	0.010350824121	-0.0007400799999999	-8.284299999990002e-05	6.862962648983434e-09	5.47718406399852e-07	-0.000598022	-0.000162856	3.5763031248400005e-07	2.652207673600001e-08	0.0007574339999999	0.0	5.737062643558486e-07	0.0
781.5099597303226	0.180191793837821	0.0324690825664917	610757.8171576905	918.0644434367302	-2.2153421713566104	4.907740936191021	842842.3223027933	724.8617818241241	-0.4803888949122665	525424.6027492442	0.2307734903550286	746.3911070768008	596.6014929779451	1.009366	19.054922	0.03714461	0.0213297	-0.1085016212	-0.0601695983	0.08485875	0.0611130534	0.0810024696	-0.0238082208	-0.0214602462	0.1092385036	-0.0437376842	-0.040902759	-0.0742898601	0.0254255741	-0.0913663382	-0.024788554	0.0477404567	-0.0639680164	-0.0450640469	-0.0829492105	0.0016713356	0.0244320236	0.0044821672	0.0350610558	-0.1061614434	0.0496370386	-0.0569610134	-0.1016149653	-0.0652842211	0.0042219805	0.0913678208	-0.1277837658	-0.0211843614	0.0361691059	-0.0288520589	0.1243981937	-0.0434238595	0.197859108	-0.0493501514	0.0553622593	-0.0670054041	0.0812005608	-0.0298289629	-0.0441233184	0.0667925244	-0.1362723889	0.1367738918	-0.0746085088	-0.0427592213	0.039840698	0.008177341	0.0070854041	0.1116640304	0.006115059	-0.0515426632	-0.0414461737	0.1250047573	-0.0239694622	0.0358054819	0.1850905024	-0.1330452034	0.0301198599	-0.0079623538	0.0322189893	-0.1227293111	0.0552039602	-0.0196013289	-0.0428984309	-0.0086038642	0.0383102496	-0.0725212989	0.0378426537	0.0780227819	0.057610087	0.1050771431	0.041598684	0.0217453158	-0.0335458637	-0.1051689091	0.072376032	-0.0809414443	-0.0776469379	0.0121812942	-0.037361218	-0.0232020153	-0.0086330344	-0.0287724483	-0.0363911738	-0.0974028368	0.1869486681	-0.1622231481	-0.069449356	0.0760928988	-0.011041602	-0.1349331123	-0.0159934592	-0.032327006	-0.1529945889	0.1380835815	0.0874151184	-0.0332305105	0.0747923883	-0.0257917805	0.0936736944	-0.0004177934	-0.0247730624	-0.0933191219	-0.0288381607	-0.0250186903	-0.0411380567	0.0465214981	-0.0260254862	-0.0632481204	0.1254751588	0.0624912277	0.0785430208	0.1142120884	0.1127290384	0.1102715368	-0.0048998	0.0033736599999999	1.1381581795599998e-05	2.400804004e-05	-0.0640819	-0.0058159999999999	0.00410648990761	3.3825855999999936e-05	-0.0866457999999999	0.0150932	0.00022780468624	0.0075074946576399	-0.0007400799999999	0.0	0.0	5.47718406399852e-07	-0.000340787	0.000257235	1.16135779369e-07	6.616984522500003e-08	0.0007574339999999	0.0	5.737062643558486e-07	0.0
781.8671442588933	0.3571845285706558	0.1275807874502416	611316.231271557	916.6895859984892	-1.3748574382410652	1.8902329754867844	840319.7970780815	724.9721159181763	0.1103340940521775	525584.5688588776	0.0121736123103147	746.0953235862374	599.7411483473423	0.997432	18.829628	0.0412718	0.0210322	-0.1179505609	0.0746916891	0.0449685264	-0.0445908543	-0.1283678874	-0.0107383999	0.0785183451	0.0221037491	-0.071671868	-0.0941570583	0.1826702847	-0.0423905546	-0.1921674059	-0.0581631896	0.0905098349	0.0640813794	-0.0986210994	-0.1584387043	-0.0172929121	-0.0684591768	-0.0332144542	0.0864316872	-0.0146220649	-0.0693247345	0.0441502764	0.0932577234	-0.0260904752	0.0459175327	-0.0091866368	-0.1310795225	0.0209048289	0.1334445117	-0.0072468777	-0.1508181304	0.0632815028	0.0357462765	0.103187879	-0.161006487	-0.028436916	0.0286725953	0.0740602058	-0.11721289	-0.0600333233	-0.1385052344	-0.0847608501	0.0021631769	-0.0438299204	-0.00943111	0.0657577155	0.1040714038	0.0458596301	-0.1455236867	-0.1534376551	0.1501610873	0.0036626233	0.1500024701	0.0577597937	0.1090895742	0.0241875207	-0.0422535806	-0.0550997287	0.0270149154	-0.0015072162	0.0070671667	0.0383336171	0.0111394501	0.0009926329	-0.1361936453	0.0510032167	-0.0174848857	-0.0521596765	-0.0505144447	0.0920709595	0.0200123491	-0.0829409923	0.0009079535	0.0196808309	-0.0182623245	0.0543087897	-0.0805539404	0.117207039	-0.1588023169	-0.0917905234	-0.0957405219	0.2530859707	0.0498061231	0.0595825964	-0.0030290961	-0.1433279878	-0.0577248316	0.1164978827	-0.0649541794	-0.0877646584	-0.2026634982	0.03645407	-0.0013123988	0.0326558655	-0.1704618098	0.0402519559	-0.0199978654	0.089778806	0.1351536872	0.048300003	0.0377538856	0.0242501456	0.0370401009	0.0092646316	0.0601713275	0.0661585108	0.0248031403	-0.0294203895	0.0760525962	0.0532447584	0.2021241028	0.1139675232	0.1117560484	0.1081019891	-0.0182836	-0.0133838	0.00017912610244	0.00033429002896	-0.0710575	-0.0069755999999999	0.0050491683062499	4.8658995359999976e-05	-0.0962875	-0.0096417000000001	9.296237889000191e-05	0.00927128265625	-0.0007400799999999	0.0	0.0	5.47718406399852e-07	-0.000301747	3.9040000000000006e-05	9.1051252009e-08	1.5241216000000002e-09	0.00057106	-0.0001863739999999	3.261095236e-07	3.4735267875962744e-08
782.7076397615168	0.8404955026235257	0.7064326899303731	612631.2493410443	923.1338187125806	6.444232714091413	41.52813527336598	852176.0472508717	725.2281030325368	0.2559871143604368	525955.8014281717	0.0655294027185833	746.8672002215195	603.4491617892121	1.054957	19.915588	0.05871766	0.0260772	-0.0781194	-0.0487224817	-0.0902729332	-0.1151448554	0.0172601872	0.0313133336	0.0645282674	-0.0586137426	0.1823252729	-0.0698853371	-0.0159677423	0.0406471641	-0.1120449123	0.0988608512	-0.0445388961	0.0008962848	0.0084867374	0.0208690418	0.0240123259	-0.1195708391	0.0403225098	-0.0754937766	-0.0093586861	-0.0376067623	-0.026885143	-0.0150111086	-0.0896055724	-0.1159535797	-0.0265523964	0.0295676349	0.0272771709	-0.0658326176	0.0589894798	0.153009439	-0.0160228104	0.0724182719	0.0527685984	-0.0960907675	-0.0173038236	0.0334757657	0.0569026074	-0.0079293994	-0.0368180806	0.0368703846	-0.0842991056	0.0077209741	-0.0178297876	-0.0379141706	0.0289523428	0.0500607107	0.0947618062	-0.0319058803	0.026103251	-0.057548107	0.0248795779	0.1345287916	-0.0158687629	0.0234597365	0.0031448444	-0.0489031112	-0.106931375	-0.1123302849	-0.0465221053	0.0295974605	-0.0540877916	-0.05153298	0.078044465	0.1155027287	0.0066518115	-0.0411220808	-0.0586095129	0.117419757	-0.0784964005	-0.069102097	0.0535787856	-0.0817567498	-0.0142213877	-0.0258271933	-0.0860182473	-0.1673213546	0.038902941	-0.0156512487	-0.0579043869	0.0265148282	-0.0738460829	0.099440281	0.0170296725	-0.0093884058	-0.1215554473	-0.0746059586	0.0602759541	-0.0728863836	-0.0706141935	-0.0386142521	-0.0291884976	-0.0200381073	0.0757381552	0.0508901801	-0.0144116431	-0.1197962711	0.1195204928	0.0696495052	-0.0414011546	0.0208315657	-0.0101406582	-0.0400190638	-0.0595962564	0.0329054839	-0.1299151467	-0.0071905927	-0.018703372	-0.0950199567	0.0241726693	-0.0034081682	0.1136742748	0.110592125	0.105516962	-0.00775334	0.01053026	0.0001108863756676	6.01142811556e-05	-0.0582749	0.0127825999999999	0.0033959639700099	0.0001633948627599	-0.0900206999999999	0.0062668000000001	3.9272782240001255e-05	0.0081037264284899	-0.000639969	0.0001001109999998	1.0022212320979976e-08	4.09560320961e-07	-0.000598022	-0.000296275	3.5763031248400005e-07	8.777887562500003e-08	0.0007574339999999	0.0001863739999999	5.737062643558486e-07	3.4735267875962744e-08
783.5989932225298	0.8913534610129545	0.7945109924597726	614027.3821793622	925.9483451614165	2.8145264488358634	7.921559131196616	857380.3379071656	725.7723921476138	0.5442891150770492	526745.5652036697	0.2962506407913574	747.9436471808632	606.3821746109269	1.008434	19.037325	0.0600248099999999	0.0330743	-0.039344504	-0.0906252346	-0.0885457464	-0.0345896862	-0.061618248	0.0006727185	-0.0706183395	-0.1260044125	-0.0321577142	-0.0405627424	0.0290475179	0.0212295911	-0.1033750184	0.1340842587	-0.0618997047	0.1024469175	-0.0936049192	0.2134370986	0.0512201766	0.0384421187	-0.0779792908	-0.1043878617	0.0086172758	-0.0599806796	0.1147196806	-0.0726913158	-0.0779691938	0.0494755768	0.0332715698	0.1651703488	0.0087753126	-0.0076174998	0.0723312625	-0.0884964977	0.0116324639	-0.0333793509	-0.1227302605	-0.0691062389	0.1114086054	-0.0409671948	-0.0017944432	0.0249396343	-0.0340580378	0.0164274577	0.0838748276	0.1242682786	-0.1104337293	0.0703544264	0.0347996889	0.0280940862	-0.0775825021	0.0197343634	0.0553201632	-0.0546916584	0.0229796085	-0.0662602109	-0.0159369046	-0.1185788075	-0.0703436333	0.0010857014	-0.052152551	0.039474355	-0.0652175861	-0.0285388022	0.0297494861	-0.0874287827	-0.0040909449	-0.050824454	0.2534058528	-0.1863290364	0.0461741021	-0.0846564091	0.0050477878	-0.085296205	0.1468076493	-0.0016323886	-0.0119353924	-0.0461979007	-0.0209194122	-0.0788084431	0.1364556538	-0.0066464091	0.0611482347	-0.0088435323	0.0641856434	0.0489411652	-0.0266588564	-0.0253625916	0.2509533613	0.1194861476	0.071132036	-0.0782041269	0.1392351546	0.0530299151	0.0539065969	0.0661502613	0.075542309	0.1137948161	0.0574706452	0.1112050709	-0.0581820903	0.0363647615	-0.1029037153	0.0707138238	0.0286893574	-0.0744645692	0.1310895485	0.0289616716	-0.1184863482	0.0081541247	0.0425544812	0.0574131284	-0.1069481819	0.0665706016	0.1133324686	0.1092392569	0.1025263906	-0.0183044	-0.0105510599999999	0.0001113248671235	0.0003350510593599	-0.0518897	0.0063852	0.00269254096609	4.077077904000001e-05	-0.0814907	0.0085299999999998	7.276089999999828e-05	0.00664073418649	-0.00047727	0.0001626989999999	2.6470964600999996e-08	2.2778665290000002e-07	-0.000598022	0.0	3.5763031248400005e-07	0.0	0.000228962	-0.0005284719999999	5.2423597444e-08	2.792826547838944e-07
783.8830617558956	0.2840685333658257	0.0806949316486112	614472.6545077972	920.6299230268596	-5.31842213455684	28.285614001344136	847559.4551724414	725.2714470368124	-0.5009451108013536	526018.6718868718	0.2509460040357804	746.4049457410024	606.6617222730147	0.985725	18.608627	0.07156955	0.0348544	0.0003163708	-0.1061031364	0.0750639148	0.0591123902	0.0018865089	-0.0646090032	-0.1104724446	0.0834624091	-0.0329487091	-0.1565100513	-0.0074746399	-0.0244919117	-0.0134781017	0.1375773647	-0.1091398596	0.1237965265	-0.1456210761	0.0412924278	0.0299450632	-0.1871246872	-0.0125304981	-0.0421287448	-0.0164152829	0.1238864429	-0.1965854527	-0.0818423209	-0.1220465591	-0.0211714859	0.0588390621	0.1094203182	0.0269060711	0.0885756016	0.0078665629	-0.0042159331	0.0889371652	-0.0114103329	-0.109500701	0.1889399787	0.0909871557	-0.0834552803	-0.0405930404	0.069596532	-0.0298311861	0.09108879	-0.0689431474	-0.1156262043	0.0507423828	-0.0270620109	-0.0268339571	0.2490076642	-0.0944030829	0.0127694154	-0.0945203551	-0.0054610592	0.0089315857	-0.0695924029	-0.0899829675	0.1005959012	0.0070465295	-0.0183194216	0.0444647235	0.0595218918	-0.1559016426	-0.0615322313	0.0550205967	0.0358422215	0.0849152073	0.0423837775	0.003605995	-0.0629395131	0.0812235163	0.0646517437	0.1295315836	0.0220313579	0.0777969935	-0.0307661785	-0.1413217447	-0.0007638343	-0.0571781619	-0.0648145246	0.0070416812	-0.1086383163	0.0815942725	-0.109974615	-0.0018909567	0.1081419959	0.143103175	0.0042522494	0.1744581831	-0.0737810407	-0.1415713087	-0.0173225811	0.0880066927	0.0429016796	-0.0096883703	-0.0963984594	-0.0255645064	-0.1044860429	0.0878887552	-0.0758115438	-0.0337497186	0.1949843754	-0.0802445688	-0.0074605005	0.0107633117	0.0330954731	0.0172573912	-0.0748782284	-0.0386188446	-0.1039881136	0.0548487665	-0.047433294	-0.0417543851	-0.0401841541	0.1129422506	0.1076997553	0.099141769	-0.018275	2.939999999999887e-05	8.643599999999335e-10	0.0003339756249999	-0.0324899	0.0193997999999999	0.00105559360201	0.0003763522400399	-0.10485	-0.0233593	0.00054565689649	0.0109935225	-0.00082892	-0.00035165	1.236577225e-07	6.871083664e-07	-0.000374051	0.000223971	1.39914150601e-07	5.0163008841000034e-08	0.000228962	0.0	5.2423597444e-08	0.0
785.4324654218232	1.5494036659275707	2.400651719989795	616904.1577386034	921.4000445987542	0.770121571894606	0.5930872354974187	848978.0421865863	726.1327052762259	0.8612582394134733	527268.7056717704	0.7417657549575958	747.980254996718	609.53660874727	0.9674370000000002	18.263384	0.05135955	0.0307321	0.041565964	-0.0391852828	0.0292818775	-0.0824772361	-0.0867754609	-0.0255075632	-0.0246551972	-0.0224103919	-0.1054865671	-0.0878937224	0.0791429023	-0.0440319325	0.0038107924	0.1111552525	-0.045177909	0.0857198805	0.0495367049	-0.0039654731	-0.0264577423	-0.0085661901	0.1700981187	0.0091181188	0.2854746295	0.0370583594	0.0590847417	0.0163320256	0.0207947241	0.0578683377	0.0773374529	0.0579840542	-0.0060879382	-0.0618670285	-0.0039985037	0.0246241957	-0.0433116577	-0.1233958713	0.0980559448	0.1940810912	0.0936334286	0.1248848574	-0.0051220746	0.0387393112	-0.0589082684	0.053549363	-0.0361740647	-0.0146486566	-0.1963854694	0.0191836935	-0.1489539457	-0.0279904135	0.0125167267	-0.1278255835	0.0250276487	0.1796994916	-0.0482114033	-0.082249607	0.0403302518	0.0172272587	-0.0466022416	0.0245546868	0.0837801068	0.0762725909	-0.0684366408	-0.05347589	0.0972848054	-0.0714033675	-0.0177101065	-0.0532595507	-0.062801082	0.0720050311	0.0080856741	-0.0916190619	0.0890281626	0.0625674802	0.0273785997	0.0367227545	-0.0590269291	-0.0661725908	-0.0612761641	-0.0177307121	0.0578457082	-0.0351571245	0.1111626017	0.0339545595	0.0185414775	0.2507413105	0.0150043747	-0.0747110237	0.0847993746	0.0501233172	0.0576620459	0.0761885721	0.0100377391	-0.010365232	-0.1958552791	0.0250142889	-0.0052719024	0.0167758334	-0.0342422153	0.0385511097	-0.0574796403	-0.1108592847	0.1010600212	-0.085351783	0.0138973981	-0.0120551847	0.0094694437	-0.0396264654	-0.0747387828	0.0208329814	-0.0568248084	-0.0668815232	-0.1449137949	0.0310243622	0.1125037874	0.1059762505	0.0953761056	-0.0182621	1.2899999999999716e-05	1.6640999999999268e-10	0.00033350429641	-0.0583247	-0.0258347999999999	0.00340177063009	0.0006674368910399	-0.115743	-0.010893	0.000118657449	0.013396442049	-0.000585413	0.000243507	5.9295659049000007e-08	3.42708380569e-07	-0.000325181	4.886999999999996e-05	1.0574268276100003e-07	2.3882768999999956e-09	0.000228962	0.0	5.2423597444e-08	0.0
