global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31
811.0855880905004	n/a	n/a	657859.831208113	893.2234331450966	n/a	n/a	797848.1015195128	768.3879005704937	n/a	n/a	590419.9657431309	780.1406012236664	571.269809255389	n/a	n/a	n/a	n/a	-0.1005972072	-0.0719702373	-0.0031423706	0.0775081859	-0.0499362096	0.050566782	-0.0632803636	0.0405241401	-0.0384440277	0.1480882977	-0.0393050501	0.035141041	-0.0062596807	0.0226206856	-0.0442173851	0.048386545	-0.0870455557	0.1258773408	-0.0202278523	0.0984885932	-0.0574696538	0.1106417917	0.0055988014	-0.1118441555	0.1803799688	-0.044743432	0.0688413778	-0.0012341504	0.0600171887	-0.0503313874	0.0723695528	-0.1287479505	0.0730402523	-0.0787394708	0.0193783244	-0.0720934647	0.0289927775	-0.2264433321	0.1113918853	-0.0463782322	0.1202011922	0.0733107593	-0.0389022135	0.0484432305	-0.0209648014	0.0343323314	0.1323523792	-0.0470493202	0.093576029	-0.0027201741	0.0787084104	-0.0914603111	0.122297374	-0.0072574307	0.0371930641	-0.0966914035	0.1346233948	-0.0091993909	0.0288970448	-0.1611810682	0.0700866349	-0.0322320028	0.0320967337	0.1147017419	0.1146833673	0.1146527451	0.00149977	n/a	2.2493100529000003e-06	n/a	0.266148	n/a	n/a	0.070834757904	0.531792	n/a	0.282802731264	n/a	-0.00251906	n/a	6.3456632836e-06	n/a	-0.00210905	n/a	4.4480919025e-06	n/a	0.000627959	n/a	3.94332505681e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
808.6454573391201	-2.440130751380366	5.9542380838321085	653907.4756751946	891.2341888848572	-1.9892442602393885	3.957092726895352	794298.3794372493	768.2656955622457	-0.1222050082479881	0.0149340640408908	590232.1789777412	779.357500518912	560.1801201258718	0.950943	24.563204	0.141942079	0.0756208	-0.093286345	-0.0698428897	-0.0458452093	0.0859359013	-0.0597229007	0.0988291292	-0.05353466	0.0262877264	-0.0385387994	0.1490524049	-0.0290257892	0.067190994	0.0289941727	-0.0197924614	0.0066126222	0.1250587407	0.0063323873	0.0157022064	-0.2341522823	0.1276129189	0.0135369515	0.2467254633	-0.0125198957	-0.1002219984	0.0977458476	-0.0106241305	0.0892263379	0.034193049	0.0675048481	-0.0305554262	-0.0420399651	-0.107535341	-0.0287526802	0.0754111438	0.1033527652	-0.0799460655	0.1563697518	0.0797663209	0.1801863448	-0.0406524781	0.1290974857	0.051464181	-0.0499181902	-0.0009117746	-0.0223244114	-0.0464623982	0.1197762426	-0.0602257467	0.1115994267	0.0372145399	-0.0430909452	-0.1164304274	0.1625528973	0.0193267372	-0.0352995097	-0.1439566292	0.0197780447	-0.0357246165	-0.1131618671	-0.0879396273	-0.0391633995	0.0035311462	0.126523325	0.1146527451	0.1144874327	0.1142120884	-0.000157559	-0.001657329	2.4824838480999998e-08	2.7467394142410003e-06	0.218842	-0.0473059999999999	0.0022378576359999	0.047891820964	0.485007	-0.046785	0.235231790049	0.002188836225	-0.00214245	0.0003766099999999	4.590092002500001e-06	1.418350920999999e-07	-0.00166037	0.0004486799999999	2.7568285369e-06	2.0131374239999994e-07	0.000529374	-9.8585e-05	2.80236831876e-07	9.719002225e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
808.2254295973447	-0.4200277417753568	0.1764233038609058	653228.3450478124	888.8130343451405	-2.4211545397166674	5.861989305190628	789988.610021816	768.4973199680521	0.2316244058064285	0.053649865365181	590588.1307980787	779.0444227835087	558.9638219464425	0.770977	19.914627	0.0906824089999999	0.0604206	-0.1061773567	-0.0614085754	-0.0619331257	0.0854155115	-0.0719852646	0.0502323145	-0.0402890922	0.0900432328	-0.0502073318	0.1375460763	-0.0521007361	0.0295750217	-0.0038991007	0.0224648457	0.0074784723	0.052230421	-0.0244642319	0.162624052	-0.1554420074	0.1903033675	0.0258956044	0.0961382385	-0.0141194906	0.0031256361	-0.1396870061	0.0808209826	0.0238919856	0.1161041768	-0.0508213028	0.0894811214	0.1161415018	-0.0941236623	-0.0612824367	0.1752018111	-0.0111367381	0.0619548069	0.0797552794	0.0371320153	0.0442789406	-0.0471142744	0.1302481343	0.0451311246	-0.0356378123	0.0341989934	-0.0085309738	-0.0111040493	0.1249074591	-0.1018059445	0.097840864	0.1043303404	0.0209960587	0.0339278049	0.1107338993	-0.0437205887	0.0714871596	-0.1328240257	0.0932418893	0.0737150064	-0.1125032867	-0.0198219987	-0.0729100123	-0.1039006807	0.0648118792	0.1145547726	0.1140958982	0.1133324686	0.00330035	0.003457909	1.08923101225e-05	1.1957134652281e-05	0.275568	0.0567259999999999	0.0032178390759999	0.0759377226239999	0.501728	0.0167209999999999	0.2517309859839999	0.0002795918409999	-0.00222574	-8.328999999999975e-05	4.9539185476e-06	6.937224099999959e-09	-0.00185263	-0.00019226	3.4322379169000003e-06	3.696390760000004e-08	0.000529374	0.0	2.80236831876e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
808.7756680452051	0.5502384478603517	0.3027623495037689	654118.0812219677	892.2346948226764	3.421660477535852	11.707760423530877	796082.7506453145	768.836350567524	0.3390305994719256	0.1149417473782932	591109.3339539887	780.1002062222346	551.6250330900731	0.8598749999999998	22.210899	0.3379266999999999	0.188112	-0.0745897619	-0.0511857588	-0.0844240704	0.0699752775	-0.0336341962	0.0760311389	-0.0172457205	0.0619664219	-0.0253106727	0.0799824724	-0.0105872084	0.0037926538	0.0906055507	0.0399102823	0.0304982323	0.1025506314	-0.025195836	0.0731619994	0.0360340004	0.2160610496	-0.1028363769	0.1000471297	0.0952352214	-0.0580793173	0.1323563298	0.0258088498	0.0883048431	-0.0193434707	0.0257429465	-0.0335132961	-0.0200557029	0.0314942958	-0.0009199377	0.0246377531	0.0465597115	0.1139768953	0.1041673203	-0.0196714351	-0.2074615582	-0.0276951229	0.0866389761	0.0202850686	-0.0307200113	-0.0448401844	-0.0669598066	-0.0439154455	0.0866267789	-0.053742142	0.1564956135	0.0810855425	0.0209284913	-0.0910012928	-0.0356030714	0.026633974	0.0196855038	-0.1241441647	0.0815865336	0.1100550467	-0.016575078	-0.1437740542	-0.0215462233	-0.0202097	-0.0588961437	0.1144078661	0.1135094328	0.1120172664	0.0137345	0.01043415	0.00018863649025	0.0001088714862224	0.166424	-0.1091439999999999	0.0119124127359999	0.0276969477759999	0.374533	-0.1271949999999999	0.140274968089	0.0161785680249999	-0.00110738	0.0011183599999999	1.2262904644e-06	1.2507290895999995e-06	-0.00158864	0.0002639899999999	2.5237770496000004e-06	6.969072009999998e-08	0.000970095	0.000440721	9.41084309025e-07	1.9423499984100002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
810.4993373174316	1.723669272226516	2.971035760017888	656909.1757919957	889.7925913412605	-2.44210348141587	5.963869413943513	791730.8556057954	768.683982820246	-0.1523677472780491	0.0232159304105874	590875.0654443962	779.7848440495562	554.289546527936	0.84509	21.828983	0.19562745	0.126914	-0.0529775135	-0.038646712	-0.059692393	0.056375482	-0.0323667737	0.0105249787	0.0254186398	0.0044675239	-0.0219447291	0.0476955396	0.0053971714	0.0093825914	0.0615566049	-0.0701239086	-0.0094736588	0.0317649381	-0.0470569128	-0.0232113479	-0.0341898003	-0.0160498685	0.0068288932	0.0130281301	0.1143228799	0.0377241996	0.0358678262	0.0749516461	0.0629466073	-0.0179506277	0.0090459651	0.033716456	0.2304032025	0.0277877706	-0.0689132265	0.0323173514	-0.0332470685	-0.0601817814	-0.0576873346	0.0077439887	0.0409494504	-0.023452252	0.0450614321	3.59148e-05	-0.0114125257	0.0040709182	-0.0358179613	-0.0065375564	0.0312018989	-0.0349328909	0.0305650455	0.0213438685	-0.0983519095	-0.0159637496	0.0301542092	-0.0398651799	-0.0414700912	-0.0252155554	0.1653010871	0.0537473254	-0.0243125519	-0.0256312732	-0.0146620025	-0.0136595427	-0.0961101003	0.1142120884	0.1127290384	0.1102715368	0.0128823	-0.0008522	0.00016595365329	7.262448400000015e-07	0.117125	-0.0492989999999999	0.0024303914009999	0.013718265625	0.262038	-0.112495	0.068663913444	0.012655125025	-0.000933656	0.000173724	8.717135263360001e-07	3.0180028176e-08	-0.00154346	4.518000000000013e-05	2.3822687716e-06	2.041232400000012e-09	0.000529374	-0.000440721	2.80236831876e-07	1.9423499984100002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
810.4653176535866	-0.0340196638450152	0.0011573375281278	656854.0311193289	893.4356381656422	3.643046824381713	13.271790164637684	798227.2395444483	768.6429417163199	-0.0410411039260907	0.0016843722114721	590811.971850318	780.172737105719	556.6414742101099	0.771885	19.938084	0.0573155899999999	0.0294351	-0.0401749866	-0.0389506339	-0.044327347	0.0420853088	-0.01737745	0.0275063577	0.0099199082	0.0446158626	-0.0240676335	0.0232366011	-0.0003147042	0.0446419938	0.0485039398	-0.0050537831	0.0166828219	0.0570503098	-0.0048809903	-0.0329672511	-0.0137436585	-0.0315755503	-0.1577520001	0.0588176443	0.0959616666	0.1171361336	-0.001558222	-0.0283524105	-0.0179499738	-0.0754916625	-0.0067507703	0.0087823651	-0.0143779533	-0.0406065849	-0.0787604343	0.0311127016	0.0205060291	0.0303557439	-0.0624848162	0.1793839706	-0.1358449249	-0.0256858958	0.0383031456	0.0046572324	-0.0252247496	-0.0131825215	0.0118108868	-0.0199489862	0.0092998571	-0.0405152228	0.0931349676	0.0658585663	-0.0168551693	0.0118522246	-0.0568079152	-0.0447257686	-0.0671152558	-0.0324261504	0.0793975769	0.008148852	-0.0372107581	-0.0895872313	-0.0368985037	0.0048956308	-0.127522728	0.1139675232	0.1117560484	0.1081019891	0.00552391	-0.0073583899999999	3.05135816881e-05	5.414590339209999e-05	0.134386	0.017261	0.0002979421209999	0.018059596996	0.281043	0.0190049999999999	0.0789851678489999	0.0003611900249999	-0.00106592	-0.0001322639999999	1.1361854463999998e-06	1.749376569599997e-08	-0.0014019	0.00014156	1.96532361e-06	2.00392336e-08	0.000529374	0.0	2.80236831876e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
810.5463969641155	0.0810793105289349	0.0065738545958474	656985.4616315095	891.9203313827335	-1.5153067829087377	2.2961546463292284	795521.8775338851	768.7905060297477	0.1475643134277788	0.0217752265974117	591038.8421614756	780.1780967470182	560.2304360859964	0.746465	19.281475	0.0451203799999999	0.0336699	-0.0411268376	-0.0515375321	-0.0332973684	0.0562113001	-0.0336802888	0.044338937	0.0147940276	0.0184660871	-0.0306055561	0.0513677074	-0.0225033769	0.0177428488	0.0287468985	-0.0295139238	0.0272618017	0.0146471563	-0.0680223305	0.0572606349	-0.1309747586	0.0129661896	-0.1760494642	0.0217062496	0.0714764068	0.0809978818	-0.0633426949	-0.0647751619	-0.0843184575	-0.0051109062	-0.0683280852	0.0516845404	-0.0028688539	0.0437974476	0.0916970206	0.0653027251	-0.0240514295	0.0676663671	-0.024250076	0.0869209664	0.0124848238	-0.0252956807	0.059917162	0.0238975367	-0.0101744624	-0.0183558197	-0.0132818285	-0.0093137318	0.081832806	0.02412216	0.0599470661	0.0517442944	-0.0136275327	-0.0144537808	0.0474298539	-0.0456445998	-0.0668258601	-0.0367266227	0.0157072435	-0.0757375069	-0.027512756	-0.0250683605	-0.0836193828	0.0653538182	-0.0879837364	0.1136742748	0.110592125	0.105516962	0.00214803	-0.00337588	4.6140328809e-06	1.13965657744e-05	0.101389	-0.032997	0.001088802009	0.010279729321	0.27555	-0.0054929999999999	0.0759278025	3.0173048999999676e-05	-0.00109101	-2.5089999999999965e-05	1.1903028200999998e-06	6.295080999999982e-10	-0.0013619	3.999999999999989e-05	1.85477161e-06	1.599999999999991e-09	0.000529374	0.0	2.80236831876e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
810.4255091279551	-0.1208878361603638	0.0146138689315349	656789.5058453053	893.2747709837051	1.3544396009716593	1.834506632680268	797939.8164759908	769.0931930010441	0.3026869712964526	0.0916194025926195	591504.3395205414	780.1901779056845	559.7693495572092	0.730867	18.878563	0.09612633	0.0623929	-0.0422332013	-0.0402507005	-0.0278852039	0.0450060643	-0.0459903024	0.0121739281	0.0171919956	0.0584077149	-0.0251778402	0.0562337027	-0.0346693035	0.0256837988	-0.0040635671	0.0092587463	0.0401363536	-0.0064235139	-0.0335654026	0.0205471748	-0.0364901789	0.0251528936	-0.0658515985	0.0401422574	0.049607625	0.0110209719	-0.1441322512	0.0231117409	-0.1167065668	-0.0124878594	-0.0060564088	-0.0332133924	-0.0632353508	0.0824319338	-0.028773442	0.0109203588	-0.0199379634	-0.1463402092	-0.1356985109	0.0055469094	-0.1515081673	-0.026580028	0.059442383	0.0295912152	-0.0271898434	0.0036113013	0.016969536	-0.018701367	0.0418962406	0.0050721201	0.0490105568	0.0713498715	0.012961591	0.028334936	0.005447443	-0.0318681302	0.0434629297	0.0266373356	-0.0171596186	-0.0114744479	-0.0728339531	-0.0347345535	-0.0966739286	0.0038808996	-0.0384915599	0.1133324686	0.1092392569	0.1025263906	-0.0147438	-0.01689183	0.00021737963844	0.0002853339207489	0.159491	0.0581019999999999	0.0033758424039999	0.0254373790809999	0.269775	-0.005775	0.072778550625	3.3350625000000346e-05	-0.00139405	-0.00030304	1.9433754025e-06	9.183324160000005e-08	-0.00135779	4.110000000000095e-06	1.8435936841e-06	1.6892100000000775e-11	0.000529374	0.0	2.80236831876e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
810.3357301914568	-0.0897789364983054	0.0080602574387667	656643.9956249215	896.5479784669775	3.2732074832723583	10.713887228550163	803798.2776932239	769.1297485454188	0.0365555443746643	0.001336307824528	591560.5700975391	781.2556482370866	559.0940767442396	0.714918	18.466593	0.16795151	0.0848	-0.0292233142	-0.0410692828	-0.0281225417	0.0279196552	-0.0122189921	0.0327398846	-0.0162180695	-0.0066843778	-0.0113304435	0.0325308609	0.0029738327	-0.0085079584	-0.0300767542	-0.0021640618	-0.0174202798	0.0610107539	0.0500226656	0.0700865592	-0.0379812488	-0.0193012376	-0.0584448895	0.0511028461	-0.0487055275	0.097165422	-0.0505958401	-0.0428573013	-0.1678488126	-0.0875792813	0.0983066195	-0.0508974602	0.0699638612	0.0961173626	0.0410547926	-0.15446479	0.1955426304	-0.0702503699	0.102915387	0.1304330969	0.051544767	-0.0151038805	0.0343459669	0.0401456101	0.0228920528	0.0294793257	0.001313183	-0.0247640152	0.0536894247	-0.0325834215	0.0419967373	-0.0047215963	-0.0073513918	0.0107926645	-0.0180839223	-0.0169384843	0.0537527589	0.0566492345	-0.0211011825	-0.0249140949	-0.1312379647	-0.0664354521	0.0245616124	0.1861370738	-0.1720403342	0.1129422506	0.1076997553	0.099141769	-0.00309514	0.01164866	9.5798916196e-06	0.0001356912797956	0.0974453	-0.0620456999999999	0.0038496688884899	0.00949558649209	0.225913	-0.0438619999999999	0.051036683569	0.0019238750439999	-0.000943127	0.000450923	8.89488538129e-07	2.03331551929e-07	-0.00106102	0.00029677	1.1257634404e-06	8.807243290000002e-08	0.000269164	-0.00026021	7.244925889600001e-08	6.77092441e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
809.7449980794376	-0.5907321120192819	0.3489644281707614	655686.9619146683	896.6339725795082	0.0859941125306704	0.0073949873899376	803952.4807837103	770.1080596793672	0.9783111339484094	0.9570926748074228	593066.4235831199	781.8322050601321	553.9851607282059	0.688062	17.772907	0.1150204899999999	0.0643882	-0.0362945003	-0.0367176592	-0.0439334657	0.009339884	-0.0094619913	0.0192245281	-0.0313521613	0.0001251007	0.0011996572	0.0574021082	-0.0491056675	-0.024144271	-0.0487432341	-0.0688627657	0.0494516714	-0.0983400644	-0.0972995217	-0.0356121702	-0.1106018564	-0.1245278094	0.0370861498	0.0123544117	-0.0259800599	0.0650156302	-0.1202884627	0.1086056354	-0.0147819308	-0.0680474265	-0.154577071	0.0920375895	-0.0641469316	-0.0594084275	-0.0728664072	-0.0030566412	-0.0245638903	0.0415394222	-0.0175678237	-0.0824382459	0.0749742535	-0.0055034446	0.0403620209	0.0639758826	0.0449978605	0.044397047	-0.008779357	-0.0124991958	0.0783416563	0.0630815822	-0.0457886142	0.0070610139	-0.0353480296	0.1802732873	0.0886617404	0.0075921659	0.0048579366	0.0714308923	-0.0541966633	-0.0910250431	-0.0692937263	0.0536417871	0.0404701185	0.0308979457	0.1996313844	0.1125037874	0.1059762505	0.0953761056	0.0065095	0.00960464	4.237359025e-05	9.22491095296e-05	0.154197	0.0567517	0.00322075545289	0.023776714809	0.24296	0.017047	0.0590295616	0.000290600209	-0.00121408	-0.000270953	1.4739902463999998e-06	7.3415528209e-08	-0.0011622	-0.0001011799999999	1.35070884e-06	1.0237392399999997e-08	0.000529374	0.00026021	2.80236831876e-07	6.77092441e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
