global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
820.0784782526076	n/a	n/a	672528.7104931127	940.6452745145172	n/a	884813.5324664913	n/a	775.1332872571649	n/a	n/a	600831.6130140985	769.2565515544106	679.5742606931119	n/a	n/a	n/a	n/a	-0.0703522221	0.0296500462	-0.1052383065	0.0302195716	-0.0486562504	0.0290820457	0.1056682775	-0.0317692419	0.0156390142	-0.0944063259	0.0889737781	-0.0442503342	0.0330823049	-0.0068205006	0.0413800255	-0.0850534312	0.0769923807	0.0114628346	-0.1095345458	0.0182737435	-0.0928543662	0.0540409964	-0.0180181827	0.0446215825	-0.0470732221	0.0588702659	-0.0238003486	0.0332557019	-0.0035121955	0.0999074619	-0.0761660233	0.153023712	-0.0213003585	0.1615013632	-0.0663776288	0.0234781401	-0.0090207762	0.0490844293	-0.0667698594	0.0745603615	-0.0767602956	0.0034747115	0.036871319	-0.0768696914	0.0410160275	-0.135691724	0.035397209	0.0280037576	0.0061196482	-0.1677543572	-0.1175006704	0.1103094745	0.1025658874	-0.0595219293	-0.0070913098	0.0598102649	0.0422845077	-0.0964851567	-0.0550945601	0.1020211597	0.0360318342	0.0233786856	0.0588020491	-0.0734844482	-0.0136354384	0.0183724885	-0.0609418461	0.0306096222	-0.0040625928	0.1220186961	-0.0757457137	0.0427575086	-0.0454377091	0.0265876712	-0.0038433682	0.1346939915	-0.0493370735	0.0139583476	-0.0391821232	-0.0547057014	0.0046347079	-0.0752546349	0.0049567784	-0.066481235	0.0499590686	-0.0043781704	0.0405806702	-0.0433220462	0.0983213183	-0.139192571	0.0738745522	-0.0377982741	0.1906969853	-0.0793188783	0.1386372743	-0.1066402737	0.1147189639	0.0329676433	0.0191119917	0.0377212527	-0.1213290642	-0.064509855	0.0547418056	0.1308241458	-0.0161589626	-0.0643292997	-0.0591074884	0.134723038	-0.1276278134	-0.0408209556	-0.0329449158	0.1147017419	0.1146833673	0.1146527451	-0.0306064	n/a	n/a	0.0009367517209599	-0.0427631	n/a	n/a	0.00182868272161	0.0604805	n/a	0.00365789088025	n/a	-0.000422932	n/a	n/a	1.78871476624e-07	-0.00132836	n/a	1.7645402896e-06	n/a	0.0	n/a	n/a	0.0
817.459368793059	-2.6191094595486675	6.859734361097313	668239.8196275464	936.8804705031714	-3.7648040113457455	877745.0160102438	14.173749243845016	773.4342647165396	-1.6990225406252648	2.88667759355273	598200.5618376143	768.0948004154685	678.7492290139198	1.092301	22.644341	0.1334773199999999	0.0673277	-0.0374429024	-0.0573725715	0.0972488992	-0.0616641905	-0.0624542925	-0.050561972	0.0272820531	-0.0188949761	0.0033022092	0.0176755819	-0.0316645084	0.0195591124	-0.1160467436	0.0055412389	-0.1034682321	0.0066273237	-0.0685776713	0.0904356466	0.0823504149	0.0706724996	0.0254054707	0.0121674431	-0.0443979051	0.0394103072	-0.0226572722	-0.0537035876	-0.002154966	0.0654475635	-0.1122271638	0.1419108541	-0.0601861037	0.0244039033	-0.0177546199	0.04054197	-0.0706279712	0.0275365923	0.0231755658	-0.0656567041	-0.1317994503	0.0735072021	0.1424980654	-0.0374302882	0.1469375825	0.1124445535	0.0465044784	-0.0793374426	0.0082280751	-0.0542327523	0.0702963331	-0.0279314549	0.0988679457	0.0036532316	0.0723954767	0.0095785876	0.0108865454	-0.0152915165	0.0829423573	-0.057091759	0.1082058557	-0.0020359876	-0.0458975562	0.047662719	-0.1375684041	0.147075542	0.1160870078	0.0296155384	0.1049643339	-0.0803576744	-0.0490506252	-0.0737838726	-0.0238193836	0.0264306293	-0.0311424395	0.034530872	0.042433649	0.0961373522	0.009924655	-0.0509265418	-0.1198250014	0.0073349075	-0.094934285	0.0122751946	0.0280791497	-0.0586240683	0.0534337375	0.0608951029	-0.0671165713	0.0244432792	0.0988733884	-0.1334329603	0.1405645959	0.0728315757	-0.0014002587	0.0109939499	0.0955624796	0.0676537555	0.0570155521	0.0256342349	-0.0993118794	-0.1163318643	-0.0717034841	0.0562530485	0.0079577662	0.1156096539	0.0708715067	-0.0229301213	-0.0469169117	-0.0634895411	-0.0158049078	0.1274045922	-0.0588590142	0.1146527451	0.1144874327	0.1142120884	-0.0166738	0.0139326	0.00019411734276	0.0002780156064399	0.00659757	0.0493606699999999	0.0024364757428488	4.35279299049e-05	0.0873525	0.026872	0.0076304592562499	0.000722104384	-0.00062252	-0.000199588	3.9835369744e-08	3.875311504e-07	-0.000661707	0.000666653	4.37856153849e-07	4.444262224090001e-07	0.0	0.0	0.0	0.0
815.3406662704394	-2.118702522619514	4.488900379354295	664780.4020743241	926.6602419776387	-10.22022852553266	858699.204062056	104.45307111411152	774.7077538539495	1.2734891374099109	1.6217745831010384	600172.1038814316	769.2550393869076	663.1454327083467	1.142428	23.683517	0.073829135	0.0426706	0.0258412338	0.1252957665	-0.088453724	0.0311441693	-0.0261267353	0.0422212839	-0.0823687125	-0.0416487164	-0.0384740949	-0.0363578336	0.0464118736	-0.1049245192	0.0435695632	-0.0624912071	0.0928295972	0.0434606094	0.0104727313	0.0103379622	0.0385302828	-0.0068934401	-0.1013564663	0.1104770801	0.1209287012	-0.0460634813	0.0262667407	-0.1802353957	0.0309517128	-0.0135055076	-0.0779384569	0.0463955104	0.0238421384	0.1586281061	-0.0444792269	0.0556013464	0.0006481002	0.0503649414	0.1280438302	0.0005698743	-0.0551381599	0.0584385843	-0.0809880027	-0.0352842171	0.1030341112	-0.0029836508	0.082401447	0.0639824898	-0.0163203233	0.0482900682	-0.0316731539	0.0125999277	0.0070961002	0.1081100256	0.0279693055	0.0525586127	-0.0093876628	-0.026405716	-0.1650400123	-0.1098961707	-0.1555084577	0.0728952852	0.0101730649	0.0455270244	-0.0538215069	0.2039386568	-0.0010823332	-0.0273470032	0.0437781077	0.0633050599	0.0508413202	0.0596551451	-0.0803087109	-0.1122358398	-0.0367462313	0.0720085861	0.0951577632	0.0568015551	0.1085054752	0.0208117645	0.019897247	-0.1144188664	0.0137790994	-0.1388736608	0.0687010189	0.0560384211	0.1271905241	0.04049007	-0.0643542726	0.0023438279	0.0184015317	-0.1124667767	-0.0791597434	-0.0282424413	-0.0574124535	-0.0416840942	0.0140511951	0.0361681095	0.0740373709	0.0752698128	-0.0186799634	0.0253801531	-0.071045393	-0.1629834197	0.0320781886	0.0276900959	-0.0714471102	0.0296415385	0.0390943348	0.0763550024	-0.0202731337	-0.1135665755	-0.0387960236	0.1145547726	0.1140958982	0.1133324686	-0.0158082	0.0008655999999999	7.492633599999959e-07	0.00024989918724	0.0314944	0.02489683	0.0006198521440488	0.00099189723136	0.0800304	-0.0073220999999999	0.00640486492416	5.361314840999997e-05	1.77921e-05	0.0006403121	4.0999958540641003e-07	3.1655882241e-10	-0.000487127	0.0001745799999999	2.3729271412900002e-07	3.0478176399999993e-08	0.0	0.0	0.0	0.0
815.930118904669	0.5894526342295876	0.3474544080002	665741.9589357873	931.1455150493172	4.485273071678421	867031.9701964582	20.117674527523576	774.0890040098834	-0.6187498440660875	0.3828513695318075	599213.7861290133	768.0588986321716	660.6345395441167	1.207883	25.040464	0.092177105	0.0611695	0.0274495735	-0.1553051763	0.0576759693	-0.0647541059	0.031366284	-0.0669664187	-0.0288538743	0.1048066883	0.002854906	0.0187823351	0.0146451334	0.0015723515	-0.0354212412	0.0314252997	-0.0762488864	0.1050558789	-0.137124698	0.0564618663	0.0522170998	-0.0778719152	0.014379027	-0.027134408	-0.1380692267	0.0340483933	-0.1474999345	0.0090136896	0.1106080572	-0.0077183625	-0.1694989562	-0.0108808974	0.0804528709	0.023686344	0.0367688174	0.0786243087	0.0052703721	-0.0856747015	-0.0744224142	-0.1266687939	-0.0035920492	-0.0593499035	-0.1158340774	0.1932188917	-0.0414138584	-0.0072250564	0.09715767	-0.0230673897	-0.0640066659	0.1029295941	-0.0655699487	0.0168167536	-0.0833240742	-0.0359896296	0.0607127564	-0.0003320904	0.0581651413	-0.0121483954	0.1041455132	0.0055289783	0.0219523469	-0.0467573613	-0.0562772356	0.0321997966	0.0423926779	0.0234697876	-0.0809790992	0.072987338	0.022907349	-0.0326190461	-0.0046489387	-0.1078690589	0.0823218691	0.1706331383	-0.075693572	0.015851483	0.0566550383	-0.0063959602	0.0787759412	0.0051502935	-0.0523968614	0.0240834503	-0.0859836606	-0.0699604629	0.1592299745	-0.0516200117	0.0206766898	0.0520534373	-0.0390932694	0.0912302868	-0.0224941833	0.0516460307	0.1138666615	-0.0298902948	0.0777518983	-0.1535754549	0.0657240765	-0.1681441523	0.0978830992	0.0454263298	0.0920334771	0.0052737617	0.1044490226	-0.1451103629	-0.1083897635	-0.0554886568	0.0731266582	0.0362460524	-0.0630455253	0.002760292	0.057927072	-0.0304892549	0.0263848586	0.1144078661	0.1135094328	0.1120172664	-0.0180183	-0.0022100999999999	4.8845420099999984e-06	0.00032465913489	0.0189246	-0.0125697999999999	0.0001579998720399	0.0003581404851599	0.102832	0.0228016	0.010574420224	0.00051991296256	-0.00107412	-0.0010919121	1.19227203412641e-06	1.1537337744e-06	-0.000487127	0.0	2.3729271412900002e-07	0.0	0.0	0.0	0.0	0.0
816.5107011799246	0.5805822752555514	0.3370757783409128	666689.7251413321	932.1516723690185	1.0061573197012876	868906.7403003579	1.012352551988479	774.3511118457825	0.2621078358990871	0.0687005176397028	599619.6444167995	769.1816911330794	662.5575548954943	1.258777	26.095545	0.05951555	0.0284109	0.0134069776	0.1472991055	-0.0202809644	0.0917850903	0.1099257127	-0.0586387155	-0.0205679394	-0.0138525939	0.0375395424	0.0081184062	-0.0108447215	-0.0574098166	-0.0331900458	-0.1509737079	0.0952732854	-0.1352368407	-0.0491204652	0.0327492609	-0.0122737289	0.1028878021	-0.0605053442	0.0289455745	0.1238347041	-0.120779917	0.0084591837	-0.1009319243	-0.0184918957	0.0018723478	-0.0935363943	0.1569050993	0.1134631298	0.0138458364	0.0390164253	-0.1244691521	-0.0615610873	0.05301545	0.1276944412	0.0418190295	-0.1323048457	-0.0725194561	-0.0107213932	-0.1203262385	-0.1022443355	0.0877502054	0.0147912732	0.1259367485	-0.1211161607	-0.0385095039	0.0355422401	-0.0702482972	0.0089711288	0.1028951311	-0.2034009648	-0.1344824221	-0.0471260305	0.0062026451	-0.0957312858	-0.0226975679	0.0613538347	-0.1461901556	0.0621001059	-0.0112639701	-0.0191649449	-0.0080253618	-0.1273166864	0.0032287897	0.0319288106	0.063335693	-0.064193928	0.0405395181	-0.0639923755	-0.1067693507	0.0049774573	0.1192835238	0.0443036005	0.0939420825	0.0054543666	0.1477204239	0.1100581074	0.0203575017	-0.0728872954	-0.0430770468	0.0803922046	0.0284239944	0.0933695489	0.0119512396	-0.0090710369	0.0822470287	-0.0528297492	-0.1089915645	-0.0356787505	-0.0560106277	-0.2086495488	0.0377287466	-0.0187862273	-0.0011315816	-0.1411760022	0.0976028137	-0.0810500534	-0.0052513348	-0.1879908707	0.066945002	-0.0419091159	-0.1113918144	0.1914480324	-0.1086966672	-0.0396689899	-0.0197604228	-0.025713654	0.0324409091	0.0510819032	0.1142120884	0.1127290384	0.1102715368	-0.0130979	0.0049204	2.421033616e-05	0.00017155498441	0.0108978	-0.0080268	6.442951824000002e-05	0.0001187620448399	0.121696	0.0188639999999999	0.014809916416	0.0003558504959999	-0.0007423539999999	0.0003317660000001	1.1006867875606637e-07	5.510894613158516e-07	-0.000548153	-6.1026e-05	3.00471711409e-07	3.724172675999999e-09	-0.000161295	-0.000161295	2.6016077025e-08	2.6016077025e-08
816.4625059118804	-0.0481952680441963	0.0023227838618519	666611.0235599073	935.2821810703851	3.130508701366693	874752.7582277767	9.800084729332582	775.0111776718944	0.6600658261119179	0.4356868948008086	600642.3255163766	769.1875772044352	662.2819860803771	1.224322	25.381266	0.06045153	0.0278144	-0.0035795881	-0.1285145965	0.0047862159	-0.0812610365	0.0244319748	-0.0152034246	0.0410818486	0.0810343553	0.0410871188	0.0275868094	0.0908850424	0.0718651344	-0.0507265678	-0.0195675185	-0.0803204837	0.1169560115	-0.106854357	0.0227432699	0.0492124692	-0.0791715489	0.0361989161	-0.1016238523	0.0366303185	0.0433814286	-0.192842156	0.0100521239	-0.1359075699	-0.0631180351	-0.0189747331	-0.0371771871	-0.1173446393	0.0623806362	0.0609793788	0.0701225842	-0.0418881648	0.0803307404	-0.1706403733	-0.07272968	-0.0436970668	-0.0118383018	-0.0052747844	0.1313195265	-0.02576209	0.0704322905	0.0004561473	0.0128714406	-0.0378098049	0.0948308905	-0.0157628528	0.0790466701	0.0395665669	-0.0291514278	0.0511442041	0.0410053826	0.0126916718	-0.0425008016	0.0843768055	-0.0426933496	-0.0853310705	-0.0379934782	0.0266998905	-0.0848100182	0.0616652406	0.0495340663	-0.0991221501	0.0332534978	-0.0127842416	-0.0360303441	2.0709e-05	-0.0552524207	0.1677218834	0.0529297173	-0.0540371408	-0.0268778133	0.0884997175	0.1381910043	-0.0885484642	0.0335610438	-0.0248352823	0.0117838496	0.0525405556	-0.1232776684	0.0165042499	0.0123648405	-0.0790275617	-0.1657281203	-0.0941255816	0.0983875558	0.0242441824	0.0477340735	-0.0092076423	-0.0661971164	0.0524978887	-0.0557972999	-0.0756505016	-0.1360630105	0.0098082059	-0.0351927932	-0.0621898847	-0.1404295829	0.1035379424	0.0155822857	-0.0258092409	-0.063731584	0.0466337418	0.0585852473	-0.0441850471	0.0275874827	-0.0531880769	-0.1006526098	0.1075875145	0.1139675232	0.1117560484	0.1081019891	-0.0134094	-0.0003114999999999	9.703224999999956e-08	0.00017981200836	-0.00647858	-0.01737638	0.0003019385819044	4.1971998816400006e-05	0.109345	-0.012351	0.011956329025	0.000152547201	-0.000532148	0.0002102059999999	4.4186562435957975e-08	2.83181493904e-07	-0.000311401	0.000236752	9.6970582801e-08	5.6051509504000006e-08	0.0	0.000161295	2.6016077025e-08	0.0
815.5377565008765	-0.9247494110038588	0.8551614731519837	665101.832278483	933.3207230705356	-1.9614579998495856	871087.5721129073	3.847317485173937	774.7069760858905	-0.3042015860039555	0.0925386049273219	600170.8987961444	770.1042759085636	668.7511890619542	1.277255	26.478603	0.10524428	0.0635648	0.0251872387	0.2038042621	0.0519851666	-0.0420548702	0.0892024793	-0.0207623089	-0.0484063932	-0.1108963225	-0.0663042656	0.0402960092	-0.0522744634	-0.0954100417	-0.0829150509	-0.0477095886	0.0803641978	0.0038688501	-0.0447753469	0.0279047754	0.1583144713	-0.0188085002	0.0402790757	0.033788308	0.0367032427	-0.1371551338	0.1178656355	0.0035857393	-0.0686755427	0.1220263793	0.0451244017	0.0416821872	-0.083776666	0.0230168676	-0.1140549728	0.0044249932	-0.0816588014	0.0929972152	0.0093474049	-0.0746139733	0.1375456042	0.0538386815	0.0720344462	0.1122512191	-0.0205790007	0.1071711074	-0.1664630077	0.1645216912	0.0186942086	0.0125658789	0.1491578208	-0.0714645637	-0.0386551398	-0.0077213607	0.0738355264	0.129427261	-0.0770904412	-0.0747117113	0.0749658063	0.0249158235	0.0912868989	-0.0070755132	-0.0422311517	0.0894496975	-0.0247872888	0.0683704789	0.0822995062	-0.0653592536	0.1110450609	-0.0458598581	0.0022397956	-0.0407082824	-0.0019400346	-0.2015439363	-0.0540638154	0.0435188617	-0.1392736015	0.0171948552	-0.0205538561	0.1370700099	0.0337123276	-0.1167568406	-0.0732002688	0.1069612202	0.006178867	-0.0036510512	-0.0293021888	0.000996516	-0.0871674714	0.0269703304	0.082851767	0.0558416639	0.1225206459	-0.011238744	0.0171020564	0.1431929432	0.0823205201	-0.0015533818	-0.1163351687	-0.0710460795	0.1679737404	-0.1400448996	0.0508097997	0.0529209397	0.1802731139	-0.012124974	-0.1301690363	0.0885494037	-0.0190687386	0.0347749208	0.0819958788	0.1377187963	-0.0327528917	0.1136742748	0.110592125	0.105516962	-0.0137066	-0.0002971999999999	8.832783999999953e-08	0.00018787088356	0.0518269	0.05830548	0.0033995289980304	0.00268602756361	0.118742	0.009397	0.014099662564	8.830360900000004e-05	-0.000960089	-0.000427941	1.8313349948100006e-07	9.21770887921e-07	-0.000195601	0.0001158	3.8259751201e-08	1.3409639999999998e-08	-0.000201151	-0.000201151	4.0461724801e-08	4.0461724801e-08
814.8707313380734	-0.6670251628031565	0.4449225678125774	664014.3087914465	931.6553854612448	-1.6653376092907592	867981.7572589406	2.7733493529182613	774.4154544761219	-0.2915216097685515	0.0849848489620476	599719.2961314585	768.6431156040283	659.8413982038733	1.301835	26.988167	0.11077689	0.0683186	0.0479587698	-0.1448534425	-0.1072216107	0.0095883254	-0.0370255837	-0.0619308447	-0.0609327087	0.0901906076	-0.0407577258	-0.0606797547	0.1495560718	-0.1277532653	0.0116591007	-0.0753275033	-0.0864091068	-0.0256603142	0.018809854	0.0635379807	-0.1627097604	0.0157143523	-0.0190387993	0.0291526127	-0.0303714848	-0.1883441735	-0.0851564046	0.0123971328	-0.0152344372	0.0976495524	-0.0662950475	-0.0019803626	-0.1041129191	0.1325577645	-0.0726733672	-0.1079482265	0.0346468018	-0.0800303071	0.0018818749	0.0748474224	0.0546254554	0.1149458464	-0.0208784358	0.021176188	-0.0068206299	-0.1152421707	0.0036673827	-0.0417274724	-0.0491862389	0.1064252318	-0.1230821865	0.0656131866	-0.0212627377	0.0564445656	0.0111116781	-0.0224792955	0.1027776764	-0.030859334	-0.1225588889	0.2760438636	0.0247101822	0.1316703048	0.0132608052	-0.0689093816	0.10779044	-0.1489341471	0.1141180114	0.0753750149	-0.0395861	0.1183714068	-0.0322786167	0.0740455502	0.0072775207	0.0445425592	-0.1875176977	0.0964865537	0.0056134397	-0.0397508697	-0.1872964831	0.0862154417	0.0935460127	-0.0005857407	-0.0243026528	-0.0364020396	0.0753031929	0.0136964988	0.0582728585	0.1559489639	-0.0726417384	-0.0073543854	0.0444724631	-0.0237699473	-0.0088881302	0.1118896654	0.0555703549	0.0280136471	-0.0427310026	0.0020363331	-0.0167603031	-0.1008358419	0.0035963953	0.1445630723	0.0722824845	-0.0730214681	0.0737063331	0.0291321668	-0.0082768502	-0.0870466759	0.1279249552	0.0565905751	0.13416882	-0.1237800536	0.0378425755	0.1133324686	0.1092392569	0.1025263906	-0.0162536	-0.002547	6.487209000000003e-06	0.00026417951296	0.00502076	-0.04680614	0.0021908147416996	2.52080309776e-05	0.112315	-0.006427	0.012614659225	4.130632900000003e-05	2.155e-05	0.000981639	9.63615126321e-07	4.644025e-10	-0.000143163	5.2438e-05	2.0495644569e-08	2.749743844e-09	-0.000135293	6.585799999999999e-05	4.3372761639999985e-09	1.8304195849e-08
814.9920650024578	0.1213336643844513	0.0147218581129586	664212.0660169704	931.0364123439516	-0.6189731172931943	866828.8011102967	0.3831277199316544	773.1587462738042	-1.256708202317668	1.579315505772505	597774.4469396808	768.1689616625779	658.4947815389651	1.243594	25.780783	0.0656608	0.0292464	0.0555904478	0.1028899839	0.1312384083	-0.0111902695	0.1046119503	0.0210005539	-0.0339286845	-0.0294212775	-0.0828098785	0.1518612031	-0.0816524089	-0.0301972714	-0.0109303058	0.0869185934	0.0027820901	0.0701703171	-0.0034351906	0.1262090128	0.1446429948	0.089969466	0.0596813754	-0.0297089987	0.0814989226	0.0535806225	0.0142296645	0.0693336308	-0.0091172582	-0.1461834513	0.0652744942	-0.056013385	0.0668958319	-0.0355186479	0.0439444083	-0.032332586	0.0700558535	-0.0786868173	-0.0757442419	0.1229678861	0.048494473	-0.0472799383	-0.0954018854	-0.0115189179	-0.016126031	-0.1055324792	-0.0276506906	0.0375985192	-0.0174118453	0.0884983717	-0.011314806	0.0720208643	0.1054976299	0.0756318719	0.0489820433	-0.1450000979	-0.0150663032	-0.0504601552	-0.0246612965	0.0206527188	0.0909998304	-0.1604620321	-0.017980692	-0.1114993638	-0.1023138502	0.0469778433	-0.0116100191	0.0397993367	0.1422761608	-0.1301838253	-0.0495161215	-0.0120698265	0.0521607174	-0.0803288453	-0.0086668526	0.0137070338	-0.0447547569	-0.0522225066	0.0031817161	-0.0843900073	-0.0035265419	0.0989540362	0.0349591118	-0.0825704614	-0.027994141	0.0114004889	-0.0479881411	-0.1800416684	-0.0031679793	-0.1169242444	-0.0238317661	0.059204899	-0.0791910126	0.0063112713	-0.0336341066	-0.0037584272	0.0062028688	-0.0317713595	-0.0083205688	-0.0601711195	-0.0965855057	0.1237729053	0.0062951858	-0.0961234882	0.0171428538	-0.0229347308	0.1153236452	0.0619992915	0.0235337376	0.0032049102	0.0822497764	0.1721066254	-0.1061066992	0.1129422506	0.1076997553	0.099141769	-0.00434579	0.01190781	0.000141795938996	1.8885890724100004e-05	0.0131128	0.00809204	6.548111136160003e-05	0.00017194552384	0.118427	0.006112	0.014024954329	3.735654400000008e-05	-0.000307889	-0.000329439	1.0853005472100001e-07	9.4795636321e-08	0.000207612	0.000350775	4.3102742544e-08	1.23043100625e-07	-0.000246058	-0.000110765	1.2268885225e-08	6.054453936400002e-08
816.6160458564174	1.6239808539595515	2.6373138140271943	666861.7663501704	931.1364956025589	0.1000832586072419	867015.1734430142	0.010016658653444	774.8202002603045	1.6614539865003053	2.7604293492577567	600346.3427314184	768.7323497465707	656.8838658395529	1.160895	24.066366	0.09806265	0.0516616	0.0251741937	-0.1149232695	-0.1198347472	-0.0157843616	0.0615199978	0.0195274241	-0.0155243436	0.1253140336	-0.0989721752	-0.0932958723	0.0541002331	0.0161401678	0.0316237398	0.0114034688	-0.0364244721	-0.0114327605	0.0201150675	0.0252966756	-0.0348826486	-0.0915813517	0.0958180779	0.0888428599	-0.0096000325	-0.1607214677	0.0681411991	0.0514586726	-0.029612409	-0.0881749999	-0.0446844363	-0.1502846787	-0.095063929	-0.0086913864	0.1644700287	0.01652676	-0.03318307	-0.1168066121	-0.009415917	0.0437068601	0.0798100094	-0.0463499911	0.074195503	0.0649601535	0.0095050249	-0.197610564	-0.0106805602	0.057866342	-0.0158947969	0.0321277639	-0.0960463324	-0.0931409563	0.0064328539	0.051454923	-0.1395585815	0.1053632575	-0.1429223091	0.06207162	-0.0161988939	-0.0728357816	0.0008963094	0.1342639312	0.1408377011	-0.0128379817	0.0115621103	-0.0936014078	0.0138532725	0.0896129498	-0.0719588531	0.037462922	0.0674021667	-0.0730018294	0.0030450719	-0.0006178903	-0.1048830801	0.0022901961	-0.0234807012	-0.1645531201	-0.1214974401	-0.0330285601	-0.0144826564	-0.0476782016	0.0215472325	-0.0244405229	-0.0210885761	0.0078498005	0.0055708501	-0.1650191558	0.0419511679	0.0193666801	-0.0671559365	0.0301669691	-0.099178623	-0.140829329	-0.0562467207	0.0968440806	-0.0653213765	-0.0495449415	-0.0103160547	0.005716217	0.128672212	0.1391671065	0.0815537145	0.0458153924	0.0975574549	0.0026728197	-0.038447236	-0.1011928604	0.119500101	0.0509480433	-0.1321167083	0.0371466723	-0.0461026306	0.1125037874	0.1059762505	0.0953761056	0.00548236	0.00982815	9.659253242250002e-05	3.0056271169600004e-05	0.0541293	0.0410165	0.0016823532722499	0.00292998111849	0.0988189	-0.0196081	0.00976517499721	0.00038447758561	-0.000751211	-0.000443322	1.96534395684e-07	5.64317966521e-07	0.00015775	-4.986199999999999e-05	2.4885062500000006e-08	2.486219043999999e-09	-0.000187044	5.9014e-05	3.4826521960000003e-09	3.4985457936e-08
