global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
819.2958610563375	n/a	n/a	671245.7079440454	931.4796212099294	n/a	n/a	867654.2847293935	769.3088370915856	n/a	591836.0868272078	n/a	774.2551220973373	650.9149993343445	n/a	n/a	n/a	n/a	-0.1330480171	-0.0777672869	-0.0586467382	0.0164536572	-0.0463114168	0.0446865646	-0.0837328582	0.1565571165	-0.0620986533	0.072993347	-0.0134022291	-0.1935264138	0.0355261831	-0.1431322009	0.0245222914	-0.0900138423	0.0415027408	-0.0054721092	0.0287644159	-0.0893942268	-0.1336867231	0.1618265763	-0.01381429	0.0048091624	-0.0963899534	-0.07855088	0.0159676832	-0.0371377573	0.0378117551	-0.0376024333	0.0171397635	-0.0356133292	0.0097093947	-0.0202081937	0.019601023	-0.0575352644	0.0239172219	-0.0422373816	0.0238136635	-0.0493982208	0.0473767623	-0.0576369162	0.0965997716	0.0377771569	-0.101146147	-0.02556057	0.123359066	0.000794813	-0.0722083054	0.0175123158	0.0763672123	-0.1031261906	-0.0043378618	-0.036272002	0.0418674773	0.0743840062	-0.0511739132	-0.0743053627	0.0464149189	0.0186342419	0.0751006757	-0.0956448448	-0.0527823558	-0.0174759649	0.021159772	-0.0078855522	0.0993248292	-0.0682825702	0.2032270059	-0.1338593534	0.0062647957	-0.01466435	0.0725978885	-0.0098749419	0.0542638366	-0.0516938082	0.0142234308	0.0571808254	-0.043578397	0.0042850596	-0.0863189297	0.0296376591	-0.0351527757	0.0432613904	-0.0945234063	0.0249775192	-0.0880725611	0.07015738	-0.0779138654	0.0924373257	-0.0636034351	0.088219889	-0.0953706173	-0.0354484512	0.1278686664	0.0486406483	0.0016896057	0.0919105675	-0.0599738485	-0.0524050215	0.0451921148	-0.0309129995	-0.0940247188	-0.0250373043	0.0856578241	0.0760265276	-0.0050471695	-0.0281523741	-0.0483188604	0.1147017419	0.1146833673	0.1146527451	-0.127264	n/a	n/a	0.0161961256959999	-0.018898	n/a	0.000357134404	n/a	-0.00128659	n/a	1.6553138281e-06	n/a	0.000657733	n/a	4.32612699289e-07	n/a	-0.000241635	n/a	n/a	5.8387473225e-08	-0.00114438	n/a	1.3096055844e-06	n/a
819.4552638215354	0.1594027651979104	0.0254092415527401	671506.9294048222	934.0369798491068	2.557358639177437	6.540083209375473	872425.0797256408	768.791085577585	-0.5177515140005653	591039.7332635616	0.2680666302498775	773.2806082591923	654.6499758900038	0.9463990000000002	18.5625	0.0722689899999999	0.0326285	-0.1177220239	-0.0635149137	-0.0686242908	0.064984089	-0.030831835	0.0224048737	0.0784774443	0.1936019269	0.0389597277	0.0061150203	-0.023660706	-0.0660038414	0.0163904666	-0.1138856457	0.0575655687	0.0962621268	0.0164810256	0.0948073745	-0.0882248143	-0.1409897527	-0.1333257886	0.0112456877	-0.0853582304	-0.223503294	0.0284090672	-0.0740182044	0.0263410651	0.063756741	-0.1038023401	-0.0397504712	0.0458155009	0.070169854	0.1004055209	-0.1456400235	-0.1422125807	-0.1362885889	-0.0234487126	-0.0751139186	0.1210195031	0.014796268	-0.0769439758	0.1138046669	0.0547045422	-0.1049159359	0.0879933952	-0.0909445976	0.0254476498	0.0197511176	0.0676533344	-0.0308257384	-0.0559532712	-0.0069513397	-0.0244935522	-0.0703042202	-0.1657438571	0.0540194741	-0.0107653713	-0.002625099	-0.0462997425	-0.0708074419	-0.0088690612	-0.021581188	-0.0657978279	0.0337718204	-0.0536821288	0.1593378745	0.1044919145	-0.0463073844	0.0873557071	-0.0571010611	0.014152934	-0.2000605341	0.0542312816	-0.0972425114	0.1358586626	-0.0292210859	0.172274131	-0.0622349565	-0.0783329788	-0.0354000886	0.0140451294	-0.0052298938	-0.0318288025	-0.0456371675	0.0745011096	0.0999762165	-0.0925897449	0.0621842414	-0.0400463968	0.036326375	-0.058030022	-0.0731473383	0.0813086064	-0.049350438	-0.0725387646	-0.1275823676	-0.013966396	-0.0285955443	0.1224857701	-0.0035818161	-0.0819155812	0.0880428258	-0.0999951766	-0.1369302432	-0.0122558348	0.0546919709	-0.0542021469	0.0104637564	-0.0500611305	0.1146527451	0.1144874327	0.1142120884	-0.123986	0.0032779999999999	1.074528399999993e-05	0.0153725281959999	-0.0372166	-0.0183186	0.00138507531556	0.00033557110596	0.0191719	0.02045849	0.0003675617496099	0.0004185498130801	0.000853873	0.00019614	7.29099100129e-07	3.8470899600000015e-08	-0.000521233	-0.0002795979999999	7.817504160399996e-08	2.71683840289e-07	-0.00127292	-0.00012854	1.6203253264000002e-06	1.652253160000003e-08
820.1323067096795	0.6770428881441148	0.4583870723865244	672617.0005089397	930.0924223183548	-3.944557530752036	15.559534113412598	865071.9140540248	769.2155427179881	0.4244571404030921	591692.551158929	0.1801638640391702	773.4209518280467	659.2718359915837	0.983397	19.288168	0.06720728	0.0324783	-0.0946934094	-0.0112496432	-0.0742176126	0.0580584437	-0.0022327077	0.1261368453	-0.055842529	0.0684112596	-0.0019447048	0.1311770519	-0.003388248	-0.1879616341	-0.0093904967	-0.1531274515	-0.0420165681	-0.0118856909	0.0245524378	0.0526727354	0.0661133838	0.0637201018	-0.1546446062	0.0927941971	-0.0867468293	-0.0828433314	-0.0774669673	-0.0874245145	0.0095149983	0.0016728741	-0.0374581637	-0.0755049518	0.0274870862	0.0137474409	0.0763993612	-0.0319668381	0.0318772538	0.060685692	0.144529403	-0.0686626656	-0.0622184694	0.0552636333	-0.0993884774	-0.0329516596	-0.0331487129	-0.0030862484	0.102357565	-0.0130365314	0.0114346419	-0.1012668844	-0.1021870512	0.0592173551	0.0757494422	0.0303220827	-0.0129032394	-0.0861279003	-0.151070086	-0.0707460959	-0.0227477373	-0.0511331075	0.0464121059	-0.0902062609	0.0501124732	-0.07555544	0.0948134653	0.0733992203	0.016313906	-0.0650127663	0.0902535295	-0.055028113	0.0743979552	-0.1319874798	0.0584580551	-0.0955019837	0.0662876947	-0.0908905579	0.0786181108	0.002933836	0.123034067	0.0635567691	0.0303941816	0.0571703896	-0.0138668095	0.0881884101	0.069424824	-0.0216954589	-0.122698712	0.1428739124	-0.0755355532	-0.070376981	0.0327218284	-0.0267212067	0.0747726742	0.0309914786	0.0646377644	-0.035285647	0.0553245158	0.024560426	-0.0095048233	0.0081673417	-0.0605167635	-0.0357663446	-0.1398277543	-0.0464829746	-0.0506063882	-0.0772234229	-0.0103246157	0.0418384204	0.0763093807	0.0561909483	0.0580444172	0.1145547726	0.1140958982	0.1133324686	-0.12087	0.0031159999999999	9.70945599999996e-06	0.0146095569	-0.054368	-0.0171513999999999	0.002955879424	0.0002941705219599	-0.00263433	-0.02180623	6.939694548899999e-06	0.0004755116668128	0.000974379	0.000120506	9.49414435641e-07	1.4521696036000012e-08	-0.000281136	0.0002400969999999	5.7646569408999975e-08	7.903745049600002e-08	-0.00113085	0.00014207	1.2788217225e-06	2.01838849e-08
821.9559638000683	1.8236570903887923	3.325725183325316	675611.6064264992	933.9102955539482	3.817873235593424	14.576156043060603	872188.440141663	770.2641818002522	1.048639082264117	593306.909764412	1.0996439248517291	774.5822906177657	663.5876094497277	0.93981	18.433262	0.13493701	0.0679308	-0.0689234838	-0.0374443782	-0.0946498057	0.0727004589	-0.0237351755	0.065551358	0.0460591636	0.0967599926	-0.0038093606	0.0414476572	0.0087844217	-0.0696946704	0.0863589549	-0.205649084	-0.0278495324	0.0433758072	0.0658266671	0.0734462793	-0.1059134308	0.0419041373	-0.1094179081	0.003455906	-0.043362608	-0.1200354347	0.0158632226	-0.0762779634	0.0682432732	0.0004610406	-0.0573425313	0.1265475278	0.0421862438	-0.0268491411	0.0082373642	0.0899478259	-0.0215032681	0.1479661454	0.0678717829	-0.075654671	0.0261666546	-0.1166450943	-0.027426347	0.0474316532	0.142525425	0.0236916025	-0.0378057664	-0.0232376406	-0.0243625858	-0.0604978206	0.0150164309	0.0129876567	0.1122850953	-0.0595391757	0.1095487722	-0.0705748988	-0.1036120685	-0.1310875765	-0.0978106013	0.0251419568	0.0285066205	-0.0123656502	-0.0958308762	0.00296686	-0.0376809043	0.0397173833	-0.0791762259	0.0556439825	0.1297201397	0.0502894203	0.0181067286	-0.1343305794	-0.0117279071	-0.0874753982	-0.0037947929	-0.1010485483	0.1329951258	0.0725914831	-0.0582845362	-0.0189323327	-0.0201035426	-0.0278023086	0.0297015878	0.1859125452	-0.0280355429	-0.0332402757	-0.0781061895	-0.0438997245	-0.1049157528	-0.0012750671	-0.0316442798	0.0326991739	0.0742042778	0.0214731768	-0.048380198	-0.0335582735	-0.0849013749	0.0043750211	0.1455402908	0.096099905	-0.0751202279	-0.1138994427	-0.1443365397	-0.0826705594	-0.0317427939	0.0075040344	-0.0519908444	0.0485095131	0.0692619116	0.0463110027	-0.0930454832	0.1144078661	0.1135094328	0.1120172664	-0.112199	0.008671	7.518624100000021e-05	0.0125886156009999	0.00122903	0.05559703	1.5105147409000003e-06	0.0030910297448208	0.0182376	0.02087193	0.00033261005376	0.0004356374619249	0.000906485	-6.789400000000009e-05	8.217150552249999e-07	4.609595236000012e-09	0.000153711	0.000434847	1.8909191340900006e-07	2.3627071521000003e-08	-0.00162405	-0.0004931999999999	2.6375384025e-06	2.432462399999999e-07
823.9578758711755	2.001912071107199	4.007651940444716	678906.5812101394	934.1176077816408	0.2073122276925687	0.0429783597508554	872575.7051676953	770.9246749962354	0.660493195983122	594324.8545180511	0.4362512619399987	774.8632832191066	672.0439530092252	0.949105	18.615576	0.1076160799999999	0.0653059	-0.0124805766	-0.0270170863	-0.0787483203	0.0714920323	0.0146259935	0.126020698	0.1209628341	0.02991439	-0.0053932793	0.0069379306	-0.0511929582	-0.0357402424	0.0017051924	-0.0247698701	-0.0789769476	0.1318244086	0.0831586809	0.0490806223	-0.0183861622	-0.0848795668	-0.0080433139	-0.0917016362	-0.1297284071	-0.0312132302	-0.0226972025	-0.061382856	0.0667308674	-0.0299088533	0.0466907127	-0.0400728804	0.0157818818	0.1351692794	-0.0079520672	-0.0494097579	-0.042096249	-0.017233304	0.0478231095	0.0813401117	0.0703507434	-0.0246477342	0.0157173047	-0.1281076818	-0.1147755316	0.0242822535	-0.055998426	0.1348697376	-0.1162196072	0.0943006631	-5.3694e-06	0.0035474801	-0.0335552505	0.0960366645	-0.0437968258	0.0062053004	0.0929971588	-0.0176174638	-0.0566927172	0.0184060077	0.07135118	0.1077605342	-0.0913946743	-0.077003302	-0.0531158161	0.0692808973	-0.0980842246	0.0269809218	0.0923715423	-0.1044868241	-0.0422056976	0.0034176064	0.0861513726	-0.0534498023	0.0460498523	-0.0035619213	0.1048902129	-0.0417140081	0.0018130048	0.0297367171	0.035511157	-0.0491871262	-0.0646648695	-0.1317156523	0.0208804068	-0.0912274054	-0.0945204222	0.0020755302	0.0047830844	0.0337116443	-0.0089077345	-0.0195326086	0.0148524875	-0.0273517156	0.0792817924	0.1049683406	0.0101691401	0.0421387299	-0.2223711951	-0.0087187999	0.0385472249	0.0484852011	-0.0043598198	0.0733692835	0.023610255	0.0021529597	-0.112983388	-0.1501420711	-0.0097640144	0.0542279467	-0.0179397785	0.1142120884	0.1127290384	0.1102715368	-0.112179	1.999999999999225e-05	3.999999999996898e-10	0.012584128041	-0.0465545	-0.04778353	0.00216732147025	0.0022832657392609	-0.0238152	-0.0420528	0.00056716375104	0.00176843798784	0.00106007	0.000153585	1.1237484049e-06	2.3588352225000008e-08	0.000153711	0.0	0.0	2.3627071521000003e-08	-0.00142244	0.0002016099999999	2.0233355536000003e-06	4.0646592099999944e-08
824.4672329507913	0.5093570796158247	0.2594446345547615	679746.2182095344	934.2703086480528	0.152700866412033	0.0233175546029855	872861.0096213279	770.248181105472	-0.6764938907633677	593282.260496288	0.4576439842401593	774.7606474386434	678.7692547662597	0.888229	17.421566	0.07964775	0.0460646	0.0099001395	0.0354819363	-0.0448662268	0.076807094	-0.028666453	0.1107712824	0.0261877348	-0.0382742751	-0.027368528	0.0732321794	0.003722647	-0.0898610106	0.0195588898	-0.1135984725	-0.0577048694	0.0144373716	0.0797733261	0.0661486002	0.0895454118	-0.0399602304	-0.100089873	0.0440447523	-0.0962655404	-0.1151038772	-0.0648334682	-0.028553578	0.1077902781	-0.1183755348	0.1210522839	-0.0696628238	-0.0098574899	-0.0111524	-0.089041511	-0.0106550707	-0.0550765645	0.0082071151	0.0406769378	-0.0418358327	-0.0417909193	-0.0172557731	0.1007633133	0.0400701525	-0.0667722353	-0.1391262639	-0.0111262139	0.057722662	0.0027788175	-0.0193004733	0.0734853799	-0.010661574	-0.0154991852	0.0330577169	-0.0837973773	-0.0142851318	0.1419677371	-0.1902862141	0.1489822716	-0.0410264261	0.063535819	-0.0666728747	-0.0320089589	0.0589216055	-0.0295512775	0.069509142	-0.0694192121	-0.0470083004	0.0688481102	-0.0942382317	0.0095050291	-0.0799266474	0.0676280588	-0.1279080137	-0.0255566055	-0.0325972263	0.0921468714	-0.1124338062	0.0223031203	0.0100236843	0.0338871469	0.0155553177	0.0127677105	-0.0493296905	-0.0655472652	-0.1294725398	0.0696793693	-0.0427132349	-0.0977884256	-0.0254043393	0.0025947604	-0.1524392195	-0.0549241355	-0.0504075803	-0.0826220483	-0.0338273142	-0.0682062532	0.0408037014	-0.0411433358	0.0417421028	-0.0411527893	-0.0480417489	0.1285650596	-0.0621602962	-0.0064060742	-0.0167160374	0.0866868966	0.0040351245	0.1791814691	-0.1667286246	-0.0195234636	0.1139675232	0.1117560484	0.1081019891	-0.113917	-0.001738	3.020644000000012e-06	0.012977082889	-0.0075834099999999	0.0389710900000001	5.750810722809848e-05	0.0015187458557881	-0.00490059	0.01891461	2.40157823481e-05	0.0003577624714521	0.000813514	-0.000246556	6.61805028196e-07	6.0789861136e-08	3.6006e-05	-0.000117705	1.3854467025000005e-08	1.296432036e-09	-0.00138622	3.622e-05	1.9216058884e-06	1.3118884e-09
823.5853815578748	-0.8818513929164737	0.777661879188725	678292.8807158303	933.0508111684782	-1.2194974795746705	1.487174102688973	870583.8162221551	769.960452482723	-0.2877286227490003	592839.0983873996	0.0827877603490365	774.5444810081638	684.2592690117324	0.880641	17.27273	0.10135055	0.0579096	0.0143389246	0.1378631295	-0.0356444773	0.0154615411	-0.0240072039	0.0938984305	0.0117868137	-0.0766662904	0.0571623399	-0.0092765461	0.0206026648	-0.1839383323	-0.0380338163	-0.0388135786	-0.0358066611	0.0261792003	0.0732108641	0.0627045799	0.0907026092	-0.0662356511	-0.0273482167	0.0152579258	-0.0840424196	-0.0004119145	0.0727068582	-0.1839655808	-0.1795540468	-0.1402862132	0.0456157771	0.0150669785	0.119112079	0.0046219306	-0.0167717565	0.0101176562	0.0360762006	0.086255728	-0.0007584714	0.0410011732	0.0035410232	0.0747613705	0.0655371445	-0.0062126761	0.0394182001	-0.1025836566	-0.0791873692	-0.0215422571	-0.0440633672	-0.011586289	0.1474406724	-0.1035749879	0.0950471611	0.0718615447	0.0002492655	0.0650062228	-0.1453335485	-0.0731225517	0.0249990243	-0.0238797288	-0.1196739723	-0.1125840129	0.0617471484	0.1538660827	0.0128485872	0.0690401202	-0.1113379046	-0.043132362	-0.0001463975	-0.0851612568	0.0085666324	0.0023829769	0.0537233207	-0.2162335737	0.0966298238	0.1144543339	0.0544979987	0.1126018125	0.0452255974	0.0710146215	0.0667499338	-0.0268996018	0.068341457	0.0020353901	-0.0604708933	-0.0514249621	0.052536242	-0.0439140544	0.1041290362	-0.0401200095	-0.1133674168	-0.0486357812	-0.0187009523	0.0390568997	-0.1627028293	-0.0217670191	0.0115407245	-0.0468821644	-0.053467351	0.0077317961	0.0680802569	-0.1051405595	-0.0346189942	-0.0206139235	-0.0016606959	0.0607412759	-0.0862451814	-0.0098652076	0.0494333483	0.0209216288	0.0998211401	0.1136742748	0.110592125	0.105516962	-0.113884	3.300000000000525e-05	1.089000000000346e-09	0.012969565456	-0.0538781	-0.0462946900000001	0.0029028496596099	0.0021431983221961	-0.0292573	-0.02435671	0.00085598960329	0.0005932493220241	0.00122185	0.000408336	1.4929174225e-06	1.6673828889600006e-07	6.7913e-05	3.1907e-05	1.018056649e-09	4.6121755689999994e-09	-0.0015593	-0.0001730799999999	2.43141649e-06	2.9956686399999974e-08
824.7707798138704	1.1853982559955512	1.4051690253172942	680246.8392347798	935.3890212119604	2.3382100434822632	5.467226207441327	874952.6210038693	771.3118918099161	1.351439327193134	594922.0344473918	1.8263882550842303	775.2549215361587	681.9775086138035	0.912787	17.903248	0.17373645	0.0926495	0.0103409099	0.1450858059	-0.0780809976	-0.0329085874	-0.0750407858	0.1077097931	-0.0473082311	-0.0797470245	0.0907571957	-0.0091305727	0.0101024739	-0.0722624376	-0.0207160141	-0.0071368261	-0.0169689488	-0.040800465	0.1136610043	0.0885138221	0.0781053877	0.0440981091	-0.0254972753	-0.0498514936	-0.0683666294	-0.009073235	0.0794313313	-0.0318947112	-0.0546898052	0.1843565803	-0.1022138676	0.0507308152	-0.0305331634	-0.0407288671	-0.0208871146	-0.0491411717	0.0885914233	0.0505842857	-0.0036974262	0.0428515344	0.1312806887	-0.0742808134	0.1194120675	0.0212017754	-0.1217545966	0.0920423359	-0.1469721427	-0.0183932303	0.0199090961	0.0224091765	-0.1262200164	-0.0877061578	0.0897510945	0.0950450765	-0.0091146948	-0.0744049263	-0.0003652318	-0.0708979905	0.0717447596	0.122057909	0.0157138873	0.0416523599	0.0967585483	0.0403356321	-0.1605590679	0.0778702509	-0.1187697824	-0.0787740245	-0.0290509213	-0.0010320517	-0.0553171431	-0.0419048124	-0.0224978118	-0.0953024707	0.0967835028	-0.0779719187	-0.092901589	-0.0394975079	0.0239203604	0.0703311023	-0.1067128126	0.0860483362	-0.0100608571	0.0195096641	0.0535633976	0.0108436923	-0.0388269469	0.016191531	0.1107461393	0.0542184725	0.0499556374	0.0233578515	0.0721821623	0.0113092635	-0.0061993985	0.0501218755	-0.0549932696	0.0598121174	0.0492837466	0.0918459538	-0.1855937588	-0.028378605	-0.0065666722	0.0455302218	0.0173059478	0.0600289073	-0.0033512319	-0.2151007348	-0.1310730985	-0.1256046604	-0.0806509113	0.1133324686	0.1092392569	0.1025263906	-0.113951	-6.699999999999762e-05	4.48899999999968e-09	0.012984830401	0.0200724	0.0739505	0.00040290124176	0.00546867645025	0.00601745	0.03527475	3.62097045025e-05	0.0012443079875625	0.000583944	-0.000637906	3.40990595136e-07	4.0692406483600004e-07	-0.000306565	-0.000374478	1.4023377248400006e-07	9.398209922500001e-08	-0.0012828	0.0002765	1.6455758399999998e-06	7.645225000000005e-08
826.9384855712656	2.167705757395197	4.698948250644285	683827.2589188982	931.8608460130292	-3.5281751989311942	12.448020234353171	868364.6363321185	771.6117241840393	0.2998323741231843	595384.652898266	0.0898994525723451	775.3975900226591	691.836888368767	0.988551	19.389271	0.1955236	0.107621	0.0998961007	0.0889542903	-0.0487145162	-0.093897834	-0.0386835017	0.1271540329	0.0209714357	-0.0710686803	0.0915604262	-0.057704024	-0.0832887376	-0.0892875831	-0.0075184779	0.1127930651	0.0358742038	0.0377217379	0.1438297058	0.0773399435	0.0119203381	0.0052061781	-0.0017321645	0.0474884553	-0.0443566612	-0.015502481	0.0164366881	-0.0350324091	-0.0750848241	0.0923143174	0.2071215135	0.1599193462	-0.1121966821	-0.0369880348	0.0535387426	0.0221347357	0.0294331987	-0.1225203097	0.0576238711	-0.0141607631	0.0134636735	0.0344742162	0.1285700094	-0.0016061524	-0.0139704113	0.1880059168	-0.1260382288	0.023202801	-0.1035775397	0.02548853	0.0087335803	-0.0091735714	0.0202271756	0.0403362722	0.0265123911	0.0807248714	0.0398678532	0.1254960954	-0.1733697716	0.0604492311	0.0232234989	-0.0343832846	-0.0160772597	0.1131940395	0.0943590568	0.0715527243	-0.1678149879	-0.0212461902	0.0191806439	-0.0294197185	0.008347205	-0.0328422098	0.0967746478	-0.0820869121	0.0400309264	0.0056686771	-0.1615159648	0.0264392344	-0.2613242578	-0.0795777483	0.0376962488	0.0365562805	-0.1174817484	-0.147004395	0.0513927671	-0.017084667	-0.0761719482	0.0235033534	0.0480656378	-0.032023426	-0.0206335274	0.0445810985	0.0689853536	0.0673961269	-0.0200388435	0.039867619	-0.0226364459	0.0832171192	0.1400582803	-0.0551099887	-0.1168321895	0.0507978386	0.0759950053	-0.1163314742	0.042928298	0.0763427033	-0.1238106763	0.0483861838	-0.0347055848	0.0805841976	0.0961380067	0.1129422506	0.1076997553	0.099141769	-0.103912	0.0100389999999999	0.0001007815209999	0.010797703744	-0.0603401	-0.0804125	0.00364092766801	0.0064661701562499	-0.0578819	-0.06389935	0.00335031434761	0.0040831269304224	0.00101725	0.0004333059999999	1.0347975624999998e-06	1.8775408963600002e-07	-0.000544764	-0.0002381989999999	5.6738763600999995e-08	2.96767815696e-07	-0.00113085	0.0001519499999999	1.2788217225e-06	2.308880249999996e-08
826.8806823500106	-0.0578032212549715	0.0033412123874511	683731.6628436191	939.0627485797968	7.201902566767558	51.86740058121314	881838.8457702426	771.9299315495874	0.318207365548119	595875.8192221507	0.1012559274890742	777.6184633615219	695.3740379335032	0.99718	19.558523	0.17003005	0.103598	0.1245660318	-0.051752944	0.0161968697	-0.1569476821	-0.2468587848	-0.008591215	0.0353447317	-0.091112386	0.0357056982	-0.0458640342	0.0420779581	-0.0307897768	-0.0038168535	0.0704589039	0.0772381588	-0.0760602001	0.152901949	-0.0922576621	-0.0027400001	0.0580501199	0.0966561671	-0.0585209066	0.066318886	-0.0686285387	0.1083829272	-0.1783539143	-0.0116036201	-0.0667078371	-0.0697767274	0.0029417981	0.026035247	-0.0587185399	0.1022647779	-0.0692520842	-0.0553742664	-0.1282179909	-0.0445884889	0.0117096654	-0.0664201779	-0.0152457661	0.0112387829	-0.0324575762	-0.120462115	0.0934125362	0.0575285926	-0.0225803183	-0.0251584604	-0.0255086635	0.1024648124	0.0279614517	0.0198370125	0.0626514612	0.0114668221	0.0520905955	0.1022444653	0.0993896312	-0.0366464931	-0.1185358266	0.0828160814	0.1031990378	0.0279672417	-0.0046570325	0.168040301	-0.1312975614	-0.1587955587	-0.127071187	-0.0324423592	0.1120804402	-0.0298275395	0.093728856	0.0284344237	-0.1380470267	0.067631641	-0.0349976683	0.0668282169	0.025977441	-0.0287859175	0.1198155339	-0.138488973	-0.007783513	-0.1398578305	-0.0428771727	0.0485879838	0.0216105529	-0.0124933735	-0.1183062652	0.0904038714	0.0198980158	0.0288208804	0.0366925354	0.0791856466	-0.0167501752	-0.0103529548	0.1026458266	0.0713829751	-0.0475779671	0.0489285548	-0.2286172086	0.0099815911	0.074431905	0.0219503611	0.0060774058	0.1073486079	0.019426996	-0.0027750522	0.0932201649	0.039952172	0.0628158942	0.1426397778	0.1125037874	0.1059762505	0.0953761056	-0.0744338999999999	0.0294781000000001	0.00086895837961	0.0055404054692099	0.0273133	0.0876533999999999	0.0007460163568899	0.0076831185315599	-0.0119343	0.0459476	0.00014242751649	0.00211118194576	0.000928203	-8.904699999999998e-05	8.615608092089999e-07	7.929368208999996e-09	-0.000594736	-4.9972000000000016e-05	2.497200784000001e-09	3.53710909696e-07	-0.00113085	0.0	1.2788217225e-06	0.0
