global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
738.9910803392796	n/a	n/a	546107.8168210157	824.5093617670623	n/a	679815.6876415283	n/a	725.9693626386886	n/a	527031.5154900238	n/a	725.7631245973865	573.1973820685578	n/a	n/a	n/a	n/a	-0.087438733	-0.0266408211	-0.028423776	-0.0264969704	0.0447366836	-0.1536134248	0.1280854793	-0.13129791	0.0269050913	-0.0008385447	0.029855673	-0.1523560076	0.0026309451	-0.0257803583	0.0251338819	-0.322474527	0.1140271294	-0.0998825896	-0.0111894778	0.1027758874	-0.0574188241	0.0803315	-0.0047242508	-0.1284806376	0.0132993038	-0.0503077326	0.1914956743	-0.1675338801	0.0590174619	-0.0721019045	0.0579787877	-0.1002988131	0.1191356653	-0.0795847065	0.089393784	-0.0708279978	0.0993603987	-0.0352996498	0.1427705911	-0.0345412892	0.0122506635	-0.0468758589	0.03924994	-0.0412947237	0.0187876626	0.0073660134	-0.1416147539	0.1514490608	-0.1339451448	-0.0003243531	-0.0934246301	0.1549351478	-0.0391080106	-0.0599683745	-0.0699564434	0.1175007197	0.0559809126	-0.1037741289	-0.0623719704	0.0506436134	0.0677098246	-0.0546527203	-0.009866638	-0.0398970124	-0.1086691426	0.137550412	0.0924483389	0.0131689288	-0.0483196529	0.1693390146	-0.0069313033	0.109118199	-0.0673271853	0.0307127398	0.0361134213	-0.0660522091	0.0179612239	-0.2054296775	0.1242143145	-0.0069834939	0.0616946063	-0.0300573682	0.0085491811	-0.105317887	0.1078071721	-0.1314891826	0.0647316747	-0.1893784064	0.1364224344	-0.1143038147	0.1042944757	-0.019010809	0.0117068781	0.1247363263	-0.0254696123	0.0544109075	-0.0618594784	0.0951988278	0.0756763272	-0.074059513	-0.0634778787	0.160907408	-0.0015380669	-0.0793863467	0.1039848444	0.0731822582	-0.0859284328	-0.0215952174	-0.006931978	-0.0857779975	0.0460542567	0.0770147288	-0.1271496207	-0.0395947629	-0.0675027112	0.1147017419	0.1146833673	0.1146527451	-0.0421709	n/a	n/a	0.0017783848068099	-0.180141	n/a	n/a	0.032450779881	-0.18625	n/a	0.0346890625	n/a	0.00295196	n/a	8.7140678416e-06	n/a	-0.000661331	n/a	n/a	4.3735869156100004e-07	-0.00086763	n/a	7.527818169e-07	n/a	0.0	0.0	0.0	0.0
738.3284585856469	-0.6626217536327204	0.4390675883873015	545128.9127574574	822.9080506937046	-1.6013110733576923	677177.6598965126	2.5641971536579646	726.1457030844715	0.1763404457828983	527287.5821080415	0.0310959528189113	726.1106504785563	573.4858709591476	0.953566	22.383352	0.0513752499999999	0.0266884	-0.0914501412	-0.0136253306	-0.0146783129	-0.0940522201	-0.0566135546	-0.0828168706	-0.0250911388	-0.0745661969	0.016275551	0.1040278426	-0.0291389626	-0.1327071874	-0.0443882768	0.0582680191	-0.0912455494	-0.1783801222	0.1352421948	0.0039978901	-0.0278182828	0.1056086411	-0.0048214286	0.0581168042	-0.062630807	-0.0918970146	-0.0663498348	-0.0289186364	0.1245391953	-0.019041999	-0.0028935354	0.0693585174	0.0361144833	-0.0186568274	-0.0133281437	-0.0468988244	-0.0403097534	0.0240984759	0.1165490782	-0.0236521038	-0.0143649019	-0.1076321132	-0.0544555291	-0.2074557391	0.0354579591	-0.096624522	-0.0401605402	-0.0550723423	0.0305296934	-0.0806755471	-0.0639279147	-0.0495167364	0.1619911827	0.0155154874	-0.0159959623	0.2115033073	0.0983455112	-0.1931856611	0.0577445963	0.0155889791	-0.0356951062	0.1391668444	0.0014083209	-0.0497340016	-0.042057459	-0.0292426089	-0.1057326799	0.0413873394	-0.0411891566	-0.0081249737	-0.0977251086	0.0090481325	0.0155566704	0.0786001579	-0.0458942311	0.0265652349	-0.0784307822	-0.1315396124	0.0356285776	-0.1331194978	-0.0231948354	0.084376336	0.1082172717	0.0158582527	-0.0269250978	0.0041606123	0.0291609477	-0.123040033	0.0181180544	0.0048027683	0.0950867606	0.0966055929	0.0044428562	0.1688714779	-0.1154819249	-0.0662852583	-0.0515918817	-0.0835356408	-0.1134350639	-0.0764280192	0.1331455337	0.0038245556	0.051452175	0.0674071944	-0.0003294347	0.0291436227	0.0033810003	0.0285383505	0.1067643809	0.2104157747	-0.0492304176	0.2200280907	-0.0830256432	-0.0476073908	0.0559290768	0.0287637937	-0.0644540112	0.1146527451	0.1144874327	0.1142120884	-0.0425924	-0.0004215	1.776622500000044e-07	0.00181411253776	-0.166104	0.0140369999999999	0.0001970373689999	0.027590538816	-0.181015	0.0052349999999999	0.032766430225	2.7405224999999893e-05	0.00310693	0.0001549699999999	9.6530140249e-06	2.401570089999998e-08	-0.00106682	-0.000405489	1.64421329121e-07	1.1381049124e-06	-0.000794454	7.317599999999999e-05	6.31157158116e-07	5.3547269759999985e-09	0.0	0.0	0.0	0.0
736.8205251799604	-1.5079334056864582	2.2738631559851603	542904.4863264727	815.4699480692811	-7.438102624423436	664991.2362041161	55.32537065145481	724.6177861799501	-1.527916904521362	525070.9360483319	2.334530067122141	724.414009326839	570.561475989511	0.868067	20.376415	0.0877187	0.0426228	-0.0776344995	-0.0013541316	-0.0133379764	-0.0089496099	-0.0581634368	0.0097589498	-0.0669434433	0.0735162114	0.0079610744	0.1766384622	-0.0235009284	-0.0387541835	-0.0218710268	0.1449235982	-0.095164367	0.0291250988	0.1344999436	0.0704020825	-0.0784375921	0.0555761057	-0.0768461971	0.075575944	-0.0464540023	0.0548285566	-0.0240573516	0.0774456228	0.132414915	-0.0314435046	9.27334e-05	0.1673132394	-0.1245323856	0.0314794943	0.0686119494	-0.0386079229	0.0048254474	-0.0325962799	0.1236907833	-0.131750836	0.0551495224	-0.0733022401	0.0960508155	-0.0548313035	0.0359844719	-0.0811279077	-0.0750118603	-0.0853531772	0.0279778761	-0.0593740908	0.1032488485	0.1316807055	-0.0120968416	-0.0818484758	0.0596485145	-0.0141844175	-0.054315097	0.0349734415	0.0957802043	0.0446034039	0.0578923481	-0.1389857249	-0.0034990094	-0.0792922258	-0.1131620978	0.08050912	0.1707213872	0.0166473852	-0.1078965302	0.044552433	-0.0832875829	-0.0936043133	0.0918277898	0.0028977305	-0.103034378	0.0191019688	-0.0944308017	-0.0334475915	0.1304986542	-0.1029107074	-0.0391056046	0.1616967982	-0.018247036	-0.0138401582	-0.0843020221	0.018834261	-0.0996666157	-0.0315694799	0.1291960667	-0.0605788286	0.1212370599	-0.054730495	-0.0858154867	-0.0096012233	1.84348e-05	-0.1000058302	0.003931944	0.0171096642	-0.0584147749	0.1015577606	-0.0286097778	0.0554789193	0.0658598215	-0.1705160949	-0.0669926853	0.0265318454	-0.0721487674	0.0096613496	0.1260030332	-0.0166679701	0.0585602206	0.0384777098	0.0660859537	0.1952548259	-0.0445936561	-0.1012542214	0.0138358597	0.1145547726	0.1140958982	0.1133324686	-0.0391797	0.0034127	1.1646521290000032e-05	0.0015350488920899	-0.138178	0.027926	0.000779861476	0.0190931596839999	-0.172308	0.008707	0.0296900468639999	7.581184900000036e-05	0.00270244	-0.0004044899999999	7.3031819536e-06	1.636121601e-07	-0.00132672	-0.0002599	6.754801e-08	1.7601859584e-06	-0.000505384	0.00028907	2.55412987456e-07	8.35614649e-08	0.0	0.0	0.0	0.0
736.7168846450675	-0.1036405348929747	0.0107413604729019	542751.7681211337	814.2390194858705	-1.2309285834106731	662985.1808533118	1.5151851774574066	725.1404190959275	0.5226329159773968	525828.6274066174	0.2731451648630367	724.4283835012802	570.7778525142558	0.848425	19.915356	0.0864133	0.0427576	-0.0932175581	0.0015308572	-0.0173593286	0.0525326229	-0.004048486	0.0324440746	-0.0034170911	0.0805520363	-0.0020942558	0.0836886674	-0.148704823	-0.1160693846	-0.0292215546	0.0363800398	-0.0937189223	-0.0403489814	0.0107496901	0.0237145153	-0.0625917226	0.0612833176	-0.0671844343	0.0695518616	-0.0271490036	-0.0883030404	-0.0586645402	0.1199993249	0.1079576013	-0.0945695711	0.0697579273	0.0552620962	-0.1062232685	-0.167194641	0.0352589845	-0.0283951733	-0.0480947584	-0.0917089688	0.0740498333	-0.0208195172	-0.0034784661	0.1017242811	-0.1754681067	0.0908096128	0.0099126558	0.0742735939	-0.0078856285	-0.0868430619	0.0554145393	0.0228719603	-0.0277817596	0.0567399961	-0.0409920987	-0.0477462342	0.0980973018	0.0190074565	-0.1077088456	-0.0176505159	-0.1466111737	-0.0019619554	-0.019992817	-0.0253442475	0.0252613261	0.014089613	0.0967753675	-0.0260161282	-0.0518386102	0.0348562476	0.0439687063	0.0508495848	-0.0484239471	-0.0062028922	0.0504051594	0.0526849936	-0.071497822	-0.0783451389	0.0483685423	-0.060352251	0.1407489646	-0.1096930923	0.1585843424	0.076233043	0.018750661	-0.0044138317	-0.0178834868	0.0562217034	0.0074805343	0.0008623497	0.0185044301	-0.0278428529	0.0728843008	-0.1224464972	-0.0981431456	0.0426816995	0.0046490482	-0.0267627553	-0.0736602271	0.0392712146	-0.0103916345	-0.0587791939	-0.0335406175	0.0108423701	0.0916484997	0.1399547097	0.1775889055	0.0649683836	-0.1574661403	0.0888043394	0.102875979	-0.0837641784	0.0508211837	-0.190811947	0.0225586917	-0.1661263867	-0.0209779207	0.0449316029	0.0084422238	0.1144078661	0.1135094328	0.1120172664	-0.0474954	-0.0083157	6.915086649000003e-05	0.00225581302116	-0.147899	-0.009721	9.449784100000016e-05	0.021874114201	-0.136385	0.0359229999999999	0.018600868225	0.0012904619289999	0.00284621	0.00014377	8.1009113641e-06	2.0669812900000027e-08	-0.00115643	0.00017029	2.8998684100000007e-08	1.3373303449e-06	-0.000840396	-0.000335012	7.06265436816e-07	1.12233040144e-07	0.0	0.0	0.0	0.0
736.8191395395768	0.1022548945093149	0.0104560634511111	542902.4443918423	815.7090027493292	1.4699832634587435	665381.1771663051	2.1608507948488183	724.4526046216274	-0.6878144743001258	524831.57634306	0.4730887510567583	724.3407498939531	567.468529700034	0.8294059999999999	19.468922	0.0437311	0.0198066	-0.0722830019	0.0105957058	-0.0086716154	0.0838465246	-0.0177567722	0.0040591186	0.0618989221	0.0661879339	-0.0441277634	-0.0215166561	-0.1308360112	-0.0199092583	-0.0838513289	0.0272478166	-0.0557610774	-0.0321577716	0.1764524402	0.0820206498	-0.0852032403	0.0345565435	-0.0837362906	0.0057325583	0.0676751134	-0.0818980149	-0.0125499788	0.1305364678	0.124042713	-0.0961513152	0.0600169778	0.197809785	-0.0770996178	-0.0006318919	-0.1269084276	-0.0342768338	-0.0711113994	0.0075506513	-0.0313375111	-0.0865987769	-0.0665391	0.0276883396	-0.1437334464	0.1379081822	0.0610387158	0.1302172854	0.0310067695	0.0164506496	0.2601071883	-0.1486383454	-0.0853023368	0.0063072067	0.095757387	0.0608056298	-0.0926066729	0.0060843676	-0.0514892055	-0.0430128467	0.0112427593	-0.0587222818	-0.0539101067	0.0791078714	0.0677999699	0.0451148138	0.0533030759	-0.0217946452	0.0337298853	-0.1956378012	-0.0582677351	0.0700631371	-0.0526976214	0.0513650764	0.0337107099	-0.0248477247	-0.0628273509	-0.0942761332	0.0886819326	-0.0014879491	0.1788678928	-0.1720201021	-0.0104872681	0.0868292921	0.0330108968	-0.0164755413	0.0356488776	-0.0592727717	-0.1824646612	-0.0458151941	0.1472319902	0.1620997442	-0.0649840511	-0.030892401	-0.2393049949	-0.0079456758	0.027673888	0.0556744947	-0.0082849242	-0.0123236406	0.0993234454	-0.1642546664	0.0216459656	-0.0002278193	0.0505392752	0.1062938617	0.0020601046	-0.1281058333	0.0495236209	-0.0521569287	0.0446836084	0.0072447535	0.0374485437	0.0081037055	-0.0749917815	-0.1106271288	-0.023865036	0.0136862358	-0.0069584328	0.1142120884	0.1127290384	0.1102715368	-0.0433106	0.0041848	1.751255104000002e-05	0.0018758080723599	-0.160413	-0.0125139999999999	0.0001566001959999	0.025732330569	-0.130206	0.006179	0.0169536024359999	3.818004100000022e-05	0.00270962	-0.00013659	7.342040544399999e-06	1.8656828100000066e-08	-0.000978685	0.0001777449999999	3.1593285025e-08	9.57824329225e-07	-0.0007376649999999	0.000102731	5.441496522248525e-07	1.0553658361020541e-08	0.0	0.0	0.0	0.0
736.939161563288	0.1200220237112716	0.014405286175749	543079.327845602	817.6268963209457	1.917893571616446	668513.7415874224	3.678315752047688	724.7311431293958	0.2785385077684168	525235.2298216409	0.0775837003098564	724.4179564391409	565.0121751322276	0.949449	22.286713	0.0853051999999999	0.0355278	-0.0754365243	0.0053583193	-0.0220262451	0.0020348938	0.0196218751	-0.0522475252	0.1327180219	-0.0354156263	0.0080183418	-0.0370699956	-0.0873659022	-0.0670054334	-0.0204589539	-0.0412330819	0.0445511739	-0.0908592164	0.1335955799	-0.1069586002	-0.0649501478	-0.0066388921	-0.1095983898	0.0731345973	0.0543317676	-0.0653956077	-0.0252208358	-0.0570910998	0.0585812924	-0.2094919196	0.0018248713	-0.0425439727	0.0028851146	-0.0698360728	-0.0116623209	0.0347921403	0.0910857518	-0.0154236603	0.0017527578	0.0489452539	0.0249255765	0.0208285584	0.0861149792	-0.121570971	0.084751995	0.0716770758	0.0232734086	0.0302270894	0.0441128378	0.0432357597	0.0320819995	-0.1061073308	0.0023877056	0.114013836	0.0351289093	-0.0616138071	-0.0867733985	0.1478546584	0.1118057431	0.0297428838	0.062254103	-0.1003296791	0.0691863078	0.191296069	0.0398504274	-0.0455583838	0.0001796883	-0.0575510204	-0.0639756251	0.0768733222	0.0077711442	0.1328884853	0.0248693964	0.0058999211	-0.0954556744	0.0396552689	0.1436851541	-0.0465639997	0.0430380416	-0.0889350345	0.0546001089	-0.0128434953	0.0611254325	-0.0055548947	0.042559466	-0.0009305566	0.1173997441	-0.109452693	0.0149869853	-0.0270561309	0.0530371886	0.011993797	0.0230965079	-0.062308503	0.0439307194	0.1225660713	0.0035909683	0.0313452862	-0.1162344758	-0.0849328579	-0.0740193269	-0.0151690925	-0.1246695925	-0.0502392779	-0.010068862	-0.1798317137	0.1253603191	0.0486595391	-0.0631382152	-0.030917299	0.0632504383	-0.0233825147	0.1098665883	0.0727693703	-0.0093395908	0.0214806006	0.1093612998	0.1139675232	0.1117560484	0.1081019891	-0.056594	-0.0132834	0.00017644871556	0.0032028808359999	-0.149483	0.0109299999999999	0.0001194648999999	0.022345167289	-0.10889	0.0213159999999999	0.0118570321	0.0004543718559999	0.00305284	0.00034322	9.3198320656e-06	1.177999684e-07	-0.000633621	0.0003450639999999	1.1906916409599999e-07	4.01475571641e-07	-0.000844897	-0.0001072320000001	7.13850940609e-07	1.1498701824021454e-08	0.0	0.0	0.0	0.0
737.0948772413927	0.1557156781046842	0.0242473724076016	543308.8580555038	822.262958340539	4.6360620195932825	676116.3726589349	21.493071049515343	726.033697211086	1.3025540816901184	527124.9294859988	1.6966471357275876	725.8118656486449	551.0973667103967	1.111042	26.079845	0.0728151	0.0383895	0.0254014847	0.037780956	-0.0124019084	-0.0697766515	-0.0530269012	-0.034523895	0.0231489031	-0.1033789684	0.0658012033	0.0558330342	0.0433505709	-0.2005255995	-0.1071708801	0.0350005775	-0.1685354334	-0.0089254599	-0.0158363582	-0.0114404923	-0.0023041731	0.0008295718	-0.0045038681	0.0494842855	-0.0226684376	0.0515859698	-0.099217728	-0.0742954418	0.1029059262	0.0800903263	-0.0034962811	0.2657019486	0.0440967182	-0.0416162648	0.1730435748	0.1423264244	0.0613287296	0.0142319369	-0.1982989539	0.093624208	0.0629612749	-0.0830520887	0.1068932071	0.1304446142	-0.2013753665	-0.0576225444	0.1073318677	0.0303724604	-0.1647492175	-0.0568973547	0.1043773385	-0.1963825823	0.0359987235	0.0448110504	-0.0712755992	0.0657487494	-0.0452243024	-0.0872469435	-0.1040815786	0.0523881294	0.0417384372	0.1657667645	-0.0526114762	-0.0187411162	-0.0628205525	0.0105841646	-0.0155978133	0.0164684841	-0.0957183362	-0.0080076095	-0.0282993769	-0.0323586135	0.0176422717	0.0011045161	-0.0490542594	0.0946948438	-0.0656343138	-0.1623263063	0.0181300444	-0.011123005	0.084057629	0.2474722256	0.1067409229	0.124510452	-0.0946520406	-0.1327727216	0.1640556735	0.1650500056	0.006637754	0.0824458421	-0.1824994015	0.0286003681	0.1333742199	-0.0874394998	-0.0093936342	-0.1243267966	0.0281150158	-0.0619278399	0.1327009684	0.0356679605	-0.0068810041	0.0115107054	-0.148144093	0.0412669172	-0.05820299	0.0069383285	0.002164689	0.0138228944	-0.1021470101	-0.0034497759	-0.1970558536	0.148639343	0.0004177582	0.0046513283	-0.0573782574	0.0989069558	0.0250086172	0.1136742748	0.110592125	0.105516962	-0.0421133	0.0144806999999999	0.0002096906724899	0.00177353003689	-0.117991	0.031492	0.000991746064	0.013921876081	-0.117137	-0.008247	0.013721076769	6.801300900000007e-05	0.00325591	0.00020307	1.0600949928099998e-05	4.123742490000003e-08	-0.000756926	-0.0001233049999999	1.5204123024999997e-08	5.72936969476e-07	-0.000799364	4.553300000000005e-05	6.38982804496e-07	2.0732540890000047e-09	0.0	0.0	0.0	0.0
735.6080109353436	-1.4868663060491372	2.2107714120642066	541119.1457522525	818.0224023919168	-4.240555948622159	669160.650815043	17.98231475339478	726.5704747258171	0.5367775147311704	527904.6547432992	0.2881301003209718	725.9241976362061	510.6045976319567	1.32983	31.215528	0.3848326	0.215423	0.2378515587	0.0393313538	-0.0442163684	-0.0201433305	-0.0081083491	0.0791864071	-0.0639249162	0.0547898732	-0.0977673166	-0.0382548397	0.06008495	-0.0340504132	0.1218928925	0.0788928743	-0.1145415314	0.1377345491	0.0048364651	0.0736168277	0.0934794512	-0.1179924016	0.0557670118	-0.2221500392	-0.1031346795	0.0116855519	0.0756101632	0.0925708673	0.0271647146	0.0461499771	0.1014207175	-0.1082659783	-0.0632903399	-0.0180689481	0.2674242925	0.2327289842	-0.1216807374	-0.0047009437	-0.0846301208	-0.0252255559	0.1360782946	0.0385487553	-0.0372981583	-0.0497008106	0.0249594131	-0.1933971097	0.0383776323	0.0101500882	-0.0190131829	-0.0649717435	-0.0314596818	0.0053608939	-0.0115337121	-0.0687223003	0.0084081827	0.037228103	-0.0547445337	-0.0388991141	-0.1874424381	0.0909810107	-0.031273317	-0.0397701777	0.0414268567	-0.0880728578	0.1559088411	0.0668903809	0.0713945883	-0.102639198	-0.1013534824	-0.0557246033	0.1164770622	-0.0503155196	0.0774027851	-0.0602324965	0.2051666841	-0.048644774	-0.1271854907	0.0522374154	0.0662073433	-0.021802876	0.1714168092	-0.0868410344	-0.1675057406	0.1561801812	-0.2337507011	-0.0006934971	0.1173663117	-0.006943873	0.0788936496	0.0915383482	-0.0196716093	-0.0078177534	0.0607909347	0.0547798008	-0.1684633994	-0.1502589077	0.074224377	0.1063158739	-0.0726903981	-0.043095501	0.0341836753	0.004312317	-0.0196200765	-0.0580736327	-0.1133641823	0.0573762373	-0.0655360559	-0.1070589105	0.0147145112	-0.0436901644	-0.0509856955	-0.0689161338	-0.0235381259	0.0578859261	0.0885330274	0.1042796015	0.0622859839	0.1133324686	0.1092392569	0.1025263906	-0.0473759	-0.0052625999999999	2.7694958759999997e-05	0.00224447590081	0.0641539	0.1821449	0.03317676459601	0.00411572288521	-0.154211	-0.0370739999999999	0.0237810325209999	0.0013744814759999	0.00447404	0.00121813	2.0017033921600004e-05	1.483840696900001e-06	0.0007869679999999	0.0015438939999999	2.383608683235691e-06	6.193186330238426e-07	-0.000354366	0.000444998	1.25575261956e-07	1.98023220004e-07	0.0	0.0	0.0	0.0
739.6835257138126	4.075514778469028	16.60982070951945	547131.7182124165	818.2544782994581	0.2320759075413434	669540.3912571184	0.0538592268611381	726.624467728371	0.0539930025538524	527983.1171015385	0.0029152443247803	726.2526050939464	561.3375986508713	1.486674	34.89716	0.5726186999999999	0.302314	-0.0783126964	0.0292684469	0.0010606752	-0.0647218103	0.0366101582	0.0018734944	-0.0152937332	0.1189632788	-0.1228502868	-0.0941248988	-0.0817577991	0.045256031	-0.021977962	-0.0800434818	0.0448255746	-0.0534555346	0.064213008	-0.0919176883	-0.000884951	0.0619895703	-0.0346566946	-0.0184439405	0.0357044149	-0.106617428	0.0737216472	0.0962794763	0.0239211169	0.0573808633	-0.1626485125	-0.1217143413	0.0257794898	0.0900267754	-0.0142383989	0.0967029671	0.0016606134	0.0935573556	-0.1208411089	0.0846982662	-0.0929401414	0.0692975287	0.0833455208	-0.1010167867	0.0306607595	-0.1231245868	0.0174043027	-0.1232459222	0.1331044793	0.0550282213	0.0928593674	0.0570451197	0.0922226407	0.044768756	0.0647274816	-0.0798916381	-0.1045871022	-0.1545526639	-0.0472841203	0.113817608	-0.0088304849	0.1475733178	-0.0798439268	-0.0781847863	0.170212381	-0.083696523	0.0566387668	-0.0342286013	0.0884878214	-0.0022422405	-0.0346475274	0.0458665713	-0.005096536	-0.0017734187	0.0007701467	-0.1413967079	0.0060985581	0.0591713855	0.0157261462	-0.081932235	-0.1478507291	-0.1158826213	0.0139096439	-0.0502258146	-0.0150726628	0.1468934119	0.1296137626	0.1445302541	-0.0816913711	0.0903064794	-0.0768932491	0.0717717444	0.0721525625	-0.0353588804	0.1215847387	-0.1434789276	0.0333267069	0.0279918936	-0.1014202625	-0.065744721	0.0880975985	-0.0186608663	-0.0609216179	-0.1063337752	0.0055542755	-0.0681337113	0.0866550416	-0.0929893429	0.166320011	-0.0350142217	0.0523606256	-0.0364991731	9.64926e-05	-0.1674966952	0.109751898	-0.1243836751	-0.0284102217	0.1129422506	0.1076997553	0.099141769	-0.00731735	0.04005855	0.0016046874281024	5.35436110225e-05	-0.172438	-0.2365919	0.05597572714561	0.029734863844	-0.0785902	0.0756207999999999	0.0061764195360399	0.0057185053926399	0.00182008	-0.00265396	3.3126912064e-06	7.043503681600002e-06	-0.000457999	-0.0012449669999999	1.5499428310887513e-06	2.09763084001e-07	0.000153656	0.000508022	2.3610166336e-08	2.580863524840001e-07	1.0	0.0	0.0	0.0
740.0119658846405	0.3284401708278892	0.107872945813453	547617.7096524504	817.7753538451793	-0.4791244542788035	668756.5293566083	0.2295602426879613	726.2297533593769	-0.3947143689940731	527409.6546644215	0.1557994330903893	725.5895802265383	579.4391430031172	1.077451	25.291346	0.14316494	0.0725304999999999	-0.0812366305	-0.1017735621	-0.0260949605	0.0610760817	0.055102024	-0.1126398113	-0.0163642766	0.0719787004	-0.0534995198	0.0059018757	-0.0474826492	0.0402198337	0.0506889465	-0.0974210865	0.0737568117	0.0861917311	0.0761242907	-0.1219018142	0.0068799498	0.0787578465	-0.0967475754	0.042320636	0.0526339765	-0.1371175143	0.0865172857	0.0562914091	0.0543535653	-0.0373037167	0.0788509221	-0.0024013657	0.1223034626	0.0193851477	0.0231059813	-0.0369197824	0.0440676996	0.1092915873	0.0585791644	-0.0471494505	-0.1051553923	-0.078619313	0.1131467783	0.0097878092	-0.1362520347	-0.0019057987	0.0724847136	0.0424654789	0.0400351548	0.0554874038	-0.0313096029	-0.0222557697	0.0737098509	0.0731679869	-0.0734621313	-0.0959513318	0.0009753814	0.0411150976	-0.1734327722	-0.0125658271	0.0682126824	0.0720677421	-0.1442755459	-0.0879035408	-0.0695852666	0.0537163349	-0.028234436	-0.1774493436	0.0708677563	-0.0053629729	-0.041934365	0.0961924257	0.0055035263	0.0478542957	-0.0852360573	-0.1167628066	-0.0075405634	0.0420622746	0.0614508694	-0.0681676845	-0.0344557166	-0.0631909672	0.0629605789	0.0035621217	-0.0739191797	-0.0050012624	-0.0291835612	0.0206556941	-0.0815660627	-0.1567159245	-0.0299645779	0.082075335	-0.0236618573	-0.0180533518	0.1398403066	0.0095916334	0.0671275181	-0.0006836357	0.1803694446	0.0112022988	0.1242976543	-0.0820697549	-0.0106926099	-0.0970472851	-0.1142299975	0.1042254405	0.0796799968	0.0925683185	0.0078096706	-0.0465296088	-0.0155796531	0.0748597498	-0.0639007138	0.031840239	0.0816628265	-0.0722020766	0.0928505527	0.1125037874	0.1059762505	0.0953761056	0.00212601	0.00944336	8.917704808959999e-05	4.519918520099999e-06	-0.118063	0.054375	0.002956640625	0.013938871969	-0.101075	-0.0224848	0.0102161556249999	0.00050556623104	0.000948749	-0.0008713309999999	9.001246650010001e-07	7.592177115609999e-07	-0.000663333	-0.000205334	4.2162051556e-08	4.40010668889e-07	9.30854e-05	-6.057060000000001e-05	8.66489169316e-09	3.668797584360001e-09	0.0	0.0	0.0	0.0
