global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28
667.2107799406458	n/a	n/a	445170.22486900486	849.0679586955479	n/a	n/a	720916.3984834246	646.4472628301736	n/a	n/a	417894.0636206236	677.4000617638563	568.3556118298786	n/a	n/a	n/a	n/a	-0.0437799857	0.0901701925	0.0135995439	-0.0010907845	-0.125900108	0.0078319539	-0.1039725618	0.0210673549	-0.0220012835	-0.0313419284	-0.0351738285	0.0170577515	-0.008608813	0.1001480679	0.1972369447	-0.0829723086	0.0050820581	-0.0358322856	0.1432587117	-0.0122466641	0.044546674	-0.0493419711	-0.1220340061	0.0172203602	-0.0134731638	0.1413140279	-0.0241287782	0.0045801808	-0.0740604161	0.006264182	-0.0864903488	0.1032525682	-0.0298438493	0.0188938124	-0.0161511549	0.0217079658	-0.0240559444	-0.1026936831	0.0393367832	-0.0388003217	-0.0040623572	0.0378335072	0.0751529393	-0.0719203431	-0.0648765876	0.0972567803	-0.012492297	-0.0294820453	-0.030162338	-0.0077729501	0.0018577394	0.0440784378	-0.0350531515	-0.013392137	0.0144651312	-0.0845135194	0.049221677	-0.1568656627	0.0929324415	-0.041846329	0.0554900331	-0.016325799	0.0746385659	-0.0154939849	0.0746019496	-0.145713122	0.0298479223	-0.0047651923	-0.0065565645	0.0504337143	-0.0626816854	0.0658706602	-0.0967441021	0.0158122766	-0.0272099495	0.0381079464	-0.078294345	0.0062181497	-0.1649026805	0.0148584027	-0.1207143295	0.0570324672	0.0074664085	-0.1207397667	-0.0590977783	0.1147017419	0.1146833673	0.1146527451	-3.96992e-05	n/a	n/a	1.57602648064e-09	0.185122	n/a	n/a	0.034270154884	0.171851	n/a	0.029532766201	n/a	-0.00141228	n/a	1.9945347984e-06	n/a	0.000246724	n/a	n/a	6.0872732176e-08	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
664.9224765472794	-2.288303393366391	5.23633242009214	442121.8998177673	842.451904296875	-6.616054398672873	43.77217580619867	709725.211053431	646.3570316220239	-0.0902312081497029	0.008141670924155	417777.412327234	676.9445468623644	553.4009832653751	0.970574	35.305813	0.0940458098	0.0781541	-0.0163904512	-0.0550308809	0.0614840963	-0.0656940793	0.0566192966	0.0472813337	0.0229339829	-0.046987124	0.1170971984	0.0938575804	-0.0196735736	0.0038272874	0.0715994783	0.0938268299	0.0852857886	0.0568466017	0.1469430942	-0.0281884022	0.0477991336	0.0976967692	0.0217678093	0.0387006475	0.1406554429	0.0242829616	0.0287837978	-0.0067327822	-0.0032058227	0.0190139383	-0.1301052757	0.0186945066	-0.0556673801	0.0191770397	-0.0115637694	0.0789632711	-0.0165189085	-0.1086363618	-0.0287041277	0.1054581142	-0.083381221	0.0017002416	-0.031568523	-0.0148086647	0.0079338356	-0.0894943141	-0.0242894739	0.0262079261	0.1043483195	0.0886825209	-0.0583287441	0.0478742379	0.1294855525	-0.0023926717	0.0777856719	-0.0386218835	-0.0116046409	0.1189519665	0.0541305984	-0.0661234519	-0.005206852	0.0894657464	0.1107654995	0.0359656691	0.0880174019	-0.1376564107	0.0424651293	-0.0410764536	0.0255497379	0.0079588075	-0.0421177628	-0.083428791	0.0051514669	-0.0854909048	-0.0128589454	-0.0592228739	0.0622976223	-0.1567541965	-0.0020078771	-0.0362325399	0.076092775	0.0895212401	0.0160748625	0.0511911979	0.0053279062	-0.1273287002	-0.1194263964	0.1146527451	0.1144874327	0.1142120884	-0.000103259	-6.35598e-05	4.039848176039999e-09	1.0662421081e-08	0.184953	-0.000169	2.856100000000084e-08	0.034207612209	0.250226	0.078375	0.062613051076	0.006142640625	-0.0011708	0.0002414799999999	1.37077264e-06	5.8312590399999936e-08	0.000179439	-6.728499999999999e-05	4.527271224999999e-09	3.2198354721e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
665.6063089164832	0.683832369203742	0.4676267091708029	443031.7584694248	840.651337065867	-1.8005672310080172	3.2420423533798783	706694.6705106299	647.5410970225678	1.1840654005438864	1.402010872765154	419309.47233319056	676.4825005451148	540.3041103730535	0.922679	33.56358	0.1979573238	0.111126	0.1099919955	0.0237911308	0.0306189323	0.0508776914	0.1016343489	-0.0855022449	-0.0158280388	-0.0334900527	-0.0799671355	-0.0716451479	0.1209772997	-0.0104028081	0.015563395	0.0547395749	-0.0396581427	-0.1182087857	0.0669172804	0.0090339151	0.013789054	0.0104050796	0.0258338872	0.0103379745	0.0625855033	-0.0009090027	-0.1540338263	-0.0879470782	0.0129278424	0.0163230706	-0.0156975011	-0.0883606379	0.0022129935	0.1259305774	0.0813009221	-0.0116775643	-0.0229664987	0.0312334669	0.0425612072	-0.0118272063	0.0347009267	0.1318117331	-0.014342135	-0.0550744834	0.0140887624	-0.0144492258	0.0442719583	0.0242747716	-0.0303399712	0.1198446499	0.0171713268	0.0390800264	-0.0099054841	-0.0770603717	-0.0367383397	0.1365436084	0.0051369912	0.0358374266	-0.0165916095	0.0239587078	0.0865220934	-0.0900627132	0.1301266822	0.0632376393	0.0675945367	0.0473379474	0.0058502242	0.0824111991	-0.0538940605	-0.0639225718	0.020299051	-0.0781566137	-0.0732777267	-0.0900747695	0.1315095046	0.0884002983	0.0569883252	0.1050140394	0.0122890319	-0.1072934331	-0.0314401943	-0.0493104873	-0.0580379121	-0.014544502	0.0600617514	0.0293234555	0.0129007604	0.1145547726	0.1140958982	0.1133324686	-5.16352e-05	5.162379999999999e-05	2.665016726439999e-09	2.66619387904e-09	0.133727	-0.0512259999999999	0.0026241030759999	0.017882910529	0.161294	-0.088932	0.026015754436	0.007908900624	-0.000567556	0.000603244	3.22119813136e-07	3.639033235360001e-07	-0.000208979	-0.0003884179999999	1.5086854272399996e-07	4.3672222441e-08	-0.000163292	-0.000163292	2.6664277264e-08	2.6664277264e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
665.0338517626773	-0.5724571538058854	0.327707192943535	442270.0239903026	841.4569341359394	0.8055970700723947	0.6489866393092267	708049.7720054546	646.3566107456967	-1.1844862768710982	1.403007740095956	417776.86825466406	677.0615098674008	557.5636848621023	0.947219	34.456234	0.1855059252	0.109544	-0.0435529093	0.0934053824	-0.0265531894	0.0461073782	-0.1151327968	-0.0264086524	0.0787235562	-0.0729642636	-0.0672691444	-0.0320443506	-0.0291601325	0.0295809959	0.0150940943	0.0789470475	0.174583213	-0.0923543619	0.070093682	-0.0096637412	0.0302403684	0.0712542763	-0.109005134	0.0270958614	-0.0943870707	0.0756724897	-0.0120652571	0.0923812783	0.0594777654	-0.0698912686	0.0241166168	0.0923380327	0.0581506541	-0.0725423766	-0.0551648271	-0.0719115048	0.1448296471	0.0100828035	-0.0403729892	0.0680012072	-0.017150919	-0.0332038894	-0.0170037693	0.0495337331	0.0809913391	-0.0498575116	-0.0195141842	0.1423691633	-0.0621830833	0.0347957019	0.1121812133	0.0763607058	-0.0164813583	0.0921768485	-0.0661324501	-0.0189182387	-0.0209180515	-0.0783136131	0.0419194354	-0.1435876639	0.0775784518	0.0154120197	0.1144707666	0.047365727	0.0488732024	0.0654726059	0.0616353893	0.0307302356	-0.0660142724	0.0348582295	0.0551138002	0.0748131253	0.0541113025	0.052350934	-0.1134916738	0.022231716	0.0437324309	0.0009101233	-0.0245372695	0.1102312537	0.0792841729	0.082085887	-0.0510512563	-0.0616252259	0.0541521172	0.1609435484	0.0048619428	0.1144078661	0.1135094328	0.1120172664	0.00577139	0.0058230252	3.390762247983504e-05	3.33089425321e-05	0.211644	0.0779169999999999	0.0060710588889999	0.044793182736	0.205549	0.044255	0.042250391401	0.001958505025	-0.00164628	-0.001078724	2.7102378384e-06	1.1636454681760005e-06	-0.000275685	-6.670600000000001e-05	4.449690436000001e-09	7.6002219225e-08	-0.00016808	-4.788000000000009e-06	2.2924944000000088e-11	2.8250886400000006e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
665.1526114049016	0.1187596422242904	0.0141038526212414	442427.99645876	843.0637388335807	1.606804697641337	2.5818213363622684	710756.467736056	645.5006885882657	-0.8559221574309959	0.7326027395813305	416671.1389679252	675.514988373157	556.9735467356268	1.020746	37.130894	0.1180729509999999	0.0696533	-0.0213618626	-0.0489255837	0.0740263206	-0.0635944023	0.0558436905	0.0586016296	0.0366957692	-0.0736158574	0.0911685964	0.1452672141	0.0087712697	-0.0236706494	0.0534065859	0.1885072623	0.056964275	-0.0125550855	0.1328691072	-0.0455090312	0.0057186143	-0.0302643363	0.0632923071	0.1356840474	0.0484044762	-0.0182672831	0.0525838036	0.0011971091	0.0679201632	0.0525191135	-0.1444410002	0.0019437505	-0.0483241189	0.0386103025	0.0174597471	0.0337496746	0.0204923057	0.0699121416	-0.0785783017	0.0359981162	-0.0829799216	0.0133646239	-0.055462439	0.0189193676	0.0236140983	0.0679197512	-0.0654845509	-0.0154504079	0.0969433689	0.1301991147	0.1216492576	-0.0050768108	0.049825004	-0.2020132569	0.0925276972	-0.0406940165	-0.0054061861	0.1479725708	0.0228593776	-0.1792272246	0.0729604052	0.0015136858	0.1615028119	-0.0268203523	0.0975035595	0.0307932104	-0.0719147685	0.0130053536	0.0251826041	-0.0154020066	0.0031708194	-0.0355424917	0.0024050828	0.0016943901	-0.0619204545	-0.0110385156	-0.0015608877	-0.1128139206	0.0121594537	-0.0597540221	0.0009541257	0.0372683688	-0.0213972437	-0.0630507289	0.0242701016	0.022156878	-0.056294203	0.1142120884	0.1127290384	0.1102715368	-1.7261e-05	-0.005788651	3.3508480399801006e-05	2.97942121e-10	0.202518	-0.0091259999999999	8.328387599999991e-05	0.041013540324	0.267458	0.0619089999999999	0.0715337817639999	0.0038327242809999	-0.0008606329999999	0.0007856470000001	7.406891606888279e-07	6.172412086091571e-07	-0.000282905	-7.220000000000002e-06	5.2128400000000025e-11	8.003523902500001e-08	-0.000135961	3.2118999999999995e-05	1.0316301609999995e-09	1.8485393521000006e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
665.478072628602	0.3254612237004721	0.1059250081326087	442861.0651494789	841.0250667418752	-2.0386720917055072	4.1561838974989085	707323.1628881757	646.8521458569472	1.3514572686815427	1.826436749072176	418417.6985997373	676.5385310551369	539.5941524601258	0.926312	33.69574	0.21655602113	0.132307	0.1089753074	0.0342770811	0.0432406051	0.0370011187	0.09260447	-0.0657869949	-0.0094052858	0.0159470607	-0.0908557685	-0.0465353202	0.1121254915	0.0186502693	0.011129989	0.0930918099	-0.0325239095	-0.1039889504	0.0795915709	0.1180414202	0.0257393535	0.0238830107	0.0293548883	-0.0952348549	0.0641837562	-0.1004713456	0.0382395104	0.0011698034	0.0281567028	0.0590269137	-0.1124912422	0.1538919241	-0.069703945	0.0392620283	-0.0415973063	-0.0563489969	0.0144812422	0.1455330107	0.1117608926	0.0266714869	0.0704176471	0.0195595364	0.1855705886	-0.045432547	-0.0205382572	0.0135943675	0.0712545369	0.0289034123	0.0191781193	-0.0232026446	0.0238662508	-0.1073857668	-0.0120486346	0.013580521	-0.0263725906	0.1122168853	-0.0107128619	0.049118209	-0.0175694781	-0.0123317181	0.0638014449	-0.1385317137	0.0443953545	0.0822776142	0.0951450886	-0.0254665873	-0.0225905754	-0.1191451407	0.0591129303	-0.0849383818	0.0233552197	-0.0549438312	-0.0313193244	-0.0759840545	-0.0079098924	-0.1025297347	-0.0710339002	0.0825343413	0.0743054184	0.1247903702	-0.0980873158	0.1321638526	-0.0421406486	-0.1102792692	0.1307045827	0.0092388704	-0.0004404705	0.1139675232	0.1117560484	0.1081019891	7.56013e-06	2.482113e-05	6.160884944769e-10	5.71555656169e-11	0.123998	-0.07852	0.0061653904	0.015375504004	0.170197	-0.0972609999999999	0.0289670188089999	0.0094597021209999	-0.000271181	0.0005894519999999	7.3539134761e-08	3.474536603038821e-07	-0.000193314	8.9591e-05	8.026547281e-09	3.7370302596e-08	0.0	0.000135961	1.8485393521000006e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
666.7047790845477	1.2267064559456458	1.5048087290587264	444495.2624541755	844.075908442693	3.050841700817841	9.307635083449098	712464.1392133576	647.692285152108	0.8401392951607249	0.7058340352731597	419505.2962455595	678.396314903687	558.3852101197904	0.902515	32.83009	0.17899059013	0.102111	-0.0469387881	0.0741150821	0.0027686606	0.028029882	-0.1035499221	0.0017458009	-0.0247596671	-0.0540398809	-0.0921352267	0.007874624	-0.06450575	0.0013288414	-0.0483956383	0.0043270143	0.138167485	-0.1001719197	0.0205148608	0.0263686546	0.0114343853	-0.0204416277	-0.098809674	-0.0942774434	0.0667228185	0.1251111983	0.0768138479	0.0197659544	-0.1256174556	-0.1222440789	-0.0019187916	-0.0698323014	-0.0081772468	-0.0889493684	-0.0081750325	-0.0498358669	0.1387112183	-0.0364974915	0.0624716893	0.0205463362	-0.0514923372	-0.0610172858	-0.0523360103	0.2329000144	-0.1266427496	-0.0398515213	0.0510019999	-0.0952291241	0.0028966196	-0.1029672071	-0.0166058764	0.0351492387	0.0856867495	0.0126979855	-0.0421627002	-0.0471426903	0.0066942189	-0.0981583062	0.0092845167	-0.0552083201	0.0185316568	-0.0088366406	0.0484466551	0.1668899754	0.0540359294	-0.1302071314	0.0338322283	-0.0461276915	-0.0504577079	0.0548076776	-0.0407355216	-0.0374488006	0.0695690395	0.0482963541	-0.0522174259	0.0821252257	0.0869087103	0.0794336576	0.0433149334	0.2145049016	-0.0574504987	-0.1104599896	-0.0272741889	0.0241167638	0.0348329171	0.0492376964	-0.0557984424	0.1136742748	0.110592125	0.105516962	-0.00991068	-0.00991824013	9.837148727634244e-05	9.82215780624e-05	0.20535	0.081352	0.006618147904	0.0421686225	0.204262	0.034065	0.041722964644	0.001160424225	-0.00115951	-0.000888329	1.3444634401000002e-06	7.891284122410002e-07	-0.000244457	-5.1143e-05	2.6156064489999994e-09	5.9759224849e-08	-0.000133635	-0.000133635	1.7858313225e-08	1.7858313225e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
667.6505186954994	0.9457396109517048	0.8944234117230822	445757.21511436935	844.0060356844749	-0.0698727582181391	0.0048822023410105	712346.1882718231	647.5535128742204	-0.1387722778875968	0.0192577451101123	419325.5520357431	677.6649469584744	551.7579327499989	0.939846	34.188026	0.10840559	0.0695198	0.0041138349	-0.060559504	0.0749530387	-0.0603090067	0.0349312761	0.0345382743	0.0200727768	-0.0406530882	0.1047207964	0.0879489716	0.0038103269	-0.0458306908	0.0438794833	0.0505705827	-0.0527084952	0.0550252635	0.0561895969	-0.0503896926	-0.0035827203	-0.0249859027	-0.0547046839	0.0367576029	0.1453611175	0.0580604155	-0.0532764417	-0.0383290961	0.2323547867	0.1729790862	0.1020379484	0.0014796866	0.0041699952	-0.0310533214	-8.83398e-05	0.095329951	0.0748938659	-0.0335761175	0.1244160587	-0.0457652206	0.091715356	-0.0780000803	-0.0597661679	0.040557056	0.0619702136	-0.0168281812	0.0421670509	0.1506443657	-0.0152760383	-0.0511696213	-0.0284435507	0.0817632231	0.0140624798	-0.0498533011	0.0821415667	-0.0276004964	0.0262798195	0.1065121879	-0.0071228342	-0.0607961219	-0.0504380796	0.0038189541	0.0319053746	0.0086868294	0.0254911453	-0.0023439232	-0.0174492458	0.0682733157	-0.047241907	0.1790773962	-0.0074616676	-0.1217749861	0.0838128002	-0.0948732522	0.0691329218	-0.0056111014	-0.0927340383	0.0355711841	-0.0110317983	-0.1077806524	-0.1223707776	0.03459682	0.1336628792	0.0200899628	0.0376122285	0.1085693287	-0.108079851	0.1133324686	0.1092392569	0.1025263906	-0.00840154	0.0015091399999999	2.277503539599997e-06	7.058587437160002e-05	0.153694	-0.051656	0.002668342336	0.0236218456359999	0.199821	-0.004441	0.039928432041	1.9722481000000004e-05	-0.000301926	0.000857584	9.1159309476e-08	7.354503170560002e-07	-0.000310555	-6.6098e-05	4.368945604000001e-09	9.6444408025e-08	-0.000225942	-9.2307e-05	8.520582248999999e-09	5.1049787364e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
668.3319533762538	0.6814346807543643	0.4643532241348024	446667.59990371903	842.880188472569	-1.1258472119059206	1.2675319445563349	710447.0121195534	648.4499326871361	0.8964198129157239	0.8035684809878615	420487.3152019513	677.8422262872272	551.0331346093078	0.931677	33.8909	0.1504054801	0.0879437	0.0671759212	0.0558475734	0.0167455013	0.0511828089	0.0607273229	-0.0361915652	0.0070278608	-0.0127634574	-0.1101434669	-0.0956462294	0.0760250004	-0.0239617396	0.0007983222	0.0194289844	0.0158814041	-0.0812757042	0.1042573046	0.0159208206	0.0260274149	-0.0236222869	0.0074346065	0.086601721	-0.0507057542	0.0053298381	-0.0151775853	-0.0055801855	0.0537414627	0.1497989606	-0.0408736739	-0.2362432579	0.1070291489	0.0305045995	0.0512641729	-0.084714631	-0.2116481205	0.150313497	-0.0124197555	0.1272556574	0.0798211036	-0.0987485434	-0.1909411881	0.0176353744	-0.056167649	0.0149666066	0.0399760488	-0.0781530137	-0.0192684218	0.028580955	0.0393943906	0.0237001064	-0.0076438662	-0.1064032003	-0.0582468719	0.1043435548	0.02236729	-0.0154763398	-0.0233108088	0.0158787845	0.0597712173	-0.0661134001	0.0940962734	-0.0334891726	0.0567776134	0.0559001766	-0.0049442985	0.0052645006	-0.0062440404	0.0001412796	0.0852806659	-0.1169699676	-0.1076514076	0.0971053762	0.1583003865	0.052681279	0.0536342234	-0.0925746209	-0.0407436331	0.0566300885	0.0471273934	-0.1334179626	-0.0002428507	-0.1907139149	-0.0291117665	-0.0669756408	0.0112353658	0.1129422506	0.1076997553	0.099141769	-1.61799e-05	0.0083853601	7.031426400667202e-05	2.6178916401000004e-10	0.118962	-0.034732	0.001206311824	0.014151957444	0.124559	-0.075262	0.015514944481	0.0056643686439999	-0.000519383	-0.000217457	2.69758700689e-07	4.7287546849e-08	9.77764e-05	0.0004083314	1.6673453222596e-07	9.560224396959998e-09	-0.000211208	1.4733999999999998e-05	2.1709075599999994e-10	4.4608819264e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
667.3443403301029	-0.987613046150841	0.9753795289273433	445348.4685706202	843.8336828808699	0.9534944083009124	0.9091515866611068	712055.2843642925	648.0319323481644	-0.4180003389716376	0.1747242833804039	419945.385342896	679.1517956856907	564.1272094634593	0.844257	30.710873	0.2654877201	0.149374	-0.0625533907	0.0460978152	-0.0076233468	0.0094031813	-0.0708226802	0.0624773915	0.0370638184	-0.0602256895	0.0116037036	0.0303091676	-0.0885456433	-0.0069331149	-0.0426736192	0.0078788441	0.0450399123	-0.0526172539	0.0864908983	0.0189549427	0.0325779807	-0.0471424208	-0.0786070043	0.1176452896	-0.0053720751	0.0135435475	-0.0128455953	-0.0505239788	0.0798075566	-0.1664247407	0.0434744055	-0.0240892742	0.1210177419	-0.0801990909	-0.0325229865	-0.0469786866	-0.0372770144	0.0013391063	-0.0661304975	-0.1831697542	0.101542758	-0.1232845783	0.0282086495	0.0783807631	0.0081415372	0.0215073455	-0.0814099034	-0.1961607155	-0.1301082634	-0.1474985807	0.0459547749	-0.0612991649	-0.0401743961	0.0988157562	-0.0157309714	-0.088104349	0.0045995642	-0.0291145229	-0.008057193	-0.0438157987	0.0039765135	0.0135788468	0.0981030612	0.0353568681	0.0045830773	0.0942017478	-0.0496838151	-0.025846846	-0.0561868323	0.0102117861	0.0706727289	0.048982719	0.1258911938	0.0450245462	0.0242994246	0.1138492547	0.0696997684	0.0276357436	-0.0592937293	-0.0362629732	-0.1326427534	-0.0322386193	-0.0099126765	-0.0675488473	-0.1072516028	0.0332637927	0.1251219117	0.1125037874	0.1059762505	0.0953761056	-0.00301163	-0.0029954501	8.972721301590008e-06	9.0699152569e-06	0.198936	0.079974	0.006395840676	0.039575532096	0.220455	0.095896	0.048600407025	0.009196042816	-0.00156412	-0.001044737	2.4464713744e-06	1.091475399169e-06	-0.000564182	-0.0006619584	4.3818892333056005e-07	3.18301329124e-07	-0.000236958	-2.575e-05	6.630625000000002e-10	5.6149093764000003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
