global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
739.909168315534	n/a	n/a	547465.5773573852	851.1896491861769	n/a	724523.8188816869	n/a	659.8206191546607	n/a	435363.2494616398	n/a	666.7873042940039	570.5302686927574	n/a	n/a	n/a	n/a	-0.0165951167	0.0373559323	-0.0092237549	0.0935969982	-0.0566433052	-0.0198677819	0.0521256446	-0.0874640897	0.0708735662	-0.2283869658	0.0936454163	-0.0153216645	-0.0068174701	-0.0119380319	0.0258942781	-0.1259593285	0.0601307765	-0.0155696855	0.0402743805	-0.0152615891	0.0937976688	-0.032789618	0.1010317748	0.0985260417	-0.1065915429	0.0091798576	-0.00402472	0.0279670261	-0.1042416924	0.0482104859	-0.0181263157	0.0236775246	-0.1031729901	0.1281212716	-0.1534999207	0.0914172168	-0.0692277153	0.0411331197	-0.079178915	-0.0913324312	0.0258475696	0.0081305697	0.0207436775	-0.0541501349	0.0553598255	-0.0642102517	-0.0085135134	0.1281039459	0.0373436167	-0.0453336349	-0.0460797391	0.0040875375	-0.0082361269	-0.0089901736	0.0208374218	-0.1598723368	0.0179219604	0.0078080047	-0.1256406711	0.0056188561	-0.1059511086	0.0746526886	-0.0190248537	0.0326130062	-0.0624962578	0.0653424974	-0.076414712	0.1648534937	-0.2149367873	0.0692385998	-0.0589904116	0.0191549228	-0.0257812468	0.1041331521	-0.079546841	0.0853463288	-0.0558106393	0.0166535883	-0.0436851014	0.0864974062	-0.082938191	0.0531393016	-0.0710682655	0.0206751497	0.0601320239	-0.0740617522	-0.0674925493	0.086311239	-0.0197605777	-0.0246023084	0.1147017419	0.1146833673	0.1146527451	-0.063891	n/a	n/a	0.004082059881	0.0827422	n/a	0.00684627166084	n/a	0.0800831	n/a	0.00641330290561	n/a	0.00391686	n/a	1.5341792259600004e-05	n/a	-0.000407374	n/a	n/a	1.6595357587600004e-07	0.0002871	n/a	n/a	8.242640999999999e-08	0.0	0.0	0.0	0.0	0.0	0.0
738.7969575342627	-1.1122107812713011	1.237012821976118	545820.9444618832	842.3107100713111	-8.87893911486583	709487.3323008362	78.8355598054944	659.4130812064219	-0.4075379482387689	434825.6116661472	0.1660871792546654	667.2255291847749	580.4104225475447	1.111325	29.054502	0.1069694999999999	0.055973	0.0065142558	0.0709233868	0.0064927991	0.0809834882	-0.0026302769	0.0472070983	0.0133989467	0.0471390423	-0.0372152943	0.0230402102	-0.1098993113	-0.0791920057	0.0258142351	-0.0757309083	0.0079999171	0.1216256444	-0.0266252031	-0.0811922433	0.0143439994	0.0206877828	0.0579528648	0.0242070849	0.0880757073	0.0249007704	0.056637502	-0.0367885522	0.0081115709	-0.076549237	-0.0693439002	-0.0370260509	0.0977124711	-0.0962156626	-0.0394827344	0.1277337166	-7.14696e-05	0.0169815199	-0.0717616494	0.0148579804	0.0785035759	-0.0172688951	0.0120322463	0.1044687306	-0.012895298	-0.1660381819	-0.0533710658	0.078192195	0.0370616689	0.1724356415	0.0316579803	0.0921606682	0.0056183571	0.0076675153	0.0199438211	-0.0441249754	-0.0826420753	0.0809341639	0.0611306758	0.0900019684	-0.073917302	0.0420976692	-0.0810709353	-0.053700656	-0.0290965835	0.1415262825	-0.0364763332	0.025641542	-0.0392212377	0.0743133186	-0.0521127136	0.0034044316	-0.0171293867	0.0089820852	0.0191875746	0.0919347971	0.0534664989	-0.1448847351	-0.0135639705	0.0231392308	0.0848095724	-0.0257280942	0.0797047832	0.0902210964	-0.0089107812	0.0032142831	0.1432496257	0.0302767587	-0.1057384052	-0.0944304189	-0.0148610463	-0.0613357655	0.1146527451	0.1144874327	0.1142120884	-0.0602532	0.0036378	1.3233588840000026e-05	0.00363044811024	0.036924	-0.0458182	0.0013633817759999	0.00209930745124	0.107176	0.0270928999999999	0.0114866949759999	0.0007340252304099	0.00418862	0.0002717599999999	1.7544537504399998e-05	7.385349759999966e-08	-0.000345723	6.165100000000002e-05	3.800845801000003e-09	1.19524392729e-07	0.000562101	0.000275001	7.5625550001e-08	3.15957534201e-07	0.0	0.0	0.0	0.0	0.0	0.0
737.1382362325569	-1.658721301705782	2.751356356732524	543372.7793160449	849.3070258572698	6.9963157859587	721322.4241705211	48.9484345768549	659.7556851328684	0.3426039264464862	435277.56406514056	0.1173774504165493	667.2906677742258	568.269052914083	1.108874	28.990408	0.23624923	0.120611	0.0002035361	-0.0066463828	0.0476640098	-0.0357879133	-0.0282616867	-0.0546941202	0.0969414338	-0.0624407322	-0.0517727111	-0.0210839681	0.0673960668	-0.0747660582	-0.0007205614	0.083760349	0.0556030444	-0.0041068287	-0.0272211995	-0.0300300479	-0.0277757153	0.016925861	0.1672472635	-0.0760645318	-0.1523275078	0.1907174289	0.0499348742	-0.0626267163	-0.0851635701	0.042880036	0.0688758706	-0.0985177239	0.0677454683	0.1053522501	-0.1108460841	-0.147632559	0.1748806089	-0.1294932304	-0.0802618825	-0.1558504669	0.0507245108	-0.007669758	-0.0278885585	-0.0092332346	-0.1095504174	-0.0539641528	0.0413172577	-0.0759052607	0.0284921086	-0.0069916278	-0.0214562123	0.0655935641	-0.1169686313	0.0675660474	-0.0120112173	0.0387227302	0.0715727322	-0.0179522074	0.007392265	0.052703579	0.140748999	-0.2143779172	-0.0215805322	-0.0812293785	0.1724308956	0.1496050176	-0.0541582078	-0.0326341428	0.1061974461	0.0875570049	0.022236128	-0.0222388065	-0.0392078531	-0.0600126396	0.0096387107	-0.0518980032	-0.0896189407	-0.2070045708	0.0428121613	0.0689026395	-0.1234155421	0.0638049905	-0.0857757437	0.0704386304	0.1513915757	-6.39546e-05	-0.0180251682	-0.1553046422	0.0560827244	-0.0176397123	0.0551626216	0.1796738113	0.1145547726	0.1140958982	0.1133324686	-0.0601998	5.340000000000206e-05	2.8515600000002196e-09	0.00362401592004	-0.034637	-0.071561	0.001199721769	0.005120976721	0.0158044	-0.0913716	0.00024977905936	0.00834876928656	0.00377795	-0.0004106699999999	1.42729062025e-05	1.6864984889999977e-07	5.88847e-05	0.0004046077	1.6370739089929e-07	3.46740789409e-09	-8.78859e-05	-0.0006499869	4.224829701716099e-07	7.72393141881e-09	0.0	0.0	0.0	0.0	0.0	0.0
737.0816032568982	-0.0566329756586583	0.0032072939319541	543289.2898597595	840.9653972781131	-8.34162857915669	707222.7994191345	69.58276735260367	660.1302907216536	0.3746055887852435	435772.00072825496	0.1403293471491389	666.9046846624894	553.8047159529158	1.016851	26.584576	0.203243445	0.116102	0.0429990106	0.0291792579	-0.0003082469	0.1166431756	0.0381154598	-0.0222978991	-0.1103562488	0.0233486277	0.014157566	-0.0339984804	-0.033257356	-0.071332517	-0.0033423289	0.0140039729	0.0120897005	-0.0314678781	0.0338993306	-0.0435305421	0.0534083563	0.1018881099	0.0596693352	0.1538396983	-0.0169746534	0.1244612233	-0.0210717274	0.0808106476	0.01938874	0.0641176806	0.0630782046	0.012646584	-0.0190481099	-0.009172423	-0.0713917395	-5.51021e-05	-0.1163712966	-0.0441840351	0.0107133334	-0.050423408	0.0540834072	-0.1101072335	0.0592829423	0.0700975908	0.0064719319	-0.1585159974	-0.0034513303	0.01169413	-0.0301560414	0.0173794125	-0.0455260494	-0.1418075549	-0.1500521141	-0.0650713486	0.0060927667	-0.007786866	0.0191009154	-0.0311704936	-0.0246675404	0.0740472552	0.0457728811	0.0831460585	0.0188492896	0.0164848487	0.010548142	0.1185769202	0.0067420337	0.0754970871	0.007138775	0.0882416447	-0.0408473829	0.027087104	-0.0935377959	0.0377272282	0.038016685	-0.0605894231	-0.111379027	-0.0906426482	0.0824664182	-0.0145704027	-0.0185634229	-0.0764523171	-0.044651332	0.113981568	0.0698895924	0.0418263686	0.1165355695	-0.0090883883	-0.0802342004	0.0785949293	0.0437611402	0.044518886	0.1144078661	0.1135094328	0.1120172664	-0.0479933	0.0122064999999999	0.0001489986422499	0.00230335684489	0.0554503	0.0900873	0.00307473577009	0.00811572162129	0.0838878	0.0680834	0.00703716298884	0.00463534935556	0.00367323	-0.0001047199999999	1.34926186329e-05	1.0966278399999996e-08	-0.000330248	-0.0003891327	1.5142425820929e-07	1.09063741504e-07	7.55863e-05	0.0001634722	2.672316017284e-08	5.7132887476899995e-09	0.0	0.0	0.0	0.0	0.0	0.0
738.6424704322375	1.56086717533924	2.436306339051498	545592.6991262388	844.5967079277549	3.6313106496418186	713343.5990424013	13.186417034202089	660.3541591738526	0.2238684521989853	436067.6155382059	0.0501170838899693	668.2452256820092	577.3554596888594	0.939371	24.558924	0.144090105	0.0798992	0.0069383236	0.0428937704	0.0121639287	0.1159660048	0.0003626678	0.0219746575	0.1007313416	0.0302903985	-0.0793140135	-0.0494796592	-0.2049891805	0.0478129689	-0.0140460072	-0.0429351858	-0.0223387086	0.1188587136	-0.0685584506	-0.1209746532	-0.0187687125	-0.0472214446	0.1359028639	0.0689463147	0.0333896616	0.072217208	-0.0260189412	0.0643945778	0.0811800989	0.1134018956	0.0159684733	0.0300560633	-0.0578888062	-0.1062036929	0.1638026543	0.0947749332	-0.0899987542	0.0116518616	-0.0097941782	0.0264384643	-0.0183871993	0.1235100414	-0.0410407126	-0.0214262359	-0.1039326036	-0.0640457483	0.0834139534	0.0588900388	0.0844138238	-0.0995291507	-0.172865259	-0.0955244184	0.0640432858	-0.0627948683	-0.0168450695	-3.54501e-05	-0.0350791569	0.1108945071	0.0603959922	0.1629548418	0.0269049568	-0.0031426657	-0.0134008687	-0.0498032751	-0.0024428659	0.0636643018	-0.0409192593	-0.0509408376	-0.0838963951	0.0945176495	0.012255263	0.0531585875	-0.0302131279	0.045001937	-0.0272359484	0.0394156423	0.1210099742	0.0078565008	0.1714791734	0.0966620431	0.0777630107	-0.1915610024	-0.1198541758	-0.0739030168	-0.0374729667	0.0741490306	0.0031252476	0.0666532093	-0.0267001635	-0.0017619923	0.0080735925	-0.0209333111	0.1142120884	0.1127290384	0.1102715368	-0.0416417	0.0063516	4.034282256000008e-05	0.0017340311788899	-0.00698072	-0.06243102	4.87304517184e-05	0.0038976322582404	0.0718315	-0.0120562999999999	0.00515976439225	0.0001453543696899	0.00436802	0.00069479	1.90795987204e-05	4.827331441000004e-07	-0.00036827	-3.802200000000002e-05	1.4456724840000018e-09	1.3562279290000004e-07	0.000607798	0.0005322117	2.8324929361689e-07	3.69418408804e-07	0.0	0.0	0.0	0.0	0.0	0.0
737.668855043388	-0.9736153888494528	0.9479269254044712	544155.339701023	842.1018952188037	-2.4948127089511445	709135.6019311012	6.224090452744148	661.0038573522044	0.6496981783517413	436926.0994344933	0.422107722953571	668.0050831933231	564.1656765794967	0.993612	25.977015	0.07736212	0.0412335	0.0047055413	0.0394163865	0.0515510945	-0.032128173	0.0146911095	-0.0447183199	0.0123025836	0.0320399197	-0.025880251	-0.078037189	-0.0190054081	0.0631751668	-0.040781629	-0.0101029294	-0.0533626264	-0.0360817887	-0.0253156064	-0.0309394919	-0.055605819	-0.1401698799	-0.0442522972	-0.0554739059	0.0587383024	-0.041993391	-0.0196172081	0.0231900472	0.0183603802	0.0678203744	0.0863182373	0.0372533263	-0.1964304508	0.0572278451	-0.0597982689	-0.02364364	0.0429462916	0.0262482356	-0.0803260973	-0.11679238	0.0654017263	0.0588924607	-0.0881061578	0.1161332838	-0.1360437592	0.0655724036	-0.0385336542	0.0117287527	-0.0704077934	0.0158410568	0.0162338408	0.0682245393	0.0292133938	0.1050036511	-0.0428905091	0.04083869	-0.0241027857	-0.0347942481	-0.0082394509	0.0451246647	0.0533777842	0.0217208263	0.0218352721	0.0490099682	0.0519520217	-0.1286524746	-0.0721168874	-0.1004951477	-0.0896304699	-0.0253889333	-0.031160165	0.0126256014	-0.0042497576	0.076650462	0.0391578371	0.0112479823	-0.0501143709	-0.0198810338	0.1813953317	-0.1244361499	-0.1290992686	-0.1019698345	0.0411403728	0.0566318402	0.1199218711	-0.0520741702	0.0069753565	-0.049737158	-0.0318975139	-0.09504601	-0.0750925586	0.023595876	0.1139675232	0.1117560484	0.1081019891	-0.038601	0.0030406999999999	9.24585648999996e-06	0.001490037201	0.0285993	0.03558002	0.00081791996049	0.0012659378232004	0.0617167	-0.0101148	0.0038089510588899	0.00010230917904	0.00428845	-7.957000000000016e-05	1.83908034025e-05	6.3313849000000265e-09	-0.000629468	-0.000261198	6.822439520399999e-08	3.96229963024e-07	0.000376034	-0.0002317639999999	5.371455169599999e-08	1.4140156915600005e-07	0.0	0.0	0.0	0.0	0.0	0.0
736.8030640902757	-0.8657909531123096	0.7495939744911214	542878.7552528189	847.3891562104225	5.287260991618723	718068.3820630118	27.955128793493003	661.1059476665107	0.1020903143063378	437061.0740400352	0.0104224322751668	667.9763562753851	570.3944058858709	0.931395	24.350412	0.0373188499999999	0.0218198	0.0278520193	0.0297152422	0.0640730261	-0.0299717084	0.0074486675	-0.050766237	-0.0720917076	0.0538168575	0.0264393025	-0.0382159586	0.0744876855	-0.0006371812	-0.0386653552	-0.0214014561	-0.0327411209	-0.0207322047	-0.0555899625	-0.0789603992	-0.0313318917	-0.083862148	0.0539249187	-0.0059371343	-0.0488109846	0.0038872941	-0.0440423945	-0.0210634476	-0.0859288087	0.0655621716	-0.0080480502	-0.0391846819	-0.0122250962	0.0145292257	-0.0227176205	0.1740737888	-0.1310967299	0.0667066398	-0.0193730188	-0.1698691317	0.0174558279	0.01268013	-0.0484560174	-0.160408543	-0.0661387027	0.0816836231	0.0120997136	0.0932562505	0.2033733089	0.0815418433	0.088931803	0.0446445621	0.0538784892	0.0377260218	-0.0283377416	0.0066476218	-0.0159556005	-0.0388337754	-0.0048539955	0.0460530289	-0.0492909098	0.1041008284	-0.0931243001	0.0041179566	0.0079312539	-0.0462882422	0.091897342	-0.1085197239	-0.1752478342	0.0041190138	-0.0703486374	0.0769987608	-0.1544622078	0.0524014808	0.0168159837	0.0187683216	0.0325854262	-0.0325912237	0.0308179228	0.06136994	0.0668790633	-0.0668718298	-0.0460256002	0.0503364123	0.0179784488	-0.0120372075	-0.1294482605	-0.0723721052	0.2008538246	-0.0219280498	0.0611365903	-0.0991029171	0.1136742748	0.110592125	0.105516962	-0.0431832	-0.0045821999999999	2.099655683999995e-05	0.0018647887622399	0.0292283	0.0006289999999999	0.00085429352089	3.95640999999997e-07	0.0803003999999999	0.0185836999999998	0.0064481542401599	0.0003453539056899	0.00428845	0.0	1.83908034025e-05	0.0	-0.000442068	0.0001874	3.511876e-08	1.95424116624e-07	0.000459113	8.307899999999995e-05	6.9021202409999935e-09	2.10784746769e-07	0.0	0.0	0.0	0.0	0.0	0.0
735.0688785745731	-1.7341855157026205	3.007399402872763	540326.2562488805	843.9029037403918	-3.4862524700306494	712172.110941465	12.153956284794804	659.3021134734802	-1.803834193030525	434679.2768305977	3.2538177959460857	667.661135926063	559.2935075580009	0.8906579999999998	23.285378	0.0860922499999999	0.0400754	0.0492841315	0.052238563	0.0434221512	-0.0217341581	0.0250937536	-0.0504170911	0.000877016	0.0502126988	-0.0670649236	0.0110066402	0.0517337417	0.1141659025	0.018795944	-0.0352652172	-0.076983041	-0.008899193	-0.0028754002	-0.0503633167	-0.0060330375	0.0340457143	0.1125164922	-0.1219837425	-0.0051121993	0.0821931203	-0.1905521581	-0.0073851272	0.0162409734	0.0765765975	-0.0401091566	-0.0626730942	-0.0689375322	0.0635676232	-0.0158337204	-0.0244224226	0.064551408	0.0018453182	-0.0513778637	0.131622047	0.0216824117	-0.0224393846	-0.0438460495	-0.0168400501	0.0221638481	0.1582181664	0.0149626295	-0.0183003689	0.2573470149	-0.0319326655	-0.0861948506	0.0896303319	-0.0702137572	-0.0379827412	-0.0145561101	0.0560398008	-0.0960682159	0.015053385	-0.0486753712	0.0230619717	-0.0206967129	-0.0008144024	-0.0451751674	0.0502529917	0.2015327706	-0.042278363	0.0113019343	0.0569794739	-0.0895195745	0.0677242552	-0.0541482148	0.0508160805	0.1199281524	0.0071463762	0.0910449591	0.0079689471	0.0606004787	0.012443765	0.0631374814	0.0791417058	-0.0813594262	-0.0684327868	-0.1429237746	-0.1432588243	-0.1831793049	0.0246028978	-0.1915972124	0.0306809716	0.0188476183	-0.1182443154	0.0146528363	0.0124612836	0.1133324686	0.1092392569	0.1025263906	-0.0541484	-0.0109652	0.00012023561104	0.00293204922256	0.044109	0.0148807	0.001945603881	0.00022143523249	0.104357	0.0240566000000001	0.010890383449	0.00057872000356	0.00399455	-0.0002938999999999	1.5956429702500003e-05	8.637720999999984e-08	-0.000404351	3.771699999999999e-05	1.4225720889999992e-09	1.63499731201e-07	0.000851291	0.000392178	1.5380358368400006e-07	7.246963666810001e-07	0.0	0.0	0.0	0.0	0.0	0.0
735.6262580119138	0.5573794373407281	0.3106718371702667	541145.9914766108	839.4089198778782	-4.4939838625135735	704607.3347705462	20.195890956532416	659.7098304019335	0.4077169284532829	435217.0603289478	0.1662330937473794	666.3949455034342	537.863840240602	0.982987	25.69923	0.0270444	0.0168014	0.0881468178	0.0619000558	-0.0752842043	0.1172234234	0.0741620756	0.0186497992	0.0527412678	-0.0268448624	-0.0120351121	-0.0532699358	0.0995675412	-0.0567406618	0.0161785657	-0.0322391629	0.0466734902	-0.0838745425	0.0480683214	-0.0949896311	-0.006202925	-0.1088461233	0.0045467841	-0.1443697182	-0.0572343365	-0.0122672568	-0.06439079	-0.0969145329	0.0041586134	-0.0554301972	0.0293636957	-0.0259708206	-0.0145771308	0.0849401406	-0.0049746824	0.0883901825	0.1297993525	0.0340627091	0.0715016286	0.1327329301	0.0857065019	0.0925052896	-0.0448250115	-0.0591172906	0.1319708577	0.1382314762	-0.0606772569	-0.0618659148	-0.2257525235	0.0031683632	-0.0444713267	-0.0653370824	-0.1081562529	0.09902455	0.0311395775	-0.03647278	-0.0138526972	-0.0999308947	-0.0665031347	0.040466454	0.0046786474	-0.0327410465	-0.093044561	-0.0157726969	0.1014018682	-0.1159496412	-0.0098542495	-0.1270495271	0.0116022463	0.0825080572	0.0051176713	-0.0259175751	0.0806401053	-0.0281211882	0.0984749143	0.2307404175	-0.0439665097	-0.0438042776	-0.0960428635	-0.0335632367	0.0333628625	0.0739523325	0.1417270907	-0.0706309983	0.1020927943	-0.1276248996	-0.0067619287	-0.0480523389	-0.0083044783	-0.0127247902	-0.0528035891	0.0385850567	0.1129422506	0.1076997553	0.099141769	-0.0602087	-0.0060602999999999	3.672723608999997e-05	0.0036250875556899	0.0393028	-0.0048062	0.00154471008784	2.3099558440000036e-05	0.118842	0.0144849999999999	0.014123420964	0.0002098152249999	0.00396342	-3.113000000000074e-05	1.57086980964e-05	9.69076900000046e-10	-0.000404351	0.0	0.0	1.63499731201e-07	0.000848563	-2.7280000000000186e-06	7.441984000000102e-12	7.20059164969e-07	0.0	0.0	0.0	0.0	0.0	0.0
739.7957969777831	4.169538965869265	17.38505518790214	547297.8212259932	846.2272809208149	6.818361042936658	716100.6109746358	46.49004731183627	659.8752081200594	0.1653777181259101	435435.29029149166	0.027349789652533	667.092100529644	566.7098497985942	0.999277	26.125113	0.0565015499999999	0.0339109	0.0567679262	0.0799943768	-0.0096203384	0.0094889583	0.0345848414	0.0528452358	-0.0686343853	0.0440185013	0.0016806089	-0.1098480439	-0.1936358869	-0.0937557535	0.0143809183	-0.0913965476	0.0885521717	-0.0547294085	-0.0351908887	-0.0666408549	-0.0576257444	0.0194752009	0.019595272	-0.0617551796	0.0496968189	-0.0260641434	0.0114415162	0.0326478496	-0.031701294	0.0879320702	0.0994573497	0.008010929	0.1629746887	0.1377179199	0.0635672061	-0.0618180419	-0.088918372	-0.0059949146	0.0934303586	0.0295122117	-0.0703180396	0.0514965502	-0.0320383526	0.0431928337	0.0280425464	0.0791979981	0.2098281085	0.0536385859	-0.0032789322	0.0107931416	0.0035245072	0.0419497789	0.0762713447	-0.1130499839	0.0314994209	-0.0838754286	-0.0269902835	-0.0388653932	0.0625379601	0.1541002418	0.0612824781	0.092570441	0.0521286331	-0.0405182486	-0.0914364683	-0.040802883	-0.0242090718	0.0115314688	-0.1249159189	0.0089514106	0.0167876669	0.0089215486	0.0286403623	0.0443307515	0.0562059903	-0.1310906498	-0.0331475586	0.0133949623	-0.182286799	0.0606321094	-0.0522664192	0.0148261537	-0.0115244323	-0.1191538821	0.002069222	-0.0192686733	-0.073531931	0.0515036049	0.0933270785	0.0757852878	-0.1263754129	0.0951325883	0.1125037874	0.1059762505	0.0953761056	-0.0602184	-9.700000000001374e-06	9.409000000002666e-11	0.00362625569856	0.0672053	0.0279024999999999	0.00451655234809	0.0007785495062499	0.122173	0.003331	0.014926241929	1.1095561000000004e-05	0.00379373	-0.0001696899999999	1.43923873129e-05	2.879469609999989e-08	-0.000404351	0.0	0.0	1.63499731201e-07	0.00118404	0.0003354769999999	1.1254481752899997e-07	1.4019507215999998e-06	0.0	0.0	0.0	0.0	0.0	0.0
