global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
800.7384885473825	n/a	641182.1270411466	n/a	852.8463911736904	n/a	727346.9669379875	n/a	749.7265463741579	n/a	n/a	562089.8943381223	751.7649316578347	625.9874926292043	n/a	n/a	n/a	n/a	-0.0475445927	0.0171417832	-0.0056236673	0.0457799945	-0.0077569582	0.0608635268	-0.0199949099	0.0817752346	-0.0456873345	-0.0848454106	0.0340628109	-0.0441243172	-0.0066851631	0.0097943464	-0.0349509625	0.0088340467	0.0002935288	-0.0449843306	0.0323046008	-0.1048023755	0.0075849647	-0.0103640635	0.0424282838	-0.1820453929	-0.0005428911	0.0369222996	-0.0502440791	0.0103353321	-0.0210469512	0.0985439417	-0.1734177568	-0.0887693738	0.0176643108	-0.0332631484	0.021540854	-0.0039833999	0.0231073372	-0.0700768706	-0.0485605073	0.0231184211	-0.0045703561	0.0886956318	-0.0835347542	0.0051703715	-0.0259240867	0.0301131975	-0.011008625	0.012564415	-0.0310966506	0.0772272118	0.1147017419	0.1146833673	0.1146527451	-0.358732	n/a	0.128688647824	n/a	-0.490786	n/a	n/a	0.240870897796	0.00560278	n/a	3.13911437284e-05	n/a	-0.0230539	n/a	0.00053148230521	n/a	0.00403439	n/a	n/a	1.6276302672099997e-05	-0.0170195	n/a	0.00028966338025	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
800.1689201002404	-0.56956844714216	640270.3006943848	0.3244082159799316	854.11510463022	1.2687134565295537	729512.6119574916	1.6096338347791677	749.7632006413245	0.0366542671665683	0.0013435353015181	562144.857035923	751.8733787598969	628.5325299579995	1.169176	28.41654	0.0909327200000001	0.0487979	-0.0641081411	0.027364276	0.0417135576	0.0886084874	-0.0195086489	0.0689462276	0.0139983606	-0.0939128057	-0.0310341609	-0.0750803347	0.0288958411	-0.0261331869	0.0088483151	0.0263563463	-0.0667573417	-0.0171476481	0.015775025	-0.0309480777	0.0761576609	-0.0099225594	0.04506904	0.0359367604	0.0491783615	0.0815435198	0.0957097332	0.1107480324	-0.1394518736	-0.0981623387	0.219528325	-0.0166996083	-0.1314570203	-0.0869130038	0.0196518473	-0.0137049697	-0.0126381915	-0.0259966083	0.0853252037	0.0434681851	0.0511192099	-0.0771063014	-0.0860898758	-0.0284000719	-0.0928928683	0.0395798971	-0.1183028729	0.1558159151	0.0332601819	0.0063929602	0.1161008563	-0.0478564818	0.1146527451	0.1144874327	0.1142120884	-0.347785	0.0109469999999999	0.120954406225	0.0001198368089999	-0.464863	0.0259229999999999	0.0006720019289999	0.216097608769	0.0337655	0.0281627199999999	0.0011401089902499	0.0007931387977983	-0.0230867	-3.2800000000002966e-05	0.00053299571689	1.0758400000001943e-09	0.00407399	3.9600000000000746e-05	1.568160000000059e-09	1.6597394520100003e-05	-0.0165739	0.0004456	0.0002746941612099	1.9855936000000083e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
799.0299522307055	-1.1389678695348948	638448.8645618035	1.297247807832857	847.7277560535185	-6.38734857670147	718642.3483835339	40.798221840290296	749.7260254478804	-0.0371751934441135	0.0013819950076072	562089.1132338757	752.0006705913509	638.1160394387132	1.062655	25.827583	0.2443700000000001	0.137819	-0.0716946139	0.0224985877	0.0336582528	0.0310249282	0.0160607973	0.0577551645	-0.0283156337	-0.0294555683	0.0051282397	-0.0682103299	0.0219459694	-0.0247659544	-0.0338628308	0.024108917	-0.0577229339	0.0145892946	-0.0101209624	0.0245917614	-0.022798298	-0.0219283336	-0.0166102299	0.2881522495	-0.1070027045	0.0559373854	0.0148039491	-0.0269116461	0.150090381	-0.0479269122	0.018640024	-0.0252074642	0.0099304814	-0.0731460572	0.0099028736	-0.0125903189	0.0203282832	0.0052368941	0.0478087465	0.0596401875	0.0507327069	-0.0433050822	0.0483805425	-0.0039027533	0.1131875623	0.028349751	0.2762894295	0.064250639	-0.029611031	-0.0299173237	0.0247799137	-0.0651761027	0.1145547726	0.1140958982	0.1133324686	-0.375074	-0.027289	0.140680505476	0.000744689521	-0.420269	0.044594	0.001988624836	0.176626032361	0.127771	0.0940054999999999	0.016325428441	0.00883703403025	-0.0243662	-0.0012794999999999	0.00059371170244	1.6371202499999985e-06	0.00386086	-0.00021313	4.5424396900000264e-08	1.49062399396e-05	-0.0164969	7.700000000000068e-05	0.0002721477096099	5.929000000000105e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
798.2803250811593	-0.7496271495461997	637251.4774116813	0.5619408633367604	841.5543575741743	-6.1733984793442005	708213.7367520813	38.11084878476929	749.6817467142877	-0.044278733592705	0.0019606062485737	562022.7213565854	751.1902932826727	632.5645741954817	1.013094	24.623007	0.1060234999999999	0.0572995	-0.0650747146	0.0252400985	0.0435067704	0.0211273941	0.001928029	0.0534050821	0.0256063955	0.0875432661	0.0729496899	-0.0807724309	0.0334573699	-0.0249706454	0.0126252076	0.0218858186	-0.047178727	0.0202864831	0.033309426	-0.1333488753	-0.0767408369	-0.1265645058	-0.0791491361	0.1130744642	0.0223626727	-0.0592982048	-0.1028768986	0.0622132601	-0.0708442791	-0.0924834019	-0.0760219156	-0.1014275945	-0.221570993	-0.0829348978	0.0140676924	-0.0101957822	0.0069698538	-0.0389175399	0.0435021362	-0.0906699104	-0.0954683917	0.0522908386	-0.032480582	0.0116040227	-0.0291669202	0.0141368367	0.178878478	0.0491264399	-0.092782499	0.0451071243	-0.0515870856	0.1159184616	0.1144078661	0.1135094328	0.1120172664	-0.347289	0.027785	0.120609649521	0.000772006225	-0.415657	0.004612	2.1270544000000047e-05	0.172770741649	0.158998	0.031227	0.025280364004	0.000975125529	-0.0249692	-0.0006029999999999	0.00062346094864	3.6360899999999924e-07	0.00409565	0.00023479	5.512634410000016e-08	1.6774348922500003e-05	-0.0164867	1.0199999999998405e-05	0.0002718112768899	1.0403999999996744e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
797.8693475619908	-0.4109775191684548	636595.495778997	0.1689025212618576	849.8548660948119	8.30050852063755	722253.2934250307	68.89844170117657	749.5534567792047	-0.1282899350829893	0.0164583074435976	561830.384569655	751.5893591981206	627.2080425964225	0.815992	19.832489	0.1418769999999999	0.0829798	-0.0779543253	0.0284679578	0.0283717031	0.0607490883	0.0075806971	0.0409761344	0.0026285945	0.0012883699	0.0263897713	-0.0739023139	0.010200391	-0.0224689151	-0.0050474294	0.0141375509	-0.051652415	0.0306312594	0.0059915146	-0.0588289484	-0.0310343264	0.0322141363	-0.0451711508	0.1324021496	0.0341139344	-0.0483726803	0.1621876661	0.0893473964	-0.0851439161	-0.0799336046	-0.0611245985	-0.1031082335	0.1332231058	-0.0799487218	-0.0009371145	-0.0148210427	-0.0037241251	-0.0069192776	0.0631909834	0.0012409697	0.0219118803	0.0166185632	-0.0472426821	-0.0343586974	-0.0058074336	-0.0424717847	0.0534357483	0.181510014	-0.0631675188	0.0352191885	-0.1391548091	0.016658916	0.1142120884	0.1127290384	0.1102715368	-0.352169	-0.0048799999999999	0.124023004561	2.381439999999996e-05	-0.378157	0.0374999999999999	0.0014062499999999	0.143002716649	0.143237	-0.0157609999999999	0.020516838169	0.0002484091209999	-0.0239506	0.0010186	0.0005736312403599	1.037545960000003e-06	0.00467917	0.0005835199999999	3.404955903999997e-07	2.18946318889e-05	-0.0165593	-7.259999999999905e-05	0.00027421041649	5.270759999999863e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
797.6374611398529	-0.2318864221379044	636225.5194136304	0.0537713127719184	850.2424072529593	0.3875411581474282	722912.1510913072	0.1501881492582499	749.3511242773067	-0.2023325018980131	0.0409384413243094	561527.1074556635	751.5812135278778	622.3609511954005	0.796037	19.34749	0.1100954999999999	0.0542346	-0.0762957455	0.034800201	0.0394545494	0.0636732113	0.0034017425	0.0629888921	-0.0220493044	-0.0658619811	-0.00235479	-0.08885314	0.0260402924	-0.0409745709	-0.0015461883	0.0368960905	-0.0922368563	0.0211903717	0.011798331	0.0014754908	-0.0362239715	-0.0830381927	-0.0644016596	0.082166858	0.0600126298	0.1512666477	0.2822127564	0.0398051698	0.0226808143	0.1349706951	-0.0585622831	-0.0563253017	0.1432509758	-0.0934893828	0.0092793213	-0.023303759	0.0121474285	-0.0359531479	0.0881994081	0.0221963291	0.0390631847	-0.0340290286	-0.0180150529	-0.0023209931	-0.012098617	0.067513041	0.0408117832	0.0752098896	-0.1870566426	0.0866566885	-0.13711214	-0.0579819581	0.1139675232	0.1117560484	0.1081019891	-0.347108	0.0050609999999999	0.120483963664	2.561372099999982e-05	-0.406723	-0.0285659999999999	0.0008160163559999	0.165423598729	0.156902	0.013665	0.024618237604	0.000186732225	-0.0242741	-0.0003235	0.00058923193081	1.0465225000000057e-07	0.0042838	-0.0003953699999999	1.5631743689999993e-07	1.835094244e-05	-0.0160221	0.0005371999999999	0.00025670768841	2.88583839999998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
797.610396768638	-0.0270643712149194	636182.3450334241	0.0007324801892589	849.5381302639752	-0.7042769889841338	721715.0347724109	0.4960060772125577	748.8628979628961	-0.4882263144105536	0.2383649340829128	560795.6399453869	751.5426969149419	624.1906330798328	0.831743	20.215324	0.0888080000000001	0.0428834	-0.0696088029	0.030927187	0.0153537107	0.0430723444	0.0347798075	0.0675523618	-0.0232112788	-0.0746380815	-0.0075946763	-0.078355235	0.0145264542	-0.0396109981	0.0094236267	0.0149586147	-0.0325955391	-0.0181891543	0.0096199554	-0.0573669055	-0.0199378896	-0.0165214067	-0.0012363568	0.0557147231	-0.0003255975	0.2216890221	-0.0195338536	-0.1661543148	0.112196283	-0.0137047939	-0.0090755061	0.0191818173	0.2034965182	-0.0844439652	0.0104800362	-0.0341109559	-0.0105975003	-0.0153262816	0.039387368	0.0284586084	0.0202634139	-0.0235424005	-0.0894769144	-0.0273971408	0.072928845	0.1155291389	0.0866584296	-0.0534757001	-0.0862803393	0.0629357386	0.0097316139	-0.1262667575	0.1136742748	0.110592125	0.105516962	-0.317965	0.029143	0.101101741225	0.000849314449	-0.415333	-0.00861	7.413210000000012e-05	0.172501500889	0.144698	-0.012204	0.0209375112039999	0.000148937616	-0.0247122	-0.0004381	0.00061069282884	1.9193161000000025e-07	0.00438942	0.0001056199999999	1.1155584399999968e-08	1.92670079364e-05	-0.0157888	0.0002333	0.0002492862054399	5.4428890000001054e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
798.125115464439	0.5147186958009797	637003.699935124	0.2649353358070615	844.616333953727	-4.921796310248169	713376.7515814337	24.22407891957249	749.0986171034925	0.2357191405964158	0.0555635132435128	561148.7381463649	751.0680003393588	628.04717580186	0.836995	20.34296	0.0660069999999999	0.0358734	-0.0813393706	0.0316467844	0.0452107822	0.0306071815	-0.0081416784	0.0796658385	0.0123033759	0.0699321187	0.0782327191	-0.0896553918	0.0262868567	-0.0390902309	0.0052835326	0.0264417993	-0.0341104472	0.0235870246	-0.0349400314	-0.1240501472	-0.0607071456	-0.1151588014	0.0103231344	0.0987401591	0.0722141213	-0.148183933	0.0271831926	-0.1086238297	-0.0110520327	-0.0040551844	0.1092889237	0.042198575	0.0553508744	-0.092786087	0.0181116196	-0.0249182792	0.0188086557	-0.0218614094	0.0456933833	-0.059374529	-0.0716381426	0.0991734043	-0.0295609441	0.0650407723	0.0452375467	0.0331976825	0.1033559952	0.1118603902	-0.0377305404	-0.0790909788	-0.0290023814	0.0714538496	0.1133324686	0.1092392569	0.1025263906	-0.304382	0.013583	0.0926484019239999	0.000184497889	-0.404456	0.010877	0.000118309129	0.163584655936	0.130295	-0.014403	0.016976787025	0.0002074464089999	-0.0246251	8.709999999999968e-05	0.00060639555001	7.586409999999945e-09	0.00434964	-3.977999999999968e-05	1.5824483999999743e-09	1.89193681296e-05	-0.0153728	0.0004159999999999	0.00023632297984	1.7305599999999834e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
798.1578270582019	0.0327115937628832	637055.9168942705	0.0010700483665079	845.3840997195331	0.7677657658060753	714674.2760586054	0.5894642711437892	749.6725357905617	0.573918687069181	0.3293826593672125	562008.910918651	751.6062798950268	622.4900768742524	0.883227	21.466619	0.175968	0.0900806	-0.0841058173	0.0364106419	0.0305186388	0.0421678365	0.0262738665	0.0656825156	0.0018914157	0.1012658094	0.0592520333	-0.0977592734	0.0282177563	-0.0413693963	-0.0193879459	0.0030916749	-0.0165291673	0.0281392871	0.0393690859	-0.1321835976	-0.0066731684	-0.126003458	-0.0084661734	0.0647819374	0.0815661711	0.0273608971	0.0542681836	0.0184881064	-0.0800815341	0.0084667309	-0.0175414013	0.0277987591	-0.0206961755	-0.1016013775	0.0162392665	-0.0272630877	0.0141921065	-0.002325011	0.0089677236	-0.0821362454	-0.0662390224	0.0223268909	-0.0165329134	0.1058772006	-0.0382059208	0.0391970759	0.0740791894	0.1201938528	-0.1126374337	0.059738187	-0.028807482	0.0071134049	0.1129422506	0.1076997553	0.099141769	-0.273942	0.0304399999999999	0.075044219364	0.0009265935999999	-0.349159	0.0552969999999999	0.0030577582089999	0.121912007281	0.155129	0.0248339999999999	0.0240650066409999	0.0006167275559999	-0.024204	0.0004211	0.0005858336159999	1.7732521000000053e-07	0.0042452	-0.0001044399999999	1.0907713599999982e-08	1.8021723040000003e-05	-0.0145904	0.0007824	0.00021287977216	6.121497600000013e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
799.3017162421347	1.1438891839328562	638883.2335876221	1.3084824651185758	851.9062144358827	6.52211471634962	725744.1981944762	42.53798037322428	749.9080181464865	0.2354823559247734	0.0554519399518816	562362.0356803911	751.8912345006278	629.3114480586926	0.783223	19.036055	0.076179	0.0332897	-0.0907323591	0.046161053	0.0544950689	0.0814455386	-0.0016675996	0.075884239	-0.0072721369	-0.0206424051	0.0049075814	-0.0911852657	0.0337512539	-0.032897054	0.0140210325	-0.0060416279	-0.0178061333	-0.0301832725	0.0251113365	-0.0714994953	-0.0165890767	0.0429540421	0.0347419573	-0.0129475402	-0.0751153266	0.0306632145	0.0827087442	-0.1737945535	0.1230690819	0.0108891748	-0.1126029738	0.0250692238	-0.0236746191	-0.0987165849	0.0190104282	-0.019160677	-0.0006837579	-0.0166371844	0.0158710969	-0.0029662478	-0.0205619388	-0.0530851456	-0.0352378977	0.0709962769	0.0827432571	0.043198069	-0.0220966598	-0.0109033661	-0.0242108852	-0.0666305472	-0.0993602549	-0.0617032033	0.1125037874	0.1059762505	0.0953761056	-0.265055	0.008887	0.0702541530249999	7.89787690000006e-05	-0.371073	-0.0219139999999999	0.0004802233959999	0.137695171329	0.17663	0.021501	0.0311981569	0.000462293001	-0.0241224	8.160000000000112e-05	0.0005818901817599	6.658560000000182e-09	0.00447804	0.0002328399999999	5.42144655999999e-08	2.00528422416e-05	-0.0144273	0.0001630999999999	0.00020814698529	2.6601609999999792e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
