global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51
702.1415090101942	n/a	493002.6986751127	n/a	824.521186964445	n/a	n/a	679835.1877532572	667.6354036697228	n/a	445737.0322332337	n/a	679.1755686801979	554.3255415410968	n/a	n/a	n/a	n/a	-0.0233916672	-0.1089931057	0.0031887485	-0.0405429994	0.0404171414	0.0091579413	-0.082820349	0.0305913467	-0.0090277736	-0.0014951872	0.0259460493	-0.0249179553	0.0409496702	-0.1538106631	0.139903202	-0.0462897782	0.1329744481	-0.1633993011	0.0529300815	-0.003434633	0.0048938449	-0.1632413835	-0.0048051958	-0.0007630885	0.0189753697	-0.049236539	0.0293862126	-0.033598787	0.0010217908	-0.057354809	0.0586166884	-0.1823196324	0.1041853517	-0.0026818187	0.1147017419	0.1146833673	0.1146527451	-0.137427	n/a	0.018886180329	n/a	0.22417	n/a	n/a	0.0502521889	0.256765	n/a	0.065928265225	n/a	0.0007526609999999	n/a	n/a	5.664985809208495e-07	-0.0030772	n/a	9.46915984e-06	n/a	-0.000386517	n/a	1.49395391289e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
698.5555130270513	-3.58599598314288	487979.8047804869	12.859367191116869	817.0910580406036	-7.43012892384138	55.20681582490427	667637.797129913	665.2338550030114	-2.401548666711392	442536.0818421676	5.767435998583264	677.24227785352	543.4075064235367	0.687099	28.561708	0.11928025	0.0633075	-0.0103814201	-0.0673894266	0.0261997507	-0.0853079018	0.0099634766	-0.0061451557	-0.039632718	0.0013194643	0.0217622184	-0.0027171758	-0.0025228016	-0.0475806052	-0.0008562513	-0.151020613	0.19016446	-0.0774323329	0.0739076075	-0.1424397751	0.0862481433	0.0592196017	0.0036044681	-0.0989651031	0.0210027642	-0.0070216355	0.0046654348	-0.0405967481	-0.0536859251	0.0256411281	0.029543268	0.0009435341	0.0627091367	-0.1891873312	0.1832972089	0.0847209253	0.1146527451	0.1144874327	0.1142120884	-0.127383	0.0100439999999999	0.016226428689	0.0001008819359999	0.279289	0.055119	0.003038104161	0.078002345521	0.274077	0.0173119999999999	0.075118201929	0.0002997053439999	0.00108955	0.000336889	1.1349419832106732e-07	1.1871192024999998e-06	-0.00275584	0.00032136	7.594654105599999e-06	1.0327224960000009e-07	-0.000308661	7.785600000000001e-05	9.5271612921e-08	6.061556736000001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
698.3769502178417	-0.1785628092096658	487730.36459557374	0.0318846768328475	818.4483615959275	1.357303555323938	1.842272941295002	669857.7205990581	665.6374358514711	0.4035808484596828	443073.1960069213	0.1628775012434374	677.3851406358591	530.425196569995	0.679443	28.243462	0.0855219499999999	0.0505061	-0.0641488215	-0.0988341437	0.0292019158	-0.0834110697	0.0114005009	0.0121236788	-0.0958685303	0.0840594746	0.0171657273	0.0477248455	-0.0082119531	-0.0859775806	0.0164342571	-0.1790379569	0.1598856869	-0.0552419882	0.1192953558	-0.0751386349	0.0283727623	-0.0101684335	-0.0784605516	-0.2046248801	0.0214404766	0.049176006	0.0113343049	-0.0756473605	-0.0337196513	0.0169357952	0.0153839598	-0.0539514658	0.0179362771	-0.230380034	0.0959911359	0.0738384066	0.1145547726	0.1140958982	0.1133324686	-0.131666	-0.004283	0.017335935556	1.834408900000008e-05	0.275519	-0.0037699999999999	1.4212899999999969e-05	0.075910719361	0.307425	0.0333479999999999	0.094510130625	0.0011120891039999	0.000651722	-0.0004378279999999	1.91693357584e-07	4.24741565284e-07	-0.00313341	-0.00037757	9.8182582281e-06	1.425591049000002e-07	-0.000375682	-6.702100000000001e-05	1.4113696512400002e-07	4.491814441000001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
699.6610669565988	1.2841167387571204	489525.6086148463	1.648955798756223	813.9919510391788	-4.456410556748665	19.859595050300943	662582.8963565689	663.5594149472346	-2.078020904236496	440311.0971651162	4.318170878443864	675.3916671021736	551.9183212581556	0.900197	37.419861	0.1912611	0.101937	0.0197172957	-0.0653399718	0.0103145475	-0.0671883297	0.0019957541	-0.0287077848	-0.0408645392	-0.0180044211	0.0484114974	-0.0252558416	0.0235144749	-0.0477335326	-0.0314847147	-0.0669948996	0.124343909	-0.1895260453	0.0713080771	-0.0359179101	0.0361937419	0.0638482086	-0.0649470566	-0.0568736717	0.0449410005	-0.0403443526	0.0232732353	-0.0319675017	-0.0546259503	0.0674232345	-0.0144795107	0.090586557	-0.0004390419	-0.1127907499	0.080063432	0.0857640879	0.1144078661	0.1135094328	0.1120172664	-0.111408	0.020258	0.0124117424639999	0.000410386564	0.320126	0.044607	0.001989784449	0.102480655876	0.213471	-0.093954	0.045569867841	0.008827354116	0.000314229	-0.0003374929999999	1.1390152504899999e-07	9.873986444100001e-08	-0.00306226	7.115000000000029e-05	9.3774363076e-06	5.062322500000042e-09	-0.000615881	-0.0002401989999999	3.79309406161e-07	5.769555960099998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
702.0141861231906	2.353119166591796	492823.9175182057	5.537169812181668	824.8534100227812	10.861458983602349	117.97129125247614	680383.1480262104	666.4282400198499	2.868825072615323	444126.5990959547	8.230157297266313	679.6135034705135	550.7939102300055	1.087282	45.196716	0.7048500500000001	0.404959	-0.0218938263	0.0513102483	-0.0057933506	-0.0969102481	-0.0034575415	0.0812004336	0.0570940382	0.0664171128	0.0036997203	0.0528075311	-0.0634335519	0.0158364512	-0.1205913757	0.0817413827	0.0780138289	-0.0190253949	-0.0134434179	-0.0352712547	-0.0041395224	-0.0169262992	-0.1771303979	0.0286540146	-0.0029671932	0.057930871	-0.0357549227	0.0224918277	0.0034191897	0.0941055634	0.0256270092	0.0360704552	0.0155092218	0.0527875196	0.1043127298	0.1401522299	0.1142120884	0.1127290384	0.1102715368	-0.152797	-0.0413889999999999	0.0233469232089999	0.0017130493209999	0.117589	-0.202537	0.041021236369	0.013827172921	-0.0682683	-0.2817393	0.00466056078489	0.07937703316449	0.00298166	0.002667431	7.115188139761e-06	8.8902963556e-06	-0.00390781	-0.00084555	1.5270978996100002e-05	7.149548025000008e-07	-0.000686595	-7.071400000000004e-05	4.71412694025e-07	5.000469796000006e-09	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
695.5838434228932	-6.430342700297388	483836.883230964	41.3493072432679	813.3852114742582	-11.468198548522992	131.51957794834485	661595.5022450237	667.347445298168	0.9192052783181452	445352.6127459914	0.8449383436879389	677.8156012671909	507.39701372617856	1.381185	57.413853	0.6316495	0.337414	-0.1024206004	0.2283911617	0.1334085785	-0.085117183	-0.0123728217	-0.0012206952	0.1192302755	0.1946526021	-0.0195186561	0.1934716356	-0.0606665186	0.0858997818	-0.0416665253	0.0580482852	0.0478735179	0.1399683107	-0.0545468494	0.0923665911	0.1013778367	0.1735450191	-0.0823058314	-0.0151239404	-0.0078698822	0.1977143515	-0.0069290192	0.0782740771	0.0323915866	0.0607367623	-0.0381631306	-0.0774701281	0.0893813792	0.1019949341	-0.0517295012	0.053466093	0.1139675232	0.1117560484	0.1081019891	-0.0837553	0.0690416999999999	0.00701495027809	0.0047667563388899	0.0039927	-0.1135963	0.01290411937369	1.594165329e-05	-0.242018	-0.1737497	0.058572712324	0.03018895825009	0.00686144	0.0038797799999999	1.5052692848399998e-05	4.70793588736e-05	-0.00248841	0.0014194	6.1921843281e-06	2.014696360000001e-06	-0.000480539	0.000206056	2.30917730521e-07	4.245907513600001e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
700.2193495101202	4.635506087226986	490307.1374283759	21.48791668471844	821.5752485566203	8.190037082362096	67.07670741046624	674985.8890408725	671.1333458769291	3.785900578761016	450419.9679479617	14.333043192262997	682.5088938042145	518.9665390261993	0.90415	37.584209	0.209726	0.113524	-0.0859988946	0.2290292128	0.125470203	-0.1104073889	0.0187788647	0.0274347875	0.0679928557	0.1475573774	-0.0701941577	0.1453541494	-0.0486644052	0.1098135818	-0.014561919	0.086216388	0.0623097311	0.1944653832	-0.049694883	0.0472821908	0.054628312	0.0286926356	0.021743831	0.1031318513	-0.0607252773	0.1532138124	-0.0044280245	0.0901236199	-0.0061712167	0.0248395547	-0.0260742666	-0.10528419	0.1111040023	0.1357678902	0.0029605639	0.0354104384	0.1136742748	0.110592125	0.105516962	-0.0581797	0.0255756	0.00338487749209	0.00065411131536	-0.0375497	-0.0415424	0.00172577099776	0.0014099799700899	-0.229023	0.012995	0.052451534529	0.000168870025	0.00613203	-0.0007294099999999	5.320389480999996e-07	3.76017919209e-05	-0.000660358	0.001828052	4.36072688164e-07	3.341774114704e-06	-0.000445741	3.4798e-05	1.98685039081e-07	1.210900804e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
703.2329316105526	3.013582100432359	494536.55610157206	9.081677076046308	826.2174060228378	4.642157466217554	21.549625941159384	682635.2020151069	672.1260392734014	0.9926933964723048	451753.4126693498	0.9854401793997204	683.1695705148661	535.8102961788342	1.137651	47.290504	0.21593305	0.123561	-0.0495359301	0.1265815831	0.0017610693	-0.0815821376	0.0252917871	0.0293097639	0.0512652772	0.1094779386	-0.0761860484	0.1027490106	-0.0033977284	0.0598850492	0.0197905855	0.0009969372	0.0238357257	0.0323350445	-0.1337536905	-0.0113845181	-0.0211121487	0.1708925738	-0.1137918724	0.1250375805	-0.0673539388	0.0914812156	0.0285063094	0.0481634354	-0.0573147127	0.0023657476	-0.0317693406	0.0232915423	0.0903074714	0.0492961088	0.0004125929	-0.0705636126	0.1133324686	0.1092392569	0.1025263906	-0.0340097	0.02417	0.0011566596940899	0.0005841889	-0.0235407	0.0140089999999999	0.0001962520809999	0.00055416455649	-0.159077	0.069946	0.0253054919289999	0.004892442916	0.0048088	-0.00132323	1.7509376328999998e-06	2.3124557440000004e-05	-0.000910358	-0.00025	8.28751688164e-07	6.25e-08	0.00013719	0.000582931	1.8821096100000003e-08	3.39808550761e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
701.0298094607797	-2.2031221497728666	491442.7937526171	4.8537472068198175	825.5034610696514	-0.7139449531864557	0.5097173961804103	681455.9642379734	670.7018145132586	-1.4242247601428062	449840.9239913775	2.028416167403834	682.3086941870259	511.436186842892	1.097516	45.622139	0.57383405	0.262759	-0.172938075	0.1198400691	-0.0264649192	-0.0156573111	0.0280251446	0.0446779996	0.0756734303	0.1924407274	-0.065632428	0.1822136986	-0.0386450371	0.0523246587	0.0663595471	0.0408703014	-0.053672438	0.0934639381	-0.060793495	0.0661255909	-0.121255649	0.0807157698	-0.0086928717	-0.0089338099	-0.0591749805	0.1883021845	0.0036224481	0.05807879	-0.0032540637	-0.0277774624	-0.0471563197	0.0007092096	0.0304060556	0.0585368492	-0.0247116054	-0.0629182864	0.1129422506	0.1076997553	0.099141769	0.0120901	0.0460997999999999	0.0001461705180099	0.00212519156004	-0.216097	-0.1925563	0.03707792866969	0.046697913409	-0.261146	-0.102069	0.068197233316	0.0104180807609999	0.00229389	-0.00251491	6.324772308100002e-06	5.261931332099999e-06	0.000555886	0.001466244	3.09009244996e-07	2.149871467536e-06	-0.000543835	-0.000681025	2.95756507225e-07	4.6379505062500004e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
699.9279371780926	-1.1018722826870544	489899.11724238	1.21412252735398	821.5765112820416	-3.926949787609829	15.420934634408876	674987.9638903706	668.099320744262	-2.602493768996624	446356.7023789442	6.772973817666252	679.6891287785477	518.959790872992	0.958957	39.862461	0.26509209	0.175765	-0.1021553058	0.1508124057	-0.0068903443	-0.0506538287	0.0363582604	-0.0052031128	0.0936029028	0.1720136257	-0.0278045004	0.1092007416	-0.0247642069	0.1399148625	-0.0184916639	0.1051093269	0.0921541447	0.0773952735	0.0147106089	0.0097912993	0.1002535952	-0.0566123495	0.1220176785	-0.0198386715	-0.0224903064	0.116791177	-0.0017317379	0.1130696026	0.0785290151	0.0287979944	-0.0737558614	-0.0785396542	0.1050021169	0.079288666	0.0520441486	0.0480809599	0.1125037874	0.1059762505	0.0953761056	-0.00616681	-0.01825691	3.80295455761e-05	0.0003333147627481	-0.0489005	0.1671965	0.02795466961225	0.00239125890025	-0.216843	0.0443029999999999	0.047020886649	0.0019627558089999	0.00240839	0.0001145	1.3110250000000005e-08	5.800342392099999e-06	8.900039999999998e-05	-0.0004668856	7.921071200159996e-09	2.1798216348736006e-07	-0.000669163	-0.0001253279999999	4.47779120569e-07	1.5707107583999992e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
