global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30
754.4390255469798	n/a	n/a	569178.2432682764	851.5512071323714	n/a	n/a	725139.4583685988	773.9005208270418	n/a	n/a	598922.0161363665	777.8727230436224	638.8249081634783	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0334475	n/a	n/a	0.0011187352562499	0.15035	n/a	n/a	0.0226051225	0.0535119	n/a	n/a	0.00286352344161	0.0078762499999999	n/a	n/a	6.203531406249843e-05	0.000402124	n/a	n/a	1.61703711376e-07	-4.23516e-22	n/a	n/a	1.7936580225599999e-43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
809.3326128134402	54.89358726646037	3013.3059229805003	655019.2781634298	945.1874491990144	93.63624206664304	8767.745828362971	893379.3141233394	789.4869864213798	15.586465594338051	242.9379097234838	623289.701728712	818.3073583248564	669.2180825826086	6.324565	165.340027	1.3011380499999998	0.660673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.275478	0.3089255	0.09543496455025	0.075888128484	-0.0987259	-0.2490759	0.06203880396081	0.00974680333081	0.237141	0.1836291	0.03371964636681	0.056235853881	-0.000720534	-0.0085967839999999	7.39046951426543e-05	5.19169245156e-07	0.0008673609999999	0.0004652369999999	2.1644546616890695e-07	7.523151043208266e-07	0.00212813	0.00212813	4.528937296900001e-06	4.528937296900001e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
798.2972282983242	-11.035384515115991	121.77971139646183	637278.4647087867	925.540727151824	-19.64672204719045	385.99368719955936	856625.637616727	786.9225457621945	-2.5644406591852658	6.57635589448256	619247.0930288532	811.3449654279221	633.2759954213232	2.248253	58.774982	0.7152288	0.346653	-0.0004458847	0.0631390526	-0.0778700193	0.0316257769	-0.1418980569	0.0957614492	-0.0414710978	-0.0804350082	0.0459243062	-0.0991746481	0.1343268445	-0.1298539505	0.0195961425	-0.0678879136	-0.0378798721	0.1112528911	-0.0405879053	0.0300766017	-0.0260642303	0.1101589362	-0.2030357622	0.0072830824	-0.1041624532	0.0399948277	-0.1029861989	0.0403313591	0.1585958769	-0.0362581744	0.0792942163	-0.061113295	0.0034386121	-0.0866915956	0.1134348462	-0.0154303091	0.0717997053	-0.1525507262	0.0190131613	-0.0478738018	0.0365079233	-0.0746819962	0.051795357	-0.1746577522	0.0519486974	-0.0399338483	0.1023553659	-0.0780516796	0.2109865487	-0.0027900235	0.0080193047	-0.0997934297	0.1321560655	-0.166084413	0.1652766857	-0.0719827828	0.1521760846	-0.1217960596	0.0423999363	-0.2385373303	0.0053761979	0.0521649974	-0.0974680765	0.0972457294	-0.1244882482	0.0872162172	-0.0031990122	0.0418843901	-0.0402517978	0.0287501838	0.1154637225	0.1154447293	0.1154130763	0.0	0.0	0.293957	0.018479	0.000341473441	0.086410717849	-0.214238	-0.1155121	0.01334304524641	0.045897920644	-0.0657921	-0.3029331	0.09176846307561	0.00432860042241	-0.00452122	-0.003800686	1.4445214070596002e-05	2.0441430288400003e-05	0.000225785	-0.0006415759999999	4.116197637758718e-07	5.0978866225e-08	0.00325196	0.0011238299999999	1.2629938688999994e-06	1.05752438416e-05	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
796.9404806786312	-1.3567476196930102	1.840764103542649	635114.1297442877	926.908615680478	1.3678885286540208	1.8711190268232616	859159.5818227	787.5690386460059	0.6464928838113337	0.4179530488186946	620264.9906337939	810.3550159087514	637.6156666003928	1.093868	28.59647	0.2893843	0.146569	-0.0135345799	-0.0085548157	-0.1431378569	0.0750377811	-0.070402484	-0.0214313071	-0.0160363007	-0.0609067334	0.0536329406	-0.0008643026	0.076723487	0.0041509574	0.0299943182	-0.0285374927	0.0037812187	-0.0161984045	-0.0324222656	0.1720763318	0.0710467247	0.1863685534	-0.1024384706	0.1898032125	0.0715443814	0.0733573871	-0.0441675397	0.0959132696	-0.0095246992	-0.0703767122	-0.0213670054	-0.0164090052	-0.0145754984	-0.0289055222	0.1625663065	-0.1677012016	0.0282275117	0.0950504253	-0.1509435296	-0.049032303	-0.0439162835	-0.0108583859	-0.012544351	-0.078348856	0.016605858	-0.0122094432	0.0426879634	0.0257277479	0.0923779522	0.0030593349	0.0409540703	-0.1199338386	-0.1005982056	0.0879076088	0.1145727101	0.0301537949	0.0700454513	-0.2102274373	0.1266250945	-0.0169931299	-0.0936900446	0.0407104773	0.1139096984	0.1316332791	-0.0226655837	0.0639061814	-0.103137985	-0.0506786934	-0.0285072601	-0.1442803429	0.1154130763	0.1152422001	0.1149575937	0.0	0.0	0.320384	0.0264269999999999	0.0006983863289999	0.102645907456	-0.12101	0.093228	0.008691459984	0.0146434201	0.0046002	0.0703923	0.00495507589929	2.116184004e-05	-0.00501105	-0.00048983	2.3993342890000014e-07	2.51106221025e-05	-0.000138685	-0.00036447	1.328383809e-07	1.9233529225e-08	0.0043844	0.00113244	1.2824203536000005e-06	1.922296336e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
795.785973778221	-1.1545069004101831	1.332886183094729	633275.3160621515	927.2414437669462	0.3328280864682256	0.1107745351421006	859776.6950390108	788.5461437977436	0.97710515173776	0.9547344775524712	621805.0208982918	812.2929197399164	619.8363817148146	1.09432	28.608265	0.5051669000000001	0.291271	-0.0605535579	-0.0227409032	-0.0626478756	0.0744656874	-0.1066437319	-0.1017185372	-0.0119856503	-0.0300546049	-0.0008249217	-0.0049121504	0.0758653721	0.0151651735	-0.0335136221	-0.0176708049	0.0189188303	-0.0594276899	0.0974367711	0.0700632106	-0.2194302668	0.0451651523	-0.0389909718	0.0158954362	0.0540239515	-0.01794492	-0.0105593426	0.0275929115	0.0129681125	-0.1537974625	-0.020809367	-0.1141890779	-0.0949248231	-0.0972630937	-0.1476000031	0.0710814077	-0.1080194713	0.0054284561	-0.0444952633	-0.0876485401	-0.0893431725	0.0786061952	-0.2091664043	0.136644483	0.0079943905	-0.005454433	0.0261875021	0.0068573084	0.0600633296	-0.0073489805	0.1108444689	0.1028104667	0.0376661193	0.0734079233	0.0904987244	-0.1213701694	0.0255922546	0.004627197	0.0817924176	0.086321472	0.0453311038	-0.0016360225	-0.1048250599	-0.0024167759	-0.1649681167	0.0348737378	-0.1292601193	0.0107598699	0.2100752347	0.1469881329	0.1153118061	0.1148374968	0.1140484259	0.0	0.0	0.28827	-0.0321139999999999	0.0010313089959999	0.0830995929	-0.119099	0.001911	3.6519210000000378e-06	0.0141845718009999	0.247236	0.2426358	0.05887213144164	0.061125639696	-0.000874871	0.004136179	1.7107976720041e-05	7.653992666410001e-07	-0.000401778	-0.000263093	6.9217926649e-08	1.6142556128399998e-07	0.00455525	0.00017085	2.9189722500000057e-08	2.0750302562500004e-05	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
797.4192362118526	1.6332624336316712	2.6675461771124493	635877.4382806944	931.6148017877712	4.3733580208249805	19.12626037831419	867906.1389100682	789.933091063963	1.3869472662194084	1.9236227192734907	623994.2883578674	813.7628144839614	634.2788166587358	1.205499	31.514767	0.30462755	0.158307	-0.1141709572	-0.064169691	0.1060462584	-0.1203008482	-0.0237899552	-0.0763554255	0.0530337993	-0.0059282355	-0.1389973554	0.1294769884	-0.040429726	-0.0623089727	-0.0618642428	0.0191493711	-0.0765976271	0.0914663769	0.0163507798	0.0705558953	-0.1165719389	-0.0196204889	0.1297929438	0.0844149109	0.1222767576	-0.1645585529	-0.1038717465	-0.0359101918	-0.0348351681	0.062509916	0.0818791908	0.0633828316	0.0286037161	0.0532875447	-0.0774494775	-0.0244911316	0.1399739436	-0.0181785773	0.0187111025	0.051235673	-0.0211649537	0.0609226405	-0.1028329062	0.0185240804	-0.006172752	0.0339535257	-0.0331701027	-0.1586792848	-0.0613048748	-0.0207418563	0.0649043522	0.080200969	-0.094253108	0.0693108547	0.010349306	-0.0613959907	-0.0168741642	0.0216953084	0.1506629146	-0.0071735279	0.0294451819	0.0256369073	0.0992073944	0.0684983263	0.105241791	0.0216368133	0.1211096413	0.0614175446	-0.0528163794	0.0187254945	0.1151599564	0.1142313295	0.112689161	0.0	0.0	0.267141	-0.021129	0.000446434641	0.071364313881	-0.138515	-0.019416	0.000376981056	0.019186405225	0.363518	0.116282	0.0135215035239999	0.132145336324	-0.00150726	-0.000632389	3.9991584732100004e-07	2.2718327076e-06	-0.00172592	-0.001324142	1.753352036164e-06	2.9787998464e-06	0.00555473	0.0009994799999999	9.989602703999992e-07	3.08550253729e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
795.1743704033103	-2.244865808542386	5.03942249836266	632302.2793463009	926.2941054560775	-5.320696331693625	28.309809454098	858020.7698026749	788.1595323653271	-1.7735586986359522	3.1455104575072523	621195.448458331	810.6070496446782	622.8884444864934	1.093668	28.591236	0.204914	0.0961472	0.0517056851	0.0195933495	0.0853431037	-0.0283923884	-0.0051575444	-0.0746758708	-0.0171126489	0.0251184566	-0.0475862616	-0.0640368688	-0.0456803918	-0.0126843431	-0.0897094244	-0.0212259594	0.0864834214	0.0708550148	-0.0188643662	0.0221910646	-0.0381384538	-0.0431045474	-0.1089878415	-0.1032663565	0.1873377047	0.080146954	0.0939834102	0.0097549843	-0.0523592202	0.0137083774	-0.0239211699	0.0066179925	-0.0760230574	-0.1169354354	-0.1103355734	0.0797931389	0.0561201973	0.1697282038	-0.1873556503	-0.1161355254	-0.0196363967	-0.1484564619	-0.0066228007	-0.0601390958	-0.0499374067	-0.0393666311	-0.0573926239	-0.0257850195	0.053222336	0.0429953049	-0.0354854486	0.0227244115	-0.0693343421	-0.168896725	0.0776107184	-0.1495511276	-0.0314901534	-0.0526839089	-0.1115815967	0.1085904837	-0.0409668661	0.0639599496	0.0544126461	0.0403486003	-0.1018305321	-0.0184896535	-0.0065848481	0.0512202658	-0.0544067214	0.0230223251	0.1149575937	0.1134247617	0.1108851636	0.0	0.0	0.298277	0.0311359999999999	0.0009694504959999	0.088969168729	-0.1006	0.037915	0.001437547225	0.0101203599999999	0.30176	-0.061758	0.003814050564	0.0910590975999999	-0.00106603	0.00044123	1.946839129000001e-07	1.1364199608999998e-06	-0.00209046	-0.00036454	1.3288941160000018e-07	4.3700230116e-06	0.00623106	0.00067633	4.574222689000002e-07	3.88261087236e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
795.985456965813	0.8110865625027373	0.6578614118725067	633592.8477010741	925.9448863831348	-0.3492190729427875	0.1219539609070199	857373.9326190763	789.089609550933	0.93007718560591	0.8650435711846104	622662.4119012438	811.5825008185142	614.6820468911419	0.906703	23.703503	0.0828226999999999	0.0402168	0.0536545567	0.0078301602	0.0142882925	0.0483142304	-0.0067601368	-0.1563013734	0.0085855361	0.0098448027	-0.0641229699	-0.088779375	-0.0608264087	-0.0410653851	-0.0363284175	-0.003858813	0.0517433529	-0.0241856158	0.0211941772	0.0517953988	0.07771458	-0.0250236343	0.0062566037	-0.0094456329	-0.0231220907	-0.0438056453	-0.0958309644	-0.068155917	0.0105842732	-0.0173565633	0.02208272	0.0592319441	-0.041827741	0.0494797682	0.1033292524	0.0167058785	0.0347842518	0.0243889292	0.24230334	-0.1286016235	0.0970839789	-0.0858604356	-0.1133939589	0.0855290849	0.0010704237	-0.0086979069	-0.049741944	0.0262672012	-0.0008105801	0.0170942646	-0.0334735463	0.0083400607	-0.042684724	0.0295352719	-0.0147828273	0.0017592419	-0.0336562956	0.0171593986	0.0854747179	-0.0291002278	-0.0717049655	0.0740038409	-0.0900641692	-0.01044014	0.0612618672	-0.0386381294	0.0503929462	-0.0556869725	-0.069851912	0.1580433262	0.1147048067	0.1124192083	0.108643553	0.0	0.0	0.3158	0.017523	0.000307055529	0.09972964	-0.0847563	0.0158436999999999	0.0002510228296899	0.00718363038969	0.300401	-0.0013589999999999	1.8468809999999976e-06	0.0902407608009999	-0.00133823	-0.0002722	7.409284e-08	1.7908595329e-06	-0.00151805	0.00057241	3.276532081000002e-07	2.3044758025e-06	0.00611373	-0.0001173299999999	1.3766328899999928e-08	3.73776945129e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
793.7750478666405	-2.210409099172466	4.885908385704433	630078.8266156875	926.1297402861528	0.1848539030180518	0.0341709654610073	857716.2958424969	787.188376534606	-1.9012330163269555	3.6146869823716927	619665.5401511887	810.2677133724038	609.2411243463638	0.834345	21.811874	0.0711721999999999	0.0353578	0.1069827283	0.0336091521	0.0173193402	0.0370839784	-0.0385090967	-0.1758292573	-0.0079848558	0.0156098491	-0.0283384711	-0.0881061239	0.015328399	-0.0200209635	-0.1398314992	-0.0659539877	0.0479749481	-0.0459398885	-0.0653941258	0.0414959374	0.0177429818	-0.0298883558	-0.0225535429	-0.0906248712	0.2166986177	0.0294006198	-0.0043726265	-0.0136290496	-0.014024878	0.0463956447	0.0358214098	0.0386390413	0.0050645225	-0.0901805058	-0.0111485674	-0.0690747103	0.0794627691	0.0414393083	0.0468053531	-0.0129632272	0.070742271	0.054660296	0.1298109491	0.1250891177	-0.1628512004	-0.0683510761	-0.0499328102	0.0369818692	0.0353211671	-0.0274256533	-0.0218168755	0.0221084768	-0.1032897967	-0.1333705337	0.0169369673	-0.0466462811	-0.0201246522	0.0342183685	0.04601188	0.0805623246	-0.0280515575	0.0864299236	0.0993676815	0.0723336969	-0.0430061027	0.0671398116	-0.0155729117	-0.0560458788	-0.0827528949	0.0308424529	0.1144017065	0.1112164334	0.105973176	0.0	0.0	0.322769	0.0069689999999999	4.856696099999927e-05	0.1041798273609999	-0.11426	-0.0295036999999999	0.0008704683136899	0.0130553476	0.290577	-0.009824	9.6510976e-05	0.0844349929289999	-0.00128951	4.8719999999999927e-05	2.373638399999993e-09	1.6628360401e-06	-0.00172578	-0.0002077299999999	4.315175289999997e-08	2.9783166083999995e-06	0.00635479	0.0002410599999999	5.8109923599999786e-08	4.03833559441e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
798.0271883231836	4.2521404565430885	18.080698462170464	636847.393303006	927.043537782106	0.9137974959531904	0.8350258636103208	859409.720943563	788.1218533322215	0.9334767976154126	0.871378931686326	621136.0556998156	810.8704570825486	607.4397158136998	0.916834	23.96833	0.1675905000000001	0.0913268	0.1153489802	0.0138883153	0.0448556711	0.0414902909	0.0139832832	-0.1382849551	0.0387131237	0.0010005804	-0.0260297041	-0.1053743268	-0.0494162717	-0.0076431555	0.0478224066	-0.030786968	0.0075948107	0.0435750584	-0.0415552372	-0.0794748691	0.0986680467	-0.0295445467	-0.0463075822	-0.0045337981	-0.1433756101	-0.0095193084	0.1398713293	-0.0682389193	0.131620977	0.0314148577	-0.173314481	0.1310520207	0.0503057365	-0.0968867445	-0.0309959798	0.0591681165	0.1167089368	-0.0632521053	0.0235302458	0.0913007339	0.0335563905	-0.0376268645	-0.004311012	0.0680636528	0.1022217604	-0.0143443297	-0.0538010587	-0.0131384909	-0.0101386108	0.0339058001	-0.0922617638	-0.0396382614	0.0365379702	0.0648293375	-0.1255135926	0.0421607132	-0.015429051	0.0583472281	-0.041491894	0.0870699541	-0.1085831861	0.0070303151	-0.1292580416	0.0745557365	-0.0662063057	-0.1758139905	0.0908357319	0.2012922209	0.0043724042	0.1482194866	0.1140484259	0.1098185471	0.1028845713	0.0	0.0	0.349702	0.026933	0.000725386489	0.122291488804	-0.112101	0.0021589999999999	4.661280999999975e-06	0.012566634201	0.347461	0.056884	0.003235789456	0.120729146521	-0.00197149	-0.0006819799999999	4.650967203999997e-07	3.886772820099999e-06	-0.00188604	-0.00016026	2.5683267600000058e-08	3.5571468816000004e-06	0.00714484	0.00079005	6.241790025000007e-07	5.10487386256e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
