global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01
793.2096848774568	n/a	629181.6041833942	n/a	846.784626015511	n/a	n/a	717044.2028562288	749.7553630820393	n/a	562133.1044702805	n/a	754.4674599089395	607.5723623284791	n/a	n/a	n/a	n/a	-0.1024468646	-0.0444595702	0.047997792	-0.0219151119	0.0966127592	-0.0297115021	0.1262322718	-0.1358198382	0.0007086954	-0.0097306684	0.0364324937	-0.0081422962	0.0449064297	-0.0128577234	0.0008567076	-0.0228425695	0.0122204967	-0.1649786038	0.0128731322	-0.0551236728	0.0066680759	-0.0756282136	-0.0047820286	0.0456874635	-0.0329076725	0.1396873168	-0.0673457317	0.1165751185	-0.09418349	0.0154178728	-0.0393972519	0.0852739668	-0.0012394455	0.0924876894	-0.0655896138	0.0747811479	-0.0276791627	0.0548093342	-0.0397469436	0.1329416154	0.0658717693	-0.044309459	0.0980491652	0.0445946214	-0.0140693865	-0.0231451818	0.1221152981	0.0026782136	0.0205326838	-0.1063137028	-0.0334234702	0.0062170463	0.0821890298	-0.039840879	-0.0034256507	-0.0650821615	-0.0027101233	0.0711999415	-0.1089176561	-0.0222249365	-0.0190502403	0.0480948712	0.0112468289	-0.0183844839	0.1598941233	-0.0160006301	0.0627843241	-0.033945392	0.061813277	-0.0778105318	0.0891277055	-0.0226796009	0.0561413031	-0.0178525063	0.0577409324	-0.0012667505	0.0946102014	-0.0206857137	0.0635429031	-0.0446969651	0.0235882621	-0.075490634	0.0063495008	-0.0495134752	0.1257784564	-0.0366878196	0.0470769352	-0.0290601434	-0.1077854477	0.0473126124	-0.0463611476	0.0737260261	-0.0032872213	-0.0154972301	-0.0816701782	0.0615754798	-0.0274586874	-0.0006279884	-0.0958930953	0.1295413613	0.1494070994	-0.1081162633	-0.0446162517	0.0711720629	0.0155756537	0.0227897928	-0.0028234112	-0.045340159	0.1147017419	0.1146833673	0.1146527451	-0.0585416	n/a	0.00342711893056	n/a	-0.0323245	n/a	n/a	0.00104487330025	-0.0841178999999999	n/a	n/a	0.0070758211004099	0.000412268	n/a	1.6996490382399997e-07	n/a	9.37356e-05	n/a	n/a	8.78636270736e-09	-0.000553943	n/a	3.06852847249e-07	n/a	0.0	0.0
790.7236238132461	-2.4860610642106167	625243.849256352	6.180499614984024	841.9068341409554	-4.877791874555555	23.7928535714802	708807.1173732462	749.8817380437457	0.1263749617064604	562322.6210515088	0.0159706309463093	754.7525588421346	609.6885425659343	1.09679	20.125898	0.0792914432999999	0.0416527	-0.0783251107	-0.1479377709	0.0275764248	0.0094012259	0.0865060181	0.0542856771	0.1533963032	0.0726223826	0.1071817111	-0.1604487419	-0.0124086405	-0.1064744532	0.0248314498	-0.0201113438	-0.0331003285	0.0617606776	0.0357422482	-0.1494965303	-0.0290976426	-0.0335566284	-0.0508636959	-0.0153361106	0.0336500697	0.1146804495	0.2138433615	0.0956308635	-0.1058929297	0.0214462736	-0.0313475131	-0.1993452239	0.0210690121	0.0308350408	-0.1145463424	-0.098612528	-0.0563475188	0.0286838853	-0.0819457148	-0.0097761846	-0.0580594477	0.160054903	0.1424871856	0.0209118535	0.0129846948	-0.2169277606	-0.0625427044	-0.0954317821	0.0663866469	0.0389316344	0.0618426467	0.282672576	0.035342494	0.0339123369	-0.1503401653	-0.0325032656	-0.0283917475	-0.0424469383	0.0793778803	-0.0269205383	-0.0114066664	0.009744293	-0.0719203031	0.0797177571	0.0772413012	-0.0478452455	0.0652737893	0.1462209141	-0.0890918769	0.0138239294	-0.0361264321	-0.082339036	0.2023567717	-0.1093332005	0.0080389159	0.0368710179	-0.0091677273	-0.0912499785	0.0054161797	0.0248228699	-0.0847567934	-0.2848140632	0.1112061105	0.0262971096	0.120529722	0.0015022017	0.0517691549	-0.1134459447	-0.0074919384	0.0104217518	-0.1289956216	0.1027621878	0.0460446791	0.0222979209	-0.1370356924	0.0113470463	-0.040855538	0.0651463026	0.0024665077	-0.083762444	0.0383229189	-0.1797189283	-0.0741249142	0.0132930356	0.0311088642	-0.0616927811	-0.2264535622	-0.0665957526	0.0499961063	-0.0534191141	0.1146527451	0.1144874327	0.1142120884	-0.0585524	-1.0799999999998313e-05	0.00342838354576	1.1663999999996352e-10	-6.01867e-05	0.0322643133	0.0010409859127205	3.62243885689e-09	-0.0673432	0.0167746999999998	0.0002813905600899	0.00453510658624	0.0	-0.000412268	0.0	1.6996490382399997e-07	-0.0	-9.37356e-05	8.78636270736e-09	0.0	-0.000652772	-9.882900000000004e-05	4.26111283984e-07	9.767171241000008e-09	0.0	0.0
788.4400843791725	-2.2835394340736457	621637.7666558366	5.214552346969386	837.4462953700877	-4.460538770867743	19.896406126414316	701316.2976290841	748.5768095539926	-1.304928489753138	560367.2398020345	1.7028383633694053	753.0760179659869	600.3015146688439	1.12423	20.629402	0.0632055487	0.0461172	0.0020062	-0.1151423881	0.0480500724	0.0092222944	-0.1179578862	0.1256505162	-0.0224529304	0.0534823536	-0.1406955502	-0.0173830228	0.0578904986	-0.1504831659	-0.0989762168	-0.0324752355	0.0189619104	0.1083024719	0.0742700036	-0.0425078103	0.061299685	0.0626718839	-0.0620454297	-0.0124898737	0.1553863059	0.0482060896	-0.07462547	0.0450876329	0.0200061745	-0.0180100445	0.0326865579	-0.0183308093	-0.0191601599	-0.0886114103	-0.0192404527	0.1375768192	-0.1173467991	-0.1262427792	-0.0658917337	-0.1921566654	0.0523244734	-0.0044554224	-0.067066967	0.035801418	0.0736358031	-0.1896867701	0.1294027187	-0.0553936722	-0.0055369874	-0.0663860021	-0.0139217974	0.1180489024	-0.0543771076	0.1743553939	-0.0401231637	0.0783723748	-0.0157996398	0.0888007558	-0.0325584983	0.0177373943	-0.0329037815	0.0347338842	0.0765869387	0.0301014826	0.04010157	-0.1108573763	0.0368432898	0.0328779147	-0.0983616962	0.130726035	-0.069123388	-0.0364351902	-0.0496137442	-0.1090107926	0.0194700548	0.0564497329	-0.0889033808	0.0370931538	0.0873700112	-0.1465422545	-0.0552416288	0.0052386041	-0.0538867255	-0.1725737434	0.0118889966	0.0353017072	-0.0767944791	0.1628640591	0.0697600035	-0.1601419478	-0.0758992228	0.0768858275	0.1212393656	0.0546080789	-0.1329035347	-0.0777640601	0.04954115	-0.0345939807	0.0156931298	0.0881921111	0.0901916391	-0.1325645541	-0.069535055	0.0149206517	-0.0057243718	0.0981786605	0.0085061932	-0.1267658085	0.0264991474	0.0382687611	0.1145547726	0.1140958982	0.1133324686	-0.05855	2.3999999999996247e-06	0.0034281025	5.759999999998198e-12	-2.3088e-05	3.70987e-05	1.37631354169e-09	5.33055744e-10	-0.0400437	0.0272995	0.00074526270025	0.00160349790969	-0.000618502	-0.000618502	3.825447240040001e-07	3.825447240040001e-07	6.00587e-23	6.00587e-23	3.607047445690001e-45	3.607047445690001e-45	-0.000553943	9.882900000000004e-05	3.06852847249e-07	9.767171241000008e-09	0.0	0.0
789.5231731018627	1.0830887226901496	623346.8408648338	1.1730811812185795	835.4652926632418	-1.9810027068458569	3.9243717245306113	698002.2552448763	748.7031845156991	0.1263749617065741	560556.458503949	0.015970630946338	752.9971200296748	575.2284452291648	1.190909	21.852951	0.098956962	0.0476605	0.0384960908	0.0020288088	-0.0749477141	0.0474893388	0.0561430539	0.1136062047	-0.0187508912	-0.0718767246	0.0856401698	0.0898624655	-0.0204966039	-0.1724006187	0.0281264322	0.0348103184	0.0518867195	0.0405275392	0.0118671639	-0.0973833472	-0.0109251217	0.0378138477	-0.1728438055	-0.022682267	-0.047663986	0.0275234125	-0.0042175063	0.0565501384	0.0694392746	-0.0543195875	-0.0300361649	0.0261985942	0.0851993897	-0.0264887003	-0.2269617795	0.0188620783	-0.0920672157	-0.0512816125	0.0171347091	-0.0263128913	0.0186761474	-0.0610305459	-0.0625052341	-0.0875228495	-0.0988881887	0.0707751239	-0.0710237547	0.119073627	0.0316977414	-0.039281098	-0.0453781253	0.0055507889	-0.1265086686	0.0661168537	0.0598853755	-0.0829039972	0.0079980062	-0.1683894485	0.0856475086	0.0031325026	0.136021977	0.1114644824	0.0797035299	0.0287687362	-0.0108687743	-0.112302244	0.0711736044	-0.1239505463	0.0263283072	-0.0464086565	0.0009335091	-0.0738577933	0.1092018931	-0.0735550965	-0.0425751203	0.2075635735	0.0149877717	0.0277050828	-0.0087064566	-0.0534377973	-0.032631654	-0.0444487044	0.0156080944	-0.1079408969	-0.0054108975	0.0474019002	-0.1082870664	0.045855068	0.0005778821	0.0326739662	0.0233219443	-0.0107464419	0.2597197981	-0.058873895	0.0506166869	-0.0033261092	-0.1014401156	0.0505621832	-0.0018144044	0.0342851276	-0.0514981235	0.0955882766	-0.0616242126	0.0656174685	-0.1063999805	-0.0384802377	0.034172779	0.1449296969	-0.027067146	-0.0610218874	0.1144078661	0.1135094328	0.1120172664	-0.0795639999999999	-0.0210139999999999	0.0063304300959999	0.0004415881959999	-0.019622	-0.019598912	0.0003841173515837	0.000385022884	-0.0648893	-0.0248455999999999	0.0006173038393599	0.00421062125449	-0.000282034	0.000336468	7.954317715600002e-08	1.1321071502400004e-07	4.81084e-23	-1.1950300000000005e-23	1.4280967009000008e-46	2.31441815056e-45	-0.000887444	-0.000333501	7.875568531360001e-07	1.1122291700100005e-07	0.0	0.0
790.8587789300685	1.3356058282058711	625457.608210759	1.783842928337491	846.1963479725742	10.73105530933242	115.1555480519515	716048.259322122	748.3523286176666	-0.3508558980325915	560031.207747484	0.1230998611842562	753.9161730628089	591.9202094446963	1.123093	20.608543	0.05527635	0.0320861	-0.00526207	-0.0331047076	-0.1089746236	0.0405111611	0.0389064941	0.0666260125	0.1259237104	0.0082853717	0.0666451793	-0.0456962219	-0.0401141452	0.0493569627	0.1592738168	0.0294027845	0.0656362378	0.0382582731	-0.077658659	-0.1186070349	-0.0791964493	0.0853921977	-0.0979365499	-0.0937004295	-0.074391106	0.0857549599	-0.0070928045	0.0887877157	0.0502291926	-0.1530108669	-0.0913461072	-0.0503471753	-0.0694581544	0.0172851709	0.1304031499	-0.0705306891	0.1043587227	-0.1019674935	0.0401401044	-0.0946663655	0.0131641502	-0.0167635435	-0.0929035657	-0.1046223058	0.120679186	-0.0282976709	0.1003179817	-0.0050220188	0.1095773605	0.0901977712	-0.036704477	-0.0405286706	0.172610716	-0.0196723442	0.0886784526	0.2802372965	0.0047297495	-0.1272694594	0.0036531298	0.0019353653	0.0310207646	-0.0013992555	0.0311015252	0.1458015883	0.0020979381	-0.0820931191	-0.0577247114	0.0791586632	0.0680036145	-0.1547392577	-0.0599033115	-0.0160460025	0.0922734249	-0.115720643	0.1411170217	0.142936522	0.0429375985	0.0226452825	0.1741993057	-0.055629305	-0.066077516	0.0394294881	0.0413580624	0.0662935737	-0.0029785578	0.0550181415	-0.0256826781	0.0003220066	-0.0244403157	-0.0122810006	0.130348147	-0.069283772	-0.2033875107	0.039946365	-0.1470992162	0.0268235573	-0.0891930427	-0.1376945439	-0.131342926	0.0929938435	0.1162368322	0.0402908649	-0.0872273351	-0.1348729564	-0.1739557873	-0.0540073273	0.0684811759	0.0471228642	-0.0164625499	-0.0752832832	0.1142120884	0.1127290384	0.1102715368	-0.0764820999999999	0.0030818999999999	0.0058495116204099	9.498107609999992e-06	-0.0305915	-0.0109695	0.00012032993025	0.00093583987225	-0.0944474	-0.0295581	0.00087368127561	0.00892031136676	-0.000442138	-0.000160104	1.9548601104400002e-07	2.5633290816e-08	-0.0	-4.81084e-23	2.31441815056e-45	0.0	-0.000960677	-7.323299999999991e-05	9.22900298329e-07	5.363072288999987e-09	0.0	0.0
789.4937796800646	-1.3649992500039616	623300.4281535143	1.8632229525113777	840.1773769983095	-6.018970974264789	36.228011589042026	705898.0248197594	748.5945034220235	0.2421748043569778	560393.730553666	0.0586486358653404	753.6281746546167	596.6576676463751	1.118141	20.517677	0.1181729414999999	0.0643319	0.0046218016	-0.0637046933	-0.0466085382	-0.0219565929	-0.1693009974	0.0485214989	0.0484266747	0.1756451231	-0.1126125091	0.0677383905	-0.0586141295	0.0263659659	-0.0126810203	0.0056158084	0.0669125745	-0.0010850035	-0.0392329302	0.0201097716	-0.0465759193	0.0711632863	-0.1876601832	-0.0139091684	0.0504358131	0.0744772109	-0.076988143	0.0443164541	0.0687083618	-0.0319522457	-0.1050219853	0.0238112199	0.0580238988	0.0072534324	0.1347196357	0.0719968086	-0.0712970547	0.0595238544	0.0008278894	0.1205076246	0.1388172345	-0.0683195792	-0.022849823	0.006114114	0.1185390642	0.0066292385	0.0307448799	-0.0034884396	-0.1454929115	0.0010887646	0.0813268544	0.0535674356	-0.2008658799	-0.1364329891	-0.0389428154	0.0324017213	0.0167647326	0.0465089578	0.0368787938	-0.2178805123	0.0144501987	0.0219595851	0.0520978927	0.0757860061	-0.015651303	-0.0275601915	-0.1280342999	0.0407525191	0.0170729534	-0.0168369644	-0.1844640353	-0.0423256058	-0.0019117136	-0.0014684979	0.0100753173	0.1009918366	0.0740416544	0.0732502326	0.0578845164	-0.0633339921	-0.0455025432	0.1456305394	0.0155742208	-0.0846481371	0.0172501058	-0.0882849971	0.0080372003	0.1127079012	0.0248688544	-0.0237044184	-0.0636375786	0.0216609609	-0.0393106049	-0.0706181401	-0.010824764	0.0162002459	0.0457467884	0.0996160813	0.1294003026	-0.0834378305	0.0760330176	0.0006569166	0.0734824887	0.1074710948	0.0004804697	0.1863186729	-0.0036367871	0.0827059883	-0.1557922677	-0.1020076781	0.1139675232	0.1117560484	0.1081019891	-0.0764691	1.299999999990198e-05	0.00584752325481	1.6899999999745144e-10	0.0137988	0.0443903	0.00197049873409	0.00019040688144	-0.0627346	0.0317128	0.00100570168384	0.00393563003716	-7.73417e-06	0.00043440383	5.981738558889998e-11	1.8870668751866893e-07	-0.0	0.0	0.0	0.0	-0.000553944	0.0004067329999999	3.06853955136e-07	1.6543173328899997e-07	0.0	0.0
789.3147422087117	-0.179037471352899	623017.7622680049	0.0320544161484401	841.5678227766066	1.390445778297135	1.9333394623843247	708236.400332958	748.5948238801768	0.0003204581532827	560394.210340193	1.026934280053862e-07	753.240079926244	584.8948749972192	1.132538	20.78186	0.0720833515	0.040736	0.0319106999	0.0361948362	0.0210854598	-0.060870975	-0.0948968294	-0.0515663841	-0.0422473602	0.0448764223	0.0778169103	0.1787645511	-0.0424821724	-0.1614580186	-0.01347155	-0.0705486811	0.0931883355	-0.0599671195	-0.0371580939	0.057316883	0.0579137204	0.0393965751	-0.0585216658	0.0068189896	-0.1606906832	0.0397433883	0.0636797688	0.0135127187	-0.0887120812	0.1306085907	-0.0160401114	0.0719319874	-0.000819287	-0.0350898974	-0.1125987054	0.0628815298	0.0843302715	-0.0842208369	-0.0005184559	0.0279857753	0.1159090842	0.0076386295	0.0342652035	0.0371908224	-0.2087411039	0.1086152137	-0.0907975294	-0.1760936645	0.0921226876	-0.0546536126	-0.0497443131	0.0739110309	0.0549694179	0.0709858887	0.0374483463	0.0475235163	-0.0733814375	-0.1342921119	-0.0034277838	0.0175133772	0.0166120473	0.0107518725	-0.1391720581	0.0093125656	-0.1020064219	0.0002120512	-0.0071446911	-0.1579014659	0.0597052867	0.0278151569	-0.0612222303	-0.0457296127	0.1590426881	0.0451564286	-0.0731465196	0.0256289643	-0.040994059	-0.1692888945	0.0823698747	0.0312819024	0.1238836944	-0.008844522	-0.1113735484	0.0446803321	-0.0153989299	0.0248345237	-0.0686147993	-0.0158236598	-0.0469566655	0.0236322961	0.0523015764	0.0032288462	0.1262827058	-0.0974986155	0.0453542265	0.1474117559	-0.0215840094	0.0761333484	0.0846974204	0.0825730766	0.0284658922	-0.1167027125	-0.066313536	0.0313357737	-0.0923645596	-0.169746676	-0.1553103558	0.0787080415	0.0878655326	-0.0355756003	0.1136742748	0.110592125	0.105516962	-0.0637234	0.0127456999999999	0.00406067170756	0.0001624528684899	-0.00361351	-0.01741231	0.0003031885395361	1.30574545201e-05	-0.0400729	0.0226617	0.00051355264689	0.00160583731441	-0.000393007	-0.00038527283	1.5445450204900004e-07	1.4843515353620893e-07	-0.0	0.0	0.0	0.0	-0.000553944	0.0	3.06853955136e-07	0.0	0.0	0.0
790.0555079251325	0.7407657164208103	624187.705602839	0.5487338466244364	835.3094602947383	-6.258362481868289	39.167100954456615	697741.8944578869	748.8973592666783	0.3025353865015177	560847.2547166042	0.0915276600856226	753.1972160208691	576.4105325792457	1.173684	21.536879	0.04723424	0.0262669	0.0164885514	0.0747416246	0.1056808149	0.0372842503	0.1109290951	-0.0572726453	-0.0620696816	-0.0973759274	0.0481679536	-0.0736802086	0.0703584256	-0.0003979105	0.0502548746	0.0101613842	0.0658241008	-0.0328870005	-0.0366115403	-0.1558343376	-0.0594220616	-0.0118384064	0.0369098607	0.001014004	-0.0095736114	-0.0266384055	-0.2199430763	0.0193552074	-0.0045937482	0.0701755917	-0.0287595378	0.0341025543	-0.0922437674	-0.067852232	0.0144791924	0.0684881015	0.0215851977	0.0813908603	-0.0170880041	-0.0464079523	0.0153874835	-0.0182014081	-0.2486726048	-0.0083057891	-0.036081153	0.0149570869	0.0098596265	-0.001656926	0.0477863434	-0.1013392115	0.103595873	-0.0627478236	-0.1007234687	-0.0751156329	0.0174812011	-0.0173003692	-0.0216612056	0.1398478224	-0.1465056532	-0.0247008875	0.0713616541	-0.0326545149	-0.0682850517	-0.1463168819	-0.0906273396	0.002990335	0.0720471605	0.0766720735	0.042763059	-0.0871782808	0.0865394093	-0.0334260336	-0.0514642106	-0.0783116346	-0.058317217	-0.0690383419	0.101083903	0.0733347298	0.1147315709	-0.0532755392	0.0424707509	0.0783479223	-0.1185808277	0.0140198057	-0.1176835174	-0.0755609334	-0.0581109641	0.0204539051	-0.0258011509	-0.0727954912	-0.0179072867	-0.0623528317	0.0590100285	0.069358227	-0.1094026237	-0.0211864427	-0.0307583042	-0.0217811759	0.0062347524	0.1646060743	-0.0858764013	0.0719315115	0.2052481296	0.0607794908	0.1471683137	-0.1340308885	0.0971726728	-0.0137645784	-0.0751479808	0.1246092091	0.1133324686	0.1092392569	0.1025263906	-0.0582658	0.0054576	0.00339490344964	2.978539776e-05	-0.0155901	-0.01197659	0.0001434387080281	0.00024305121801	-0.0356265	0.0044464	1.9770472960000027e-05	0.0012692475022499	-0.000743526	-0.000350519	5.52830912676e-07	1.22863569361e-07	4.30851e-23	4.30851e-23	1.8563258420099998e-45	1.8563258420099998e-45	-0.00039739	0.000156554	1.579188121e-07	2.4509154916e-08	0.0	0.0
790.8154741726687	0.7599662475362265	625389.1141909428	0.5775486973942932	841.6447622955961	6.335302000857837	40.13605144207331	708365.9058996105	749.5687419875286	0.6713827208502607	561853.2989647662	0.4507547578562991	754.4848084343394	597.9157922665513	1.066007	19.561035	0.08766525	0.0554035	-0.0144587233	-0.00344651	0.1427219153	-0.0088968144	0.0427108083	-0.03925031	-0.0016874441	0.1071795071	-0.0385881696	-0.1153797281	-0.0087352943	-0.0176525635	-0.1065342477	-0.0951533235	0.0495655776	-0.082704642	0.0228828552	-0.1237578277	-0.0100222927	0.0096143473	-0.0344682872	0.0077791388	0.0140968887	-0.0890656199	-0.027567149	0.0596694061	0.0590793958	-0.0686045234	-0.0462648004	0.0901264933	0.0320883583	0.0940599171	-0.0195411252	-0.0788335872	0.0597565365	-0.0820366475	-0.0681689426	0.1155401043	0.0612669075	0.0173228705	0.0322473965	0.0281867527	0.0293077898	-0.0378154411	0.0013374477	-0.0775459416	-0.0041933383	0.0416567698	-0.0092161708	0.0422930752	0.1219454135	0.0056754799	0.0032191934	0.0302174306	-0.0120529905	0.1116996633	-0.1429046235	-0.0473149011	-0.0170155484	0.1036708385	-0.0266442171	-0.0985672345	-0.0579368509	0.0396971951	0.01538806	0.117450881	-0.0780979725	0.0080556161	-0.0891212024	-0.1157351879	-0.0494742706	0.0242201014	0.0070949529	-0.0216953966	0.1229508913	-0.0811535066	0.1175115074	0.122466567	-0.0476491964	0.0761121082	-0.0956260916	0.0166602104	-0.0087125114	-0.0679219028	-0.0768378037	-0.1271768693	0.0288710073	-0.0272655591	0.0342324832	-0.0209639781	-0.0606561582	-0.0493725725	-0.0030238938	0.0741503926	0.037401702	0.0491907675	-0.0146831493	-0.0435772601	-0.0878169713	0.0396557908	-0.0216368865	0.0326729198	0.0658450457	-0.0386348427	0.0299960035	-0.11046569	0.0199038419	0.1522737371	0.1129422506	0.1076997553	0.099141769	-0.0409004	0.0173653999999999	0.00167284272016	0.0003015571171599	0.0317994	0.0473895	0.00224576471025	0.0010112018403599	-0.0398176	-0.0041911	1.7565319210000025e-05	0.00158544126976	-0.000506941	0.0002365849999999	2.56989177481e-07	5.5972462225e-08	-0.0	-4.30851e-23	1.8563258420099998e-45	0.0	-0.00025959	0.0001378	6.738696810000003e-08	1.898884e-08	0.0	0.0
790.1768359937114	-0.6386381789573079	624379.4321410327	0.4078587236219064	837.8301248181355	-3.8146374774606784	14.551459084447568	701959.3180527724	749.5187505156273	-0.0499914719013077	561778.3573745071	0.0024991472628592	754.0778510102906	593.68989610228	0.981428	18.009027	0.0320349249999999	0.0163319	-0.00485713	-0.0242738718	0.1363150081	-0.0136143684	-0.0117800639	0.020293271	-0.0685176049	0.0033656697	-0.0205787508	0.0212647918	0.0695628257	-0.1184752934	-0.0189818933	0.0301351621	0.0351167674	0.0161842138	0.0892572583	-0.0670649558	0.0603652302	0.0418566162	-0.0160160213	-0.1035445403	0.0252441636	0.1066084201	0.0016795221	-0.050430278	0.1001148998	-0.1032287637	0.0545913344	0.1560899881	-0.0495680796	0.0266044774	-0.0008572216	0.1187976981	0.1788389803	0.0910470534	-0.0853125968	0.0168618272	-0.0198591297	-0.1680439237	0.0490306325	-0.228784608	-0.0294209209	0.0634910062	-0.0227538143	-0.0420491514	-0.0006847488	0.0850634371	0.0765383315	-0.0119964108	-0.0617017311	-0.0017925551	0.0236165414	-0.0911614582	-0.0190924879	0.0003225841	0.1364570935	0.0234754791	0.0382247766	0.0018359757	0.0113647954	-0.0574120216	-0.0283125226	-0.027676743	0.0416616899	-0.0539143056	-0.0593429567	0.0857181005	-0.0204980129	-0.0386577257	0.0841488095	-0.0330402384	0.0653247954	-0.0097065968	0.0181247509	0.0837143004	0.0262105645	0.0255987428	0.0246163811	0.1599681585	0.0282845597	-0.1288994977	-0.2343695316	0.0839402007	0.10115328	-0.1153294232	0.0231272167	-0.1057339546	0.1121227533	-0.0240776265	0.0130468523	-0.0250408424	0.079413853	-0.1493878341	0.0407084149	0.0467347356	-0.0099001503	-0.0719933563	-0.0843019935	0.0841104206	-0.0120778115	-0.0347732197	0.0328440429	0.0037906267	-0.1132129559	0.0483572646	-0.1203535319	0.0048545603	0.1125037874	0.1059762505	0.0953761056	-0.0417228	-0.0008223999999999	0.0017407920398399	6.763417599999901e-07	0.0264905	-0.0053088999999999	2.8184419209999985e-05	0.00070174659025	-0.02962	0.0101976	0.00010399104576	0.0008773444	-0.000660305	-0.000153364	4.3600269302500003e-07	2.3520516496000005e-08	5.12465e-05	5.12465e-05	2.6262037622499996e-09	2.6262037622499996e-09	-0.00015008	0.00010951	2.25240064e-08	1.1992440100000004e-08	0.0	0.0
