global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	w_comp_cor_49	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
823.9108401303687	n/a	678829.0724843299	n/a	773.8918746021353	n/a	n/a	598908.6335752071	787.767781992122	n/a	n/a	620578.0783447874	778.3937289164539	745.7871708822607	n/a	n/a	n/a	n/a	-0.109138881	-0.0139884679	0.070060901	-0.0722327346	0.2009149739	-0.0386439546	0.0007189189	-0.1002977528	0.0112088227	-0.193000508	0.0440179968	-0.0965536175	0.1259652363	0.0603203323	-0.0592921404	0.0317047657	-0.0785114233	0.2136524923	-0.1142927412	0.0026233883	-0.0251248379	0.1728289532	-0.0011037584	0.0145145892	-0.0711262208	0.1624604526	-0.0620775553	0.1099133052	-0.0501500278	0.0832436807	-0.0461895322	0.0578291308	-0.159526132	0.0627489699	-0.0690061524	0.0481294151	-0.0531411097	0.0333630193	-0.0533279694	0.0548750136	-0.0787834343	0.0665163338	-0.0647126742	0.0397651755	0.0328106376	0.0700143547	-0.0150297458	-0.0618098926	0.0680119741	0.0673128291	-0.049976665	0.0728394487	0.0263272207	-0.0719575843	-0.0464267007	0.0196736548	0.0342226833	-0.1777913946	-0.0057166399	-0.0668528549	0.0225629077	0.0225272606	0.0920296127	-0.0545808169	-0.0871899909	-0.0240009673	0.1111850038	0.0111981368	-0.0043972551	0.107019572	-0.0206641542	0.1676311348	-0.1220300742	0.0870390165	-0.0084906869	0.1162784487	-0.0163515311	0.1182052237	-0.119886925	0.0194547664	-0.0361628604	0.0019115875	-0.1196906089	0.0399981014	-0.0527903432	0.1416934153	-0.1244436285	0.0850441078	-0.0182331402	0.0774392445	-0.0213556357	0.0055400227	0.10869217	-0.0298986245	0.1210496847	-0.0602864127	-0.0666146488	0.0476106372	-0.0612638649	-0.0154492416	-0.0679360795	0.0270803806	0.0054846718	-0.1620987782	0.1418370528	0.020929157	-0.0829011716	-0.0180282641	-0.0203511235	0.0742824495	0.0463145044	-0.0441824081	-0.0284687572	0.0298529122	0.0580656489	0.0506282279	-0.1268500635	-0.002952537	0.1147017419	0.1146833673	0.1146527451	-0.0634175	n/a	n/a	0.00402177930625	0.0931399	n/a	0.0086750409720099	n/a	-0.0554856	n/a	n/a	0.00307865180736	-0.00132943	n/a	1.7673841248999998e-06	n/a	0.00107706	n/a	1.1600582435999998e-06	n/a	-0.00143542	n/a	2.0604305764e-06	n/a
821.2580081051315	-2.652832025237217	674464.7158768082	7.037517754124194	768.3021230329861	-5.589751569149257	31.24532260480658	590288.1522569937	787.2251558905914	-0.5426261015305727	0.2944430860622674	619723.4460669659	777.4648144175087	729.5775079789308	1.166645	23.704176	0.2319297	0.158287	-0.0019243741	0.0356173256	0.0714008069	0.0582012112	0.1352037205	0.0497392074	0.0937924557	-0.0049575983	0.0881814068	-0.0023556794	-0.1340239417	-0.0686694121	0.1137358698	0.1290128087	0.105219485	-0.0425153364	-0.0228136983	0.0663117912	-0.0585631647	-0.2011653302	-0.1169000789	0.1428927308	-0.0795344039	0.0310330414	-0.0550985239	0.1141771558	-0.0909267243	0.0941535267	0.0220022675	-0.0363457039	-0.0324711729	-0.012704684	-0.0833777305	-0.0036799654	0.0231126783	-0.0254777583	-0.040544017	-0.06153839	0.1094861622	0.0588081964	0.0217932209	0.095402736	0.0034812574	-0.0707349169	-0.0056318328	-0.1513697878	0.0891085464	-0.0632295727	0.0104866193	0.1259772348	0.1018696659	-0.113979293	0.0504121739	-0.0786953135	-0.0106990961	-0.073595159	-0.0707716977	-0.046916274	-0.10165616	0.0754496987	0.0572502386	0.0013724802	0.0323726315	-0.1349841155	-0.1084273169	-0.0745689621	-0.0938615251	0.0307001537	0.1146902146	-0.039557033	0.1062191023	0.2797510477	-0.0722311879	0.0446420103	-0.0553846797	0.1077153739	0.0526365628	0.0493755217	0.0202106791	0.0988006085	-0.0245673006	0.1892064179	-0.0261664784	0.0422486944	0.0012888671	0.0457727322	-0.0394370607	0.134767285	0.0818441944	-0.0061639429	0.064433937	0.0575035516	0.0254208409	-0.1197871538	0.118286092	-0.044176932	0.020594899	-0.0381578164	0.0862960115	-0.0196292577	-0.0285047807	-0.0251430945	0.0019076144	0.015461348	0.0256332084	0.0478966596	0.0034813624	0.0161254815	0.0586734887	0.0043659904	-0.0475186349	-0.0586886582	0.1677389284	-0.049371279	0.1314329275	-0.033679842	0.0608851964	-0.0438858688	0.1146527451	0.1144874327	0.1142120884	-0.068114	-0.0046964999999999	2.2057112249999927e-05	0.0046395169959999	-0.0590133	-0.1521532	0.0034825695768899	0.0231505962702399	-0.0474977	0.0079879	6.38065464100001e-05	0.00225603150529	-0.0008671529999999	0.000462277	7.519543254088266e-07	2.137000247290924e-07	0.000378555	-0.0006985049999999	1.4330388802499998e-07	4.879092350249998e-07	-0.00125436	0.00018106	1.5734190096e-06	3.2782723600000014e-08
818.9088955623682	-2.349112542763237	670611.7792311778	5.5183297385675605	763.2727957222631	-5.02932731072292	25.294133198383435	582585.3606896796	787.1558758127154	-0.0692800778759874	0.0047997291905028	619614.372826483	777.427384614887	717.8005773814565	1.102472	22.400311	0.16949741	0.126983	0.0858300465	0.0563741812	-0.0975345252	-0.0262033741	0.098071983	0.0885910387	-0.0188109626	-0.03248541	0.1562118607	0.0668626392	0.0005398973	-0.0178978738	0.0380915797	0.0785807579	0.0953342923	0.1616929676	-0.0780694706	0.2043994766	-0.118918984	-0.0908580475	-0.1895567892	0.1587161992	-0.0252842297	-0.0460013362	-0.1492982112	0.0071241052	-0.1469055848	0.0200503819	-0.102032542	-0.0022542654	-0.116472722	-0.0334885142	0.0851113959	-0.0681638196	0.0789489623	-0.08406487	-0.0111295872	0.051930765	0.049834297	-0.0155869361	0.0997753936	0.0311171129	0.0057834723	0.1036074097	0.0702398291	0.0863430533	-0.0242691705	0.0631078522	-0.0140922698	-0.0136438986	-0.010254419	-0.0799001923	-0.1834949623	0.1495454603	-0.0071362251	-0.0245271256	0.114096513	-0.1041270287	0.1053929258	0.037486042	0.0277126186	0.0782663048	0.0223292529	-0.0694515707	0.0992177546	-0.0172835407	-0.0130185413	0.0856087467	0.0817634623	0.1043317181	0.1373971914	0.2302829165	-0.0276123408	0.0647232858	0.126232952	0.1419474159	-0.0025880208	0.0894777627	0.0368180569	-0.0099088986	-0.1060836337	0.0665002782	0.0392282977	0.0040516834	0.0455746272	-0.0587738976	0.0153609664	-0.0441927617	0.0671934903	-0.0579930054	-0.0630112045	0.1179858157	-0.0559404318	0.1102508203	0.0790736753	-0.0919914343	0.0728893962	0.0279048226	-0.0662008141	-0.0138242587	0.1954917473	-0.0415530577	-0.0671041441	-0.0922904631	-0.0921479898	-0.1149186589	0.0181206006	0.0582059611	-0.0847668194	-0.0465283462	-0.100060476	-0.0689737008	-0.1021756233	0.1001448881	-0.0234730134	0.1241869631	-0.0343460169	0.002309989	0.1145547726	0.1140958982	0.1133324686	-0.068115	-1.000000000001e-06	1.0000000000020005e-12	0.0046396532249999	0.0602794	0.1192927	0.0036336060643599	0.01423074827329	-0.00444484	0.04305286	0.0018535487541795	1.9756602625600004e-05	-0.0008604599999999	6.6929999999999984e-06	7.403914115998279e-07	4.4796248999999977e-11	0.000514879	0.000136324	2.65100384641e-07	1.8584232976e-08	-0.00125436	0.0	1.5734190096e-06	0.0
819.1656419486826	0.2567463863143757	671032.3489491972	0.0659187068854906	761.5286760444793	-1.7441196777838286	3.041953450432766	579925.9244380575	785.6409677252007	-1.5149080875147547	2.2949465136176115	617231.7301681897	775.9792619385864	700.1770468987094	1.268884	25.781496	0.12371914	0.0671744	0.1130539955	-0.1739351027	-0.0455354565	0.0518190592	-0.0125696683	0.0052233769	-0.0908885619	0.1429524502	-0.0257815366	0.0620740044	0.0006163447	-0.0926015817	-0.1203284958	0.1813519979	0.0290391088	0.1493626005	0.1291401381	0.19660018	0.0366297941	-0.0766850227	-0.0688648289	0.1997933217	0.1091749798	-0.0158162881	0.0849805223	-0.1440608965	0.0368332108	0.0154726056	0.0223807497	0.0368749048	0.046404232	0.0196420715	0.0605297853	-0.0780477869	-0.1257098715	-0.0354704398	0.0878914287	0.1079782523	-0.0250026529	-0.0082976594	-0.1261134724	-0.0286741141	0.0037185285	-0.0604164897	0.0985423084	-0.0424613517	0.0192744262	0.1769872912	-0.0661388846	0.0951572157	0.0641056727	0.0881221426	0.0899119369	-0.0535738424	0.043473716	0.1810160186	-0.0131861232	-0.0919218353	-0.0890800425	-0.0031020898	-0.035689022	0.0172260609	0.0292734481	-0.038637763	0.1263587496	0.1500296462	0.1528839013	0.0050832142	-0.0367154147	-0.0376056682	0.0281564631	0.22288194	-0.037596735	0.1121936374	0.1316955669	-0.0928315303	-0.0558883593	-0.1453851767	0.0014144576	0.0028542861	0.0607236861	-0.2189424111	0.0685308043	-0.0110133763	0.0531095449	0.0465640163	0.042404131	-0.1014610942	-0.0314086922	-0.0678219002	-0.0426647017	-0.1306056322	0.0345185074	0.0487559828	-0.0420208095	-0.1312969333	-0.0249979983	-0.1667126897	0.0328821205	0.0095273542	-0.0314349507	0.0031240402	0.1030126147	0.0511891123	0.1204374812	-0.0230389045	0.1106257433	-0.0086279258	-0.0546207201	0.0743095708	-0.0185556246	-0.0080657204	-0.0428984241	-0.0380336929	0.1187929774	-0.1090704196	0.0237360109	0.078133867	0.1144078661	0.1135094328	0.1120172664	-0.0655594	0.0025555999999999	6.531091359999955e-06	0.00429803492836	0.00382562	-0.0564537799999999	1.46353683844e-05	0.0031870292762883	-0.0282741	-0.0238292599999999	0.0005678336321475	0.00079942473081	-0.00122344	-0.00036298	1.4968054335999995e-06	1.3175448040007253e-07	0.000514879	0.0	2.65100384641e-07	0.0	-0.00170899	-0.00045463	2.9206468201000003e-06	2.0668843690000014e-07
819.6096039538219	0.4439620051392694	671759.9028933408	0.1971022620072806	763.5988435623257	2.070167517846357	4.285593551946149	583083.1938897211	782.9197776080179	-2.7211901171828003	7.404875653853343	612963.3781697882	773.361516447675	716.1507898240834	1.190412	24.187094	0.08063841	0.0383365	0.1202113537	0.034247492	0.0847917662	0.0474123298	0.0071096194	-0.0170149414	0.1007031407	0.0799856761	-0.0063821694	0.1402663904	-0.1448150461	-0.0007495517	0.0722848185	0.0489583842	0.178020164	0.0261494432	0.063120117	-0.0020279882	0.2490815923	-0.1450973445	0.0415465637	0.0655523882	-0.0718217548	-0.1609238554	0.0538035359	-0.0374561466	0.0161334898	-0.1476813807	0.1186839835	-0.014739654	0.0197516651	0.0032105246	-0.1373547817	-0.0100651738	0.0311505206	-0.0052377938	-0.0537995466	-0.0995374718	0.1459782035	0.0119459942	0.0317525303	0.0706281207	-0.0721952615	-0.1015144947	-0.0951197994	-0.1153449339	0.0086718903	0.0093065261	-0.0087477538	-0.0031912347	-0.0737241162	-0.0447044458	-0.0348351362	0.0329365563	0.0488773709	0.1450257888	0.0849771385	0.1399909016	0.0701746233	-0.0265412995	-0.0769494864	-0.0142013423	0.1724452132	0.0848647695	0.1432143883	-0.0713075795	0.0955839619	-0.1337806636	0.0877888029	-0.2486027185	0.1597167584	-0.025641653	-0.0533019922	0.0604624665	0.0259427861	-0.124912724	0.0496298181	0.0323294657	0.1447752493	0.044275528	0.0142656217	0.0588444356	0.0489512241	-0.0697945609	-0.0936983047	-0.0427867812	-0.0065309993	0.1001325697	0.0505249037	0.055689674	-0.1439883642	-0.0164381879	-0.0116832579	-0.0950399244	-0.113009963	0.0047952717	0.0034310899	0.0403280019	0.1476218158	-0.0505014637	0.0270028505	0.0422254968	0.039550317	0.1966028894	0.0209998855	0.0307450307	0.118961493	-0.0268600371	-0.0296238643	-0.0631021809	0.0479239139	0.1671257213	-0.1229786464	-0.0559230602	0.082509757	0.0700021383	-0.1402769956	-0.0408600721	0.1142120884	0.1127290384	0.1102715368	-0.0607363	0.0048231	2.326229361000004e-05	0.00368889813769	-0.00571534	-0.00954096	3.26651113156e-05	9.102991772160002e-05	-0.0432525	-0.0149784	0.0002243524665599	0.00187077875625	-0.0007719839999999	0.000451456	5.959592962558456e-07	2.038125199360902e-07	0.000113136	-0.000401743	1.2799754496e-08	1.6139743804899998e-07	-0.00153627	0.00017272	2.3601255129e-06	2.983219840000004e-08
820.1949814233303	0.5853774695084439	672719.8075520172	0.3426667818081092	760.3523836437126	-3.246459918613027	10.539502003160903	578135.7473126756	785.1003497418693	2.180572133851456	4.754894830929492	616382.5591648055	774.9954901166402	709.5247117606507	1.21914	24.7708	0.19630089	0.110071	0.0551027875	-0.0063047071	-0.0613980131	-0.1136683696	0.1225313587	0.0830735152	-0.0712879628	0.042382002	0.123049818	-0.0462503133	0.1137984232	0.0090497539	0.0030007475	-0.0586901422	0.1035575164	0.2070410367	-0.0005644353	-0.0081158322	0.0392484136	0.0923500629	-0.0018526221	0.0467710244	-0.0086568382	-0.0959392765	-0.2191305689	0.0143821934	-0.034095436	-0.0523858111	-0.0417363119	0.0672194736	0.0103496424	-0.0517667358	-0.064609812	-0.0694984632	0.088406067	0.0450994984	-0.1061759949	-0.0219450098	-0.1935260696	-0.0277481251	-0.0010421542	0.0372314709	-0.0491053025	-0.0961231849	-0.0455411611	0.1201835226	0.1226774114	0.0946454414	0.1170745229	-0.042300489	0.0192092677	-0.0050765901	0.0268592202	0.0152955562	0.0887149608	0.010615693	0.0173597264	0.0313525041	0.058191148	-0.0667067012	0.0180012023	-0.0792648519	-0.0231380286	-0.0394591448	-0.0812901627	-0.0361435226	0.0294804765	-0.0206202421	-0.0197025082	0.0276355439	0.0170166128	-0.1231485789	-0.0320280034	0.088490662	0.2354017921	0.1284878096	0.0265777935	0.1282681036	-0.0552774502	0.0919323175	-0.0702560415	-0.0598200408	-0.0375576805	-0.1202914566	-0.2077046866	0.04780768	0.102946422	-0.0478470418	-0.0865515962	0.0498821038	0.0235643074	-0.0073171417	-0.0262661243	-0.1030335837	-0.0134802759	-0.0504254957	0.0747429806	0.1168161303	0.0194294312	0.0461728658	0.0504719526	-0.107111722	0.0295505435	-0.0848586663	-0.0376158353	-0.0204112806	-0.0494429935	0.0212125804	-0.1069108019	-0.0662151707	0.1075803542	-0.0320229762	-0.029230231	-0.074418577	-0.0233254105	-0.1168193524	0.082395391	0.0949374329	0.1139675232	0.1117560484	0.1081019891	-0.0472365	0.0134998	0.0001822446000399	0.00223128693225	0.0912906	0.09700594	0.0083339736483599	0.0094101523952835	-0.027459	0.0157935	0.0002494346422499	0.000753996681	-0.00100508	-0.000233096	1.0101858064e-06	5.4333745216046616e-08	0.000912903	0.000799767	8.33391887409e-07	6.396272542889999e-07	-0.0011691	0.00036717	1.36679481e-06	1.348138089e-07
821.8606229897988	1.66564156646848	675454.8836211802	2.774361827947572	763.1343435235119	2.781959879799274	7.739300772812791	582374.0262650615	783.6350747379562	-1.4652750039131206	2.147030837092596	614083.9303595622	773.976012092989	712.1435440883516	1.158613	23.540991	0.2449486	0.152026	0.0658815749	-0.0471830566	0.0514053753	0.0136544201	0.090874775	0.169786274	0.017740781	0.1508018906	-0.0775118297	0.0783298626	-0.0513737338	0.0604241346	0.1830948395	-0.0003925744	-0.0875907674	0.2779486295	-0.0308343043	-0.0621076853	0.2092762117	-0.0402115567	-0.0029931511	0.0123820751	0.0430234414	-0.0320636991	-0.0807845804	0.0296371574	-0.1964254496	-0.04093742	0.1002293673	-0.0582000407	-0.0565073171	0.094208425	-0.0389687115	-0.0832356353	-0.0105426988	-0.0928052918	0.1213100864	-0.0672043541	-0.1250850389	0.1432260223	-0.0133712468	-0.250120533	0.0553195297	0.0635951067	0.0530812039	0.0367259191	-0.1341754347	0.0454152107	0.1043049942	0.115226333	0.0730218877	-0.0624777356	0.0987455108	0.1051483802	-0.0868678895	0.0088796143	0.0432603595	-0.0754921746	0.0669738636	0.0436009464	-0.0304449507	-0.027214281	-0.0624122182	-0.1120553837	-0.0209865324	0.1323555382	-0.0718025142	-0.0291562215	-0.0176636082	-0.2512024493	0.0420953066	-0.0354280719	0.034745822	0.1880474865	0.0687556043	0.073999745	0.112953583	-0.0043828836	-0.0494006065	0.0155686885	0.0074748127	0.0644093298	-0.0752007327	-0.116529757	0.046877502	0.0134049347	0.1843104664	0.0701356493	-0.078713925	-0.1069708518	-0.0958047955	-0.0561368492	-0.0563133574	0.1178835044	-0.0133266041	0.090327318	-0.1233296787	-0.1362622279	-0.0836374754	-0.0358500766	-0.1189206042	-0.1686085743	0.0191956054	-0.1106538368	-0.0658620011	-0.1124007008	-0.0313370108	-0.1197802634	-0.1041583758	0.0824450583	-0.1184375278	0.0794271801	0.0432934693	-0.1163988498	0.0134938733	0.0243205242	0.041081941	0.0081873266	0.1136742748	0.110592125	0.105516962	-0.0506361	-0.0033996	1.1557280160000018e-05	0.00256401462321	-0.0467429	-0.1380335	0.0021848987004099	0.01905324712225	-0.0562168	-0.0287577999999999	0.0008270110608399	0.0031603286022399	-0.000604281	0.0004007989999999	3.65155526961e-07	1.6063983840099996e-07	-0.000102082	-0.001014985	1.0420734724e-08	1.030194550225e-06	-0.00108973	7.937000000000005e-05	1.1875114728999998e-06	6.299596900000007e-09
822.0063305982425	0.1457076084436721	675694.4075435871	0.0212307071583744	766.7408736654983	3.6065301419863545	13.007059665056111	587891.5673493316	786.1645981140351	2.529523376078941	6.398488510129806	618054.7753278024	775.9793257756575	723.3645466514569	1.20511	24.485735	0.30650935	0.16446	0.0406714538	0.1129889914	-0.0041987958	-0.06424043	0.0743964386	-0.0481217125	0.0464523786	-0.1202881907	0.0873902749	0.0200323187	0.0711855617	0.0266565464	0.0476856331	0.016332727	-0.059617798	0.1052221683	0.0829895457	0.0034458612	-0.0374028413	-0.0220716125	0.0367225579	0.0281800089	-0.0561166296	-0.100258731	-0.0203048356	-0.0733265056	0.0510104257	-0.0420737622	0.0250979187	-0.016127019	0.0334755562	0.067184945	0.0888122881	0.2773864311	-0.0646280478	0.0013628901	-0.027576252	-0.1742339898	0.0304391616	0.0835897782	0.0434262096	-0.0106001988	0.1034701257	0.1318114622	0.045143266	0.0228646629	-0.0008588828	0.0610431171	0.1294620545	0.0801089615	-0.1056489462	0.0057670788	0.0118994963	-0.0994287788	0.0873952395	-0.0227051021	-0.0701965297	-0.1169753332	0.0010082357	-0.0852985729	0.0005920001	-0.0572271945	-0.1233429449	0.0107144158	-0.0148169088	0.1343087622	-0.0836572075	-0.0602228998	0.0907866147	0.0587865411	-0.0092328557	-0.1437471819	-0.0182195074	0.0469812632	0.1468875111	-0.0827711296	-0.0304743694	-0.0352306148	-0.1297304781	-0.001664318	0.0610544599	0.0635492494	0.0951959198	0.1638010715	-0.0738970602	-0.0431583962	-0.0213526088	0.1444016321	-0.064668239	0.0789131351	-0.0749372393	0.0391422639	-0.0254362215	0.0833775998	-0.0053446234	-0.1022463256	-0.0438485184	-0.0931046744	0.0010032311	-0.1722508223	-0.0256290234	0.0043373193	-0.0173957184	-0.1149901863	-0.1148616015	0.118373039	0.0144048298	0.0210458088	-0.0128920415	0.0368629063	-0.0436624818	-0.0826878118	0.0384065432	-0.0353425372	-0.1544237452	-0.035313149	0.0796329264	-0.0602065225	0.1133324686	0.1092392569	0.1025263906	-0.0205408	0.0300953	0.00090572708209	0.00042192446464	0.0825723	0.1293152	0.00681818472729	0.01672242095104	0.0371098	0.0933266	0.00870985426756	0.0013771372560399	-0.000269969	0.000334312	7.288326096100002e-08	1.1176451334400001e-07	0.000273695	0.000375777	7.4908953025e-08	1.41208353729e-07	-0.0007243739999999	0.000365356	5.247176918758551e-07	1.33485006736073e-07
821.2894701202972	-0.7168604779452608	674516.3937304786	0.5138889448399077	767.4638493108542	0.722975645355973	0.5226937837778857	589000.7599990336	786.3739851414111	0.2093870273760103	0.0438429272333621	618384.0445071843	776.6475296766947	706.6364671242221	1.221211	24.812866	0.09346526	0.0455688	0.0707335784	-0.133752448	-0.0906589191	0.0358213744	-0.0717047802	-0.1755530019	-0.1432383072	-0.0154789451	-0.0880502274	0.0612833988	0.0140272526	-0.1223589177	-0.1618088308	0.0275201437	-0.0044253823	-0.1609451329	-0.0083495023	-0.0781605885	0.0179699738	0.03966469	-0.0592227387	0.0390324958	0.0391223985	0.0273850022	0.1768503461	-0.1737142986	-0.0212610536	0.0562294997	0.0200447461	-0.0471681274	0.0155760336	-0.0106147634	-0.1485588555	0.0749575626	-0.0052964466	0.0713357815	0.0091649191	-0.0725371163	-0.2038767899	-0.0515929657	-0.0939258793	0.0163096923	0.102014237	0.1152606592	0.0242071387	-0.0547371816	0.0635369872	0.061065799	0.1013769191	-0.0078115772	-0.1059773498	-0.0206559536	-0.064560837	-0.064623343	0.0962806054	-0.0959154975	-0.1393600814	0.0438884906	0.1093046972	0.0454411188	-0.0190660219	0.2298201776	-7.33563e-05	0.0156099235	0.0634327156	-0.1086961267	-0.1210860405	0.0519650111	-0.1198884145	0.003052844	0.0140596724	0.0819090734	-0.0298908867	0.0088707868	0.0021825521	-0.0517340007	0.0169092366	-0.1957238508	0.0672641924	0.0031436821	0.0267761164	-0.0592894535	0.0260381345	-0.0295901114	-0.0371074976	0.139204497	-0.079971224	0.0210975301	-0.1376236499	0.11145488	0.0009927543	-0.0686797641	-0.0767536168	-0.0014629247	-0.016173712	0.0512498171	-0.046190737	0.1249719855	-0.0390864087	-0.1481101704	0.0552253019	0.0688764671	0.097207514	0.0453391297	-0.1282891524	0.2189898407	-0.0676007751	0.2055795783	0.0579737879	-0.1158762445	-0.1511012636	-0.0352338981	-0.0881808257	-0.0539672462	-0.0464591408	0.1114749805	0.1879065768	-0.033591045	0.1129422506	0.1076997553	0.099141769	-0.00212924	0.01841156	0.0003389855416336	4.5336629776e-06	0.0508929	-0.0316794	0.00259008727041	0.00100358438436	0.0418313	0.0047215	2.2292562250000036e-05	0.00174985765969	-0.000409217	-0.000139248	1.67458553089e-07	1.9390005504000004e-08	0.000512467	0.0002387719999999	2.62622426089e-07	5.701206798399997e-08	-0.000329338	0.0003950359999999	1.0846351824400001e-07	1.56053441295921e-07
822.1456344099607	0.8561642896635249	675923.4441793568	0.7330172908950481	768.624705630304	1.1608563194497492	1.3475873944064185	590783.9381052714	786.0466347381922	-0.3273504032189294	0.1071582864875956	617869.3119832369	776.4811064326334	719.059129858975	1.111063	22.57486	0.06509358	0.0319103	0.0850340509	0.0366501579	0.073624726	0.0964193611	-0.0875783907	-0.0397729698	0.1531758532	0.0361144946	-0.0311729923	0.1429659696	-0.018418633	0.1220016401	0.0082379066	-0.0673100045	0.015593394	-0.0772552801	-0.0487488346	-0.0664546382	-0.0045230792	-0.025970719	0.1490585563	-0.053896545	0.0208147689	-0.0344851665	0.1572307286	0.2466687082	0.028442703	0.1093186768	0.0664055838	0.0194140312	0.0110645279	-0.1313835492	0.0579879335	-0.0190244041	0.0360234548	0.0072760632	0.0158767978	0.0437852122	-0.0206644604	0.05313845	0.0155626731	0.0298905647	0.0345871671	-0.0044133708	0.0619474649	0.0940776271	0.0389714658	-0.1063284323	0.0368662318	0.0043442056	0.1566921239	0.0698200605	-0.1513523579	0.0260904554	0.1105723402	-0.0925125317	0.0624793618	0.0449262356	-0.0023149698	-0.0203393689	0.0066674716	-0.1075299266	0.0264554304	0.0564441689	0.0459174664	0.0186452113	-0.005582634	0.0730578151	0.0802935953	-0.0726872094	-0.0883272489	0.0129682922	0.0967736731	-0.0470491886	-0.2322721989	-0.0363616273	0.0284881253	0.0632510632	0.0631542449	-0.0245326517	0.1058675335	0.0058330363	-0.0380747635	0.1002281175	-0.0418973491	-0.0630356059	-0.0966123202	-0.0918219047	-0.1130833002	-0.0099363716	0.003682286	0.1264077257	0.0692339764	0.0858894059	0.0080301354	-0.0135738798	0.0289622793	0.1144097161	0.0188481772	0.17265139	0.0785980192	-0.1422098623	-0.0214712758	0.0083433044	0.114128645	-0.0274659454	-0.0665226141	-0.0594618841	-0.0267101246	-0.0873519458	-0.0718574174	0.0544598954	0.0650006061	-0.0676069929	-0.0129405621	-0.0481898231	-0.0727541055	-0.1881335672	0.1125037874	0.1059762505	0.0953761056	-0.00705287	-0.00492363	2.42421323769e-05	4.97429752369e-05	0.0457172	-0.0051756999999999	0.00209006237584	2.6787870489999984e-05	0.0518419	0.0100106	0.00010021211236	0.00268758259561	0.000146506	0.000555723	2.1464008036e-08	3.088280527290001e-07	0.000345617	-0.0001668499999999	1.19451110689e-07	2.7838922499999992e-08	-0.000152238	0.0001771	2.3176408644e-08	3.136441e-08
