global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
731.7135741684066	n/a	535404.7546223042	n/a	894.2866522896184	n/a	799748.6164633727	n/a	717.5383250681975	n/a	n/a	514861.2479416743	757.0962878715593	563.3279617043803	n/a	n/a	n/a	n/a	-0.0754245705	0.064977883	-0.2319258338	0.1131199612	-0.079684951	-0.1112546817	-0.0487548683	-0.1168658183	0.0160948151	-0.0989352423	0.1388201625	-0.0211152153	0.0320541664	-0.0624252884	0.015051738	-0.0688226502	0.2201275575	-0.1538544596	0.0380671017	-0.0076877805	0.0202316763	-0.1579339093	0.0116924491	-0.0363853627	0.0267118044	-0.0399214278	0.0738481822	-0.0281001098	0.0650971316	-0.02376198	0.0317087871	-0.0337397246	0.1125543707	-0.047115735	0.0966612406	-0.0401763716	0.0431475275	0.1969759764	-0.0441833048	0.0411948682	0.1299956431	-0.0122316961	-0.085317127	0.0597777127	0.0224726866	-0.0243538477	-0.127476572	0.0022746017	0.0074680267	0.0629889786	-0.0646864775	-0.0876479404	0.0343210055	0.0716978733	-0.0490998716	-0.0289083789	-0.0361080555	-0.092794686	-0.1018511773	0.0785617214	-0.0468222784	0.1166011213	-0.116980432	0.2623160147	-0.1618903907	0.0406785176	-0.2239722705	0.0815619801	-0.1177906752	0.0909939967	-0.0015933535	0.1050520776	-0.1159007301	0.2346019341	-0.184661667	0.1622863858	-0.0645871051	0.0296237237	-0.0722018711	0.0996247391	-0.0637059925	0.0087101249	-0.0063533758	0.175558589	-0.0477174388	0.1159289579	0.0260281988	-0.1094512083	-0.0802422811	0.1356285103	0.0402234795	-0.1194533439	0.0627648081	0.0539379416	-0.0265090533	0.1147017419	0.1146833673	0.1146527451	0.0331402	n/a	n/a	0.00109827285604	0.0218906	n/a	0.0004791983683599	n/a	-0.138296	n/a	n/a	0.019125783616	0.00444318	n/a	1.97418485124e-05	n/a	0.0006763	n/a	n/a	4.5738169e-07	0.00161522	n/a	2.6089356484e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
731.4698462831662	-0.2437278852403324	535048.1360215188	0.0594032820437246	902.344645855766	8.057993566147616	814225.8599045677	64.93126031207636	718.1786862398371	0.6403611716395972	0.4100624301436376	515780.6253691784	757.7440297889348	566.6208917712042	1.157642	27.934217	0.36284058	0.219815	-0.073045743	-0.0479318493	-0.0790669856	0.0956891286	0.0766590934	-0.0117733493	-0.0556041355	-0.0903663663	-0.059615537	0.0976701586	0.0771254747	0.0191915198	0.0092541455	-0.0544100092	0.1019101003	-0.1319512718	0.1899664878	-0.0198690726	-0.1121361048	-0.2162496639	0.0169086268	-0.0536139049	-0.0522860961	0.1380318881	0.0112388168	0.1050388624	0.0349148604	-0.0441951741	0.1959086311	-0.0675515627	0.0549279973	-0.0562591891	-0.0005631493	-0.0679571057	0.0525534664	0.1379275421	0.0168277085	0.1113902969	0.0282269596	-0.0016326682	-0.0352454768	0.0549202092	-0.1572505243	-0.0950200211	0.0796888017	0.067500835	-0.1104730024	-0.0851095542	-0.1969179374	0.1548255391	0.1174645973	0.0083221429	-0.0086613489	0.0437869234	0.0821183092	0.1129507251	-0.0037602621	-0.0016990115	0.0642037079	-0.0361798164	0.0715911479	-0.0532334442	-0.1752892201	0.3061646101	0.0175075041	-0.1139070566	-0.0507344336	0.0754297216	-0.1280541779	0.1239480333	0.0516371248	0.1998315233	-0.0224836811	0.0135774556	0.0687718232	0.0516670358	0.0330253884	0.0182655865	0.0007638939	0.1311308272	-0.0215918043	-0.0030661095	0.0278373862	0.0903591748	0.0801806585	-0.0357708578	0.0771820203	0.0573105176	-0.0268842691	-0.1026110198	-0.0582265433	-0.1356885859	-0.13680113	-0.0132528044	0.0629352211	0.1146527451	0.1144874327	0.1142120884	0.016539	-0.0166012	0.00027559984144	0.000273538521	0.0927447	0.0708541	0.00860157937809	0.00502030348681	0.00472718	0.14302318	0.0204556300173124	2.23462307524e-05	0.00189634	-0.00254684	3.5961053956e-06	6.486393985599999e-06	0.0007226119999999	4.63119999999e-05	2.144801343990737e-09	5.221681025438555e-07	0.00156113	-5.408999999999991e-05	2.4371268769e-06	2.9257280999999903e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
730.6322452860582	-0.8376009971080975	533823.4778517466	0.7015754303564792	901.68752951951	-0.6571163362559673	813040.4008909973	0.4318018793744655	716.4704972983261	-1.7081889415110254	2.917909459900557	513329.9734989107	757.7358699474908	560.9656963740163	1.109108	26.763063	0.1912574699999999	0.12498	-0.0787170727	-0.1008966092	-0.0839389551	0.0250166744	-0.1595654858	0.0034123244	-0.0592050644	-0.0539512167	0.1135662944	-0.0974384497	-0.0871357909	-0.0046413541	-0.0354072345	0.1597746631	0.0684822595	-0.0243201322	-0.0170611658	-0.1151911588	0.0944226744	-0.0840468025	0.1400298047	-0.0805791663	0.1598146652	0.0730522461	-0.034933243	0.0043809995	0.0163926319	0.0011816024	-0.0822718039	-0.0482859975	0.0256630209	0.0822118212	-0.0077258051	-0.0475595159	-0.0819767169	-0.0175196977	0.0469473116	0.0283268131	-0.0940881903	-0.0040748993	-0.077792862	-0.0802867067	0.1246190919	-0.0305995146	-0.0307688855	0.1537478142	-0.0109125979	0.1213288305	-0.0409544236	0.1351238991	-0.0265407209	0.0047499497	0.0522720362	-0.1741780805	0.0863786877	0.0719881003	0.0150397028	0.0055389847	-0.0362286598	-0.0608985111	-0.1321282076	-0.0245426725	-0.003282025	0.1663800557	-0.1263809303	-0.0361240474	-0.0422566584	-0.1573609814	0.1713813215	-0.0060240766	-0.0994427716	0.0147616807	0.1583763512	-0.0399813058	-0.0336173981	0.0685263634	0.0808375706	-0.0159221904	-0.0184038111	0.0852924533	0.1508582659	-0.0038557215	-0.0629199101	0.0792182841	-0.158146974	-0.0944854097	-0.0528358663	0.1217329655	0.0836868832	0.0138857286	-0.1076199732	0.0113613548	0.0362731339	0.0796902733	-0.0359533365	0.1145547726	0.1140958982	0.1133324686	0.0277098	0.0111707999999999	0.0001247867726399	0.0007678330160399	-0.0243371	-0.1170818	0.00059229443641	0.01370814789124	0.0212228	0.01649562	0.0002721054791844	0.00045040723984	0.00135302	-0.00054332	1.8306631204e-06	2.9519662240000016e-07	0.000533587	-0.0001890249999999	3.573045062496221e-08	2.84715086569e-07	0.00136329	-0.0001978399999999	1.8585596241e-06	3.9140665599999966e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
731.785618360787	1.153373074728847	535510.1912396793	1.3302694495094751	904.7496195259374	3.062090006427411	818571.8740323285	9.376395207462622	716.6417863513952	0.1712890530691311	0.0293399397013196	513575.4499449188	757.072867257949	562.4317224005069	1.04522	25.221436	0.0797145999999999	0.0547946	-0.0784688288	0.1086454378	-0.0375421846	0.0839929341	0.005248031	-0.0248980359	0.0039549775	0.0848619503	0.0632796525	0.0065432477	0.1275203869	-0.0211230452	0.0164801995	-0.1088908849	0.0874044305	0.0238146695	0.0703566321	-0.123128196	-0.0029338875	0.0420135618	0.056989092	-0.0113314691	0.1352303056	0.0053126625	0.003969297	0.0669835836	-0.0589815684	0.1404782423	0.0271432892	-0.1708623812	-0.0149806868	0.0576552825	0.0246139666	0.1062915186	-0.0568828457	0.1603971615	-0.0719663232	-0.0090723571	0.1125328708	-0.0013629375	-0.0024373953	-0.1629093902	0.0342794834	0.0284786057	0.0108877718	-0.0567050263	0.1042728851	-0.03964661	0.0585509668	-0.076587445	0.0331043768	0.172888859	0.0195552522	-0.0458638904	0.0118031608	0.0487196716	-0.0210008846	-0.0242183093	-0.0143205309	-0.0042052422	0.07914266	0.0799197557	-0.0198239491	0.1298102222	-0.10091626	-0.0133171448	-0.0737737028	-0.0438212778	0.0187910635	-0.0379600759	-0.0102588927	0.017605615	0.1517763595	-0.0685506331	0.0119825825	-0.0216588268	0.1119156534	-0.0318841161	0.0169923043	-0.1585760274	-0.0231974219	-0.060457089	-0.1398820473	-0.0922774689	0.0242667928	-0.138347528	0.1199427768	0.0556163141	-0.0051957229	0.0490789087	0.0613591345	0.1457809685	-0.0058376193	0.0152964667	-0.1186947056	0.1144078661	0.1135094328	0.1120172664	0.0270243	-0.0006854999999999	4.699102499999981e-07	0.00073031279049	0.0282965	0.0526336	0.0008006919122499	0.00277029584896	0.02734	0.0061172	3.742013584e-05	0.0007474756	0.00132971	-2.330999999999991e-05	1.7681286841e-06	5.433560999999957e-10	0.000273111	-0.000260476	6.7847746576e-08	7.4589618321e-08	0.00124151	-0.00012178	1.5413470800999995e-06	1.4830368400000036e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
732.6421089058607	0.8564905450737115	536764.4597420271	0.7335760538006634	904.529488011946	-0.2201315139914186	818173.5946831532	0.0484578834521541	716.760720019416	0.1189336680207588	0.014145217388872	513745.9297627517	756.8249575713297	568.8543889673219	0.943685	22.771376	0.0562159	0.0294347	-0.0619949675	-0.0838506082	-0.0305157978	0.0140584582	-0.0097244022	0.0179525747	-0.0222671606	-0.0943204718	0.0280188555	0.0209371884	-0.0501526685	-0.0116387147	-0.045779748	0.09359014	0.0375097029	-0.000845592	-0.0476257943	-0.1313292736	0.0680582114	0.0105950368	0.0291276729	0.0321472839	0.0230128913	-0.0006915706	0.1457624108	-0.1858047163	-0.1178079225	0.0002584905	-0.0024249601	0.0245503426	0.0245210719	-0.0480483939	-0.02740745	0.0466501925	-0.0645177622	0.1439721215	-0.0108259586	-0.0323213466	-0.0405991438	-0.0026544317	0.0802424875	-0.0671039591	-0.1226843243	0.1243768514	-0.0528021921	0.1579793155	0.0246567098	-0.0722444998	0.0905533605	0.1387726505	0.0144229731	-0.0007891235	0.0090648882	-0.0937062268	0.0483710782	-0.049402023	-0.0071661662	0.0349498347	-0.0208485967	-0.0283919192	0.0122106589	-0.0992406952	0.0119572719	0.116987089	-0.053320343	-0.0661098378	-0.0168059252	-0.0851018509	0.1412490655	-0.0542400622	-0.0040939117	-0.0682815054	-0.0442241927	-0.036786841	-0.0639372706	-0.0172880336	0.0069181867	0.110696417	-0.0834745656	-0.0041215521	-0.0875442923	0.1349976373	0.0447773408	-0.0353526603	0.1034390006	-0.0660262594	-0.0122605208	-0.0843896892	0.028389475	0.0375974878	-0.1545789416	-0.0391542174	0.0227300199	-0.0097801269	-0.1385333001	0.1142120884	0.1127290384	0.1102715368	0.0429227	0.0158984	0.00025275912256	0.00184235817529	0.0185213	-0.0097751999999999	0.00034303855369	9.555453503999996e-05	0.0273454	5.399999999999156e-06	2.915999999999088e-11	0.00074777090116	0.000922592	-0.000407118	8.51175998464e-07	1.6574506592400006e-07	0.000273111	0.0	0.0	7.4589618321e-08	0.00103789	-0.0002036199999999	1.0772156521e-06	4.1461104399999944e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
732.3338474618045	-0.3082614440562565	536312.8641382095	0.0950251178916485	903.3710520662014	-1.1584359457445998	816079.2577111956	1.3419738403931856	716.0605848747743	-0.7001351446416493	0.4901892207623831	512742.761211204	756.4384053268016	568.6132145964461	0.857495	20.691586	0.0681417499999999	0.0368672	-0.0624785905	0.0544236201	-0.0241212505	0.0319022675	-0.01750952	-0.0105497631	-0.016471331	0.0130375135	0.0383457752	0.0385208896	0.0921165122	-0.0368801803	0.0225231268	-0.0222193934	0.0879885769	0.0932336527	-0.0384440371	-0.1197821831	0.0597631844	0.0042863266	0.1442146689	0.0251694075	-0.0001176143	-0.1469541462	0.1197724643	0.0125656386	-0.0332599363	0.038094251	0.0144376336	-0.1444283778	-0.023659085	-0.1296577111	-0.0252713582	-0.0184904492	0.0442157817	-0.0141811601	-0.0485869257	-0.0747616315	-0.0584518638	0.0781404615	-0.0702526907	0.0162132577	0.003319832	0.0813288216	0.0084360844	-0.0064112999	0.028697961	-0.0877069096	-0.1414914782	-0.145843161	0.0452450831	0.1205470852	-0.0057217885	0.062925844	-0.1399472415	-0.0788282417	-0.0295732554	0.0069504361	-0.011962109	-0.0319267823	0.0717727661	0.0221918633	0.0656477505	0.0488179092	-0.088088368	-0.0458532464	-0.0672656351	-0.0645849334	0.0704781332	0.0775455399	-0.027250246	0.0701590689	0.0850181313	-0.0322769075	-0.0196465186	-0.1218095341	-0.0304972798	0.1196601071	-0.1046598693	-0.1260843597	-0.0800645567	0.0257504076	0.0878197117	-0.0463337555	0.1287983069	-0.0188284799	-0.038918487	-0.1042280097	-0.1232323172	0.0529527237	0.1156327839	0.1334930959	0.0248832928	-0.0120697769	0.0142957687	0.1139675232	0.1117560484	0.1081019891	0.0359724	-0.0069502999999999	4.830667009e-05	0.00129401356176	0.0463814	0.0278601	0.00215123426596	0.00077618517201	0.0476695	0.0203240999999999	0.0004130690408099	0.0022723812302499	0.000859707	-6.288499999999994e-05	7.39096125849e-07	3.954523224999992e-09	0.000273111	0.0	0.0	7.4589618321e-08	0.00123515	0.0001972599999999	1.5255955225e-06	3.8911507599999954e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
731.889656581786	-0.4441908800184819	535662.4694114046	0.1973055378915934	905.0724408340584	1.7013887678569972	819156.1231573202	2.894723739389951	716.58158710902	0.5210022342456568	0.2714433280889662	513489.1709836821	757.1452718357697	568.8434264959185	0.867849	20.941435	0.0381167	0.0250179	-0.0576960852	-0.0887000233	-0.0337270799	0.0150683626	-0.0197910364	0.0183043181	0.0013845366	-0.14068908	0.0412993331	0.0285268545	-0.0094766626	-0.0180735921	0.0003932341	-0.0328480464	0.081741132	0.0557778147	0.0160112878	-0.0298938551	0.0219392549	-0.1322354432	0.0495321915	-0.1151498195	0.0149534983	-0.0046971266	0.0961733636	0.0244331125	-0.0984518581	0.1067950592	0.0158139629	-0.0809711354	0.0738432345	-0.0265806751	-0.0449087572	-0.0062123634	0.1780227703	0.0650724157	-0.152594799	-0.0788764427	-0.0339621565	0.1143838862	-0.0108520114	-0.0370860146	0.0693296674	0.0670746837	0.1780360527	-0.0054726816	0.1723570509	-0.0126165832	0.0682423617	5.66888e-05	-0.1279421291	-0.1864305348	-0.0244506925	0.0450062867	-0.0842892182	-0.0100463789	-0.0004534957	0.0199360234	-0.0405612546	-0.02286905	0.0243164271	-0.1034260226	-0.031110632	0.0595990448	-0.0795708933	-0.073205642	-0.091436692	-0.1053202994	0.055319455	-0.0574734471	-0.0457104904	0.0331160274	0.06077692	-0.0027499096	0.0076443603	-0.0642013607	-0.2157266727	0.1055371996	0.0384986725	-0.1505696832	-0.0728122944	0.050974794	0.0706202923	-0.1191224413	0.0384230927	0.0161393953	0.051430802	0.001560695	-0.0190979353	-0.0093124937	-0.0202404667	0.0433715005	0.1616683658	0.1796353208	-0.1180667744	0.1136742748	0.110592125	0.105516962	0.0400895	0.0041170999999999	1.695051240999999e-05	0.00160716801025	0.0330341	-0.0133473	0.0010912517628099	0.00017815041729	0.0476631	-6.399999999996686e-06	4.095999999995758e-11	0.00227177110161	0.000855623	-4.08400000000001e-06	7.32090718129e-07	1.6679056000000086e-11	0.000273111	0.0	0.0	7.4589618321e-08	0.000826316	-0.0004088339999999	6.82798131856e-07	1.6714523955599997e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
732.5602790828477	0.6706225010617572	536644.5624899397	0.4497345389303266	903.4818554194836	-1.590585414574775	816279.4630722327	2.5299619610580097	716.8975150011084	0.3159278920884389	0.0998104329994443	513942.0470147645	756.6181709940336	565.4603096494292	0.91571	22.096321	0.04857675	0.0245268	-0.0632535762	0.0915625106	0.0021197402	0.0157149206	-0.0523898739	-0.0073730169	-0.0279429414	0.0209332424	0.0581906217	-0.080362334	0.0626842047	-0.0155801921	0.0169854802	-0.0472423163	0.0849132326	0.0105178692	0.0363853817	-0.0880767829	0.165236297	0.0355655275	0.093012595	-0.0720185554	0.0694919026	-0.0440366611	0.0804560629	-0.0297726812	0.0853813954	-0.1362183212	-0.0536719905	-0.0474102546	-0.1477369132	0.0670116739	0.0903202906	0.0232993313	0.0521822899	-0.0026421443	-0.0746874293	-0.0135510689	0.1863836839	0.1126114437	-0.0152122753	0.0584769287	-0.0659287091	-0.0224209768	-0.1413368275	-0.0308527694	-0.1102080583	0.1043670118	0.1566384453	0.0067835314	-0.1984263428	-0.0367640202	0.0947028107	0.0295394421	-0.0285049095	-0.0525958102	-0.0246188433	0.0164837896	-0.0303974507	-0.031756205	0.0520874997	0.0558660774	0.0986399808	0.0598445693	-0.0811846735	-0.0642945523	-0.0884859	-0.027373549	0.1067137557	0.0176899373	-0.0508705679	-0.0162966835	-0.0092021935	0.046993486	0.099533114	0.0333105944	-0.0244163088	-0.0692591298	-0.1456644934	-0.0618204827	0.0420683687	0.0038575291	0.0147253243	-0.0300096238	-0.0121670876	0.0113158154	0.0745634224	-0.0953456507	-0.0904752383	0.1358395448	-8.94081e-05	-0.0181233407	0.0195079432	-0.0027868901	0.1186247371	0.1133324686	0.1092392569	0.1025263906	0.0435142	0.0034247	1.1728570090000018e-05	0.00189348560164	0.0507615	0.0177274	0.00257672988225	0.00031426071076	0.0418544	-0.0058087	3.374099569e-05	0.00175179079936	0.000795549	-6.007400000000002e-05	6.32898211401e-07	3.608885476000002e-09	-1.5949e-05	-0.00028906	8.35556836e-08	2.54370601e-10	0.000909501	8.318499999999994e-05	8.27192069001e-07	6.919744224999991e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
734.172675703969	1.61239662112132	539009.5177503253	2.5998228638034497	906.183014976314	2.701159556830362	821167.6566315625	7.296262951455997	716.617097101677	-0.280417899431427	0.0786341983215339	513540.0638584344	757.1138782473134	569.9593406371988	0.8817789999999999	21.277557	0.0511484	0.0276842	-0.0511774728	-0.0600293536	-0.0218329096	0.041048641	0.0409417598	0.015364706	-0.0161370673	-0.007830524	0.0148741026	0.0665773202	0.0071448044	-0.0123861198	-0.0121941016	0.0468329794	0.0925571668	0.0720805785	-0.0321917577	-0.138618862	0.0085268934	-0.0154914731	-0.0139412788	0.1357305716	-0.0625234901	-0.0948891464	-0.0768237174	0.1433965535	-0.0133270534	0.0782115197	0.0950567119	0.0777655652	0.0162250984	0.0101085701	0.0606500567	0.0458390127	-0.0939997264	-0.0405872505	-0.0787512928	0.0275596525	0.0557778321	0.144291474	0.0064541657	-0.1415691138	0.07167544	-0.0092192771	-0.1349022233	-0.0574339972	-0.0518868924	-0.0522971838	-0.0768180617	-0.0362654769	0.0299441979	-0.0582403392	-0.0879692963	-0.0468134376	0.1686051031	-0.1988849579	-0.0007292851	0.0215732487	-0.0384204731	-0.0372237945	0.07332161	-0.0289813821	-0.0186180041	-0.0144624032	-0.094077622	0.01732704	0.072037987	-0.0204742603	0.0992882205	0.0559697295	0.0819118432	0.0285222931	-0.0923152428	0.0669982362	-0.0463928593	-0.1056618349	0.0257426864	0.0513262159	0.0667718039	-0.0940699441	-0.0975031912	-0.0550408983	-0.1660991251	-0.0530477184	0.0622317092	-0.0430944221	-0.0205890954	0.1307641447	-0.0895623402	0.0422332498	0.0105713742	-0.0173656865	-0.1489416912	-0.0219586727	0.156390824	0.1129422506	0.1076997553	0.099141769	0.0400741	-0.0034401	1.183428801000001e-05	0.00160593349081	0.0478413	-0.0029201999999999	0.00228878998569	8.527568039999988e-06	0.0451995	0.0033450999999999	1.1189694009999975e-05	0.0020429948002499	0.000603229	-0.0001923199999999	3.6388522644100003e-07	3.698698239999998e-08	0.000198058	0.000214007	4.5798996049e-08	3.9226971364e-08	0.000486968	-0.0004225329999999	2.37137833024e-07	1.7853413608899997e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
733.8461088505148	-0.3265668534542101	538530.1114750417	0.1066459097749835	906.5267348458896	0.3437198695755796	821790.7209903498	0.1181433487410534	717.605423124848	0.9883260231709984	0.9767883280770006	514957.54329819215	757.8395435360358	569.2199464838828	0.842377	20.32678	0.02200175	0.011894	-0.0436237316	0.0577213316	0.0305031451	-0.0036913152	-0.0131411083	-0.0057439148	-0.0074578934	0.0571388957	0.0709608951	0.0180206677	0.0589231671	-0.0044144672	0.0501647893	-0.0827006356	0.0338721347	-0.0363278337	0.046196806	-0.0804037238	0.0647786724	0.0584109664	-0.1358330581	0.0678239777	-0.0435934067	-0.0367970908	-0.0492591439	0.0817059782	-0.0835705422	0.0982523496	-0.0281520881	0.0132217352	-0.0353505518	-0.0014367672	0.0601560711	-0.017296738	-0.0033654106	-0.1119241378	0.1518619586	0.010017586	-0.1404400976	0.0570562658	-0.0340794982	-0.0853333997	0.0092988268	-0.1057518403	0.0392463086	-0.0699363644	-0.0465921336	0.1058845853	-0.1081514352	-0.0852660253	0.0600906512	-0.0426412797	-0.2267058133	-0.0819609908	-0.0571510545	0.0014434774	-0.012697751	-0.0114897352	-0.0053781454	-0.0505259409	0.0454497498	0.0658038442	0.045036892	0.0240497716	0.0157629325	-0.0278057641	-0.0227515049	0.0573630203	0.0218572407	-0.0691076324	0.0537838242	0.0160490224	-0.0309701247	-0.0416647178	-0.0303293313	-0.0818074497	-0.0181662788	0.0952726353	0.0827046217	-0.0428319832	-0.0245659718	-0.0843178884	-0.0032723667	0.1306025498	-0.0550858598	0.0506023005	0.0167199082	0.1379520688	0.0046754647	0.0724810335	0.0495796491	0.0166112827	0.0089892474	0.0982796631	0.1217424231	0.1125037874	0.1059762505	0.0953761056	0.0372434	-0.0028306999999999	8.012862489999992e-06	0.00138707084356	0.0567376	0.0088962999999999	0.00321915525376	7.914415368999992e-05	0.0452115	1.2000000000005062e-05	1.4400000000012149e-10	0.00204407973225	0.000473027	-0.000130202	2.23754542729e-07	1.6952560804000012e-08	0.000273111	7.505299999999997e-05	5.632952808999996e-09	7.4589618321e-08	0.000486968	0.0	2.37137833024e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
