global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	c_comp_cor_14	c_comp_cor_15	c_comp_cor_16	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06
837.1784226097768	n/a	n/a	700867.711283394	972.1339888927582	n/a	n/a	945044.4923605452	790.837372991268	n/a	n/a	625423.7505197299	814.9212127853765	621.4289006099933	n/a	n/a	n/a	n/a	-0.0541093708	0.0352616121	-0.0433889139	0.1416294561	-0.1780283287	0.0480708926	-0.0420989588	-0.0315379694	0.0865256257	-0.0251071908	0.1985978918	-0.0181954781	-0.1030043163	0.0330385641	-0.0620673525	0.0072958751	-0.0963272389	0.105899296	-0.0324966271	0.1600384393	-0.1289467965	0.00373066	-0.016315245	-0.0060156956	0.0019305762	-0.0558725735	0.0684979034	-0.1301327434	0.0663286187	-0.0533797373	0.013401799	-0.0278261556	0.0402917312	-0.0242438681	0.0347431935	-0.0941127057	0.0151991218	-0.1740195825	0.0287660022	-0.0673342374	0.0137365236	-0.0001282283	0.096266391	-0.0620963339	0.0024197548	-0.0191392793	0.0047286593	-0.1188842116	0.0577610637	-0.0514565822	0.0206993106	0.02483436	0.0065269491	-0.0821248685	0.0267357702	0.0421490865	-0.004255612	-0.0220398724	0.0151455757	0.0406361225	0.0012594917	-0.0617835271	0.0075056822	0.0192345614	0.0050010357	0.0742592404	-0.0821824613	-0.0270410436	0.1403848073	-4.57266e-05	0.0524456121	-0.0442996217	0.1016208836	-0.1131221141	-0.0960908246	0.0493456802	-0.0980824486	0.0088490211	-0.0510961135	0.00855391	-0.0163962575	0.0587877505	-0.0269988411	0.034693144	-0.0411655632	-0.0588735081	0.0374651716	-0.0213905818	0.0608829558	-0.0383908479	0.1434436325	-0.0522174549	0.016685893	-0.0139098015	0.110917275	-0.0383029258	0.012255489	-0.0082411412	0.0480499547	0.0843439899	-0.0312817933	0.0524277783	0.0395897502	-0.0006802094	-0.0239630736	-0.0376743351	0.0741361872	-0.0068935757	-0.0334817742	-0.0536016395	-0.1043948033	-0.0808481869	0.1111247029	0.0648422403	0.1147017419	0.1146833673	0.1146527451	0.0200073	n/a	0.0004002920532899	n/a	-0.0547276	n/a	0.00299511020176	n/a	-0.146085	n/a	n/a	0.0213408272249999	-0.00218436	n/a	4.7714286096000005e-06	n/a	0.000587165	n/a	n/a	3.44762737225e-07	0.000131831	n/a	1.7379412561e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0
839.181161592152	2.002738982375149	4.010963431525048	704225.0219711534	970.1579334103805	-1.9760554823777736	3.904795269435256	941206.4157591002	793.0171558997077	2.179782908439733	4.751453527925984	628876.2095512614	817.23639347949	663.2212461637333	1.093947	28.517181	0.1015886000957812	0.048786	-0.1648943969	0.1050138653	0.0299880187	-0.0024911598	-0.0574641955	-0.1148901498	-0.0169514592	-0.0044368856	0.0963763512	0.1471080572	0.0924305321	0.0074492907	0.0484754312	-0.0880332635	-0.0553112192	-0.0093887195	-0.0799820382	-0.1060617742	0.0849677011	-0.0135631301	-0.0570461009	0.1495144391	0.0973327357	-0.0648136751	0.0777264632	-0.0911594117	0.0429034658	-0.0226452492	0.1977167932	-0.0326253313	-0.0066628481	-0.0215589983	0.0485428907	-0.2312582485	-0.0319760359	-0.0228956768	0.0913299085	-0.1384454554	0.1218614806	-0.0690370153	0.0050069963	-0.0283527045	-0.1053686685	-0.0444128758	0.0076859716	-0.0710774529	-0.0802157134	-0.1119050823	0.0343156397	-0.2138544837	-0.0398192971	0.0272043818	-0.0716632884	-0.0102578334	-0.03402574	0.0565759882	-0.0556830997	-0.0735960885	0.0146503115	0.1847372374	0.0042166247	-0.0238161017	0.0275509304	-0.0568736284	-0.1076528725	0.159658271	0.0371720397	-0.0045843924	0.0560453191	-0.0447738707	0.0599601718	-0.0407008059	-0.0316255008	-0.1169533769	-0.1190253533	0.0035284907	0.1066919807	-0.0350327825	0.0031593009	0.0819130347	-0.0359498326	-0.0035329433	-0.0857271315	-0.076801422	0.057167799	0.0332492002	-0.0395347981	0.0535924886	0.1624535348	-0.0005155743	0.2833153862	-0.0809530787	0.0008252105	-0.0680288264	0.1591073569	0.0046733346	0.154562375	-0.1386598083	0.0591023171	-0.050611005	0.026182058	-0.0380293841	0.0632681769	0.0193984716	0.018810529	0.0011026166	-0.0119410412	-0.1120927208	0.0572797606	-0.0428824223	-0.0421637606	0.0617643706	0.1155664597	-0.0571572299	0.1146527451	0.1144874327	0.1142120884	-9.57812e-11	-0.0200073000957811	9.174038273439999e-21	0.0004002920571226	-0.0477101	0.0070175	0.0022762536420099	4.924530625000005e-05	-0.158917	-0.012832	0.000164660224	0.025254612889	-0.00166872	0.00051564	2.7846264384000003e-06	2.6588460960000017e-07	-0.0	-0.000587165	3.44762737225e-07	0.0	0.0	-0.000131831	0.0	1.7379412561e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
836.2036783365093	-2.97748325564271	8.865406537632712	699236.5916635082	970.2219917313844	0.0640583210039267	0.0041034684898421	941330.7132392144	792.3317700484815	-0.685385851226215	0.4697537650610833	627789.6338281598	816.2368327540406	652.7394444642796	1.096044	28.571833	0.0571294550957812	0.0381551	-0.1432963985	0.0725248769	-0.1441940302	0.1013366439	-0.0945944882	0.1107200711	0.0092356231	0.0373661087	0.0795826714	0.0741775864	0.2027719647	0.125991411	-0.0677834954	-0.0504376909	-0.0888263239	-0.091103662	-0.0240064658	0.0613864545	0.0292495355	0.0400384015	-0.011096416	-0.0300611098	-0.0725873588	-0.0442506283	0.021006278	-0.077430468	-0.0004494166	0.0423725417	0.1225163362	-0.0277467333	0.0201646112	-0.0525295546	-0.1295239104	0.0112359681	0.1712266878	-0.0581990068	0.0503981125	-0.1513332617	0.0151367777	0.1218311636	0.1018350766	0.0183546371	-0.0454711625	0.019695943	-0.0018460244	0.0025808301	-0.0643383353	0.118357246	-0.0497031629	0.0968885507	0.1923315313	-0.0456402731	-0.0494901405	0.0777671851	0.0783715896	-0.0323194839	-0.1152898681	0.0159503754	-0.01884131	-0.0692027191	0.0945783839	0.0597521448	-0.0716283216	-0.1028019722	0.0795377272	-0.0342699226	0.0769015206	0.0839387404	-0.0114837826	-0.0196113967	0.0378710478	0.0143215791	-0.0599089726	-0.1407558199	-0.1486708119	-0.0334968575	0.0378049618	0.0096968062	-0.0478903515	0.0390886477	0.0419499105	0.117523027	-0.0303478862	0.1448526597	-0.0346757624	-0.0444285556	0.1124411297	0.016482882	-0.0718728921	-0.0876423248	0.0677403315	-0.0202019233	0.0112987202	-0.1081109966	-0.0898856988	-0.0120089841	-0.1966226233	0.1539922088	0.0047615414	-0.1407776991	0.1364072432	-0.1494097979	0.0335369658	0.0173670844	-0.0185387251	-0.0147674596	0.0428609627	-0.0415145929	0.0690496445	0.1143589608	-0.0509346989	0.0025679571	0.0061217994	0.011605696	0.1145547726	0.1140958982	0.1133324686	0.000163605	0.0001636050957812	2.6766596025e-08	2.6766627365575626e-08	-0.0708829	-0.0231728	0.00502438551241	0.00053697865984	-0.158955	-3.800000000001025e-05	1.4440000000007788e-09	0.025266692025	-0.0017505	-8.178000000000005e-05	3.06425025e-06	6.687968400000007e-09	0.000593321	0.000593321	3.52029809041e-07	3.52029809041e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
833.2139074205513	-2.989770915957933	8.93873012990794	694245.4155190231	969.3855378859682	-0.8364538454161448	0.6996550355114558	939708.321062468	791.3404346565295	-0.9913353919520204	0.982745859336666	626219.6835223851	816.1777593043431	663.0359540483107	1.129463	29.443007	0.121636445	0.0591624	-0.1344800427	0.029057539	0.055299634	-0.0328119566	0.0357301118	0.1346671121	-0.0718658637	0.0951756513	0.1208462515	0.1414469988	-0.1495544773	0.047679965	0.0124831443	-0.0850815806	-0.105793791	0.0658619641	0.0480991008	0.0120604405	-0.1109751726	0.1239769762	0.077713784	0.1139903456	0.0171122633	-0.0251246861	0.0127807941	0.0935269984	0.0672537753	-0.0348243722	0.022828765	0.0647925001	-0.1082054917	-0.0680209386	0.0262735124	0.0248877274	0.0044979846	0.0701141458	0.0447802037	-0.1101517207	-0.1028083641	-0.0136602685	0.1117357107	-0.0808810523	0.0147114859	0.0355651899	-0.0691720296	-0.0205988212	0.129798082	0.0328557063	0.1704026525	-0.0119574832	-0.0238561987	-0.0574175522	-0.0005805143	0.0535346577	0.1749437463	0.0280941294	-0.0308877603	0.1017467102	-0.034460785	-0.0652633156	0.0796401818	-0.1075913058	-0.159070251	0.0324296326	-0.0240091859	0.0461757528	0.0692257682	0.0627432348	0.0809216657	-0.0389397379	-0.0557169913	-0.1462034146	0.0232870384	0.0090513617	0.0514134349	-0.0964690366	0.0832761921	-0.001998802	-0.0810796393	-0.0416159568	-0.0388011574	0.108363661	0.0562457424	-0.0151813974	-0.0226423318	-0.0680553207	0.1815239176	0.0876667994	0.0695605004	-0.1268320196	-0.0037011388	0.077053794	0.0503193496	-0.028914012	-0.0623906129	0.0019046104	0.0269746001	0.0181074625	0.0485095514	0.0791254117	0.0589098044	0.0364080516	-0.0594658931	-0.0750205105	-0.0870595674	-0.0506414806	0.1526634262	-0.0060864183	-0.1319080899	0.0929861238	-0.1302749616	0.0631695336	-0.0216867302	-0.1096787236	0.1144078661	0.1135094328	0.1120172664	0.0118586	0.011694995	0.00014062639396	0.00013677290805	-0.036996	0.0338869	0.001368704016	0.0011483219916099	-0.126742	0.032213	0.001037677369	0.0160635345639999	-0.00203401	-0.00028351	4.1371966801000005e-06	8.037792010000004e-08	-0.0	-0.000593321	3.52029809041e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
831.5434448961114	-1.6704625244399267	2.790445045558213	691464.5007496922	965.822088464996	-3.5634494209722334	12.698171775827346	932812.3065668866	790.2789641255969	-1.0614705309326382	1.126719688038417	624540.8411394265	814.0605900943392	630.2937108258903	1.143225	29.801765	0.09958826	0.0484785	-0.0439908709	-0.0324690626	-0.1220699232	-0.0212491477	0.0772283182	0.0226207816	-0.0117564564	0.0883159835	-0.0968165386	0.0020769769	0.0155234534	0.0676566362	0.0184262666	-0.1146873078	-0.1932577398	-0.0242734757	0.044568352	-0.0281170422	-0.0087798783	0.052085029	-0.0308251497	-0.0259271882	0.0200006812	0.0007830765	-0.0374837438	-0.0200596069	0.0763542963	0.008181728	0.0277346091	-0.0541826856	0.1065719275	-0.0370269441	0.1461989575	-0.0416595448	0.001348056	0.0646734544	0.0260308629	-0.0482140625	-0.0308271511	-0.2435867015	-0.1188722719	0.114047709	-0.0017444757	-0.0060892899	0.124505315	0.1412851273	-0.0885371163	-0.0065014726	0.1227884889	0.0510522845	0.0253285419	-0.0960899716	-0.0408757166	0.0179414216	0.0153015835	0.0969148149	0.0134108774	0.0091638323	0.1309016047	0.0219473118	-0.0274388618	-0.036806063	0.0078103983	0.0304568511	-0.098506553	-0.0248498384	0.1159519158	-0.0458135643	0.0005514251	0.0219064289	-0.0451284355	0.0770139338	-0.0062292648	-0.1148119077	-0.0522123251	-0.0115551601	-0.0510454831	0.1018757371	0.0569214128	-0.1327096149	0.0736618816	0.0384251509	-0.0364096445	-0.0956883868	0.0135537202	-0.1594603862	-0.2059869641	-0.0656457981	0.1387755056	-0.0970738288	-0.0001861874	0.0475292118	-0.026754286	0.0350259891	-0.0743521125	-0.0057115654	0.1279063202	0.0462385031	0.0798961535	0.0314305205	0.0509008122	0.1857955533	0.0124149322	0.1280717329	-0.138913826	-0.0190865079	-0.0250671742	-0.0917249166	0.0825951743	-0.0716264866	0.0261385733	0.0326279193	0.0488825141	0.0392560158	0.1142120884	0.1127290384	0.1102715368	0.00740854	-0.00445006	5.48864649316e-05	1.9803034003600005e-05	-0.0184833	0.0185127	0.00034163237889	0.00034272006129	-0.08608	0.0406619999999999	0.0016533982439999	0.0074097664	-0.00170938	0.00032463	2.9219799844e-06	1.0538463690000014e-07	0.000102426	0.000102426	1.0491085476e-08	1.0491085476e-08	0.000292214	0.000292214	8.5389021796e-08	8.5389021796e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
832.2907681483334	0.7473232522220314	0.558492043311714	692707.922744943	965.658452305252	-0.1636361597439872	0.0267767927757597	932496.2465085748	790.3103064027518	0.0313422771549767	0.0009823383372593	624590.3804064115	814.576417021079	616.6012814399062	1.155418	30.119602	0.07413431	0.0487853	0.0244463087	-0.0182692673	0.118568967	0.0689645706	-0.0043376137	0.0065978913	-0.0125736604	0.1106168288	-0.0541869061	-0.0370544733	-0.0216170497	-0.0003301986	-0.0578828473	0.1553927544	0.0891702406	-0.0580728847	0.0593912984	0.0075165947	-0.0716762689	0.0001394344	0.1385294823	0.1088005248	0.072112228	-0.0047036943	-0.0509057425	-0.011786915	0.0726823788	0.0069025237	0.0075875993	0.0141293119	-0.1588583846	-0.0758327054	0.0211533113	-0.0122389363	0.0132499056	-0.0177631696	-0.1009665906	-0.082878208	-0.0978361793	-0.0758806529	-0.0774571012	-0.0228847476	0.057209885	-0.1149516831	-0.0483843437	-0.0250652824	-0.1693110092	-0.006565022	-0.12368215	0.0600357689	-0.0105852563	0.0918311173	0.0286783009	-0.0188839775	-0.0740069302	0.0058728338	0.0572657017	0.0314139743	-0.0188540795	0.0657951473	0.0198600992	-0.0966625843	-0.1038972208	-0.0723331525	0.0293792597	0.0958500248	-0.0860359072	0.024276947	-0.0192448307	0.0039193367	-0.0533024049	0.0091328891	0.0552336026	-0.0497173268	0.023635083	-0.0327284026	0.0283337425	-0.0353032412	-0.2009445172	0.041299331	-0.0493583468	-0.0073640803	0.0459467178	-0.0185771871	0.0025387701	-0.137863179	-0.074293721	-0.1538202046	0.025017183	0.0999203778	-0.0131007497	-0.008498861	-0.0055452592	-0.0007189216	-0.0335593944	-0.008412251	-0.0396151555	-0.0232203036	-0.0367584821	-0.1145668684	0.0216474802	0.0468691282	0.0611145399	0.0054504695	-0.0122361106	-0.1890646037	0.0639415839	0.1208758781	-0.0987432146	-0.0011758171	-0.0956338272	-0.0707553046	0.0519310997	0.0986053675	0.1139675232	0.1117560484	0.1081019891	0.0119173	0.00450876	0.00014202203929	2.0328916737600005e-05	-0.0633325	-0.0448492	0.00401100555625	0.00201145074064	-0.103151	-0.017071	0.000291419041	0.010640128801	-0.00159937	0.00011001	2.5579843969e-06	1.2102200100000002e-08	0.000127461	2.5034999999999997e-05	6.267512249999996e-10	1.6246306520999997e-08	0.000273152	-1.906200000000003e-05	7.461201510399998e-08	3.6335984400000105e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
830.4354397123949	-1.855328435938532	3.4422436052021177	689623.0195303187	966.3808535951628	0.7224012899107493	0.5218636236647144	933891.9541953154	790.2790320640589	-0.0312743386929241	0.0009780842606797	624540.9485201059	815.1847701638038	635.3794781857853	1.10447	28.791494	0.14413149	0.0852001	-0.025704313	-0.0128456458	0.0376491036	-0.1695452243	0.0315802657	-0.009788042	-0.0248537762	0.0267339492	0.0261027636	0.0172830283	-0.1281861701	0.0446825175	0.0045131579	-0.122114015	-0.0253714315	0.0549844493	0.0414363284	-0.1179110772	-0.0618332866	-0.0981973998	-0.0315943199	-0.0340319175	0.1406589167	0.0217018728	-0.0554643816	0.0870665779	0.0204948722	0.0131847158	0.0430270476	0.08809356	-0.1182304182	0.0809600982	0.0545842023	0.0312402567	-0.0770026624	0.1160731052	-0.008746329	0.0042213211	0.0233335883	-0.0161785427	0.1174716311	-0.1629277643	0.079376375	-0.0403879135	0.0695850819	0.0613907433	-0.0420402642	0.0511359855	0.1123401837	0.0831961373	0.0415079139	-0.0277361756	0.0348825482	0.110933096	-0.1417884674	-0.003730196	-0.0605535793	0.0456628436	0.0148651733	0.1910420385	-0.2043039542	0.0973208091	0.1452482302	-0.1514488313	0.0783877896	0.0484382161	0.0351396701	0.0648927614	-0.0233475802	0.0011403167	-0.05778853	-0.0694563204	0.0117512262	0.0406814336	0.0599756011	-0.0754038282	0.009298958	0.0362515839	0.0955143483	-0.0070182638	0.0107270511	-0.0121731826	0.0620134451	-0.1231899344	0.1499624536	-0.0792593159	0.1191787282	0.0820816426	0.1446305896	0.0348947731	-0.0221465077	0.0716650534	0.2113939684	-0.0362963974	-0.1319342879	-0.0556142065	0.071939262	0.0303551533	0.002527617	-0.0927093119	-0.0802344955	0.0417990647	0.113418102	-0.0594004261	-0.0669169458	-0.0961034293	-0.0215908282	0.0487852762	0.1232037935	-0.1324522405	0.0340200569	0.0811909175	0.0520365869	0.0024007867	0.1136742748	0.110592125	0.105516962	0.00677875	-0.00513855	4.59514515625e-05	2.6404696102500003e-05	0.00693349	0.07026599	4.8073283580099993e-05	0.0049373093506801	-0.0552598	0.0478912	0.00229356703744	0.0030536454960399	-0.00139765	0.0002017199999999	1.9534255225e-06	4.0690958399999944e-08	-2.76679e-23	-0.000127461	1.6246306520999997e-08	7.655126904100001e-46	0.000360686	8.7534e-05	1.30094390596e-07	7.662201156e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
829.1504585667656	-1.284981145629331	1.651176544622868	687490.4829414777	962.4003064847052	-3.980547110457565	15.844755298572066	926214.3499218544	789.589207566646	-0.6898244974129284	0.4758578372309993	623451.1167057239	814.0636067917225	602.2267262927029	1.185194	30.895809	0.0578135910999999	0.0303761	0.0686722811	-0.0774725569	-0.1189455364	0.0255321354	0.0699657633	-0.006914508	0.0425932756	0.082823039	-0.0883195256	-0.0699915612	0.0306509731	-0.0445632249	-0.078672358	-0.1526010026	-0.0410875806	-0.1079642468	-0.0086629508	0.0593038825	-0.0615043628	0.0308831136	0.0038447854	-0.0135670366	-0.1031415825	0.031338377	-0.0844504842	-0.0797424616	0.0891930053	0.0766405721	0.0053531517	1.66054e-05	0.156188432	-0.0341317238	-0.0728111291	0.0228091694	0.0330022366	-0.0248893898	0.0098818632	-0.0104618506	0.0717777252	-0.0303819455	-0.1045051307	-0.1374181319	0.0641013667	-0.1005165636	0.0699381253	0.0469589753	-0.1358180412	0.0261931226	-0.0304850303	0.0211414354	-0.0481253462	0.0377343179	0.0462795941	-0.0857389261	0.0094820808	-0.0060712086	-0.0107672548	-0.0254317033	-0.1005172874	-0.1983077558	0.0682951032	0.037716985	0.0932828345	0.1052382164	-0.0072270332	-0.1806797672	0.0053779344	-0.0530176138	-0.0197174381	0.0280012617	-0.0672255375	0.0937323669	0.00797723	-0.154753524	-0.011025877	0.0003210821	-0.0465277643	-0.0403250459	0.0792080402	0.0151966568	0.1351190915	0.0925116891	-0.0198679846	0.1121000637	0.0534561711	-0.051638269	-0.1309598194	0.0086509564	-0.0574724132	0.0652682771	0.0224586653	0.1079709832	0.0533301237	0.0054379027	-0.0450472112	-0.0106570028	-0.0842505174	0.003227961	-0.0210104363	-0.0655882695	0.0631795769	0.0004187189	0.0609444675	-0.0371958952	0.2781052947	0.0416581223	-0.0965446569	-0.0214746833	-0.1651329654	0.026315543	0.0786281565	0.0305323603	0.0104735219	0.0762865144	0.1133324686	0.1092392569	0.1025263906	-1.35511e-05	-0.0067923011	1.8363231121e-10	4.613535423306121e-05	-0.013353	-0.02028649	0.000178302609	0.0004115416765201	-0.0464562	0.0088035999999999	7.750337295999991e-05	0.00215817851844	-0.00175661	-0.0003589599999999	3.0856786921e-06	1.2885228159999998e-07	1.05879e-22	1.335469e-22	1.7834774499610002e-44	1.1210362640999999e-44	0.000281022	-7.966399999999996e-05	7.897336448400001e-08	6.346352895999994e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
830.3922908394801	1.2418322727145323	1.5421473935553407	689551.3566856397	962.5775961006888	0.1772896159835681	0.031431607935601	926555.6285149808	790.6228006819877	1.0335931153416595	1.0683147280816772	625084.41295823	815.1024553976466	604.6121685126134	1.122931	29.272734	0.0434115811	0.0257362	0.0853392571	-0.0625942788	0.1198388052	0.0079447186	-0.0639249643	0.0798377635	0.0280164644	0.1019495935	0.1113935289	-0.0703795136	-0.0930970798	0.0781228851	0.0079579566	0.0068557429	0.1106846505	0.0222210906	0.0235119106	0.0342492136	-0.0007876575	0.079576011	0.0563845221	0.122304346	0.0696646181	0.0090092192	0.0341893706	0.0790025347	0.0139091098	-0.0807771215	-0.0792023441	0.044200502	0.0166014071	-0.1445467303	-0.0148801969	0.074038343	-0.0852456098	-0.0994083408	0.0457022523	-0.1041185625	-0.0144133856	-0.0064168568	0.0287299004	-0.0979424794	0.0696795516	0.0801968383	-0.1301598184	-0.0325761041	0.0863663988	-0.0794528771	-0.0320915416	0.0279476513	-0.071865003	0.0691426553	0.0914272081	-0.0641309858	-0.1860892095	0.0311820164	-0.0897181322	0.0139903931	-0.116831168	0.0008994794	0.1624511669	-0.0315697967	-0.0617792474	0.064606519	0.1275869136	-0.1129300664	-0.0460044223	0.0916988689	-0.1000323336	0.0129366573	-0.0061157371	-0.115027518	0.0080305833	0.0278667258	0.0503246733	-0.0267739696	-0.0919753734	-0.1170252533	-0.1726837347	-0.016015656	0.0294107198	0.1189059691	-0.042996597	0.0269716309	-0.0331283416	-0.0463806256	0.0227990703	0.0596584441	-0.0681729745	0.0435216291	-0.0024987768	-0.0044901917	0.0838296302	0.1146107695	0.1082227785	0.0491982094	-0.0872839723	-0.0581880341	0.0185524587	0.063677264	-0.0880344832	-0.0105683627	-0.0487578331	-0.1123599252	0.0305462127	-0.0766151629	0.0874734742	-0.0138218642	-0.0494961814	0.1330694514	-0.0057346718	0.0620431331	-0.0978521605	0.1877506134	0.1129422506	0.1076997553	0.099141769	0.0125498	0.0125633511	0.00015749748004	0.0001578377908618	-0.0202288	-0.0068758	0.00040920434944	4.727662564000002e-05	-0.0465053	-4.909999999999637e-05	2.4108099999996434e-09	0.00216274292809	-0.00134353	0.00041308	1.8050728609e-06	1.706350864000001e-07	6.53866e-05	6.53866e-05	4.27540745956e-09	4.27540745956e-09	0.000281022	0.0	7.897336448400001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
829.9736311227316	-0.4186597167484933	0.1752759584279286	688856.2283590521	965.7106023486332	3.1330062479444223	9.815728149658788	932596.96748856	790.1388070784058	-0.4839936035818937	0.2342498083081872	624319.3344512861	815.1225525506364	615.4951436599592	1.052972	27.449034	0.1663334	0.080626	0.0381342726	-0.0388037108	0.0067151773	-0.1644720321	0.0032244483	-0.0270148183	-0.0008984972	0.013543776	0.0556452744	-0.0783007919	-0.102281905	0.0339512259	0.037658397	-0.0662372511	0.0230743052	0.0240237576	0.0183028726	0.0224677914	0.0877103494	-0.0568300138	0.0997869403	-0.0972464838	0.0535364034	0.0003365045	-0.0248292787	0.0220235652	-0.0327591079	0.0432014622	-0.0685597052	-0.0096898893	-0.0719898704	0.1609166466	-0.0145078419	0.0910530331	-0.0562405879	0.0614598996	-0.0889681961	-0.2252643175	0.0605891025	-0.0724318982	0.0765600132	0.0209917093	0.0330992495	0.254144601	-0.0232415064	0.0284534715	-0.0373742231	0.0400380321	-0.1185968121	0.0218388514	-0.0128882954	-0.0257429464	0.1336412093	-0.0151082851	0.1605385482	-0.1158482766	-0.0349406926	0.0330435647	0.0239988861	-0.0736271813	-0.0593363884	0.0650146373	0.1337996341	-0.0043953031	-0.054999875	-0.0103010303	-0.1048676353	0.145949428	0.0303810848	-0.0144698454	-0.0108800371	-0.060897795	0.027890246	0.046052966	0.0725036158	0.0007607582	-0.0120787387	0.0568820452	0.079872054	0.1278768206	-0.0207790668	0.0825877452	0.0036539605	0.0045958296	0.1079665753	-0.2304545498	0.0208145421	0.0654349239	0.037645265	-0.0193785404	-0.1046495354	-0.1245084785	-0.0194271737	0.0999252867	0.061138551	0.1090224919	-0.076362301	0.0179405254	0.001078785	-0.0327770788	-0.1856689542	-0.0839545967	-0.0896287926	0.040523379	0.0416955508	-0.0730453146	-0.0705350885	-0.0529320692	0.1565648279	0.0420016933	-0.0326173697	-0.0579173674	-0.1171174752	-0.1703021276	0.1125037874	0.1059762505	0.0953761056	0.0244785	0.0119287	0.00059919696225	0.00014229388369	0.02711	0.0473388	0.0007349520999999	0.00224096198544	0.00316067	0.04966597	0.0024667085760408	9.9898348489e-06	-0.0017085	-0.00036497	2.91897225e-06	1.3320310090000006e-07	-0.000595589	-0.0006609756	4.368887437953601e-07	3.54726256921e-07	0.000158969	-0.000122053	2.5271142961e-08	1.4896934809000008e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
