global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
710.1055010998612	n/a	n/a	504249.82269228494	853.2129237594924	n/a	727972.2932702213	n/a	671.7192393055648	n/a	451206.7364532466	n/a	695.0037945463761	577.3001624994091	n/a	n/a	n/a	n/a	-0.0669126777	-0.0433731119	-0.0088685785	0.0037337361	-0.0364768221	0.0189604232	-0.1115715913	0.1094748921	-0.0785060831	0.024362189	0.1724705322	-0.1055353744	0.0505374306	-0.1274858814	0.0690055566	-0.1384015043	0.0669172049	-0.0491289724	0.0502774674	-0.0800215422	0.0798652012	-0.1114586657	0.0333423855	-0.033096046	0.0413795795	-0.1324495701	0.1552544213	-0.0138939254	0.0988697383	-0.1036038191	0.0356982022	-0.0601932424	0.0130159981	-0.0025833822	0.0564720574	-0.0118524729	0.0250358224	-0.0010042585	0.1470475094	-0.0373912713	-0.0001304955	-0.0445026246	0.077592485	-0.0224792957	0.003119929	0.0077191967	0.0317760708	-0.128667311	0.1500190473	-0.1235562582	-0.0131691552	0.1207815745	0.0842499054	-0.0220144345	-0.0031397433	0.0243854954	0.0795276175	-0.0520965991	-0.0111669605	-0.1258805294	0.0283686091	-0.0468957651	-0.0582414606	0.0180614303	-0.019130033	0.0306576144	-0.0997291423	0.0044220508	-0.2015184168	0.0526736387	-0.0307082179	-0.0512945904	0.1324515064	-0.017793497	0.013503944	-0.0226620313	0.0213413798	-0.1030712221	0.0052991634	-0.0170533267	0.0473958736	-0.0492231826	0.0924133793	-0.0557809027	0.0727611691	-0.0707440002	0.0515109179	-0.1767959705	-0.1692349222	0.0624093755	-0.0647199447	-0.0220520447	-0.0210348716	0.2081177637	-0.1346717865	-0.1431792319	0.1474766266	0.0952327408	0.0248829802	-0.0416907545	-0.1501675739	0.1807582722	-0.0211608561	-0.0152887826	-0.0274380271	0.1147017419	0.1146833673	0.1146527451	-3.28074e-05	n/a	1.07632549476e-09	n/a	-0.0929872	n/a	0.00864661936384	n/a	-0.0554994	n/a	n/a	0.0030801834003599	0.00286407	n/a	n/a	8.202896964899999e-06	0.00133348	n/a	n/a	1.7781689104e-06	0.0	n/a	n/a	0.0
708.4498608283716	-1.655640271489574	2.7411447085780702	501901.2053077391	848.3708318032104	-4.842091956281934	719733.0682544712	23.445854513090204	671.9469105324639	0.2276712268991332	451512.650574123	0.0518341875577566	694.3894772884591	580.5211077879392	1.05412	19.692343	0.1091112174	0.0633346	-0.0784903429	0.0397118244	-0.0678701136	-0.0338729928	-0.0140022044	0.0594731926	0.0427572351	0.0531592985	-0.0449916858	-0.089087711	0.069074189	0.0795731313	0.1031350979	-0.1345384675	0.0318369385	-0.1156768975	0.0455762349	0.0109637903	0.0362601999	-0.0746151845	-0.0312289939	-0.0312206885	-0.0809446314	-0.0096842634	-0.0094731323	0.092821876	0.0963455794	-0.0088289626	0.0375908848	-0.0067746655	0.030441641	0.0413572848	0.0024867409	-0.1246682407	0.1294777298	-0.0207695333	-0.0771036942	-0.0533948827	-0.0039372334	-0.0910567619	0.0982703444	-0.0322464812	-0.1376468088	0.1098558604	0.0128094727	-0.2208128751	-0.0673738213	-0.0235431382	0.0840759994	-0.07352246	0.0213939852	0.0316258923	-0.0456875006	0.1183113703	-0.0186650281	0.0060102279	0.0356479694	0.0220703224	0.0542424686	-0.0511419317	0.0695719185	-0.0185106027	-0.0041903094	-0.0306371293	-0.0580040872	-0.0181930512	-0.0297496424	-0.0129892166	-0.2081677982	-0.0191842358	-0.0246809616	0.0144911723	0.0976563729	-0.008561018	0.0632221415	-0.0151585754	0.00207016	0.0295942651	-0.0943484824	0.0187875642	0.069667118	-0.0129011056	-0.0333170223	0.0293302239	0.0976840143	0.0900513783	0.1512603005	-0.0155989112	-0.0079677958	0.0931288549	-0.0162287817	-0.1553842022	-0.0080168762	0.0240646609	-0.1263708511	0.0938028963	-0.0646628887	-0.039510508	-0.0384423832	0.031178418	0.0044178695	-0.0037347246	-0.1278711835	-0.1186707696	-0.0824875795	0.1146527451	0.1144874327	0.1142120884	0.00639101	0.0064238174	4.08450088201e-05	4.126542998854276e-05	-0.0598342	0.033153	0.00358013148964	0.001099121409	-0.0575413	-0.0020418999999999	4.169355609999997e-06	0.00331100120569	0.00293903	7.496000000000022e-05	5.6190016000000325e-09	8.6378973409e-06	0.000316335	-0.001017145	1.034583951025e-06	1.00067832225e-07	0.000257745	0.000257745	6.6432485025e-08	6.6432485025e-08
708.67031551044	0.2204546820684072	0.0486002668458825	502213.6160856666	846.2391722795361	-2.1316595236743296	716120.7367003544	4.54397232487147	670.6774896105914	-1.2694209218725518	449808.2950703649	1.6114294768877593	693.5706056229103	578.3281844184081	0.977055	18.25267	0.160515705	0.0986068	-0.0776028092	0.0672606382	-0.007651742	-0.0216161817	-0.0121576625	0.1081056384	0.0796285001	0.1713209851	0.104248674	0.1338006331	0.0084150648	-0.0072008609	0.1923338697	-0.1012012779	0.0702023181	0.1053819184	0.0196916022	-0.1375917986	0.0232171168	-0.1544665301	-0.0015066425	-0.1000833817	-0.028476509	-0.0135918343	0.0730860704	0.0074811176	-0.0678256345	0.1062251123	-0.1037735259	0.0133293575	-0.0363705431	0.0593826258	0.0306955523	-0.0780512489	-0.0639463103	-0.0377184445	-0.0175282707	0.0650447398	-0.0307241898	-0.1579361389	-0.1133509681	0.0403008383	-0.0802508042	-0.0422717648	-0.0648436283	-0.0380893819	-0.1342262821	-0.1622059911	0.0538491695	-0.1134983362	-0.115594559	-0.1088599132	0.0140320582	-0.0140044869	0.0659200329	0.0164929809	0.0060434512	-0.0366047458	0.0729326326	-0.0426057163	-0.0586281071	-0.0514296248	-0.0753024267	-0.0963834597	0.0041344935	-0.1333524394	-0.0626765647	-0.0015724554	-0.1984903881	-0.1409970256	-0.0634093724	-0.0610456458	0.0375161306	0.0191898953	-0.011860884	0.1450324577	0.0268488583	-0.0790582919	-0.0520578115	0.0006654008	-0.0407350071	0.0634484636	0.2055117545	0.0336089927	-0.02117215	0.1018971301	-0.0114525375	0.125464524	0.0802829489	0.0922781111	0.0043786121	0.0869480483	-0.0358130171	-0.0099867281	0.0156303606	-0.1135512957	-0.0263509289	0.0268449963	0.0682528754	0.0432900304	-0.0871901928	-0.2065907128	-0.049244133	0.0007679722	0.1121322371	0.1145547726	0.1140958982	0.1133324686	0.013211	0.00681999	0.000174530521	4.651226360010001e-05	-0.0429519	0.0168822999999999	0.00184486571361	0.0002850120532899	-0.135129	-0.0775877	0.00601985119129	0.018259846641	0.00380131	0.00086228	7.435267983999999e-07	1.44499577161e-05	0.00043122	0.000114885	1.3198563225e-08	1.859506884e-07	5.03957e-05	-0.0002073492999999	4.299373221048999e-08	2.5397265784900003e-09
710.3435415464775	1.6732260360374769	2.7996853676736877	504587.94701679214	844.1396429266325	-2.099529352903573	712571.7367603027	4.408023503703697	670.2413590531171	-0.4361305574742573	449223.4793853694	0.1902098631628064	692.2472351252453	581.1187631265385	0.974956	18.213459	0.1288867149999999	0.060636	-0.0494719368	0.0693685771	0.0263492731	-0.0947047398	-0.0493694021	0.0447178988	0.0041548469	0.0711235979	0.0965605806	0.0555245549	0.1209225474	0.2101527583	0.0513916398	-0.0867796138	-0.0042228365	-0.0778746004	-0.0419093404	-0.0248375192	0.0589671346	0.0021008711	0.1073790273	-0.0289804615	0.0081593025	-0.0822561411	-0.0048806784	0.1040332312	0.0508848553	0.1716094856	0.040633516	-0.0745615101	0.075525593	0.0874221069	-0.0532307759	0.0601071926	-0.0328806569	-0.0726445591	0.0720355054	0.0522672081	0.0836026845	0.0933573158	0.0750254383	-0.1168086885	0.0785352887	0.0229387062	-0.0221269154	-0.0322921734	0.2186073315	0.001387428	-0.1625387515	-0.036663965	-0.0778152778	-0.0730638397	-0.1408872424	0.0355800931	-0.0123699928	0.0799945561	-0.0271893159	-0.1203228107	0.0196615986	-0.0497465541	0.0447453589	0.0564697926	-0.0495181427	-0.0309959594	0.0268917473	0.0146574931	-0.1520630029	-0.0552737433	-0.1046436095	0.1874509045	0.0069073123	0.064518096	0.1015722775	0.1256680014	-0.0033424519	-0.0670487622	0.0021887566	0.0510167711	0.0630820093	-0.2328864635	-0.0306406336	0.0712918875	-0.0488799766	-0.0139497108	-0.0468677979	0.0058919383	-0.0133915943	0.1502154552	0.1302030703	-0.0232741283	-0.1926469239	0.1153219176	-0.0724762853	0.0124309096	0.0239820005	-0.0058952292	0.1540072901	0.07809113	0.0652619933	0.0959329577	-0.0376220367	0.026653008	0.0308276638	-0.0713838646	0.0030890001	0.1144078661	0.1135094328	0.1120172664	0.0270673	0.0138562999999999	0.0007326387292899	0.0001919970496899	-0.0812602999999999	-0.0383083999999998	0.0066032363560899	0.0014675335105599	-0.0980095	0.0371195	0.00137785728025	0.00960586209025	0.00402907	0.00022776	5.187461760000002e-08	1.62334050649e-05	0.000591526	0.0001603059999999	2.5698013635999996e-08	3.49903008676e-07	0.00045438	0.0004039843	1.6320331464649005e-07	2.064611844e-07
710.4806341691185	0.1370926226410347	0.0187943871825971	504782.7315293528	847.4272363866967	3.2875934600641585	718132.9209699943	10.808270758656626	670.0853734963092	-0.1559855568078774	449014.4077736882	0.0243314939326635	692.0673754944672	587.7947287258651	1.035552	19.34548	0.1730970999999999	0.113616	-0.0272185462	0.0708349412	0.0258957899	-0.0834136987	0.0183837077	0.0964764999	-0.0098666237	-0.0512427258	0.1081747858	0.1162849566	0.039043977	-0.016457476	0.0597743302	-0.0436079445	-0.0442749745	0.0314565031	-0.0837730601	0.0733609373	0.0933738797	-0.0388665389	0.0678920438	-0.0693912195	0.0655963321	-0.0893870658	-0.0731489506	0.1228766494	-0.1075599751	-0.0333296992	0.1218278411	0.0391227163	-0.012518999	-0.0239428287	0.0220136501	-0.0325402724	0.0282492252	0.0137965092	-0.0337712986	-0.0182447616	0.0532391361	-0.0955856732	-0.0413456317	0.0544115286	0.1107881543	-0.06743311	0.0136569136	0.088033933	-0.0202053128	0.0180691058	-0.1075106121	0.1144552708	0.0421041531	0.1214559666	-0.0015163981	0.0671553382	0.0471983515	-0.0888840736	0.0247180146	-0.1421913047	0.0132281336	-0.0890598231	-0.0330424862	0.0948109004	0.0207394293	-0.0651346066	0.0036242046	0.0731856636	-0.0802028342	-0.0416804348	0.0162710036	0.0936394445	0.1243016192	-0.2644916913	-0.0731614776	-0.0028500918	0.0384183725	-0.0300447797	0.0655268579	-0.0023545175	0.0789832049	0.06058143	0.025837889	-0.025217246	-0.0751869873	0.0073528241	0.0310215596	-0.033244156	0.0187729937	-0.0536737085	0.1420795923	-0.0903878926	-0.0390979088	-0.0228231054	-0.0942213258	-0.0783351971	-0.1796313132	-0.0547421132	-0.1256009179	-0.0401884487	-0.0747059204	0.0504186381	-0.0801517311	0.0180613631	-0.0108121636	-0.0405976171	-0.1112492668	0.1142120884	0.1127290384	0.1102715368	0.0270554	-1.1899999999998715e-05	0.00073199466916	1.4160999999996946e-10	-0.0787951	0.0024651999999998	0.00620866778401	6.0772110399994565e-06	-0.0307535	0.067256	0.004523369536	0.00094577776225	0.00251661	-0.00151246	2.2875352516000006e-06	6.333325892099999e-06	0.000218457	-0.0003730689999999	1.3918047876099996e-07	4.7723460849e-08	0.000272629	-0.000181751	3.3033426001000014e-08	7.432657164099998e-08
709.9424480321668	-0.5381861369517082	0.2896443180070028	504018.2795179058	851.9842402391167	4.557003852420053	725877.145615825	20.766284110971203	669.3730633829614	-0.7123101133478258	448060.2979826901	0.5073856975775924	692.6872619596843	586.0143065160669	1.14205	21.334991	0.12028654	0.0623297	-0.0275742349	-0.0548096297	0.0387012337	0.0022937584	0.0824721435	0.1145452914	-0.0037846508	0.1089224304	0.0197917007	-0.0337090455	-0.0010833405	-0.0519942921	-0.0150901072	-0.0073979712	-0.0295775322	-0.096684302	-0.0763682746	-0.0254855516	0.0692507388	-0.056930696	0.0193551782	-0.0774072819	-0.0042400178	0.0335481822	0.1110777597	-0.0237010492	0.0760892846	-0.0669617778	0.0124550191	0.0038290282	0.0044501422	-0.0257300844	-0.0677564294	0.1373755215	-0.043389841	0.1181186408	0.0905795353	0.1306501605	0.0518279534	0.0736458363	0.015330639	0.0032846238	0.1092692221	-0.0012323412	0.0033594307	0.0715335726	0.0258435914	0.0709738569	-0.1250297508	0.1738723919	-0.0005040446	0.0239479129	0.0067047107	-0.0565624881	-0.0338433231	-0.2105170373	0.1322239568	-0.0043157774	0.0388706945	-0.1323681825	-0.0027136252	0.0060212271	-0.0092564243	-0.1492874048	0.0340244843	-0.1452338724	0.0112924106	-0.1032208385	0.002567485	-0.0357493724	0.0834926144	-0.0152538722	0.0626844012	-0.0353577229	0.0188664708	-0.129805194	0.0919346334	0.0400819353	0.0464591848	0.0005310557	0.0059400984	0.0685243447	-0.1503991479	0.1391365959	0.0164575308	-0.0313864689	-0.0145309023	0.095124635	-0.1012508331	-0.1427524345	0.0376783001	0.072162041	0.0469633939	0.0193767598	-0.0158526394	-0.0183178033	0.0356167629	0.010149548	0.060893723	-0.06457264	-0.1445366776	-0.0252929992	-0.0172846759	-0.111755834	-0.0800690026	0.1139675232	0.1117560484	0.1081019891	0.0271048	4.9399999999998057e-05	0.0007346701830399	2.440359999999808e-09	-0.0506346	0.0281605	0.00256386271716	0.00079301376025	-0.0701543	-0.0394008	0.0015524230406399	0.00492162580849	0.00305731	0.0005407	2.923564900000003e-07	9.3471444361e-06	0.000444904	0.0002264469999999	5.1278243808999996e-08	1.9793956921600003e-07	-1.37408e-05	-0.0002863697999999	8.200766235204e-08	1.8880958464e-10
710.317079259302	0.3746312271351826	0.1403485563448127	504550.3530874655	846.5776673896623	-5.406572849454392	716693.7469229217	29.231029976457386	671.5037378919955	2.130674509034065	450917.27000292175	4.539773863447556	694.3146596459042	575.8480078914773	1.133475	21.174805	0.11115587	0.0763020999999999	-0.0521875931	0.0478981553	0.0406247196	-0.029443886	0.0179957421	0.1463868218	-0.0052553061	0.0895175246	-0.1475692446	0.153613454	0.0587712541	-0.0722118921	0.0863279666	0.0004079556	-0.115960881	0.1180243169	0.0057377786	0.0275762471	0.1695593068	-0.0230068739	-0.0761559775	-0.1207122564	-0.1227180996	-0.0012494124	0.1739028384	0.047030816	-0.1788754978	-0.0620886153	0.1004736152	-0.0614609038	0.0198608912	0.1084541068	0.0617828211	0.1653365279	-0.0443105533	-0.0653582933	0.0446119758	-0.1237359627	-0.0625484628	0.0286792123	0.0886195645	0.0158356014	0.0959848471	0.0616101352	-0.054681338	0.0396738942	-0.0011473675	0.0300197325	0.1888501382	-0.1022828038	0.0288967584	-0.0549825616	0.0651215663	-0.0128728807	0.03481407	-0.2223664241	0.0139130846	0.0328793641	-0.0300613628	0.0745222963	0.0599675814	-0.0182376055	-0.0117596588	-0.1744836479	0.0815089992	-0.1023842907	-0.202010842	0.096598644	-0.0016208267	-0.0326157652	-0.0859034125	-0.0621864489	-0.2032608013	0.1618949601	0.1310410298	-0.003389263	-0.0369744748	0.084404545	-0.0646929348	0.0585002055	-0.070864424	-0.0169745846	0.0036812087	0.3013576889	0.0839328727	-0.1263859486	-0.028535819	0.1702952259	-0.0549052685	0.0999667364	0.1111773326	0.0310168518	-0.0658729193	0.1843139273	0.0836999779	0.0760868919	-0.1393674276	0.0698938468	-0.0095480074	-0.0386242863	0.1024033643	0.0830535289	-0.0771884103	0.0571884074	-0.0179825523	0.1136742748	0.110592125	0.105516962	0.0271472	4.240000000000146e-05	0.00073697046784	1.797760000000124e-09	-0.0788567	-0.0282221	0.00621837913489	0.00079648692841	-0.142191	-0.0720367	0.00518928614689	0.020218280481	0.0028803	-0.00017701	3.1332540100000014e-08	8.29612809e-06	0.000484658	3.9754000000000026e-05	1.580380516000002e-09	2.3489337696400002e-07	-1.40702e-05	-3.293999999999989e-07	1.085043599999993e-13	1.9797052803999998e-10
712.1331850700893	1.816105810787349	3.298240315975573	507133.6732780701	848.5781197611258	2.000452371463439	720084.8253373276	4.001809690493696	671.2997567792466	-0.2039811127488064	450643.3634518757	0.0416082943582413	693.3742960203917	584.0529874191355	1.090947	20.380322	0.11720038	0.0661661	-0.0308687873	0.0135840184	0.0706933249	-0.0786363124	-0.0132614735	0.0979922274	-0.0791178075	-0.1152169206	-0.159877674	0.1296012911	-0.0007594864	-0.0485365952	0.0290272632	0.0065681973	0.0009266057	-0.0694146277	-0.0087558313	0.0589793627	0.1610600157	0.0029467482	0.1481048693	-0.0869605589	-0.02208359	-0.0045762376	-0.1318230848	-0.0085329617	0.0977383134	-0.0392332714	0.0704954158	0.1032650864	-0.1408311294	-0.0226636479	-0.0879615584	0.0843524216	-0.0026957732	-0.1628097552	-0.057596553	0.0221018985	-0.0439576867	-0.0237328677	0.0179378142	0.007355092	-0.059828374	-0.033639068	0.0484327826	-0.0580151025	-0.1074328593	0.1518294493	-0.0848132572	-0.006569328	0.0768338047	-0.0723070232	0.0882338109	0.0488473042	0.0807065476	-0.0618036567	-0.0801322886	-0.0226013309	0.0595289006	0.0229458762	-0.0435923918	0.0815280985	0.0553332368	-0.0999250624	0.0858358565	0.0968761871	-0.2300587972	-0.0023989042	-0.0614319002	-0.0537871472	0.0634392122	-0.0275531133	0.0133502911	-0.0470589743	-0.2094811536	-0.0076131038	-0.0968008649	0.036014484	-0.0933733441	0.0953326622	0.0220320662	-0.0642011534	-0.0336875874	-0.0322963865	0.0333239841	-0.1217790188	0.0072367885	0.0421593284	-0.1032839064	-0.0881513674	0.1223951063	-0.007990865	0.0234009405	-0.14584741	-0.0003664258	0.123522947	-0.0498583924	0.0288958323	-0.0457542562	0.0835579289	-0.0786261904	-0.0351950081	0.1466429532	0.0796227286	-0.028178593	0.1133324686	0.1092392569	0.1025263906	0.0271557	8.500000000001562e-06	0.00073743204249	7.225000000002656e-11	-0.0910845	-0.0122277999999999	0.00829638614025	0.0001495190928399	-0.0799058	0.0622852	0.00387944613904	0.00638493687364	0.00338658	0.00050628	2.563194384e-07	1.1468924096400002e-05	0.000777564	0.000292906	8.579392483600002e-08	6.04605774096e-07	4.03214e-05	5.43916e-05	2.9584461505600003e-09	1.62581529796e-09
711.8873622687452	-0.2458228013441612	0.0604288496606909	506783.6165579516	854.1885418880117	5.610422126885965	729638.0650927676	31.47683644185163	671.8818567269401	0.5820999476934503	451425.22939884046	0.3388403491047175	694.3326753378466	590.9229638845952	1.068777	19.966169	0.08882232	0.0440097	0.0094457286	-0.1061758198	0.0595838495	0.0356125641	0.1793713495	0.0674832515	-0.0959867583	-0.0134727276	0.0207308985	-0.0939203417	0.0042064609	0.0530481477	-0.0339839168	0.006852979	0.0338005432	0.010768058	0.0962085171	-0.0222013339	0.0990895355	0.0689640097	-0.0476128367	-0.1045416745	-0.1746755089	-0.0058241605	-0.1409797351	0.0166916027	-0.0043412027	-0.0085156104	-0.0795343127	-0.1469989997	-0.0454511675	-0.0107050755	0.0743072681	-0.172047194	-0.0383137433	-0.0017250268	0.0166619837	0.0116866784	0.0961155806	-0.0623546675	-0.1185163963	-0.0034700909	-0.0001780994	-0.1011535126	-0.0683145959	-0.0617926002	0.0093961985	0.1320761496	0.0551723382	0.0383049892	0.1197618994	0.1605676693	-0.0600231462	0.0338720746	-0.0228736224	0.1019274543	0.0344115774	0.0533099457	-0.0478969719	0.0416618803	0.0159050839	-0.0445666729	0.1035230747	-0.0225471903	0.1545886023	-0.0237163943	0.0442684363	-0.0367074929	-0.0992336333	0.0713932267	-0.0154602577	0.065310653	-0.0152145749	-0.0563243527	-0.0723168648	0.0541238671	-0.010420033	0.2153412122	-0.02822491	0.0928104183	0.0742158579	0.0331558124	0.1200344356	0.0428287131	-0.1142191238	0.0023712483	0.2337329256	-0.194186247	0.125526568	-0.0876571119	-0.1605583779	-0.019077895	-0.036790914	0.0416314698	0.036466385	-0.0014911653	0.0337737035	-0.0604438277	-0.1078192151	-0.0356359503	0.0160224934	0.0727643134	-0.0901645984	0.0606351441	-0.0182504271	0.1129422506	0.1076997553	0.099141769	0.0239497	-0.003206	0.00057358813009	1.0278436000000003e-05	-0.0692636	0.0218209	0.0047974462849599	0.00047615167681	-0.0681716	0.0117342	0.00013769144964	0.00464736704656	0.00281673	-0.00056985	3.247290225000003e-07	7.9339678929e-06	0.000448367	-0.000329197	1.0837066480900001e-07	2.0103296668900006e-07	-0.000101856	-0.0001421774	2.0214413070760002e-08	1.0374644735999998e-08
710.720627998177	-1.166734270568213	1.3612688581183403	505123.81106212304	854.4205453619046	0.2320034738928598	730034.4683365345	0.0538256118983548	671.2750753038981	-0.6067814230419799	450610.2267242541	0.3681836953488502	695.3158088898845	585.6484074962005	0.961704	17.965893	0.02874255	0.0177118	-0.0197173324	-0.1141380489	0.027612266	0.1155011077	0.0454326751	0.0248083531	-0.1532477978	0.0534542951	-0.002385118	0.0253432564	-0.0625977634	-0.0676800229	0.0229777475	-0.0909272627	-0.0150520942	-0.0149037606	0.0714733412	-0.1486318568	0.0498657954	-0.0830560098	0.01193545	0.0584513861	0.0288389095	0.0887504469	-0.1404887621	-0.0073252043	-0.0448561106	-0.0176617681	0.0795429401	-0.0268815619	-0.2079467163	-0.0774453033	0.0823013199	-0.0375437597	0.0470075548	-0.0621566913	-0.0412773448	0.0757738404	0.1104438025	-0.012306796	-0.1771058093	-0.0638962851	-0.0154835486	0.007514424	0.0175076046	0.0402219099	0.0327018308	0.0324482488	0.0397005645	0.0136192566	0.0289859605	-0.0905056667	0.0137141446	0.069549031	-0.0564514723	-0.1448923352	0.0165683883	-0.053781122	-0.006462781	0.077283685	-0.0481292867	-0.1171110603	-0.0317266429	-0.0142366427	0.1422145306	-0.0197834953	-0.0225464456	-0.0340042959	-0.0316967183	-0.058844583	0.1289200924	-0.0505239928	-0.0017318487	-0.0997451045	0.0006359631	0.0228690094	0.1040530043	0.0291588148	-0.1439072034	0.0936651643	-0.0426467391	0.0611249382	0.0632638411	-0.09061804	-0.0544817067	-0.0231113272	-0.1078240012	-0.0197937182	0.000155117	-0.0707866267	-0.0591414397	-0.0615512093	0.1468462046	-0.0665393355	0.0072401323	-0.0392495263	0.0171528162	0.0693755487	0.0013062282	0.2038807826	0.0466659556	0.1319643921	-0.0994979487	0.1494276228	0.0341662624	0.1125037874	0.1059762505	0.0953761056	0.0271198	0.0031700999999999	0.00073548355204	1.0049534009999992e-05	-0.0706139	-0.0013502999999999	0.0049863228732099	1.8233100899999968e-06	-0.0711799	-0.0030083	9.049868890000032e-06	0.00506657816401	0.00248665	-0.0003300799999999	1.0895280639999997e-07	6.1834282225e-06	0.000542564	9.419700000000002e-05	8.873074809000003e-09	2.943756940960001e-07	-0.000101856	0.0	0.0	1.0374644735999998e-08
