global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
791.6563787565833	n/a	n/a	626719.8220259869	815.4022781568434	n/a	n/a	664880.8752233703	781.9817556457003	n/a	n/a	611495.4661627318	775.8794338821936	596.4612038095357	n/a	n/a	n/a	n/a	-0.0087518134	0.1084364264	0.0732199437	-0.2344694354	0.0118380171	-0.1561159149	-0.0779773797	0.1295144803	-0.0823401922	0.1603696398	-0.0576732632	0.0391057154	-0.0202980185	0.2117202078	-0.0647788793	0.025215012	-0.1456030881	-0.1545282097	0.0778570332	-0.0769490371	0.0309445171	-0.0052857491	0.0304185391	-0.0547466431	0.0315948499	0.1040236655	-0.085890412	0.0141211891	-0.0725202155	0.0816033147	-0.0157321121	0.0032035742	-0.1178933895	0.0873839477	-0.0319932353	0.0771052905	-0.059364363	0.1134366112	-0.0947626171	0.0943958129	-0.0363128082	0.0987342163	-0.0134689781	-0.0346548617	0.0665193692	0.0765204876	-0.0852705305	0.0621271957	0.0657444562	0.0705718824	-0.1077446005	0.0859622195	0.1176660524	-0.0805193397	-0.0341514306	0.048202289	0.094721471	0.0888026645	-0.1098166425	-0.0442643188	0.0421869624	0.0345360422	0.1335392403	-0.2192924394	-0.123233919	0.049509689	-0.1265901721	0.0116387957	-0.1327402789	0.0889059835	0.1128648141	-0.0328889987	0.0446387596	-0.0841368116	0.052810095	-0.0423287595	0.0222800707	-0.1134823062	0.0533102378	-0.0519094018	0.1517497602	-0.012544484	0.0050883215	-0.0529052075	0.0410151678	-0.0088755502	0.0816034567	-0.0368657895	0.0063487125	0.0906592198	-0.0598338787	0.1031470282	-0.0865486866	-0.0989947175	0.0770923717	-0.0494855858	-0.1076328412	0.0429140851	0.0250846546	0.0603410871	-0.1412919993	0.0573956332	0.0709518338	-0.1033440474	-0.0076613467	-0.172429508	0.140413518	0.0474165047	-0.0778778393	-0.0438305573	0.1147017419	0.1146833673	0.1146527451	-0.0246893	n/a	n/a	0.00060956153449	-0.0777189999999999	n/a	n/a	0.0060402429609999	-0.11769	n/a	n/a	0.0138509361	0.00565164	n/a	3.1941034689600006e-05	n/a	0.00104387	n/a	n/a	1.0896645768999998e-06	-0.00102648	n/a	n/a	1.0536611904e-06	0.0
790.7420507669592	-0.9143279896240984	0.8359956726100453	625272.9908511363	814.2480903694546	-1.1541877873887645	1.3321494485573713	662999.9526703035	783.3410396144867	1.3592839687863716	1.847652907799629	613623.1843443048	777.4863304679888	604.2804120303591	1.223231	22.048273	0.20633295	0.111314	-0.086534436	0.1980714196	0.0871873336	-0.067396389	-0.0835019436	-0.0077812819	-0.1228812826	0.1659313213	-0.0427462913	-0.0546333496	-0.0132163802	-0.106898351	0.0285920523	0.1300941943	0.0131231974	-0.0577052508	-0.0976266207	-0.0652324869	0.1101786713	0.021054843	0.0453419573	0.0238299605	-0.1171475223	-0.0607423365	0.1198080958	0.0814466287	0.0438329105	-0.117995845	-0.1247086205	0.0350690663	-0.0322188471	-0.1219801568	0.0033149764	0.0994149975	0.0325396248	0.0926019435	-0.0808410175	-0.0913085215	0.0276246112	0.0092129986	-0.0353992069	0.0164459146	0.0666972584	0.0219101564	0.0302272805	0.0026749271	-0.1467396467	0.0376099051	0.0550237448	0.0113049469	-0.0261273582	-0.0413784483	0.1259872762	0.1125707536	0.0395650625	0.002404388	-0.0934772638	-0.1120887844	-0.2891276247	-5.95479e-05	0.1051720472	0.0563946938	0.0642072761	-0.0576502851	-0.1114530265	-0.0712775992	-0.0561511328	-0.0777374059	-0.0623810901	0.0133585039	0.041999062	-0.124633098	-0.0531425718	-0.105844598	0.0631223661	-0.0634478994	0.0775662817	-0.176375169	-0.1250281719	0.0851926506	0.0557325203	-0.0380976243	0.1667775185	-0.0516944152	0.0271965185	0.0629943264	-0.0950323391	0.0366111241	-0.0717048374	0.1286857364	-0.0845197124	-0.101910774	0.1074319041	-0.1161752868	0.0082066749	-0.0607490741	-0.1349997373	0.0170794083	0.0450425768	0.1671480489	0.1191466683	0.0346552345	-0.0009214033	-0.0167048191	-0.0362242216	-0.0412943371	0.1057987149	0.1069392066	0.0228030661	-0.0314157545	0.1146527451	0.1144874327	0.1142120884	-0.0394716	-0.0147823	0.00021851639329	0.00155800720656	-0.0267781	0.0509408999999999	0.0025949752928099	0.00071706663961	-0.0729626	0.0447274	0.00200054031076	0.00532354099876	0.00396584	-0.0016858	1.57278869056e-05	2.8419216400000013e-06	0.0008310029999999	-0.000212867	4.5312359689042536e-08	6.905659860088338e-07	-0.00104546	-1.898000000000004e-05	3.602404000000014e-10	1.0929866116e-06	0.0
788.2406703358257	-2.501380431133498	6.256904061257604	621323.3543714719	811.2619211044313	-2.986169265023364	8.917206879370175	658145.9046340525	782.9604350191778	-0.3806045953089096	0.1448598579702589	613027.0428054201	777.3422390682305	599.4762013647877	1.049442	18.915791	0.0642365499999999	0.0286865	-0.0616898137	0.131584519	0.0270219328	-0.0410163256	-0.1462690361	-0.0042637059	-0.0820035585	0.0905662559	-0.0109041626	-0.1846328985	0.0270447082	-0.0388397421	-0.0392150551	0.0906616634	-0.1047295641	0.0256655416	0.0870168771	-0.0981015674	0.1757034432	-0.0214730643	-0.0269010803	-0.0830754435	-0.071432443	0.0832210297	0.030016408	0.1066681678	0.0024220255	-0.0263324918	-0.0550951633	-0.1611681006	-0.0366753119	-0.0069392173	0.1636238956	-0.0089091861	-0.0548427458	-0.0502650989	-0.0517596066	-0.0371029278	-0.0525953709	-0.1233898007	-0.0436744359	-0.0501092948	0.0805550461	-0.0463887155	-0.0892517052	0.1155416348	-0.1145280037	0.227161278	-0.1145232995	-0.0119380912	0.0863957061	0.0374463507	-0.0703378377	0.0047391609	-0.0115496247	0.1037291581	-0.0261152387	-0.005339724	-0.1876835955	-0.0390819937	0.0892538446	-0.0490910873	-0.0408391827	0.0563802184	-0.1259933128	-0.1077739096	-0.1302453794	-0.0539722959	-0.0615902078	0.036687206	-0.0576309415	-0.0557838417	-0.0566070594	0.1263574147	-0.0121605102	-0.0036523766	-0.0175418513	0.0124366482	-0.0264976176	0.2802255592	-0.0076625841	0.1424680622	0.0463266606	0.0352262252	0.0408705202	-0.0011557612	-0.0522928546	-0.1218836635	-0.1602078631	0.0115571512	0.0511652916	-0.1669496387	0.0026212373	-0.1436435874	0.0793832938	-0.0633185568	-0.0368636882	-0.0170488085	0.0558735212	-0.0463027141	0.0577524157	-0.0175565597	0.0934573249	0.015458525	-0.0511335268	0.138056431	0.0841421951	0.018834834	-0.0527396078	0.0898033605	0.1145547726	0.1140958982	0.1133324686	-0.0415037	-0.0020320999999999	4.12943040999998e-06	0.00172255711369	-0.0445695	-0.0177914	0.0003165339139599	0.00198644033025	-0.0545522	0.0184104	0.00033894282816	0.00297594252484	0.00421502	0.0002491799999999	1.77663936004e-05	6.209067239999995e-08	0.0007058	-0.0001252029999998	1.5675791208974956e-08	4.9815364e-07	-0.00119113	-0.00014567	2.1219748900000025e-08	1.4187906769000002e-06	0.0
786.2764629482805	-1.9642073875452295	3.858110661287256	618230.6761864587	805.2520131443256	-6.009907960105693	36.11899368894177	648430.8046729891	782.5096705519002	-0.4507644672776223	0.2031886049600786	612321.3845072433	775.987398240484	590.5572609896535	1.031923	18.600018	0.0724069499999999	0.0445001	-0.0721983098	0.0805723926	-0.0590087316	-0.029188122	-0.1135021646	0.0056080837	-0.029486939	-0.0154003084	-0.0491788315	-0.1242512115	0.1042980276	-0.1282520068	-0.0216167653	0.0963291317	-0.0050644446	0.044234206	0.223560763	-0.1039319101	0.1353808923	-0.0339067833	0.0549459097	-0.1058746068	0.0815483514	0.0218994786	-0.037943931	-0.0286417534	0.0313775883	-0.0667564585	-0.1126098563	-0.0928973138	-0.0691878957	0.1654782423	-0.0203745149	-0.0826209898	-0.1158540687	-0.0673649733	0.0981547888	0.0239395631	0.1089603158	-0.0602570652	0.0371161138	0.105309452	-0.0985397847	0.0678545958	0.0442396966	-0.0630423343	-0.0144670785	0.0333907008	-0.0061325268	0.0578677285	0.110857681	0.0317811626	0.0323490644	0.0223162444	0.0328137578	0.0180318282	-0.1649936805	0.102036252	-0.1085240988	0.0037436177	-0.0569504594	0.0637737506	0.0944320719	0.1164795323	-0.0849631882	-0.0241029401	-0.0803145286	-0.0799432604	-0.121111344	-0.0412071704	-0.0865055409	0.1376513115	-0.0071724642	0.0766706143	-0.0621343335	0.0352072074	-0.0761179057	-0.020652959	0.1399605129	0.0834046467	0.0581322116	0.0404362213	-0.0365196133	-0.0380142405	-0.1781864769	-0.0153185438	0.0011691633	-0.1276781044	0.066887917	-0.1825784412	-0.0148431896	0.0280054051	0.0775974294	-0.0871987735	-0.0463442949	0.0550151679	0.1266577626	0.0080752716	-0.119392972	-0.0031364239	0.0876786261	-0.0086326667	0.0689666356	-0.1077156387	-0.0505690263	0.0597640408	-0.0814155176	-0.0109208891	-0.045409959	-0.1972187052	0.1144078661	0.1135094328	0.1120172664	-0.0414958	7.899999999998186e-06	6.240999999997134e-11	0.00172190141764	-0.0160491	0.0285203999999999	0.0008134132161599	0.00025757361081	-0.0521908	0.0023613999999999	5.576209959999998e-06	0.00272387960464	0.00354188	-0.00067314	1.25449139344e-05	4.5311745960000004e-07	0.000863005	0.000157205	2.4713412025e-08	7.447776300250001e-07	-0.00119113	0.0	0.0	1.4187906769000002e-06	0.0
786.4712428712166	0.1947799229361635	0.0379392183790178	618537.0158633962	805.7798722141524	0.5278590698268317	0.278635197598448	649281.2024654557	781.6567578329755	-0.8529127189246992	0.727460106103523	610987.2870659588	774.5570569411333	581.1329261502036	1.141787	20.580269	0.04185855	0.0279808	-0.0374267028	0.0284196734	-0.1643827516	-0.1305879778	0.0816980126	0.0024830293	0.152087652	-0.0592553981	0.1543129574	-0.0202949747	0.0848563568	-0.125154432	-0.1263458832	0.0437918014	0.0732651141	0.1950991919	0.0929475702	-0.1298117346	-0.0454173298	-0.0489117237	0.1124769785	0.0784469712	0.0347440566	0.0677853451	-0.0215652457	0.0661709497	0.1174663324	0.0485638915	-0.0604785406	-0.0562558731	-0.0735382657	0.029379082	-0.0337703002	-0.0789439678	0.0928000096	0.0334135989	0.1029106773	0.0477627713	0.06063821	-0.0243960909	0.06758114	-0.147361648	0.025690699	0.0828064987	-0.134877701	0.0898286959	-0.0297066319	-0.0661139147	0.0387375369	-0.0589297874	0.0991825891	-0.0604448019	-0.0013343615	-0.1084590084	-0.075053644	0.0643558355	-0.0207414449	-0.1344309539	-0.0103013714	0.0959859789	-0.0334047155	0.1273730975	0.1333100246	0.1219602698	0.0293270815	0.1436812167	-0.1512308817	-0.12937536	0.0295269567	-0.1370771049	-0.0296073724	0.1181203141	0.022786781	0.0956347278	0.0240627713	0.1591732439	-0.0103572249	-0.0810538374	0.1134588538	0.0222471482	-0.0702671465	-0.0367736493	0.070187265	-0.0323844415	-0.0115168252	0.0082978249	-0.1661771348	0.0533142415	-0.1635646638	-0.068314237	0.1247409985	0.0793644295	-0.0016094658	0.108925022	0.0495731031	-0.062844846	0.0575878608	0.0285775639	-0.0002593292	-0.0270823108	0.0818630643	-0.0557687231	0.0269961021	-0.0572434508	0.0707089465	-0.0389091921	-0.0658464174	-0.0974915792	-0.0581618371	-0.1141844157	0.1142120884	0.1127290384	0.1102715368	-0.0414849	1.0900000000001188e-05	1.1881000000002588e-10	0.0017209969280099	-0.0394812	-0.0234321	0.00054906331041	0.00155876515344	-0.0522025	-1.1699999999996435e-05	1.368899999999166e-10	0.00272510100625	0.00386168	0.0003198	1.49125724224e-05	1.022720400000002e-07	0.000911282	4.8277e-05	2.330668729e-09	8.30434883524e-07	-0.00119113	0.0	0.0	1.4187906769000002e-06	0.0
790.6728291628777	4.201586291661101	17.653327366274485	625163.5227764293	812.197211208005	6.4173389938525816	41.18223976202086	659664.3098940607	781.642236518895	-0.0145213140805253	0.0002108685626252	610964.5859102601	774.6585504571451	587.1551256217577	1.107607	19.964191	0.0419216999999999	0.0256558	0.0477315236	0.0652867334	-0.1426581764	-0.0932100172	0.1707228687	-0.1908525117	0.1630744641	0.0948212915	0.0556643358	0.0930475906	0.0404763903	0.0815867252	0.0602059266	0.181675604	0.0168073497	0.1779087713	0.0419181367	-0.0683022009	-0.1561965634	-0.2345269334	0.1770554842	-0.0928110883	-0.0146413368	0.1070942102	0.0604351869	0.0233703184	-0.0596708018	0.1148921734	-0.0331753163	-0.0198270299	-0.0617837639	-0.0203500115	0.0549895717	0.0002786653	0.0837419092	-0.1429887271	-0.0421759515	-0.2081024576	-0.0369410692	0.2449956675	-0.0766706823	0.0443518542	-0.0068463036	0.0286201416	0.0289082114	-0.0552606884	-0.041998343	-0.024878348	-0.160833847	-0.022703229	0.0433857496	0.0218077905	0.0863809129	-0.0776578731	-0.0454075103	0.0883136275	0.0463549716	0.0138238626	0.0565998017	-0.0960444916	0.0466535456	-0.0428037184	-0.0026634653	0.0380837343	0.1381632178	0.2298336284	-0.1458732635	-0.0808001193	-0.081057896	0.0652998112	-0.0600329423	-0.1509032768	-0.0849539534	0.0421496021	-0.0881899782	-0.0276237472	0.0981203435	-0.0518495326	0.1296967383	0.0162701297	-0.0392359293	0.006943311	-0.0180480055	-0.0021897599	0.1145476872	-0.102625354	-0.0812219562	0.1199348041	0.0728134632	0.096298688	0.0148409348	0.0017834106	-0.042071251	-0.0197851348	-0.1518901111	0.0277996366	-0.0492646958	0.1007651863	-0.0972623196	-0.0387567238	-0.0195836937	-0.0394275057	-0.1257256605	0.0286678024	-0.1115570177	-0.1650550061	0.0130181231	-0.1269758574	0.0712220393	0.0229039463	0.1139675232	0.1117560484	0.1081019891	-0.0355385	0.0059463999999999	3.535967295999997e-05	0.00126298498225	-0.0401223	-0.0006410999999999	4.110092099999982e-07	0.00160979895729	-0.0749269999999999	-0.0227244999999998	0.0005164029002499	0.0056140553289999	0.0036188	-0.00024288	1.309571344e-05	5.8990694400000004e-08	0.000920596	9.31399999999996e-06	8.675059599999923e-11	8.47496995216e-07	-0.00119113	0.0	0.0	1.4187906769000002e-06	0.0
792.7279525850082	2.055123422130464	4.223532280189229	628417.606809619	814.1329803805519	1.935769172546884	3.747202289382848	662812.50974332	783.7577727308229	2.1155362119279744	4.475493463978563	614276.2463159803	777.168294053756	610.3928767950167	1.127301	20.31917	0.0500026	0.0254868	0.1514660391	0.1821601626	0.0061519667	-0.0153229181	0.1359235942	0.0049632804	0.0806886086	0.1860937649	0.0445179436	0.0519993116	-0.1473246139	-0.0946083568	0.001655887	0.0945835914	-0.0648137875	0.0403456683	0.2404298868	-0.0108548727	-0.0266339964	-0.1481509058	0.0681643185	0.1251245571	0.0754834416	0.0608591068	0.017467448	0.1303883914	0.0107557784	-0.0430977468	0.0683303085	0.0447979409	0.1686558259	-0.1072018685	0.0059594179	-0.1241421336	0.1867098279	-0.0906467244	0.0451809221	-0.0704521202	0.0076369048	0.0788788804	-0.1607717706	-0.0280253989	-0.0382708776	0.0304419746	-0.0504043689	-0.0550837456	-0.0514888903	0.0433873036	0.1348484801	0.043753794	-0.0155691394	0.1168033369	-0.0210593488	0.0804544093	0.0420046782	-0.0375866306	0.0340944903	-0.0041108132	0.1065889498	-0.1117365743	-0.1523580646	-0.0042730698	-0.0827727974	-0.0056957765	0.0807305538	0.0602200729	-0.1224536971	-0.0087978028	-0.0338252738	-0.0054828479	0.1815673841	-0.1750174848	-0.0465107298	0.1163571026	0.1913313205	0.0840517425	0.1016379094	0.1153489619	-0.0397398453	-0.0237397444	-0.0855907723	-0.0671035948	0.0800653773	-0.0588104256	-0.0208220487	-0.1173385167	-0.0587017519	0.0580294023	0.19981837	0.01245071	-0.0067138761	0.0055457619	-0.0514432585	-0.0164457564	-0.0633124317	-0.0120120841	-0.0231019994	-0.0544300771	0.0648169724	-0.0906581284	-0.0852247499	-0.0425949092	0.0147111412	-0.050910273	0.0180731639	-0.0381578961	-0.0373143248	-0.0562633176	0.0636688838	-0.0754312936	0.1136742748	0.110592125	0.105516962	-0.0334616	0.0020768999999999	4.313513609999999e-06	0.00111967867456	-0.0350546	0.0050677	2.5681583290000014e-05	0.00122882498116	-0.0915532	-0.0166262000000001	0.00027643052644	0.00838198843024	0.00330896	-0.00030984	1.09492162816e-05	9.600082560000002e-08	0.0007058	-0.0002147959999999	4.6137321615999984e-08	4.9815364e-07	-0.00119113	0.0	0.0	1.4187906769000002e-06	0.0
791.0533823615875	-1.6745702234206874	2.804185433167211	625765.453745708	811.8599440870171	-2.273036293534801	5.166693991726427	659116.5688129745	783.878042257726	0.12026952690303	0.0144647591014786	614464.7851338052	777.5230278209793	614.8180644066172	1.052047	18.962744	0.0482799	0.0242009	0.1897422385	0.1563200561	0.1000563721	0.0310948536	-0.0192519176	-0.0226276475	0.0163717895	0.0749313871	0.0056774676	-0.104861246	-0.1484219926	0.1325764191	-0.0136540328	0.0906419711	-0.0127330847	0.0907390625	0.0695048452	0.0001699118	0.0915527197	-0.1147709966	-0.1203965004	0.0303652523	-0.0477988475	-0.0538692267	0.0473286539	0.0044917364	-0.0589334241	-0.0167588253	0.1065427733	-0.0152726332	0.0599476943	0.0110275489	-0.0905945115	0.1122646871	-0.0554297214	0.0063100276	-0.0144574034	-0.1566500293	0.0178235687	-0.2207241842	-0.049924049	-0.0787083776	-0.0037015138	-0.0206706351	-0.0473259176	-0.0334342056	0.0178148177	-0.1023259151	0.0170831467	0.2060217942	-0.0693331841	-0.0481706118	-0.1475703669	-0.05260237	0.0028709966	0.003387899	-0.0643908999	0.176418113	0.138785846	-0.0515979399	-0.0129436286	0.0058211773	0.0289036616	-0.045641243	-0.0062429803	-0.0847411288	-0.1231363008	0.0944823	-0.0018212531	0.0719679764	-0.0280862458	-0.15525955	0.049116925	0.0002268634	0.027868754	-0.0322768326	-0.0139855331	0.1113277984	-0.0714388845	0.1298796866	-0.0384974457	0.0738689864	-0.058726274	-0.1055577237	-0.058924547	-0.0632617967	0.1260264969	0.0219575727	-0.0712493523	-0.0281877938	-0.0609425991	0.0908885019	0.1290266275	0.0936554045	0.0375243014	-0.0236899772	0.182273985	-0.1164814976	0.0347079663	-0.0352427476	-0.0747822324	-0.0271057235	0.0549513237	0.0012837966	0.0815467575	-0.045801813	-0.005622734	-0.0852227142	0.0339406534	0.0783700308	0.1133324686	0.1092392569	0.1025263906	-0.0352199	-0.0017582999999999	3.0916188899999906e-06	0.0012404413560099	-0.0545321	-0.0194775	0.00037937300625	0.00297374993041	-0.0818509	0.0097022999999999	9.413462528999994e-05	0.00669956983081	0.00344975	0.00014079	1.19007750625e-05	1.98218241e-08	0.000851456	0.0001456559999999	2.1215670335999997e-08	7.24977319936e-07	-0.00113074	6.039000000000001e-05	3.646952100000001e-09	1.2785729476000002e-06	0.0
789.5134811322896	-1.539901229297925	2.371295795993261	623331.5368896262	811.1375474204455	-0.7223966665716262	0.5218569438737972	657944.1208352554	783.8144280984499	-0.063614159276085	0.0040467612604031	614365.0576953001	777.3913077942556	601.8834582016748	1.043302	18.805117	0.1219654	0.0697864	0.146406872	0.0347481915	0.074836128	-0.0222198681	-0.0900301808	-0.0392790781	0.0372339887	-0.0171719712	-0.2048724264	-0.0270378106	-0.028868932	0.0045878484	-0.1839317675	-0.006879528	-0.0304835894	0.034952561	0.0963685241	0.0241921283	0.089814871	-0.0609862968	-0.1586992112	0.0201199315	0.0923067258	-0.0382653223	-0.1059826357	-0.120493965	0.1298089558	-0.1343159984	0.0869934508	-0.0554935201	0.1297063923	-0.0002267988	0.0083053588	0.0972591203	0.0087142438	-0.0413367284	-0.0398435059	-0.1280998589	-0.0319807288	-0.0122546378	0.0971807947	-0.1991270865	-0.0904727344	0.0534974853	-0.0714684157	-0.0532654768	0.0249473957	-0.0626537763	-0.0426008847	-0.0758224246	0.0312952383	0.0922144449	-0.109797776	0.0316883451	0.0406513687	-0.0168317573	-0.0013493996	-0.0066703613	0.021551448	0.1310444752	0.016459943	-0.0417821876	0.1021562378	-0.0606301838	-0.0046329431	-0.0700338424	-0.0423926903	0.1735127682	-0.037953057	0.0177001936	0.0542684325	0.1875169565	0.0793322015	0.0831938286	-0.0130634825	-0.009989098	0.017117364	0.0397593623	-0.2955955134	0.0525435087	-0.0254457874	-0.050765755	0.0139070535	-0.0715813099	0.1203307843	-0.0908952947	0.0050005925	0.0747732543	-0.0604693027	-0.0823345696	0.0678471427	0.0196726702	0.0297202248	0.0131436948	-0.1407387053	0.1385470086	0.1427493359	0.0566049782	0.0269294227	-0.0131450825	0.0010624982	0.0115588642	-0.0817950002	-0.0105358409	0.0586054839	-0.0289573649	-0.1202372462	0.108199323	-0.1180609442	0.0579073689	0.1129422506	0.1076997553	0.099141769	-0.0351976	2.229999999999593e-05	4.972899999998187e-10	0.00123887104576	-0.0309317	0.0236004	0.00055697888016	0.00095677006489	-0.0600754	0.0217755	0.00047417240025	0.00360905368516	0.00229963	-0.00115012	5.2882981369e-06	1.3227760144000004e-06	0.00117229	0.000320834	1.0293445555600007e-07	1.3742638441e-06	-0.00119113	-6.039000000000001e-05	3.646952100000001e-09	1.4187906769000002e-06	0.0
790.3578328575212	0.8443517252316042	0.7129298359015864	624665.5039592374	810.5372942890433	-0.6002531314021553	0.3603038217580931	656970.7054334031	783.3550525236979	-0.4593755747520163	0.2110259186787453	613645.1383144055	776.9692553322755	596.8365341924251	1.079761	19.462282	0.10238035	0.0491543	0.0344542342	-0.0076598501	0.1116207074	-0.0718471963	0.1199723241	0.0275609699	-0.0523843	0.0001728145	0.0568504856	0.0321460198	-0.1003615321	-0.0228863745	-0.053813495	0.0194028211	-0.0352954251	0.0398367266	0.0717698147	-0.019273263	0.0284037647	0.0218478404	-0.0783438397	0.0887023526	0.0624606283	-0.0759887646	-0.0303590521	-0.0292572632	-0.115147389	-0.0125340577	0.1371392044	-0.0084548003	0.1701386539	-0.020526084	0.0514678403	-0.0717604456	0.0015362635	0.0797679913	0.0272774541	0.0597138202	-0.0043850088	0.0569828236	0.1244411082	-0.0562764461	-0.0246980725	-0.052744737	0.0351675904	-0.0153445204	0.0703340378	-0.0644587916	0.0017022012	0.0794665868	-0.0346768652	0.0616215685	-0.0599479376	0.14084113	-0.0464370107	-0.0422333699	-0.0096609369	-0.011850606	-0.1078156799	-0.0161512339	-0.0382511409	0.0531647159	-0.072973447	-0.0050461924	-0.0543782304	-0.0172111716	-0.0328584169	0.0743986926	0.0996063428	-0.0076651668	0.1152574691	0.014432472	0.0319804015	-0.003784101	0.0023419447	-0.0983797852	-0.0232647446	0.1539173512	-0.0702328201	0.0160898919	-0.0588849242	0.006409824	0.0035213054	0.033195885	0.0619804923	0.1619351206	0.0597642143	-0.0534463794	0.0013749313	-0.0649386551	0.0380313165	0.1301788364	0.0056442556	0.0410307683	0.0213603274	0.0824597541	-0.0011557421	-0.0378305839	-0.0672211287	0.052206606	-0.0503565385	0.052294876	-0.0622136606	-0.0999261681	0.0592124644	0.0563953381	0.015443537	-0.0641549387	0.0867428533	0.0321290615	0.1125037874	0.1059762505	0.0953761056	-0.0430197	-0.0078220999999999	6.118524840999997e-05	0.00185069458809	-0.048248	-0.0173163	0.00029985424569	0.002327869504	-0.0353657	0.0247097	0.00061056927409	0.00125073273649	0.00179237	-0.00050726	3.2125902169e-06	2.573127076000001e-07	0.000628905	-0.000543385	2.952672582250001e-07	3.9552149902500004e-07	-0.00119113	0.0	0.0	1.4187906769000002e-06	0.0
