global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
789.8599830127689	n/a	n/a	623878.7927649316	935.7934183903038	n/a	875709.3219026102	n/a	754.5635462500618	n/a	569366.1453294691	n/a	755.1815409994541	609.929009371969	n/a	n/a	n/a	n/a	-0.0460135387	0.0769630236	-0.0242370666	0.0336745868	0.0612586173	-0.0548288357	0.0052013442	-0.1048163765	0.080893792	-0.0896083975	0.0321040752	0.0847908039	-0.0053430982	0.011519082	-0.2238247254	0.0537009135	-0.0640216606	0.2387346954	-0.1224560639	0.00023723	-0.1299006517	-0.0214980836	0.0256146378	-0.1961832206	0.0634885233	-0.0712025585	0.0837648275	-0.0334920375	0.0898615711	-0.0245198428	0.0230703189	-0.1121991552	0.0518739565	-0.0943945403	0.1361502957	-0.0297737712	0.0034800361	-0.025351334	0.0239053713	-0.1386712377	0.0149113056	-0.0955619003	0.1215861394	0.10038352	-0.0609449769	0.0268506449	0.0082540072	-0.0501372929	0.0624853479	-0.0168229337	-0.0568630031	0.1072779491	0.0066253044	0.0936040084	-0.03278531	-0.0151813557	-0.0752840343	0.0276799066	0.0536775354	-0.002396579	-0.0673517845	-0.06416905	0.0385703739	0.0228422433	0.0005097875	-0.0650984244	-0.0284544125	-0.1114390059	0.0065418762	-0.0789852704	0.080600389	-0.0982954914	0.1282480836	-0.1303766474	0.0944876021	-0.1526558932	0.068760107	-0.0754705453	-0.0994860784	0.030800496	-0.0315164837	0.0181622151	-0.0134842346	0.0017406809	-0.1394909876	0.0583267231	-0.0180376179	0.038547397	-0.1430913713	0.0213292864	-0.0032961195	0.0177214081	-0.0700019665	0.1022268592	-0.0351838236	-0.0560154673	0.08631637	-0.0431089797	-0.0181821016	-0.0548179785	0.0221924884	0.1103174635	-0.1416115471	0.0933258155	0.0539011089	-0.0719199597	-0.0223322476	-0.0792979111	0.1527938585	0.0811060752	-0.015915809	-0.0353753888	-0.0297959471	-0.0059204465	0.0312782197	0.1147017419	0.1146833673	0.1146527451	0.23413	n/a	0.0548168569	n/a	-0.0924217	n/a	0.0085417706308899	n/a	-0.0405464	n/a	n/a	0.00164401055296	0.00031209	n/a	9.740016810000001e-08	n/a	0.0010779	n/a	n/a	1.1618684099999998e-06	0.00293668	n/a	8.6240894224e-06	n/a
786.3022197186219	-3.55776329414698	12.657679657179573	618271.180734432	932.1742305989068	-3.619187791397053	868948.7961926638	13.098520269397476	752.4194208908166	-2.1441253592452085	566134.9849336718	4.597273556158394	753.4170298788769	597.624805626587	1.08074	25.089035	0.09311825	0.0482853	-0.1032796252	0.0934721506	0.0241780153	0.0357278349	0.1085848399	-0.0519659555	-0.0341918703	-0.1218375671	0.0506252781	0.0470802243	-0.0647617987	-0.0315488151	-0.0600984542	-0.0839172327	-0.0759438149	0.0618742238	-0.1192484334	0.1132924836	-0.2160755383	0.0625440998	0.0192774855	-0.0053196895	0.1051512183	-0.0085579574	-0.1095929898	0.0207090663	0.0623154967	0.0244447285	0.0526000758	0.1030176487	0.041320111	0.0533945063	0.1282578738	-0.0735842845	0.1175178872	-0.0266131781	-0.0468857903	0.0253939465	0.0463140826	-0.0149034831	-0.0361769844	0.0519803195	0.0175266693	0.0526439036	-0.0749205394	-0.0355152968	0.0451201172	-0.002380351	-0.0039990017	-0.2102421193	-0.1089136907	-0.0994966833	0.0517552544	0.0764381843	0.0447598514	0.0006006324	-0.0705425111	-0.0047965423	0.0037238744	0.054115235	-0.0214494878	-0.02101491	-0.0243167186	-0.1274709579	-0.0803089877	-0.0470795573	0.0265656019	-0.1947943388	0.0317348476	-0.0264810212	0.0348889784	-0.1138468468	0.1054561053	0.113950383	0.0259907888	-0.0445435701	-0.0658387736	-0.0699228707	-0.0131703151	0.07752694	0.0897768887	0.0941664774	-0.0989295425	-0.0293182073	-0.0406931609	0.1304022027	-0.0431139509	0.0669164666	0.0113829907	0.0320927347	-0.1272598305	0.1156411156	-0.0229758835	0.0091223885	0.0875836186	-0.0015874547	0.0166874493	-0.0469586805	-0.1378605916	0.0965276734	0.0797698027	-0.0962196744	-0.0165215194	-0.0217440951	-0.0150224566	-0.1078747279	-0.1155939152	-0.036268103	0.1306887691	0.0871292784	-0.0266533088	-0.0846592824	-0.0911324811	-0.0715071598	0.1033177544	0.1146527451	0.1144874327	0.1142120884	0.225792	-0.008338	0.0509820272639999	6.952224400000021e-05	-0.128543	-0.0361212999999999	0.016523302849	0.0013047483136899	-0.0307136	0.0098328	9.668395584000004e-05	0.00094332522496	0.000319353	7.262999999999974e-06	1.0198633860899999e-07	5.275116899999962e-11	0.00143442	0.00035652	1.271065104000001e-07	2.0575607364e-06	0.00252394	-0.00041274	6.370273123600001e-06	1.703543076e-07
785.4833143373774	-0.8189053812445763	0.6706060234313249	616984.0371024312	923.8480550246934	-8.32617557421338	853495.2287729089	69.3251996926275	751.3962235647974	-1.023197326019158	564596.284787439	1.0469327679727551	752.0613616585301	583.6428726307028	0.9551	22.172348	0.1915435	0.0894395999999999	-0.1406360303	0.0142753921	0.0605617714	-0.0631203026	0.171462664	-0.0502759022	-0.1841457692	-0.0075292348	0.0592991445	0.0688495994	0.0041657367	-0.1607802029	0.0250823553	-0.0056275037	0.1332085532	-0.0039908884	-0.0063809361	0.0384159332	-0.2400258336	0.0649213225	0.0738687685	0.0805797734	0.0677356008	0.0324782384	0.069101466	0.0629665159	-0.0923593277	-0.0589621328	-0.0930054882	-0.0142270139	0.0758517428	-0.0451680838	0.1476845084	0.0705438831	0.1175772193	0.0841624677	-0.132460044	-0.0995384191	0.1253261998	0.0990693871	0.1119166229	-0.0436559336	0.1592612699	-0.0729761383	0.0285112744	0.0599199922	-0.0665722357	0.0206582451	-0.1312843148	0.0584078264	0.112053588	-0.0307984247	0.1174152358	0.0418336484	-0.0703708731	0.0279253919	0.0264462875	0.0270264404	0.0770487389	-0.0537451868	0.0178913037	0.0780812511	-0.0959786178	0.0939013451	-0.0755668613	-0.0515718225	0.0090360597	-0.2563110526	-0.0543886745	0.0004875116	-0.0746431962	-0.0151125384	0.0494960849	0.0602689029	0.0028146609	0.029679526	-0.0530274215	-0.0011948583	-0.0424284086	-0.0259585837	-0.091700408	-0.0947069696	-0.110845367	-0.039464395	-0.0767767615	0.2542223127	-0.0163149523	0.064218035	0.084871008	-0.0701242055	0.0255800303	-0.1315494632	-0.0613613616	-0.180525775	-0.1185345687	-0.0166965203	-0.0004857436	-0.0509203206	-0.012655767	-0.0285776354	-0.0339651461	0.0257588076	0.022842477	-0.0478916681	0.0564902282	-0.0148703686	-0.0059010517	0.1060461088	-0.0220961423	0.164332101	-0.0798120431	0.0469842071	0.0218197159	0.0698130871	-0.0190894311	0.1145547726	0.1140958982	0.1133324686	0.191601	-0.034191	0.036710943201	0.0011690244809999	-0.0738676999999999	0.0546753	0.0054564371032899	0.00298938843009	0.0163535	0.0470671	0.00221531190241	0.00026743696225	-0.000141984	-0.000461337	2.0159456256e-08	2.12831827569e-07	0.000976925	-0.000457495	2.0930167502500006e-07	9.54382455625e-07	0.00271731	0.00019337	7.383773636100001e-06	3.73919569e-08
789.6366244075259	4.153310070148564	17.249984538797467	623525.9986057122	930.300378186504	6.452323161810568	865458.7936539523	41.63247418443713	751.4036481497737	0.0074245849763201	564607.4424527889	5.512446207059885e-05	751.8903230116345	592.5067713066493	1.093542	25.38624	0.10446435	0.0520565	-0.059979407	-0.1140355026	-0.0167956886	-0.1827556373	0.0395380763	-0.0775995798	-0.0472585459	-0.1375339813	0.1339296599	-0.0013508494	0.1478544664	-0.1857907943	-0.1524572607	-0.085246365	0.0590480081	-0.0007843396	0.021492648	0.0212885292	-0.2414345957	0.0847443141	-0.0820237425	-0.0165649827	-0.0026839601	0.1515232734	0.0480175463	-0.1105780049	0.0134204374	0.0144208653	-0.0318091226	0.0002921093	0.0322730173	-0.0132994701	-0.1411919376	0.0440036694	0.0130956106	-0.0137407097	-0.0266853368	0.1224880845	0.0489971703	-0.0897738143	0.0076691741	0.1346217002	0.1188697129	-0.054926235	-0.0166272378	0.0237045203	-0.0143929838	-0.0948068846	0.0760474168	0.0388991711	0.0289610797	0.0223193085	0.0340527519	-0.0688909787	0.0423245789	0.0202109819	-0.0472483037	0.0934000383	-0.0741224267	-0.0344827678	-0.0297989287	-0.0056356006	0.0586615862	-0.1016549724	0.1354617741	0.0300927622	0.0330440961	-0.2065596618	0.0194210352	-0.1067998578	0.0909445133	0.0465830938	-0.1756571658	0.1684135906	0.0458973521	-0.0955247636	-0.0483373864	0.0532631939	0.0424111232	0.0002634896	-0.0674867476	-0.0487078501	-0.1028713338	0.0943714964	-0.0776897694	-0.0364811504	-0.0779392687	-0.098968072	-0.0404314552	0.1296389775	0.0417895308	-0.0109851842	0.0555251267	-0.0070194901	0.0240744399	0.0100799078	-0.0492049811	0.0552062052	0.0509844121	-0.0967290002	0.0189505843	0.0131247411	0.0852000409	-0.0241645693	-0.0999591808	-0.0362921739	-0.1371469162	-0.039570303	-0.0246344243	-0.022904974	0.0155492351	-0.0127893283	0.0741160221	-0.0789595149	-0.1366536643	0.1144078661	0.1135094328	0.1120172664	0.217643	0.026042	0.047368475449	0.000678185764	-0.0875123	-0.0136446000000001	0.00765840265129	0.00018617510916	0.0214912	0.0051376999999999	2.6395961289999984e-05	0.0004618716774399	0.000575872	0.000717856	3.31628560384e-07	5.15317236736e-07	0.00113481	0.0001578849999999	2.492767322499999e-08	1.2877937361e-06	0.00303437	0.00031706	9.207401296900002e-06	1.0052704360000007e-07
794.0516372753183	4.41501286779237	19.49233862277221	630518.0026596136	930.4711398797732	0.1707616932692417	865776.5421491645	0.0291595558881785	755.1782860891175	3.7746379393437337	570294.243780497	14.247891573133108	755.4367142016641	629.3484537886595	1.136005	26.371996	0.1455709	0.0656334	0.1093345642	-0.0335022511	-0.0905600052	-0.1266202028	-0.0815784122	-0.2378803536	0.0261469054	-0.0258449834	0.1308540452	0.0472580424	0.0198946749	-0.1438180822	0.0261225804	-0.0438870004	0.1043682569	-0.0123771198	0.0919277577	-0.0548207162	-0.1082116523	-0.1536485303	-0.1247133851	0.0009048586	0.0647313164	0.1294805848	-0.017031721	0.1632025685	-0.0137520045	-0.0216122059	0.0188703222	0.0342592196	-0.1026363101	0.0113059038	0.0125262277	-0.0305061743	0.0166686285	-0.0835766771	-0.0982514593	0.1097071555	-0.0551275378	-0.2077478939	-0.0011471702	0.0439973258	-0.2156471699	-0.0707812255	-0.0795163733	-0.0280338347	-0.0294703874	0.0143206883	0.1562565401	0.0175377369	-0.1385584638	-0.0148713698	0.0304283581	0.1082080467	0.039431797	0.0051060346	-0.0931278924	-0.0031802732	-0.0283181957	0.0082517846	-0.1068677073	-0.0162458125	0.0292093362	0.0060639987	0.1337989375	-0.0298259457	0.0776565047	-0.076613488	-0.0585610585	0.0430181399	0.246098655	0.0949825957	-0.0256766521	0.0689987939	-0.0831735076	0.1297675024	-0.0035858307	-0.0463645096	-0.0582787513	0.0168918295	-0.0164629178	0.0145613507	0.0654709854	0.2310289607	-0.0318730641	0.0884365925	-0.1381149359	0.068967893	-0.1159442305	0.0155913875	0.0796054858	0.018805951	0.0523440426	0.2069450163	0.1441135924	0.0866413332	-0.0943195504	0.0005773149	-0.0243453129	0.0933482852	-0.0032363618	-0.0425051293	-0.0307685476	0.027771054	-0.0756719847	-0.0918022297	0.0719541955	-0.0990636756	-0.0156196866	-0.0479872737	0.0369713303	-0.0642900359	-0.071798757	0.0239923957	-0.1113080571	0.1142120884	0.1127290384	0.1102715368	0.200789	-0.016854	0.040316222521	0.000284057316	-0.109004	-0.0214917	0.011881872016	0.00046189316889	-0.0231217	-0.0446129	0.0019903108464099	0.0005346130108899	-0.000141984	-0.000717856	2.0159456256e-08	5.15317236736e-07	0.00111085	-2.3959999999999957e-05	5.740815999999978e-10	1.2339877225e-06	0.00252394	-0.00051043	6.370273123600001e-06	2.605387849000001e-07
792.449881844112	-1.601755431206243	2.565620461398697	627976.8152347471	930.1942179049056	-0.276921974867605	865261.283023719	0.0766857801645744	755.8646652747007	0.6863791855831778	571331.3922108352	0.4711163864018264	756.3242318808602	644.8079451176817	1.019286	23.662397	0.149478475	0.0730084	0.169232451	0.0398036291	-0.0549533859	0.0520922427	-0.0039643586	-0.1915407586	0.0185326388	0.013248417	0.085594983	-0.0486034187	-0.1517730176	-0.052185552	0.0479863249	0.0686722219	0.0951511916	-0.0558678894	0.2030303791	-0.1567108926	-0.0610269796	-0.1189198869	-0.0729582958	0.0754154417	0.0199183763	-0.0421812426	-0.0970718173	0.1026952107	-0.0809643555	-0.0333553631	0.0094660825	0.0172048544	-0.1417795007	-0.1130594137	-0.0472161298	0.0266250696	-0.0878105798	-0.0093298454	0.0253756879	0.0902421181	-0.0594166395	0.0916440479	0.0011178996	-0.0878594653	-0.0710518975	-0.1684976463	-0.0403396089	-0.0937186098	-0.0488327452	0.0484682507	-0.034875324	-0.0844104523	-0.0776974524	-0.0380345944	-0.0069574578	0.0378040805	-0.0263171509	0.1126037521	0.0285463459	-0.0998450604	0.1211926095	0.0470158338	-0.1276518617	-0.0210785982	0.1529767409	0.1192354601	0.0140377194	-0.0480932355	-0.113447496	-0.0354785102	-0.0609406908	0.0623163453	0.1554778947	0.0092235762	0.069262244	-0.0610276101	-0.0890071009	0.0336394462	-0.0387158806	-0.0049623052	-0.0177332752	0.1320938309	-0.0409416395	-0.0933883544	0.036481188	0.1628206861	0.0916554616	-0.0786719999	0.0326875278	0.0223889044	0.165255252	-0.0026471128	0.0536919735	-0.0296852996	-0.0220965175	-0.0102211186	0.085532245	0.0173693862	-0.0538827645	0.0421700521	-0.1691946315	0.1047124771	-0.0030322256	0.0302226774	-0.0773064463	0.0777264395	0.0870735407	0.0874803598	-0.0840485008	-0.0034660861	-0.0230378688	0.055828583	-0.1110748601	0.0274724743	-0.1070766906	-0.0584089683	0.0315460533	0.1139675232	0.1117560484	0.1081019891	0.155603	-0.045186	0.0242122936089999	0.002041774596	-0.06129	0.047714	0.0037564640999999	0.002276625796	-0.00445504	0.0186666599999999	0.0003484441955555	1.9847381401600005e-05	5.77383e-05	0.0001997223	3.33371128689e-09	3.988899711729e-08	0.000724066	-0.000386784	1.4960186265600007e-07	5.24271572356e-07	0.00235221	-0.00017173	5.5328918841e-06	2.9491192900000052e-08
790.1109240692602	-2.338957774851792	5.470723472539647	624275.2723335803	933.7475698627532	3.5533519578475534	871884.524224597	12.626310136339042	755.5410639486553	-0.3236013260453774	570842.2993126661	0.1047178182183266	756.3864870996645	630.4036771634098	1.056969	24.537205	0.0936540749999999	0.0461032	0.0547893535	0.1294671112	0.0035299292	0.0717217921	0.0578449733	-0.0642449043	0.0710718021	-0.0313772382	0.0755166656	0.0253157691	-0.1480659131	0.0163245646	-0.0251097141	-0.0707772695	-0.0311827287	-0.0584048375	0.0339610433	0.0296997924	-0.0457708988	0.0017947834	-0.0980870879	-0.0180162938	0.1157490172	-0.1506388941	-0.1044243283	0.0599405735	0.0767240658	-0.0812503919	0.049252718	0.0132217358	0.0400798405	-0.1660870599	-0.1169606703	-0.0698235865	-0.0191528845	-0.0601984992	0.0921233982	-0.0596354351	0.0260048634	-0.0120312948	-0.0830731306	-0.0779656021	-0.0879241586	0.0175396196	0.0457747117	-0.0578057066	0.0731519166	-0.0250429641	-0.1209274735	0.0076975911	0.1291814411	-0.0832093612	-0.0274555498	-0.1329734822	0.0224408072	0.0158802986	-0.0275825573	0.0639540259	-0.0139062579	-0.1529626856	-0.1168547213	-0.0602883525	0.0681123709	-0.065972118	0.0074300184	-0.0335300655	-0.0561212713	-0.0243810661	-0.02177605	-0.062664862	0.0741439965	-0.0769306942	0.1718934779	-0.0166140292	-0.0902330674	-0.0285776733	0.107306076	0.0103774406	-0.033278992	0.1679437359	-0.0465156685	0.0502131783	0.123091584	0.0128536173	-0.0962619796	-0.0832065654	0.1404616795	-0.1061069158	-0.019128818	-0.0941073926	0.1036660565	0.0645776536	-0.0120567295	-0.0007714924	0.0436798301	0.0059272717	0.055716064	0.0199555867	-0.0392380681	0.0006832448	0.0433450841	0.0544632468	0.1865619743	0.0003330275	-0.0292972001	0.0452743193	-0.1424366317	0.0763837716	-0.0039771015	0.00700503	0.1350028836	0.0584666186	-0.0174740329	-0.0332133948	-0.136418589	0.1136742748	0.110592125	0.105516962	0.12343	-0.0321729999999999	0.0152349649	0.0010351019289999	-0.0653517	-0.0040617	0.00427084469289	1.649740689000001e-05	0.0133079	0.0177629399999999	0.0003155220374435	0.0001771002024099	0.000275588	0.0002178497	7.594874574400002e-08	4.7458491790090014e-08	0.000927995	0.000203929	4.1587037041000017e-08	8.611747200250001e-07	0.00198086	-0.0003713499999999	3.923806339600001e-06	1.3790082249999992e-07
789.2170728150439	-0.8938512542163153	0.7989700646640799	622863.5880227464	928.0799275420608	-5.66764232069238	861332.3519064768	32.12216947530331	754.3801695324712	-1.1608944161840782	569089.44018384	1.3476758455273716	755.152579563061	599.4502348902921	1.127294	26.169775	0.08349905	0.0394115	-0.0563236097	0.0674242947	0.1080114669	-0.050627216	0.0922877833	-0.0467889502	-0.1147870926	0.0218731172	0.0879385977	0.029708339	-0.0409419674	-0.0053322366	0.00029305	-0.0899452829	0.1498165535	0.002183848	-0.0720611948	0.0461876536	-0.0803706881	-0.0337287625	0.0486000055	-0.0016891299	0.0905627506	-0.0572582277	-0.0097961438	0.1795732816	0.0802648859	-0.0351574454	-0.0845903445	0.0324191578	-0.0226495941	-0.0434399491	-0.0111753407	-0.1895387795	0.0269642989	0.1462798604	0.1764224718	0.0345999885	-0.1106281299	0.0643421935	0.0517253332	-0.1022869597	-0.0627215819	-0.0620348095	-0.1157710114	0.0497990748	0.1658195294	-0.0407953419	-0.0648522453	0.0222436349	0.0031442019	-0.1029780869	-0.0146866126	-0.0536770385	-0.0075395983	0.0169666847	0.1462454689	-0.0286978347	0.0306663803	-0.0592228197	-0.0162593705	0.0137280074	0.0991460117	0.0554976361	-0.0826293863	0.0124234343	0.1824342527	-0.1144911916	-0.0071507979	0.0443011508	-0.0230419969	0.0071611406	0.1201797624	-0.0103378717	-0.0948188024	0.147027503	0.0442230988	0.0552187298	-0.1099709051	0.0620897581	0.101618875	-0.0175844321	0.1080856526	-0.0945533985	0.0241972232	-0.0294944607	-0.0118515157	-0.0953041944	-0.0261618412	-0.0146111036	0.0659502116	0.0282044279	-0.3161542792	-0.031208177	0.1072995857	-0.0263893895	-0.0334740113	-0.0584679046	-0.0128317808	0.0835891995	0.087359543	0.0044039074	0.0447446065	0.0364777437	0.0801479323	0.0855120202	-0.0466739827	-0.0090608463	0.0722607085	-0.1064364358	-0.0596522838	-0.0268542994	0.0263424625	0.0172882064	0.1463568343	0.1133324686	0.1092392569	0.1025263906	0.138074	0.014644	0.019064429476	0.000214446736	-0.0595441	0.0058075999999999	0.00354549984481	3.372821775999995e-05	0.0328915	0.0195836	0.00038351738896	0.0010818507722499	-0.000141984	-0.000417572	2.0159456256e-08	1.74366375184e-07	0.00126087	0.000332875	1.1080576562500004e-07	1.5897931569000002e-06	0.00186203	-0.00011883	3.4671557209e-06	1.4120568900000026e-08
792.5732064254948	3.356133610450911	11.263632811198269	628172.2875435901	934.4382974830768	6.358369941016008	873174.931803071	40.42886830681592	754.2431043218787	-0.1370652105924819	568882.6604171044	0.0187868719547614	755.2834599340836	616.1141381435558	1.101938	25.581141	0.0922285	0.0465704	0.015962625	-0.0960248242	0.0905890877	-0.0638531363	-0.024487408	0.0923483817	-0.0483396626	-0.0494168245	0.1364854976	-0.0246880723	0.0709515113	-1.3735e-05	0.1107050567	-0.0282554767	-0.0193807435	-0.0491353669	0.0151205886	-0.1844270721	-0.0762736152	0.037784626	-0.0615185032	-0.072963716	-0.0573558468	0.0361937816	-0.0268541289	-0.0150998361	-0.0914954816	0.04900817	0.0651083067	-0.0201415362	0.0023530974	-0.1438189488	0.0461014238	-0.0174009278	-0.0753808374	-0.1165804495	0.1143225573	-0.0203048706	0.0288620105	0.1520583848	-0.0977219736	-0.0563540325	-0.0277655419	-0.1658879196	0.1166090968	0.0086392937	0.0577344142	0.0242717002	-0.1470830053	-0.1175006718	0.0166735027	-0.0039322664	-0.1351282076	0.0434883322	-0.0540677306	-0.1195190987	-0.1301399371	-0.1064226882	0.0558550156	0.0032414002	0.1196567662	0.1419929875	-0.0418935811	7.60694e-05	-0.0441452885	-0.0675494251	0.0833990338	-0.0703086836	0.0774287009	-0.0759730803	0.01368628	0.0723318951	-0.0577228082	-0.032967461	-0.0729269281	-0.0389075294	-0.0372918575	-0.0202224523	-0.0718032773	-0.0066273439	-0.0135055507	0.0463168373	0.124836538	0.0172049199	-0.0653557681	-0.1473987745	0.099918083	-0.0035591688	0.161737459	-0.022621183	-0.0368947903	-0.0021157997	0.0306026281	-0.1782724425	0.0658314948	-0.1349337373	0.0291908077	0.0812566093	-0.0868150523	0.0685666011	-0.139753264	-0.0647667277	-0.0701390625	0.036920667	0.0552454981	0.1681251458	0.0885882087	0.1441899208	0.0691667566	0.0532329327	0.2479150366	-0.029045501	-0.0465405386	0.0797371752	0.1030591903	0.1129422506	0.1076997553	0.099141769	0.107563	-0.0305109999999999	0.011569798969	0.0009309211209999	-0.0460212	0.0135229	0.0021179508494399	0.00018286882441	0.0333929	0.0005014	2.5140196000000604e-07	0.00111508577041	0.000229235	0.000371219	5.2548685225e-08	1.37803545961e-07	0.0007850049999999	-0.0004758650000001	2.2644749822509527e-07	6.16232850024843e-07	0.00175525	-0.0001067799999999	3.0809025625000004e-06	1.1401968399999978e-08
793.2620985404765	0.688892114981627	0.4745723460838591	629264.7569808406	935.9603396599492	1.5220421768724464	876021.7574163675	2.316612388178615	754.9466232408648	0.7035189189861057	569944.4039427843	0.4949388693713788	755.9198598034608	626.340084736671	1.021413	23.711781	0.1061793	0.0563553	0.0867561755	-0.0964794562	0.0327838402	-0.0401590992	-0.1571755757	-0.0212360474	-0.0082797119	-0.0890414462	-0.0270434822	0.0601656374	0.008970719	0.0469137956	-0.0245926524	-0.0520490207	-0.0372743646	-0.0127447386	-0.1646608582	-0.085652208	-0.026539716	-0.0689360368	0.0323678231	-0.1154444569	-0.0061947801	0.1245385391	-0.0332550114	0.1015691053	-0.10107077	-7.18649e-05	0.0837563882	-0.0366083392	-0.0310987194	0.0797415644	0.0558710999	0.0962592525	0.0333991604	-0.0072782318	0.0048134822	-0.1152912277	-0.1391924399	-0.09636245	-0.0086530303	-0.0533751864	0.1314449394	-0.1553554807	0.0948207579	0.0034671136	-0.0084082992	-0.0317333128	-0.1139957265	0.0444052845	0.0184079382	0.0207030533	-0.0658991949	0.002132691	0.0546958769	-0.0547840585	0.1116299274	0.0117597301	0.0486418722	-0.0404399118	0.0202163136	-0.0716145817	-0.1456961022	0.0063254489	0.182344395	0.0448252697	-0.0320119009	0.0180843221	0.1027686312	0.0509056873	0.0729410504	0.0548067519	-0.0391455905	0.115725926	-0.0775699274	0.0286820277	-0.0849726812	-0.0030114456	0.0291446857	-0.115358445	-0.0801658981	0.1203518768	0.0311220247	0.0812656151	0.0574270618	-0.0050139001	-0.009762816	0.0998611412	-0.0392518868	-0.1390511306	0.1000593418	-0.1300603045	0.0869619781	-0.2064536975	-0.0221575843	-0.0585713296	-0.0463902994	-0.1258484594	0.0325697945	-0.0952772343	-0.0244602357	0.0468724422	0.0428172111	-0.0700272475	0.1511111296	-0.0392197301	-0.103929407	-0.0341534051	0.0136787953	-0.125159461	-0.0302721699	-0.0550312823	-0.0726357006	-0.1106957017	0.0273746575	0.1125037874	0.1059762505	0.0953761056	0.0963327	-0.0112303	0.0092799890892899	0.00012611963809	-0.0832909	-0.0372697	0.00693737402281	0.00138903053809	-0.00363675	-0.03702965	0.0013711949791225	1.3225950562499998e-05	0.000208351	-2.0883999999999985e-05	4.3410139201e-08	4.3614145599999935e-10	0.000910634	0.0001256290000001	1.5782645641025127e-08	8.29254281956e-07	0.00148877	-0.00026648	2.2164361129e-06	7.101159040000008e-08
