global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
821.2635836928829	n/a	674473.8739000768	n/a	953.118303744015	n/a	908434.5009318684	n/a	804.2922562159101	n/a	646886.0334088792	n/a	808.1571464853316	627.8077969798101	n/a	n/a	n/a	n/a	-0.037102204	-0.0355334414	0.0356717201	-0.0441013122	0.0014840137	-0.0096212964	0.0258236612	-0.095541485	0.05214943	-0.0200334104	0.1117910013	0.082941852	-0.0167898978	0.1587919748	-0.0515466288	0.1479564462	-0.1773793939	0.0871885838	-0.1179075233	-0.0124583355	0.0638187615	-0.0987314161	0.0007442586	-0.0820208193	0.0708687805	-0.049241128	0.0027522209	-0.0246535467	0.0153626192	-0.0151823139	0.1155837248	-0.1328832873	0.0576688172	-0.0718914454	0.0078030043	-0.0416336774	0.001321459	-0.1149122997	-0.0030464429	0.0183510911	-0.1122726302	0.0172020717	0.0117980589	-0.0549172389	0.0530206314	-0.0339083377	0.0311652097	0.0263505167	-0.0671272218	-0.0484670563	0.0277974051	0.0028891783	-0.1054861688	-0.061127919	0.0580903344	0.044338113	-0.0681899871	-0.075308888	0.0270905957	0.2308807421	-0.0261911146	-0.0445575924	0.05345626	0.0225538362	-0.1257997163	0.027301664	-0.0182985527	0.0838848911	-0.0990738446	-0.1331608171	0.0805018554	-0.0841182245	0.051820455	-0.0712983679	0.0152158639	0.0527364806	-0.0390462965	0.0326267122	-0.1727865723	0.0384609087	-0.0797527683	0.0094975414	-0.0923758397	0.0436362676	-0.009191021	0.0550051821	-0.0196767684	0.0513754781	-0.0240956158	-0.0483919582	0.0380939242	-0.1009808013	0.0998856801	-0.0285858955	-0.085809083	0.0998667168	0.072219947	-0.0433861431	-0.0527156808	0.0259062825	0.0731779895	-0.0457651218	-0.0148616103	-0.0303272744	0.0159139503	0.0511108906	-0.071025669	-0.0832530819	0.1147017419	0.1146833673	0.1146527451	-0.00303437	n/a	n/a	9.207401296900002e-06	-0.0573584	n/a	n/a	0.0032899860505599	-0.109425	n/a	n/a	0.011973830625	0.00161791	n/a	n/a	2.6176327681e-06	0.000662434	n/a	4.388188043560001e-07	n/a	-0.000237607	n/a	5.6457086449000004e-08	n/a
820.6674060868858	-0.5961776059971271	673494.9914133775	0.3554277378924657	949.3843780209382	-3.733925723076709	901330.6972302038	13.942201305453924	804.3181554951022	0.0258992791921173	646927.6952590435	0.0006707726626712	807.9844284630941	621.9198303365141	0.8563779999999999	19.252008	0.0592450299999999	0.0300206	-0.0254431	-0.0462535741	0.0855372774	-0.0020964558	-0.0063502179	-0.0091327462	0.0378063131	-0.1065848805	0.0215712436	0.0136504285	0.0752967717	-0.0430130541	-0.1024527244	0.0680904557	-0.0831405431	0.1344678543	0.0796315093	0.0801842118	-0.1090292605	-0.0759943498	0.1686783347	-0.0347702917	0.0539341487	-0.0686090141	0.0457530742	-0.0205140605	-0.1162523962	-0.0865880871	0.0016547615	0.0475717458	-0.0744965051	-0.036396297	0.0700550162	0.0103462325	0.0242555428	-0.019145922	0.065094419	0.0073385103	-0.0661998795	0.0502184241	0.1201044563	-0.0421852073	0.1139848484	-0.0303706567	-0.020589911	-0.0402811912	-0.0485957846	-0.0290270173	-0.0537838438	0.0243584038	0.055126964	-0.0859214748	0.0594579139	-0.0812428097	-0.0035740048	-0.049415312	-0.024717857	-0.001510313	-0.0244191816	0.0934595097	-0.0163754472	-0.1120074678	0.0306070222	-0.0035184416	-0.1299247224	0.0072746888	0.0548813718	0.1003887357	-0.1596530108	-0.0519715066	0.1042628252	-0.0311191126	-0.0303213167	-0.0240050524	0.0741348474	0.0583513117	-0.1069427402	0.0739927476	-0.1818979242	0.0202559218	-0.049935853	-0.0011095187	0.0380832237	0.0217934859	0.0262348347	-0.0155176115	-0.0151521086	0.0206448184	0.0103065669	-0.0269380535	0.0234115969	0.0841777245	0.0551647112	0.1287876415	0.1063614685	-0.0190011172	0.0755490918	0.0998675365	0.046842959	-0.0660263342	-0.015115423	0.0951883586	0.0187526694	0.0237398544	-0.0398325563	-0.120740714	-0.0777525884	-0.0843938604	0.1146527451	0.1144874327	0.1142120884	-0.0158858	-0.0128514299999999	0.0001651592530448	0.00025235864164	-0.0638242	-0.0064658	4.180656964000001e-05	0.0040735285056399	-0.107217	0.0022079999999999	4.875263999999946e-06	0.011495485089	0.00121466	-0.0004032499999999	1.6261056249999997e-07	1.4753989156e-06	0.000388166	-0.000274268	1.50672843556e-07	7.522293582400003e-08	-0.000314485	-7.687799999999998e-05	9.8900815225e-08	5.910226883999997e-09
820.2810881670291	-0.3863179198566513	672861.0636044854	0.14924153520237	947.0741316669692	-2.310246353969092	896949.4108727436	5.337238216027481	806.3403426077217	2.022187112619463	650184.748116738	4.08924071844424	810.946530427548	635.429246136281	0.970361	21.814445	0.1017529299	0.05337	-0.0262669311	-0.1110529995	-0.0036378448	0.1096899185	0.0401518705	-0.0379236262	-0.0336923932	0.0041075136	0.0146624548	-0.142483319	0.1127672564	-0.0613480071	-0.0956060254	-0.0655322977	-0.031439298	0.013588522	0.1202543109	-0.0037438163	-0.0329002332	-0.0228924433	0.0330148616	0.0487372543	-0.0749986694	0.0833377674	-0.0335216117	-0.042172825	-0.1052362889	0.0039690471	0.0014234522	0.0631916753	0.0221752363	0.0200971856	-0.1413918906	0.009125392	0.205117461	0.0751820668	0.0670339299	0.1254047362	-0.1496722255	0.0701244605	-0.132909963	-0.1270681211	0.0343002032	-0.0298754745	0.0724617605	0.1073169189	0.0544718941	-0.009403201	-0.1415378116	0.122513385	0.0355614548	-0.0699801676	-0.0919317767	0.0134882192	0.0106447585	-0.0138918947	-0.0273691636	0.0181229253	0.0552981576	-0.1377833002	0.0091708093	0.0631398617	-0.0076448061	0.004965448	-0.0053508916	0.015350043	0.0329795457	0.0067506171	-0.046782448	-0.094666648	-0.025358391	0.0281133895	-0.078471682	0.0236611594	0.1282859958	0.0330819179	-0.1309290229	-0.0833879623	0.0805591666	0.0266308763	0.0842601145	-0.0047823872	-0.0050370617	-0.1584246694	-0.1305841433	0.1204304322	-4.99528e-05	0.0910511343	0.2497086872	-0.0573900651	0.0332596779	-0.0120533647	-0.0785358613	0.1198328035	0.0675147415	-0.0067806489	0.0441739034	0.0852071839	0.0299048112	-0.0052218621	0.0697687898	0.1136709917	-0.0434699307	-0.0416939011	-0.0564062267	0.0636214254	0.0662957527	0.0720404353	0.1145547726	0.1140958982	0.1133324686	6.63299e-05	0.0159521298999999	0.0002544704483464	4.3996556340100015e-09	-0.0223674	0.0414568	0.00171866626624	0.0005003005827599	-0.0783357999999999	0.0288812000000001	0.00083412371344	0.0061364975616399	0.00131721	0.00010255	1.0516502500000016e-08	1.7350421841e-06	0.000557131	0.0001689649999999	3.10394951161e-07	2.8549171224999997e-08	-0.000276744	3.774099999999999e-05	7.6587241536e-08	1.424383080999999e-09
818.4254535747291	-1.8556345923000208	669820.223059001	3.4433797401404647	950.8429807467172	3.7688490797480654	904102.374035302	14.20422338591784	806.3699709744503	0.0296283667286161	650232.5300893359	0.0008778401150053	810.5484723358089	619.7405385270494	1.113706	25.036934	0.1167809781	0.0616417	-0.0832847943	0.0942435956	-0.122332806	0.0022046067	0.0935082893	-0.0226557385	0.0026547665	0.0898220078	0.1040430828	-0.0367681912	-0.063524835	-0.0446257432	-0.0126024047	-0.0242222773	-0.0816028364	-0.0826544278	0.1592978913	0.0693936106	0.1089945262	0.0651660024	0.0148867284	0.0621716416	-0.1657131864	0.0815059403	0.0649326108	0.0461977143	0.0491064569	-0.0453004884	0.0034953287	0.0680793351	0.0279622833	-0.1009064107	0.1003225864	0.1011844917	-0.0755868001	0.0345258794	-0.0377926439	0.0254547308	0.0389616657	-0.0978222275	-0.0889060039	-0.0469287215	0.1055289786	-0.2164523808	-0.0603246301	-0.0329856945	0.112128744	-0.0926298836	0.0489004836	-0.0103258962	0.0350755253	0.117381057	-0.0753745979	-0.0888522641	-0.0772904107	0.0948388614	-0.0490587329	0.1320712133	-0.0422485836	0.0818913826	-0.0490101384	-0.0784574088	-0.0444187607	0.0768694557	0.0390771036	-0.1264220104	-3.95267e-05	-0.1069385144	0.0013382868	-0.0935148268	0.0441625788	0.0825092008	0.0416362619	0.0556496185	-0.0079465183	-0.0344646625	0.0787959896	-0.0510040005	-0.0689977867	0.0622684461	-0.0232380793	0.015433096	-0.0092944465	0.136064835	-0.1231421694	0.0267143241	-0.1080282409	0.1097865479	-0.1207746945	0.0604514614	-0.0012947571	0.0832016188	-0.0302010365	0.0633469577	-0.1252777382	0.0378352296	0.0948124773	-0.0680609381	-0.0796406553	-0.0953574893	0.0914430681	0.161934969	-0.1107253151	-0.0840509179	0.072049695	0.1754934838	0.1014560456	-0.0015299918	0.1144078661	0.1135094328	0.1120172664	5.07068e-05	-1.5623100000000003e-05	2.4408125361000007e-10	2.57117956624e-09	-0.0638046	-0.0414372	0.00171704154384	0.00407102698116	-0.0379036	0.0404321999999999	0.0016347627968399	0.00143668289296	0.00110676	-0.00021045	4.428920250000003e-08	1.2249176976e-06	0.000751117	0.000193986	5.641767476890001e-07	3.7630568196000025e-08	1.67391e-05	0.0002934831	2.8019746881e-10	8.613232998561002e-08
819.2098767763379	0.7844232016087744	671104.8222079027	0.61531975922216	949.8010269280596	-1.0419538186575892	902121.9907535966	1.0856677602151323	806.5458000059674	0.1758290315170825	650516.127507266	0.0309158483242351	810.6431227813486	613.1986356345469	0.981189	22.057861	0.1284886618	0.0726254999999999	-0.0699525029	0.1027838638	0.0299254755	-0.0391590455	0.1101242104	-0.0049443099	0.0646139666	-0.0125707142	0.0507193293	0.0287133716	-0.0219491937	0.0235235165	0.0642674947	0.0845003344	0.010523574	0.0013402754	0.1944554384	0.0276779058	0.097848674	0.0430177079	0.0042885473	0.1347819666	-0.0515218369	-0.0055545747	0.1115538137	0.0166352147	-0.0797939625	-0.036491076	0.1347789081	0.0454852492	0.1122452389	0.0179242707	-0.0184347456	0.1056531743	-0.0890976137	-0.0621097288	0.1655796774	0.0405079178	0.1179522496	0.1185794407	-0.0407135507	-0.0170532418	-0.0413108094	0.0496350155	0.0785901189	-0.0523951783	0.0359166296	-0.0846901802	0.0872022313	0.0568665491	0.0108697273	0.0466676174	0.1062814055	-0.0702393085	-0.0370143671	-0.1557162472	0.014027503	-0.1338615838	-0.0075064604	0.1052377242	0.0340301863	-0.0648331821	0.0271455763	0.0838737553	0.0588863902	-0.0444979092	-0.0345820524	-0.0324459004	-0.0816795021	0.0477039874	0.0089154546	0.1170389502	0.0519125278	0.0244723997	0.0050703532	-0.0067939542	-0.0220238586	-0.0151234909	-0.039694513	0.0057146726	-0.0661479522	0.2111960668	-0.0349305292	-0.1375031638	-0.1129708441	-0.0043258639	0.0158887676	0.0848502572	-0.1737646108	0.1361643886	-0.0556610629	0.0725516237	0.0675530609	0.0911855937	-0.040144983	0.0160372336	-0.1094007618	-0.1751273164	-0.0004402904	-0.0624174767	-0.0750954595	-0.188900489	-0.120021062	0.1447989151	-0.0657817737	-0.0553287802	-0.0927789912	-0.0532185119	0.1142120884	0.1127290384	0.1102715368	-0.00462109	-0.0046717967999999	2.1825685340490232e-05	2.13544727881e-05	0.00256096	0.06636556	0.0044043875541136	6.5585161216e-06	-0.0379437	-4.009999999999431e-05	1.6080099999995435e-09	0.0014397243696899	0.0008110549999999	-0.0002957050000001	8.744144702505915e-08	6.578102130248378e-07	0.000388166	-0.000362951	1.50672843556e-07	1.3173342840100006e-07	-0.000472829	-0.0004895681	2.2356726324100002e-07	2.396769245376101e-07
822.495449199458	3.2855724231201293	676498.7639538182	10.794986147567478	949.2090981358734	-0.5919287921861951	900997.9119839182	0.3503796950190077	806.1607334052771	-0.3850666006902656	649895.1280845343	0.1482762869671565	809.4945081207362	621.7181473261704	0.949633	21.348452	0.12210272	0.0669062	-0.0233873295	0.098896311	0.0261227771	-0.0759601315	0.0351007926	-0.0118446143	0.1505954572	-0.0743845168	-0.0063537462	0.0263857219	-0.036460878	-0.0698212657	0.0450278286	0.024266006	0.0806065167	0.0875176164	-0.0529228046	0.0590171554	0.0357913514	-0.0007314427	-0.0323692123	-0.0693320656	-0.0145501177	-0.0263554431	-0.2135989417	0.0356305402	0.0449473509	0.0170129469	0.0438588993	-0.1144978356	0.1476019659	0.0656044758	0.0645713057	-0.1801775462	0.0552117436	0.0087410416	-0.023657654	-0.0464916501	-0.0261318992	0.0051378039	-0.1045438195	-0.0952433418	-0.0445005282	0.0878039011	-0.1208942124	0.1373808637	-0.0171470987	0.1379991181	0.0224637606	0.0398323139	-0.0578174689	0.0300884274	0.0277961818	-0.0374823874	-0.0118583083	-0.0203269747	0.0690671086	0.0249130661	0.0650292547	-0.0082495121	0.0351934069	0.1321031606	0.0691311221	0.0403897641	-0.0480956788	-0.0572463141	0.0022425478	0.0399676656	0.0237905059	-0.007120702	-0.0025561982	-0.045346793	-0.0819097051	-0.0635309632	-0.1059458461	-0.1596451697	0.0421209179	0.0031511593	0.069675302	-0.0333954164	0.1604651019	0.1793563867	-0.102653634	0.0227158151	0.025866479	0.1342586923	0.0101333429	-0.0792685978	0.0762706643	-0.0757320795	0.0229965873	-0.0431766192	-0.0630800109	-0.1288150785	-0.1626112749	0.0762891872	0.0341551713	-0.0118172753	-0.026003398	-0.0675502406	-0.1097122444	-0.0942189255	-0.1196550231	0.0810398341	0.0405646513	0.0120014392	-0.0452585104	0.0149232376	0.1139675232	0.1117560484	0.1081019891	-0.0173663	-0.01274521	0.0001624403779441	0.00030158837569	-0.0492358	-0.05179676	0.0026829043464976	0.00242416400164	-0.0255986	0.0123450999999999	0.0001524014940099	0.00065528832196	0.00019746	-0.0006135949999999	3.764988240248773e-07	3.89904516e-08	0.000678884	0.000290718	4.608834854560001e-07	8.451695552400003e-08	-0.000472829	0.0	2.2356726324100002e-07	0.0
823.1630789285833	0.6676297291253377	677597.4545111851	0.4457294552119717	951.4928204214846	2.283722285611134	905338.5873136314	5.215387477796941	805.2873095874737	-0.8734238178034275	648487.6509826317	0.7628691655063149	809.7379543288689	641.9165613998701	1.019858	22.927162	0.10117365	0.0537506	0.0500578826	-0.0498681366	0.1039289831	0.0296714689	-0.0261184438	0.0009120579	-0.0002949398	-0.0963852151	-0.0533549106	0.0206659179	0.0510564867	-0.0958680463	-0.1056015018	0.0400707324	0.03381947	0.1128082616	0.0480710263	0.0898391869	-0.0964593329	-0.0091432645	0.0161977966	0.0185783147	0.0580358943	-0.0221942092	-0.0243027622	0.0643331908	0.0158677116	-0.0206431279	0.0309293063	-0.1290068842	0.0847283384	-0.0739165574	0.0407570048	-0.0633941339	-0.0087346915	0.0685482341	-0.0422392366	-0.0105448063	-0.0771502552	0.0197438535	0.0275110652	0.0048084714	0.065268902	-0.1732549012	-0.1035560867	0.1512564895	0.0851409339	-0.0356178438	0.0091992848	-0.0767506272	0.0515060064	0.1643603039	0.0332043906	-0.0057420215	-0.0128712873	0.0461682571	0.0257102894	-0.168851135	-0.0730141718	-0.0353662086	0.0143146706	0.1095299702	0.0684798739	0.0186985817	-0.1051953659	0.0725032708	0.0670475402	0.0384705797	-0.0051791037	-0.0237058775	0.0326562017	0.0256681036	-0.0313944061	0.0539667025	0.0069820857	-0.0253908078	-0.053631427	0.1294350696	-0.0820045092	-0.0607634554	-0.0301127727	0.0427576977	-0.0518598845	0.0810301199	0.0112630529	-0.0283768071	-0.0442218658	-0.0131396625	0.0665555478	-0.0138888857	0.1150400598	0.0654319618	-0.0461507083	-0.0122597167	-0.145451393	0.0901840472	-0.0257031111	-0.0028343729	-0.0531850957	-0.0487600753	-0.0979639853	-0.0767621647	-0.0099250369	-0.1023442713	0.057585998	0.0888317719	-0.1561965334	0.2410837648	0.1136742748	0.110592125	0.105516962	-0.00630095	0.01106535	0.0001224419706225	3.97019709025e-05	-0.0250408	0.024195	0.000585398025	0.0006270416646399	-0.0206284	0.0049701999999999	2.4702888039999976e-05	0.00042553088656	-0.000581233	-0.000778693	6.06362788249e-07	3.378318002890001e-07	0.000238715	-0.000440169	5.6984851225e-08	1.9374874856100001e-07	-0.000472829	0.0	2.2356726324100002e-07	0.0
822.125880370581	-1.0371985580023877	675890.9631751027	1.075780848722232	949.696256858046	-1.7965635634385535	901922.9802901836	3.2276406374750333	807.597351607879	2.3100420204052625	652213.48232406	5.336294136038028	811.954242632657	635.3483870491847	1.045384	23.501003	0.0245750047	0.0129128	-0.0010609407	-0.1085634468	-0.0852598622	0.0209832837	-0.0524281533	-0.0731698165	-0.0461307191	0.0318065707	0.109110802	-0.0721664683	-0.0369483758	0.0608502485	0.0041276109	-0.0573876474	-0.0126117844	-0.0160584162	0.0192832399	-0.0155721364	0.0231742022	-0.0673581976	-0.0313428009	-0.1549318681	-0.047363064	0.0305337399	0.0025714254	0.0280271774	-0.1892930795	-0.0274942072	0.1371433771	0.047565568	-0.0502336939	-0.2102276009	0.1149777175	0.0009212956	-0.0387053654	0.0518876464	-0.0206422908	0.0183841444	-0.0225467005	0.0364063001	0.1248919095	0.1165655855	0.0247531366	-0.0138838587	0.0426593427	-0.0376697381	-0.0396333492	0.0241791039	0.0648057253	0.0113927751	0.0561824756	-0.11952495	0.0535325678	-0.0252069062	0.103518982	0.0161602255	-0.1254919778	0.2691424485	0.0650857957	-0.1808036837	-0.1030087819	0.0089494041	0.1410436006	-0.0652385144	-0.014482854	-0.0750631723	0.0577637235	-0.0732275216	0.0336094247	-0.0384018324	0.0208565219	-0.0669104452	-0.0810058053	0.0407308874	0.1385240447	0.1632173592	0.0946889874	-0.0555912929	-0.0728000472	0.0260260112	-0.1031493664	0.0771547802	0.0086189289	0.123117865	0.0223909994	-0.1111170352	-0.0840448576	0.084717049	-0.0290166528	-0.0205143343	0.0472163982	-0.20635872	-0.043126925	0.0134781972	0.1758109769	-0.0063820087	-0.1028979314	-0.1203566364	0.0729622717	-0.0817464102	0.186905492	0.0814118907	-0.0042473277	0.0574773751	0.0572304791	-0.0198674979	0.025622924	0.0633637236	0.1133324686	0.1092392569	0.1025263906	8.59547e-05	0.0063869046999999	4.079255164688208e-05	7.3882104520900015e-09	-0.0339304	-0.0088896	7.902498816000001e-05	0.00115127204416	-0.0206634	-3.499999999999684e-05	1.2249999999997787e-09	0.0004269760995599	-0.000646755	-6.552200000000004e-05	4.293132484000005e-09	4.182920300250001e-07	0.000358463	0.000119748	1.28495722369e-07	1.4339583504000002e-08	-0.000472829	0.0	2.2356726324100002e-07	0.0
822.4830095332641	0.3571291626831225	676478.3009708953	0.1275412388387482	957.438853445606	7.742596587560001	916689.1580872366	59.94780191769578	806.627329097862	-0.9700225100169746	650647.6480475506	0.9409436699396316	811.3223626282717	633.8741493026081	1.055122	23.719913	0.0895243716	0.0487119	-0.0095213151	0.0916239629	-0.0645268949	-0.0042996223	0.0315657741	0.0789841081	0.0398229718	0.0987959193	0.0483316427	0.0642345787	0.0165130446	0.007023179	0.0746361924	-0.0861078134	0.0213576438	-0.1426403665	-0.1129235726	0.0303425359	0.0171465755	0.0223335842	-0.0572361854	0.0106124824	-0.1181789487	-0.0252217239	0.0269423781	0.0316808945	-0.0670690131	0.0390011634	-0.0247525742	0.0160277803	-0.0374205489	-0.1052573593	0.0638820168	0.0920118592	0.1122985789	-0.1542960543	0.0475312595	0.0716161259	0.0873364567	-0.1386738838	-0.0226947653	-0.0590903591	0.0794916658	0.0577457461	-0.1392325123	0.0976612458	0.0362913092	0.1267726497	0.1382704323	-0.0704652451	0.1499212318	0.0051468654	0.086350449	-0.0123790552	0.0305625275	-0.1611940621	0.0628121048	0.0405017049	0.0968694128	-0.1096337035	-0.0066420609	-0.0349422431	0.0598478944	0.0643750325	0.0353440362	-0.0374525447	-0.1337736711	0.0189391477	0.0127695645	-0.1219231854	-0.023202746	-0.0398289989	-0.0016905066	0.1167503754	0.0551945351	-0.0793831043	-0.0239169946	-0.0983588624	0.0124211695	-0.0680995493	0.0735331683	0.0068242779	0.0728438894	-0.0123221016	-0.0610332339	0.0815029715	-0.096325408	-0.1234511669	-0.1080790803	-9.03517e-05	0.0437921532	-0.0127925732	-0.090070989	0.053489541	0.1305948157	-0.0450104269	-0.1031426431	-0.1031229344	-0.0010418347	-0.1829475667	-0.0259509904	-0.0876549528	0.0023544676	-0.0578423306	0.0193578995	0.0154858779	0.0181641758	0.1089053759	0.1129422506	0.1076997553	0.099141769	1.58331e-05	-7.01216e-05	4.91703878656e-09	2.5068705560999995e-10	-0.0356678	-0.0017374	3.01855876e-06	0.00127219195684	-0.0373495	-0.0166861	0.00027842593321	0.00139498515025	-0.000301398	0.000345357	1.1927145744900004e-07	9.084075440399998e-08	0.000764537	0.000406074	5.845168243690001e-07	1.6489609347600005e-07	0.000196355	0.000669184	3.8555286025e-08	4.4780722585599993e-07
821.6349705409646	-0.8480389922995073	675084.0248158517	0.7191701324603638	954.352557058267	-3.0862963873389617	910788.8031636528	9.525225390501529	806.3086198219657	-0.3187092758962535	650133.5903992032	0.1015756025423142	810.4142861152853	626.8695217645615	0.982033	22.07682	0.1029923657	0.0575821	-0.0080223846	0.0295493955	0.0717203352	-0.017117819	0.0102320348	0.043426978	-0.0162924628	-0.113104501	-0.0068286816	0.0745084854	-0.0438397285	0.029536875	-0.0962029053	-0.0616414626	-0.1239159342	0.0103367571	0.0248040446	0.0429466334	0.0107817785	0.0472638798	0.0753008473	-0.0278467154	0.0477321799	-0.0841137541	0.0600978178	0.0487480623	-0.033871106	0.0295955645	-0.0124256229	0.0725886263	0.1601486938	-0.1511711574	-0.2000659566	0.0707956917	0.0235770243	-0.0223480876	-0.0063029383	-0.0378786732	-0.0291204261	-0.0147553313	-0.0441430607	-0.1287247174	-0.0603209097	0.0767178182	0.0416627646	-0.0199056414	0.0428632978	-0.04977582	0.0671570408	-0.1128275712	0.0895227766	-0.0332754054	0.0601004373	-0.0594959574	0.0313611118	-0.1128088967	0.0501706201	0.0546267478	-0.0570744265	0.1591573769	-0.000386436	0.0079077693	0.1587822521	0.042522813	-0.0443334279	0.0293092891	0.1059097295	0.0814467869	0.0035334036	0.046172159	0.1305352047	0.0382551212	0.0999182301	0.0196214056	0.0828379131	0.0871718636	0.0080293161	0.0878761589	-0.0218289263	0.0614358949	0.1498200012	-0.0653831526	-0.0818399077	0.0387694779	-0.2508478576	0.0001486667	-0.0604730349	0.0187490141	-0.0102488175	-0.0605348581	-0.0985047306	-0.0110350661	0.0730819892	-0.0224370434	0.0314782561	-0.0532818505	-0.0043069633	-0.0890157911	-0.0242045573	0.0132760376	0.0373145799	-0.0460974019	-0.1304063211	-0.0061262046	-0.0049395929	-0.0865715932	-0.0639692665	0.0145147736	0.1125037874	0.1059762505	0.0953761056	4.58488e-05	3.00157e-05	9.009422464899999e-10	2.10211246144e-09	-0.0184064	0.0172614	0.00029795592996	0.00033879556096	-0.0533419	-0.0159923999999999	0.0002557568577599	0.0028453582956099	0.000189109	0.0004905069999999	2.40597117049e-07	3.5762213881e-08	-0.000139127	-0.000903664	1.9356322129000006e-08	8.16608624896e-07	0.000196355	0.0	3.8555286025e-08	0.0
