global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	w_comp_cor_49	w_comp_cor_50	w_comp_cor_51	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
719.7762090841206	n/a	n/a	518077.7911635077	799.559529252795	n/a	639295.4408189511	n/a	685.4249101337045	n/a	n/a	469807.307431797	684.6350969436268	533.2688651783806	n/a	n/a	n/a	n/a	-0.0560373918	0.0247598402	-0.0186992535	0.0572572155	0.116738596	-0.0625389671	0.0464364574	-0.0676716415	0.1918742983	-0.0351699051	0.0066037351	-0.1208963564	0.084007526	0.0109569792	0.0432061506	-0.0659894276	0.0935481278	-0.024724723	0.0382144619	-0.0279276284	0.0566440291	-0.1343733082	0.0280131093	-0.0313550446	0.0121721264	-0.0362722874	0.0507135619	-0.0328997847	0.1066770811	-0.1062597539	0.009380017	-0.0226852188	0.0162407575	-0.1000917769	0.087951621	-0.0152134548	-0.0932749865	0.0334990035	0.0970931923	-0.0630956448	0.0304997119	0.0154537881	-0.1261223729	-0.0251992762	0.0842202664	0.0401881398	-0.066917308	0.0734631672	0.0650663015	0.0044421798	-0.1221290309	-0.1374931634	0.2095612199	-0.106714836	-0.09351684	0.0491098841	0.0378207815	0.1928859435	-0.0065783947	-0.0720891766	-0.0008121213	0.0793985623	0.0402064033	0.011262621	0.0965079786	-0.0140626781	0.1688513599	-0.0082560429	0.0466337794	-0.0068053496	0.0552654945	-0.0552813397	0.036133312	-0.0726515292	0.1315453895	-0.1364439058	0.1973787793	0.0598417032	-0.0930111268	0.0030575471	-0.1007949393	0.0444012682	-0.0630872132	0.0195520478	-0.0013249189	0.0933355547	-0.0605855484	0.0596403853	-0.06636282	0.0675901417	-0.0961353506	0.100736077	0.1017775162	-0.0204765871	-0.0891421798	0.0458344563	0.0935330708	-0.0988932395	-0.0374199158	0.0930032459	0.0317866275	-0.034699763	-0.1076140779	0.0204145936	0.0784128556	-0.0343824601	-0.0745350298	-0.0046564129	0.0884506746	0.0149127676	-0.0237572429	-0.0123001864	-0.0530915853	0.0351700265	0.0916297588	0.1147017419	0.1146833673	0.1146527451	-0.0264915	n/a	0.00070179957225	n/a	-0.052421	n/a	n/a	0.002747961241	-0.0244875	n/a	0.00059963765625	n/a	9.50423e-05	n/a	n/a	9.03303878929e-09	-0.000282363	n/a	7.9728863769e-08	n/a	-0.000594052	n/a	n/a	3.52897778704e-07
719.2166751963424	-0.5595338877782297	0.3130781715722205	517272.6258804811	804.0086847184755	4.449155465680519	646429.9651027329	19.79498435779484	685.4113621466627	-0.0135479870418748	0.0001835479528868	469788.7353597436	685.5340372927891	542.4660895884231	1.073862	21.461178	0.114288905	0.0617298	-0.0463939693	-0.0333858472	0.02710254	0.0333476574	0.0595928883	0.0834854122	0.1060887583	-0.0151542627	0.0079474128	-0.0429496032	-0.1594316721	-0.0759895636	-0.0412117927	0.0552014577	0.0220022954	0.0613629954	0.1139230387	0.1160378992	0.0426808966	-0.0650926406	-0.0234316451	-0.1969227711	0.0658223872	0.1205261033	0.064139326	-0.0304119386	0.0621168406	0.0157922094	0.0799771008	-0.0299165415	-0.1122501872	-0.083726629	-0.0983900125	-0.1102101629	-0.0885455949	0.1805190135	0.0194130095	0.0754688953	-0.1271057864	0.063221408	-0.092500774	-0.0549364965	-0.0088667845	0.0030540122	0.1760774746	-0.0122316056	0.0151019199	0.0184011452	-0.0015360247	-0.0805957378	-0.0369177469	-0.0608845718	-0.0126748404	0.0188770868	-0.0778485491	-0.0573369621	-0.1229264909	0.0381272379	0.0736848733	-0.0237063043	0.087625092	-0.0651168208	-0.0026997385	-0.0307508531	-0.0200086837	0.047097197	0.0884651554	-0.0143179237	0.0286813719	0.1745294851	-0.070216918	0.0644202273	0.0751348789	0.1076578461	-0.0564273122	-0.1187392297	0.2159531229	0.0452782453	0.0069279463	0.1153468623	0.0464372112	0.0055908594	0.1005019226	-0.0088822483	0.025858408	0.0882072443	0.1298142689	0.0171087708	0.0883539853	0.1001818424	-0.0409959031	0.0562517315	-0.0178950016	-0.1752800002	0.0899512721	-0.075644437	0.0176771879	0.0200262203	-0.0559994766	0.0185407778	-0.1547830589	0.0285608012	0.0085105592	-0.0945882623	0.0358485538	0.0657630721	-0.0539509858	-0.0270974565	0.0785678701	0.0744001252	-0.1503750237	0.0260535945	0.096655117	0.0148414347	-0.0484756746	0.1146527451	0.1144874327	0.1142120884	-0.0287443	-0.0022527999999999	0.00082623478249	5.075107839999997e-06	-0.00720205	0.04521895	0.0020447534391025	5.18695242025e-05	-0.0161479	0.0083395999999999	0.00026075467441	6.954892815999998e-05	-0.00061881	-0.0007138523	5.095851062152901e-07	3.8292581610000004e-07	6.40348e-05	0.0003463977999999	4.100455611040001e-09	1.1999143584483997e-07	-0.000703353	-0.000109301	1.1946708601000004e-08	4.94705442609e-07
719.3714103876805	0.1547351913380907	0.0239429794384355	517495.2260831606	794.7977695688681	-9.210915149607333	631703.4945116476	84.84095789326584	685.2542128800762	-0.1571492665864298	0.0246958919886527	469573.33626989287	684.7133093025981	534.3320977898904	1.128777	22.558649	0.13246416	0.0913043	-0.0739250028	-0.0223573124	-0.0404787402	-0.0384121768	0.0574551087	-0.0826008786	-0.0685749106	-0.0477717267	0.1290046643	0.1179969541	0.0506709799	-0.005230711	0.0778478476	-0.0399436012	-0.0001197946	-0.0393771015	0.0187556673	-0.0165873596	0.0006606594	-0.0930576845	0.0280861402	-0.1932944662	0.0436301075	0.1519265895	0.00260221	0.0051444136	0.0172170351	0.0093280347	-0.0668720941	-0.0181143907	0.0180942526	-0.0812537888	-0.0703138441	-0.0596808844	-0.0294725853	-0.0098963069	0.0914226636	-0.0395602572	-0.0415754427	-0.12648605	-0.1659225928	-0.0678520025	0.1494550945	-0.0773656691	0.0757385576	0.1566401328	0.0473404589	0.0131568279	0.0811226291	0.1251841419	0.0182926874	-0.0070961411	0.0446427381	-0.1151172824	0.0348743017	-0.0374931068	0.0282040474	-0.0440652517	0.002236107	-0.1057510304	0.1327911351	-0.0619255557	0.0238475559	-0.0016183665	-0.1193605489	0.0064625584	0.0369344131	0.0724005232	0.0215106621	-0.0510733432	0.1238376613	-0.0176572651	0.0862498549	-0.0437126072	0.1308417737	-0.005654482	0.2380740591	-0.0431785984	-0.0350478169	0.0361075482	0.1574011899	-0.0576017026	0.0797235663	-0.1158010932	-0.083581578	0.0369799921	0.0161524463	0.0222962269	0.0782624169	0.0079152486	-0.0682233158	0.0994406535	0.1138660548	-0.0065728412	0.0002641127	0.1561303401	0.1896341554	0.0553659653	-0.0156697392	-0.1182356462	-0.0213676494	-0.1023067978	0.1473814751	-0.0205828163	-0.0457252412	0.0285851143	-0.0363628777	0.0432779465	0.0009912149	-0.1260611073	-0.0758048312	-0.1035793279	0.0202820638	-0.0371511044	-0.1847549904	0.1145547726	0.1140958982	0.1133324686	-0.0342077	-0.0054634	0.00117016673929	2.984873956e-05	-0.0928658	-0.08566375	0.0073382780640624	0.0086240568096399	-0.0161242	2.3699999999998028e-05	0.00025998982564	5.616899999999066e-10	3.41204e-05	0.0006529304	4.263181072441601e-07	1.16420169616e-09	-0.0	-6.40348e-05	0.0	4.100455611040001e-09	-0.000594052	0.000109301	1.1946708601000004e-08	3.52897778704e-07
719.7511051087006	0.3796947210200869	0.1441680811705216	518041.6533051957	803.6070684282025	8.809298859334376	645784.3204277698	77.60374639306994	685.4624162776679	0.2082033975916601	0.0433486547687109	469858.7241292189	685.216548030243	538.9534692777111	1.171059	23.403667	0.1494974099999999	0.110105	-0.0726276717	0.0469754657	0.0463297653	0.1796179988	0.1234910693	0.0579658184	0.1468694117	0.0520700844	-0.067942562	-0.1335738913	-0.166413921	0.1553581373	-0.028803839	0.0807359666	0.0706432881	-0.0903767839	0.1261369442	-0.0513728246	-0.0157087448	0.0662635404	0.0064244555	-0.0308603978	0.0197571342	0.1273391915	-0.0436003297	-0.0452887523	0.0502533207	-0.0461843192	0.0690443753	0.0545186162	0.0078757974	-0.1347582648	0.0512288368	-0.0448768813	-0.0597995329	-0.0345189023	0.0500682263	-0.0853420587	-0.0431606201	-0.0994546334	0.0282729762	-0.0695212564	-0.0468002903	0.0304790189	-0.1555886749	-0.0387508262	0.001473782	0.1229404955	0.0241193256	-0.0995859618	0.0588172984	0.09208046	0.0098396417	-0.1253912212	-0.0552004904	-0.0668534848	-0.1009513137	0.0385472281	-0.0064015715	0.1135749758	-0.1204645734	0.1270244145	0.0476530379	-0.0776747235	-0.1693199408	-0.0342815179	0.1594294424	-0.1003535125	0.0727662552	-0.0055916868	-0.1554376642	0.0966568633	-0.0727827632	0.112908338	0.0444824192	-0.021030679	0.1040109166	0.0562725566	0.0641327248	-0.0496209901	0.0471212769	0.031556585	-0.028272386	-0.0378363117	0.1325977344	0.016937303	-0.0138281353	-0.0866801068	0.0533854754	-0.0423984838	-0.0292848843	-0.0145290731	-0.0740648546	0.0406825474	-0.041015131	0.0307134447	-0.0071755853	0.0542494588	-0.0405596457	0.0595289445	0.0199157671	-0.2253489411	-0.0284759254	0.0826727593	0.0749306075	-0.0371073698	-0.0688644463	0.0446730113	-0.0484423671	0.0233671447	0.1164459156	0.0231132315	-0.030564778	-0.0108015801	-0.1417199257	0.1144078661	0.1135094328	0.1120172664	-0.0287433	0.0054644	0.00082617729489	2.985966736000001e-05	0.0134189	0.1062847	0.01129643745409	0.0001800668772099	0.0112066	0.0273308	0.00012558788356	0.00074697262864	-8.41758e-05	-0.0001182962	1.3993990934440002e-08	7.08556530564e-09	-0.0	0.0	0.0	0.0	-0.000684106	-9.0054e-05	8.109722916e-09	4.6800101923600005e-07
719.6366710564808	-0.1144340522197353	0.0130951523074291	517876.9383292536	798.2857491244628	-5.321319303739756	637260.1372552047	28.31643913235336	685.8553263596299	0.3929100819619862	0.1543783325073747	470397.5286958744	685.7325332479852	540.5233977491076	1.228938	24.560389	0.11989981	0.0699453	-0.0804752233	-0.0215492845	-0.048868235	-0.1720835392	0.0343543414	-0.0777801908	-0.1921869439	0.0465018171	-0.1113510237	0.1378335661	0.075010633	0.1787967497	-0.0482351786	-0.0809839207	0.0567928555	0.012111589	-0.0760638815	-0.1193130768	-0.0257353907	0.0675337315	0.0440015086	-0.0028835726	-0.0620270521	0.094606886	0.1135050856	0.1909134523	-0.0614481401	-0.0887339802	0.0275122787	0.1919418732	0.2135123273	-0.1168637442	0.0412832212	-0.0346971182	0.0522702505	-0.0613636477	0.097364553	-0.0973158722	0.1087692096	-0.1249639632	0.0450922156	-0.0456815552	-0.0670378516	-0.0075369573	-0.066312425	0.0251961916	-0.002795598	-0.0636453152	-0.1291521081	0.0956234744	0.0819275724	0.0145546314	-0.0479141857	0.1842066518	0.0276763517	-0.1048126803	0.083326643	-0.0025547741	0.0371009998	0.0104946032	-0.1652797552	-0.1655834317	0.006753657	0.0474040596	0.0248120309	-0.0024746752	-0.1634080845	0.0801300761	0.0711381358	-0.1795837885	0.0927634929	-0.0425737796	-0.0150556688	0.0315144468	0.0462822216	0.1307929132	0.0967562308	-0.0549083749	0.1466987965	0.018008697	-0.1073612853	-0.0558958639	0.0820221972	-0.0329800389	0.1925845206	-0.0214836338	-0.006668966	-0.1933043361	0.0379499374	-0.157994936	-0.1462572414	0.0200485202	-0.03554095	0.0267252605	-0.0858332791	0.153116906	0.0204374152	0.1377360991	-0.0365372176	0.0222400009	-0.0631437078	0.0975960259	-0.0182531609	0.0332418914	-0.0579912285	-0.1010999067	-0.050374267	-0.0429403783	-0.2005504558	-0.0608932782	0.058820069	0.0610932618	0.1038524775	-0.0463488827	0.0509746107	0.1142120884	0.1127290384	0.1102715368	-0.0287396	3.699999999998843e-06	0.00082596460816	1.3689999999991439e-11	-0.0483699	-0.0617888	0.0038178558054399	0.00233964722601	-0.016125	-0.0273316	0.000260015625	0.00074701635856	-0.000398322	-0.0003141462	9.868783497444001e-08	1.58660415684e-07	0.00022602	0.00022602	5.1085040400000003e-08	5.1085040400000003e-08	-0.000759454	-7.534800000000004e-05	5.6773211040000055e-09	5.76770378116e-07
719.8400827339071	0.2034116774262884	0.0413763105133764	518169.7447103583	799.7602408555539	1.4744917310911203	639616.4428533335	2.174125865056089	685.31986708976	-0.5354592698698752	0.2867166296895799	469663.3202279263	685.1033675394403	535.6260233805544	1.208808	24.158089	0.0434894	0.0237274	-0.0497518478	0.080686797	0.0237263626	0.2131454668	0.1110904837	0.090641161	0.1288094165	0.1196328562	-0.023739091	-0.1294613411	0.0412733024	0.0758991887	-0.1246160112	0.0889900625	0.0259268111	-0.2087826504	0.1199845113	-0.0201068424	0.0577541611	-0.1620653824	0.1075940735	0.0058590284	-0.0422556075	0.0005566897	-0.1487755665	-0.0259240097	0.0253718467	-0.0272819714	-0.0617392675	-0.1053288779	0.0783417263	-0.0077437814	0.0802969958	-0.0290028204	-8.22241e-05	-0.0025382651	0.1398091655	-0.0426309832	0.017160204	0.0643953369	0.0672355362	0.0897206489	0.0156804559	0.0644399989	0.1721664786	0.1041500983	0.0080254315	0.0274664981	-0.0677577697	0.0448066187	-0.0540237889	-0.041471503	0.0141632841	-0.00357955	0.1106237799	0.0759074527	0.017144547	-0.0747991017	0.0776879697	0.1762657346	-0.0783406439	0.0207493285	-0.1854788928	-0.022686245	0.1137019273	0.0067668596	0.1665442377	-0.1190073978	0.0228215219	-0.0920439755	-0.1345960825	-0.0635119408	-0.0599211605	0.093811863	-0.0579477632	-0.0056507418	0.039063821	-0.0793625938	-0.0934490618	-0.0822839895	0.0443543632	0.0384866574	0.024023003	-0.0059586008	-0.1645825587	0.1193577803	-0.0880602932	-0.0632738173	-0.1172985547	-0.0916953155	0.1676781243	-0.0290743521	-0.035587858	-0.0826972331	0.0305350739	0.1918738996	-0.0081942639	-0.1495967124	-0.0373485174	0.0350526194	-0.0437945899	0.0714237818	0.0163973902	-0.01964872	-0.0444235627	-0.1424505952	0.0821806147	-0.1735964644	-0.0596288431	0.0346261009	-0.1173109185	-0.062969997	-0.0166843377	0.0127297104	-0.0071391242	0.1139675232	0.1117560484	0.1081019891	-0.0287435	-3.900000000001125e-06	0.00082618879225	1.5210000000008774e-11	-0.0483615	8.399999999998686e-06	7.055999999997791e-11	0.00233883468225	-0.0254421	-0.0093170999999999	0.0006473004524099	8.680835240999997e-05	-0.000106544	0.000291778	8.513440128400002e-08	1.1351623936000001e-08	-0.0	-0.00022602	0.0	5.1085040400000003e-08	-0.000594052	0.000165402	2.735782160400001e-08	3.52897778704e-07
720.1011974747416	0.2611147408345005	0.0681809078810683	518545.73460455687	800.719775545223	0.9595346896691126	641152.1589491923	0.9207068206784004	686.2390629408293	0.9191958510692756	0.84492101262297	470924.0515059074	686.0848212104901	543.8231211406933	1.218766	24.357098	0.08375	0.0436655	-0.0710386534	-0.0486441791	-0.0108468341	-0.2092208512	0.007911311	-0.0028736403	-0.1581791071	0.1474163541	-0.1553243131	0.1478645572	0.036664283	0.0037057994	-0.0513632831	-0.1024197635	0.0706747083	0.1037904467	-0.1595090287	0.0142139936	0.0509172366	0.043233719	0.0231160379	0.0214086772	0.005162998	0.0790796512	0.0003230784	0.052962748	0.009384457	-0.0388666246	-0.0704848078	0.0399709783	-0.1920015712	0.0803800585	-0.0047205719	-0.0511979614	-0.1226018874	-0.003413376	-0.157293662	0.1043759404	0.0439648797	0.0110864089	0.0839497035	0.1302213268	-0.1106086325	0.0115778737	-0.0160710162	-0.0098843787	0.0542455013	0.0976702029	-0.0223276609	0.0146224649	-0.0173062038	-0.04576883	0.0261409744	0.0316869913	0.0543285349	-0.1691076261	-0.1383984867	0.1423444214	-0.0143517041	0.2104632376	0.0863448926	-0.169899118	-0.0589844736	-0.0666346232	0.039034868	0.0075616861	-0.2045574297	0.1006758059	0.0947318037	-0.0929700394	0.0736166247	-0.0373313795	-0.0205427093	0.0058852968	-0.0814106302	0.1001611957	0.0093323941	0.1130036887	0.0559222255	-0.0136161998	0.0285477954	-0.1133672057	-0.0036444447	0.0571213593	0.071334305	-0.0025567715	-0.0159709612	0.0041395878	-0.0271549901	0.1314690056	0.1169332029	0.0268358626	-0.1159610213	0.0729648781	0.1023174914	-0.1318640394	-0.1082495993	-0.123316422	0.076964376	0.10639201	-0.0567750893	0.0911211723	0.0618807144	0.0172574034	0.0634988056	-0.0674475527	-0.0847329357	-0.0297990379	0.0336803169	0.0390034874	-0.1495440274	0.0950274873	0.0296738497	0.1812086256	-0.1542348583	0.1136742748	0.110592125	0.105516962	-0.0287404	3.1000000000024064e-06	0.0008260105921599	9.61000000001492e-12	-0.0273234	0.0210381	0.00044260165161	0.00074656818756	-0.0615545	-0.0361124	0.00378895647025	0.00130410543376	-0.00043868	-0.000332136	1.1031432249600003e-07	1.924401424e-07	0.000199792	0.000199792	3.991684326399999e-08	3.991684326399999e-08	-0.000594052	0.0	0.0	3.52897778704e-07
719.33386266476	-0.7673348099816621	0.5888027106095935	517441.2059762038	797.3870361325994	-3.332739412623596	635826.0853923314	11.107151992454671	685.3853920952077	-0.8536708456215365	0.7287539126641892	469753.13569750165	685.2285255603038	532.6693436385498	1.245956	24.900494	0.116654	0.0574306	-0.0254764207	0.070873076	0.0172937352	0.2243304513	0.080376651	0.0440257334	0.1757278407	0.1529212633	0.0394328993	-0.0452378727	0.1527943984	0.015947254	0.0087874027	0.0236240905	-0.0360186397	-0.1629549241	0.0674654878	-0.113468723	0.0517447753	-0.1225708084	0.0275892593	0.046205136	0.1542468388	-0.1001826107	0.1130276661	-0.0145825585	0.0131828456	-0.2169636921	-0.0011036172	-0.0395072205	-0.0019769427	-0.0264884827	-0.1533890867	0.0457919186	-0.0613306089	-0.0035265566	0.0651212616	0.0218953515	0.0371015367	0.0570697313	0.0045280818	-0.0593701245	0.0662954666	-0.0689811277	-0.0249153359	0.0120335525	-0.0128772174	-0.0828823266	0.0188276053	0.0973814505	-0.0012831649	0.0689848569	-0.074189111	0.0319875087	0.0496235247	-0.0067280629	-0.0357148078	-0.0076299685	-0.1008738959	-0.043486151	0.1920411148	-0.0290700233	0.1279792584	0.0829107901	-0.0795531275	-0.0324141424	0.1645945645	-0.0904838267	-0.0620287547	-0.1124616482	-0.0763131404	-0.1571523046	-0.0529142979	0.117466921	-0.0225726207	-0.0241365651	-0.0431412375	0.0235842602	-0.10633494	0.1609438326	-0.0702739503	-0.1530372996	0.0564651792	-0.0263987605	-0.0464658287	0.0408320704	-0.0180444069	0.0008970143	-0.0533915951	-0.0603940635	0.0803184878	-0.0190976272	-0.0674939021	0.1132196531	-0.0703138977	-0.0083459121	0.0518917017	-0.0018179455	0.1413748307	-0.0849172995	0.0522325778	0.0496639318	0.0776999305	0.005023117	0.0039190173	0.1490040166	0.0714702991	0.0391806012	-0.0303236673	-0.0384559436	-0.020458323	-0.0767506195	0.1037515977	-0.0619758522	-0.0237766646	0.1133324686	0.1092392569	0.1025263906	-0.0243334	0.0044069999999999	0.00059211435556	1.942164899999998e-05	-0.0734587	-0.0461353	0.00212846590609	0.00539618060569	-0.0435416	0.0180129	0.00189587093056	0.0003244645664099	0.000149253	0.000587933	3.45665212489e-07	2.2276458009e-08	-7.59e-24	-0.000199792	5.76081e-47	3.991684326399999e-08	-0.000768303	-0.000174251	3.0363411001000016e-08	5.90289499809e-07
719.3468127259638	0.01295006120381	0.0001677040851824	517459.8369790028	800.3396882051258	2.952652072526348	640543.6165162779	8.718154261394139	685.4264790422857	0.0410869470779289	0.0016881372201845	469809.4581723049	685.5002812505069	543.2596090489589	1.274847	25.477875	0.1323833999999999	0.0904971	-0.034202018	-0.0833057881	0.0182422595	-0.2109815578	-0.0196612957	-0.0106896692	-0.134289847	0.1124576476	-0.2018337342	0.1315556484	-0.0033826756	-0.055619114	-0.0102606055	-0.0454485119	0.0079891675	0.1629147316	0.0957089147	0.0173118817	-0.0535635541	0.1095802178	-0.0527433692	-0.1570066178	0.1024987337	-0.0162095037	0.1361538789	-0.0643770228	-0.0509596996	0.0854761678	-0.1115349555	0.0308079211	0.0937293241	0.0538563502	-0.0377991521	0.0299466919	-0.0666524993	0.104490938	0.0085717678	0.0540755907	-0.075210868	0.0313195383	-0.0193264178	0.0721790197	0.1358404441	0.0620425197	-0.0426472696	0.0160205563	-0.0376649806	0.0984640906	0.0724954889	-0.0491600449	0.0286502123	-0.0375187626	-0.0839940131	-0.0858904297	-0.0892444533	0.0092215545	-0.1073318009	0.0243819325	0.0579006669	-0.038471482	-0.0388684958	-0.12387272	-0.1872464221	-0.0311472074	0.0144063455	0.0042185901	-0.2222980202	0.0899384522	0.0345922986	0.0193476063	-0.1084029626	-0.0170273303	-0.0070344596	0.1041960649	0.042230686	-0.0364488187	0.0736416894	0.0134500507	0.0192239951	0.1313756358	0.0193509869	0.0499799294	0.0339279814	-0.0811058553	-0.0946623249	-0.028568105	0.0213024693	0.0422405239	0.0401711469	-0.0714579496	-0.0209607978	0.0929712921	-0.0099562963	0.0938225282	0.1144514568	-0.0430344772	0.0276726941	-0.0159402223	0.0464200704	-0.0987745016	-0.0516100295	-0.0060286859	0.1401155977	0.0061052731	-0.0446554339	-0.0555357528	-0.0752115845	0.1603228713	0.1833675574	0.0730285664	0.0633038292	-0.0709718896	-0.0454581768	0.0640540274	-0.0503266216	0.1129422506	0.1076997553	0.099141769	-0.0133305	0.0110029	0.00017770223025	0.00012106380841	0.0124184	0.0858771	0.00737487630441	0.0001542166585599	-0.0218428	0.0216988	0.0004771079118399	0.00047083792144	-0.000106904	-0.000256157	6.561640864900001e-08	1.1428465216000002e-08	-1.0142300000000001e-23	-2.5523000000000008e-24	1.0286624929000002e-46	6.514235290000002e-48	-0.000748368	1.9935000000000005e-05	3.9740422500000015e-10	5.60054663424e-07
718.5661414103866	-0.7806713155771376	0.6094477029649389	516337.29958141176	796.2101845512466	-4.129503653879169	633950.6579831302	17.052800427401408	684.9179680845155	-0.5085109577702269	0.2585833941723935	469112.6230050213	685.0358163552131	529.6788901343818	1.202559	24.033199	0.1366102249999999	0.0951277	0.006405274	0.0572031599	-0.0152152498	0.1481590326	-0.0029087511	0.0011273114	0.0927548202	0.109223733	0.0093363526	-0.0052823379	0.0905125536	0.094175451	-0.0594427121	-0.0439766518	-0.0307225494	-0.110666188	-0.0131491165	-0.0699255334	-0.0102371732	-0.0070509985	-0.1046489796	0.0938962171	0.0376609488	0.0616802196	0.0519580705	-0.0332615346	0.0897346704	-0.0265013125	-0.0374230985	0.0338568827	0.0312086944	0.1000379442	-0.1492531726	-0.0302893749	0.1699408892	-0.0020921755	-0.0062055512	-0.0841594573	0.0153559677	0.0234308644	0.2149291139	0.1716076164	0.0348507027	0.1039880307	-0.13928921	0.0152182783	-0.1567805533	0.0349343436	0.0597762881	0.0216949379	-0.1285156619	0.1055659959	-0.1736966973	-0.1299423672	0.0969134087	0.0335024083	0.1417427501	0.0040505047	-0.1073947595	-0.1314142565	0.1753755999	0.1662725332	0.0095726328	-0.0444518774	-0.0520978518	-0.0487096201	0.0768790997	-0.0224407177	-0.0481854472	-0.084670196	-0.0229180476	-0.0628967658	-0.0052604563	0.0439905519	-0.0970389981	-0.001089204	-0.1205663665	0.0472588487	0.1060106525	0.0399612251	0.0223820317	0.0698057864	-0.006106734	-0.018918334	0.1038444295	-0.0323073388	-0.1188129051	0.0454298772	-0.0744189128	-0.0907266863	0.060550375	-0.0074527548	0.0369094422	0.3582621532	0.1195172173	-0.0646263135	0.1053574507	-0.0856771608	-0.063070711	-0.0313984898	0.0991063336	0.0113665274	0.0871883888	-0.0481056881	-0.0671535704	-0.0363054629	0.1889044365	0.0738772311	0.1315501076	0.0449811181	0.0281868484	0.0477387775	0.0132610987	0.0091896804	0.0221529252	0.1125037874	0.1059762505	0.0953761056	-0.0263818	-0.0130513	0.00069599937124	0.00017033643169	-0.0785941	-0.0910125	0.0082832751562499	0.00617703255481	-0.0440082	-0.0221654	0.0019367216672399	0.0004913049571599	7.52805e-05	0.0001821845	3.3191192040250004e-08	5.6671536802500005e-09	9.797550000000001e-24	1.9939850000000006e-23	9.599198600250002e-47	3.975976180225001e-46	-0.000722932	2.543599999999999e-05	6.469900959999995e-10	5.22630676624e-07
