global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
783.4580409148595	n/a	613806.5018741495	n/a	814.0862273013973	n/a	n/a	662736.3854818224	722.4428909111007	n/a	521923.7306279885	n/a	721.0048998069773	538.5046319548434	n/a	n/a	n/a	n/a	-0.1165971288	0.0351876151	-0.1084047172	-0.051840512	0.0538787757	-0.0109566492	0.0294579785	-0.0489798322	0.1045867974	-0.0929043916	0.0966522515	-0.0441441327	0.0908339415	-0.0169265656	0.0009893846	-0.0600869468	0.0003247085	-0.0173357688	0.0315794667	-0.0829961753	0.0217412044	-0.0084861266	0.0761608746	-0.0971514328	0.0491164532	-0.030895484	0.0669211605	-0.0263792019	0.0226047006	-0.0916595507	0.0154690845	-0.0303047769	0.0502812075	-0.04036616	0.0651769957	-0.0060553015	-0.0236902226	0.0684474558	-0.0527707676	-0.0083750901	-0.0934012772	0.0982507242	-0.0118345627	-0.0040157381	-0.0462383829	0.0307260338	0.0143629702	0.0354514213	-0.1546628213	0.0678872884	0.0479083431	-0.0255528405	-0.0358758451	-0.0560282819	0.063021028	-0.0329687526	0.1249699191	-0.0671722624	0.0893321638	-0.0059177341	0.0336111872	-0.041541303	0.0935567417	-0.0128863056	0.0923562349	-0.0067424031	0.0149343653	-0.081676852	0.1020485628	-0.0203373485	0.1201261427	-0.0364895645	0.095889046	-0.06625328	0.0172893033	-0.0077802471	0.0138478951	-0.020858243	0.0192008721	-0.0407768591	0.0179341928	-0.0112072723	0.0030652356	0.0366418848	-0.047262772	0.0018088542	0.0520199943	-0.0619025622	0.0903709283	0.1164220795	-0.0293861113	-0.0776267449	0.0380793949	0.01632015	0.051944336	-0.0193926228	-0.0121031997	-0.0406585989	0.0008688245	0.1147017419	0.1146833673	0.1146527451	-0.0317676	n/a	n/a	0.00100918040976	0.0439041	n/a	n/a	0.00192756999681	0.274673	n/a	0.075445256929	n/a	-0.000741419	n/a	5.49702133561e-07	n/a	0.00102111	n/a	1.0426656321e-06	n/a	-0.000512466	n/a	2.626214011560001e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
782.6200918647276	-0.8379490501318969	612494.2081903546	0.7021586106169483	813.7977171264412	-0.2885101749561727	0.0832381210532413	662266.7244002072	723.0754857794735	0.6325948683728484	522838.1581352216	0.4001762674916614	720.8837823049624	531.6630066260446	1.02086	23.811468	0.09155555	0.0549207	-0.1289297997	0.0786013299	-0.1092464287	0.0335585176	0.0505869616	0.0163928125	0.0583017444	0.0189920443	0.0936790172	-0.0837613782	0.0737774549	-0.0393258058	0.1017348572	-0.0131816999	0.0545237274	-0.085167513	0.1382259342	0.0151026406	-0.0321974136	-0.0382521374	-0.0582093892	-0.0520243918	0.1409191879	0.0112660014	-0.1129438681	-0.0642922199	-0.0854653378	-0.0580285086	-0.0202096979	-0.0976928476	-0.0304268701	0.0729533113	-0.0741487077	-0.0555765982	0.0598707935	0.0369412786	-0.10943883	0.0413455537	-0.0469864715	0.0493361917	-0.0659539003	0.147847018	0.0182759857	-0.0296128517	-0.1112247879	-0.0488306879	0.0178260333	-0.0030432788	-0.0330978826	-0.0427747519	0.0617911136	0.1417693975	0.075495823	0.0564912575	0.0348469972	-0.0552592575	0.1001074914	-0.0277537421	0.0842331539	-0.0682902224	-0.0538245689	0.0585997001	0.091278545	-0.0001243913	0.0077585597	0.0872127788	0.018654285	-0.0178095074	0.1960756236	-0.0653295496	0.0769146111	0.1135226268	0.0742117556	-0.0136754519	-0.1023430881	0.0142038842	0.0240459843	-0.0461699929	0.002884545	0.0471866715	0.0332480293	0.0211112161	-0.049306088	-0.1110705422	0.0596962846	0.0810507377	0.0789318608	-0.1080746253	-0.015231959	0.0759759103	0.0132380021	-0.0473359114	0.0856971121	0.0864464004	-0.0195385647	-0.1198006703	-0.0063828579	0.0467018246	-0.0325594817	0.1146527451	0.1144874327	0.1142120884	-0.0266686	0.0050989999999999	2.5999800999999997e-05	0.00071121422596	0.035177	-0.0087271	7.616227441000003e-05	0.001237421329	0.227385	-0.047288	0.051703938225	0.002236154944	-0.000467182	0.000274237	2.18259021124e-07	7.5205932169e-08	0.000686518	-0.000334592	4.71306964324e-07	1.1195180646399998e-07	-0.000512466	0.0	2.626214011560001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
784.1952739614684	1.575182096740832	614962.2277035024	2.4811986378928443	812.825248467226	-0.972468659215224	0.9456952931558552	660684.8845458076	723.6758340741083	0.6003482946347276	523706.71282285627	0.3604180748708257	721.8517093548305	541.7489217409344	0.951675	22.197741	0.0604068	0.0316574	-0.1151501626	0.04725792	-0.113346468	0.0165300966	0.0733405692	0.0280714557	-0.0986826156	0.015122574	0.0558517659	-0.0775906384	0.0486206022	-0.0328962117	0.1108945233	-0.0611829317	-0.0282540855	-0.0017858362	0.0112098109	-0.1223343259	-0.0199802058	-0.2203414313	-0.0399399332	0.0213092571	0.0318382398	-0.0741882465	0.0023950535	0.0520550702	0.0095160532	-0.0331682059	0.0611317597	0.0102338752	-0.0640647527	0.0789189959	0.1060189796	-0.0541623218	-0.0852212908	0.0456932932	0.0012510797	-0.0509401542	0.1981106005	0.0101743173	0.0539200599	-0.0235484055	-0.0411931699	0.1012964536	-0.0155218753	-0.1353638772	-0.0410699013	0.1024857841	-0.1825997934	-0.2164507596	-0.0743114493	0.0900709034	0.0300122646	0.0030335796	0.0061501135	-0.0515006687	0.0813349048	-0.0320392372	0.1037052387	-0.0995008012	0.0418831891	-0.0579073084	0.0004528903	-0.0568580516	0.1863284239	0.0849153055	0.0435344357	0.0939181939	0.0809579124	-0.0031348533	0.0024688317	0.0318449275	-0.0053509315	-0.0557372391	-0.0669066903	-0.0586742648	0.0248623767	0.0536856861	-0.0626007092	-0.043333781	-0.1139300592	-0.0697240922	0.1516676457	-0.0178206433	0.0589016425	-0.0215993593	0.0537969529	-0.0628670958	-0.018328735	0.0364129633	0.0649303843	-0.0267854967	0.0208336623	-0.0936843415	-0.046758454	0.0060289786	-0.0290649666	0.0874007915	0.0858558228	0.1145547726	0.1140958982	0.1133324686	-0.0244984	0.0021702	4.709768040000003e-06	0.00060017160256	0.0581691	0.0229921	0.00052863666241	0.00338364419481	0.230888	0.003503	0.053309268544	1.2271009000000044e-05	-0.0007765209999999	-0.0003093389999999	6.029848634408447e-07	9.569061692093812e-08	0.000794302	0.0001077839999999	6.30915667204e-07	1.1617390655999996e-08	-0.000294759	0.000217707	8.688286808100002e-08	4.7396337849000024e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
784.8622955273294	0.6670215658609777	616008.8229404289	0.4449177693236306	815.7669754441761	2.9417269769501218	8.653757606916102	665475.758225339	724.6794040497523	1.0035699756440408	525160.2386539042	1.0071526960141808	722.6571687131928	541.5089355772895	0.950634	22.173462	0.0909255	0.0487962	-0.1078369819	0.0107429423	-0.0915356724	-0.0612950388	0.0300168842	-0.0963165222	0.0145744637	-0.0501258879	0.1105259575	-0.0297087437	0.0668518476	-0.0977906465	0.0533095215	-0.0749226285	0.0006286637	-0.0369294874	-0.0337145958	-0.0966507458	0.1092014861	-0.0402609628	-0.0066867744	0.0219729021	-0.0013617918	-0.1755670999	-0.0307834199	-0.0058433651	-0.0903170589	0.194973697	0.0087380726	-0.0416175352	-0.0315049061	-0.0212936153	0.0248954019	0.0303638235	0.0809332153	-0.029400025	0.0534551675	0.0475824027	-0.0068842766	-0.0048603081	0.075748238	-0.1181715913	-0.0048629904	0.0318117562	-0.0260179746	-0.1130235171	-0.0580947141	-0.118164753	-0.007458443	-0.0198179582	-0.0919152779	0.0024834612	-0.0485330437	-0.0375133341	0.0414129681	0.0039932959	0.0862978221	-0.0884273918	0.0373176884	-0.0493960957	0.0262533855	-0.058566903	0.0618608766	0.013102654	0.1176196778	-0.0843953783	0.1098960407	-0.0488840634	0.1103172562	-0.0122088076	0.0092469482	-0.070508314	0.0564168174	0.0077517708	-0.0711459877	0.0232821528	0.013813906	0.0572488228	0.2200121248	0.0025116336	0.0079439896	-0.0622687283	0.1309845286	-0.005555056	0.0071548934	-0.0436127097	0.1219334496	0.1102323594	0.1100266779	-0.0060919035	-0.0533247396	0.1103686179	0.0683068602	-0.0445251743	0.0110641634	0.0506844637	0.0064851082	0.0611606595	-0.0015228236	0.1144078661	0.1135094328	0.1120172664	-0.0266958	-0.0021973999999999	4.828566759999994e-06	0.0007126657376399	0.0225306	-0.0356385	0.00127010268225	0.00050762793636	0.206227	-0.024661	0.042529575529	0.000608164921	-0.00052459	0.0002519309999999	2.751946681000001e-07	6.34692287609496e-08	0.000983336	0.000189034	9.66949688896e-07	3.5733853156000014e-08	-0.000422366	-0.0001276069999999	1.78393037956e-07	1.6283546448999992e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
785.9318478064945	1.0695522791651229	617688.8693965308	1.1439420778673088	816.2015972714428	0.4346218272667101	0.188896132736654	666185.0473884544	725.6103893396394	0.930985289887076	526510.437117623	0.8667336099861227	723.4364270191284	545.3088622506813	0.9284150000000002	21.655191	0.0923092	0.0447346	-0.0913572021	0.0369199516	-0.0895931726	-0.0069469459	0.0238878596	-0.0149987992	0.0638355981	0.0477977445	0.0528740838	-0.0078984425	0.0342568449	-0.1273609906	0.0528053608	-0.0543433566	-0.0499868955	-0.15591824	0.0581795828	0.007051272	-0.0262336871	-0.0132386023	0.0039339149	0.009681907	0.0317485441	0.069799785	0.0973507318	-0.0251688608	-0.1293025649	-0.0546832219	0.2388443434	0.0037788571	-0.007570794	-0.0796827913	-0.2038854085	0.0612991464	0.0640325239	0.0140350425	-0.0032002659	0.0064946148	-0.0420642381	0.1039157612	-0.0090991472	-0.0368616646	0.0677819151	-0.0585742617	-0.1136486042	0.1046522566	-0.0539244742	-0.1145658186	0.0569890252	0.0490597413	-0.0510953605	-0.0989962413	-0.0730802254	0.0057239738	-0.0289693263	0.0026644345	0.0488036879	-0.092747318	0.0516937706	-0.0595936904	-0.1459834796	-0.0209999059	0.1101272459	-0.0205975539	0.031498523	0.056349174	-0.0029460057	0.0131171593	0.0333346521	0.0009110036	-0.0178337171	-0.0048087493	0.0587846531	-0.0162222283	-0.0002840802	-0.1369909615	0.1402927245	-0.1438813196	0.0731010784	-0.0082000496	0.2168647552	-0.1043796239	-0.0543821597	0.0267866341	0.0419855826	0.142722073	0.0281813833	-0.0129460134	-0.0135239405	-0.1422602068	0.0488519627	0.0081145918	0.0904932289	0.0597906536	0.0120973563	-0.0106649376	-0.0723281933	0.0640419995	0.08735842	0.1142120884	0.1127290384	0.1102715368	-0.0200167	0.0066791	4.4610376810000006e-05	0.0004006682788899	0.0351852	0.0126545999999999	0.0001601389011599	0.00123799829904	0.175226	-0.031001	0.0307041510759999	0.000961062001	-0.00035853	0.00016606	1.2854376090000005e-07	2.75759236e-08	0.000520113	-0.000463223	2.70517532769e-07	2.1457554772900002e-07	-0.000212159	0.0002102069999999	4.5011441281000014e-08	4.418698284899998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
786.3943768306815	0.4625290241870061	618416.1159109159	0.2139330982153841	817.3443129257897	1.1427156543469437	1.3057990666895636	668051.7258721313	724.7150984957136	-0.8952908439257499	525211.9739876519	0.8015456952172814	723.115241123135	548.4232272006502	0.935298	21.815741	0.0328092499999999	0.0191935	-0.0825473567	0.0667992135	-0.0847227408	0.0566998863	0.0874686647	0.1225903795	0.0022424126	0.0025628399	0.0055019076	-0.0348087281	0.0118187926	-0.0281588239	0.1101232192	-0.0563091239	-0.0117544149	-0.0724555528	-0.0040711981	-0.1636253182	0.0283323705	-0.0031151171	-0.0123375987	-0.0562889062	-0.026488221	0.0161074695	-0.0766358845	0.0425409993	-0.0624962204	-0.1458573481	-0.0116639528	0.1156219278	0.1587114039	0.0809561392	-0.0044371058	-0.1364348638	0.0505280968	-0.0995663465	-0.0559697289	0.0034558118	-0.0043389872	0.0029796759	-0.069656088	0.0050782907	-0.0249345931	0.0894718214	0.0650243111	0.0784853797	0.0277001717	-0.0292244962	-0.0347980258	-0.0565839423	0.1032902641	-0.1020819941	0.1381640211	0.0076754628	0.060025103	-0.0275516267	0.031271281	-0.0111500987	0.1011505364	-0.0985179928	-0.0353119243	-0.0399255057	0.023724251	-0.0916802752	0.0228977812	0.0220835177	0.0974935227	0.014880805	-0.0434611785	-0.0354582567	-0.1084009417	0.0599783478	-0.0147320966	0.0403113503	-0.0477004471	-0.0530116462	-0.1892989234	-0.1233227292	-0.0313934362	-0.0255671931	0.0591671905	0.0243590481	-0.0860807685	-0.0374345363	-0.0169773767	0.016513858	-0.0436320418	0.015965647	0.0440673596	0.0450128023	-0.0410544184	-0.0826242569	-0.2104744466	-0.0610454897	0.040706015	-0.0694312802	-0.0094087869	-0.0270516338	0.0165829143	0.1139675232	0.1117560484	0.1081019891	-0.0158341	0.0041825999999999	1.7494142759999984e-05	0.00025071872281	0.0351836	-1.5999999999974368e-06	2.5599999999917977e-12	0.00123788570896	0.160718	-0.0145079999999999	0.025830275524	0.0002104820639999	-0.000200764	0.000157766	4.0306183696000004e-08	2.4890110756000005e-08	0.000422973	-9.714e-05	1.7890615872899998e-07	9.436179600000002e-09	-0.000184724	2.7435000000000024e-05	3.412295617599999e-08	7.526792250000012e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
787.7134947524215	1.3191179217400304	620492.5498150733	1.740072091455737	816.0387765356406	-1.3055363901490864	1.7044252660035075	665919.2848097852	724.8015543899513	0.0864558942377016	525337.2932460896	0.0074746216484406	722.8520210869249	553.140539816276	0.892287	20.812508	0.0232652999999999	0.0130458	-0.0724466491	0.0503238943	-0.0809162965	0.0328246179	0.0199860541	0.0217478553	-0.0192699592	-0.0109266817	0.0325263503	-0.0347835986	0.0198921009	-0.0313901645	0.0781803869	-0.0414868253	0.0477026825	0.0737021995	0.0251939009	-0.0034941836	0.0515930478	-0.0101830399	-0.0334636141	-0.1228532541	0.0016026915	-0.0301965331	0.0301225595	-0.0666989096	-0.0440799316	-0.0567260641	0.0414465879	0.0828897168	-0.0558470074	-0.0920817496	-0.0006203093	0.116818882	0.1163277745	-0.0361761937	0.1208407901	-0.0720746583	0.0162872597	-0.0136505334	0.0482707743	-0.0530811803	0.0490096104	0.0150463845	0.0019576924	-0.0037846391	0.0535347006	0.0460104698	0.011898657	0.0052826106	0.0820392927	0.0258150363	0.0816082201	0.0942566926	-0.0713880589	-0.0273174399	0.03948798	-0.0209310456	0.0711164944	-0.0721697499	0.0091474172	0.0044544575	-0.0386937654	0.0087663881	0.0331899859	-0.0074222794	0.0346728473	-0.0328350652	0.0946897671	-0.0694241873	-0.0694290824	-0.0371313327	-0.0859025949	0.0199448796	0.069029707	-0.0375828486	0.0801085811	-0.0551442067	-0.045838879	0.0950114725	0.1176178217	0.0440192075	-0.0013233111	0.0506473867	0.0293681373	-0.0825969005	-0.0018995708	0.0513419154	-0.080003982	-0.0973043475	-0.0251743848	0.0620855415	0.0268678227	-0.0090584234	0.0119043312	-0.0470668193	0.0973530391	0.0072954272	-0.1018547821	0.1136742748	0.110592125	0.105516962	-0.0144438	0.0013903	1.9329340900000016e-06	0.00020862335844	0.0351679	-1.5700000000000436e-05	2.464900000000137e-10	0.00123678119041	0.148659	-0.0120589999999999	0.022099498281	0.0001454194809999	-0.000330434	-0.00012967	1.09186628356e-07	1.68143089e-08	0.000422973	0.0	1.7890615872899998e-07	0.0	-0.000118388	6.633599999999998e-05	1.4015718544e-08	4.4004648959999976e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
789.0996286334549	1.3861338810334018	622678.2239094565	1.921367136148721	818.1933200236499	2.154543488009267	4.642057641723139	669440.3089313228	723.7748856634032	-1.0266687265481096	523850.0851170724	1.054048674071917	722.0997953728759	560.6597314939669	0.8913109999999999	20.789753	0.03057795	0.0179629	-0.0530287001	0.0290028498	-0.0541175619	-0.0001463416	0.0026308276	-0.0201412736	-0.0708764972	-0.0133160628	0.035234273	-0.0628055716	0.0272529209	-0.0258155556	0.0186605564	-0.077308111	0.0437853907	0.0056221921	-0.0041014184	-0.0715991077	-0.0089351837	-0.066192647	-0.0358475488	-0.0903452875	0.0360981625	-0.0201465218	0.079053048	0.1061452816	-0.0378134596	-0.009380609	-0.0989780067	0.1302467156	-0.013564298	0.0730924962	-0.0537603939	0.104277994	-0.0304830921	-0.0869932332	-0.0883748264	0.1200594269	0.1504186182	0.0442573927	-0.0263301791	0.060107122	0.0594272145	0.1002373468	0.0115817479	0.0766301609	0.1310766403	0.0531621071	0.0633564204	-0.0499021343	0.0106305225	-0.0140393537	0.0004054148	0.0428466497	-0.0359394108	-0.0423128738	0.0493229585	-0.0221448625	0.0191025677	-0.071487746	0.0379849167	-0.0358263479	-0.0259197137	-0.0256882748	0.0815573118	0.0522767453	0.1149097351	0.030161313	-0.025657842	-0.0709942989	-0.0661652771	-0.0222514878	-0.0004974141	0.0430108177	0.1101302308	0.0216785311	-0.060170529	0.1013425726	-0.0714092166	0.0015764285	0.0118267743	0.0444386827	0.0339003565	-0.0171059438	0.0137636007	0.026064024	-0.0381632249	-0.1112033192	-0.0062514239	-0.1067696796	0.0770561136	-0.013684504	-0.0377338832	0.0826279905	-0.0153333187	-0.0679323726	-0.010390639	-0.0589288463	0.029042386	0.1133324686	0.1092392569	0.1025263906	-0.0132334	0.0012104	1.465068160000001e-06	0.0001751228755599	0.0351713	3.4000000000006247e-06	1.1560000000004247e-11	0.00123702034369	0.131506	-0.017153	0.017293828036	0.000294225409	-0.000482134	-0.0001517	2.32453193956e-07	2.301289e-08	0.000422973	0.0	1.7890615872899998e-07	0.0	-2.5865e-05	9.2523e-05	6.68998225e-10	8.560505529000002e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
791.6463875716861	2.5467589382311644	626704.0029553003	6.485981089460328	823.5940671211241	5.400747097474209	29.16806921087609	678307.1873971147	726.1175055749738	2.3426199115706368	527246.6319024222	5.487868050087218	724.1457906537602	570.8816929036037	0.990963	23.114132	0.04039713	0.0242489	-0.0280024651	0.0199977461	-0.0200885913	-0.0331462739	0.0006348304	-0.1210980881	-0.0016166109	-0.062166028	0.025517974	0.0059537847	-0.0190828843	-0.0575369743	-0.0228883006	0.0014789169	0.018812305	-0.0419426382	0.0074138606	-0.0690058741	0.0862795081	0.031206159	-0.0928735087	-0.0957545653	0.0400559869	-0.0570005103	0.1187662704	-0.149608692	0.0072738603	0.151452602	-0.0007280883	0.0767083814	-0.0521831923	-0.0503037604	-0.1572215981	0.0762956985	0.0631033775	0.0902928947	-0.0018321446	0.0057323462	-0.2540677171	-0.0361162265	-0.0538883421	0.0117419214	-0.0540263617	-0.0283672544	0.0748247007	-0.0480776987	0.0624783549	0.0805012968	-0.080974188	0.0718005054	-0.0640483362	0.0397610982	-0.0683048813	-0.0365889748	-0.0361740271	0.0053232023	0.0002182213	-0.0817889682	-0.0326372229	0.0393179881	-0.0210038336	0.0030336379	0.0448891304	-0.0011046194	0.0598303309	-0.0993230992	0.1083704443	-0.0468968168	0.083819311	-0.0573101847	0.0744515346	-0.0459407332	-0.0161760587	-0.0793579777	0.102262587	0.0987602606	0.1136843566	0.1428914569	0.0493400226	0.0407920294	0.11964735	0.0822570719	-0.1010251529	0.0550840293	-0.0177502234	0.0739201497	-0.0652713568	0.0919677099	0.025023496	-0.0640237761	-0.0773123617	0.0138831126	-0.0051286424	-0.0078102837	0.1139294841	0.0698527377	0.1696220715	0.0629516786	-0.0686568371	0.1129422506	0.1076997553	0.099141769	-0.00711822	0.00611518	3.73954264324e-05	5.06690559684e-05	0.0577003	0.022529	0.000507555841	0.00332932462009	0.131478	-2.8000000000000247e-05	0.017286464484	7.840000000000137e-10	-0.000410793	7.1341e-05	1.6875088884900001e-07	5.089538280999999e-09	0.000422973	0.0	1.7890615872899998e-07	0.0	-0.000189023	-0.000163158	3.5729694529e-08	2.6620532964e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
792.9229596458733	1.2765720741872428	628726.8199335713	1.6296362605947194	827.19320370523	3.5991365841058496	12.953784151049124	684248.5962561221	727.8660551095411	1.7485495345672462	529788.9941807255	3.057425474835333	725.6316458357618	574.910570458085	1.014248	23.657253	0.11801955	0.075432	-0.0043324736	0.0396518574	-0.0159148319	0.0367345047	0.0126292282	0.0455692904	0.0863415159	0.0450611194	0.0061678022	0.0598004406	-0.0512441156	-0.0325361121	0.0087080387	-0.0223271309	-0.041347511	0.062478048	0.1998814835	-0.0314269322	0.055553243	0.0550357206	0.0317951419	-0.0643527277	-0.0668320431	0.0128821778	0.0702174294	-0.033174641	-0.0152133954	0.0379006425	-0.0560580674	0.0365450315	0.0530952867	-0.06071413	0.0959309041	-0.0377620166	0.0356763007	-0.0381261689	0.0335768598	-0.0411269615	-0.078194787	0.0345723286	-0.016521276	0.0254309605	0.0515371868	0.0322416441	0.0412245082	0.0234879082	-0.0422376687	-0.1256558262	0.002058765	-0.0349268385	0.0243446187	-0.0986112549	0.0939880155	0.0166177534	0.0681906575	0.0245229667	-0.0559715524	-0.01408642	0.0238635237	-0.0716139507	-0.1566499091	0.0842900869	-0.0556453941	-0.0761398214	-0.031100499	-0.035217736	0.0017144046	0.012026404	-0.016686124	-0.0899852373	-0.1030762954	0.00412673	0.0092801405	-0.0714807129	0.0439412859	0.022275038	-0.0324481928	-0.0011650064	0.045587409	0.0857243954	0.017908293	-0.0635953909	-0.0912739503	0.0769468078	-0.1010761638	-0.0516102154	-0.0383897853	0.0223346269	-0.0664205818	-0.0061481587	-0.1034740197	0.0800966303	-0.0664990704	0.019900656	-0.0813334947	0.0280639655	0.0849526117	0.0227444931	0.0172069016	0.1125037874	0.1059762505	0.0953761056	-0.00526053	0.0018576899999999	3.4510121360999982e-06	2.7673175880900004e-05	-0.00371956	-0.06141986	0.0037723992024196	1.3835126593599998e-05	0.0871133	-0.0443647	0.00758872703689	0.00196822660609	-0.000609609	-0.000198816	3.71623132881e-07	3.9527801856e-08	0.000422973	0.0	1.7890615872899998e-07	0.0	-0.000197753	-8.730000000000006e-06	3.9106249009e-08	7.621290000000011e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
