global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	c_comp_cor_14	c_comp_cor_15	c_comp_cor_16	c_comp_cor_17	c_comp_cor_18	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	non_steady_state_outlier03	non_steady_state_outlier04	non_steady_state_outlier05	non_steady_state_outlier06	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
764.498709433898	n/a	584458.2767260955	n/a	885.6626371489409	n/a	n/a	784398.3068416166	734.2138688345508	n/a	539070.005188999	n/a	752.9323393174607	560.7890679043873	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	n/a	0.0	n/a	-6.131980000000001e-07	n/a	3.760117872040001e-13	n/a	-3.39239e-06	n/a	1.15083099121e-11	n/a	-0.0007423679999999	n/a	n/a	5.511102474238516e-07	-0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a
763.7413967033964	-0.7573127305015532	583300.9210384547	0.5735225717797182	882.0862220009501	-3.576415147990815	12.790745310778163	778076.1030439094	734.0003235545188	-0.2135452800320081	538756.4749781382	0.0456015866239487	752.3997928199797	566.5235927167427	1.167169	22.680555	0.0812236458079999	0.0458905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.00824507	0.00824507	6.79811793049e-05	6.79811793049e-05	0.0193054	0.019306013198	0.00037269846916	0.0003727221456013	-0.0233154	-0.02331200761	0.00054360787716	0.0005434496988086	-0.000148886	0.0005934819999999	3.522208843238814e-07	2.2167040996000002e-08	-0.0	0.0	0.0	0.0	1.37291e-05	1.37291e-05	1.8848818681e-10	1.8848818681e-10
763.9719114780086	0.2305147746121747	583653.0815273621	0.0531370613145017	881.2222247349417	-0.8639972660083686	0.7464912756699356	776552.6093668002	734.6999923989733	0.6996688444545498	539784.0788310515	0.489536491900365	752.6707483536483	564.1643110046474	1.070456	20.801228	0.047554305	0.0256025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.00736861	-0.0008764599999999	5.42964133321e-05	7.681821315999998e-07	0.0239052	0.0045998	0.00057145858704	2.115816004000001e-05	-0.0141024	0.009213	0.0001988776857599	8.487936900000001e-05	-0.000241607	-9.272099999999998e-05	8.597183840999996e-09	5.8373942449e-08	-0.000422946	-0.000422946	1.78883318916e-07	1.78883318916e-07	0.000155363	0.0001416338999999	2.4137661769e-08	2.0060161629209995e-08
764.3249128777018	0.3530013996931984	584192.5724455063	0.1246099881853572	881.2998592718875	0.0776345369457658	0.0060271213267834	776689.4419526487	735.1987545882278	0.4987621892544212	540517.2087480811	0.248763721429863	753.0019908765659	561.4140012293356	1.093693	21.252756	0.07352731563	0.0325592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-3.93563e-06	-0.00737254563	1.54891834969e-11	5.4354429066432105e-05	0.0130156	-0.0108896	0.00016940584336	0.00011858338816	-0.00549083	0.0086115699999999	3.0149214088900005e-05	7.415913786489998e-05	-0.00055114	-0.0003095329999999	9.581067808899998e-08	3.037552996e-07	3.85928e-23	0.000422946	1.4894042118399997e-45	1.78883318916e-07	0.000355956	0.000200593	1.26704673936e-07	4.0237551649e-08
764.9352990012702	0.6103861235684462	585126.0116581627	0.3725712198449145	880.0240614186022	-1.2757978532853258	1.6276601624474456	774442.3486756916	734.5135783350385	-0.6851762531892973	539510.1967585427	0.469466497934524	752.1396003717241	562.1785051428791	1.08057	20.997751	0.0860678056299999	0.0394051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0209109	0.02091483563	0.00043726573881	0.0004374303494299	0.0238992	0.0108835999999999	0.00057117176064	0.0001184527489599	-0.0204871	-0.01499627	0.00041972126641	0.0002248881139129	-0.000291469	0.000259671	6.7429028241e-08	8.4954177961e-08	-0.0	-3.85928e-23	0.0	1.4894042118399997e-45	-0.000169835	-0.000525791	2.8843927224999995e-08	2.76456175681e-07
766.0404183559452	1.1051193546750255	586817.9225549516	1.2212887880773449	880.683573887438	0.6595124688358283	0.4349566965499293	775603.5573151505	734.6870372432869	0.173458908248449	539765.0426933188	0.0300879928507438	752.5448408207225	567.9744288157672	1.113128	21.630424	0.107600685	0.0495982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0300322	0.0091212999999999	0.00090193303684	8.319811368999999e-05	-0.00468721	-0.02858641	2.19699375841e-05	0.000817182836688	-0.0362241	-0.015737	0.00131218542081	0.000247653169	-0.000972549	-0.0006810799999999	4.638699663999999e-07	9.45851557401e-07	-6.96835e-05	-6.96835e-05	4.8557901722499995e-09	4.8557901722499995e-09	0.000162521	0.000332356	2.6413075441e-08	1.1046051073600001e-07
768.2195080688168	2.179089712871587	590161.2125774949	4.748431976742775	882.8506989769606	2.167125089522642	4.69643115363852	779425.356684108	735.91262210244	1.2255848591530594	541567.3873696886	1.5020582469852244	753.5623842867521	576.1431880330978	1.098773	21.351471	0.1100822349999999	0.0683972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0222174	-0.0078147999999999	0.00049361286276	6.107109903999995e-05	0.0526627	0.05734991	0.00277335997129	0.003289012177008	-0.035153	0.0010711	0.0012357334089999	1.1472552100000116e-06	-0.000221796	0.0007507529999999	5.636300670089999e-07	4.9193465616e-08	-2.87392e-24	6.96835e-05	8.259416166400001e-48	4.8557901722499995e-09	0.000106029	-5.6492e-05	1.1242148841e-08	3.191346064e-09
770.0615108045461	1.8420027357292383	592994.73042258	3.392974078433998	886.2889398929963	3.4382409160356247	11.821500596701492	785508.0849766511	736.0957352017497	0.1831130993097076	541836.9313822044	0.0335304071388068	753.4065869115333	584.2276424132288	1.048264	20.369982	0.0632810499999999	0.0395986	0.0111370647	0.1195976573	0.2047183765	-0.0693671191	0.038291068	-0.0455443814	0.1322664041	-0.0200696895	0.0964913546	0.0517698666	-0.0912398937	0.0061906635	-0.1346134406	0.041312634	-0.0676038556	0.0738948829	-0.044897284	0.0180184068	0.1483054467	-0.0773060296	0.0699642912	-0.0543382405	0.0181312314	0.0301141372	-0.0246957085	0.0295848878	-0.0168783156	0.0039337302	0.0064034365	-0.0372392963	0.0977804945	-0.0385937856	0.0810194963	-0.0002242208	0.0416445135	-0.0919796146	0.0563820469	-0.0042161329	0.0097340498	-0.1122836296	0.0228749712	-0.1114376452	0.0331681734	-0.1010181296	0.0894691565	-0.0885757321	-0.0887579811	0.0276440342	0.0045618795	0.1014204708	-0.0839110638	0.0602576578	0.0351917705	-0.0753443639	0.0817483113	0.0948954469	0.0510594243	-0.0318096772	-0.1123566313	-0.0573370301	0.2216168015	-0.0138770658	-0.0758102703	0.0204674019	0.0830483204	0.0800514109	-0.0420314805	-0.0555131743	-0.1486841631	0.0109386753	0.0487316125	-0.0317302711	0.0201969259	-0.0512981368	0.0207907088	-0.0545928251	0.0251450002	-0.0344815314	0.0488912526	-0.0234973125	0.0535546563	-0.0788182945	0.118197773	-0.0277207117	0.1743472799	-0.0288089924	0.1266881991	-0.0479370556	0.0083756078	-0.0323738387	0.0396848997	-0.0842401998	0.014218637	-0.0944789496	0.1058438273	-0.0046368871	-0.0429000393	0.0873842012	-0.1300907237	-0.092973645	0.0522354948	0.0167070994	0.0085293648	-0.1793776741	-0.0056786327	0.0398857627	0.213190498	-0.0034188122	-0.0590395522	0.0298998447	0.0232771245	0.0026227201	0.1472870029	-0.1346942689	0.0327814471	0.0075948186	0.0562078381	0.0040951887	-0.1145466066	-0.0456238902	0.1174371526	0.1174164796	0.1173820271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0258362	0.0036187999999999	0.00066750923044	1.3095713439999988e-05	0.0172579	-0.0354048	0.0002978351124099	0.00125349986304	-0.050314	-0.015161	0.002531498596	0.000229855921	-0.000148886	7.290999999999998e-05	5.315868099999997e-09	2.2167040996000002e-08	-0.000109019	-0.000109019	1.1885142360999998e-08	1.1885142360999998e-08	0.000106029	0.0	1.1242148841e-08	0.0
770.2406343102216	0.179123505675534	593270.6347426125	0.032085230285493	884.4491211401618	-1.8398187528345036	3.3849330432815075	782250.2478856045	735.5825482492702	-0.5131869524794865	541081.6852888899	0.2633608481951828	753.4571391356318	583.7522417436509	0.988532	19.209269	0.02336725	0.0136759	0.1274807623	0.0549186071	0.16756784	-0.1585959586	0.0127635085	0.0174484284	0.1249152898	-0.0059086089	0.0133497551	-0.0164814178	-0.0039396433	0.0040517422	0.0460243556	0.0866765348	0.0415740212	0.1029359758	0.2078177363	-0.0941342027	0.1537139364	-0.1906050793	0.0534686699	-0.0697222096	-0.0643128793	0.0139255836	-0.0190074801	0.0669643288	0.0313819236	0.0871382317	-0.0487813851	-0.0915727147	0.0241029068	-0.0428838743	0.0451807386	0.0748267318	-0.0087854677	-0.1201992693	-0.1809226673	-0.1246221698	0.025144783	-0.1278314048	-0.0057133978	-0.1231754518	-0.037291499	-0.0601359672	0.0200020678	0.0236091879	0.0803583341	0.0169039811	-0.0884303955	0.1016096785	0.100466034	0.0260643756	0.0100819279	-0.0548522026	-0.1170362167	0.0350526557	0.0333818638	-0.0740182451	-0.0153627159	0.1171607892	0.0226292076	-0.0682493774	-0.0278065974	0.0665353005	0.0659237298	0.066658534	-0.1415939593	0.0654269436	-0.1520623253	0.0049676405	0.1130572652	0.0738455923	-0.0270021102	-0.0347782545	-0.0085882427	-0.0606937071	0.1357250735	-0.0783061886	-0.0184213336	0.0068419289	0.0844324979	-0.1088716629	0.1053799606	0.0356242312	0.1167436767	0.0654206297	0.0895708441	0.082939982	0.1877080863	0.0452177981	-0.0336345695	-0.0384004748	0.0104367862	-0.0212924557	-0.0039301811	0.0476830965	-0.1632342597	0.0227698581	0.0105244991	-0.1034783002	-0.0647240313	-0.002494629	0.0740335225	-0.060370911	-0.0503136867	0.1335138425	0.0453812146	-0.0225378837	0.0889135681	-0.0684972379	0.0672156213	0.0162314406	-0.0156248378	-0.2572844695	0.0845978911	0.0225054831	-0.0724081523	-0.0345622691	0.0264694846	-0.0130250189	0.1173820271	0.1171960424	0.116886286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0271585	0.0013222999999999	0.00073758412225	1.748477289999996e-06	0.0172194	-3.850000000000034e-05	0.00029650773636	1.482250000000026e-09	-0.0610485	-0.0107345	0.00372691935225	0.00011522949025	-0.000148886	0.0	0.0	2.2167040996000002e-08	-0.0	0.000109019	0.0	1.1885142360999998e-08	0.000222449	0.00011642	4.9483557601e-08	1.35536164e-08
770.1978275705069	-0.042806739714706	593204.6935943282	0.0018324169650025	884.8652771011806	0.4161559610188305	0.1731857838915064	782986.5586193491	735.4521375372294	-0.1304107120407707	540889.8466080799	0.0170069538149808	753.4248224575194	582.8626698421236	1.023658	19.891832	0.03046032	0.0172912	0.0703217872	-0.0615128504	0.1430386414	-0.0826569902	0.0547572481	0.0355296965	0.1054808678	-0.0244619436	0.0073643439	0.0307928407	0.0064522817	-0.0585523854	0.0552851031	0.0179429021	0.0360305974	-0.0727520114	0.0274524413	0.0035884229	-0.1221182298	-0.1705810767	-0.1206683457	0.0435537058	-0.0882643694	-0.000518065	0.073082428	-0.0570229298	0.0027932214	-0.0528686736	0.097377774	0.1321111349	-0.0206659621	-0.113984811	-0.0563018499	0.171840938	0.1145087674	0.1548011306	-0.0569114344	0.0760630396	0.1197281821	-0.1298738231	-0.0332943592	-0.1029879301	0.0070710269	-0.0533495849	-0.0237051359	-0.1619186455	0.0114534362	0.0428581105	0.0008141608	0.0583183024	-0.0101234203	-0.0557285233	-0.0292011476	0.2088793724	0.0697902923	0.0342073175	-0.0961327819	0.0852427578	0.0471917682	0.1009925683	-0.1876757147	-0.050320154	-0.0358868426	0.0900656938	0.0043532792	0.0316826576	-0.0213671862	0.0186887248	0.1035855341	0.109011092	0.0403380607	0.0873266659	0.0277039973	-0.0344692499	-0.0175664757	0.0194192051	-0.0372878102	0.1608602223	-0.0365946086	0.0633320153	-0.0299651612	0.0887892217	0.0860446699	-0.1137201996	0.1003273432	0.0521632964	-0.00580788	-0.032416623	0.0725607057	-0.163179634	0.0852057552	-0.0036683944	0.0757399742	-0.0219163289	0.0848576301	0.1410173277	-0.1458403052	-0.049750285	-0.0331113458	0.1247334899	-0.0898995876	0.0188065114	-0.0087848294	0.0975698326	0.0550790894	-0.1263620139	-0.032858098	0.0302559332	0.0122502736	0.0955085685	-0.1622929969	0.0526450976	-0.1197276106	0.0722118649	0.0786233352	0.0102864695	-0.0197122058	-0.1631576921	0.0403877784	0.1272653951	0.1172718021	0.1167555819	0.1158968974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0316006	0.0044421	0.00099859792036	1.973225241000001e-05	0.0312811	0.0140617	0.00097850721721	0.00019773140689	-0.061051	-2.5000000000025e-06	0.003727224601	6.250000000012501e-12	-9.67594e-05	5.212660000000001e-05	2.717182427560001e-09	9.36238148836e-09	-0.0	0.0	0.0	0.0	3.54952e-05	-0.0001869538	1.2599092230399999e-09	3.495172333444e-08
