global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	w_comp_cor_49	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
769.460855741538	n/a	592070.0085185	n/a	775.1996440323651	n/a	600934.4881079055	n/a	723.9368546257687	n/a	524084.5694854513	n/a	723.9143270681667	584.1929048052879	n/a	n/a	n/a	n/a	-0.0226041854	-0.1712141822	0.0943356058	-0.2656958801	0.0530865665	-0.0395025536	0.2048971997	-0.2496809875	0.1618301504	-0.0005992399	0.2258779178	-0.0522685366	0.2819322771	0.011471662	-0.2038355575	0.1648190334	-0.0244053266	0.3435477926	-0.0684542713	0.0100141528	-0.0587774726	0.1869563206	-0.1933443169	0.0444111755	-0.040494487	0.0791817325	-0.0746512694	0.1487427093	-0.0030057862	0.0396461761	-0.0836334675	0.0787774888	-0.0804111673	0.0411755176	-0.045843756	0.0123417601	-0.0322547652	0.0093703992	-0.0447731882	0.0923114729	-0.0393914699	0.0017461163	0.0339574637	-0.0085881263	0.0991600717	0.0023170613	0.0400194229	-0.036947267	-0.0924539592	0.0713586047	-0.0832201315	-0.0200070886	-0.0280163117	0.0783510308	0.0952775896	-0.0858636365	-0.0871940181	0.129893298	0.0527149134	-0.0930664482	-0.0152224966	-0.0331727265	-0.0189241126	0.0804474967	-0.1029051269	-0.0242348372	0.0239539698	-0.3274090373	0.1164826871	-0.0509318215	0.0335492508	-0.2092132798	0.1069680675	-0.0812774671	0.0264276866	-0.1409387754	0.1695976895	-0.0091239982	-0.1120572117	0.0998618562	-0.0295045512	0.098685024	-0.1604521552	0.0093369923	-0.0856789399	0.0307276666	-0.1146287567	0.0108262771	-0.0088746351	0.0278712399	-0.0299244342	0.0836349828	0.0320700972	-0.0642524812	0.0139410001	-0.0409049429	-0.0400618471	0.1481394286	0.1662744579	-0.1222738438	0.044043858	0.1077517686	-0.1342367077	-0.0815473664	0.0271716187	0.0107170723	0.0018080933	-0.1365596378	-0.0459345454	0.1040604269	0.0194099303	0.0080019626	-0.0612189238	-0.0417997768	0.0928566621	0.1147017419	0.1146833673	0.1146527451	0.057742	n/a	n/a	0.003334138564	-0.0922739	n/a	n/a	0.00851447262121	-0.273334	n/a	n/a	0.074711475556	0.0062024	n/a	3.846976576000001e-05	n/a	0.0013141	n/a	1.7268588099999998e-06	n/a	0.000250675	n/a	n/a	6.283795562500002e-08	0.0	0.0	0.0	0.0	0.0	0.0
766.2034429383377	-3.257412803200282	587067.7159705625	10.610738170453118	777.4263150256069	2.2266709932417825	604391.6752942941	4.958063712144346	724.9037363942389	0.9668817684702162	525485.4270383281	0.9348603542000928	725.4724763175425	575.3358129396576	1.299856	26.383682	0.07969425	0.0514899	0.0673533578	-0.1366363181	0.1649414418	-0.3031305347	0.0102012102	-0.1127674128	0.290274413	-0.2025276088	0.0439011386	-0.0318801201	0.2298535057	-0.0230032235	-0.0214284107	-0.1005829411	-0.0875940184	0.0096949347	-0.0919095091	0.4202858786	0.0220277951	-0.0805636488	0.0679955473	0.1245969945	-0.2440456654	0.0856227513	0.0455378989	-0.0770784583	0.0854632983	0.0374134673	-0.0128018444	-0.0399424684	0.1433224246	0.0218180529	-0.0463388221	-0.027805662	-0.1057674742	-0.0523620671	0.0164866318	0.0444051448	0.0101505391	-0.0177320533	-0.0203002159	0.1174057018	-0.1330507207	0.1298182684	-0.0206003658	-0.107905099	0.046160062	0.0357708826	-0.06428034	-0.0302862064	-0.0466989143	0.063824066	-0.0380338809	0.0140682836	0.1567459003	0.0295244709	0.0022803553	0.0427959731	-0.0778223917	0.1612012899	0.1067434614	0.0390208935	0.0182721514	-0.0379733836	0.0735239211	0.0293184164	0.1426099829	-0.3221261667	-0.0015433047	-0.1915942233	0.0620576442	-0.2930741105	0.1204315014	-0.192477546	-0.0126392854	-0.0159948174	0.0723923881	-0.0161497041	0.1339851023	-0.0895236209	-0.0792051683	-0.0211666246	-0.003359847	-0.0030623153	-0.0919634718	-0.1932068108	0.1054406518	0.0470209371	-0.1444508747	-0.0046832852	0.1011283081	0.0657174947	-0.0196751657	-0.0240173102	0.0472960804	0.0065294001	-0.0079656466	-0.0094709963	-0.1041736271	-0.0042865289	0.001407735	-0.1255816951	-0.0729823438	-0.0820067409	0.0657903096	-0.0183957569	-0.0655448987	0.072228149	-0.0745857073	0.0278701175	-0.062881763	0.005867786	-0.0570300497	0.0634935532	-0.0941734072	0.1146527451	0.1144874327	0.1142120884	0.060142	0.0023999999999999	5.7599999999999965e-06	0.003617060164	-0.107794	-0.0155200999999999	0.0002408735040099	0.011619546436	-0.237659	0.035675	0.001272705625	0.056481800281	0.00575127	-0.00045113	3.30771066129e-05	2.035182769000001e-07	0.00131401	-8.99999999998992e-08	1.7266222801e-06	8.099999999981855e-15	0.000179912	-7.0763e-05	5.007402169e-09	3.2368327744e-08	0.0	0.0	0.0	0.0	0.0	0.0
766.9114333396535	0.707990401315783	588153.1465870818	0.5012504083552833	771.8657403218638	-5.5605747037431	595776.7210826188	30.919991035907668	726.4805617626919	1.576825368453001	527774.0066190363	2.4863782425969423	726.4509578651006	548.2035548755991	1.475856	29.956018	0.5175938	0.294677	0.2367811423	-0.0857987281	0.0924762052	-0.2206007181	-0.1430574885	-0.2387873572	0.1669074322	-0.0617969839	0.0913261946	0.0001722286	0.1677597561	-0.0152608419	0.01217096	0.0645199261	-0.0421291782	-0.1171950959	-0.1088041583	0.0986771944	0.0762084157	0.0335700564	0.1018600464	0.1304905637	-0.1325331387	-0.1020837333	0.089304248	-0.0632942958	-0.0758662056	-0.1474319852	-0.1525481909	0.0247744485	0.0087060977	-0.0035950549	-0.0403960445	-0.0013705374	-0.0957012939	-0.0535707013	0.0510728282	-0.0340510595	0.0704904108	-0.1281169236	0.1688231938	-0.0394024652	0.0276221336	-0.1321924167	-0.2087459954	0.0593325438	0.0301478082	0.0559739618	0.0708395428	0.032008484	0.079725894	0.1830044986	-0.0371524871	0.0093370174	-0.070318328	0.0246076692	-0.1408077876	0.0478417477	0.0387775393	-0.0479931149	-0.0975223326	0.0450634808	0.0824505773	-0.1062620134	0.0931038213	0.114614814	0.1278103295	-0.0352403806	-0.0146875077	-0.1130622976	-0.0121423093	-0.3007538527	0.1133921285	0.0267444192	0.1190510162	0.1312929194	-0.0782640367	0.0685761355	-0.0299774722	-0.0275558746	-0.0960610984	0.0195726784	0.0350795433	-0.0351656734	0.1765963722	-0.0255961983	0.1529219072	-0.0090103613	0.1651730112	-0.0589304901	-0.1160023434	-0.0175047399	0.0077739623	-0.0088075722	-0.0611433663	0.0775201086	-0.0903576699	-0.2199491578	0.0305168425	0.0605438656	0.0093383644	-0.0897434863	-0.0777201301	-0.0511108381	0.1123522787	0.06668561	0.0940532124	0.0272442021	0.015770587	-0.0208591306	0.0793113688	-0.0968405448	0.0277860207	-0.0752376872	0.0566928148	0.1145547726	0.1140958982	0.1133324686	0.0129573	-0.0471847	0.00222639591409	0.00016789162329	0.0613571	0.1691511	0.02861209463121	0.00376469372041	-0.0255136	0.2121454	0.04500567074116	0.00065094378496	0.00426211	-0.0014891599999999	1.8165581652100003e-05	2.2175975055999995e-06	0.00122482	-8.919000000000006e-05	1.5001840323999998e-06	7.954856100000011e-09	0.000383814	0.000203902	4.1576025604000003e-08	1.4731318659600002e-07	1.0	0.0	0.0	0.0	0.0	0.0
769.7204002546107	2.808966914957182	592469.4945681181	7.890295129324068	775.0844354658892	3.218695144025446	600755.8821014762	10.359998430172988	722.4331129980476	-4.047448764644287	521909.6027560498	16.381841502420563	723.0554768259465	544.1832152313963	1.391181	28.237335	0.22514687	0.131187	0.2231675414	-0.059682674	-0.0727818911	-0.1601271272	0.0168028643	-0.2045003061	-0.0342851035	-0.1563643836	0.1544037808	0.05777778	0.0343759873	0.0438203912	0.0039712366	-0.0075011453	-0.0021930368	-0.1150895175	0.1082362437	0.0582529159	-0.0600872904	-0.1615689917	-0.0692105126	0.1055217692	0.0361959056	0.0263875273	0.2361019788	0.1514097899	0.0006913524	0.0347255323	0.0815792571	-0.0273493392	-0.1500592645	0.0366351542	0.0333200142	0.0266239082	0.1309954526	0.0538553402	-0.0929186877	0.0489425271	0.0681441431	0.0662731587	-0.1481093908	-0.0153128281	-0.1682504175	-0.0479820392	0.0799779438	0.0429922376	0.0067931239	-0.0371493091	-0.0988181748	0.0249702766	-0.1682773456	-0.006933736	-0.1019736014	-0.0580446774	0.0006729127	-0.0656100788	0.0541782263	-0.0187763895	-0.095002901	-0.0358534655	0.1307505349	-0.0065149091	0.0177218994	-0.0137716775	-0.0268367959	0.1316181431	-0.1290075939	-0.0358182057	0.1006295	0.0066204636	0.1609676157	-0.1139638673	0.0931767402	0.0583529965	-0.1604430129	-0.020497104	0.093600107	0.1240914796	-0.0876830747	0.1516753562	0.0605969004	-0.1176756376	0.0646132328	-0.0585950267	0.0854932428	0.0226992723	-0.1837623609	0.0078067057	0.0725988031	0.0421476503	0.1523497846	-0.0601601534	0.0154673281	0.0684902877	0.0610290684	-0.0003715571	0.0315093414	-0.0937195168	-0.1055124605	0.0451860617	0.0941031671	0.0107662656	-0.056730315	-0.0100858433	-0.0401834962	0.0277069135	-0.2257940583	-0.1034502529	0.0078608583	-0.0504006762	-0.1373797817	-0.023831118	-0.0244499989	-0.1808688392	-0.0782324039	0.1144078661	0.1135094328	0.1120172664	0.0089859099999999	-0.00397139	1.5771938532100786e-05	8.074657852809822e-05	-0.00597933	-0.06733643	0.0045341948051449	3.57523872489e-05	0.0611203	0.0866339	0.00750543262921	0.00373569107209	0.00350147	-0.00076064	1.22602921609e-05	5.785732096000005e-07	0.000670483	-0.0005543369999999	4.4954745328900004e-07	3.072895095689999e-07	0.00041294	2.9125999999999975e-05	8.483238759999986e-10	1.7051944359999998e-07	0.0	0.0	0.0	0.0	0.0	0.0
772.7486391151856	3.028238860574902	597140.4592543714	9.17023059669598	779.7181815642186	4.633746098329425	607960.4426618118	21.471602903783168	723.7014987833151	1.2683857852674691	523743.85934121656	1.6088025002685744	723.8326884349245	570.2994938603783	1.232867	25.023977	0.1429135499999999	0.0738097	0.0851604364	-0.0580409009	0.0731840208	-0.0748375914	0.058434739	-0.0253478288	0.0759826862	-0.0773449459	0.0254776172	0.0768394313	-0.0118704171	0.0905973777	0.0629274423	0.0648189239	0.2118703451	-0.0838067088	0.046466481	0.027504219	-0.0672712914	-0.0568963955	-0.0633613918	5.80373e-05	0.0755027957	-0.1653911935	0.1567060635	-0.0661306974	-0.0539687755	-0.0504885879	-0.0114602471	0.0556093513	0.0553186012	-0.0456988914	0.0545103827	0.1242960867	-0.0015109006	-0.0365864625	0.0436265081	-0.1242495121	0.088398553	-0.1303874401	0.032521417	-0.0528810431	-0.1569213632	-0.0012145848	-0.0107977573	0.1068104203	-0.0690625071	-0.114654244	-0.0174360438	0.0013190549	-0.1308428766	-0.0662668826	0.0683375876	-0.0569634604	-0.0281857243	-0.0573523133	0.0890620665	-0.0998062511	0.0793371525	0.0185652311	0.115212491	-0.0486590734	0.0522573455	0.0518959464	-0.105485928	0.1442206502	-0.0431289456	-0.0032331738	0.0241395978	-0.0820448476	0.0861348	0.0726995253	0.1068774193	0.1488197116	0.0406337801	0.0930241514	0.0880322943	0.0143617664	-0.1045479928	0.0490870881	-0.1031733325	0.0189719363	0.0300053556	-0.0641036167	0.0135084785	0.0961457107	0.1432850022	-0.0941342355	0.089429062	0.1091574588	-0.0290975045	-0.0606418378	-0.0569111176	-0.0933404625	0.0196660979	-0.119115167	0.0485703675	-0.045682351	-0.0926946633	0.0411865828	-0.0471372406	0.0340947612	-0.0293770654	-0.0238012213	-0.2680622747	0.0830935853	0.0318924749	-0.0090117022	0.0492016627	-0.0202448066	-0.0768096624	0.0547588701	0.0363958522	-0.0122636817	-0.0387792034	0.1142120884	0.1127290384	0.1102715368	0.00418039	-0.0048055199999999	2.3093022470399047e-05	1.74756605521e-05	0.0557598	0.0617391299999999	0.0038117201731568	0.00310915529604	0.0366111	-0.0245092	0.00060070088464	0.00134037264321	0.00255935	-0.0009421199999999	6.550272422500001e-06	8.875900943999997e-07	0.000670483	0.0	4.4954745328900004e-07	0.0	0.000317866	-9.5074e-05	9.039065476e-09	1.01038793956e-07	0.0	0.0	0.0	0.0	0.0	0.0
774.7559819691156	2.007342853930026	600246.8315969286	4.029425333223944	786.5195555058731	6.801373941654447	618613.0111931561	46.25868749421615	723.5250532723153	-0.1764455109997698	523488.5027127067	0.0311330183519698	723.9759093736639	575.5513534750569	1.156044	23.464678	0.1345228999999999	0.063528	0.0360832433	-0.0310466064	-0.0963773436	-0.0609199812	-0.0924449213	-0.0178960986	-0.1351415359	0.1141204703	0.1260453766	0.1133880904	0.078606591	0.1071760043	-0.0169788665	0.074727032	-0.0033996891	-0.1525016884	0.0972168358	-0.0866142125	-0.1671265525	-0.0822560109	0.0700157794	0.0493997556	0.0433736186	-0.0294775714	0.2001090191	0.0890747188	-0.0675803952	0.004128453	0.0117035468	-0.0245865861	-0.0748088224	-0.0270438096	0.0520707647	0.0455724839	-0.119173179	0.0556836334	0.0873223895	-0.066052748	-0.0998247401	0.0032908506	-0.0118357593	0.0849109649	-0.0270996339	0.0598398031	0.0484132327	0.0825934824	0.0398519373	-0.0126367765	0.0465372849	-0.0554566077	0.0453959613	0.2182790676	0.0145867782	-0.0101856964	0.0154423858	0.0507962155	0.0195493211	0.0027701624	-0.0329562123	-0.0093514486	-0.0016086006	-0.1601535078	-0.0711032705	0.0180537974	-0.0724905892	-0.1284270994	-0.1017328049	0.1365969162	0.1358378962	-0.095580185	0.0765071302	0.0020589953	0.0242328305	0.0699802485	0.0259988801	0.1568878191	0.1253470969	0.0701725665	-0.0570160933	0.1686360204	-0.0508069513	-0.1253645348	0.0299192882	0.0109496446	-0.034455073	-0.0486438491	0.0540971044	0.0236520411	-0.1028614447	0.0524132368	-0.0036704074	-0.1354613875	0.003793282	-0.0020382269	0.0256524403	-0.0486948179	-0.0215713464	0.0539229097	0.0575092209	0.0859954035	0.1436545284	0.0203757781	0.0413387602	-0.032590116	0.0685134481	0.0291325802	0.0487849276	-0.1256689662	0.0602578139	-0.1009505374	-0.0108532989	-0.022121994	0.0389926665	0.0954551775	0.0796484143	0.1139675232	0.1117560484	0.1081019891	0.00281641	-0.0013639799999999	1.8604414404e-06	7.932165288100001e-06	0.00753108	-0.0482287199999999	0.0023260094328383	5.67171659664e-05	0.0752129	0.0386018	0.00149009896324	0.0056569803264099	0.00297623	0.0004168799999999	8.857945012899998e-06	1.7378893439999976e-07	0.000282605	-0.000387878	7.986558602500002e-08	1.5044934288400006e-07	0.000439676	0.00012181	1.4837676100000006e-08	1.9331498497600002e-07	0.0	0.0	0.0	0.0	0.0	0.0
777.1642086114636	2.408226642347927	603984.2071466824	5.79955556091437	789.5179551997895	2.99839969391644	623338.6015828568	8.990400724478201	725.1616622154479	1.6366089431326143	525859.4363470713	2.6784888327416536	725.8020116756466	593.6561040335039	1.129054	22.916843	0.154766765	0.073884	-0.0455108352	-0.0130796402	-0.0489871255	-0.0016468998	0.0896537061	0.1205850744	-0.0520074324	-0.0014972305	0.0210859738	0.0112526249	-0.0722734608	0.2095443843	-0.0044037414	-0.1098608483	0.0333970211	-0.0953551897	-0.0075410519	0.0084220811	0.0141810604	-0.0773581982	-0.0226723077	-0.1204285894	-0.0562133871	0.1009463571	0.0394529407	-0.1398717726	0.1120013102	-0.065524674	-0.0826165876	0.0960287461	-0.1495100595	0.0979066852	0.0091499989	-0.1938308769	0.0699363384	-0.0497022113	-0.0415322785	-0.0394672109	-0.1104775059	0.06833018	0.0146857759	-0.0110060505	0.0480492313	0.0205798542	-0.072580785	0.1656074461	-0.1354848994	-0.0470777548	-0.011649578	-0.150096762	0.0892932855	0.0323239239	-0.0443312148	-0.0579438644	0.0009626253	0.150390049	-0.0760179062	-0.0222197458	0.0798084362	-0.0176479558	0.0934630129	-0.0209001646	-0.0835396937	-0.0731212166	-0.0772163643	-0.0417227422	-0.0037864187	-0.000118953	-0.0195874618	0.0379524554	0.0426790409	0.0351105224	-0.0080227917	-0.0613941279	-0.1637396908	0.148331079	-0.0557493588	-0.2578735787	0.0912493621	0.1043821873	-0.0447982998	0.1816052372	0.0170764811	0.093392049	0.0156979753	-0.0012120869	-0.0310340455	-0.0381746473	-0.022674124	-0.0219264509	0.0942149541	-0.0468666193	-0.0531929414	-0.1056429641	0.0578562532	0.0096281181	-0.0094723559	0.0077708234	-0.0859287714	0.0134592812	0.0670152261	0.0417087668	-0.0430209752	-0.0435552147	-0.0135735545	-0.0567981285	0.181006955	-0.0257224579	-0.0493675798	-0.0562366725	0.1033553156	-0.0113724248	0.0769976737	-0.0984308877	0.0514466851	0.1136742748	0.110592125	0.105516962	-0.00975572	-0.01257213	0.0001580584527369	9.51740727184e-05	0.054498	0.0469669199999999	0.0022058915742863	0.0029700320039999	0.0590032	-0.0162097	0.00026275437409	0.00348137761024	0.00178057	-0.0011956599999999	3.1704295249e-06	1.4296028355999997e-06	2.21397e-05	-0.0002604653	4.901663160900001e-10	6.784217250409001e-08	0.000315441	-0.000124235	1.5434335224999998e-08	9.950302448100003e-08	0.0	0.0	0.0	0.0	0.0	0.0
778.1963018306088	1.0320932191452812	605589.484182836	1.0652164130056694	789.0557316832995	-0.4622235164899848	622608.9477022672	0.2136505791963673	727.19470678989	2.0330445744421013	528812.1415832341	4.133270241668464	728.0092099015501	607.1246805971585	1.20156	24.388517	0.0495848349999999	0.0323445	-0.107303906	-0.0204008603	-0.0026913633	0.0658637193	-0.122326885	0.0550035397	-0.0280807446	0.1957064996	0.0093649172	0.0394576833	-0.0518542802	0.0668702221	0.0502489636	-0.0511803392	-0.0295017134	-0.044225357	-0.0982974515	-0.0306873966	0.0376595595	0.1253669905	0.0941604354	-0.0172327976	-0.0324539619	-0.1427308525	0.0111062033	0.0770707527	-0.0196188296	-0.1313534781	0.0247280566	0.075560498	-0.0676862756	-0.1114715904	-0.0005854951	0.1208456691	0.0404915563	0.0147501829	0.0801469648	-0.1688449148	-0.0627078016	0.0384314399	0.0475070424	-0.1099243613	0.2524432923	0.046001327	-0.0160981796	-0.0089307098	-0.1062374674	-0.0353471901	-0.0520427529	-0.0284363485	0.0577997008	0.0050542088	0.0857704828	-0.146017642	0.1913891982	-0.0459475111	0.0020887561	-0.1085170096	0.0237157832	0.0429689204	-0.0337306274	0.0132808544	-0.0196767448	-0.0965426437	-0.1634629972	0.0080468069	0.0953187523	0.0994089144	0.0108543221	-0.013898714	-0.1193063105	-0.0408104543	-0.0468646737	0.0626220798	0.0267280723	0.0607529011	-0.1725239531	-0.0929672895	-0.1196822353	0.1189340857	-0.0495510688	-0.0099378127	0.0423480908	0.0045140804	0.0395322901	0.1324042313	0.1344563992	-0.0697888193	-0.1165804588	0.0882402554	-0.1524243596	-0.0562140088	0.0256590211	-0.2120395234	0.0273906262	-0.0590103039	0.0131535591	0.1231109574	0.1614929331	-0.0456533671	0.0545544298	-0.011172042	0.1171887725	-0.0124153949	-0.0810144706	0.098004325	-0.0770556213	0.0291709072	0.0275434485	-0.1502556715	0.0312033455	-0.0128624658	0.0962492045	-0.0239016115	0.0705858005	0.1133324686	0.1092392569	0.1025263906	-0.00974355	1.2170000000000585e-05	1.481089000000142e-10	9.49367666025e-05	0.0233996	-0.0310984	0.0009671104825599	0.0005475412801599	0.0536013	-0.0054019	2.918052361000001e-05	0.0028730993616899	0.00193108	0.0001505099999999	3.7290699664e-06	2.2653260099999993e-08	0.000128846	0.0001067063	1.6601291716000002e-08	1.138623445969e-08	0.00031121	-4.230999999999994e-06	1.790136099999995e-11	9.685166410000003e-08	0.0	0.0	0.0	0.0	0.0	0.0
777.3686567412219	-0.8276450893869196	604302.0284836517	0.6849963939862821	794.5300736185089	5.474341935209395	631278.0378842333	29.968419623592144	725.8555883033445	-1.3391184865455443	526866.3350711943	1.7932383210080292	726.7278019995777	608.4391328078624	1.232562	25.017786	0.062796915	0.030786	-0.1212916453	0.005695482	-0.1456645284	0.0929769647	0.0481327027	0.1261354329	-0.1120051716	0.0057947853	0.0069411483	-0.0595779388	-0.1163898594	-0.0335421329	-0.018026937	-0.0856513483	-0.124339047	0.0086719256	-0.0296443326	-0.0411125997	0.0882604554	0.0094087174	-0.0048116299	0.0518754338	0.0001664751	0.2079308363	0.0545159261	0.1776018117	0.0674662084	-0.0690174207	-0.0266651822	-0.0718056945	-0.0643903372	-0.0374816619	-0.040423144	-0.1235697963	0.0769278532	0.0753180804	-0.1040876798	-0.0346739138	0.0712116809	-0.0790172375	0.0526664256	0.0924984156	0.0601495933	0.0761205642	-0.0154595278	-0.1661552732	-0.0677167356	0.080640222	-0.0114871239	-0.1436070242	0.0304700179	-0.0728077681	-0.0370871604	-0.0160353416	-0.162173121	0.0785914636	0.1215843194	-0.0874514025	0.0604116357	0.0147340923	0.0345487546	0.024505733	0.0768231182	0.0452237369	0.1092582528	0.1577575623	-0.0038334776	0.0104015533	-0.0667796938	0.1523712865	0.0110803145	-0.1002436521	-0.1245808796	-0.0420956471	-0.2067292118	0.007035197	-0.0759392573	0.0132537819	0.0226854049	0.0884538549	0.0831271754	-0.1567643665	0.0455688176	0.1128087932	0.0443849197	-0.0791063775	-0.018108212	0.1092862687	-0.0941982103	-0.0410187451	0.0738265151	0.0960445841	0.0459887749	-0.1376625651	-0.061860208	-0.1279277631	0.0378368829	-0.0473460968	-0.0755445099	-0.055380049	-0.1256621527	-0.0833606807	0.0421372229	0.0024437031	0.0309489799	-0.0542119197	0.1256129951	0.0771746812	0.0213295868	-0.0135507571	-0.0283132777	-0.1528003944	-0.0595363174	-0.0541672676	-0.1456221136	0.1129422506	0.1076997553	0.099141769	-0.0193468	-0.00960325	9.22224105625e-05	0.00037429867024	0.0426121	0.0192125	0.00036912015625	0.00181579106641	0.0636559	0.0100546	0.00010109498116	0.00405207360481	0.0015689	-0.0003621799999999	2.46144721e-06	1.3117435239999994e-07	2.21397e-05	-0.0001067063	4.901663160900001e-10	1.138623445969e-08	0.000301565	-9.64500000000002e-06	9.30260250000004e-11	9.0941449225e-08	0.0	0.0	0.0	0.0	0.0	0.0
775.313601125617	-2.0550556156049424	601111.1800903723	4.2232535832294085	783.6720879649368	-10.857985653572086	614141.9414553237	117.89585245317726	725.0395089226896	-0.8160793806548554	525682.2894988549	0.6659855555300124	725.6064978131906	602.8968616216819	1.251121	25.394487	0.098035085	0.0512647	-0.0983666374	-0.0213319474	0.11503101	0.1371863153	0.0187666396	0.0391917498	0.0715831242	0.0488354882	-0.144944077	-0.0083550845	-0.0420040956	-0.0919862861	0.004531895	0.0853390514	0.2205170193	-0.0326067127	-0.0130817202	0.0129602441	0.0256695469	-0.0261618077	0.0013552085	-0.0397874447	0.0960356887	-0.0169170266	-0.0381122427	-0.0856947806	-0.1496812719	0.0177319685	-0.0670173283	-0.1685812923	-0.1457155268	-0.0715187698	0.0145296979	-0.0646159439	0.0420634906	0.0830940567	0.2167735485	-0.0050353598	0.0807800016	-0.0583701541	-0.1238997224	0.0219971858	0.0496181078	0.035863368	-0.00297709	-0.2446977194	0.020135733	-0.0007290204	-0.0203015603	-0.0946692392	0.0109772485	-0.0168263316	0.1004966032	0.1222070995	-0.0331445353	-0.0422981971	-0.0188817663	0.1414578866	0.0031510806	-0.0814224691	0.0683726556	-0.1042274562	-0.0240603838	0.0601459667	0.0203952085	-0.129059663	0.0281809614	0.0082292552	-0.0974127971	-0.0019276356	0.0218014224	0.1354979328	-0.0731501614	0.0336091796	0.1343140836	0.1085187272	0.0729060607	0.0111076952	-0.1028908637	0.0470816042	-0.1490210102	-0.1048211778	-0.1074152283	-0.008559132	0.1347618525	-0.0461226581	-0.0328668372	-0.1940402198	-0.1662866948	0.042536972	0.0841216021	0.0105995261	-0.0307761784	0.098324432	-0.1185198848	-0.0221644786	0.0428490621	0.1395030762	-0.0413475363	-0.1841365131	-0.0980640307	-0.0607486569	0.1070154658	0.0805811747	0.0887220897	-0.0066710037	0.1667773161	-0.0496627648	0.0156101947	0.1300007045	0.0151581788	0.0362626497	-0.0028344132	0.0003455061	-0.0713128724	0.1125037874	0.1059762505	0.0953761056	-0.0151877	0.0041591	1.7298112810000005e-05	0.00023066623129	0.0724554	0.0298433	0.00089062255489	0.00524978498916	0.0637235	6.760000000000099e-05	4.569760000000134e-09	0.00406068445225	0.000858448	-0.000710452	7.36932968704e-07	5.04742044304e-07	-0.000406151	-0.0004282907	1.64958634801e-07	1.8343292370649002e-07	0.000442124	0.000140559	1.9756832481000003e-08	1.9547363137600002e-07	0.0	0.0	0.0	0.0	0.0	0.0
