global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	w_comp_cor_49	w_comp_cor_50	w_comp_cor_51	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
810.7536902402027	n/a	657321.5462381066	n/a	877.3250680278729	n/a	769699.2749901118	n/a	738.9378777213535	n/a	n/a	546029.187131338	749.5835875490114	747.3521005373631	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-7.740929999999998e-05	n/a	n/a	5.992199726489997e-09	-0.0322016	n/a	0.0010369430425599	n/a	-0.11071	n/a	n/a	0.0122567041	9.8011e-05	n/a	9.606156120999998e-09	n/a	-0.0007679419999999	n/a	n/a	5.897349153638465e-07	-0.000101359	n/a	1.0273646881e-08	n/a
807.4687529254617	-3.2849373147410006	652005.7869510002	10.790813161777816	871.5716410502791	-5.75342697759379	759637.1254830767	33.10192198650402	737.7820929819458	-1.1557847394077498	1.3358383638478402	544322.4167248205	747.777080790015	725.9561722900439	1.167279	23.080442	0.0736714381	0.0423866	0.1472144657	-0.0952469939	0.0233450054	-0.1165062558	0.0330946847	-0.0363581507	0.1515981485	-0.0721064756	0.0190781358	-0.0020278745	0.0820283754	-0.1506873107	0.1120115268	-0.0016244066	0.0182413804	-0.2239151568	0.0003189984	-0.047641386	0.0783952832	-0.0369859553	0.0185740539	-0.0333064175	0.1801772424	-0.0024139311	0.0993715543	-0.0782502142	0.0335590546	-0.0377316427	0.1833525947	-0.0221833141	0.0554435782	-0.0719089457	0.1004603202	-0.0761356778	0.0506455725	-0.0087547622	0.055961823	-0.0308882784	0.1035201084	-0.0855154687	0.0269933939	-0.0258190828	-0.1668721536	0.0571291031	-0.0222451462	-0.1288600196	0.0307609792	0.0350534839	-0.0736843809	-0.0584312152	0.1370541938	-0.0429665424	-0.0642823609	-0.0798797108	0.1156215337	0.1180116497	-0.0495085882	-0.0374027638	0.005416721	0.0052326619	0.0773269923	-0.1000411755	-0.0912547592	0.0309370535	0.0503862798	0.023281594	0.0053091811	-0.0187638815	-0.0432943686	-0.0102395416	-0.0846350917	0.0972139991	-0.0374495798	0.0216678142	-0.0857484422	-0.003204681	0.0740443993	-0.0418999329	0.244044709	-0.0927013015	0.0576618995	-0.0143571013	0.0233263711	-0.0377257678	0.0844691837	-0.0523773798	0.0337546345	-0.0900361439	0.0090541827	-0.0056806193	0.130944739	-0.0275647211	0.0449676693	-0.1407828636	0.008979295	0.1094609315	-0.0909065597	0.1672927555	-0.1356770314	-0.0367762704	-0.0303167183	0.1532136932	-0.0576835948	-0.0635141831	0.0683860748	0.0891753998	-0.0457178515	-0.0272174978	0.0118667342	0.0001854272	0.1090573398	-0.0197146034	-0.0274814916	-0.1039856302	0.0460036624	0.0926784623	0.0149931479	-0.0080898305	-0.0621842139	0.0198109276	0.0458096741	0.1150808405	0.1150621602	0.1150310286	0.0	-7.50712e-05	2.338099999999984e-06	5.466711609999923e-12	5.63568506944e-09	-0.0512225	-0.0190209	0.0026237445062499	0.00036179463681	-0.0768654	0.0338446	0.00114545694916	0.00590828971716	-0.000148733	-0.0002467439999999	2.2121505289e-08	6.0882601536e-08	-0.000835911	-6.796900000010004e-05	4.6197849610136e-09	6.987471999210001e-07	0.0	0.000101359	0.0	1.0273646881e-08
806.1864064598655	-1.2823464655962198	649936.5219606714	1.6444124578271169	878.2584733575069	6.686832307227746	771337.9460242586	44.713726304984746	737.2307265142174	-0.5513664677283714	0.3040049817352612	543509.1441166808	748.4477080743737	739.7454711987375	1.122632	22.197632	0.0573145413	0.0321537	0.049805418	-0.096912102	0.0295888814	-0.1009010983	0.126463497	0.0660107658	0.0270604191	0.0628031724	0.0469571889	-0.0925861056	0.0729993469	-0.1529692803	-0.0338790818	0.157544385	-0.0755493461	-0.0209172707	-0.1362958456	-0.0593482793	-0.0322663705	-0.0988979963	0.0550145577	0.0161678742	0.0210146541	0.0519818289	0.064433776	-0.0885096504	0.1453542578	-0.0197836435	0.0495496661	-0.0220870363	0.1621734688	0.2823652978	-0.0028922359	-0.139044944	-0.0120023011	0.0745678619	-0.007358399	0.0833383458	0.0482490654	0.0322044427	0.0870379765	-0.0027181839	0.0742403567	-0.0478766149	0.0378381793	0.0405052725	-0.0471175257	-0.1053158926	0.0437104449	-0.1090447779	-0.0103321264	-0.1044505014	0.022813782	-0.1684910432	0.1509128784	0.0809924165	-0.1538408039	-0.0920659435	-0.1037962892	0.1001477092	0.071047721	-0.0777721825	-0.0257110387	-0.0797506249	-0.0165937899	-0.0530440639	-0.0492683134	0.0296463622	0.0231725852	-0.008369326	0.0013983605	-0.0024086513	-0.1415450817	0.0466399861	-0.105219641	0.0821899283	0.0212838607	0.0150937249	0.1128192312	0.1146936055	-0.0839108475	-0.1285283945	-0.1199798529	-0.1765538779	-0.0623245737	-0.0084753934	-0.0194022373	-0.2104370784	0.0735133809	0.0026321401	-0.0439810313	-0.0357372001	-0.0641951802	-0.116267948	-0.0174919311	-0.0049918621	-0.0301198483	0.0026051667	0.0234505923	-0.0345446897	0.0177497624	-0.0783848088	-0.0947812874	0.0256460975	-0.1040222409	0.0576328975	-0.0136456017	-0.0800553538	-0.0778403028	-0.0468729088	-0.112364091	-0.1513819808	-0.1206025344	-0.0446716853	-0.1263178963	0.0799746442	-0.0892506278	-0.1053041836	-0.130309611	0.0352569956	0.0847819974	0.1150310286	0.1148629665	0.1145830448	0.0	-8.44375e-05	-9.3663e-06	8.772757568999998e-11	7.12969140625e-09	-0.0758235	-0.024601	0.00574920315225	0.000605209201	-0.0576289	0.0192365	0.00037004293225	0.0033210901152099	1.42015e-05	0.0001629344999999	2.0168260225e-10	2.6547651290249996e-08	-0.000729492	0.000106419	1.1325003561000014e-08	5.32158578064e-07	0.0	0.0	0.0	0.0
805.0491348768098	-1.1372715830556217	648104.1095658999	1.2933866536258398	869.6770467954077	-8.581426562099182	756338.1657227818	73.64088184070138	736.9320355506397	-0.2986909635776555	0.0892162917229483	543068.8250208093	747.2697188850741	721.9716240220946	1.337593	26.448042	0.1508878815	0.0841626	0.0785877088	0.0116882855	-0.1048300191	-0.0726062531	0.1286921309	-0.109490796	-0.0439140695	-0.151561523	0.0673735802	-0.0532964937	-0.0214105353	0.081886452	0.0987762137	0.024858913	-0.0443784871	-0.0225081507	-0.0623309934	0.1285509049	-0.0372257344	-0.0799713902	-0.0147267202	0.145495897	0.0615860849	-0.0235841127	-0.0361381371	-0.0218461272	-0.1437985219	0.1094027728	0.1436754578	0.0531801749	-0.1642859029	0.0556954408	0.0623159529	-0.003457102	-0.1069642528	-0.0944186352	-0.0586084223	-0.1980939935	0.0393586092	-0.0241416864	-0.0642116943	-0.0693361012	0.1708947463	-0.0630998929	0.1971240075	-0.0163152349	-0.0079789342	-0.128524766	-0.0625105006	-0.0489257967	0.1502018144	0.0300833432	-0.1212884342	-0.1970452841	-0.1591124542	0.0010252864	-0.013022103	-0.0721519368	0.0628487122	0.0094911141	-0.0952820628	-0.0266637655	0.0877389579	-0.0554856412	0.0385838613	0.1111208271	0.0073422325	0.0086197879	0.0403099769	0.049624255	0.083693347	0.1054735816	-0.0451281144	0.0157486558	-0.0667658148	-0.0261031711	-0.0636690962	-0.0444894529	-0.0608459718	-0.0726612041	0.1836101918	-0.0958892556	0.0082508325	0.0362652239	-0.0199528282	-0.0512208249	-0.1881028496	0.1202610135	-0.0712211746	0.1452376199	0.110112822	0.0999769092	-0.1454248283	-0.1100594389	0.0369367502	-0.1207655187	0.0232413059	0.1178394626	0.0310144884	0.0090210407	-0.0073815238	0.0070886821	-0.1064214599	-0.0898314907	-0.0996919748	-0.085194786	-0.1166435132	-0.2398944797	0.0948997892	0.1206359618	-0.0619228914	0.0169004354	0.0278165597	0.0802434615	-0.0444231362	-0.0316712233	-0.0856857223	0.0962357564	-0.1225767692	0.0830417379	-0.064445411	0.1149314264	0.1144649238	0.1136888217	0.0	-0.0085305799999999	-0.0084461424999999	7.133732313030458e-05	7.27707951363983e-05	0.000160149	0.075983649	2.5647702201000002e-08	0.0057735149153552	-0.0411918	0.0164370999999999	0.0002701782564099	0.00169676438724	0.000543326	0.0005291245	2.952031422760001e-07	2.7997273650025005e-07	-0.00112652	-0.000397028	1.57631232784e-07	1.2690473104e-06	-7.42673e-05	-7.42673e-05	5.515631849290001e-09	5.515631849290001e-09
805.6657077596041	0.6165728827942303	649097.2326597837	0.3801621197971876	875.9702164235943	6.293169628186547	767323.8200611986	39.6039839691296	737.0388837452637	0.1068481946239217	0.0114165366943914	543226.3161524642	748.0626514962397	728.6764343816989	1.260417	24.92205	0.1111105839999999	0.0671053	0.125562798	0.0219574492	-0.0359402926	-0.0029657121	-0.0225412801	-0.0021013817	0.0997759977	-0.0528820626	-0.0090522187	0.119070353	0.0305589334	-0.007255991	-0.0199595332	0.1193218997	-0.04738636	0.0627313549	-0.0016420938	-0.0815347308	0.0784695306	-0.1428688987	0.073609493	0.0167073608	0.1227645549	-0.0943851785	-0.0466070067	0.0914503749	-0.026817158	-0.0838194457	0.091022061	-0.0238927054	0.0438291879	-0.0722888665	-0.0433584736	-0.0445243771	0.1008413194	-0.1450780031	-0.0061349867	0.0563947853	-0.0847487156	-0.0571738879	-0.0791363598	-0.0369759609	-0.0636880318	0.0080499449	0.0439585555	0.0124525798	-0.0028913933	-0.0088240225	0.0216737748	0.017138095	0.0348520749	0.0309072446	-0.0897714852	-0.0811157063	-0.1129853522	0.0245309212	0.0244405501	0.0550148078	-0.0418665649	0.0337837773	0.1317435616	-0.0303117967	0.0955821714	0.0259670577	0.0784370177	-0.1055702678	0.092196641	-0.0374070122	0.0226202746	-0.1373935352	-0.0511972233	0.1140276333	-0.1220257502	0.0410227593	0.0471923339	-0.0890179179	-0.0079621588	-0.0840734296	-0.0111576813	0.0169574133	0.0384174772	-0.0328042388	0.0183939846	-0.0031425153	0.0875497515	0.0712055917	0.1372958787	-0.1281414676	-0.0939153962	0.0120766651	-0.0039179801	0.0949606157	0.0374635484	-0.0390546568	0.0551803234	0.0798815518	-0.1127684166	-0.0374882843	-0.0359286798	0.1244082294	-0.0635236416	-0.0699716173	-0.0585113696	0.112122805	0.0884785551	-0.0189099	-0.0859018115	-0.0334700967	-0.0380157784	0.0009254334	-0.0180965049	0.1396587787	0.057195144	-0.0300025045	0.0734568818	0.1494309174	-0.0708836477	-0.0946100991	0.0748173495	-0.0192453725	-0.1465389584	0.1147820769	0.1138687213	0.1123518419	0.0	-0.0106252	-0.00209462	4.387432944400415e-06	0.0001128948750399	-0.0624701	-0.062630249	0.00390251339401	0.003922548089802	-0.051243	-0.0100511999999999	0.0001010266214399	0.0026258450489999	0.000140833	-0.0004024929999999	1.9833933889000005e-08	1.6200061504899998e-07	-0.00087659	0.00024993	6.24650049e-08	7.684100281000001e-07	0.0	7.42673e-05	0.0	5.515631849290001e-09
805.5213495396165	-0.1443582199875663	648864.644564125	0.0208392956779786	864.1241556367484	-11.846060786845896	746710.5563549233	140.32915616564802	737.1622803797867	0.1233966345230328	0.0152267294116109	543408.2276147272	746.897549216443	715.0636869415025	1.123094	22.206783	0.0543327	0.0361895	-0.0759895327	-0.0190270146	-0.0310122773	-0.0102703189	0.0048645048	-0.0559186829	-0.0538378063	0.0555502015	-0.0926823276	0.0876605174	-0.0309787639	0.0507624692	0.0547090062	0.0388899969	-0.1337506626	-0.155317251	0.0195902119	-0.0288557081	0.0543920994	-0.0834048436	0.1151269609	-0.0835620796	-0.0235975462	0.0195843591	-0.1757779323	0.1330144858	-0.0295376937	-0.0232733789	-0.070598396	-0.0246983074	-0.035498728	0.0487191583	0.02154507	-0.0821898852	-0.0391417563	-0.0316336087	0.0140555676	-0.0159573244	-0.173604868	-0.0314024567	0.0239420063	-0.0084896959	-0.1422684002	-0.079043514	-0.1193069672	0.0860003083	-0.1329133421	0.0207447276	0.1887801036	-0.0074203599	-0.0788446365	-0.0344506175	0.0499640318	-0.0448793071	0.0649059662	0.0712503727	-0.1827366982	0.0234612377	0.039074095	-0.1148961116	-0.1032288767	0.0901673146	-0.1708239263	0.0524234741	-0.0372501698	-0.0297253993	-0.055472768	0.0446974481	0.0362208478	-0.0090550266	0.0118600435	-0.0464974452	-0.0889599372	0.1194100174	0.1888011916	-0.0397761406	0.0473648328	-0.0713915204	-0.0765887459	-0.001680602	-0.0767925937	-0.1256150197	0.0268280128	0.1069711904	0.0151617271	-0.0969783132	-0.0310171152	-0.0056088055	0.0241350983	0.0909547912	-0.0506966845	-0.0753094394	0.1441708948	0.0189869919	-0.0890081009	-0.0648106219	-0.051583353	-0.0681227139	0.0425782378	0.0505738421	-0.0437785158	-0.1161216463	0.1020821549	0.1460934817	-0.1214761837	0.0709734534	0.1013693254	-0.0616946464	-0.0048735466	-0.0190345753	0.0204543164	-0.1796927858	0.0992886959	-0.0195159484	0.0107717233	0.0958260496	0.0326859764	-0.0905090961	-0.0699226639	-0.0401625	0.0204451108	0.1145830448	0.1130753912	0.1105773123	0.0	-0.0106215	3.699999999998843e-06	1.3689999999991439e-11	0.00011281626225	-0.0386455	0.0238246	0.0014934746702499	0.00056761156516	-0.0512809	-3.790000000000043e-05	1.4364100000000327e-09	0.0026297307048099	-0.000376617	-0.00051745	1.41840364689e-07	2.677545025e-07	-0.00078471	9.188000000000002e-05	8.441934400000004e-09	6.157697840999999e-07	0.0	0.0	0.0	0.0
805.1848820293686	-0.3364675102478713	648322.6942486482	0.1132103854524014	862.8021504166054	-1.3220052201429553	744427.5507635185	1.7476978020852236	737.4329190386085	0.270638658821781	0.0732452836488524	543807.3100818029	747.305572299272	701.370695563423	1.029394	20.354065	0.05463407	0.0301377	-0.1295694628	-0.0438345398	0.006407491	-0.0086564637	-0.0110622966	-0.1500577219	-0.0938529103	0.0644675893	-0.0319095675	-0.0085116061	-0.0124680452	0.0159190989	0.0512191074	-0.003660315	-0.0507035463	-0.1683567134	-0.0120237267	0.1063748146	-0.0338781132	-0.0194478041	0.1202394955	-0.1182523353	-0.0407458184	0.0091751264	0.0027866109	0.056963307	-0.1547062724	-0.0065595839	-0.0034783376	0.129885847	-0.0105260456	0.0819269642	-0.1115296329	0.0610698251	0.0321227604	0.0028215031	-0.0666286625	-0.0409875049	0.0221961726	0.1481272802	-0.0550704333	0.0600278431	-0.0347396439	0.050355739	-0.047832402	-0.1571280685	0.1524114779	0.0071501455	-0.0517051101	-0.0529738379	0.0703560245	-0.0189364502	0.041902781	-0.0243281242	-0.0561881969	-0.0932064176	0.0084815044	0.0338228035	-0.012133634	-0.0607136976	-0.0386294701	0.0317499704	-0.1200117395	-0.0106109882	0.2204758052	0.1279500061	0.0926230849	0.1499964976	-0.0590514316	-0.0316609355	0.0394937543	-0.0870290418	-0.0098532312	0.1303377414	0.1430897382	0.033366173	0.0156874857	0.0783484042	-0.0078443572	-0.08648179	0.1222122867	-0.0030998482	0.146467862	-1.30709e-05	-0.1393642263	-0.0582037766	0.034691694	-0.0249252981	-0.0652610582	-0.0369247283	0.0428094717	-0.0232222539	-0.0226843742	0.0517377794	-0.1196895179	-0.0776522955	0.0173136874	-0.0618265623	-0.0390957279	0.0209542716	0.1242228592	0.1361895671	-0.0254947855	-0.0789511265	0.0867690142	0.0222071568	-0.0113118072	-0.0325491977	-0.0042808397	-0.0119180388	0.0401868895	0.0333006692	0.0457757804	0.1258747408	-0.1442568723	0.0104719259	0.1270186177	-0.0300165086	-0.0442085448	0.1275705112	0.0076210559	0.1143344162	0.1120863067	0.1083721437	0.0	-0.00532518	0.00529632	2.805100554240001e-05	2.8357542032399995e-05	-0.0342863	0.0043592	0.00117555036769	1.9002624640000005e-05	-0.057879	-0.0065981	4.353492361000003e-05	0.003349978641	4.1718e-05	0.000418335	1.740391524e-09	1.75004172225e-07	-0.000435436	0.000349274	1.21992327076e-07	1.89604510096e-07	0.0	0.0	0.0	0.0
805.6390259754945	0.454143946125896	649054.2401747436	0.2062467238028007	874.9926043062889	12.190453889683454	765612.0575907017	148.60716603649846	737.72593252843	0.2930134898215328	0.0858569052173935	544239.5515249417	748.0473449491642	725.8242213497521	1.027668	20.319939	0.04619682	0.0222604	-0.1464241493	-0.0430729874	0.0003088405	-0.025174607	0.0360621013	0.0498919692	-0.1355404621	0.069160063	0.0656768403	-0.0893700598	-0.0947566875	0.0509909611	-0.0240952717	-0.1190273852	0.0631384155	0.0544529221	-0.119964223	0.0173580687	-0.1245522462	0.0458280813	0.0239968636	-0.0113487999	-0.0720993852	-0.0814369746	0.038911292	0.0299656676	-0.0016560415	-0.0190425606	-0.1172826859	-0.0539183627	0.0385320884	-0.01468921	-0.0382694162	-0.0520997165	-0.0653325047	0.2137486475	-0.0440279317	-0.0075416681	0.0958710566	-0.0968902148	-0.087243274	0.046366504	-0.1484821127	-0.0116481158	-0.0202559225	-0.1631608439	-0.0122734697	0.1063577977	-0.0280189156	0.0234640597	-0.0203919657	0.0260808212	-0.026817056	0.065481337	0.0448595058	-0.0392782853	0.1107798961	0.0348072324	-0.0634162473	0.0050693206	0.0901843128	0.0432264674	0.0820835279	-0.0611608555	0.04638676	-0.0784532407	-0.0068890449	0.0935811083	0.1110694912	0.0428288281	0.0814012528	-0.0984418764	0.0695938898	0.0887714337	0.0315666208	-0.0072612772	-0.0813505818	0.0527340233	-0.0003032889	0.0191391583	0.0420272933	0.0838734582	-0.0503246521	-0.137211434	-0.1821793591	-0.0248006212	0.0453577066	0.1285628303	0.0648315139	-0.0956405068	-0.0714589828	0.0566074944	0.109737244	0.1337255519	-0.0124469071	0.057065391	-0.124160301	0.0907084528	-0.0955617524	0.0097045855	0.1239585421	-0.0100442502	0.0774489757	0.0746734379	0.1616736081	0.0882812266	-0.1274999521	0.0454881159	-0.0218124418	-0.0243278293	0.031161164	-0.0594735606	0.0458486228	-0.0120975939	0.0608751414	0.0124239108	-0.052981005	0.0317211337	0.0743470881	0.0420982507	0.0010510803	0.1140362989	0.1109031803	0.1057449239	0.0	-0.0164851	-0.01115992	0.0001245438144064	0.00027175852201	-0.0416028	-0.0073165	0.00173079296784	5.353117225000005e-05	-0.0693584	-0.0114794	0.00013177662436	0.00481058765056	-0.000255936	-0.000297654	6.550323609600001e-08	8.859790371600002e-08	-0.000462602	-2.7166000000000017e-05	7.379915560000008e-10	2.14000610404e-07	0.0	0.0	0.0	0.0
805.6168012840363	-0.0222246914581774	649018.4305111225	0.0004939369104111	875.281306735272	0.2887024289831288	766117.3659202053	0.0833490925007585	737.5081967562146	-0.2177357722154056	0.047408866502239	543918.3402826034	748.4590843814142	735.0644514459433	1.053007	20.82095	0.088441245	0.0470021	-0.0150548983	-0.0271330153	0.014218671	-0.0083954066	0.0551056263	0.1739777442	-0.0564239763	-0.0353088785	0.0384324055	-0.1155661629	0.0416328888	-0.0086211836	0.0341950523	-0.1422110411	0.0677774707	0.0710000016	0.0776970664	-0.0741291187	-0.0534191318	0.1016157338	-0.0189237575	0.0379137299	0.033514354	-0.0907582143	0.004737454	0.0530729329	-0.1383861672	-0.0941593939	0.0475549339	0.0289547757	0.0866999906	0.0074033047	0.0866675539	0.017949241	-0.1255658256	-0.0260964679	0.1000717346	0.1014816605	0.0213624518	0.0001089288	-0.1303918987	-0.0287343596	-0.107389952	-0.1111044584	0.0242056245	-0.1457671447	-0.0409185138	-0.0353101991	-0.0563223066	0.0791982245	-0.0129175646	-0.0247402123	0.064702458	0.0050483485	0.1293346365	0.1611404122	0.0943761862	-0.160656188	0.0485759258	-0.0478985426	-0.2973463916	-0.03920621	0.0062728533	-0.0062841684	-0.0213541338	-0.0994345836	0.0430611035	0.0454970656	-0.1770817213	0.0187130549	0.0397364714	0.0111276491	0.1483716654	0.0219938212	-0.0828901271	-0.0852519669	-0.0399822853	-0.0567501192	-0.0026186467	-0.0198948727	0.1150616537	0.0768374463	0.0424011714	-0.0625905555	0.0655618001	-0.0328023061	-0.0567070997	0.0652784925	0.0046444624	0.1128540113	-0.0701010632	-0.045280156	0.0523652917	0.0168397418	0.0976497495	0.0806827818	-0.1361495696	-0.1536427552	-0.1108416127	-0.0850820853	-0.0340081494	0.0668909246	0.0793215566	-0.097204378	-0.0315959699	-0.0285661229	-0.0531614505	-0.0065523011	-0.081998953	0.1540253734	-0.1358859762	-0.1909661789	-0.0308916602	-0.1189361509	0.1691998511	0.0490583967	0.1063049388	-0.155126999	-0.006139084	0.0272900719	0.0101946293	0.1136888217	0.1095280601	0.1027058847	0.0	-0.0191768	-0.0026917	7.245248890000009e-06	0.00036774965824	-0.0191793	0.0224235	0.00036784554849	0.00050281335225	-0.0354962	0.0338622	0.00114664858884	0.00125998021444	-0.000535896	-0.00027996	2.87184522816e-07	7.83776016e-08	-0.00071961	-0.000257008	6.605311206399998e-08	5.178385521e-07	-5.23089e-05	-5.23089e-05	2.73622101921e-09	2.73622101921e-09
805.6222677814418	0.0054664974054503	649027.2383453131	2.988259388379546e-05	870.7023232145042	-4.5789835207677925	758122.5356511349	20.96709008346301	737.6743512832553	0.1661545270407032	0.0276073268561197	544163.4485411715	747.6971124366476	719.7761676478024	1.077331	21.301908	0.071022065	0.0367917	0.1057635917	-0.0164320285	0.0721882108	0.0004846574	0.0549919247	0.0572326235	0.0777527147	-0.0441076497	0.0370212142	-0.1080869037	0.0153247002	-0.0375775731	0.0314401217	-0.0969336069	-0.0690659789	-0.0948821475	0.106520617	-0.0384972578	-0.1020778371	0.0740535474	0.0410142297	0.0148126385	0.1453192514	0.0557617098	-0.0895428475	-0.0610445152	0.0595969068	0.1229387468	-0.0427412824	0.0329371095	0.0232185324	0.0024205503	-0.0905852114	-0.1058100185	0.1406540126	-0.0276080171	0.0844702969	-0.0962176309	0.1097237567	0.1187984825	-0.0686534041	-0.0467826032	0.1222659587	-0.101222726	-0.0015708618	0.0425232608	0.0984174333	0.0095836234	0.2177035372	-0.0494050592	-0.0349069979	-0.005765182	0.0418339983	0.0255457023	-0.0914077782	-0.0525900932	0.2541646202	0.1104110934	-0.0459056678	0.0285152124	-0.0141940149	0.0698152399	0.0319709441	0.1010185073	-0.113637296	-0.075196676	0.0963461453	0.0191373876	-0.0582653039	-0.0600778283	-0.0047009072	0.0335838172	0.0504387325	0.1181585926	-0.1446450256	-0.011625163	0.1090186759	-0.0207894197	-0.1225583098	0.0128169831	-0.0597869913	-0.0899841021	-0.0445756905	0.0578801459	-0.1001404935	-0.007990769	-0.0074207313	-0.1339415882	0.0280547379	-0.0794165511	0.3110802091	0.0159816319	-0.0437781722	0.1014295236	0.0583545419	-0.0135849254	-0.1519650397	-0.0323445027	0.0794058594	-0.1243623754	0.0265837167	-0.0635382677	-0.0542165134	-0.0535708962	-0.0249626377	-0.1131649317	0.0414304641	0.0214334824	0.0437993155	-0.0601492259	0.0265476249	-0.0255103111	-0.1331464366	0.0396347711	0.0264699319	-0.0597249822	0.033620541	-0.0496316157	0.2049573024	0.0049531529	-0.0721634245	0.1132921352	0.1079633266	0.0992668614	0.0	-0.0212488	-0.002072	4.293184000000004e-06	0.00045151150144	-0.0415963	-0.022417	0.00173025217369	0.000502521889	-0.0562496	-0.0207533999999999	0.0004307036115599	0.0031640175001599	-0.000235793	0.000300103	5.5598338849000004e-08	9.006181060900001e-08	-0.000933292	-0.0002136819999999	4.5659997123999994e-08	8.710339572639999e-07	-5.41172e-05	-1.8082999999999944e-06	2.9286713358399997e-09	3.269948889999979e-12
