global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
736.3307121947287	n/a	542182.9177211963	n/a	888.76239807072	n/a	789898.6002244169	n/a	720.2503009496402	n/a	518760.49601804727	n/a	730.0458063395118	580.1732708608978	n/a	n/a	n/a	n/a	-0.2614844486	0.053939413	0.0837326901	-0.2734717506	-0.0223235339	0.04512083	-0.0572653944	0.3183518659	-0.1090492814	0.0021864778	-0.1750579522	0.2280316595	0.3074916063	0.3420057108	-0.0121957111	0.0821173995	-0.0317588118	0.0970986598	-0.1094163223	0.0771790634	-0.0233130761	0.0143447451	-0.0164500235	0.1591802871	-0.1046343444	0.013538478	-0.0050531065	0.0499242229	-0.0353756119	0.1442514116	-0.1463249381	0.0518420076	-0.0235717054	0.0760259232	-0.1030898062	0.0342912436	-0.010346527	0.1380239708	0.0017819193	-0.108575867	0.1184789423	-0.0807146359	-0.009076686	0.0142209816	0.0136280189	0.0988470522	-0.0329631351	-0.0328004197	0.1479218272	0.1754118148	-0.0200410943	-0.000220696	-0.0164978155	-0.0028339797	0.0418222681	0.0693998627	-0.1171616063	-0.019471192	-0.0408960445	0.0191833266	0.0733887408	-0.0196276473	0.3473645432	-0.0163058165	0.0772074371	-0.103917419	0.0423762586	-0.2080420962	0.1263878694	-0.1960482131	0.0330111477	-0.109650048	0.2532521123	-0.0115834745	0.0558881142	-0.0601354854	0.0502715238	-0.1400475504	0.0835036554	-0.1043980943	0.0082581629	-0.0741170675	0.1360931904	-0.0220449988	0.0015421073	-0.0226740067	-0.1111093724	0.127660577	-0.0650843124	0.049477718	0.0409919628	-0.0118226627	-0.0139079177	0.0794914319	-0.1434042912	-0.0628587501	-0.0161104135	0.1321860363	-0.2117350837	0.1663943977	0.0366796235	0.0102558044	0.0164597905	-0.0383295626	-0.1136004882	0.0842957019	0.1147017419	0.1146833673	0.1146527451	-0.169259	n/a	n/a	0.0286486090809999	0.104764	n/a	0.0109754956959999	n/a	0.489302	n/a	n/a	0.239416447204	-0.0180333	n/a	n/a	0.0003251999088899	-0.000612712	n/a	n/a	3.7541599494400004e-07	-0.00314084	n/a	n/a	9.8648759056e-06
734.5514319349087	-1.7792802598199842	539565.8061576248	3.16583824298507	883.8293592678383	-4.933038802881697	781154.3363037976	24.33487183073649	719.9281497935232	-0.3221511561170018	518296.5408651256	0.1037813673875208	728.9691016866722	572.2805384769636	1.279745	28.556503	0.1903897999999999	0.120033	-0.308671722	-0.0084347242	-0.0572583012	-0.2049040652	0.0947028752	-0.0111700379	0.0859879303	0.280813665	-0.0874362982	0.0793489602	-0.061980685	-0.0602422185	0.1285001345	0.3092694578	0.0090983284	-0.0044423122	-0.1075232783	0.1142962888	-0.1888946443	-0.119736948	-0.0676698155	0.0228228865	0.0310506978	-0.0232610204	0.0100431183	0.0428596583	0.0719092875	-0.0217307402	0.0038236518	0.0244651	0.108272333	-0.2005235571	0.046926879	0.0060079369	0.1030647074	-0.0306444474	0.0537058578	-0.0031820104	-0.0642331389	-0.0045508451	0.0710628139	0.0287869451	-0.0628812116	0.0786950297	-0.0719977979	0.0309536021	0.013478456	0.0269520047	0.0112411544	0.01251338	-0.0743589941	-0.1077686264	-0.0730297311	0.0624707948	-0.0714634344	0.1229864408	0.0687560756	0.0807972706	-0.0172908907	-0.111794438	0.068630571	-0.1141767581	0.2931728445	0.0256548005	-0.0382658287	-0.0580893245	0.0794687922	-0.1988205427	0.0944594449	-0.20030234	0.1003246155	0.0508076253	-0.0878983707	0.0983574364	-0.0529945874	-0.0753467221	0.0423015516	0.1503301802	-0.141042413	-0.0452637798	0.053903969	0.0115166617	-0.0525253116	0.0233048551	0.0105024254	0.0563376991	-0.0339819091	-0.0132870902	-0.135438801	-0.1242106728	-0.1321491341	0.0409955933	-0.0922174175	-0.0077770875	0.0133109298	0.0003949537	0.0217972318	0.0192676541	0.1147667559	0.0507078407	0.0968609854	-0.0869927494	0.0880680479	-0.1141656923	0.0430593368	-0.0887120842	0.1146527451	0.1144874327	0.1142120884	-0.147007	0.0222519999999999	0.0004951515039999	0.021611058049	0.0901687	-0.0145952999999999	0.00813039445969	0.0002130227820899	0.449383	-0.039919	0.001593526561	0.2019450806889999	-0.0159801	0.0020531999999999	4.215630239999992e-06	0.00025536359601	-0.000480632	0.0001320799999999	1.7445126399999992e-08	2.3100711942400003e-07	-0.00305365	8.719000000000001e-05	7.602096100000002e-09	9.3247783225e-06
734.3830102773022	-0.1684216576064727	539318.4057839522	0.0283658547509119	881.3025235980429	-2.526835669795446	776694.1381002789	6.3848985021506	718.6626827955479	-1.2654669979752953	516476.0516428943	1.601406722964606	727.1395960098537	576.6661566351369	1.017746	22.710199	0.0770144999999999	0.0604867	-0.285885056	0.0617476766	0.0634918995	-0.1644032402	-0.0071182222	-0.0606672372	0.0226412026	0.3018190648	0.0864237753	0.040523971	-0.0865887499	0.0687529758	0.1165812879	0.2933104223	0.0046852164	-0.0782814422	-0.1063339435	0.0096901145	-0.0371476403	0.0235383205	-0.0330227214	0.1227181086	0.065476898	0.1301377018	0.0794730044	-0.0340383562	-0.0484986457	0.1015863487	-0.0553442982	-0.1289435063	-0.0167847932	-0.1136386223	-0.0698937986	-0.0969325645	0.0042704274	0.0882232346	-0.0367709067	-0.0409575007	0.1207629792	0.0806649743	0.062949972	0.1151106188	0.0268270484	0.0017993526	0.0559019772	-0.0101451401	0.1029131801	0.1444005489	0.1144402315	0.1194097818	-0.0258397059	-0.0425776152	-0.0449254299	-0.0806075892	0.0439542466	0.0835134361	0.0921471411	0.0332598774	0.07112446	0.0405425816	0.092197021	-0.0870137858	0.2861648919	0.0693533769	0.0254231007	0.0254950448	-0.0422010629	-0.1261506333	0.0359516576	-0.130410336	-0.0311834119	0.0458817726	0.0483359909	-0.1443698906	-0.0822275735	0.0106970102	0.0146109068	0.1418925194	-0.0109633023	0.0255373419	-0.0338930789	0.0971900606	0.0014237132	0.2410739273	0.0050110933	-0.0758410336	-0.0329668631	-0.081450362	-0.0638336164	-0.043997171	0.001835401	-0.057562658	0.1625803121	-0.0437586699	0.0540253065	-0.1502592854	-0.0470237061	-0.0617902891	-0.0833443909	-0.0064013272	-0.1109828683	0.0215009676	-0.0065875926	0.0633543828	0.0127507512	0.121347959	0.1145547726	0.1140958982	0.1133324686	-0.149924	-0.002917	8.508889000000018e-06	0.022477205776	0.10243	0.0122612999999999	0.0104919048999999	0.0001503394776899	0.445505	-0.0038779999999999	1.5038883999999945e-05	0.1984747050249999	-0.0148321	0.0011479999999999	1.3179039999999994e-06	0.00021999119041	-0.000491796	-1.1163999999999976e-05	1.2463489599999948e-10	2.41863305616e-07	-0.00305365	0.0	0.0	9.3247783225e-06
734.7960729403446	0.4130626630424103	539925.2688085523	0.1706207635996878	877.2806764215809	-4.021847176461961	769621.3852227065	16.175254710815047	719.8195368030439	1.1568540074960083	518140.1655633487	1.3383111946595745	727.5954250138767	573.5949514596363	1.138064	25.394995	0.206865315	0.127292	-0.2514169374	-0.0956305112	-0.0292353617	-0.0866145148	0.1180083971	0.034488107	0.0300165138	0.2325823475	0.1141576839	0.0646055224	-0.1310319157	-0.052530678	-0.0565185624	0.2442841371	0.0687484002	-0.0831921366	0.0105345728	-0.0023300663	0.0981946712	-0.0649497334	0.0138782265	0.0281939412	-0.1213235224	0.042500083	-0.0372550732	0.0634274946	-0.0515343215	0.0701196309	-0.0032943338	0.0864085804	-0.0733345939	0.0878918795	-0.1936990024	-0.0556265866	-0.132303991	-0.0043616073	0.0054159399	0.0450577222	0.0657447591	0.0189472065	-0.1151662048	-0.1081985903	0.0353479551	0.002755839	-0.0479128642	-0.07535396	0.0689608048	0.0061612533	-0.0785922063	-0.0309049984	-0.0577175255	-0.037384859	0.050180615	0.0102562213	-0.0308667879	-0.0036612698	-0.0513227029	-0.0895437681	-0.0432717923	-0.0454154836	-0.1300547269	-0.0911970333	0.244614239	-0.0515147212	-0.0605638361	0.0713258532	-0.0313265472	-0.0519072535	-0.0494968146	-0.0420772009	-0.0365001356	0.1530778564	-0.0075737172	-0.0957409824	0.082423651	0.0423896973	-0.0045237664	-0.1064378015	-0.0779413777	-0.0329643068	-0.1669731065	-0.0075003426	-0.0437144965	-0.0567847282	0.0220053453	-0.0118576185	0.1034030063	0.1543461768	0.0767582384	-0.06464148	-0.0310498086	-0.1507313025	0.0819389194	-0.0538942447	0.0394762475	0.143414238	0.0989885348	-0.0119471933	0.0183449036	-0.0362483047	0.0473697844	0.0958371917	-0.1489462181	0.0069086632	0.0874051931	-0.0020868846	0.1144078661	0.1135094328	0.1120172664	-0.128407	0.021517	0.000462981289	0.0164883576489999	0.107904	0.005474	0.011643273216	2.9964676000000077e-05	0.412325	-0.0331799999999999	0.0011009123999999	0.170011905625	-0.0126109	0.0022212	4.933729440000006e-06	0.0001590347988099	-8.39197e-05	0.0004078762999999	1.6636307610168993e-07	7.04251604809e-09	-0.00274884	0.00030481	9.290913610000025e-08	7.5561213455999985e-06
736.3380527418685	1.541979801523894	542193.7279156868	2.3777017083076672	884.0162357061716	6.7355592845907495	781484.7049921096	45.36775887623665	720.1379181923888	0.3183813893449496	518598.6212184677	0.1013667090812204	728.4702413711101	578.1967089036358	1.215164	27.115421	0.198723365	0.120157	-0.2135661746	0.0711310731	-0.0387346094	0.0308602774	-0.1625484178	0.0398673598	0.0413461036	0.1774089155	0.0509009483	-0.0257285473	-0.0172254641	0.2192408664	0.0094253871	0.1948779231	0.0642291321	0.0265175017	-0.0392222117	-0.0406288427	0.0767487401	-0.0947255854	-0.0158638016	0.0244557972	0.1341906142	-0.0350172066	0.0141252329	0.0359981219	0.0499177367	0.0566654144	0.0922013776	-0.0794609837	-0.1752505514	-0.071300788	-0.0326786376	0.0236796546	-0.0761279041	0.0643659601	-0.0453260239	-0.0158467934	-0.0555061467	-0.1031411963	0.0180151207	-0.0512794995	0.0214190445	-0.0648639575	0.0320898274	0.0527110318	0.0383569114	-0.094072023	-0.0462410898	-0.1466888036	0.0755011317	0.0508153178	0.1369973617	0.1688523659	-0.0106701532	-0.1168109536	0.0933740916	0.1066433826	0.0199359942	-0.1020703542	-0.2773817126	0.0509620807	0.1908359962	0.0809304717	-0.0368364451	0.01924428	-0.0493290081	0.0148327554	0.0511844577	0.0377954669	-0.0217330767	0.1268530852	0.0403230287	0.0412619044	0.0406222793	-0.0397187948	-0.1122043384	-0.0904345822	0.1571499522	0.06549859	-0.0995617644	0.0316563237	0.0967544475	-0.0564502518	0.1215347662	-0.1676856793	0.0406395637	-0.0593624587	0.068448333	0.0165379687	0.0924598346	0.156881079	-0.1408697541	-0.0551071666	0.0189512304	0.1351735053	-0.0561550532	-0.0356607561	0.1013102035	-0.1335728067	-0.0582312753	-0.0330327108	0.035757248	0.0236413773	-0.0594751067	-0.2068205118	0.1142120884	0.1127290384	0.1102715368	-0.115413	0.0129939999999999	0.0001688440359999	0.013320160569	0.110196	0.002292	0.012143158416	5.253264000000011e-06	0.321294	-0.0910309999999999	0.0082866429609999	0.103229834436	-0.0113701	0.0012408	1.5395846400000009e-06	0.0001292791740099	-0.000261027	-0.0001771073	3.136699571329e-08	6.8135094729e-08	-0.00231862	0.0004302199999999	1.8508924839999984e-07	5.3759987044e-06
736.4805651467062	0.1425124048377029	542403.6228388118	0.0203097855326253	883.3655479629042	-0.65068774326744	780334.691327802	0.423394539238474	720.0555296664116	-0.0823885259771941	518479.96580317663	0.0067878692126947	728.006049740361	577.3333020109785	1.207598	26.946598	0.16467775	0.102314	-0.1761124353	-0.0371539977	0.0744153372	-0.0174617345	0.0639095332	-0.0114667414	-0.0357234309	0.1688562006	-0.0609041389	-0.047337947	0.1456992183	-0.0228501289	-0.06575516	0.1673580784	-0.0413877488	0.0728134349	-0.0123699587	0.0590071267	0.0803864921	-0.0295751001	-0.0187767735	0.0032351067	0.0351584026	0.0543856795	0.04303079	-0.0811817886	0.1369669907	-0.1711644299	0.1419040387	0.1020796573	0.0252432237	0.0749515719	0.1200949042	0.1760580374	0.0048484957	0.0867778416	0.089370614	-0.1498484884	0.0690524015	-0.0030410076	0.0843703593	0.1175146389	0.0369406767	0.0993322721	0.0930501694	0.0095263358	-0.0161504498	-0.1568617203	-0.111187488	-0.1337479226	-0.0177662423	0.107079262	-0.0462423839	-0.1121035814	0.0115382553	-0.1261075955	0.1046287611	-0.0208988938	-0.1258926503	0.1468979625	-0.0490300614	-0.0623212134	0.1518437581	-0.0341391014	0.0841384005	-0.0316821792	-0.0085226687	0.0198129841	-0.1094278099	0.0115574631	0.1565310786	-0.1013120746	-0.1357631397	-0.1323498169	-0.0444000306	-0.0173181318	0.0592983788	0.0776354615	0.1371402808	-0.0588574479	0.0622474774	-0.0797395567	-0.1180485954	-0.118728879	-0.0198492451	-0.0866655409	-0.0203501078	-0.1311814271	0.2091748294	0.1122274549	-0.0254872431	-0.0867674578	-0.0920582031	0.0082276418	-0.1384332018	0.0137083334	0.1020425413	-0.080958409	0.1467580486	-0.1038164983	-0.0807656397	-0.0409460745	0.0870279493	0.0288463512	-0.0562798112	-0.0545376115	0.1139675232	0.1117560484	0.1081019891	-0.107353	0.0080599999999999	6.496359999999997e-05	0.011524666609	0.102626	-0.00757	0.0105320958759999	5.730490000000011e-05	0.340984	0.0196899999999999	0.0003876960999999	0.116270088256	-0.00942527	0.0019448299999999	3.7823637288999993e-06	8.88357145729e-05	0.000208408	0.000469435	2.20369219225e-07	4.343389446399999e-08	-0.00249151	-0.00017289	2.9890952100000065e-08	6.207622080100001e-06
736.530943609603	0.0503784628967878	542477.8308944522	0.002537989523843	879.509050556587	-3.856497406317203	773536.1700109491	14.872572244931314	720.2316706529836	0.1761409865719088	518733.65941158775	0.0310256471505253	727.6515105832775	579.3496195062622	1.215355	27.119686	0.1000132399999999	0.0536327	-0.1561235995	-0.0171230197	-0.0882218376	0.0422996384	0.1028209591	-0.0294225024	0.1063547649	0.1793128962	-0.0265665908	0.1029091401	-0.0217393132	-0.2403663667	0.0131071159	0.1029507275	0.0560353217	-0.0954614025	-0.032400369	0.0887780248	0.0102141219	-0.1538964092	0.1323121188	-0.0005743172	0.0651821723	-0.026254676	-0.0515655031	-0.065298814	-0.0021283375	0.0017550682	-0.0001657489	-0.1041387383	0.1088141338	0.00074764	0.1135958974	-0.1251042385	0.104492855	0.0380401658	0.0600044059	-0.0372362832	-0.0720622052	0.080518106	0.0176324212	-0.0569753049	-0.0206218896	0.1018412455	0.0661849689	-0.045995945	-0.0504834597	-0.043572049	0.0064710185	-0.0836841815	0.1606848005	-0.1172545768	-0.1315256289	-0.0989913767	0.1264771362	-0.0761133894	-0.0783602204	-0.1848204627	-0.0295684317	-0.0545263062	0.0733800243	-0.1130348456	0.1300210928	0.0333548653	-0.1072878518	0.0414795047	0.058973531	-0.0904180789	-0.1535052736	0.0716975651	-0.1021838823	0.05158629	-0.2187900099	-0.0042495588	-0.0418283226	0.017379955	0.0120783751	-0.055241894	-0.095706374	-0.0164130134	0.0664727875	0.0349617305	-0.043584759	0.0178389477	-0.0318916004	0.1120178142	0.0525845725	-0.0578693143	-0.0509455174	-0.0618001132	0.0100060739	0.1431090491	0.1201472759	0.0278323826	0.0322077485	0.0742968496	-0.052747299	-0.0332971833	0.1500786153	0.0434888116	-0.0029402783	0.0615305292	-0.0881663893	-0.1135888907	0.0936167032	0.0006451099	0.1136742748	0.110592125	0.105516962	-0.107516	-0.0001629999999999	2.6568999999998853e-08	0.011559690256	0.113508	0.010882	0.012884066064	0.000118417924	0.354612	0.0136279999999999	0.0001857223839999	0.125749670544	-0.00849012	0.0009351499999999	8.745055224999984e-07	7.208213761440001e-05	-4.37768e-05	-0.0002521847999999	6.359717335103998e-08	1.91640821824e-09	-0.00217204	0.00031947	1.0206108090000005e-07	4.7177577616e-06
735.939720110098	-0.591223499504963	541607.2716357295	0.349545226366895	884.2423177189354	4.7332671623483975	781884.4764449546	22.40381803016565	720.9752161730675	0.7435455200838987	519805.2623358013	0.5528599404368355	728.6669606415354	575.7302480063227	1.102161	24.593847	0.0755475099999999	0.0410963	-0.1384794637	0.0534443765	0.0429540939	0.0987654848	-0.1244934499	-0.0144784358	-0.0376622577	0.169324802	0.1401406002	-0.1280297155	0.0513174354	0.0791901602	-0.0118908356	0.1397818438	0.0937728386	0.0324073588	0.0422756481	0.0167064261	0.1370537489	0.013753146	0.0171444828	-0.1660684256	0.066924563	-0.0181416182	-0.0171347577	0.0080006313	-0.0464704705	0.1203449775	-0.0168709277	-0.0898370396	0.015889682	0.1284232437	-0.0595077491	0.0354456884	0.0235884401	0.0844455759	-0.0524527483	0.0676532787	0.0365913182	0.0407989227	-0.010923356	0.0866452635	0.0468086182	-0.0412858986	-0.1415194793	-0.0561254976	-0.0084794264	0.0157867035	-0.052272292	0.0854532942	0.1222377216	0.0389608695	-0.0335014388	0.0387442001	0.0399499934	-0.1560084406	5.29139e-05	0.0080891595	-0.0609382312	0.0959141431	0.0789032342	0.0680723227	0.1788501507	0.0533645575	0.0326343303	0.101919761	0.0402210497	0.0485873552	-0.0909627389	0.1424748756	-0.03404401	-0.0774142568	0.1280822874	-0.0064411413	0.048317472	-0.0114537597	-0.1429083216	-0.1672224768	-0.0077883333	0.0193867331	-0.109858628	0.0772319586	0.0159057969	-0.0375804594	-0.0071598756	-0.06518012	0.1237693723	0.0011024373	0.0430786407	0.1368355405	0.1177072992	0.0859361163	-0.0547490847	0.0282029475	0.107188992	-0.1067691803	-0.0754694503	-0.0926142165	-0.0749421811	-0.1333952828	0.022192808	0.0765434398	-0.0681289109	0.0370055206	-0.0579762939	0.0549300779	0.1133324686	0.1092392569	0.1025263906	-0.10553	0.001986	3.944196000000007e-06	0.0111365809	0.122141	0.008633	0.014918423881	7.452868900000003e-05	0.334925	-0.019687	0.000387577969	0.1121747556249999	-0.0085457299999999	-5.560999999990046e-05	3.092472099988929e-09	7.302950123289831e-05	-0.000242417	-0.0001986402	3.945792905604e-08	5.8766001889000004e-08	-0.00152146	0.00065058	4.232543364e-07	2.3148405316000005e-06
736.3425024088322	0.4027822987341096	542200.2808537009	0.1622335801735335	880.4219060800649	-3.820411638870496	775142.7327056546	14.595545090417149	719.9681967361897	-1.0070194368777263	518354.2043115608	1.0140881462495337	727.7390712359463	576.4538275545821	1.13144	25.247204	0.197083	0.122245	-0.066033806	-0.0965966607	0.0222692091	0.0644443515	0.0451297923	0.0931288792	-0.0389935726	0.0924280091	0.0099588257	0.0272967747	0.1270304792	0.0642120202	-0.1448427472	0.0741417914	-0.0130857203	0.072732501	-0.0376019753	-0.0277506351	0.0216800742	0.0037304183	0.0216583301	-0.1925150122	-0.0685758814	-0.000790068	-0.1408771568	-0.0358553547	0.1020902636	-0.1146031678	0.1249814816	-0.0183395455	0.1150103746	0.0136270436	0.0126932346	-0.1597640412	0.0129585377	-0.1849706345	0.0145242476	-0.0650048843	0.0634402725	0.0650282005	-0.1390230693	0.0655480893	-0.0370130503	-0.12518862	0.0675106299	-0.0404661412	-0.0619089744	0.1202688224	-0.0390662437	-0.0009822481	0.0375604665	0.0475944485	0.0293466553	0.1142821319	0.0003337396	-0.062951404	-0.0612440037	0.139641145	0.1516769195	0.1265164396	0.0260567521	0.0007462412	0.0846994501	-0.0813774921	0.0152620925	-0.0050746597	-0.0298729884	0.0121128991	-0.0385516583	0.1654679603	0.0730316591	-0.1059910168	0.0185178139	0.0498640725	-0.0683333935	0.0484295087	0.1029347112	-0.0079143957	0.0176816358	0.0937692745	0.0487533505	-0.0343930502	-0.0959476112	-0.1126828354	-0.0854777525	0.1821335926	-0.0159975515	-0.1102548742	0.1131983287	-0.0978048341	0.1294105401	-0.0757531892	0.011723698	0.0726072985	0.0291306949	0.0860555929	-0.0426434214	-0.0174061766	0.0180843655	-0.1374128501	0.129013788	-0.2198680133	-0.0444210948	0.1004009266	-0.0006290913	0.0272092025	0.1129422506	0.1076997553	0.099141769	-0.0905256	0.0150044	0.00022513201936	0.00819488425536	0.135919	0.013778	0.018473974561	0.000189833284	0.26381	-0.0711149999999999	0.0050573432249999	0.0695957161	-0.00680439	0.0017413399999999	3.032264995599656e-06	4.629972327209999e-05	-0.000444789	-0.000202372	4.095442638400001e-08	1.97837254521e-07	-0.00152146	0.0	0.0	2.3148405316000005e-06
737.0801252048504	0.737622796018286	543287.110971998	0.5440873892058339	880.0951582952885	-0.3267477847764439	774567.4876548088	0.1067641148563133	720.2997176749362	0.3315209387465074	518831.68328259286	0.1099061328273655	727.8631113784278	581.5185968297355	1.278512	28.528997	0.1998096999999999	0.0967079	-0.0447093164	0.0585802731	-0.1164482459	0.0571230526	0.0915709054	-0.0730716023	0.1283475817	0.0275614335	-0.0793956559	0.1191850117	0.11529014	-0.197969939	-0.0945817455	0.0176015339	-0.0565592784	-0.0886079625	0.0085658479	0.0454835656	0.100988393	-0.1272812359	-0.0027916345	-0.0341586797	0.0512311708	-0.0647868878	0.0080965371	-0.1105792604	-0.1154666869	-0.1255379644	-0.09509812	0.0634201356	0.0045021392	0.0545904742	-0.0233874781	-0.0132386398	0.1260103439	-0.1475938361	-0.0217112103	-0.0152627917	-0.1008564273	-0.0810616371	-0.1442214628	-0.0579228923	4.4313e-05	0.1007010658	0.0068075614	0.0551904896	-0.0752149466	-0.0338553166	-0.1359936001	-0.0166082623	-0.0462847829	-0.0622537534	0.0059291476	-0.0119927811	-0.0129744349	0.1301328585	0.0977985581	0.0817542669	0.0095237066	0.1302444395	0.0898311353	-0.1107429877	-0.012259914	0.0933334499	-0.0572645805	-0.0505750347	-0.0234272657	0.1226847638	-0.1846994161	0.0547809869	0.032929609	0.0501330972	-0.1504337253	-0.0897226787	0.0595379994	-0.0886661174	-0.077324345	0.0670696788	-0.0619421823	0.0003120507	0.1639670007	-0.0842886964	-0.0839731543	-0.0729903098	-0.1336927764	0.0385531595	-0.0965615029	0.03626922	-0.0351054553	0.0082342344	-0.0072849246	0.0108681111	-0.0176791876	0.086943948	0.0781630669	-0.0114464693	-0.0150289903	0.2143357299	-0.1119378457	0.0138286915	-0.028093225	0.0250984039	0.101700458	-0.0453484142	0.0293285689	0.0117275671	0.1125037874	0.1059762505	0.0953761056	-0.0737933999999999	0.0167322000000001	0.00027996651684	0.0054454658835599	0.0842522	-0.0516668	0.0070984332048399	0.00266945822224	0.213449	-0.0503609999999999	0.0025362303209999	0.045560475601	-0.00578837	0.0010160199999999	1.0322966403999987e-06	3.3505227256900003e-05	-0.000250245	0.000194544	3.7847367936e-08	6.2622560025e-08	-0.00111103	0.00041043	1.6845278490000005e-07	1.2343876609000002e-06
