global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
701.2604334489239	n/a	n/a	491766.1955209726	784.7231220821576	n/a	615790.3783303688	n/a	667.9927714278372	n/a	446214.3426798427	n/a	674.1614118067588	547.7367615271901	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0227342	n/a	n/a	0.00051684384964	0.0156764	n/a	0.00024574951696	n/a	-0.123457	n/a	0.015241630849	n/a	-9.8446e-06	n/a	9.691614916e-11	n/a	0.000492774	n/a	n/a	2.42826215076e-07	-0.000585085	n/a	3.423244572250001e-07	n/a	0.0	0.0	0.0	0.0	0.0
700.5610199575204	-0.6994134914034476	0.4891792319571604	490785.74268392136	783.7262031439801	-0.9969189381774868	614226.7614944791	0.9938473692969276	669.5377380853291	1.5449666574919547	448280.7827204188	2.386921972761863	676.7284450222477	555.0300945467103	1.115823	29.703062	0.13034444	0.0838547	-0.06132252	0.0948798747	-0.0009821767	0.0253670767	-0.0584027965	0.1659513337	-0.0221187846	0.1178256814	-0.0035276043	0.018554285	-0.0274906656	0.0368241125	-0.1188318372	0.0793027226	-0.0639410558	-0.0182190585	0.0190379687	-0.1620950682	0.0450436267	-0.0454469302	0.0350248081	-0.0088970888	0.0618467101	-0.0437038168	0.0503158398	-0.0113358934	0.0058526328	-0.1812754711	0.1250680912	-0.0536775183	0.0741619945	-0.1118368274	0.1468079506	-0.0868409914	-0.0602685183	0.0640422945	-0.0690599062	0.0026270349	-0.0356282964	0.0400150019	-0.0784379644	0.0311242815	-0.0080266219	0.0686549933	-0.0751611406	0.2084434124	-0.0252602957	0.0067567221	0.0207845441	-0.0775094586	-0.06826693	0.0373622463	-0.0322994614	-0.0547070072	0.0408877184	-0.0309736715	-0.0718869034	0.1563956212	0.0059676565	-0.2445154644	-0.026672505	0.0780211023	-0.0381672978	0.0388487104	-0.0247873467	0.0714244447	0.0089240243	-0.0327230357	0.0129567769	-0.1136132617	0.2347301719	-0.1144922766	0.075660766	-0.1108167147	0.076325123	-0.1429289892	-0.0019779109	0.0146115214	-0.1343395812	0.0904003125	-0.0558817786	0.050383632	-0.0594523707	0.0406171942	-0.055588556	0.0942954465	-0.031737116	0.0486356728	-0.0365269203	0.0976980096	-0.0066324147	0.104372408	0.0202454696	-0.1355410763	0.042025782	0.1265130631	0.1150808405	0.1150621602	0.1150310286	0.0	0.0227042	-2.9999999999998778e-05	8.999999999999266e-10	0.00051548069764	0.0741277	0.0584513	0.00549491590729	0.00341655447169	-0.0637497	0.0597072999999999	0.00406402425009	0.0035649616732899	2.37682e-05	3.3612800000000005e-05	5.6492733124e-10	1.1298203238400002e-09	0.000576628	8.385400000000007e-05	7.031493316000012e-09	3.324998503840001e-07	-0.000459435	0.00012565	2.1108051922500002e-07	1.5787922500000012e-08	0.0	0.0	0.0	0.0	0.0
699.9421127858283	-0.6189071716921717	0.3830460871720033	489918.9612510891	779.2255313704338	-4.500671773546287	607192.4287395349	20.25604641319628	668.6192628264748	-0.9184752588543006	447051.71862261865	0.8435968011274745	676.1071795122336	556.2389497268497	1.14939	30.59663	0.193898435	0.129212	-0.1141265661	0.099427703	-0.0062591181	-0.0616849164	-0.0999728152	-0.1178022686	-0.0116398957	0.0791940109	0.0240753314	0.0922305248	-0.0106318971	-0.0380164325	0.0404719704	0.0348124234	0.12681657	0.0286209433	0.0941083262	-0.1295561819	-0.0288286167	-0.0707376882	0.0603650967	0.0183496408	0.0557650603	0.1087574838	-0.0131339941	-0.0901387701	-0.1380274608	0.0766590006	0.0881984271	-0.1037819961	0.1534589026	-0.0089269331	0.0639312041	-0.1613660116	0.0599712436	0.0082977819	-0.0001336949	-0.0426302291	0.0447363768	0.0412327505	-0.0298286211	0.0483341305	0.1242012063	0.0025024721	-0.0858719358	0.044092365	-0.0204909669	0.037671023	-0.0384396559	0.063218161	0.1056925106	0.0470416717	-0.1205251846	-0.096042732	-0.0172479854	0.0440804047	-0.0279190084	0.092454615	0.027381778	-0.0683160541	0.0212298817	-0.0630279509	0.0826496741	0.0824046456	0.0418876289	-0.0770689928	-0.075185814	-0.0208257934	0.0662022856	0.1091951957	0.1346775043	-0.009816259	0.2363034073	0.047074079	0.0511046893	-0.0360740412	-0.0358175411	-0.066636628	-0.0672066614	0.0224300606	-0.1883318535	-0.0605269885	-0.0234859587	0.0150763513	0.078559009	-0.0335408265	-0.0096904901	-0.0110870462	0.0731161998	0.0358174722	-0.0558886522	0.0563443471	0.0321561226	0.0028879295	-0.0084388121	-0.0326887005	0.1150310286	0.1148629665	0.1145830448	0.0	0.0226743	-2.989999999999937e-05	8.940099999999625e-10	0.00051412388049	-0.0477354	-0.1218631	0.00227866841316	0.01485061514161	-0.0969982	-0.0332485	0.00940865080324	0.00110546275225	0.000284034	0.0002602658	8.0675313156e-08	6.773828664964003e-08	6.17551e-05	-0.0005148729	2.650941031544101e-07	3.81369237601e-09	-0.000459435	0.0	2.1108051922500002e-07	0.0	0.0	0.0	0.0	0.0	0.0
697.6359762358946	-2.306136549933626	5.318265786939768	486695.95533860975	778.4789518272395	-0.7465795431943434	606029.4784380374	0.5573810143162744	669.1848458417778	0.565583015302991	447808.3579042839	0.3198841471992234	675.6714402864305	558.1825861352113	1.129067	30.055618	0.30712432	0.200606	-0.0910041708	0.1042697015	-0.0419476614	0.0251398369	0.1705218582	0.0034095682	-0.0509730331	0.0406304524	0.072361631	0.1061004166	-0.0017323615	-0.0812745712	-0.0078329816	-0.0276557985	-0.1080133504	-0.1208108037	0.0199610157	-0.0014642048	-0.078778116	-0.2169557294	-0.0035684779	-0.0328247679	0.0408893064	0.0280788	-0.0663094485	0.0998381954	-0.1419084104	-0.1294444194	0.1561515278	-0.2191535127	0.1046982839	0.056581052	0.1072156222	0.0773590118	-0.0337018061	0.1818758958	0.0915232128	0.0935902346	-0.043184239	-0.0573938521	0.0780382912	-0.0182280849	-0.0659529221	-0.1602914269	-0.1133324222	-0.0202313132	0.0057247985	-0.0796469151	-0.1407530496	0.0284751254	0.0638969803	-0.1084682869	-0.0261247409	-0.0113216781	-0.0813106033	0.0106605906	-0.0542618221	-0.0120752116	0.1066997963	-0.0074633749	-0.0434911363	-0.0525094809	0.0503217792	0.0357765981	-0.0566600172	0.1421466766	-0.0120162325	0.1294207107	0.043700908	0.0632037399	0.1599850114	0.1159579334	0.0413304456	-0.1442532238	0.2222683382	0.0602235134	0.0564932962	-0.1291763319	-0.0801671807	-0.0593707647	-0.2167631071	0.0314169828	0.0802297336	-0.056476501	-0.10360616	0.0773791679	0.0974966634	-0.0404136156	-0.0637173953	0.0835152203	0.1226604006	-0.0499628367	-0.0791714527	0.0596692452	-0.0301042652	0.0006326877	0.1149314264	0.1144649238	0.1136888217	0.0	0.0226743	0.0	0.0	0.00051412388049	0.120917	0.1686523999999999	0.014620920889	0.0284436320257599	0.00314222	0.10014042	9.873546528399998e-06	0.0100281037177764	-0.000482596	-0.00076663	2.3289889921600002e-07	5.877215569e-07	6.17551e-05	0.0	0.0	3.81369237601e-09	-0.000459435	0.0	2.1108051922500002e-07	0.0	0.0	0.0	0.0	0.0	0.0
695.9268822440944	-1.7090939918002732	2.9210022728077925	484314.2254299856	777.720942781526	-0.7580090457134929	604849.8648409856	0.5745777133834802	667.2439565974281	-1.9408892443497048	445214.4976157905	3.7670510588323696	675.1980920339124	547.7142601305642	1.106634	29.458477	0.231289825	0.133938	0.0307254808	0.1149913921	-0.0228392133	0.0444544173	-0.0107192445	0.1533728501	-0.0217952697	0.0894962679	0.0284600223	-0.0307111361	-0.0275933751	-0.0682278619	-0.0085520648	-0.1037056382	-0.0825960307	0.1164001457	0.156463401	-0.1610075706	0.0868974923	-0.0148373719	-0.1115531778	0.0461569927	-0.0394605282	-0.0305762616	0.0871020992	-0.121265165	-0.1156254782	-0.0210595489	-0.0326680172	-0.1469692874	0.1098789654	-0.043162341	-0.0662207496	-0.033754994	-0.0650084058	0.1447886571	-0.0611508278	-0.0469166668	-0.1281477024	0.0139533813	-0.0026665678	0.0332894531	0.1011737835	0.1027768695	-0.08052931	0.1160089685	-0.0766185205	0.1055263055	-0.1951353528	0.1104938953	0.0633884141	0.0097658333	-0.0668819533	0.0073811926	0.0981402545	0.1434339929	0.0271374376	-0.030613139	-0.0162927723	0.0730385017	0.0170425162	0.1167919162	-0.0139445064	0.0651123464	-0.0234556718	0.0217181223	-0.1317995376	-0.0105779827	0.2649762726	-0.074746311	0.0394682172	-0.0250288019	0.0866928578	-0.0220373285	0.1178980513	0.042234425	0.0083481286	-0.0559317008	-0.1062675701	-0.0631752368	-0.0885015712	0.2083716092	-0.0921185761	-0.0006223385	0.0639727834	-0.0318402928	-0.0953289828	-0.0732422908	0.0126939481	0.0217114144	-0.0072622252	0.1291847432	0.182755863	-0.0634626999	-0.0203639268	0.0356828596	0.1147820769	0.1138687213	0.1123518419	0.0	0.0226806	6.29999999999728e-06	3.968999999996573e-11	0.0005144096163599	0.0021623	-0.1187546999999999	4.675541289999999e-06	0.0141026787720899	0.0305978	0.02745558	0.00093622536484	0.0007538088731364	0.000800679	0.001283275	6.41086861041e-07	1.646794725625e-06	0.000359158	0.0002974029	8.844848492840999e-08	1.28994468964e-07	-0.000580222	-0.000120787	3.366575692840001e-07	1.4589499369000005e-08	0.0	0.0	0.0	0.0	0.0
695.9594108100338	0.0325285659394012	0.0010581076020739	484359.5014950493	776.9603815168033	-0.7605612647226963	603667.4344467366	0.5784534373965873	666.6801107196178	-0.5638458778103086	444462.3700291218	0.3179221739236774	675.3700252172437	538.2107806543345	1.154992	30.745756	0.26141445	0.148364	0.064565701	0.0994131832	-0.1109539585	-0.0509702474	-0.0195356408	-0.1054091314	-0.0353123327	-0.0242488916	0.1361518761	0.0865321952	0.024140552	-0.1057351385	0.0279255675	0.0167286458	0.1129346449	-0.194839193	0.0421706753	-0.0428798717	0.087671648	-0.0268480738	-0.0307249217	-0.0945067039	-0.0864808782	0.1707385773	0.0623450133	-0.116481476	-0.0854755948	-0.0478070065	0.1443715524	0.169856799	-0.0611056554	-0.096054006	0.1145725352	0.0332764668	-0.0745004438	-0.0860021232	0.1111595517	-0.0852197508	-0.0088206309	0.0959786196	0.2820290654	-0.0131433253	-0.1823873401	0.0103779081	-0.0169455867	-0.1576278265	0.1186382209	-0.0934257513	-0.106238525	-0.1004065351	0.0742478399	0.0095376462	-0.0729860775	-0.163098314	0.0323287596	0.0237185444	0.0424730202	-0.1091286111	0.014974902	0.1410193181	-0.0730242133	-0.1573068612	0.0728520136	-0.0305751404	-0.2119517557	-0.1653379723	-0.059627853	0.0321894268	-0.0335445302	0.0941983195	0.1157280019	-0.0155276724	-0.0641986087	-0.0044826202	-0.2408003401	0.0086719892	0.0920470746	0.1673754003	-0.0607193722	-0.0084620066	-0.1335314138	0.0581495972	0.0545473855	-0.0091359095	0.2244699905	0.203289601	0.1860880344	-0.0595842908	-0.0823528494	-0.030523539	0.0071346748	-0.010706134	-0.0576938495	-0.0609552829	-0.0188796462	0.0708723928	0.1145830448	0.1130753912	0.1105773123	0.0	0.0225923	-8.829999999999949e-05	7.79688999999991e-09	0.00051041201929	0.124276	0.1221136999999999	0.0154445241759999	0.0149117557276899	0.0750151	0.0444173	0.00562726522801	0.00197289653929	-0.000566572	-0.0013672509999999	3.21003831184e-07	1.869375297001e-06	0.000767023	0.000407865	1.6635385822500006e-07	5.883242825290001e-07	-0.000459435	0.000120787	2.1108051922500002e-07	1.4589499369000005e-08	0.0	0.0	0.0	0.0	0.0
696.1085966280134	0.1491858179796281	0.0222564082862507	484567.1782994223	779.48741123398	2.5270297171766742	607600.6242722519	6.385879191494023	668.2933324044235	1.6132216848056942	446615.9781362093	2.602484204327322	675.2939820235046	536.2066534784201	1.169604	31.134722	0.140181375	0.0864196	0.0564722161	0.0636797107	-0.0259170174	0.1263501635	0.0354285446	-0.00266815	-0.0902077512	0.0834862509	-0.015409567	-0.0843963689	0.064835692	-0.0064627942	0.0264586565	-0.0857868495	-0.0554519471	-0.0679372313	-0.0882060128	0.083080591	0.0917873117	-0.153151712	-0.0771264767	-0.0445425976	-0.0654323706	-0.000683142	0.115173678	-0.0586800975	0.0498833916	-0.1272449704	-0.0424865205	0.0842877178	-0.1311115674	0.0083495932	0.0064854912	0.1192482146	0.0309815658	-0.1305040725	0.0612020484	-0.053138738	-0.0585734098	-0.0186534462	0.0433599444	-0.0347474974	-0.0881491968	-0.0392297556	-0.0732538877	0.1381430794	0.0195272045	0.1400032462	0.0605673124	-0.029073878	-0.2106392917	-0.1207291337	-0.0748943271	-0.0259038059	0.0030745511	-0.0797012179	-0.1100422177	-0.0280962029	-0.1808180634	0.0395503936	-0.0484614713	0.1141087744	-0.072224461	0.0256916595	-0.0819055799	-0.0697787827	-0.0063846676	0.1066618311	-0.0147662538	-0.0042494939	-0.0058345766	0.0207437486	-0.1751160185	-0.0349984066	-0.0292940489	-0.0143985433	-0.0431742764	0.0840690147	0.0526295983	-0.0007548308	0.1142850415	-0.0223175493	0.0156008287	-0.0351898042	0.1210521398	0.0631585746	0.0485235053	0.2341691883	0.0477156715	-0.0503760169	-0.0063816645	-0.1096100812	-0.0503764719	0.132447527	0.0323148106	-0.0663529156	0.1143344162	0.1120863067	0.1083721437	0.0	0.0295857	0.0069934	4.890764356000001e-05	0.00087531364449	0.0435401	-0.0807359	0.0018957403080099	0.00651828554881	0.0663273	-0.0086877999999999	0.00439931072529	7.547786883999993e-05	-6.78495e-05	0.0004987225	4.60355465025e-09	2.4872413200625e-07	0.00039046	-0.000376563	1.41799692969e-07	1.524590116e-07	-0.000459435	0.0	2.1108051922500002e-07	0.0	0.0	0.0	0.0	0.0	0.0
695.2800611989321	-0.8285354290812847	0.6864709572429086	483414.3635007908	776.0581166140516	-3.429294619928328	602266.2003625489	11.760061590269377	666.2694586544371	-2.0238737499863646	443914.9915356767	4.09606495588387	673.2131953064164	527.1510311135117	1.164583	31.001068	0.10114512	0.0521641	0.0786045846	0.0365816322	-0.0239934337	-0.092552014	0.007991968	0.0481850623	0.076819866	-0.0916513101	0.02748511	0.016458658	-0.0718882502	-0.0305820488	0.1174049209	-0.0535279066	-0.0443539127	0.0719684552	0.0862884453	-0.1119049552	0.0242721497	0.0688471637	-0.037661901	0.0587024952	-0.0621495772	0.0566721309	0.0516784952	0.1526222584	0.0143369674	0.0696548584	-0.0623545088	0.0139065448	0.074474454	-0.0265881857	0.0321736725	0.121152555	0.0519398059	0.0712924631	0.0673620471	-0.0215893744	0.0531262816	0.0527616513	0.0257243018	-0.0274374968	0.079714575	0.0260800759	0.0234774111	0.0449354023	-0.2006056223	0.2086332179	0.2261183813	0.0253354982	0.0085895352	-0.0454296034	-0.0745896516	0.0661033111	-0.0119767724	0.0649382098	0.0229774546	0.0276682805	0.046111424	0.1106283358	0.0711209753	-0.1010177388	-0.0930477315	-0.0301966952	-0.0288666613	0.0385425599	-0.0682399771	-0.0577467226	0.0426134488	-0.06439837	-0.0474232521	-0.0795637984	-0.0151667871	0.0774226401	0.1576724519	0.137511474	-0.0847044706	-0.0357010106	-0.0075113571	-0.014652056	0.0998965249	0.0751695013	0.0389983764	0.1460651032	-0.0695399614	0.111025761	-0.0323165055	0.0267988611	0.0479383246	0.0538250847	0.0055361901	0.0677661733	0.1329095229	0.1013267442	0.0275818088	-0.0274110824	0.1140362989	0.1109031803	0.1057449239	0.0	0.0324319	0.0028462	8.10085444e-06	0.0010518281376099	0.0525149	0.0089748	0.00275781472201	8.054703504000009e-05	0.0346561	-0.0316712	0.00120104526721	0.00100306490944	-0.000892203	-0.0008243535	7.960261932090001e-07	6.795586929622501e-07	6.17551e-05	-0.0003287049	1.0804691128401001e-07	3.81369237601e-09	-0.000459435	0.0	2.1108051922500002e-07	0.0	0.0	0.0	0.0	0.0	0.0
695.0043617477139	-0.2756994512182018	0.0760101874020176	483031.0628483472	776.0793111284319	0.0211945143802267	602299.0971615814	0.0004492074398136	665.7173384547019	-0.5521201997352136	443179.5747192121	0.3048367149556522	673.6116295045657	541.1379660506466	1.081899	28.800009	0.09078575	0.0475582	0.0309818689	0.0311986111	-0.0145573383	0.0636591016	-0.0406617442	0.0190840433	-0.0728774606	0.0241899377	0.0320594571	-0.0057680819	0.0660873435	0.0028803121	0.0070045262	0.0255232404	0.0511738487	-0.0795888521	-0.0297929098	-0.0707845201	0.1386442713	0.1883114684	-0.0857287693	0.0133898496	-0.16643573	-0.1072306631	0.0260195607	0.032273574	0.0104505034	-0.0328390969	0.072464835	0.0635242268	-0.0905439623	-0.0513454344	0.0158140465	0.000265875	0.0305574297	0.012026715	-0.0133877936	0.0412997298	0.0048285649	0.1092446863	-0.0293576316	0.0288055373	-0.1126974359	0.122658143	0.0408148532	0.1091971664	0.0559058026	0.0134218093	0.0052980939	-0.1456803931	-0.0131891607	0.1006678871	-0.0835696619	0.055260264	-0.1227762082	0.0072394755	0.2177698664	0.042901227	0.0311397509	0.06364694	0.0094583525	0.0508463721	-0.0247014014	-0.1386299555	-0.0978120525	-0.019269628	-0.0937397408	-0.0885522156	-0.1336277913	0.0361189309	0.0490175701	-0.0326405813	-0.0830295485	0.0638345683	0.035777058	-0.0346098319	0.0586208261	0.0414147762	-0.0412096235	0.0243850178	0.0135155923	-0.0294688075	-0.0235875395	0.0449654735	0.0520855173	0.0894914229	0.0123151337	-0.0174288885	-0.1135177563	-0.0904935866	0.0502786509	-0.0314287555	-0.0211638764	-0.0780009147	-0.0095771671	-0.0802951645	0.1136888217	0.1095280601	0.1027058847	0.0	0.0226743	-0.0097575999999999	9.521075775999996e-05	0.00051412388049	0.0834067	0.0308917999999999	0.00695667760489	0.0009543033072399	0.0628977	0.0282416	0.00395612066529	0.0007975879705599	-0.000454308	0.000437895	2.06395758864e-07	1.9175203102500006e-07	6.17551e-05	0.0	0.0	3.81369237601e-09	-0.000459435	0.0	2.1108051922500002e-07	0.0	0.0	0.0	0.0	0.0	0.0
694.4968927111985	-0.5074690365154311	0.2575248230218999	482325.9339855099	775.4333777870326	-0.6459333413993136	601296.9233862067	0.4172298815312822	666.4584085471231	0.7410700924211824	444166.810323164	0.5491848818811398	672.3043466845005	529.7259172776799	1.018001	27.099068	0.15484744	0.102467	0.0660875515	0.0128272502	-0.0138592306	-0.0203460091	0.0143890543	-0.1012987237	0.0052098467	-0.0392411937	-0.0994939273	-0.0092202798	0.0064100501	-0.0712927396	0.1081400525	-0.1120334699	0.0001318308	0.0369786503	-0.1053918551	0.092714158	0.0206167298	-0.0269259196	-0.0702445202	0.0586899004	-0.1155946677	0.0166993383	0.0552769301	0.1434678209	0.0648891202	0.0152194731	-0.0388263457	-0.1343891371	0.035542467	-0.0514082824	0.0772115783	0.0041406787	0.1816021432	-0.0044177991	-0.0894462285	0.1031596659	0.1007465142	-0.0580907646	0.0274686524	-0.053829903	0.1645090989	-0.041159078	0.0393769057	-0.1046854642	-0.0497936515	-0.0468937204	0.1072233042	-0.1302339512	-0.0447700195	-0.1435909306	-0.0011515109	0.0486569054	0.1502092725	0.1287420117	-0.0898245529	-0.029186862	-0.0991278621	0.0454705269	0.0720891472	-0.0042174609	-0.1382956485	-0.0206311694	0.0507582569	0.0391595039	0.0227766136	0.0261567998	-0.0183555594	0.2624814259	-0.0446667716	0.025133223	-0.0945050336	0.0688437782	0.1648593389	0.1079442268	-0.0187100749	0.1252349403	0.0419712785	0.0338079257	-0.0458992327	0.0041339911	-0.021615784	0.0565362015	-0.1417061342	-0.1137388734	-0.0040478403	-0.0614683553	0.0069678967	0.0096822544	0.0602228625	0.0642866739	-0.0178784848	0.1517087911	0.0067445995	-0.0724773898	0.1132921352	0.1079633266	0.0992668614	0.0	0.0226786	4.299999999998749e-06	1.848999999998924e-11	0.00051431889796	-0.00557589	-0.08898259	3.10905492921e-05	0.0079179013231081	0.0135027	-0.049395	0.0001823229072899	0.002439866025	-0.000707882	-0.0002535739999999	5.010969259239999e-07	6.429977347599998e-08	6.17551e-05	0.0	0.0	3.81369237601e-09	-0.000383698	7.573699999999998e-05	1.4722415520400005e-07	5.736093168999998e-09	0.0	0.0	0.0	0.0	0.0
