global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
729.2262069291909	n/a	531770.8608723351	n/a	866.7837560885408	n/a	n/a	751314.079818959	697.6039079110551	n/a	n/a	486651.2123327759	707.8077358607566	557.147813000383	n/a	n/a	n/a	n/a	-0.0818038031	-0.0070227311	0.0739551901	-0.009754592	0.0884904537	-0.023688081	-0.025641459	-0.0543803812	0.042540173	-0.0216751732	0.0897821846	-0.00751476	0.0223135448	-0.0170773525	0.0137291544	-0.1275314016	0.0088539831	-0.1973800799	0.0188262209	-0.1499430645	0.0144293204	0.0909348732	-0.0580697732	0.0055520494	-0.0104392039	0.1140219761	-0.0293591462	0.0912720459	-0.0205070607	0.1262031021	-0.0618361279	0.0886599585	-0.0503251354	0.1338701774	-0.0589428181	0.0217166496	-0.055695838	0.0007309727	0.022168993	-0.0348612352	0.1027397915	0.0109099412	0.0321311408	-0.08661787	0.1538370484	0.0052588185	-0.0950527765	-0.0191965934	-0.0026182595	-0.0169477797	0.0403956667	-0.0481854309	0.1070325203	0.0862751288	-0.0340180171	0.15062096	-0.0337063986	0.1110043692	-0.0861744192	0.0369099648	-0.1426320879	0.0739991614	-0.0200170873	0.1876927699	-0.1131666009	0.0333884728	-0.0766080116	0.0283251695	-0.0402854252	0.0929610524	-0.0039805161	0.0419871646	-0.0621180603	0.0227954472	-0.086260845	0.1244146784	-0.105445427	0.0083455487	0.0450410684	0.1147017419	0.1146833673	0.1146527451	-3.10526e-05	n/a	9.642639667600002e-10	n/a	0.12029	n/a	n/a	0.0144696840999999	0.0588744	n/a	0.00346619497536	n/a	0.00635285	n/a	4.03587031225e-05	n/a	-0.000463636	n/a	n/a	2.1495834049600002e-07	-0.000862046	n/a	7.43123306116e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
726.2441450478482	-2.982061881342702	527430.55821628	8.892693064157173	858.6998876817661	-8.08386840677474	65.34892841805079	737365.4971046777	695.9493912326914	-1.6545166783637342	2.737425438983764	484345.5551571537	705.4511379159351	548.0450274537765	1.085703	26.993111	0.3918438226	0.246772	-0.065862179	-0.0733407039	0.0455934635	-0.0389658769	0.1326088538	-0.0830187576	0.0298241829	0.0415318417	0.075373156	-0.0531420189	0.0278775701	-0.0361015936	0.0063566537	0.0381167711	0.0432939522	-0.087575429	0.0242966097	-0.0805693558	-0.0197987454	-0.1151125945	0.0387141134	-0.0835495598	0.2432153453	-0.0593308013	-0.0078193095	-0.0159025018	-0.0640546486	-0.1618932172	0.0632638131	-0.1728435178	0.0163738568	-0.0103248561	0.0202996576	0.1416922306	-0.0301990168	-0.1535214844	-0.0320641432	-0.0102084734	0.1029617974	0.0142023334	0.1145465264	-0.0497998547	-0.0653150642	-0.0802091541	-0.008656706	0.0017304336	0.0090769447	-0.0396547229	0.0270174792	0.0593035924	0.0721167445	0.0144069802	0.0986453886	0.0506459159	-0.0057897576	0.1103455938	-0.0357692307	0.0648075338	-0.0434016525	-0.0114381668	-0.040343286	0.0374715744	-0.1031336454	-0.1284704835	0.0048902129	-0.1163754741	-0.1929893035	-0.0184201036	-0.1408287095	0.0002338809	0.0467051211	-0.1204937878	-0.1296817448	0.0342613706	0.1553090361	-0.082111958	-0.0729217405	-0.0476339897	0.0651391343	0.1146527451	0.1144874327	0.1142120884	0.00861542	0.0086464726	7.422546177640001e-05	7.476148842255076e-05	-0.0976166	-0.2179066	0.04748328632356	0.00952900059556	-0.0521435	-0.1110179	0.00271894459225	0.01232497412041	0.0054061	-0.00094675	2.922591721e-05	8.96335562500001e-07	-0.000510276	-4.664000000000003e-05	2.175289600000002e-09	2.60381596176e-07	-0.0007699789999999	9.20670000001e-05	5.92867660440846e-07	8.476332489018414e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
724.961988714423	-1.2821563334251778	525569.8850807712	1.6439248633422956	857.2487054844387	-1.4511821973273982	2.1059297698399755	734875.3430547459	695.6384785521427	-0.3109126805486539	0.0966666949259493	483912.89284233993	704.5147297141574	549.1251162257132	0.948141	23.572987	0.1023738799999999	0.0826482	-0.071131299	-0.0204816396	0.0814279753	-0.08502629	0.1238973495	-0.078820418	0.0334352132	-0.0778842035	0.0592026818	-0.1472250122	0.0442278046	-0.0373266777	-0.0372665263	-0.0780477638	0.0202355065	-0.0463722349	-0.0042006363	-0.0286270546	0.0634565972	-0.0869444776	-0.0224875114	0.0304967165	0.072646663	0.1487128086	-0.0957073367	0.033265013	0.0626324885	-0.1375599231	-0.0377105805	-0.1712822716	0.0354403315	-0.0064914161	-0.0025086793	0.0624812379	-0.0182909596	-0.0052985459	0.0232190609	0.163850331	-0.0129463533	0.0496429674	-0.1037362984	-0.1769948899	-0.1225580343	-0.0824888597	0.0764939659	-0.0397384548	0.0181312318	-0.0973461614	0.0354108955	-0.0738640929	0.0140200487	-0.0304796354	0.039146787	0.1028453449	0.0475009021	-0.0229304189	-0.0182477808	0.0893683259	0.0058990014	0.0712977908	0.0674551284	0.0367676794	-0.0625836129	0.0226534175	-0.0462434146	-0.0602293739	0.0860917739	-0.0137996499	-0.1307946837	0.0341551973	-0.1479129235	-0.0535137011	-0.08810892	0.1169205956	0.1267115061	0.0479590372	0.0623074414	0.0445412511	0.0835978077	0.1145547726	0.1140958982	0.1133324686	0.00708344	-0.00153198	5.01751222336e-05	2.3469627204000016e-06	-0.0158151	0.0818015	0.00669148540225	0.0002501173880099	-0.0488296	0.0033139	0.00238432983616	1.098193321000001e-05	0.00535467	-5.142999999999988e-05	2.86724908089e-05	2.6450448999999877e-09	-0.000652371	-0.0001420949999999	2.0190989024999987e-08	4.25587921641e-07	-0.000648974	0.0001210049999999	4.2116725267600004e-07	1.4642210024975804e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
726.6105484679437	1.648559753520658	527962.8891448859	2.7177492609280924	859.3582892494262	2.1095837649875198	4.450343661498917	738496.6693017004	697.6566705047843	2.018191952641587	4.073098757707261	486724.8298998212	706.2806347337802	547.8576040251875	1.037853	25.803431	0.2780010606	0.179112	-0.0575740282	-0.0364321084	0.0884719895	-0.0192124455	0.1863582247	0.0138546817	0.0308485481	0.0128120319	0.0424842415	-0.1377990404	0.0734081251	-0.0047179663	0.0565450167	0.0058890001	-0.0118536419	-0.1009932021	-0.0090958225	-0.1007688285	-0.0389502152	0.0537300034	-0.1237147087	0.0117367935	-0.0513751708	-0.0529858625	0.1671191934	0.0541517803	-0.0458181548	-0.0031917377	-0.0177859452	0.2049528972	-0.0008981755	-0.0058064209	0.1170269206	0.1617480044	-0.1749206143	0.0937403138	-0.0003095508	-0.0319841282	0.0275965128	0.0410698045	-0.0198692529	-0.0515106654	0.1322706441	0.1596390383	-0.0503332823	0.1578938588	-0.0546941534	-0.133532134	0.011223048	0.0480086309	-0.030963959	-0.051484854	0.0348871032	0.0176268753	0.0264643594	-0.0035108056	0.0013761062	0.1482740809	-0.0139107313	0.1072008264	-0.2350741787	-0.0302114547	-0.0273799083	0.0909309326	-0.0415612275	-0.0971331964	-0.0021366355	0.053031422	0.178671269	0.0956107179	-0.0707589308	-0.0147431579	-0.0084433752	-0.0971238085	-0.0178738336	0.052215203	2.30867e-05	0.0679692919	-0.2008561784	0.1144078661	0.1135094328	0.1120172664	5.12794e-05	-0.0070321606	2.6295768643600004e-09	4.945128270419236e-05	0.10836	0.1241751	0.01541945546001	0.0117418896	0.0804132	0.1292428	0.00646628273424	0.0167037013518399	0.00541154	5.687000000000053e-05	2.9284765171600004e-05	3.23419690000006e-09	-0.000412913	0.000239458	5.7340133764000003e-08	1.70497145569e-07	-0.000703666	-5.469200000000007e-05	4.95145839556e-07	2.991214864000007e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
725.8341822116013	-0.776366256342385	526835.260066784	0.6027445639870899	857.5523612180465	-1.8059280313797217	3.261376054523037	735396.0522306468	694.8604122346145	-2.796258270169801	7.819060313493009	482830.9924908584	704.128162242563	544.5324667228464	0.986305	24.521849	0.3382254006	0.209234	-0.0306542079	-0.0571955289	0.0239090604	-0.0886295037	0.1370031434	0.0115406654	0.0409271013	-0.0023683949	-0.0189099448	-0.0625933186	0.1274088231	-0.0547558439	0.0070745818	0.0177629916	0.0425771777	-0.0675186186	0.0611340498	-0.0300359209	0.025478703	0.0330376436	-0.0826766732	0.0267752433	0.0435834709	-0.0505868711	-0.0166210543	-0.0340670454	-0.0828450608	-0.027436945	-0.0276536656	0.1082650824	-0.0360089099	-0.1428236403	0.1297529474	0.074532892	0.0006083223	-0.0728705952	0.1162022169	-0.1131544111	-0.0159801909	0.0204985835	0.0401277186	-0.094188919	-0.0311302622	-0.0549270356	0.0978421303	-0.1165114573	0.0219058377	0.1961001781	0.0423977162	0.0219939856	0.0387106131	0.0252298855	0.0473588604	-0.0048053297	0.0244785193	0.004548162	-0.0596000887	0.1211731994	-0.1204284385	0.0085729764	0.0039826702	0.095630967	0.0127316853	-0.0386030562	-0.0144132997	-0.0457228686	-0.0994397196	0.010729359	-0.02438187	0.127208743	-0.0025347948	0.0080229288	0.0030072901	-0.0487802623	0.090142476	0.1151357343	-0.0399971796	-0.0582176468	-0.0420910497	0.1142120884	0.1127290384	0.1102715368	0.00485318	0.0048019006	2.35533561124e-05	2.3058249372280365e-05	-0.0701837	-0.1785437	0.03187785280969	0.00492575174569	-0.0239858	-0.104399	0.00057531860164	0.010899151201	0.00447809	-0.00093345	2.00532900481e-05	8.713289025000012e-07	-0.000434387	-2.1474000000000005e-05	4.6113267600000016e-10	1.88692065769e-07	-0.000648974	5.469200000000007e-05	4.2116725267600004e-07	2.991214864000007e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
725.7731147680827	-0.0610674435185956	526746.6141201645	0.0037292326578968	856.8862356461296	-0.6661255719168366	0.4437232775615327	734254.0208397944	694.904851074333	0.0444388397185093	0.0019748104755273	482892.75204664096	704.2166577641648	542.6779922390101	0.7800129999999998	19.392946	0.0702569699999999	0.0522794	-0.0402024395	-0.0479767868	0.06378414	-0.083923132	0.1016626886	-0.0466687274	0.0407775704	-0.0359878012	0.0180374445	-0.0963470555	0.0142772806	-0.0490934345	0.0198595829	0.0072494612	0.0255988563	-0.0423122265	0.0258099298	-0.0183775443	0.0141627944	-0.029804552	-0.0595199035	0.2606242925	0.0946965459	0.0949638531	-0.0761165254	-0.0657004362	0.0117630471	-0.0842165319	0.0349773274	-0.0436136795	0.0368269333	-0.0578505695	-0.0416446284	0.0065279577	-0.0495722692	-0.0643251602	0.1351353176	0.0290599944	-0.0569418325	-0.0767834193	0.0930947953	0.0185754138	0.0508701305	0.1307025515	-0.0353739507	0.1549932779	-0.0485547298	0.2520477617	0.0396891978	0.0047648466	0.0157534374	0.0367625676	0.0348356838	0.0256166641	0.0161930116	0.0173069411	-0.0241698426	0.1109012153	-0.0638345738	0.0132596497	0.0504588177	0.0926511514	0.0488697968	-0.0551564399	-0.1074489754	-0.0897984302	0.0442830485	0.023530617	-0.1033438293	-0.077092038	-0.0850401524	-0.0877606323	-0.0460063324	-0.020796722	-0.0418723652	0.0120760064	-0.0294637994	-0.0105704663	-0.0282732296	0.1139675232	0.1117560484	0.1081019891	0.00446836	-0.00038482	1.9966241089600003e-05	1.4808643240000008e-07	-0.0191194	0.0510643	0.00260756273449	0.00036555145636	-0.0178558	0.00613	0.00031882959364	3.75769e-05	0.00429853	-0.0001795599999999	1.84773601609e-05	3.224179359999986e-08	-0.00036039	7.399700000000002e-05	5.4755560090000034e-09	1.298809521e-07	-0.000648974	0.0	4.2116725267600004e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
727.1137561156341	1.3406413475514682	528694.4143325859	1.7973192227646166	857.9100849814507	1.0238493353210742	1.0482674614374057	736009.71391288	696.2154102235754	1.3105591492424082	1.7175652836629849	484715.8974327814	704.3532784664776	546.1044101594152	0.792788	19.710548	0.0378732177	0.0209912	-0.041800756	-0.0338553983	0.0368320707	-0.0704577449	0.1015828238	-0.0446651139	0.0319747992	-0.0554924153	0.0087498296	-0.132367133	0.0378987326	-0.0260399993	-0.0637471367	0.0210774396	0.0031539831	0.0084869721	0.0093651569	-0.0419287464	0.1014752326	0.0247773828	0.0508857432	0.1780631966	0.0890352649	-0.0007071569	-0.0653568006	-0.030990801	0.0629786273	-0.0898775787	0.1502316863	-0.0438849864	-0.0486114901	-0.0535215369	0.1245213308	0.1422159568	-0.0300990921	0.0430668662	0.0509781159	0.08652437	0.0121331287	-0.0494347334	-0.0453175926	0.0260459727	0.1151330767	-0.0683241257	-0.1187881716	0.0429870046	0.150809029	-0.1202868912	0.031951768	-0.0402900482	0.0072169682	0.0228684824	-0.054692044	0.1082912924	0.1131109645	-0.0878429636	-0.0113576327	0.0505215988	0.0541597363	0.0949105013	0.0103127361	0.0051630195	-0.1213748278	-0.0570169197	-0.0802409896	-0.0053717108	0.0426359154	-0.0051787145	-0.136606012	0.0217230138	-0.0685745934	-0.1225068411	-0.0665460183	-0.1614384342	-0.0125406407	0.0053364609	-0.1024467014	0.0815454163	-0.00541422	0.1136742748	0.110592125	0.105516962	-5.86577e-05	-0.0045270177	3.44072576929e-09	2.049388925611329e-05	-0.0191078	1.16000000000005e-05	1.3456000000001158e-10	0.00036510802084	-0.0356287	-0.0177728999999999	0.00126940426369	0.0003158759744099	0.00403657	-0.00026196	1.6293897364899996e-05	6.862304160000016e-08	-0.000311116	4.9273999999999976e-05	2.427927075999997e-09	9.6793165456e-08	-0.000648974	0.0	4.2116725267600004e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
729.6832932071405	2.5695370915063904	532437.7083856178	6.60252086462712	860.8702398175922	2.9601548361414416	8.762516653931565	741097.5698035987	697.4357498860403	1.2203396624648803	1.489228891784898	486416.62521910336	706.3319823139506	550.8364950001683	0.898231	22.332125	0.2125594477	0.131799	-0.0391141526	-0.0061989908	0.0357167451	-0.0374526379	0.0650474198	0.0443147483	0.014503878	-0.0194089451	0.0200452777	-0.0018194225	0.0663153966	0.0010923657	0.0105096818	-0.0797308708	-0.0215303593	-0.0241686352	0.0220256598	-0.06418018	-0.0286948918	0.0067639301	0.0210159943	0.0225911283	0.0206553508	-0.1059844144	0.0014202198	0.0285571007	0.0293125215	0.1325447762	-0.0026450888	0.1852956022	-0.0013199164	-0.064317238	-0.1145041207	-0.0172294808	-0.0350851209	0.1707194356	-0.0205633936	-0.0414118106	0.0292181071	-0.0038537381	0.0499595897	0.0468933201	0.034337427	0.0310838928	0.08936932	-0.0540442471	0.1225360613	-0.0443046899	0.0037387858	-0.0166863427	-0.0089792254	-0.0794553632	0.0406440568	-0.0426904979	0.0132642862	-0.0052460077	-0.0763846157	-0.0108852354	-0.0226265314	-0.0212854574	-0.1410022742	0.0636049685	0.0540303259	0.0465927257	-0.0221990134	0.030122454	-0.0701057815	0.0304360308	-0.0511751471	0.1003099319	-0.0494459503	0.0696030933	0.0031133645	-0.0650105149	-0.1594542034	0.0927508969	-0.046158548	0.0250132362	-0.0863264842	0.1133324686	0.1092392569	0.1025263906	0.00287939	0.0029380477	8.2908867721e-06	8.632124287475288e-06	0.067885	0.0869928	0.00756774725184	0.004608373225	0.0534627	0.0890914	0.00285826029129	0.00793727755396	0.00341863	-0.0006179399999999	1.1687031076900002e-05	3.8184984359999945e-07	-0.000258312	5.280399999999999e-05	2.788262415999999e-09	6.672508934400001e-08	-0.000648974	0.0	4.2116725267600004e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
728.9032419320271	-0.7800512751134647	531299.9360990191	0.6084799918061422	859.8397832015214	-1.030456616070751	1.061840837603983	739324.4527760394	696.7421946884681	-0.6935551975722092	0.4810188120794261	485449.6858593032	705.4834221422944	555.3349674872794	1.032031	25.658695	0.323178745	0.195552	-0.046220451	-0.0103713727	-0.0538524165	0.0025140926	0.0449497633	-0.077641903	0.0246579479	0.0443933954	0.0774029599	0.0116611451	-0.0078638463	-0.0219559591	0.0024695455	0.0612856831	0.0222808007	-0.081232522	-0.0073402508	0.0806711952	-0.0167608128	-0.0055558672	-0.0010734995	0.0129800363	0.1390797169	-0.0016820456	-0.0101902667	-0.1226204965	0.09004809	-0.0373269138	-0.0740959777	-0.060487667	-0.0453447007	-0.0556266238	0.1544569726	-0.1082198338	0.0388593574	-0.0861234094	0.0105950935	-0.043747171	0.0338758245	0.152166838	0.1341150566	0.1212857069	-0.029124443	0.0576372445	-0.0113127594	0.0907848605	0.0520686881	-0.0318317463	0.0222400009	0.0590847661	0.0845221043	0.0115485541	0.0632521041	0.0196218515	-0.0300669083	0.03785268	-0.0127006268	0.0480664431	-0.0459601005	-0.0592702068	0.0737148759	-0.0226591558	0.0235875814	-0.1376416466	0.0331458826	-0.0247740293	-0.0415648099	0.0033600565	-0.0406000178	-0.0117556569	0.0358998947	-0.0664306575	0.0236059425	0.00056782	0.0496606831	-0.3246882478	0.0078214143	0.0435100212	-0.0758492144	0.1129422506	0.1076997553	0.099141769	-0.000122605	-0.003001995	1.5031986025e-08	9.011973980025e-06	-0.0842142	-0.1520992	0.0231341666406399	0.00709203148164	-0.0703108	-0.1237735	0.00494360859664	0.01531987930225	0.00308342	-0.00033521	9.5074788964e-06	1.123657441000002e-07	-0.000458234	-0.000199922	3.9968806084e-08	2.09978398756e-07	-0.000298025	0.000350949	8.881890062499999e-08	1.23165200601e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
729.6926735933491	0.7894316613220553	532451.39789581	0.6232023478977002	861.7807417169543	1.94095851543284	3.767319958631253	742666.0467942238	697.7222826094865	0.9800879210183666	0.960572332926104	486816.3836497921	705.932946866878	550.8847932918454	0.975655	24.257063	0.077448995	0.0607057	-0.0265646249	-0.0539750999	-0.0147892471	-0.0575577863	0.0044359576	-0.0086412021	0.0125549053	-0.0417716	-0.0013039677	-0.0579983739	0.0337950894	0.0014320522	-0.0405782588	-0.0335014181	0.0611347986	-0.0267422797	-0.0392705928	0.0055101997	0.0820266652	0.0092907405	0.0340524411	0.0882147744	-0.078673532	0.0120983804	0.020559937	0.1041518069	0.2673368185	0.0275043993	-0.0493754624	-0.0061247837	0.0604703408	0.0675145561	0.0714585755	0.0544609849	0.0734044629	0.0682443414	0.257118568	-0.0236289753	-0.0321648694	0.0603417906	-0.0586074802	-0.0703154366	-0.018450755	0.0118033664	0.0167662741	-0.1649249365	0.1249051091	0.0553715281	0.0077067771	-0.0480331065	-0.0122631609	0.0329607012	-0.006892928	0.0566834281	0.0453190952	-0.1163370304	-0.0003100021	0.0200663679	0.0181093061	0.0385364496	0.0205968163	-0.0611657783	-0.0342464538	0.0754971529	-0.0434902942	-0.0292107622	0.1951376714	0.0870551176	-0.0952963007	0.0194404313	-0.1481477725	0.0472878924	0.1166211252	0.0550842863	-0.0654086212	-0.0363116739	0.024484442	0.1400416837	0.0606479931	0.1125037874	0.1059762505	0.0953761056	0.00494219	0.0050647949999999	2.44252419961e-05	2.5652148392024997e-05	-0.0241428	0.0600714	0.00360857309796	0.00058287479184	-0.0702518	5.900000000000349e-05	0.00493531540324	3.481000000000412e-09	0.00317864	9.522000000000004e-05	1.01037522496e-05	9.066848400000006e-09	-0.000460229	-1.99499999999997e-06	3.98002499999988e-12	2.11810732441e-07	-0.000445886	-0.000147861	1.98814324996e-07	2.1862875321e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
